gml_id,sa3_name16,sa3_code16,neg_nil_inc_fam_households,neg_nil_inc_non_fam_househlds,negative_nil_income_tot,hi_1_149_family_households,hi_1_149_non_family_hseholds,hi_1_149_tot,hi_150_299_family_households,hi_150_299_non_fam_househlds,hi_150_299_tot,hi_300_399_family_households,hi_300_399_non_fam_househlds,hi_300_399_tot,hi_400_499_family_households,hi_400_499_non_fam_househlds,hi_400_499_tot,hi_500_649_family_households,hi_500_649_non_fam_househlds,hi_500_649_tot,hi_650_799_family_households,hi_650_799_non_fam_househlds,hi_650_799_tot,hi_800_999_fam_households,hi_800_999_non_fam_hsehlds,hi_800_999_tot,hi_1000_1249_fam_households,hi_1000_1249_non_fam_hsehlds,hi_1000_1249_tot,hi_1250_1499_fam_households,hi_1250_1499_non_fam_hsehlds,hi_1250_1499_tot,hi_1500_1749_fam_households,hi_1500_1749_non_fam_hsehlds,hi_1500_1749_tot,hi_1750_1999_fam_households,hi_1750_1999_non_fam_hsehlds,hi_1750_1999_tot,hi_2000_2499_fam_households,hi_2000_2499_non_fam_hsehlds,hi_2000_2499_tot,hi_2500_2999_fam_households,hi_2500_2999_non_fam_hsehlds,hi_2500_2999_tot,hi_3000_3499_fam_households,hi_3000_3499_non_fam_hsehlds,hi_3000_3499_tot,hi_3500_3999_fam_households,hi_3500_3999_non_fam_hsehlds,hi_3500_3999_tot,hi_4000_more_fam_households,hi_4000_more_non_fam_hsehlds,hi_4000_more_tot,part_inc_stated_fam_household,part_inc_std_non_fam_hhds,partial_income_stated_tot,all_incomes_ns_famly_househld,all_inc_ns_non_famly_househld,all_incomes_not_stated_tot,tot_family_households,tot_non_family_households,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e43,Baw Baw,"20501","118","109","230","81","73","163","113","291","401","101","442","540","420","997","1422","383","504","893","1160","452","1612","945","489","1432","1229","418","1650","1127","258","1386","884","204","1086","910","130","1039","1476","159","1633","946","24","969","496","8","502","311","74","385","628","11","641","1203","59","1263","249","309","558","12781","5017","17799"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e42,Gippsland - East,"20502","112","157","266","88","113","202","115","386","507","124","654","775","538","1428","1964","465","680","1143","1507","518","2023","1064","531","1593","1311","421","1735","1179","259","1441","760","178","939","669","101","768","1073","120","1192","566","37","604","264","11","277","163","70","237","279","26","303","1190","67","1259","283","511","787","11745","6267","18017"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e41,Gippsland - South West,"20503","147","222","370","115","138","254","141","582","714","161","861","1017","722","1909","2630","661","937","1594","1798","769","2567","1422","702","2124","1727","638","2369","1495","410","1910","1019","270","1287","1063","171","1232","1513","211","1718","858","33","892","445","16","459","267","119","387","479","39","513","1559","100","1660","364","649","1014","15942","8779","24720"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e40,Latrobe Valley,"20504","146","258","402","95","161","263","183","726","906","212","1068","1285","760","1916","2682","806","909","1717","1850","780","2630","1352","780","2127","1611","709","2320","1491","474","1964","1134","363","1499","1157","282","1441","2068","366","2429","1305","46","1347","786","31","813","518","174","685","923","21","944","1804","124","1932","390","644","1037","18585","9840","28423"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e3f,Wellington,"20505","103","129","235","73","97","167","79","354","432","83","541","624","385","1082","1469","353","515","867","1039","448","1490","835","461","1293","1041","440","1487","933","252","1189","680","193","876","729","143","877","1177","178","1351","692","33","729","391","7","399","276","112","387","543","30","575","1226","62","1282","214","372","584","10857","5461","16318"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e3e,Brunswick - Coburg,"20601","215","390","606","100","186","282","128","684","810","107","793","901","479","1343","1816","404","811","1216","1064","747","1809","864","997","1858","1243","1277","2513","1237","1113","2349","1065","999","2068","1209","812","2021","2680","1254","3933","2200","350","2555","1596","204","1801","1164","458","1617","2506","214","2722","1816","959","2776","218","438","657","20285","14034","34314"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e3d,Darebin - South,"20602","97","152","244","55","102","160","87","358","439","61","521","576","263","814","1080","213","509","722","625","496","1116","460","614","1069","675","787","1457","693","648","1340","604","571","1170","705","433","1132","1478","681","2158","1228","192","1420","963","118","1086","791","269","1055","2160","124","2282","1081","459","1542","130","292","421","12360","8122","20482"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e3c,Essendon,"20603","167","295","460","98","138","235","171","460","623","110","662","772","368","946","1319","312","611","921","705","630","1336","672","755","1429","884","861","1746","873","772","1651","801","652","1455","791","520","1312","1899","806","2703","1554","137","1697","1112","88","1203","1026","363","1386","2953","83","3039","1523","335","1859","243","425","676","16273","9543","25813"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e3b,Melbourne City,"20604","1308","6391","7701","264","954","1219","371","1596","1969","241","1380","1620","490","1514","2012","522","1432","1959","790","1521","2310","963","1960","2925","1385","2512","3898","1371","2230","3606","1257","1997","3250","1301","1653","2956","2986","3079","6068","2142","684","2823","1615","420","2040","1464","1787","3256","3741","701","4443","2007","1675","3675","216","2195","2412","24441","35691","60133"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e3a,Port Phillip,"20605","217","653","869","89","260","352","159","796","950","137","1162","1304","372","1541","1907","349","1081","1428","739","1197","1933","700","1594","2293","1066","2013","3081","1146","1872","3021","983","1856","2837","1126","1516","2643","2762","2693","5456","2309","425","2734","1720","281","2001","1769","1708","3474","5127","374","5498","2212","905","3118","239","896","1141","23214","22820","46036"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e39,Bayside,"20801","248","272","514","102","141","240","120","378","501","107","666","768","363","1209","1565","373","883","1257","840","694","1532","821","777","1596","1222","782","2009","1170","624","1796","993","538","1536","1072","405","1479","2522","772","3296","2062","39","2106","1564","42","1612","2029","607","2639","6896","79","6970","2865","156","3024","369","557","926","25736","9622","35356"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e38,Darebin - North,"20902","306","439","746","168","205","368","229","762","993","177","1042","1212","763","1801","2563","689","836","1524","1770","807","2580","1470","945","2411","1818","1079","2901","1848","834","2679","1495","674","2174","1406","512","1922","2800","659","3459","2017","170","2191","1186","70","1255","802","173","972","1319","64","1382","1936","426","2359","434","605","1043","22630","12113","34740"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e37,Nillumbik - Kinglake,"20903","109","101","207","74","59","129","83","166","247","56","245","301","227","497","723","261","320","580","596","294","884","667","313","975","1023","317","1342","1084","250","1334","992","209","1200","1090","151","1243","2346","206","2549","1953","27","1986","1451","8","1459","1038","98","1134","2504","14","2520","1938","62","2004","201","167","374","17686","3490","21177"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e36,Whittlesea - Wallan,"20904","620","523","1144","282","193","472","443","647","1088","354","1039","1395","1661","2039","3703","1634","917","2550","4032","1037","5074","3392","1377","4771","4589","1464","6047","4851","1058","5911","4258","702","4959","4190","528","4711","7947","529","8478","4969","114","5081","2689","54","2736","1596","122","1722","2341","40","2378","4975","284","5255","931","671","1605","55740","13343","69086"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e35,Keilor,"21001","164","166","330","92","90","179","109","250","357","62","426","490","473","857","1327","330","451","776","1166","396","1565","882","371","1252","1117","430","1539","1073","329","1407","916","260","1179","908","200","1104","1929","259","2185","1510","47","1553","980","28","1007","801","97","901","1644","20","1660","1494","94","1587","327","302","631","15968","5064","21033"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e34,Macedon Ranges,"21002","59","56","109","36","33","64","32","101","127","40","145","186","144","303","452","141","166","304","373","149","522","392","163","558","546","168","715","541","122","666","515","112","623","515","88","597","1071","111","1181","784","10","791","553","4","553","423","55","482","817","6","827","867","36","900","115","118","233","7966","1942","9900"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e33,Kingston,"20803","250","338","584","136","192","325","190","588","774","158","1015","1178","633","2107","2736","567","1261","1831","1634","1052","2692","1547","1201","2744","2032","1328","3362","2157","960","3118","1753","850","2606","1954","566","2525","4194","775","4966","3288","114","3403","2249","59","2310","1615","283","1891","3218","50","3273","2870","239","3115","427","698","1121","30881","13678","44558"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e32,Stonnington - East,"20804","142","386","529","71","73","149","50","207","252","44","276","317","136","441","581","122","375","504","313","313","627","292","375","668","439","453","892","451","415","868","427","405","831","501","251","751","996","469","1466","787","71","859","650","50","704","762","308","1065","2843","60","2898","1119","158","1270","127","216","345","10274","5293","15568"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e31,Banyule,"20901","293","367","655","143","151","299","203","584","792","176","933","1110","625","1764","2394","618","1062","1682","1762","979","2743","1614","984","2597","2259","1089","3351","2120","836","2957","1899","792","2688","2000","548","2547","4286","831","5113","3294","103","3398","2257","51","2302","1628","319","1947","3784","53","3841","3001","251","3253","465","602","1062","32420","12309","44725"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e30,Moreland - North,"21003","230","269","503","98","120","226","173","463","636","151","734","887","630","1433","2063","501","638","1132","1463","540","1996","1194","580","1775","1528","697","2220","1481","546","2028","1265","447","1711","1203","351","1552","2366","472","2840","1683","119","1803","1087","54","1143","659","120","777","1047","36","1089","1607","222","1829","365","463","827","18729","8296","27023"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e2f,Sunbury,"21004","71","78","155","44","43","89","63","132","198","58","219","274","206","524","735","246","272","517","587","259","850","553","299","854","791","377","1169","849","263","1110","766","180","945","792","109","901","1589","140","1728","1069","13","1078","631","9","642","404","39","449","677","6","691","928","59","989","162","173","338","10510","3203","13707"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e2e,Tullamarine - Broadmeadows,"21005","524","330","856","238","134","363","436","582","1011","367","780","1146","1376","1341","2712","1421","623","2045","2947","625","3570","2824","902","3726","3620","885","4508","3457","577","4031","2786","412","3198","2661","286","2944","4790","321","5113","2840","67","2908","1628","39","1664","1052","78","1126","1526","24","1554","3712","197","3906","718","497","1209","38918","8679","47596"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e2d,Knox,"21101","347","389","735","162","161","326","252","530","781","195","931","1124","830","2047","2876","981","1091","2075","2480","1047","3527","2338","1216","3555","3206","1212","4418","3252","856","4103","2818","608","3435","2862","479","3346","5951","588","6539","4191","103","4291","2531","54","2587","1671","181","1845","3045","37","3086","3831","248","4078","594","633","1223","41538","12411","53945"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e2c,Manningham - East,"21102","69","60","126","30","25","58","18","62","83","22","94","114","106","216","326","96","136","238","259","106","363","280","119","399","376","140","518","379","89","467","325","67","392","401","48","455","690","94","782","602","10","613","486","5","494","470","52","518","1346","8","1353","809","16","824","129","83","215","6886","1445","8331"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e2b,Maroondah,"21103","246","273","525","116","152","272","198","445","645","146","775","921","588","1756","2348","631","1090","1722","1630","887","2517","1605","1029","2636","2142","1077","3220","2184","796","2975","1853","647","2500","2045","443","2490","4089","525","4614","3145","107","3250","1946","43","1988","1262","143","1404","2290","26","2320","2571","200","2776","374","522","895","29064","10950","40014"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e2a,Whitehorse - East,"21104","203","185","386","89","78","170","120","309","432","92","429","514","343","892","1230","325","597","922","890","440","1328","909","525","1431","1260","481","1742","1156","350","1503","952","323","1279","1027","235","1267","2053","304","2357","1693","63","1751","1105","34","1146","817","118","935","1592","23","1615","1412","129","1537","200","308","510","16240","5814","22058"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e29,Stonnington - West,"20606","222","565","787","68","156","226","106","414","520","65","601","663","218","856","1071","195","622","819","429","672","1100","406","999","1404","611","1212","1820","658","1173","1822","562","1160","1726","651","916","1560","1581","1818","3402","1280","341","1623","962","234","1197","1080","1233","2316","3537","350","3888","1451","720","2171","153","587","746","14222","14628","28847"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e28,Yarra,"20607","198","412","617","114","217","333","262","742","1009","160","904","1065","469","1218","1688","371","747","1116","686","782","1468","620","1041","1658","798","1313","2114","839","1240","2081","764","1259","2018","887","965","1856","2172","2012","4186","1927","534","2462","1626","409","2037","1442","1244","2691","4213","699","4917","1802","1224","3025","220","596","815","19572","17568","37144"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e27,Boroondara,"20701","726","830","1558","247","276","524","303","742","1042","210","886","1094","522","1573","2097","651","1377","2031","1151","1156","2303","1368","1329","2702","1944","1571","3514","2020","1380","3401","1662","1256","2912","1874","988","2861","4213","1718","5934","3494","303","3793","2634","172","2809","2814","1092","3906","11229","228","11454","4646","594","5238","523","805","1327","42244","18270","60516"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e26,Manningham - West,"20702","491","395","887","221","138","358","228","368","593","180","527","711","651","1059","1713","572","668","1241","1574","551","2122","1401","551","1955","1795","574","2364","1726","419","2142","1431","375","1805","1444","287","1727","2745","413","3156","2013","57","2071","1475","35","1502","1160","217","1374","2955","57","3006","2491","137","2629","352","376","727","24893","7200","32098"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e25,Whitehorse - West,"20703","551","969","1518","175","268","440","243","574","817","171","784","953","617","1539","2155","557","1057","1610","1350","840","2188","1277","912","2191","1834","941","2777","1658","718","2380","1345","551","1895","1402","458","1856","2926","698","3621","2207","128","2340","1625","86","1706","1292","258","1553","3393","50","3449","2402","366","2769","257","558","818","25273","11770","37041"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e24,Glen Eira,"20802","476","846","1329","207","305","513","233","794","1023","195","1005","1201","644","2148","2791","666","1427","2098","1683","1228","2911","1548","1440","2984","2213","1641","3856","2218","1298","3521","1906","1120","3025","2087","888","2973","4436","1332","5764","3535","218","3753","2726","129","2859","2305","612","2913","6453","138","6593","3542","507","4054","529","801","1329","37603","17888","55493"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e23,Yarra Ranges,"21105","251","298","548","157","172","333","246","587","829","211","950","1159","751","2181","2933","972","1204","2178","2396","1038","3437","2333","1136","3469","3156","1176","4333","3278","743","4019","2831","580","3406","2869","405","3270","5792","497","6290","3917","66","3991","2151","29","2179","1323","178","1503","2476","40","2514","3966","199","4170","732","669","1399","39807","12153","51963"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e22,Cardinia,"21201","192","179","370","84","76","158","152","308","462","161","451","611","522","1066","1589","646","585","1227","1532","522","2053","1436","721","2157","1985","754","2742","2242","466","2702","1851","356","2211","2029","210","2238","3579","295","3876","2316","45","2359","1219","19","1237","730","67","801","1241","12","1250","2269","134","2397","384","393","777","24566","6662","31227"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e21,Casey - North,"21202","306","268","575","167","107","265","276","390","669","226","619","849","794","1394","2180","848","679","1531","2212","593","2806","2023","835","2860","2758","805","3563","2796","546","3338","2411","397","2807","2449","267","2718","4674","361","5034","3053","80","3129","1744","35","1774","1196","117","1314","2125","45","2164","3222","205","3429","526","469","991","33811","8195","42010"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e20,Casey - South,"21203","374","267","638","161","68","237","264","378","642","245","530","772","793","1229","2021","1083","630","1710","2325","681","3010","2421","917","3336","3543","941","4484","3934","676","4609","3581","459","4044","3435","309","3747","6739","329","7076","3970","67","4037","2102","42","2140","1121","99","1213","1717","39","1761","3728","197","3920","612","460","1077","42166","8314","50478"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e1f,Dandenong,"21204","764","588","1351","294","226","518","553","948","1502","437","1516","1947","1673","2799","4470","1613","1297","2908","3891","1253","5141","3421","1323","4745","4415","1294","5704","4021","845","4865","3266","606","3864","3010","414","3427","5310","527","5833","3263","167","3434","1729","99","1836","1076","157","1237","1641","128","1770","4119","456","4578","761","873","1635","45260","15506","60764"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e1e,Monash,"21205","887","1295","2185","363","362","724","419","796","1214","323","1095","1420","1133","2128","3265","1022","1259","2286","2653","1128","3781","2407","1194","3601","3344","1256","4601","3014","949","3965","2525","810","3336","2608","597","3202","5388","933","6326","3965","249","4214","2683","139","2825","2073","338","2414","4605","119","4725","4123","529","4650","505","765","1270","44047","15956","60000"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e1d,Brimbank,"21301","752","551","1296","333","209","544","676","924","1591","493","1221","1714","1760","2281","4037","1596","959","2557","3725","961","4692","3250","1155","4402","4210","1122","5331","3947","780","4734","3212","557","3768","3022","387","3409","5234","471","5705","3383","138","3517","1911","83","1992","1145","117","1265","1743","64","1801","4418","365","4777","1002","723","1720","45807","13064","58870"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e1c,Hobsons Bay,"21302","236","264","500","121","126","249","179","462","641","122","749","876","554","1388","1941","492","609","1099","1304","540","1842","1150","720","1869","1421","832","2261","1448","580","2031","1289","531","1821","1298","403","1701","2709","580","3290","2057","84","2143","1551","51","1602","1173","263","1436","2622","63","2685","2080","193","2269","366","458","827","22165","8906","31069"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e1b,Maribyrnong,"21303","243","419","657","111","196","306","215","650","862","159","809","969","476","1178","1662","498","624","1122","1079","704","1782","980","842","1825","1341","1079","2418","1245","875","2117","1165","707","1872","1205","558","1765","2443","893","3338","1959","235","2192","1410","128","1535","1099","295","1398","2141","132","2269","1574","519","2095","229","479","705","19553","11333","30889"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e1a,Melton - Bacchus Marsh,"21304","422","277","694","172","116","291","286","494","785","262","669","925","881","1424","2312","1070","766","1832","2387","730","3122","2221","928","3147","3179","1047","4225","3305","732","4032","2880","511","3389","2873","324","3199","5717","413","6126","3664","68","3735","2165","19","2182","1306","107","1412","1952","25","1975","3377","152","3524","648","559","1207","38766","9358","48122"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e19,Wyndham,"21305","571","460","1034","250","148","397","433","621","1054","394","753","1148","1151","1542","2689","1497","895","2397","2904","955","3855","3384","1263","4648","4511","1450","5962","4790","1110","5896","4312","780","5091","4182","550","4738","8430","752","9186","5306","154","5464","3207","70","3280","2119","209","2328","3262","48","3309","4767","295","5062","758","674","1433","56237","12736","68976"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e18,Frankston,"21401","265","407","678","142","176","315","231","729","965","244","1204","1449","835","2696","3532","1031","1416","2444","2350","1221","3574","2202","1572","3773","2916","1535","4455","2958","1050","4006","2572","708","3279","2433","469","2904","4894","546","5437","3201","96","3296","1757","49","1809","1063","170","1232","1714","17","1737","3327","309","3629","608","934","1544","34757","15313","50065"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e17,Mornington Peninsula,"21402","344","489","832","199","237","440","235","845","1077","259","1459","1719","1068","3345","4407","1083","2012","3094","3284","1474","4754","2770","1533","4303","3539","1481","5022","3368","898","4268","2673","666","3344","2708","504","3211","4855","565","5423","3243","90","3328","1973","42","2011","1346","373","1720","3093","114","3206","4184","235","4416","853","1298","2147","41053","17654","58712"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e16,Grampians,"21501","144","160","311","101","127","224","138","513","651","115","863","980","579","1923","2504","545","869","1419","1608","738","2349","1320","786","2105","1587","598","2181","1542","359","1902","942","278","1220","996","182","1179","1536","264","1802","873","48","921","469","22","494","219","110","330","450","34","487","1505","89","1595","326","657","983","15003","8623","23624"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e15,Mildura,"21502","117","152","272","92","93","182","136","418","551","138","695","836","497","1340","1831","482","658","1139","1396","596","1992","1080","618","1700","1276","540","1825","1280","312","1590","916","235","1147","923","147","1075","1506","159","1663","849","31","882","437","20","457","240","87","322","421","23","445","1390","87","1483","359","575","931","13527","6800","20325"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e14,Murray River - Swan Hill,"21503","110","132","247","79","78","153","95","267","369","86","509","595","420","1065","1483","317","510","825","1014","460","1472","796","393","1190","952","392","1341","917","186","1100","570","159","733","643","88","730","918","122","1040","481","27","503","238","8","250","133","57","188","261","8","267","915","61","978","248","502","756","9175","5039","14219"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e13,Campaspe,"21601","108","119","228","63","48","112","76","259","333","81","423","502","352","948","1301","320","437","759","1042","387","1428","730","416","1147","950","380","1334","985","181","1168","639","128","770","679","106","784","1097","120","1215","587","17","606","326","7","334","144","42","190","284","11","295","962","45","1010","222","367","590","9639","4449","14094"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e12,Moira,"21602","74","78","150","54","59","106","80","232","312","59","367","417","333","817","1148","259","355","615","848","308","1154","602","316","917","760","257","1016","725","142","864","503","99","601","507","75","576","777","64","836","416","18","437","219","8","226","103","39","141","205","11","215","759","43","803","205","355","556","7471","3637","11107"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e11,Shepparton,"21603","163","144","312","80","89","171","129","407","534","140","702","836","550","1263","1813","581","684","1267","1423","608","2027","1118","702","1828","1511","586","2102","1420","382","1804","1084","282","1366","1076","170","1249","1875","221","2090","1169","54","1229","565","19","588","313","90","406","626","25","648","1521","111","1636","356","538","895","15698","7098","22795"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e10,Glenelg - Southern Grampians,"21701","54","124","174","57","80","143","83","339","430","81","481","563","338","1074","1407","330","507","840","952","391","1342","758","423","1183","923","384","1313","842","222","1066","650","155","807","590","118","704","974","155","1124","611","21","635","323","12","332","175","59","240","313","10","322","953","43","997","211","394","607","9214","5009","14224"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e0f,Colac - Corangamite,"21703","114","121","234","83","104","189","93","303","398","90","467","558","359","1006","1372","331","509","843","868","411","1283","755","465","1219","1013","407","1422","880","228","1106","589","165","753","653","96","750","1060","123","1186","564","29","589","293","8","302","135","83","222","319","19","337","894","69","966","219","394","613","9311","5014","14327"
