gml_id,sa3_name16,sa3_code16,p_55_64_ud_wk_l_5_hrs,p_55_64_ud_wk_5_14_hrs,p_55_64_ud_wk_15_29_hrs,p_55_64_ud_wk_30h_more,p_55_64_no_ud_wk,p_55_64_ud_wk_ns,p_55_64_os_v,p_55_64_yr_tot,p_65_74_ud_wk_l_5_hrs,p_65_74_ud_wk_5_14_hrs,p_65_74_ud_wk_15_29_hrs,p_65_74_ud_wk_30h_more,p_65_74_no_ud_wk,p_65_74_ud_wk_ns,p_65_74_os_v,p_65_74_yr_tot,p_75_84_ud_wk_l_5_hrs,p_75_84_ud_wk_5_14_hrs,p_75_84_ud_wk_15_29_hrs,p_75_84_ud_wk_30h_more,p_75_84_no_ud_wk,p_75_84_ud_wk_ns,p_75_84_os_v,p_75_84_yr_tot,p_85ov_ud_wk_l_5_h,p_85ov_ud_wk_5_14_h,p_85ov_ud_wk_15_29_h,p_85ov_ud_wk_30h_more,p_85ov_no_ud_wk,p_85ov_ud_wk_ns,p_85ov_os_v,p_85_yr_over_tot,p_tot_ud_wk_l_5_hrs,p_tot_ud_wk_5_14_hrs,p_tot_ud_wk_15_29_hrs,p_tot_ud_wk_30h_more,p_tot_no_ud_wk,p_tot_ud_wk_ns,p_total_os_v,p_total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7429,East Pilbara,"51002","510","717","218","154","1183","948","54","3781","149","215","102","77","399","294","30","1273","28","39","19","11","87","54","3","243","5","3","0","3","13","11","0","40","5239","5908","1808","1446","8420","7170","335","30319"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7428,West Pilbara,"51003","708","960","376","234","2070","1137","125","5619","219","321","142","151","538","321","45","1731","45","66","29","25","90","78","7","341","11","7","0","0","19","3","0","36","6825","7507","2591","2382","14622","8869","783","43578"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7427,Esperance,"51101","360","541","276","214","377","316","15","2099","176","323","263","215","385","303","7","1671","66","106","104","109","208","151","0","740","20","31","25","19","122","47","0","262","2515","3029","1513","1324","2436","1915","69","12808"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7426,Gascoyne,"51102","436","761","360","219","665","389","56","2882","402","673","449","294","890","432","36","3176","120","191","109","101","270","184","6","976","20","22","14","11","56","45","0","174","2349","3274","1600","1145","3010","2066","537","13985"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7425,Goldfields,"51103","785","1183","503","361","1272","944","51","5086","253","491","305","236","667","514","30","2487","82","112","60","72","279","162","3","772","9","18","11","7","94","52","0","193","7069","8061","3144","2786","8265","6214","280","35828"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7424,Mid West,"51104","1238","2097","1184","929","1636","989","82","8161","653","1287","940","980","1486","825","35","6205","273","491","361","424","760","564","13","2897","83","114","62","63","363","203","0","895","8707","11452","5567","5195","9852","6526","558","47855"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7423,Brighton,"60101","296","554","299","222","541","156","3","2073","124","241","215","214","367","170","8","1332","49","64","68","65","182","98","0","524","8","10","7","4","79","28","0","143","2288","3298","1580","1323","3273","1116","13","12888"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7422,Hobart - North East,"60102","1250","2433","1174","592","1020","391","23","6876","602","1332","1089","860","1142","337","7","5377","291","609","449","431","893","386","5","3059","150","219","118","75","651","211","3","1436","8925","12331","5837","3869","7977","2968","131","42045"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7421,Hobart - North West,"60103","1108","1985","868","603","1525","517","26","6637","498","1014","754","671","1399","559","12","4899","293","517","347","373","1006","503","5","3050","150","168","89","85","503","258","3","1256","8489","11128","4938","3915","10351","3734","133","42696"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7420,Hobart - South and West,"60104","749","1558","767","426","511","191","26","4228","370","862","609","479","577","193","12","3103","188","359","264","230","443","173","0","1656","63","112","63","35","325","58","0","657","5728","7886","3833","2538","4041","1257","152","25427"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-741f,Hobart Inner,"60105","1328","2483","976","455","777","504","129","6657","599","1392","924","509","814","407","54","4694","289","547","391","271","712","292","11","2510","145","216","116","82","662","223","8","1446","11346","13347","5212","2863","7957","3574","1036","45335"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-741e,Sorell - Dodges Ferry,"60106","393","743","372","266","381","153","3","2310","177","406","322","302","385","156","0","1742","71","131","103","103","245","128","0","781","42","30","17","28","112","51","4","278","2496","3614","1780","1409","2397","970","30","12696"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-741d,Launceston,"60201","1724","3076","1468","902","1807","753","57","9781","783","1710","1270","1104","1890","850","42","7654","387","735","556","509","1538","641","15","4381","190","239","120","129","1089","398","4","2166","13829","17736","7985","6123","14357","5640","490","66164"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-741c,Meander Valley - West Tamar,"60202","573","1074","619","486","592","289","5","3632","247","615","575","562","635","293","3","2921","124","204","181","182","402","222","0","1321","53","70","32","32","191","73","0","439","3243","4601","2669","2316","3502","1642","42","18010"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-741b,North East,"60203","848","1656","1040","802","1220","514","10","6084","436","1022","809","846","1152","592","5","4859","200","362","287","341","696","401","0","2294","90","74","47","39","323","145","0","722","4993","7257","4261","3852","6299","3141","87","29888"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-741a,Central Highlands (Tas.),"60301","259","504","299","229","370","163","4","1833","146","286","220","235","309","177","0","1376","51","71","53","71","150","101","0","500","16","16","13","5","49","23","0","121","1570","2231","1254","1099","1934","973","26","9089"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7419,Huon - Bruny Island,"60302","474","1010","572","434","468","231","7","3192","272","547","506","470","468","249","3","2519","86","182","161","149","313","177","0","1074","31","32","23","23","136","58","0","301","2700","4258","2427","2016","2610","1405","58","15472"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7418,South East Coast,"60303","193","402","227","164","239","130","11","1364","99","252","238","211","237","181","5","1219","45","73","71","82","133","111","0","516","19","26","8","10","56","49","0","171","842","1431","855","736","1080","760","137","5833"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7417,Marion,"40302","2166","3844","1744","932","1904","540","184","11312","1025","2043","1420","1016","1802","493","98","7904","495","910","714","563","1474","536","25","4713","282","392","225","135","1363","321","7","2738","17603","21473","8989","6072","15699","3954","759","74555"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7416,Burnie - Ulverstone,"60401","1041","1883","1044","769","1294","446","15","6484","457","1069","851","872","1377","548","8","5185","269","468","426","441","1031","494","5","3134","117","135","98","67","556","217","3","1196","6930","9849","5166","4469","8469","3167","89","38144"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7415,Devonport,"60402","995","1737","1026","734","1190","464","23","6178","485","1064","860","930","1296","554","11","5198","235","411","362","368","855","485","9","2722","88","125","84","72","492","200","7","1065","6597","9100","4786","4175","7721","2995","245","35621"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7414,West Coast,"60403","439","712","395","340","508","269","8","2672","159","382","291","279","413","221","3","1757","73","124","103","113","254","151","0","829","15","33","23","10","103","50","0","234","2453","3541","1920","1748","2752","1485","66","13971"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7413,Darwin City,"70101","800","1118","358","162","805","747","234","4223","320","527","269","175","664","497","158","2613","82","165","98","44","285","177","38","886","29","25","15","12","101","49","9","233","6817","6676","1950","1196","6134","5105","2375","30258"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7412,Darwin Suburbs,"70102","1130","1875","758","427","1223","801","181","6392","548","927","539","402","1004","570","97","4088","150","288","177","143","512","250","27","1543","51","51","27","5","164","56","0","356","9730","11693","4307","3039","9678","5672","915","45040"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7411,Litchfield,"70103","477","963","405","299","920","663","15","3742","230","505","300","238","540","353","16","2185","67","83","56","60","135","95","4","497","15","11","14","6","24","21","3","84","3693","5207","2193","1616","5044","4844","1127","23720"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7410,Katherine,"70205","513","654","247","145","660","677","68","2956","304","379","199","157","651","492","41","2211","72","75","44","36","173","158","10","570","9","5","5","0","27","35","0","79","4174","3618","1448","946","3831","3979","656","18663"
