sa3_name16,sa3_code16,tot_m,tot_f,tot_p,age_0_4_yr_m,age_0_4_yr_f,age_0_4_yr_p,age_5_14_yr_m,age_5_14_yr_f,age_5_14_yr_p,age_15_19_yr_m,age_15_19_yr_f,age_15_19_yr_p,age_20_24_yr_m,age_20_24_yr_f,age_20_24_yr_p,age_25_34_yr_m,age_25_34_yr_f,age_25_34_yr_p,age_35_44_yr_m,age_35_44_yr_f,age_35_44_yr_p,age_45_54_yr_m,age_45_54_yr_f,age_45_54_yr_p,age_55_64_yr_m,age_55_64_yr_f,age_55_64_yr_p,age_65_74_yr_m,age_65_74_yr_f,age_65_74_yr_p,age_75_84_yr_m,age_75_84_yr_f,age_75_84_yr_p,age_85ov_m,age_85ov_f,age_85ov_p,os_vis_m,os_vis_f,os_vis_p,count_psns_occ_priv_dwgs_m,count_psns_occ_priv_dwgs_f,count_psns_occ_priv_dwgs_p,count_persons_other_dwgs_m,count_persons_other_dwgs_f,count_persons_other_dwgs_p,indig_aboriginal_m,indig_aboriginal_f,indig_aboriginal_p,indig_torres_strait_is_m,indig_torres_strait_is_f,indig_torres_strait_is_p,indig_bth_abor_torres_st_is_m,indig_bth_abor_torres_st_is_f,indig_bth_abor_torres_st_is_p,indig_tot_m,indig_tot_f,indig_tot_p,birthplace_australia_m,birthplace_australia_f,birthplace_australia_p,birthplace_elsewhere_m,birthplace_elsewhere_f,birthplace_elsewhere_p,lang_spoken_home_eng_only_m,lang_spoken_home_eng_only_f,lang_spoken_home_eng_only_p,lang_spoken_home_oth_lang_m,lang_spoken_home_oth_lang_f,lang_spoken_home_oth_lang_p,australian_citizen_m,australian_citizen_f,australian_citizen_p,att_educ_inst_age_0_4_m,att_educ_inst_age_0_4_f,att_educ_inst_age_0_4_p,att_educ_inst_age_5_14_m,att_educ_inst_age_5_14_f,att_educ_inst_age_5_14_p,att_edu_inst_age_15_19_m,att_edu_inst_age_15_19_f,att_edu_inst_age_15_19_p,att_edu_inst_age_20_24_m,att_edu_inst_age_20_24_f,att_edu_inst_age_20_24_p,att_edu_inst_age_25_ov_m,att_edu_inst_age_25_ov_f,att_edu_inst_age_25_ov_p,high_yr_schl_comp_yr_12_eq_m,high_yr_schl_comp_yr_12_eq_f,high_yr_schl_comp_yr_12_eq_p,high_yr_schl_comp_yr_11_eq_m,high_yr_schl_comp_yr_11_eq_f,high_yr_schl_comp_yr_11_eq_p,high_yr_schl_comp_yr_10_eq_m,high_yr_schl_comp_yr_10_eq_f,high_yr_schl_comp_yr_10_eq_p,high_yr_schl_comp_yr_9_eq_m,high_yr_schl_comp_yr_9_eq_f,high_yr_schl_comp_yr_9_eq_p,high_yr_schl_comp_yr_8_belw_m,high_yr_schl_comp_yr_8_belw_f,high_yr_schl_comp_yr_8_belw_p,no_schl_m,no_schl_f,no_schl_p
Keilor,21001,28221,29842,58068,1630,1592,3229,3562,3269,6832,1753,1538,3294,1755,1562,3312,3425,3481,6909,3816,4100,7914,3935,4137,8070,3024,3545,6564,2730,3349,6077,1912,2295,4207,687,977,1662,143,212,359,28002,29528,57529,225,318,542,80,86,166,8,7,17,3,0,8,93,91,191,19200,19720,38924,7461,8370,15829,18202,18452,36655,8730,9896,18619,24949,26206,51156,330,324,649,3317,3046,6360,1472,1338,2811,760,743,1500,584,895,1479,12268,13510,25780,2894,2601,5495,2891,2835,5735,1291,1282,2575,1736,2435,4172,301,442,750
Macedon Ranges,21002,14338,14563,28898,958,935,1902,2282,2084,4368,1015,917,1930,743,661,1402,1242,1357,2600,1849,2122,3967,2214,2358,4576,1903,1953,3856,1439,1425,2859,535,518,1047,157,232,389,30,47,82,14172,14399,28571,164,164,330,91,87,177,8,6,16,0,6,8,103,94,200,11705,11810,23515,1743,1771,3510,12959,13038,25997,629,674,1302,13039,13165,26207,211,196,406,2134,1917,4053,786,754,1536,227,274,502,211,490,703,5115,6310,11427,1908,1725,3628,2040,1613,3650,780,622,1401,442,421,862,22,19,38
Kingston,20803,55571,60080,115651,3615,3517,7133,7209,6835,14039,3169,3177,6347,3352,2958,6310,6904,7568,14476,8513,9276,17795,8180,8829,17006,6428,6988,13410,4400,5347,9747,2609,3477,6088,1188,2111,3296,361,528,888,54671,58916,113591,899,1161,2061,219,241,462,18,17,32,7,8,16,255,257,512,37898,40118,78015,14447,16327,30775,42139,44760,86897,10461,11897,22360,47249,50729,97972,841,836,1678,6749,6391,13139,2578,2681,5262,1379,1378,2757,1376,2285,3665,25864,29512,55382,5691,5436,11124,5794,5738,11528,2256,2327,4575,1749,2462,4209,247,345,594
Stonnington - East,20804,19685,21613,41302,1071,982,2059,2508,2426,4937,1254,1222,2476,1740,2048,3792,3144,3268,6409,2522,2764,5289,2573,2940,5515,2037,2338,4378,1521,1754,3268,882,1160,2039,432,713,1146,205,320,527,19295,21064,40360,398,550,943,49,46,93,4,0,4,0,0,0,49,50,100,13136,14027,27158,5483,6254,11735,14142,15118,29256,4503,5241,9749,15914,17214,33128,306,254,562,2353,2292,4648,1104,1107,2207,1135,1378,2512,814,1108,1924,12124,13394,25519,1073,1259,2332,916,1066,1984,435,455,891,429,580,1004,77,104,180
Banyule,20901,59030,62689,121716,3935,3783,7713,7361,6932,14293,3552,3379,6928,3911,3670,7575,8026,8245,16269,8380,8883,17257,7664,8467,16131,6856,7760,14616,5324,5886,11214,2820,3616,6429,1203,2078,3278,451,647,1099,57483,61112,118600,1543,1575,3117,325,338,666,19,19,31,3,8,13,345,361,712,42184,44128,86316,13706,14882,28593,43658,45346,89007,12482,13991,26471,50805,53543,104346,794,868,1664,6898,6463,13358,2949,2873,5823,1903,1862,3766,1906,2596,4499,28760,31465,60228,5450,5351,10801,5488,5461,10947,2441,2433,4881,2061,2916,4977,321,429,746
Moreland - North,21003,37404,38300,75698,2890,2662,5553,4394,4117,8510,2004,1769,3777,2707,2334,5044,7286,6883,14176,5694,5541,11234,4352,4543,8894,3088,3461,6546,2121,2597,4726,1894,2790,4685,966,1596,2564,280,398,683,36866,37416,74283,531,883,1413,153,191,346,14,7,27,14,5,22,178,206,387,20209,21143,41352,14229,14029,28263,17750,18325,36074,17123,17308,34433,28078,29726,57807,518,452,967,3860,3691,7551,1525,1426,2946,1286,1020,2309,1612,1806,3421,16935,17214,34153,2715,2566,5279,3343,2990,6328,1475,1508,2984,2318,3285,5599,507,771,1279
Sunbury,21004,18928,19988,38911,1338,1288,2630,2627,2471,5098,1379,1296,2672,1357,1319,2676,2496,2625,5118,2509,2746,5262,2629,2979,5609,2299,2486,4784,1418,1572,2986,651,797,1451,217,400,620,72,83,158,18838,19780,38619,97,202,301,189,177,366,12,18,22,4,3,9,207,196,403,14969,15637,30600,2891,3218,6104,16454,17187,33641,1553,1804,3356,16877,17753,34628,246,252,499,2429,2288,4720,1036,1009,2047,386,457,845,373,713,1085,6540,8096,14635,2589,2593,5183,3096,2668,5761,1082,977,2056,643,752,1391,62,65,126
Tullamarine - Broadmeadows,21005,81004,80956,161963,6805,6280,13079,12105,11521,23626,5783,5758,11541,6298,5827,12121,13228,13339,26564,11243,11253,22490,10471,10753,21222,7694,7929,15620,4750,5118,9866,2126,2402,4528,510,791,1301,575,800,1372,79762,79968,159727,1244,992,2235,468,524,998,38,34,73,7,16,23,514,574,1094,42225,42497,84723,32569,32166,64733,32938,32610,65552,42525,42923,85445,62968,63623,126593,1026,997,2022,10573,10063,20629,4305,4677,8977,2313,2277,4591,2481,3554,6035,30755,32095,62846,6607,6290,12894,8614,7584,16199,4268,3815,8084,4974,5687,10662,1416,2211,3621
Glen Eira,20802,71390,76863,148252,4504,4515,9022,9296,8682,17981,4268,4084,8353,5294,5459,10749,11298,12015,23311,10250,10812,21069,9397,10444,19847,7648,8267,15915,5106,5865,10971,2762,3965,6723,1561,2752,4316,789,1137,1930,70427,75281,145710,966,1580,2546,105,124,233,8,10,19,3,3,9,120,135,256,41496,43714,85207,25856,28537,54394,45156,47622,92779,22456,24917,47376,56296,60257,116553,1147,1106,2256,8718,8143,16864,3681,3585,7264,3145,3351,6496,2831,3764,6595,40629,44729,85365,4484,4745,9231,4426,4490,8914,1877,1912,3789,1966,2721,4686,354,470,827
Knox,21101,74961,78895,153856,4634,4429,9071,9403,8727,18133,5101,4867,9965,5231,4964,10194,10031,10322,20358,10078,10713,20792,10438,11545,21989,9468,10373,19840,6331,7008,13345,3138,3865,6998,1108,2072,3184,595,930,1523,73980,77306,151290,980,1592,2565,359,351,713,19,14,34,3,8,8,385,369,759,49609,50409,100023,21846,24350,46196,53458,54858,108314,18359,20393,38755,64055,66314,130372,919,908,1825,8767,8227,16992,4185,4092,8277,2147,2128,4271,1829,2932,4766,32601,36746,69347,8512,8282,16798,9655,8839,18488,3853,3767,7619,2390,3073,5461,392,529,919
Manningham - East,21102,12559,12984,25543,610,537,1144,1864,1698,3565,1084,988,2075,899,764,1667,1046,1043,2087,1300,1607,2908,2033,2208,4244,1719,1766,3480,1166,1248,2418,608,697,1309,230,424,651,87,100,188,12422,12670,25087,140,314,452,23,28,51,7,8,11,0,0,0,31,30,60,9092,9191,18285,2920,3193,6109,9780,9823,19605,2282,2621,4898,11126,11420,22551,154,153,307,1773,1622,3388,951,874,1828,448,427,879,230,411,638,6106,6649,12757,1310,1247,2554,1216,1162,2373,546,551,1096,349,445,798,41,69,108
Maroondah,21103,52565,56463,109032,3742,3489,7232,6808,6379,13191,3463,3217,6676,3378,3240,6620,7323,7894,15221,7533,7859,15389,7089,7870,14961,5958,6677,12640,4149,5127,9273,2247,2991,5234,870,1731,2598,350,501,848,51740,55062,106799,831,1401,2227,262,284,544,12,17,28,3,8,8,273,303,581,38106,40229,78332,11948,13277,25228,41433,44069,85509,8835,9683,18520,44935,48054,92988,748,747,1494,6346,5979,12333,2802,2690,5490,1355,1349,2699,1477,2327,3804,22530,26289,48813,6156,5889,12043,6336,6103,12442,2441,2477,4920,1783,2236,4020,337,406,740
Whitehorse - East,21104,29199,31637,60834,1835,1813,3648,3728,3635,7359,1841,1697,3539,1835,1657,3496,3889,4065,7950,4272,4615,8881,3873,4229,8107,3090,3672,6768,2633,3139,5776,1586,2053,3637,618,1060,1681,387,574,964,28798,30948,59748,398,684,1090,67,67,139,5,8,8,0,3,3,73,79,147,17481,18528,36006,10326,11356,21683,18118,19215,37334,9821,10808,20625,23469,25131,48598,467,439,901,3523,3437,6962,1601,1489,3090,933,871,1809,960,1375,2331,15061,16306,31369,2505,2515,5022,2402,2718,5120,1134,1131,2273,974,1385,2356,244,388,633
Yarra Ranges,21105,71955,74094,146052,4630,4400,9033,9849,9282,19125,4976,4787,9762,4561,4260,8821,8675,9050,17729,9416,9999,19414,10284,10979,21265,9246,9744,18991,6612,6879,13493,2765,3220,5981,940,1490,2433,237,340,577,71067,73043,144110,882,1051,1933,599,679,1284,20,19,42,20,18,38,641,715,1358,56395,57599,113988,11556,12243,23800,63570,64927,128495,4967,5593,10557,64211,65731,129942,1048,986,2030,9138,8603,17739,3810,3803,7615,1379,1458,2836,1406,2674,4078,24857,30890,55754,9722,9302,19025,11687,9454,21146,4760,3868,8621,2537,2606,5144,250,227,477
Cardinia,21201,45817,47410,93224,4036,3750,7791,7079,6808,13888,3224,3023,6243,2881,3041,5923,6449,7182,13631,6402,6719,13118,5993,6335,12326,4643,4822,9465,3197,3461,6655,1473,1560,3031,440,721,1158,179,276,457,45578,47045,92619,244,364,611,350,381,733,20,17,30,10,9,17,373,403,783,34264,35340,69601,8683,8971,17649,38184,39235,77421,5077,5440,10521,39648,40836,80484,780,683,1461,6477,6224,12702,2351,2349,4707,741,982,1725,848,1725,2575,13837,18024,31860,5765,5342,11103,7632,6257,13885,3048,2521,5566,1703,1698,3405,133,161,294
Casey - North,21202,64968,66066,131033,4513,4261,8773,9268,8681,17952,4942,4574,9513,4886,4399,9281,8565,8727,17297,8918,9330,18251,9079,9457,18531,7348,7819,15170,4468,4792,9256,2218,2731,4949,773,1296,2066,432,651,1085,64248,65114,129366,716,951,1667,261,290,550,21,19,42,11,8,19,294,316,612,36561,36980,73545,24881,25287,50167,38462,38826,77284,23487,23971,47458,53226,54087,107311,775,752,1530,8506,8001,16510,3994,3788,7783,1700,1857,3564,1532,2555,4091,26495,28934,55423,6679,5979,12660,7944,7108,15053,3214,3065,6286,2669,3203,5873,781,943,1720
Casey - South,21203,83731,84629,168356,7628,7318,14951,13419,12697,26117,5962,5517,11470,5841,5601,11435,12792,14284,27080,13430,13135,26568,10538,10615,21151,7522,7855,15376,4332,4607,8934,1757,2100,3862,506,903,1409,668,998,1665,83532,84196,167725,195,430,628,455,477,930,29,14,44,8,13,20,491,503,999,46590,46742,93333,31643,32048,63693,49190,49221,98416,29541,30085,59626,66302,65878,132183,1219,1188,2405,12114,11500,23613,4462,4424,8891,1803,1945,3747,1985,3543,5533,30655,34258,64912,8052,7442,15497,10927,9207,20138,4291,3888,8175,2942,3225,6165,1021,1251,2272
Dandenong,21204,95524,92697,188223,6382,6088,12475,10699,10009,20702,5819,5255,11075,8257,6573,14825,17099,15640,32745,13107,12203,25306,11370,11186,22553,9908,10530,20438,7388,8004,15395,4091,4862,8951,1402,2344,3744,1022,1405,2423,93859,90918,184779,1668,1779,3446,239,269,513,30,28,56,14,10,23,277,309,587,36539,34387,70924,52128,51448,103571,31540,29755,61297,57752,56781,114530,67097,66643,133735,981,954,1931,9431,8938,18368,4561,4388,8950,3799,3147,6947,3799,4586,8384,42193,40160,82353,6871,5885,12755,9123,8158,17285,4030,4040,8069,6095,7592,13683,3313,3824,7139
Monash,21205,87611,91153,178765,4680,4301,8977,9764,9228,18994,6369,6178,12539,9411,8723,18139,13513,12811,26325,10952,11742,22699,10822,11737,22561,8572,9764,18343,6803,7957,14769,4801,5741,10544,1918,2967,4888,1864,2540,4406,84371,87347,171711,3241,3812,7055,188,209,397,10,13,21,9,10,22,207,235,435,39946,39840,79785,41724,44533,86262,39449,39271,78722,42572,45554,88127,61386,62970,124352,1073,1024,2105,9019,8507,17528,5538,5396,10933,6303,5912,12210,4074,4729,8811,49291,50710,100004,5690,5638,11328,5942,6213,12154,2734,2893,5624,3052,4204,7255,682,1008,1692
Brimbank,21301,93283,93370,186657,6472,6102,12571,11142,10768,21910,6004,5790,11793,7898,6824,14718,15787,14865,30651,12505,12760,25268,11731,12166,23899,10306,11107,21415,7161,7261,14422,3312,3963,7278,956,1770,2728,640,899,1543,92510,92208,184720,776,1164,1936,359,347,706,36,22,61,6,12,19,396,385,776,41002,40014,81020,44898,45768,90664,32219,31079,63300,54832,56003,110833,70465,71547,142011,1014,941,1957,9744,9490,19238,4638,4769,9409,3449,3099,6551,3192,4458,7653,39706,39397,79105,7339,6269,13603,8990,8355,17344,4095,4009,8099,6437,8177,14618,2147,2954,5096
Hobsons Bay,21302,40708,42841,83557,2921,2756,5678,4928,4876,9807,2307,2153,4452,2445,2302,4746,5787,6024,11814,6181,6485,12671,5808,6223,12031,4767,5095,9859,3093,3438,6530,1747,2312,4055,729,1183,1914,218,359,577,40220,42249,82471,489,592,1086,192,205,397,10,10,15,13,0,10,212,216,428,26422,27274,53694,11740,12735,24471,27462,28091,55554,11023,12278,23306,33861,35559,69418,580,546,1130,4527,4464,8992,1814,1776,3595,970,996,1961,1085,1855,2938,18151,20198,38353,3858,3394,7250,4374,3826,8197,1682,1687,3363,1968,2660,4627,380,564,948
Maribyrnong,21303,41645,41327,82972,2950,2730,5683,3833,3721,7555,1893,1811,3710,3961,3511,7478,9721,9307,19034,7096,6910,14012,4888,5003,9887,3653,3778,7432,1999,2203,4203,1115,1485,2599,530,863,1395,413,627,1040,40888,40651,81544,757,668,1431,211,184,390,16,15,35,0,0,0,230,198,430,21518,21463,42981,16656,16226,32880,21055,20791,41846,17210,17155,34369,30095,30611,60706,520,460,978,3428,3344,6778,1524,1481,3007,2057,1798,3857,2615,2975,5591,22781,22670,45450,2538,2059,4592,2760,2416,5176,1166,1202,2361,1599,2183,3781,584,802,1384
Melton - Bacchus Marsh,21304,75455,77857,153312,6465,6203,12668,12354,12112,24460,5185,4953,10144,4847,4764,9617,11025,12044,23069,12426,12827,25255,9496,9847,19344,7000,7632,14626,4586,4760,9348,1637,1937,3579,424,781,1203,394,594,990,74374,77062,151438,1085,795,1879,708,747,1451,27,12,38,5,15,24,743,775,1518,49582,50529,100110,20812,21893,42710,48623,49737,98362,21565,22954,44520,63144,64862,128003,1173,1181,2348,11157,10950,22106,3908,3896,7798,1382,1585,2968,1547,2811,4360,26427,31097,57529,7721,7114,14835,9872,8608,18481,4099,3620,7726,2861,3236,6091,509,689,1199
Wyndham,21305,111994,111939,223939,11282,10440,21718,17051,15921,32978,6682,6397,13078,7191,6716,13901,20295,22003,42302,19221,17992,37216,13022,13131,26154,9263,10152,19416,5428,5710,11141,2043,2510,4554,524,966,1487,1446,2156,3594,110221,111200,221418,1779,743,2523,908,804,1718,20,27,49,13,16,30,944,854,1799,58292,57542,115834,46206,46198,92404,58439,58070,116512,45353,46078,91433,81629,80366,161993,1753,1706,3458,15302,14326,29626,5082,5128,10210,2647,2603,5255,3517,5420,8940,46817,49828,96647,8957,8440,17397,11469,10220,21690,4539,4340,8879,3361,4120,7485,785,1169,1958
Frankston,21401,64792,68412,133199,4675,4317,8994,8222,7749,15971,4034,3994,8026,4195,4335,8525,8938,9547,18484,9059,9382,18443,8996,9661,18657,7663,8224,15888,5310,6064,11372,2677,3417,6102,1022,1717,2742,247,394,641,63866,67084,130950,929,1321,2254,619,598,1219,31,34,57,11,21,36,662,651,1316,46686,48343,95024,13556,15088,28637,53533,55888,109420,7146,8106,15246,55078,57867,112937,998,860,1858,7494,7092,14585,2923,3044,5974,1129,1386,2523,1381,2706,4086,22595,27506,50104,8095,7685,15778,10222,9325,19548,4012,3741,7760,2244,2661,4906,220,238,460
Mornington Peninsula,21402,72733,78249,150986,4113,3855,7962,9618,9180,18801,4669,4302,8971,3940,3427,7368,6481,7074,13557,8349,9417,17763,10004,10975,20975,9477,10712,20191,8890,10322,19205,5250,6010,11263,1951,2981,4931,244,336,583,70771,76170,146944,1957,2083,4041,621,594,1217,38,35,78,11,15,29,672,654,1325,55316,58916,114235,12797,14066,26867,64923,69385,134308,3943,4450,8391,64395,68985,133379,908,921,1835,8910,8517,17428,3415,3306,6719,1074,1115,2194,1139,2340,3476,26274,31617,57892,9260,9425,18686,11501,10806,22303,4449,4355,8806,2716,3316,6025,261,227,488
Grampians,21501,29067,28806,57875,1652,1430,3082,3471,3265,6741,1715,1544,3254,1505,1389,2890,3165,2969,6134,3091,3085,6176,3942,4008,7946,4426,4202,8624,3416,3373,6788,1944,2205,4148,745,1346,2091,91,128,223,27444,27798,55246,1625,1006,2638,401,356,755,23,26,46,9,8,22,435,387,829,24744,24335,49077,2093,2184,4282,25502,25755,51255,995,1103,2104,25721,25995,51714,285,258,545,3131,2989,6123,1148,1106,2253,166,281,445,323,678,1001,7102,9013,16112,4457,4251,8708,4785,4266,9046,2362,2092,4447,2154,1920,4075,160,116,278
Mildura,21502,26837,27675,54515,1694,1666,3363,3495,3300,6796,1855,1731,3586,1674,1717,3394,3331,3459,6795,3028,3186,6216,3481,3629,7112,3586,3572,7155,2764,2726,5491,1390,1778,3167,532,902,1434,404,411,820,25798,26610,52408,1041,1062,2109,931,1039,1966,30,32,63,25,18,38,981,1083,2066,20806,21634,42440,2967,2963,5921,21565,22489,44053,2580,2577,5158,22720,23648,46371,370,318,684,3099,2939,6040,1182,1188,2374,241,383,625,419,808,1228,6494,8138,14628,3254,3304,6554,4771,4277,9049,2102,1966,4066,1803,1809,3607,254,221,478
Murray River - Swan Hill,21503,18720,18398,37112,1091,994,2087,2371,2158,4531,1123,1060,2186,1032,875,1912,1997,1957,3957,1930,1964,3894,2517,2461,4980,2735,2617,5352,2159,2072,4227,1259,1465,2731,491,773,1262,151,154,306,18159,17852,36004,561,546,1103,496,519,1017,23,26,49,6,13,23,528,556,1089,14667,14524,29195,1634,1658,3294,15158,15137,30298,1405,1333,2733,15761,15685,31450,178,192,365,2057,1899,3949,773,778,1548,129,162,290,207,422,635,3937,5172,9114,2474,2515,4992,3331,2712,6039,1673,1273,2946,1392,1233,2619,165,130,288
Campaspe,21601,18067,18495,36559,1028,1060,2092,2371,2204,4570,1239,1085,2322,925,852,1778,1676,1854,3534,1882,2023,3905,2465,2598,5061,2622,2604,5229,2187,2105,4291,1231,1394,2629,433,717,1151,49,66,115,17524,17858,35381,546,632,1180,407,404,813,21,13,32,14,5,19,437,425,859,15324,15460,30784,1191,1362,2554,16226,16500,32723,545,585,1136,16301,16548,32853,172,182,360,2131,1976,4108,849,754,1598,112,179,286,158,467,625,3914,5341,9256,2592,2634,5222,3541,2978,6517,1713,1382,3094,1282,1134,2413,61,35,98
Moira,21602,14105,14228,28331,810,747,1561,1821,1703,3523,901,797,1702,713,632,1342,1325,1399,2724,1417,1483,2898,1816,1894,3709,2021,2025,4042,1777,1854,3633,1118,1145,2263,381,544,918,58,74,124,13727,13793,27524,373,433,803,233,224,456,9,14,18,6,9,11,250,240,488,11527,11629,23156,1298,1298,2593,12362,12549,24906,660,657,1323,12451,12542,24994,165,136,299,1614,1526,3136,605,551,1155,95,163,257,149,393,543,2963,4140,7097,1939,1908,3847,2757,2420,5178,1320,1035,2353,1070,864,1934,57,55,108
Shepparton,21603,31309,31718,63034,2145,2027,4171,4413,4034,8446,2222,2070,4293,1811,1786,3598,3905,4000,7903,3828,3976,7797,4212,4301,8512,3840,3949,7785,2849,2884,5735,1548,1774,3318,543,931,1471,135,224,361,30238,30753,60994,1074,968,2038,1008,1054,2064,35,26,58,39,25,62,1082,1110,2190,23548,23954,47507,4734,4679,9415,23668,24295,47967,4663,4662,9323,25957,26668,52631,334,327,660,3893,3569,7462,1551,1533,3084,327,454,774,515,1118,1624,8089,10132,18222,3941,3778,7718,4819,4448,9267,2349,1972,4325,2036,1934,3973,400,373,770
Glenelg - Southern Grampians,21701,17066,17542,34603,898,911,1811,2143,1967,4110,1168,1045,2207,894,747,1642,1475,1644,3120,1826,1936,3763,2482,2591,5070,2662,2727,5391,2095,2025,4126,1056,1229,2281,378,707,1089,70,79,151,16576,16951,33523,491,591,1078,316,359,667,10,3,13,13,14,30,338,373,711,14332,14593,28920,1226,1400,2619,15453,15838,31294,399,473,876,15343,15737,31080,197,191,388,1937,1800,3735,786,739,1526,102,147,245,184,462,648,4014,5453,9469,2585,2630,5208,3197,2710,5902,1520,1205,2722,1216,1094,2307,58,35,96
Colac - Corangamite,21703,18319,18236,36553,1042,1014,2054,2474,2155,4632,1163,1021,2185,984,881,1865,1868,1831,3703,1975,2011,3983,2561,2603,5163,2680,2685,5359,2081,2040,4126,1103,1352,2448,382,643,1022,232,325,556,17693,17479,35173,628,754,1381,197,182,381,12,7,21,3,0,3,206,197,400,15157,15046,30201,1412,1375,2782,16175,16132,32312,606,547,1152,16153,16034,32185,194,194,383,2201,1946,4140,780,731,1506,113,173,292,193,410,608,4379,5870,10245,2689,2522,5216,3143,2495,5641,1566,1212,2774,1207,1069,2277,102,76,174
Warrnambool,21704,24090,25391,49482,1509,1405,2911,3310,3217,6529,1593,1579,3179,1534,1432,2969,2830,2903,5740,2870,3045,5913,3203,3587,6790,3182,3331,6515,2409,2504,4909,1184,1523,2704,464,859,1321,196,203,397,23431,24648,48082,654,745,1400,362,346,710,7,7,17,11,0,14,378,352,733,20098,21145,41251,1920,2029,3951,21330,22504,43840,910,935,1846,21161,22437,43599,248,211,463,2977,2910,5883,1072,1152,2223,277,410,693,390,865,1252,6974,9097,16075,3415,3423,6838,3721,3225,6937,1784,1480,3267,1277,1272,2553,73,51,126
Capalaba,30101,34693,35985,70683,2167,2000,4167,5023,4601,9625,2516,2336,4857,2345,2175,4524,4166,4277,8445,4448,4787,9236,4738,5387,10128,4525,4842,9366,3018,3202,6218,1298,1555,2849,449,817,1267,153,232,381,34491,35532,70028,203,454,657,676,725,1400,44,37,84,29,44,72,749,803,1559,26034,26519,52550,7268,7835,15101,30799,31316,62114,2652,3189,5839,30363,31267,61633,412,379,792,4752,4362,9119,1783,1796,3580,590,708,1299,629,1271,1897,14091,15517,29606,2470,2158,4622,7022,7485,14509,1364,1319,2685,1133,1249,2382,79,92,168
Cleveland - Stradbroke,30102,39816,42413,82229,2241,2072,4317,5630,5349,10977,2866,2685,5556,2136,2050,4186,3849,4117,7967,4673,5250,9917,5557,6258,11811,5260,5788,11052,4493,4921,9417,2293,2648,4939,821,1274,2097,236,336,572,39252,41593,80853,565,815,1381,832,880,1713,54,47,100,42,59,102,935,981,1913,28483,29888,58375,9235,10057,19296,35654,37489,73139,2225,2722,4949,34361,36531,70884,401,402,797,5251,5010,10266,2040,1990,4031,504,661,1164,652,1385,2039,15347,17285,32630,2822,2724,5547,8523,9246,17772,1685,1641,3331,1422,1539,2961,80,48,127
Wynnum - Manly,30103,32759,34939,67706,2399,2265,4663,4856,4582,9440,2161,2039,4196,1808,1818,3622,3909,4288,8194,5012,5558,10567,4728,5061,9791,3589,3930,7516,2590,2900,5487,1253,1621,2874,456,893,1349,202,299,507,32465,34474,66939,293,467,761,656,758,1409,64,53,120,29,49,74,752,857,1609,23513,24921,48435,7657,8162,15816,28181,29624,57810,3117,3609,6724,27451,29313,56767,474,390,867,4549,4327,8876,1537,1516,3049,464,614,1077,752,1385,2133,14162,15719,29879,2047,1949,3995,5528,5979,11505,1095,1102,2193,1053,1395,2452,72,77,147
Bald Hills - Everton Park,30201,19382,21224,40606,1295,1245,2545,2527,2531,5056,1264,1303,2567,1366,1346,2714,2617,2836,5454,2650,2911,5562,2565,2873,5434,2149,2441,4596,1712,1898,3609,901,1156,2058,344,675,1013,146,248,393,19205,20801,40006,179,419,600,270,276,538,19,11,35,17,25,47,310,312,617,13900,15148,29049,4717,5071,9787,15670,16894,32566,2971,3372,6339,16923,18367,35289,226,227,453,2385,2392,4773,961,1069,2035,457,487,944,550,891,1444,9905,10504,20410,1067,1038,2107,2749,3427,6179,479,537,1019,504,744,1242,53,65,119
Chermside,30202,33253,36171,69418,2254,2088,4338,4088,3856,7941,1809,1886,3695,2323,2581,4912,5587,5843,11428,4939,5164,10104,4294,4556,8851,3297,3750,7045,2341,2817,5158,1580,2202,3788,745,1415,2161,250,377,628,32551,35348,67899,699,820,1520,568,628,1199,33,53,91,37,47,82,644,726,1368,24043,25643,49682,7220,8124,15341,26819,28486,55303,4535,5422,9958,27952,30157,58109,381,370,750,3823,3590,7412,1358,1457,2821,721,1012,1728,1115,1775,2892,16796,18192,34986,1687,1548,3232,4377,5417,9795,884,893,1781,995,1538,2534,126,161,289
Nundah,30203,18999,19378,38373,1229,1173,2394,2022,1884,3907,1042,950,1989,1475,1441,2916,3734,3772,7502,3011,2915,5934,2336,2425,4762,2008,2047,4052,1305,1396,2704,614,837,1455,227,533,756,166,246,413,18599,18993,37590,400,380,781,378,350,725,30,28,62,34,28,61,440,404,847,12987,12942,25921,4876,5059,9941,14775,14678,29457,3103,3401,6507,15267,15415,30680,211,170,383,1881,1739,3620,762,696,1458,471,507,977,689,1028,1716,9644,9980,19627,1055,936,1989,2671,2777,5446,525,416,939,614,707,1322,80,89,169
Sandgate,30204,27879,29820,57699,2014,1839,3846,3635,3396,7026,1711,1557,3271,1789,1770,3560,4007,4269,8275,4026,4385,8410,3734,4020,7747,3098,3400,6500,2227,2651,4880,1163,1667,2825,483,869,1349,202,314,512,27453,29281,56732,428,539,966,632,678,1314,56,50,112,46,42,84,736,779,1515,19404,20479,39884,6986,7587,14571,22120,23494,45615,4325,4731,9051,23106,24693,47796,349,295,644,3325,3171,6495,1180,1137,2318,518,618,1134,819,1446,2262,12167,13451,25616,1686,1522,3206,4604,5160,9769,990,960,1945,1082,1443,2529,138,153,287
