sa3_code16,nsq_ce_ii_indst_nsp,nsq_crt_ii_totm,nsq_crt_ii_totf,nsq_crt_ii_totp,nsq_crt_iii_ovr_ind_m,nsq_crt_iii_ovr_ind_f,nsq_crt_iii_ovr_ind_p,nsq_cer_iii_ov_no_in_m,nsq_cer_iii_ov_no_in_f,nsq_cer_iii_ov_no_in_p,nsq_ce_iii_ov_ind_s_nsm,nsq_ce_iii_ov_ind_s_nsf,nsq_ce_iii_ov_ind_s_nsp,nsq_crt_iii_ovr_totm,nsq_crt_iii_ovr_totf,nsq_crt_iii_ovr_totp,mig_sme_add_1_yr_ago_indig_m,mig_sme_add_1_yr_ago_indig_f,mig_sme_add_1_yr_ago_indig_p,mig_sme_add_1_yr_ago_no_ind_m,mig_sme_add_1_yr_ago_no_ind_f,mig_sme_add_1_yr_ago_no_ind_p,mig_sa_ad_1_yr_ag_indst_nsm,mig_sa_ad_1_yr_ag_indst_nsf,mig_sa_ad_1_yr_ag_indst_nsp,mig_sme_add_1_yr_ago_totm,mig_sme_add_1_yr_ago_totf,mig_sme_add_1_yr_ago_totp,mig_diff_add_1_yr_ago_indig_m,mig_diff_add_1_yr_ago_indig_f,mig_diff_add_1_yr_ago_indig_p,mig_diff_ad_1_yr_ago_no_ind_m,mig_diff_ad_1_yr_ago_no_ind_f,mig_diff_ad_1_yr_ago_no_ind_p,mig_dif_ad_1_yr_ag_in_st_nsm,mig_dif_ad_1_yr_ag_in_st_nsf,mig_dif_ad_1_yr_ag_in_st_nsp,mig_diff_add_1_yr_ago_totm,mig_diff_add_1_yr_ago_totf,mig_diff_add_1_yr_ago_totp,mig_sme_add_5_ago_indig_m,mig_sme_add_5_ago_indig_f,mig_sme_add_5_ago_indig_p,mig_sme_ad_5_ago_no_ind_m,mig_sme_ad_5_ago_no_ind_f,mig_sme_ad_5_ago_no_ind_p,mig_sa_ad_5_ag_in_st_nsm,mig_sa_ad_5_ag_in_st_nsf,mig_sa_ad_5_ag_in_st_nsp,mig_sme_add_5_ago_totm,mig_sme_add_5_ago_totf,mig_sme_add_5_ago_totp,mig_diff_add_5_ago_ind_m,mig_diff_add_5_ago_ind_f,mig_diff_add_5_ago_ind_p,mig_diff_ad_5_ag_no_ind_m,mig_diff_ad_5_ag_no_ind_f,mig_diff_ad_5_ag_no_ind_p,mi_dif_ad_5_ag_in_st_nsm,mi_dif_ad_5_ag_in_st_nsf,mi_dif_ad_5_ag_in_st_nsp,mig_diff_add_5_ago_totm,mig_diff_add_5_ago_totf,mig_diff_add_5_ago_totp,sa3_name16
21204,9,495,689,1180,37,31,71,11786,5573,17355,91,38,127,11914,5641,17554,217,223,436,71546,70804,142350,624,571,1200,72390,71598,143989,37,47,89,14075,12566,26640,127,114,240,14240,12726,26971,143,151,296,46749,47696,94449,456,423,874,47351,48273,95618,96,95,195,35110,31777,66887,216,203,421,35423,32080,67495,Dandenong
21205,0,264,438,698,31,19,55,8568,3815,12382,59,21,79,8651,3859,12514,146,145,290,64122,67143,131264,362,389,755,64637,67670,132304,39,46,86,15000,14914,29912,53,50,107,15091,15016,30110,88,88,173,42644,45327,87972,256,300,552,42986,45717,88703,80,95,179,34181,34412,68588,131,122,255,34396,34626,69025,Monash
21301,8,516,742,1256,54,44,97,12344,6060,18405,126,48,173,12524,6143,18668,299,299,593,72387,73325,145707,817,832,1650,73500,74452,147954,66,64,132,10798,10129,20927,131,106,240,10993,10300,21298,183,197,374,51300,52914,104213,575,616,1194,52053,53728,105778,148,135,282,27864,26626,54488,285,242,530,28297,27001,55299,Brimbank
21302,3,161,279,443,32,20,54,6395,2568,8967,47,13,66,6480,2604,9082,159,166,323,31663,33249,64912,275,264,541,32098,33675,65772,37,37,78,5182,5476,10661,33,36,73,5253,5551,10806,105,99,206,21898,23152,45051,221,215,436,22224,23465,45690,79,94,178,13372,14043,27424,64,77,137,13516,14217,27732,Hobsons Bay
21303,3,191,241,429,28,13,45,4106,2078,6186,31,10,40,4172,2106,6271,172,152,322,29160,29129,58287,234,215,444,29563,29494,59061,42,33,75,7426,7153,14579,37,25,68,7511,7210,14720,88,97,187,17124,17822,34946,146,160,311,17366,18074,35443,121,78,200,17810,16996,34803,74,63,136,18006,17135,35137,Maribyrnong
21304,17,407,794,1204,103,93,205,13413,6924,20338,83,35,121,13600,7058,20658,518,538,1055,57863,59582,117442,462,525,992,58848,60647,119493,114,154,267,9129,9784,18910,63,79,139,9310,10011,19316,307,287,593,37456,38149,75607,310,361,668,38073,38796,76873,263,329,591,25506,27303,52809,163,183,354,25939,27814,53756,Melton - Bacchus Marsh
21305,11,552,860,1411,126,101,223,15497,8449,23947,104,43,144,15724,8594,24317,619,632,1254,81536,82057,163596,572,609,1184,82730,83297,166026,141,160,306,17493,17700,35195,116,105,220,17754,17966,35721,322,348,676,46511,46865,93378,386,388,772,47220,47603,94825,333,361,701,45385,46045,91433,210,216,429,45935,46625,92558,Wyndham
21401,10,377,776,1146,115,88,196,14632,7262,21891,106,55,164,14851,7404,22255,536,509,1048,49895,52400,102304,424,498,923,50862,53412,104271,97,118,216,8002,8552,16552,57,72,131,8158,8738,16894,322,299,623,33135,34533,67671,336,370,708,33792,35205,68996,259,277,535,22158,24065,46222,129,167,292,22542,24506,47056,Frankston
21402,6,386,794,1178,118,71,191,16665,7198,23867,130,41,170,16913,7311,24222,490,479,962,57310,61394,118704,539,626,1167,58334,62504,120837,128,118,245,9878,10327,20202,88,86,173,10085,10529,20616,282,288,578,38626,40861,79489,401,468,866,39316,41612,80930,274,272,549,26292,28858,55157,194,193,386,26764,29325,56090,Mornington Peninsula
21501,8,239,387,630,54,21,77,5800,2798,8602,59,24,84,5912,2845,8763,293,279,577,22611,22689,45304,295,312,604,23203,23271,46476,69,86,158,2974,3343,6320,33,41,70,3074,3470,6546,147,161,309,16799,16695,33497,237,244,478,17184,17102,34280,156,166,325,7658,8414,16075,67,81,148,7882,8662,16542,Grampians
21502,4,200,386,586,102,105,210,4901,2532,7427,50,18,67,5049,2656,7703,714,792,1509,18802,19504,38311,285,273,553,19800,20569,40364,185,210,389,3393,3540,6931,43,35,81,3616,3789,7408,417,450,870,12884,13205,26083,200,176,377,13501,13831,27330,368,432,808,8289,8939,17225,89,70,165,8746,9451,18198,Mildura
21503,4,106,248,348,63,55,117,3536,1586,5119,43,17,61,3642,1657,5293,437,434,866,13859,13781,27646,214,205,419,14507,14421,28932,70,88,157,1746,1811,3554,19,32,53,1834,1920,3759,263,258,523,10244,10070,20313,159,164,324,10672,10491,21162,169,194,362,4674,4834,9507,62,58,113,4903,5088,9986,Murray River - Swan Hill
21601,4,97,245,344,68,35,103,4088,1871,5956,44,11,59,4204,1912,6120,347,321,666,14095,14387,28475,199,208,410,14636,14922,29559,81,76,155,1846,1977,3818,11,20,39,1938,2077,4009,220,208,428,10183,10175,20358,148,144,287,10550,10523,21073,152,159,307,5097,5460,10560,55,64,118,5303,5689,10991,Campaspe
21602,0,80,185,274,43,21,66,3084,1427,4515,31,10,37,3165,1457,4618,185,168,359,10865,10983,21857,131,132,263,11192,11290,22474,49,65,114,1709,1774,3474,14,25,45,1774,1859,3635,120,87,213,7736,7725,15464,99,101,199,7952,7918,15871,87,108,192,4261,4488,8749,45,41,91,4385,4641,9024,Moira
21603,4,177,360,535,115,127,241,5667,2785,8451,39,16,52,5820,2934,8750,781,823,1606,22930,23164,46093,243,289,539,23955,24284,48234,210,197,407,3692,3987,7677,37,55,92,3939,4236,8173,511,510,1020,15955,16086,32041,182,209,394,16642,16811,33450,353,418,770,9441,9895,19336,72,112,183,9868,10424,20292,Shepparton
21701,10,142,279,416,39,34,73,3881,1808,5687,34,14,50,3952,1857,5813,258,289,545,13715,13953,27668,174,170,346,14146,14416,28562,59,61,123,1707,1874,3577,26,30,56,1789,1963,3754,139,166,302,10362,10377,20743,137,126,262,10631,10673,21305,141,150,292,4431,4823,9252,48,67,112,4621,5034,9655,Glenelg - Southern Grampians
21703,4,123,204,325,21,21,45,3819,1791,5611,36,17,52,3875,1827,5702,157,140,296,14428,14352,28780,228,201,427,14812,14689,29501,37,41,78,1909,1962,3875,15,21,39,1963,2027,3994,79,67,150,10710,10610,21316,172,155,319,10960,10834,21788,86,89,170,4882,4965,9845,54,54,112,5025,5107,10133,Colac - Corangamite
21704,4,144,315,459,53,39,94,4840,2529,7372,45,12,58,4936,2584,7519,290,267,556,18279,19275,37548,206,217,427,18774,19760,38535,70,64,135,3075,3322,6397,32,40,72,3175,3425,6604,177,172,350,12699,13248,25944,150,163,314,13027,13585,26609,141,122,265,7763,8510,16265,74,72,140,7973,8702,16672,Warrnambool
30101,0,238,413,649,131,109,237,8172,3729,11902,48,13,57,8345,3844,12194,572,631,1201,27559,28049,55611,154,179,337,28288,28867,57149,129,140,270,4320,4634,8954,28,32,59,4482,4799,9282,353,378,725,19130,19430,38557,98,121,224,19578,19931,39510,303,341,635,11670,12357,24033,59,65,125,12028,12765,24796,Capalaba
30102,0,220,507,727,165,124,292,9497,4255,13752,55,24,83,9717,4405,14121,719,757,1478,29708,31360,61066,250,249,499,30676,32366,63041,189,194,382,6226,6588,12816,35,53,80,6443,6835,13277,392,413,806,18606,19559,38164,172,174,340,19168,20144,39311,434,449,884,16283,17459,33749,100,105,206,16817,18017,34836,Cleveland - Stradbroke
30103,5,189,284,473,117,87,199,6452,2958,9409,33,11,42,6601,3053,9651,563,601,1166,24753,26080,50834,156,191,350,25475,26868,52346,153,189,339,5000,5301,10303,28,24,46,5185,5512,10693,324,376,699,15360,16291,31652,110,129,244,15797,16800,32597,328,355,683,13162,13955,27119,67,67,132,13558,14377,27933,Wynnum - Manly
30201,0,98,181,276,48,30,84,3364,1645,5014,18,7,26,3428,1688,5119,197,190,385,15041,16311,31348,85,103,187,15319,16602,31928,94,95,188,2838,3059,5894,13,12,25,2943,3160,6103,122,113,235,10029,10895,20921,72,77,146,10218,11086,21303,138,147,288,7186,7820,15014,26,27,54,7355,7996,15355,Bald Hills - Everton Park
30202,0,213,290,500,116,62,179,5639,2646,8284,24,16,37,5785,2721,8501,469,512,975,24218,26102,50316,147,152,307,24836,26767,51600,145,169,312,5396,5761,11159,25,30,52,5561,5953,11516,266,296,559,15357,16809,32163,116,112,224,15735,17212,32945,299,331,630,13158,14070,27225,50,55,103,13502,14459,27960,Chermside
30203,0,134,170,305,76,45,117,3331,1610,4933,30,12,40,3431,1658,5094,306,293,597,13460,13590,27055,106,86,193,13871,13966,27838,99,82,178,3469,3509,6975,14,16,26,3585,3601,7184,166,175,341,7861,8043,15904,71,66,137,8094,8282,16382,213,184,398,8486,8504,16989,50,30,79,8748,8723,17466,Nundah
30204,0,190,270,460,108,97,203,5297,2663,7963,29,11,38,5437,2771,8206,524,555,1077,20685,22085,42765,153,149,296,21362,22782,44142,169,186,359,4256,4485,8744,35,25,55,4463,4694,9154,290,303,599,12828,13892,26715,113,101,216,13229,14298,27530,350,383,729,11023,11774,22794,53,60,111,11421,12209,23633,Sandgate
30301,0,113,190,300,47,43,89,3575,1591,5160,16,12,25,3631,1645,5276,210,244,457,17895,19295,37191,80,116,193,18187,19655,37841,65,56,125,3933,4326,8261,19,21,39,4013,4405,8416,139,162,297,11719,12666,24381,58,97,156,11909,12918,24834,116,131,247,9307,10135,19442,31,28,60,9452,10302,19753,Carindale
30302,0,190,230,422,61,44,104,4294,2074,6368,30,7,34,4386,2127,6512,310,274,587,23445,24293,47737,122,133,257,23875,24695,48576,110,116,226,7542,7732,15271,26,26,54,7681,7868,15547,183,159,336,13500,14140,27641,88,94,177,13768,14388,28158,210,220,425,16647,17083,33726,64,65,129,16917,17367,34278,Holland Park - Yeronga
30303,4,176,286,460,70,49,114,4550,2090,6637,16,8,22,4631,2138,6777,289,314,602,25118,26770,51892,140,169,307,25545,27254,52803,113,101,216,6259,6674,12932,31,31,60,6404,6810,13208,178,199,376,15632,16833,32459,101,128,229,15912,17153,33064,195,192,381,14643,15505,30149,56,58,112,14896,15754,30647,Mt Gravatt
30304,0,101,140,240,36,31,69,2734,1155,3890,15,3,18,2782,1185,3971,163,205,365,13823,14115,27939,94,70,168,14083,14392,28471,69,63,131,3500,3417,6918,12,11,20,3580,3486,7069,86,114,196,8560,9148,17708,68,49,115,8711,9311,18025,121,129,249,8057,7731,15789,25,19,48,8204,7883,16089,Nathan
30305,0,164,279,442,73,43,118,4213,2103,6309,21,13,32,4304,2157,6459,335,315,646,22035,22573,44609,103,93,198,22476,22981,45452,69,89,161,4572,4779,9350,28,20,51,4669,4896,9560,181,165,346,13303,13796,27099,79,72,151,13562,14031,27595,194,216,412,11803,12203,24007,52,43,94,12046,12464,24513,Rocklea - Acacia Ridge
30905,0,60,155,211,62,24,89,3504,1655,5165,25,4,26,3593,1683,5274,208,202,407,12205,12843,25053,85,97,179,12498,13140,25633,41,47,88,2314,2528,4841,20,12,33,2375,2587,4960,89,103,196,7790,8018,15813,39,58,100,7930,8174,16099,139,127,263,6171,6796,12968,38,47,85,6346,6971,13323,Mudgeeraba - Tallebudgera
30906,8,200,356,554,107,92,194,7243,3678,10915,38,15,52,7382,3779,11167,446,474,919,24121,24952,49070,169,190,357,24731,25619,50347,131,153,285,4877,5322,10193,31,24,52,5039,5499,10536,270,269,537,15004,15295,30298,112,122,240,15386,15686,31071,266,315,580,12809,13984,26794,64,77,141,13135,14374,27514,Nerang
30907,7,346,623,973,189,173,359,12750,6486,19238,67,26,91,13004,6684,19691,709,752,1460,40190,41311,81504,278,275,549,41171,42348,83516,357,381,738,11799,12681,24479,71,84,156,12223,13146,25376,322,344,666,20876,21054,41924,140,148,289,21337,21545,42881,624,675,1299,28244,30173,58422,157,172,327,29025,31023,60044,Ormeau - Oxenford
31503,3,84,123,204,93,74,170,1413,755,2169,16,8,21,1522,836,2356,718,772,1491,5993,5811,11802,75,79,151,6786,6669,13452,169,153,317,983,1085,2067,20,15,31,1170,1244,2420,414,441,856,4271,3961,8235,63,53,117,4755,4458,9207,360,389,748,2362,2610,4970,21,22,43,2739,3024,5757,Outback - South
31601,3,158,300,456,57,51,117,5295,2848,8144,25,5,36,5381,2908,8294,273,280,550,17974,20203,38177,109,137,240,18357,20621,38972,114,116,222,5015,5779,10795,34,33,66,5162,5922,11085,137,128,258,10324,11520,21850,68,93,155,10523,11743,22270,218,248,461,11852,13719,25568,70,73,143,12142,14036,26182,Buderim
31602,0,246,466,712,136,103,236,9166,4275,13435,46,20,67,9353,4388,13745,565,535,1099,27395,29619,57010,198,244,441,28158,30395,58550,205,188,394,6978,7710,14692,52,63,115,7240,7963,15206,278,275,555,16143,17472,33612,139,154,293,16554,17906,34456,418,386,809,17185,18883,36064,100,127,228,17703,19397,37098,Caloundra
31603,4,165,318,481,112,78,189,6299,3019,9321,38,12,50,6450,3112,9566,366,380,741,18282,19699,37977,152,148,303,18800,20224,39024,108,121,228,5220,5685,10902,34,30,68,5366,5840,11201,191,188,377,10547,11246,21790,83,96,178,10820,11528,22342,249,274,523,12406,13603,26013,84,73,163,12738,13952,26695,Maroochy
31605,0,99,211,312,49,32,77,4146,1906,6055,29,14,40,4218,1957,6174,150,179,326,13756,14992,28750,93,124,222,14002,15297,29302,71,66,137,3744,4031,7771,30,32,63,3842,4133,7981,78,90,166,7698,8362,16056,70,81,148,7842,8531,16374,119,150,273,9417,10308,19723,57,65,125,9593,10520,20119,Noosa
31606,6,159,291,447,73,52,124,5666,2552,8213,50,18,71,5789,2618,8408,340,351,697,18367,19038,37404,182,204,388,18888,19593,38483,109,122,231,3338,3572,6908,33,29,61,3482,3726,7206,196,181,376,12307,12518,24823,122,154,272,12617,12847,25468,223,248,471,8636,9370,18006,88,74,163,8943,9692,18638,Sunshine Coast Hinterland
31607,3,156,239,390,127,74,208,5027,2372,7395,27,17,41,5178,2461,7643,442,443,882,14979,15930,30913,121,128,243,15538,16503,32041,140,127,260,3096,3321,6421,20,36,58,3259,3478,6738,244,231,476,9553,9855,19408,77,83,163,9874,10171,20043,302,288,582,7862,8635,16496,46,56,104,8207,8982,17186,Nambour
31608,3,51,127,177,32,25,54,2599,1086,3688,17,8,23,2648,1122,3769,177,140,316,8171,8272,16445,82,76,158,8429,8495,16921,42,44,88,1409,1569,2981,16,14,28,1469,1631,3095,96,83,181,5475,5468,10946,53,50,109,5631,5602,11230,107,86,188,3872,4128,8006,33,36,65,4012,4249,8258,Noosa Hinterland
31801,0,163,263,425,214,180,394,4499,1637,6136,53,14,64,4767,1829,6597,1963,1979,3941,14738,14419,29151,203,177,381,16896,16574,33467,408,349,764,1898,1950,3847,26,18,38,2326,2323,4648,1388,1374,2765,11061,10678,21736,159,138,303,12607,12188,24799,747,697,1445,4863,5092,9960,50,40,91,5655,5833,11490,Charters Towers - Ayr - Ingham
31802,10,656,1114,1777,783,679,1459,19837,9090,28923,105,44,154,20722,9818,30543,4144,4442,8586,60959,61450,122411,503,497,998,65611,66389,132001,1505,1631,3136,15053,15892,30946,94,99,193,16651,17628,34273,2133,2240,4375,36900,36732,73628,339,355,691,39372,39323,78701,2824,3222,6047,36015,37975,73996,208,220,430,39052,41414,80471,Townsville
31901,3,386,634,1024,216,187,398,9534,4335,13868,74,26,102,9824,4549,14371,1230,1284,2513,30868,32085,62953,326,339,660,32426,33707,66131,398,421,817,5875,6307,12184,59,63,125,6335,6790,13119,658,635,1292,20688,21106,41793,226,229,454,21567,21972,43543,805,899,1702,14776,16106,30885,125,136,266,15708,17148,32854,Bundaberg
31902,3,214,400,616,182,134,323,4441,2251,6693,48,18,70,4673,2411,7086,1398,1443,2838,17058,16743,33799,275,265,532,18724,18444,37174,347,361,709,2887,3051,5944,45,46,90,3276,3455,6738,903,950,1851,12155,11723,23884,207,175,380,13267,12849,26119,622,652,1274,6886,7218,14106,89,98,183,7595,7962,15555,Burnett
31903,3,265,384,646,118,92,213,5460,2593,8053,59,26,83,5637,2716,8344,668,618,1289,17530,17774,35302,220,210,427,18415,18605,37018,173,198,372,3253,3501,6752,48,37,90,3480,3730,7214,315,321,631,11869,11749,23617,156,163,314,12341,12230,24566,416,390,806,8101,8807,16902,89,69,161,8602,9272,17870,Gympie - Cooloola
31904,0,221,360,574,138,142,283,6245,3064,9317,43,24,72,6431,3233,9671,775,792,1569,18786,20398,39184,163,211,376,19732,21398,41124,289,303,599,4234,4828,9063,38,29,69,4562,5168,9732,380,381,761,11692,12537,24226,119,136,258,12188,13050,25239,553,620,1172,10735,12114,22849,80,84,160,11373,12817,24187,Hervey Bay
30602,4,413,660,1072,636,637,1272,9696,4434,14128,81,29,109,10411,5096,15508,3802,4348,8146,30342,30758,61100,336,324,656,34478,35420,69901,1237,1509,2745,7292,7602,14896,68,75,143,8597,9188,17785,2069,2418,4488,18762,18621,37380,216,203,419,21044,21235,42279,2367,2851,5212,17375,18331,35702,133,157,292,19871,21335,41204,Cairns - South
30603,0,120,241,359,264,246,510,3668,1351,5019,29,24,51,3958,1613,5577,2248,2366,4611,11101,10273,21373,200,180,375,13548,12814,26361,349,370,728,1909,1893,3803,24,34,49,2283,2300,4578,1617,1671,3282,8147,7417,15564,155,129,281,9911,9209,19127,755,827,1583,4309,4268,8577,55,53,105,5118,5149,10267,Innisfail - Cassowary Coast
30604,0,50,67,116,49,34,81,1336,524,1860,17,3,22,1399,567,1964,312,302,606,3642,3401,7045,54,61,109,4007,3759,7764,89,115,202,906,942,1849,12,12,20,1009,1060,2072,177,182,364,2296,2051,4349,34,39,77,2517,2276,4791,184,190,371,2077,2135,4205,29,17,46,2286,2337,4626,Port Douglas - Daintree
30605,3,155,237,394,162,152,313,4162,1745,5901,48,22,69,4364,1918,6285,1276,1369,2643,13564,13783,27344,209,237,450,15048,15391,30436,386,414,800,2237,2438,4677,34,55,86,2665,2904,5563,771,803,1575,9445,9519,18966,145,173,319,10366,10498,20859,706,811,1512,5709,6035,11739,70,96,170,6492,6933,13423,Tablelands (East) - Kuranda
30701,0,155,280,441,156,134,289,3796,1781,5579,41,16,55,3989,1934,5920,1054,1046,2101,14880,13970,28848,194,186,376,16125,15204,31335,324,414,734,2955,2991,5943,40,33,65,3318,3427,6749,590,575,1167,9926,9123,19053,133,128,259,10654,9829,20481,631,730,1356,6816,6894,13710,85,64,152,7530,7689,15225,Darling Downs (West) - Maranoa
30702,3,155,281,444,128,94,217,4098,1958,6054,27,13,40,4249,2060,6307,732,740,1471,15289,14979,30268,162,178,346,16184,15899,32081,261,271,524,2617,2673,5288,37,35,75,2911,2978,5887,354,352,714,10407,9956,20362,108,130,237,10871,10445,21315,507,548,1058,6575,6719,13295,69,57,122,7154,7328,14475,Darling Downs - East
30703,8,154,276,438,100,93,191,3787,1951,5741,36,16,59,3929,2055,5988,588,596,1190,14652,14883,29538,214,211,420,15453,15687,31144,194,221,418,2403,2607,5011,32,31,67,2630,2866,5493,301,336,643,10283,10388,20669,148,132,282,10734,10862,21594,375,378,753,6011,6423,12436,85,85,172,6467,6890,13360,Granite Belt
30801,4,121,188,316,120,61,177,3213,1207,4422,28,9,38,3358,1274,4634,799,803,1601,9637,8645,18286,103,110,214,10535,9563,20098,199,197,402,2098,2135,4232,24,24,49,2324,2353,4679,529,513,1040,5766,4932,10697,74,62,130,6364,5502,11868,350,359,708,5155,5049,10203,38,55,91,5546,5462,11003,Central Highlands (Qld)
30803,8,480,788,1268,453,351,801,12342,5387,17734,89,43,135,12887,5778,18670,2511,2678,5193,39745,40002,79750,462,530,985,42723,43209,85929,789,870,1658,7515,8211,15732,81,83,161,8383,9168,17549,1287,1400,2691,25763,25302,51067,283,325,607,27330,27027,54360,1638,1771,3409,19436,20929,40363,199,248,448,21271,22949,44222,Rockhampton
30804,3,52,82,137,38,19,52,1466,593,2052,15,5,21,1515,618,2127,199,221,425,5445,5050,10496,65,65,130,5710,5338,11050,58,66,123,850,837,1687,8,6,14,920,902,1821,123,130,257,3711,3350,7065,46,44,88,3881,3530,7406,100,124,222,2225,2187,4414,19,20,44,2345,2336,4676,Biloela
30805,0,222,437,655,225,145,373,8422,3208,11634,61,20,80,8705,3374,12085,819,829,1652,21919,20311,42234,185,200,389,22924,21347,44274,347,380,720,5045,5235,10276,46,49,93,5431,5658,11093,447,425,875,13252,12038,25292,118,129,248,13821,12597,26417,578,644,1217,12353,12132,24484,89,102,187,13017,12875,25892,Gladstone
30901,3,142,247,387,78,46,121,6347,2762,9109,36,16,53,6462,2820,9281,233,250,484,20686,22077,42763,144,175,319,21069,22499,43574,96,90,183,5281,5764,11041,28,39,69,5408,5894,11302,122,131,256,12395,13231,25620,109,127,234,12624,13486,26112,175,171,349,12899,13929,26827,62,80,141,13134,14185,27318,Broadbeach - Burleigh
30902,0,117,272,389,106,63,173,6058,2708,8767,35,21,60,6209,2785,8991,434,421,854,18390,19223,37612,127,165,293,18954,19805,38759,138,137,278,4066,4487,8555,28,43,74,4232,4668,8903,259,223,485,11574,12005,23578,95,127,218,11928,12356,24282,280,302,580,10122,11128,21248,57,68,130,10458,11499,21954,Coolangatta
30306,3,125,156,277,24,24,50,2877,1377,4255,11,3,16,2911,1411,4321,146,155,304,17770,18206,35973,88,78,169,18003,18441,36443,48,64,108,4896,4627,9522,23,16,39,4960,4713,9674,103,109,211,10918,11480,22394,63,57,124,11085,11646,22729,79,91,167,10829,10391,21219,29,28,53,10938,10505,21443,Sunnybank
30401,0,61,122,182,20,18,33,2269,1097,3369,14,4,18,2307,1118,3422,109,107,212,12791,13484,26283,64,65,135,12960,13657,26623,39,43,75,1913,2026,3934,11,16,18,1955,2079,4035,58,65,128,8800,9463,18263,47,48,93,8905,9580,18488,69,67,142,5318,5443,10763,25,29,51,5406,5543,10952,Centenary
30402,0,58,154,212,14,12,30,2170,1059,3230,5,3,12,2193,1075,3266,78,81,155,17768,18634,36396,87,100,189,17933,18809,36746,20,24,49,2894,2973,5873,11,17,24,2930,3015,5944,56,42,99,12121,12614,24741,81,77,150,12259,12736,24991,41,54,92,7893,8300,16196,17,31,51,7951,8384,16337,Kenmore - Brookfield - Moggill
30403,3,104,160,270,21,20,45,1784,1013,2798,7,0,11,1813,1037,2851,96,85,177,16129,17139,33273,63,71,134,16293,17293,33583,52,65,122,6424,6861,13288,26,22,51,6508,6947,13458,38,34,75,8641,9286,17933,39,51,93,8720,9376,18098,112,110,216,13446,14247,27698,43,40,80,13598,14392,27994,Sherwood - Indooroopilly
30404,0,172,176,345,75,41,114,3546,1853,5400,22,3,30,3643,1897,5542,338,314,656,18515,19612,38132,97,103,195,18950,20030,38981,95,88,188,3582,3537,7122,19,16,41,3701,3646,7353,182,160,343,11777,12791,24573,52,60,113,12010,13013,25022,212,204,422,9420,9534,18955,47,47,97,9684,9789,19471,The Gap - Enoggera
30501,0,184,240,421,59,46,98,3150,1548,4701,11,7,21,3224,1605,4826,202,184,387,18399,17460,35862,98,83,176,18702,17724,36429,128,114,237,10859,10734,21587,52,35,89,11033,10880,21912,94,89,177,8104,7966,16066,54,39,102,8250,8090,16343,231,211,442,21011,20089,41095,76,56,135,21317,20355,41674,Brisbane Inner
30502,4,94,130,226,38,39,76,2655,1245,3895,5,3,14,2700,1287,3984,165,165,327,13413,13819,27231,60,61,122,13641,14039,27680,70,87,158,4285,4523,8810,22,18,39,4372,4630,9001,75,69,147,7217,7501,14717,35,40,78,7330,7610,14936,144,165,312,9828,10185,20014,40,28,65,10011,10377,20384,Brisbane Inner - East
30503,0,208,270,476,84,72,154,4610,2445,7053,19,6,33,4721,2522,7244,273,288,566,27108,27913,55023,140,138,280,27527,28331,55857,153,167,316,10168,10643,20812,44,30,74,10366,10842,21204,138,122,263,14676,15418,30089,93,95,189,14903,15634,30542,274,311,584,21676,22326,43999,84,71,153,22037,22705,44742,Brisbane Inner - North
30504,0,92,135,231,38,19,56,2438,1263,3700,19,6,24,2492,1289,3778,139,104,247,18460,19084,37548,83,102,184,18690,19292,37977,89,101,186,6123,6501,12623,24,17,45,6228,6621,12851,62,48,108,10781,11323,22104,46,73,121,10901,11436,22340,159,160,321,13073,13676,26744,55,40,96,13286,13874,27158,Brisbane Inner - West
30601,4,153,235,394,157,124,276,5631,2487,8114,39,10,49,5823,2621,8441,745,725,1465,17447,17863,35309,130,135,266,18320,18723,37040,264,278,536,4410,4896,9305,15,26,42,4684,5203,9883,378,396,771,10425,10445,20868,81,88,169,10888,10923,21809,532,537,1069,10625,11718,22343,50,61,111,11206,12323,23529,Cairns - North
31103,4,276,523,794,209,142,351,7827,4394,12220,38,11,53,8075,4545,12624,940,924,1863,28405,29073,57485,252,243,496,29595,30246,59844,261,281,549,5602,5879,11475,45,48,100,5908,6212,12117,527,494,1023,18245,18344,36587,175,149,318,18945,18984,37931,508,582,1088,13854,14783,28635,83,107,190,14446,15470,29916,Browns Plains
30903,5,176,352,522,99,60,153,6723,3159,9883,60,14,74,6875,3227,10108,354,377,733,21377,23577,44958,201,210,409,21937,24168,46102,132,128,254,5709,6447,12155,36,49,84,5877,6618,12496,155,184,339,12098,13414,25518,145,143,281,12398,13740,26140,284,291,570,14179,15882,30060,87,101,188,14555,16267,30818,Gold Coast - North
30904,0,48,119,172,22,10,32,2107,869,2974,7,6,12,2132,888,3022,127,111,238,6745,6947,13695,45,59,100,6920,7113,14032,28,10,41,1183,1264,2448,7,12,15,1220,1282,2504,79,63,140,4578,4695,9269,35,42,75,4688,4800,9493,70,43,113,3045,3237,6287,21,20,39,3139,3298,6438,Gold Coast Hinterland
30908,3,118,215,335,49,42,87,4204,2304,6507,17,19,34,4268,2360,6628,193,230,425,16242,17992,34232,109,162,274,16549,18378,34929,75,99,176,4460,5016,9474,32,17,45,4570,5134,9697,97,105,208,9094,10098,19195,68,97,170,9265,10303,19570,158,207,365,10970,12251,23221,66,66,126,11194,12521,23713,Robina
