sa3_name16,sa3_code16,south_africa_before_1946,south_africa_1946_1955,south_africa_1956_1965,south_africa_1966_1975,south_africa_1976_1985,south_africa_1986_1995,south_africa_1996_2005,south_africa_2006_2010,south_africa_2011,south_africa_2012,south_africa_2013,south_africa_2014,south_africa_2015,south_africa_2016,south_africa_yr_arrival_notstated,south_africa_tot,sri_lanka_before_1946,sri_lanka_1946_1955,sri_lanka_1956_1965,sri_lanka_1966_1975,sri_lanka_1976_1985,sri_lanka_1986_1995,sri_lanka_1996_2005,sri_lanka_2006_2010,sri_lanka_2011,sri_lanka_2012,sri_lanka_2013,sri_lanka_2014,sri_lanka_2015,sri_lanka_2016,sri_lanka_yr_arrival_notstated,sri_lanka_tot,thailand_before_1946,thailand_1946_1955,thailand_1956_1965,thailand_1966_1975,thailand_1976_1985,thailand_1986_1995,thailand_1996_2005,thailand_2006_2010,thailand_2011,thailand_2012,thailand_2013,thailand_2014,thailand_2015,thailand_2016,thailand_yr_arrival_notstated,thailand_tot,fmr_yugoslav_rep_of_macedonia_before_1946,fmr_yugoslav_rep_of_macedonia_1946_1955,fmr_yugoslav_rep_of_macedonia_1956_1965,fmr_yugoslav_rep_of_macedonia_1966_1975,fmr_yugoslav_rep_of_macedonia_1976_1985,fmr_yugoslav_rep_of_macedonia_1986_1995,fmr_yugoslav_rep_of_macedonia_1996_2005,fmr_yugoslav_rep_of_macedonia_2006_2010,fmr_yugoslav_rep_of_macedonia_2011,fmr_yugoslav_rep_of_macedonia_2012,fmr_yugoslav_rep_of_macedonia_2013,fmr_yugoslav_rep_of_macedonia_2014,fmr_yugoslav_rep_of_macedonia_2015,fmr_yugoslav_rep_of_macedonia_2016,fmr_yugoslav_rep_of_macedonia_arrival_notstated,fmr_yugoslav_rep_of_macedonia_tot,turkey_before_1946,turkey_1946_1955,turkey_1956_1965,turkey_1966_1975,turkey_1976_1985,turkey_1986_1995,turkey_1996_2005,turkey_2006_2010,turkey_2011,turkey_2012,turkey_2013,turkey_2014,turkey_2015,turkey_2016,turkey_yr_arrival_notstated,turkey_tot,united_kingdom_before_1946,united_kingdom_1946_1955,united_kingdom_1956_1965,united_kingdom_1966_1975,united_kingdom_1976_1985,united_kingdom_1986_1995,united_kingdom_1996_2005,united_kingdom_2006_2010,united_kingdom_2011,united_kingdom_2012,united_kingdom_2013,united_kingdom_2014,united_kingdom_2015,united_kingdom_2016,united_kingdom_yr_arrival_notstated,united_kingdom_tot,usa_before_1946,usa_1946_1955,usa_1956_1965,usa_1966_1975,usa_1976_1985,usa_1986_1995,usa_1996_2005,usa_2006_2010,united_states_america_2011,united_states_america_2012,united_states_america_2013,united_states_america_2014,united_states_america_2015,united_states_america_2016,usa_year_of_arrival_notstated,usa_total,vietnam_before_1946,vietnam_1946_1955,vietnam_1956_1965,vietnam_1966_1975,vietnam_1976_1985,vietnam_1986_1995,vietnam_1996_2005,vietnam_2006_2010,vietnam_2011,vietnam_2012,vietnam_2013,vietnam_2014,vietnam_2015,vietnam_2016,vietnam_yr_arrival_notstated,vietnam_tot,zimbabwe_before_1946,zimbabwe_1946_1955,zimbabwe_1956_1965,zimbabwe_1966_1975,zimbabwe_1976_1985,zimbabwe_1986_1995,zimbabwe_1996_2005,zimbabwe_2006_2010,zimbabwe_2011,zimbabwe_2012,zimbabwe_2013,zimbabwe_2014,zimbabwe_2015,zimbabwe_2016,zimbabwe_yr_arrival_notstated,zimbabwe_tot,born_elsewhere_before_1946,born_elsewhere_1946_1955,born_elsewhere_1956_1965,born_elsewhere_1966_1975,born_elsewhere_1976_1985,born_elsewhere_1986_1995,born_elsewhere_1996_2005,born_elsewhere_2006_2010,born_elsewhere_2011,born_elsewhere_2012,born_elsewhere_2013,born_elsewhere_2014,born_elsewhere_2015,born_elsewhere_2016,born_elsewhere_yr_arrival_notstated,born_elsewhere_tot,tot_before_1946,tot_1946_1955,tot_1956_1965,tot_1966_1975,tot_1976_1985,tot_1986_1995,tot_1996_2005,tot_2006_2010,tot_2011,tot_2012,tot_2013,tot_2014,tot_2015,tot_2016,tot_yr_arrival_notstated,tot_tot
Manningham - West,20702,0,3,6,23,88,115,288,218,27,28,18,33,34,27,9,906,0,10,30,52,55,184,104,70,14,3,10,6,12,3,18,573,0,0,0,3,14,16,34,39,9,5,0,6,10,4,3,148,0,19,43,90,19,22,9,0,0,0,0,0,3,0,13,224,0,0,11,61,31,25,19,3,0,0,3,0,0,0,3,159,26,226,341,342,180,162,213,188,32,54,26,14,20,12,55,1893,0,6,3,23,19,32,54,36,9,19,10,16,16,6,9,260,0,0,0,0,548,202,66,37,3,7,24,13,14,13,23,958,0,0,0,3,7,8,31,12,0,4,3,5,3,0,0,73,7,301,316,392,426,750,655,313,56,91,81,98,118,49,122,3778,98,2196,3845,3190,3499,6555,6788,5415,1066,1287,1274,1346,1358,737,1271,39931
Whitehorse - West,20703,0,3,10,29,74,57,135,78,19,8,15,9,4,9,10,463,0,11,46,82,89,221,194,223,14,63,80,111,159,116,32,1434,0,0,4,4,11,34,84,62,14,5,22,32,6,8,15,308,0,6,11,30,0,6,3,0,0,0,0,0,0,0,3,58,0,0,5,7,5,9,8,0,3,0,0,3,6,3,0,48,37,267,455,584,328,235,346,214,52,36,38,22,30,12,87,2739,0,0,11,37,27,50,86,40,9,14,17,26,15,10,8,355,0,0,0,20,632,274,91,108,23,50,43,50,75,40,32,1441,0,0,3,0,15,9,32,33,3,8,4,0,3,0,0,109,10,172,256,356,413,547,633,403,97,121,167,193,213,179,139,3905,90,1114,2248,2408,2937,4808,6490,6497,1363,1730,2057,2560,2943,1897,1537,40669
Bayside,20801,0,4,8,39,129,182,336,212,25,30,22,38,51,53,14,1149,0,8,21,76,41,58,23,12,0,4,5,3,0,0,9,256,0,0,0,3,15,11,28,35,7,13,13,4,4,6,4,143,0,3,3,15,14,3,4,0,0,0,0,0,0,0,3,38,0,3,3,46,18,19,18,5,0,0,4,0,3,0,3,123,39,390,700,882,591,639,1183,989,269,233,223,193,218,126,151,6832,0,9,17,54,58,75,175,149,37,45,39,55,61,43,22,835,0,0,0,3,75,26,13,21,3,8,4,3,10,3,7,170,0,0,0,6,14,5,20,17,3,0,0,0,4,3,0,72,26,250,287,420,525,937,674,401,124,118,95,144,118,63,97,4282,143,1321,2129,2663,2426,3224,4113,3174,755,797,753,843,909,546,634,24428
Darebin - North,20902,0,0,4,3,28,31,51,30,10,3,4,9,9,7,4,187,0,3,13,20,33,138,93,114,16,39,39,69,51,44,21,695,0,0,0,0,10,33,56,56,7,10,19,17,28,20,7,277,0,36,95,438,102,160,46,11,4,3,14,0,9,0,31,948,0,0,0,64,32,29,14,15,3,0,5,4,5,4,7,193,8,85,212,282,167,155,210,174,41,31,28,44,27,13,77,1567,0,0,0,17,18,37,35,43,14,10,17,10,13,11,13,249,0,0,0,19,584,492,195,226,58,96,84,184,188,125,78,2333,0,0,0,0,5,5,10,25,3,0,0,3,3,3,0,61,0,74,162,494,367,553,805,932,191,289,400,609,597,438,192,6101,29,1595,3867,3773,2291,3563,3905,5107,975,1304,1763,2214,2146,1463,1321,35322
Nillumbik - Kinglake,20903,0,0,7,16,21,27,138,95,9,13,20,9,0,3,3,362,0,8,10,28,16,29,30,12,4,0,0,3,0,3,3,151,0,0,0,0,6,3,21,9,0,3,7,9,3,0,4,67,0,13,20,61,8,15,3,3,0,0,0,0,0,0,0,127,0,0,0,16,3,3,3,4,3,0,0,0,0,0,0,36,12,155,455,656,336,335,539,437,55,69,46,40,18,21,66,3247,0,0,7,34,31,45,64,33,7,10,7,6,17,0,0,253,0,0,0,6,21,8,17,11,0,0,7,0,3,0,3,71,0,0,4,0,3,13,19,13,0,0,0,3,0,0,0,48,0,77,128,235,123,148,163,112,26,8,21,22,15,9,31,1120,25,679,1260,1666,1012,1137,1587,1193,203,205,168,192,144,73,226,9773
Stonnington - West,20606,0,0,15,31,75,102,127,61,18,17,17,21,18,9,11,522,0,6,14,40,33,64,37,44,3,4,11,9,8,6,7,278,0,0,0,4,10,19,51,64,9,10,10,16,22,12,12,245,0,0,0,6,0,9,3,0,3,3,4,0,0,0,0,33,0,0,3,19,7,12,4,8,9,4,3,3,3,6,0,90,25,119,209,337,236,236,334,326,139,134,177,189,256,146,100,2955,3,6,10,42,49,74,78,88,37,24,42,46,70,41,22,612,0,0,0,10,106,62,29,49,4,10,11,19,20,12,10,360,0,3,0,0,10,6,26,18,6,3,0,0,3,0,4,77,27,192,166,239,322,660,526,504,128,168,202,229,341,201,89,3972,126,732,1207,1471,1484,2323,2688,2871,876,1018,1214,1459,1772,1002,605,20842
Yarra,20607,0,0,9,12,46,70,111,60,14,14,4,15,9,11,4,399,0,0,6,20,24,45,26,28,8,4,8,7,12,7,7,202,0,0,0,8,22,34,53,56,13,20,20,26,37,15,11,313,0,0,10,39,14,13,10,3,0,0,0,0,0,0,7,91,0,4,0,40,29,18,19,11,4,3,9,3,6,0,14,156,10,135,298,452,322,440,506,450,184,196,199,249,257,178,119,4003,0,0,4,37,63,105,95,132,32,41,41,64,98,67,49,829,0,0,0,17,714,796,420,293,51,61,57,68,55,36,75,2632,0,0,5,0,7,10,16,13,0,0,0,3,0,0,0,54,4,84,143,316,396,643,922,842,199,197,260,328,346,218,206,5104,40,638,1633,1849,2425,3490,3935,3395,956,1097,1187,1378,1511,1009,880,25421
Whittlesea - Wallan,20904,0,0,0,13,37,44,153,161,29,10,34,25,29,14,14,563,0,3,16,50,103,550,756,876,129,217,157,112,103,74,51,3182,0,0,0,3,30,56,91,87,17,16,20,27,28,19,26,410,3,68,338,2390,634,890,524,226,45,26,35,51,42,20,174,5458,0,3,14,254,148,184,100,42,8,8,7,6,10,7,25,814,10,173,552,918,356,329,342,448,106,114,76,37,57,25,114,3663,0,0,7,16,17,24,64,82,17,16,10,14,27,12,13,311,0,0,0,9,758,1040,456,383,74,66,95,85,75,58,134,3225,0,0,0,0,4,3,77,136,15,37,17,29,22,25,3,379,3,117,317,1160,1008,1630,1959,1705,282,371,398,402,366,240,326,10280,46,2090,6041,9154,5058,8563,10850,13476,2275,2582,3100,2436,2409,1470,2545,72109
Keilor,21001,0,0,5,4,11,15,22,9,3,5,3,6,0,0,0,96,0,3,19,37,16,75,46,58,3,8,12,4,0,0,3,300,0,0,0,0,3,11,21,19,3,5,3,3,3,5,0,77,0,4,20,172,25,16,10,3,0,3,0,0,0,0,11,262,0,0,0,47,29,49,15,5,0,3,7,0,3,0,3,167,4,118,241,239,113,95,113,77,34,13,20,21,18,0,35,1145,0,0,8,12,10,8,30,15,3,16,6,5,0,0,0,119,0,0,0,3,532,343,105,71,13,15,21,26,19,14,37,1188,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,9,3,153,234,428,304,314,242,191,28,45,51,41,36,25,89,2191,38,1664,3195,2636,1672,1779,1445,1174,232,311,407,270,270,153,594,15829
Macedon Ranges,21002,0,0,0,9,5,12,30,25,0,0,3,4,0,0,0,92,0,0,4,6,4,3,5,0,0,0,0,3,0,0,4,34,0,0,0,0,0,0,5,5,0,0,0,3,5,0,3,23,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,5,100,258,396,167,134,178,120,20,11,9,3,4,3,31,1445,0,0,3,21,11,16,21,20,6,0,0,0,3,0,3,95,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,19,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,12,3,26,46,73,41,34,51,27,7,3,6,0,0,3,5,325,13,330,571,706,402,365,488,319,64,34,44,39,27,18,97,3510
Glen Eira,20802,3,3,33,66,340,846,1235,395,51,30,36,47,62,13,39,3194,0,11,66,201,114,190,113,131,25,25,21,28,62,21,21,1035,0,0,0,6,22,33,86,77,28,22,23,25,22,19,20,390,0,0,4,7,6,12,9,10,0,0,4,3,0,0,0,65,0,4,6,45,23,22,10,12,0,0,3,0,0,5,0,133,39,351,588,844,491,443,664,549,152,149,124,125,79,38,116,4756,5,10,21,80,91,123,188,188,52,51,29,64,34,25,32,992,0,0,0,5,251,115,72,102,28,30,36,51,57,32,22,799,0,0,0,10,29,14,48,33,7,5,3,7,3,3,0,149,67,713,834,904,1557,2956,1880,1393,292,344,375,399,381,250,279,12636,306,2437,3964,4283,4521,7235,8167,8160,1855,2066,2231,2905,3017,1751,1495,54394
Kingston,20803,0,0,16,43,137,131,265,224,56,51,41,44,43,22,11,1083,0,9,39,177,111,207,113,81,3,9,9,9,19,6,15,807,0,0,0,11,19,29,87,55,11,5,14,11,21,12,14,283,3,0,7,16,4,10,10,0,0,0,0,0,0,0,0,39,0,4,10,166,46,53,25,25,10,3,3,8,8,6,11,381,24,386,844,1211,670,547,891,850,190,204,176,140,116,50,178,6491,0,3,7,36,29,63,106,74,20,18,20,20,18,18,17,446,0,0,0,11,192,130,67,42,3,16,9,18,9,8,20,518,0,0,3,3,19,8,16,31,3,6,0,6,3,4,0,102,3,126,257,679,717,1108,1141,702,170,171,164,137,155,91,131,5748,59,1198,2658,3960,3275,4371,5096,4176,917,975,907,837,897,552,901,30775
Stonnington - East,20804,0,3,7,10,64,81,70,36,9,7,3,3,11,3,6,307,0,5,5,46,13,47,34,57,5,14,13,19,17,17,4,306,0,0,0,3,11,15,34,24,3,7,7,8,14,13,3,141,0,0,4,4,4,3,3,0,0,0,0,0,0,0,0,14,0,0,0,16,3,6,8,0,0,0,0,0,0,0,0,35,22,97,192,234,136,146,191,136,34,32,31,29,33,10,44,1362,0,3,14,33,27,30,52,29,3,16,8,32,11,3,5,257,0,0,3,0,98,38,14,23,5,9,11,8,15,4,5,241,0,0,0,0,3,0,9,4,0,0,0,0,0,0,0,30,7,95,92,144,116,207,189,189,34,44,72,81,82,68,41,1475,68,464,993,1015,874,1241,1494,1562,336,490,534,812,915,580,354,11735
Banyule,20901,0,0,11,21,57,49,104,94,15,9,5,9,20,4,13,414,3,12,22,52,67,203,141,107,19,29,21,20,36,23,14,769,0,0,0,4,22,38,56,57,10,10,10,9,8,3,14,239,0,11,64,175,34,62,29,7,0,0,0,0,3,0,15,396,0,3,3,36,10,15,4,7,0,0,0,0,0,4,0,88,30,303,642,801,480,395,529,383,87,59,71,56,55,19,114,4030,0,3,20,42,46,50,87,78,27,28,32,22,31,7,13,469,0,0,0,4,186,115,79,93,21,31,29,55,58,36,19,729,0,0,4,3,4,0,25,18,4,7,3,3,0,0,3,73,8,212,276,523,325,698,852,577,157,151,142,181,161,81,148,4499,94,1795,2996,3183,2324,3601,4477,3920,907,892,935,955,972,582,948,28593
Moreland - North,21003,0,0,0,9,15,19,23,25,0,3,3,5,3,11,0,107,0,4,0,36,18,138,136,166,42,49,37,29,50,30,21,756,0,0,0,0,3,15,39,36,8,15,17,13,19,14,11,199,0,0,11,21,12,12,4,3,0,0,0,0,0,0,0,65,0,0,0,293,168,249,215,62,23,16,16,11,18,8,31,1118,16,100,192,181,124,102,139,143,49,28,24,38,13,5,27,1186,0,0,3,8,14,19,39,23,10,12,5,5,10,4,3,158,0,0,0,5,160,159,93,75,12,14,21,19,13,4,15,600,0,0,0,0,5,3,14,15,3,3,0,0,0,0,0,45,4,161,156,309,300,448,635,991,156,205,291,370,341,238,146,4744,67,1738,3085,2608,1781,2605,3484,4509,955,1158,1398,1456,1383,900,1143,28263
Sunbury,21004,0,0,3,14,14,5,36,53,10,7,0,3,8,0,5,166,0,0,0,10,5,20,14,13,3,6,10,5,3,3,4,87,0,0,0,0,4,7,13,17,0,6,5,3,5,3,5,59,0,0,3,11,0,3,0,0,0,0,0,0,0,0,5,32,0,0,0,9,3,4,0,0,0,0,0,0,0,0,0,18,9,103,322,500,241,174,168,96,21,37,8,4,16,3,45,1754,0,0,0,3,11,7,22,11,0,3,3,3,0,4,0,73,0,0,0,0,9,5,9,18,3,4,7,6,5,3,0,68,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,11,0,43,78,163,85,86,80,59,14,10,38,14,3,3,24,710,15,429,806,1082,645,647,879,672,167,142,137,117,112,61,192,6104
Tullamarine - Broadmeadows,21005,0,0,4,10,23,36,36,43,9,8,0,11,10,5,0,189,0,0,13,132,75,603,555,904,99,191,95,106,89,74,85,3012,0,0,0,0,14,83,100,68,10,15,14,13,17,12,16,351,0,5,13,136,35,59,36,14,3,0,0,4,0,0,18,335,0,3,15,1647,983,1456,1068,443,104,66,65,52,51,39,227,6209,3,122,478,572,171,140,127,158,43,27,24,15,18,12,66,1970,0,0,3,9,13,23,53,41,3,12,14,16,20,4,12,234,0,0,0,9,348,467,138,104,22,26,28,25,14,17,51,1247,0,0,0,0,0,0,15,76,0,3,5,4,6,0,4,118,0,104,282,1109,862,1647,1825,1616,341,357,475,541,636,450,429,10686,14,1252,3233,6517,4443,8794,11653,12217,2226,2233,3137,2629,2356,1766,2261,64733
Knox,21101,0,3,15,46,236,206,277,161,22,34,9,20,22,6,12,1076,0,4,49,266,208,721,802,692,96,85,65,58,42,33,50,3163,0,0,0,7,39,53,78,74,5,13,17,10,17,13,15,343,0,0,13,28,3,6,6,0,0,0,0,0,0,0,3,61,0,0,3,54,22,18,10,9,0,0,0,0,0,0,3,112,26,514,1318,2037,912,649,493,345,70,62,43,49,27,10,218,6767,0,3,4,37,33,54,101,71,15,10,12,9,13,9,12,396,0,0,3,15,498,381,131,119,16,10,10,17,19,9,30,1257,0,0,5,4,17,3,30,28,11,4,4,5,6,0,0,109,24,270,412,892,998,1168,989,532,90,121,87,96,78,43,149,5945,85,1763,3589,5278,4984,7470,8278,7483,1238,1242,1053,1094,912,495,1239,46196
Manningham - East,21102,0,0,8,8,33,38,128,72,0,6,0,0,3,3,0,289,0,0,8,25,5,21,4,8,0,0,0,3,0,0,0,84,0,0,0,0,0,9,3,3,0,4,3,3,3,0,3,34,0,3,7,9,3,3,0,3,0,0,0,0,0,0,0,31,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,14,7,88,163,268,134,118,158,94,20,13,6,6,17,0,29,1119,0,0,0,12,13,15,35,11,0,0,3,0,6,3,4,104,0,0,0,0,48,8,6,3,3,0,0,0,0,0,0,82,0,0,0,0,7,0,13,4,0,0,0,0,3,0,0,34,3,55,63,111,80,134,94,38,9,21,6,3,12,11,11,646,22,420,646,749,709,996,1028,682,122,141,122,141,128,63,147,6109
Maroondah,21103,3,0,17,26,121,82,204,145,6,33,18,11,21,15,12,725,0,12,26,84,28,104,96,145,14,20,25,27,14,21,8,615,0,0,0,3,16,41,54,113,15,14,35,28,30,29,12,392,0,0,8,15,8,3,5,0,0,0,0,0,0,0,0,32,0,0,0,12,3,4,5,4,3,0,3,4,3,0,0,44,41,462,1020,1549,645,450,463,317,64,60,27,32,34,21,139,5317,0,8,6,31,33,55,81,52,18,18,12,17,17,3,4,352,0,0,0,0,162,106,63,38,8,7,8,3,10,10,11,414,0,0,0,5,10,7,26,36,3,3,0,11,0,0,0,101,12,151,188,385,373,428,574,909,199,286,313,234,255,131,101,4553,80,1304,2086,2992,2242,2628,3860,4454,783,920,939,890,901,478,676,25228
Whitehorse - East,21104,0,0,7,18,61,38,98,67,12,5,7,3,5,11,3,342,0,5,21,70,42,138,137,133,14,28,24,22,40,26,13,715,0,0,0,3,29,32,43,50,7,3,5,11,8,4,4,203,0,0,7,10,0,3,0,0,0,0,0,0,0,0,0,19,0,0,0,13,7,10,3,3,0,0,0,0,3,0,0,44,12,223,401,423,241,175,225,129,32,48,16,17,24,5,44,2005,0,3,3,16,19,34,43,25,0,14,6,6,11,3,6,194,0,0,0,12,455,237,62,72,24,10,6,11,5,13,21,933,0,0,0,3,7,3,11,12,7,0,0,3,4,0,0,58,3,115,145,292,416,419,369,341,51,70,60,85,79,45,63,2559,35,798,1407,1580,2042,2997,3917,3892,721,816,848,815,886,378,550,21683
Yarra Ranges,21105,0,0,12,61,160,97,184,146,20,5,9,14,12,5,15,747,0,4,22,81,21,48,44,39,0,13,7,11,5,8,7,305,0,0,0,8,9,19,44,68,8,15,10,7,12,13,11,215,0,0,7,18,6,6,0,0,0,0,0,0,0,0,3,37,0,0,0,15,10,3,3,0,0,0,0,0,0,0,0,26,21,576,1775,2894,1083,764,821,553,81,71,63,63,46,13,275,9099,0,9,25,72,51,44,116,78,17,16,12,13,9,10,8,470,0,0,0,5,25,21,13,25,3,3,6,3,8,4,5,127,0,0,5,0,13,16,12,28,0,0,0,3,5,0,0,88,7,132,297,429,313,326,433,530,86,138,141,75,94,46,107,3146,75,1829,3664,4710,2722,2354,2877,2557,395,497,429,387,339,187,777,23800
Cardinia,21201,0,3,5,25,68,48,119,107,11,23,15,15,3,4,11,455,0,0,8,45,30,96,150,320,53,44,24,26,42,10,32,873,0,0,0,0,5,15,32,26,4,6,10,8,4,3,10,120,0,0,0,6,3,0,4,0,4,0,0,0,0,0,0,20,0,0,0,18,11,7,7,0,0,0,0,0,0,0,0,41,20,296,772,1310,644,441,452,527,87,73,49,40,33,12,142,4893,0,3,3,18,23,20,45,44,6,3,11,3,10,3,7,202,0,0,0,0,18,32,10,17,0,9,3,3,7,0,3,96,0,0,0,0,12,8,13,42,14,10,4,11,0,0,5,113,3,48,122,417,296,465,774,670,90,83,84,57,79,46,84,3315,44,819,1524,2411,1664,1821,2785,3525,554,521,445,369,425,204,533,17649
Casey - North,21202,0,3,16,49,220,168,277,189,25,35,15,22,18,8,27,1079,0,0,33,248,254,1075,996,1258,156,334,197,159,169,94,104,5074,0,0,0,0,18,54,62,37,17,10,4,0,8,7,5,235,0,0,13,109,51,55,34,15,0,0,0,0,0,6,6,287,0,0,0,151,81,94,33,11,0,3,0,3,5,0,7,382,16,307,900,1400,723,496,416,435,69,69,71,53,47,15,165,5179,0,5,9,26,17,45,71,36,22,12,10,12,15,6,4,285,0,0,0,3,223,226,132,99,21,16,24,14,13,15,26,803,0,0,3,4,9,14,37,64,3,0,4,8,7,6,0,154,3,89,336,1560,1508,2835,3068,1935,384,429,532,336,302,224,386,13929,43,1059,2535,5331,4880,8483,9692,8432,1411,1706,1843,1312,1231,806,1400,50167
Casey - South,21203,3,0,3,24,186,117,276,212,25,26,17,20,24,10,13,966,0,7,17,188,191,914,1305,2117,288,328,228,165,167,129,129,6187,0,0,0,0,39,94,93,99,17,18,13,11,12,7,17,415,0,0,0,41,37,63,39,27,0,0,12,0,0,0,12,235,0,0,0,126,67,77,58,32,3,0,0,3,9,0,12,401,12,262,786,1522,838,516,464,502,70,81,50,34,38,17,151,5334,0,3,9,25,18,20,80,58,11,22,10,13,8,9,14,290,0,0,0,6,113,259,159,179,19,21,24,16,15,19,15,842,0,0,4,0,7,10,86,150,10,14,14,11,14,9,5,335,3,79,210,1031,1168,3108,4590,3507,618,542,683,532,549,355,407,17390,26,835,1942,4116,4004,8437,14062,16622,2390,2510,2329,1903,1773,1122,1622,63693
Dandenong,21204,0,0,4,42,184,91,90,90,16,14,4,8,6,7,11,572,0,4,57,551,386,1210,1046,1523,292,705,380,267,317,174,157,7073,0,0,0,5,167,226,179,285,30,43,61,95,92,44,45,1274,0,0,7,209,180,268,155,74,6,16,10,3,3,0,47,995,0,5,10,288,143,189,121,53,7,0,11,4,4,3,25,860,18,287,630,972,397,205,145,141,38,29,29,24,20,10,106,3046,0,6,0,12,18,26,45,36,13,12,22,18,11,5,7,238,0,0,5,34,3529,4785,1948,1595,266,299,414,365,338,162,455,14200,0,0,0,0,3,3,23,71,11,8,6,6,24,7,0,155,9,126,415,2246,3168,5146,5826,4356,1048,1579,1737,1201,1089,664,921,29529,63,1524,4011,8097,10636,16863,16263,17925,3060,4837,5289,4612,4384,2617,3378,103571
Monash,21205,0,3,15,36,111,139,295,158,19,27,21,13,25,31,10,909,4,8,94,314,332,1196,1212,1422,223,276,304,327,396,308,130,6549,0,3,3,16,34,66,113,90,22,21,29,23,42,27,24,517,0,6,12,50,8,12,5,0,0,3,3,0,3,0,0,107,0,0,4,135,103,67,24,18,0,0,0,3,9,3,10,374,34,422,736,873,443,344,420,298,61,80,81,75,50,68,118,4095,0,0,5,45,37,55,119,79,26,21,26,36,31,23,23,522,3,3,0,35,1122,673,197,223,47,63,75,80,93,79,62,2747,0,0,0,4,5,7,38,41,0,3,8,3,4,11,4,129,18,261,501,1003,1087,1603,1538,1113,236,273,291,364,450,389,270,9396,112,1952,5055,6090,6225,11296,13995,13772,2901,3403,4040,5003,5792,3910,2715,86262
Brimbank,21301,0,3,3,8,26,15,55,33,4,3,0,7,3,0,3,168,0,3,10,65,51,293,249,365,96,314,214,82,55,46,46,1879,0,0,0,7,43,106,108,122,32,18,23,32,17,14,17,526,0,3,93,1656,329,378,227,67,17,14,33,25,28,3,103,2981,0,0,5,194,121,101,113,38,7,8,11,7,5,10,32,655,0,185,379,578,227,125,116,131,34,20,16,28,13,6,88,1944,0,0,3,14,16,32,44,66,10,13,12,5,16,3,9,250,0,0,6,38,4395,7146,3121,2710,467,541,787,616,573,277,880,21563,0,0,0,4,4,6,10,26,0,4,4,0,7,0,0,67,4,440,600,2216,2016,2930,3500,2817,565,761,845,693,736,395,575,19089,35,2830,5609,9591,9826,15838,12395,13438,2335,3316,3970,3323,3084,1829,3231,90664
Hobsons Bay,21302,0,0,4,27,29,36,57,64,12,12,8,21,10,0,15,319,0,5,0,17,12,43,39,34,15,15,3,9,7,8,7,206,0,0,0,0,16,24,34,62,9,10,11,10,24,4,9,214,0,3,51,404,77,80,26,12,3,3,0,3,0,0,14,672,0,0,0,21,12,6,11,6,0,0,0,0,0,0,0,58,19,263,634,663,311,306,461,387,112,109,84,61,64,38,91,3591,0,3,4,22,30,38,65,67,17,9,15,22,6,9,9,314,0,0,0,6,492,468,137,93,15,31,25,14,25,8,44,1355,0,0,3,0,5,3,8,12,3,4,3,0,0,0,0,44,3,142,289,666,427,500,615,442,114,115,133,134,136,88,114,3937,41,1398,2999,3397,2383,2865,3275,3110,738,776,773,768,740,434,776,24471
Maribyrnong,21303,0,0,3,4,28,34,37,38,7,8,6,4,0,3,10,178,0,3,5,19,14,45,28,76,21,53,28,27,45,34,18,409,0,0,0,0,18,39,53,78,9,17,16,13,16,6,16,279,0,3,14,287,58,60,14,17,0,0,6,3,3,0,10,484,0,0,3,58,26,31,11,13,4,5,5,3,0,0,10,164,3,69,209,300,206,225,369,250,81,79,66,68,43,23,52,2039,0,0,0,16,21,39,54,43,22,21,15,23,17,14,19,304,0,4,0,19,2271,2283,782,797,122,190,273,278,220,116,285,7642,0,0,0,0,0,6,17,21,0,3,3,0,0,3,0,56,0,59,109,487,539,727,1054,1091,240,343,433,469,431,253,212,6443,20,534,1358,2219,4006,4929,4477,5065,1031,1466,1763,1894,1815,1126,1173,32880
Melton - Bacchus Marsh,21304,0,0,3,11,35,46,152,136,26,13,10,9,5,10,7,475,0,3,12,30,37,214,297,377,50,51,28,51,38,28,16,1220,0,0,0,3,18,39,68,72,13,10,15,14,21,4,19,299,0,6,29,469,138,225,171,53,3,7,11,7,6,0,36,1170,0,0,3,82,39,61,36,14,0,0,0,0,0,6,11,251,16,270,740,1227,453,329,289,392,49,44,46,44,25,14,139,4079,0,0,4,18,16,14,68,52,22,19,11,22,14,6,7,270,0,0,3,14,433,561,276,241,39,36,47,41,40,24,160,1909,0,0,0,0,8,5,41,62,4,10,10,3,8,4,0,172,3,104,216,1048,1064,1868,2355,1362,190,189,239,245,204,99,291,9478,24,1239,2582,4862,3715,6148,8293,7927,1212,1193,1217,1161,1000,639,1505,42710
