sa3_code16,p_foodhosppersserv_occ_mng,p_foodhosppersserv_occ_pro,p_foodhosppersserv_occ_ttw,p_foodhosppersserv_occ_cps,p_foodhosppersserv_occ_ca,p_foodhosppersserv_occ_sal,p_foodhosppersserv_occ_mod,p_foodhosppersserv_occ_lab,p_foodhosppersserv_occ_idns,p_foodhosppersserv_total,p_mixfieldprog_occ_mng,p_mixfieldprog_occ_pro,p_mixfieldprog_occ_ttw,p_mixfieldprog_occ_cps,p_mixfieldprog_occ_ca,p_mixfieldprog_occ_sal,p_mixfieldprog_occ_mod,p_mixfieldprog_occ_lab,p_mixfieldprog_occ_idns,p_mixfieldprog_total,p_fs_id_occ_mng,p_fs_id_occ_pro,p_fs_id_occ_ttw,p_fs_id_occ_cps,p_fs_id_occ_ca,p_fs_id_occ_sal,p_fs_id_occ_mod,p_fs_id_occ_lab,p_fs_id_occ_idns,p_fs_id_total,p_fs_ns_occ_mng,p_fs_ns_occ_pro,p_fs_ns_occ_ttw,p_fs_ns_occ_cps,p_fs_ns_occ_ca,p_fs_ns_occ_sal,p_fs_ns_occ_mod,p_fs_ns_occ_lab,p_fs_ns_occ_idns,p_fs_ns_total,p_tot_occ_mng,p_tot_occ_pro,p_tot_occ_ttw,p_tot_occ_cps,p_tot_occ_ca,p_tot_occ_sal,p_tot_occ_mod,p_tot_occ_lab,p_tot_occ_idns,p_total_total,sa3_name16
31001,92,26,315,201,95,110,62,96,10,1007,4,0,10,4,3,4,8,7,0,42,23,36,31,31,36,13,38,31,6,241,30,43,85,74,43,48,74,103,86,579,1776,4951,2677,2461,2250,1072,1039,1270,303,17797,Forest Lake - Oxley
31002,101,16,299,150,83,87,57,125,11,934,3,0,3,5,3,3,3,10,0,31,20,25,27,32,24,10,47,17,3,208,59,40,87,85,58,55,79,122,70,656,1750,2563,3030,2117,1604,732,1033,1356,223,14398,Ipswich Hinterland
31003,182,52,524,284,202,216,96,182,13,1750,4,7,3,11,7,12,8,9,3,59,52,69,67,49,58,17,61,39,24,432,51,52,128,89,76,73,115,151,127,860,2789,6330,5356,4121,3519,1660,1523,1982,464,27741,Ipswich Inner
31004,167,39,428,228,179,156,92,128,10,1425,4,4,3,4,3,14,10,11,3,56,29,46,34,44,34,20,60,27,9,302,35,31,99,84,82,44,99,127,127,728,2352,5024,4173,3268,3137,1373,1566,1681,389,22977,Springfield - Redbank
31101,28,7,79,47,27,15,22,32,3,251,0,0,3,0,0,0,0,0,0,5,4,3,8,4,3,0,7,4,3,34,14,9,28,13,17,16,21,30,12,170,389,514,612,401,325,165,213,339,38,2982,Beaudesert
31102,46,14,200,118,88,87,52,85,4,701,0,4,3,3,4,0,0,4,0,18,9,22,25,12,18,0,21,17,3,131,32,10,69,24,34,30,42,58,59,368,915,1622,1969,1352,1217,670,685,952,157,9538,Beenleigh
31103,116,28,381,189,142,122,107,147,10,1227,0,3,3,4,8,6,7,5,0,38,25,24,41,23,16,8,61,34,10,245,44,32,116,63,69,49,128,122,114,735,1720,3001,3958,2672,2596,1251,1793,1761,325,19081,Browns Plains
31104,77,27,258,117,122,91,56,96,6,842,0,0,4,3,5,3,3,0,0,25,23,20,31,20,23,15,41,11,9,181,30,25,90,45,54,35,45,57,47,426,1522,2353,3248,1551,1855,777,912,967,180,13366,Jimboomba
31105,100,37,289,161,134,146,55,124,9,1047,4,0,0,0,3,3,0,5,4,18,30,34,24,38,32,14,23,29,11,238,37,26,100,45,51,46,75,93,84,557,1860,3684,3362,2172,2281,1078,947,1281,259,16927,Loganlea - Carbrook
31106,111,37,319,147,141,136,86,120,12,1104,3,3,7,12,6,3,4,10,0,52,33,46,31,33,47,12,49,35,19,307,36,43,71,75,56,34,91,114,117,652,1876,4812,3389,2476,2538,1232,1253,1536,322,19437,Springwood - Kingston
31201,54,5,201,50,62,33,99,73,0,575,0,3,0,3,3,3,0,16,0,28,9,12,9,6,11,8,29,6,3,92,38,11,77,18,14,30,94,125,34,445,1025,1435,2329,691,708,279,1318,819,114,8712,Bowen Basin - North
31202,187,60,622,253,198,209,199,200,18,1953,3,7,5,0,0,9,3,18,0,49,36,57,60,28,49,11,71,32,12,360,99,49,227,81,63,93,176,169,143,1104,3432,6919,8655,3086,3114,1521,2956,2023,487,32196,Mackay
31203,110,25,298,147,63,45,36,84,8,819,3,0,0,0,0,0,0,4,0,8,16,9,7,15,9,3,8,12,3,78,30,24,49,15,22,27,20,24,28,240,965,1151,1560,865,598,401,450,595,91,6679,Whitsunday
31301,49,16,147,77,50,35,20,54,6,443,0,0,0,0,3,4,3,3,0,10,11,13,11,16,11,7,18,4,6,89,14,17,51,36,23,27,21,43,34,262,685,1334,1260,975,705,454,398,507,101,6415,Bribie - Beachmere
31302,111,27,361,166,128,148,81,192,8,1228,3,3,0,0,3,6,0,18,0,44,32,19,26,20,33,3,34,34,12,220,32,26,107,61,37,48,69,125,98,606,1404,2441,3251,2483,1861,1156,1040,1870,296,15799,Caboolture
31303,19,9,61,40,30,12,20,48,3,232,0,0,0,0,0,0,0,3,0,3,8,3,9,3,0,0,0,3,4,28,14,11,28,16,15,13,23,45,12,171,371,484,594,404,300,175,200,391,41,2959,Caboolture Hinterland
31304,83,32,341,165,146,125,43,102,12,1042,3,0,0,3,6,6,0,3,0,29,24,22,37,23,31,12,38,21,8,215,44,31,104,46,60,61,77,68,60,550,1701,3237,3705,2411,2228,1098,948,1282,238,16853,Narangba - Burpengary
31305,118,36,340,180,108,94,45,107,14,1031,4,3,0,3,3,6,4,10,0,28,28,36,21,23,34,11,22,16,8,200,32,44,67,45,52,48,59,75,71,494,1790,3641,2860,2180,1983,981,688,1077,271,15471,Redcliffe
31401,162,61,438,249,216,134,32,96,11,1398,4,4,6,0,5,3,3,5,0,29,62,91,51,70,62,23,20,19,14,409,60,60,98,57,88,56,33,52,94,597,4815,9864,5048,3335,4247,1546,789,1096,414,31156,The Hills District
31402,188,41,459,248,178,190,76,143,10,1536,0,5,3,0,8,3,3,5,0,27,29,42,38,42,41,16,23,18,19,267,41,33,71,48,60,42,57,75,70,490,2587,5161,3930,3078,3066,1568,1030,1327,292,22045,North Lakes
31403,64,14,269,116,92,69,40,85,4,750,0,0,0,0,0,4,0,5,0,17,14,23,19,19,24,7,18,20,9,151,19,19,55,36,30,24,29,45,54,309,1000,2142,2221,1554,1602,671,634,759,152,10734,Strathpine
31501,41,13,70,58,26,20,38,46,8,329,4,0,0,0,3,0,0,3,0,14,16,10,7,11,22,5,10,15,3,94,50,62,63,84,49,26,55,106,54,544,925,1459,1251,952,732,222,560,632,152,6883,Far North
31502,48,12,144,44,42,32,67,42,5,434,0,0,3,0,3,3,0,3,0,15,14,18,14,21,8,4,19,6,4,112,26,25,69,48,31,12,49,45,47,356,872,1766,2074,843,710,283,812,543,133,8040,Outback - North
31701,272,67,890,443,323,280,111,291,12,2687,12,10,11,13,8,7,0,20,3,80,69,87,49,75,58,29,57,50,16,492,108,79,172,127,105,109,98,177,121,1084,4808,12135,7754,5299,5085,2398,1819,3024,428,42750,Toowoomba
31905,64,19,216,103,54,47,25,76,4,610,0,0,3,0,4,0,0,0,0,6,10,11,16,17,7,4,21,18,4,102,28,14,47,46,34,37,37,65,42,351,825,1675,1663,1428,988,487,487,743,110,8414,Maryborough
40204,200,40,772,303,218,249,109,273,20,2186,3,0,11,8,9,3,10,14,3,53,36,52,45,65,50,32,68,56,22,425,55,45,162,100,103,91,123,184,122,995,2883,6597,6224,5472,4061,2168,2017,2884,555,32859,Salisbury
40205,148,49,571,211,207,203,59,146,12,1605,0,4,6,5,7,3,0,10,0,38,26,63,37,45,43,16,32,25,11,299,51,37,119,86,69,53,46,72,92,624,3295,7954,5357,3946,4025,1718,992,1513,367,29163,Tea Tree Gully
40303,108,38,264,113,92,70,8,62,3,755,0,3,0,0,8,4,0,4,0,20,47,72,26,37,48,24,12,12,6,282,43,53,36,44,37,32,26,28,36,334,3300,9684,2340,2194,2531,1077,312,771,243,22461,Mitcham
40101,44,13,146,69,20,15,0,21,0,346,0,0,0,3,0,5,0,3,0,14,26,37,6,15,16,10,5,0,4,108,14,27,17,5,13,17,0,13,15,117,1078,3291,522,675,768,403,75,259,94,7164,Adelaide City
40102,164,33,460,149,125,116,38,109,4,1199,3,5,3,0,6,0,0,6,0,26,52,76,26,38,41,21,26,17,9,307,81,63,109,75,74,59,47,86,42,636,3727,8163,3846,2746,2705,1273,699,1234,273,24671,Adelaide Hills
40105,81,11,207,73,48,46,6,52,3,530,4,0,4,0,0,0,0,0,0,9,34,63,11,27,21,8,0,9,9,190,25,38,13,21,26,17,3,20,37,194,1840,5705,1165,1151,1457,624,176,484,175,12775,Norwood - Payneham - St Peters
40107,81,28,210,73,53,39,9,21,7,528,4,0,3,3,0,0,0,0,0,11,20,57,17,24,30,13,7,0,3,168,22,32,20,16,21,21,6,13,27,169,2324,6738,1077,1139,1473,728,132,396,175,14182,Unley
40201,57,14,187,89,65,61,32,72,3,578,0,0,0,0,0,0,3,0,0,14,18,13,14,14,12,6,16,16,7,109,29,17,34,28,23,20,30,45,33,262,1077,1998,1862,1431,1112,559,479,677,146,9336,Gawler - Two Wells
40202,105,26,433,165,126,137,62,177,15,1239,7,4,0,4,0,3,5,4,3,35,33,29,25,37,21,13,41,33,10,235,49,38,103,92,59,66,88,127,94,710,1600,2864,3586,3281,2058,1265,1150,1672,311,17789,Playford
40203,100,28,436,161,97,91,52,115,15,1095,4,4,3,0,3,3,7,5,3,36,31,46,41,57,37,26,25,50,11,322,33,45,48,42,35,33,49,75,82,432,2048,6227,2855,2641,2436,1204,860,1586,289,20140,Port Adelaide - East
40304,314,78,1188,430,311,380,116,283,29,3132,3,11,3,11,7,14,3,19,5,64,67,94,85,79,108,21,66,54,22,598,90,76,216,164,125,139,96,172,162,1237,5174,11098,9558,7554,6023,3151,1850,3055,634,48097,Onkaparinga
40401,217,49,732,318,204,202,68,156,18,1976,6,9,5,6,7,0,8,9,8,53,61,101,39,63,75,35,39,28,14,445,71,84,121,104,102,97,67,111,99,856,4147,10042,5024,3965,4220,1927,1148,1798,449,32715,Charles Sturt
40402,65,24,373,164,107,96,34,98,11,977,0,3,3,12,3,3,3,12,3,32,34,34,25,34,34,14,20,25,8,222,38,29,67,70,46,45,49,67,65,462,1661,4063,2671,2332,1842,880,714,1111,240,15519,Port Adelaide - West
40104,80,19,373,110,86,88,25,64,6,855,0,0,0,0,3,0,0,3,0,10,36,52,22,33,38,21,21,17,10,251,42,27,52,35,46,32,30,32,42,347,1919,5398,2231,1751,1971,957,433,824,222,15702,Campbelltown (SA)
40106,54,13,135,49,47,40,8,31,3,376,0,3,0,0,0,3,0,0,0,8,37,29,12,12,24,15,3,8,3,144,14,24,26,11,19,16,7,16,23,156,1618,4289,1004,845,1140,559,235,412,126,10220,Prospect - Walkerville
40403,131,40,433,173,128,98,42,103,10,1160,0,0,3,3,4,3,0,9,0,34,20,59,27,39,42,19,26,34,6,267,42,53,57,48,43,46,30,42,48,401,2438,6466,2766,2518,2496,1248,675,1221,255,20088,West Torrens
40501,86,14,242,88,54,60,19,102,0,654,7,0,3,3,0,0,0,4,0,18,21,23,16,17,14,3,14,16,5,131,57,23,84,31,27,24,39,95,28,409,1603,2131,1905,1234,1061,534,481,1095,118,10166,Barossa
40502,47,3,115,27,29,24,17,61,3,324,3,0,0,0,0,0,0,8,3,10,8,7,7,4,7,0,4,12,5,52,43,10,30,15,24,8,32,43,11,229,1088,1045,833,631,523,256,317,599,67,5362,Lower North
40503,36,3,111,45,27,35,36,34,3,315,0,0,0,0,0,0,0,3,0,3,4,6,7,12,6,6,6,9,5,50,49,14,36,26,14,26,25,40,27,247,907,1338,1048,946,516,284,395,451,81,5961,Mid North
40504,52,6,139,36,23,33,16,50,0,372,0,0,3,0,0,0,0,0,0,9,4,9,5,5,0,0,7,3,0,40,41,9,31,32,24,26,25,41,22,255,792,989,942,767,452,297,246,471,84,5033,Yorke Peninsula
40601,91,18,295,122,69,99,57,81,9,851,3,3,3,0,0,4,3,4,0,20,17,15,20,17,11,6,18,13,13,122,92,40,79,58,37,59,68,101,47,572,1909,3008,2709,1837,1284,682,940,1067,236,13669,Eyre Peninsula and South West
40602,31,4,124,49,32,29,24,38,6,339,0,4,0,4,0,0,3,3,0,11,14,4,12,11,3,3,16,14,8,75,32,25,43,54,22,12,37,37,42,311,705,1397,1379,938,561,227,589,463,136,6397,Outback - North and East
40701,117,14,302,119,51,87,28,87,13,820,0,0,0,3,3,5,0,5,0,15,21,19,22,21,16,4,14,15,0,136,65,30,57,64,31,47,32,63,29,432,1729,2507,2095,1816,1213,746,497,965,157,11719,Fleurieu - Kangaroo Island
40702,143,18,363,160,90,137,37,174,18,1144,3,3,3,8,3,0,0,20,0,40,30,23,11,18,12,8,22,22,6,159,102,30,76,70,37,62,73,152,56,651,2728,3306,2991,2112,1614,1043,883,1717,200,16597,Limestone Coast
40703,133,15,372,143,85,101,51,176,7,1087,3,0,3,0,8,4,0,14,3,37,24,6,16,10,7,3,36,30,3,144,116,43,98,80,49,73,77,198,73,804,2436,2713,2601,2233,1470,912,852,2033,220,15472,Murray and Mallee
50101,177,22,473,159,92,94,72,134,15,1241,3,0,3,0,0,5,0,3,0,22,21,20,14,16,10,17,19,14,3,128,53,26,83,46,44,57,40,58,52,458,2106,3259,3218,1753,1405,1014,710,1313,198,14971,Augusta - Margaret River - Busselton
50102,129,38,570,233,175,162,148,243,15,1708,0,0,7,4,4,3,0,13,3,39,35,59,63,30,27,20,50,24,13,323,77,45,172,84,77,72,120,174,100,923,2741,5997,6887,3283,2816,1512,1972,2327,405,27939,Bunbury
50103,42,8,100,45,40,27,21,48,3,333,3,0,3,3,0,3,0,3,0,12,10,5,4,10,0,0,3,4,0,44,56,7,44,22,16,21,38,57,26,289,1010,1109,1086,610,498,302,374,537,74,5612,Manjimup
50201,171,33,549,243,161,169,145,160,30,1658,0,3,3,3,7,5,5,3,0,32,23,41,42,25,11,19,39,19,8,238,45,36,126,68,73,51,87,78,89,650,2257,4520,5608,3002,2220,1433,1637,1621,380,22678,Mandurah
50301,88,18,152,78,51,42,3,26,0,458,0,5,0,0,0,3,0,3,0,15,72,102,16,15,40,21,3,6,8,289,48,68,24,20,25,24,8,19,56,285,4738,12486,1262,1397,2331,1110,207,476,380,24387,Cottesloe - Claremont
50302,244,64,795,273,168,119,45,114,12,1840,9,0,12,16,12,3,8,21,0,79,85,182,35,66,80,28,16,33,22,551,69,118,86,71,56,50,21,65,100,637,6705,19447,4133,3472,4391,2111,662,1796,548,43268,Perth City
50401,168,38,576,231,189,138,82,135,14,1580,6,3,13,8,3,5,5,13,4,55,46,81,28,55,64,15,28,21,10,336,50,65,105,68,70,50,66,63,91,624,3320,8756,4643,3019,3351,1558,1105,1502,401,27668,Bayswater - Bassendean
50402,61,19,201,99,65,63,47,49,9,609,0,5,3,0,0,4,0,3,0,22,20,31,31,19,26,5,9,8,8,159,28,27,70,25,32,28,37,48,49,349,1551,3323,2550,1391,1362,572,610,664,196,12216,Mundaring
50403,266,67,850,459,328,259,209,226,23,2694,8,5,6,15,9,14,11,12,3,77,50,68,79,90,64,33,79,46,18,526,84,66,176,106,108,101,134,121,144,1043,4027,7666,7989,5047,4771,2360,2500,2324,585,37276,Swan
50501,261,86,808,407,391,313,108,205,25,2605,0,6,11,8,10,7,0,6,0,52,90,117,81,87,73,32,30,31,18,558,90,110,191,104,130,96,51,91,147,1005,7571,17175,9926,5536,6638,3070,1481,2244,759,54405,Joondalup
50502,384,103,1200,561,378,324,182,236,32,3405,14,11,11,13,8,5,12,30,8,108,121,150,98,93,110,65,58,69,20,784,100,149,206,146,137,104,91,164,214,1308,8946,22855,10056,6866,7674,3876,2201,3428,890,66791,Stirling
50503,359,112,1306,644,547,449,176,368,29,3983,9,6,16,10,9,15,10,25,0,92,69,106,100,120,59,33,68,61,27,634,110,96,299,161,171,162,162,227,228,1626,5869,12274,12524,7370,6962,3493,2662,3754,869,55779,Wanneroo
50601,125,33,429,200,164,169,129,128,6,1388,4,3,4,6,3,3,7,12,0,33,22,29,34,51,40,22,48,14,8,269,39,41,98,72,67,45,80,88,72,601,2233,5214,4885,2970,2904,1390,1601,1443,310,22960,Armadale
50602,132,41,577,247,156,125,93,141,8,1525,3,3,3,4,8,3,7,6,0,37,36,56,44,40,43,18,30,33,16,310,46,37,85,79,50,29,41,71,77,510,2871,7634,4186,2668,2790,1339,1056,1571,347,24450,Belmont - Victoria Park
50603,153,29,542,231,152,131,100,143,10,1496,4,0,12,11,3,8,3,22,0,63,32,69,56,52,54,25,49,41,14,383,47,46,78,64,60,48,59,79,111,588,3210,9676,4550,3286,3437,1792,1390,2067,455,29859,Canning
40103,75,10,161,63,51,46,4,26,4,441,0,0,0,0,0,3,0,0,0,4,41,54,4,21,18,16,0,6,10,173,20,46,25,19,27,14,3,6,28,195,2694,7502,1008,1086,1633,786,147,380,192,15434,Burnside
50604,189,49,744,289,223,186,164,192,32,2057,0,5,21,9,7,3,13,15,0,75,34,49,72,59,47,24,65,44,12,400,66,43,191,82,82,83,125,127,138,941,2981,7379,6783,4074,4069,2014,2235,2351,523,32410,Gosnells
50605,91,26,314,144,159,90,74,96,11,993,0,0,0,3,3,4,11,7,3,37,23,40,34,30,25,19,21,17,6,216,27,30,80,32,59,33,62,41,57,415,2074,4194,3725,1888,2216,868,995,859,261,17079,Kalamunda
50606,53,12,161,73,78,57,52,54,3,552,5,0,3,0,0,0,0,3,0,10,8,10,26,13,12,5,14,6,3,97,17,13,43,27,19,23,37,20,26,223,840,1374,2076,987,948,442,620,481,111,7881,Serpentine - Jarrahdale
50607,66,19,186,73,61,50,19,33,10,506,0,3,3,0,5,0,6,4,0,25,26,53,21,10,23,20,5,4,6,175,20,43,19,16,22,21,12,13,43,208,2560,6832,1580,1198,1820,826,281,518,196,15821,South Perth
50701,220,68,712,294,260,229,108,174,16,2085,3,3,15,4,5,4,3,15,0,59,42,73,77,60,38,14,27,20,14,370,70,75,165,76,91,68,69,110,131,854,3908,9412,7079,3605,4119,1784,1503,1819,522,33765,Cockburn
50702,76,21,198,79,44,41,16,44,3,522,0,5,0,3,3,3,3,3,0,18,35,69,19,23,18,9,3,5,9,186,32,40,24,33,11,13,8,28,43,245,2124,5958,1568,1148,1222,611,290,457,207,13592,Fremantle
50703,66,19,283,109,100,79,65,81,6,807,3,3,0,0,0,0,0,3,0,12,15,14,19,19,15,10,27,9,9,132,20,16,57,24,27,32,70,56,32,338,875,2175,2369,1454,1251,659,768,789,190,10520,Kwinana
50704,155,56,392,213,175,138,36,96,12,1275,4,0,6,3,5,5,4,7,3,43,64,87,46,42,56,26,12,17,14,374,58,73,83,42,63,40,23,39,98,514,5675,14080,4101,2879,4157,1910,763,1278,462,35293,Melville
50705,231,55,812,407,271,256,164,207,21,2422,3,3,3,6,4,7,8,13,0,52,48,53,84,48,50,15,60,32,23,422,70,61,167,119,75,74,111,144,141,958,3373,6609,8822,4972,3694,1969,2067,2233,587,34321,Rockingham
50901,121,22,296,110,97,85,51,105,9,896,5,4,3,5,3,6,3,3,0,31,18,26,24,27,19,3,20,25,6,166,82,36,84,65,43,38,67,106,52,570,2563,3476,2838,2050,1571,843,738,1401,209,15695,Albany
50902,86,18,190,91,89,61,57,100,7,699,3,3,0,4,3,3,0,6,0,31,30,29,17,20,19,8,29,10,3,174,113,17,110,57,56,42,85,124,51,657,2487,2230,2630,1360,1354,569,960,1243,184,13017,Wheat Belt - North
50903,34,4,66,25,29,10,15,24,3,209,0,3,0,0,3,3,3,0,0,8,11,4,6,12,3,0,9,4,0,45,62,13,40,24,15,20,30,37,28,255,1150,915,804,511,414,194,344,417,73,4811,Wheat Belt - South
51001,82,21,172,104,80,48,21,39,6,571,0,3,3,0,3,0,0,0,0,10,6,28,12,28,14,4,7,11,7,121,45,36,71,92,45,26,27,62,67,471,1206,2513,1428,1348,1034,425,323,648,199,9125,Kimberley
51002,46,11,125,40,43,24,74,62,3,436,4,0,0,5,3,3,6,5,0,21,12,12,22,7,8,6,43,3,3,120,20,20,79,25,28,26,53,33,47,334,762,1391,2970,519,625,226,1208,578,175,8446,East Pilbara
51003,68,15,195,74,83,26,122,119,7,701,3,0,3,0,3,0,4,7,0,18,21,24,41,30,19,4,69,15,0,213,35,21,112,32,33,30,84,65,48,456,1164,2162,4822,770,1049,298,1504,1071,237,13074,West Pilbara
51101,33,8,83,34,23,23,20,19,3,253,0,0,0,0,0,0,0,0,0,11,6,3,6,3,0,7,5,5,0,34,30,16,29,15,13,13,28,39,18,208,726,804,816,383,433,212,300,334,54,4065,Esperance
51102,23,4,55,20,26,22,7,23,3,185,3,0,0,0,0,0,0,5,0,12,3,0,0,5,7,0,0,4,0,23,12,13,21,9,11,10,5,18,15,123,395,503,530,306,286,120,103,271,60,2571,Gascoyne
51103,58,18,183,82,73,55,105,58,3,620,0,0,6,3,3,0,7,3,0,23,4,7,26,23,14,10,41,7,9,146,17,28,73,35,17,27,97,67,62,419,1020,2270,3060,1023,858,400,1350,597,173,10755,Goldfields
51104,85,22,285,121,85,83,51,101,13,852,3,0,4,0,0,3,3,5,0,26,18,31,17,32,5,13,22,20,8,165,51,41,91,54,33,39,74,78,54,518,1875,3134,2991,1624,1381,630,905,1136,247,13916,Mid West
60101,36,7,128,43,31,32,13,31,0,328,0,0,0,0,0,0,0,0,0,5,8,8,8,13,4,5,3,9,0,52,12,11,32,23,24,18,24,40,19,203,416,529,868,653,499,244,197,284,59,3752,Brighton
60102,102,15,342,170,145,87,39,71,9,981,0,3,3,0,3,3,0,6,0,20,25,45,20,28,38,12,7,5,7,184,36,39,54,52,48,28,23,57,43,380,2012,4689,2563,1992,2148,812,359,641,235,15445,Hobart - North East
60103,87,24,425,167,95,95,44,120,14,1070,0,3,0,6,0,7,3,10,0,33,20,26,18,26,22,5,26,14,8,178,36,23,86,63,36,46,48,80,53,466,1185,2467,2575,2182,1724,776,600,859,223,12585,Hobart - North West
60104,58,16,201,89,69,54,16,35,5,535,0,0,3,0,0,5,3,0,0,13,25,42,20,18,26,9,9,8,0,153,25,29,34,25,24,19,11,30,29,219,1510,3702,1612,1226,1345,520,183,390,158,10644,Hobart - South and West
60105,132,23,330,136,84,72,11,67,8,864,6,3,3,8,4,0,0,8,0,25,59,105,15,43,48,20,3,19,12,324,29,61,20,35,37,25,5,24,35,276,2597,8434,1698,1814,1990,831,217,588,258,18416,Hobart Inner
60106,33,8,133,58,40,44,7,26,11,348,0,0,0,0,0,0,0,0,0,3,7,15,9,12,13,0,3,3,3,60,13,10,31,16,13,19,12,21,21,167,565,892,929,621,565,282,190,270,81,4385,Sorell - Dodges Ferry
60201,159,44,536,243,143,158,63,144,4,1495,0,3,4,4,4,0,3,7,4,25,25,52,32,32,32,18,15,23,15,246,38,44,96,78,55,55,61,95,68,600,2541,6659,3539,2949,2420,1291,792,1223,290,21696,Launceston
60202,33,10,140,46,35,30,15,36,0,346,3,0,0,0,0,0,0,0,3,9,19,10,7,8,0,3,9,6,3,65,52,15,45,32,23,18,31,39,18,273,902,1240,1051,740,545,256,329,434,78,5571,Meander Valley - West Tamar
60203,68,8,217,82,62,65,33,89,0,615,0,4,0,3,0,0,0,0,3,8,29,17,10,9,12,3,14,7,4,99,60,22,76,36,42,33,69,82,36,450,1402,1616,1625,981,835,461,490,735,126,8274,North East
60301,24,3,53,20,16,18,5,27,0,169,4,0,0,0,0,0,0,0,3,9,4,10,6,0,7,3,4,0,0,36,14,12,28,16,10,11,14,33,12,152,411,399,530,359,261,116,159,223,52,2498,Central Highlands (Tas.)
60302,32,6,107,47,32,15,12,45,3,304,0,0,0,0,0,0,0,0,0,6,14,15,3,9,10,3,0,7,3,70,32,21,36,17,18,21,22,37,23,225,745,1187,915,601,561,225,211,447,89,4989,Huon - Bruny Island
60303,20,3,66,29,11,13,3,22,0,171,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,7,0,0,0,17,13,0,13,9,3,7,10,26,8,85,281,248,252,201,130,92,47,189,18,1457,South East Coast
40302,174,42,599,257,179,171,35,135,14,1621,3,3,3,8,3,3,0,8,0,32,45,90,35,64,62,18,26,10,11,371,39,50,114,69,79,60,27,89,99,627,3156,8899,4606,4063,3643,1790,799,1511,370,28836,Marion
60401,74,19,274,121,75,94,32,88,11,796,0,3,0,0,0,4,4,0,0,10,10,31,18,8,11,3,12,12,4,108,41,26,68,60,39,50,59,86,45,479,1287,2558,2312,1669,1256,668,630,842,184,11403,Burnie - Ulverstone
60402,77,30,338,149,61,79,30,98,0,872,6,0,3,0,4,0,3,6,3,16,17,22,11,14,16,11,8,14,0,112,36,31,66,38,34,55,54,81,38,436,1321,2351,2197,1572,1115,629,505,871,173,10735,Devonport
60403,40,5,84,49,31,24,20,67,11,328,0,3,0,0,0,0,0,0,0,4,7,7,4,3,0,3,6,5,0,43,50,9,23,14,10,24,27,51,22,229,806,687,744,437,353,172,268,538,89,4095,West Coast
70101,85,28,266,133,78,43,25,49,6,710,0,3,9,3,3,3,0,3,0,27,34,33,19,36,16,7,8,17,6,172,38,27,42,21,19,17,3,31,41,240,1959,3402,1961,1168,1282,461,220,561,161,11184,Darwin City
70102,84,23,278,124,133,80,36,70,13,832,0,3,5,5,4,3,7,18,5,45,42,60,37,60,36,13,22,18,8,299,42,46,98,83,52,46,47,82,112,614,2315,5803,2969,2310,2270,888,687,1014,388,18637,Darwin Suburbs
70103,40,17,106,54,60,30,41,45,3,400,0,0,5,3,0,0,0,3,0,16,15,16,19,27,14,3,21,17,0,142,32,28,85,34,49,25,43,61,30,374,964,1226,2319,766,917,260,472,526,140,7599,Litchfield
70104,65,28,200,118,100,60,44,60,16,697,0,0,3,3,3,0,0,6,0,17,24,21,33,59,30,5,16,9,12,202,30,21,63,37,55,34,42,38,60,388,1282,2141,2580,1631,1660,550,580,636,233,11303,Palmerston
40301,78,7,177,87,66,54,7,34,5,515,0,0,3,0,0,0,0,0,0,4,20,34,12,11,23,9,5,8,3,133,23,32,30,26,30,24,0,8,30,200,1834,4171,1305,1307,1400,676,177,394,141,11405,Holdfast Bay
70201,73,31,191,136,100,66,28,59,4,690,3,3,0,3,0,4,0,4,0,17,20,44,9,44,23,8,3,4,9,164,29,57,35,79,34,14,32,61,45,388,1331,3108,1340,1810,1157,390,313,581,219,10256,Alice Springs
70202,6,3,16,7,10,3,0,6,0,56,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,3,0,16,7,7,3,19,11,4,0,10,6,81,169,264,127,196,101,25,24,119,29,1059,Barkly
70203,11,10,32,12,9,5,5,6,0,102,0,0,0,0,0,0,0,4,3,12,5,14,3,9,9,0,3,5,4,52,22,37,32,29,21,11,14,26,51,233,298,638,308,312,219,77,117,180,89,2239,Daly - Tiwi - West Arnhem
70204,8,7,18,9,19,9,4,11,7,81,0,3,3,0,0,0,0,0,0,6,7,4,4,10,4,3,8,7,4,53,9,29,15,32,11,7,8,26,46,195,274,709,348,316,232,69,133,103,79,2276,East Arnhem
70205,27,10,71,27,23,15,3,21,10,206,0,0,0,0,0,0,0,0,0,10,8,8,19,25,5,0,5,11,5,78,31,36,25,59,34,16,21,54,58,336,523,1013,695,623,432,150,132,308,122,4001,Katherine
80101,146,54,505,231,214,116,46,69,27,1409,3,4,4,0,0,3,0,7,0,18,106,129,36,74,138,13,20,31,34,586,52,91,67,70,89,34,27,55,92,567,5468,12432,3823,3510,5445,1394,613,1134,829,34648,Belconnen
80103,3,0,9,0,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,3,5,23,55,65,60,34,32,10,21,28,11,313,Canberra East
