yr,land_area_ha,solar_instl_small_scale_solar_panel_sys_instl_num,solar_instl_increase_instl_prev_yr_pr100,solar_instl_solar_water_heater_instl_num,solar_instl_increase_swh_instl_prev_yr_pr100,sa3_code16,sa3_name16,ogc_fid
2016,,6108.0,8.2,1094.0,4.7,40702,Limestone Coast,1315
2015,,5646.0,9.6,1045.0,7.0,40702,Limestone Coast,1316
2014,,5151.0,,977.0,,40702,Limestone Coast,1317
2018,3678208.0,,,,,40703,Murray and Mallee,1318
2017,,12370.0,7.6,2586.0,1.5,40703,Murray and Mallee,1319
2016,,11497.0,7.2,2548.0,3.4,40703,Murray and Mallee,1320
2015,,10726.0,9.0,2464.0,7.6,40703,Murray and Mallee,1321
2014,,9844.0,,2289.0,,40703,Murray and Mallee,1322
2018,366432.3,,,,,50101,Augusta - Margaret River - Busselton,1323
2017,,5774.0,15.0,5017.0,6.7,50101,Augusta - Margaret River - Busselton,1324
2016,,5021.0,12.4,4704.0,7.7,50101,Augusta - Margaret River - Busselton,1325
2015,,4468.0,11.2,4367.0,8.7,50101,Augusta - Margaret River - Busselton,1326
2015,,3148.0,6.7,452.0,3.9,40107,Unley,1211
2014,,2949.0,,435.0,,40107,Unley,1212
2018,30686.5,,,,,40201,Gawler - Two Wells,1213
2017,,5352.0,9.0,1253.0,3.7,40201,Gawler - Two Wells,1214
2016,,4909.0,7.1,1208.0,3.2,40201,Gawler - Two Wells,1215
2015,,4585.0,6.6,1170.0,2.5,40201,Gawler - Two Wells,1216
2014,,4303.0,,1141.0,,40201,Gawler - Two Wells,1217
2018,35680.3,,,,,40202,Playford,1218
2017,,9951.0,8.9,2988.0,2.9,40202,Playford,1219
2016,,9136.0,8.6,2903.0,3.3,40202,Playford,1220
2015,,8411.0,7.5,2811.0,6.0,40202,Playford,1221
2014,,7824.0,,2652.0,,40202,Playford,1222
2018,3484.0,,,,,40203,Port Adelaide - East,1223
2017,,7672.0,10.4,1349.0,5.7,40203,Port Adelaide - East,1224
2016,,6951.0,7.6,1276.0,8.0,40203,Port Adelaide - East,1225
2015,,6461.0,8.6,1182.0,8.2,40203,Port Adelaide - East,1226
2018,2751.8,,,,,40103,Burnside,1258
2018,3839.9,,,,,40403,West Torrens,1273
2017,,5975.0,9.5,825.0,2.9,40403,West Torrens,1274
2016,,5458.0,6.6,802.0,3.2,40403,West Torrens,1275
2017,,4695.0,9.9,736.0,4.0,40103,Burnside,1259
2015,,5122.0,6.1,777.0,4.9,40403,West Torrens,1276
2014,,4826.0,,741.0,,40403,West Torrens,1277
2018,283715.2,,,,,40501,Barossa,1278
2016,,4273.0,7.5,708.0,2.8,40103,Burnside,1260
2017,,6205.0,7.6,1560.0,2.4,40501,Barossa,1279
2016,,5767.0,6.8,1523.0,2.2,40501,Barossa,1280
2015,,5400.0,6.0,1490.0,4.2,40501,Barossa,1281
2015,,3974.0,7.8,689.0,3.5,40103,Burnside,1261
2014,,5095.0,,1430.0,,40501,Barossa,1282
2018,1372895.9,,,,,40502,Lower North,1283
2017,,4021.0,7.3,722.0,1.7,40502,Lower North,1284
2014,,3688.0,,666.0,,40103,Burnside,1262
2018,2536.8,,,,,40104,Campbelltown (SA),1263
2017,,5589.0,9.3,791.0,2.1,40104,Campbelltown (SA),1264
2016,,5114.0,6.1,775.0,3.5,40104,Campbelltown (SA),1265
2018,1132.2,,,,,40106,Prospect - Walkerville,1268
2017,,2900.0,9.9,366.0,6.1,40106,Prospect - Walkerville,1269
2016,,2639.0,6.0,345.0,2.7,40106,Prospect - Walkerville,1270
2015,,2489.0,6.2,336.0,2.4,40106,Prospect - Walkerville,1271
2014,,2343.0,,328.0,,40106,Prospect - Walkerville,1272
2018,544951.4,,,,,50102,Bunbury,1328
2017,,11848.0,12.2,6920.0,5.1,50102,Bunbury,1329
2016,,10562.0,12.4,6585.0,5.7,50102,Bunbury,1330
2015,,9399.0,12.8,6229.0,6.4,50102,Bunbury,1331
2014,,8331.0,,5856.0,,50102,Bunbury,1332
2018,1568857.5,,,,,50103,Manjimup,1333
2017,,2607.0,14.3,2632.0,4.6,50103,Manjimup,1334
2016,,2280.0,14.1,2516.0,5.7,50103,Manjimup,1335
2015,,1998.0,14.5,2381.0,6.5,50103,Manjimup,1336
2014,,1745.0,,2235.0,,50103,Manjimup,1337
2018,103286.3,,,,,50201,Mandurah,1338
2017,,16231.0,11.7,8828.0,5.6,50201,Mandurah,1339
2016,,14531.0,10.9,8357.0,6.8,50201,Mandurah,1340
2015,,13106.0,11.5,7826.0,6.9,50201,Mandurah,1341
2014,,11754.0,,7321.0,,50201,Mandurah,1342
2018,4871.6,,,,,50301,Cottesloe - Claremont,1343
2017,,4338.0,19.5,2349.0,5.1,50301,Cottesloe - Claremont,1344
2016,,3629.0,15.5,2236.0,5.1,50301,Cottesloe - Claremont,1345
2015,,3142.0,12.6,2128.0,6.1,50301,Cottesloe - Claremont,1346
2014,,2791.0,,2006.0,,50301,Cottesloe - Claremont,1347
2018,4352.4,,,,,50302,Perth City,1348
2017,,4767.0,17.5,1877.0,5.2,50302,Perth City,1349
2016,,4057.0,17.4,1784.0,5.4,50302,Perth City,1350
2015,,3455.0,11.5,1692.0,4.6,50302,Perth City,1351
2014,,3099.0,,1617.0,,50302,Perth City,1352
2018,4466.9,,,,,50401,Bayswater - Bassendean,1353
2017,,6612.0,14.1,3797.0,5.8,50401,Bayswater - Bassendean,1354
2016,,5797.0,10.3,3589.0,6.2,50401,Bayswater - Bassendean,1355
2015,,5254.0,9.3,3381.0,7.3,50401,Bayswater - Bassendean,1356
2014,,4808.0,,3150.0,,50401,Bayswater - Bassendean,1357
2018,68543.1,,,,,50402,Mundaring,1358
2017,,4955.0,11.7,5058.0,6.3,50402,Mundaring,1359
2016,,4436.0,10.4,4759.0,6.8,50402,Mundaring,1360
2015,,4017.0,10.7,4457.0,7.0,50402,Mundaring,1361
2014,,3629.0,,4165.0,,50402,Mundaring,1362
2018,103233.1,,,,,50403,Swan,1363
2017,,15739.0,16.7,7967.0,5.3,50403,Swan,1364
2016,,13482.0,14.6,7563.0,6.8,50403,Swan,1365
2015,,11765.0,15.2,7081.0,9.2,50403,Swan,1366
2014,,10214.0,,6485.0,,50403,Swan,1367
2018,10047.3,,,,,50501,Joondalup,1368
2017,,18619.0,14.7,8794.0,4.9,50501,Joondalup,1369
2016,,16226.0,9.9,8382.0,4.7,50501,Joondalup,1370
2015,,14765.0,8.7,8007.0,5.6,50501,Joondalup,1371
2014,,13589.0,,7582.0,,50501,Joondalup,1372
2018,9932.6,,,,,50502,Stirling,1373
2017,,13627.0,14.7,7454.0,5.1,50502,Stirling,1374
2016,,11882.0,11.0,7094.0,5.2,50502,Stirling,1375
2015,,10708.0,10.3,6745.0,5.4,50502,Stirling,1376
2014,,9708.0,,6400.0,,50502,Stirling,1377
2018,68420.1,,,,,50503,Wanneroo,1378
2017,,22970.0,16.3,10692.0,4.6,50503,Wanneroo,1379
2016,,19756.0,14.5,10224.0,6.4,50503,Wanneroo,1380
2015,,17254.0,14.6,9606.0,8.7,50503,Wanneroo,1381
2014,,15053.0,,8840.0,,50503,Wanneroo,1382
2018,55952.6,,,,,50601,Armadale,1383
2017,,9630.0,17.2,6333.0,5.9,50601,Armadale,1384
2016,,8218.0,15.5,5982.0,7.6,50601,Armadale,1385
2015,,7113.0,13.9,5559.0,8.5,50601,Armadale,1386
2014,,6244.0,,5122.0,,50601,Armadale,1387
2018,6011.0,,,,,50602,Belmont - Victoria Park,1388
2017,,4754.0,11.7,2501.0,5.1,50602,Belmont - Victoria Park,1389
2016,,4257.0,10.8,2380.0,5.1,50602,Belmont - Victoria Park,1390
2015,,3842.0,12.5,2265.0,6.3,50602,Belmont - Victoria Park,1391
2014,,3415.0,,2130.0,,50602,Belmont - Victoria Park,1392
2018,6818.8,,,,,50603,Canning,1393
2017,,10317.0,12.3,4754.0,4.3,50603,Canning,1394
2016,,9184.0,9.4,4558.0,6.5,50603,Canning,1395
2015,,8397.0,9.4,4278.0,6.6,50603,Canning,1396
2014,,7672.0,,4014.0,,50603,Canning,1397
2018,12729.8,,,,,50604,Gosnells,1398
2017,,14347.0,12.6,6206.0,4.7,50604,Gosnells,1399
2016,,12743.0,10.2,5927.0,6.5,50604,Gosnells,1400
2015,,11567.0,9.3,5564.0,6.6,50604,Gosnells,1401
2014,,10586.0,,5218.0,,50604,Gosnells,1402
2018,28380.0,,,,,50605,Kalamunda,1403
2017,,7084.0,12.9,5949.0,5.2,50605,Kalamunda,1404
2016,,6276.0,8.8,5656.0,5.6,50605,Kalamunda,1405
2015,,5771.0,8.9,5354.0,6.5,50605,Kalamunda,1406
2014,,5298.0,,5027.0,,50605,Kalamunda,1407
2018,90476.4,,,,,50606,Serpentine - Jarrahdale,1408
2017,,3834.0,22.7,2940.0,6.3,50606,Serpentine - Jarrahdale,1409
2016,,3124.0,20.2,2765.0,8.9,50606,Serpentine - Jarrahdale,1410
2015,,2600.0,19.7,2538.0,9.8,50606,Serpentine - Jarrahdale,1411
2014,,2173.0,,2312.0,,50606,Serpentine - Jarrahdale,1412
2018,2030.7,,,,,50607,South Perth,1413
2017,,2774.0,16.1,1096.0,4.4,50607,South Perth,1414
2016,,2390.0,15.5,1050.0,6.1,50607,South Perth,1415
2015,,2069.0,10.7,990.0,7.7,50607,South Perth,1416
2014,,1869.0,,919.0,,50607,South Perth,1417
2018,14821.0,,,,,50701,Cockburn,1418
2017,,11674.0,15.7,6240.0,4.5,50701,Cockburn,1419
2016,,10093.0,12.4,5969.0,5.9,50701,Cockburn,1420
2015,,8981.0,12.2,5637.0,7.5,50701,Cockburn,1421
2014,,8001.0,,5246.0,,50701,Cockburn,1422
2018,4133.0,,,,,50702,Fremantle,1423
2017,,3048.0,14.1,1765.0,5.7,50702,Fremantle,1424
2016,,2671.0,11.0,1670.0,5.7,50702,Fremantle,1425
2015,,2407.0,10.5,1580.0,7.3,50702,Fremantle,1426
2014,,2179.0,,1473.0,,50702,Fremantle,1427
2018,12001.2,,,,,50703,Kwinana,1428
2017,,4605.0,17.4,2669.0,4.3,50703,Kwinana,1429
2016,,3922.0,13.4,2559.0,6.5,50703,Kwinana,1430
2015,,3459.0,15.9,2402.0,8.1,50703,Kwinana,1431
2014,,2984.0,,2223.0,,50703,Kwinana,1432
2018,5345.4,,,,,50704,Melville,1433
2017,,9875.0,14.7,5078.0,6.0,50704,Melville,1434
2016,,8610.0,10.6,4789.0,6.4,50704,Melville,1435
2015,,7783.0,9.3,4501.0,6.1,50704,Melville,1436
2014,,7120.0,,4241.0,,50704,Melville,1437
2018,25769.0,,,,,50705,Rockingham,1438
2017,,17429.0,12.9,7947.0,5.0,50705,Rockingham,1439
2016,,15439.0,12.4,7565.0,6.6,50705,Rockingham,1440
2015,,13739.0,12.8,7095.0,7.9,50705,Rockingham,1441
2014,,12181.0,,6577.0,,50705,Rockingham,1442
2018,3788799.2,,,,,50901,Albany,1443
2017,,4515.0,11.3,4079.0,2.8,50901,Albany,1444
2016,,4055.0,14.7,3967.0,3.9,50901,Albany,1445
2015,,3536.0,15.7,3819.0,4.7,50901,Albany,1446
2014,,3055.0,,3646.0,,50901,Albany,1447
2018,11069458.0,,,,,50902,Wheat Belt - North,1448
2017,,7519.0,13.4,6349.0,4.7,50902,Wheat Belt - North,1449
2016,,6632.0,15.7,6062.0,4.8,50902,Wheat Belt - North,1450
2015,,5731.0,13.6,5786.0,5.9,50902,Wheat Belt - North,1451
2014,,5043.0,,5466.0,,50902,Wheat Belt - North,1452
2018,4876280.5,,,,,50903,Wheat Belt - South,1453
2017,,2181.0,14.7,1715.0,2.9,50903,Wheat Belt - South,1454
2016,,1901.0,21.2,1667.0,3.2,50903,Wheat Belt - South,1455
2015,,1568.0,21.6,1616.0,4.9,50903,Wheat Belt - South,1456
2014,,1290.0,,1541.0,,50903,Wheat Belt - South,1457
2018,41925980.0,,,,,51001,Kimberley,1458
2017,,848.0,1.3,2450.0,2.1,51001,Kimberley,1459
2016,,837.0,1.2,2400.0,0.9,51001,Kimberley,1460
2015,,827.0,3.8,2379.0,,51001,Kimberley,1461
2014,,797.0,,2410.0,,51001,Kimberley,1462
2018,39072376.0,,,,,51002,East Pilbara,1463
2017,,304.0,5.6,1348.0,,51002,East Pilbara,1464
2016,,288.0,5.5,1348.0,0.3,51002,East Pilbara,1465
2015,,273.0,5.8,1344.0,0.5,51002,East Pilbara,1466
2014,,258.0,,1337.0,,51002,East Pilbara,1467
2018,11606609.0,,,,,51003,West Pilbara,1468
2017,,373.0,12.7,643.0,0.3,51003,West Pilbara,1469
2016,,331.0,13.4,641.0,0.6,51003,West Pilbara,1470
2015,,292.0,16.8,637.0,0.2,51003,West Pilbara,1471
2014,,250.0,,636.0,,51003,West Pilbara,1472
2018,5566066.0,,,,,51101,Esperance,1473
2017,,672.0,1.4,777.0,0.8,51101,Esperance,1474
2016,,663.0,2.8,771.0,0.3,51101,Esperance,1475
2015,,645.0,0.9,769.0,2.5,51101,Esperance,1476
2014,,639.0,,750.0,,51101,Esperance,1477
2018,13506408.0,,,,,51102,Gascoyne,1478
2017,,454.0,2.3,1359.0,6.3,51102,Gascoyne,1479
2016,,444.0,0.5,1279.0,5.4,51102,Gascoyne,1480
2015,,442.0,1.4,1213.0,7.2,51102,Gascoyne,1481
2014,,436.0,,1132.0,,51102,Gascoyne,1482
2018,71451304.0,,,,,51103,Goldfields,1483
2017,,1878.0,12.3,824.0,1.2,51103,Goldfields,1484
2016,,1672.0,20.5,814.0,0.9,51103,Goldfields,1485
2015,,1387.0,15.0,807.0,2.4,51103,Goldfields,1486
2014,,1206.0,,788.0,,51103,Goldfields,1487
2018,46679476.0,,,,,51104,Mid West,1488
2017,,5314.0,12.8,5325.0,3.4,51104,Mid West,1489
2016,,4712.0,12.6,5149.0,3.7,51104,Mid West,1490
2015,,4183.0,11.9,4965.0,4.3,51104,Mid West,1491
2014,,3739.0,,4759.0,,51104,Mid West,1492
2018,17607.8,,,,,60101,Brighton,1493
2017,,1112.0,8.0,161.0,2.5,60101,Brighton,1494
2016,,1030.0,9.5,157.0,1.9,60101,Brighton,1495
2015,,941.0,6.8,154.0,4.1,60101,Brighton,1496
2014,,881.0,,148.0,,60101,Brighton,1497
2018,26594.2,,,,,60102,Hobart - North East,1498
2017,,3049.0,7.2,712.0,2.9,60102,Hobart - North East,1499
2016,,2844.0,6.4,692.0,2.5,60102,Hobart - North East,1500
2015,,2674.0,6.1,675.0,4.3,60102,Hobart - North East,1501
2014,,2520.0,,647.0,,60102,Hobart - North East,1502
2018,16828.2,,,,,60103,Hobart - North West,1503
2017,,2417.0,6.6,460.0,2.0,60103,Hobart - North West,1504
2016,,2268.0,7.2,451.0,1.3,60103,Hobart - North West,1505
2015,,2115.0,6.4,445.0,2.5,60103,Hobart - North West,1506
2014,,1988.0,,434.0,,60103,Hobart - North West,1507
2018,32850.6,,,,,60104,Hobart - South and West,1508
2017,,2268.0,6.6,716.0,2.7,60104,Hobart - South and West,1509
2016,,2128.0,8.2,697.0,1.5,60104,Hobart - South and West,1510
2015,,1966.0,5.2,687.0,3.2,60104,Hobart - South and West,1511
2014,,1868.0,,666.0,,60104,Hobart - South and West,1512
2018,6222.5,,,,,60105,Hobart Inner,1513
2017,,2388.0,6.7,852.0,1.8,60105,Hobart Inner,1514
2016,,2239.0,6.2,837.0,2.1,60105,Hobart Inner,1515
2015,,2109.0,4.7,820.0,1.7,60105,Hobart Inner,1516
2014,,2014.0,,806.0,,60105,Hobart Inner,1517
2018,69432.7,,,,,60106,Sorell - Dodges Ferry,1518
2017,,1231.0,7.0,217.0,4.3,60106,Sorell - Dodges Ferry,1519
2016,,1150.0,9.3,208.0,3.0,60106,Sorell - Dodges Ferry,1520
2015,,1052.0,6.4,202.0,5.2,60106,Sorell - Dodges Ferry,1521
2014,,989.0,,192.0,,60106,Sorell - Dodges Ferry,1522
2018,26070.9,,,,,60201,Launceston,1523
2017,,4208.0,11.2,997.0,3.9,60201,Launceston,1524
2016,,3783.0,9.9,960.0,3.4,60201,Launceston,1525
2015,,3443.0,8.2,928.0,7.3,60201,Launceston,1526
2014,,3181.0,,865.0,,60201,Launceston,1527
2018,397896.1,,,,,60202,Meander Valley - West Tamar,1528
2017,,2004.0,8.4,404.0,6.0,60202,Meander Valley - West Tamar,1529
2016,,1848.0,11.9,381.0,4.4,60202,Meander Valley - West Tamar,1530
2015,,1651.0,10.1,365.0,7.0,60202,Meander Valley - West Tamar,1531
2014,,1499.0,,341.0,,60202,Meander Valley - West Tamar,1532
2018,1573566.8,,,,,60203,North East,1533
2017,,3112.0,9.7,762.0,3.7,60203,North East,1534
2016,,2838.0,11.8,735.0,6.4,60203,North East,1535
2015,,2539.0,12.2,691.0,6.6,60203,North East,1536
2014,,2263.0,,648.0,,60203,North East,1537
2018,1842673.2,,,,,60301,Central Highlands (Tas.),1538
2017,,681.0,7.9,104.0,,60301,Central Highlands (Tas.),1539
2016,,631.0,10.7,104.0,3.0,60301,Central Highlands (Tas.),1540
2015,,570.0,8.6,101.0,3.1,60301,Central Highlands (Tas.),1541
2014,,525.0,,98.0,,60301,Central Highlands (Tas.),1542
2018,219267.5,,,,,60302,Huon - Bruny Island,1543
2017,,1804.0,9.7,465.0,2.6,60302,Huon - Bruny Island,1544
2016,,1644.0,9.6,453.0,3.7,60302,Huon - Bruny Island,1545
2015,,1500.0,6.1,437.0,2.8,60302,Huon - Bruny Island,1546
2014,,1414.0,,425.0,,60302,Huon - Bruny Island,1547
2018,320260.9,,,,,60303,South East Coast,1548
2017,,731.0,8.3,165.0,3.1,60303,South East Coast,1549
2016,,675.0,8.3,160.0,3.9,60303,South East Coast,1550
2015,,623.0,7.4,154.0,3.4,60303,South East Coast,1551
2014,,580.0,,149.0,,60303,South East Coast,1552
2016,,10113.0,5.4,1663.0,3.3,40302,Marion,1560
2015,,9591.0,5.7,1610.0,4.6,40302,Marion,1561
2014,,9073.0,,1539.0,,40302,Marion,1562
2018,160447.3,,,,,60401,Burnie - Ulverstone,1563
2017,,2564.0,7.9,415.0,3.8,60401,Burnie - Ulverstone,1564
2016,,2377.0,13.5,400.0,4.2,60401,Burnie - Ulverstone,1565
2015,,2094.0,11.5,384.0,5.2,60401,Burnie - Ulverstone,1566
2014,,1878.0,,365.0,,60401,Burnie - Ulverstone,1567
2018,189435.8,,,,,60402,Devonport,1568
2017,,2588.0,9.2,448.0,3.7,60402,Devonport,1569
2016,,2369.0,10.3,432.0,5.1,60402,Devonport,1570
2015,,2148.0,10.1,411.0,6.2,60402,Devonport,1571
2014,,1951.0,,387.0,,60402,Devonport,1572
2018,1902631.8,,,,,60403,West Coast,1573
2017,,979.0,6.6,217.0,1.4,60403,West Coast,1574
2016,,918.0,10.6,214.0,2.9,60403,West Coast,1575
2015,,830.0,20.3,208.0,0.5,60403,West Coast,1576
2014,,690.0,,207.0,,60403,West Coast,1577
2018,1314.0,,,,,40301,Holdfast Bay,1553
2018,4061.7,,,,,70101,Darwin City,1578
2017,,435.0,40.3,1160.0,10.0,70101,Darwin City,1579
2017,,3766.0,8.9,644.0,5.6,40301,Holdfast Bay,1554
2016,,310.0,41.6,1055.0,3.0,70101,Darwin City,1580
2015,,219.0,36.0,1024.0,4.2,70101,Darwin City,1581
2016,,3457.0,6.8,610.0,2.2,40301,Holdfast Bay,1555
2014,,161.0,,983.0,,70101,Darwin City,1582
2018,13244.2,,,,,70102,Darwin Suburbs,1583
2015,,3238.0,5.6,597.0,3.1,40301,Holdfast Bay,1556
2017,,2466.0,34.0,4821.0,4.2,70102,Darwin Suburbs,1584
2016,,1840.0,39.7,4625.0,6.1,70102,Darwin Suburbs,1585
2014,,3066.0,,579.0,,40301,Holdfast Bay,1557
2018,5620.0,,,,,40302,Marion,1558
2017,,10905.0,7.8,1711.0,2.9,40302,Marion,1559
2015,,1317.0,37.3,4358.0,7.4,70102,Darwin Suburbs,1586
2014,,959.0,,4059.0,,70102,Darwin Suburbs,1587
2018,293831.8,,,,,70103,Litchfield,1588
2017,,1030.0,29.7,1435.0,3.2,70103,Litchfield,1589
2016,,794.0,27.4,1391.0,4.9,70103,Litchfield,1590
2015,,623.0,21.0,1326.0,5.0,70103,Litchfield,1591
2014,,515.0,,1263.0,,70103,Litchfield,1592
2018,5252.9,,,,,70104,Palmerston,1593
2018,30321398.0,,,,,70202,Barkly,1603
2017,,1749.0,40.1,4418.0,8.6,70104,Palmerston,1594
2016,,1248.0,49.8,4067.0,7.6,70104,Palmerston,1595
2016,,103.0,58.5,363.0,6.5,70204,East Arnhem,1615
2015,,65.0,25.0,341.0,15.6,70204,East Arnhem,1616
2014,,52.0,,295.0,,70204,East Arnhem,1617
2018,32625026.0,,,,,70205,Katherine,1618
2017,,443.0,13.6,832.0,7.9,70205,Katherine,1619
2016,,390.0,30.9,771.0,17.7,70205,Katherine,1620
2015,,833.0,24.7,3779.0,11.0,70104,Palmerston,1596
2014,,668.0,,3406.0,,70104,Palmerston,1597
2015,,298.0,56.0,655.0,4.3,70205,Katherine,1621
2014,,191.0,,628.0,,70205,Katherine,1622
2018,11214.7,,,,,80101,Belconnen,1623
2017,,5038.0,9.8,3196.0,4.1,80101,Belconnen,1624
2016,,4588.0,5.1,3071.0,4.2,80101,Belconnen,1625
2015,,4366.0,5.7,2948.0,2.8,80101,Belconnen,1626
2018,56956472.0,,,,,70201,Alice Springs,1598
2014,,4131.0,,2868.0,,80101,Belconnen,1627
2015,,59.0,22.9,25.0,4.2,80103,Canberra East,1628
2014,,48.0,,24.0,,80103,Canberra East,1629
2017,,2018.0,16.6,2550.0,1.4,70201,Alice Springs,1599
2018,21192.1,,,,,80103,Canberra East,1630
2017,,93.0,22.4,29.0,7.4,80103,Canberra East,1631
2016,,76.0,28.8,27.0,8.0,80103,Canberra East,1632
2016,,1731.0,20.0,2516.0,1.3,70201,Alice Springs,1600
2015,,1443.0,25.8,2483.0,1.7,70201,Alice Springs,1601
2014,,1147.0,,2442.0,,70201,Alice Springs,1602
2017,,149.0,9.6,122.0,0.8,70202,Barkly,1604
2016,,136.0,24.8,121.0,0.8,70202,Barkly,1605
2015,,109.0,45.3,120.0,,70202,Barkly,1606
2014,,75.0,,120.0,,70202,Barkly,1607
2018,11229485.0,,,,,70203,Daly - Tiwi - West Arnhem,1608
2017,,348.0,27.9,426.0,8.7,70203,Daly - Tiwi - West Arnhem,1609
2016,,272.0,43.2,392.0,10.4,70203,Daly - Tiwi - West Arnhem,1610
2015,,190.0,30.1,355.0,12.3,70203,Daly - Tiwi - West Arnhem,1611
2014,,146.0,,316.0,,70203,Daly - Tiwi - West Arnhem,1612
2018,3360659.0,,,,,70204,East Arnhem,1613
2017,,133.0,29.1,393.0,8.3,70204,East Arnhem,1614
2018,9185.7,,,,,80104,Gungahlin,1633
2017,,3065.0,13.2,773.0,4.2,80104,Gungahlin,1634
2016,,2708.0,7.7,742.0,3.9,80104,Gungahlin,1635
2015,,2515.0,9.7,714.0,5.3,80104,Gungahlin,1636
2014,,2292.0,,678.0,,80104,Gungahlin,1637
2018,4472.3,,,,,80105,North Canberra,1638
2017,,1779.0,10.2,1094.0,2.7,80105,North Canberra,1639
2016,,1615.0,6.7,1065.0,2.1,80105,North Canberra,1640
2015,,1514.0,9.3,1043.0,3.2,80105,North Canberra,1641
2014,,1385.0,,1011.0,,80105,North Canberra,1642
2018,4441.1,,,,,80106,South Canberra,1643
2017,,933.0,13.6,384.0,4.1,80106,South Canberra,1644
2016,,821.0,7.7,369.0,3.7,80106,South Canberra,1645
2015,,762.0,7.3,356.0,3.5,80106,South Canberra,1646
2014,,710.0,,344.0,,80106,South Canberra,1647
2018,15970.8,,,,,80107,Tuggeranong,1648
2017,,4973.0,9.1,1665.0,3.7,80107,Tuggeranong,1649
2016,,4558.0,4.6,1605.0,4.4,80107,Tuggeranong,1650
2015,,4358.0,5.3,1538.0,5.2,80107,Tuggeranong,1651
2014,,4137.0,,1462.0,,80107,Tuggeranong,1652
2018,1814.9,,,,,80108,Weston Creek,1653
2017,,1768.0,17.4,965.0,4.0,80108,Weston Creek,1654
2016,,1506.0,8.0,928.0,14.0,80108,Weston Creek,1655
2015,,1395.0,8.5,814.0,32.4,80108,Weston Creek,1656
2014,,1286.0,,615.0,,80108,Weston Creek,1657
2018,2860.0,,,,,80109,Woden Valley,1658
2017,,1794.0,10.0,801.0,4.0,80109,Woden Valley,1659
2016,,1631.0,5.7,770.0,5.2,80109,Woden Valley,1660
2015,,1543.0,5.6,732.0,5.3,80109,Woden Valley,1661
2014,,1461.0,,695.0,,80109,Woden Valley,1662
2018,2715.1,,,,,80110,Molonglo,1663
2017,,,,192.0,4.3,80110,Molonglo,1664
2016,,,,184.0,14.3,80110,Molonglo,1665
2015,,,,161.0,30.9,80110,Molonglo,1666
2014,,,,123.0,,80110,Molonglo,1667
2018,161950.5,,,,,80111,Urriarra - Namadgi,1668
2017,,34.0,13.3,22.0,,80111,Urriarra - Namadgi,1669
2016,,30.0,11.1,22.0,15.8,80111,Urriarra - Namadgi,1670
2015,,27.0,8.0,19.0,18.8,80111,Urriarra - Namadgi,1671
2014,,25.0,,16.0,,80111,Urriarra - Namadgi,1672
2018,13613.6,,,,,90101,Christmas Island,1673
2017,,62.0,,,,90101,Christmas Island,1674
2016,,62.0,3.3,,,90101,Christmas Island,1675
2015,,60.0,9.1,,,90101,Christmas Island,1676
2014,,55.0,,,,90101,Christmas Island,1677
2018,1371.6,,,,,90102,Cocos (Keeling) Islands,1678
2017,,13.0,,4.0,,90102,Cocos (Keeling) Islands,1679
2016,,13.0,116.7,4.0,,90102,Cocos (Keeling) Islands,1680
2015,,6.0,50.0,4.0,,90102,Cocos (Keeling) Islands,1681
2014,,4.0,,4.0,,90102,Cocos (Keeling) Islands,1682
2018,6781.3,,,,,90103,Jervis Bay,1683
2017,,34.0,13.3,35.0,2.9,90103,Jervis Bay,1684
2016,,30.0,7.1,34.0,3.0,90103,Jervis Bay,1685
2015,,28.0,7.7,33.0,3.1,90103,Jervis Bay,1686
2014,,26.0,,32.0,,90103,Jervis Bay,1687
2018,3865.1,,,,,90104,Norfolk Island,1688
2017,,542.0,0.2,187.0,10.0,90104,Norfolk Island,1689
2016,,541.0,,170.0,13.3,90104,Norfolk Island,1690
2015,,541.0,,150.0,11.1,90104,Norfolk Island,1691
2014,,541.0,,135.0,,90104,Norfolk Island,1692
