sa3_code16,m_ind_15_19_pd_gd_gcl,m_ind_15_19_bdl,m_ind_15_19_adip_dipl,m_ind_15_19_ct_iii_iv,m_ind_15_19_ct_i_ii,m_ind_15_19_cl_nfd,m_ind_15_19_loe_ns,m_ind_15_19_tot,m_ind_20_24_pd_gd_gcl,m_ind_20_24_bdl,m_ind_20_24_adip_dipl,m_ind_20_24_ct_iii_iv,m_ind_20_24_ct_i_ii,m_ind_20_24_cl_nfd,m_ind_20_24_loe_ns,m_ind_20_24_tot,m_ind_25_34_pd_gd_gcl,m_ind_25_34_bdl,m_ind_25_34_adip_dipl,m_ind_25_34_ct_iii_iv,m_ind_25_34_ct_i_ii,m_ind_25_34_cl_nfd,m_ind_25_34_loe_ns,m_ind_25_34_tot,m_ind_35_44_pd_gd_gcl,m_ind_35_44_bdl,m_ind_35_44_adip_dipl,m_ind_35_44_ct_iii_iv,m_ind_35_44_ct_i_ii,m_ind_35_44_cl_nfd,m_ind_35_44_loe_ns,m_ind_35_44_tot,m_ind_45_54_pd_gd_gcl,m_ind_45_54_bdl,m_ind_45_54_adip_dipl,m_ind_45_54_ct_iii_iv,m_ind_45_54_ct_i_ii,m_ind_45_54_cl_nfd,m_ind_45_54_loe_ns,m_ind_45_54_tot,m_ind_55_64_pd_gd_gcl,m_ind_55_64_bdl,m_ind_55_64_adip_dipl,m_ind_55_64_ct_iii_iv,m_ind_55_64_ct_i_ii,m_ind_55_64_cl_nfd,m_ind_55_64_loe_ns,m_ind_55_64_tot,m_ind_65ov_ptgdde_gddp_gdct,m_ind_65ov_bdl,m_ind_65ov_adip_dipl,m_ind_65ov_ct_iii_iv,m_ind_65ov_ct_i_ii,m_ind_65ov_cl_nfd,m_ind_65ov_loe_ns,m_ind_65ov_tot,m_ind_tot_pd_gd_gcl,m_ind_tot_bdl,m_ind_tot_adip_dipl,m_ind_tot_ct_iii_iv,m_ind_tot_ct_i_ii,m_ind_tot_cl_nfd,m_ind_tot_loe_ns,m_ind_tot_tot,m_noni_15_19_pd_gd_gcl,m_noni_15_19_bdl,m_noni_15_19_adip_dipl,m_noni_15_19_ct_iii_iv,m_noni_15_19_ct_i_ii,m_noni_15_19_cl_nfd,m_noni_15_19_loe_ns,m_noni_15_19_tot,m_noni_20_24_pd_gd_gcl,m_noni_20_24_bdl,m_noni_20_24_adip_dipl,m_noni_20_24_ct_iii_iv,m_noni_20_24_ct_i_ii,m_noni_20_24_cl_nfd,m_noni_20_24_loe_ns,m_noni_20_24_tot,m_noni_25_34_pd_gd_gcl,m_noni_25_34_bdl,m_noni_25_34_adip_dipl,m_noni_25_34_ct_iii_iv,m_noni_25_34_ct_i_ii,m_noni_25_34_cl_nfd,m_noni_25_34_loe_ns,m_noni_25_34_tot,m_noni_35_44_pd_gd_gcl,m_noni_35_44_bdl,m_noni_35_44_adip_dipl,m_noni_35_44_ct_iii_iv,m_noni_35_44_ct_i_ii,m_noni_35_44_cl_nfd,m_noni_35_44_loe_ns,m_noni_35_44_tot,m_noni_45_54_pd_gd_gcl,m_noni_45_54_bdl,m_noni_45_54_adip_dipl,m_noni_45_54_ct_iii_iv,m_noni_45_54_ct_i_ii,m_noni_45_54_cl_nfd,m_noni_45_54_loe_ns,m_noni_45_54_tot,m_noni_55_64_pd_gd_gcl,m_noni_55_64_bdl,m_noni_55_64_adip_dipl,m_noni_55_64_ct_iii_iv,m_noni_55_64_ct_i_ii,m_noni_55_64_cl_nfd,m_noni_55_64_loe_ns,m_noni_55_64_tot,m_noni_65ov_ptgdde_gddp_gdct,m_noni_65ov_bdl,m_noni_65ov_adip_dipl,m_noni_65ov_ct_iii_iv,m_noni_65ov_ct_i_ii,m_noni_65ov_cl_nfd,m_noni_65ov_loe_ns,m_noni_65ov_tot,m_noni_totpdde_gddp_gdct,m_noni_tot_bdl,m_noni_tot_adip_dipl,m_noni_tot_ct_iii_iv,m_noni_tot_ct_i_ii,m_noni_tot_cl_nfd,m_noni_tot_loe_ns,m_noni_tot_tot,m_is_ns_15_19_pd_gd_gcll,m_is_ns_15_19_bdl,m_is_ns_15_19_adip_dipl,m_is_ns_15_19_ct_iii_iv_l,m_is_ns_15_19_ct_i_ii,m_is_ns_15_19_cl_nfd,m_is_ns_15_19_loe_ns,m_is_ns_15_19_tot,m_is_ns_20_24_pd_gd_gcll,m_is_ns_20_24_bdl,m_is_ns_20_24_addip_and_dipl,m_is_ns_20_24_ct_iii_iv_l,m_is_ns_20_24_ct_i_ii,m_is_ns_20_24_cl_nfd,m_is_ns_20_24_loe_ns,m_is_ns_20_24_tot,m_is_ns_25_34_pd_gd_gcll,m_is_ns_25_34_bdl,m_is_ns_25_34_addip_and_dipl,m_is_ns_25_34_ct_iii_iv_l,m_is_ns_25_34_ct_i_ii_l,m_is_ns_25_34_cl_nfd,m_is_ns_25_34_loe_ns,m_is_ns_25_34_tot,m_is_ns_35_44_pd_gd_gcll,m_is_ns_35_44_bdl,m_is_ns_35_44_adip_dipl,m_is_ns_35_44_ct_iii_iv_l,m_is_ns_35_44_ct_i_ii_l,m_is_ns_35_44_cl_nfd,m_is_ns_35_44_loe_ns,m_is_ns_35_44_tot,m_is_ns_45_54_pdde_gddp_gdc,m_is_ns_45_54_bdl,m_is_ns_45_54_adip_dipl,m_is_ns_45_54_ct_iii_iv_l,m_is_ns_45_54_ct_i_ii_l,m_is_ns_45_54_cl_nfd,m_is_ns_45_54_loe_ns,m_is_ns_45_54_tot,m_is_ns_55_64_pd_gd_gcl,m_is_ns_55_64_bdl,m_is_ns_55_64_adip_dipl,m_is_ns_55_64_ct_iii_iv_l,m_is_ns_55_64_ct_i_ii_l,m_is_ns_55_64_cl_nfd,m_is_ns_55_64_loe_ns,m_is_ns_55_64_tot,m_is_ns_65ov_pd_gd_gcl,m_is_ns_65ov_bdl,m_is_ns_65ov_adip_dipl,m_is_ns_65ov_ct_iii_iv_l,m_is_ns_65ov_ct_i_ii,m_is_ns_65ov_cl_nfd,m_is_ns_65ov_loe_ns,m_is_ns_65ov_tot,m_is_ns_totpdde_gddp_gdct,m_is_ns_tot_bdl,m_is_ns_tot_adip_dipl,m_is_ns_tot_ct_iii_iv_l,m_is_ns_tot_ct_i_ii,m_is_ns_tot_cl_nfd,m_is_ns_tot_loe_ns,m_is_ns_tot_tot,m_t_15_19_pd_gd_gcl,m_t_15_19_bdl,m_t_15_19_adip_dipl,m_t_15_19_ct_iii_iv,m_t_15_19_ct_i_ii,m_t_15_19_cl_nfd,m_t_15_19_loe_ns,m_t_15_19_tot,sa3_name16
40104,0,0,0,3,0,0,0,6,0,0,0,6,0,0,3,7,0,7,3,3,0,0,0,12,3,3,3,3,0,0,0,15,0,0,0,4,0,0,0,9,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,4,13,4,26,0,0,12,50,0,0,3,45,12,0,43,105,20,259,67,231,27,16,49,666,345,915,296,585,24,32,82,2283,397,857,334,618,29,56,79,2366,328,561,379,799,18,51,120,2255,226,395,268,564,21,66,81,1623,202,399,315,921,16,90,314,2257,1520,3384,1669,3767,146,309,768,11555,0,0,0,0,0,0,44,44,0,0,0,0,0,0,35,38,0,0,0,0,0,0,91,96,0,5,0,9,0,0,76,88,0,5,3,9,0,0,112,127,0,0,0,0,0,0,70,76,3,3,0,19,0,0,148,167,3,13,16,35,0,0,570,639,0,0,3,45,12,0,90,153,Campbelltown (SA)
40106,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,7,0,0,0,3,0,0,0,7,0,3,0,0,0,0,4,7,0,0,0,4,0,0,3,7,0,0,0,4,0,0,0,6,0,0,0,3,0,0,3,3,3,7,4,22,0,0,9,45,0,0,3,26,3,0,11,42,20,196,60,108,20,5,32,442,282,664,182,306,18,24,40,1507,273,580,190,260,15,16,41,1376,276,389,195,328,12,26,47,1285,219,400,199,331,8,33,46,1230,212,330,161,335,8,44,108,1203,1280,2562,997,1686,84,153,331,7086,0,0,0,0,0,0,23,23,0,3,0,0,0,0,46,49,3,7,0,0,0,0,96,107,0,0,0,0,0,0,85,86,0,0,3,0,0,0,89,95,0,3,0,0,0,0,91,93,0,3,0,3,0,0,80,84,3,17,4,6,0,0,511,548,0,0,3,23,3,0,42,75,Prospect - Walkerville
40403,0,0,0,4,0,0,4,6,0,0,0,5,0,0,0,13,4,4,3,14,0,3,0,32,0,3,4,4,0,0,5,18,3,5,3,0,0,0,5,17,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,12,15,18,32,3,5,10,92,0,6,6,83,26,5,42,166,34,351,140,350,48,28,44,1002,611,1421,529,963,52,46,134,3748,521,955,404,834,46,50,91,2894,282,585,409,950,43,63,114,2453,186,397,341,677,21,67,93,1787,157,380,362,956,20,100,404,2380,1792,4091,2192,4820,242,367,926,14428,0,0,0,0,0,0,44,44,0,0,0,4,0,0,85,93,3,10,0,5,0,0,250,261,0,3,0,0,0,0,175,182,0,0,3,3,0,3,164,179,0,6,0,0,0,0,134,138,0,0,0,3,0,3,219,229,4,19,7,12,0,6,1073,1126,0,6,6,90,24,9,90,215,West Torrens
40501,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,6,0,0,0,9,0,0,0,8,0,0,0,10,0,0,0,5,0,0,0,3,0,0,3,8,0,0,0,3,4,0,0,11,0,0,0,3,0,0,4,10,0,0,3,31,3,0,14,51,0,0,0,54,20,8,71,149,0,43,20,212,34,9,24,341,32,168,93,685,38,56,36,1096,64,211,190,720,30,54,80,1347,70,192,218,748,19,56,106,1412,97,183,223,713,15,68,130,1435,64,201,212,689,9,61,231,1469,332,994,949,3827,157,319,679,7252,0,0,0,0,0,0,56,58,0,0,0,3,0,0,32,40,0,0,0,8,0,0,83,96,0,0,0,3,0,0,101,102,0,3,0,3,0,0,140,144,0,3,3,8,0,0,134,144,0,0,3,9,0,0,161,172,0,5,5,33,0,3,705,752,0,0,0,56,20,8,128,209,Barossa
40502,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,5,0,0,0,8,0,0,0,3,0,0,3,7,0,0,0,9,0,0,0,10,0,0,0,5,0,0,0,9,0,0,0,4,0,0,0,9,0,0,7,24,3,0,9,47,0,0,0,27,12,6,35,78,3,15,6,136,11,13,14,199,8,94,56,392,30,12,33,628,19,95,75,362,11,22,47,625,27,82,89,378,18,37,61,693,40,102,116,431,15,39,80,830,38,106,138,451,9,37,200,987,146,492,482,2184,110,165,468,4043,0,0,0,0,0,0,32,32,0,0,0,0,0,0,15,18,0,0,0,3,0,0,62,70,0,3,0,4,0,0,70,80,0,0,0,3,0,0,87,95,0,0,5,5,0,0,122,137,0,0,0,12,0,0,163,175,3,5,3,31,0,0,557,604,0,0,0,29,17,6,63,115,Lower North
40503,0,0,0,0,0,0,3,7,0,0,0,7,3,0,0,5,0,0,0,8,0,0,12,24,0,0,0,12,3,0,0,14,0,0,0,6,3,3,0,19,0,0,4,3,0,0,0,11,0,0,0,7,0,0,4,9,0,5,9,37,13,3,22,86,0,0,0,36,13,5,46,99,3,21,11,211,29,7,19,297,25,95,45,436,42,14,38,701,22,82,66,434,23,21,49,694,35,60,106,529,11,30,66,841,35,94,117,544,12,27,108,938,27,63,102,620,14,50,234,1105,149,412,445,2801,153,147,562,4669,0,0,0,0,0,0,44,39,0,0,0,0,0,0,28,33,0,0,0,0,0,0,64,66,0,0,0,3,0,0,69,75,0,3,0,5,0,0,114,124,0,0,0,12,0,0,115,131,0,0,0,6,0,0,153,158,0,3,3,28,0,0,594,627,0,0,0,33,17,5,90,150,Mid North
40504,0,0,0,0,0,0,3,5,0,0,0,8,3,0,0,10,0,0,0,11,3,0,3,21,0,0,0,7,0,0,3,11,0,0,3,11,0,0,7,21,0,0,0,5,0,0,0,6,0,0,5,3,0,0,0,7,0,0,7,43,4,3,22,85,0,0,0,35,8,7,41,86,0,18,4,127,13,10,19,191,12,73,35,371,30,25,35,585,18,77,53,299,18,31,44,541,12,53,82,487,15,33,76,768,35,67,128,574,10,49,99,964,30,85,160,824,11,82,381,1569,107,373,472,2719,95,230,696,4699,0,0,0,0,0,0,21,21,0,0,0,0,0,0,19,14,0,0,0,0,0,0,49,52,0,0,0,3,0,0,61,72,0,0,0,10,0,0,93,104,4,0,3,4,0,0,119,132,0,0,0,11,0,0,215,224,3,5,4,28,0,4,579,624,0,0,0,39,8,7,62,111,Yorke Peninsula
40601,0,0,0,4,0,0,34,44,0,0,0,12,6,7,32,57,0,0,0,42,8,0,49,102,0,3,0,33,7,3,45,92,0,0,9,28,4,3,44,92,0,0,5,10,0,0,23,44,0,0,0,9,0,3,10,19,3,4,19,139,27,18,240,453,0,0,5,58,21,6,96,186,0,39,18,423,61,19,52,614,51,273,120,1107,83,61,139,1837,69,282,173,1076,59,66,177,1893,59,222,230,1249,36,72,190,2061,73,160,220,1112,34,84,203,1888,55,107,195,1175,16,73,456,2073,306,1079,962,6203,306,380,1301,10541,0,0,0,0,0,0,88,85,0,0,0,3,0,0,107,116,0,0,0,3,0,0,216,224,0,3,0,11,0,0,187,201,0,0,6,7,0,3,265,280,0,0,0,15,0,0,250,270,0,0,0,20,0,0,337,358,0,4,7,58,0,3,1448,1527,0,0,5,65,26,6,213,312,Eyre Peninsula and South West
40602,0,0,3,11,3,0,54,64,0,0,0,23,8,0,76,108,0,0,0,60,10,10,149,230,0,0,6,48,7,10,82,158,0,7,5,50,9,7,84,167,3,4,7,23,0,6,36,83,0,0,4,12,0,3,19,41,6,9,28,226,34,36,502,845,0,0,0,19,7,0,27,59,3,40,6,168,22,11,73,321,43,173,72,581,38,23,169,1094,51,105,63,504,16,25,144,907,44,70,85,566,11,24,109,910,28,55,121,504,12,27,97,847,19,47,61,428,11,24,190,773,185,495,412,2774,111,129,806,4909,0,0,0,0,0,0,36,36,0,0,0,3,3,0,67,69,0,4,0,4,0,0,206,220,0,0,0,11,0,0,169,181,0,0,0,3,0,0,193,196,0,0,0,7,0,0,184,192,0,0,0,9,0,0,175,183,0,7,6,34,3,4,1023,1072,0,0,3,29,8,0,115,159,Outback - North and East
40701,0,0,0,0,0,0,8,7,0,0,0,6,0,0,3,6,0,3,0,18,0,4,3,27,0,0,0,13,0,0,0,18,0,3,4,12,0,0,3,24,0,0,6,4,0,0,3,16,0,0,3,8,0,0,5,17,0,10,11,53,3,7,24,115,0,0,0,49,25,5,103,179,3,23,19,228,29,13,33,347,27,150,106,637,56,27,73,1079,51,233,181,774,47,48,74,1397,81,226,229,933,24,60,113,1666,163,359,330,1069,38,79,157,2190,247,521,663,1813,32,193,663,4132,571,1511,1528,5496,253,426,1206,10986,0,0,0,0,0,0,56,59,0,0,0,3,0,0,66,73,0,0,3,4,0,0,110,114,0,0,0,0,0,0,148,154,0,3,3,12,0,0,167,194,0,5,0,9,0,0,240,258,0,3,7,23,0,0,379,417,5,8,13,53,0,5,1174,1268,0,3,0,53,25,4,166,244,Fleurieu - Kangaroo Island
40702,0,0,0,3,0,0,6,8,0,0,0,16,3,0,9,29,0,0,0,20,3,3,8,42,0,3,0,15,0,4,20,37,0,3,3,13,0,0,8,32,0,0,0,7,0,0,9,27,0,0,0,0,0,0,9,14,0,5,8,80,8,10,71,180,0,0,3,92,32,14,106,249,5,39,23,565,43,19,74,769,49,262,115,1305,88,62,240,2121,75,305,221,1249,52,97,264,2261,87,226,279,1271,46,107,287,2303,101,190,290,1079,32,87,260,2040,84,180,241,1048,26,101,532,2214,400,1195,1175,6609,328,482,1766,11960,0,0,0,0,0,0,69,68,0,0,0,5,0,0,88,94,0,0,0,8,0,0,180,183,0,0,3,6,0,0,184,202,0,0,4,7,0,0,245,257,0,0,0,14,0,0,211,224,0,3,0,13,3,0,371,386,0,6,11,53,5,3,1344,1419,0,0,3,100,36,10,180,331,Limestone Coast
40703,0,0,3,3,0,0,20,30,0,0,3,25,3,3,20,45,0,0,5,39,3,4,50,96,0,0,4,32,3,0,31,71,0,0,14,35,5,5,26,87,0,0,0,19,0,0,19,42,0,0,3,7,0,0,14,27,4,3,39,159,13,16,166,396,0,0,4,119,33,16,155,325,6,57,31,446,55,25,145,759,59,259,156,1126,72,76,329,2077,71,237,221,1023,71,77,305,2002,77,183,265,1176,54,87,254,2106,84,197,286,1230,32,98,262,2194,83,188,317,1381,31,120,636,2751,371,1126,1282,6494,356,498,2083,12215,0,0,0,0,0,0,106,107,0,0,0,5,0,0,94,104,0,3,0,15,0,0,164,185,0,0,5,8,0,0,211,226,0,0,3,14,0,0,282,294,0,0,0,11,0,3,296,309,0,0,7,13,0,0,466,487,0,12,16,66,0,8,1613,1714,0,0,6,121,35,13,275,465,Murray and Mallee
50101,0,0,0,0,3,0,3,3,0,0,0,3,0,0,0,12,0,0,0,12,0,0,0,21,0,0,0,13,0,3,0,19,0,0,3,11,0,0,6,24,3,3,0,8,3,0,0,18,0,0,0,3,0,0,5,8,4,8,9,58,4,7,20,106,0,0,3,61,35,6,94,200,0,21,20,302,21,5,35,412,52,308,176,946,35,38,79,1632,117,482,258,1235,41,70,93,2301,105,389,281,1107,21,67,108,2083,104,352,275,950,21,48,98,1848,158,363,409,1010,9,97,336,2385,544,1914,1419,5600,193,335,847,10852,0,0,0,0,0,0,81,81,0,0,0,3,0,0,53,58,0,0,0,4,0,0,215,221,0,4,3,16,0,0,255,278,3,4,0,9,0,0,265,275,0,3,3,9,0,0,239,252,0,0,0,9,0,0,286,300,5,10,9,44,3,0,1389,1459,0,0,3,58,38,6,173,289,Augusta - Margaret River - Busselton
50102,0,0,0,11,6,0,19,39,0,0,0,23,6,0,28,55,0,9,4,48,0,0,43,104,0,0,3,37,5,8,35,87,0,9,8,28,0,0,15,60,0,3,3,22,0,3,4,41,3,0,3,5,0,0,8,23,3,19,20,172,15,13,157,400,0,0,10,235,113,21,141,515,3,70,86,889,101,39,83,1277,105,526,323,2297,82,88,290,3716,221,628,463,2305,42,110,281,4044,221,527,588,2338,49,115,263,4104,200,506,508,1906,35,124,249,3520,140,358,454,1752,24,164,636,3528,899,2615,2434,11728,446,654,1937,20706,0,0,0,3,0,0,208,211,0,0,0,8,0,0,156,163,0,0,3,12,0,0,412,430,0,3,4,13,0,0,448,474,0,3,5,20,0,0,483,509,0,4,3,11,0,0,443,461,0,3,8,23,0,0,604,640,0,8,17,86,3,3,2760,2892,0,0,12,254,119,22,364,764,Bunbury
50103,0,0,0,0,3,3,3,11,0,0,0,8,0,0,4,10,0,0,0,4,0,0,0,5,0,0,0,4,0,0,3,11,0,0,0,4,0,0,4,15,0,3,0,3,0,0,0,9,0,0,0,0,0,0,3,3,0,3,9,26,6,3,21,70,0,0,0,34,17,8,57,107,0,6,17,131,18,4,14,196,12,66,34,319,10,13,40,498,28,98,69,385,18,23,48,665,33,97,112,494,7,19,65,820,43,147,135,492,14,37,75,950,63,158,158,492,3,60,177,1114,180,571,525,2330,92,169,474,4340,0,0,0,0,0,0,36,36,0,0,0,0,0,0,31,32,0,0,0,5,0,3,73,76,0,0,0,3,0,0,93,95,0,0,3,3,0,0,136,139,0,0,0,7,0,0,142,155,0,3,4,11,0,0,219,233,0,3,8,35,0,3,733,775,0,0,0,33,14,9,99,154,Manjimup
50201,0,0,0,10,3,0,5,19,0,0,0,19,6,0,9,30,0,0,4,63,0,0,5,79,0,3,0,20,4,0,3,33,0,3,4,19,0,3,5,39,0,3,8,12,0,0,0,29,0,0,0,9,0,0,6,17,4,10,17,149,17,3,38,245,0,0,16,167,86,21,87,384,9,85,77,715,84,30,72,1066,90,349,280,1852,80,86,138,2871,173,490,389,1834,55,88,179,3202,184,440,531,2123,27,93,192,3592,166,368,483,1850,34,116,204,3211,197,476,816,2790,28,209,852,5368,814,2202,2592,11327,406,645,1726,19696,0,0,0,0,0,0,132,138,0,0,0,5,0,0,138,143,0,0,0,8,0,0,363,378,0,0,0,11,0,0,367,378,0,3,0,18,0,0,427,450,0,4,5,16,0,0,394,417,0,3,3,48,0,0,645,700,3,15,10,113,4,3,2469,2603,0,0,16,176,91,22,224,540,Mandurah
50301,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,3,0,3,0,10,0,0,0,16,0,0,0,0,0,0,3,3,0,4,0,0,0,0,3,5,7,0,0,0,0,0,3,11,0,0,0,0,0,0,0,5,4,14,6,14,0,0,16,54,0,5,8,44,17,5,48,136,53,854,118,125,15,11,39,1207,568,1505,194,316,9,15,80,2680,903,1400,237,238,11,27,82,2894,1158,1804,355,353,10,34,121,3836,927,1458,329,320,9,45,134,3216,942,1477,622,452,14,80,328,3908,4543,8495,1863,1846,82,211,828,17873,0,0,0,0,0,0,81,83,0,0,0,0,0,0,124,122,0,0,3,4,0,0,264,275,0,3,0,0,0,0,189,197,4,5,0,4,0,0,250,265,3,3,3,0,0,0,209,217,10,9,3,3,0,0,294,322,14,26,11,17,0,0,1421,1487,0,5,14,48,17,5,134,221,Cottesloe - Claremont
50302,0,0,0,0,0,0,0,3,0,0,0,10,0,0,3,20,3,19,3,16,3,0,8,51,3,7,3,6,0,5,3,29,3,10,3,12,0,0,4,33,0,3,0,6,0,3,6,14,0,4,3,0,0,0,3,14,13,40,8,53,7,10,29,154,0,6,23,49,27,4,57,166,68,839,284,393,49,42,86,1762,1642,4564,1048,1485,60,114,289,9199,1552,2677,690,831,32,75,191,6042,1113,1709,581,798,27,80,167,4475,780,1299,563,695,24,68,175,3606,592,908,555,746,12,94,477,3386,5740,11999,3747,5004,239,471,1441,28639,0,0,0,0,0,0,121,121,0,4,0,0,0,0,381,388,0,14,3,5,0,0,1460,1496,3,11,0,3,0,0,744,763,4,5,0,11,0,0,529,547,0,3,3,5,0,0,444,458,3,8,9,8,0,0,512,539,13,46,20,34,0,0,4206,4316,0,6,23,49,26,4,178,296,Perth City
50401,0,0,0,3,3,3,4,16,0,0,0,14,3,3,3,20,0,5,3,30,3,3,4,49,0,6,0,20,0,0,7,31,0,7,9,12,0,3,7,38,0,3,0,4,0,0,3,13,0,0,0,0,0,0,4,7,0,17,13,86,12,13,39,180,0,0,17,88,51,7,55,223,36,355,184,460,51,21,62,1168,580,1769,724,1547,55,76,200,4956,634,1388,638,1229,47,86,156,4180,402,841,535,1207,31,80,190,3291,241,544,443,1176,17,77,172,2674,181,416,398,1373,13,103,522,3004,2080,5316,2937,7071,273,448,1357,19492,0,0,0,0,0,0,73,73,0,0,0,0,0,0,136,143,3,3,0,8,0,0,418,425,0,3,0,3,0,0,340,348,0,6,0,3,0,3,259,267,0,0,7,4,0,0,244,255,4,0,3,15,0,3,293,317,4,13,11,32,3,3,1758,1830,0,0,15,93,53,11,136,313,Bayswater - Bassendean
50402,0,0,0,3,3,0,15,18,0,0,0,8,0,3,108,124,0,0,0,17,0,3,217,233,0,0,3,11,0,0,156,171,0,10,7,8,0,0,66,89,0,0,5,4,0,0,12,25,0,0,0,4,0,0,3,9,5,13,16,59,3,4,572,676,0,0,7,72,32,7,63,180,3,81,42,342,19,10,165,659,50,207,116,717,24,30,495,1638,116,314,243,737,19,32,439,1898,160,377,302,915,20,50,284,2109,190,279,273,885,15,53,171,1864,137,315,334,946,6,62,316,2121,660,1583,1321,4613,135,240,1924,10472,0,0,0,0,0,0,55,55,0,0,0,6,0,0,59,66,0,3,0,3,0,0,138,143,0,0,0,8,0,0,130,138,3,3,0,5,0,0,181,190,0,3,0,10,0,0,154,168,0,0,0,5,0,0,176,177,3,6,3,30,0,0,889,943,0,0,7,79,33,7,131,254,Mundaring
50403,0,0,0,12,8,0,27,38,0,0,0,40,8,3,8,60,0,3,0,57,6,0,12,83,0,9,7,48,0,0,5,71,3,5,13,34,0,3,8,61,0,0,8,12,0,0,4,29,0,0,0,3,0,0,6,21,3,13,33,211,19,12,73,360,0,3,26,230,110,18,163,562,21,293,195,1092,97,52,116,1873,396,1251,920,2961,134,136,276,6070,442,1126,925,2495,73,137,274,5470,326,727,794,2642,56,141,323,5012,210,466,580,1959,31,86,261,3598,134,349,399,1525,17,111,569,3105,1536,4223,3837,12907,517,678,1983,25682,0,0,0,7,0,0,190,195,0,3,3,7,0,3,253,263,0,3,3,12,0,0,584,603,0,3,8,14,0,0,554,578,3,0,3,14,0,3,534,556,0,3,3,12,0,3,385,404,0,0,0,21,0,0,345,360,3,8,16,77,0,7,2846,2960,0,3,26,244,118,18,382,795,Swan
50501,0,0,0,3,3,0,0,3,0,0,0,4,6,0,0,15,0,5,5,25,0,0,6,38,0,3,7,18,0,0,3,29,9,5,3,11,0,0,4,35,0,5,7,9,0,0,0,26,0,0,5,5,0,0,0,13,8,23,26,73,4,8,13,160,3,4,42,257,131,17,128,586,51,732,252,1092,92,41,86,2341,458,1753,748,2771,84,93,219,6125,890,2203,1112,2816,60,154,251,7488,1072,2032,1432,3313,44,170,299,8351,792,1518,1315,3138,41,193,263,7251,496,1043,1213,2825,33,232,640,6482,3763,9281,6116,16210,480,892,1892,38629,0,0,0,5,0,0,171,170,0,3,0,8,0,0,175,191,0,9,0,14,0,0,415,443,0,3,4,10,0,0,431,448,0,3,8,16,0,3,411,434,4,8,3,22,0,3,412,458,0,6,11,30,0,0,353,402,8,34,24,103,0,11,2368,2547,3,4,42,266,130,17,299,764,Joondalup
50502,0,0,3,10,3,0,16,26,0,4,0,17,4,0,6,35,3,13,4,52,4,0,10,92,3,8,0,14,3,0,12,45,4,4,8,19,0,0,12,39,3,3,5,16,0,0,5,34,0,3,0,3,0,0,6,13,13,43,22,134,13,4,60,286,0,8,40,170,68,17,121,423,51,924,350,1009,86,60,155,2639,1421,4616,1825,3791,150,185,505,12497,1633,3500,1475,2452,101,187,409,9763,1180,2317,1239,2370,76,192,389,7752,858,1605,1014,2069,50,170,352,6106,645,1477,1303,2657,34,249,1093,7467,5795,14442,7250,14520,566,1061,3024,46654,0,0,0,0,0,0,187,194,0,3,0,9,0,0,322,331,3,11,5,8,0,0,1234,1270,4,7,4,8,0,0,792,817,8,7,3,10,0,0,651,687,8,8,7,16,0,0,501,533,3,7,6,36,0,0,659,708,26,44,30,84,0,0,4356,4534,0,8,44,179,68,17,329,640,Stirling
50503,0,0,0,7,3,0,19,26,0,7,0,24,0,0,3,37,3,11,10,52,3,3,19,96,5,0,6,31,4,0,8,58,0,3,7,28,0,0,16,50,4,5,3,17,0,0,3,31,3,0,0,7,0,0,7,15,14,21,32,170,11,6,70,324,0,3,40,356,147,25,243,811,30,457,327,1524,127,65,160,2692,503,1821,1167,4457,184,206,402,8739,766,1859,1433,4171,114,231,431,9011,525,1147,1295,4057,77,250,409,7766,261,561,750,2540,42,154,295,4604,181,450,594,2372,26,178,784,4589,2269,6299,5618,19486,718,1100,2724,38207,0,0,0,0,3,0,265,266,0,3,3,11,4,0,340,361,4,8,4,24,0,0,837,875,0,0,12,15,3,0,774,806,0,5,6,21,0,0,694,731,0,3,9,16,0,0,442,465,0,6,6,20,0,0,440,477,3,24,35,112,11,7,3791,3975,0,3,40,370,156,25,521,1105,Wanneroo
50601,0,0,0,3,0,0,9,18,0,0,0,12,4,0,3,23,0,3,8,46,3,0,6,68,0,0,6,20,0,0,3,32,0,4,3,19,4,0,6,36,4,0,3,14,0,4,3,31,0,0,0,0,0,0,7,11,3,12,22,113,14,10,44,215,0,0,18,115,68,18,62,280,11,155,116,681,69,37,54,1121,330,942,646,1995,82,79,164,4237,419,843,574,1453,50,112,170,3627,198,457,432,1378,26,89,154,2745,131,280,303,1205,21,90,150,2183,115,259,297,1240,14,86,357,2359,1200,2945,2382,8069,333,509,1116,16558,0,0,0,3,0,0,92,93,0,0,0,3,0,0,136,139,0,3,0,9,0,0,377,386,0,0,3,3,0,0,352,359,0,0,6,9,0,0,281,297,0,0,0,8,0,0,224,231,0,0,0,3,0,0,273,274,0,3,7,42,3,0,1721,1785,0,0,18,121,70,18,163,389,Armadale
