sa3_code16,m_ind_15_19_pd_gd_gcl,m_ind_15_19_bdl,m_ind_15_19_adip_dipl,m_ind_15_19_ct_iii_iv,m_ind_15_19_ct_i_ii,m_ind_15_19_cl_nfd,m_ind_15_19_loe_ns,m_ind_15_19_tot,m_ind_20_24_pd_gd_gcl,m_ind_20_24_bdl,m_ind_20_24_adip_dipl,m_ind_20_24_ct_iii_iv,m_ind_20_24_ct_i_ii,m_ind_20_24_cl_nfd,m_ind_20_24_loe_ns,m_ind_20_24_tot,m_ind_25_34_pd_gd_gcl,m_ind_25_34_bdl,m_ind_25_34_adip_dipl,m_ind_25_34_ct_iii_iv,m_ind_25_34_ct_i_ii,m_ind_25_34_cl_nfd,m_ind_25_34_loe_ns,m_ind_25_34_tot,m_ind_35_44_pd_gd_gcl,m_ind_35_44_bdl,m_ind_35_44_adip_dipl,m_ind_35_44_ct_iii_iv,m_ind_35_44_ct_i_ii,m_ind_35_44_cl_nfd,m_ind_35_44_loe_ns,m_ind_35_44_tot,m_ind_45_54_pd_gd_gcl,m_ind_45_54_bdl,m_ind_45_54_adip_dipl,m_ind_45_54_ct_iii_iv,m_ind_45_54_ct_i_ii,m_ind_45_54_cl_nfd,m_ind_45_54_loe_ns,m_ind_45_54_tot,m_ind_55_64_pd_gd_gcl,m_ind_55_64_bdl,m_ind_55_64_adip_dipl,m_ind_55_64_ct_iii_iv,m_ind_55_64_ct_i_ii,m_ind_55_64_cl_nfd,m_ind_55_64_loe_ns,m_ind_55_64_tot,m_ind_65ov_ptgdde_gddp_gdct,m_ind_65ov_bdl,m_ind_65ov_adip_dipl,m_ind_65ov_ct_iii_iv,m_ind_65ov_ct_i_ii,m_ind_65ov_cl_nfd,m_ind_65ov_loe_ns,m_ind_65ov_tot,m_ind_tot_pd_gd_gcl,m_ind_tot_bdl,m_ind_tot_adip_dipl,m_ind_tot_ct_iii_iv,m_ind_tot_ct_i_ii,m_ind_tot_cl_nfd,m_ind_tot_loe_ns,m_ind_tot_tot,m_noni_15_19_pd_gd_gcl,m_noni_15_19_bdl,m_noni_15_19_adip_dipl,m_noni_15_19_ct_iii_iv,m_noni_15_19_ct_i_ii,m_noni_15_19_cl_nfd,m_noni_15_19_loe_ns,m_noni_15_19_tot,m_noni_20_24_pd_gd_gcl,m_noni_20_24_bdl,m_noni_20_24_adip_dipl,m_noni_20_24_ct_iii_iv,m_noni_20_24_ct_i_ii,m_noni_20_24_cl_nfd,m_noni_20_24_loe_ns,m_noni_20_24_tot,m_noni_25_34_pd_gd_gcl,m_noni_25_34_bdl,m_noni_25_34_adip_dipl,m_noni_25_34_ct_iii_iv,m_noni_25_34_ct_i_ii,m_noni_25_34_cl_nfd,m_noni_25_34_loe_ns,m_noni_25_34_tot,m_noni_35_44_pd_gd_gcl,m_noni_35_44_bdl,m_noni_35_44_adip_dipl,m_noni_35_44_ct_iii_iv,m_noni_35_44_ct_i_ii,m_noni_35_44_cl_nfd,m_noni_35_44_loe_ns,m_noni_35_44_tot,m_noni_45_54_pd_gd_gcl,m_noni_45_54_bdl,m_noni_45_54_adip_dipl,m_noni_45_54_ct_iii_iv,m_noni_45_54_ct_i_ii,m_noni_45_54_cl_nfd,m_noni_45_54_loe_ns,m_noni_45_54_tot,m_noni_55_64_pd_gd_gcl,m_noni_55_64_bdl,m_noni_55_64_adip_dipl,m_noni_55_64_ct_iii_iv,m_noni_55_64_ct_i_ii,m_noni_55_64_cl_nfd,m_noni_55_64_loe_ns,m_noni_55_64_tot,m_noni_65ov_ptgdde_gddp_gdct,m_noni_65ov_bdl,m_noni_65ov_adip_dipl,m_noni_65ov_ct_iii_iv,m_noni_65ov_ct_i_ii,m_noni_65ov_cl_nfd,m_noni_65ov_loe_ns,m_noni_65ov_tot,m_noni_totpdde_gddp_gdct,m_noni_tot_bdl,m_noni_tot_adip_dipl,m_noni_tot_ct_iii_iv,m_noni_tot_ct_i_ii,m_noni_tot_cl_nfd,m_noni_tot_loe_ns,m_noni_tot_tot,m_is_ns_15_19_pd_gd_gcll,m_is_ns_15_19_bdl,m_is_ns_15_19_adip_dipl,m_is_ns_15_19_ct_iii_iv_l,m_is_ns_15_19_ct_i_ii,m_is_ns_15_19_cl_nfd,m_is_ns_15_19_loe_ns,m_is_ns_15_19_tot,m_is_ns_20_24_pd_gd_gcll,m_is_ns_20_24_bdl,m_is_ns_20_24_addip_and_dipl,m_is_ns_20_24_ct_iii_iv_l,m_is_ns_20_24_ct_i_ii,m_is_ns_20_24_cl_nfd,m_is_ns_20_24_loe_ns,m_is_ns_20_24_tot,m_is_ns_25_34_pd_gd_gcll,m_is_ns_25_34_bdl,m_is_ns_25_34_addip_and_dipl,m_is_ns_25_34_ct_iii_iv_l,m_is_ns_25_34_ct_i_ii_l,m_is_ns_25_34_cl_nfd,m_is_ns_25_34_loe_ns,m_is_ns_25_34_tot,m_is_ns_35_44_pd_gd_gcll,m_is_ns_35_44_bdl,m_is_ns_35_44_adip_dipl,m_is_ns_35_44_ct_iii_iv_l,m_is_ns_35_44_ct_i_ii_l,m_is_ns_35_44_cl_nfd,m_is_ns_35_44_loe_ns,m_is_ns_35_44_tot,m_is_ns_45_54_pdde_gddp_gdc,m_is_ns_45_54_bdl,m_is_ns_45_54_adip_dipl,m_is_ns_45_54_ct_iii_iv_l,m_is_ns_45_54_ct_i_ii_l,m_is_ns_45_54_cl_nfd,m_is_ns_45_54_loe_ns,m_is_ns_45_54_tot,m_is_ns_55_64_pd_gd_gcl,m_is_ns_55_64_bdl,m_is_ns_55_64_adip_dipl,m_is_ns_55_64_ct_iii_iv_l,m_is_ns_55_64_ct_i_ii_l,m_is_ns_55_64_cl_nfd,m_is_ns_55_64_loe_ns,m_is_ns_55_64_tot,m_is_ns_65ov_pd_gd_gcl,m_is_ns_65ov_bdl,m_is_ns_65ov_adip_dipl,m_is_ns_65ov_ct_iii_iv_l,m_is_ns_65ov_ct_i_ii,m_is_ns_65ov_cl_nfd,m_is_ns_65ov_loe_ns,m_is_ns_65ov_tot,m_is_ns_totpdde_gddp_gdct,m_is_ns_tot_bdl,m_is_ns_tot_adip_dipl,m_is_ns_tot_ct_iii_iv_l,m_is_ns_tot_ct_i_ii,m_is_ns_tot_cl_nfd,m_is_ns_tot_loe_ns,m_is_ns_tot_tot,m_t_15_19_pd_gd_gcl,m_t_15_19_bdl,m_t_15_19_adip_dipl,m_t_15_19_ct_iii_iv,m_t_15_19_ct_i_ii,m_t_15_19_cl_nfd,m_t_15_19_loe_ns,m_t_15_19_tot,sa3_name16
30502,0,0,0,0,0,0,0,7,0,4,0,5,0,0,0,10,8,7,3,11,4,0,0,35,0,5,4,9,0,0,3,25,0,3,0,3,0,0,4,19,0,6,0,6,0,0,0,14,0,0,0,0,0,0,0,0,10,30,10,38,3,4,12,109,0,0,17,45,12,3,20,97,19,271,88,225,24,10,30,672,367,1265,351,809,26,37,83,2944,529,1058,349,507,8,29,84,2566,453,748,345,448,6,27,48,2075,236,408,189,303,6,25,74,1236,135,200,130,321,3,28,110,933,1743,3942,1469,2655,100,161,457,10527,0,0,0,0,0,0,41,41,0,0,0,0,0,0,81,85,0,8,0,3,0,0,278,282,3,3,0,3,0,0,208,216,0,4,0,0,0,0,175,180,0,0,0,0,0,0,111,113,0,0,0,0,0,0,96,95,4,14,3,5,0,0,986,1014,0,0,16,44,12,3,59,139,Brisbane Inner - East
30306,0,0,0,3,0,0,0,3,0,0,0,8,0,0,4,15,0,0,0,4,0,0,0,5,0,4,5,3,0,0,0,15,0,0,5,3,0,0,3,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,4,3,14,24,0,4,14,56,0,3,28,76,19,10,36,165,53,446,249,250,27,22,77,1128,724,1368,525,557,35,53,189,3439,596,838,316,471,25,45,101,2385,335,482,246,500,16,34,85,1696,211,410,221,456,9,34,80,1426,147,364,225,561,14,62,192,1561,2066,3913,1804,2877,136,253,766,11808,0,0,0,0,0,0,59,59,0,0,3,3,0,0,94,101,0,0,0,0,0,0,190,190,0,0,0,0,0,0,116,120,0,0,0,3,0,0,95,100,3,0,0,3,0,0,87,89,0,3,0,7,0,0,160,171,4,9,4,11,0,0,802,840,0,3,23,75,19,10,97,231,Sunnybank
30401,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,3,0,0,0,5,0,4,3,8,0,0,0,13,3,6,6,0,0,0,0,19,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,3,3,11,12,20,0,0,3,53,0,0,15,47,25,5,21,119,10,181,52,135,12,7,18,409,162,542,145,430,9,21,41,1342,373,667,229,418,5,41,50,1787,355,523,272,432,4,20,52,1660,355,404,240,379,11,26,52,1462,224,388,240,427,13,54,167,1521,1477,2704,1189,2269,78,183,400,8298,0,0,0,0,0,0,21,19,0,0,0,0,0,0,27,26,0,0,0,0,0,0,45,50,0,5,0,0,0,0,55,57,0,0,0,3,0,0,70,73,0,4,3,4,0,0,53,58,0,0,0,4,0,0,65,70,0,10,3,14,0,3,329,359,0,0,18,53,25,5,44,141,Centenary
30402,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,3,0,0,0,5,0,3,5,3,0,0,0,12,0,3,0,3,0,0,0,13,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,8,5,14,0,0,0,38,0,0,23,55,20,8,30,128,17,259,71,178,14,10,30,567,221,573,146,344,9,17,43,1352,634,951,273,397,12,36,56,2347,847,1073,396,468,4,40,62,2885,609,746,275,305,5,37,60,2048,670,787,386,421,7,80,268,2618,2994,4381,1564,2170,68,223,546,11942,0,0,0,0,0,0,32,32,0,4,0,0,0,0,42,51,0,0,0,0,0,0,50,52,4,0,3,0,0,0,100,106,3,3,0,0,0,0,127,138,3,7,0,0,0,0,101,108,0,5,0,3,0,0,92,103,6,18,6,5,0,0,547,591,0,0,23,58,16,8,69,171,Kenmore - Brookfield - Moggill
30403,0,0,0,3,0,0,0,3,0,5,0,3,0,0,0,10,3,7,0,13,3,3,3,26,0,3,0,3,0,0,0,11,0,4,0,3,0,0,0,6,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,4,6,21,7,21,3,3,5,70,0,3,25,91,35,12,46,215,58,908,258,273,42,24,70,1628,923,1628,259,448,15,38,64,3374,912,1092,215,253,6,27,56,2572,712,820,204,260,10,16,49,2076,541,624,200,204,3,22,66,1662,568,636,218,253,10,52,181,1920,3714,5718,1382,1784,119,193,529,13439,0,0,0,0,0,0,81,86,0,0,0,0,0,0,205,205,0,3,3,0,0,0,238,240,0,4,0,3,0,0,159,173,0,0,0,0,0,0,121,130,3,0,3,0,0,0,97,100,3,5,0,0,0,0,108,114,9,18,5,7,0,0,1006,1046,0,7,25,95,35,12,129,303,Sherwood - Indooroopilly
30503,0,0,0,0,4,0,0,12,0,10,3,17,5,0,3,36,3,21,9,35,5,0,3,73,3,10,3,16,0,3,5,37,6,3,3,13,0,0,6,31,0,3,5,3,0,0,0,9,0,0,0,3,0,0,4,10,11,36,22,84,16,7,27,206,0,0,30,101,30,11,36,220,57,808,360,528,52,42,72,1926,1218,3262,843,1299,55,88,217,6986,1126,2071,586,807,41,82,197,4898,976,1586,595,717,22,69,133,4092,610,938,376,566,8,50,131,2684,350,690,327,587,11,75,269,2311,4339,9357,3120,4610,216,422,1050,23121,0,0,0,0,0,0,102,106,0,0,0,3,0,0,309,318,3,7,3,3,0,0,741,759,4,7,0,0,0,0,466,480,0,5,3,3,0,0,425,437,4,10,0,3,0,0,309,327,0,0,3,8,0,3,278,301,14,30,15,19,0,5,2639,2721,3,0,33,105,36,11,146,335,Brisbane Inner - North
30504,0,0,0,4,0,0,0,5,0,3,3,7,0,0,0,16,4,9,4,10,0,0,3,36,3,13,3,4,0,0,0,31,3,5,3,4,0,0,4,17,0,3,0,0,0,0,4,10,3,0,0,0,0,0,0,4,14,30,14,38,3,3,12,112,0,3,23,75,18,8,28,163,60,723,158,296,30,25,39,1330,750,2009,376,655,20,42,76,3936,878,1458,309,403,12,32,64,3148,820,1216,348,403,5,23,82,2902,588,687,251,306,10,33,76,1949,403,535,202,307,3,47,144,1642,3492,6641,1665,2438,107,208,507,15061,0,0,0,0,0,0,53,53,0,0,0,0,0,0,219,221,0,3,0,7,0,0,395,408,0,6,0,3,0,0,223,232,0,0,0,3,0,0,230,235,0,0,0,0,0,0,151,157,3,3,0,6,0,0,146,157,3,15,9,19,0,0,1414,1455,0,3,23,80,20,8,83,216,Brisbane Inner - West
30601,0,0,0,6,6,0,4,15,0,3,0,24,3,3,0,30,7,12,7,46,7,3,12,81,7,7,15,36,3,3,14,85,4,10,10,31,0,3,5,67,8,3,3,12,0,0,3,33,0,0,8,3,0,0,3,11,26,37,43,157,15,13,43,331,0,0,0,71,24,9,47,155,3,81,39,270,32,13,39,476,111,454,260,1007,38,48,69,1972,214,527,445,1154,36,49,91,2520,260,495,487,1211,33,72,126,2671,225,355,374,1053,19,73,120,2216,148,254,287,865,6,70,187,1821,961,2165,1890,5631,180,326,681,11832,0,0,0,0,0,0,93,90,0,3,0,3,0,0,95,101,0,0,0,7,0,0,251,261,0,4,3,3,0,0,271,288,0,0,3,11,0,0,296,308,0,4,3,16,0,0,265,284,0,3,0,4,0,0,252,259,3,12,6,39,0,0,1521,1593,0,0,3,78,30,9,143,260,Cairns - North
30602,0,0,0,41,27,4,72,142,0,0,11,88,18,6,33,160,3,13,19,171,31,18,64,313,0,27,37,169,13,13,40,303,7,11,26,99,12,13,41,209,7,16,20,56,3,9,43,151,0,4,9,23,0,0,20,63,22,77,119,636,98,70,322,1339,0,0,7,122,52,8,119,305,15,183,90,659,91,33,93,1167,201,872,542,1915,74,78,187,3874,269,751,562,1831,67,111,209,3799,263,616,575,1870,60,96,278,3751,190,429,474,1699,34,95,218,3139,159,357,342,1597,20,97,499,3074,1091,3212,2599,9696,395,518,1604,19118,0,0,0,0,0,0,249,252,0,0,0,3,0,0,320,325,3,5,0,8,0,0,744,763,0,5,0,12,0,0,638,658,3,3,5,16,0,0,687,714,0,3,3,15,0,0,521,541,0,3,0,19,0,0,579,604,7,15,16,81,0,5,3738,3859,0,0,7,159,76,16,443,703,Cairns - South
30603,0,0,0,14,10,4,47,80,0,0,0,32,5,0,30,77,4,3,9,67,4,6,33,119,0,0,13,51,3,5,32,110,0,11,14,57,7,9,27,131,4,7,3,19,3,0,30,68,0,3,3,9,0,0,16,28,3,17,36,264,39,31,211,607,0,0,0,30,15,3,43,92,6,37,13,183,22,8,33,306,34,133,97,495,21,17,68,859,33,115,78,561,15,17,63,878,38,122,133,748,23,29,96,1184,50,115,144,889,8,34,131,1375,43,118,134,758,11,44,274,1380,191,640,601,3668,109,159,707,6078,0,0,0,0,0,0,65,65,0,3,0,3,0,0,66,67,0,0,0,6,0,0,194,201,0,0,0,0,0,0,158,158,0,0,0,3,0,0,215,217,0,0,0,3,0,0,220,227,0,0,0,12,0,0,280,298,3,3,3,29,0,5,1194,1237,0,0,0,48,23,10,150,235,Innisfail - Cassowary Coast
30604,0,0,0,3,3,0,9,9,0,0,0,9,3,0,3,14,0,0,5,14,5,0,9,26,0,0,0,10,0,6,10,22,0,3,0,18,3,3,12,38,0,0,0,0,0,0,9,7,0,0,0,3,0,0,4,13,0,5,8,49,12,8,49,129,0,0,0,5,4,0,12,23,0,7,11,61,7,6,10,102,19,73,59,224,10,7,28,423,24,61,64,246,7,26,22,444,29,57,75,285,7,22,32,504,28,74,64,300,4,16,46,533,28,86,73,219,3,21,70,504,125,370,353,1336,43,98,215,2535,0,0,0,0,0,0,16,16,0,0,0,0,0,0,31,27,3,0,0,4,0,0,82,87,0,0,0,3,0,0,96,100,0,0,0,7,0,0,88,94,0,0,0,3,0,0,116,120,0,0,0,6,0,0,138,149,0,0,3,17,0,4,571,594,0,0,0,4,5,0,36,50,Port Douglas - Daintree
30605,0,0,0,7,0,3,24,40,0,0,0,24,4,3,19,42,0,4,5,30,3,3,25,67,0,3,15,46,4,5,26,92,0,9,12,30,4,6,29,80,0,3,3,17,0,0,20,53,0,3,0,12,0,0,16,27,0,21,33,162,20,22,148,404,0,0,7,40,31,3,80,165,3,20,15,209,27,6,31,306,26,151,74,548,27,17,62,910,59,182,115,692,24,27,73,1175,82,190,186,795,20,46,103,1425,114,207,202,866,17,46,140,1584,136,231,253,1005,16,65,402,2105,415,983,849,4162,155,222,883,7668,0,0,0,0,0,0,82,82,0,0,0,5,0,0,92,100,0,0,0,5,0,0,161,165,0,3,4,8,0,0,156,167,0,3,3,9,0,0,219,242,3,0,4,12,0,0,247,254,0,3,0,8,0,0,369,386,4,12,10,48,0,3,1331,1403,0,0,7,53,33,8,188,284,Tablelands (East) - Kuranda
30701,0,0,0,13,0,0,15,28,0,0,3,15,0,0,3,32,0,0,0,42,0,0,14,60,5,3,0,21,7,0,14,54,0,3,11,32,7,4,14,71,0,0,3,23,0,6,15,44,0,0,0,6,0,0,11,21,10,7,25,156,12,14,79,296,0,0,0,64,31,5,86,185,0,41,25,339,35,13,30,484,51,293,196,927,27,45,70,1608,59,212,233,753,23,36,92,1407,36,152,232,698,37,65,116,1325,24,96,152,580,17,45,116,1035,16,51,102,438,5,46,293,947,193,841,938,3796,171,249,798,6984,0,0,0,3,0,0,111,111,0,0,0,3,0,0,110,117,0,0,0,12,0,0,382,396,0,3,0,8,0,0,314,325,0,0,3,8,0,0,348,364,0,0,0,6,0,0,327,337,0,0,5,7,0,0,387,392,3,8,12,41,0,3,1980,2040,0,0,3,79,31,3,209,323,Darling Downs (West) - Maranoa
30702,0,0,0,7,6,0,16,25,0,0,0,16,3,0,10,32,0,3,0,39,3,0,6,49,0,4,0,25,0,0,11,42,0,4,4,29,0,0,12,46,4,0,6,11,0,0,5,22,0,0,0,4,0,0,4,14,4,12,11,128,9,3,62,235,0,0,6,100,47,10,99,257,0,44,21,369,33,15,36,516,39,171,99,864,31,30,65,1291,34,200,178,799,30,39,90,1371,41,173,195,737,28,72,123,1363,49,115,208,652,12,32,136,1200,34,99,160,577,3,58,311,1253,201,801,868,4098,177,253,860,7254,0,0,0,0,0,0,74,77,0,0,0,0,0,0,76,76,0,0,0,4,0,0,172,180,0,3,0,7,0,0,193,200,0,0,0,10,0,0,221,230,0,0,0,0,0,0,208,211,0,0,0,14,0,0,342,351,0,6,7,27,0,0,1281,1323,0,0,6,106,51,10,188,366,Darling Downs - East
30703,0,0,0,8,3,0,18,24,0,0,0,15,0,0,4,23,0,0,3,22,6,4,3,33,0,0,7,26,0,0,9,44,0,0,7,19,3,0,8,34,0,4,3,9,0,0,0,16,3,0,0,4,0,0,6,18,3,7,18,100,15,12,43,192,0,0,5,85,14,9,79,193,4,24,16,289,35,16,29,415,26,119,66,593,39,30,60,937,48,161,135,632,22,41,73,1108,73,159,181,645,18,47,90,1219,78,183,207,706,16,51,130,1379,106,226,208,843,14,81,400,1871,336,872,812,3787,158,274,868,7121,0,0,0,0,0,0,64,65,0,0,0,4,0,0,63,65,0,0,0,0,0,0,121,126,0,0,3,0,0,0,104,103,0,0,0,9,0,0,146,153,0,0,3,8,0,0,157,167,0,0,3,17,0,3,274,292,0,0,3,36,0,8,923,973,0,0,5,87,24,5,158,287,Granite Belt
30801,0,0,0,7,0,0,13,17,0,0,0,15,4,0,26,44,0,0,3,34,4,4,13,52,3,0,5,27,6,0,20,62,3,3,9,22,0,0,15,45,0,3,3,13,0,0,4,29,0,0,0,3,0,0,7,14,6,5,13,120,18,6,87,256,0,0,0,23,15,3,65,110,3,28,15,244,26,9,29,348,36,204,78,889,21,27,43,1295,51,156,136,773,24,42,60,1240,46,107,132,630,14,34,63,1022,27,56,83,446,11,22,64,711,7,19,38,213,3,21,90,388,168,569,476,3213,110,154,417,5108,0,0,0,0,0,0,90,90,0,0,0,0,0,0,111,111,0,0,0,13,0,0,341,350,0,0,0,0,0,0,329,335,0,0,0,9,0,0,322,333,0,0,0,6,0,0,199,199,0,0,0,0,0,0,125,128,0,0,0,28,0,0,1509,1546,0,0,0,27,15,3,166,217,Central Highlands (Qld)
30803,0,0,0,27,8,4,36,77,0,4,3,62,12,3,73,155,4,5,4,143,9,8,87,256,3,15,20,93,4,8,76,219,8,11,14,81,6,8,39,164,3,7,15,35,0,3,17,84,3,4,6,17,0,0,24,57,22,41,59,453,45,39,343,1010,0,0,5,171,109,30,172,491,11,145,52,905,109,38,123,1382,188,649,310,2572,101,91,285,4193,284,653,419,2174,74,108,317,4023,290,527,529,2369,55,109,311,4193,293,480,488,2172,31,105,294,3869,209,345,391,1984,17,122,806,3872,1279,2802,2199,12342,492,600,2317,22026,0,0,0,0,0,0,187,192,0,0,0,14,0,0,252,260,0,0,0,10,0,4,620,628,0,3,4,15,0,0,608,634,0,3,8,8,0,3,718,741,0,4,3,20,0,0,631,659,0,0,3,19,0,0,651,675,5,11,16,89,0,8,3665,3793,0,3,7,202,121,32,390,760,Rockhampton
30804,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,4,17,3,0,3,22,0,0,0,3,0,0,5,15,0,0,0,3,0,3,7,13,0,0,0,4,0,0,6,7,0,0,0,0,0,0,0,3,0,0,4,38,4,4,19,72,0,0,0,30,8,4,11,51,0,17,0,155,13,4,18,200,22,79,33,357,9,14,26,542,33,74,58,299,3,16,38,522,10,50,68,251,7,19,34,440,10,34,34,229,8,25,46,380,4,13,22,152,4,10,84,287,83,268,219,1466,54,90,257,2431,0,0,0,0,0,0,27,27,0,0,0,0,0,0,26,26,0,0,0,0,0,0,96,101,0,0,0,0,0,0,94,95,0,0,0,8,0,0,69,79,0,0,0,0,0,0,73,72,0,0,0,5,0,0,63,71,0,0,0,15,0,0,449,468,0,0,0,29,8,4,38,78,Biloela
30805,0,0,0,12,5,0,18,31,0,0,0,32,5,0,13,50,0,3,4,64,4,0,3,78,3,3,5,62,0,0,10,83,0,4,4,43,0,0,10,58,3,3,8,8,0,4,3,23,0,0,3,8,0,0,0,7,9,16,20,225,17,10,44,337,0,0,7,93,57,10,74,234,6,72,22,631,40,31,40,841,90,378,163,1790,55,49,143,2666,144,399,332,1810,39,71,147,2939,151,305,402,1784,36,71,159,2910,104,211,284,1380,22,65,173,2229,42,116,159,930,14,56,255,1570,533,1476,1367,8422,260,341,987,13394,0,0,0,0,0,0,125,129,0,0,0,10,0,0,126,135,0,0,3,12,0,0,299,315,0,0,0,6,0,0,331,342,0,0,0,11,0,0,401,416,0,0,0,7,0,0,290,302,0,0,0,10,0,0,188,195,3,0,6,61,0,3,1759,1832,0,0,7,98,65,16,212,391,Gladstone
30901,0,0,0,0,4,0,0,3,0,0,0,13,0,0,0,20,0,0,3,24,0,0,0,34,3,3,6,20,0,0,0,34,3,5,3,9,0,0,7,23,0,0,0,10,0,0,3,23,0,0,0,3,0,0,0,6,9,19,19,78,4,3,14,138,0,8,35,109,27,14,37,221,27,243,112,352,35,24,48,833,265,962,430,1338,34,68,146,3231,270,801,451,1233,20,61,130,2958,230,526,455,1059,20,78,139,2505,190,423,335,935,10,63,134,2092,173,432,359,1319,22,119,417,2830,1153,3390,2158,6347,164,418,1051,14680,0,0,0,3,0,0,91,91,0,0,0,0,0,0,139,139,0,3,0,10,0,0,373,388,0,0,0,4,0,0,292,303,0,0,0,3,0,0,308,312,0,4,0,7,0,0,268,280,0,4,0,12,0,0,380,397,0,9,4,36,0,0,1850,1900,0,8,36,111,29,14,129,323,Broadbeach - Burleigh
30902,0,0,0,7,0,4,3,13,0,0,0,24,0,5,4,34,0,7,3,26,3,0,3,41,0,7,12,21,0,0,3,43,0,3,14,19,0,0,3,44,0,3,4,7,0,0,6,28,0,0,0,7,0,0,3,9,4,24,29,106,5,13,27,208,0,0,21,118,19,7,48,209,16,114,59,342,15,21,35,595,123,518,246,983,23,48,87,2020,151,492,362,1119,20,48,122,2311,140,351,329,1178,9,48,106,2162,165,325,288,1033,16,66,111,2005,155,341,362,1296,25,114,360,2655,745,2148,1660,6058,130,359,869,11957,0,0,0,0,0,0,43,43,0,0,0,3,0,0,98,100,0,0,3,6,0,0,240,251,0,3,0,9,0,0,236,246,0,0,3,5,0,0,194,204,0,0,0,5,0,0,261,268,0,3,0,14,0,0,363,378,0,9,9,35,0,3,1434,1494,0,0,20,122,20,8,97,263,Coolangatta
30903,0,0,0,4,4,0,3,16,0,9,0,12,0,3,3,26,3,4,3,30,0,4,0,45,0,8,3,11,0,0,0,22,0,0,0,15,0,6,8,33,0,0,3,9,0,0,0,14,0,0,0,11,0,0,7,13,4,20,15,99,6,10,21,174,0,0,28,128,24,11,54,248,24,205,149,373,34,30,45,863,223,543,309,1021,36,59,111,2307,258,529,344,1092,33,80,137,2473,246,396,408,1201,22,78,160,2515,170,365,333,1072,26,63,173,2201,176,455,465,1837,21,160,674,3785,1097,2501,2036,6723,196,478,1358,14384,0,0,0,0,3,0,95,100,0,3,0,4,0,3,153,161,0,0,0,3,0,0,291,298,0,3,0,6,0,0,282,293,0,7,3,11,0,0,284,304,0,0,3,8,0,0,263,277,0,9,4,26,0,3,423,462,0,15,14,60,3,4,1799,1895,0,4,26,140,30,11,154,357,Gold Coast - North
30904,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,11,0,0,0,3,0,0,4,11,0,0,4,5,0,0,0,10,0,6,3,4,0,0,0,7,0,0,0,3,0,0,0,5,3,6,9,22,0,0,7,50,0,0,5,40,10,6,25,84,3,25,22,73,9,9,11,150,16,72,54,243,12,11,26,439,48,153,117,375,7,27,40,769,96,146,155,506,9,24,50,998,96,146,132,429,9,39,54,901,98,162,154,425,6,42,130,1022,364,704,638,2107,54,160,335,4361,0,0,0,0,0,0,44,44,0,0,0,0,0,0,38,42,0,0,0,0,0,0,65,69,0,0,3,0,0,0,94,95,0,0,0,7,0,0,113,118,0,4,0,0,0,0,129,128,0,0,0,0,0,0,127,132,0,8,7,7,0,0,609,629,0,0,5,46,10,6,75,138,Gold Coast Hinterland
30908,0,0,0,3,0,0,0,7,0,0,0,7,0,0,0,9,4,4,4,15,0,0,3,33,0,4,4,10,0,3,0,25,0,4,3,3,0,0,0,16,0,0,3,10,0,0,3,17,0,0,0,3,0,0,0,3,7,14,19,49,0,3,11,103,0,3,36,107,26,7,46,226,28,260,119,271,23,12,40,761,241,623,269,806,25,43,89,2106,255,542,355,768,19,45,97,2084,190,394,349,788,19,56,89,1880,176,287,283,629,6,55,86,1521,151,314,288,834,10,96,454,2142,1046,2414,1707,4204,131,311,910,10725,0,0,0,0,0,0,82,87,0,0,0,0,0,0,111,110,0,0,3,0,0,0,184,188,0,0,0,0,0,0,160,159,0,0,0,8,0,0,151,158,0,3,0,4,0,0,136,142,0,6,0,4,0,0,210,225,7,12,6,17,0,0,1029,1071,0,3,38,110,25,7,134,319,Robina
30909,0,0,0,4,3,0,17,34,0,5,0,7,4,3,0,20,0,3,10,17,0,0,0,33,0,0,5,13,0,0,4,26,0,3,8,15,0,0,0,26,0,0,4,12,0,0,0,13,0,0,0,3,0,0,6,9,3,19,21,70,7,3,30,156,0,4,32,157,34,13,215,465,41,365,242,357,43,25,90,1167,374,875,440,905,34,53,123,2803,309,576,364,965,21,76,108,2428,234,405,314,928,19,52,119,2068,174,315,281,821,16,58,122,1791,136,326,274,1049,17,97,396,2300,1271,2862,1954,5196,186,373,1178,13019,0,0,0,0,0,0,116,112,0,0,0,3,0,0,181,186,0,0,0,4,0,0,335,339,0,0,0,8,0,0,245,254,0,3,3,3,0,0,289,302,0,0,0,9,0,0,226,237,0,3,3,11,0,0,284,311,5,9,6,40,0,0,1681,1741,0,3,34,165,36,13,350,608,Southport
