gml_id,sa3_name16,sa3_code16,separate_house_nofb_0_i_b,separate_house_nofb_1,separate_house_nofb_2,separate_house_nofb_3,separate_house_nofb_4,separate_house_nofb_5,separate_house_nofb_6_or_m,separate_house_nofb_ns,separate_house_total,se_d_r_or_t_h_t_1_s_nofb_0_ib,se_d_r_or_t_h_t_1_st_nofb_1,se_d_r_or_t_h_t_1_st_nofb_2,se_d_r_or_t_h_t_1_st_nofb_3,se_d_r_or_t_h_t_1_st_nofb_4,se_d_r_or_t_h_t_1_st_nofb_5,se_d_r_or_t_h_t_1_st_nofb_6_m,se_d_r_or_t_h_t_1_st_nofb_ns,se_d_r_or_t_h_t_1_st_total,se_d_r_or_t_h_t_2_s_nofb_0_ib,se_d_r_or_t_h_t_2_sts_nofb_1,se_d_r_or_t_h_t_2_sts_nofb_2,se_d_r_or_t_h_t_2_sts_nofb_3,se_d_r_or_t_h_t_2_sts_nofb_4,se_d_r_or_t_h_t_2_sts_nofb_5,se_d_r_or_t_h_t_2_st_nofb_6_m,se_d_r_or_t_h_t_2_sts_nofb_ns,se_d_r_or_t_h_t_2_sts_total,se_d_r_or_t_h_t_tot_nofb_0_ib,se_d_r_or_t_h_t_tot_nofb_1,se_d_r_or_t_h_t_tot_nofb_2,se_d_r_or_t_h_t_tot_nofb_3,se_d_r_or_t_h_t_tot_nofb_4,se_d_r_or_t_h_t_tot_nofb_5,se_d_r_or_t_h_t_tot_nofb_6_m,se_d_r_or_t_h_t_tot_nofb_ns,se_d_r_or_t_h_t_tot_total,flt_at_1_or2_st_bl_nofb_0_ib,flt_at_in_1_or2_s_b_nofb_1,flt_at_in_1_or2_s_b_nofb_2,flt_at_in_1_or2_s_b_nofb_3,flt_at_in_1_or2_s_b_nofb_4,flt_at_in_1_or2_s_b_nofb_5,flt_at_in_1_or2_s_b_nob_6_m,flt_at_in_1_or2_s_b_nob_ns,flt_at_in_1_or2_s_b_total,flt_apt_3_st_bl_nob_0_ib,flt_apt_in_3_st_bl_nofb_1,flt_apt_in_3_st_bl_nofb_2,flt_apt_in_3_st_bl_nofb_3,flt_apt_in_3_st_bl_nofb_4,flt_apt_in_3_st_bl_nofb_5,flt_apt_in_3_s_bl_nofb_6_m,flt_apt_in_3_st_bl_nofb_ns,flt_apt_in_3_st_bl_total,flt_apt_4_or_m_s_b_nofb_0_ib,flt_apt_4_or_m_s_b_nofb_1,flt_apt_4_or_m_s_b_nofb_2,flt_apt_4_or_m_s_b_nofb_3,flt_apt_4_or_m_s_b_nofb_4,flt_apt_4_or_m_s_b_nofb_5,flt_apt_4_or_m_s_b_nofb_6_m,flt_apt_4_or_m_s_b_nofb_ns,flt_apt_4_or_m_s_b_total,flt_apt_at_to_a_h_nofb_0_ib,flt_apt_at_to_a_hse_nofb_1,flt_apt_at_to_a_hse_nofb_2,flt_apt_at_to_a_hse_nofb_3,flt_apt_at_to_a_hse_nofb_4,flt_apt_at_to_a_hse_nofb_5,flt_apt_at_to_a_hs_nofb_6_m,flt_apt_at_to_a_hs_nofb_ns,flt_apt_at_to_a_hse_total,flt_apart_tot_nofb_0_i_b,flt_apart_tot_nofb_1,flt_apart_tot_nofb_2,flt_apart_tot_nofb_3,flt_apart_tot_nofb_4,flt_apart_tot_nofb_5,flt_apart_tot_nofb_6_or_m,flt_apart_tot_nofb_ns,flt_apart_tot_total,other_dwelling_nofb_0_i_b,other_dwelling_nofb_1,other_dwelling_nofb_2,other_dwelling_nofb_3,other_dwelling_nofb_4,other_dwelling_nofb_5,other_dwelling_nofb_6_or_m,other_dwelling_nofb_ns,other_dwelling_total,dweling_structu_ns_nofb_0_i_b,dweling_structur_ns_nofb_1,dweling_structur_ns_nofb_2,dweling_structur_ns_nofb_3,dweling_structur_ns_nofb_4,dweling_structur_ns_nofb_5,dwelig_struct_ns_nofb_6_or_m,dweling_structur_ns_nofb_ns,dweling_structur_ns_total,total_nofb_0_i_b,total_nofb_1,total_nofb_2,total_nofb_3,total_nofb_4,total_nofb_5,total_nofb_6_or_m,total_nofb_ns,total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6937,Lake Macquarie - East,"11101","40","371","4397","17963","11439","2299","361","1350","38222","7","390","2032","948","60","13","3","235","3686","10","139","602","789","95","6","6","131","1776","16","532","2634","1733","154","19","10","364","5461","24","513","797","210","16","7","4","167","1732","7","54","79","23","0","0","0","9","178","0","99","177","118","5","0","0","32","441","0","9","9","9","0","0","0","4","34","33","682","1059","362","18","3","7","213","2378","23","115","147","37","20","3","3","65","405","0","17","20","31","8","3","6","22","98","109","1714","8254","20119","11636","2322","379","2022","46561"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6936,Lake Macquarie - West,"11102","30","387","2632","11116","8186","1425","301","1046","25114","0","193","746","392","14","3","3","117","1476","0","39","165","170","22","0","3","21","432","3","240","914","567","39","3","4","136","1906","5","123","211","43","14","4","3","45","439","0","13","49","36","0","0","0","3","99","0","0","11","9","0","0","0","0","21","0","7","3","3","3","0","0","0","19","5","140","277","88","14","7","3","50","586","21","125","118","23","7","0","0","119","409","0","12","6","19","12","0","0","18","69","57","905","3946","11814","8256","1430","310","1370","28088"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6935,Newcastle,"11103","43","516","7899","23253","10694","2107","530","1833","46878","16","516","2307","1166","67","13","10","281","4367","17","496","1966","2215","312","74","26","290","5403","33","1006","4277","3374","386","87","37","573","9774","100","1438","1444","355","36","9","16","376","3777","35","422","1358","239","7","3","6","270","2348","46","389","844","551","30","0","3","239","2105","9","75","41","12","3","3","4","15","165","188","2323","3682","1163","85","17","31","904","8397","16","64","74","45","20","3","0","138","361","7","62","79","59","15","6","10","55","295","298","3974","16013","27900","11196","2219","601","3495","65695"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6934,Richmond Valley - Coastal,"11201","111","591","2577","10334","6542","1190","307","2185","23851","18","160","1256","1210","104","18","4","310","3086","6","155","752","949","99","8","5","235","2197","24","318","2009","2157","202","27","9","541","5285","25","235","695","325","41","12","3","208","1530","0","28","154","67","3","0","0","27","273","0","0","28","30","0","0","0","8","68","3","16","4","3","3","0","0","4","39","28","278","886","421","43","13","3","250","1910","275","511","409","138","45","15","0","632","2017","18","46","73","86","38","23","8","95","382","452","1741","5952","13132","6876","1266","323","3711","33442"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6933,Richmond Valley - Hinterland,"11202","139","612","3088","10970","6050","1141","215","1971","24201","11","149","692","260","21","0","0","147","1294","7","41","211","179","9","8","0","52","508","23","195","906","442","31","11","3","202","1807","28","217","665","207","26","3","6","246","1400","0","20","69","0","0","0","0","12","104","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","4","10","28","235","734","207","31","3","6","265","1510","108","181","113","102","60","12","8","188","771","4","27","44","44","13","8","8","25","167","298","1248","4888","11765","6186","1175","241","2651","28455"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6932,Tweed Valley,"11203","77","440","2788","10194","7482","1419","293","1613","24287","9","257","1615","2146","64","9","5","370","4478","11","140","672","1283","106","18","7","206","2444","17","399","2285","3430","175","22","12","574","6918","32","311","1236","385","28","8","0","244","2242","0","98","907","326","5","0","3","245","1586","0","70","470","219","7","0","0","153","919","0","3","3","0","0","0","0","0","5","41","476","2613","935","37","8","3","631","4752","273","698","483","122","53","3","3","517","2153","37","78","131","68","21","0","8","47","385","441","2092","8303","14741","7767","1452","319","3381","38497"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6931,Griffith - Murrumbidgee (West),"11301","26","187","1349","6810","4779","735","149","1505","15535","0","82","271","219","13","3","0","95","685","0","0","31","4","0","0","0","3","36","0","85","297","222","9","3","0","100","725","6","181","669","223","10","0","3","274","1373","0","6","21","3","0","0","0","15","46","0","0","0","0","0","0","0","0","0","0","5","0","3","0","0","0","3","6","6","191","689","229","16","3","3","289","1426","53","83","30","43","16","7","4","109","343","7","12","19","50","26","6","6","23","148","94","550","2392","7352","4844","756","168","2023","18173"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6930,Tumut - Tumbarumba,"11302","15","93","712","2602","1338","203","33","483","5472","4","34","47","17","0","0","0","18","124","0","6","16","3","0","0","0","5","31","4","40","61","21","0","0","0","21","150","0","37","111","5","0","0","0","35","184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","111","5","0","0","0","35","185","4","11","3","7","4","0","0","18","53","0","8","7","14","10","3","0","6","41","25","181","893","2640","1351","204","34","561","5906"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-692f,Wagga Wagga,"11303","36","247","2841","13725","9994","1827","340","2041","31049","5","97","661","150","15","0","0","108","1037","4","3","116","81","3","0","0","10","216","5","105","779","232","17","0","0","113","1253","34","363","1662","229","17","0","3","272","2574","0","26","46","13","0","0","0","16","99","3","11","15","12","0","0","0","3","38","0","3","3","3","3","0","0","0","14","35","405","1723","251","17","0","3","291","2727","32","74","57","79","76","9","3","120","452","3","9","31","49","37","14","8","14","160","113","844","5424","14328","10134","1848","357","2587","35641"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-692e,Shoalhaven,"11401","53","499","3936","15326","10851","1951","390","2350","35365","11","208","1097","548","45","3","3","256","2165","0","100","270","207","17","7","0","75","672","13","307","1365","754","65","8","4","336","2841","12","168","434","225","28","3","8","153","1034","0","4","14","3","4","0","0","0","28","0","0","0","0","0","0","0","0","4","0","3","4","5","0","0","0","0","13","13","178","450","233","29","3","5","158","1079","60","258","530","129","32","3","0","248","1268","13","48","69","81","33","17","0","46","303","148","1294","6351","16512","11018","1993","398","3142","40857"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-692d,Southern Highlands,"11402","36","243","1560","6640","5854","1324","320","1042","17008","0","68","451","201","23","0","3","81","825","0","0","99","163","27","0","0","26","320","0","68","548","366","49","4","6","103","1144","4","80","171","41","11","4","0","37","344","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","3","0","0","0","3","8","4","81","171","43","11","4","0","42","352","17","33","45","20","8","3","0","65","187","0","5","32","41","29","3","10","24","140","60","430","2356","7103","5951","1338","335","1267","18825"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-692c,Baulkham Hills,"11501","17","116","517","6913","20297","6407","1188","884","36342","3","146","572","474","44","3","0","99","1332","3","50","571","3041","765","53","9","172","4659","8","192","1146","3511","806","51","7","270","5993","7","171","468","264","9","3","3","74","1003","5","128","608","274","4","0","0","75","1093","3","175","598","268","16","0","0","69","1127","3","6","6","3","0","0","0","3","22","13","478","1679","809","27","5","3","225","3241","0","0","0","10","8","3","0","0","22","0","15","16","14","26","12","0","27","107","41","807","3354","11253","21163","6473","1195","1406","45692"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-692b,Dural - Wisemans Ferry,"11502","15","105","407","1605","3064","1299","589","405","7494","0","15","75","23","4","3","0","6","128","0","5","18","160","23","0","0","5","202","0","18","89","187","27","3","0","14","334","0","9","111","27","3","0","0","18","166","0","11","17","0","0","0","0","6","37","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","14","0","22","131","26","7","0","0","16","212","14","41","49","26","13","3","4","36","180","0","3","7","20","10","3","3","11","63","29","184","684","1862","3123","1312","596","485","8282"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-692a,Hawkesbury,"11503","18","155","647","2700","2678","856","307","615","7977","0","6","3","7","4","0","0","7","29","0","0","0","4","0","0","0","0","9","0","6","3","8","4","0","3","8","34","0","8","14","6","0","0","0","3","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","3","0","8","10","4","0","0","0","3","33","16","28","9","4","9","7","0","18","91","0","15","10","13","18","11","0","27","98","43","212","679","2734","2706","870","306","670","8230"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6929,Rouse Hill - McGraths Hill,"11504","6","47","185","1460","5007","1211","259","354","8535","0","57","13","14","4","3","0","29","126","0","7","0","119","607","167","17","13","933","0","64","20","133","615","172","23","43","1053","0","5","16","22","9","3","0","7","64","0","0","0","0","0","0","0","0","0","0","30","50","9","0","0","0","11","103","0","0","0","0","0","0","0","0","0","0","34","64","30","9","3","0","19","168","7","21","17","6","6","0","0","45","101","0","3","10","7","13","4","0","14","58","11","170","292","1633","5653","1395","282","482","9914"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6928,Blacktown,"11601","52","350","2543","17500","10170","2184","503","1993","35297","24","183","502","689","132","9","0","176","1718","11","226","685","2377","553","44","8","292","4199","39","401","1182","3067","688","58","5","468","5914","85","342","190","40","7","0","0","127","791","5","7","174","22","0","0","0","28","241","8","75","1674","92","9","0","0","148","2008","0","20","5","3","3","0","0","8","41","101","435","2043","159","19","0","0","313","3075","0","16","34","22","5","5","0","13","89","5","30","33","34","8","7","0","30","150","196","1240","5831","20784","10889","2256","517","2819","44533"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6927,Blacktown - North,"11602","12","108","619","4316","10767","2160","369","980","19343","0","14","85","1437","1729","159","15","72","3512","0","46","219","1276","1503","342","60","112","3554","3","61","305","2714","3227","499","72","185","7070","0","3","69","364","60","0","0","13","512","0","0","45","8","0","0","0","3","57","0","19","122","44","3","0","0","23","219","0","3","0","0","0","0","0","0","5","0","28","238","419","63","3","0","47","796","3","28","115","61","27","3","0","120","361","3","9","22","44","25","4","5","26","141","22","243","1299","7558","14116","2668","444","1360","27711"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6926,Mount Druitt,"11603","51","184","774","15165","7890","1464","323","1974","27839","7","79","226","852","79","12","0","142","1393","14","139","280","1540","623","8","4","268","2882","22","221","499","2392","700","17","3","411","4276","12","197","68","73","7","0","0","90","443","6","32","438","23","0","0","3","118","618","6","47","762","63","3","0","0","75","952","0","9","3","0","0","0","0","0","11","24","288","1264","156","11","0","3","291","2028","0","16","19","39","5","0","0","21","99","0","7","18","12","15","0","0","17","72","97","716","2580","17768","8624","1483","335","2707","34314"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6925,Botany,"11701","14","40","791","2706","1296","409","137","290","5688","8","64","402","442","105","19","5","75","1118","0","107","173","613","176","12","0","75","1161","7","167","572","1054","285","29","5","149","2278","66","292","926","208","24","10","8","120","1652","27","252","1999","592","11","0","0","297","3186","19","904","2494","567","10","3","0","448","4446","0","0","0","0","3","0","0","0","8","113","1456","5424","1364","45","10","8","860","9289","0","24","47","27","13","3","0","21","137","3","19","28","13","10","3","0","11","81","140","1706","6859","5165","1643","464","155","1334","17469"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6924,Sydney Inner City,"11703","11","98","360","759","401","113","29","202","1980","15","560","2442","1416","291","37","18","403","5190","134","1164","4238","5303","2083","395","157","1563","15047","147","1728","6679","6723","2376","435","180","1964","20233","274","1163","924","285","37","18","26","645","3373","813","3539","3982","775","90","14","21","1445","10688","3036","21481","23887","5341","353","60","111","8009","62279","4","9","18","4","0","0","0","6","46","4128","26194","28809","6407","482","96","162","10109","76382","39","163","142","104","27","5","6","756","1252","28","137","146","57","22","8","17","298","728","4351","28323","36149","14053","3312","663","395","13332","100568"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6923,Marrickville - Sydenham - Petersham,"11702","13","82","1130","2878","1359","289","99","431","6284","23","153","1667","1599","291","38","14","244","4028","17","73","397","955","413","68","22","188","2133","34","233","2064","2559","708","106","31","431","6165","143","1061","1349","264","58","7","6","510","3393","71","788","1957","180","17","0","5","356","3376","75","585","1077","104","0","0","0","212","2053","6","75","57","26","12","11","4","35","223","293","2512","4437","571","81","18","21","1110","9044","13","109","130","93","32","6","9","103","495","8","47","33","19","14","7","12","48","182","365","2980","7787","6119","2189","426","167","2130","22165"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6922,Eastern Suburbs - North,"11801","12","72","559","2497","3413","1722","438","551","9270","9","75","1016","1312","349","69","4","263","3094","15","143","1552","3428","1880","317","37","620","7989","25","221","2567","4738","2229","382","39","885","11082","77","1111","2801","1073","176","33","21","844","6139","278","2494","7256","1976","184","20","16","1916","14144","533","2658","5178","2098","117","5","11","1912","12511","0","12","37","30","6","0","3","16","100","887","6277","15270","5176","482","66","49","4683","32900","11","160","199","112","23","5","0","73","580","9","31","81","65","33","10","3","45","271","949","6757","18664","12585","6186","2190","538","6235","54107"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6921,Eastern Suburbs - South,"11802","17","109","1010","5034","4656","1769","560","624","13781","51","118","1143","1622","338","64","15","241","3588","13","157","817","2416","1225","189","32","335","5186","57","273","1963","4036","1558","253","45","578","8776","199","1178","2769","1073","119","35","14","778","6170","128","2617","8841","1848","73","30","10","1485","15031","220","2040","4898","1318","64","27","11","1030","9598","5","34","16","13","6","3","0","5","77","546","5873","16525","4253","260","95","36","3298","30878","12","110","168","103","36","9","3","60","504","3","35","31","39","25","12","4","69","212","638","6392","19697","13463","6542","2135","649","4634","54155"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6920,Bankstown,"11901","69","320","3737","15370","9420","2809","713","2040","34474","44","261","457","1242","163","12","0","189","2373","16","402","946","3584","2958","244","31","570","8747","61","664","1404","4823","3126","255","27","762","11125","115","909","658","225","57","11","0","311","2291","45","234","2952","521","7","3","3","473","4249","16","88","1504","333","3","0","3","263","2207","0","13","33","12","6","3","0","17","81","177","1248","5156","1093","72","17","9","1062","8828","4","20","117","70","23","5","0","28","274","3","19","49","49","51","6","0","46","219","311","2273","10464","21408","12693","3094","749","3933","54915"
