SA3_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,SA3_NAME11
19999,134,106,240,84,105,189,10,11,21,0,3,3,12,5,17,952,512,1464,170,100,270,45,3,48,18,4,22,29,12,41,48,19,67,237,149,386,1739,1029,2768,47,36,83,0,5,5,0,0,0,12,8,20,8,3,11,3,4,7,70,56,126,3,0,3,0,0,0,0,4,4,3,4,7,0,0,0,6,8,14,18,4,22,94,68,162,12,5,17,3,3,6,5,0,5,20,8,28,47,48,95,252,259,511,55,31,86,2207,1443,3650,Special Purpose Codes SA3 (NSW)
20101,278,178,456,170,222,392,10,5,15,12,9,21,69,49,118,16041,13610,29651,1196,1170,2366,316,5,321,93,15,108,338,57,395,122,53,175,685,715,1400,19330,16088,35418,19,7,26,0,0,0,17,30,47,90,57,147,18,18,36,12,4,16,156,116,272,0,0,0,0,0,0,4,4,8,25,26,51,4,5,9,33,35,68,145,79,224,334,230,564,50,51,101,7,6,13,6,4,10,63,61,124,589,816,1405,1769,3422,5191,313,311,624,22398,20928,43326,Ballarat
20102,80,72,152,26,15,41,3,0,3,4,3,7,3,5,8,4170,3435,7605,299,250,549,162,3,165,34,3,37,23,7,30,51,19,70,249,175,424,5104,3987,9091,11,11,22,0,0,0,7,3,10,62,50,112,6,9,15,0,3,3,86,76,162,0,0,0,0,0,0,3,0,3,3,7,10,0,0,0,6,7,13,58,22,80,150,105,255,20,27,47,0,0,0,5,0,5,25,27,52,612,507,1119,536,901,1437,104,93,197,6531,5620,12151,Creswick - Daylesford - Ballan
20103,12,4,16,16,16,32,0,0,0,3,4,7,6,8,14,3209,2527,5736,232,210,442,140,7,147,25,6,31,39,18,57,57,15,72,220,176,396,3959,2991,6950,0,0,0,0,0,0,4,0,4,10,7,17,0,0,0,0,3,3,14,10,24,0,0,0,0,0,0,0,3,3,4,3,7,0,0,0,4,6,10,39,12,51,57,28,85,5,3,8,5,0,5,3,3,6,13,6,19,437,356,793,400,651,1051,89,92,181,4955,4124,9079,Maryborough - Pyrenees
20201,115,70,185,181,230,411,12,3,15,12,4,16,38,48,86,14275,12181,26456,1285,1191,2476,280,13,293,174,47,221,335,66,401,98,42,140,665,696,1361,17470,14591,32061,10,4,14,0,0,0,5,6,11,39,14,53,3,5,8,12,4,16,69,33,102,0,0,0,0,0,0,3,3,6,17,22,39,5,5,10,25,30,55,143,84,227,237,147,384,25,18,43,4,7,11,12,4,16,41,29,70,524,697,1221,1731,3131,4862,322,282,604,20325,18877,39202,Bendigo
20202,291,228,519,30,27,57,3,0,3,11,3,14,17,8,25,6461,5364,11825,445,434,879,211,3,214,40,9,49,103,35,138,66,26,92,422,349,771,8100,6486,14586,12,11,23,0,0,0,28,23,51,86,66,152,8,11,19,39,19,58,173,130,303,0,0,0,0,0,0,3,4,7,4,3,7,0,0,0,7,7,14,82,36,118,262,173,435,54,54,108,0,0,0,8,0,8,62,54,116,737,807,1544,823,1507,2330,172,160,332,10156,9187,19343,Heathcote - Castlemaine - Kyneton
20203,4,5,9,10,4,14,0,0,0,0,0,0,3,3,6,1453,1209,2662,79,82,161,75,3,78,20,3,23,16,3,19,39,15,54,178,138,316,1877,1465,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,3,6,14,6,20,21,9,30,0,0,0,0,0,0,3,0,3,3,0,3,457,299,756,190,264,454,53,42,95,2601,2079,4680,Loddon - Elmore
20301,12,8,20,22,10,32,0,0,0,3,3,6,3,0,3,3064,2317,5381,158,166,324,127,5,132,20,3,23,14,7,21,35,7,42,112,66,178,3570,2592,6162,0,0,0,0,0,0,0,0,0,35,16,51,0,4,4,0,0,0,35,20,55,0,0,0,0,0,0,5,3,8,0,3,3,4,0,4,9,6,15,29,12,41,73,38,111,11,16,27,0,0,0,8,4,12,19,20,39,350,333,683,358,603,961,73,62,135,4443,3648,8091,Barwon - West
20302,1031,649,1680,429,663,1092,14,4,18,3,9,12,108,67,175,28903,23619,52522,2054,2269,4323,518,10,528,222,32,254,646,154,800,216,81,297,1140,1241,2381,35284,28798,64082,48,35,83,0,0,0,52,55,107,340,197,537,41,51,92,68,9,77,549,347,896,0,0,0,0,0,0,24,35,59,31,71,102,20,13,33,75,119,194,321,129,450,945,595,1540,191,167,358,6,12,18,15,6,21,212,185,397,962,1274,2236,3544,6059,9603,652,584,1236,41599,37495,79094,Geelong
20303,107,94,201,93,94,187,7,3,10,7,5,12,15,6,21,9966,8028,17994,561,584,1145,202,8,210,50,9,59,149,36,185,78,39,117,380,373,753,11615,9279,20894,15,13,28,0,0,0,7,4,11,170,106,276,14,9,23,3,3,6,209,135,344,0,0,0,0,0,0,5,13,18,8,8,16,3,0,3,16,21,37,111,53,164,336,209,545,67,66,133,5,4,9,7,0,7,79,70,149,725,911,1636,1329,2260,3589,197,183,380,14281,12912,27193,Surf Coast - Bellarine Peninsula
20401,114,116,230,64,38,102,8,3,11,5,4,9,10,11,21,7541,5975,13516,620,521,1141,321,12,333,63,11,74,116,42,158,115,56,171,826,622,1448,9803,7411,17214,11,7,18,0,0,0,3,13,16,50,45,95,8,8,16,3,0,3,75,73,148,0,0,0,3,0,3,5,11,16,6,0,6,0,3,3,14,14,28,122,39,161,211,126,337,31,33,64,0,0,0,10,0,10,41,33,74,928,929,1857,1018,1512,2530,196,186,382,12197,10197,22394,Upper Goulburn Valley
20402,10,7,17,45,36,81,4,0,4,6,6,12,16,13,29,7080,6023,13103,542,531,1073,207,7,214,81,8,89,249,56,305,69,30,99,506,474,980,8815,7191,16006,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,5,0,5,5,6,11,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,5,3,8,94,32,126,104,41,145,0,0,0,0,5,5,8,4,12,8,9,17,780,742,1522,888,1477,2365,180,165,345,10775,9625,20400,Wangaratta - Benalla
20403,11,6,17,114,75,189,5,3,8,4,6,10,19,15,34,11014,9192,20206,840,763,1603,282,10,292,164,27,191,208,51,259,195,71,266,1035,709,1744,13891,10928,24819,0,0,0,0,0,0,0,3,3,3,3,6,0,3,3,0,0,0,3,9,12,0,0,0,0,0,0,8,0,8,4,17,21,4,3,7,16,20,36,136,51,187,155,80,235,0,0,0,0,3,3,5,3,8,5,6,11,885,923,1808,1299,2179,3478,282,243,525,16517,14359,30876,Wodonga - Alpine
20501,184,117,301,52,22,74,0,3,3,3,0,3,14,4,18,7118,5705,12823,506,477,983,258,4,262,56,8,64,47,14,61,79,31,110,385,322,707,8702,6707,15409,16,8,24,0,0,0,4,7,11,48,29,77,13,7,20,9,0,9,90,51,141,0,0,0,0,0,0,5,3,8,0,3,3,0,3,3,5,9,14,87,20,107,182,80,262,24,13,37,0,0,0,10,0,10,34,13,47,750,764,1514,844,1446,2290,187,154,341,10699,9164,19863,Baw Baw
20502,7,5,12,53,24,77,5,3,8,3,4,7,14,9,23,5705,5080,10785,472,487,959,195,9,204,69,7,76,131,44,175,154,55,209,447,390,837,7255,6117,13372,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,6,6,12,97,60,157,103,69,172,0,0,0,5,0,5,5,3,8,10,3,13,592,621,1213,793,1220,2013,175,128,303,8928,8158,17086,Gippsland - East
20503,16,14,30,52,48,100,10,0,10,10,6,16,10,4,14,8595,6639,15234,648,583,1231,238,6,244,97,24,121,118,42,160,127,49,176,711,622,1333,10632,8037,18669,8,0,8,0,0,0,0,0,0,19,18,37,0,7,7,3,0,3,30,25,55,0,0,0,0,0,0,7,5,12,9,7,16,4,0,4,20,12,32,107,34,141,157,71,228,10,3,13,6,6,12,11,0,11,27,9,36,1158,1212,2370,1193,1793,2986,246,198,444,13413,11320,24733,Gippsland - South West
20504,98,62,160,112,68,180,7,0,7,0,3,3,22,25,47,11521,9600,21121,945,755,1700,213,8,221,85,5,90,111,26,137,144,29,173,361,354,715,13619,10935,24554,21,3,24,0,0,0,5,5,10,26,16,42,7,5,12,5,4,9,64,33,97,0,0,0,0,0,0,6,5,11,11,19,30,0,4,4,17,28,45,133,34,167,214,95,309,30,13,43,0,0,0,3,3,6,33,16,49,327,461,788,1635,2303,3938,289,246,535,16117,14056,30173,Latrobe Valley
20505,12,4,16,58,25,83,3,0,3,3,0,3,14,15,29,5908,5091,10999,489,458,947,144,4,148,97,19,116,178,39,217,271,47,318,541,429,970,7718,6131,13849,3,0,3,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,9,3,12,0,0,0,0,0,0,5,3,8,3,3,6,3,0,3,11,6,17,91,34,125,111,43,154,8,0,8,3,0,3,3,3,6,14,3,17,687,655,1342,950,1215,2165,162,151,313,9642,8198,17840,Wellington
20601,1345,1195,2540,128,155,283,9,0,9,2534,3385,5919,82,51,133,9722,7694,17416,475,798,1273,140,7,147,273,57,330,1858,1241,3099,134,73,207,576,702,1278,17276,15358,32634,128,90,218,0,0,0,387,349,736,59,75,134,22,27,49,69,41,110,665,582,1247,0,0,0,136,237,373,7,8,15,3,10,13,6,4,10,152,259,411,262,289,551,1079,1130,2209,180,180,360,13,19,32,32,20,52,225,219,444,621,701,1322,1535,2816,4351,312,245,557,21048,20469,41517,Brunswick - Coburg
20602,1520,1551,3071,148,182,330,3,4,7,678,1009,1687,38,31,69,5828,5264,11092,271,438,709,94,3,97,144,34,178,1315,702,2017,60,38,98,350,429,779,10449,9685,20134,117,84,201,0,0,0,241,255,496,83,98,181,10,35,45,42,48,90,493,520,1013,0,0,0,75,100,175,3,7,10,10,4,14,7,3,10,95,114,209,115,136,251,703,770,1473,108,99,207,10,10,20,19,3,22,137,112,249,438,561,999,938,1838,2776,198,193,391,12863,13159,26022,Darebin - South
20603,1597,1586,3183,80,105,185,3,3,6,668,1036,1704,49,49,98,9076,7183,16259,384,692,1076,118,3,121,161,15,176,601,214,815,93,49,142,413,511,924,13243,11446,24689,193,169,362,0,0,0,341,321,662,96,110,206,23,41,64,31,24,55,684,665,1349,0,0,0,32,66,98,9,12,21,4,10,14,0,0,0,45,88,133,120,102,222,849,855,1704,141,145,286,6,4,10,8,9,17,155,158,313,478,637,1115,1109,2065,3174,184,206,390,16018,15367,31385,Essendon
20604,1533,1550,3083,222,298,520,4,0,4,3146,3671,6817,119,104,223,6989,5102,12091,356,657,1013,37,0,37,239,49,288,1248,615,1863,187,118,305,7086,6348,13434,21166,18512,39678,134,143,277,0,0,0,451,479,930,47,30,77,22,40,62,67,35,102,721,727,1448,0,0,0,56,75,131,6,0,6,3,8,11,4,11,15,69,94,163,248,219,467,1038,1040,2078,176,181,357,9,11,20,35,21,56,220,213,433,996,899,1895,1726,2547,4273,227,185,412,25373,23396,48769,Melbourne City
20605,1457,1375,2832,248,329,577,15,7,22,4054,4644,8698,117,104,221,12654,10724,23378,624,1050,1674,92,10,102,399,83,482,1517,731,2248,191,132,323,1880,2149,4029,23248,21338,44586,103,88,191,0,0,0,518,508,1026,50,74,124,14,26,40,55,25,80,740,721,1461,0,0,0,120,172,292,4,10,14,7,6,13,11,13,24,142,201,343,382,342,724,1264,1264,2528,203,157,360,9,20,29,33,31,64,245,208,453,1208,1296,2504,1664,2673,4337,286,246,532,27915,27025,54940,Port Phillip
20702,206,155,361,1466,1480,2946,4,3,7,23,20,43,48,33,81,14647,11225,25872,645,1312,1957,223,5,228,96,8,104,108,9,117,111,56,167,220,262,482,17797,14568,32365,148,114,262,0,0,0,8,3,11,165,118,283,17,42,59,3,0,3,341,277,618,0,0,0,129,113,242,98,96,194,32,85,117,11,0,11,270,294,564,112,93,205,723,664,1387,85,71,156,37,44,81,4,3,7,126,118,244,873,910,1783,1321,2298,3619,306,303,609,21146,18861,40007,Manningham - West
20703,1952,1522,3474,408,505,913,3,0,3,292,293,585,39,18,57,13631,11029,24660,543,1096,1639,203,5,208,144,6,150,312,52,364,111,58,169,576,695,1271,18214,15279,33493,458,352,810,0,0,0,201,154,355,429,331,760,65,135,200,53,17,70,1206,989,2195,0,0,0,71,61,132,10,18,28,24,33,57,7,7,14,112,119,231,152,82,234,1470,1190,2660,268,250,518,9,14,23,14,4,18,291,268,559,813,1014,1827,1651,3158,4809,301,263,564,22740,21172,43912,Whitehorse - West
20801,2179,1616,3795,109,157,266,5,4,9,62,64,126,72,28,100,14175,11569,25744,496,851,1347,148,4,152,172,25,197,597,115,712,113,66,179,451,581,1032,18579,15080,33659,169,118,287,0,0,0,146,123,269,353,284,637,68,80,148,90,17,107,826,622,1448,0,0,0,4,3,7,5,3,8,12,6,18,3,3,6,24,15,39,170,96,266,1020,733,1753,136,129,265,4,7,11,20,7,27,160,143,303,1274,1691,2965,1550,2918,4468,287,298,585,22870,20863,43733,Bayside
20803,2293,1940,4233,224,252,476,8,3,11,6,11,17,54,22,76,19226,15723,34949,867,1157,2024,329,7,336,188,15,203,380,78,458,136,56,192,452,597,1049,24163,19861,44024,213,210,423,0,0,0,126,126,252,375,355,730,66,118,184,64,23,87,844,832,1676,0,0,0,0,3,3,7,3,10,18,27,45,3,3,6,28,36,64,141,82,223,1013,950,1963,155,176,331,3,3,6,9,3,12,167,182,349,867,1125,1992,1924,3660,5584,379,316,695,28513,26094,54607,Kingston
20804,1444,1145,2589,46,59,105,3,0,3,274,350,624,26,18,44,5916,4749,10665,209,389,598,34,3,37,65,3,68,247,54,301,47,37,84,279,372,651,8590,7179,15769,59,62,121,0,0,0,203,202,405,73,88,161,13,25,38,25,12,37,373,389,762,0,0,0,9,9,18,3,3,6,0,0,0,0,0,0,12,12,24,56,54,110,441,455,896,82,72,154,0,0,0,5,5,10,87,77,164,479,593,1072,669,1333,2002,124,117,241,10390,9754,20144,Stonnington - East
20901,2473,2190,4663,357,460,817,11,4,15,65,72,137,89,37,126,19421,15941,35362,866,1327,2193,339,7,346,222,40,262,514,92,606,142,75,217,787,688,1475,25286,20933,46219,295,215,510,0,0,0,168,164,332,485,440,925,89,146,235,78,25,103,1115,990,2105,0,0,0,30,36,66,20,31,51,17,47,64,4,9,13,71,123,194,186,139,325,1372,1252,2624,222,208,430,8,15,23,21,6,27,251,229,480,956,1231,2187,2218,4125,6343,433,387,820,30516,28157,58673,Banyule
20902,1573,1484,3057,237,339,576,3,3,6,633,792,1425,97,28,125,12230,8696,20926,685,982,1667,279,4,283,165,32,197,535,197,732,129,56,185,393,412,805,16959,13025,29984,176,180,356,0,0,0,231,173,404,191,209,400,33,68,101,34,25,59,665,655,1320,3,0,3,80,107,187,11,6,17,5,25,30,3,5,8,102,143,245,164,155,319,931,953,1884,173,206,379,11,14,25,11,4,15,195,224,419,402,507,909,1415,2416,3831,418,342,760,20320,17467,37787,Darebin - North
20903,787,639,1426,82,90,172,0,0,0,4,11,15,22,10,32,12783,10428,23211,566,683,1249,359,8,367,99,14,113,107,13,120,77,42,119,246,203,449,15132,12141,27273,97,47,144,0,0,0,41,24,65,342,246,588,49,77,126,33,10,43,562,404,966,0,0,0,0,0,0,13,19,32,11,11,22,0,3,3,24,33,57,121,61,182,707,498,1205,103,98,201,7,5,12,10,0,10,120,103,223,788,1087,1875,1321,2440,3761,233,232,465,18301,16501,34802,Nillumbik - Kinglake
20904,1383,1568,2951,301,392,693,10,3,13,97,127,224,127,23,150,31331,22601,53932,1660,2066,3726,910,12,922,154,17,171,123,22,145,266,75,341,326,357,683,36688,27263,63951,258,225,483,0,3,3,71,81,152,604,537,1141,74,145,219,30,3,33,1037,994,2031,0,0,0,30,44,74,20,12,32,39,55,94,3,4,7,92,115,207,265,132,397,1394,1241,2635,220,292,512,10,12,22,6,0,6,236,304,540,578,1035,1613,2545,4516,7061,844,713,1557,42285,35072,77357,Whittlesea - Wallan
21001,453,470,923,92,102,194,5,0,5,76,120,196,40,15,55,9708,7441,17149,463,735,1198,203,3,206,111,16,127,143,19,162,62,23,85,171,181,352,11527,9125,20652,171,162,333,0,0,0,57,47,104,208,230,438,27,49,76,5,0,5,468,488,956,0,0,0,35,37,72,3,8,11,3,20,23,4,0,4,45,65,110,80,80,160,593,633,1226,120,140,260,4,9,13,3,0,3,127,149,276,327,424,751,886,1594,2480,230,231,461,13690,12156,25846,Keilor
21002,241,201,442,17,17,34,3,0,3,0,0,0,10,3,13,4961,3816,8777,317,347,664,151,5,156,31,0,31,13,3,16,41,31,72,122,92,214,5907,4515,10422,22,8,30,0,0,0,16,12,28,85,84,169,19,20,39,4,3,7,146,127,273,0,0,0,0,0,0,3,0,3,0,3,3,3,0,3,6,3,9,51,29,80,203,159,362,40,52,92,0,0,0,8,0,8,48,52,100,345,473,818,619,981,1600,76,91,167,7198,6271,13469,Macedon Ranges
21003,1581,1515,3096,102,104,206,0,0,0,99,158,257,76,22,98,9858,6561,16419,549,700,1249,219,11,230,118,16,134,246,56,302,126,25,151,191,242,433,13165,9410,22575,147,164,311,8,0,8,122,158,280,185,136,321,37,53,90,30,14,44,529,525,1054,0,0,0,31,40,71,6,7,13,4,13,17,0,0,0,41,60,101,88,95,183,658,680,1338,121,127,248,3,5,8,6,0,6,130,132,262,244,369,613,990,1608,2598,330,225,555,15517,12424,27941,Moreland - North
21004,370,474,844,37,57,94,0,0,0,3,3,6,20,9,29,7218,5575,12793,485,473,958,185,3,188,61,9,70,16,5,21,47,17,64,124,129,253,8566,6754,15320,55,43,98,0,0,0,23,30,53,105,94,199,15,20,35,16,3,19,214,190,404,0,0,0,0,0,0,0,10,10,3,5,8,0,0,0,3,15,18,60,32,92,277,237,514,49,83,132,3,6,9,3,0,3,55,89,144,186,370,556,762,1304,2066,139,131,270,9985,8885,18870,Sunbury
20606,2316,2082,4398,196,202,398,4,0,4,1032,1266,2298,70,63,133,7050,5591,12641,293,518,811,41,5,46,154,32,186,637,276,913,102,72,174,1220,1363,2583,13115,11470,24585,79,84,163,0,0,0,439,470,909,48,34,82,19,21,40,58,28,86,643,637,1280,0,3,3,30,72,102,0,3,3,5,0,5,10,3,13,45,81,126,102,101,203,790,819,1609,111,75,186,7,7,14,8,12,20,126,94,220,732,851,1583,961,1518,2479,155,161,316,15879,14913,30792,Stonnington - West
20607,1519,1479,2998,259,294,553,8,6,14,2707,3218,5925,94,86,180,8002,6795,14797,370,661,1031,69,3,72,265,67,332,2268,1433,3701,130,95,225,2245,2689,4934,17936,16826,34762,86,100,186,0,0,0,374,403,777,33,40,73,13,34,47,77,69,146,583,646,1229,0,0,0,80,110,190,3,4,7,0,3,3,5,8,13,88,125,213,256,233,489,927,1004,1931,144,112,256,10,10,20,29,23,52,183,145,328,1003,990,1993,1491,2525,4016,212,203,415,21752,21693,43445,Yarra
20701,3950,3035,6985,598,514,1112,13,8,21,1874,2092,3966,136,68,204,23134,19304,42438,851,1736,2587,161,4,165,302,33,335,1246,246,1492,235,130,365,1297,1453,2750,33797,28623,62420,168,114,282,0,0,0,668,616,1284,331,266,597,60,101,161,71,31,102,1298,1128,2426,0,0,0,146,143,289,23,34,57,10,24,34,9,10,19,188,211,399,358,299,657,1844,1638,3482,262,220,482,29,29,58,42,17,59,333,266,599,2152,2528,4680,2951,5255,8206,464,443,907,41541,38753,80294,Boroondara
20802,4609,3888,8497,282,410,692,16,3,19,409,475,884,97,50,147,21230,17223,38453,819,1420,2239,272,10,282,269,30,299,797,165,962,190,93,283,769,877,1646,29759,24644,54403,362,323,685,3,0,3,632,604,1236,487,470,957,80,161,241,108,50,158,1672,1608,3280,0,0,0,26,32,58,10,9,19,13,25,38,7,4,11,56,70,126,190,159,349,1918,1837,3755,325,274,599,5,6,11,16,9,25,346,289,635,1379,1694,3073,2426,4319,6745,447,448,895,36275,33231,69506,Glen Eira
21005,1086,1237,2323,236,219,455,8,0,8,27,49,76,103,17,120,22047,14507,36554,1420,1584,3004,664,15,679,129,10,139,112,13,125,197,51,248,262,246,508,26291,17948,44239,204,231,435,0,0,0,41,62,103,374,324,698,53,122,175,16,5,21,688,744,1432,0,0,0,7,12,19,23,28,51,20,23,43,0,0,0,50,63,113,154,107,261,892,914,1806,187,245,432,8,3,11,11,0,11,206,248,454,331,606,937,1728,2553,4281,773,540,1313,30221,22809,53030,Tullamarine - Broadmeadows
21101,1205,1005,2210,353,397,750,25,3,28,15,20,35,52,29,81,30103,24155,54258,1579,1949,3528,624,14,638,268,17,285,246,30,276,191,90,281,451,481,932,35112,28190,63302,305,176,481,0,0,0,34,39,73,810,527,1337,82,157,239,32,6,38,1263,905,2168,0,0,0,11,8,19,17,14,31,52,74,126,7,7,14,87,103,190,254,120,374,1604,1128,2732,253,248,501,16,10,26,11,6,17,280,264,544,1003,1364,2367,2664,4937,7601,559,505,1064,41222,36388,77610,Knox
21102,152,126,278,129,132,261,3,3,6,3,0,3,13,0,13,4941,3899,8840,219,333,552,134,0,134,37,4,41,26,3,29,32,13,45,87,66,153,5776,4579,10355,36,39,75,0,0,0,8,3,11,102,63,165,12,9,21,0,0,0,158,114,272,0,0,0,3,5,8,23,26,49,9,7,16,4,0,4,39,38,77,50,26,76,247,178,425,29,25,54,5,6,11,0,4,4,34,35,69,407,522,929,478,805,1283,82,89,171,7024,6208,13232,Manningham - East
21103,1518,1195,2713,198,215,413,12,0,12,6,3,9,47,26,73,19076,15788,34864,1040,1120,2160,393,4,397,160,7,167,203,25,228,114,46,160,349,346,695,23116,18775,41891,323,252,575,0,0,0,76,56,132,520,366,886,79,110,189,47,16,63,1045,800,1845,0,0,0,0,3,3,15,11,26,9,25,34,4,7,11,28,46,74,149,72,221,1222,918,2140,200,180,380,6,5,11,6,3,9,212,188,400,802,1084,1886,2041,3735,5776,319,344,663,27712,25044,52756,Maroondah
21104,1166,920,2086,151,195,346,3,3,6,31,37,68,26,12,38,9475,7543,17018,400,646,1046,149,0,149,97,10,107,138,14,152,84,33,117,237,229,466,11957,9642,21599,298,207,505,0,0,0,85,58,143,324,215,539,53,97,150,43,12,55,803,589,1392,0,0,0,6,12,18,14,3,17,8,23,31,0,3,3,28,41,69,78,41,119,909,671,1580,133,170,303,0,0,0,4,3,7,137,173,310,482,581,1063,1008,1870,2878,174,183,357,14667,13120,27787,Whitehorse - East
21105,1022,789,1811,224,199,423,10,7,17,9,3,12,23,21,44,27515,21890,49405,1663,1447,3110,969,16,985,234,24,258,149,26,175,187,80,267,628,553,1181,32633,25055,57688,231,155,386,0,0,0,45,28,73,575,397,972,69,107,176,33,0,33,953,687,1640,0,0,0,0,0,0,17,15,32,28,38,66,0,5,5,45,58,103,312,95,407,1310,840,2150,184,161,345,4,0,4,11,0,11,199,161,360,1582,2164,3746,2907,5288,8195,575,486,1061,39206,33994,73200,Yarra Ranges
21201,494,388,882,63,68,131,8,8,16,6,0,6,4,13,17,14258,10934,25192,950,755,1705,580,20,600,112,4,116,47,5,52,99,46,145,324,298,622,16945,12539,29484,99,74,173,0,0,0,19,12,31,165,135,300,45,45,90,18,6,24,346,272,618,0,0,0,3,0,3,4,0,4,13,15,28,3,5,8,23,20,43,142,58,200,511,350,861,76,72,148,0,0,0,13,0,13,89,72,161,737,1099,1836,1199,2312,3511,273,206,479,19754,16578,36332,Cardinia
21202,1059,844,1903,204,277,481,8,6,14,4,6,10,41,27,68,23820,17699,41519,1432,1643,3075,647,14,661,152,14,166,72,13,85,171,74,245,216,249,465,27826,20866,48692,232,158,390,0,0,0,39,22,61,414,253,667,68,99,167,24,8,32,777,540,1317,0,0,0,3,0,3,13,4,17,22,43,65,4,5,9,42,52,94,154,74,228,973,666,1639,160,166,326,4,6,10,8,6,14,172,178,350,692,1108,1800,1870,3287,5157,563,459,1022,32096,26564,58660,Casey - North
21203,1028,999,2027,194,267,461,10,0,10,7,8,15,35,16,51,25187,17766,42953,1808,1784,3592,801,27,828,184,10,194,64,11,75,170,56,226,240,273,513,29728,21217,50945,257,245,502,0,0,0,26,39,65,362,290,652,76,134,210,24,3,27,745,711,1456,0,0,0,0,0,0,4,3,7,25,47,72,3,3,6,32,53,85,184,85,269,961,849,1810,187,213,400,0,5,5,12,0,12,199,218,417,574,982,1556,1928,3227,5155,560,433,993,33950,26926,60876,Casey - South
