SA3_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,SA3_NAME11
39999,47,21,68,109,102,211,9,5,14,0,0,0,5,3,8,941,455,1396,193,145,338,75,8,83,24,6,30,37,22,59,75,31,106,234,209,443,1749,1007,2756,8,6,14,0,0,0,0,0,0,3,9,12,6,3,9,3,3,6,20,21,41,0,3,3,0,0,0,3,0,3,3,3,6,0,3,3,6,9,15,17,9,26,43,39,82,5,0,5,3,0,3,3,0,3,11,0,11,56,45,101,295,275,570,47,24,71,2201,1390,3591,Special Purpose Codes SA3 (Qld)
40205,15,16,31,1530,2176,3706,11,5,16,4,5,9,49,29,78,17452,13611,31063,871,1208,2079,314,6,320,188,15,203,173,19,192,217,51,268,245,248,493,21069,17389,38458,12,9,21,0,0,0,0,0,0,8,8,16,0,3,3,0,0,0,20,20,40,0,0,0,7,7,14,191,385,576,56,127,183,18,8,26,272,527,799,131,68,199,423,615,1038,13,3,16,19,21,40,7,7,14,39,31,70,505,678,1183,2031,3396,5427,229,242,471,24296,22351,46647,Tea Tree Gully
40101,33,21,54,281,356,637,4,0,4,55,69,124,30,20,50,2004,1301,3305,137,228,365,3,0,3,49,16,65,181,94,275,46,14,60,1242,1246,2488,4065,3365,7430,4,5,9,0,0,0,4,0,4,3,0,3,3,3,6,4,0,4,18,8,26,0,0,0,6,10,16,5,5,10,5,10,15,8,14,22,24,39,63,33,22,55,75,69,144,3,3,6,3,3,6,4,3,7,10,9,19,196,216,412,453,558,1011,38,36,74,4837,4253,9090,Adelaide City
40102,8,5,13,600,553,1153,3,0,3,6,0,6,26,17,43,12655,10278,22933,692,950,1642,310,13,323,125,9,134,102,22,124,205,58,263,575,368,943,15307,12273,27580,6,3,9,0,0,0,0,0,0,5,6,11,0,3,3,3,0,3,14,12,26,0,0,0,3,0,3,148,199,347,43,77,120,8,3,11,202,279,481,183,94,277,399,385,784,10,3,13,14,12,26,10,6,16,34,21,55,1027,1253,2280,1596,2587,4183,192,191,383,18555,16710,35265,Adelaide Hills
49999,4,9,13,28,23,51,0,0,0,4,0,4,5,0,5,299,144,443,44,35,79,18,0,18,8,0,8,11,0,11,11,0,11,42,26,68,474,237,711,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,3,3,6,6,14,20,0,0,0,3,0,3,0,0,0,3,0,3,4,4,8,87,54,141,17,12,29,591,321,912,Special Purpose Codes SA3 (SA)
40104,4,6,10,822,1067,1889,0,0,0,3,0,3,42,20,62,7945,6385,14330,475,779,1254,182,3,185,88,14,102,151,24,175,121,20,141,144,156,300,9977,8474,18451,9,7,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,7,19,0,0,0,8,3,11,76,106,182,20,55,75,15,11,26,119,175,294,72,36,108,203,218,421,5,5,10,13,11,24,6,3,9,24,19,43,278,358,636,936,1522,2458,186,193,379,11604,10784,22388,Campbelltown (SA)
40105,9,3,12,688,955,1643,7,0,7,3,3,6,36,24,60,5268,4346,9614,332,619,951,77,0,77,101,18,119,362,147,509,64,19,83,455,501,956,7402,6635,14037,23,9,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,27,9,36,0,0,0,9,6,15,23,53,76,17,36,53,16,16,32,65,111,176,63,42,105,155,162,317,7,3,10,6,11,17,6,4,10,19,18,37,326,340,666,742,1268,2010,89,104,193,8733,8527,17260,Norwood - Payneham - St Peters
40106,33,12,45,503,651,1154,0,0,0,4,3,7,48,21,69,4737,3729,8466,279,473,752,58,3,61,59,6,65,207,80,287,69,20,89,186,192,378,6183,5190,11373,6,7,13,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,10,10,20,0,0,0,3,5,8,22,26,48,10,31,41,8,5,13,43,67,110,53,33,86,106,110,216,11,0,11,4,15,19,3,3,6,18,18,36,227,263,490,548,967,1515,89,78,167,7171,6626,13797,Prospect - Walkerville
40301,240,208,448,245,232,477,0,4,4,219,276,495,24,9,33,5404,4592,9996,292,422,714,64,7,71,71,11,82,202,55,257,92,23,115,216,285,501,7069,6124,13193,15,13,28,0,0,0,5,3,8,18,24,42,5,4,9,9,6,15,52,50,102,0,0,0,30,28,58,8,6,14,4,19,23,6,4,10,48,57,105,60,67,127,160,174,334,4,5,9,0,6,6,6,0,6,10,11,21,302,322,624,742,1217,1959,119,106,225,8402,7954,16356,Holdfast Bay
40302,777,716,1493,611,819,1430,16,3,19,169,251,420,56,27,83,13968,11700,25668,820,1205,2025,262,12,274,203,30,233,329,84,413,228,60,288,352,369,721,17791,15276,33067,113,79,192,0,0,0,13,12,25,113,133,246,20,28,48,11,5,16,270,257,527,0,0,0,16,26,42,22,52,74,24,65,89,7,9,16,69,152,221,213,153,366,552,562,1114,36,57,93,13,16,29,6,7,13,55,80,135,474,594,1068,1856,3187,5043,256,272,528,20984,19971,40955,Marion
40303,376,328,704,665,781,1446,0,0,0,10,25,35,45,22,67,10116,8623,18739,538,948,1486,120,6,126,171,19,190,469,92,561,134,52,186,417,352,769,13061,11248,24309,63,23,86,0,0,0,4,3,7,67,60,127,14,13,27,15,0,15,163,99,262,0,0,0,0,3,3,36,51,87,17,35,52,6,10,16,59,99,158,133,98,231,355,296,651,20,16,36,3,9,12,8,3,11,31,28,59,645,673,1318,1414,2469,3883,158,175,333,15664,14889,30553,Mitcham
40304,290,358,648,1079,1222,2301,12,8,20,10,16,26,51,27,78,28741,23370,52111,1766,1978,3744,648,14,662,386,33,419,248,39,287,413,88,501,517,506,1023,34161,27659,61820,168,111,279,0,0,0,0,9,9,204,265,469,26,46,72,6,3,9,404,434,838,0,0,0,3,9,12,76,113,189,49,98,147,12,4,16,140,224,364,373,208,581,917,866,1783,58,82,140,21,17,38,23,12,35,102,111,213,961,1435,2396,3560,5840,9400,500,456,956,40201,36367,76568,Onkaparinga
40107,76,76,152,566,704,1270,0,0,0,167,212,379,24,26,50,5730,4931,10661,293,615,908,43,0,43,128,18,146,495,196,691,60,31,91,458,474,932,8040,7283,15323,16,14,30,0,0,0,8,3,11,4,0,4,4,3,7,4,0,4,36,20,56,0,0,0,19,21,40,12,18,30,17,23,40,9,3,12,57,65,122,95,76,171,188,161,349,3,8,11,7,6,13,11,9,20,21,23,44,375,467,842,752,1396,2148,99,97,196,9475,9427,18902,Unley
40201,177,187,364,31,10,41,4,0,4,0,3,3,4,3,7,5754,4679,10433,307,357,664,179,8,187,51,4,55,28,0,28,74,24,98,167,134,301,6776,5409,12185,14,31,45,0,0,0,3,0,3,43,63,106,9,11,20,3,0,3,72,105,177,0,0,0,0,0,0,5,8,13,3,7,10,0,0,0,8,15,23,45,18,63,125,138,263,6,23,29,3,0,3,0,0,0,9,23,32,197,310,507,659,1083,1742,85,92,177,7851,7055,14906,Gawler - Two Wells
40202,235,339,574,249,318,567,9,3,12,0,3,3,15,7,22,12108,8764,20872,989,961,1950,376,20,396,167,14,181,110,9,119,142,40,182,252,230,482,14652,10708,25360,96,115,211,0,0,0,5,7,12,61,112,173,15,22,37,16,0,16,193,256,449,0,0,0,0,0,0,18,39,57,12,44,56,6,0,6,36,83,119,110,35,145,339,374,713,33,64,97,0,4,4,7,0,7,40,68,108,314,396,710,1307,2048,3355,302,237,539,16954,13831,30785,Playford
40203,21,19,40,998,1443,2441,7,0,7,0,4,4,80,42,122,9667,6890,16557,618,944,1562,147,8,155,153,23,176,228,42,270,142,29,171,269,203,472,12330,9647,21977,18,14,32,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,21,20,41,0,0,0,13,7,20,95,144,239,40,83,123,16,10,26,164,244,408,84,35,119,269,299,568,5,9,14,9,21,30,7,0,7,21,30,51,245,311,556,1093,1710,2803,177,179,356,14135,12176,26311,Port Adelaide - East
40204,385,510,895,732,1130,1862,10,3,13,3,3,6,48,31,79,22613,16124,38737,1650,1797,3447,493,18,511,314,23,337,228,21,249,259,75,334,386,305,691,27121,20040,47161,142,186,328,0,0,0,0,12,12,90,153,243,15,35,50,15,4,19,262,390,652,0,0,0,0,6,6,69,157,226,44,81,125,15,6,21,128,250,378,217,103,320,607,743,1350,46,87,133,9,13,22,6,5,11,61,105,166,383,664,1047,2303,3648,5951,484,450,934,30959,25650,56609,Salisbury
40401,394,441,835,942,1340,2282,5,7,12,89,160,249,90,50,140,17026,13087,30113,1042,1640,2682,298,11,309,223,28,251,553,137,690,235,77,312,466,478,944,21363,17456,38819,57,59,116,0,0,0,7,9,16,38,44,82,9,12,21,10,7,17,121,131,252,0,0,0,9,18,27,37,52,89,27,63,90,7,10,17,80,143,223,258,261,519,459,535,994,28,30,58,11,21,32,18,10,28,57,61,118,529,730,1259,1916,3171,5087,361,337,698,24685,22290,46975,Charles Sturt
40402,377,567,944,325,460,785,3,0,3,8,20,28,50,16,66,9214,7145,16359,614,798,1412,147,5,152,140,23,163,259,48,307,108,39,147,270,245,515,11515,9366,20881,43,55,98,0,0,0,7,9,16,20,51,71,12,11,23,5,3,8,87,129,216,0,0,0,3,3,6,20,23,43,12,27,39,6,9,15,41,62,103,98,103,201,226,294,520,26,26,52,10,5,15,4,3,7,40,34,74,238,332,570,1032,1553,2585,202,167,369,13253,11746,24999,Port Adelaide - West
40403,29,16,45,1062,1497,2559,8,4,12,115,136,251,98,31,129,9518,7267,16785,573,978,1551,146,3,149,187,43,230,447,131,578,150,39,189,402,385,787,12735,10530,23265,19,15,34,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,22,19,41,0,0,0,20,21,41,45,41,86,16,62,78,15,19,34,96,143,239,129,93,222,247,255,502,18,17,35,19,13,32,3,3,6,40,33,73,349,429,778,1162,2014,3176,176,186,362,14709,13447,28156,West Torrens
40501,9,15,24,45,17,62,3,0,3,0,3,3,5,0,5,6216,4944,11160,319,295,614,182,9,191,70,3,73,69,7,76,93,26,119,342,260,602,7353,5579,12932,0,0,0,0,0,0,0,0,0,29,20,49,6,3,9,0,0,0,35,23,58,0,0,0,0,3,3,10,16,26,4,0,4,0,0,0,14,19,33,62,27,89,111,69,180,9,8,17,0,0,0,4,3,7,13,11,24,574,601,1175,658,1089,1747,108,100,208,8817,7449,16266,Barossa
40103,3,8,11,607,699,1306,3,0,3,4,0,4,31,34,65,6766,5733,12499,340,718,1058,61,0,61,92,17,109,343,134,477,85,37,122,304,284,588,8639,7664,16303,15,3,18,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,18,6,24,0,0,0,5,0,5,26,36,62,15,40,55,4,8,12,50,84,134,73,52,125,141,142,283,6,0,6,5,12,17,13,0,13,24,12,36,556,605,1161,798,1447,2245,128,143,271,10286,10013,20299,Burnside
40502,0,0,0,32,10,42,0,0,0,0,0,0,0,0,0,3134,2622,5756,214,192,406,146,7,153,37,4,41,28,8,36,120,31,151,415,312,727,4126,3186,7312,3,0,3,0,0,0,0,0,0,3,4,7,3,0,3,0,0,0,9,4,13,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,6,0,6,45,19,64,60,23,83,0,3,3,0,0,0,3,3,6,3,6,9,678,500,1178,424,609,1033,77,63,140,5368,4387,9755,Lower North
40503,5,0,5,41,12,53,0,0,0,0,0,0,6,8,14,3518,3190,6708,298,274,572,136,4,140,60,3,63,99,19,118,102,34,136,344,289,633,4609,3833,8442,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,7,0,7,55,20,75,65,20,85,0,0,0,0,0,0,10,0,10,10,0,10,503,397,900,561,741,1302,99,77,176,5847,5068,10915,Mid North
40504,3,5,8,24,4,28,0,0,0,3,0,3,4,0,4,2862,2508,5370,243,184,427,128,4,132,29,3,32,32,9,41,106,23,129,380,297,677,3814,3037,6851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,52,16,68,57,16,73,0,0,0,3,0,3,8,0,8,11,0,11,439,401,840,477,649,1126,72,76,148,4870,4179,9049,Yorke Peninsula
40601,3,3,6,227,62,289,7,0,7,3,0,3,70,33,103,8477,7123,15600,922,742,1664,212,5,217,143,22,165,214,38,252,190,57,247,742,671,1413,11210,8756,19966,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,53,5,58,7,10,17,10,0,10,70,15,85,134,51,185,204,70,274,0,0,0,3,0,3,10,3,13,13,3,16,882,784,1666,1385,1563,2948,253,184,437,13947,11360,25307,Eyre Peninsula and South West
40602,10,0,10,385,76,461,0,0,0,0,0,0,12,13,25,3958,3215,7173,577,408,985,115,0,115,53,12,65,65,10,75,167,40,207,699,725,1424,6041,4499,10540,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,10,3,4,7,12,0,12,25,4,29,105,22,127,130,29,159,5,0,5,12,0,12,5,3,8,22,3,25,218,211,429,713,695,1408,100,75,175,7224,5512,12736,Outback - North and East
40701,7,7,14,50,28,78,0,4,4,3,3,6,7,7,14,6296,5345,11641,376,462,838,204,4,208,67,12,79,83,26,109,142,44,186,469,433,902,7704,6375,14079,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,3,0,3,12,9,21,0,0,0,0,0,0,11,29,40,4,9,13,0,0,0,15,38,53,87,39,126,114,86,200,0,4,4,4,0,4,13,0,13,17,4,21,751,771,1522,979,1492,2471,147,151,298,9712,8879,18591,Fleurieu - Kangaroo Island
40702,5,0,5,74,26,100,5,5,10,3,3,6,30,18,48,10804,8854,19658,933,753,1686,312,10,322,103,19,122,163,21,184,217,56,273,764,517,1281,13413,10282,23695,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,3,0,3,0,3,3,6,6,12,152,55,207,158,64,222,0,0,0,0,0,0,10,3,13,10,3,13,1182,1088,2270,1406,2048,3454,283,246,529,16452,13731,30183,Limestone Coast
40703,5,0,5,72,32,104,6,0,6,3,0,3,11,16,27,10161,8450,18611,810,841,1651,312,10,322,135,15,150,100,13,113,206,66,272,950,660,1610,12771,10103,22874,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,8,18,0,4,4,3,0,3,13,12,25,141,54,195,157,66,223,0,3,3,3,0,3,11,0,11,14,3,17,1322,1021,2343,1176,1730,2906,246,210,456,15686,13133,28819,Murray and Mallee
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,Migratory - Offshore - Shipping (SA)
50101,7,4,11,172,42,214,5,4,9,0,3,3,19,16,35,6395,5487,11882,627,545,1172,162,10,172,81,14,95,171,79,250,219,62,281,408,399,807,8266,6665,14931,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,19,7,26,0,3,3,8,0,8,30,10,40,93,38,131,123,51,174,0,0,0,16,0,16,11,0,11,27,0,27,638,796,1434,1186,1457,2643,153,134,287,10393,9103,19496,Augusta - Margaret River - Busselton
50102,12,8,20,1143,229,1372,14,0,14,0,3,3,35,32,67,16036,13057,29093,1984,1309,3293,355,18,373,178,30,208,210,79,289,271,76,347,494,522,1016,20732,15363,36095,3,0,3,0,0,0,0,0,0,12,5,17,4,0,4,0,4,4,19,9,28,3,0,3,0,0,0,182,26,208,30,19,49,10,0,10,225,45,270,243,83,326,487,137,624,12,4,16,11,6,17,21,0,21,44,10,54,568,937,1505,2547,2852,5399,357,300,657,24735,19599,44334,Bunbury
50103,3,3,6,91,18,109,5,0,5,0,0,0,3,0,3,3079,2622,5701,289,259,548,119,3,122,47,4,51,33,11,44,112,22,134,340,300,640,4121,3242,7363,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,11,0,11,3,7,10,5,0,5,19,7,26,55,17,72,74,28,102,0,0,0,6,0,6,6,0,6,12,0,12,599,527,1126,529,719,1248,107,67,174,5442,4583,10025,Manjimup
50201,302,303,605,521,181,702,4,4,8,3,0,3,20,17,37,10633,9188,19821,1304,897,2201,376,10,386,154,15,169,115,46,161,465,106,571,366,374,740,14263,11141,25404,124,103,227,0,0,0,0,0,0,176,164,340,29,41,70,17,3,20,346,311,657,0,0,0,0,0,0,37,7,44,17,18,35,14,3,17,68,28,96,216,66,282,630,405,1035,98,74,172,18,6,24,8,3,11,124,83,207,462,787,1249,2387,2378,4765,318,223,541,18184,15017,33201,Mandurah
50301,718,571,1289,803,631,1434,0,0,0,3,7,10,45,24,69,9616,7493,17109,478,709,1187,59,3,62,156,21,177,680,162,842,157,67,224,585,537,1122,13300,10225,23525,106,80,186,0,0,0,0,0,0,80,80,160,23,29,52,22,13,35,231,202,433,3,0,3,0,0,0,36,39,75,20,38,58,14,0,14,73,77,150,113,56,169,417,335,752,36,34,70,10,5,15,11,4,15,57,43,100,839,1125,1964,1317,2102,3419,165,155,320,16095,13985,30080,Cottesloe - Claremont
50302,1118,895,2013,2775,2634,5409,8,8,16,12,4,16,124,76,200,13596,10694,24290,978,1442,2420,148,11,159,354,73,427,1232,420,1652,389,128,517,2816,2438,5254,23550,18823,42373,434,408,842,0,0,0,0,0,0,53,43,96,42,31,73,55,27,82,584,509,1093,4,0,4,0,0,0,61,55,116,36,76,112,46,35,81,147,166,313,177,102,279,908,777,1685,89,82,171,26,8,34,19,6,25,134,96,230,946,984,1930,2029,2948,4977,249,201,450,27816,23829,51645,Perth City
50401,965,968,1933,817,909,1726,5,0,5,3,5,8,102,31,133,13578,10335,23913,969,1216,2185,275,7,282,208,40,248,496,122,618,271,84,355,325,328,653,18014,14045,32059,211,223,434,3,0,3,0,0,0,168,199,367,28,59,87,29,18,47,439,499,938,3,0,3,0,0,0,56,75,131,23,48,71,22,14,36,104,137,241,140,70,210,683,706,1389,74,78,152,12,7,19,18,3,21,104,88,192,423,635,1058,1687,2395,4082,294,243,537,21205,18112,39317,Bayswater - Bassendean
50402,80,119,199,217,102,319,0,0,0,5,0,5,13,6,19,6787,5671,12458,523,466,989,261,9,270,95,7,102,64,18,82,165,38,203,165,164,329,8375,6600,14975,69,65,134,0,0,0,0,0,0,209,189,398,27,29,56,9,3,12,314,286,600,0,0,0,0,0,0,15,6,21,8,19,27,10,0,10,33,25,58,89,29,118,436,340,776,38,46,84,6,0,6,4,0,4,48,46,94,361,554,915,1029,1333,2362,140,134,274,10389,9007,19396,Mundaring
50403,289,410,699,652,489,1141,13,3,16,4,4,8,37,31,68,18620,14716,33336,1556,1574,3130,592,25,617,236,23,259,235,40,275,480,110,590,449,459,908,23163,17884,41047,216,229,445,3,0,3,0,0,0,310,300,610,38,60,98,17,11,28,584,600,1184,0,0,0,0,0,0,47,66,113,28,52,80,18,5,23,93,123,216,233,87,320,910,810,1720,76,98,174,14,8,22,6,3,9,96,109,205,670,1023,1693,2316,3102,5418,456,359,815,27611,23287,50898,Swan
50501,2065,1758,3823,540,308,848,11,5,16,4,4,8,73,29,102,28041,23309,51350,1991,2116,4107,757,16,773,394,39,433,398,56,454,728,127,855,654,628,1282,35656,28395,64051,1135,826,1961,3,3,6,3,0,3,775,702,1477,193,200,393,104,23,127,2213,1754,3967,3,0,3,3,0,3,14,40,54,18,44,62,20,3,23,58,87,145,315,145,460,2586,1986,4572,316,282,598,15,7,22,25,8,33,356,297,653,1163,1963,3126,3858,5790,9648,509,477,986,44128,38908,83036,Joondalup
50502,739,755,1494,1818,2007,3825,8,3,11,8,5,13,187,65,252,31568,25192,56760,2059,2778,4837,570,22,592,524,80,604,905,190,1095,644,167,811,684,661,1345,39714,31925,71639,876,814,1690,0,0,0,0,0,0,403,427,830,68,110,178,33,15,48,1380,1366,2746,0,0,0,0,0,0,103,162,265,54,130,184,34,21,55,191,313,504,354,170,524,1925,1849,3774,197,209,406,26,18,44,21,8,29,244,235,479,1237,1751,2988,3649,5401,9050,631,501,1132,47400,41662,89062,Stirling
50503,992,1145,2137,744,464,1208,7,3,10,3,4,7,102,28,130,26132,20628,46760,2291,2149,4440,930,25,955,336,25,361,201,40,241,861,166,1027,481,447,928,33080,25124,58204,549,532,1081,0,0,0,0,0,0,648,697,1345,113,182,295,40,5,45,1350,1416,2766,3,0,3,0,3,3,38,50,88,20,40,60,9,3,12,70,96,166,341,110,451,1761,1622,3383,250,291,541,13,8,21,17,6,23,280,305,585,707,1482,2189,3380,4597,7977,570,472,1042,39778,33602,73380,Wanneroo
50601,520,496,1016,256,117,373,0,0,0,3,3,6,20,12,32,10856,8375,19231,887,821,1708,403,11,414,161,17,178,89,13,102,289,68,357,208,230,438,13692,10163,23855,204,174,378,0,0,0,0,0,0,180,193,373,41,64,105,27,6,33,452,437,889,3,0,3,0,0,0,9,7,16,10,12,22,5,5,10,27,24,51,114,44,158,593,505,1098,85,99,184,6,0,6,5,4,9,96,103,199,345,580,925,1394,1812,3206,277,184,461,16397,13347,29744,Armadale
50602,438,393,831,1425,1543,2968,9,3,12,3,0,3,79,29,108,11028,8071,19099,859,973,1832,213,10,223,184,38,222,524,113,637,354,78,432,472,401,873,15588,11652,27240,212,225,437,0,0,0,3,0,3,88,98,186,14,29,43,22,5,27,339,357,696,0,0,0,0,0,0,55,63,118,29,73,102,34,19,53,118,155,273,146,50,196,603,562,1165,73,59,132,13,10,23,10,3,13,96,72,168,345,445,790,1445,1863,3308,241,164,405,18318,14758,33076,Belmont - Victoria Park
50603,603,572,1175,854,815,1669,9,3,12,3,4,7,59,20,79,15429,11554,26983,1008,1363,2371,264,11,275,198,21,219,421,87,508,313,92,405,342,353,695,19503,14895,34398,849,685,1534,0,0,0,0,0,0,289,252,541,38,87,125,19,3,22,1195,1027,2222,0,0,0,0,0,0,52,73,125,32,67,99,15,8,23,99,148,247,161,62,223,1455,1237,2692,171,214,385,8,7,15,5,4,9,184,225,409,532,695,1227,1890,2568,4458,315,242,557,23879,19862,43741,Canning
50605,60,83,143,497,356,853,0,0,0,0,4,4,27,20,47,9961,8127,18088,714,644,1358,388,11,399,155,12,167,111,13,124,243,56,299,239,238,477,12395,9564,21959,51,39,90,0,0,0,0,0,0,102,127,229,9,15,24,0,0,0,162,181,343,0,0,0,0,0,0,41,45,86,14,35,49,9,0,9,64,80,144,83,50,133,309,311,620,17,25,42,8,9,17,10,0,10,35,34,69,437,686,1123,1297,1721,3018,194,156,350,14667,12472,27139,Kalamunda
50606,48,64,112,83,21,104,0,0,0,3,0,3,3,3,6,3096,2542,5638,238,192,430,216,3,219,28,3,31,14,6,20,100,26,126,112,83,195,3941,2943,6884,8,13,21,0,0,0,0,0,0,49,65,114,6,16,22,0,0,0,63,94,157,0,0,0,0,0,0,3,3,6,5,0,5,3,0,3,11,3,14,47,10,57,121,107,228,13,23,36,3,0,3,0,0,0,16,23,39,187,319,506,486,559,1045,91,46,137,4842,3997,8839,Serpentine - Jarrahdale
50607,146,138,284,939,994,1933,35,22,57,0,0,0,41,28,69,6853,5514,12367,422,630,1052,70,3,73,99,15,114,385,121,506,148,42,190,290,272,562,9428,7779,17207,154,146,300,3,3,6,0,0,0,31,23,54,4,11,15,13,3,16,205,186,391,10,9,19,0,3,3,37,41,78,24,36,60,20,6,26,91,95,186,79,45,124,375,326,701,27,35,62,7,7,14,10,0,10,44,42,86,390,484,874,896,1352,2248,116,101,217,11249,10084,21333,South Perth
50701,529,617,1146,571,413,984,9,4,13,6,8,14,50,20,70,16274,12782,29056,1230,1143,2373,447,8,455,201,19,220,228,33,261,393,71,464,338,252,590,20276,15370,35646,436,364,800,0,0,0,0,0,0,415,428,843,45,111,156,35,8,43,931,911,1842,0,0,0,0,0,0,17,21,38,18,51,69,15,5,20,50,77,127,182,76,258,1163,1064,2227,153,185,338,5,7,12,9,0,9,167,192,359,369,790,1159,1987,2904,4891,343,279,622,24305,20599,44904,Cockburn
