SA3_MAIN11,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total,SA3_NAME11
70204,43,22,16,36,15,17,12,22,317,0,0,0,0,0,0,0,0,0,0,0,395,62,114,36,43,63,47,43,32,42,877,East Arnhem
70201,328,178,220,233,271,235,126,128,2248,9,0,3,6,0,0,3,0,3,6,30,1962,373,647,262,341,352,438,454,313,290,5432,Alice Springs
70205,41,24,19,35,50,35,31,26,421,0,0,0,0,0,0,0,3,0,0,3,611,66,93,40,34,60,69,65,47,59,1144,Katherine
80101,1841,527,631,735,878,735,470,524,12640,31,13,10,10,6,3,15,13,3,16,120,12129,1651,2373,667,779,924,1090,920,598,884,22015,Belconnen
80102,3,0,0,0,3,7,3,0,24,0,0,0,0,0,0,0,0,0,0,0,37,6,11,0,3,0,9,14,6,3,89,Cotter - Namadgi
80103,3,0,3,15,3,0,0,75,129,0,0,0,0,0,0,0,0,0,0,0,127,12,6,3,3,15,6,0,0,81,253,Fyshwick - Pialligo - Hume
80104,1957,435,569,548,600,400,261,288,9643,20,6,14,3,6,6,8,0,0,6,69,5785,1586,2388,544,701,660,779,528,365,441,13777,Gungahlin
80105,900,317,444,638,846,972,661,243,7752,22,0,6,0,6,4,9,9,3,7,66,5982,879,1369,432,563,774,1033,1257,850,441,13580,North Canberra
80106,262,79,104,119,170,130,123,150,2572,15,4,0,0,0,0,3,0,0,6,28,3526,355,440,133,148,193,254,251,216,332,5848,South Canberra
80107,879,195,214,288,321,182,102,239,7682,21,6,6,0,0,4,4,3,0,9,53,11247,1184,1373,330,305,419,450,303,170,559,16340,Tuggeranong
80108,208,52,59,61,92,124,72,79,2016,9,0,6,0,3,0,6,0,0,3,27,3267,313,367,91,91,111,121,166,94,193,4814,Weston Creek
80109,562,172,266,365,478,338,209,206,5102,9,3,3,0,3,9,0,0,6,0,33,5346,605,779,219,330,447,574,450,301,396,9447,Woden
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
89999,6,3,7,8,9,9,17,8,83,0,0,0,0,0,0,0,0,0,0,0,62,11,10,3,7,8,9,14,29,8,161,Special Purpose Codes SA3 (ACT)
90101,17,12,6,12,7,18,10,626,1044,6,0,0,3,0,0,0,0,3,0,12,417,20,29,18,6,15,7,21,19,632,1184,Christmas Island
90102,3,4,0,0,0,0,3,7,41,0,0,0,0,0,0,0,0,0,0,0,30,3,3,4,0,4,0,0,3,7,54,Cocos (Keeling) Islands
90103,3,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,3,0,0,21,Jervis Bay
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
99999,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,10,Special Purpose Codes SA3 (OT)
