gml_id,sa3_code16,f_tot_lf_15_19_yr,f_tot_lf_20_24_yr,f_tot_lf_25_34_yr,f_tot_lf_35_44_yr,f_tot_lf_45_54_yr,f_tot_lf_55_64_yr,f_tot_lf_65_74_yr,f_tot_lf_75_84_yr,f_tot_lf_85,f_tot_lf_tot,f_n_the_lf_15_19,f_n_the_lf_20_24,f_n_the_lf_25_34,f_n_the_lf_35_44,f_n_the_lf_45_54,f_n_the_lf_55_64,f_n_the_lf_65_74,f_n_the_lf_75_84,f_n_the_lf_85,f_n_the_lf_tot,f_lf_st_ns_15_19,f_lf_st_ns_20_24,f_lf_st_ns_25_34,f_lf_st_ns_35_44,f_lf_st_ns_45_54,f_lf_st_ns_55_64,f_lf_st_ns_65_74,f_lf_st_ns_75_84,f_lf_st_ns_85,f_lf_st_ns_total,f_tot_15_19_yr,f_tot_20_24_yr,f_tot_25_34_yr,f_tot_35_44_yr,f_tot_45_54_yr,f_tot_55_64_yr,f_tot_65_74_yr,f_tot_75_84_yr,f_tot_85_yr_over,f_tot_tot,p_emp_wrk_ft_15_19,p_emp_wrk_ft_20_24,p_emp_wrk_ft_25_34,p_emp_wrk_ft_35_44,p_emp_wrk_ft_45_54,p_emp_wrk_ft_55_64,p_emp_wrk_ft_65_74,p_emp_wrk_ft_75_84,p_emp_wrk_ft_85,p_emp_wrk_ft_tot,p_emp_wrk_pt_15_19,p_emp_wrk_pt_20_24,p_emp_wrk_pt_25_34,p_emp_wrk_pt_35_44,p_emp_wrk_pt_45_54,p_emp_wrk_pt_55_64,p_emp_wrk_pt_65_74,p_emp_wrk_pt_75_84,p_emp_wrk_pt_85,p_emp_wrk_pt_tot,p_emp_a_f_wrk_15_19,p_emp_a_f_wrk_20_24,p_emp_a_f_wrk_25_34,p_emp_a_f_wrk_35_44,p_emp_a_f_wrk_45_54,p_emp_a_f_wrk_55_64,p_emp_a_f_wrk_65_74,p_emp_a_f_wrk_75_84,p_emp_a_f_wrk_85,p_emp_a_f_wrk_tot,p_hr_wrk_ns_15_19,p_hr_wrk_ns_20_24,p_hr_wrk_ns_25_34,p_hr_wrk_ns_35_44,p_hr_wrk_ns_45_54,p_hr_wrk_ns_55_64,p_hr_wrk_ns_65_74,p_hr_wrk_ns_75_84,p_hr_wrk_ns_85,p_hr_wrk_ns_tot,p_tot_emp_15_19,p_tot_emp_20_24,p_tot_emp_25_34,p_tot_emp_35_44,p_tot_emp_45_54,p_tot_emp_55_64,p_tot_emp_65_74,p_tot_emp_75_84,p_tot_emp_85_over,p_tot_emp_tot,p_ue_lk_fr_ft_wrk_15_19,p_ue_lk_fr_ft_wrk_20_24,p_ue_lk_fr_ft_wrk_25_34,p_ue_lk_fr_ft_wrk_35_44,p_ue_lk_fr_ft_wrk_45_54,p_ue_lk_fr_ft_wrk_55_64,p_ue_lk_fr_ft_wrk_65_74,p_ue_lk_fr_ft_wrk_75_84,p_ue_lk_for_ft_wrk_85,p_ue_looking_for_ft_wk_tot,p_ue_lk_for_pt_wk_15_19,p_ue_lk_for_pt_wk_20_24,p_ue_lk_for_pt_wk_25_34,p_ue_lk_for_pt_wk_35_44,p_ue_lk_for_pt_wk_45_54,p_ue_lk_for_pt_wk_55_64,p_ue_lk_for_pt_wk_65_74,p_ue_lk_for_pt_wk_75_84,p_ue_looking_for_pt_wk_85,p_ue_lk_for_pt_wrk_tot,p_tot_unemp_15_19,p_tot_unemp_20_24,p_tot_unemp_25_34,p_tot_unemp_35_44,p_tot_unemp_45_54,p_tot_unemp_55_64,p_tot_unemp_65_74,p_tot_unemp_75_84,p_tot_unemp_85,p_tot_unemp_total,p_tot_lf_15_19_yr,p_tot_lf_20_24_yr,p_tot_lf_25_34_yr,p_tot_lf_35_44_yr,p_tot_lf_45_54_yr,p_tot_lf_55_64_yr,p_tot_lf_65_74_yr,p_tot_lf_75_84_yr,p_tot_lf_85,p_tot_lf_tot,p_n_the_lf_15_19,p_n_the_lf_20_24,p_n_the_lf_25_34,p_n_the_lf_35_44,p_n_the_lf_45_54,p_n_the_lf_55_64,p_n_the_lf_65_74,p_n_the_lf_75_84,p_n_the_lf_85,p_n_the_lf_tot,p_lf_st_ns_15_19,p_lf_st_ns_20_24,p_lf_st_ns_25_34,p_lf_st_ns_35_44,p_lf_st_ns_45_54,p_lf_st_ns_55_64,p_lf_st_ns_65_74,p_lf_st_ns_75_84,p_lf_st_ns_85,p_lf_st_ns_total,p_tot_15_19_yr,p_tot_20_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62f6,"50503","3614","4742","10631","10400","9911","4981","835","54","10","45173","2600","1129","3563","3120","2255","3049","4522","2673","901","23819","289","341","783","659","593","442","322","281","215","3924","6503","6217","14979","14175","12761","8478","5672","3008","1125","72916","1051","4609","14012","13453","12758","6119","830","42","3","52877","3931","3610","5458","6084","5387","3279","1066","113","7","28936","151","264","1011","688","543","400","120","10","5","3189","134","246","404","331","316","160","35","11","0","1633","5261","8734","20886","20556","19005","9958","2055","174","17","86643","542","761","1100","991","950","572","32","4","0","4939","1202","470","511","495","351","207","48","7","0","3288","1738","1228","1611","1487","1299","783","77","8","0","8227","7002","9963","22496","22043","20304","10736","2130","184","17","94867","5783","1919","4470","3990","3283","4621","8051","4826","1508","38455","571","693","1510","1259","1152","841","613","494","315","7453","13355","12569","28477","27292","24734","16197","10797","5508","1842","140775",Wanneroo
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62f5,"50601","1249","1909","4778","3891","3541","2387","440","17","3","18216","966","566","1854","1354","1023","1575","2140","1162","422","11074","111","119","333","269","254","225","216","158","142","1824","2324","2590","6963","5517","4822","4186","2789","1343","568","31107","420","1972","6528","5291","4784","2849","404","26","5","22286","1307","1253","2359","2291","1794","1584","542","56","0","11185","43","109","441","227","214","204","62","4","0","1304","53","90","151","150","109","60","14","9","0","642","1825","3420","9480","7963","6903","4696","1025","96","5","35421","179","372","660","460","379","286","13","0","0","2352","383","191","240","214","134","98","29","0","0","1290","563","565","899","674","510","381","43","0","0","3634","2390","3984","10379","8637","7413","5079","1074","102","5","39053","2077","928","2301","1800","1505","2402","3999","2170","726","17899","214","256","696","582","498","435","399","294","213","3571","4673","5161","13375","11015","9415","7912","5470","2561","951","60527",Armadale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62f4,"50602","742","2024","5574","3577","2882","2037","427","30","6","17291","633","536","1419","1054","718","1147","1633","1290","650","9074","113","295","757","417","356","316","251","190","130","2828","1488","2853","7747","5047","3952","3502","2319","1511","783","29202","230","1810","7817","5141","4081","2584","426","26","3","22105","882","1777","2817","1953","1437","1214","482","46","9","10613","27","105","421","242","154","143","61","5","0","1164","21","68","229","104","92","53","23","6","3","593","1167","3756","11289","7437","5757","3985","986","87","11","34478","80","257","553","475","366","279","18","3","0","2033","227","290","319","164","118","109","26","3","0","1261","308","542","879","648","485","389","43","7","0","3290","1470","4297","12164","8082","6237","4376","1032","88","11","37769","1383","1140","2045","1481","1190","1958","3059","2239","1019","15520","253","598","1626","975","835","698","495","349","204","6033","3113","6038","15833","10540","8268","7028","4581","2683","1239","59323",Belmont - Victoria Park
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62f3,"50603","1446","2726","5216","4389","4322","3043","574","46","9","21763","1515","1047","1760","1556","1199","1849","2795","1965","1232","14923","80","203","385","245","191","178","161","194","227","1861","3040","3977","7362","6191","5715","5071","3537","2195","1461","38545","297","1796","6703","5847","5515","3571","570","24","3","24328","1698","2910","3239","2612","2472","2004","781","90","4","15805","64","147","358","235","215","229","71","8","0","1323","55","106","194","132","123","73","23","4","0","716","2113","4953","10497","8822","8329","5881","1445","121","10","42174","134","371","667","500","501","298","21","0","0","2495","644","625","447","315","187","159","36","5","0","2426","779","988","1114","812","693","465","60","11","0","4920","2887","5947","11613","9637","9017","6343","1497","137","11","47091","3339","2248","2669","2062","1711","2870","5036","3381","1833","25154","197","428","832","532","394","366","307","311","309","3683","6427","8627","15113","12239","11124","9579","6841","3828","2159","75938",Canning
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62f2,"50604","1799","2725","6166","5877","5325","3364","611","35","0","25905","1749","901","2682","2237","1634","2357","3314","1971","693","17549","122","176","395","366","271","274","198","206","169","2168","3665","3805","9249","8476","7227","6002","4126","2212","859","45615","557","2633","8488","8217","7244","4324","681","36","3","32185","2029","2179","3434","3400","2877","2316","735","69","6","17040","86","124","510","329","273","254","79","7","0","1660","76","143","278","240","189","90","29","9","3","1050","2739","5085","12711","12192","10582","6979","1524","113","12","51931","285","501","927","779","648","382","21","0","0","3547","674","361","458","285","187","159","40","3","0","2164","952","864","1386","1063","835","548","64","3","0","5718","3694","5947","14099","13252","11419","7521","1583","118","12","57645","3788","1826","3818","3235","2494","3639","6078","3557","1137","29576","319","369","827","734","577","523","411","353","239","4360","7802","8142","18739","17226","14489","11687","8075","4033","1391","91583",Gosnells
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62f1,"50605","1009","1242","2533","2838","3115","2173","462","40","3","13414","800","252","798","851","649","1146","2164","1373","446","8473","74","69","175","144","163","190","171","114","93","1189","1886","1564","3504","3833","3923","3506","2791","1528","540","23077","368","1401","3517","3779","4182","2665","467","20","0","16395","1175","912","1194","1676","1649","1422","611","91","4","8728","32","60","229","177","184","177","55","3","0","925","36","49","91","88","74","67","13","3","0","428","1604","2419","5029","5720","6092","4333","1145","120","4","26474","126","185","272","239","264","197","13","0","0","1288","244","90","117","123","94","84","32","8","0","799","365","278","390","363","359","277","39","9","0","2084","1971","2699","5422","6084","6450","4612","1187","126","4","28558","1774","422","1012","1038","945","1711","3900","2482","745","14021","160","144","354","307","318","368","313","228","147","2339","3903","3270","6789","7427","7714","6684","5402","2836","894","44916",Kalamunda
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62f0,"50606","486","723","1561","1347","1334","771","129","15","0","6369","338","160","528","412","348","459","565","286","94","3188","33","52","108","99","85","58","32","22","5","499","855","940","2192","1855","1763","1291","727","318","103","10053","229","843","2195","1754","1863","1001","144","13","3","8043","475","378","782","764","718","535","183","20","5","3856","25","59","134","76","81","67","17","0","0","457","19","14","56","45","27","17","4","3","0","182","745","1293","3161","2640","2690","1617","348","35","8","12529","59","109","159","132","119","57","10","0","0","645","108","39","61","52","40","30","4","0","0","335","168","149","222","180","159","96","11","0","0","983","913","1443","3382","2824","2850","1704","356","35","5","13513","707","245","703","602","541","706","1149","575","165","5406","76","90","202","177","173","137","74","41","18","990","1701","1775","4289","3598","3567","2552","1581","648","190","19903",Serpentine - Jarrahdale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62ef,"50607","592","1289","2639","1967","2093","1643","403","28","7","10649","629","395","586","562","504","955","1313","907","593","6428","71","102","224","169","148","161","126","112","167","1291","1289","1785","3448","2696","2742","2765","1839","1042","769","18372","102","874","3737","2736","2736","1984","408","16","4","12584","714","1228","1235","1094","1073","1032","533","72","5","6986","34","61","166","115","105","119","46","4","0","653","27","55","92","38","41","27","17","0","0","298","876","2209","5226","3979","3953","3159","1004","92","16","20518","41","98","210","160","179","116","20","0","0","822","200","220","128","88","57","82","31","0","0","812","242","319","339","244","240","199","48","0","0","1635","1119","2528","5568","4223","4190","3362","1055","94","16","22152","1539","856","924","756","699","1432","2281","1513","879","10882","123","199","468","348","306","309","234","173","232","2388","2784","3585","6957","5331","5191","5096","3573","1786","1118","35424",South Perth
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62ee,"50701","1700","2514","6267","5901","5387","3206","568","51","10","25595","1232","517","1594","1667","1170","1862","2642","1652","687","13028","119","158","477","353","308","282","226","213","214","2358","3047","3184","8336","7916","6873","5356","3438","1916","915","40980","537","2349","8292","7954","7008","3890","552","27","8","30620","1868","1891","2975","3454","2941","2075","704","65","4","15976","96","134","513","365","296","289","81","12","0","1788","62","122","199","180","146","81","37","14","0","837","2558","4495","11979","11960","10392","6332","1372","121","14","49218","190","321","651","522","508","302","20","3","0","2515","516","223","271","278","171","136","29","3","0","1635","701","542","923","800","681","441","58","5","0","4148","3264","5039","12906","12752","11072","6771","1424","126","15","53371","2657","1017","2083","2117","1710","2894","4840","3087","1076","21483","277","320","893","722","662","526","427","395","285","4511","6202","6371","15878","15600","13446","10193","6690","3604","1383","79361",Cockburn
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62ed,"50702","491","801","2121","1890","2173","1581","391","28","4","9492","368","154","403","474","430","783","1280","972","428","5292","56","110","287","203","211","186","168","159","145","1527","909","1063","2811","2569","2809","2553","1848","1156","584","16312","78","553","2594","2356","2631","1773","315","23","7","10321","609","738","1062","1132","1223","1094","511","55","4","6427","21","48","170","148","114","132","52","12","0","695","10","29","66","42","53","27","13","7","0","249","717","1360","3884","3674","4027","3035","888","94","7","17686","47","78","167","146","192","131","12","0","4","769","145","72","99","75","73","68","18","0","0","549","188","143","272","220","268","201","27","0","4","1320","908","1507","4159","3893","4291","3230","910","96","15","19006","772","306","608","681","730","1364","2267","1706","678","9109","90","190","561","449","459","396","323","283","229","2973","1768","2005","5323","5017","5482","4991","3496","2085","919","31081",Fremantle
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62ec,"50703","586","986","2539","1912","1545","854","108","9","0","8536","444","313","923","681","495","667","868","493","163","5046","78","79","236","167","137","108","89","63","25","981","1109","1382","3697","2753","2183","1627","1068","559","196","14561","201","937","3378","2626","2052","1054","126","3","3","10371","602","635","1162","1036","818","512","133","10","0","4916","25","53","222","110","89","91","14","0","0","610","27","67","99","77","47","39","7","3","0","361","851","1689","4858","3855","3007","1697","277","17","7","16259","127","221","337","292","221","140","9","0","0","1353","162","112","154","111","77","52","9","0","0","681","292","335","489","402","296","195","17","0","0","2034","1143","2022","5352","4254","3303","1886","298","19","7","18287","992","644","1523","1145","878","1115","1627","944","267","9129","146","165","434","375","293","209","185","121","45","1980","2283","2831","7310","5772","4478","3217","2109","1090","312","29394",Kwinana
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62eb,"50704","1683","2563","4428","4943","5788","4237","937","74","14","24667","1562","604","1037","1446","1311","2370","3696","2899","1709","16636","102","110","261","256","235","249","243","357","417","2236","3349","3275","5722","6643","7331","6860","4883","3329","2140","43537","269","1919","5977","6095","7174","4981","866","56","6","27353","2225","2471","2291","3060","3259","3005","1257","175","15","17761","80","159","330","310","241","302","115","16","0","1548","44","86","125","109","88","82","33","4","0","576","2618","4637","8727","9566","10765","8380","2272","250","24","47241","92","263","369","310","431","291","40","3","0","1793","573","329","220","216","165","159","60","11","0","1721","663","590","589","528","595","448","94","12","3","3516","3283","5227","9316","10093","11359","8822","2366","257","30","50754","3292","1351","1559","1790","1736","3572","6614","4959","2641","27515","190","214","521","450","452","492","467","571","588","3941","6761","6790","11398","12335","13546","12880","9445","5793","3266","82215",Melville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62ea,"50705","2351","3061","6005","6108","6350","3367","453","44","10","27758","1422","717","2528","2095","1673","2475","3664","2232","833","17632","210","317","624","466","486","345","274","289","175","3188","3992","4099","9158","8667","8507","6184","4396","2559","1025","48582","749","3320","8144","7931","8265","4234","418","32","7","33097","2493","1995","2968","3370","3171","2145","594","62","3","16801","95","172","602","439","455","353","51","9","3","2172","57","139","213","155","159","97","28","8","7","860","3396","5623","11921","11891","12050","6830","1095","112","18","52937","418","617","867","696","727","468","24","3","3","3815","683","245","365","340","219","169","40","9","0","2070","1096","866","1232","1032","945","633","69","6","3","5891","4497","6486","13150","12924","12994","7465","1166","122","24","58827","3205","1151","3069","2565","2395","3782","6751","4136","1407","28464","469","747","1378","999","980","693","558","496","275","6594","8165","8384","17599","16487","16376","11939","8472","4750","1704","93884",Rockingham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62e9,"50901","870","876","1983","2551","3112","2493","607","78","11","12584","696","248","834","725","756","1387","2372","1547","710","9280","86","77","207","247","282","313","273","189","135","1809","1657","1200","3032","3512","4147","4202","3254","1817","859","23668","486","1200","2607","2955","3781","2751","643","83","19","14513","984","546","1191","1741","1973","1961","813","124","12","9344","41","61","209","174","237","301","68","22","3","1107","35","37","70","76","98","69","39","33","8","459","1551","1843","4076","4944","6085","5076","1562","259","36","25431","121","122","158","163","144","140","9","0","0","869","106","44","70","85","67","92","20","3","0","494","228","169","232","257","211","236","29","6","0","1363","1787","2008","4310","5193","6298","5313","1594","261","36","26796","1534","465","1250","1121","1290","2349","4340","2848","1191","16393","203","166","474","470","583","646","539","360","214","3657","3525","2638","6034","6783","8173","8313","6479","3464","1441","46848",Albany
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62e8,"50902","533","753","1883","2167","2783","2390","683","104","18","11308","600","276","786","708","836","1445","2246","1243","476","8611","89","119","243","260","329","346","303","195","65","1955","1229","1151","2915","3131","3951","4178","3236","1539","555","21876","364","1074","2720","2999","3942","3144","828","141","11","15230","522","439","998","1301","1478","1636","781","187","22","7368","37","70","211","169","241","298","80","16","0","1116","44","46","73","89","95","90","33","23","3","499","967","1628","4005","4556","5752","5172","1724","361","42","24203","89","146","175","216","253","218","17","3","0","1127","86","45","62","75","78","94","15","6","0","467","177","189","245","295","327","315","33","10","0","1588","1143","1818","4249","4850","6084","5482","1760","366","42","25798","1400","565","1213","1092","1348","2492","4481","2434","791","15807","213","241","594","612","722","785","654","371","127","4321","2753","2630","6050","6557","8149","8755","6892","3177","959","45920",Wheat Belt - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62e7,"50903","156","266","700","857","1043","899","252","55","5","4227","253","81","306","231","248","435","592","461","185","2803","49","44","99","93","126","137","94","84","45","768","455","389","1101","1176","1411","1471","938","595","235","7791","143","432","1117","1242","1592","1294","370","63","4","6244","132","137","397","532","545","530","296","64","13","2654","4","26","103","84","88","104","40","15","3","477","12","21","22","12","44","50","23","17","4","211","293","617","1637","1875","2277","1978","733","160","24","9586","46","36","63","62","81","60","4","0","0","353","25","13","26","19","21","15","5","0","0","128","66","48","93","87","100","75","9","0","0","475","358","665","1728","1955","2377","2055","745","157","24","10066","476","121","396","320","368","737","1214","826","321","4779","119","95","249","212","280","295","212","144","74","1677","959","882","2369","2499","3023","3083","2169","1135","415","16528",Wheat Belt - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62e6,"51001","316","697","2220","1955","1942","1636","366","18","3","9158","529","420","940","676","700","1454","1786","435","87","7016","136","183","559","404","433","433","311","78","18","2565","988","1300","3721","3030","3078","3522","2459","536","106","18737","233","831","2938","2396","2434","1935","360","32","0","11160","282","276","752","847","691","675","274","26","7","3829","20","51","297","391","517","647","229","24","3","2170","28","76","89","66","107","83","38","3","0","492","566","1233","4073","3695","3749","3344","897","81","9","17649","94","161","280","209","168","86","16","0","0","1011","49","54","99","61","46","57","13","0","0","387","150","212","378","270","222","141","28","0","0","1396","712","1444","4451","3970","3967","3489","924","81","9","19046","1085","736","1528","1201","1185","2540","3804","1007","158","13247","301","369","1041","837","835","854","679","176","29","5123","2094","2555","7021","6003","5993","6882","5412","1267","192","37415",Kimberley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62e5,"51002","228","549","1888","1232","1095","591","81","3","0","5662","231","149","528","299","253","308","308","78","15","2167","75","161","526","313","322","208","105","25","5","1739","528","852","2948","1838","1668","1109","493","106","19","9567","151","986","4748","3849","3313","1773","218","11","4","15045","201","176","655","528","375","233","51","5","0","2222","15","61","380","264","274","204","39","5","0","1242","7","35","102","94","84","51","13","0","0","386","375","1256","5887","4729","4044","2255","315","24","3","18893","36","75","135","129","123","65","3","0","0","574","26","18","59","43","20","14","9","0","0","192","62","93","198","171","147","84","10","0","0","770","443","1350","6082","4905","4193","2339","323","27","3","19660","465","226","687","434","405","519","656","166","23","3584","135","423","1984","1568","1435","872","262","51","6","6736","1043","1998","8759","6904","6039","3728","1239","240","38","29983",East Pilbara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62e4,"51003","289","653","2303","1910","1595","903","88","13","0","7744","252","159","713","451","271","437","491","113","8","2884","48","119","475","299","336","225","96","30","3","1629","578","936","3485","2654","2197","1569","679","152","14","12262","201","1249","6911","6323","5475","2853","278","15","3","23305","283","223","825","927","607","346","65","9","0","3283","25","87","529","475","454","319","58","0","0","1938","14","41","111","116","108","70","11","3","0","474","518","1598","8372","7837","6648","3590","414","31","6","29005","58","97","144","149","137","86","6","0","0","682","44","17","58","57","34","30","11","0","0","242","103","116","195","201","170","115","17","0","0","920","619","1712","8574","8042","6815","3705","429","31","6","29928","605","263","911","644","438","740","1021","246","26","4889","104","379","2268","2033","1840","1055","244","58","3","7982","1333","2357","11748","10714","9097","5496","1688","335","36","42793",West Pilbara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62e3,"51101","219","243","604","713","800","567","141","25","0","3317","202","80","217","178","165","324","549","322","138","2182","56","38","112","89","125","127","113","44","19","712","478","362","934","981","1087","1013","798","387","160","6210","142","376","865","962","1181","746","155","15","8","4442","241","152","340","424","458","394","182","38","6","2235","14","16","68","61","70","83","39","6","0","350","11","10","23","34","27","17","6","0","4","140","407","555","1289","1474","1734","1242","383","62","15","7168","23","37","47","45","58","34","3","0","0","248","34","4","18","17","21","15","5","0","0","107","61","42","70","56","78","44","6","0","0","355","463","599","1360","1538","1814","1285","392","62","15","7520","445","102","276","230","245","516","1033","589","219","3663","112","82","231","218","277","276","236","88","29","1552","1020","785","1864","1983","2335","2082","1664","740","262","12740",Esperance
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62e2,"51102","105","206","590","548","635","568","141","20","3","2810","84","61","174","162","153","661","1105","334","64","2794","18","35","143","103","108","145","163","50","11","772","207","297","906","809","889","1377","1405","401","80","6374","69","241","744","695","805","638","138","15","0","3338","93","86","262","289","279","275","96","22","5","1404","10","21","149","149","200","325","100","16","0","968","12","13","23","18","28","28","16","5","0","133","180","366","1175","1149","1301","1265","345","59","8","5842","14","32","41","46","60","40","4","0","0","247","9","4","21","11","10","15","3","3","0","79","20","36","63","55","73","60","10","3","0","323","202","403","1237","1200","1373","1323","353","61","9","6170","171","95","268","231","275","1168","2448","785","134","5586","50","79","279","232","226","338","331","125","32","1689","429","572","1789","1666","1873","2833","3143","969","174","13444",Gascoyne
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62e1,"51103","577","800","2163","1913","1889","1180","186","13","3","8725","435","293","919","550","452","586","655","317","98","4307","105","167","441","279","285","294","189","58","16","1829","1119","1259","3523","2753","2621","2061","1030","388","121","14861","369","1341","4228","3620","3559","2227","336","27","7","15698","537","308","878","861","796","599","175","18","0","4178","20","77","282","181","215","156","36","0","0","971","34","46","105","100","105","61","20","3","0","466","958","1773","5500","4764","4676","3034","564","45","3","21319","94","151","237","166","189","114","8","0","0","956","83","62","85","74","52","48","8","0","0","414","174","216","318","238","237","165","18","0","0","1368","1131","1988","5822","5004","4913","3201","576","45","3","22687","926","499","1221","806","729","1005","1446","605","159","7390","221","417","1368","1036","1008","834","435","114","29","5471","2284","2906","8403","6847","6651","5040","2458","768","193","35546",Goldfields
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62e0,"51104","846","946","2127","2469","2951","2135","460","57","3","12000","651","326","872","708","709","1440","2160","1169","394","8435","138","132","340","291","340","352","294","186","77","2152","1642","1405","3341","3472","3998","3927","2917","1412","482","22585","398","1251","3279","3322","4015","2772","522","58","9","15617","884","481","1075","1422","1592","1311","504","74","4","7335","39","86","309","232","279","334","127","15","0","1413","25","37","87","101","114","86","39","17","0","511","1345","1853","4745","5075","6000","4498","1190","157","13","24881","122","199","299","268","302","227","13","3","0","1433","156","66","95","109","96","120","20","8","0","669","270","268","392","371","403","346","35","8","0","2102","1617","2119","5144","5453","6398","4845","1229","168","13","26982","1456","548","1253","1041","1153","2407","4299","2334","720","15216","280","279","889","756","891","826","646","382","157","5103","3351","2951","7282","7248","8446","8078","6168","2881","895","47300",Mid West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62df,"60101","284","398","778","826","727","521","70","4","0","3606","247","181","352","261","281","510","541","243","76","2691","39","28","69","64","59","62","47","24","12","408","569","609","1203","1149","1058","1103","653","271","87","6708","102","368","936","978","950","640","66","3","0","4043","276","247","457","517","421","363","104","9","0","2392","16","20","74","52","48","44","9","0","0","261","14","11","24","29","22","14","0","0","0","113","406","652","1491","1575","1436","1063","179","17","0","6819","48","98","120","64","43","28","0","0","0","409","73","29","35","24","18","21","3","0","0","202","127","126","148","84","64","51","3","0","0","607","530","784","1645","1660","1498","1109","183","16","0","7427","579","262","460","402","481","845","1051","463","124","4658","75","64","126","132","116","120","97","47","13","785","1184","1101","2232","2197","2095","2070","1331","527","143","12868",Brighton
