sa3_code16,psn_15_y_over_indig_m,psn_15_y_over_indig_f,psn_15_y_over_indig_p,psn_15_y_over_nonind_m,psn_15_y_over_nonind_f,psn_15_y_over_nonind_p,psn_15_y_over_ind_s_nsm,psn_15_y_over_ind_s_nsf,psn_15_y_over_ind_s_nsp,psn_15_y_over_totm,psn_15_y_over_totf,psn_15_y_over_totp,in_lf_emp_indig_m,in_lf_emp_indig_f,in_lf_emp_indig_p,in_lf_emp_nonind_m,in_lf_emp_nonind_f,in_lf_emp_nonind_p,in_lf_emp_indst_nsm,in_lf_emp_indst_nsf,in_lf_emp_indst_nsp,in_lf_employd_totm,in_lf_employd_totf,in_lf_employd_totp,in_lf_unemp_ind_m,in_lf_unemp_ind_f,in_lf_unemp_ind_p,in_lf_unemp_no_ind_m,in_lf_unemp_no_ind_f,in_lf_unemp_no_ind_p,in_lf_un_indst_nsm,in_lf_un_indst_nsf,in_lf_un_indst_nsp,in_lf_unemp_totm,in_lf_unemp_totf,in_lf_unemp_totp,in_lf_to_lf_ind_m,in_lf_to_lf_ind_f,in_lf_to_lf_ind_p,in_lf_to_la_fo_no_in_m,in_lf_to_la_fo_no_in_f,in_lf_to_la_fo_no_in_p,in_lf_to_l_fo_in_st_nsm,in_lf_to_l_fo_in_st_nsf,in_lf_to_l_fo_in_st_nsp,in_lf_to_lf_totm,in_lf_to_lf_totf,in_lf_to_lf_totp,n_the_lf_indig_m,n_the_lf_indig_f,n_the_lf_indig_p,n_the_lf_no_indig_m,n_the_lf_no_indig_f,n_the_lf_no_indig_p,n_the_lf_indig_st_nsm,n_the_lf_indig_st_nsf,n_the_lf_indig_st_nsp,n_the_lf_totm,n_the_lf_totf,n_the_lf_totp,lf_st_ns_indig_m,lf_st_ns_indig_f,lf_st_ns_indig_p,lf_st_ns_nonind_m,lf_st_ns_nonind_f,lf_st_ns_nonind_p,lf_st_ns_indig_st_nsm,lf_st_ns_indig_st_nsf,lf_st_ns_indig_st_nsp,lf_st_ns_totm,lf_st_ns_totf,lf_st_ns_totp,pcent_unemploy_indig_m,pcent_unemploy_indig_f,pcent_unemploy_indig_p,pcent_unemploy_nonind_m,pcent_unemploy_nonind_f,pcent_unemploy_nonind_p,pcent_unem_indst_nsm,pcent_unemp_indst_nsf,pcent_unemp_indst_nsp,pcent_unemploy_totm,pcent_unemploy_totf,pcent_unemploy_totp,pcent_lf_part_indig_m,pcent_lf_part_indig_f,pcent_lf_part_indig_p,pcent_lf_part_no_indig_m,pcent_lf_part_no_indig_f,pcent_lf_part_no_indig_p,pcent_lf_part_indst_nsm,pcent_lf_part_indst_nsf,pcent_lf_part_indst_nsp,pcent_lf_part_totm,pcent_lf_part_totf,pcent_lf_part_totp,pcent_emp_to_pop_ind_m,pcent_emp_to_pop_ind_f,pcent_emp_to_pop_ind_p,pcent_emp_t_pop_nonind_m,pcent_emp_t_pop_nonind_f,pcent_emp_t_pop_nonind_p,pcent_emp_t_pop_indst_nsm,pcent_emp_t_pop_indst_nsf,pcent_emp_t_pop_indst_nsp,pcent_emp_to_pop_totm,pcent_emp_to_pop_totf,pcent_emp_to_pop_totp,indsec_gov_ind_m,indsec_gov_ind_f,indsec_gov_ind_p,indsec_gov_no_ind_m,indsec_gov_no_ind_f,indsec_gov_no_ind_p,indsec_gov_indst_nsm,indsec_gov_indst_nsf,indsec_gov_indst_nsp,indsec_gov_totm,indsec_gov_totf,indsec_gov_totp,indsec_priv_ind_m,indsec_priv_ind_f,indsec_priv_ind_p,indsec_priv_nonind_m,indsec_priv_nonind_f,indsec_priv_nonind_p,indsec_priv_indst_nsm,indsec_priv_indst_nsf,indsec_priv_indst_nsp,indsec_priv_totm,indsec_priv_totf,indsec_priv_totp,self_employed_ind_m,self_employed_ind_f,self_employed_ind_p,self_employed_nonind_m,self_employed_nonind_f,self_employed_nonind_p,self_employed_ind_status_nsm,self_employed_ind_status_nsf,self_employed_ind_status_nsp,self_employed_totm,self_employed_totf,self_employed_totp,nsq_pgdl_ind_m,nsq_pgdl_ind_f,nsq_pgdl_ind_p,nsq_pgdl_no_ind_m,nsq_pgdl_no_ind_f,nsq_pgdl_no_ind_p,nsq_pgdl_indst_nsm,nsq_pgdl_indst_nsf,nsq_pgdl_indst_nsp,nsq_pgdl_totm,nsq_pgdl_totf,nsq_pgdl_totp,nsq_gd_gcl_ind_m,nsq_gd_gcl_ind_f,nsq_gd_gcl_ind_p,nsq_gd_gcl_no_in_m,nsq_gd_gcl_no_in_f,nsq_gd_gcl_no_in_p,nsq_gd_gcl_in_st_nsm,nsq_gd_gcl_in_st_nsf,nsq_gd_gcl_in_st_nsp,nsq_gd_gcl_totm,nsq_gd_gcl_totf,nsq_gd_gcl_totp,nsq_bdl_ind_m,nsq_bdl_ind_f,nsq_bdl_ind_p,nsq_bdl_no_ind_m,nsq_bdl_no_ind_f,nsq_bdl_no_ind_p,nsq_bdl_indst_nsm,nsq_bdl_indst_nsf,nsq_bdl_indst_nsp,nsq_bdl_totm,nsq_bdl_totf,nsq_bdl_totp,nsq_ad_dl_ind_m,nsq_ad_dl_ind_f,nsq_ad_dl_ind_p,nsq_ad_dl_no_in_m,nsq_ad_dl_no_in_f,nsq_ad_dl_no_in_p,nsq_ad_dl_in_st_nsm,nsq_ad_dl_in_st_nsf,nsq_ad_dl_in_st_nsp,nsq_ad_dl_totm,nsq_ad_dl_totf,nsq_ad_dl_totp,nsq_crt_ii_ind_m,nsq_crt_ii_ind_f,nsq_crt_ii_ind_p,nsq_cer_ii_no_ind_m,nsq_cer_ii_no_ind_f,nsq_cer_ii_no_ind_p,nsq_ce_ii_indst_nsm,nsq_ce_ii_indst_nsf,sa3_name16
10701,785,921,1712,27347,28886,56229,1466,1543,3008,29596,31350,60943,386,390,775,15653,13966,29622,120,114,228,16154,14469,30624,90,76,162,1292,1070,2362,15,10,19,1394,1152,2542,474,460,935,16941,15038,31977,128,122,247,17545,15620,33162,288,445,736,10062,13436,23495,138,236,372,10489,14117,24603,20,19,37,344,409,752,1194,1186,2383,1564,1612,3175,19.0,16.5,17.3,7.6,7.1,7.4,11.7,8.2,7.7,7.9,7.4,7.7,60.6,49.8,54.7,61.9,52.1,56.9,8.8,7.9,8.2,59.3,49.8,54.4,49.4,42.2,45.4,57.2,48.4,52.7,8.2,7.4,7.6,54.6,46.2,50.3,58,92,145,1870,2786,4648,14,16,27,1939,2887,4826,318,288,605,13594,11043,24640,100,87,182,14006,11422,25432,14,9,26,866,545,1412,8,4,16,887,560,1450,3,12,12,618,682,1295,3,4,6,619,692,1314,5,7,11,213,466,676,0,0,7,217,476,692,18,50,73,1969,2808,4781,11,22,30,1998,2885,4887,33,90,122,1924,2844,4766,10,29,33,1965,2961,4930,15,20,38,246,530,778,0,3,Dapto - Port Kembla
10702,0,0,0,4,3,8,0,0,0,4,3,8,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illawarra Catchment Reserve
10703,929,1002,1931,32267,34594,66857,1877,1962,3844,35073,37556,72628,514,470,982,19722,18080,37802,152,124,279,20387,18676,39059,69,88,157,1298,1161,2454,10,13,17,1376,1255,2634,584,557,1141,21018,19237,40259,163,132,293,21762,19930,41692,325,421,755,10859,14816,25678,127,178,311,11315,15423,26741,21,18,40,392,533,929,1589,1651,3232,1997,2207,4202,11.8,15.8,13.8,6.2,6.0,6.1,6.1,9.8,5.8,6.3,6.3,6.3,62.8,55.9,58.9,65.1,55.6,60.2,8.7,6.7,7.6,62.0,53.1,57.4,55.3,47.2,50.7,61.1,52.3,56.5,8.1,6.3,7.3,58.1,49.7,53.8,77,125,202,2527,3793,6315,14,17,32,2624,3933,6558,422,343,764,16970,14126,31096,135,97,229,17529,14563,32095,30,6,38,1280,838,2122,0,5,5,1307,851,2165,7,10,21,826,911,1738,0,3,7,836,931,1766,4,13,20,356,764,1117,3,3,7,362,777,1145,23,67,92,2854,4146,6997,17,25,40,2895,4235,7128,64,116,186,2713,3836,6553,14,24,41,2795,3978,6776,16,19,37,257,616,874,3,3,Kiama - Shellharbour
10704,912,930,1844,48488,50235,98724,2822,2759,5582,52223,53923,106148,493,450,949,29147,27272,56423,146,125,275,29790,27851,57644,80,47,131,2231,1837,4072,13,5,16,2320,1896,4213,572,498,1077,31381,29118,60496,161,130,289,32111,29742,61857,330,418,743,16702,20669,37365,210,253,468,17240,21335,38576,12,16,29,412,448,859,2445,2380,4824,2872,2848,5711,14.0,9.4,12.2,7.1,6.3,6.7,8.1,3.8,5.5,7.2,6.4,6.8,62.6,53.4,58.2,64.7,58.0,61.3,5.7,4.7,5.2,61.5,55.2,58.3,53.9,48.3,51.3,60.1,54.3,57.2,5.2,4.5,4.9,57.0,51.6,54.3,106,135,234,5228,7233,12465,15,20,37,5354,7389,12739,384,309,692,23620,19807,43426,122,97,222,24127,20218,44341,24,13,33,1746,1271,3020,14,9,18,1785,1290,3070,21,29,51,3432,3297,6727,6,11,12,3460,3337,6792,13,26,35,874,1527,2402,0,3,3,885,1557,2437,44,109,157,7647,9298,16939,25,44,66,7718,9443,17162,68,91,162,4263,5604,9865,18,22,37,4346,5715,10067,14,21,36,357,715,1068,0,7,Wollongong
10801,537,532,1064,11531,12327,23857,941,976,1912,13007,13831,26840,209,173,382,4825,4805,9636,44,34,81,5078,5016,10095,48,52,99,468,334,808,0,6,10,521,395,912,259,227,481,5294,5145,10439,46,40,85,5599,5407,11007,270,296,568,6050,6981,13032,84,101,184,6398,7386,13783,17,5,22,182,204,388,812,833,1645,1009,1042,2053,18.5,22.9,20.6,8.8,6.5,7.7,0.0,15.0,11.8,9.3,7.3,8.3,47.4,43.0,44.9,45.9,41.7,43.8,4.9,4.1,4.4,43.0,39.1,41.0,38.3,32.8,35.7,41.9,39.0,40.4,4.7,3.5,4.2,39.0,36.3,37.6,30,28,56,472,650,1127,0,5,7,505,685,1188,174,142,314,4271,4091,8362,41,29,72,4483,4255,8744,19,7,21,656,330,983,3,0,5,675,338,1014,5,0,7,196,179,377,0,0,0,197,183,379,7,5,6,91,180,275,0,0,0,97,186,288,15,14,28,732,1101,1841,7,6,12,749,1128,1881,27,45,67,800,1196,1997,6,6,12,826,1249,2075,7,15,19,104,231,341,0,0,Great Lakes
10802,1513,1596,3105,16684,17046,33731,1573,1581,3149,19763,20220,39985,398,460,858,7477,7179,14658,102,79,185,7987,7716,15699,133,102,240,736,529,1264,14,10,27,886,642,1534,530,565,1096,8214,7709,15925,124,92,214,8868,8363,17229,925,974,1895,8089,8956,17048,133,171,303,9146,10103,19244,56,57,114,372,387,762,1321,1319,2638,1745,1760,3514,25.1,18.1,21.9,9.0,6.9,7.9,11.3,10.9,12.6,10.0,7.7,8.9,35.1,35.4,35.3,49.3,45.2,47.2,7.9,5.8,6.8,44.9,41.3,43.1,26.3,28.8,27.6,44.8,42.1,43.5,6.5,5.0,5.9,40.4,38.1,39.3,64,87,155,851,1146,2000,6,6,12,925,1240,2171,326,358,681,6502,5937,12432,85,67,155,6911,6356,13268,19,12,30,938,474,1410,14,8,19,967,491,1462,4,7,12,191,251,443,0,0,0,191,260,451,3,6,10,137,276,414,0,0,0,139,284,420,25,55,81,1021,1636,2657,13,20,30,1060,1704,2765,45,100,152,864,1653,2521,4,9,15,922,1769,2686,25,53,80,211,349,557,4,5,Kempsey - Nambucca
10803,0,0,5,142,149,290,19,15,30,165,163,327,0,0,0,115,107,215,3,0,6,117,106,225,0,0,0,0,4,4,0,0,0,0,3,3,0,0,5,115,110,219,3,0,6,117,111,228,0,0,0,29,37,64,0,0,5,25,40,70,0,0,0,3,0,4,12,10,26,15,14,32,0.0,0.0,0.0,0.0,3.6,1.8,0.0,0.0,0.0,0.0,2.7,1.3,0.0,0.0,100.0,78.2,74.8,76.3,20.0,0.0,16.2,74.5,67.3,69.1,0.0,0.0,0.0,78.2,72.8,74.9,20.0,0.0,16.2,74.5,64.2,68.2,0,0,0,30,18,48,0,0,0,32,18,47,0,0,0,82,82,162,3,0,3,83,86,171,0,0,0,13,5,19,0,0,0,13,5,19,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,41,0,0,0,16,28,41,0,0,0,10,15,23,0,0,0,10,15,29,0,0,0,0,3,3,0,0,Lord Howe Island
10804,982,1038,2021,28005,31384,59383,2014,2039,4057,30999,34460,65458,494,497,987,14238,14235,28473,106,96,200,14839,14818,29660,96,68,166,1055,908,1965,10,10,24,1159,986,2153,592,558,1154,15290,15140,30434,120,104,221,16004,15805,31806,372,462,839,12327,15752,28079,167,219,387,12871,16431,29305,23,15,38,380,493,868,1724,1715,3440,2127,2218,4347,16.2,12.2,14.4,6.9,6.0,6.5,8.3,9.6,10.9,7.2,6.2,6.8,60.0,53.9,56.8,54.6,48.2,51.3,6.0,5.1,5.5,51.6,45.9,48.6,50.1,48.0,48.6,50.9,45.4,47.9,5.3,4.7,4.9,47.9,43.0,45.3,69,97,163,1846,2404,4251,9,8,12,1922,2513,4435,419,385,805,12228,11704,23929,94,77,171,12738,12169,24907,32,22,59,1602,869,2470,10,10,18,1644,901,2548,6,10,14,665,670,1337,0,6,7,674,686,1362,4,12,17,342,633,980,3,6,4,348,651,1003,27,56,87,2591,3723,6309,10,21,29,2636,3794,6429,54,112,164,2169,3592,5765,17,32,46,2240,3731,5971,26,32,61,266,587,852,6,3,Port Macquarie
10805,1080,1213,2287,19057,20437,39497,1484,1605,3094,21623,23254,44882,386,411,800,8956,8592,17547,67,75,140,9406,9071,18484,139,96,238,937,720,1661,19,9,30,1099,833,1930,527,509,1033,9892,9310,19205,86,86,168,10503,9906,20406,527,676,1202,8863,10790,19651,166,224,391,9558,11683,21244,24,27,53,300,338,641,1233,1304,2540,1563,1664,3226,26.4,18.9,23.0,9.5,7.7,8.6,22.1,10.5,17.9,10.5,8.4,9.5,48.9,42.0,45.1,51.9,45.6,48.6,5.8,5.3,5.4,48.6,42.6,45.5,35.8,33.9,35.0,47.0,42.0,44.4,4.5,4.6,4.5,43.5,39.0,41.2,60,83,146,946,1393,2336,10,7,19,1011,1482,2490,318,316,642,7893,7068,14961,54,57,116,8269,7445,15716,24,10,31,1012,506,1519,4,3,9,1042,516,1561,4,7,7,303,287,591,0,3,4,308,297,606,3,10,7,182,368,545,0,3,3,186,378,558,21,57,74,1234,1941,3179,0,15,16,1260,2007,3274,28,100,132,1122,2202,3321,15,19,35,1166,2324,3488,22,31,49,217,436,660,6,5,Taree - Gloucester
10901,485,542,1031,21537,23435,44977,1710,1739,3450,23741,25715,49454,206,203,409,13706,13136,26844,107,72,182,14020,13408,27430,66,55,112,937,835,1772,10,3,15,1012,890,1900,268,253,520,14647,13965,28615,121,72,195,15035,14298,29328,193,272,463,6668,9150,15821,87,141,227,6953,9564,16520,25,18,42,220,316,539,1509,1519,3027,1757,1854,3612,24.6,21.7,21.5,6.4,6.0,6.2,8.3,4.2,7.7,6.7,6.2,6.5,55.1,46.6,50.7,68.0,59.6,63.6,7.0,4.2,5.7,63.3,55.6,59.3,42.4,37.4,39.9,63.6,56.1,59.7,6.2,4.2,5.3,59.0,52.1,55.5,33,44,77,1552,2696,4251,9,15,23,1598,2754,4349,168,154,319,12000,10315,22314,91,56,145,12260,10523,22784,12,6,17,1047,595,1638,8,6,17,1070,606,1675,0,6,9,512,645,1155,0,0,3,513,650,1167,3,7,9,320,605,927,4,4,9,329,616,941,13,25,38,2008,3336,5342,5,12,14,2021,3371,5397,21,33,57,1620,2530,4147,12,9,26,1650,2577,4228,8,17,25,216,453,669,0,7,Albury
10902,350,364,718,4277,4086,8366,585,523,1107,5211,4982,10189,106,102,204,2747,2277,5029,39,30,67,2885,2412,5298,34,26,58,143,100,239,4,0,4,177,125,302,133,130,263,2892,2381,5265,37,32,71,3063,2537,5605,172,203,373,1310,1644,2954,23,33,59,1505,1883,3395,38,34,75,78,61,140,517,456,974,635,556,1191,25.6,20.0,22.1,4.9,4.2,4.5,10.8,0.0,5.6,5.8,4.9,5.4,38.8,35.4,37.0,67.6,58.3,63.0,6.4,6.1,6.4,58.9,51.0,55.0,30.9,27.8,28.7,64.2,55.7,60.2,6.8,5.8,6.1,55.4,48.5,52.0,18,25,40,287,384,675,6,6,7,313,411,726,77,79,160,2405,1860,4269,30,21,47,2512,1964,4473,4,3,5,251,134,376,6,3,11,258,133,389,0,7,7,28,59,85,0,0,0,28,64,93,0,8,5,26,69,89,0,0,3,24,77,98,0,13,17,210,425,630,6,0,5,222,440,656,10,11,21,218,378,597,6,7,8,233,400,633,4,8,12,38,74,113,0,0,Lower Murray
10903,345,416,765,15346,15583,30929,1493,1529,3022,17187,17526,34709,171,175,344,8960,7900,16859,87,78,172,9213,8156,17372,18,30,48,427,355,777,4,0,6,454,384,832,189,204,393,9387,8256,17641,92,84,175,9665,8538,18206,139,198,334,5682,7039,12720,86,124,210,5911,7356,13268,18,21,35,283,287,566,1308,1321,2629,1604,1629,3232,9.5,14.7,12.2,4.5,4.3,4.4,4.3,0.0,3.4,4.7,4.5,4.6,54.6,48.2,51.6,61.1,53.0,57.0,6.2,5.5,5.8,56.3,48.7,52.5,49.4,41.4,45.1,58.4,50.7,54.5,5.9,5.1,5.7,53.6,46.5,50.1,21,27,49,740,1163,1903,7,5,13,774,1199,1975,139,145,284,8099,6625,14718,79,70,144,8315,6836,15155,10,3,12,860,397,1257,13,6,16,878,411,1287,0,3,7,142,199,346,0,4,4,145,211,354,0,3,9,83,270,357,0,0,0,83,279,362,7,18,24,850,1654,2501,3,8,13,862,1675,2537,15,27,41,886,1449,2336,8,10,22,909,1487,2395,6,13,20,99,270,375,0,4,Upper Murray exc. Albury
11001,799,840,1635,12647,13753,26394,1131,1167,2299,14568,15763,30334,309,287,592,7788,7400,15191,59,52,106,8153,7737,15891,81,70,155,524,468,998,8,4,13,616,547,1166,392,362,753,8314,7870,16183,66,51,120,8767,8281,17055,380,442,826,4170,5697,9863,75,67,142,4624,6208,10834,21,39,63,160,189,349,991,1045,2040,1175,1272,2444,20.7,19.3,20.6,6.3,5.9,6.2,12.1,7.8,10.8,7.0,6.6,6.8,49.4,42.9,45.9,65.8,57.2,61.3,5.8,4.4,5.2,60.2,52.5,56.2,39.0,34.0,36.1,61.6,53.8,57.6,5.2,4.5,4.6,56.0,49.1,52.4,76,60,135,1384,1874,3258,0,7,9,1464,1939,3409,223,226,447,6329,5469,11797,54,41,93,6603,5729,12329,13,3,22,816,401,1219,3,4,10,838,410,1251,13,9,19,1004,923,1924,3,0,3,1017,933,1952,3,10,8,231,441,672,3,3,6,237,455,691,17,36,48,1490,2432,3926,11,18,23,1520,2481,4002,24,60,80,815,1374,2192,8,14,17,845,1445,2292,9,27,38,149,223,373,0,3,Armidale
11002,908,925,1841,13065,13549,26607,1417,1449,2865,15389,15923,31309,321,298,622,7094,6464,13561,89,73,164,7506,6839,14341,94,102,193,540,419,952,5,3,10,636,517,1154,418,392,813,7632,6883,14514,92,78,167,8144,7354,15500,458,506,966,5228,6462,11691,92,106,200,5778,7077,12854,36,23,62,201,201,401,1231,1260,2489,1467,1488,2952,22.5,26.0,23.7,7.1,6.1,6.6,5.4,3.8,6.0,7.8,7.0,7.4,45.8,42.6,44.2,58.4,50.8,54.6,6.5,5.4,5.8,52.9,46.2,49.5,35.2,32.4,33.8,54.3,47.7,51.0,6.3,5.1,5.7,48.8,43.0,45.8,49,65,113,827,1111,1937,8,10,23,883,1183,2073,258,228,478,6152,5246,11397,71,54,129,6482,5526,12008,13,8,25,933,500,1426,17,6,22,958,519,1475,3,0,8,115,161,277,3,3,3,116,165,285,0,4,4,98,202,292,0,0,0,98,208,301,24,27,50,687,1413,2098,11,12,20,717,1444,2167,15,46,62,695,1282,1978,0,8,14,712,1341,2054,20,25,45,143,254,395,0,4,Inverell - Tenterfield
11003,1332,1521,2852,7625,7356,14984,1112,1108,2220,10067,9989,20053,518,500,1016,5395,4483,9879,66,42,110,5977,5029,11012,176,134,309,217,175,387,3,9,11,394,314,708,690,632,1325,5611,4661,10270,70,49,119,6376,5345,11717,575,819,1393,1895,2584,4475,33,45,80,2503,3451,5952,67,61,131,121,116,233,1010,1017,2025,1194,1191,2388,25.5,21.2,23.3,3.9,3.8,3.8,4.3,18.4,9.2,6.2,5.9,6.0,51.8,41.8,46.5,73.6,63.3,68.6,6.3,4.4,5.4,63.3,53.5,58.4,38.9,33.1,35.7,70.7,60.9,66.0,5.9,3.8,4.9,59.3,50.4,54.9,70,110,186,488,789,1276,3,8,11,567,908,1466,441,382,814,4829,3643,8467,59,41,96,5321,4059,9380,24,4,28,512,276,786,3,3,8,539,287,822,3,4,7,116,121,233,0,0,0,119,123,237,0,3,6,56,143,201,0,3,0,55,155,208,20,29,49,553,1005,1557,3,12,13,575,1046,1620,21,66,85,418,739,1157,0,6,7,437,819,1256,14,30,44,65,126,192,0,0,Moree - Narrabri
11004,2614,2846,5464,26067,27756,53823,2457,2494,4948,31130,33101,64232,1280,1195,2474,16751,15198,31951,183,136,319,18209,16532,34742,252,236,496,858,821,1675,5,22,29,1115,1081,2197,1530,1438,2970,17609,16020,33626,191,152,344,19333,17612,36941,1007,1335,2343,8116,11326,19435,141,160,306,9262,12824,22086,73,74,148,344,417,759,2120,2178,4298,2535,2664,5205,16.5,16.4,16.7,4.9,5.1,5.0,2.6,14.5,8.4,5.8,6.1,5.9,58.6,50.5,54.4,67.5,57.7,62.5,7.8,6.1,7.0,62.1,53.2,57.5,49.0,42.0,45.3,64.3,54.7,59.4,7.5,5.5,6.4,58.5,49.9,54.1,153,265,412,1896,2892,4791,17,19,28,2068,3172,5235,1085,916,1995,14632,12131,26757,154,109,263,15863,13157,29017,52,35,86,1413,784,2202,11,5,16,1480,823,2306,8,16,21,447,541,990,0,4,3,456,562,1018,3,17,17,228,546,774,0,3,3,237,560,794,37,123,160,1960,3461,5417,9,21,33,2001,3606,5609,80,207,281,1641,2838,4485,12,22,30,1731,3063,4792,35,94,129,248,600,844,3,7,Tamworth - Gunnedah
11101,1340,1428,2768,43953,47551,91503,1865,1913,3780,47159,50890,98050,735,676,1409,26231,25077,51313,120,119,247,27088,25880,52963,136,121,250,1985,1505,3486,17,8,23,2137,1636,3768,864,798,1665,28215,26587,54797,141,133,272,29222,27511,56731,449,616,1066,15234,20256,35491,140,200,340,15820,21078,36896,20,20,39,506,703,1215,1586,1581,3169,2119,2302,4420,15.7,15.2,15.0,7.0,5.7,6.4,12.1,6.0,8.5,7.3,5.9,6.6,64.8,55.6,60.1,64.2,55.9,59.9,7.6,6.9,7.2,62.0,54.1,57.9,55.1,47.1,50.9,59.7,52.7,56.1,6.4,6.2,6.5,57.4,50.9,54.0,119,174,289,3569,5229,8800,12,16,23,3695,5420,9111,599,496,1098,22436,19683,42115,105,102,213,23138,20281,43419,34,25,57,1619,1117,2738,9,4,16,1662,1146,2809,11,14,27,1380,1432,2810,6,5,13,1399,1452,2849,7,14,24,564,1045,1610,0,7,3,578,1063,1639,61,115,172,4916,7078,11986,16,28,41,4990,7214,12203,78,117,195,3616,5018,8635,13,22,34,3706,5156,8864,21,38,59,342,769,1108,0,3,Lake Macquarie - East
11102,1151,1205,2354,27365,29343,56704,1233,1228,2464,29752,31778,61527,603,580,1183,15512,14497,30012,71,67,143,16191,15149,31339,117,101,218,1325,931,2257,13,3,14,1454,1039,2489,722,677,1401,16838,15432,32270,87,75,156,17640,16186,33824,412,506,918,10091,13278,23367,104,147,258,10605,13930,24538,19,21,40,442,631,1070,1043,1008,2052,1502,1655,3159,16.2,14.9,15.6,7.9,6.0,7.0,14.9,4.0,9.0,8.2,6.4,7.4,62.6,56.2,59.4,61.5,52.6,56.9,7.1,6.1,6.3,59.3,50.9,55.0,52.3,48.2,50.1,56.7,49.4,52.9,5.8,5.4,5.8,54.4,47.7,50.9,74,123,194,1617,2434,4049,4,10,19,1694,2567,4259,518,442,961,13702,11912,25615,54,58,116,14276,12412,26693,29,13,44,1013,703,1716,7,0,7,1042,721,1763,4,21,26,773,735,1509,0,0,0,781,750,1532,3,14,16,281,503,779,0,0,0,280,515,793,33,70,106,2137,3465,5601,3,13,14,2174,3541,5719,45,101,149,2100,3161,5258,5,17,24,2147,3279,5428,8,22,35,217,502,717,0,3,Lake Macquarie - West
11103,1939,2125,4070,61452,64803,126255,3000,2794,5793,66391,69722,136118,1043,1031,2073,37494,36264,73759,164,145,308,38698,37448,76144,203,174,377,3286,2445,5729,18,9,25,3504,2629,6133,1244,1208,2455,40778,38710,79488,186,154,336,42209,40074,82278,646,870,1522,19412,24344,43758,203,251,449,20263,25461,45725,45,49,94,1266,1743,3011,2613,2394,5004,3920,4185,8110,16.3,14.4,15.4,8.1,6.3,7.2,9.7,5.8,7.4,8.3,6.6,7.5,64.3,56.8,60.3,66.4,59.7,63.0,6.2,5.5,5.8,63.6,57.5,60.4,53.9,48.5,50.9,61.0,56.0,58.4,5.5,5.2,5.3,58.3,53.7,55.9,189,302,494,5990,8200,14185,17,30,47,6188,8537,14728,834,715,1551,31111,27772,58886,141,109,252,32089,28594,60682,42,18,63,2083,1513,3594,11,3,11,2141,1532,3668,28,32,62,3315,3334,6648,18,13,25,3352,3380,6738,19,21,37,893,1623,2519,9,6,14,921,1647,2563,128,216,342,9213,12278,21485,28,36,70,9367,12529,21898,107,186,296,4846,6611,11449,20,33,52,4966,6832,11800,30,72,102,546,861,1409,7,8,Newcastle
11201,723,764,1491,27515,30315,57834,2911,3032,5942,31161,34113,65274,367,339,704,15930,15940,31866,139,131,270,16434,16408,32839,70,41,117,1119,909,2026,16,17,33,1211,965,2177,437,381,819,17054,16842,33894,155,148,304,17644,17373,35020,274,362,632,10016,12921,22934,139,183,315,10422,13460,23884,18,23,37,450,553,1009,2624,2705,5323,3089,3280,6369,16.0,10.8,14.3,6.6,5.4,6.0,10.3,11.5,10.9,6.9,5.6,6.2,59.9,49.7,55.0,62.0,55.6,58.6,5.3,4.9,5.1,56.6,50.9,53.7,50.3,44.3,47.3,57.9,52.6,55.1,4.8,4.3,4.5,52.7,48.1,50.3,58,72,133,1753,2462,4221,6,15,18,1821,2551,4376,298,256,558,13935,13268,27201,127,106,233,14358,13638,27997,19,16,34,2406,1690,4097,21,12,36,2451,1716,4170,16,8,24,998,1204,2194,4,7,12,1014,1219,2234,0,10,14,509,843,1350,8,17,18,512,867,1380,39,64,103,3835,5548,9379,22,49,72,3896,5653,9551,49,74,123,2232,3973,6205,22,37,57,2300,4085,6383,10,12,28,199,421,614,0,3,Richmond Valley - Coastal
