gml_id,sa3_name16,sa3_code16,p55_64_c_own_chld_childr,p55_64_c_oth_ch_chiln,p55_64_ca_ow_ch_ch_oth_ch_ch,p55_64_yr_c_for_t,p55_64_d_not_prov_ch_care,p55_64_u_ch_care_ns,p55_64_os_v,p55_64_yr_t,p65_74_c_own_chld_childr,p65_74_c_oth_ch_chiln,p65_74_ca_ow_ch_ch_oth_ch_ch,p65_74_yr_c_for_t,p65_74_d_not_prov_ch_care,p65_74_u_ch_care_ns,p65_74_os_v,p65_74_yr_t,p75_84_c_own_chld_childr,p75_84_c_oth_ch_chiln,p75_84_ca_ow_ch_ch_oth_ch_ch,p75_84_yr_c_for_t,p75_84_d_not_prov_ch_care,p75_84_u_ch_care_ns,p75_84_os_v,p75_84_yr_t,p85ovr_c_own_chld_childr,p85ovr_c_oth_ch_chiln,p85ov_ca_ow_ch_ch_oth_ch_ch,p85ovr_c_for_t,p85ovr_d_not_prov_ch_care,p85ovr_u_ch_care_ns,p85ovr_os_v,p85ovr_t,pt_c_own_chld_childrn,pt_c_oth_ch_chiln,pt_ca_ow_ch_ch_oth_ch_ch,pt_c_for_t,pt_d_not_prov_ch_care,pt_u_ch_care_ns,pt_os_v,pt_t
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57cb,Monash,"21205","1013","2187","45","3246","13411","826","862","18343","260","3466","20","3754","9713","771","522","14769","61","1032","12","1103","8357","947","127","10544","15","52","0","70","4077","729","14","4888","27475","9203","661","37339","101083","8325","4046","150795"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57cc,Brimbank,"21301","1035","2811","68","3913","15564","1514","420","21415","227","2340","30","2593","10157","1455","218","14422","44","417","5","467","5811","958","44","7278","15","30","0","42","2210","475","3","2728","28394","9130","628","38156","100166","12411","1433","152172"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57cd,Hobsons Bay,"21302","526","1216","19","1758","7368","599","132","9859","78","1244","13","1333","4611","512","73","6530","27","276","0","304","3254","492","8","4055","9","23","0","31","1592","285","4","1914","14478","4222","478","19181","43851","4494","545","68075"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57ce,Maribyrnong,"21303","473","687","25","1184","5497","586","159","7432","62","617","9","683","3014","422","78","4203","8","147","3","160","2034","388","14","2599","5","9","0","16","1085","286","7","1395","12800","3045","470","16311","46609","5843","974","69736"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57cf,Melton - Bacchus Marsh,"21304","601","2472","46","3124","10233","1006","267","14626","128","1574","11","1721","6585","854","189","9348","23","215","0","243","2844","455","38","3579","17","10","0","26","1009","160","9","1203","30122","7845","898","38867","67246","9128","940","116182"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57d0,Wyndham,"21305","980","2972","72","4023","12931","1156","1306","19416","213","1950","18","2184","7363","901","685","11141","35","319","3","351","3509","596","94","4554","17","16","0","36","1147","296","11","1487","47100","10152","1149","58400","95374","12062","3412","169247"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57d1,Frankston,"21401","635","2474","27","3139","11531","1101","114","15888","116","2192","18","2325","7939","1020","87","11372","34","340","0","377","4751","945","27","6102","7","24","0","37","2184","520","11","2742","22657","8452","1004","32124","67003","8530","584","108233"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57d2,Mornington Peninsula,"21402","777","3389","30","4202","14719","1216","51","20191","188","3891","20","4099","13533","1523","55","19205","43","728","4","770","8916","1550","24","11263","18","35","0","53","3978","883","7","4931","24195","11034","1080","36304","78214","9200","500","124214"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57d3,Grampians,"21501","254","1233","15","1504","6401","692","33","8624","46","745","3","791","5237","745","12","6788","11","145","3","166","3289","687","8","4148","12","17","0","21","1683","384","0","2091","8150","3475","392","12016","30942","4901","200","48061"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57d4,Stonnington - West,"20606","334","483","3","819","4304","531","148","5801","70","1012","5","1092","3248","418","105","4864","26","300","0","318","2185","375","25","2906","0","14","0","18","1056","205","3","1286","6123","2965","144","9230","41264","5529","1269","57295"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57d5,Yarra,"20607","462","642","18","1123","5922","864","104","8009","78","1015","7","1098","3751","696","64","5611","19","225","0","240","2221","434","17","2921","9","14","0","26","885","215","3","1124","9525","3894","339","13755","55926","8111","1221","79016"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57d6,Boroondara,"20701","1433","1884","44","3361","14408","846","462","19069","251","3820","30","4095","8595","746","295","13725","50","1020","7","1087","6050","693","92","7923","12","68","0","78","4133","505","8","4724","27666","9390","860","37915","90842","7274","2688","138723"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57d7,Manningham - West,"20702","670","1423","27","2120","8163","426","438","11149","185","2448","21","2649","6277","480","219","9630","53","785","9","853","5602","616","63","7127","3","36","0","41","2527","385","11","2969","14376","5918","349","20641","50839","3655","1601","76733"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57d8,Whitehorse - West,"20703","758","1258","34","2048","8099","474","468","11088","167","1871","15","2051","5110","448","218","7831","47","543","3","600","4629","582","51","5862","8","40","0","48","2654","536","3","3246","16685","5223","528","22441","57830","4519","2161","86950"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57d9,Bayside,"20801","923","1412","25","2368","9296","628","120","12412","146","2589","18","2754","5955","528","68","9309","34","619","5","653","3927","455","28","5070","8","46","0","48","2999","490","4","3542","17300","6041","639","23977","48176","4489","783","77432"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57da,Darebin - North,"20902","471","991","29","1490","6612","686","226","9008","72","1139","8","1214","4501","667","82","6469","22","372","0","398","4194","634","16","5237","9","18","0","32","1982","561","4","2574","13947","4240","401","18594","53750","6893","1264","80505"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57db,Glen Eira,"20802","1011","1879","49","2946","11867","747","362","15915","178","2561","16","2760","7358","642","205","10971","44","626","8","678","5371","622","51","6723","15","38","0","50","3756","495","14","4316","25791","7510","784","34083","78806","6576","1796","121254"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57dc,Kingston,"20803","618","1808","20","2445","10090","699","173","13410","136","2159","18","2311","6593","726","118","9747","33","508","0","540","4754","775","25","6088","12","47","0","57","2513","716","12","3296","20472","6552","763","27789","59831","6068","796","94484"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57dd,Mildura,"21502","202","1050","9","1270","5154","704","36","7155","46","701","3","750","3964","740","47","5491","19","118","0","140","2420","606","3","3167","7","11","0","19","1125","286","4","1434","7779","3280","353","11410","27289","4848","805","44359"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57de,Murray River - Swan Hill,"21503","149","764","11","916","3750","665","24","5352","38","430","0","469","3151","597","6","4227","18","85","0","100","2137","481","3","2731","7","12","0","15","956","284","3","1262","4988","2117","227","7331","18847","4031","294","30498"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57df,Campaspe,"21601","178","807","8","995","3814","397","22","5229","30","527","3","554","3220","510","6","4291","11","89","0","99","2032","492","3","2629","9","14","0","18","886","246","0","1151","5255","2361","206","7822","18949","3021","107","29898"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57e0,Moira,"21602","104","629","10","737","2950","347","11","4042","29","347","3","380","2804","444","7","3633","8","90","0","96","1778","394","0","2263","5","9","0","12","708","200","0","918","3936","1776","153","5859","14852","2411","118","23246"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57e1,Shepparton,"21603","263","1086","16","1369","5619","728","72","7785","56","748","9","808","4116","781","36","5735","17","128","0","140","2591","580","7","3318","10","6","0","18","1156","295","0","1471","9772","3476","431","13676","30907","5481","351","50410"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57e2,Glenelg - Southern Grampians,"21701","176","757","7","940","4000","431","17","5391","30","463","4","504","3162","450","7","4126","5","85","0","92","1793","393","3","2281","8","3","0","8","845","235","0","1089","4946","2117","220","7283","18535","2725","141","28683"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57e3,Colac - Corangamite,"21703","176","872","8","1050","3817","444","46","5359","42","560","3","601","3035","467","23","4126","17","104","0","119","1880","436","9","2448","14","10","0","22","797","201","3","1022","5257","2439","230","7922","18536","2911","486","29863"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57e4,Warrnambool,"21704","246","1011","7","1266","4724","510","18","6515","47","803","3","854","3486","541","26","4909","11","134","0","152","2105","449","0","2704","4","8","0","13","1046","262","4","1321","7843","3182","361","11392","24641","3645","365","40046"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57e5,Capalaba,"30101","331","1753","19","2105","6836","349","78","9366","72","1236","3","1305","4554","314","39","6218","5","201","3","206","2277","344","15","2849","0","6","0","11","925","328","0","1267","12365","5128","546","18042","35854","2645","345","56889"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57e6,Cleveland - Stradbroke,"30102","403","1821","16","2243","8158","561","89","11052","75","1486","8","1568","7145","631","67","9417","15","241","5","259","4084","561","38","4939","3","5","0","8","1690","388","10","2097","13386","5447","589","19421","43068","3949","507","66945"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57e7,Wynnum - Manly,"30103","325","1165","18","1511","5531","369","104","7516","65","1141","7","1217","3815","368","91","5487","13","216","0","231","2302","314","32","2874","9","15","0","23","1097","222","5","1349","12810","4092","542","17444","32749","2924","483","53604"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57e8,Bald Hills - Everton Park,"30201","205","806","8","1020","3357","136","84","4596","31","840","10","880","2495","152","87","3609","5","158","0","167","1706","178","7","2058","3","10","0","13","860","134","3","1013","7160","2647","290","10094","21152","1397","360","33005"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57e9,Chermside,"30202","290","905","14","1206","5328","396","113","7045","42","1005","10","1053","3643","411","52","5158","22","256","3","284","3032","464","15","3788","3","19","0","25","1584","547","0","2161","11608","3664","413","15685","36932","3951","572","57139"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57ea,Nundah,"30203","144","507","8","662","3116","200","81","4052","25","466","4","498","1979","176","55","2704","10","83","0","91","1182","176","6","1455","3","3","0","4","502","245","4","756","6080","1921","203","8202","21378","2119","368","32067"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57eb,Sandgate,"30204","249","996","11","1253","4804","297","148","6500","39","862","6","912","3556","327","82","4880","8","143","0","154","2343","320","15","2825","0","10","0","7","1176","158","3","1349","9959","3335","386","13687","30005","2666","470","46822"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57ec,Carindale,"30301","237","820","12","1063","4150","223","91","5522","47","806","12","860","2448","193","50","3557","11","146","0","152","1755","203","26","2141","0","11","0","11","987","142","0","1144","8773","2798","315","11891","26127","2065","482","40564"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57ed,Holland Park - Yeronga,"30302","328","703","15","1049","5082","476","139","6737","58","782","7","844","2931","414","66","4254","13","171","0","192","2046","342","14","2598","4","10","0","16","1208","211","3","1436","10522","3271","413","14205","41492","4597","954","61240"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57ee,Mt Gravatt,"30303","337","1043","27","1412","5002","331","333","7074","83","1188","9","1277","3764","338","157","5535","21","243","0","259","2619","283","44","3202","3","19","0","25","1205","151","8","1391","11849","3989","378","16221","38550","3047","1435","59257"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57ef,Nathan,"30304","194","445","7","651","2680","183","98","3611","55","516","0","579","1686","187","57","2505","12","120","0","127","1339","177","12","1653","3","5","0","6","698","90","0","799","6600","1826","232","8662","20909","1939","604","32118"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57f0,Rocklea - Acacia Ridge,"30305","275","1032","22","1328","4266","281","428","6303","69","703","6","782","2526","235","180","3720","3","127","0","130","1315","149","39","1628","0","6","0","6","634","81","4","725","11140","3231","313","14681","29167","2466","1192","47507"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57f1,Mudgeeraba - Tallebudgera,"30905","210","594","9","814","2832","216","32","3894","31","472","3","504","2066","176","23","2768","12","82","0","94","975","111","9","1194","0","4","0","6","305","57","0","366","6708","1904","309","8921","15010","1451","223","25605"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57f2,Nerang,"30906","315","1141","24","1480","5592","516","107","7698","86","856","6","944","4318","459","71","5789","8","130","0","148","2287","419","24","2876","0","15","0","14","829","349","4","1198","12185","3844","529","16559","32407","3906","577","53440"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57f3,Ormeau - Oxenford,"30907","486","1871","28","2388","8124","781","198","11494","99","1306","11","1415","6338","730","150","8635","12","170","3","185","2741","395","64","3381","10","14","4","21","868","251","11","1153","24548","6536","982","32072","51646","6945","920","91579"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57f4,Outback - South,"31503","69","327","4","402","2797","330","14","3546","16","180","0","194","2622","427","13","3259","10","33","0","46","978","205","0","1229","0","0","0","4","280","73","0","353","2545","1003","83","3635","11888","1815","148","17475"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57f5,Buderim,"31601","279","865","18","1160","4503","256","46","5969","50","717","0","773","4059","258","48","5139","11","121","3","127","2852","314","22","3318","3","5","0","11","1265","223","3","1508","9503","2848","411","12767","27693","2404","651","43513"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57f6,Caloundra,"31602","307","1529","5","1847","7807","559","128","10347","54","1462","12","1524","8083","816","224","10648","13","224","0","238","5421","690","106","6455","9","19","0","25","2260","410","17","2713","12891","4916","560","18365","44208","4551","937","68058"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57f7,Maroochy,"31603","262","1183","10","1460","6670","744","393","9265","50","1044","0","1093","6540","940","758","9333","14","180","0","194","3796","783","379","5154","3","8","0","7","1298","389","65","1753","8254","3664","270","12188","35626","5109","2437","55355"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57f8,Noosa,"31605","280","739","4","1029","5041","485","268","6821","54","961","3","1018","5583","679","383","7659","5","180","0","192","3113","515","171","3996","0","5","0","12","1087","337","25","1457","6878","2557","270","9707","24912","3380","1774","39776"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57f9,Sunshine Coast Hinterland,"31606","266","1056","12","1330","5701","458","42","7541","56","827","4","892","5100","439","30","6463","9","121","0","132","2413","243","18","2805","0","11","0","14","794","113","3","917","7777","3072","345","11191","26415","2738","423","40765"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57fa,Nambour,"31607","242","811","13","1069","4174","362","32","5637","39","580","7","617","3600","401","37","4664","15","115","0","132","1964","308","11","2416","4","8","0","12","817","199","3","1032","7279","2504","309","10081","21462","2589","205","34343"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57fb,Noosa Hinterland,"31608","153","410","3","561","2842","229","9","3647","15","312","0","334","2356","240","21","2946","4","53","0","60","953","137","7","1156","4","3","0","8","263","44","0","309","3431","1177","161","4772","11608","1273","142","17796"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57fc,Charters Towers - Ayr - Ingham,"31801","188","892","10","1086","4758","547","29","6416","48","484","0","533","4560","737","29","5864","6","96","0","102","2471","519","10","3102","0","3","0","3","875","215","0","1099","5981","2565","210","8750","23484","3698","492","36418"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57fd,Townsville,"31802","664","3253","52","3973","15446","1974","223","21615","112","2026","16","2148","11402","1856","188","15602","19","354","0","374","5738","1049","74","7230","13","29","0","43","2046","395","12","2499","30203","10960","1418","42574","94232","14854","1755","153414"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57fe,Bundaberg,"31901","289","1454","19","1764","9820","992","49","12618","60","953","3","1022","10202","1321","69","12618","21","166","0","186","5554","1021","45","6803","8","10","0","23","1822","454","3","2299","12181","4634","528","17346","49302","6739","1124","74505"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_57ff,Burnett,"31902","202","745","8","947","5679","687","19","7338","54","403","0","455","5730","828","13","7026","6","84","0","95","2565","580","4","3242","0","12","0","11","891","182","0","1087","6580","2431","277","9286","26305","4494","393","40484"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5800,Gympie - Cooloola,"31903","256","917","14","1181","5871","690","34","7770","42","478","4","527","5884","780","22","7219","8","70","0","78","2507","554","13","3151","6","4","0","8","723","301","0","1038","7002","2553","306","9858","26646","4150","497","41154"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5801,Hervey Bay,"31904","216","885","19","1116","6788","761","129","8795","51","619","3","669","8455","1023","101","10256","16","98","0","121","4501","766","31","5418","4","3","0","3","1281","316","6","1615","7630","2723","345","10695","33795","4814","908","50214"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5802,Sunnybank,"30306","321","722","14","1062","3745","230","290","5323","74","757","7","838","2526","210","120","3699","12","122","0","137","1427","147","31","1740","10","9","0","18","720","149","11","897","8220","2593","204","11016","27239","2133","1290","41677"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5803,Centenary,"30401","187","637","12","840","3045","113","61","4060","47","752","0","801","1957","154","58","2965","8","113","0","128","902","163","15","1202","0","7","0","9","321","238","3","572","6176","2162","234","8579","15810","1113","330","25832"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5804,Kenmore - Brookfield - Moggill,"30402","329","659","4","986","4000","165","67","5216","63","1153","8","1222","2726","145","81","4175","19","256","0","281","1613","183","14","2093","3","15","0","16","648","264","6","941","8596","2830","338","11759","21717","1448","553","35474"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5805,Sherwood - Indooroopilly,"30403","251","482","9","743","3295","179","162","4379","46","773","0","818","2234","178","89","3315","6","214","0","228","1202","151","20","1607","3","9","0","15","724","141","0","882","7136","2501","240","9885","30693","2284","1428","44289"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5806,The Gap - Enoggera,"30404","255","803","5","1066","3699","163","41","4974","32","988","6","1030","2664","157","42","3890","9","201","0","216","1590","206","6","2020","4","12","0","13","950","180","0","1144","9424","3063","411","12897","24259","1700","339","39201"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5807,Brisbane Inner,"30501","260","679","10","942","5058","1248","612","7865","51","719","5","771","3069","875","295","5006","12","147","0","152","1478","416","102","2150","8","12","0","13","772","314","16","1110","6710","2927","213","9856","48513","10146","6903","75420"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5808,Brisbane Inner - East,"30502","183","438","9","635","2712","218","47","3609","34","408","0","443","1424","186","42","2092","3","67","0","71","758","119","12","953","4","8","0","15","352","60","0","428","6918","1786","221","8922","21104","2117","439","32583"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5809,Brisbane Inner - North,"30503","405","816","17","1242","6126","751","173","8286","87","1018","8","1107","3560","546","115","5332","14","217","3","235","1891","362","34","2523","3","16","0","16","937","332","4","1295","12256","3924","406","16585","50544","6626","1417","75167"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_580a,Brisbane Inner - West,"30504","298","587","3","888","3915","328","106","5240","29","738","0","770","2305","246","55","3374","9","143","0","152","1229","152","16","1552","0","12","0","12","573","75","0","664","8720","2612","354","11687","31182","2984","816","46664"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_580b,Cairns - North,"30601","321","857","16","1199","5507","689","264","7655","48","702","3","749","4103","663","277","5789","3","101","0","101","1549","363","121","2134","3","10","0","15","382","92","11","504","9635","2828","438","12905","27252","4077","1845","46080"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_580c,Cairns - South,"30602","498","1523","22","2043","9179","1722","816","13763","100","1135","8","1239","6857","1551","434","10090","17","208","3","230","3325","874","161","4589","6","11","0","25","1292","354","27","1691","15685","5460","788","21934","52790","12040","7309","94078"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_580d,Innisfail - Cassowary Coast,"30603","177","641","7","828","4384","547","82","5842","39","409","4","456","3846","625","67","4996","13","98","0","112","1825","324","18","2277","0","8","0","10","634","113","0","762","4717","2091","177","6979","20038","3353","1051","31428"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_580e,Port Douglas - Daintree,"30604","79","313","0","390","2142","540","371","3439","17","336","0","353","1886","519","264","3023","3","51","0","58","797","262","99","1214","0","3","0","6","129","87","14","235","2034","1011","76","3119","9233","2765","2192","17309"
