sa3_code16,p15_19_managers,p15_19_professionals,p15_19_technictrades_wrs,p15_19_communpersnlsvc_w,p15_19_clericaladminis_w,p15_19_sales_w,p15_19_mach_oper_drivers,p15_19_labourers,p15_19_occu_id_ns,p15_19_tot,p20_24_managers,p20_24_professionals,p20_24_technictrades_w,p20_24_communpersnlsvc_w,p20_24_clericaladminis_w,p20_24_sales_w,p20_24_mach_oper_drivers,p20_24_labourers,p20_24_occu_id_ns,p20_24_tot,p25_34_managers,p25_34_professionals,p25_34_technictrades_w,p25_34_communpersnlsvc_w,p25_34_clericaladminis_w,p25_34_sales_w,p25_34_mach_oper_drivers,p25_34_labourers,p25_34_occu_id_ns,p25_34_tot,p35_44_managers,p35_44_professionals,p35_44_technictrades_w,p35_44_communpersnlsvc_w,p35_44_clericaladminis_w,p35_44_sales_w,p35_44_mach_oper_drivers,p35_44_labourers,p35_44_occu_id_ns,p35_44_tot,p45_54_managers,p45_54_professionals,p45_54_technictrades_w,p45_54_communpersnlsvc_w,p45_54_clericaladminis_w,p45_54_sales_w,p45_54_mach_oper_drivers,p45_54_labourers,p45_54_occu_id_ns,p45_54_tot,p55_64_managers,p55_64_professionals,p55_64_technictrades_w,p55_64_communpersnlsvc_w,p55_64_clericaladminis_w,p55_64_sales_w,p55_64_mach_oper_drivers,p55_64_labourers,p55_64_occu_id_ns,p55_64_tot,p65_74_managers,p65_74_professionals,p65_74_technictrades_w,p65_74_communpersnlsvc_w,p65_74_clericaladminis_w,p65_74_sales_w,p65_74_mach_oper_drivers,p65_74_labourers,p65_74_occu_id_ns,p65_74_tot,p75_84_managers,p75_84_professionals,p75_84_technictrades_w,p75_84_communpersnlsvc_w,p75_84_clericaladminis_w,p75_84_sales_w,p75_84_mach_oper_drivers,p75_84_labourers,p75_84_occu_id_ns,p75_84_tot,p85_ov_managers,p85_ov_professionals,p85_ov_technictrades_w,p85_ov_communpersnlsvc_w,p85_ov_clericaladminis_w,p85_ov_sales_w,p85_ov_mach_oper_drivers,p85_ov_labourers,p85_ov_occu_id_ns,p85_ov_tot,p_tot_managers,p_tot_professionals,p_tot_technictrades_w,p_tot_communpersnlsvc_w,p_tot_clericaladminis_w,p_tot_sales_w,p_tot_mach_oper_drivers,p_tot_labourers,p_tot_occu_id_ns,p_tot_tot,sa3_name16
30909,20,37,118,315,64,624,34,326,27,1564,143,403,398,669,328,668,128,381,61,3173,618,1404,963,806,653,543,245,631,114,5982,707,1252,880,609,672,448,265,466,106,5405,656,1058,758,602,825,479,293,581,89,5352,464,720,503,405,574,384,236,466,59,3811,133,204,135,90,179,129,68,108,27,1072,16,24,3,3,13,14,4,20,10,113,0,3,3,0,0,0,0,0,0,12,2765,5112,3765,3498,3308,3296,1269,2988,491,26485,Southport
30910,9,27,63,168,58,308,17,147,12,809,131,237,259,486,217,362,57,344,28,2129,582,919,724,814,438,564,192,681,76,4989,591,799,431,327,393,332,131,273,90,3367,708,819,418,348,553,452,155,255,72,3785,565,628,228,215,423,401,116,193,41,2818,244,238,70,45,181,201,58,62,33,1129,40,32,6,3,27,30,0,5,9,149,7,7,0,0,3,0,0,0,3,17,2883,3716,2199,2407,2287,2640,728,1962,361,19190,Surfers Paradise
31001,23,22,123,225,99,494,68,285,31,1368,132,372,419,524,347,506,248,388,63,2993,586,1724,1048,907,997,511,573,711,161,7210,738,1538,866,858,882,404,651,747,130,6808,676,1086,752,668,901,376,706,783,102,6037,329,538,414,417,530,215,442,525,52,3459,56,105,76,55,112,68,77,96,12,652,7,10,9,3,10,7,7,7,9,62,0,3,0,0,0,0,0,3,3,11,2542,5400,3700,3644,3865,2577,2773,3534,557,28599,Forest Lake - Oxley
31002,31,18,288,229,75,507,38,401,32,1622,112,150,454,294,194,279,157,438,20,2104,402,506,845,440,461,272,418,648,64,4060,669,673,872,629,729,336,540,642,70,5159,844,758,846,758,822,366,768,844,102,6114,752,573,594,498,591,270,615,662,56,4614,338,146,128,104,137,64,147,150,36,1246,110,22,11,6,5,5,9,9,20,195,16,0,4,0,0,3,0,3,7,29,3265,2836,4043,2962,3015,2105,2706,3802,402,25141,Ipswich Hinterland
31003,51,32,323,426,159,1044,96,602,39,2771,197,407,880,715,541,753,283,718,77,4579,774,1725,1886,1303,1435,815,840,1157,194,10121,1066,1827,1419,1184,1462,648,890,1028,169,9690,1176,1620,1328,1238,1630,637,961,1091,172,9862,615,1098,806,810,1030,379,642,797,94,6279,125,224,146,129,146,85,136,128,28,1143,15,14,11,10,8,12,5,15,8,96,0,0,0,0,0,0,0,0,0,9,4024,6950,6796,5817,6411,4369,3853,5533,782,44546,Ipswich Inner
31004,37,35,220,316,127,784,91,488,40,2142,207,309,702,630,543,591,412,607,76,4080,888,1840,1742,1230,1656,810,1066,1077,212,10523,1047,1792,1251,1091,1446,593,912,947,182,9258,836,1019,943,797,1196,467,936,911,118,7217,389,493,470,439,604,268,525,557,55,3799,65,85,72,62,81,45,95,85,12,604,0,10,4,3,4,9,10,11,3,47,0,0,3,0,3,0,0,0,0,5,3471,5590,5406,4572,5658,3566,4048,4673,696,37681,Springfield - Redbank
31101,3,3,56,46,21,91,11,108,7,346,22,25,88,70,47,48,36,94,7,433,71,110,169,94,93,64,82,129,11,825,146,139,194,117,135,69,116,161,12,1095,213,130,191,148,189,76,164,204,7,1320,147,122,132,109,129,70,88,164,12,973,102,31,31,17,23,19,28,35,4,298,32,3,4,3,3,0,3,11,3,57,3,0,0,0,0,0,0,0,0,3,732,569,861,600,636,440,530,910,74,5356,Beaudesert
31105,29,19,247,256,89,614,79,352,22,1715,133,242,564,416,344,464,233,377,49,2815,497,1090,1196,645,923,483,519,653,106,6113,770,1141,978,636,973,447,519,531,102,6091,715,857,786,613,1010,385,535,579,91,5577,490,627,597,414,741,348,398,464,65,4146,121,126,109,71,172,88,115,90,22,906,4,5,4,3,7,8,5,12,7,56,0,0,0,0,0,0,0,0,0,6,2768,4118,4475,3062,4259,2837,2398,3056,464,27429,Loganlea - Carbrook
31106,28,47,169,257,71,549,86,358,40,1594,136,288,595,414,326,440,258,525,66,3055,630,1539,1254,780,1032,539,656,921,155,7507,738,1553,1113,726,1114,435,675,832,147,7342,632,1071,791,655,967,419,716,798,112,6162,434,658,578,496,815,333,551,601,68,4533,96,174,128,88,193,109,125,144,27,1091,4,13,9,3,8,6,6,9,11,70,0,0,0,0,0,0,0,0,6,5,2703,5352,4638,3424,4524,2826,3081,4191,632,31357,Springwood - Kingston
31201,8,9,126,92,34,229,47,203,12,770,65,135,296,111,99,105,132,322,15,1278,353,571,869,245,332,140,690,519,45,3767,444,390,690,269,330,133,865,341,41,3508,483,262,495,222,301,152,796,438,54,3204,414,143,302,129,207,100,511,342,38,2192,169,37,35,16,52,21,75,64,5,480,39,0,3,0,4,0,5,16,8,74,6,0,0,0,0,3,0,0,0,10,1984,1548,2819,1078,1363,884,3121,2252,231,15281,Bowen Basin - North
31202,44,66,569,448,167,1166,96,629,43,3233,158,495,1272,558,448,607,350,554,66,4512,817,2002,2871,943,1262,733,1275,956,160,11025,1283,1810,2369,948,1436,756,1454,987,197,11233,1560,1763,2029,1001,1734,865,1990,1226,203,12384,1144,1180,1206,646,1105,632,1397,963,140,8410,390,203,190,104,162,102,219,231,56,1665,110,14,10,4,12,12,11,27,27,237,7,3,3,0,7,3,0,0,11,27,5523,7538,10525,4659,6338,4875,6802,5563,894,52732,Mackay
31203,8,5,95,70,11,188,13,114,13,511,58,69,204,239,64,120,50,193,12,1000,258,333,551,380,234,182,205,300,25,2464,342,330,447,218,285,163,228,233,29,2277,344,271,339,192,241,193,264,242,26,2112,288,202,213,117,172,130,185,210,35,1563,107,54,39,23,30,43,48,38,7,391,20,0,7,3,4,0,3,4,0,57,4,0,0,0,0,0,0,0,0,9,1429,1276,1893,1242,1048,1017,996,1328,149,10377,Whitsunday
31301,5,11,92,113,29,239,14,137,16,662,22,43,193,132,52,107,39,131,9,726,140,157,282,194,160,135,117,205,25,1415,208,354,356,282,245,161,171,215,28,2021,310,429,388,325,380,259,238,308,45,2681,289,350,307,263,364,240,252,252,29,2338,97,105,57,52,96,56,39,68,19,580,8,8,3,3,10,11,3,5,11,69,0,3,0,0,0,0,0,0,3,8,1082,1473,1681,1360,1331,1215,871,1307,189,10495,Bribie - Beachmere
31302,36,29,276,224,93,700,63,465,44,1931,193,164,606,446,284,445,169,685,59,3054,504,658,1253,718,779,569,567,1194,117,6370,566,706,928,694,808,416,595,783,117,5612,637,672,778,740,863,446,707,800,109,5753,315,462,496,475,513,257,440,573,50,3589,83,78,82,56,83,68,88,79,24,642,3,3,5,3,0,3,6,7,12,42,0,0,3,0,0,0,0,0,0,7,2352,2781,4425,3359,3424,2913,2636,4583,528,26993,Caboolture
31303,0,3,42,41,11,84,6,78,11,275,14,15,83,50,30,44,21,106,8,382,66,84,192,88,93,46,83,222,11,878,131,126,175,125,117,67,114,212,10,1078,197,163,151,150,161,110,135,178,11,1247,140,111,120,106,125,72,98,151,6,931,96,33,16,8,32,16,29,35,11,287,21,3,0,0,3,0,4,7,12,52,0,0,0,0,0,0,0,0,3,7,668,532,780,566,584,439,492,988,84,5133,Caboolture Hinterland
31304,34,55,288,300,139,864,81,424,39,2212,133,197,585,409,333,428,158,416,44,2714,457,728,1089,526,757,381,384,565,77,4955,777,1021,1120,798,1046,438,542,634,114,6497,787,953,1048,799,1191,544,658,705,102,6778,400,572,581,479,667,318,469,498,53,4040,76,97,87,56,114,70,89,95,18,700,5,12,3,0,7,10,4,4,4,49,0,0,0,0,0,0,0,0,3,3,2666,3627,4802,3364,4258,3054,2381,3337,469,27959,Narangba - Burpengary
31305,27,18,181,302,89,501,49,345,37,1553,73,164,414,370,224,292,111,300,33,1975,385,721,853,498,568,336,244,442,80,4131,626,1013,831,568,827,395,358,497,109,5222,818,1068,817,742,1021,455,449,677,93,6136,519,821,553,514,786,349,393,464,65,4465,124,196,109,96,176,126,88,120,22,1054,14,21,10,3,11,8,3,11,14,88,0,0,0,0,0,0,0,0,6,13,2585,4028,3764,3101,3709,2455,1688,2858,456,24639,Redcliffe
31401,28,68,347,590,181,1091,82,572,37,3009,178,451,753,765,512,634,164,330,64,3857,848,1940,1314,948,1174,454,286,383,110,7461,1836,3308,1507,1019,1781,574,345,452,167,10995,2114,3020,1401,1000,2211,682,428,491,136,11489,1069,1646,811,578,1312,476,375,363,73,6699,203,320,140,97,271,107,83,133,30,1383,14,17,15,3,15,13,8,6,15,105,3,0,0,0,3,0,0,0,3,16,6300,10788,6294,4995,7460,4043,1766,2736,629,45014,The Hills District
31402,42,36,199,376,123,728,70,396,41,2017,217,310,693,646,445,591,222,444,59,3624,910,1617,1560,1077,1415,775,650,708,139,8851,1186,1963,1199,926,1411,647,573,623,117,8655,910,1152,863,825,1250,571,548,548,102,6765,397,536,436,415,661,314,348,393,47,3551,69,111,64,60,112,90,81,79,12,694,3,15,0,0,6,0,4,5,3,45,0,0,0,0,4,0,0,0,3,7,3741,5736,5021,4336,5430,3718,2494,3204,523,34199,North Lakes
31403,12,15,143,150,48,358,26,219,20,1005,87,133,332,265,226,273,115,205,40,1674,323,640,787,508,652,320,339,363,64,3989,408,696,749,493,714,287,353,373,69,4137,372,504,472,435,734,251,329,434,65,3594,211,386,321,317,525,205,249,338,20,2567,42,44,53,51,85,44,61,75,12,468,5,3,0,0,0,4,3,3,3,21,0,0,0,0,0,0,0,0,0,0,1464,2425,2852,2220,2983,1735,1473,2015,293,17465,Strathpine
31501,16,14,95,79,24,115,11,132,20,505,35,105,173,158,98,58,62,190,33,922,212,435,400,367,241,105,256,300,48,2370,325,415,375,308,290,94,264,268,80,2418,444,343,311,331,316,77,299,351,48,2513,340,299,224,215,160,79,191,239,36,1786,122,50,33,23,26,24,40,67,19,404,42,3,4,3,3,6,4,10,5,74,3,4,0,0,0,0,0,0,0,11,1543,1660,1614,1496,1166,555,1127,1555,290,10997,Far North
31502,13,10,108,93,63,200,28,197,18,725,54,213,315,166,134,119,128,231,21,1389,317,713,794,371,354,169,517,324,58,3611,366,417,567,285,314,131,429,278,53,2842,396,377,466,294,340,118,479,286,68,2817,310,212,309,143,210,92,316,262,41,1891,150,41,54,43,53,23,73,67,12,523,33,3,4,0,4,7,4,13,10,76,3,0,0,0,0,0,0,0,0,7,1636,1986,2621,1393,1478,857,1985,1661,277,13884,Outback - North
31701,73,84,682,834,307,1523,78,999,47,4615,347,733,1432,1096,828,905,268,1045,65,6720,1326,3070,2604,1530,1807,1003,868,1706,150,14056,1617,3115,1996,1382,1960,914,883,1276,159,13307,1925,3151,1781,1511,2256,945,1049,1501,167,14282,1340,2302,1217,1032,1651,768,929,1185,121,10550,458,512,257,197,310,220,237,294,57,2544,84,36,27,18,16,18,11,34,35,279,8,0,7,0,4,3,5,0,8,36,7188,13014,9997,7597,9124,6301,4321,8035,805,66386,Toowoomba
31905,3,14,114,124,42,349,20,176,17,855,38,62,231,149,79,159,74,188,20,996,189,278,384,288,287,198,158,263,33,2071,293,453,456,420,424,218,241,298,34,2837,370,528,467,506,532,245,344,417,51,3468,322,403,369,417,426,186,327,415,32,2888,154,74,52,58,88,39,58,72,26,615,43,11,5,7,3,0,3,9,9,92,13,0,3,0,0,0,0,0,0,16,1430,1813,2080,1960,1885,1397,1225,1840,218,13847,Maryborough
40101,4,15,18,101,13,78,9,49,6,295,50,229,94,388,129,197,14,125,16,1244,344,1415,261,348,332,191,36,131,33,3098,294,668,112,120,173,69,30,84,19,1569,320,468,107,96,201,75,24,45,25,1352,233,448,67,57,149,67,22,21,16,1097,113,233,19,24,80,39,9,12,12,534,23,34,0,3,13,3,0,3,0,78,0,3,0,3,0,0,0,0,4,14,1379,3517,674,1140,1094,718,151,471,133,9275,Adelaide City
40102,26,43,231,422,62,631,43,506,31,1995,120,253,553,626,211,536,95,464,18,2866,589,1314,1049,614,659,389,245,443,70,5368,1262,2229,982,709,1000,418,316,444,85,7449,1616,2375,1135,904,1319,573,396,618,111,9064,1125,1940,826,604,975,409,353,485,84,6799,431,551,173,105,241,138,101,132,44,1911,67,43,22,15,17,15,5,11,13,201,18,12,0,3,3,0,0,0,0,42,5252,8768,4971,3997,4492,3106,1550,3114,452,35703,Adelaide Hills
40105,8,24,33,147,28,251,15,115,8,620,71,308,138,442,170,262,28,161,20,1603,409,1669,416,463,477,271,106,242,61,4120,604,1460,329,307,418,187,55,150,55,3569,657,1267,330,243,553,204,89,172,45,3560,437,991,200,177,441,161,52,122,46,2624,110,309,52,40,118,67,11,44,11,765,20,33,6,0,11,5,0,11,0,99,0,0,0,0,0,0,0,0,4,8,2318,6064,1505,1825,2223,1402,364,1022,244,16962,Norwood - Payneham - St Peters
40107,12,31,31,196,49,289,17,147,9,775,63,322,154,403,188,338,41,147,17,1671,471,1686,389,438,396,294,68,182,49,3969,719,1782,283,249,472,205,44,140,59,3947,837,1539,278,281,599,243,58,129,63,4022,570,1321,190,193,436,167,60,103,35,3090,158,392,62,55,125,51,11,41,19,908,17,36,0,8,11,3,0,7,6,91,4,3,0,0,0,0,0,0,4,12,2846,7112,1377,1818,2288,1590,300,899,262,18491,Unley
40201,13,14,107,155,41,362,20,249,12,969,53,114,350,247,131,224,83,252,21,1472,260,456,586,351,325,234,239,354,51,2856,415,550,494,364,462,220,276,334,65,3181,534,523,580,523,658,298,366,432,65,3978,357,429,345,298,436,188,274,304,47,2679,82,84,53,32,60,26,53,65,13,476,12,8,9,0,6,0,4,4,7,48,3,0,0,0,0,0,0,0,0,3,1721,2176,2522,1975,2127,1558,1310,1989,282,15665,Gawler - Two Wells
40202,28,21,179,185,77,701,50,485,24,1751,193,227,688,593,334,695,287,767,70,3854,688,938,1478,1186,1001,822,848,1201,157,8321,641,774,985,895,863,512,853,957,133,6606,779,696,946,992,1001,500,941,1043,140,7042,507,479,599,580,682,290,635,663,63,4511,84,67,69,77,94,30,94,123,24,671,14,8,10,3,3,6,3,10,8,65,3,0,0,0,0,0,4,0,6,12,2934,3224,4959,4518,4056,3561,3704,5247,629,32834,Playford
40203,14,17,78,180,30,438,22,237,21,1038,99,302,397,460,222,494,97,406,54,2524,810,2541,1193,1030,1072,621,495,974,164,8897,821,1925,918,775,1052,438,390,753,127,7200,617,1055,721,617,850,364,364,663,66,5322,353,711,390,377,585,241,309,396,44,3411,59,141,75,67,145,48,61,103,18,709,12,12,5,4,11,7,5,4,3,66,0,3,0,0,0,0,0,0,3,9,2796,6708,3777,3513,3968,2641,1742,3538,493,29175,Port Adelaide - East
40204,26,34,242,367,128,1134,64,654,55,2711,252,459,1043,1013,638,1031,367,971,105,5880,1109,2356,2393,1899,1819,1210,1190,1844,248,14065,1316,2028,1830,1590,1782,906,1281,1694,253,12676,1329,1380,1693,1544,1877,917,1454,1802,201,12205,741,914,1118,1060,1370,557,970,1234,145,8110,135,161,207,152,218,97,169,211,42,1396,13,15,10,12,7,3,7,15,8,100,3,0,3,0,0,0,0,3,3,9,4917,7347,8541,7633,7846,5859,5518,8423,1066,57150,Salisbury
40205,29,35,221,388,92,1063,61,613,37,2542,159,491,786,681,454,757,166,481,46,4018,797,2184,1693,1091,1391,697,429,621,110,9012,1231,2284,1454,1158,1613,646,519,725,161,9789,1435,1928,1514,1215,2110,796,651,769,165,10570,921,1465,1006,851,1659,609,523,598,79,7710,184,287,206,142,324,152,122,136,27,1586,16,23,10,4,24,6,7,11,15,117,0,0,0,0,0,3,0,0,3,8,4780,8702,6885,5526,7669,4719,2473,3959,644,45357,Tea Tree Gully
40303,25,42,92,362,76,578,26,373,11,1587,112,387,342,616,263,535,48,338,24,2664,479,1947,647,587,567,371,120,330,66,5108,1182,2651,636,542,889,341,125,285,90,6741,1275,2616,695,662,1116,374,158,323,78,7293,824,2026,465,436,829,260,138,237,54,5272,213,537,118,87,228,87,41,82,22,1422,26,45,21,7,21,28,8,12,17,177,5,4,0,0,4,0,0,0,7,22,4139,10260,3019,3294,3987,2570,668,1983,359,30284,Mitcham
40304,43,46,459,614,143,1589,122,1083,46,4147,319,537,1444,1245,658,1463,266,999,90,7027,1322,2690,3283,2093,2066,1464,814,1451,217,15396,1940,3278,2732,2117,2445,1227,912,1327,235,16216,2082,2894,2609,2220,2948,1403,1164,1657,258,17232,1365,2259,1762,1756,2272,919,951,1298,140,12728,400,436,306,280,420,214,159,304,65,2593,51,31,12,11,12,12,11,19,16,177,6,3,0,0,3,3,3,0,4,27,7519,12184,12616,10343,10977,8293,4412,8134,1072,75540,Onkaparinga
40401,33,40,185,403,85,1010,60,478,26,2315,220,595,703,978,519,942,194,572,58,4772,1143,3308,1750,1391,1588,827,517,872,163,11553,1490,2813,1294,1041,1600,714,598,761,160,10470,1725,2153,1407,1109,2084,871,783,999,173,11311,1000,1594,932,770,1481,553,550,734,114,7723,232,339,200,143,355,140,116,153,32,1717,33,37,22,10,26,18,16,14,23,197,5,4,0,0,0,0,3,5,8,26,5881,10887,6491,5840,7743,5077,2826,4586,761,50082,Charles Sturt
40402,11,22,104,205,43,397,23,243,21,1064,94,230,352,428,221,415,109,365,38,2242,460,1196,920,853,759,448,361,622,101,5722,620,1153,802,667,776,362,394,576,98,5450,730,954,782,699,867,347,569,747,91,5798,453,746,545,501,650,252,375,493,70,4088,90,125,62,73,124,64,67,103,22,738,5,9,3,6,3,3,3,7,10,47,0,0,0,0,0,0,0,3,3,7,2473,4437,3574,3429,3449,2289,1900,3153,456,25152,Port Adelaide - West
40103,4,33,26,270,53,371,13,171,15,953,59,299,129,417,183,313,36,138,12,1597,350,1318,281,324,345,215,44,122,49,3045,782,1856,264,272,477,209,62,146,55,4130,1092,2110,305,264,659,258,65,140,52,4945,729,1654,229,202,573,246,48,103,48,3831,253,584,86,67,225,89,19,34,27,1394,36,81,13,5,28,11,3,4,16,206,3,7,0,0,5,0,0,0,7,25,3320,7955,1327,1814,2552,1709,297,861,283,20125,Burnside
40104,14,23,60,175,38,507,20,214,8,1060,105,288,320,375,237,445,56,251,29,2113,475,1541,617,582,612,393,180,345,83,4831,704,1579,643,474,734,344,176,340,77,5072,812,1264,677,525,1023,441,260,414,81,5482,432,848,428,334,687,300,156,313,57,3560,104,214,115,66,162,74,37,89,19,895,15,22,26,7,4,16,6,9,10,115,0,5,0,0,0,0,0,0,0,11,2663,5794,2891,2532,3500,2512,890,1982,370,23133,Campbelltown (SA)
40106,5,11,31,108,38,214,5,137,3,558,66,245,149,273,157,226,38,156,24,1339,326,1181,361,293,360,204,126,224,41,3115,531,1062,261,190,400,156,94,147,39,2875,627,1008,238,224,468,203,85,127,47,3029,423,832,239,160,419,149,82,115,28,2442,99,200,41,34,77,48,18,27,11,564,19,22,0,4,6,6,7,3,3,72,0,0,0,0,0,0,0,0,0,3,2101,4566,1328,1289,1923,1218,445,936,186,14000,Prospect - Walkerville
40403,26,21,109,258,45,531,22,283,14,1309,129,399,377,678,324,552,105,413,35,3025,741,2278,1064,1081,939,571,384,702,127,7882,875,1879,731,658,988,398,261,482,80,6356,889,1275,745,584,1086,447,323,429,85,5870,511,915,435,343,834,288,223,337,48,3948,127,206,106,60,154,76,58,87,25,902,24,34,17,4,16,11,0,10,13,137,0,3,0,0,0,3,3,0,4,21,3335,7019,3594,3673,4390,2881,1391,2737,432,29450,West Torrens
40501,6,9,126,181,22,202,33,295,12,890,56,76,288,166,64,162,79,319,12,1218,324,435,563,267,293,175,206,439,30,2745,612,600,490,338,439,212,257,489,37,3477,688,552,552,426,549,275,340,586,60,4027,590,537,422,307,439,213,295,498,52,3363,262,125,77,44,110,51,76,134,13,890,69,11,6,0,5,7,7,20,8,131,10,0,3,0,0,3,0,5,3,28,2620,2351,2525,1738,1924,1308,1289,2779,231,16763,Barossa
40502,13,5,57,51,19,85,10,151,16,408,58,50,162,62,43,67,42,174,10,656,244,225,253,145,137,88,130,271,10,1503,424,241,211,146,199,104,147,240,23,1736,569,271,248,239,256,138,198,348,24,2293,572,264,228,195,224,133,190,329,35,2163,265,74,35,32,71,37,56,74,27,657,77,3,6,6,6,4,3,20,12,136,13,0,0,0,0,0,0,3,3,27,2233,1137,1187,873,946,650,782,1608,154,9572,Lower North
