sa3_name16,sa3_code16,presch_indig_m,presch_indig_f,presch_indig_p,presch_nonind_m,presch_nonind_f,presch_nonind_p,presch_indig_st_nsm,presch_indig_st_nsf,presch_indig_st_nsp,presch_totm,presch_totf,presch_totp,infprim_indig_m,infprim_indig_f,infprim_indig_p,infprim_nonind_m,infprim_nonind_f,infprim_nonind_p,infprim_indig_st_nsm,infprim_indig_st_nsf,infprim_indig_st_nsp,infprim_totm,infprim_totf,infprim_totp,sec_indig_m,sec_indig_f,sec_indig_p,sec_nonind_m,sec_nonind_f,sec_nonind_p,sec_indig_st_nsm,sec_indig_st_nsf,sec_indig_st_nsp,sec_totm,sec_totf,sec_totp,tfei_ft_st_15_24_in_m,tfei_ft_st_15_24_id_f,tfei_ft_st_15_24_id_p,tfei_ft_st_15_24_no_id_m,tfei_ft_st_15_24_no_id_f,tfei_ft_st_15_24_no_id_p,tfei_ft_st_15_24_i_s_n_s_m,tfei_ft_st_15_24_i_s_n_s_f,tfei_ft_st_15_24_i_s_n_s_p,tfei_ft_st_15_24_totm,tfei_ft_st_15_24_totf,tfei_ft_st_15_24_totp,tfei_ft_st_25over_id_m,tfei_ft_st_25over_id_f,tfei_ft_st_25over_id_p,tfei_ft_st_25ov_non_id_m,tfei_ft_st_25ov_non_id_f,tfei_ft_st_25ov_non_id_p,tfei_ft_st_25ov_i_s_n_st_m,tfei_ft_st_25ov_i_s_n_st_f,tfei_ft_st_25ov_i_s_n_st_p,tfei_ft_st_25ov_totm,tfei_ft_st_25ov_totf,tfei_ft_st_25ov_totp,tfei_pt_st_15_24_id_m,tfei_pt_st_15_24_id_f,tfei_pt_st_15_24_id_p,tfei_pt_st_15_24_non_id_m,tfei_pt_st_15_24_no_id_f,tfei_pt_st_15_24_no_id_p,tfei_pt_st_15_24_i_s_n_s_m,tfei_pt_st_15_24_i_s_n_s_f,tfei_pt_st_15_24_i_s_n_s_p,tfei_pt_st_15_24_totm,tfei_pt_st_15_24_totf,tfei_pt_st_15_24_totp,tfei_pt_st_25ov_id_m,tfei_pt_st_25ov_id_f,tfei_pt_st_25ov_id_p,tfei_pt_st_25ov_non_id_m,tfei_pt_st_25ov_non_id_f,tfei_pt_st_25ov_non_id_p,tfei_pt_st_25ov_i_s_n_s_m,tfei_pt_st_25ov_i_s_n_s_f,tfei_pt_st_25ov_id_s_n_s_p,tfei_pt_st_25ov_totm,tfei_pt_st_25ov_totf,tfei_pt_st_25ov_totp,tfei_ft_pt_s_s_nt_st_id_m,tfei_ft_pt_s_s_nt_st_id_f,tfei_ft_pt_s_s_nt_st_id_p,tfei_ft_pt_s_s_nt_s_n_i_m,tfei_ft_pt_s_s_n_st_n_i_f,tfei_ft_pt_s_s_n_s_no_id_p,tfei_f_p_s_s_n_s_i_s_n_s_m,tfei_f_p_s_s_n_s_i_s_n_s_f,tfei_f_p_s_s_n_s_i_s_n_s_p,tfei_ft_pt_s_s_nt_st_to_m,tfei_ft_pt_s_s_nt_st_to_f,tfei_ft_pt_s_s_nt_st_to_p,tfei_tot_indig_m,tfei_tot_indig_f,tfei_tot_indig_p,tfei_tot_nonind_m,tfei_tot_nonind_f,tfei_tot_nonind_p,tfei_tot_indst_nsm,tfei_tot_indst_nsf,tfei_tot_indst_nsp,tfei_tot_totm,tfei_tot_totf,tfei_tot_totp,ut_ft_s_15_24_ind_m,ut_ft_s_15_24_ind_f,ut_ft_s_15_24_ind_p,ut_ft_s_15_24_nonind_m,ut_ft_s_15_24_nonind_f,ut_ft_s_15_24_nonind_p,ut_ft_s_15_24_in_st_nsm,ut_ft_s_15_24_in_st_nsf,ut_ft_s_15_24_in_st_nsp,ut_ft_s_15_24_totm,ut_ft_s_15_24_totf,ut_ft_s_15_24_totp,ut_ft_s_25_over_ind_m,ut_ft_s_25_over_ind_f,ut_ft_s_25_over_ind_p,ut_ft_s_25ov_nonind_m,ut_ft_s_25ov_nonind_f,ut_ft_s_25ov_nonind_p,ut_ft_s_25ov_indst_nsm,ut_ft_s_25ov_indst_nsf,ut_ft_s_25ov_indst_nsp,ut_ft_s_25ov_totm,ut_ft_s_25ov_totf,ut_ft_s_25ov_totp,ut_pt_s_15_24_ind_m,ut_pt_s_15_24_ind_f,ut_pt_s_15_24_ind_p,ut_pt_s_15_24_no_ind_m,ut_pt_s_15_24_nonind_f,ut_pt_s_15_24_nonind_p,ut_pt_s_15_24_in_st_nsm,ut_pt_s_15_24_in_st_nsf,ut_pt_s_15_24_in_st_nsp,ut_pt_s_15_24_totm,ut_pt_s_15_24_totf,ut_pt_s_15_24_totp,ut_pt_s_25over_in_m,ut_pt_s_25over_in_f,ut_pt_s_25over_in_p,ut_pt_s_25over_non_in_m,ut_pt_s_25over_non_in_f,ut_pt_s_25over_non_in_p,ut_pt_s_25ov_in_s_nsm,ut_pt_s_25ov_in_s_nsf,ut_pt_s_25ov_in_s_nsp,ut_pt_s_25over_totm,ut_pt_s_25over_totf,ut_pt_s_25over_totp,ut_ft_pt_stud_st_ns_ind_m,ut_ft_pt_stud_st_ns_ind_f,ut_ft_pt_stud_st_ns_ind_p,ut_ft_pt_stu_st_ns_nonind_m,ut_ft_pt_stu_st_ns_nonind_f,ut_ft_pt_stu_st_ns_nonind_p,ut_ft_pt_st_st_ns_in_st_nsm,ut_ft_pt_st_st_ns_in_st_nsf,ut_ft_pt_st_st_ns_in_st_nsp,ut_ft_pt_stu_st_ns_totm,ut_ft_pt_stu_st_ns_totf,ut_ft_pt_stu_st_ns_totp,ut_tot_indig_m,ut_tot_indig_f,ut_tot_indig_p,ut_tot_nonind_m,ut_tot_nonind_f,ut_tot_nonind_p,ut_tot_indigstat_nsm,ut_tot_indigstat_nsf,ut_tot_indigstat_nsp,ut_tot_totm,ut_tot_totf,ut_tot_totp,oei_ind_m,oei_ind_f,oei_ind_p,oei_nonind_m,oei_nonind_f,oei_nonind_p,oei_indst_nsm,oei_indst_nsf,oei_indst_nsp,oei_totm,oei_totf,oei_totp,t_ei_ns_ind_m,t_ei_ns_ind_f,t_ei_ns_ind_p,t_ei_ns_nonind_m,t_ei_ns_nonind_f,t_ei_ns_nonind_p,t_ei_ns_indst_nsm,t_ei_ns_indst_nsf
Burnett,31902,28,33,68,173,179,350,6,0,9,208,215,420,320,312,632,1807,1657,3468,44,24,70,2164,2001,4166,209,174,385,1274,1214,2492,30,22,57,1511,1420,2930,5,5,10,26,42,63,0,0,0,25,44,72,0,8,11,21,37,60,0,0,0,21,43,69,6,4,11,80,92,164,0,3,3,79,96,180,4,14,16,74,217,297,0,0,0,77,236,314,0,0,0,3,7,9,0,0,0,3,7,12,16,37,51,200,395,590,0,4,4,213,428,643,0,3,3,26,64,93,0,0,0,26,69,91,3,7,12,32,63,94,0,0,0,38,70,106,0,0,0,14,28,40,0,0,0,14,26,37,3,8,8,74,218,289,0,0,0,77,227,300,0,0,0,0,0,3,0,0,0,0,0,3,8,13,17,138,376,515,0,0,0,147,391,536,16,18,36,79,116,200,3,0,4,100,138,233,164,103,265,683,659,1337,1717,1517
Gympie - Cooloola,31903,24,28,51,238,195,426,0,0,0,264,221,481,174,131,305,1850,1722,3569,38,34,66,2057,1882,3942,106,95,206,1459,1403,2867,27,14,38,1594,1513,3105,5,0,3,27,44,70,0,0,0,34,46,80,4,3,4,32,68,100,0,0,0,35,67,104,6,5,8,54,73,128,0,0,3,61,82,141,0,10,12,68,214,286,0,3,3,68,230,296,0,0,0,0,0,0,0,0,0,3,0,3,14,15,32,187,406,587,0,3,3,200,426,625,0,6,8,77,143,218,0,0,0,80,151,230,0,10,10,46,136,183,0,3,3,47,147,196,0,3,3,20,32,57,0,0,0,20,40,59,0,10,12,51,224,270,0,0,0,55,234,282,0,0,0,0,4,4,0,0,0,0,4,4,3,26,29,200,538,738,0,6,6,205,568,770,16,5,21,115,205,318,3,3,3,132,213,342,44,38,81,572,712,1285,1629,1555
Hervey Bay,31904,27,10,37,291,240,534,0,8,10,321,261,577,220,200,418,1994,1949,3945,24,18,38,2237,2164,4404,154,140,301,1536,1479,3017,18,23,38,1712,1647,3356,3,5,5,33,52,89,0,0,0,38,52,95,0,5,6,38,92,132,0,0,0,42,100,142,3,5,7,70,86,161,0,0,0,74,95,170,4,14,11,98,223,326,0,0,0,101,236,336,0,0,0,9,3,16,0,0,0,9,3,16,11,24,39,252,466,713,0,0,0,267,494,756,0,7,7,72,186,252,0,0,0,67,191,264,4,12,16,72,178,248,0,0,0,76,196,265,0,3,3,29,59,85,0,0,0,29,59,88,5,17,23,124,341,461,0,0,0,126,360,486,0,0,0,0,0,0,0,0,0,0,0,0,12,47,54,289,763,1048,0,0,0,298,813,1106,13,13,23,123,224,346,3,3,3,131,244,374,44,37,80,588,720,1305,1634,1645
The Gap - Enoggera,30404,7,10,16,379,361,741,3,3,11,398,373,771,57,58,117,2443,2205,4651,14,19,30,2520,2282,4799,46,50,97,1748,1600,3352,7,15,23,1807,1663,3473,0,3,3,58,91,146,0,0,0,58,92,148,0,0,0,42,77,121,0,0,0,44,76,124,3,3,5,81,63,139,0,0,0,82,68,154,5,0,5,132,199,337,3,0,3,137,202,348,0,0,0,6,0,4,0,0,0,6,0,4,8,16,21,320,433,755,3,0,3,332,446,775,13,8,20,648,767,1416,4,3,4,664,780,1437,3,8,11,178,258,441,0,0,0,184,266,449,3,0,5,89,117,210,0,0,0,92,121,217,3,3,4,352,508,864,0,0,0,356,509,868,0,0,0,3,7,7,0,0,0,3,7,7,21,17,41,1274,1660,2937,6,4,8,1299,1683,2983,0,9,10,110,202,310,0,0,3,115,208,319,12,19,27,256,373,635,766,745
Brisbane Inner,30501,0,3,3,172,180,352,3,0,4,176,186,355,14,16,32,1005,967,1974,3,4,9,1020,988,2007,12,12,29,1045,986,2029,9,9,16,1063,1009,2071,7,11,14,186,191,374,0,3,4,193,199,394,3,0,8,324,414,736,0,3,5,329,420,743,0,0,0,93,73,164,0,0,0,93,72,166,8,3,4,259,290,554,0,0,0,267,291,558,0,0,0,0,3,3,0,0,0,0,3,3,13,12,28,863,971,1831,4,6,8,876,994,1869,16,26,40,1978,2365,4346,10,9,17,2001,2405,4402,13,10,24,1224,1118,2342,3,3,3,1236,1132,2370,3,6,14,194,216,411,0,3,0,196,228,424,3,12,14,671,813,1488,0,0,3,681,827,1502,0,0,0,7,13,21,0,0,0,7,14,17,36,50,85,4083,4529,8610,10,18,27,4128,4596,8726,10,11,18,858,1136,1996,7,3,6,872,1145,2019,11,12,21,358,343,703,3679,3184
Brisbane Inner - East,30502,5,3,9,269,261,533,3,3,8,283,269,550,25,19,47,1518,1525,3041,7,8,20,1556,1558,3111,25,12,43,1196,1016,2219,12,4,19,1232,1040,2270,0,0,0,63,53,112,0,0,0,63,55,115,0,0,3,55,108,161,0,0,0,54,109,164,0,0,0,62,50,113,0,0,0,62,50,113,0,0,4,113,154,261,0,0,0,114,151,266,0,0,0,4,0,3,0,0,0,4,3,7,3,3,5,297,363,660,0,0,0,296,372,669,4,12,18,712,751,1464,0,0,0,721,764,1488,0,3,3,230,322,553,3,0,3,236,324,565,0,3,3,98,134,233,0,0,0,98,136,237,9,10,21,361,522,878,0,0,0,366,536,897,0,0,0,3,0,3,0,0,0,3,0,3,14,34,45,1410,1728,3136,7,0,7,1423,1761,3189,0,3,3,133,220,353,0,0,0,131,224,357,6,3,11,201,187,390,1111,1107
Sunnybank,30306,0,5,5,296,295,590,3,0,5,297,303,601,35,35,74,1795,1823,3611,10,3,14,1840,1862,3699,27,23,49,1356,1392,2751,21,8,28,1399,1420,2820,0,0,3,200,135,341,0,0,3,205,140,339,0,0,0,222,274,499,0,0,0,228,280,506,0,0,0,63,36,105,0,0,0,66,36,107,0,0,4,124,193,318,0,0,0,124,197,325,0,0,0,3,4,11,0,0,0,3,4,11,4,3,13,618,651,1268,0,4,4,623,657,1282,3,3,8,1448,1361,2811,4,7,9,1457,1365,2825,0,3,3,605,543,1146,0,0,3,607,542,1148,0,0,0,73,78,156,0,3,3,74,86,158,0,3,3,190,237,423,0,0,0,190,240,429,0,0,0,3,8,9,0,0,3,4,11,11,12,11,20,2326,2219,4545,5,8,13,2341,2242,4579,0,3,8,347,442,785,0,4,4,356,446,802,11,12,20,372,415,784,893,875
Centenary,30401,3,0,3,250,215,469,0,0,0,259,216,476,26,21,47,1546,1423,2970,5,15,22,1575,1462,3034,19,13,30,1173,1130,2302,8,7,10,1192,1156,2350,0,0,0,34,40,80,0,0,0,36,43,79,0,0,0,27,48,76,0,0,0,31,47,79,3,0,4,40,24,67,0,0,0,39,25,71,0,0,0,79,128,205,0,0,0,76,128,201,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,177,245,422,3,0,3,182,248,427,11,4,12,543,648,1193,0,3,3,556,653,1208,0,0,0,112,163,272,0,0,0,112,163,276,0,0,0,58,59,116,0,0,0,55,61,120,3,3,3,189,246,440,0,0,0,196,252,447,0,0,0,0,3,9,0,0,0,0,3,9,15,10,23,902,1125,2029,0,3,3,922,1134,2057,0,0,0,60,103,168,0,0,3,66,107,169,3,10,16,143,117,257,360,341
Kenmore - Brookfield - Moggill,30402,0,3,3,367,316,683,3,0,5,373,316,690,12,16,27,2416,2223,4638,20,14,28,2448,2249,4694,11,24,34,2074,1780,3860,11,9,22,2103,1812,3917,0,3,4,52,45,95,0,0,0,51,47,101,0,0,0,29,65,94,0,0,0,29,66,96,0,3,6,60,36,98,0,0,0,59,38,97,0,0,0,79,125,204,0,0,0,79,127,206,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,217,276,498,0,0,0,224,283,506,11,3,9,1042,1073,2113,8,7,14,1056,1081,2138,0,0,0,211,264,477,0,0,0,209,267,479,0,0,0,99,129,234,0,4,4,101,136,239,3,0,6,278,417,697,0,3,3,287,422,704,0,0,0,3,9,6,0,0,0,0,9,11,16,5,19,1629,1893,3524,11,16,24,1656,1909,3568,0,0,0,96,158,255,0,0,0,102,160,260,0,0,0,263,406,663,646,573
Sherwood - Indooroopilly,30403,0,0,0,301,284,585,0,3,3,304,285,585,15,14,31,1778,1636,3415,8,3,12,1808,1654,3462,19,13,32,1344,1325,2666,12,10,22,1379,1348,2724,3,0,3,74,67,142,3,0,3,76,74,147,0,0,0,56,86,143,0,0,0,56,86,143,3,0,3,49,43,95,0,0,0,56,48,99,0,0,0,85,123,206,0,0,0,85,123,206,0,0,0,0,3,3,0,0,0,0,3,3,3,0,6,259,330,590,3,0,3,265,330,595,18,32,49,3793,4450,8250,5,16,19,3818,4503,8315,8,7,12,1191,1109,2303,6,3,16,1209,1121,2328,3,0,4,154,195,349,0,0,0,158,195,353,3,9,10,388,498,889,0,0,0,392,506,897,0,0,0,17,19,29,0,0,0,17,19,29,25,47,71,5551,6273,11817,15,20,35,5594,6334,11931,3,0,7,172,223,388,0,0,0,176,221,399,4,5,9,227,309,535,1091,1103
Brisbane Inner - North,30503,3,7,8,473,422,893,3,0,3,477,434,909,24,31,55,2639,2604,5250,22,16,38,2682,2658,5343,23,39,63,2016,2077,4089,18,13,32,2058,2125,4180,4,6,13,152,137,288,0,3,3,159,141,300,0,3,5,138,229,368,0,0,0,138,235,373,3,3,3,108,107,206,0,0,0,107,109,214,11,3,18,211,299,509,0,0,0,225,305,526,0,0,0,0,7,6,0,0,0,0,7,6,18,13,35,615,769,1383,0,7,10,635,792,1422,31,30,59,2213,2868,5079,6,8,19,2247,2908,5158,10,14,27,1044,1098,2139,8,0,11,1059,1118,2176,0,4,7,215,316,534,0,3,3,220,326,542,10,12,22,791,1025,1820,3,4,3,800,1047,1848,0,0,0,7,10,23,0,0,0,7,10,23,49,62,111,4268,5318,9588,19,23,35,4334,5400,9737,7,6,16,325,484,808,0,0,0,328,496,828,15,14,37,453,563,1016,2832,2719
Brisbane Inner - West,30504,4,0,5,390,326,717,7,0,8,402,329,727,18,10,29,2126,2096,4214,15,10,23,2156,2113,4264,29,24,50,1656,1583,3234,10,12,19,1693,1620,3310,3,0,4,83,75,156,0,0,0,85,78,160,0,3,3,65,111,179,0,0,0,65,113,178,0,0,0,68,50,121,0,0,0,75,53,127,0,0,3,130,148,271,0,0,0,133,149,275,0,0,0,4,0,4,0,0,0,4,0,4,4,8,7,350,384,731,0,0,3,354,392,743,15,19,41,1831,2323,4159,3,5,7,1851,2346,4205,5,7,9,676,684,1360,3,4,5,684,694,1370,3,3,6,194,229,423,3,3,4,196,234,431,0,6,8,525,642,1167,3,0,3,530,650,1174,0,0,0,5,8,13,0,0,3,5,8,19,27,36,61,3233,3878,7117,11,14,21,3264,3932,7195,3,3,7,155,252,407,0,0,0,155,251,410,10,4,18,206,225,428,1553,1422
Cairns - North,30601,23,20,49,310,269,582,3,3,5,344,292,635,183,155,337,2344,2224,4566,20,30,51,2549,2403,4957,160,117,276,1780,1692,3468,16,17,29,1956,1826,3783,3,4,3,37,36,73,0,0,0,42,38,81,3,10,15,41,104,143,0,0,0,40,114,158,3,3,11,71,79,153,0,0,0,75,87,164,7,13,16,135,242,373,0,0,3,140,254,394,0,0,0,0,4,8,0,0,0,0,4,8,17,34,45,290,465,751,0,0,3,302,495,802,5,19,26,363,473,837,0,3,3,372,496,869,9,13,20,182,352,538,0,3,3,196,361,555,0,5,5,40,72,114,0,0,0,45,75,121,10,24,28,231,507,744,4,5,8,246,534,780,0,0,0,4,8,5,0,0,0,6,8,12,24,53,80,831,1409,2232,5,9,20,859,1475,2330,11,6,16,102,231,337,0,0,0,116,237,353,40,33,72,297,331,627,1764,1662
Cairns - South,30602,96,105,201,437,426,862,9,3,7,542,533,1078,913,898,1812,3430,3217,6649,44,52,99,4391,4172,8561,597,572,1168,2620,2487,5108,42,46,82,3256,3106,6368,16,28,48,88,103,194,0,0,0,103,134,244,7,38,52,152,273,430,3,0,5,166,319,484,7,13,28,153,158,302,0,0,0,158,172,331,25,34,64,221,462,685,0,3,3,250,501,751,0,0,0,12,14,22,0,0,0,12,13,26,58,126,185,627,1009,1639,0,11,13,691,1145,1834,12,45,64,314,525,844,0,4,3,329,583,908,29,46,72,230,404,634,0,3,3,253,446,701,3,13,15,78,149,228,0,0,0,78,164,242,14,53,62,302,646,950,0,3,5,314,698,1012,0,0,0,8,16,21,0,0,0,8,15,18,55,150,211,925,1741,2661,7,6,14,987,1901,2884,54,73,123,286,483,774,3,0,5,345,561,904,395,455,852,846,871,1715,4322,4210
Innisfail - Cassowary Coast,30603,34,45,78,105,93,203,3,0,5,144,136,286,479,419,897,1032,915,1954,29,26,51,1544,1360,2903,264,296,560,785,725,1512,18,15,35,1060,1040,2102,4,5,4,10,14,21,0,0,0,13,15,29,4,9,12,15,38,56,0,0,0,22,52,72,4,7,12,38,41,77,3,0,6,40,48,87,8,8,15,42,97,133,0,3,4,47,104,150,0,0,0,3,3,5,0,0,0,3,3,8,11,31,44,110,187,294,4,3,9,123,228,351,3,4,8,35,67,103,0,0,3,35,74,111,0,9,9,16,51,72,0,0,0,16,59,80,0,0,4,13,20,33,0,0,3,14,18,36,3,9,12,56,116,171,0,0,0,54,130,185,0,0,0,0,0,0,0,0,0,0,0,0,5,25,32,121,255,373,3,3,5,127,281,415,15,19,35,40,88,129,3,3,3,61,109,169,133,184,315,391,374,768,1358,1180
Port Douglas - Daintree,30604,3,4,11,48,50,93,0,5,7,51,53,108,59,53,109,367,292,662,15,10,22,435,359,793,42,31,75,222,216,438,6,5,12,264,255,522,3,3,3,4,3,4,0,0,0,4,3,9,0,0,3,11,11,15,0,0,0,8,13,20,0,3,3,0,6,13,0,0,0,3,12,16,3,0,3,19,36,52,0,0,0,18,38,56,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,34,56,89,0,0,3,40,62,106,0,0,0,11,18,27,0,0,0,11,20,34,0,0,3,9,37,49,0,0,0,11,35,47,0,0,0,3,8,10,0,0,0,3,8,10,0,3,6,18,40,59,0,0,0,20,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,39,102,144,0,0,0,45,110,153,4,10,13,24,42,64,0,0,0,24,52,78,30,38,71,96,120,218,662,702
Tablelands (East) - Kuranda,30605,24,19,47,157,144,302,6,7,5,188,172,355,312,290,609,1397,1272,2669,22,30,54,1735,1598,3331,190,208,396,1005,994,1998,19,23,42,1210,1223,2437,4,9,11,9,24,32,0,0,0,15,31,41,0,7,7,17,41,54,0,0,0,17,48,60,4,0,6,32,59,87,0,0,0,31,64,95,6,10,14,46,122,168,0,3,0,52,129,186,0,0,0,3,0,6,0,0,0,3,3,6,14,24,41,109,247,350,0,4,4,120,277,390,3,8,11,47,108,157,0,0,0,55,115,171,3,11,15,23,71,92,0,3,3,23,86,108,0,0,3,14,31,41,0,0,0,10,34,46,3,15,21,62,200,258,0,0,0,64,219,281,0,0,0,0,0,3,0,0,0,0,0,3,13,37,47,146,414,552,0,3,5,159,453,606,12,22,35,63,133,192,0,0,0,69,158,234,133,127,265,427,450,872,1504,1493
Darling Downs (West) - Maranoa,30701,24,32,52,227,216,448,5,6,5,249,249,506,260,226,485,1826,1641,3471,32,28,56,2127,1895,4015,139,147,282,1109,1044,2153,14,12,24,1260,1201,2465,0,6,6,23,22,50,0,0,0,23,30,49,0,4,4,13,27,35,0,0,0,10,27,43,0,5,12,77,59,137,0,0,0,82,68,145,4,21,24,90,186,281,0,0,0,96,212,305,0,0,0,0,3,3,0,0,0,0,3,3,13,34,44,200,301,503,0,0,0,212,341,550,0,9,7,43,91,134,0,0,3,48,103,150,4,3,5,29,59,81,0,0,0,28,62,93,0,3,3,8,62,72,0,0,0,8,62,73,3,5,7,77,221,298,0,0,0,76,231,308,0,0,0,0,4,4,0,0,0,0,4,4,7,24,31,149,432,582,7,3,4,159,455,617,12,16,21,52,126,182,0,0,0,63,136,201,84,73,154,496,546,1041,2329,2003
Darling Downs - East,30702,29,24,51,218,237,450,6,4,12,251,261,513,221,197,418,1727,1729,3461,29,29,58,1969,1963,3930,130,123,254,1312,1183,2497,19,18,34,1457,1328,2781,3,7,10,32,34,64,0,0,0,30,35,66,4,0,4,11,43,54,0,0,0,11,48,61,3,7,7,73,73,147,0,0,0,78,81,154,5,12,17,79,153,229,0,3,3,82,169,250,0,0,0,0,0,3,0,0,0,5,0,3,10,26,35,191,305,498,0,3,0,207,332,535,3,4,10,72,103,173,0,7,7,75,109,184,3,6,11,27,65,87,0,0,0,31,70,96,0,0,0,31,59,85,0,0,0,34,56,86,5,7,13,68,184,250,0,0,0,73,190,262,0,0,0,0,0,0,0,0,0,0,3,3,10,19,28,197,411,604,0,6,10,204,433,641,8,12,22,77,158,236,3,0,3,86,177,265,47,44,87,456,497,956,1469,1338
Granite Belt,30703,18,19,35,174,138,304,0,0,0,190,151,344,166,154,321,1596,1465,3063,29,23,53,1790,1642,3436,105,76,180,1299,1189,2493,27,16,44,1434,1278,2716,0,0,6,19,39,60,0,0,3,25,46,72,4,6,7,14,59,73,0,0,0,19,66,79,4,4,11,56,67,132,0,0,0,60,77,136,4,5,13,54,156,208,0,5,5,58,160,224,0,0,0,5,4,7,0,0,0,8,4,9,9,25,33,158,324,480,6,6,6,165,351,518,4,11,10,68,98,161,0,0,0,69,106,173,0,5,10,19,63,86,0,0,0,21,73,95,0,0,0,15,27,45,0,0,0,15,27,45,3,10,10,74,185,262,0,0,0,78,188,269,0,0,0,0,9,9,0,0,0,0,9,9,6,26,30,184,377,563,0,0,3,195,402,595,3,9,12,62,130,190,0,0,0,66,136,202,38,43,77,425,479,905,1023,978
Central Highlands (Qld),30801,24,20,42,204,186,386,0,0,7,222,201,427,159,165,328,1360,1284,2638,16,23,40,1535,1470,3002,100,98,195,802,685,1491,6,18,21,917,796,1707,0,0,0,19,15,37,0,0,0,20,16,38,0,4,4,5,13,20,0,0,0,5,18,26,0,3,3,47,51,95,0,0,0,52,54,102,0,3,4,58,153,216,0,3,3,64,160,219,0,0,0,0,4,4,0,0,0,0,4,4,4,10,14,136,235,369,0,3,3,139,248,387,3,4,7,28,39,67,0,0,0,26,44,74,0,0,0,14,38,54,0,0,0,14,39,55,0,0,0,19,31,54,0,0,0,19,31,51,0,5,6,76,195,269,0,0,0,80,196,277,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,135,306,446,0,0,3,139,316,461,4,10,17,55,113,169,0,0,0,64,127,189,63,72,134,269,231,504,1769,1306
Rockhampton,30803,51,71,120,477,500,971,6,0,6,526,567,1096,599,582,1182,4570,4179,8755,76,63,141,5252,4830,10082,436,482,917,3668,3431,7090,42,57,106,4149,3971,8114,6,10,15,76,81,157,0,0,0,84,94,172,3,12,15,52,92,146,0,0,0,55,107,168,23,26,44,232,234,465,0,3,3,252,257,510,14,24,38,238,476,721,0,3,4,253,504,761,0,0,0,3,3,5,0,0,0,4,5,9,36,75,112,607,885,1495,9,5,9,655,965,1622,20,35,55,462,741,1201,4,7,5,484,781,1266,8,30,41,215,376,596,0,3,3,222,418,638,5,16,23,147,284,432,8,0,5,156,305,458,11,31,49,387,781,1171,0,7,7,401,820,1225,0,0,3,0,13,17,0,0,0,3,14,15,46,118,166,1211,2197,3412,11,12,25,1267,2335,3598,27,43,67,247,464,712,3,4,6,279,514,790,366,177,545,1392,1172,2561,4069,3319
Biloela,30804,7,12,16,77,81,154,0,0,0,83,88,170,47,32,75,668,634,1302,12,3,17,726,669,1401,20,32,54,386,358,750,8,4,11,413,402,809,0,0,0,3,5,11,0,0,0,3,5,11,0,0,0,10,7,11,0,0,0,10,7,11,0,0,0,33,22,56,0,0,0,28,27,57,4,4,5,32,66,104,0,0,0,34,73,107,0,0,0,4,0,4,0,0,0,4,0,4,4,4,10,76,107,178,0,0,0,81,107,190,0,0,0,5,29,42,0,0,0,5,29,42,0,0,0,3,9,17,0,0,0,3,9,17,0,0,0,10,32,41,0,0,0,10,30,40,3,3,4,35,83,119,0,0,0,41,82,122,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,60,159,213,0,0,0,58,159,220,0,0,6,17,31,54,0,0,0,24,35,55,23,18,38,171,162,337,529,448
Gladstone,30805,32,26,56,366,334,702,4,4,5,397,364,766,193,204,402,2849,2729,5573,43,39,88,3086,2975,6061,134,135,273,1999,1931,3924,24,20,45,2159,2088,4248,4,4,6,33,39,70,0,0,0,36,38,75,0,7,7,19,61,74,0,0,0,19,67,79,4,12,12,129,145,270,0,0,0,135,155,285,3,12,19,106,335,438,0,0,0,107,352,459,0,0,0,4,4,9,0,0,0,3,4,8,14,33,44,288,579,868,0,0,0,304,611,913,5,4,12,90,158,251,0,3,3,92,169,261,4,8,12,53,128,183,0,0,0,54,138,193,0,4,4,60,114,172,0,0,3,62,115,174,3,16,17,187,445,631,0,3,3,191,459,652,0,0,0,0,5,6,0,0,0,0,5,6,14,30,46,389,853,1239,0,9,10,405,886,1289,7,18,25,134,278,413,0,0,3,139,301,441,41,36,77,498,474,976,2068,1821
Broadbeach - Burleigh,30901,5,4,10,334,347,676,0,4,6,337,355,696,34,39,76,1909,1882,3793,24,21,36,1960,1941,3901,21,21,44,1464,1378,2848,14,19,31,1498,1419,2923,4,3,8,60,88,141,0,0,0,65,88,155,0,0,0,88,159,249,0,3,4,90,160,250,3,0,5,105,74,179,0,0,0,111,81,190,9,6,12,203,247,450,0,0,0,205,258,459,0,0,0,4,5,5,0,0,0,4,5,5,14,15,26,454,572,1028,0,4,3,468,592,1062,7,11,22,498,658,1152,3,0,4,508,674,1179,0,7,11,256,332,586,0,0,0,260,336,599,0,0,3,74,97,177,0,0,0,77,101,176,5,4,8,217,425,649,0,0,0,223,433,653,0,0,0,7,4,11,0,0,0,3,6,14,13,26,45,1055,1521,2571,5,0,4,1069,1546,2624,0,3,3,227,329,551,0,0,0,227,334,559,9,8,15,435,520,951,2023,2099
