gml_id,sa3_name16,sa3_code16,r_0_74_lt_real_estate_agent,r_0_74_lt_ste_terr_hsg_auth,r_0_74_lt_psn_not_sme_hhd,r_0_74_lt_hs_coop_com_ch_g,r_0_74_lt_other_lld_type,r_0_74_lt_lld_type_ns,r_0_74_tot,r_75_99_lt_real_estate_agent,r_75_99_lt_ste_terr_hsg_auth,r_75_99_lt_psn_not_sme_hhd,r_75_99_lt_hs_coop_com_ch_g,r_75_99_lt_other_lld_type,r_75_99_lt_lld_type_ns,r_75_99_tot,r_100_149_lt_real_este_agent,r_100_149_lt_st_ter_hsg_aut,r_100_149_lt_psn_not_sme_hhd,r_100_149_lt_hs_coop_com_ch_g,r_100_149_lt_other_lld_type,r_100_149_lt_lld_type_ns,r_100_149_tot,r_150_199_lt_real_este_agent,r_150_199_lt_ste_ter_hsg_aut,r_150_199_lt_psn_not_sme_hhd,r_150_199_lt_hs_coop_com_ch_g,r_150_199_lt_other_lld_type,r_150_199_lt_lld_type_ns,r_150_199_tot,r_200_224_lt_real_este_agent,r_200_224_lt_ste_ter_hsg_aut,r_200_224_lt_psn_not_sme_hhd,r_200_224_lt_hs_coop_com_ch_g,r_200_224_lt_other_lld_type,r_200_224_lt_lld_type_ns,r_200_224_tot,r_225_274_lt_real_este_agent,r_225_274_lt_ste_ter_hsg_aut,r_225_274_lt_psn_not_sme_hhd,r_225_274_lt_hs_coop_com_ch_g,r_225_274_lt_other_lld_type,r_225_274_lt_lld_type_ns,r_225_274_tot,r_275_349_lt_real_este_agent,r_275_349_lt_ste_ter_hsg_aut,r_275_349_lt_psn_not_sme_hhd,r_275_349_lt_hs_coop_com_ch_g,r_275_349_lt_other_lld_type,r_275_349_lt_lld_type_ns,r_275_349_tot,r_350_449_lt_real_este_agent,r_350_449_lt_ste_ter_hsg_aut,r_350_449_lt_psn_not_sme_hhd,r_350_449_lt_hs_coop_com_ch_g,r_350_449_lt_other_lld_type,r_350_449_lt_lld_type_ns,r_350_449_tot,r_450_549_lt_real_este_agent,r_450_549_lt_ste_ter_hsg_aut,r_450_549_lt_psn_not_sme_hhd,r_450_549_lt_hs_coop_com_ch_g,r_450_549_lt_other_lld_type,r_450_549_lt_lld_type_ns,r_450_549_tot,r_550_649_lt_real_este_agent,r_550_649_lt_ste_ter_hsg_aut,r_550_649_lt_psn_not_sme_hhd,r_550_649_lt_hs_coop_com_ch_g,r_550_649_lt_other_lld_type,r_550_649_lt_lld_type_ns,r_550_649_tot,r_650_749_lt_real_este_agent,r_650_749_lt_ste_ter_hsg_aut,r_650_749_lt_psn_not_sme_hhd,r_650_749_lt_hs_coop_com_ch_g,r_650_749_lt_other_lld_type,r_650_749_lt_lld_type_ns,r_650_749_tot,r_750_849_lt_real_este_agent,r_750_849_lt_ste_ter_hsg_aut,r_750_849_lt_psn_not_sme_hhd,r_750_849_lt_hs_coop_com_ch_g,r_750_849_lt_other_lld_type,r_750_849_lt_lld_type_ns,r_750_849_tot,r_850_949_lt_real_estat_agent,r_850_949_lt_ste_ter_hsg_aut,r_850_949_lt_psn_not_sme_hhd,r_850_949_lt_hs_coop_com_ch_g,r_850_949_lt_other_lld_type,r_850_949_lt_lld_type_ns,r_850_949_tot,r_950_over_lt_real_este_agent,r_950_over_lt_ste_ter_hsg_aut,r_950_over_lt_psn_not_sme_hhd,r_950_ovr_lt_hs_coop_com_ch_g,r_950_over_lt_other_lld_type,r_950_over_lt_lld_type_ns,r_950_over_tot,rent_ns_lt_real_este_agent,rent_ns_lt_ste_ter_hsg_auth,rent_ns_lt_psn_not_sme_hhd,rent_ns_lt_hs_coop_com_ch_g,rent_ns_lt_other_lld_type,rent_ns_lt_lld_type_ns,rent_ns_tot,tot_lt_real_este_agent,tot_lt_ste_ter_hsg_auth,tot_lt_psn_not_sme_hhd,tot_lt_hs_coop_com_ch_g,tot_lt_other_lld_type,tot_lt_lld_type_ns,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69a0,Perth City,"50302","35","100","238","12","28","136","551","0","137","18","11","4","0","174","28","690","93","43","8","4","878","95","203","153","134","20","8","609","181","63","143","19","6","3","413","794","50","318","30","48","7","1241","1828","49","728","18","69","8","2707","3154","27","1003","10","65","8","4266","2771","9","816","0","47","14","3655","1446","0","409","0","23","4","1888","655","0","183","5","17","3","860","352","3","96","0","12","3","468","174","0","37","0","0","0","219","237","3","89","0","7","0","335","160","58","165","28","42","17","475","11916","1398","4486","309","411","209","18729"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-699f,Bayswater - Bassendean,"50401","8","59","188","17","7","87","359","3","89","9","38","3","4","149","14","470","76","20","13","0","598","40","181","151","35","7","3","417","116","97","146","11","8","4","387","335","75","258","4","22","5","705","1105","87","599","17","69","4","1875","1986","33","962","11","88","6","3086","1003","6","395","0","26","5","1433","220","0","85","0","8","0","313","45","0","14","0","0","3","62","17","0","7","0","0","0","23","6","0","0","0","0","0","12","7","3","3","0","3","0","21","79","55","105","16","16","14","280","4981","1150","3004","163","274","138","9717"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-699e,Mundaring,"50402","0","18","60","4","3","48","133","0","18","5","0","0","0","26","0","132","27","8","9","5","181","4","67","43","4","8","4","126","6","14","37","6","3","0","63","30","19","74","4","0","0","127","158","7","170","3","12","3","356","370","6","224","19","16","3","643","175","0","83","3","10","0","267","61","0","18","0","0","0","81","24","0","0","0","0","0","25","0","0","0","0","0","0","3","0","0","3","0","0","0","4","0","0","4","0","0","0","4","17","26","25","7","10","3","86","847","313","772","63","68","64","2128"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-699d,Swan,"50403","18","58","184","11","22","102","392","0","74","7","4","0","0","90","6","434","69","7","14","10","542","22","274","105","31","17","0","451","31","106","118","13","7","5","289","126","103","147","12","54","3","437","977","103","477","25","52","7","1634","2429","35","1110","7","105","21","3707","775","3","297","0","37","3","1111","160","3","54","0","3","0","215","50","0","19","0","3","0","73","17","3","9","0","0","0","26","9","0","9","0","0","0","18","20","0","12","0","3","0","36","85","64","79","8","31","16","282","4712","1273","2684","120","352","168","9307"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-699c,Joondalup,"50501","5","17","159","6","19","88","292","0","27","11","3","0","0","44","12","131","69","5","3","0","223","27","86","128","19","8","5","280","24","40","100","3","4","0","163","40","18","142","3","15","0","223","374","23","370","12","9","3","793","2265","14","1180","0","59","5","3525","1419","0","640","0","41","3","2112","563","0","193","0","13","0","770","286","0","88","0","3","3","380","139","0","38","0","0","0","181","57","0","24","0","0","0","76","56","0","20","0","3","0","80","65","19","98","7","20","9","219","5338","368","3269","61","196","125","9357"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-699b,Stirling,"50502","33","183","384","31","29","229","883","0","218","19","20","3","3","258","37","1312","159","97","25","9","1643","95","538","260","140","17","3","1061","125","206","217","35","29","8","623","599","162","378","16","63","6","1224","2740","136","1341","20","146","27","4410","4902","54","2400","17","291","46","7719","2061","16","874","0","49","12","3015","862","3","277","0","13","0","1153","458","6","137","0","4","0","604","200","0","57","4","4","0","271","100","0","31","0","4","0","132","116","3","40","0","9","0","170","158","186","233","43","42","39","700","12488","3025","6815","417","727","380","23855"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-699a,Wanneroo,"50503","20","62","213","7","28","111","438","0","55","9","7","3","0","75","18","429","62","15","23","3","553","27","282","123","42","31","5","513","29","120","113","13","8","5","298","86","140","203","11","24","0","466","1450","133","683","18","82","8","2381","4073","68","1620","13","156","28","5952","1545","4","593","3","48","15","2216","374","4","125","0","12","0","519","82","0","29","0","5","0","116","31","0","10","0","0","0","42","9","0","10","0","0","0","27","23","0","16","0","0","0","40","101","77","117","13","29","18","354","7867","1389","3940","144","455","200","13988"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6999,Armadale,"50601","15","32","89","4","8","56","207","3","33","4","9","3","4","58","11","243","40","23","14","6","331","14","162","63","25","40","3","305","23","57","94","11","22","0","205","267","65","186","3","18","5","538","1217","37","566","4","51","3","1879","1254","9","533","0","48","7","1858","360","0","130","0","9","0","504","73","0","24","0","3","0","97","17","0","8","0","0","0","27","3","0","0","0","0","0","11","4","0","0","0","0","0","7","8","0","8","0","0","0","18","56","37","60","5","16","9","184","3323","678","1807","87","227","99","6227"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6998,Belmont - Victoria Park,"50602","12","109","159","6","9","79","377","4","143","11","3","0","0","162","32","689","87","52","17","15","885","66","240","109","30","14","4","473","120","108","111","8","9","0","360","443","109","189","4","17","4","760","1236","70","591","9","60","10","1967","2659","37","947","0","88","10","3739","1366","6","445","0","29","6","1857","351","5","110","3","5","0","480","125","0","34","0","3","0","164","40","0","13","0","0","0","52","20","3","7","0","4","0","29","24","3","15","0","0","0","43","93","96","114","6","27","14","349","6603","1595","2937","127","296","140","11697"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6997,Canning,"50603","15","87","184","20","10","87","399","4","75","13","5","3","0","110","46","450","147","65","21","10","741","64","166","172","110","28","4","546","35","77","113","22","10","4","258","117","63","144","19","19","3","363","761","53","488","16","46","9","1364","2388","19","1012","16","114","8","3555","1034","3","396","9","45","3","1493","255","0","118","0","10","0","384","65","0","54","0","3","0","120","27","0","17","0","0","0","44","8","0","8","0","3","0","18","14","0","27","0","3","0","45","66","53","133","28","22","17","315","4905","1048","3020","310","329","150","9754"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6996,Gosnells,"50604","17","46","152","5","14","91","335","0","51","14","14","7","3","87","12","296","81","11","22","8","425","23","269","94","65","24","15","491","28","101","120","14","14","0","282","161","91","232","14","40","6","540","1124","78","691","8","95","14","2002","2055","37","1015","12","140","18","3276","821","6","311","0","38","3","1178","103","0","38","0","0","0","149","10","0","10","0","0","0","24","4","0","5","0","0","0","18","5","0","3","0","0","0","5","12","0","10","0","4","0","24","74","53","128","13","27","21","316","4454","1027","2903","160","430","175","9149"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6995,Kalamunda,"50605","3","12","90","3","11","51","162","0","17","4","3","0","0","24","5","86","48","20","3","0","160","9","66","57","26","10","0","169","4","21","55","3","3","4","91","24","25","92","4","3","0","152","177","14","229","3","9","0","435","794","5","410","5","29","13","1259","439","4","167","0","9","0","623","61","0","37","0","0","0","98","15","0","10","0","0","0","25","13","0","3","0","0","0","19","3","0","0","0","0","0","8","4","0","3","0","0","0","8","24","13","31","8","8","4","94","1573","261","1237","77","99","71","3317"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6994,Serpentine - Jarrahdale,"50606","0","0","40","3","19","30","89","0","0","4","0","0","0","4","0","0","12","0","4","0","20","3","0","16","4","12","0","36","3","0","19","0","3","0","28","9","0","25","0","3","3","36","61","0","70","0","8","0","132","366","0","163","0","13","0","546","100","0","58","0","4","0","161","19","0","20","0","0","0","39","4","0","3","0","0","0","10","0","0","3","0","0","0","3","0","0","0","0","0","0","3","0","0","4","0","0","0","6","11","0","14","0","8","0","40","583","4","462","11","67","37","1160"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6993,South Perth,"50607","4","50","146","0","15","71","289","0","49","10","18","0","0","76","8","271","42","9","4","3","343","26","127","92","21","6","0","271","24","44","54","0","0","0","125","95","59","75","9","16","0","247","698","26","297","3","26","5","1045","1215","29","472","3","32","6","1757","680","3","238","0","16","0","942","322","0","85","0","0","3","413","156","0","43","0","0","0","199","103","0","26","0","3","0","131","59","0","5","0","3","0","66","66","0","23","0","0","0","89","39","35","70","15","13","9","178","3487","697","1678","78","132","99","6175"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6992,Cockburn,"50701","8","78","156","9","7","75","330","0","66","13","14","0","4","91","6","459","51","29","12","7","562","36","237","89","45","24","3","434","39","90","91","11","11","5","233","124","79","161","4","35","3","409","674","77","380","3","40","4","1178","2358","45","863","4","64","11","3342","1343","8","393","0","28","3","1777","238","3","78","0","5","0","324","59","0","28","0","3","0","82","32","0","10","0","3","0","49","18","0","0","0","0","0","20","24","0","4","0","6","0","29","62","73","80","14","28","15","273","5015","1215","2383","132","272","133","9139"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6991,Fremantle,"50702","3","83","68","3","10","51","221","0","103","4","3","6","3","119","3","479","24","11","6","3","534","12","178","36","27","7","4","267","25","53","49","4","6","0","135","81","34","74","13","24","0","225","257","35","170","5","36","5","509","499","11","282","0","22","4","810","462","0","229","0","18","3","715","288","3","131","0","4","0","425","155","0","47","0","0","0","209","70","0","31","0","0","0","101","40","0","17","0","0","0","56","54","0","26","0","3","0","84","30","64","47","6","10","13","167","1987","1049","1225","74","148","95","4583"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6990,Kwinana,"50703","4","23","37","4","9","20","98","0","29","0","0","0","0","36","3","172","20","11","8","0","214","5","124","32","20","3","3","188","18","54","51","13","4","0","141","170","37","104","3","20","0","337","602","29","272","3","21","3","932","940","4","276","0","21","4","1245","91","0","39","3","0","0","138","12","0","10","0","0","0","23","9","0","0","0","0","0","11","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","24","25","3","12","7","86","1884","498","880","57","96","40","3464"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-698f,Melville,"50704","16","35","222","8","8","108","397","3","50","11","6","5","0","71","12","374","81","22","8","3","501","28","136","97","18","14","0","298","59","50","72","4","7","0","187","78","41","119","7","23","3","270","426","33","303","8","21","8","803","1446","21","690","6","34","3","2195","1161","0","479","3","18","5","1667","567","0","174","0","8","0","755","244","0","66","0","4","0","314","131","0","33","0","0","0","166","68","0","13","0","0","0","85","122","0","31","0","3","0","164","61","54","93","4","8","11","230","4416","795","2495","90","162","145","8101"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-698e,Rockingham,"50705","9","28","139","10","25","87","291","3","40","4","7","3","3","64","19","286","76","4","16","3","406","40","206","113","30","40","3","430","68","65","151","11","45","3","335","374","72","320","5","264","8","1038","1615","49","772","0","116","7","2563","3467","11","1094","0","74","17","4662","628","0","196","0","20","3","847","89","0","36","0","4","0","132","24","0","5","0","0","0","28","16","0","6","0","0","0","19","3","0","3","0","0","0","4","21","0","16","0","4","0","36","82","45","102","14","36","11","286","6443","812","3030","82","641","140","11147"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-698d,Albany,"50901","8","50","234","8","188","236","720","3","64","25","32","25","6","153","61","283","178","69","60","6","661","137","237","224","66","92","7","767","143","96","194","17","49","3","502","306","107","298","24","54","9","796","743","46","438","13","53","5","1297","606","6","221","9","33","3","890","90","4","26","0","3","0","127","8","0","7","0","3","0","19","0","0","0","0","3","0","4","0","0","0","0","3","0","9","0","0","3","0","0","0","3","14","0","8","0","4","0","19","34","52","60","18","70","4","241","2160","947","1924","262","629","286","6208"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-698c,Wheat Belt - North,"50902","4","76","284","14","336","284","1006","4","90","36","14","61","4","210","20","280","209","53","111","9","680","32","195","253","21","93","3","597","69","60","226","7","68","5","431","185","80","282","7","62","3","628","303","48","265","7","56","7","686","216","4","155","0","31","3","414","37","0","27","0","3","0","73","13","0","8","0","3","0","22","3","0","0","0","3","0","11","0","0","3","0","3","0","10","3","0","0","0","0","0","6","4","0","8","0","9","0","23","22","47","97","5","109","7","292","924","889","1857","132","958","316","5078"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-698b,Wheat Belt - South,"50903","3","19","146","3","180","115","462","0","27","11","11","21","3","73","7","104","93","35","40","3","285","29","89","127","33","50","10","342","53","37","105","3","38","9","249","93","26","111","12","30","0","267","84","20","65","0","6","0","172","49","3","41","0","10","0","100","8","0","13","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","4","0","0","0","4","4","24","33","8","66","5","140","339","351","744","101","440","138","2118"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-698a,Kimberley,"51001","9","620","55","106","360","183","1332","3","340","3","49","80","6","480","11","634","20","54","173","8","898","31","363","31","31","197","10","667","14","172","41","9","142","9","378","55","194","60","14","165","3","493","135","143","84","9","148","3","513","288","76","107","3","104","9","583","263","12","87","4","52","0","422","172","12","59","0","31","0","270","106","5","45","0","28","0","185","53","8","24","0","12","0","96","22","0","6","0","10","0","40","33","0","32","0","36","6","107","42","288","68","27","216","11","652","1229","2854","722","309","1756","255","7122"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6989,East Pilbara,"51002","64","112","20","58","840","98","1190","4","45","0","16","86","0","150","18","116","6","16","687","4","840","50","133","3","10","130","0","327","60","64","8","3","87","0","222","119","95","20","6","89","0","328","236","42","18","4","45","3","349","326","33","27","3","31","3","422","223","20","17","4","25","3","286","122","3","11","0","5","0","139","76","3","0","0","6","0","87","42","0","6","0","10","0","52","14","0","3","0","0","0","20","57","0","11","0","15","0","91","147","67","27","12","238","9","497","1563","729","185","128","2284","120","5004"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6988,West Pilbara,"51003","62","64","41","68","2053","137","2425","7","44","0","10","127","0","185","11","148","5","5","275","0","448","46","110","8","8","280","0","448","25","60","16","0","110","0","216","79","88","19","0","152","4","338","247","78","16","3","147","0","492","372","32","48","0","82","6","542","257","12","39","0","53","0","357","158","3","23","0","26","0","215","115","3","16","0","23","0","160","102","0","24","0","13","0","140","46","0","19","0","8","0","72","85","3","26","0","38","0","147","130","61","44","12","377","15","631","1735","704","336","102","3770","167","6818"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6987,Esperance,"51101","0","18","55","0","118","82","270","5","12","4","7","7","0","35","3","68","46","9","29","4","166","39","61","60","18","29","4","219","53","27","70","0","20","3","167","103","29","99","3","50","0","287","179","13","139","5","14","0","356","120","5","81","0","8","6","218","25","0","16","0","0","0","43","3","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","6","6","11","16","0","35","0","81","542","249","601","53","321","99","1858"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6986,Gascoyne,"51102","10","70","32","10","86","68","271","0","24","3","0","4","0","34","0","98","17","7","55","3","188","23","99","33","11","61","0","223","11","32","32","0","40","0","115","40","48","22","0","53","0","163","73","33","47","5","56","0","215","74","3","42","0","16","0","144","75","3","18","0","16","0","112","18","0","10","0","0","0","33","17","0","13","0","3","0","31","3","0","0","0","4","0","7","3","0","3","0","10","0","9","19","0","19","0","15","0","63","21","20","24","3","83","9","158","385","436","314","38","506","78","1768"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6985,Goldfields,"51103","13","268","59","22","234","93","692","4","49","13","26","12","0","108","42","228","60","37","81","4","456","115","190","91","23","142","3","572","140","72","83","3","67","3","374","318","112","142","10","99","0","686","583","61","214","3","81","3","942","561","11","168","0","24","3","769","231","0","47","3","14","4","291","84","4","12","0","8","0","115","16","0","3","0","0","0","24","3","0","7","0","0","0","8","3","0","0","0","0","0","4","5","0","0","0","3","0","9","39","105","44","4","100","11","306","2168","1097","946","139","871","128","5354"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6984,Mid West,"51104","7","91","176","24","239","177","705","0","68","20","17","38","0","138","21","369","125","17","90","3","631","169","214","180","32","67","13","671","183","93","206","6","72","0","565","371","87","298","13","73","3","847","811","75","391","15","86","0","1374","498","28","234","0","24","4","792","69","3","46","3","6","0","127","8","0","8","0","6","0","18","5","0","3","0","6","0","12","0","0","0","0","3","0","7","0","0","3","0","4","0","5","6","0","18","0","14","0","35","39","77","89","11","111","10","335","2176","1104","1793","133","840","221","6271"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6983,Brighton,"60101","3","36","19","0","4","19","73","0","54","0","4","0","0","63","8","144","13","15","3","3","192","19","288","26","31","7","8","376","82","172","36","18","8","4","316","252","43","105","0","17","0","418","171","4","107","0","12","0","294","71","8","23","0","4","0","109","11","4","4","0","0","0","15","3","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","46","14","0","3","0","80","641","799","350","75","54","36","1943"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6982,Hobart - North East,"60102","9","58","79","5","10","53","213","0","152","9","5","0","5","169","16","296","60","25","3","8","409","60","231","110","45","7","3","459","93","102","119","15","3","4","339","405","115","280","12","42","4","865","684","31","464","0","44","3","1222","481","14","225","3","18","0","740","96","4","37","0","0","0","139","18","0","3","0","3","0","28","7","0","3","0","0","0","9","3","0","0","0","0","0","3","0","0","0","0","0","0","0","3","6","0","0","0","0","8","25","44","36","11","10","3","127","1897","1056","1417","121","139","87","4716"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6981,Hobart - North West,"60103","10","112","71","4","9","63","273","0","281","13","7","4","6","311","63","581","113","83","27","11","874","297","288","215","56","35","18","903","294","114","230","19","19","3","681","711","109","512","12","54","8","1418","1035","59","619","20","87","4","1822","307","13","164","12","23","3","521","22","0","18","3","3","0","47","11","0","3","0","0","0","22","0","0","4","0","0","0","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0","4","4","7","0","3","0","14","35","87","49","16","13","15","211","2793","1644","2018","243","286","133","7104"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6980,Hobart - South and West,"60104","3","13","43","4","3","28","95","0","57","5","0","0","0","64","5","102","27","30","4","7","166","22","71","57","58","7","3","219","21","14","58","12","3","3","115","109","23","136","15","19","0","298","534","19","274","3","22","0","850","428","3","176","3","7","0","622","87","0","27","0","0","0","112","19","0","13","0","0","0","36","4","0","0","0","0","0","9","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","3","17","12","25","6","7","4","74","1257","314","839","141","77","46","2662"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-697f,Hobart Inner,"60105","11","75","92","16","8","69","267","8","118","16","21","3","5","171","45","224","119","56","24","0","468","271","97","249","50","30","5","706","258","29","213","13","10","5","533","555","27","372","14","16","7","988","862","21","503","17","20","4","1430","909","8","473","4","19","3","1414","452","0","194","5","10","4","658","149","0","58","0","6","0","215","42","0","26","0","3","0","71","19","0","12","0","0","0","36","4","0","0","0","0","0","7","13","0","10","0","0","0","21","45","15","66","18","8","5","155","3649","625","2397","226","154","100","7151"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-697e,Sorell - Dodges Ferry,"60106","0","3","47","0","7","37","92","0","11","6","0","0","0","18","6","20","32","7","3","0","62","33","13","76","3","10","0","131","40","9","64","0","4","0","115","94","7","120","0","10","0","233","169","9","172","3","12","0","369","108","0","48","0","3","0","161","4","0","3","0","0","0","8","3","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","5","12","0","5","0","31","467","85","577","16","54","41","1233"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-697d,Launceston,"60201","15","138","108","28","15","77","385","12","233","25","34","11","3","321","154","501","201","86","41","11","992","664","415","436","131","55","24","1728","573","229","433","36","39","7","1320","1311","86","623","16","58","13","2110","1460","27","653","15","59","12","2229","521","8","166","9","27","3","730","86","7","30","0","0","0","131","13","3","16","0","0","0","27","0","0","7","0","0","0","14","0","0","4","0","0","0","7","0","0","0","0","0","0","3","0","6","3","0","0","0","15","56","104","74","25","37","12","302","4880","1761","2791","380","341","164","10312"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-697c,Meander Valley - West Tamar,"60202","4","13","81","0","24","62","189","0","20","12","0","8","0","51","27","47","70","16","16","3","177","79","19","130","32","26","8","297","104","7","94","7","17","3","224","180","5","139","3","9","0","336","134","4","71","0","10","0","216","38","0","17","0","0","0","59","7","0","5","0","0","0","12","3","0","3","0","0","0","3","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7","28","3","25","3","77","578","125","650","68","134","77","1638"
