sa3_code16,p_noni_35_44_ptgdde_gddp_gdct,p_noni_35_44_bdl,p_noni_35_44_adip_dipl,p_noni_35_44_ct_iii_iv,p_noni_35_44_ct_i_ii,p_noni_35_44_cl_nfd,p_noni_35_44_loe_ns,p_noni_35_44_tot,p_noni_45_54_ptgdde_gddp_gdct,p_noni_45_54_bdl,p_noni_45_54_adip_dipl,p_noni_45_54_ct_iii_iv,p_noni_45_54_ct_i_ii,p_noni_45_54_cl_nfd,p_noni_45_54_loe_ns,p_noni_45_54_tot,p_noni_55_64_ptgdde_gddp_gdct,p_noni_55_64_bdl,p_noni_55_64_adip_dipl,p_noni_55_64_ct_iii_iv,p_noni_55_64_ct_i_ii,p_noni_55_64_cl_nfd,p_noni_55_64_loe_ns,p_noni_55_64_tot,p_noni_65ov_ptgdde_gddp_gdct,p_noni_65ov_bdl,p_noni_65ov_adip_dipl,p_noni_65ov_ct_iii_iv,p_noni_65ov_ct_i_ii,p_noni_65ov_cl_nfd,p_noni_65ov_loe_ns,p_noni_65ov_tot,p_noni_tot_ptgdde_gddp_gdct,p_noni_tot_bdl,p_noni_tot_adip_dipl,p_noni_tot_ct_iii_iv,p_noni_tot_ct_i_ii,p_noni_tot_cl_nfd,p_noni_tot_loe_ns,p_noni_tot_tot,p_is_ns_15_19_pgdde_gddp_gdct,p_is_ns_15_19_bdl,p_is_ns_15_19_adip_dipl,p_is_ns_15_19_ct_iii_and_iv_l,p_is_ns_15_19_ct_i_ii,p_is_ns_15_19_cl_nfd,p_is_ns_15_19_loe_ns,p_is_ns_15_19_tot,p_is_ns_20_24_pgde_gddp_gdctl,p_is_ns_20_24_bdl,p_is_ns_20_24_adip_dipl,p_is_ns_20_24_ct_iii_and_iv_l,p_is_ns_20_24_ct_i_ii,p_is_ns_20_24_cl_nfd,p_is_ns_20_24_loe_ns,p_is_ns_20_24_tot,p_is_ns_25_34_pgde_gddp_gdctl,p_is_ns_25_34_bdl,p_is_ns_25_34_adip_dipl,p_is_ns_25_34_ct_iii_and_iv_l,p_is_ns_25_34_ct_i_ii,p_is_ns_25_34_cl_nfd,p_is_ns_25_34_loe_ns,p_is_ns_25_34_tot,p_is_ns_35_44_pgde_gddp_gdctl,p_is_ns_35_44_bdl,p_is_ns_35_44_adip_dipl,p_is_ns_35_44_ct_iii_and_iv_l,p_is_ns_35_44_ct_i_ii,p_is_ns_35_44_cl_nfd,p_is_ns_35_44_loe_ns,p_is_ns_35_44_tot,p_is_ns_45_54_pgde_gddp_gdctl,p_is_ns_45_54_bdl,p_is_ns_45_54_adip_dipl,p_is_ns_45_54_ct_iii_and_iv_l,p_is_ns_45_54_ct_i_ii,p_is_ns_45_54_cl_nfd,p_is_ns_45_54_loe_ns,p_is_ns_45_54_tot,p_is_ns_55_64_pgde_gddp_gdctl,p_is_ns_55_64_bdl,p_is_ns_55_64_adip_dipl,p_is_ns_55_64_crt_iii_and_iv,p_is_ns_55_64_ct_i_ii,p_is_ns_55_64_cl_nfd,p_is_ns_55_64_loe_ns,p_is_ns_55_64_tot,p_is_ns_65ov_pgdde_gddp_gdct,p_is_ns_65ov_bdl,p_is_ns_65ov_adip_dipl,p_is_ns_65ov_crt_iii_and_iv,p_is_ns_65ov_ct_i_ii,p_is_ns_65ov_cl_nfd,p_is_ns_65ov_loe_ns,p_is_ns_65ov_tot,p_is_ns_totpdde_gddp_gdct,p_is_ns_tot_bdl,p_is_ns_tot_adip_dipl,p_is_ns_tot_ct_iii_iv,p_is_ns_tot_ct_i_ii,p_is_ns_tot_cl_nfd,p_is_ns_tot_loe_ns,p_is_ns_tot_tot,p_tot_15_19_pgde_gddp_gdctl,p_tot_15_19_bdl,p_tot_15_19_adip_dipl,p_tot_15_19_ct_iii_and_iv_l,p_tot_15_19_ct_i_ii,p_tot_15_19_cl_nfd,p_tot_15_19_loe_ns,p_tot_15_19_tot,p_tot_20_24_pgde_gddp_gdctl,p_tot_20_24_bdl,p_tot_20_24_adip_dipl,p_tot_20_24_ct_iii_and_iv_l,p_tot_20_24_ct_i_ii,p_tot_20_24_cl_nfd,p_tot_20_24_loe_ns,p_tot_20_24_tot,p_tot_25_34_pgde_gddp_gdctl,p_tot_25_34_bdl,p_tot_25_34_adip_dipl,p_tot_25_34_ct_iii_and_iv_l,p_tot_25_34_ct_i_ii,p_tot_25_34_cl_nfd,p_tot_25_34_loe_ns,p_tot_25_34_tot,p_tot_35_44_pgde_gddp_gdctl,p_tot_35_44_bdl,p_tot_35_44_adip_dipl,p_tot_35_44_ct_iii_and_iv_l,p_tot_35_44_ct_i_ii,p_tot_35_44_cl_nfd,p_tot_35_44_loe_ns,p_tot_35_44_tot,p_tot_45_54_pgde_gddp_gdctl,p_tot_45_54_bdl,p_tot_45_54_adip_dipl,p_tot_45_54_ct_iii_and_iv_l,p_tot_45_54_ct_i_ii,p_tot_45_54_cl_nfd,p_tot_45_54_loe_ns,p_tot_45_54_tot,p_tot_55_64_pgde_gddp_gdctl,p_tot_55_64_bdl,p_tot_55_64_adip_dipl,p_tot_55_64_ct_iii_and_iv_l,p_tot_55_64_ct_i_ii,p_tot_55_64_cl_nfd,p_tot_55_64_loe_ns,p_tot_55_64_tot,p_tot_65ov_ptgdde_gddp_gdct,p_tot_65ov_bdl,p_tot_65ov_adip_dipl,p_tot_65ov_ct_iii_and_iv_l,p_tot_65ov_ct_i_ii,p_tot_65ov_cl_nfd,p_tot_65ov_loe_ns,p_tot_65ov_tot,p_tot_tot_pgde_gddp_gdctl,p_tot_tot_bdl,p_tot_tot_adip_dipl,p_tot_tot_ct_iii_and_iv_l,p_tot_tot_ct_i_ii,p_tot_tot_cl_nfd,p_tot_tot_loe_ns,p_tot_tot_tot,sa3_name16
10804,451,1390,1005,2019,126,195,251,5434,484,1200,1202,2497,173,290,339,6183,578,1150,1234,2469,173,411,543,6553,518,1329,1591,3190,180,642,2605,10055,2316,6309,5765,12840,947,1746,4196,34113,0,0,0,0,0,0,210,212,0,0,0,6,0,0,169,177,3,3,3,14,0,0,381,402,4,12,7,26,0,0,367,416,3,0,10,17,0,4,517,557,3,0,9,9,3,7,589,616,3,11,15,34,0,7,1295,1363,16,29,46,101,9,21,3527,3743,4,0,20,186,74,30,436,750,15,183,148,831,112,70,262,1625,285,1087,610,1891,152,138,561,4714,455,1423,1048,2144,134,208,632,6047,488,1222,1255,2604,181,312,877,6947,586,1155,1269,2542,186,426,1159,7321,524,1352,1618,3252,182,651,3915,11499,2363,6429,5971,13438,1018,1827,7849,38899,Port Macquarie
10805,189,534,467,1304,123,131,185,2932,197,561,668,1699,107,221,299,3749,322,760,839,1794,105,318,492,4629,297,784,906,2009,88,447,1514,6053,1136,3179,3321,8548,701,1272,2881,21036,0,0,0,6,0,3,140,146,0,3,0,3,0,3,147,150,0,0,9,15,3,0,216,247,0,4,6,10,0,0,255,270,0,4,5,9,0,5,395,430,0,0,4,16,3,4,510,543,3,11,7,34,0,3,1005,1058,7,16,35,94,9,19,2664,2853,0,0,15,130,63,23,372,604,3,87,106,563,115,59,242,1177,131,470,355,1260,142,109,357,2829,195,555,498,1387,134,147,464,3375,206,584,711,1785,115,240,732,4363,332,777,870,1857,115,323,1036,5306,306,796,930,2067,90,449,2552,7182,1162,3274,3488,9051,769,1344,5756,24841,Taree - Gloucester
10901,494,1329,739,1772,114,158,191,4799,479,946,862,1801,132,218,254,4701,436,808,846,1606,108,222,348,4375,254,633,724,1432,65,273,1177,4550,2085,5342,4147,9704,725,1056,2349,25411,0,0,0,3,0,0,192,192,0,0,0,6,0,0,289,295,3,4,6,3,0,0,484,502,0,3,0,13,0,0,419,437,0,0,5,12,0,3,423,454,3,0,3,27,0,0,498,532,0,3,7,16,0,5,786,817,11,14,26,83,7,8,3089,3234,0,0,21,191,36,19,356,628,20,273,186,980,118,71,373,2020,404,1367,790,2041,170,115,648,5533,503,1342,760,1823,122,159,621,5326,480,955,891,1852,137,225,694,5230,447,818,857,1649,109,224,857,4956,257,635,729,1454,69,274,1980,5399,2107,5397,4228,9990,757,1078,5525,29096,Albury
10902,43,164,108,284,24,22,46,697,44,113,132,347,16,27,68,745,40,90,120,302,25,29,78,682,26,85,112,221,9,25,260,742,178,630,597,1641,126,137,558,3867,0,0,0,0,0,0,64,61,0,0,0,3,0,0,55,57,0,0,3,0,0,0,136,139,0,0,0,3,0,0,104,107,0,0,3,3,0,0,167,173,0,3,3,5,0,0,191,207,0,0,0,3,0,0,278,284,3,5,8,28,3,3,989,1035,0,0,0,39,15,3,132,181,0,32,23,168,16,17,88,351,26,148,108,335,24,16,212,866,47,173,110,302,24,29,175,854,49,118,144,369,27,33,254,987,41,95,126,322,25,32,285,925,32,92,118,225,9,25,550,1052,194,656,633,1756,140,155,1694,5222,Lower Murray
10903,143,597,401,1064,83,83,142,2513,159,397,444,1163,60,148,237,2612,165,435,496,1216,67,137,351,2867,95,377,537,1317,45,182,1267,3819,704,2501,2336,6382,406,660,2338,15326,0,0,0,0,0,0,149,150,0,0,0,4,0,0,152,157,3,3,3,12,0,0,273,291,0,0,5,12,0,0,312,333,0,3,3,11,0,0,366,391,0,0,4,3,0,0,517,531,0,0,0,22,3,0,932,960,3,13,22,62,4,4,2708,2807,0,0,6,100,30,15,338,495,12,109,97,467,49,29,225,990,135,599,362,1126,84,73,384,2765,147,602,420,1097,88,81,471,2911,158,407,466,1192,67,149,622,3058,171,439,510,1239,66,140,884,3445,100,378,536,1345,52,181,2217,4812,720,2537,2395,6566,423,673,5144,18464,Upper Murray exc. Albury
11001,511,791,367,692,50,67,88,2572,570,702,480,844,72,149,155,2972,577,648,473,745,63,147,181,2835,511,615,511,638,43,169,717,3200,2596,3926,2192,4327,396,642,1410,15494,0,0,0,0,0,0,209,213,0,0,0,3,0,0,257,263,3,9,0,4,0,0,280,302,3,6,3,7,0,0,232,253,0,4,3,12,0,0,331,349,0,0,4,5,0,0,307,317,4,10,5,6,0,4,452,478,9,23,17,40,3,4,2072,2180,5,3,17,166,58,15,326,594,14,271,87,476,91,51,345,1340,414,909,297,908,53,60,400,3040,525,804,392,755,54,75,350,2961,582,714,502,891,75,158,525,3437,582,660,491,783,63,148,510,3227,519,633,516,655,44,172,1197,3736,2639,4002,2292,4635,443,683,3644,18336,Armidale
11002,118,466,354,845,70,92,180,2125,124,403,436,1010,73,133,236,2415,147,379,463,1060,81,160,322,2593,119,433,460,1029,56,172,968,3240,571,2098,1978,5306,442,679,2060,13137,0,0,0,0,0,0,153,157,0,0,0,0,0,0,122,128,0,0,3,15,0,3,285,309,0,3,3,9,0,3,296,318,3,5,6,7,0,3,333,358,0,0,0,14,0,0,481,492,0,4,4,10,0,0,874,894,5,20,14,59,3,5,2549,2658,0,0,9,118,42,24,332,523,4,72,58,441,59,40,193,873,64,361,205,963,95,80,479,2251,122,481,373,902,79,101,512,2572,132,423,457,1076,79,150,606,2915,147,390,476,1103,84,165,827,3191,122,444,468,1059,62,179,1870,4201,591,2167,2054,5661,493,740,4830,16526,Inverell - Tenterfield
11003,94,379,257,557,35,58,79,1462,103,276,257,546,42,94,141,1457,74,213,225,503,33,58,150,1258,43,130,170,382,20,65,425,1236,436,1557,1157,2884,211,330,1001,7575,0,0,0,0,0,0,159,160,0,0,0,0,0,0,123,124,0,0,5,8,0,0,295,309,0,6,3,6,0,0,302,318,0,0,0,10,0,0,369,384,0,3,6,15,0,3,333,355,0,0,0,3,0,0,460,466,0,13,7,36,0,8,2044,2119,0,0,3,68,14,3,308,398,4,69,55,287,29,28,198,671,114,498,215,709,59,51,427,2081,100,398,271,648,45,71,441,1980,114,288,289,632,52,97,577,2038,79,224,241,567,33,68,533,1748,44,135,176,405,20,65,945,1783,445,1620,1256,3317,265,378,3426,10702,Moree - Narrabri
11004,404,1293,856,2104,148,191,298,5292,393,884,985,2198,153,272,387,5272,363,876,968,1922,142,312,529,5112,246,744,853,1781,133,384,1589,5720,1765,5417,4485,11437,894,1397,3478,28871,0,0,0,0,0,0,296,299,0,0,0,14,5,0,301,315,0,6,0,30,0,0,625,669,0,7,7,21,3,0,609,648,0,6,11,17,0,3,662,703,7,0,9,23,0,3,729,769,3,7,3,14,0,6,1164,1198,9,33,30,123,15,7,4393,4601,0,0,16,234,62,25,675,1019,25,286,157,1050,142,82,487,2226,358,1394,752,2664,203,181,1012,6563,415,1336,933,2333,175,215,978,6387,401,938,1056,2366,175,291,1123,6349,371,900,1008,2043,153,335,1335,6147,246,761,870,1836,137,388,2832,7069,1814,5609,4792,12528,1045,1518,8445,35764,Tamworth - Gunnedah
11101,1069,3064,1726,3389,219,282,352,10102,923,2141,1958,4052,200,493,494,10261,1004,1884,1749,3285,206,575,732,9430,685,1569,1593,3961,170,828,2653,11463,4417,11986,8635,19916,1222,2512,4828,53514,0,0,0,0,0,0,181,183,0,4,4,12,0,0,209,220,0,8,5,19,0,0,447,483,8,10,4,19,0,0,453,490,8,11,8,19,3,4,528,578,0,6,3,16,0,0,524,552,4,6,11,35,0,6,902,961,18,41,34,112,4,14,3258,3472,0,9,46,275,107,48,414,889,31,566,365,1540,168,99,347,3115,723,2826,1286,3686,192,215,740,9660,1077,3130,1767,3541,236,290,829,10872,942,2176,2005,4188,213,500,1054,11080,1017,1908,1791,3362,213,583,1276,10148,695,1591,1604,4032,174,844,3589,12527,4486,12203,8864,20619,1287,2578,8258,58297,Lake Macquarie - East
11102,445,1152,996,2386,159,236,240,5602,425,849,1035,2569,105,271,358,5609,522,965,1061,2287,101,338,444,5729,578,1073,1127,2485,94,570,2100,8032,2287,5601,5258,13324,774,1642,3576,32457,0,0,0,0,0,0,122,121,0,0,0,7,0,0,126,135,0,3,7,10,0,0,287,304,0,4,0,15,0,0,254,275,0,3,4,15,0,3,317,337,0,3,9,14,0,3,353,376,3,3,8,22,0,7,655,697,0,14,24,76,3,14,2109,2253,0,0,41,242,84,26,293,688,16,258,251,1033,115,81,236,1995,313,1349,797,2581,148,148,487,5820,446,1172,1037,2513,161,251,505,6091,438,871,1074,2680,111,279,693,6146,527,983,1093,2360,108,347,819,6241,586,1084,1140,2535,94,573,2787,8796,2327,5719,5428,13947,822,1712,5820,35784,Lake Macquarie - West
11103,2333,5091,2358,3876,248,375,533,14816,1847,3202,2377,4207,232,508,813,13184,1652,2646,1975,3554,184,599,1005,11618,1057,1995,1729,3584,156,722,3697,12943,9166,21485,11449,22779,1534,2713,7052,76184,0,0,0,0,3,0,279,281,0,9,0,3,0,0,524,537,7,17,3,10,0,0,1033,1080,9,17,12,21,4,0,718,774,7,9,10,31,0,3,766,828,11,15,8,17,0,6,722,787,4,10,19,30,0,10,1060,1125,42,70,52,116,11,23,5100,5414,5,9,92,429,158,52,530,1265,108,1728,745,2318,289,191,815,6192,2196,7034,2284,5228,346,304,1592,18978,2358,5166,2435,4063,271,402,1294,15985,1875,3261,2450,4365,242,536,1623,14353,1685,2697,2027,3654,194,620,1763,12641,1070,2009,1761,3645,162,730,4799,14175,9305,21898,11800,23691,1655,2834,12404,83588,Newcastle
11201,674,2149,1084,1980,87,203,289,6455,802,1972,1322,2245,129,306,376,7148,980,1922,1474,2322,135,391,502,7726,694,1616,1421,2123,116,479,1772,8229,3548,9379,6205,11000,683,1598,3475,35891,0,0,0,3,0,0,303,306,0,3,0,0,0,0,249,255,7,10,5,10,0,0,664,697,9,16,15,11,0,0,793,849,7,18,18,12,0,3,962,1015,4,10,16,23,0,4,1112,1171,6,10,9,17,0,3,1320,1364,35,72,57,80,5,9,5403,5664,4,4,29,126,44,27,558,787,15,211,147,617,74,71,359,1501,396,1529,766,1721,108,138,883,5549,689,2197,1125,2053,96,215,1097,7467,810,2018,1370,2317,136,324,1359,8330,992,1951,1508,2385,136,397,1625,9000,707,1634,1438,2161,121,487,3116,9668,3616,9551,6383,11378,722,1651,9005,42310,Richmond Valley - Coastal
11202,398,1324,688,1800,133,173,182,4706,457,1154,877,2107,165,279,303,5340,541,1249,1065,2089,149,321,457,5874,432,894,851,1695,80,343,1309,5615,2051,5752,4072,10389,893,1337,2742,27239,0,0,0,3,0,0,300,308,0,0,3,8,0,0,292,308,0,3,7,10,0,0,478,504,6,3,6,18,0,0,557,600,3,3,3,15,4,3,709,742,4,7,6,15,0,3,806,847,0,6,3,21,0,0,973,1007,19,30,31,86,9,11,4125,4318,0,3,16,197,79,26,577,904,20,205,153,822,158,65,404,1826,215,950,479,1891,185,152,692,4559,417,1371,719,1904,144,178,785,5524,473,1187,923,2206,179,294,1058,6329,559,1289,1099,2142,156,325,1315,6886,440,905,858,1726,84,357,2310,6680,2122,5907,4252,10899,991,1400,7139,32705,Richmond Valley - Hinterland
11301,210,728,450,1210,96,98,207,2994,181,509,470,1231,97,194,259,2935,141,389,359,1034,73,173,328,2491,83,257,313,750,45,130,1065,2638,814,2890,2150,6324,480,750,2358,15775,0,0,0,0,0,0,222,217,0,0,0,11,0,0,215,228,0,5,0,10,0,0,488,504,0,0,0,19,0,0,461,484,3,4,7,7,0,0,510,531,0,0,0,9,0,0,537,547,0,3,4,3,0,3,805,817,3,17,13,65,0,9,3230,3328,4,0,16,155,43,23,434,674,18,160,102,650,68,49,338,1383,178,863,475,1484,94,105,724,3927,211,743,466,1291,98,106,691,3615,180,527,495,1282,99,195,788,3563,143,390,370,1071,68,177,886,3111,85,264,320,763,47,131,1892,3497,827,2952,2231,6696,520,786,5760,19775,Griffith - Murrumbidgee (West)
11302,53,190,148,376,21,39,104,939,34,152,145,443,36,44,99,951,64,139,204,402,21,50,143,1016,44,145,193,365,28,58,394,1232,241,864,811,2151,165,231,898,5356,0,0,0,0,0,0,46,46,0,0,0,0,0,0,57,54,0,5,0,7,0,0,100,112,0,0,0,7,0,0,119,124,0,0,0,6,0,0,153,161,0,0,0,0,0,0,185,184,0,4,4,4,0,0,237,249,3,7,8,19,0,4,897,938,0,0,5,25,7,3,117,161,4,38,23,173,20,10,78,338,41,210,101,400,33,38,199,1009,52,199,157,394,21,47,236,1099,38,153,147,463,35,47,259,1144,62,144,205,417,28,50,322,1219,44,151,203,374,28,61,640,1497,245,892,835,2235,172,248,1851,6470,Tumut - Tumbarumba
11303,618,1947,1019,2427,174,204,457,6849,628,1260,1081,2648,219,336,497,6659,596,1067,1032,2290,158,374,617,6141,353,871,949,1890,118,416,1691,6296,2713,7711,5252,14099,1130,1639,4184,36730,0,0,0,3,3,0,318,326,0,0,4,8,3,0,342,355,0,11,5,14,3,0,603,634,3,7,3,22,0,4,584,621,0,9,7,22,0,4,637,674,4,10,4,13,0,3,710,745,0,10,3,19,0,6,1083,1125,7,45,28,106,9,17,4275,4480,0,9,25,301,87,37,632,1089,35,495,260,1607,180,89,613,3279,488,2137,942,3233,231,211,1164,8406,622,1983,1070,2582,190,217,1122,7784,639,1286,1125,2753,227,346,1182,7559,609,1084,1062,2364,159,387,1366,7035,358,886,963,1934,121,429,2809,7498,2753,7888,5444,14769,1197,1714,8881,42647,Wagga Wagga
11401,496,1283,1106,2621,177,242,403,6339,575,1137,1381,3039,186,378,543,7246,775,1503,1585,3228,201,519,769,8588,754,1491,1764,4247,179,768,3096,12312,3016,6764,6756,17149,1142,2155,5711,42706,0,0,0,4,3,0,280,291,0,0,0,6,0,0,316,321,0,6,0,21,0,0,556,596,4,8,13,23,0,0,578,620,0,4,9,21,0,3,714,759,3,11,13,25,3,5,864,914,9,6,22,41,0,11,1604,1687,15,35,55,135,6,19,4911,5183,3,3,23,249,78,28,630,1008,35,231,210,1181,171,82,553,2466,386,1161,762,2923,220,176,1095,6724,519,1333,1171,2745,195,256,1052,7265,589,1169,1441,3173,198,388,1315,8282,793,1532,1632,3347,209,537,1681,9733,769,1519,1808,4317,182,786,4750,14127,3091,6953,7045,17935,1251,2253,11072,49603,Shoalhaven
11402,414,979,601,1153,70,130,128,3474,502,988,772,1361,96,196,207,4124,637,1025,788,1177,80,257,316,4278,805,1570,1338,1445,98,513,1211,6984,2600,5319,3989,6861,471,1203,2152,22595,0,0,0,3,0,0,132,132,0,0,0,10,0,0,88,95,0,3,0,7,0,3,214,222,3,9,4,8,0,0,303,323,0,3,4,6,0,3,386,405,3,0,4,6,0,0,353,371,3,13,7,18,0,6,670,720,7,31,21,52,3,8,2150,2273,0,3,16,95,32,19,256,420,16,123,117,517,46,31,143,992,219,651,372,1176,60,72,335,2891,423,993,616,1190,68,133,438,3860,506,998,789,1403,92,199,600,4589,646,1034,794,1203,80,259,676,4692,810,1588,1355,1471,96,516,1891,7736,2627,5394,4061,7066,485,1222,4346,25190,Southern Highlands
11501,4260,7021,2548,2089,169,358,475,16912,3384,5623,3038,2582,190,598,570,15980,2390,4239,2421,2069,162,693,696,12671,1406,3031,2347,2402,156,848,2369,12552,13884,27482,12597,11850,885,2812,4782,74296,0,0,0,0,0,0,174,176,0,3,3,4,0,0,151,162,7,11,0,8,0,0,370,399,4,15,5,8,0,3,430,469,10,19,14,15,0,6,466,531,8,16,7,10,0,3,360,394,4,11,18,13,3,7,589,646,37,70,44,58,8,23,2548,2780,3,15,69,212,54,40,357,750,161,2057,655,891,55,101,294,4210,2289,5529,1538,1661,109,190,733,12038,4267,7048,2562,2107,174,367,907,17434,3407,5650,3062,2610,189,603,1033,16553,2403,4259,2434,2077,167,696,1059,13091,1412,3040,2362,2420,158,859,2965,13217,13944,27598,12677,11978,897,2850,7347,77288,Baulkham Hills
11502,273,746,434,603,46,74,79,2253,384,788,568,832,44,133,138,2892,342,647,430,568,24,136,151,2301,255,569,454,703,34,172,397,2587,1458,3589,2273,3523,198,584,914,12540,0,0,0,0,0,0,83,86,0,0,0,5,0,0,75,85,0,3,3,8,0,0,76,94,3,0,0,3,0,0,114,122,0,0,5,11,0,0,181,198,0,4,3,5,0,0,163,175,4,3,4,8,0,0,214,234,12,19,15,36,3,3,904,981,0,0,18,57,7,9,150,244,24,289,108,263,24,19,99,827,176,557,269,530,15,37,138,1725,281,747,441,610,44,74,194,2389,390,788,570,852,41,135,318,3102,345,653,431,574,30,141,312,2478,261,573,459,715,34,174,608,2829,1469,3614,2296,3588,200,592,1826,13589,Dural - Wisemans Ferry
11503,136,431,391,888,59,69,91,2064,220,442,494,1062,47,109,130,2497,230,404,384,720,38,125,122,2024,148,301,301,557,25,102,236,1660,875,2041,1972,4571,252,478,716,10908,0,0,0,0,0,0,118,118,0,0,0,0,0,0,86,87,0,0,0,10,0,0,130,146,0,0,3,7,0,3,183,194,0,0,0,5,0,0,284,291,0,0,0,10,0,0,240,248,0,0,3,3,0,0,254,262,5,6,11,29,0,8,1295,1351,0,0,21,96,15,4,178,323,28,121,122,442,37,19,120,894,114,357,273,863,42,49,188,1881,139,431,399,913,64,78,273,2295,229,446,510,1082,48,107,412,2839,232,408,389,734,38,125,365,2303,149,297,306,562,25,105,486,1928,900,2068,2018,4700,267,493,2025,12470,Hawkesbury
11504,582,1407,759,1084,69,121,127,4143,397,842,692,996,50,143,164,3290,243,459,371,617,35,101,143,1971,118,271,260,481,17,96,209,1455,1733,4263,2661,4379,243,565,835,14678,0,0,0,0,0,0,69,71,0,3,0,0,0,0,48,52,0,0,0,3,0,0,124,134,0,0,0,3,0,0,165,171,0,3,0,6,0,3,156,166,0,0,5,4,0,0,102,111,0,0,3,6,0,0,142,153,0,11,8,21,3,7,813,855,0,3,25,82,22,11,127,268,24,277,149,344,18,27,94,937,370,1009,432,819,42,64,207,2938,587,1404,763,1108,72,124,294,4345,396,854,699,1014,55,147,325,3480,243,460,377,625,36,109,248,2102,118,277,261,485,18,99,357,1611,1744,4292,2699,4472,253,579,1656,15679,Rouse Hill - McGraths Hill
11601,2354,4170,2225,3061,251,416,711,13183,1085,2506,1793,2783,199,411,691,9462,756,1911,1245,2093,186,425,760,7376,369,1198,822,1957,84,370,1540,6341,7320,16495,9541,14418,1138,2075,5010,56006,0,0,0,0,0,0,290,293,3,12,0,9,0,0,341,364,9,13,17,14,0,4,847,894,4,9,5,16,0,0,702,738,3,3,0,16,0,7,617,649,4,13,6,11,0,3,573,609,3,8,12,22,0,3,811,858,23,58,45,80,0,11,4186,4410,3,20,82,246,79,41,581,1053,184,1277,804,1218,130,112,639,4369,2587,5464,2655,3238,232,313,1612,16105,2364,4195,2252,3125,253,432,1433,14054,1090,2525,1818,2836,202,422,1342,10244,766,1930,1281,2131,182,426,1358,8083,374,1209,832,1995,88,375,2383,7257,7367,16623,9718,14791,1176,2123,9350,61158,Blacktown
11602,2755,4672,2110,2363,165,311,687,13058,1213,2492,1502,1874,145,337,484,8053,657,1331,817,1186,104,248,396,4739,288,739,400,800,31,175,498,2932,6726,14272,6968,9110,685,1371,3072,42205,0,0,0,0,0,0,170,169,0,4,3,0,0,0,142,155,3,14,0,4,0,0,475,497,9,5,4,5,0,0,559,585,0,5,3,7,0,0,357,376,0,4,7,7,0,0,281,305,0,0,0,3,0,0,254,257,12,35,26,31,0,5,2235,2347,3,14,48,172,39,31,300,611,76,936,464,729,88,78,400,2775,1742,4136,1651,2072,123,194,1207,11125,2767,4685,2136,2401,170,322,1285,13758,1224,2512,1522,1912,145,336,872,8520,666,1339,828,1206,108,250,696,5078,288,741,409,803,31,175,754,3199,6765,14355,7056,9288,700,1387,5521,45064,Blacktown - North
11603,1062,2420,1445,2212,220,385,577,8318,442,1671,1140,2191,194,366,617,6628,272,1240,767,1640,146,280,570,4906,166,650,402,1097,60,187,1060,3617,3134,9664,6206,11156,1109,1693,4042,36996,0,0,0,6,0,0,394,397,0,4,3,9,0,0,396,411,0,7,9,5,0,0,841,864,3,4,9,13,0,3,710,747,3,3,0,11,0,0,708,737,0,5,3,15,0,0,553,578,0,4,0,12,0,3,666,690,11,29,30,78,3,15,4272,4430,0,14,71,286,106,51,810,1338,99,826,620,1258,155,136,701,3796,1099,2884,1840,2731,275,321,1453,10598,1076,2441,1479,2308,229,396,1332,9267,458,1695,1173,2278,207,377,1372,7555,276,1253,774,1690,149,281,1168,5590,166,663,410,1131,59,193,1760,4377,3176,9775,6368,11680,1177,1766,8592,42530,Mount Druitt
11701,1015,1718,918,906,62,141,206,4970,531,944,703,866,58,149,242,3488,272,516,395,613,46,144,260,2248,116,335,285,630,32,112,652,2163,3331,7060,3467,4371,305,691,1788,21006,0,0,0,0,0,0,129,132,0,3,0,0,0,0,233,238,0,3,0,3,0,3,594,608,4,6,3,7,0,0,413,427,0,6,0,11,0,4,304,322,3,7,0,3,0,0,236,252,0,3,0,10,0,0,304,318,9,22,7,36,0,8,2208,2288,4,11,27,57,12,7,227,345,88,809,286,356,34,40,355,1967,1311,2745,878,1005,64,98,824,6938,1024,1728,930,933,64,143,624,5439,532,963,710,891,59,154,548,3868,274,523,394,624,46,151,504,2527,119,341,289,638,32,118,957,2489,3352,7116,3525,4510,313,712,4043,23568,Botany
11703,7394,11311,3534,1969,185,423,837,25658,4062,5297,2237,1689,153,439,684,14560,2805,3439,1516,1123,102,358,636,9986,1781,2634,1346,1027,70,377,1340,8572,29154,58259,16604,10952,937,2351,6294,124549,0,0,0,0,0,0,965,972,0,22,8,5,0,0,3559,3593,39,73,29,22,0,6,8295,8457,17,39,10,9,0,0,3922,4007,19,18,13,13,0,0,2598,2658,12,16,9,8,0,3,1979,2036,9,26,20,10,0,4,2060,2119,94,189,88,68,3,16,23376,23841,20,93,159,186,46,43,1297,1851,844,8377,2013,1251,148,182,4349,17160,12318,27332,5894,3865,250,552,10012,60224,7448,11412,3590,2032,195,435,4780,29884,4093,5354,2282,1739,158,444,3309,17386,2833,3477,1541,1154,106,364,2649,12121,1799,2673,1372,1039,72,383,3423,10761,29349,58722,16847,11269,980,2400,29817,149386,Sydney Inner City
