gml_id,sa3_code16,p_pg_deg_35_44_yr,p_pg_deg_45_54_yr,p_pg_deg_55_64_yr,p_pg_deg_65_74_yr,p_pg_deg_75_84_yr,p_pg_deg_85_yr_over,p_pguate_deg_tot,p_grad_dip_cer_15_24,p_grad_dip_cer_25_34,p_grad_dip_cer_35_44,p_grad_dip_cer_45_54,p_grad_dip_cer_55_64,p_grad_dip_cer_65_74,p_grad_dip_cer_75_84,p_grad_dip_cer_85_over,p_grad_dip_cer_tot,p_b_deg_15_24_yr,p_b_deg_25_34_yr,p_b_deg_35_44_yr,p_b_deg_45_54_yr,p_b_deg_55_64_yr,p_b_deg_65_74_yr,p_b_deg_75_84_yr,p_b_deg_85_yr_over,p_b_deg_tot,p_adv_dip_dip_15_24,p_adv_dip_dip_25_34,p_adv_dip_dip_35_44,p_adv_dip_dip_45_54,p_adv_dip_dip_55_64,p_adv_dip_dip_65_74,p_adv_dip_dip_75_84,p_adv_dip_dip_85_over,p_adv_dip_dip_total,p_cer_iii_iv_15_24_yr,p_cer_iii_iv_25_34_yr,p_cer_iii_iv_35_44_yr,p_cer_iii_iv_45_54_yr,p_cer_iii_iv_55_64_yr,p_cer_iii_iv_65_74_yr,p_cer_iii_iv_75_84_yr,p_cer_iii_iv_85_yr,p_cer_iii_iv_tot,p_cer_i_ii_15_24_yr,p_cer_i_ii_25_34_yr,p_cer_i_ii_35_44_yr,p_cer_i_ii_45_54_yr,p_cer_i_ii_55_64_yr,p_cer_i_ii_65_74_yr,p_cer_i_ii_75_84_yr,p_cer_i_ii_85_yr_over,p_cer_i_ii_tot,p_cer_nfd_15_24_yr,p_cer_nfd_25_34_yr,p_cer_nfd_35_44_yr,p_cer_nfd_45_54_yr,p_cer_nfd_55_64_yr,p_cer_nfd_65_74_yr,p_cer_nfd_75_84_yr,p_cer_nfd_85_yr_over,p_cer_nfd_tot,p_cer_tot_15_24_yr,p_cer_tot_25_34_yr,p_cer_tot_35_44_yr,p_cer_tot_45_54_yr,p_cer_tot_55_64_yr,p_cer_tot_65_74_yr,p_cer_tot_75_84_yr,p_cer_tot_85_yr_over,p_cer_tot_tot,p_lvl_educ_inad_desc_15_24,p_lvl_educ_inad_desc_25_34,p_lvl_educ_inad_desc_35_44,p_lvl_educ_inad_desc_45_54,p_lvl_educ_inad_desc_55_64,p_lvl_educ_inad_desc_65_74,p_lvl_educ_inad_desc_75_84,p_lvl_educ_inad_desc_85,p_lvl_educ_inad_desc_tot,p_lvl_educ_ns_15_24,p_lvl_educ_ns_25_34,p_lvl_educ_ns_35_44,p_lvl_educ_ns_45_54,p_lvl_educ_ns_55_64,p_lvl_educ_ns_65_74,p_lvl_educ_ns_75_84,p_lvl_educ_ns_85,p_lvl_educ_ns_tot,p_tot_15_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63f1,"31802","1071","955","743","356","101","17","4116","90","513","571","538","398","197","42","6","2345","1415","5052","4134","2983","2121","1134","395","79","17306","788","2146","2583","2715","2065","1085","352","102","11837","3929","7193","5796","5440","4430","2483","891","219","30383","784","396","289","216","172","79","29","5","1958","250","415","407","438","425","294","119","33","2391","4964","8007","6495","6091","5029","2859","1031","256","34732","73","144","143","147","142","135","71","15","865","2943","2692","2219","2363","2284","2161","1323","559","16545","10308","19392","17217","15792","12787","7926","3315","1030","87749",Townsville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63f2,"31901","232","211","206","125","46","0","971","22","107","155","204","221","104","35","3","850","299","1215","1266","1038","974","595","232","63","5682","161","596","820","1025","1047","780","290","63","4790","1348","2320","2346","2562","2723","2079","883","193","14454","388","225","165","126","127","82","31","4","1140","117","181","195","248","259","258","126","30","1412","1853","2721","2706","2931","3107","2418","1040","229","17007","30","61","56","69","91","102","53","29","482","864","762","724","1016","1261","1594","1272","544","8040","3243","5612","5945","6489","6915","5710","2969","925","37820",Bundaberg
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63f3,"31902","74","86","74","71","15","0","355","10","59","80","77","85","35","10","0","354","127","539","540","440","488","278","90","17","2516","95","284","459","592","584","369","122","26","2536","655","1124","1201","1372","1376","1000","356","56","7137","216","137","100","95","83","40","3","0","679","67","88","146","166","174","127","40","10","809","941","1348","1452","1634","1628","1166","396","64","8628","14","25","21","24","44","66","34","6","232","668","525","589","807","898","993","709","276","5463","1847","2820","3217","3666","3801","2982","1373","386","20096",Burnett
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63f4,"31903","85","105","111","70","19","0","440","8","50","83","115","113","66","11","0","439","93","394","514","524","588","411","123","19","2660","122","343","519","707","702","474","150","28","3042","747","1338","1436","1564","1649","1175","405","65","8379","217","127","103","99","106","46","5","0","697","69","93","142","171","179","151","44","9","847","1029","1556","1677","1834","1935","1368","455","75","9930","13","19","23","48","45","79","27","5","266","492","405","457","703","838","996","637","312","4832","1770","2805","3356","4037","4324","3468","1414","440","21607",Gympie - Cooloola
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63f5,"31904","162","153","167","131","28","4","751","19","64","126","147","157","103","31","4","650","158","727","838","716","667","530","204","37","3875","115","413","626","769","879","709","263","58","3842","764","1319","1523","1748","1865","1752","811","153","9938","217","113","98","79","74","79","17","0","674","70","115","153","176","239","245","121","24","1137","1048","1547","1772","2005","2178","2071","949","179","11750","16","26","25","54","72","100","54","14","369","518","443","526","635","940","1302","1001","419","5797","1894","3312","4085","4486","5060","4951","2535","716","27033",Hervey Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63f6,"30503","1736","1321","772","293","90","26","6369","69","650","648","615","382","148","41","4","2555","2035","6984","4434","3189","1831","950","276","82","19787","870","1721","1287","1306","835","518","203","55","6789","1263","2057","1218","1144","890","529","190","71","7366","209","118","72","56","44","29","5","4","544","117","166","186","153","159","121","49","11","966","1586","2341","1475","1357","1097","681","242","94","8874","51","112","119","92","77","55","53","21","574","1109","1679","1078","919","853","627","433","356","7049","5822","15516","10774","8793","5841","3268","1345","636","51997",Brisbane Inner - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63f7,"30504","1420","1229","817","392","106","18","5329","60","390","455","457","329","167","39","7","1897","1730","4289","3183","2413","1420","768","229","71","14101","425","728","678","764","555","329","136","31","3649","685","997","629","609","460","254","132","53","3826","115","50","36","24","25","15","3","0","270","58","77","83","74","112","67","30","15","521","861","1132","747","712","597","341","164","64","4618","39","55","46","49","46","33","33","10","313","651","745","449","425","375","289","185","105","3218","3834","8621","6978","6048","4137","2317","895","298","33128",Brisbane Inner - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63f8,"30601","428","452","326","169","41","7","1659","10","152","237","254","228","116","25","3","1021","266","1457","1619","1360","956","544","155","21","6374","165","698","1136","1193","922","534","143","24","4820","719","1603","1786","1826","1493","908","304","54","8687","126","93","85","78","51","31","5","0","462","52","117","160","201","190","128","55","10","917","897","1810","2032","2104","1733","1068","362","63","10063","18","38","63","67","76","70","35","4","378","483","561","664","780","813","767","388","111","4561","1855","4941","6182","6205","5045","3264","1153","235","28878",Cairns - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63f9,"30602","491","452","324","198","60","11","2011","26","263","277","305","243","106","23","4","1248","616","2675","2231","1635","1194","690","213","64","9311","342","1433","1695","1583","1224","676","235","71","7256","1776","3392","3261","2995","2521","1502","560","116","16125","384","283","234","165","120","59","10","5","1260","157","263","329","308","284","200","77","19","1634","2315","3933","3822","3474","2923","1766","652","140","19020","40","105","100","120","106","96","41","24","634","1879","2232","1962","2077","1967","1724","1005","399","13256","5262","11079","10581","9641","7982","5259","2223","711","52738",Cairns - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63fa,"30306","961","450","260","124","41","7","3329","17","174","174","151","105","59","16","0","687","968","2947","1774","1038","789","469","153","37","8177","517","989","719","602","492","318","102","41","3778","547","823","758","767","687","425","185","59","4252","86","69","53","43","33","17","3","3","314","65","97","103","112","102","76","30","9","599","707","984","919","917","821","516","228","70","5168","57","127","86","64","86","41","18","4","489","391","472","329","287","263","273","230","227","2477","2748","7096","4959","3512","2813","1798","779","391","24104",Sunnybank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63fb,"30401","580","487","408","202","46","5","2043","17","128","197","190","174","79","14","3","804","384","1272","1542","1169","820","503","132","40","5862","163","382","560","627","545","331","106","32","2742","320","622","632","693","555","361","144","31","3360","75","17","22","26","34","18","3","0","208","27","50","80","90","88","99","36","5","470","427","687","731","801","686","476","182","44","4041","18","27","33","52","34","31","23","4","217","123","108","133","155","135","194","174","230","1242","1143","2914","3773","3484","2804","1820","670","354","16954",Centenary
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63fc,"30402","1030","1168","828","549","196","53","4277","18","140","337","376","289","143","60","4","1366","580","1340","2309","2225","1488","958","347","109","9363","212","336","655","915","640","514","247","56","3582","397","494","608","733","449","338","165","66","3241","94","33","32","28","30","27","10","7","250","37","34","81","118","118","108","54","27","578","522","553","717","884","596","472","226","90","4068","15","23","40","44","62","49","43","13","293","194","104","204","223","192","233","261","279","1693","1575","2925","5297","5850","4089","2914","1378","618","24647",Kenmore - Brookfield - Moggill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63fd,"30403","1488","1036","768","507","156","58","5735","58","293","299","308","244","158","39","10","1416","2047","3357","2377","1717","1235","832","329","117","12007","598","521","457","485","458","313","155","53","3045","774","640","377","410","307","189","105","49","2844","193","38","17","27","19","14","4","0","312","59","66","74","58","80","77","32","19","467","1028","740","462","497","407","278","140","71","3630","77","50","39","40","41","36","31","10","320","743","474","285","233","202","218","162","184","2489","4636","7072","5413","4316","3361","2334","1015","500","28644",Sherwood - Indooroopilly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63fe,"30404","813","615","398","222","82","19","2609","14","232","387","370","231","117","24","7","1377","479","1996","2458","1550","963","597","225","78","8346","318","631","923","995","658","396","158","58","4141","850","1192","1073","942","710","435","216","66","5483","142","70","59","36","36","31","5","6","377","66","68","97","127","103","83","42","26","598","1050","1324","1231","1104","853","542","263","97","6462","16","28","43","70","35","39","24","16","276","283","289","282","256","212","242","274","238","2081","2182","4939","6145","4961","3352","2159","1052","516","25297",The Gap - Enoggera
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63ff,"30501","1720","1132","863","381","99","14","6935","98","648","461","386","299","122","20","0","2043","2243","7700","3311","2099","1443","757","217","55","17821","784","1588","1020","804","653","410","117","39","5410","925","1604","894","801","656","328","158","59","5419","189","137","51","51","47","22","8","3","505","114","202","135","114","135","92","25","20","831","1229","1939","1081","969","837","440","183","80","6761","93","192","90","76","68","55","33","9","619","1556","2691","1763","1562","1316","960","469","356","10674","6132","17365","9437","7023","5478","3121","1147","557","50259",Brisbane Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6400,"30502","830","637","345","131","19","3","2628","25","294","310","320","165","54","13","0","1190","708","2894","2266","1505","786","290","77","23","8551","267","804","752","672","423","215","76","18","3227","520","1194","733","647","417","227","126","34","3891","69","62","35","28","21","6","4","0","230","37","105","110","76","70","53","25","4","477","620","1359","877","755","518","286","153","38","4597","22","53","43","29","37","24","10","3","233","320","575","405","317","267","196","125","58","2262","1989","6606","5488","4237","2537","1196","481","144","22682",Brisbane Inner - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6401,"30603","72","58","84","57","17","0","348","11","39","55","80","75","39","15","0","308","143","462","396","362","374","270","98","19","2128","60","291","287","388","435","328","110","21","1914","508","920","927","1164","1292","802","296","52","5960","118","85","60","76","60","35","6","4","440","50","62","89","122","114","77","34","12","554","671","1063","1077","1354","1459","914","335","65","6947","11","17","25","24","35","46","22","0","188","534","529","465","577","727","727","417","124","4089","1445","2468","2369","2841","3186","2382","1004","229","15918",Innisfail - Cassowary Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6402,"30604","118","67","85","94","38","3","494","3","34","73","57","78","50","13","0","309","82","412","364","284","351","315","115","14","1944","51","205","208","254","300","243","91","14","1360","149","433","444","502","546","334","131","24","2564","31","31","21","36","22","21","3","0","167","17","32","57","66","68","76","22","0","335","194","500","529","600","635","430","155","21","3068","3","20","6","12","16","31","11","0","102","235","414","412","419","610","589","281","88","3039","572","1677","1708","1683","2078","1748","702","145","10316",Port Douglas - Daintree
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6403,"30605","106","142","165","121","32","5","621","7","45","69","113","108","70","13","0","424","93","545","600","580","576","426","140","28","3001","84","279","409","573","593","450","156","34","2576","531","923","1114","1260","1273","912","341","66","6414","108","87","76","70","56","43","9","0","449","52","72","99","137","147","105","47","4","653","689","1079","1290","1459","1481","1061","396","69","7521","15","19","32","36","39","56","29","9","239","575","427","505","652","769","888","542","202","4555","1470","2451","3000","3550","3734","3066","1317","361","18952",Tablelands (East) - Kuranda
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6404,"30701","108","73","48","34","0","0","376","14","81","61","85","78","23","6","0","343","197","1068","795","495","367","188","63","11","3188","102","512","617","687","499","269","73","14","2778","781","1730","1354","1282","977","478","174","28","6806","159","122","81","86","45","20","6","0","526","47","121","114","143","119","72","27","0","642","988","1973","1552","1506","1140","563","209","30","7966","8","22","21","24","41","24","15","3","158","760","1213","1081","1172","1049","845","468","173","6765","2085","4983","4240","4033","3219","1949","837","231","21578",Darling Downs (West) - Maranoa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6405,"30702","80","57","55","38","12","3","315","5","44","57","73","86","26","8","0","293","133","567","598","446","326","182","71","17","2333","86","297","471","526","462","272","90","21","2226","858","1372","1192","1126","968","512","168","29","6231","179","99","80","76","40","20","3","0","496","65","82","136","162","104","67","41","6","666","1100","1555","1412","1364","1115","596","215","36","7392","11","23","21","19","29","20","15","4","146","554","392","467","597","594","603","486","279","3978","1888","2957","3099","3088","2667","1735","895","358","16694",Darling Downs - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6406,"30703","91","104","99","92","21","5","467","11","41","67","95","99","55","18","0","385","101","434","521","489","476","375","126","25","2551","87","248","381","497","546","354","121","38","2279","664","996","1072","1104","1062","734","239","46","5920","139","106","80","59","53","30","9","0","475","61","87","124","138","125","119","36","16","705","862","1189","1274","1299","1241","887","285","62","7098","7","9","16","24","32","31","21","5","151","429","287","330","423","548","664","511","248","3447","1505","2256","2680","2943","3053","2452","1111","382","16380",Granite Belt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6407,"30801","69","64","40","20","4","0","297","10","64","65","59","45","25","3","0","261","145","683","513","296","248","99","13","4","2009","78","297","365","335","287","145","24","5","1535","552","1546","1284","1065","780","359","78","9","5671","91","107","70","42","36","21","0","0","371","38","78","85","81","70","40","14","0","404","677","1733","1434","1195","888","420","95","9","6446","6","16","24","22","24","20","12","0","122","668","1000","1024","981","745","349","161","33","4963","1586","3877","3501","2954","2286","1071","318","52","15641",Central Highlands (Qld)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6408,"30803","420","416","336","177","42","4","1704","41","236","294","325","289","117","30","4","1336","500","2041","1991","1541","1268","673","231","51","8294","251","971","1183","1354","1172","683","234","58","5910","2118","4070","3271","3380","2929","1676","715","162","18317","535","299","200","166","128","50","7","4","1398","162","231","264","310","293","198","94","15","1566","2821","4607","3736","3858","3345","1930","809","182","21283","42","77","76","88","92","88","49","9","522","1492","1276","1324","1513","1500","1483","1173","753","10512","5148","9499","9028","9089","8009","5142","2573","1066","49556",Rockhampton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6409,"30804","47","23","19","7","3","0","138","4","27","29","27","20","4","7","0","119","66","288","241","148","110","59","7","3","925","20","126","153","170","138","38","21","0","656","287","613","506","442","362","161","79","6","2462","48","36","24","27","18","7","3","0","158","18","43","48","39","38","18","10","0","216","352","688","578","507","426","191","89","12","2844","4","15","9","9","16","5","7","0","64","173","253","293","295","258","216","136","30","1656","620","1435","1347","1180","991","520","271","42","6402",Biloela
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_640a,"30805","225","176","109","45","3","3","738","14","106","137","159","108","50","7","0","586","241","1226","1156","773","517","295","71","14","4294","106","555","766","853","658","307","72","20","3332","1278","2788","2641","2517","1825","874","279","40","12247","267","171","121","120","62","34","3","0","774","84","117","165","161","158","93","36","0","829","1626","3082","2927","2796","2046","1002","317","48","13849","27","55","69","66","58","40","10","3","335","723","807","792","927","797","578","320","119","5064","2736","5991","6082","5754","4297","2319","812","204","28193",Gladstone
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_640b,"30901","501","369","285","170","53","15","1980","29","221","216","193","186","92","43","4","989","637","2589","1988","1286","991","688","285","66","8536","420","1201","1184","1142","868","614","255","87","5767","931","2047","1821","1634","1411","1132","548","178","9702","132","81","87","67","63","49","13","3","491","80","163","178","226","234","205","93","30","1206","1140","2297","2089","1930","1699","1380","657","211","11405","30","66","68","82","112","100","51","21","533","687","1059","887","909","1013","1180","953","364","7054","2987","7979","6942","5906","5154","4235","2288","777","36266",Broadbeach - Burleigh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_640c,"30902","308","203","219","144","41","9","1185","18","135","134","160","196","90","27","9","769","338","1519","1334","931","839","506","214","73","5749","259","731","987","933","859","576","217","97","4660","879","1548","1717","1784","1541","1099","608","201","9375","93","70","77","68","70","45","18","6","457","90","120","175","164","198","196","102","45","1082","1054","1744","1973","2016","1810","1340","727","250","10920","9","34","51","57","77","94","61","32","417","477","606","589","658","834","876","722","366","5133","2186","5005","5375","4950","4832","3624","2015","829","28825",Coolangatta
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_640d,"30903","461","353","286","146","63","6","1794","24","149","134","137","146","96","17","4","701","570","1485","1426","1026","841","638","223","62","6264","467","856","1014","1093","915","691","267","73","5365","983","1617","1695","1858","1559","1424","688","178","10000","159","94","91","77","100","58","22","0","604","97","150","220","236","248","237","130","33","1349","1244","1860","2004","2169","1898","1724","838","208","11960","22","48","68","72","87","125","79","29","527","711","761","745","810","853","1022","885","557","6345","3070","5589","5868","5653","5031","4448","2367","937","32955",Gold Coast - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_640e,"30904","96","159","129","100","26","0","571","3","21","78","70","92","53","8","0","334","81","314","459","428","374","274","90","25","2051","73","191","336","409","351","239","103","24","1718","240","425","556","739","585","367","120","28","3072","52","21","35","33","33","18","7","0","194","23","40","60","86","89","73","17","3","392","313","480","647","864","702","454","146","36","3656","0","9","15","22","19","31","21","5","129","281","282","329","346","361","317","163","47","2121","764","1360","1958","2297","2040","1464","557","137","10578",Gold Coast Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_640f,"31102","94","71","56","30","6","0","366","9","68","61","63","62","31","11","0","300","165","549","481","335","293","173","64","10","2077","241","580","557","493","360","231","78","18","2561","873","1521","1193","1188","918","617","237","58","6603","179","120","97","67","53","42","4","0","556","78","118","143","116","103","92","34","13","700","1130","1759","1431","1373","1073","743","279","75","7861","18","36","44","36","37","28","28","8","228","438","448","418","435","391","400","290","111","2932","2009","3540","3085","2802","2263","1645","761","218","16328",Beenleigh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6410,"31103","241","143","110","55","12","6","772","27","111","118","105","87","30","7","0","488","369","1264","1020","647","456","238","58","16","4057","507","1089","1006","922","650","256","46","18","4484","1735","2970","2510","2325","1746","885","283","60","12507","310","199","146","109","67","28","4","0","868","153","277","253","226","187","94","42","11","1244","2201","3445","2904","2661","1996","1009","331","75","14619","37","81","61","76","77","64","14","9","414","958","986","837","824","686","572","379","144","5382","4105","7172","6183","5373","4054","2214","844","264","30213",Browns Plains
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6411,"31104","125","105","71","39","4","0","420","13","72","115","87","63","27","3","0","375","161","600","742","492","291","152","44","0","2479","222","526","812","733","420","187","44","6","2966","962","1740","1984","1808","1216","624","136","36","8502","167","99","97","67","38","16","3","0","491","89","104","185","173","128","65","20","0","761","1210","1946","2274","2045","1383","700","159","38","9757","19","30","40","52","48","31","10","4","222","510","367","453","521","387","269","119","30","2661","2139","3615","4556","4050","2661","1407","380","74","18881",Jimboomba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6412,"30908","441","319","237","129","33","4","1674","29","138","135","122","116","64","17","0","619","649","1618","1326","875","638","370","146","31","5656","450","801","956","922","664","411","157","35","4393","748","1250","1257","1273","936","645","319","86","6523","105","63","65","56","49","28","15","4","372","64","98","152","166","165","152","63","13","869","919","1403","1474","1492","1149","822","399","103","7767","32","50","69","54","65","77","36","18","403","534","470","435","412","428","461","538","651","3923","2667","4937","4848","4195","3297","2325","1318","849","24430",Robina
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6413,"30909","542","356","244","110","42","8","2047","37","149","152","135","131","64","20","8","692","922","2079","1470","1018","684","487","203","65","6926","704","1056","966","895","744","474","169","59","5067","990","1412","1478","1446","1231","868","418","134","7993","167","97","78","76","56","31","5","5","520","111","131","167","181","165","171","72","18","1023","1264","1640","1727","1704","1456","1073","504","157","9536","48","55","68","78","67","67","49","12","452","1050","832","669","734","693","728","559","458","5709","4077","6501","5589","4922","4022","3005","1541","774","30428",Southport
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6414,"30910","390","317","260","184","56","6","1818","18","135","115","145","135","92","33","3","678","586","2074","1278","943","850","637","237","55","6654","444","917","704","737","659","499","197","47","4196","601","1027","883","1001","827","733","337","77","5483","87","69","51","69","59","40","5","0","390","72","124","136","143","150","171","51","24","872","768","1218","1071","1215","1036","943","393","102","6748","40","92","54","63","69","101","44","15","481","1132","1619","1225","1209","1174","1222","761","306","8648","3033","6610","4833","4628","4189","3677","1722","532","29218",Surfers Paradise
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6415,"31001","656","357","225","89","51","3","2075","17","181","200","172","139","60","17","4","783","596","2223","1772","1049","563","331","131","54","6728","563","1050","1026","869","549","277","109","39","4485","1051","1700","1450","1432","976","522","261","87","7476","237","152","126","86","49","21","11","0","685","103","176","167","185","160","72","31","19","919","1390","2032","1740","1706","1192","615","300","103","9077","52","86","91","56","58","36","21","9","401","1474","2113","1596","1102","726","563","469","300","8356","4134","8338","7093","5303","3446","1970","1102","518","31906",Forest Lake - Oxley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6416,"31002","121","131","115","99","23","7","563","12","59","89","132","120","69","21","3","508","195","553","699","582","545","343","99","23","3042","201","490","736","928","732","420","161","27","3692","1050","1814","1942","1988","1738","1074","327","49","9980","239","169","117","103","76","40","7","0","762","99","157","185","209","176","142","47","13","1021","1391","2141","2246","2300","1990","1254","387","59","11763","23","30","44","39","49","63","16","7","268","967","821","814","976","989","966","581","205","6324","2791","4170","4746","5072","4547","3217","1286","326","26155",Ipswich Hinterland
