gml_id,sa3_name16,sa3_code16,opds_separate_house_dwellings,opds_separate_house_persons,opds_sd_r_t_h_th_1_sty_dwgs,opds_sd_r_t_h_th_1_sty_psns,opds_sd_r_t_h_th_2_m_sty_dwgs,opds_sd_r_t_h_th_2_m_sty_psns,opds_sd_r_t_h_th_tot_dwgs,opds_sd_r_t_h_th_tot_psns,opds_f_ap_i_1or2_sty_blk_ds,opds_f_ap_i_1or2_sty_blk_ps,opds_f_ap_i_3_sty_blk_dwgs,opds_f_ap_i_3_sty_blk_psns,opds_f_ap_i_4_m_sty_blk_ds,opds_f_ap_i_4_m_sty_blk_ps,opds_flt_apt_att_house_ds,opds_flt_apt_att_house_ps,opds_flt_apart_tot_dwgs,opds_flt_apart_tot_psns,opds_oth_dwg_cvn_ds,opds_oth_dw_cvn_ps,opds_oth_dwg_cab_hboat_ds,opds_oth_dwg_cab_hboat_ps,opds_ot_dwg_im_hm_tnt_so_ds,opds_ot_dwg_im_hm_tnt_so_ps,opds_ot_dwg_hs_f_att_sh_of_ds,opds_ot_dwg_hs_f_att_sh_of_ps,opds_other_dwelling_tot_dwgs,opds_other_dwelling_tot_psns,opds_dwlling_structur_ns_dwgs,opds_dwlling_structur_ns_psns,opds_tot_opds_dwellings,opds_tot_opds_persons,unoccupied_pds_dwgs,total_pds_dwellings,total_pds_persons
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e82,Moira,"21602","10523","25619","341","515","29","71","369","586","532","763","0","0","3","3","3","3","536","768","80","114","58","102","11","19","22","65","173","299","132","252","11733","27524","2017","13752","27524"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e83,Shepparton,"21603","21172","55539","2259","3939","120","248","2377","4190","184","296","23","28","0","0","0","0","212","330","200","293","216","302","51","57","47","121","514","774","61","162","24337","60994","2462","26801","60994"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e84,Glenelg - Southern Grampians,"21701","13797","31784","395","548","29","49","421","600","393","540","5","11","8","5","3","9","410","565","66","97","42","61","30","71","58","114","188","346","122","232","14944","33523","2965","17909","33523"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e85,Colac - Corangamite,"21703","13820","33096","716","974","50","86","759","1055","216","318","0","0","9","15","0","0","223","331","61","96","98","187","21","34","49","103","230","418","118","269","15148","35173","4222","19378","35173"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e86,Warrnambool,"21704","16907","43305","1420","2169","378","708","1801","2885","731","1033","81","103","0","0","0","3","810","1142","86","169","133","238","14","19","38","81","271","509","113","244","19904","48082","3268","23163","48082"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e87,Capalaba,"30101","21761","63135","1143","1796","1756","3557","2895","5347","460","789","50","86","3","8","0","0","515","882","97","139","239","339","10","15","32","88","381","579","46","86","25595","70028","1537","27129","70028"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e88,Cleveland - Stradbroke,"30102","26430","72609","1448","2358","1019","2085","2467","4445","1501","2271","219","401","243","379","0","0","1963","3044","80","141","25","56","56","129","17","35","181","361","217","381","31250","80853","3951","35204","80853"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e89,Wynnum - Manly,"30103","20228","56832","1251","1982","2583","5877","3829","7861","767","1124","339","559","38","54","8","5","1152","1743","3","11","186","314","4","3","12","30","203","351","71","154","25487","66939","1801","27282","66939"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e8a,Bald Hills - Everton Park,"30201","12119","34587","426","727","1581","3399","2001","4123","285","475","312","560","80","112","3","11","679","1160","3","9","0","8","4","6","4","8","10","30","46","101","14861","40006","1011","15875","40006"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e8b,Chermside,"30202","19754","53178","961","1382","2050","4202","3005","5585","1781","3030","1835","3297","1291","2227","0","3","4911","8561","153","201","102","141","3","3","11","18","269","362","106","207","28049","67899","2285","30333","67899"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e8c,Nundah,"30203","9528","26072","286","503","1379","2983","1663","3488","1501","2571","1583","2938","1326","2355","3","3","4412","7862","5","5","0","0","3","3","18","46","23","53","62","117","15686","37590","1385","17075","37590"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e8d,Glen Eira,"20802","28873","84312","8884","19126","5308","14414","14188","33539","10399","20152","2549","4713","1166","2068","20","38","14133","26964","0","8","0","0","4","4","193","435","200","445","198","457","57597","145710","5273","62867","145710"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e8e,Kingston,"20803","25524","72476","7838","14815","4732","11644","12569","26460","6251","11013","779","1293","783","1343","15","21","7826","13671","20","36","168","218","3","4","143","292","329","544","198","433","46451","113591","4235","50683","113591"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e8f,Sandgate,"30204","16866","45804","1467","2507","1770","4126","3235","6632","1627","2905","377","650","173","279","0","3","2177","3833","19","30","127","149","18","19","39","53","194","249","106","215","22585","56732","1526","24111","56732"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e90,Carindale,"30301","13972","39868","518","982","2748","5998","3269","6988","468","792","403","687","381","720","0","0","1249","2198","127","179","3","10","0","0","7","15","137","205","54","117","18684","49368","1373","20051","49368"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e91,Holland Park - Yeronga,"30302","14669","41893","173","331","2780","6030","2954","6364","4609","8099","4806","8755","1933","3563","18","46","11366","20462","3","3","3","7","3","0","158","410","166","428","165","326","29323","69470","2751","32076","69470"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e92,Mt Gravatt,"30303","19074","57280","425","973","2577","6740","3000","7714","857","1628","772","1531","523","1116","7","12","2160","4296","163","266","452","748","5","13","12","44","630","1060","111","239","24975","70586","1713","26691","70586"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e93,Nathan,"30304","11127","31723","363","773","1078","2526","1444","3298","946","1745","477","897","34","71","3","4","1463","2718","0","0","0","3","0","0","11","16","9","21","89","169","14129","37931","1044","15180","37931"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e94,Rocklea - Acacia Ridge,"30305","16167","51176","364","851","2489","6767","2856","7624","169","344","25","50","3","8","3","3","201","407","38","43","29","32","7","25","15","35","88","135","36","88","19341","59425","1088","20431","59425"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e95,Mudgeeraba - Tallebudgera,"30905","9246","28958","439","1002","1109","2668","1547","3664","69","190","3","8","0","0","3","4","80","201","63","87","6","9","5","18","4","12","80","118","22","58","10968","32992","518","11489","32992"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e96,Nerang,"30906","17228","52382","1256","2370","3819","9031","5070","11405","575","1144","308","459","149","259","4","11","1039","1871","393","505","107","142","15","21","3","9","519","679","170","233","24023","66575","1329","25352","66575"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e97,Ormeau - Oxenford,"30907","32245","101376","2945","6337","3520","8471","6464","14810","367","909","345","649","430","880","5","7","1140","2451","189","356","219","381","15","40","20","49","446","826","133","366","40427","119832","2890","43317","119832"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e98,Outback - South,"31503","6683","15660","162","216","3","22","166","245","236","319","0","0","6","3","0","0","234","320","1208","2345","109","190","42","68","46","108","1402","2702","229","440","8720","19369","1600","10324","19369"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e99,Buderim,"31601","15055","43331","2198","3444","851","1893","3049","5337","1204","2386","177","339","339","803","3","4","1723","3526","59","120","80","143","10","14","0","0","149","275","77","168","20053","52636","1526","21578","52636"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e9a,Caloundra,"31602","22254","60874","3327","5598","1177","2466","4505","8065","899","1518","810","1530","3021","5654","3","10","4725","8719","397","682","249","342","10","19","25","68","683","1113","164","257","32332","79028","4787","37121","79028"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e9b,Maroochy,"31603","12281","32383","1431","2407","3058","6275","4483","8681","2474","4369","1787","3287","2904","5241","9","14","7182","12904","1159","2217","136","228","20","31","21","57","1329","2528","232","358","25512","56865","4152","29659","56865"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e9c,Noosa,"31605","12103","31589","1220","2023","1851","3570","3072","5589","1006","1723","547","978","128","242","24","29","1698","2973","287","559","56","101","13","30","10","19","356","710","139","322","17374","41187","4090","21466","41187"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e9d,Sunshine Coast Hinterland,"31606","17406","46151","434","802","172","338","606","1145","127","213","6","10","4","8","20","35","152","263","260","477","136","194","33","51","37","103","465","824","126","309","18764","48689","1561","20321","48689"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e9e,Nambour,"31607","13280","36721","759","1322","605","1109","1358","2433","709","1035","52","100","8","12","5","10","772","1155","317","517","223","334","41","68","10","29","593","950","107","253","16106","41517","1130","17235","41517"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e9f,Noosa Hinterland,"31608","7914","20746","42","97","13","22","54","119","113","194","0","0","3","7","0","0","115","199","112","206","11","17","84","198","3","3","217","424","91","169","8387","21661","989","9380","21661"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ea0,Charters Towers - Ayr - Ingham,"31801","14923","37586","162","277","52","93","209","373","1031","1518","4","11","3","5","3","5","1041","1544","1021","1902","58","93","86","173","57","128","1219","2301","202","340","17599","42144","2721","20318","42144"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ea1,Townsville,"31802","56224","154051","4466","7197","2982","5407","7448","12599","2397","3966","1620","2739","1761","3167","8","18","5789","9897","1146","2159","246","480","64","144","46","111","1496","2886","335","622","71298","180053","8700","80002","180053"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ea2,Bundaberg,"31901","30087","76412","2034","3202","491","827","2528","4027","1831","2866","30","62","143","260","6","9","2005","3198","1307","2388","299","458","68","131","60","124","1735","3095","179","388","36541","87120","4816","41353","87120"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ea3,Burnett,"31902","18244","44535","390","601","16","36","407","642","594","918","5","7","11","17","3","12","619","946","720","1291","113","264","211","394","69","139","1115","2086","119","280","20503","48483","3193","23695","48483"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ea4,Gympie - Cooloola,"31903","18046","44873","588","944","309","502","895","1445","433","589","59","101","0","0","6","3","503","698","629","1140","180","265","190","361","59","127","1056","1892","122","241","20617","49145","2656","23274","49145"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ea5,Hervey Bay,"31904","18974","47814","1502","2477","1196","2058","2692","4533","486","767","190","301","259","420","0","0","935","1484","1064","2013","280","499","46","76","21","60","1411","2646","311","513","24326","56993","2613","26946","56993"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ea6,Central Highlands (Qld),"30801","8895","24724","317","585","84","160","398","747","690","1117","3","0","0","0","0","3","693","1117","588","1112","76","118","143","233","30","43","831","1509","493","1081","11311","29181","2818","14126","29181"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ea7,Rockhampton,"30803","37908","99638","2011","3247","714","1163","2723","4412","1875","2994","123","204","192","321","16","27","2203","3547","1147","2142","367","648","159","265","55","144","1724","3202","322","585","44885","111378","6477","51357","111378"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ea8,Biloela,"30804","4997","13084","68","96","22","57","89","152","242","378","0","0","0","0","0","4","242","379","251","435","61","82","10","17","12","23","324","552","74","147","5730","14317","1209","6938","14317"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ea9,Gladstone,"30805","19856","53770","476","809","687","1364","1164","2175","1094","1750","199","301","360","594","3","3","1654","2646","934","1731","95","151","90","171","23","68","1138","2122","96","159","23905","60876","5087","28989","60876"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eaa,Broadbeach - Burleigh,"30901","12087","33273","1808","3377","3389","7169","5196","10546","2049","3770","3576","6539","3220","5986","10","17","8856","16315","156","300","114","185","30","35","26","80","324","592","158","247","26628","60969","4251","30878","60969"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eab,Coolangatta,"30902","11204","31422","1443","2574","2572","5629","4016","8202","2037","3521","2682","4704","2084","3830","10","17","6809","12070","438","842","28","53","44","43","21","59","539","1002","104","220","22675","52926","2993","25667","52926"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eac,Gold Coast - North,"30903","12137","31692","4366","8763","4781","10976","9150","19736","990","1633","2491","4446","3022","5873","3","3","6502","11963","342","542","71","163","14","30","12","23","432","765","156","283","28384","64437","2908","31290","64437"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ead,Gold Coast Hinterland,"30904","6706","17654","69","105","5","17","78","122","23","39","5","8","4","7","0","0","34","57","78","120","17","37","26","40","38","93","161","284","20","49","6997","18175","652","7655","18175"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eae,Caboolture Hinterland,"31303","4474","11702","24","86","6","19","36","101","10","13","0","0","0","4","6","13","16","28","107","172","15","52","20","47","9","22","145","296","29","82","4697","12204","460","5164","12204"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eaf,Narangba - Burpengary,"31304","19637","57905","452","950","897","2083","1348","3036","195","342","4","3","64","98","0","0","263","445","104","147","24","32","5","16","3","14","144","209","62","120","21452","61715","1245","22697","61715"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eb0,Redcliffe,"31305","16978","44317","1309","2108","1316","2627","2627","4732","2486","3664","771","1228","1726","3011","9","7","4988","7905","192","333","149","201","27","44","31","74","390","646","92","181","25084","57785","2503","27592","57785"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eb1,The Hills District,"31401","26957","81369","595","1042","884","1770","1475","2816","209","300","0","0","61","69","3","10","279","378","25","59","10","16","11","29","3","6","52","109","42","116","28802","84782","1489","30286","84782"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eb2,North Lakes,"31402","19679","59152","1920","3469","2885","6847","4809","10311","95","183","160","207","107","178","0","0","362","563","146","174","77","104","3","0","0","4","226","278","60","157","25131","70469","1922","27051","70469"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eb3,Strathpine,"31403","10990","31289","1062","1727","944","2349","2004","4075","598","1010","17","42","0","0","0","0","620","1057","5","20","0","0","3","6","4","8","10","32","22","36","13648","36495","934","14584","36495"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eb4,Far North,"31501","8303","26692","442","1129","321","755","765","1887","395","774","16","33","0","0","3","3","413","808","925","1687","128","237","662","1279","60","147","1778","3349","289","470","11543","33207","1493","13043","33207"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eb5,Sunnybank,"30306","12951","41531","459","1015","2355","6933","2809","7946","117","215","0","3","7","11","4","4","127","236","7","11","78","100","0","3","3","13","87","131","126","192","16105","50046","1023","17127","50046"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eb6,Centenary,"30401","10306","30014","144","244","686","1510","827","1758","59","64","0","0","3","7","0","0","56","76","0","0","0","0","0","0","4","13","4","13","7","22","11207","31872","684","11894","31872"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eb7,Kenmore - Brookfield - Moggill,"30402","14456","43372","284","431","229","477","515","908","51","102","20","29","4","11","0","0","68","148","0","0","3","8","0","3","6","15","11","23","29","64","15079","44508","994","16066","44508"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eb8,Sherwood - Indooroopilly,"30403","9484","27922","157","291","1434","3386","1588","3682","1959","4052","3543","7435","2216","4708","3","3","7725","16194","0","0","0","6","0","0","8","17","12","24","155","367","18962","48196","1803","20769","48196"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eb9,The Gap - Enoggera,"30404","14990","42788","282","421","724","1383","1001","1806","1303","2316","539","873","155","236","3","3","2004","3429","3","5","0","3","0","0","0","12","9","19","46","99","18045","48141","1216","19263","48141"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eba,Brisbane Inner,"30501","4972","14291","124","287","1081","2467","1205","2755","3240","5420","4698","8530","16403","32221","19","31","24355","46201","0","0","46","95","201","225","39","95","287","414","331","586","31151","64240","4533","35682","64240"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ebb,Brisbane Inner - East,"30502","8755","25313","163","320","2390","5352","2560","5674","1986","3331","2053","3636","685","1251","7","23","4734","8244","0","0","0","0","0","0","9","22","7","21","67","139","16122","39390","1838","17955","39390"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ebc,Brisbane Inner - North,"30503","15350","43909","300","557","2493","5365","2794","5921","4124","7142","6217","11162","7763","14250","9","22","18119","32569","8","17","37","55","0","4","42","90","88","164","266","466","36610","83027","4729","41337","83027"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ebd,Brisbane Inner - West,"30504","12866","37326","84","140","1030","2153","1112","2297","2101","3684","2886","5378","2553","4795","4","24","7545","13873","101","190","10","29","3","9","44","88","167","315","112","199","21802","54010","2333","24134","54010"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ebe,Cairns - North,"30601","15778","43602","849","1552","953","1621","1798","3175","1133","1998","1130","2163","226","415","6","17","2489","4592","477","969","152","267","19","41","3","9","651","1287","185","340","20903","52992","2367","23268","52992"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ebf,Cairns - South,"30602","25480","71772","2302","4240","1854","3547","4153","7788","4994","8954","2684","5266","1116","2200","7","15","8808","16436","480","982","264","451","122","152","98","232","960","1815","390","628","39791","98446","3868","43660","98446"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ec0,Innisfail - Cassowary Coast,"30603","11715","30175","292","685","52","107","344","791","926","1831","36","67","26","52","3","5","992","1957","938","1768","115","195","174","376","162","297","1384","2633","255","494","14693","36055","2026","16715","36055"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ec1,Port Douglas - Daintree,"30604","3449","8679","275","557","350","771","629","1337","504","898","124","286","38","73","0","0","669","1252","497","995","89","177","39","75","25","58","649","1307","94","207","5489","12777","899","6389","12777"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ec2,Tablelands (East) - Kuranda,"30605","14693","36719","356","602","53","74","402","673","662","1070","3","5","78","107","0","3","749","1189","738","1357","91","160","131","238","52","130","1012","1882","152","294","17004","40754","2271","19281","40754"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ec3,Darling Downs (West) - Maranoa,"30701","15535","38752","516","956","67","113","584","1071","679","1145","0","0","16","34","3","11","699","1188","582","1115","78","131","49","94","60","132","772","1468","217","459","17807","42934","4088","21891","42934"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ec4,Darling Downs - East,"30702","14879","38567","284","435","29","62","316","494","342","508","3","3","0","3","0","6","347","513","225","343","35","95","29","49","39","83","322","568","142","371","16012","40520","2003","18017","40520"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ec5,Granite Belt,"30703","14546","36181","736","1107","48","109","793","1211","379","581","0","0","3","3","3","11","379","592","201","342","77","122","60","146","35","85","378","696","109","245","16205","38927","2265","18466","38927"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ec6,Robina,"30908","9951","28676","1127","2491","4877","12207","6001","14700","405","526","988","1962","985","1764","0","3","2384","4250","3","8","0","0","0","0","5","7","10","19","30","60","18380","47703","1351","19734","47703"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ec7,Southport,"30909","11451","33125","2181","4046","2357","5607","4540","9650","1369","2616","2102","3817","3820","7291","6","15","7297","13730","215","440","127","231","38","46","17","26","394","748","177","292","23860","57545","2200","26062","57545"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ec8,Surfers Paradise,"30910","4685","13361","535","1090","1632","3783","2161","4875","1259","2469","2483","4555","7605","14360","4","7","11357","21393","125","236","79","139","89","98","5","7","302","478","203","362","18713","40471","4740","23458","40471"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ec9,Forest Lake - Oxley,"31001","19812","59903","520","852","2610","6500","3132","7351","395","499","124","213","6","4","4","10","529","721","135","192","3","3","3","0","125","380","263","581","103","213","23839","68776","1302","25146","68776"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5eca,Ipswich Hinterland,"31002","21999","58805","270","445","15","35","283","480","205","314","0","0","0","0","5","16","212","330","408","603","60","88","55","111","24","49","540","856","167","336","23203","60807","1985","25191","60807"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ecb,Ipswich Inner,"31003","33875","93695","2203","3638","1164","2164","3366","5800","758","1141","110","182","60","94","8","10","938","1430","64","97","41","56","19","24","54","139","172","313","103","209","38454","101447","3069","41521","101447"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ecc,Springfield - Redbank,"31004","24416","76999","1261","2636","1261","3157","2518","5797","89","185","24","73","0","4","3","7","116","267","81","96","8","10","3","11","8","32","101","150","60","132","27216","83344","1766","28983","83344"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ecd,Beaudesert,"31101","4553","12330","359","564","93","160","452","720","92","130","40","50","0","0","0","0","133","179","73","134","14","29","23","24","0","0","107","187","22","48","5268","13466","543","5809","13466"
