gml_id,sa3_name16,sa3_code16,o_or_ds_sep_house,o_or_ds_semid_ro_or_tce_h_th,o_or_ds_flat_apart,o_or_ds_oth_dwell,o_or_ds_not_stated,o_or_total,o_mtg_ds_sep_house,o_mtg_ds_semid_ro_or_tce_h_th,o_mtg_ds_flat_apart,o_mtg_ds_oth_dwell,o_mtg_ds_not_stated,o_mtg_total,r_re_agt_ds_sep_house,r_re_ag_ds_semd_ro_or_tc_h_th,r_re_agt_ds_flat_apart,r_re_agt_ds_oth_dwell,r_re_agt_ds_not_stated,r_re_agt_total,r_st_h_auth_ds_sep_house,r_st_h_au_ds_sd_ro_or_tc_h_th,r_st_h_auth_ds_flat_apart,r_st_h_auth_ds_oth_dwell,r_st_h_auth_ds_not_stated,r_st_h_auth_total,r_psn_not_in_s_hh_ds_sep_hous,r_p_not_in_s_h_ds_sd_ro_t_h_t,r_p_not_in_s_hh_ds_flat_apart,r_psn_not_in_s_hh_ds_oth_dwel,r_psn_not_in_s_hh_ds_ns,r_psn_not_in_s_hh_total,r_hs_cop_cty_ch_gp_ds_sp_ho,r_hs_c_ct_ch_g_ds_sd_ro_t_h_t,r_hse_cp_cty_ch_g_ds_flt_apt,r_hs_cop_cty_ch_gp_ds_ot_dwel,r_hse_coop_cty_ch_gp_ds_ns,r_hse_coop_cty_ch_gp_total,r_ot_landld_typ_ds_sep_house,r_o_lld_typ_ds_sd_ro_tc_h_th,r_ot_lld_typ_ds_flat_apart,r_ot_landld_typ_ds_oth_dwell,r_ot_landld_typ_ds_not_stated,r_ot_landld_typ_total,r_landld_typ_ns_ds_sep_house,r_ld_typ_ns_ds_sd_ro_tce_h_th,r_lld_typ_ns_ds_flat_apart,r_landld_typ_ns_ds_oth_dwell,r_landld_typ_ns_ds_not_stated,r_landld_typ_ns_total,r_tot_ds_sep_house,r_tot_ds_semid_ro_or_tce_h_th,r_tot_ds_flat_apart,r_tot_ds_oth_dwell,r_tot_ds_not_stated,r_tot_total,oth_ten_type_ds_sep_house,oth_ten_ty_ds_sd_ro_tce_h_th,oth_ten_type_ds_flat_apart,oth_ten_type_ds_oth_dwell,oth_ten_type_ds_not_stated,oth_ten_type_total,ten_type_ns_ds_sep_house,ten_ty_ns_ds_sd_ro_tce_h_t,ten_ty_ns_ds_flat_apart,ten_type_ns_ds_oth_dwell,ten_type_ns_ds_not_stated,ten_type_ns_total,total_ds_sep_house,total_ds_semid_ro_or_tce_h_th,total_ds_flat_apart,total_ds_oth_dwell,total_ds_not_stated,total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b5e,Carindale,"30301","5106","469","187","89","4","5858","5346","857","234","5","12","6466","1834","1224","464","9","26","3550","329","157","64","0","0","555","572","263","67","0","0","906","14","23","13","0","0","42","36","20","4","13","0","72","51","17","3","3","0","71","2842","1698","617","20","29","5198","39","15","61","0","0","115","644","232","149","23","7","1050","13972","3269","1249","137","54","18684"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b5d,Holland Park - Yeronga,"30302","4381","273","1084","20","18","5777","5696","620","1550","58","20","7944","2306","1253","5004","36","66","8660","273","263","1013","0","3","1561","1030","232","1109","18","17","2410","42","24","111","0","3","178","39","17","73","0","0","136","61","5","53","0","3","127","3759","1793","7365","58","89","13069","68","7","171","0","0","248","772","254","1196","34","41","2291","14669","2954","11366","166","165","29323"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b5c,Mt Gravatt,"30303","7037","368","167","103","14","7699","6988","771","311","18","24","8114","2338","1069","856","4","14","4281","462","83","295","0","8","852","1094","344","223","7","17","1683","40","65","49","0","0","164","88","49","42","315","4","496","70","17","19","0","3","102","4092","1623","1483","335","49","7575","113","55","28","3","0","206","844","184","173","173","23","1389","19074","3000","2160","630","111","24975"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b5b,Nathan,"30304","3709","107","84","0","8","3903","4197","265","196","0","15","4672","1514","504","611","5","17","2651","182","165","193","0","0","533","737","119","184","3","7","1052","24","19","31","0","0","75","43","30","18","0","3","94","37","5","5","0","0","55","2545","847","1039","8","27","4464","46","16","4","0","0","65","627","208","138","0","43","1024","11127","1444","1463","9","89","14129"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b5a,Rocklea - Acacia Ridge,"30305","4302","228","12","28","0","4578","7292","760","24","8","14","8091","2450","1173","87","0","4","3719","349","87","23","0","0","462","723","264","25","4","7","1014","30","37","0","0","0","71","94","46","7","23","0","173","48","16","0","0","0","64","3695","1622","142","28","12","5498","66","38","0","3","0","107","809","213","26","18","7","1073","16167","2856","201","88","36","19341"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b59,Mudgeeraba - Tallebudgera,"30905","2571","238","3","7","0","2822","4737","488","14","8","9","5256","800","432","12","0","4","1248","52","35","8","0","0","87","432","212","6","3","4","663","5","12","0","0","0","13","36","30","0","16","0","83","39","5","0","0","0","47","1363","721","29","23","5","2151","43","8","0","0","0","55","530","93","33","41","0","690","9246","1547","80","80","22","10968"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b58,Nerang,"30906","4209","949","144","139","6","5447","8634","986","171","11","11","9811","2072","1624","311","0","4","4013","299","146","89","0","0","537","783","550","102","3","8","1439","17","48","47","0","0","118","85","70","10","243","0","398","39","32","10","3","0","86","3296","2464","567","254","16","6591","76","173","37","0","0","285","1011","500","118","113","135","1882","17228","5070","1039","519","170","24023"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b57,Ormeau - Oxenford,"30907","6076","949","203","243","23","7494","13920","1353","166","40","28","15510","8204","2660","460","7","36","11367","156","86","9","0","4","254","1257","579","92","15","7","1943","37","29","10","0","0","78","164","68","18","35","5","291","80","18","3","6","5","116","9900","3440","583","59","59","14050","132","62","47","9","0","249","2214","660","136","92","20","3121","32245","6464","1140","446","133","40427"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b56,Outback - South,"31503","2432","3","6","925","101","3470","1506","3","0","62","19","1593","383","20","30","7","3","448","291","45","52","5","4","399","545","8","18","21","12","603","48","40","12","0","3","97","559","24","52","83","17","735","172","6","7","15","3","201","2004","141","178","126","41","2486","116","0","5","37","6","170","623","22","47","246","63","1005","6683","166","234","1402","229","8720"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b55,Buderim,"31601","4453","994","252","78","12","5783","6355","260","173","4","25","6820","2431","509","806","0","9","3762","76","81","98","0","0","255","689","128","168","3","13","999","19","41","12","0","0","75","50","40","22","22","3","135","56","10","6","0","0","76","3326","813","1105","33","25","5301","244","658","37","0","0","936","678","320","164","36","21","1214","15055","3049","1723","149","77","20053"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b54,Caloundra,"31602","7745","1726","1214","454","66","11211","7876","552","493","19","24","8962","3897","1030","1646","6","15","6592","271","212","259","0","3","749","1174","327","488","12","19","2012","26","43","49","0","0","116","80","54","38","99","3","279","79","24","35","0","0","141","5530","1695","2510","119","44","9888","105","205","53","12","6","377","998","323","455","70","31","1888","22254","4505","4725","683","164","32332"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b53,Maroochy,"31603","4107","956","1405","972","44","7483","4403","838","921","37","10","6209","1926","1409","2576","10","47","5964","108","248","369","0","6","733","801","422","759","20","16","2015","15","23","23","0","0","58","55","47","80","87","5","277","62","32","42","6","0","143","2956","2183","3849","129","71","9184","122","105","41","17","3","277","698","409","964","179","103","2353","12281","4483","7182","1329","232","25512"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b52,Noosa,"31605","4527","1022","387","227","21","6181","3923","402","211","8","28","4570","2052","788","535","7","27","3412","145","38","110","0","0","296","618","265","168","7","18","1077","8","9","3","0","0","19","40","18","10","45","8","119","54","20","17","0","3","90","2920","1143","838","55","55","5013","83","208","17","9","0","323","648","294","245","63","36","1288","12103","3072","1698","356","139","17374"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b51,Sunshine Coast Hinterland,"31606","6551","115","29","217","38","6952","6731","56","14","35","36","6872","1495","211","22","7","4","1735","90","41","26","0","0","159","1139","34","27","35","22","1253","15","14","8","0","0","32","134","0","3","67","8","207","118","3","0","5","3","131","2983","303","82","117","38","3520","109","70","9","8","3","197","1032","62","23","99","19","1223","17406","606","152","465","126","18764"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b50,Nambour,"31607","4291","382","52","216","26","4966","5705","158","49","21","18","5950","1382","370","292","6","18","2064","129","118","120","0","0","364","777","57","81","20","12","948","22","21","48","0","0","92","54","17","11","168","0","243","50","3","14","5","0","77","2413","586","559","197","35","3795","97","113","16","9","3","236","776","118","96","147","21","1160","13280","1358","772","593","107","16106"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b4f,Noosa Hinterland,"31608","3090","15","21","96","17","3240","3093","15","23","16","11","3156","600","9","29","3","5","642","31","3","11","0","0","49","461","6","16","13","12","510","7","0","0","0","0","7","37","0","0","23","7","67","44","0","0","7","0","48","1180","17","63","41","20","1330","52","0","0","3","4","61","498","11","11","59","33","608","7914","54","115","217","91","8387"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b4e,Charters Towers - Ayr - Ingham,"31801","5958","38","101","836","60","6978","3877","11","34","39","15","3971","1415","40","438","8","5","1904","599","38","117","3","0","757","998","18","72","24","7","1122","74","9","69","3","0","146","415","17","40","68","11","546","204","8","13","13","0","246","3705","130","749","114","26","4724","140","4","11","24","0","177","1252","33","154","214","105","1748","14923","209","1041","1219","202","17599"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b4d,Townsville,"31802","13442","771","560","927","48","15745","21955","634","537","73","49","23243","9844","3340","2602","22","47","15855","1504","757","385","5","3","2655","3544","696","510","33","28","4807","101","80","95","0","0","278","1486","119","128","121","17","1868","224","52","41","8","7","334","16693","5047","3758","190","97","25793","388","145","34","23","8","606","3744","848","905","285","131","5918","56224","7448","5789","1496","335","71298"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b4c,Bundaberg,"31901","11311","587","255","1092","41","13281","9223","125","134","39","25","9549","4093","700","758","25","18","5594","428","385","191","0","3","1006","2138","189","239","25","20","2617","41","60","74","0","0","170","278","48","57","166","12","564","186","19","27","13","3","243","7158","1404","1340","235","59","10192","287","122","36","11","9","464","2119","292","245","362","42","3052","30087","2528","2005","1735","179","36541"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b4b,Burnett,"31902","7189","24","23","510","34","7781","4921","25","18","80","22","5069","2035","189","259","6","11","2506","414","66","86","4","4","568","1317","14","41","36","11","1425","69","17","53","0","0","138","364","8","34","128","7","548","191","5","15","15","5","232","4387","299","494","195","39","5418","144","0","3","10","3","160","1602","57","80","316","22","2079","18244","407","619","1115","119","20503"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b4a,Gympie - Cooloola,"31903","6880","90","38","576","28","7613","5642","40","13","72","20","5786","2201","340","149","36","13","2736","150","119","40","0","3","311","1335","112","74","31","15","1565","18","28","32","0","0","77","165","20","29","59","10","288","123","9","8","11","0","150","3997","630","330","134","43","5135","100","15","22","14","0","157","1432","119","93","258","31","1938","18046","895","503","1056","122","20617"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b49,Hervey Bay,"31904","7837","483","191","883","78","9472","5218","185","47","47","23","5532","2941","931","337","8","26","4244","219","352","14","0","0","587","1088","217","75","22","26","1429","32","48","18","0","0","105","118","38","26","187","16","375","73","22","12","4","6","118","4474","1607","482","221","75","6861","186","103","73","19","8","391","1254","306","144","243","128","2077","18974","2692","935","1411","311","24326"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b48,Sunnybank,"30306","4706","328","20","10","15","5071","4382","620","18","4","7","5022","1859","1001","23","0","13","2903","191","67","7","0","0","259","905","328","8","5","8","1253","42","37","4","0","3","90","107","85","0","55","0","247","43","20","0","3","0","66","3144","1541","45","64","30","4822","67","28","21","0","11","128","651","296","25","8","67","1054","12951","2809","127","87","126","16105"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b47,Centenary,"30401","3615","214","16","0","0","3840","4676","207","9","3","4","4892","1263","247","5","0","3","1510","31","0","0","0","0","31","377","92","4","0","3","468","15","14","0","0","0","27","37","5","0","0","0","47","21","4","0","0","0","30","1738","355","10","3","3","2107","32","4","21","0","0","58","247","48","8","0","0","306","10306","827","56","4","7","11207"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b46,Kenmore - Brookfield - Moggill,"30402","5413","218","26","0","7","5666","6493","64","14","3","7","6582","1381","88","22","0","5","1488","15","0","0","0","0","15","499","27","11","0","3","538","14","27","0","0","0","40","44","3","0","0","0","49","55","3","0","0","0","56","2011","143","30","3","10","2189","60","49","0","0","0","115","481","37","3","0","5","528","14456","515","68","11","29","15079"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b45,Sherwood - Indooroopilly,"30403","3679","303","1136","0","8","5125","3258","307","977","3","13","4560","1430","591","3711","7","40","5778","24","84","168","0","0","275","594","152","932","3","17","1705","13","7","16","0","0","36","48","9","70","0","4","137","38","0","31","0","0","70","2151","852","4935","6","66","8006","40","16","76","0","7","136","353","112","598","0","64","1133","9484","1588","7725","12","155","18962"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b44,The Gap - Enoggera,"30404","4897","218","214","3","9","5334","6084","172","306","0","9","6568","1854","233","671","0","9","2767","465","30","353","0","3","847","589","48","133","0","3","765","11","21","69","0","0","100","509","60","49","0","0","617","37","0","9","0","0","46","3458","399","1277","0","14","5150","69","106","36","0","0","209","481","111","173","3","12","784","14990","1001","2004","9","46","18045"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b43,Brisbane Inner,"30501","1547","171","2911","34","33","4691","1369","202","3512","7","18","5109","969","412","10348","22","69","11825","14","110","911","0","4","1034","555","124","2892","5","42","3618","18","5","295","3","3","321","25","8","305","7","5","351","24","8","149","0","0","180","1600","676","14894","36","123","17331","34","4","136","8","0","186","425","145","2915","197","157","3830","4972","1205","24355","287","331","31151"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b42,Brisbane Inner - East,"30502","2401","287","437","0","5","3132","3686","689","694","0","12","5082","1470","1040","2242","3","18","4783","89","160","365","0","3","618","488","177","436","0","5","1105","9","3","9","0","0","21","34","7","21","0","0","63","37","6","18","0","0","58","2129","1395","3097","3","30","6656","28","6","13","0","0","53","510","175","496","0","19","1200","8755","2560","4734","7","67","16122"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b41,Brisbane Inner - North,"30503","4961","427","1695","21","14","7110","5921","594","2686","14","35","9246","2461","1136","8630","17","59","12303","64","82","787","0","0","933","922","264","1799","3","24","3009","26","17","205","0","0","251","48","32","168","3","3","248","55","12","87","0","0","148","3574","1540","11674","22","89","16894","83","36","89","0","0","210","815","200","1981","23","137","3155","15350","2794","18119","88","266","36610"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b40,Brisbane Inner - West,"30504","4096","224","923","17","9","5277","4977","236","1104","12","5","6333","2181","414","3556","20","28","6206","30","46","120","0","0","198","782","94","909","7","16","1814","27","0","59","0","0","92","41","6","60","0","4","112","35","3","29","0","0","66","3098","574","4726","36","47","8488","47","9","37","0","7","98","634","79","751","107","38","1610","12866","1112","7545","167","112","21802"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b3f,Cairns - North,"30601","4084","231","285","411","43","5057","6829","307","297","15","22","7473","2537","757","1119","4","38","4464","140","56","50","0","4","249","874","234","310","12","33","1461","11","4","13","0","0","26","113","13","34","87","7","250","48","13","28","3","3","97","3723","1079","1557","105","76","6542","59","5","5","6","3","79","1092","177","340","106","31","1749","15778","1798","2489","651","185","20903"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b3e,Cairns - South,"30602","6654","421","849","342","35","8303","9603","438","924","28","24","11021","3833","1434","3795","24","36","9128","947","401","584","3","5","1943","1760","508","801","41","25","3125","83","84","54","0","0","227","277","93","154","150","25","692","108","32","48","6","4","201","7006","2546","5445","221","95","15320","143","171","38","13","8","368","2072","575","1552","350","227","4777","25480","4153","8808","960","390","39791"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b3d,Innisfail - Cassowary Coast,"30603","4486","21","62","780","78","5419","2979","17","32","49","29","3107","1116","119","412","55","13","1707","431","66","127","12","4","644","1053","42","109","54","22","1276","112","11","18","0","3","141","251","22","27","106","25","432","124","4","9","17","0","160","3091","257","703","244","62","4361","89","3","0","25","11","126","1076","46","185","287","77","1678","11715","344","992","1384","255","14693"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b3c,Port Douglas - Daintree,"30604","1116","96","63","429","29","1732","1066","96","64","21","15","1254","364","233","263","3","13","869","64","23","35","0","0","126","302","69","67","9","10","460","28","6","16","0","0","42","46","7","10","74","7","153","42","9","10","9","4","73","849","353","398","98","34","1725","20","11","3","6","0","43","397","78","140","105","16","736","3449","629","669","649","94","5489"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b3b,Tablelands (East) - Kuranda,"30605","5865","48","84","514","43","6556","4009","4","26","33","15","4087","1280","104","226","5","11","1619","305","89","127","0","0","521","1282","63","107","21","12","1486","83","18","32","0","0","136","222","18","19","139","11","403","163","9","11","18","0","202","3338","300","521","182","29","4376","105","3","3","16","0","141","1382","50","111","259","61","1854","14693","402","749","1012","152","17004"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b3a,Darling Downs (West) - Maranoa,"30701","5041","60","35","404","63","5602","3804","20","20","40","35","3924","1786","236","340","9","16","2375","319","57","51","0","9","444","1282","30","41","25","24","1404","40","23","13","0","0","88","889","28","48","66","25","1062","322","7","7","8","0","342","4637","389","500","112","74","5707","190","0","7","12","7","222","1866","109","135","200","37","2356","15535","584","699","772","217","17807"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b39,Darling Downs - East,"30702","5234","30","20","115","33","5429","4406","10","5","34","33","4479","1846","109","182","10","7","2147","107","32","40","0","0","183","1233","20","27","13","13","1305","24","53","13","0","0","92","459","9","9","44","26","547","199","5","3","3","3","218","3874","223","267","68","51","4487","112","8","9","7","6","145","1247","52","50","100","23","1474","14879","316","347","322","142","16012"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b38,Granite Belt,"30703","5758","143","34","139","28","6104","4350","42","13","25","26","4465","1775","322","164","8","15","2284","110","63","29","0","0","200","1056","70","45","19","13","1201","24","20","33","0","0","74","225","10","6","60","6","311","125","4","4","12","5","146","3314","491","286","100","38","4224","89","37","5","8","5","143","1032","82","49","100","14","1275","14546","793","379","378","109","16205"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b37,Central Highlands (Qld),"30801","1715","4","17","487","206","2432","2429","47","36","41","59","2608","1278","193","246","3","26","1747","355","33","67","0","18","471","580","34","44","22","29","712","29","3","8","0","3","45","1119","30","120","65","72","1404","146","0","8","14","8","176","3505","307","490","104","155","4558","144","0","0","40","9","200","1101","44","151","158","63","1519","8895","398","693","831","493","11311"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b36,Rockhampton,"30803","11653","321","242","945","40","13208","13770","168","153","71","36","14196","5570","979","824","19","31","7417","710","346","213","3","4","1284","2689","222","216","34","24","3179","97","172","91","0","3","364","314","49","41","160","18","588","209","31","25","13","6","283","9582","1798","1418","228","85","13114","182","104","63","29","14","397","2716","325","328","442","155","3968","37908","2723","2203","1724","322","44885"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b35,Biloela,"30804","1669","3","6","166","41","1874","1379","4","8","10","3","1410","433","31","73","0","3","534","159","4","32","0","0","197","474","9","22","8","3","505","14","8","3","0","3","30","272","15","59","47","4","400","96","3","3","5","0","114","1444","64","190","58","18","1776","58","3","0","4","3","66","452","18","38","88","8","601","4997","89","242","324","74","5730"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b34,Gladstone,"30805","4893","45","89","713","14","5756","7941","103","95","63","21","8221","3585","606","817","3","18","5032","414","113","185","5","0","708","1124","42","71","18","7","1260","55","43","21","0","0","118","284","22","51","104","14","476","116","8","9","15","3","151","5575","847","1151","137","44","7760","84","0","22","14","0","123","1360","164","298","212","11","2041","19856","1164","1654","1138","96","23905"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b33,Broadbeach - Burleigh,"30901","4580","1277","1813","162","20","7845","4550","1309","1375","7","19","7258","1412","1389","3101","14","21","5938","18","69","166","0","0","254","607","591","914","6","19","2135","4","5","29","0","0","43","45","43","114","46","3","252","57","31","44","0","0","134","2145","2133","4373","67","43","8755","68","21","49","3","3","148","747","453","1243","86","81","2610","12087","5196","8856","324","158","26628"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b32,Coolangatta,"30902","4005","1043","1386","370","18","6826","4656","938","945","11","10","6566","1074","977","2302","12","32","4398","117","169","303","0","0","593","570","406","745","8","15","1737","9","9","15","0","0","37","34","47","70","15","5","176","45","24","46","5","3","123","1843","1643","3487","36","49","7065","43","40","35","4","0","127","654","355","951","115","22","2102","11204","4016","6809","539","104","22675"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b31,Gold Coast - North,"30903","4723","1808","1386","286","39","8243","4021","2029","879","13","29","6975","1657","2761","2322","4","22","6765","81","419","258","0","10","775","637","1003","666","11","11","2326","17","81","68","0","0","163","97","141","61","37","12","338","43","53","50","3","0","147","2528","4454","3423","52","59","10519","56","67","61","7","3","196","813","783","752","78","28","2445","12137","9150","6502","432","156","28384"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b30,Gold Coast Hinterland,"30904","2134","31","4","46","8","2226","2907","11","4","23","10","2949","535","13","7","9","0","565","5","0","0","0","0","7","388","7","7","17","5","418","3","0","0","0","0","3","50","0","0","27","0","76","48","0","0","3","0","50","1030","22","16","47","7","1125","41","3","0","3","0","41","597","9","4","42","0","653","6706","78","34","161","20","6997"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b2f,Jimboomba,"31104","2839","45","0","6","9","2896","7919","33","0","8","21","7981","1483","94","0","0","0","1571","16","0","0","0","0","16","502","6","0","0","9","517","5","0","0","0","0","7","40","0","0","0","0","38","46","0","0","0","0","43","2086","95","0","4","11","2197","72","0","0","0","0","68","969","16","0","3","8","992","13883","185","3","22","42","14138"
