sa3_name16,sa3_code16,hh_in_p_1_f_hh_c_f_n_c_n_u_2,hh_in_p_1_f_hh_c_f_n_c_n_u_3,hh_in_p_1_f_hh_c_f_n_c_n_u_4,hh_in_p_1_f_hh_c_f_n_c_n_u_5,hh_in_p_1_f_h_c_f_n_c_n_u_6ov,hh_in_p_1_f_hh_c_f_no_ch_tot,hh_in_p_1_f_hh_c_f_ch_nu_ur_3,hh_in_p_1_f_hh_c_f_ch_nu_ur_4,hh_in_p_1_f_hh_c_f_ch_nu_ur_5,hh_i_p_1_f_h_c_f_ch_nu_ur_6ov,hh_in_pe_1_fa_hh_co_fa_ch_tot,hh_in_p_1_f_h_1_pa_f_nu_ur_2,hh_in_p_1_f_h_1_pa_f_nu_ur_3,hh_in_p_1_f_h_1_pa_f_nu_ur_4,hh_in_p_1_f_h_1_pa_f_nu_ur_5,hh_in_p_1_f_h_1_pa_f_n_ur_6ov,hh_in_p_1_f_h_1_pa_f_tot,hh_in_p_1_fa_hh_ot_fa_nu_ur_2,hh_in_p_1_fa_hh_ot_fa_nu_ur_3,hh_in_p_1_fa_hh_ot_fa_nu_ur_4,hh_in_p_1_fa_hh_ot_fa_nu_ur_5,hh_in_p_1_fa_hh_ot_f_n_ur_6ov,hh_in_pe_1_fa_hh_other_fa_tot,hh_in_pe_1_fa_hh_tot_nu_ur_2,hh_in_pe_1_fa_hh_tot_nu_ur_3,hh_in_pe_1_fa_hh_tot_nu_ur_4,hh_in_pe_1_fa_hh_tot_nu_ur_5,hh_in_pe_1_fa_hh_tot_n_ur_6ov,hh_in_pe_1_fa_hh_tot_tot,hhd_in_pe_mu_fa_hhd_nu_ur_4,hhd_in_pe_mu_fa_hhd_nu_ur_5,hhd_in_pe_mu_fa_hhd_n_ur_6ov,hhd_in_pe_mu_fa_hhd_tot,hhd_in_pe_totfa_hhd_nu_ur_2,hhd_in_pe_totfa_hhd_nu_ur_3,hhd_in_pe_totfa_hhd_nu_ur_4,hhd_in_pe_totfa_hhd_nu_ur_5,hhd_in_pe_totfa_hhd_n_ur_6ov,hhd_in_pe_totfa_hhd_tot,hhd_in_pe_lo_per_hhd_nu_ur_1,hhd_in_pe_lo_per_hhd_tot,hhd_in_pe_gr_hh_nu_ur_2,hhd_in_pe_gr_hh_nu_ur_3,hhd_in_pe_gr_hh_nu_ur_4,hhd_in_pe_gr_hh_nu_ur_5,hhd_in_pe_gr_hh_n_ur_6ov,hhd_in_pe_gr_hh_tot,hhd_in_pe_tot_nu_ur_1,hhd_in_pe_tot_nu_ur_2,hhd_in_pe_tot_nu_ur_3,hhd_in_pe_tot_nu_ur_4,hhd_in_pe_tot_nu_ur_5,hhd_in_pe_tot_nu_ur_6_more,hhd_in_pe_tot_tot,ot_hh_1_f_hh_c_f_no_c_nu_ur_2,ot_hh_1_f_hh_c_f_no_c_nu_ur_3,ot_hh_1_f_hh_c_f_no_c_nu_ur_4,ot_hh_1_f_hh_c_f_no_c_nu_ur_5,ot_hh_1_f_hh_c_f_n_c_n_ur_6ov,ot_hh_1_f_hh_c_f_no_c_tot,ot_hh_1_f_hh_c_f_ch_nu_ur_3,ot_hh_1_f_hh_c_f_ch_nu_ur_4,ot_hh_1_f_hh_c_f_ch_nu_ur_5,ot_hh_1_f_hh_c_f_ch_n_ur_6ov,ot_hh_1_f_hh_c_f_with_ch_tot,ot_hh_1_f_hh_1_pa_f_nu_ur_2,ot_hh_1_f_hh_1_pa_f_nu_ur_3,ot_hh_1_f_hh_1_pa_f_nu_ur_4,ot_hh_1_f_hh_1_pa_f_nu_ur_5,ot_hh_1_f_hh_1_pa_f_n_ur_6ov,ot_hh_1_f_hh_1_parent_f_tot,ot_hh_one_fa_hh_ot_fa_nu_ur_2,ot_hh_one_fa_hh_ot_fa_nu_ur_3,ot_hh_one_fa_hh_ot_fa_nu_ur_4,ot_hh_one_fa_hh_ot_fa_nu_ur_5,ot_hh_1_fa_hh_ot_fa_n_ur_6ov,ot_hh_one_fa_hhd_other_fa_tot,ot_hh_one_fa_hhd_tot_nu_ur_2,ot_hh_one_fa_hhd_tot_nu_ur_3,ot_hh_one_fa_hhd_tot_nu_ur_4,ot_hh_one_fa_hhd_tot_nu_ur_5,ot_hh_one_fa_hhd_tot_n_ur_6ov,ot_hh_one_fa_hhd_tot_tot,ot_hh_multiple_fa_hhd_nu_ur_4,ot_hh_multiple_fa_hhd_nu_ur_5,ot_hh_multiple_fa_hh_nu_u_6ov,ot_hh_multiple_fa_hhd_tot,ot_hh_totfa_hhd_nu_ur_2,ot_hh_totfa_hhd_nu_ur_3,ot_hh_totfa_hhd_nu_ur_4,ot_hh_totfa_hhd_nu_ur_5,ot_hh_totfa_hhd_nu_ur_6_more,ot_hh_totfa_hhd_tot,ot_hh_lo_per_hhd_nu_ur_1,ot_hh_lo_per_hhd_tot,ot_hh_gr_hh_nu_ur_2,ot_hh_gr_hh_nu_ur_3,ot_hh_gr_hh_nu_ur_4,ot_hh_gr_hh_nu_ur_5,ot_hh_gr_hh_nu_u_6ov,ot_hh_gr_hh_tot,ot_hh_tot_nu_ur_1,ot_hh_tot_nu_ur_2,ot_hh_tot_nu_ur_3,ot_hh_tot_nu_ur_4,ot_hh_tot_nu_ur_5,ot_hh_tot_nu_ur_6_more,ot_hh_tot_tot
Wagga Wagga,11303,333,38,4,0,0,376,187,200,135,94,617,186,193,130,66,29,618,16,12,0,0,0,29,538,423,332,204,129,1631,7,19,20,44,538,423,344,220,148,1677,343,343,79,13,3,0,0,96,343,616,440,347,221,148,2117,8821,256,30,3,6,9119,2855,3373,1832,756,8814,1546,962,435,132,63,3135,254,60,11,0,0,325,10621,4125,3847,1968,822,21389,79,78,106,258,10621,4125,3930,2044,925,21643,8789,8789,796,199,73,20,14,1092,8789,11420,4321,3998,2058,939,31523
Shoalhaven,11401,365,49,8,3,0,421,221,262,173,109,766,195,229,136,68,25,658,21,10,4,0,0,39,588,504,411,248,136,1880,22,32,48,111,588,504,437,277,189,1989,343,343,69,13,3,0,0,88,343,662,510,442,277,188,2427,11776,346,43,4,3,12171,2793,3144,1376,542,7851,1765,1128,430,150,49,3517,213,39,3,0,0,262,13755,4304,3622,1522,596,23800,132,132,190,451,13755,4304,3755,1656,782,24252,10551,10551,803,71,20,7,3,897,10551,14558,4377,3771,1663,786,35702
Southern Highlands,11402,87,6,3,0,0,95,44,71,33,21,166,25,29,25,10,3,92,4,0,0,0,0,7,120,79,99,46,22,364,7,8,8,24,120,79,105,52,33,382,46,46,9,0,0,0,0,12,46,129,77,104,52,33,439,5577,174,18,7,0,5766,1513,1875,904,330,4621,748,520,206,70,24,1571,103,9,0,0,0,114,6427,2208,2097,979,356,12071,82,72,134,284,6427,2208,2179,1057,488,12362,4596,4596,321,30,15,3,3,371,4596,6747,2238,2194,1058,485,17325
Baulkham Hills,11501,40,4,0,3,0,47,35,61,34,16,148,10,13,4,3,3,29,0,0,0,0,0,0,44,57,65,35,20,225,0,3,9,7,44,57,65,38,26,230,20,20,7,3,3,0,0,15,20,51,56,66,38,25,264,9557,443,66,26,6,10088,6627,10541,4227,1218,22613,1557,1333,458,125,39,3504,281,50,11,5,0,346,11383,8452,11072,4383,1255,36552,294,491,907,1689,11383,8452,11367,4872,2164,38240,5598,5598,376,124,39,35,42,622,5598,11758,8575,11408,4908,2203,44456
Dural - Wisemans Ferry,11502,10,0,0,0,0,12,9,19,13,4,42,3,8,0,0,0,10,0,0,0,0,0,0,20,17,19,13,3,73,0,0,3,4,20,17,17,13,11,75,7,7,3,0,0,0,0,3,7,23,17,17,13,11,90,1929,103,16,3,0,2058,861,1375,806,362,3407,262,237,90,27,6,626,49,4,5,0,0,53,2241,1204,1487,840,375,6150,70,91,246,405,2241,1204,1550,932,623,6558,1095,1095,102,15,5,3,0,128,1095,2343,1217,1555,937,627,7777
Hawkesbury,11503,50,4,0,0,0,60,42,55,25,28,150,16,10,12,4,0,42,0,0,0,0,0,0,73,55,65,25,28,242,11,6,16,31,73,55,74,34,39,275,23,23,11,0,0,0,0,8,23,83,52,74,34,39,313,1961,99,10,8,3,2082,905,1278,630,236,3049,271,205,88,32,11,606,25,7,0,0,0,38,2262,1223,1377,664,245,5772,62,66,153,276,2262,1223,1431,729,402,6048,1175,1175,99,16,4,0,0,117,1175,2366,1237,1440,732,402,7339
Rouse Hill - McGraths Hill,11504,23,3,0,0,0,31,19,33,26,15,91,7,3,10,3,3,25,0,0,0,0,0,0,30,29,42,29,18,147,0,0,8,13,30,29,47,31,30,163,17,17,4,0,0,0,0,8,17,31,30,43,31,30,187,1726,104,17,3,0,1853,1283,2393,1183,384,5241,278,284,130,34,10,739,47,9,4,0,0,61,2054,1678,2551,1213,393,7894,62,117,226,407,2054,1678,2616,1328,621,8299,959,959,90,25,9,3,0,131,959,2150,1708,2628,1332,621,9390
Blacktown,11601,155,22,4,0,0,181,119,135,80,49,376,132,116,84,35,33,405,27,3,0,0,0,30,308,258,224,113,84,997,19,30,42,84,308,258,242,139,127,1083,187,187,48,18,3,3,0,70,187,354,274,250,143,126,1332,7423,612,144,38,19,8233,5540,7114,2913,1428,17001,2333,1666,725,258,147,5126,448,141,19,19,10,632,10200,7950,8006,3226,1602,30988,316,489,1052,1858,10200,7950,8318,3714,2658,32845,7442,7442,816,176,97,44,40,1169,7442,11017,8128,8420,3763,2691,41455
Blacktown - North,11602,90,5,0,0,0,98,61,81,54,33,226,36,41,30,12,14,127,10,6,0,0,0,17,127,113,112,64,50,465,7,7,19,31,127,113,114,67,68,493,39,39,13,5,0,0,0,24,39,143,121,117,71,67,557,4257,288,56,14,8,4616,4086,6812,2544,946,14393,993,992,406,110,52,2546,165,51,8,3,0,232,5411,5419,7287,2674,1001,21784,207,333,714,1252,5411,5419,7492,3000,1712,23035,2734,2734,295,73,27,18,30,448,2734,5713,5487,7517,3022,1741,26214
Mount Druitt,11603,183,31,5,0,0,222,146,165,125,119,553,187,261,190,106,96,846,26,7,0,3,0,42,394,452,364,236,209,1653,31,45,70,139,394,452,390,274,283,1792,230,230,62,4,4,0,0,69,230,459,454,395,274,283,2089,4487,406,73,10,11,4983,3686,4815,2726,1689,12923,1856,1479,898,406,251,4887,321,94,24,4,3,447,6664,5664,5807,3152,1952,23239,231,370,939,1545,6664,5664,6044,3523,2891,24786,4858,4858,502,78,28,9,3,626,4858,7160,5745,6075,3535,2896,30270
Botany,11701,67,4,0,0,0,71,32,42,17,13,99,33,32,23,6,0,95,17,0,0,0,0,14,110,67,73,27,9,285,4,3,9,12,110,67,76,27,23,301,81,81,23,6,0,0,0,32,81,133,79,76,26,23,416,3084,313,118,34,22,3572,1830,2337,843,267,5280,817,541,193,52,13,1623,219,59,20,3,8,318,4127,2742,2675,937,306,10792,81,114,192,386,4127,2742,2755,1055,502,11181,3704,3704,701,265,106,39,18,1131,3704,4829,3006,2858,1093,520,16013
Sydney Inner City,11703,201,24,4,5,3,230,55,37,13,10,117,143,119,40,13,11,320,25,6,3,0,0,37,369,202,87,30,19,709,9,8,7,22,369,202,96,34,26,730,484,484,125,47,19,5,4,209,484,498,248,117,48,33,1426,22541,1688,910,292,178,25614,4943,3512,783,196,9430,2312,981,283,60,37,3681,1063,343,145,48,55,1652,25915,7957,4844,1185,469,40373,188,138,202,530,25915,7957,5028,1326,672,40896,31929,31929,7306,3262,1851,639,494,13551,31929,33222,11220,6884,1962,1158,86375
Marrickville - Sydenham - Petersham,11702,58,3,0,0,0,71,31,35,10,3,81,26,29,12,4,10,81,11,5,3,0,0,14,92,67,53,15,10,239,5,5,8,16,92,67,56,23,22,261,74,74,37,19,12,3,0,76,74,130,88,69,26,22,413,4526,371,118,33,15,5056,1970,2061,584,203,4814,928,518,150,44,27,1669,235,66,31,8,4,334,5683,2918,2353,664,248,11878,76,93,182,351,5683,2918,2428,759,427,12227,5436,5436,1402,613,251,77,33,2376,5436,7084,3536,2686,840,467,20038
Eastern Suburbs - North,11801,45,3,0,0,0,57,26,28,9,0,71,20,13,3,3,0,41,0,0,0,0,0,4,68,46,35,13,0,166,0,0,0,0,68,46,34,17,3,167,49,49,34,11,3,0,0,48,49,107,57,40,14,3,268,12024,625,175,37,23,12880,4646,5254,2045,486,12437,1891,1031,304,54,12,3292,460,100,20,3,5,586,14381,6398,5746,2144,522,29197,113,87,138,341,14381,6398,5859,2230,662,29536,14034,14034,3051,1043,390,82,42,4614,14034,17430,7443,6256,2315,710,48186
Eastern Suburbs - South,11802,104,18,5,0,0,117,67,69,39,19,189,102,89,32,15,10,248,22,7,0,0,0,27,224,173,104,54,33,588,15,11,21,47,224,173,118,63,54,626,191,191,60,21,16,0,0,92,191,281,195,128,62,54,918,10347,799,272,68,47,11532,4948,6288,2171,565,13971,2295,1232,363,87,42,4029,711,172,53,13,8,961,13347,7161,6982,2344,655,30480,191,193,282,661,13347,7161,7168,2531,935,31140,12904,12904,3001,1389,602,270,146,5411,12904,16352,8548,7772,2804,1079,49455
Bankstown,11901,83,11,3,0,0,97,55,68,49,23,198,66,64,34,13,8,193,14,3,0,0,0,21,168,135,104,65,33,502,3,6,18,31,168,135,105,74,56,537,127,127,30,3,0,3,0,35,127,190,136,110,74,56,693,8307,654,137,41,20,9159,5789,8037,4508,2740,21081,2868,2205,1104,484,262,6921,582,162,37,13,5,793,11764,8799,9313,5044,3025,37952,389,524,1412,2325,11764,8799,9703,5569,4438,40276,10038,10038,780,220,70,33,31,1141,10038,12547,9021,9778,5610,4471,51460
Canterbury,11902,41,7,0,0,0,51,37,35,19,15,100,32,23,19,3,10,97,6,4,0,0,0,11,85,70,57,26,24,258,6,3,9,21,85,70,60,31,38,285,63,63,19,0,0,0,0,25,63,101,72,67,31,38,376,7153,782,197,49,36,8216,5253,6394,3146,1851,16634,2447,1525,705,246,157,5081,509,141,50,18,21,744,10116,7703,7343,3457,2063,30675,340,418,941,1690,10116,7703,7682,3873,2999,32371,7614,7614,1092,322,242,123,108,1882,7614,11208,8018,7924,3998,3109,41871
Hurstville,11903,46,7,4,0,0,52,17,47,15,13,103,43,29,19,3,6,98,16,3,3,0,0,17,99,56,67,24,20,272,0,7,11,22,99,56,73,31,34,294,60,60,18,4,5,0,3,31,60,119,64,73,31,31,386,8023,877,353,96,68,9416,5025,6613,2690,1031,15356,2116,1507,580,190,91,4491,467,136,48,21,13,680,10605,7545,7588,2996,1201,29937,346,474,943,1761,10605,7545,7931,3473,2140,31698,8520,8520,1037,422,213,84,48,1810,8520,11647,7965,8146,3560,2186,42031
Kogarah - Rockdale,11904,74,17,10,4,0,105,39,40,26,13,116,42,30,16,0,0,97,3,0,0,0,0,12,125,91,61,27,14,322,5,9,16,27,125,91,66,36,33,348,70,70,45,4,0,0,0,53,70,163,96,70,36,33,466,9555,1070,520,109,73,11325,5547,6223,2550,1021,15341,2439,1486,550,172,48,4701,633,158,58,26,13,887,12632,8258,7353,2864,1151,32257,399,452,818,1664,12632,8258,7750,3311,1967,33922,10531,10531,1646,567,264,115,74,2670,10531,14278,8831,8020,3423,2046,47124
Canada Bay,12001,42,4,0,0,0,49,18,26,11,3,60,24,17,5,8,4,46,0,0,0,0,0,3,64,40,35,18,8,157,0,3,4,5,64,40,34,22,11,163,30,30,22,11,3,0,0,35,30,85,45,35,22,11,228,7685,544,172,25,21,8450,3828,4537,1424,355,10144,1456,875,250,57,15,2651,355,85,25,4,3,470,9493,5338,4986,1510,390,21712,166,176,253,588,9493,5338,5149,1684,639,22302,6917,6917,1172,443,134,34,19,1803,6917,10668,5775,5285,1721,663,31021
Leichhardt,12002,53,7,0,0,0,60,20,29,6,3,63,31,16,13,3,0,69,9,3,0,0,0,12,96,46,37,11,11,202,3,0,5,6,96,46,45,11,15,209,79,79,22,9,7,0,0,35,79,114,59,44,11,15,320,5259,241,55,10,3,5564,2403,3010,763,132,6305,883,533,125,18,6,1563,170,49,5,0,0,228,6313,3229,3194,789,137,13653,41,60,40,148,6313,3229,3237,843,180,13802,6019,6019,850,357,128,32,10,1374,6019,7164,3587,3359,874,188,21195
Strathfield - Burwood - Ashfield,12003,84,6,0,0,0,99,28,40,19,14,103,45,31,19,9,11,116,7,3,0,0,0,17,142,74,62,35,23,325,0,8,6,13,142,74,67,39,27,344,101,101,44,15,3,6,4,72,101,178,91,67,41,33,512,9892,1187,574,173,99,11927,5990,6951,2534,869,16331,2586,1553,485,147,74,4848,670,213,83,42,30,1039,13142,8945,8093,2889,1071,34146,343,395,699,1433,13142,8945,8441,3283,1772,35584,11597,11597,2444,1061,561,243,194,4501,11597,15586,10003,9004,3530,1963,51676
Chatswood - Lane Cove,12101,35,9,3,0,0,49,15,11,6,0,34,9,4,0,0,0,14,3,0,0,0,0,3,50,22,18,10,4,103,0,0,3,3,50,22,20,10,8,106,25,25,8,0,0,0,0,12,25,51,26,18,10,8,142,9396,557,147,35,29,10168,5216,6534,2359,509,14622,1733,1080,330,64,19,3221,442,80,19,4,3,552,11575,6937,7026,2464,559,28564,159,182,294,633,11575,6937,7185,2646,849,29199,9254,9254,1385,404,142,54,26,2017,9254,12960,7347,7328,2702,883,40469
Hornsby,12102,33,0,3,0,0,39,21,35,23,8,85,14,13,7,0,0,35,3,0,0,0,0,3,45,34,45,26,8,165,0,3,3,7,45,34,50,31,15,176,24,24,20,10,3,0,0,30,24,70,45,48,31,15,234,5852,341,76,12,9,6287,3965,5298,1901,509,11675,1294,826,294,76,26,2505,244,42,17,3,0,303,7386,5177,5682,1993,546,20780,147,197,327,675,7386,5177,5830,2189,873,21452,5077,5077,494,95,33,5,3,635,5077,7885,5273,5856,2197,877,27164
Ku-ring-gai,12103,20,3,0,0,0,22,14,23,6,4,48,3,3,5,0,0,15,0,0,0,0,0,0,22,20,28,6,4,87,4,0,3,3,22,20,29,10,7,96,4,4,3,7,4,0,0,11,4,28,26,32,9,7,115,8983,336,52,10,4,9393,5169,8440,3504,882,18006,1501,1056,380,89,21,3048,292,55,5,4,0,357,10775,6621,8881,3612,908,30797,179,269,469,920,10775,6621,9059,3883,1375,31717,6155,6155,418,85,41,20,11,581,6155,11196,6711,9103,3905,1390,38453
North Sydney - Mosman,12104,44,5,0,0,0,52,15,12,3,4,36,8,0,0,0,0,14,3,3,0,0,0,3,62,26,15,3,4,105,0,0,0,0,62,26,15,3,5,102,43,43,21,3,0,0,0,29,43,87,23,15,3,5,175,11484,358,91,13,3,11954,3981,3792,1161,244,9175,1472,785,162,35,4,2457,369,77,10,5,0,462,13326,5203,4052,1213,256,24048,75,66,64,200,13326,5203,4126,1279,319,24247,13497,13497,1655,473,74,24,3,2228,13497,14980,5675,4198,1298,324,39976
Manly,12201,19,4,0,0,0,23,10,15,6,3,29,4,4,3,0,0,12,0,0,0,0,0,3,29,11,18,6,3,71,3,0,0,5,29,11,22,6,3,72,13,13,4,0,0,0,0,7,13,29,14,20,6,3,94,4094,182,52,10,3,4347,1683,2462,924,159,5225,549,392,100,21,4,1062,88,39,3,0,0,132,4733,2292,2619,955,171,10764,34,43,29,103,4733,2292,2646,1000,195,10870,3665,3665,623,238,54,17,3,932,3665,5354,2526,2700,1023,205,15469
Pittwater,12202,35,4,0,0,0,39,17,36,22,17,85,5,12,3,0,0,24,0,0,0,0,0,0,46,34,36,23,17,152,8,4,8,15,46,34,41,23,24,169,16,16,6,3,0,0,0,11,16,48,38,47,29,24,195,5268,223,42,4,0,5532,2252,3760,1536,423,7964,812,593,240,63,18,1729,100,15,4,3,0,123,6186,3088,4040,1604,446,15356,121,148,227,493,6186,3088,4158,1754,669,15847,4112,4112,318,64,21,5,3,415,4112,6499,3149,4177,1762,668,20369
Warringah,12203,90,6,0,0,0,97,43,80,33,10,175,9,27,11,0,0,47,3,0,0,0,0,4,106,72,90,40,15,321,8,12,14,37,106,72,102,52,29,362,71,71,12,4,3,3,0,27,71,119,79,110,52,29,459,11606,634,149,30,13,12429,5902,9405,3672,983,19954,2149,1509,504,127,40,4329,372,65,12,3,6,461,14127,8111,10065,3826,1045,37176,307,353,616,1272,14127,8111,10373,4180,1657,38444,11259,11259,1253,284,74,30,11,1649,11259,15376,8397,10443,4211,1673,51355
Camden,12301,109,11,5,0,0,118,89,135,69,59,350,44,36,32,5,3,121,8,3,3,0,0,16,151,141,173,74,61,604,9,16,25,47,151,141,176,96,83,650,59,59,9,5,0,0,0,16,59,165,142,176,96,83,725,4054,218,14,4,0,4296,2460,3911,1763,624,8761,801,787,351,108,41,2089,100,33,11,0,0,142,4964,3505,4284,1871,663,15279,133,163,266,563,4964,3505,4417,2029,927,15841,2656,2656,221,37,10,4,4,272,2656,5180,3536,4431,2033,934,18777
Campbelltown (NSW),12302,305,32,7,0,0,345,206,272,182,139,794,244,274,209,101,67,897,41,13,4,3,0,53,589,525,493,282,205,2097,17,50,75,139,589,525,518,328,277,2233,267,267,68,17,3,3,0,91,267,657,542,522,331,277,2598,9197,568,98,22,5,9893,5857,7263,3222,1824,18169,3072,2299,1101,424,222,7115,465,91,24,6,0,589,12735,8813,8492,3676,2055,35765,375,514,1030,1923,12735,8813,8865,4191,3085,37688,8970,8970,871,117,47,22,12,1070,8970,13605,8934,8913,4211,3088,47727
Wollondilly,12303,89,8,5,0,0,97,68,93,66,34,262,34,26,22,16,3,101,3,0,0,0,0,3,126,104,116,88,38,473,11,9,26,45,126,104,128,96,67,516,53,53,15,0,0,0,0,16,53,139,104,130,99,67,581,3195,147,11,0,0,3354,1475,2061,1125,473,5135,489,370,203,51,22,1135,63,16,3,0,0,90,3745,2011,2275,1176,500,9707,94,100,249,439,3745,2011,2365,1273,742,10148,1987,1987,156,27,0,0,0,179,1987,3900,2031,2370,1273,748,12312
Blue Mountains,12401,133,12,3,0,0,142,101,118,65,48,330,60,61,32,22,10,185,5,0,0,0,0,12,195,175,152,90,58,668,9,13,26,48,195,175,161,103,80,716,93,93,27,0,0,3,0,36,93,219,178,162,105,82,841,7481,213,20,3,5,7720,2888,3584,1557,546,8571,1436,919,317,85,30,2784,174,23,7,0,0,206,9093,4048,3928,1643,577,19285,111,114,122,356,9093,4048,4046,1761,701,19640,7264,7264,704,75,26,6,4,816,7264,9797,4127,4066,1769,704,27722
Blue Mountains - South,12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penrith,12403,300,44,14,4,0,361,256,342,212,123,934,189,211,148,34,37,617,15,5,8,3,0,32,502,511,506,254,162,1941,26,34,73,135,502,511,536,296,230,2079,278,278,85,8,5,0,0,100,278,595,526,542,296,230,2459,9586,515,81,3,6,10184,5241,6890,3098,1325,16555,2453,1910,800,249,97,5510,379,71,19,6,0,470,12417,7732,7787,3357,1431,32718,304,344,622,1266,12417,7732,8090,3701,2051,33987,8789,8789,868,138,40,15,6,1058,8789,13279,7872,8126,3711,2057,43837
Richmond - Windsor,12404,107,10,3,0,0,122,68,90,60,50,268,53,62,38,14,12,176,5,4,0,0,0,12,167,141,126,81,60,578,12,9,39,56,167,141,135,91,100,632,80,80,23,10,0,0,0,37,80,197,154,140,92,102,748,2305,147,27,9,0,2484,1177,1450,716,309,3644,726,550,203,68,21,1560,101,23,6,0,0,130,3131,1897,1676,790,325,7819,62,89,173,324,3131,1897,1742,873,493,8141,2847,2847,260,42,13,4,0,318,2847,3398,1936,1760,877,493,11313
St Marys,12405,117,11,0,0,0,126,79,114,80,51,320,77,96,60,30,18,279,12,4,0,0,0,17,207,186,173,104,71,743,12,11,23,46,207,186,187,121,89,793,110,110,45,8,0,0,0,52,110,245,192,187,116,93,952,3163,198,25,9,3,3401,1942,2431,1129,568,6073,1038,803,402,142,79,2456,171,44,11,3,0,225,4369,2986,2873,1282,646,12158,131,172,331,632,4369,2986,3000,1450,984,12786,3081,3081,359,51,11,0,0,424,3081,4727,3033,3015,1457,982,16292
Auburn,12501,31,0,0,0,0,31,9,13,4,0,32,15,8,10,0,0,37,4,0,0,0,0,3,50,16,27,5,0,105,4,0,7,8,50,16,29,5,4,111,23,23,12,6,0,0,0,22,23,61,24,32,5,4,152,4422,574,298,105,77,5475,3125,3605,1765,1187,9692,1153,786,378,152,115,2581,325,117,48,29,32,554,5903,4599,4328,2060,1407,18294,238,334,824,1396,5903,4599,4565,2388,2231,19696,4428,4428,826,399,268,214,278,1978,4428,6728,4996,4837,2602,2508,26096
Carlingford,12502,33,7,0,0,0,35,19,15,7,8,53,16,20,16,3,4,59,5,0,0,0,0,6,49,45,33,16,13,154,0,0,3,5,49,45,33,13,14,156,47,47,15,4,3,0,0,19,47,61,50,35,13,14,224,4124,277,53,16,4,4468,3027,4084,1629,560,9300,1089,772,256,72,35,2222,173,50,5,4,0,227,5382,4120,4403,1721,594,16217,132,244,435,818,5382,4120,4531,1968,1032,17037,3968,3968,411,109,38,13,0,569,3968,5790,4231,4573,1977,1035,21573
Merrylands - Guildford,12503,79,11,3,3,0,95,41,58,35,31,170,62,65,31,15,4,177,13,0,4,0,0,18,152,114,95,53,38,458,3,11,26,32,152,114,100,61,62,492,122,122,37,6,3,3,0,47,122,191,124,102,68,62,670,6955,634,170,40,25,7816,4939,6276,3771,2874,17870,2404,1737,921,440,246,5748,566,162,63,33,15,843,9924,7475,7424,4289,3159,32279,346,456,1275,2075,9924,7475,7767,4746,4434,34357,8853,8853,865,267,183,87,107,1507,8853,10788,7743,7952,4835,4542,44709
Parramatta,12504,76,10,4,0,0,86,40,57,25,7,131,41,37,23,13,6,120,9,8,0,0,0,16,123,91,81,36,18,356,3,6,7,12,123,91,82,47,22,369,110,110,31,6,4,0,0,48,110,155,104,88,48,25,525,9099,850,262,53,28,10293,7261,7494,2466,876,18093,2144,1349,447,145,60,4143,522,138,49,27,19,752,11763,9598,8248,2686,975,33278,297,408,735,1435,11763,9598,8544,3092,1710,34711,9934,9934,1365,468,230,108,101,2264,9934,13132,10066,8772,3201,1808,46913
Pennant Hills - Epping,12601,13,0,0,0,0,18,3,10,3,0,20,0,0,0,0,0,4,0,0,0,0,0,0,16,8,11,8,3,40,0,0,0,0,16,8,11,8,3,45,8,8,3,0,3,0,0,10,8,22,8,16,4,3,55,3265,221,58,13,9,3562,2171,3252,1191,374,6996,611,439,140,55,17,1256,128,25,9,4,0,171,4003,2858,3457,1264,406,11980,85,135,261,482,4003,2858,3537,1396,666,12471,2427,2427,305,146,80,30,18,582,2427,4311,3008,3618,1429,685,15484
Ryde - Hunters Hill,12602,58,5,0,0,0,65,21,20,12,9,72,23,14,10,3,0,50,3,0,0,0,0,3,86,42,35,21,9,190,3,3,0,9,86,42,37,20,16,199,37,37,16,0,0,0,0,17,37,102,42,37,26,13,257,10109,784,205,64,56,11219,5868,7172,2616,764,16414,2092,1286,415,113,53,3961,627,102,30,23,11,783,12831,8036,7821,2811,879,32378,270,339,623,1235,12831,8036,8089,3153,1500,33613,10888,10888,1498,526,222,125,99,2474,10888,14325,8563,8318,3275,1605,46975
Bringelly - Green Valley,12701,64,6,3,0,3,74,47,76,57,39,218,62,69,67,43,13,248,12,6,3,0,0,16,131,123,147,95,52,561,17,8,28,56,131,123,162,109,77,612,88,88,22,0,0,0,0,25,88,158,128,162,112,77,723,4205,343,59,18,4,4625,3370,5362,3085,1685,13501,1195,1205,694,317,155,3562,244,74,16,5,4,335,5642,4985,6126,3419,1848,22021,273,391,1065,1733,5642,4985,6403,3811,2914,23759,3458,3458,284,43,12,5,4,354,3458,5928,5032,6418,3822,2917,27568
