gml_id,sa3_code16,onemeth_train_m,onemeth_train_f,onemeth_train_p,onemeth_bus_m,onemeth_bus_f,onemeth_bus_p,onemeth_ferry_m,onemeth_ferry_f,onemeth_ferry_p,onemeth_tram_inc_lt_rail_m,onemeth_tram_inc_lt_rail_f,onemeth_tram_inc_lt_rail_p,onemeth_taxi_m,onemeth_taxi_f,onemeth_taxi_p,onemeth_car_as_driver_m,onemeth_car_as_driver_f,onemeth_car_as_driver_p,onemeth_car_as_passenger_m,onemeth_car_as_passenger_f,onemeth_car_as_passenger_p,onemeth_truck_m,onemeth_truck_f,onemeth_truck_p,onemeth_motorbike_scooter_m,onemeth_motorbike_scooter_f,onemeth_motorbike_scooter_p,onemeth_bicycle_m,onemeth_bicycle_f,onemeth_bicycle_p,onemeth_other_m,onemeth_other_f,onemeth_other_p,onemeth_walked_only_m,onemeth_walked_only_f,onemeth_walked_only_p,onemeth_tot_onemeth_m,onemeth_tot_onemeth_f,onemeth_tot_onemeth_p,twometh_train_bus_m,twometh_train_bus_f,twometh_train_bus_p,twometh_train_ferry_m,twometh_train_ferry_f,twometh_train_ferry_p,twometh_trn_trm_inc_lt_rl_m,twometh_trn_trm_inc_lt_rl_f,twometh_trn_trm_inc_lt_rl_p,twometh_train_car_as_drvr_m,twometh_train_car_as_drvr_f,twometh_train_car_as_drvr_p,twometh_trn_car_as_pass_m,twometh_trn_car_as_pass_f,twometh_trn_car_as_pass_p,twometh_train_other_m,twometh_train_other_f,twometh_train_other_p,twometh_train_tot_m,twometh_train_tot_f,twometh_train_tot_p,twometh_bus_ferry_m,twometh_bus_ferry_f,twometh_bus_ferry_p,twometh_bus_trm_inc_lt_rl_m,twometh_bus_trm_inc_lt_rl_f,twometh_bus_trm_inc_lt_rl_p,twometh_bus_car_as_driver_m,twometh_bus_car_as_driver_f,twometh_bus_car_as_driver_p,twometh_bus_car_as_pass_m,twometh_bus_car_as_pass_f,twometh_bus_car_as_pass_p,twometh_bus_other_m,twometh_bus_other_f,twometh_bus_other_p,twometh_bus_tot_m,twometh_bus_tot_f,twometh_bus_tot_p,twometh_other_twometh_m,twometh_other_twometh_f,twometh_other_twometh_p,twometh_tot_twometh_m,twometh_tot_twometh_f,twometh_tot_twometh_p,threemeth_trn_2_othr_mthd_m,threemeth_trn_2_othr_mthd_f,threemeth_trn_2_othr_mthd_p,thremth_bu_2_ot_met_exc_tra_m,thremth_bu_2_ot_met_exc_tra_f,thremth_bu_2_ot_met_exc_tra_p,threemeth_oth_threemeth_m,threemeth_oth_threemeth_f,threemeth_oth_threemeth_p,threemeth_tot_threemeth_m,threemeth_tot_threemeth_f,threemeth_tot_threemeth_p,worked_home_m,worked_home_f,worked_home_p,did_not_go_to_work_m,did_not_go_to_work_f,did_not_go_to_work_p,meth_travel_to_work_ns_m,meth_travel_to_work_ns_f,meth_travel_to_work_ns_p,tot_m,tot_f,tot_p,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d82,"40401","500","599","1093","921","1329","2252","9","4","17","177","264","448","72","34","105","18001","14709","32704","850","1510","2360","231","3","234","224","38","256","499","157","658","195","62","257","357","414","773","22037","19115","41151","45","59","100","0","0","0","14","23","38","45","71","116","9","14","26","17","9","24","135","172","300","0","0","0","18","15","30","50","78","124","27","70","95","13","19","36","107","181","288","301","337","640","541","688","1226","45","33","72","21","28","47","13","13","24","76","66","148","637","906","1545","1883","3095","4981","208","191","395","25377","24071","49445",Charles Sturt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d83,"40402","396","589","986","271","393","665","0","0","0","18","35","46","38","18","53","9219","7709","16930","471","722","1196","119","3","122","130","10","139","190","43","235","100","29","128","211","206","415","11161","9753","20910","32","44","78","0","0","0","4","21","26","24","39","65","9","10","12","7","3","11","83","116","193","0","0","0","0","0","0","16","30","45","8","25","38","6","0","6","26","58","86","116","136","250","227","308","530","17","39","53","6","3","11","5","3","4","26","41","66","265","365","630","913","1540","2452","136","104","240","12720","12108","24829",Port Adelaide - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d84,"40103","12","10","21","627","725","1353","4","0","6","0","6","6","18","16","39","6650","5842","12492","288","659","947","37","0","38","86","7","99","410","153","563","74","36","111","241","242","480","8444","7703","16145","17","5","25","0","0","0","0","0","0","6","3","11","0","0","0","3","0","3","24","14","34","0","0","0","3","5","10","35","47","80","15","42","53","8","10","24","63","101","169","97","60","161","190","172","361","0","5","5","3","5","6","3","0","6","5","6","19","606","691","1298","656","1235","1892","58","64","129","9956","9881","19836",Burnside
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d85,"40104","3","3","9","890","1101","1995","3","0","4","0","0","3","46","17","59","8326","6797","15115","386","770","1153","146","0","148","88","8","92","148","22","172","101","26","128","126","137","261","10260","8890","19142","15","5","20","0","0","0","0","0","0","5","3","11","0","0","0","0","0","0","23","9","29","0","0","0","4","5","6","102","132","235","24","68","93","13","4","21","142","205","350","86","44","131","250","264","513","3","5","10","8","6","17","4","0","4","21","12","33","352","483","835","789","1461","2245","98","85","184","11767","11189","22954",Campbelltown (SA)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d86,"40106","27","18","46","494","645","1142","0","0","3","3","5","4","27","20","41","4969","3909","8874","214","455","670","53","0","53","61","15","75","226","83","305","48","22","69","156","152","309","6289","5310","11597","14","13","26","0","0","0","0","0","0","5","5","12","0","0","0","3","0","3","26","19","42","0","0","0","0","10","15","22","14","37","12","18","32","4","9","13","40","54","97","54","39","100","124","114","237","0","3","4","10","10","17","3","3","7","13","16","31","231","310","542","474","847","1327","39","32","69","7175","6632","13806",Prospect - Walkerville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d87,"40403","25","33","55","1118","1523","2640","3","3","4","168","221","382","60","33","90","9937","8095","18029","427","988","1419","113","0","113","158","33","192","455","170","626","113","40","150","328","342","671","12899","11477","24377","22","20","38","0","0","0","0","0","6","3","3","11","0","0","0","9","0","10","35","31","62","0","0","0","21","30","56","42","55","96","22","49","71","28","10","38","110","148","256","165","121","287","307","298","610","5","4","13","10","18","35","10","3","16","29","26","58","434","481","915","1099","1853","2956","130","100","234","14902","14243","29139",West Torrens
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d88,"40501","18","24","38","11","22","33","3","0","3","0","3","3","3","3","6","6412","5205","11616","217","275","495","137","10","144","50","4","56","59","10","66","94","24","116","301","204","502","7300","5778","13075","3","6","5","0","0","0","0","0","0","35","40","74","3","0","0","0","0","0","41","49","86","0","0","0","0","0","0","9","16","22","0","3","4","3","0","3","13","20","25","49","19","64","100","81","180","4","9","9","3","0","3","5","0","3","8","12","15","553","565","1120","736","1237","1967","83","71","151","8779","7741","16514",Barossa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d89,"40502","0","0","4","13","3","14","0","0","0","0","0","0","3","7","6","3218","2596","5814","193","160","350","97","3","104","22","5","26","23","16","35","93","21","115","314","238","558","3978","3041","7023","0","0","0","0","0","0","0","0","0","4","6","13","0","0","0","0","0","0","6","6","12","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","3","3","47","15","57","55","20","75","0","4","4","0","0","0","3","0","3","3","4","9","605","502","1101","382","666","1055","79","57","132","5101","4288","9395",Lower North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d8a,"40503","0","3","3","123","18","139","0","0","3","0","0","0","8","11","17","3639","3340","6979","252","257","509","95","3","98","57","3","63","75","13","85","92","29","115","304","236","536","4638","3893","8536","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","7","0","7","44","20","60","50","19","67","0","0","0","4","0","4","0","0","0","5","4","9","450","353","802","487","729","1215","61","67","129","5696","5065","10758",Mid North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d8b,"40504","0","0","0","19","0","23","0","0","0","0","0","0","3","3","7","2983","2617","5601","195","162","358","93","0","93","13","7","20","19","3","25","84","18","98","355","234","588","3757","3053","6809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","37","14","51","39","15","52","0","0","0","0","0","0","3","0","3","3","0","3","382","387","765","491","652","1141","59","61","122","4740","4165","8905",Yorke Peninsula
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d8c,"40601","8","0","7","240","44","283","3","3","10","0","0","0","48","39","92","8638","7393","16029","675","687","1359","166","3","162","114","13","122","136","32","162","172","43","222","645","575","1223","10843","8835","19676","0","0","0","0","0","0","0","0","0","3","3","7","0","0","0","0","0","0","3","3","7","0","0","0","0","0","0","81","0","81","4","0","4","7","0","3","95","5","93","99","35","132","190","43","230","0","0","0","3","3","7","15","3","18","15","10","25","753","737","1487","1355","1554","2910","153","135","294","13310","11312","24623",Eyre Peninsula and South West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d8d,"40602","3","0","3","428","50","482","3","0","3","0","0","0","8","7","16","4116","3049","7163","577","309","887","86","3","90","42","12","54","62","19","87","294","65","363","669","634","1307","6294","4158","10446","0","0","0","0","0","0","0","0","0","3","0","6","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","6","0","6","10","0","5","8","3","14","29","3","31","123","27","144","151","30","183","9","0","10","13","0","11","33","0","31","50","6","53","227","208","438","803","671","1483","118","85","201","7643","5155","12798",Outback - North and East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d8e,"40701","8","6","14","27","23","46","0","3","4","3","3","6","7","6","17","6297","5781","12075","251","407","661","152","4","156","68","4","75","78","13","96","106","46","151","382","341","730","7385","6640","14024","0","0","0","0","0","0","0","0","0","13","22","33","4","0","4","0","3","3","13","25","44","0","0","0","0","0","0","13","32","48","5","4","6","0","0","0","18","41","53","74","26","98","111","89","202","0","0","3","3","3","3","0","0","3","5","3","6","764","840","1609","986","1491","2477","100","107","210","9351","9179","18529",Fleurieu - Kangaroo Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d8f,"40702","4","0","5","25","15","45","10","0","10","0","0","3","11","27","39","11278","9302","20581","760","683","1451","291","18","303","114","21","127","106","27","135","189","67","256","589","435","1024","13380","10601","23974","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","6","3","3","0","0","0","0","0","0","0","3","3","3","0","3","0","0","0","5","3","7","144","38","179","150","41","191","5","0","4","0","0","0","7","6","14","12","6","23","1044","1011","2055","1058","1769","2831","196","178","368","15844","13602","29438",Limestone Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d90,"40703","0","3","5","53","29","76","8","3","15","3","0","3","14","6","24","10766","8774","19545","676","932","1606","252","11","260","102","11","118","83","28","112","183","61","240","758","597","1348","12905","10445","23350","0","0","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","4","11","17","6","5","9","0","4","4","15","26","34","121","63","184","137","85","222","0","0","0","0","0","0","13","3","17","18","3","15","1147","965","2112","1054","1692","2748","229","166","394","15485","13359","28846",Murray and Mallee
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d91,"50101","4","3","6","136","27","165","3","0","3","0","0","3","12","8","21","7401","6947","14352","524","590","1113","143","0","146","63","17","82","213","125","333","158","62","220","368","342","706","9034","8125","17160","0","4","4","0","0","0","0","0","0","10","3","12","0","0","0","4","0","4","11","3","16","0","0","0","0","0","0","4","0","3","3","0","4","7","0","9","18","3","18","87","42","134","116","55","173","3","0","3","5","0","5","7","0","12","16","0","14","686","1029","1722","1344","1656","2999","131","134","271","11327","11005","22337",Augusta - Margaret River - Busselton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d92,"50102","16","16","26","398","117","520","0","3","3","0","0","3","13","18","29","15993","14549","30536","1389","1269","2659","265","10","277","142","25","172","212","69","285","259","77","332","421","449","867","19112","16602","35712","0","3","4","0","0","0","0","0","0","13","16","33","3","0","7","0","0","0","20","26","44","0","0","0","0","0","0","65","10","75","15","23","30","20","6","30","101","40","136","227","72","297","350","136","479","0","3","0","15","5","23","8","4","12","24","15","34","592","1001","1594","2358","2741","5100","259","216","477","22698","20709","43404",Bunbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d93,"50103","3","0","3","49","11","64","0","3","5","0","0","0","4","0","4","3116","2809","5927","214","233","446","96","0","96","40","7","45","44","6","53","86","35","130","294","254","549","3951","3362","7312","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","3","0","6","0","0","0","0","0","0","0","0","3","0","3","3","0","0","0","4","0","9","23","10","37","34","14","46","0","0","0","0","0","0","7","0","8","4","0","9","553","500","1046","527","645","1171","79","52","136","5145","4572","9724",Manjimup
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d94,"50201","303","312","619","385","146","529","4","0","3","3","0","3","13","12","26","11696","11390","23082","917","849","1768","317","12","329","138","15","155","87","26","115","431","105","536","238","260","499","14529","13125","27653","120","128","245","0","0","0","0","0","0","161","150","305","18","23","37","16","10","24","309","304","614","0","0","0","0","0","0","17","9","25","11","13","23","16","4","15","38","35","67","222","62","288","574","402","974","104","115","213","16","7","18","7","7","9","120","121","244","527","1007","1533","2303","2358","4658","207","165","373","18259","17174","35431",Mandurah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d95,"50301","717","583","1302","794","559","1355","3","3","8","0","0","6","31","11","45","9591","8159","17751","394","754","1145","37","3","40","139","15","157","692","191","881","159","60","225","616","547","1165","13177","10894","24066","75","78","148","0","0","0","0","0","0","63","75","140","13","16","30","27","4","31","178","181","359","0","0","0","0","0","0","27","37","72","15","28","43","24","9","27","68","68","135","110","51","161","355","301","650","25","26","54","9","10","14","3","0","6","37","40","75","1034","1311","2340","1093","1734","2828","124","127","254","15818","14403","30217",Cottesloe - Claremont
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d96,"50302","1004","985","1992","2979","3031","6010","5","3","10","6","4","15","177","135","312","14407","11858","26266","759","1433","2190","108","4","113","267","65","335","1339","518","1855","409","142","548","2909","2598","5510","24370","20773","45149","423","484","907","0","0","6","0","0","0","40","46","84","18","29","45","45","34","83","529","598","1128","0","3","3","0","0","0","68","49","118","36","67","102","58","39","103","165","155","327","189","101","290","880","862","1738","78","66","144","22","13","34","20","9","33","128","82","213","1149","1327","2476","2083","3040","5125","333","258","590","28947","26342","55287",Perth City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d97,"50401","892","999","1891","809","1021","1831","3","0","4","0","0","3","54","27","84","13609","11122","24726","670","1096","1765","218","4","220","195","31","228","543","144","689","249","70","319","242","273","523","17492","14799","32288","224","232","461","0","0","0","0","0","0","119","171","295","23","47","72","20","12","34","396","466","861","0","0","0","0","0","0","56","72","128","33","57","90","18","7","24","110","137","246","170","82","253","680","678","1357","57","75","135","10","12","18","10","0","8","78","88","166","522","752","1276","1451","2129","3581","182","143","327","20399","18591","38989",Bayswater - Bassendean
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d98,"50402","99","149","246","114","72","181","3","3","7","0","0","0","7","8","12","6593","5949","12540","330","429","760","239","7","242","89","6","92","63","10","71","133","52","178","107","121","226","7773","6799","14571","58","50","108","0","0","0","0","0","0","171","180","357","11","14","28","4","0","4","247","250","493","0","0","0","0","0","0","8","9","21","3","5","11","4","0","4","21","17","37","70","25","98","331","298","629","34","33","69","5","0","7","6","3","4","47","32","76","372","587","954","887","1091","1973","115","87","197","9525","8897","18415",Mundaring
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d99,"50403","370","526","890","540","537","1081","9","0","10","0","0","0","80","33","112","22443","18993","41434","1238","1605","2840","554","19","572","242","21","262","233","52","285","494","133","625","407","411","821","26611","22333","48938","268","293","565","0","0","0","0","0","0","363","382","742","39","49","86","12","3","15","683","729","1411","0","0","0","0","0","0","60","76","139","23","48","77","23","6","23","106","133","239","260","95","356","1044","958","2008","94","142","232","7","10","22","4","3","13","106","150","263","720","1347","2070","2556","3279","5839","299","251","553","31348","28324","59671",Swan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d9a,"50501","1822","1720","3539","377","243","620","13","6","16","0","0","7","52","27","81","26712","24119","50830","1328","1712","3046","578","12","593","314","16","339","401","72","475","534","113","648","383","475","856","32516","28525","61045","991","631","1622","0","0","0","0","0","0","622","584","1207","89","121","207","109","21","137","1815","1357","3170","0","0","0","0","0","0","19","28","46","20","33","51","9","3","12","50","59","112","296","126","419","2164","1544","3701","221","231","446","5","4","8","10","7","13","229","240","464","1386","2198","3585","3244","4845","8093","323","276","605","39864","37632","77502",Joondalup
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d9b,"50502","802","882","1682","1761","1980","3740","3","6","9","8","4","14","160","76","229","33356","28587","61945","1606","2547","4149","410","3","415","481","65","544","845","192","1035","552","208","757","430","520","954","40412","35062","75475","846","869","1718","0","0","0","0","0","0","376","398","777","49","93","139","38","15","46","1310","1374","2682","0","0","0","0","0","0","102","131","235","52","96","154","34","18","56","192","250","438","315","178","496","1817","1801","3613","202","205","410","25","16","38","13","9","26","241","231","474","1499","2013","3511","3168","4935","8108","421","360","776","47557","44393","91950",Stirling
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d9c,"50503","1246","1440","2679","742","515","1265","13","0","18","3","4","8","83","44","131","31353","26746","58103","2097","2407","4501","784","17","798","322","27","355","187","41","228","786","167","953","383","385","766","38000","31797","69795","705","676","1376","0","0","3","0","0","0","658","675","1327","85","124","203","34","13","41","1478","1478","2964","0","0","3","0","0","0","47","43","88","32","68","99","17","10","33","102","122","222","393","157","550","1979","1757","3732","269","338","608","16","7","26","19","9","21","304","352","658","937","2057","2999","3687","4923","8616","437","406","838","45349","41296","86643",Wanneroo
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d9d,"50601","546","545","1090","166","131","300","3","3","6","3","0","3","36","14","48","13637","11041","24677","753","833","1587","300","11","313","149","11","166","87","25","116","264","84","345","185","188","369","16126","12887","29014","243","216","454","0","0","0","0","0","0","194","241","437","34","46","85","16","8","26","492","513","1001","3","0","3","0","0","0","10","20","25","6","17","27","3","5","7","26","38","60","121","56","178","636","606","1238","81","138","213","7","3","6","6","0","6","85","137","228","413","712","1130","1484","1991","3477","180","145","333","18932","16488","35421",Armadale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d9e,"50602","398","444","841","1308","1536","2841","3","0","3","0","3","5","122","43","166","12154","9213","21373","678","991","1669","139","5","143","175","22","200","435","126","555","293","101","389","334","376","710","16044","12859","28905","196","207","398","0","0","0","0","0","0","65","73","141","17","18","30","13","7","21","289","296","590","0","0","0","0","0","0","51","50","104","32","66","91","25","9","35","107","132","241","149","75","224","549","504","1055","50","56","107","14","11","29","3","5","10","76","72","146","451","555","1007","1312","1743","3053","194","127","318","18615","15861","34478",Belmont - Victoria Park
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d9f,"50603","590","623","1211","648","752","1398","5","0","9","3","0","6","65","9","74","15659","12087","27750","717","1234","1950","173","6","178","148","18","162","344","73","420","272","75","351","237","290","528","18853","15178","34029","652","598","1249","0","0","0","0","0","0","229","209","430","21","68","87","32","3","31","926","877","1807","0","0","0","0","0","0","51","55","104","35","55","90","13","11","24","105","114","218","168","97","265","1200","1084","2286","134","150","284","11","10","19","0","4","6","143","164","306","529","776","1298","1690","2215","3909","199","150","349","22614","19562","42174",Canning
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6da0,"50604","699","828","1525","440","435","881","3","3","10","0","0","0","78","17","98","20521","15262","35781","1179","1464","2638","385","8","393","181","7","186","175","39","216","402","90","492","231","214","446","24298","18376","42674","565","568","1137","0","0","0","0","0","0","236","283","521","47","73","122","20","14","32","876","935","1816","0","0","0","0","0","0","30","51","80","20","52","72","18","6","18","70","107","177","240","105","343","1185","1149","2334","159","202","358","13","3","12","3","4","6","173","205","382","508","884","1390","2087","2580","4667","294","195","488","28547","23385","51931",Gosnells
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6da1,"50605","65","98","163","344","285","630","3","0","4","0","0","0","17","3","27","10095","8577","18670","557","608","1170","294","14","303","118","9","129","101","17","123","205","51","260","178","177","358","11987","9845","21824","41","38","82","0","0","0","0","0","0","120","118","243","9","14","25","0","0","0","176","175","354","0","0","0","0","0","0","28","38","68","14","30","45","9","4","10","49","71","121","107","63","167","333","309","639","21","32","52","9","0","10","10","0","10","36","36","67","420","692","1106","1145","1495","2645","103","84","185","14019","12458","26474",Kalamunda
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6da2,"50606","66","85","147","81","26","112","0","0","0","0","0","0","4","3","8","4687","4063","8752","268","206","475","225","14","237","54","3","59","14","5","20","127","30","161","96","78","176","5622","4527","10149","19","25","44","0","0","0","0","0","0","64","97","159","4","12","11","3","0","3","88","135","221","0","0","0","0","0","0","3","3","5","8","7","8","5","0","5","11","10","20","53","31","85","155","170","329","27","28","49","3","0","3","4","0","6","31","29","60","213","392","601","594","713","1311","49","38","92","6660","5873","12529",Serpentine - Jarrahdale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6da3,"50607","190","160","357","809","817","1628","24","8","37","3","0","3","36","27","57","6698","5906","12600","309","538","847","42","0","42","78","7","89","410","114","523","96","44","141","229","238","462","8924","7862","16792","123","112","235","0","0","0","0","0","0","26","31","60","10","5","16","12","3","12","164","156","319","10","6","17","0","0","0","35","28","58","15","31","43","21","4","32","81","76","154","91","51","135","332","280","610","28","30","55","13","8","25","5","0","3","44","33","81","454","544","1002","747","1145","1890","88","64","151","10592","9928","20518",South Perth
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6da4,"50701","641","743","1389","443","420","860","7","3","14","0","0","0","33","12","44","18188","15468","33657","953","1194","2149","310","8","317","206","23","227","250","74","321","309","85","390","212","254","464","21556","18281","39839","438","446","890","0","0","0","0","0","0","357","362","720","38","80","117","37","5","41","872","900","1769","3","3","8","0","0","0","17","35","55","16","52","73","15","3","15","52","89","145","169","94","254","1092","1080","2172","150","177","327","14","4","14","5","0","5","167","180","353","529","1079","1607","1891","2888","4784","242","226","465","25477","23738","49218",Cockburn
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6da5,"50702","297","344","644","279","279","553","11","8","13","0","0","0","20","21","43","5216","5015","10233","239","357","596","54","0","57","95","20","118","338","177","514","118","53","171","361","439","794","7039","6715","13750","201","168","369","0","0","0","0","0","0","59","98","156","12","17","28","47","26","67","324","302","631","3","3","5","3","0","3","12","18","30","10","15","23","3","3","10","31","38","68","80","43","125","439","386","822","31","49","75","5","4","11","4","3","13","36","54","91","451","626","1071","712","1079","1788","73","87","152","8745","8942","17686",Fremantle
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6da6,"50703","427","527","958","130","93","220","3","0","3","0","0","0","16","6","18","5966","4557","10519","344","412","752","111","3","108","72","3","79","34","3","41","124","27","146","61","89","151","7290","5722","13009","193","224","415","0","0","0","0","0","0","104","122","226","27","27","50","13","7","15","334","377","709","0","0","0","0","0","0","4","3","13","11","8","18","3","0","3","23","13","34","57","20","76","411","409","823","73","108","181","4","0","4","5","0","5","79","108","185","131","280","407","678","975","1648","95","86","182","8686","7575","16259",Kwinana
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6da7,"50704","557","502","1052","930","807","1733","3","0","5","0","0","3","37","15","49","16220","14528","30747","691","1148","1842","161","5","169","178","16","193","539","141","677","227","69","291","315","349","669","19862","17575","37440","615","458","1067","0","0","0","0","0","0","155","180","328","16","57","74","49","6","60","830","700","1533","0","0","0","0","0","0","28","48","81","24","38","67","13","11","26","69","100","173","164","89","247","1064","891","1952","123","110","235","9","6","16","3","0","3","138","118","256","1042","1443","2478","1849","2955","4802","152","165","310","24092","23144","47241",Melville
