gml_id,sa3_name16,sa3_code16,p_650_799_15_19_yrs,p_650_799_20_24_yrs,p_650_799_25_34_yrs,p_650_799_35_44_yrs,p_650_799_45_54_yrs,p_650_799_55_64_yrs,p_650_799_65_74_yrs,p_650_799_75_84_yrs,p_650_799_85ov,p_650_799_tot,p_800_999_15_19_yrs,p_800_999_20_24_yrs,p_800_999_25_34_yrs,p_800_999_35_44_yrs,p_800_999_45_54_yrs,p_800_999_55_64_yrs,p_800_999_65_74_yrs,p_800_999_75_84_yrs,p_800_999_85ov,p_800_999_tot,p_1000_1249_15_19_yrs,p_1000_1249_20_24_yrs,p_1000_1249_25_34_yrs,p_1000_1249_35_44_yrs,p_1000_1249_45_54_yrs,p_1000_1249_55_64_yrs,p_1000_1249_65_74_yrs,p_1000_1249_75_84_yrs,p_1000_1249_85ov,p_1000_1249_tot,p_1250_1499_15_19_yrs,p_1250_1499_20_24_yrs,p_1250_1499_25_34_yrs,p_1250_1499_35_44_yrs,p_1250_1499_45_54_yrs,p_1250_1499_55_64_yrs,p_1250_1499_65_74_yrs,p_1250_1499_75_84_yrs,p_1250_1499_85ov,p_1250_1499_tot,p_1500_1749_15_19_yrs,p_1500_1749_20_24_yrs,p_1500_1749_25_34_yrs,p_1500_1749_35_44_yrs,p_1500_1749_45_54_yrs,p_1500_1749_55_64_yrs,p_1500_1749_65_74_yrs,p_1500_1749_75_84_yrs,p_1500_1749_85ov,p_1500_1749_tot,p_1750_1999_15_19_yrs,p_1750_1999_20_24_yrs,p_1750_1999_25_34_yrs,p_1750_1999_35_44_yrs,p_1750_1999_45_54_yrs,p_1750_1999_55_64_yrs,p_1750_1999_65_74_yrs,p_1750_1999_75_84_yrs,p_1750_1999_85ov,p_1750_1999_tot,p_2000_2999_15_19_yrs,p_2000_2999_20_24_yrs,p_2000_2999_25_34_yrs,p_2000_2999_35_44_yrs,p_2000_2999_45_54_yrs,p_2000_2999_55_64_yrs,p_2000_2999_65_74_yrs,p_2000_2999_75_84_yrs,p_2000_2999_85ov,p_2000_2999_tot,p_3000_more_15_19_yrs,p_3000_more_20_24_yrs,p_3000_more_25_34_yrs,p_3000_more_35_44_yrs,p_3000_more_45_54_yrs,p_3000_more_55_64_yrs,p_3000_more_65_74_yrs,p_3000_more_75_84_yrs,p_3000_more_85ov,p_3000_more_tot,p_pi_ns_15_19_yrs,p_pi_ns_ns_20_24_yrs,p_pi_ns_ns_25_34_yrs,p_pi_ns_ns_35_44_yrs,p_pi_ns_ns_45_54_yrs,p_pi_ns_ns_55_64_yrs,p_pi_ns_ns_65_74_yrs,p_pi_ns_ns_75_84_yrs,p_pi_ns_ns_85_yrs_ovr,p_pi_ns_ns_tot,p_os_vis_15_19_yr,p_os_vis_20_24_yr,p_os_vis_25_34_yr,p_os_vis_35_44_yr,p_os_vis_45_54_yr,p_os_vis_55_64_yr,p_os_vis_65_74_yr,p_os_vis_75_84_yr,p_os_vis_85_yr_over,p_os_vis_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76f7,West Torrens,"40403","38","422","1046","696","643","541","397","251","131","4166","18","404","1347","838","812","646","275","160","84","4579","8","274","1337","919","876","674","259","97","69","4512","3","90","873","729","658","410","129","36","13","2950","4","40","667","677","604","368","105","34","19","2520","0","12","329","453","452","282","48","12","8","1604","0","11","388","647","542","318","76","25","19","2032","4","10","93","260","244","165","47","29","21","878","179","233","557","381","400","324","352","376","428","3224","65","73","91","55","85","138","61","15","0","584","3410","4962","10425","8076","7743","6525","4941","3780","2186","52057"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76f6,Barossa,"40501","43","246","379","396","467","419","299","149","42","2426","26","226","485","493","607","555","218","78","33","2716","8","114","509","547","625","576","178","53","16","2625","0","46","317","399","422","328","103","22","3","1644","0","14","251","324","328","275","56","24","9","1280","0","5","115","221","194","181","46","7","4","774","0","7","102","283","308","192","47","3","7","950","3","3","32","70","134","86","39","13","8","389","231","107","198","233","289","399","283","173","108","2020","20","33","52","12","14","10","5","0","0","154","2204","1760","3575","4308","5041","5187","3758","1841","810","28498"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76f5,Lower North,"40502","25","146","243","254","302","308","213","107","27","1628","12","115","294","269","332","313","149","60","28","1572","12","75","240","248","320","316","132","45","20","1394","0","28","141","145","213","173","62","10","5","783","0","8","99","153","184","163","54","17","3","682","0","5","51","81","126","96","28","4","3","402","0","5","51","91","129","127","29","5","3","438","0","0","16","49","60","61","32","10","3","233","137","60","173","146","213","281","265","168","125","1556","24","6","5","0","8","7","14","4","0","62","1168","888","2111","2311","3091","3630","2971","1422","664","18257"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76f4,Mid North,"40503","25","167","262","257","291","287","236","146","41","1705","11","135","270","301","308","335","171","59","28","1605","8","100","256","262","309","316","139","41","11","1451","0","63","252","203","237","238","39","11","0","1052","0","22","162","177","268","202","27","5","3","878","0","11","102","120","158","135","21","0","3","549","0","16","106","141","194","127","27","4","6","621","0","4","35","63","74","72","32","13","3","295","199","93","186","207","313","309","331","246","145","2026","12","12","22","8","15","8","9","0","0","81","1645","1363","2702","2876","3794","4158","3445","1905","812","22710"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76f3,Yorke Peninsula,"40504","31","138","235","213","319","307","299","146","41","1722","13","121","227","221","328","329","165","75","23","1498","5","56","221","217","300","322","169","56","17","1372","4","26","138","117","177","181","73","15","3","751","3","7","96","104","164","157","51","15","3","600","0","4","59","86","109","104","26","13","7","399","0","0","46","85","129","99","41","11","4","423","0","4","19","41","51","49","17","10","8","203","121","71","140","135","220","313","364","258","232","1851","10","0","5","9","4","5","4","6","0","49","1187","913","2068","2131","3228","4146","4132","2195","900","20900"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76f2,Eyre Peninsula and South West,"40601","48","353","601","568","680","591","404","169","64","3490","29","302","711","636","767","674","313","93","30","3549","14","249","733","693","884","667","261","78","27","3593","0","137","530","478","608","412","103","13","9","2295","0","63","468","481","564","427","89","24","9","2120","0","29","305","348","451","291","47","3","0","1474","0","28","341","491","505","316","53","14","9","1757","5","14","81","237","230","202","64","19","3","861","425","325","759","641","870","905","722","485","321","5446","22","32","57","22","24","26","11","10","0","209","3230","3040","6948","6822","8380","8160","6096","3162","1308","47151"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76f1,Outback - North and East,"40602","37","193","282","215","258","216","184","61","25","1468","16","171","318","242","303","267","137","30","8","1493","8","120","354","272","348","359","132","18","7","1620","3","94","353","219","312","265","58","10","3","1315","3","48","331","245","306","247","55","4","0","1240","3","50","243","269","284","211","32","4","3","1098","3","46","521","520","459","291","47","3","0","1902","0","3","134","193","226","123","35","3","3","725","249","350","898","738","708","697","459","213","91","4406","21","31","83","39","32","37","21","7","0","266","1347","1895","4785","4033","4470","4203","2809","1093","327","24970"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76f0,Fleurieu - Kangaroo Island,"40701","35","244","452","484","667","640","668","371","89","3649","16","183","450","541","665","748","474","177","64","3320","3","91","414","497","625","687","371","111","50","2852","4","40","237","357","382","331","156","43","8","1570","3","16","142","223","293","304","86","28","5","1108","0","7","78","173","201","177","71","9","6","723","0","0","71","183","280","221","69","17","5","849","0","3","23","62","92","127","70","23","19","417","282","148","279","349","430","543","629","594","558","3820","59","28","97","50","74","50","21","11","4","399","2402","1834","3833","4778","6199","7951","8521","4512","1853","41872"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76ef,Limestone Coast,"40702","122","565","847","869","908","748","500","225","84","4873","34","431","1040","926","1109","917","326","123","49","4958","22","263","848","929","1089","903","298","97","39","4481","4","109","508","531","691","516","175","25","8","2564","0","38","346","449","496","384","95","26","9","1844","0","12","171","278","356","235","69","16","7","1147","0","10","185","319","376","289","81","30","15","1308","3","14","56","129","185","172","81","37","14","704","368","249","564","581","738","665","650","514","415","4738","40","49","103","46","30","28","26","3","0","317","3818","3331","7102","7685","9047","8661","6495","3573","1644","51358"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76ee,Murray and Mallee,"40703","89","641","969","910","1067","924","536","292","81","5508","39","445","1100","929","1170","896","404","160","49","5191","19","246","828","832","1018","880","290","88","37","4241","5","101","456","461","584","477","143","32","9","2269","7","36","242","335","416","360","86","23","3","1504","3","6","128","209","266","237","48","11","3","916","0","13","127","220","275","214","63","19","9","934","10","13","54","115","121","144","83","23","17","577","515","344","715","774","842","831","860","509","352","5746","52","220","346","34","31","41","22","9","0","745","4121","3929","7777","7620","9696","9901","8500","4492","1898","57942"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76ed,Augusta - Margaret River - Busselton,"50101","52","322","533","577","587","551","472","176","53","3332","24","201","664","659","723","594","321","128","36","3361","15","141","635","790","773","577","259","92","25","3305","4","75","370","545","495","362","139","43","14","2041","0","34","293","500","463","340","96","47","15","1772","0","18","185","333","341","193","59","19","7","1155","0","20","258","532","466","292","97","15","6","1684","0","3","100","245","277","204","115","25","11","982","344","182","475","537","536","585","560","408","301","3929","62","137","269","105","110","84","71","31","7","879","2832","2059","5721","7138","6825","6540","5322","2606","1064","40100"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76ec,Bunbury,"50102","157","801","1055","955","994","829","650","273","117","5843","90","632","1190","1042","1178","985","466","134","61","5772","40","421","1310","1225","1296","1027","394","109","47","5871","15","224","861","939","1021","725","192","42","10","4021","3","121","771","856","977","725","154","26","14","3653","3","81","573","712","842","607","78","24","6","2934","0","78","850","1328","1513","878","121","14","5","4799","17","32","274","527","602","391","104","30","5","1976","779","444","1047","1041","1124","1014","1004","720","400","7563","52","77","114","40","60","68","39","16","0","468","6779","5325","12282","12853","13891","12512","9049","4588","1782","79059"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76eb,Manjimup,"50103","46","111","199","216","299","339","212","90","22","1527","16","82","183","234","338","283","135","47","14","1323","12","51","207","233","324","329","131","41","13","1331","8","40","134","172","236","201","74","8","3","865","3","19","95","154","187","189","68","6","0","733","5","11","72","118","140","88","20","6","0","463","3","9","96","152","215","178","53","12","0","711","0","3","27","69","90","67","48","13","0","322","198","66","192","203","325","358","330","222","103","2009","25","52","99","27","31","31","7","6","0","285","1256","866","2004","2476","3365","3730","3033","1360","445","18533"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76ea,Mandurah,"50201","122","564","759","713","812","730","745","479","145","5075","67","501","853","878","997","806","541","216","73","4928","25","354","997","968","1075","885","462","197","75","5044","14","185","656","698","861","630","230","44","15","3318","10","114","606","650","778","580","148","44","11","2935","3","43","426","599","739","497","97","16","5","2436","0","67","758","1049","1270","771","167","20","20","4111","0","19","245","471","631","382","115","43","14","1923","500","368","706","730","811","853","1008","919","550","6444","47","26","51","51","51","113","69","16","4","428","5823","5060","9919","10631","11969","11749","11318","6897","2379","75754"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76e9,Cottesloe - Claremont,"50301","31","262","362","266","344","367","454","301","163","2550","17","250","485","338","437","427","453","280","139","2819","13","289","665","435","535","542","530","245","108","3368","3","159","569","365","498","484","335","158","81","2658","6","86","584","450","589","531","329","151","52","2783","3","30","444","348","513","419","296","95","46","2197","3","39","664","961","1165","970","443","240","73","4554","12","40","398","1977","2924","1861","739","260","111","8320","322","306","539","455","586","526","537","456","386","4104","189","470","180","100","104","102","77","25","8","1268","5792","5859","7002","7418","9578","8135","6452","3866","2111","56210"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76e8,Perth City,"50302","55","679","1406","662","533","522","485","228","83","4657","40","683","2020","893","706","640","444","166","84","5671","9","619","2739","1126","918","834","487","160","57","6952","7","354","2410","1050","853","690","301","79","13","5755","7","164","2154","1131","936","669","254","56","20","5384","0","73","1530","1031","802","598","158","40","17","4245","0","91","2526","2317","1905","1270","339","78","16","8545","4","31","1148","2559","2270","1365","354","86","26","7840","438","992","3260","1927","1615","1360","1061","757","585","11992","269","812","1257","594","535","513","226","53","9","4276","4333","8834","26469","16917","13843","11643","7537","3977","2073","95614"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76e7,Bayswater - Bassendean,"50401","63","506","1029","753","733","618","510","248","73","4520","39","513","1468","978","893","738","367","115","50","5168","12","418","1728","1166","1094","870","302","75","35","5697","3","195","1398","991","866","644","187","28","3","4326","5","87","1194","1001","858","588","133","12","6","3879","0","37","753","766","622","447","87","11","3","2738","0","29","1018","1382","1064","596","124","16","0","4235","0","11","285","631","506","264","67","16","10","1781","279","348","865","694","617","617","581","570","529","5100","49","86","188","63","103","169","110","23","3","806","4071","5066","13971","11642","10241","9133","6750","3928","1781","66578"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76e6,Mundaring,"50402","46","236","303","312","396","370","284","160","32","2135","25","225","410","377","552","435","243","63","19","2345","10","197","480","444","628","581","234","42","21","2637","0","100","383","389","489","414","134","23","3","1934","0","43","296","392","531","347","100","20","3","1739","0","22","175","288","428","265","65","8","7","1249","0","17","277","505","661","444","78","15","7","1996","3","4","85","245","368","208","46","10","0","972","241","377","919","796","616","409","399","220","161","4127","4","29","20","16","25","26","18","7","3","152","2701","2374","4695","5233","6367","5521","4264","1923","670","33750"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76e5,Swan,"50403","157","961","1577","1268","1276","923","488","178","65","6893","83","1094","2257","1704","1732","1176","386","109","40","8582","48","747","2707","2188","2057","1387","351","91","16","9593","12","363","1892","1638","1542","932","189","28","8","6596","3","172","1513","1417","1392","805","154","11","6","5464","0","83","861","1028","980","532","92","13","4","3594","3","82","1019","1502","1515","733","125","9","0","4988","5","23","253","592","604","305","83","20","11","1894","748","759","1488","1342","1238","926","763","584","427","8273","51","102","144","66","117","285","160","60","4","987","8731","8996","19986","18252","17316","13068","7956","3727","1332","99368"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76e4,Joondalup,"50501","184","1042","1185","1199","1406","1268","1084","382","154","7897","83","1062","1659","1426","1758","1648","898","250","106","8889","29","856","2115","1791","2362","2208","859","143","82","10449","9","432","1810","1713","2012","1526","523","76","21","8122","3","179","1582","1678","2001","1478","365","41","21","7359","4","55","995","1532","1691","1215","237","42","14","5787","3","47","1357","2809","3053","2019","311","31","14","9647","7","22","503","1712","2129","1129","225","31","6","5767","609","463","823","863","913","864","736","528","413","6210","130","171","164","108","101","191","151","56","9","1081","10863","9917","17023","20324","22925","20367","13600","5706","2472","123204"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76e3,Stirling,"50502","112","1081","2503","1663","1500","1294","1207","714","250","10334","59","1129","3507","2039","1915","1558","985","437","191","11817","27","941","4558","2542","2269","1900","922","316","147","13625","9","498","3451","2203","1869","1386","514","146","46","10123","4","227","2918","2027","1791","1230","370","106","36","8706","3","92","1955","1692","1387","957","247","65","24","6422","0","88","2770","3265","2616","1621","391","90","40","10884","7","36","912","2385","2057","1149","305","106","42","6998","698","864","2600","1728","1512","1290","1229","1232","1000","12166","173","242","404","221","248","448","222","44","12","2013","9982","11991","34822","27145","23705","20285","15451","10158","4429","157974"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76e2,Wanneroo,"50503","245","1519","2310","1897","1846","1183","691","330","96","10113","117","1390","3077","2502","2400","1416","536","136","63","11637","55","1060","3831","3036","2926","1720","483","123","44","13263","18","504","2757","2385","2209","1197","259","33","17","9368","6","237","2222","2288","2026","946","161","15","5","7913","4","92","1338","1727","1437","671","118","21","4","5411","4","67","1753","2613","2213","875","143","28","5","7688","8","35","436","1033","977","407","103","33","16","3048","1125","903","1838","1574","1539","1120","832","694","437","10067","114","162","235","83","166","312","197","67","15","1351","13470","12733","28715","27382","24903","16512","10997","5571","1849","142120"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76e1,Armadale,"50601","102","663","1001","731","689","537","384","158","40","4308","54","620","1455","1047","911","712","288","72","26","5189","22","449","1797","1239","1113","865","254","48","17","5807","0","211","1330","962","799","525","112","17","5","3967","0","104","1027","916","743","450","88","19","0","3342","0","38","617","594","522","311","59","3","3","2154","0","39","728","904","791","454","76","15","6","3008","4","12","186","377","317","178","50","19","3","1148","385","361","857","705","632","556","523","395","268","4674","40","43","102","51","103","262","114","33","8","747","4710","5206","13476","11068","9517","8176","5581","2590","954","61272"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76e0,Belmont - Victoria Park,"50602","64","599","1115","623","460","413","314","129","63","3791","43","579","1668","872","740","527","253","65","33","4777","23","464","1940","993","830","667","230","54","24","5223","0","237","1446","805","631","462","121","15","4","3735","3","92","1115","816","612","424","88","19","11","3190","0","57","799","641","442","283","59","9","0","2293","0","55","1074","1198","879","534","107","13","0","3853","4","15","350","670","544","257","55","5","10","1914","356","670","1768","1071","937","801","601","476","302","6977","60","150","255","139","162","235","130","19","3","1138","3173","6191","16082","10681","8426","7267","4705","2699","1242","60461"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76df,Canning,"50603","85","663","1207","852","714","633","504","270","110","5030","44","602","1580","979","1012","771","434","168","104","5691","16","440","1846","1205","1170","983","367","89","51","6160","3","247","1301","986","864","692","208","29","10","4351","0","81","906","943","828","652","148","27","11","3584","0","44","585","774","691","466","103","7","9","2685","0","29","750","1180","1149","752","130","30","7","4025","4","11","200","603","703","365","76","22","10","1986","335","556","1017","703","559","475","455","561","710","5361","173","325","322","128","162","381","188","56","7","1755","6593","8953","15433","12365","11288","9959","7035","3881","2171","77687"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76de,Gosnells,"50604","140","887","1635","1317","1140","862","506","191","77","6751","74","900","2097","1685","1525","1030","423","96","45","7870","30","593","2431","1973","1817","1297","335","78","25","8585","8","272","1549","1530","1274","809","178","25","6","5651","4","109","1158","1282","1088","647","141","8","3","4446","0","36","664","906","709","470","84","9","4","2883","0","35","801","1287","1049","559","98","6","0","3830","4","20","196","439","411","223","63","9","5","1377","643","683","1373","1232","909","704","577","466","294","6882","51","70","182","75","173","472","249","45","4","1328","7852","8213","18921","17299","14662","12154","8325","4075","1396","92909"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76dd,Kalamunda,"50605","83","428","490","484","506","432","408","193","57","3075","47","419","727","692","680","584","308","109","38","3609","26","301","936","859","992","710","303","89","25","4237","4","132","708","670","747","503","210","32","4","3012","3","57","573","636","621","427","119","33","5","2479","3","28","350","453","480","365","91","13","8","1790","0","51","477","805","821","501","128","23","3","2800","3","12","122","344","422","286","73","22","6","1299","289","206","436","393","437","466","425","299","187","3122","31","33","44","26","41","82","52","22","3","336","3941","3294","6837","7455","7761","6767","5446","2860","898","45252"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76dc,Serpentine - Jarrahdale,"50606","46","230","285","248","231","177","106","40","9","1373","21","251","461","287","301","214","73","13","3","1628","7","195","599","432","390","261","81","17","3","1982","5","108","434","323","299","183","42","3","0","1397","0","48","344","276","295","185","38","7","0","1186","0","19","219","227","221","114","24","0","0","828","0","38","255","331","336","167","16","10","0","1164","4","16","82","138","185","79","23","9","0","534","141","122","345","329","296","204","134","68","24","1671","12","8","16","11","15","46","25","5","0","151","1717","1784","4308","3613","3584","2597","1608","654","187","20051"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76db,South Perth,"50607","35","274","371","222","246","295","302","114","67","1924","26","259","590","307","313","325","262","99","44","2212","6","250","877","429","400","454","247","76","48","2788","0","142","716","368","379","344","172","39","19","2181","6","72","648","406","371","320","140","28","17","2007","0","19","434","378","305","291","91","21","12","1561","0","20","587","762","729","613","149","33","18","2910","3","15","281","775","873","563","180","50","17","2762","206","245","543","405","365","372","316","272","362","3081","65","184","111","81","76","99","80","20","3","719","2854","3764","7069","5405","5267","5195","3649","1802","1124","36142"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76da,Cockburn,"50701","151","719","1146","926","951","646","408","153","44","5146","65","707","1644","1268","1251","873","314","98","36","6257","36","549","1986","1735","1486","1018","276","50","15","7146","9","296","1700","1372","1149","713","187","24","4","5459","3","88","1397","1267","1114","686","119","13","4","4685","0","67","920","1055","846","469","74","15","3","3453","0","64","1273","1833","1397","703","113","12","3","5401","5","24","352","849","680","350","94","22","3","2374","485","407","1087","892","868","681","595","556","398","5970","53","103","234","68","87","225","157","21","6","950","6252","6475","16113","15671","13530","10416","6846","3630","1391","80311"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76d9,Fremantle,"50702","23","182","343","262","264","285","260","128","40","1786","12","170","472","294","342","340","254","75","28","1989","4","130","571","395","455","430","211","67","29","2293","0","63","498","391","383","297","124","34","4","1794","0","40","424","411","392","333","103","33","9","1737","0","10","319","342","369","310","83","13","6","1455","0","20","446","645","689","511","133","27","10","2474","3","11","198","586","696","376","162","36","6","2074","153","218","615","501","518","467","388","328","252","3443","50","137","159","55","55","53","36","6","3","565","1820","2144","5488","5067","5538","5047","3537","2090","916","31654"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76d8,Kwinana,"50703","45","315","512","394","317","211","116","49","16","1978","28","305","768","512","463","261","57","18","7","2417","11","203","919","718","550","299","85","17","5","2805","4","110","685","500","352","190","38","6","0","1886","0","51","522","385","279","175","21","3","0","1432","3","31","335","295","217","107","13","0","0","998","0","27","342","427","293","155","25","3","3","1271","5","8","89","117","120","64","18","4","3","435","245","362","873","677","426","289","271","154","64","3370","15","15","37","18","32","126","53","19","3","316","2295","2849","7342","5791","4509","3345","2160","1103","321","29715"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76d7,Melville,"50704","87","496","759","671","686","798","797","436","221","4953","33","542","944","784","911","893","737","292","185","5320","14","541","1315","995","1192","1116","603","208","118","6094","3","272","1175","887","1009","916","382","112","53","4809","6","147","1062","993","1067","909","315","91","34","4613","0","53","713","882","936","754","235","68","32","3670","3","39","1048","1691","1906","1438","367","91","42","6636","5","16","434","1509","1817","1158","335","106","28","5407","413","347","695","573","610","656","625","736","816","5476","141","209","212","125","137","205","139","38","13","1214","6899","7004","11602","12464","13683","13090","9583","5831","3276","83430"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76d6,Rockingham,"50705","159","976","1217","1014","1068","712","543","281","97","6052","93","967","1534","1345","1409","923","382","114","47","6817","47","811","2021","1578","1733","1037","324","92","26","7660","23","432","1472","1382","1307","821","163","30","16","5642","10","210","1348","1295","1275","690","118","19","3","4966","0","110","907","1026","1082","563","79","5","3","3776","7","109","1313","1786","1811","877","93","21","9","6028","6","34","384","712","784","361","55","21","15","2362","715","879","1587","1176","1185","894","820","691","358","8301","76","41","92","69","69","144","101","37","4","628","8241","8427","17697","16559","16440","12084","8572","4791","1706","94512"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76d5,Albany,"50901","114","393","628","623","696","671","470","236","93","3925","57","375","680","697","868","717","376","128","53","3954","23","226","686","718","874","732","290","108","36","3691","10","104","432","512","592","466","154","50","15","2333","3","52","333","463","550","393","127","38","7","1973","0","27","191","325","430","340","71","23","0","1394","0","19","203","406","513","388","99","36","11","1677","3","5","70","184","230","223","86","21","11","838","419","284","710","697","789","802","719","561","398","5389","23","65","114","51","44","66","42","8","4","414","3548","2710","6151","6829","8212","8376","6517","3476","1442","47263"
