sa3_name16,sa3_code16,canada_before_1946,canada_1946_1955,canada_1956_1965,canada_1966_1975,canada_1976_1985,canada_1986_1995,canada_1996_2005,canada_2006_2010,canada_2011,canada_2012,canada_2013,canada_2014,canada_2015,canada_2016,canada_yr_arrival_notstated,canada_tot,china_exc_sars_taiw_bef_1946,china_exc_sars_taiwan_46_55,china_exc_sars_taiwan_56_65,china_exc_sars_taiwan_66_75,china_exc_sars_taiwan_76_85,china_exc_sars_taiwan_86_95,china_exc_sars_taiwan_96_05,china_exc_sars_taiwan_06_10,china_exc_sars_taiwan_2011,china_exc_sars_taiwan_2012,china_exc_sars_taiwan_2013,china_exc_sars_taiwan_2014,china_exc_sars_taiwan_2015,china_exc_sars_taiwan_2016,china_exc_sars_tawan_arr_notstated,china_exc_sars_taiwan_tot,croatia_before_1946,croatia_1946_1955,croatia_1956_1965,croatia_1966_1975,croatia_1976_1985,croatia_1986_1995,croatia_1996_2005,croatia_2006_2010,croatia_2011,croatia_2012,croatia_2013,croatia_2014,croatia_2015,croatia_2016,croatia_yr_arrival_notstated,croatia_tot,egypt_before_1946,egypt_1946_1955,egypt_1956_1965,egypt_1966_1975,egypt_1976_1985,egypt_1986_1995,egypt_1996_2005,egypt_2006_2010,egypt_2011,egypt_2012,egypt_2013,egypt_2014,egypt_2015,egypt_2016,egypt_yr_arrival_notstated,egypt_tot,fiji_before_1946,fiji_1946_1955,fiji_1956_1965,fiji_1966_1975,fiji_1976_1985,fiji_1986_1995,fiji_1996_2005,fiji_2006_2010,fiji_2011,fiji_2012,fiji_2013,fiji_2014,fiji_2015,fiji_2016,fiji_yr_arrival_notstated,fiji_tot,germany_before_1946,germany_1946_1955,germany_1956_1965,germany_1966_1975,germany_1976_1985,germany_1986_1995,germany_1996_2005,germany_2006_2010,germany_2011,germany_2012,germany_2013,germany_2014,germany_2015,germany_2016,germany_yr_arrival_notstated,germany_tot,greece_before_1946,greece_1946_1955,greece_1956_1965,greece_1966_1975,greece_1976_1985,greece_1986_1995,greece_1996_2005,greece_2006_2010,greece_2011,greece_2012,greece_2013,greece_2014,greece_2015,greece_2016,greece_yr_arrival_notstated,greece_tot,hng_kng_sar_china_bfre_1946,hng_kng_sar_china_1946_1955,hng_kng_sar_china_1956_1965,hng_kng_sar_china_1966_1975,hng_kng_sar_china_1976_1985,hng_kng_sar_china_1986_1995,hng_kng_sar_china_1996_2005,hng_kng_sar_china_2006_2010,hong_kong_sar_china_2011,hong_kong_sar_china_2012,hong_kong_sar_china_2013,hong_kong_sar_china_2014,hong_kong_sar_china_2015,hong_kong_sar_china_2016,hng_kng_sar_chna_arrival_notstated,hong_kong_sar_china_tot,india_before_1946,india_1946_1955,india_1956_1965,india_1966_1975,india_1976_1985,india_1986_1995,india_1996_2005,india_2006_2010,india_2011,india_2012,india_2013,india_2014,india_2015,india_2016,india_yr_arrival_notstated,india_tot,indonesia_before_1946,indonesia_1946_1955,indonesia_1956_1965,indonesia_1966_1975,indonesia_1976_1985,indonesia_1986_1995,indonesia_1996_2005,indonesia_2006_2010,indonesia_2011,indonesia_2012,indonesia_2013,indonesia_2014,indonesia_2015,indonesia_2016,indonesia_yr_arrival_notstated,indonesia_tot,iran_before_1946,iran_1946_1955,iran_1956_1965,iran_1966_1975,iran_1976_1985,iran_1986_1995,iran_1996_2005,iran_2006_2010,iran_2011,iran_2012,iran_2013,iran_2014,iran_2015,iran_2016,iran_yr_arrival_notstated,iran_tot,iraq_before_1946,iraq_1946_1955,iraq_1956_1965,iraq_1966_1975,iraq_1976_1985,iraq_1986_1995,iraq_1996_2005,iraq_2006_2010,iraq_2011,iraq_2012,iraq_2013,iraq_2014,iraq_2015,iraq_2016,iraq_yr_arrival_notstated,iraq_tot,ireland_before_1946,ireland_1946_1955,ireland_1956_1965,ireland_1966_1975,ireland_1976_1985,ireland_1986_1995,ireland_1996_2005,ireland_2006_2010
Mount Druitt,11603,0,0,0,6,0,4,12,9,0,0,0,0,0,0,4,45,0,4,10,3,25,125,150,180,25,13,21,25,11,8,23,630,0,4,30,179,13,32,22,0,0,0,0,0,0,0,13,297,0,7,20,85,29,163,130,109,19,28,41,44,30,9,21,738,0,0,5,24,166,845,1113,494,86,72,85,76,56,39,79,3128,0,101,49,45,13,14,16,9,0,0,0,0,0,0,6,257,0,10,64,62,9,18,19,5,0,0,0,0,0,0,10,192,0,0,4,5,17,42,22,16,0,3,5,0,3,0,6,118,0,0,3,53,55,255,875,1550,155,173,159,154,101,98,87,3729,0,4,6,16,59,90,113,34,15,0,4,5,3,3,10,356,0,0,0,10,25,34,38,33,34,36,35,4,4,7,7,261,0,0,0,10,15,149,431,251,98,46,112,50,97,32,21,1317,0,4,13,46,0,20,0,8
Botany,11701,0,0,0,0,10,6,17,14,6,3,5,4,0,3,0,73,3,7,13,17,86,317,400,495,118,156,164,272,285,231,136,2689,0,3,43,90,3,7,11,0,0,0,0,0,0,0,5,167,0,40,107,116,19,37,11,8,0,3,3,3,0,3,13,372,0,0,3,10,45,99,42,17,0,6,7,0,3,5,10,254,0,15,17,20,7,10,17,11,3,3,0,0,3,0,0,123,0,55,326,238,18,19,16,5,7,11,4,10,9,4,43,760,0,0,3,31,74,93,89,38,15,5,7,6,15,10,7,387,0,0,0,26,30,76,122,156,30,49,63,55,66,60,30,775,0,0,0,27,103,246,582,347,90,81,87,109,100,47,34,1851,0,0,0,9,4,27,17,12,6,14,14,9,9,6,0,135,0,0,3,13,22,83,129,34,15,6,14,53,19,9,7,410,0,0,0,17,14,40,60,112
Sydney Inner City,11703,0,0,15,52,76,100,138,156,37,57,75,122,135,113,38,1129,0,30,53,87,241,1334,2431,3052,789,1106,1558,2352,3816,2451,1299,20604,0,4,36,62,11,41,34,14,4,10,4,3,7,4,7,235,0,13,38,62,17,36,18,22,3,6,12,0,9,12,15,255,0,3,13,36,78,154,57,32,7,10,9,5,7,9,14,445,3,94,68,70,73,86,195,212,49,56,75,78,115,121,69,1351,3,76,382,154,27,21,15,19,3,9,5,5,7,0,35,778,4,4,31,90,313,539,404,225,82,87,136,154,143,115,102,2420,0,7,9,80,76,223,351,489,88,121,191,317,480,396,80,2908,0,8,5,33,96,242,941,923,327,428,421,710,665,326,151,5267,0,0,0,11,54,93,69,138,78,63,63,37,63,32,27,724,0,0,0,10,12,34,16,8,3,4,8,6,10,3,8,116,0,11,28,71,56,156,258,491
Marrickville - Sydenham - Petersham,11702,0,0,7,24,18,20,33,18,9,6,9,13,12,4,6,179,0,8,6,15,79,267,176,108,25,20,32,35,46,34,38,894,0,0,19,47,3,9,9,0,0,0,0,0,0,0,8,95,0,7,26,35,9,10,9,8,4,0,0,0,0,0,19,124,0,0,3,15,36,55,20,15,0,0,3,0,0,0,8,165,0,22,19,31,25,16,34,32,7,10,5,11,5,0,15,214,4,80,660,529,32,18,10,4,3,6,7,4,0,3,97,1462,0,0,0,16,49,65,32,17,7,3,6,3,3,3,10,207,0,4,10,28,10,46,69,69,7,21,21,32,36,19,13,383,0,0,3,15,47,57,86,48,13,7,16,19,24,5,11,351,0,0,0,3,4,16,4,17,0,13,5,3,10,0,5,74,0,0,0,0,0,9,8,3,0,0,3,0,7,0,0,35,0,0,3,23,18,42,91,64
Eastern Suburbs - North,11801,0,4,19,50,51,51,101,91,28,19,28,53,48,40,21,605,17,76,41,33,49,298,326,209,46,54,77,90,108,81,84,1576,0,5,38,25,11,14,8,0,0,0,3,0,0,0,3,115,0,45,113,49,13,22,4,3,0,0,0,3,0,0,11,260,3,4,11,12,34,40,20,11,0,3,0,3,0,0,3,150,57,126,70,79,65,70,163,127,18,37,32,39,45,40,19,995,4,89,155,83,7,10,14,4,0,3,3,0,8,3,17,407,3,7,8,75,128,120,108,73,16,29,16,25,36,13,17,671,0,18,58,116,52,75,68,64,9,14,20,18,33,19,28,589,0,7,12,30,45,64,51,32,13,10,14,11,16,11,11,323,0,3,0,17,52,56,29,29,9,3,3,3,7,3,3,218,0,8,7,25,9,3,3,5,3,0,0,0,0,0,5,73,3,7,23,58,43,102,221,344
Eastern Suburbs - South,11802,0,0,6,41,40,45,96,94,23,25,33,29,35,15,19,504,9,31,73,77,184,768,859,961,280,493,725,1283,2011,1511,648,9908,0,12,50,71,5,16,14,3,0,0,0,0,0,0,15,181,0,113,166,132,17,42,14,20,0,3,7,0,6,4,24,547,0,0,7,16,70,74,59,24,4,3,9,12,4,0,28,315,23,67,67,53,42,59,145,126,25,37,18,35,34,35,33,803,18,298,708,253,41,18,4,16,10,8,7,14,3,7,68,1460,5,0,26,93,225,380,273,123,45,76,95,123,120,61,75,1710,0,6,20,129,87,109,197,206,40,67,84,116,122,166,44,1390,0,3,19,56,220,382,664,351,63,87,124,118,115,138,57,2395,0,0,0,10,34,44,39,73,20,31,52,59,35,14,30,448,0,0,5,25,29,63,68,27,0,3,17,13,0,0,16,262,0,14,31,90,60,180,366,723
Bankstown,11901,0,0,8,11,8,16,22,12,5,0,0,4,3,7,4,96,4,15,56,44,157,1360,1657,1231,182,145,188,210,174,107,174,5695,0,4,87,142,16,22,20,4,0,0,0,0,0,0,10,311,0,43,87,236,120,327,241,251,39,64,69,53,57,24,80,1683,0,0,12,41,132,389,210,100,6,10,27,11,16,4,28,1003,3,186,83,40,28,19,33,17,0,0,7,0,8,3,16,442,3,117,695,606,103,74,39,3,27,27,23,15,8,3,83,1817,4,0,4,38,156,390,166,71,9,11,23,23,8,3,15,929,0,10,12,78,96,278,505,518,61,58,69,97,98,80,41,1996,0,4,7,27,118,235,431,176,29,15,20,16,20,12,33,1130,0,0,0,0,24,41,63,44,15,39,58,8,4,0,10,306,0,0,0,17,20,107,479,178,61,68,68,46,27,6,29,1107,3,9,16,66,20,34,37,19
Canterbury,11902,0,0,0,9,11,12,12,7,4,0,4,0,7,0,0,71,3,35,55,79,314,2320,2582,1853,304,331,392,418,368,200,413,9668,0,6,49,92,6,22,14,0,0,0,0,3,0,0,5,189,0,28,84,209,70,142,134,138,16,29,26,27,21,23,46,976,0,0,5,37,176,365,190,80,16,11,15,10,10,5,52,973,0,31,16,40,22,12,19,14,0,4,0,0,3,0,3,182,10,288,1958,1550,225,89,69,26,19,78,44,46,37,15,207,4650,0,5,9,64,215,326,145,55,10,14,28,14,14,16,33,948,0,6,5,56,52,157,428,923,83,114,146,284,225,168,90,2740,0,0,6,37,201,411,575,485,57,65,75,68,87,35,56,2162,0,0,0,0,12,25,37,26,11,12,38,0,0,5,0,174,0,0,3,4,3,35,170,71,36,57,66,10,8,7,12,493,0,3,11,34,20,22,38,23
Hurstville,11903,0,4,6,14,20,18,32,12,0,3,7,7,4,0,0,122,7,39,100,146,480,3945,6069,4589,803,943,1034,1241,1205,616,826,22034,0,10,144,292,25,60,28,8,0,0,0,0,0,0,15,574,0,60,98,225,76,259,139,101,9,24,19,21,26,5,31,1077,0,0,9,32,106,193,149,58,8,4,17,11,11,5,19,618,0,54,33,34,22,16,29,14,0,7,6,10,13,4,12,251,0,137,699,519,65,41,26,16,18,38,16,9,4,3,47,1645,0,4,23,125,519,1337,689,210,34,56,71,63,55,34,68,3302,3,4,13,73,69,187,327,339,48,60,64,99,114,67,36,1504,0,3,4,28,115,260,574,280,37,20,32,39,36,21,26,1467,0,0,0,8,5,24,25,13,7,15,13,4,4,0,3,120,0,0,0,3,7,17,37,18,0,0,3,0,0,0,0,84,0,8,17,39,25,35,30,27
Kogarah - Rockdale,11904,0,0,4,15,15,29,29,26,3,8,3,7,5,8,3,147,8,37,80,102,317,2473,2974,2344,446,453,499,614,680,353,427,11798,0,12,109,186,23,53,50,7,0,3,4,6,0,4,26,481,0,78,218,422,136,326,143,160,28,28,53,22,34,10,67,1727,0,0,5,36,125,257,191,59,7,12,11,21,9,15,28,776,3,42,39,38,38,26,46,29,3,6,8,8,7,3,13,316,7,314,1774,1027,153,80,73,39,34,70,71,37,50,21,193,3943,0,4,25,82,318,589,284,110,31,24,24,31,25,10,39,1604,0,5,11,84,57,159,361,531,137,145,229,208,308,227,84,2558,4,0,4,33,127,219,446,257,47,45,34,56,44,29,23,1361,0,0,0,4,13,48,43,42,17,28,40,18,9,3,11,276,0,0,0,7,11,45,54,18,0,7,6,3,0,4,0,156,0,5,14,63,15,79,62,72
Canada Bay,12001,0,0,0,11,16,20,18,29,10,8,12,9,6,3,3,143,4,14,63,49,140,921,1663,1933,429,518,569,608,544,230,342,8033,0,0,54,70,10,15,7,3,0,4,3,0,0,0,4,165,0,26,56,87,32,62,19,18,10,8,8,3,10,10,11,363,0,4,10,24,38,53,35,6,3,3,6,4,0,0,3,186,0,56,34,24,23,23,32,34,7,5,5,12,3,3,3,273,3,73,366,149,19,10,0,8,0,4,4,0,7,0,19,668,0,4,25,61,207,368,215,93,27,25,31,25,16,10,25,1128,0,3,3,102,81,187,343,306,75,109,96,151,146,115,50,1760,0,3,6,16,46,33,113,55,9,13,6,20,10,6,5,345,0,0,0,3,26,67,32,66,38,35,20,21,26,4,8,333,0,0,0,8,9,9,4,17,0,0,0,6,0,0,0,57,0,4,12,43,24,94,96,103
Leichhardt,12002,0,0,11,29,42,26,53,23,10,9,11,18,10,3,4,239,0,9,13,17,15,104,125,96,20,13,15,23,47,21,26,552,0,0,13,25,3,16,3,0,0,0,0,0,0,0,4,70,0,8,16,32,8,5,4,0,0,0,3,0,0,0,3,87,0,0,5,16,31,40,17,0,0,0,0,0,0,0,3,112,3,42,28,25,33,27,56,46,5,4,8,10,16,9,4,320,0,26,122,73,6,9,6,3,0,4,5,0,0,0,16,271,0,0,8,10,49,54,33,15,0,3,8,4,4,3,7,209,0,3,5,46,25,43,55,35,8,7,27,11,14,24,18,323,0,0,4,10,19,35,34,11,5,3,3,4,3,3,3,137,0,0,0,10,13,27,13,11,10,6,8,9,3,7,3,115,0,0,0,7,3,3,3,5,0,0,3,0,0,3,0,33,0,3,14,33,43,90,149,108
Strathfield - Burwood - Ashfield,12003,0,0,5,22,30,36,53,40,7,6,15,10,18,10,12,254,10,62,163,136,489,3117,3802,3436,701,871,1025,1183,1307,607,644,17562,0,5,155,207,13,24,4,3,0,0,0,9,3,0,15,443,0,25,54,144,47,90,25,22,4,9,22,16,9,4,20,480,0,3,15,43,97,176,95,22,11,11,16,3,10,7,19,541,0,80,43,49,39,36,49,27,8,7,10,6,4,0,19,390,4,159,899,478,30,16,27,8,3,12,4,15,13,3,65,1745,4,9,31,140,460,601,276,145,41,62,83,65,63,34,50,2066,0,4,6,176,167,468,1016,1636,313,484,695,881,1114,802,257,8029,0,3,9,35,79,140,278,202,39,28,45,42,48,24,35,1015,0,0,0,10,20,32,18,45,23,34,37,20,20,7,5,265,0,0,0,10,11,15,17,17,3,0,8,0,0,0,3,80,0,10,33,82,49,109,144,134
Chatswood - Lane Cove,12101,0,5,10,34,45,57,88,44,22,9,11,14,27,17,6,394,9,41,84,92,259,1471,2329,1925,382,441,491,663,677,393,368,9626,0,5,119,136,5,27,15,3,3,0,5,0,0,0,10,334,3,19,89,72,6,21,6,4,0,0,0,3,7,10,11,255,8,3,11,23,28,41,31,14,4,0,7,3,4,0,3,187,17,58,46,35,37,40,80,58,11,8,11,15,17,9,17,458,0,38,110,54,9,7,0,4,3,0,0,0,0,0,8,226,0,9,49,160,489,1100,583,189,54,88,55,86,84,33,69,3037,3,20,19,91,92,201,370,540,168,192,228,262,328,278,70,2852,4,8,7,36,62,125,264,130,31,20,25,40,40,20,17,838,0,0,9,48,145,168,125,173,55,56,69,39,56,32,15,982,0,0,3,12,5,8,10,7,0,0,0,0,0,0,0,57,6,7,16,43,42,95,117,82
Hornsby,12102,0,0,7,34,33,37,39,22,3,8,7,4,0,3,5,199,3,11,26,25,82,759,1588,1240,205,250,236,266,300,153,185,5330,0,0,10,15,0,11,3,0,0,0,0,0,0,0,0,47,0,9,10,23,5,6,3,5,0,5,3,0,0,0,3,66,0,0,9,13,22,42,25,11,0,9,6,0,0,0,4,147,0,47,58,44,38,37,45,45,3,7,3,4,3,3,4,346,0,6,18,8,3,0,3,0,0,0,0,0,0,0,0,43,6,5,10,28,126,434,212,79,8,8,7,6,11,14,26,988,0,12,6,78,81,286,720,747,114,155,160,178,234,147,79,3005,0,3,7,17,29,47,115,58,11,10,13,15,4,0,0,333,0,0,3,12,50,159,164,244,93,87,87,40,115,45,27,1137,0,0,0,3,0,0,13,3,0,0,0,0,0,0,0,31,0,4,16,37,17,47,56,25
Ku-ring-gai,12103,4,3,11,62,40,58,104,52,9,3,17,9,8,4,16,394,17,66,88,57,209,1327,2305,1602,326,401,398,459,515,227,354,8365,0,3,39,22,3,12,7,0,0,0,0,0,0,0,3,84,3,22,35,37,15,18,11,4,0,3,0,3,3,0,3,149,6,5,15,18,33,25,26,12,6,0,3,3,0,0,0,170,11,82,73,56,47,51,110,69,11,15,11,4,12,16,23,588,0,19,36,26,0,7,6,0,0,0,0,0,0,0,0,97,4,17,59,148,498,1115,515,212,37,48,54,60,78,30,69,2938,5,28,37,163,183,395,495,271,37,55,74,53,87,72,45,1987,0,8,14,47,62,102,179,45,11,13,11,13,4,0,17,524,0,3,4,41,169,247,171,237,62,53,48,23,34,14,24,1137,0,0,0,5,3,3,13,3,0,3,0,0,0,0,0,30,0,6,26,38,36,104,76,55
North Sydney - Mosman,12104,0,4,13,66,50,58,100,64,14,14,24,25,42,14,13,496,9,32,37,19,79,512,617,386,74,94,100,122,117,51,57,2298,3,10,33,40,3,18,15,6,0,0,0,11,0,0,4,151,0,26,41,34,4,15,3,7,3,0,0,3,9,7,4,164,0,3,19,21,30,56,25,16,0,4,4,3,5,0,3,185,4,77,58,37,52,46,86,73,32,31,34,23,37,8,23,619,4,21,46,26,9,3,8,0,4,0,0,3,0,0,3,122,0,10,20,70,236,366,162,76,14,15,25,27,41,14,32,1094,3,21,14,75,72,153,210,254,66,73,117,120,162,78,40,1457,6,10,3,21,31,35,65,30,6,6,9,13,13,4,9,258,0,0,5,15,56,95,36,68,23,26,22,10,26,7,8,399,0,0,3,6,6,6,6,5,0,0,5,0,0,0,0,37,0,7,26,52,51,88,124,127
Manly,12201,0,0,8,28,18,31,56,64,13,5,15,17,17,12,6,296,3,6,13,11,11,87,90,61,12,21,8,25,17,5,19,370,3,8,19,9,5,4,0,0,0,0,0,0,3,0,0,50,0,10,14,17,0,4,0,0,0,0,0,0,0,0,0,60,0,4,10,8,16,11,3,0,0,0,0,0,0,0,5,50,0,24,22,18,19,29,73,83,24,18,30,37,21,16,13,423,4,15,39,23,0,0,3,0,0,0,0,0,0,0,0,82,0,0,3,6,25,32,34,30,5,4,3,6,7,8,4,177,0,0,8,25,3,22,23,30,0,5,5,11,12,0,3,148,0,0,8,4,3,21,15,7,3,0,0,3,7,3,3,70,0,0,0,9,15,5,11,7,0,3,4,0,3,0,0,65,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,13,0,0,17,36,29,43,72,61
Pittwater,12202,0,0,19,35,36,49,43,35,3,6,0,6,7,0,10,257,3,13,7,0,13,60,84,20,3,6,5,13,23,11,17,273,3,9,48,100,6,14,16,0,0,0,0,0,0,0,9,204,0,6,9,9,4,4,0,0,3,0,0,0,0,0,0,41,0,0,5,15,3,11,4,0,0,0,0,0,0,0,4,51,6,73,45,50,59,46,71,53,22,7,12,13,4,3,16,486,0,5,10,8,0,7,4,0,0,0,0,0,0,0,3,36,7,8,3,9,17,11,14,11,4,0,3,3,0,3,3,84,0,6,4,22,14,17,33,56,0,8,7,14,10,5,9,205,0,14,9,0,11,18,15,9,3,0,0,0,3,0,4,81,0,0,4,4,15,18,13,10,8,0,3,3,0,0,3,79,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,0,5,16,23,20,38,43,25
Warringah,12203,0,3,26,63,60,86,155,101,26,22,24,25,4,11,17,609,4,34,36,40,65,695,700,480,74,79,110,208,163,131,115,2920,0,4,110,130,24,50,84,5,0,0,0,0,0,0,12,430,0,30,93,59,13,27,6,8,3,0,4,0,6,0,9,249,0,3,22,20,35,44,39,19,5,0,3,4,3,0,10,212,0,117,124,93,77,71,205,165,22,25,27,32,23,16,26,1032,0,29,60,51,6,3,4,6,0,4,7,0,7,0,13,196,3,5,28,69,149,212,83,42,9,17,15,15,10,3,21,679,0,15,24,70,37,135,232,393,32,57,109,156,99,81,41,1471,0,14,14,21,49,72,100,54,14,8,16,6,13,9,24,410,0,0,12,75,129,113,77,78,12,18,27,11,18,4,10,590,0,0,0,9,7,7,12,8,0,0,3,3,3,0,0,52,7,11,33,95,46,153,188,131
Camden,12301,0,0,0,7,8,15,20,13,0,0,3,4,4,0,3,82,0,7,5,0,16,24,62,73,4,10,11,9,9,3,6,243,3,0,22,51,3,22,7,3,0,0,0,0,0,0,3,118,0,6,11,25,5,23,8,12,4,4,6,5,0,0,5,118,0,0,0,3,24,87,86,28,3,10,3,4,0,0,13,262,0,60,47,25,15,17,18,11,4,3,0,0,0,0,6,202,0,4,15,15,3,3,3,0,0,18,0,0,0,0,5,68,0,0,3,3,7,8,9,4,0,0,0,0,0,0,6,52,0,3,4,36,11,61,82,98,20,21,10,5,4,7,11,373,0,0,3,3,10,10,21,4,0,0,0,3,0,0,4,67,0,0,0,3,3,14,16,7,4,3,0,4,0,0,0,52,0,0,4,4,5,24,48,12,3,6,3,3,0,0,0,118,0,3,10,41,23,34,25,21
Campbelltown (NSW),12302,0,0,6,10,13,23,34,23,0,7,7,0,3,0,0,136,3,8,43,10,56,328,434,363,68,62,41,53,41,31,46,1578,0,7,83,197,16,38,46,0,3,4,0,0,0,0,7,397,0,20,32,66,44,233,109,129,32,26,41,19,21,20,18,807,0,0,3,50,213,915,789,341,49,47,55,70,48,27,64,2688,0,119,129,88,38,25,41,20,5,0,0,0,0,0,10,483,0,11,107,127,17,16,13,9,3,0,0,0,0,0,10,317,0,4,5,12,57,93,52,25,9,3,3,0,12,4,7,276,0,3,5,126,100,499,1172,1603,183,164,213,195,156,129,80,4634,0,4,5,9,70,96,222,120,14,17,9,5,6,10,14,599,0,0,0,20,26,18,49,29,18,19,3,0,4,0,3,197,0,0,4,17,19,68,282,177,43,17,36,24,12,10,10,704,0,9,29,103,32,49,23,18
Wollondilly,12303,0,0,0,3,7,3,11,8,7,0,0,0,3,0,3,40,0,0,3,3,3,17,23,15,4,3,11,4,8,3,3,99,0,0,12,41,0,8,5,0,0,0,0,0,0,0,10,74,0,9,6,4,0,5,5,0,0,0,0,0,0,0,0,29,0,0,0,0,5,10,4,4,0,8,0,0,0,0,4,40,0,54,36,20,16,10,11,4,0,3,0,0,5,0,4,161,0,10,15,18,4,0,0,0,0,0,0,0,0,0,4,55,0,0,3,3,4,3,3,4,0,3,0,0,0,0,0,26,0,7,0,4,6,10,17,6,4,0,3,0,3,3,3,54,0,3,0,3,4,0,3,0,0,0,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,18,0,0,12,26,22,30,17,6
Blue Mountains,12401,0,3,10,36,25,24,44,16,7,3,0,0,7,3,9,193,0,15,29,0,12,33,45,47,9,3,7,10,14,9,3,219,0,6,13,32,8,4,3,3,0,0,0,0,0,0,9,72,0,15,16,17,3,3,0,0,0,0,0,0,0,0,0,53,0,3,0,18,18,20,11,0,0,0,3,0,0,0,4,82,0,147,115,83,72,32,43,17,3,3,7,4,9,0,16,553,0,11,26,20,3,0,3,0,0,0,0,0,0,0,4,67,0,3,9,10,20,17,15,3,0,0,3,7,0,0,4,97,3,12,18,60,26,30,32,28,3,7,8,10,17,11,11,263,3,13,13,8,7,5,16,13,0,8,5,0,21,19,3,132,0,0,0,0,4,13,9,3,0,0,0,0,0,0,0,32,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,22,3,10,24,84,32,50,39,22
Blue Mountains - South,12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penrith,12403,0,0,11,19,20,15,39,12,0,3,3,7,0,0,0,128,0,9,27,17,29,115,215,231,24,46,42,50,41,25,43,918,0,11,45,150,17,26,26,0,0,0,7,0,0,4,8,287,0,19,29,70,18,105,48,34,8,17,7,4,4,0,9,364,0,0,0,19,60,188,143,35,12,0,20,0,8,0,15,505,0,222,151,94,45,24,31,18,8,9,0,4,0,3,7,619,3,33,100,70,21,12,5,4,3,0,3,0,0,0,13,258,0,0,0,13,13,39,15,12,8,3,0,0,5,0,5,121,0,3,15,127,71,243,516,923,117,174,135,134,73,62,95,2688,0,3,0,7,32,21,55,27,6,12,10,8,5,4,8,191,0,0,0,6,37,54,40,38,29,17,23,14,13,11,5,290,0,0,0,19,18,60,35,40,6,7,8,5,3,0,5,201,0,7,30,124,76,76,47,23
Richmond - Windsor,12404,0,3,0,4,5,3,10,3,0,3,0,0,0,3,4,42,0,4,3,0,3,17,33,33,4,5,3,3,10,3,30,153,0,4,7,24,0,0,0,0,0,0,0,0,0,0,3,35,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,12,0,0,5,8,10,18,14,4,4,0,0,0,0,0,9,76,3,45,22,27,3,5,10,0,0,0,0,3,6,0,5,136,4,11,30,21,3,3,0,0,0,0,0,0,0,0,3,75,3,0,4,0,0,9,3,0,0,0,0,0,0,3,5,31,0,3,3,26,7,8,11,16,0,3,6,3,3,0,4,92,0,3,0,0,3,3,5,5,0,3,0,0,0,0,0,32,0,0,0,0,3,4,3,3,0,6,0,0,0,0,3,26,0,0,0,3,0,3,4,0,0,0,0,0,0,0,4,19,0,0,10,33,11,18,6,4
St Marys,12405,0,0,0,10,3,4,9,0,4,0,0,0,0,0,3,36,0,3,8,0,10,45,61,68,17,8,7,12,8,8,11,254,0,0,31,193,19,22,3,0,0,0,0,0,0,0,3,277,0,8,11,42,26,83,75,22,12,0,16,7,3,0,14,323,0,0,3,12,63,240,167,55,28,20,8,13,12,4,8,642,0,65,33,30,23,10,5,4,0,0,0,3,0,0,7,184,0,9,69,59,10,7,3,0,4,0,4,3,3,0,12,189,0,0,0,7,7,15,0,0,0,0,0,4,0,0,0,39,0,0,0,63,70,142,220,330,34,26,31,55,29,3,40,1050,0,3,0,3,21,27,31,12,0,3,3,0,4,0,3,115,0,0,0,15,3,17,14,16,3,3,4,0,8,0,0,78,0,0,0,10,7,21,104,36,8,11,6,11,0,3,5,213,0,6,12,41,19,23,11,11
