gml_id,sa3_code16,p_aged_15_yr_over_m,p_aged_15_yr_over_f,p_aged_15_yr_over_p,lab_for_st_empl_worked_ft_m,lab_for_st_empl_worked_ft_f,lab_for_st_empl_worked_ft_p,lab_for_st_empl_worked_pt_m,lab_for_st_empl_worked_pt_f,lab_for_st_empl_worked_pt_p,lab_for_st_empl_awy_frm_wrk_m,lab_for_st_empl_awy_frm_wrk_f,lab_for_st_empl_awy_frm_wrk_p,lab_for_st_unemp_lkg_fr_wrk_m,lab_for_st_unemp_lkg_fr_wrk_f,lab_for_st_unemp_lkg_fr_wrk_p,lab_for_st_tot_labour_force_m,lab_for_st_tot_labour_force_f,lab_for_st_tot_labour_force_p,lab_for_st_n_the_lbour_frce_m,lab_for_st_n_the_lbour_frce_f,lab_for_st_n_the_lbour_frce_p,percent_unemployment_m,percent_unemployment_f,percent_unemployment_p,pcent_lab_force_particip_m,pcent_lab_force_particip_f,pcent_lab_force_particip_p,pcent_employmnt_to_pop_m,pcent_employmnt_to_pop_f,pcent_employmnt_to_pop_p,non_sc_quals_postgrad_deg_m,non_sc_quals_postgrad_deg_f,non_sc_quals_postgrad_deg_p,non_sc_qua_gra_dip_gra_cer_m,non_sc_qua_gra_dip_gra_cer_f,non_sc_qua_gra_dip_gra_cer_p,non_sc_quals_bachelor_deg_m,non_sc_quals_bachelor_deg_f,non_sc_quals_bachelor_deg_p,non_sc_quals_adv_dip_dip_m,non_sc_quals_adv_dip_dip_f,non_sc_quals_adv_dip_dip_p,non_sc_quals_cert3a4_level_m,non_sc_quals_cert3a4_level_f,non_sc_quals_cert3a4_level_p,non_sc_quals_cert1a2_level_m,non_sc_quals_cert1a2_level_f,non_sc_quals_cert1a2_level_p,non_sc_quals_certnfd_level_m,non_sc_quals_certnfd_level_f,non_sc_quals_certnfd_level_p,non_sc_quals_certtot_level_m,non_sc_quals_certtot_level_f,non_sc_quals_certtot_level_p,mig_lvd_same_add_1_yr_ago_m,mig_lvd_same_add_1_yr_ago_f,mig_lvd_same_add_1_yr_ago_p,mig_lvd_diff_add_1_yr_ago_m,mig_lvd_diff_add_1_yr_ago_f,mig_lvd_diff_add_1_yr_ago_p,mig_lvd_same_add_5_yr_ago_m,mig_lvd_same_add_5_yr_ago_f,mig_lvd_same_add_5_yr_ago_p,mig_lvd_diff_add_5_yr_ago_m,mig_lvd_diff_add_5_yr_ago_f,mig_lvd_diff_add_5_yr_ago_p,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62b4,"30803","44990","47387","92378","18760","11652","30419","4556","10902","15456","1396","1492","2895","2793","1993","4782","27506","26039","53549","14003","17782","31779",10.2,7.7,8.9,61.1,54.9,58,54.9,50.7,52.8,"883","820","1704","464","876","1336","2927","5365","8294","2302","3612","5910","12511","5806","18317","528","869","1398","658","910","1566","13701","7579","21283","42517","43803","86319","8382","9267","17651","27415","27578","54993","20970","23095","44063",Rockhampton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62b5,"30804","6774","5572","12342","3871","1613","5484","465","1341","1812","282","193","481","180","133","308","4800","3286","8085","1168","1813","2981",3.8,4,3.8,70.9,59,65.5,68.2,56.5,63,"64","71","138","41","84","119","330","593","925","260","392","656","1836","628","2462","65","89","158","116","101","216","2015","826","2844","6287","5456","11750","1048","933","1973","4290","3595","7888","2638","2415","5054",Biloela
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62b6,"30805","25442","23655","49097","12426","5500","17930","2179","5592","7778","895","727","1624","1945","1432","3376","17440","13259","30700","5966","8695","14663",11.2,10.8,11,68.5,56.1,62.5,60.9,50,55.7,"378","359","738","227","353","586","1607","2690","4294","1485","1845","3332","8858","3387","12247","289","490","774","371","455","829","9516","4336","13849","23454","21738","45189","5644","5748","11390","14222","12944","27170","13355","13043","26399",Gladstone
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62b7,"30901","27122","29874","56999","11431","7518","18951","3790","7311","11105","794","953","1747","1011","889","1900","17020","16676","33700","7485","10290","17772",5.9,5.3,5.6,62.8,55.8,59.1,59,52.8,55.8,"938","1042","1980","332","655","989","3669","4874","8536","2346","3425","5767","6749","2958","9702","180","318","491","430","782","1206","7354","4054","11405","22540","24324","46866","5580","6084","11666","13772","14879","28659","13545","14739","28284",Broadbeach - Burleigh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62b8,"30902","22605","24867","47471","8727","5412","14132","3134","6279","9408","702","828","1529","960","751","1715","13524","13264","26787","7316","9637","16957",7.1,5.7,6.4,59.8,53.3,56.4,55.6,50.3,52.8,"535","655","1185","252","515","769","2286","3459","5749","1808","2857","4660","6499","2882","9375","139","317","457","412","670","1082","7048","3871","10920","20088","21212","41296","4346","4821","9169","12886","13548","26437","10705","11831","22532",Coolangatta
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62b9,"30903","26240","29979","56225","9991","6728","16719","3574","6661","10235","621","731","1352","1306","1206","2513","15489","15327","30817","8732","12287","21017",8.4,7.9,8.2,59,51.1,54.8,54.1,47.1,50.3,"870","918","1794","238","463","701","2531","3732","6264","2054","3313","5365","6757","3246","10000","198","407","604","492","861","1349","7452","4511","11960","21902","24230","46132","5881","6645","12523","12475","13861","26337","14430","16241","30671",Gold Coast - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62ba,"30904","7856","8120","15972","3234","1801","5028","1032","2102","3131","278","316","592","262","242","501","4801","4463","9261","2246","2962","5207",5.5,5.4,5.4,61.1,55,58,57.8,52,54.8,"283","286","571","116","213","334","808","1244","2051","709","1009","1718","2162","914","3072","54","137","194","164","224","392","2382","1274","3656","7091","7315","14405","1374","1392","2760","4767","4922","9687","3376","3471","6844",Gold Coast Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62bb,"31104","16899","17157","34059","9104","5152","14252","1851","4463","6308","568","603","1169","703","738","1440","12225","10954","23173","3762","5273","9037",5.8,6.7,6.2,72.3,63.8,68,68.2,59.6,63.8,"192","227","420","105","271","375","764","1721","2479","1078","1890","2966","5828","2672","8502","172","323","491","301","465","761","6293","3459","9757","17094","17153","34248","3502","3527","7033","11356","11019","22374","8202","8645","16852",Jimboomba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62bc,"30908","18734","21751","40480","8143","5426","13570","2824","5623","8445","449","584","1034","876","853","1732","12290","12485","24779","5183","7606","12789",7.1,6.8,7,65.6,57.4,61.2,60.9,53.5,56.9,"824","849","1674","222","397","619","2431","3222","5656","1695","2699","4393","4177","2342","6523","136","237","372","309","559","869","4629","3139","7767","16445","18338","34784","4515","5099","9609","9255","10347","19605","11053","12408","23464",Robina
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62bd,"30909","24569","26412","50983","9239","5893","15135","3712","6288","10001","644","725","1366","1381","1218","2597","14978","14122","29102","7420","10176","17599",9.2,8.6,8.9,61,53.5,57.1,55.3,48.9,52,"1014","1029","2047","255","441","692","2912","4008","6926","1989","3077","5067","5388","2604","7993","202","321","520","395","625","1023","5982","3550","9536","19862","21173","41030","5806","6234","12046","11573","12314","23882","13340","14303","27644",Southport
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62be,"30910","21723","22364","44081","7555","4831","12383","3197","4843","8036","657","719","1375","865","874","1733","12263","11262","23527","5679","7244","12921",7.1,7.8,7.4,56.5,50.4,53.4,52.5,46.5,49.4,"923","892","1818","287","395","678","3131","3524","6654","1856","2347","4196","3713","1769","5483","156","237","390","332","543","872","4201","2545","6748","14998","15194","30192","4927","5199","10124","8359","8579","16935","11158","11470","22629",Surfers Paradise
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62bf,"31001","28369","28154","56519","11084","6896","17986","3198","5754","8958","639","832","1470","1722","1457","3179","16650","14943","31594","9801","11065","20866",10.3,9.8,10.1,58.7,53.1,55.9,52.6,47.9,50.3,"1047","1027","2075","277","501","783","2864","3861","6728","1971","2520","4485","4763","2716","7476","275","409","685","368","550","919","5402","3672","9077","24953","26495","51452","5122","5110","10226","15455","16422","31879","12893","13569","26463",Forest Lake - Oxley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62c0,"31002","25006","24881","49880","10041","5314","15351","2428","5630","8057","766","710","1471","1068","1026","2087","14300","12675","26972","8814","10303","19118",7.5,8.1,7.7,57.2,50.9,54.1,52.9,46.8,49.9,"238","327","563","151","360","508","1012","2031","3042","1389","2304","3692","6623","3358","9980","265","492","762","393","629","1021","7283","4480","11763","23736","23555","47283","4075","4320","8395","16151","15701","31853","10181","10761","20947",Ipswich Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62c1,"31003","38916","41489","80399","17539","10540","28077","4388","9332","13717","1076","1226","2307","2184","1993","4172","25179","23086","48272","11297","15830","27132",8.7,8.6,8.6,64.7,55.6,60,59.1,50.9,54.9,"705","820","1528","392","735","1126","2651","4436","7085","2755","4068","6828","10999","5966","16964","498","794","1288","632","940","1572","12134","7696","19823","37534","38789","76323","8283","8854","17140","23969","24508","48480","19322","20889","40214",Ipswich Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62c2,"31004","29516","31200","60716","15287","9372","24653","3474","7070","10546","908","1077","1977","1998","1939","3935","21662","19455","41117","6082","9851","15932",9.2,10,9.6,73.4,62.4,67.7,66.6,56.2,61.2,"737","778","1515","273","481","759","2404","3699","6097","2222","3415","5645","7513","4613","12124","399","584","984","530","761","1297","8444","5963","14402","29291","29846","59136","7936","8305","16241","15813","15745","31558","18640","19848","38489",Springfield - Redbank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62c3,"31101","5444","5661","11102","2126","1127","3251","544","1242","1783","159","143","301","240","220","459","3068","2730","5797","1951","2537","4485",7.8,8.1,7.9,56.4,48.2,52.2,52,44.4,48.1,"52","70","122","35","79","111","235","409","643","274","494","768","1348","721","2071","62","112","169","98","160","260","1503","993","2497","4909","5217","10124","1100","1230","2328","3097","3218","6317","2610","2911","5521",Beaudesert
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62c4,"31102","15247","16398","31652","6666","3834","10500","1667","3347","5008","409","453","861","951","921","1874","9688","8551","18242","4621","6827","11450",9.8,10.8,10.3,63.5,52.1,57.6,57.3,46.6,51.7,"154","215","366","97","201","300","746","1331","2077","935","1627","2561","4232","2372","6603","192","362","556","281","425","700","4704","3159","7861","14402","15036","29442","3440","3694","7134","8795","9028","17821","8074","8728","16800",Beenleigh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62c5,"31103","29192","30739","59939","14147","8072","22223","3339","6775","10109","929","903","1832","1751","1707","3462","20168","17461","37623","7182","11324","18505",8.7,9.8,9.2,69.1,56.8,62.8,63.1,51.2,57,"382","383","772","145","348","488","1502","2555","4057","1590","2892","4484","7974","4536","12507","314","552","868","481","760","1244","8767","5848","14619","29324","29988","59314","5893","6193","12088","18724","18774","37500","14390","15412","29798",Browns Plains
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62c6,"31105","22495","24178","46679","10795","6608","17406","2723","5616","8337","600","715","1315","1180","1086","2266","15297","14026","29321","5869","8654","14525",7.7,7.7,7.7,68,58,62.8,62.8,53.5,58,"465","500","969","208","419","629","1719","2773","4490","1605","2527","4131","6446","3323","9774","248","389","636","409","602","1013","7102","4316","11426","21580","22452","44031","4696","4884","9582","13770","14166","27936","11194","12018","23214",Loganlea - Carbrook
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62c7,"31106","29181","30203","59382","12498","7155","19659","3588","6187","9774","804","863","1663","1959","1785","3744","18847","15993","34839","8553","12361","20915",10.4,11.2,10.7,64.6,53,58.7,57.9,47,52.4,"837","854","1698","256","506","763","2687","3676","6366","2104","2912","5016","6671","3617","10287","360","535","896","450","668","1112","7482","4823","12299","28562","29061","57624","5830","5977","11808","18077","18507","36583","14376","14701","29080",Springwood - Kingston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62c8,"31201","22197","13829","36031","10549","3848","14398","1290","2632","3922","871","539","1405","535","490","1028","13239","7516","20750","3120","4378","7497",4,6.5,5,59.6,54.3,57.6,57.3,50.8,54.7,"209","159","364","127","173","294","1055","1364","2417","886","939","1827","6145","1807","7951","159","280","441","268","302","566","6577","2386","8961","15699","11494","27192","3668","3281","6954","9293","6464","15762","9050","7349","16395",Bowen Basin - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62c9,"31202","43399","45105","88509","21362","11384","32747","3978","11106","15086","1557","1470","3030","2625","2339","4958","29525","26296","55817","10800","15941","26739",8.9,8.9,8.9,68,58.3,63.1,62,53.1,57.5,"547","632","1172","313","731","1047","2464","5028","7496","2243","3544","5783","14812","5998","20811","356","795","1150","542","978","1521","15706","7777","23484","42081","42484","84566","8059","8967","17026","27364","26875","54243","20200","22142","42346",Mackay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62ca,"31203","10902","10671","21571","4726","2903","7628","1060","2248","3306","464","487","951","405","302","709","6651","5951","12603","2430","2996","5427",6.1,5.1,5.6,61,55.8,58.4,57.3,52.8,55.1,"191","218","407","94","182","274","801","1274","2074","874","1170","2042","3190","1269","4454","122","174","301","187","268","458","3499","1714","5217","8572","8144","16718","2249","2374","4627","5256","4847","10097","4994","5172","10164",Whitsunday
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62cb,"31301","13603","14807","28417","3660","2167","5826","1307","2579","3886","372","372","745","583","514","1089","5917","5630","11551","6859","8213","15066",9.9,9.1,9.4,43.5,38,40.6,39.2,34.6,36.8,"183","233","422","122","222","353","731","1201","1934","963","1420","2387","4100","1709","5805","113","228","336","244","402","646","4456","2334","6791","11995","12818","24810","2481","2656","5130","7681","8082","15764","6514","7066","13584",Bribie - Beachmere
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62cc,"31302","24847","27117","51967","10277","5837","16118","2958","6175","9132","713","757","1472","1651","1579","3231","15600","14346","29946","7371","10662","18031",10.6,11,10.8,62.8,52.9,57.6,56.1,47.1,51.4,"220","273","492","149","327","478","1059","2115","3174","1457","2667","4124","7117","4391","11508","359","572","935","417","658","1075","7895","5618","13520","23412","24427","47842","5817","6345","12161","13625","14018","27649","13844","15262","29111",Caboolture
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62cd,"31303","5890","5011","10907","1959","1040","3007","560","1160","1714","179","171","348","190","159","356","2893","2532","5423","2548","2039","4587",6.6,6.3,6.6,49.1,50.5,49.7,45.8,47.3,46.5,"45","62","108","32","78","108","251","412","662","263","495","761","1375","619","1996","59","102","163","84","119","206","1523","844","2365","4574","4633","9210","851","897","1755","3031","2983","6012","2124","2257","4379",Caboolture Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62ce,"31304","23168","24865","48029","10957","6079","17038","2699","6364","9061","715","743","1459","1311","1174","2479","15682","14356","30039","6304","9110","15409",8.4,8.2,8.3,67.7,57.7,62.5,62,53,57.4,"272","293","565","177","395","575","1255","2337","3589","1623","2680","4304","7236","3818","11056","272","418","691","359","589","950","7868","4825","12696","23369","24113","47480","4502","4814","9315","15359","15617","30974","11278","12248","23528",Narangba - Burpengary
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62cf,"31305","23266","26383","49647","9183","5667","14849","2700","5617","8314","635","749","1378","1197","1075","2280","13712","13110","26822","7958","11356","19312",8.7,8.2,8.5,58.9,49.7,54,53.8,45.6,49.4,"481","548","1029","236","501","744","1673","3009","4680","1787","2791","4584","6396","3280","9675","227","374","603","434","691","1123","7061","4346","11402","21215","23195","44407","4413","4982","9392","13373","14469","27849","11460","12904","24365",Redcliffe
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62d0,"31401","31817","33758","65576","17455","10032","27487","4147","10455","14606","906","1157","2064","1231","1008","2243","23742","22660","46401","7154","10094","17246",5.2,4.4,4.8,74.6,67.1,70.8,70.7,64.1,67.3,"1424","1356","2785","671","1188","1855","4686","6722","11407","3427","4244","7673","8480","3674","12161","232","397","626","511","796","1311","9220","4869","14092","33979","35006","68984","5191","5462","10649","23453","24067","47520","14063","14940","29002",The Hills District
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62d1,"31402","24933","27802","52740","13856","8246","22105","2814","7047","9861","715","916","1630","1346","1483","2827","18737","17695","36428","5026","8767","13795",7.2,8.4,7.8,75.1,63.6,69.1,69.7,58.3,63.7,"653","662","1316","290","507","795","2376","3743","6123","2305","3344","5646","7055","4247","11303","308","478","780","422","688","1111","7780","5412","13197","23875","25553","49431","7240","7963","15204","12034","12765","24799","17029","18779","35806",North Lakes
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62d2,"31403","14019","14977","29000","6865","4092","10957","1669","3702","5368","408","467","871","796","756","1552","9734","9010","18745","3610","5206","8815",8.2,8.4,8.3,69.4,60.2,64.6,63.8,55.2,59.3,"257","259","513","155","322","471","969","1648","2620","1131","1592","2723","4089","2256","6348","183","284","475","227","337","563","4505","2882","7379","13915","14463","28381","2583","2737","5323","9314","9591","18907","6456","6902","13354",Strathpine
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62d3,"31501","15444","12643","28081","5235","3147","8379","1196","1866","3066","776","588","1367","909","657","1571","8119","6259","14379","5294","4960","10254",11.2,10.5,10.9,52.6,49.5,51.2,46.7,44.3,45.6,"179","230","406","101","220","328","706","1132","1829","719","1010","1725","3795","1518","5312","296","389","694","241","218","460","4335","2125","6459","13997","12658","26653","2306","2199","4505","10272","9295","19569","4893","4532","9425",Far North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62d4,"31502","14935","12578","27518","7544","4057","11604","855","1957","2813","672","543","1216","566","436","1007","9638","7002","16639","3195","3968","7169",5.9,6.2,6.1,64.5,55.7,60.5,60.7,52.1,56.8,"231","228","458","100","227","327","864","1410","2280","649","875","1525","4311","1329","5635","150","204","356","177","241","420","4640","1774","6410","12815","10982","23791","2792","2736","5522","8368","7117","15479","6346","5719","12064",Outback - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62d5,"31701","56102","62070","118177","25688","15157","40849","6553","15131","21684","1515","1858","3365","2754","2312","5063","36503","34454","70966","15858","23345","39207",7.5,6.7,7.1,65.1,55.5,60.1,60.2,51.8,55.8,"1914","1880","3793","690","1358","2045","5606","8728","14337","3746","5744","9489","14213","7750","21964","641","1031","1672","830","1298","2127","15683","10079","25765","52433","56745","109180","12443","13334","25775","32278","34730","67006","29481","32321","61798",Toowoomba
