sa3_name16,sa3_code16,ireland_2011,ireland_2012,ireland_2013,ireland_2014,ireland_2015,ireland_2016,ireland_yr_arrival_notstated,ireland_tot,italy_before_1946,italy_1946_1955,italy_1956_1965,italy_1966_1975,italy_1976_1985,italy_1986_1995,italy_1996_2005,italy_2006_2010,italy_2011,italy_2012,italy_2013,italy_2014,italy_2015,italy_2016,italy_yr_arrival_notstated,italy_tot,japan_before_1946,japan_1946_1955,japan_1956_1965,japan_1966_1975,japan_1976_1985,japan_1986_1995,japan_1996_2005,japan_2006_2010,japan_2011,japan_2012,japan_2013,japan_2014,japan_2015,japan_2016,japan_yr_arrival_notstated,japan_tot,korea_rep_sth_before_1946,korea_rep_sth_1946_1955,korea_rep_sth_1956_1965,korea_rep_sth_1966_1975,korea_rep_sth_1976_1985,korea_rep_sth_1986_1995,korea_rep_sth_1996_2005,korea_rep_sth_2006_2010,korea_republic_south_2011,korea_republic_south_2012,korea_republic_south_2013,korea_republic_south_2014,korea_republic_south_2015,korea_republic_south_2016,korea_repub_sth_arrival_notstated,korea_republic_south_tot,lebanon_before_1946,lebanon_1946_1955,lebanon_1956_1965,lebanon_1966_1975,lebanon_1976_1985,lebanon_1986_1995,lebanon_1996_2005,lebanon_2006_2010,lebanon_2011,lebanon_2012,lebanon_2013,lebanon_2014,lebanon_2015,lebanon_2016,lebanon_yr_arrival_notstated,lebanon_tot,malaysia_before_1946,malaysia_1946_1955,malaysia_1956_1965,malaysia_1966_1975,malaysia_1976_1985,malaysia_1986_1995,malaysia_1996_2005,malaysia_2006_2010,malaysia_2011,malaysia_2012,malaysia_2013,malaysia_2014,malaysia_2015,malaysia_2016,malaysia_yr_arrival_notstated,malaysia_tot,malta_before_1946,malta_1946_1955,malta_1956_1965,malta_1966_1975,malta_1976_1985,malta_1986_1995,malta_1996_2005,malta_2006_2010,malta_2011,malta_2012,malta_2013,malta_2014,malta_2015,malta_2016,malta_yr_arrival_notstated,malta_tot,netherlands_before_1946,netherlands_1946_1955,netherlands_1956_1965,netherlands_1966_1975,netherlands_1976_1985,netherlands_1986_1995,netherlands_1996_2005,netherlands_2006_2010,netherlands_2011,netherlands_2012,netherlands_2013,netherlands_2014,netherlands_2015,netherlands_2016,netherlands_yr_arrival_notstated,netherlands_tot,new_zealand_before_1946,new_zealand_1946_1955,new_zealand_1956_1965,new_zealand_1966_1975,new_zealand_1976_1985,new_zealand_1986_1995,new_zealand_1996_2005,new_zealand_2006_2010,new_zealand_2011,new_zealand_2012,new_zealand_2013,new_zealand_2014,new_zealand_2015,new_zealand_2016,new_zealand_yr_arrival_notstated,new_zealand_tot,pakistan_before_1946,pakistan_1946_1955,pakistan_1956_1965,pakistan_1966_1975,pakistan_1976_1985,pakistan_1986_1995,pakistan_1996_2005,pakistan_2006_2010,pakistan_2011,pakistan_2012,pakistan_2013,pakistan_2014,pakistan_2015,pakistan_2016,pakistan_yr_arrival_notstated,pakistan_tot,philippines_before_1946,philippines_1946_1955,philippines_1956_1965,philippines_1966_1975,philippines_1976_1985,philippines_1986_1995,philippines_1996_2005,philippines_2006_2010,philippines_2011,philippines_2012,philippines_2013,philippines_2014,philippines_2015,philippines_2016,philippines_yr_arrival_notstated,philippines_tot,poland_before_1946,poland_1946_1955,poland_1956_1965,poland_1966_1975,poland_1976_1985,poland_1986_1995,poland_1996_2005,poland_2006_2010,poland_2011,poland_2012,poland_2013,poland_2014,poland_2015,poland_2016,poland_yr_arrival_notstated,poland_tot,singapore_before_1946,singapore_1946_1955,singapore_1956_1965,singapore_1966_1975,singapore_1976_1985,singapore_1986_1995,singapore_1996_2005,singapore_2006_2010,singapore_2011,singapore_2012,singapore_2013,singapore_2014,singapore_2015,singapore_2016,singapore_yr_arrival_notstated,singapore_tot
Surfers Paradise,30910,14,11,3,7,10,8,7,151,3,101,168,67,12,14,13,18,9,14,12,28,14,9,24,508,0,0,0,6,23,116,166,93,20,29,30,45,44,72,88,737,0,0,0,0,10,37,68,72,18,24,22,30,34,37,28,373,0,0,0,14,9,0,3,0,0,0,0,0,0,0,4,30,0,0,9,9,16,27,23,30,6,7,13,10,13,18,22,195,0,14,18,9,0,0,0,0,0,0,0,0,0,0,0,48,0,57,34,13,20,8,12,7,0,0,0,3,3,0,3,162,0,12,47,161,409,497,634,437,120,104,82,79,83,65,125,2863,0,0,0,0,4,0,10,5,0,0,6,4,3,4,0,44,0,0,3,11,38,73,51,45,7,31,14,16,24,21,15,358,7,26,7,8,34,16,16,9,0,0,4,3,9,0,3,141,0,0,3,7,3,22,16,10,0,0,0,11,0,0,9,82
Forest Lake - Oxley,31001,16,3,3,3,0,0,3,116,3,27,44,30,3,10,5,10,0,0,4,5,0,0,11,154,0,0,0,3,5,16,42,24,0,3,3,4,3,0,7,118,0,0,0,0,8,23,52,104,15,5,12,4,15,3,7,252,0,0,0,13,5,6,0,3,0,0,0,0,0,0,0,41,0,0,10,28,34,61,67,35,13,4,15,6,7,10,13,300,0,15,14,5,7,0,0,3,0,0,0,0,0,0,0,44,0,59,50,16,12,5,16,10,0,0,0,0,0,0,7,173,0,5,12,84,302,469,933,733,175,172,182,118,95,29,318,3621,0,0,0,6,0,3,34,34,0,8,11,14,13,5,0,123,0,0,0,5,74,196,186,324,41,49,40,35,24,18,28,1033,0,24,7,5,38,38,10,0,5,0,0,0,4,0,8,136,0,0,7,13,0,17,21,16,0,0,4,0,7,0,3,103
Ipswich Hinterland,31002,0,0,0,0,3,0,5,81,0,6,13,11,0,0,0,0,0,0,0,0,6,10,7,56,0,3,0,0,3,0,9,6,6,0,0,3,5,3,6,50,0,0,0,0,0,0,17,13,0,0,0,3,19,18,23,92,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,16,14,11,4,0,0,0,0,0,0,0,8,69,0,11,5,6,5,0,0,0,0,0,0,0,0,0,0,24,0,76,81,28,17,7,7,3,0,0,3,0,0,0,15,228,0,5,26,139,336,316,328,133,24,19,18,8,15,3,91,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,24,56,40,29,6,8,4,12,3,0,7,199,0,3,3,0,11,6,0,0,0,0,0,0,0,0,3,25,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,12
Ipswich Inner,31003,4,0,3,3,0,0,6,138,0,21,18,7,0,3,0,4,0,0,0,3,0,0,5,66,0,0,0,0,0,6,24,4,0,3,0,3,3,3,0,57,0,0,0,0,0,3,12,17,9,4,5,0,11,3,12,77,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,23,69,43,26,15,10,6,0,0,3,3,3,13,213,0,25,13,7,3,0,0,0,0,0,0,0,0,0,0,49,0,93,114,46,46,13,14,8,0,0,0,0,0,0,13,349,0,5,25,167,493,572,774,607,139,176,105,94,61,35,148,3400,0,0,0,3,0,3,20,9,0,3,0,0,0,3,0,42,0,0,3,3,70,88,97,173,34,29,24,25,24,15,26,609,0,11,5,4,18,7,4,6,0,0,0,0,0,0,3,63,0,3,3,14,8,8,14,7,0,5,4,3,0,3,0,66
Springfield - Redbank,31004,12,17,3,3,0,0,0,166,0,10,12,13,0,3,9,0,0,0,0,0,0,0,11,57,0,0,0,0,0,5,17,19,0,6,3,3,0,3,10,62,0,0,0,0,0,8,24,53,9,9,8,7,8,0,7,124,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,13,0,0,15,26,35,32,45,32,10,9,4,13,8,8,3,236,0,19,8,0,8,0,3,3,0,0,0,0,0,0,0,39,0,60,74,53,28,7,13,10,5,0,0,0,0,0,8,270,0,3,11,126,429,846,1682,1754,472,550,489,326,296,131,246,7357,0,0,0,0,0,4,9,29,9,5,9,0,8,0,3,85,0,0,0,4,69,198,180,363,43,78,44,52,74,22,32,1155,0,6,3,10,45,30,13,9,3,4,3,0,0,0,0,132,0,0,0,11,4,12,31,22,3,5,7,3,0,0,3,109
Beaudesert,31101,0,0,0,0,0,0,0,20,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,5,8,0,0,3,0,0,0,0,0,0,3,49,0,3,8,37,86,109,120,51,12,3,12,6,0,0,13,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,6,18,0,0,3,0,3,0,3,46,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Beenleigh,31102,4,0,0,0,0,3,0,76,0,14,12,9,0,0,3,0,0,0,0,0,0,0,0,42,0,3,0,0,0,6,22,7,4,3,0,3,0,0,3,53,0,0,0,0,3,0,21,9,3,0,0,0,4,0,0,37,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,9,0,0,0,10,10,11,4,0,3,0,0,0,0,0,3,49,0,5,7,8,3,0,0,0,0,0,0,0,0,0,0,23,0,46,50,13,18,9,6,5,0,0,0,0,0,0,4,143,0,3,20,119,444,627,795,722,163,219,123,109,93,40,158,3642,0,0,0,0,0,0,3,3,0,3,6,7,3,0,0,29,0,0,0,5,41,93,64,111,12,27,33,25,21,9,11,451,0,6,0,3,30,13,5,7,3,0,0,4,4,0,0,69,0,0,0,0,7,8,13,0,0,0,0,0,0,0,0,33
Browns Plains,31103,0,0,0,0,0,0,4,112,3,25,24,25,5,8,3,0,0,0,0,0,0,0,3,95,0,0,0,0,0,11,20,7,4,0,0,0,0,3,0,53,0,0,0,0,0,15,23,36,4,8,0,3,3,3,4,109,0,0,5,3,8,14,9,10,5,0,0,0,0,0,0,52,0,0,0,22,22,30,40,32,3,14,14,5,5,3,4,187,0,11,14,12,3,3,0,0,0,0,0,0,0,0,3,42,0,66,91,23,36,11,8,3,0,0,0,0,0,0,13,243,3,6,19,130,617,992,1699,1641,307,447,341,223,245,109,257,7044,0,0,0,0,3,10,112,98,18,14,18,11,3,8,3,305,0,0,3,13,84,196,164,275,26,29,38,46,34,10,35,942,0,6,5,3,20,21,3,3,0,0,0,0,0,0,0,62,0,0,0,9,8,10,36,13,0,3,0,0,0,0,3,83
Jimboomba,31104,8,5,0,0,0,0,0,88,0,11,14,8,3,3,0,0,0,0,0,0,0,0,4,42,0,0,0,0,3,7,9,7,0,0,3,0,0,5,3,36,0,0,0,0,3,10,8,3,0,0,0,0,0,0,0,30,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,6,18,12,7,10,0,0,0,0,4,4,0,3,55,0,3,3,10,3,0,0,0,0,0,0,0,0,0,0,26,0,36,45,18,36,9,29,12,0,0,0,0,3,0,0,180,0,4,21,96,434,505,588,300,74,50,32,24,21,20,83,2252,0,0,0,0,0,5,4,7,3,0,0,0,0,0,0,20,0,0,0,7,12,31,23,16,7,4,3,0,3,5,7,127,0,0,3,3,8,12,3,0,0,0,0,0,3,0,0,35,0,0,4,3,7,6,12,10,0,0,0,0,0,0,0,49
Loganlea - Carbrook,31105,7,0,0,0,0,0,6,151,0,15,30,16,3,3,8,8,0,0,0,0,0,0,7,87,0,0,0,0,0,19,17,17,0,3,5,0,6,3,3,68,0,0,0,0,0,16,40,51,8,5,3,4,3,0,4,144,0,0,0,7,21,11,12,4,0,0,0,0,0,3,0,58,0,0,3,15,32,20,31,29,3,3,8,7,3,4,13,176,0,13,3,0,0,3,0,0,0,0,0,0,0,0,0,20,0,67,80,19,36,7,9,5,0,3,3,3,0,0,20,257,3,4,29,138,586,786,1144,920,199,222,184,138,102,72,149,4681,0,0,0,3,3,0,18,19,8,0,11,0,3,9,3,80,0,0,0,4,68,138,119,142,22,17,21,8,9,17,18,587,0,6,3,3,27,24,14,3,0,0,0,0,0,0,0,79,0,0,0,6,8,18,14,8,4,3,0,0,0,0,0,70
Springwood - Kingston,31106,12,6,0,0,0,0,3,153,0,18,29,28,5,6,4,4,0,0,0,5,0,0,3,103,0,0,0,0,3,11,39,18,4,0,11,3,0,0,3,95,0,0,0,3,8,43,168,249,40,20,21,30,31,11,24,649,0,0,0,21,26,23,20,9,0,0,0,0,0,3,5,117,0,0,5,25,36,54,72,87,15,25,50,19,15,7,7,418,0,8,21,7,3,0,3,0,0,0,0,0,0,0,3,44,0,50,52,20,19,5,11,0,0,0,0,0,4,0,6,177,0,3,37,155,708,912,1590,992,216,239,239,152,112,85,213,5645,0,0,0,8,9,13,40,103,22,52,114,61,54,17,3,481,0,0,0,15,94,200,110,170,24,34,25,26,26,13,22,755,0,3,0,0,43,30,22,3,0,0,0,0,5,0,4,114,0,0,3,14,9,18,30,29,0,0,3,4,0,5,0,106
Bowen Basin - North,31201,3,5,0,0,0,3,5,47,0,10,5,7,0,0,0,0,0,0,0,4,7,3,0,40,0,0,0,0,0,7,4,5,0,0,0,5,5,6,15,43,0,0,0,0,0,4,7,6,4,3,0,10,43,19,57,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,6,3,0,3,0,5,3,4,0,0,0,47,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,18,22,7,7,4,0,3,3,0,0,0,0,0,0,68,0,7,16,94,233,228,274,204,74,44,46,35,15,12,45,1320,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,9,0,0,0,0,38,53,46,106,29,34,44,31,37,15,19,455,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,12
Mackay,31202,19,20,7,0,0,0,4,176,5,63,53,18,4,0,3,0,5,7,3,0,0,0,8,183,0,0,0,0,0,8,4,10,0,0,3,4,4,0,0,36,0,0,0,0,3,3,8,13,0,3,3,3,0,7,0,42,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,11,14,18,6,13,18,7,0,3,3,8,7,8,108,16,158,63,31,15,4,0,0,0,3,0,0,0,0,11,300,0,64,66,24,43,13,13,19,0,6,5,0,0,0,3,256,0,7,46,276,508,430,518,461,188,139,64,48,28,20,89,2816,0,0,0,0,0,0,14,6,6,4,5,0,0,3,3,49,0,0,0,0,90,115,116,518,139,167,113,123,89,40,37,1555,0,3,7,0,8,3,11,3,3,4,3,0,0,0,0,44,0,0,0,3,3,4,8,3,0,3,0,0,0,0,0,24
Whitsunday,31203,0,0,0,0,3,3,3,54,0,13,12,8,0,0,4,0,0,3,3,10,7,0,8,79,0,0,0,0,0,0,9,8,0,0,3,3,16,6,6,60,0,0,0,0,0,0,3,8,0,0,0,9,3,4,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,3,0,0,0,5,0,0,3,0,0,28,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,24,20,10,9,8,5,0,0,0,0,0,3,4,3,90,0,3,16,71,158,105,185,130,45,42,31,40,44,17,48,934,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,23,17,14,46,6,11,13,22,13,9,6,184,0,0,0,0,6,4,5,5,0,0,0,0,0,0,0,22,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11
Bribie - Beachmere,31301,5,3,0,0,0,0,0,91,3,15,12,22,0,0,0,3,0,0,0,0,0,0,3,62,0,0,0,3,3,3,4,0,0,0,0,0,3,8,3,27,0,0,0,0,0,0,3,3,5,0,0,0,3,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,11,3,0,3,4,0,0,0,0,0,0,0,34,0,11,15,3,0,0,3,0,0,0,0,0,0,0,0,33,0,81,54,12,20,4,4,9,0,0,0,0,0,0,4,199,8,6,24,132,265,310,300,146,30,37,21,24,7,5,46,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,25,22,19,16,8,8,14,4,7,0,4,134,0,3,3,3,9,8,0,0,0,0,0,0,0,0,0,29,0,0,3,7,0,0,0,3,0,0,0,0,0,0,0,24
Caboolture,31302,0,0,3,0,3,0,6,113,0,32,33,18,0,0,3,0,0,0,0,0,3,0,3,103,0,0,0,0,0,4,13,8,0,3,0,3,5,22,25,92,0,0,0,0,0,0,28,35,10,13,28,38,64,71,47,329,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,13,11,5,0,3,0,3,9,0,10,3,10,78,0,14,7,0,4,0,0,0,0,0,0,0,0,0,0,27,0,61,48,20,23,9,18,9,0,0,0,0,0,5,0,188,0,11,24,141,463,569,666,571,156,142,87,71,48,22,84,3055,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,15,0,0,0,7,75,131,88,155,54,27,19,22,22,9,26,635,0,0,3,4,6,4,10,0,0,0,0,5,0,0,0,39,0,0,0,10,0,3,5,0,0,0,0,0,0,0,0,33
Caboolture Hinterland,31303,0,0,0,0,0,0,3,13,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,3,0,3,9,11,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,8,3,7,6,0,5,0,3,0,0,0,0,0,49,0,0,12,33,84,66,53,34,8,10,3,4,0,0,74,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,66,55,39,33,28,48,39,26,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Narangba - Burpengary,31304,0,3,0,0,0,0,0,93,0,17,28,12,3,0,3,9,0,0,0,0,7,0,4,91,0,0,0,0,0,0,7,4,9,3,0,0,3,4,0,34,0,0,0,0,0,3,5,22,6,6,5,11,7,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,19,14,11,11,6,0,3,0,0,0,0,4,82,0,15,11,7,3,4,0,0,0,0,0,0,0,0,0,40,0,65,41,18,22,13,21,8,0,0,0,3,0,0,3,202,0,7,20,147,438,601,806,575,136,157,83,47,57,8,112,3199,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,14,0,0,0,13,65,110,74,81,39,22,14,25,22,6,14,484,0,5,3,3,9,12,6,0,0,5,3,0,0,0,0,54,0,0,3,12,11,0,8,3,0,0,0,0,0,0,0,39
Redcliffe,31305,5,0,0,0,6,0,3,176,0,15,35,27,5,3,5,3,0,3,0,0,0,3,3,109,0,0,4,3,0,3,11,16,5,3,0,0,0,0,4,60,0,0,0,0,0,4,13,13,0,4,3,0,3,3,3,42,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,21,15,25,8,11,0,3,0,0,0,0,0,111,0,16,10,4,0,0,0,0,0,0,0,0,0,0,0,37,0,101,58,30,13,13,15,14,5,0,4,0,0,0,10,287,0,0,40,168,549,647,852,607,152,154,122,54,46,34,149,3575,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12,0,0,0,3,66,102,61,96,12,35,32,36,32,9,17,495,0,12,7,3,18,9,10,6,0,0,0,0,0,0,3,64,0,0,0,18,7,4,6,8,0,0,0,0,0,0,4,47
The Hills District,31401,3,16,14,3,3,0,0,278,0,44,66,53,8,8,11,4,0,8,0,9,0,3,4,209,0,0,3,5,0,17,37,7,3,0,0,5,0,3,0,83,0,0,0,0,3,6,15,17,0,0,0,4,0,0,3,48,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,10,0,0,25,31,31,25,22,10,0,0,0,0,0,0,6,149,0,11,4,3,3,0,0,0,0,0,0,0,0,0,0,27,0,51,47,28,33,20,49,20,0,0,5,0,4,0,3,273,0,9,31,170,500,546,618,358,86,99,43,45,30,8,62,2597,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,12,0,0,3,10,53,97,82,143,18,13,14,11,12,12,4,469,0,0,3,3,31,28,17,7,0,0,3,3,0,0,0,96,0,0,5,23,8,17,31,11,0,0,3,3,0,0,3,109
North Lakes,31402,17,20,12,0,0,3,3,201,0,27,22,24,4,6,6,6,4,0,3,9,6,0,6,115,0,4,0,0,0,13,22,27,0,0,0,0,4,3,13,94,0,0,0,0,3,3,28,55,9,3,4,9,8,3,0,126,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,12,0,0,6,30,11,20,20,30,17,7,3,0,10,3,4,160,0,9,4,7,4,0,4,3,0,3,0,0,0,0,0,32,0,34,33,22,14,10,20,13,0,3,0,0,0,0,3,145,3,8,22,100,344,634,1116,1245,377,329,281,194,157,143,159,5108,0,0,0,0,0,0,8,12,6,9,0,3,5,0,0,34,0,0,0,8,41,153,107,303,55,52,28,35,38,23,11,848,0,5,10,0,16,15,3,7,3,0,0,0,0,0,0,63,0,0,0,7,8,11,27,13,0,4,4,3,0,0,8,85
Strathpine,31403,0,3,0,0,0,0,0,58,0,6,22,26,4,0,3,0,0,7,0,0,0,0,8,74,0,0,0,0,3,0,21,10,0,4,0,0,4,0,3,50,0,0,0,0,0,3,10,0,0,0,0,0,0,3,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,11,15,10,13,6,0,0,3,3,0,0,3,75,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,43,25,14,20,5,7,3,0,0,0,0,0,0,0,114,3,3,6,74,248,348,482,348,76,90,74,32,36,15,55,1892,0,0,0,0,0,3,5,3,0,0,0,0,0,0,3,20,0,0,0,3,34,109,83,103,17,18,13,11,17,12,18,438,0,3,0,0,10,16,3,3,0,0,0,0,0,0,0,36,0,0,0,15,3,3,5,3,0,0,0,0,0,0,3,36
Far North,31501,0,0,0,0,0,0,0,23,0,32,69,20,0,0,0,3,0,0,0,0,0,0,19,154,0,0,0,0,0,4,4,9,0,5,0,0,3,0,12,41,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,3,0,0,0,0,3,0,0,25,0,8,6,3,0,0,0,0,0,0,0,0,0,0,0,14,0,19,27,13,6,0,3,4,0,0,0,0,0,0,0,78,0,3,15,78,123,88,71,47,15,18,11,8,3,0,36,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,17,49,10,5,3,10,10,7,5,144,0,3,0,0,7,3,0,0,0,3,0,0,0,0,0,18,0,0,0,10,3,0,3,0,0,0,0,0,0,0,0,17
Outback - North,31502,6,3,6,3,0,0,3,61,0,14,8,9,3,0,0,0,0,5,0,0,0,0,0,40,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,4,0,3,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,33,26,4,3,0,0,0,3,0,0,0,0,0,3,72,0,3,15,65,125,161,226,218,93,102,58,45,37,29,58,1225,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,21,0,0,0,0,38,84,65,178,32,24,24,17,19,16,18,519,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7
Toowoomba,31701,17,15,4,6,3,3,6,203,0,34,26,23,3,0,0,5,0,0,10,8,16,4,8,138,0,3,0,0,5,3,24,25,0,6,7,11,14,20,15,136,0,0,0,0,0,17,49,83,24,21,13,18,56,38,22,344,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,14,3,0,15,34,28,26,49,52,13,16,20,14,13,7,14,303,0,13,7,8,0,0,0,3,0,0,0,0,0,0,0,31,0,120,103,39,32,6,27,17,0,3,0,0,6,3,10,359,3,13,44,186,469,426,460,248,84,58,58,26,16,12,83,2198,0,0,0,0,0,8,3,32,0,20,45,32,23,19,5,190,0,0,0,5,59,127,117,283,48,55,64,56,59,23,29,933,0,8,11,4,14,10,6,8,0,3,0,0,0,0,3,59,0,0,10,26,5,10,32,20,7,6,10,21,19,19,9,192
Maryborough,31905,0,3,0,0,0,0,4,52,0,6,4,5,4,0,0,0,0,0,0,0,0,0,9,35,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,3,4,3,0,0,0,0,0,0,0,39,0,16,7,0,0,0,0,0,0,0,0,0,0,0,6,29,0,55,45,13,14,17,7,3,0,0,0,0,0,0,6,162,0,3,24,127,273,208,159,53,12,11,11,12,7,6,67,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,51,56,31,49,15,10,4,3,12,0,17,248,0,3,3,3,9,6,0,4,0,0,0,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
Tea Tree Gully,40205,5,5,10,11,0,0,3,226,4,236,495,203,33,22,15,10,3,9,8,3,0,3,45,1083,0,0,0,0,0,12,15,11,3,0,0,0,0,8,0,59,0,0,0,3,6,19,69,98,6,15,15,7,9,3,0,245,0,3,7,18,14,28,17,11,0,0,0,0,0,3,0,102,0,0,13,33,32,50,39,91,9,14,8,9,15,11,11,328,0,32,28,15,4,3,0,3,0,0,0,0,0,0,0,90,3,123,214,42,18,3,18,13,0,0,0,0,0,0,8,430,0,4,15,56,151,129,93,51,22,14,6,0,0,0,12,556,0,0,0,0,3,5,3,9,0,12,12,12,15,3,0,74,0,0,3,3,51,97,48,143,24,22,33,25,34,11,15,505,3,19,44,15,117,125,31,11,0,3,0,0,5,0,11,388,0,3,0,20,26,15,13,15,3,0,3,0,8,4,3,115
Mitcham,40303,10,8,0,6,0,0,3,140,10,113,157,44,6,3,4,12,0,0,3,8,5,0,13,373,0,0,3,4,3,14,24,15,4,3,3,6,5,15,3,100,0,0,0,0,5,8,44,48,18,27,10,7,17,4,3,199,0,3,3,40,31,9,13,4,0,7,7,0,0,0,3,129,0,0,13,41,53,71,43,35,18,25,20,7,26,19,9,381,0,25,5,3,3,0,0,0,0,0,0,0,0,0,0,38,0,62,77,29,20,4,22,17,3,3,0,0,0,3,5,259,7,4,28,74,116,98,75,62,5,9,23,4,11,4,12,534,0,0,0,0,0,0,29,31,15,10,14,24,36,3,3,179,0,0,0,5,27,51,35,51,19,12,14,14,10,7,4,253,0,29,10,7,44,41,13,3,0,0,0,0,0,0,0,154,0,0,8,13,19,21,21,21,8,0,4,17,28,29,14,195
Onkaparinga,40304,16,16,4,10,0,0,5,391,3,104,179,94,14,15,9,3,0,3,0,5,0,6,16,465,0,0,0,0,4,6,22,26,7,0,0,0,0,3,6,83,0,0,0,0,20,9,35,37,3,11,4,0,8,14,5,149,0,0,4,32,46,27,32,10,0,4,0,0,0,0,14,160,0,0,13,32,36,37,35,42,22,12,3,8,3,8,3,257,0,44,35,17,0,3,0,4,0,0,0,0,0,0,4,108,0,227,412,115,62,22,26,24,9,11,14,4,3,5,27,955,6,7,38,153,381,383,298,145,31,41,17,13,15,12,57,1591,0,0,0,3,0,8,101,67,23,16,10,16,3,0,3,252,0,3,0,7,81,207,182,237,37,26,34,34,32,14,24,932,0,19,13,19,194,222,66,23,5,6,0,6,3,0,9,600,0,0,5,26,12,9,36,28,0,0,4,5,4,0,3,134
