SA3_MAIN11,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P,SA3_NAME11
40203,30551,30385,60936,2074,1974,4048,3557,3171,6728,1822,1597,3419,2408,2082,4490,5557,5220,10777,4632,4326,8958,3658,3650,7308,2865,3247,6112,2055,2356,4411,1409,1871,3280,514,891,1405,29377,29444,58821,1174,940,2114,657,631,1288,15,23,38,17,6,23,689,660,1349,18928,19160,38088,9966,9780,19746,19375,20029,39404,9213,9080,18293,23843,24740,48583,401,404,805,3073,2772,5845,1231,1214,2445,940,874,1814,1373,1650,3023,11459,11827,23286,3897,3498,7395,3487,3651,7138,1330,1480,2810,1693,2110,3803,417,450,867,28191,28716,56907,2152,1529,3681,Port Adelaide - East
40204,63511,64151,127662,4668,4454,9122,8241,8003,16244,4653,4409,9062,4793,4533,9326,9782,9548,19330,8977,8792,17769,8506,8738,17244,6898,7386,14284,4205,4564,8769,2213,2651,4864,573,1075,1648,60931,62180,123111,2579,1972,4551,1115,1180,2295,47,39,86,17,27,44,1179,1246,2425,42718,42785,85503,17389,18234,35623,46847,47266,94113,13711,14286,27997,54271,54647,108918,957,843,1800,7109,6896,14005,2921,2992,5913,1153,1282,2435,1797,2583,4380,18655,19812,38467,10550,9548,20098,9946,9929,19875,3351,3474,6825,3242,3650,6892,697,1013,1710,59768,60907,120675,2983,2783,5766,Salisbury
40401,50021,52209,102230,2838,2743,5581,5509,5183,10692,3152,2935,6087,3516,3244,6760,6661,6608,13269,7085,7195,14280,7183,7279,14462,5835,6430,12265,4050,4632,8682,3092,3818,6910,1098,2143,3241,47780,50339,98119,2239,1872,4111,596,644,1240,26,20,46,12,22,34,634,686,1320,33995,35491,69486,13616,14417,28033,34598,35886,70484,13391,14475,27866,42988,45437,88425,567,573,1140,4878,4652,9530,2273,2237,4510,1264,1330,2594,1572,2210,3782,19210,19846,39056,7132,6743,13875,6101,6600,12701,2099,2478,4577,3282,4362,7644,503,758,1261,47173,49346,96519,2132,2376,4508,Charles Sturt
40402,28015,28586,56601,1645,1557,3202,3252,3074,6326,1840,1694,3534,1910,1750,3660,3975,3901,7876,4036,4045,8081,4223,4174,8397,3500,3489,6989,1870,2210,4080,1270,1761,3031,493,931,1424,26694,27548,54242,1320,1038,2358,667,722,1389,32,33,65,16,13,29,715,768,1483,18489,18838,37327,7825,8143,15968,19544,19976,39520,7039,7245,14284,23516,24247,47763,341,324,665,2782,2654,5436,1279,1242,2521,578,678,1256,872,1368,2240,9293,9971,19264,4155,3627,7782,3901,3792,7693,1430,1566,2996,1880,2440,4320,275,458,733,26078,26894,52972,1474,1482,2956,Port Adelaide - West
40403,28268,29555,57823,1595,1519,3114,2705,2652,5357,1562,1558,3120,2544,2487,5031,4847,4672,9519,4132,4009,8141,3735,3641,7376,2726,2995,5721,2044,2539,4583,1671,2229,3900,708,1254,1962,27032,28455,55487,1236,1101,2337,231,222,453,8,14,22,10,10,20,249,246,495,18645,19793,38438,8309,8516,16825,19083,19988,39071,7994,8419,16413,23117,24778,47895,351,316,667,2486,2426,4912,1172,1210,2382,1110,1243,2353,1295,1651,2946,12540,13061,25601,3862,3583,7445,3080,3327,6407,1019,1100,2119,1491,2000,3491,215,367,582,26549,27812,54361,1540,1587,3127,West Torrens
40501,16619,16580,33199,1106,1016,2122,2319,2153,4472,1133,995,2128,822,752,1574,1668,1688,3356,2226,2320,4546,2586,2602,5188,2338,2242,4580,1420,1419,2839,760,877,1637,242,516,758,15738,15867,31605,881,712,1593,133,124,257,23,21,44,3,3,6,159,148,307,14070,13944,28014,1896,2053,3949,15720,15715,31435,369,395,764,15322,15356,30678,228,220,448,2127,1988,4115,764,744,1508,158,213,371,289,553,842,4325,5112,9437,3078,2819,5897,2876,2669,5545,1083,893,1976,1010,1139,2149,26,15,41,15560,15564,31124,761,820,1581,Barossa
40103,19921,22272,42193,858,837,1695,2508,2496,5004,1519,1470,2989,1477,1470,2947,1833,1953,3786,2360,2705,5065,2899,3339,6238,2779,3113,5892,1989,2159,4148,1204,1668,2872,495,1062,1557,18864,21368,40232,1055,906,1961,63,59,122,3,7,10,0,3,3,66,69,135,13676,15209,28885,5389,6100,11489,15400,17151,32551,3756,4282,8038,17066,19049,36115,225,257,482,2347,2332,4679,1297,1294,2591,887,915,1802,692,1045,1737,11199,12014,23213,1906,2376,4282,1476,2075,3551,484,598,1082,451,633,1084,50,62,112,18412,20678,39090,1118,1367,2485,Burnside
40502,11104,10950,22054,677,658,1335,1480,1415,2895,703,604,1307,510,407,917,961,985,1946,1311,1398,2709,1648,1622,3270,1748,1624,3372,1190,1133,2323,669,693,1362,207,411,618,10311,10280,20591,793,669,1462,144,130,274,5,9,14,0,3,3,149,142,291,9599,9432,19031,1006,1081,2087,10482,10385,20867,203,233,436,10263,10140,20403,129,159,288,1334,1279,2613,463,436,899,39,87,126,119,323,442,2483,3052,5535,2032,1890,3922,1992,1762,3754,847,717,1564,928,815,1743,26,16,42,10180,10045,20225,799,754,1553,Lower North
40503,13573,13690,27263,803,779,1582,1875,1748,3623,953,822,1775,627,568,1195,1213,1335,2548,1571,1663,3234,2039,1956,3995,1957,1886,3843,1459,1488,2947,842,965,1807,235,479,714,12598,12977,25575,975,713,1688,336,363,699,20,26,46,10,12,22,366,401,767,11893,12016,23909,1031,1112,2143,12650,12821,25471,412,467,879,12572,12703,25275,178,184,362,1662,1561,3223,625,573,1198,48,103,151,123,345,468,2531,3238,5769,2600,2330,4930,2515,2392,4907,1021,1026,2047,1253,1225,2478,40,51,91,12515,12758,25273,998,809,1807,Mid North
40504,12002,11996,23998,654,586,1240,1393,1279,2672,624,597,1221,488,453,941,937,936,1873,1171,1246,2417,1674,1687,3361,2010,2043,4053,1838,1679,3517,959,1067,2026,255,423,678,10884,11086,21970,1118,910,2028,276,301,577,15,16,31,0,4,4,291,321,612,10417,10371,20788,1104,1174,2278,11453,11499,22952,207,201,408,11208,11213,22421,134,118,252,1271,1193,2464,398,441,839,40,62,102,95,277,372,2270,2828,5098,2255,2151,4406,2446,2396,4842,1031,898,1929,1198,1088,2286,43,22,65,10912,10997,21909,898,802,1700,Yorke Peninsula
40601,28511,27885,56396,1908,1850,3758,3953,3800,7753,1945,1734,3679,1644,1523,3167,3200,3219,6419,3874,3802,7676,4232,3968,8200,3657,3356,7013,2450,2425,4875,1285,1510,2795,361,698,1059,26332,25979,52311,2176,1908,4084,1493,1655,3148,16,25,41,15,20,35,1524,1700,3224,23686,23049,46735,3274,3479,6753,25844,25454,51298,1162,1239,2401,25601,25292,50893,388,391,779,3463,3323,6786,1138,1116,2254,161,280,441,368,918,1286,6399,7684,14083,5438,4826,10264,4999,4532,9531,1771,1536,3307,1881,1740,3621,66,78,144,25883,25590,51473,2912,2153,5065,Eyre Peninsula and South West
40602,15147,13075,28222,1042,1007,2049,1924,1798,3722,891,835,1726,1110,895,2005,2238,1926,4164,2262,1835,4097,2305,1828,4133,1770,1464,3234,1082,834,1916,426,479,905,97,174,271,13740,12124,25864,1408,951,2359,2684,2688,5372,11,14,25,34,23,57,2729,2725,5454,12148,10834,22982,1516,1147,2663,11532,10291,21823,1841,1781,3622,12702,11464,24166,230,203,433,1581,1442,3023,465,466,931,71,103,174,239,391,630,3052,3299,6351,2571,2023,4594,2411,1996,4407,976,748,1724,1040,870,1910,146,126,272,11917,11562,23479,6442,2622,9064,Outback - North and East
40701,22542,23808,46350,1174,1067,2241,2508,2516,5024,1278,1153,2431,874,824,1698,1692,1816,3508,2409,2647,5056,3056,3254,6310,3699,4137,7836,3381,3466,6847,1876,2035,3911,594,893,1487,20765,22173,42938,1778,1635,3413,235,250,485,14,16,30,0,3,3,249,269,518,17586,18444,36030,3817,4259,8076,21018,22252,43270,597,697,1294,20329,21554,41883,226,213,439,2270,2299,4569,808,797,1605,122,187,309,308,761,1069,6180,7307,13487,3972,4106,8078,4273,4435,8708,1548,1492,3040,1403,1339,2742,44,47,91,20358,21571,41929,1469,1683,3152,Fleurieu - Kangaroo Island
40702,31644,31433,63077,2193,1994,4187,4378,4247,8625,2128,1971,4099,1676,1481,3157,3557,3624,7181,4225,4247,8472,4615,4477,9092,4336,3979,8315,2585,2761,5346,1530,1771,3301,421,883,1304,29428,29452,58880,2215,1982,4197,501,499,1000,30,27,57,13,24,37,544,550,1094,27449,27257,54706,2965,3030,5995,29249,29312,58561,1279,1294,2573,28872,28978,57850,474,429,903,3965,3832,7797,1403,1414,2817,190,316,506,507,1032,1539,6842,8760,15602,6023,5671,11694,5662,5006,10668,2196,1817,4013,2280,2098,4378,167,96,263,29141,29197,58338,1880,1508,3388,Limestone Coast
40703,34281,33417,67698,2019,1919,3938,4490,4269,8759,2310,2103,4413,1838,1505,3343,3455,3366,6821,4428,4317,8745,5004,4885,9889,4880,4658,9538,3480,3326,6806,1851,2064,3915,525,1006,1531,32241,31702,63943,2041,1715,3756,1187,1126,2313,27,26,53,20,20,40,1234,1172,2406,28432,27884,56316,3733,3711,7444,29614,29588,59202,2461,2334,4795,30187,30183,60370,416,389,805,3901,3726,7627,1394,1401,2795,228,271,499,428,1058,1486,6764,8149,14913,5702,5496,11198,6324,5758,12082,2678,2262,4940,3031,2857,5888,206,194,400,31094,30931,62025,2979,2217,5196,Murray and Mallee
49797,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,72,165,Migratory - Offshore - Shipping (SA)
50101,20644,21402,42046,1560,1486,3046,3097,2870,5967,1328,1225,2553,897,840,1737,2297,2494,4791,3079,3284,6363,2851,3062,5913,2611,2695,5306,1696,1781,3477,951,1169,2120,278,495,773,18424,19709,38133,2221,1691,3912,297,301,598,4,0,4,3,4,7,304,305,609,15746,16240,31986,3616,4001,7617,18634,19403,38037,836,909,1745,17917,18774,36691,260,260,520,2776,2539,5315,805,785,1590,121,148,269,311,744,1055,6372,7613,13985,1959,2154,4113,4612,4459,9071,932,867,1799,677,611,1288,42,31,73,17942,19152,37094,1952,2055,4007,Augusta - Margaret River - Busselton
50102,47408,46978,94386,3448,3186,6634,6930,6672,13602,3491,3108,6599,2806,2649,5455,5958,5813,11771,6594,6954,13548,6938,6726,13664,5685,5613,11298,3370,3368,6738,1699,2044,3743,489,843,1332,43773,44385,88158,3635,2592,6227,1121,1179,2300,27,27,54,20,21,41,1168,1227,2395,35386,35589,70975,8966,8747,17713,41528,41909,83437,2801,2832,5633,39956,40583,80539,626,560,1186,6066,5817,11883,2021,1857,3878,291,480,771,639,1474,2113,11556,13869,25425,4944,4975,9919,12188,11190,23378,2608,2207,4815,1781,1621,3402,138,124,262,42005,43222,85227,4876,2857,7733,Bunbury
50103,10900,10772,21672,659,632,1291,1628,1541,3169,645,537,1182,383,379,762,872,955,1827,1333,1489,2822,1751,1713,3464,1793,1731,3524,1216,1081,2297,495,495,990,125,220,345,9902,10016,19918,998,756,1754,179,239,418,7,15,22,6,0,6,192,254,446,8448,8334,16782,1922,2013,3935,9976,9954,19930,494,504,998,9779,9730,19509,126,132,258,1460,1376,2836,399,365,764,35,58,93,111,306,417,2883,3391,6274,948,1082,2030,2841,2592,5433,694,502,1196,529,450,979,45,38,83,9801,9947,19748,770,654,1424,Manjimup
50201,40871,42423,83294,2732,2504,5236,5364,5191,10555,2837,2659,5496,2210,2248,4458,4117,4401,8518,4911,5291,10202,5257,5694,10951,5280,5729,11009,4769,4745,9514,2705,2922,5627,689,1040,1729,36991,39759,76750,3880,2667,6547,741,754,1495,30,27,57,10,11,21,781,792,1573,28244,29441,57685,9682,10473,20155,36448,38199,74647,1737,2006,3743,33842,35631,69473,481,436,917,4685,4516,9201,1591,1634,3225,307,429,736,498,1254,1752,10512,12232,22744,4066,4480,8546,10153,10598,20751,2633,2417,5050,1834,1698,3532,78,75,153,36017,38747,74764,2448,2439,4887,Mandurah
50301,30981,33153,64134,1569,1551,3120,4320,4279,8599,2624,2711,5335,2834,2573,5407,3228,3168,6396,3457,4066,7523,4426,4893,9319,3870,4086,7956,2650,2706,5356,1426,1855,3281,577,1265,1842,29298,31766,61064,1685,1386,3071,122,116,238,7,0,7,3,14,17,132,130,262,19528,21125,40653,9622,10350,19972,25468,27309,52777,3770,4301,8071,25187,27317,52504,394,394,788,3985,3955,7940,2194,2400,4594,1735,1632,3367,1142,1524,2666,18769,19695,38464,1328,1768,3096,2271,2952,5223,562,689,1251,261,358,619,23,32,55,27843,30087,57930,2955,3166,6121,Cottesloe - Claremont
50302,46750,45467,92217,2541,2347,4888,3664,3574,7238,1923,2024,3947,4178,4384,8562,11398,10487,21885,7470,6731,14201,6055,5624,11679,4948,4573,9521,2600,2520,5120,1418,1989,3407,554,1214,1768,43931,43387,87318,2818,2080,4898,217,241,458,9,13,22,3,10,13,229,264,493,24414,24708,49122,17719,17068,34787,32688,31739,64427,9580,10198,19778,33013,33431,66444,443,460,903,3273,3216,6489,1431,1591,3022,1598,1866,3464,2667,3071,5738,27093,26477,53570,2511,2189,4700,4110,4300,8410,805,836,1641,990,1302,2292,218,295,513,39909,40005,79914,9674,7554,17228,Perth City
50401,38236,38105,76341,2508,2311,4819,3920,3730,7650,2136,1994,4130,2866,2631,5497,6515,6175,12690,5833,5585,11418,5097,5036,10133,4426,4574,9000,2749,2941,5690,1630,2058,3688,556,1070,1626,36264,36732,72996,1972,1373,3345,528,593,1121,24,18,42,22,27,49,574,638,1212,21908,22281,44189,13900,13909,27809,27032,27234,54266,8970,9224,18194,30485,31183,61668,463,432,895,3434,3302,6736,1465,1393,2858,867,915,1782,1376,1819,3195,16394,16755,33149,2951,2786,5737,6312,6273,12585,1375,1433,2808,1608,1936,3544,294,384,678,35346,35840,71186,1942,1870,3812,Bayswater - Bassendean
50402,20733,19680,40413,1154,1083,2237,2864,2615,5479,1593,1446,3039,1448,1029,2477,2238,1780,4018,2930,2874,5804,3200,3258,6458,2718,2804,5522,1632,1626,3258,769,809,1578,187,356,543,19528,18903,38431,1207,777,1984,830,415,1245,4,5,9,15,4,19,849,424,1273,13631,13776,27407,5989,4871,10860,17372,17650,35022,979,1115,2094,16867,17307,34174,229,229,458,2555,2322,4877,967,1002,1969,288,313,601,319,657,976,6399,7429,13828,1809,1899,3708,4366,4061,8427,900,798,1698,535,529,1064,68,53,121,17870,18575,36445,2185,823,3008,Mundaring
50403,51336,51802,103138,4022,3726,7748,8171,7514,15685,4010,3769,7779,3533,3475,7008,6927,7321,14248,7846,8454,16300,7245,7438,14683,5142,5117,10259,2805,2888,5693,1294,1517,2811,340,583,923,48509,50114,98623,2827,1689,4516,1304,1547,2851,31,33,64,26,21,47,1361,1601,2962,32951,32997,65948,15293,15986,31279,40477,40625,81102,8023,8478,16501,42647,43077,85724,724,678,1402,7169,6638,13807,2467,2457,4924,761,853,1614,1040,1811,2851,16359,18292,34651,4923,4923,9846,10570,9914,20484,2015,1899,3914,1483,1638,3121,265,352,617,47309,48755,96064,2837,2819,5656,Swan
50501,75375,77046,152421,4712,4537,9249,10405,9802,20207,6279,5968,12247,5705,5143,10848,8278,8126,16404,10566,11427,21993,11626,12937,24563,10160,10251,20411,4777,4718,9495,2199,2827,5026,668,1311,1979,71156,74404,145560,4219,2643,6862,388,414,802,17,28,45,21,11,32,426,453,879,44138,45222,89360,28208,29222,57430,65668,66771,132439,6978,8013,14991,62764,64901,127665,980,972,1952,9658,9052,18710,4480,4567,9047,1895,2001,3896,1657,2730,4387,32717,34935,67652,7083,7001,14084,13322,13662,26984,2331,2262,4593,1113,1435,2548,124,148,272,70513,73470,143983,2510,2791,5301,Joondalup
50502,87635,90795,178430,5830,5648,11478,9810,9322,19132,5114,4824,9938,6664,6525,13189,15477,14950,30427,13064,12889,25953,11039,11271,22310,9026,10174,19200,6268,7324,13592,4000,5324,9324,1344,2544,3888,83182,87636,170818,4454,3159,7613,976,1151,2127,34,26,60,18,19,37,1028,1196,2224,50082,53017,103099,31389,32445,63834,60737,63398,124135,21163,22643,43806,69204,73631,142835,1033,1044,2077,8556,8182,16738,3695,3638,7333,2219,2405,4624,3153,4153,7306,39975,41472,81447,6316,6078,12394,12203,13474,25677,2796,3091,5887,3250,4272,7522,629,906,1535,80194,84802,164996,5589,5212,10801,Stirling
50503,75236,76867,152103,6603,6298,12901,12415,11810,24225,5855,5502,11357,4953,5101,10054,11034,11719,22753,12182,12752,24934,9643,9754,19397,6336,6711,13047,3810,4072,7882,1878,2232,4110,528,915,1443,71321,74559,145880,3912,2310,6222,1030,1167,2197,37,34,71,25,16,41,1092,1217,2309,41269,42228,83497,29651,30806,60457,58178,59693,117871,13118,13802,26920,58811,60721,119532,1210,1160,2370,10896,10454,21350,3722,3690,7412,1080,1372,2452,1544,2700,4244,25724,28722,54446,7253,7235,14488,13687,13050,26737,2637,2517,5154,1827,2135,3962,429,630,1059,69767,72727,142494,3143,3384,6527,Wanneroo
50601,31044,31253,62297,2577,2372,4949,4279,4143,8422,2289,2161,4450,2342,2283,4625,4660,4658,9318,4144,4179,8323,4084,4202,8286,3434,3677,7111,2045,1990,4035,946,1171,2117,243,417,660,29297,30103,59400,1748,1148,2896,845,835,1680,17,18,35,15,12,27,877,865,1742,19781,19838,39619,9122,9558,18680,26291,26489,52780,2870,3145,6015,25350,25767,51117,459,429,888,3704,3560,7264,1290,1292,2582,443,459,902,581,1011,1592,9193,10563,19756,3084,3185,6269,7191,6649,13840,1482,1262,2744,872,865,1737,87,110,197,28546,29242,57788,1589,1692,3281,Armadale
50602,32599,31205,63804,2075,2004,4079,2908,2744,5652,1676,1563,3239,3056,2846,5902,7029,6408,13437,5196,4553,9749,4096,3708,7804,3179,3131,6310,1864,1976,3840,1143,1530,2673,377,742,1119,30617,29924,60541,1982,1281,3263,630,763,1393,14,17,31,17,19,36,661,799,1460,17031,17052,34083,12709,11969,24678,21817,21322,43139,7989,7833,15822,22768,22766,45534,346,314,660,2495,2348,4843,1041,1038,2079,1008,1081,2089,1555,1905,3460,14756,14530,29286,2437,2190,4627,4685,4487,9172,1128,1102,2230,1093,1248,2341,215,255,470,29092,28869,57961,3600,2405,6005,Belmont - Victoria Park
50603,44141,44622,88763,2550,2337,4887,5148,4925,10073,3411,3216,6627,5025,4546,9571,7229,6307,13536,5671,5782,11453,5536,6027,11563,4712,4958,9670,2694,2987,5681,1569,2189,3758,597,1348,1945,42012,43035,85047,2130,1587,3717,470,482,952,11,8,19,7,8,15,488,498,986,21449,22148,43597,20219,20410,40629,27850,28597,56447,13919,13954,27873,31333,32605,63938,449,429,878,4646,4418,9064,2574,2545,5119,2415,2359,4774,2008,2342,4350,21402,21418,42820,3220,3151,6371,6132,6490,12622,1270,1444,2714,1226,1503,2729,221,370,591,40728,41597,82325,2373,2609,4982,Canning
50605,26533,27030,53563,1781,1650,3431,3648,3506,7154,2048,1953,4001,1707,1672,3379,3148,3101,6249,3685,3779,7464,3652,3839,7491,3376,3558,6934,2129,2245,4374,1074,1241,2315,285,485,770,24926,26024,50950,1607,1005,2612,415,463,878,11,5,16,9,7,16,435,475,910,17777,18029,35806,7257,7684,14941,23140,23612,46752,1983,2243,4226,22533,23245,45778,365,292,657,3259,3112,6371,1287,1340,2627,387,463,850,506,813,1319,9160,10402,19562,2601,2695,5296,5701,5416,11117,1163,1033,2196,746,660,1406,84,98,182,24341,25399,49740,1342,1380,2722,Kalamunda
50606,9051,8754,17805,734,614,1348,1435,1400,2835,661,632,1293,564,567,1131,1029,1032,2061,1393,1446,2839,1325,1311,2636,1067,980,2047,585,489,1074,207,205,412,50,78,128,8467,8406,16873,582,348,930,127,113,240,6,9,15,0,0,0,133,122,255,6398,6289,12687,2206,2095,4301,8058,8044,16102,361,394,755,7680,7676,15356,143,102,245,1298,1269,2567,395,428,823,74,131,205,101,258,359,2241,2819,5060,880,967,1847,2314,2052,4366,453,311,764,251,191,442,17,6,23,8132,8321,16453,539,281,820,Serpentine - Jarrahdale
50607,19942,20866,40808,1019,1053,2072,1966,1828,3794,1477,1265,2742,2123,2137,4260,3538,3310,6848,2606,2694,5300,2505,2777,5282,2464,2554,5018,1276,1391,2667,647,1074,1721,322,783,1105,18736,19941,38677,1206,926,2132,224,204,428,3,3,6,4,3,7,231,210,441,11466,12204,23670,7110,7400,14510,14629,15418,30047,3991,4293,8284,15062,16191,31253,207,220,427,1775,1626,3401,1194,1037,2231,1083,1075,2158,912,1125,2037,11390,11504,22894,1175,1242,2417,2067,2561,4628,420,588,1008,325,460,785,54,62,116,17445,18656,36101,2295,2052,4347,South Perth
50701,43553,43860,87413,3468,3223,6691,5974,5700,11674,2787,2799,5586,3058,2979,6037,6970,6938,13908,7159,7154,14313,5769,5826,11595,4213,4407,8620,2531,2604,5135,1320,1612,2932,304,619,923,41139,42381,83520,2414,1479,3893,735,793,1528,20,14,34,12,19,31,767,826,1593,27283,27734,55017,14050,14159,28209,33295,33645,66940,8188,8477,16665,35505,36447,71952,683,627,1310,5322,5071,10393,1808,1886,3694,867,911,1778,1165,1776,2941,15866,17467,33333,3936,3738,7674,8193,7677,15870,1667,1589,3256,1551,1659,3210,217,317,534,40293,41672,81965,1923,1741,3664,Cockburn
50702,16417,17210,33627,946,879,1825,1718,1717,3435,810,829,1639,1005,1071,2076,2332,2299,4631,2408,2513,4921,2481,2632,5113,2292,2319,4611,1302,1427,2729,846,1040,1886,278,484,762,15302,16352,31654,1117,856,1973,214,238,452,5,0,5,8,4,12,227,242,469,10410,11087,21497,4943,5167,10110,13264,13844,27108,2152,2531,4683,13590,14482,28072,208,207,415,1556,1557,3113,582,607,1189,368,448,816,641,969,1610,7718,8604,16322,1137,1027,2164,2252,2199,4451,524,522,1046,672,786,1458,88,139,227,14551,15820,30371,2150,1614,3764,Fremantle
50703,14872,14355,29227,1296,1299,2595,2106,1998,4104,1033,942,1975,1055,1088,2143,2639,2527,5166,2267,2148,4415,1838,1618,3456,1299,1327,2626,854,796,1650,402,439,841,83,173,256,14017,13834,27851,857,519,1376,684,418,1102,15,13,28,9,3,12,708,434,1142,9023,9221,18244,4584,4055,8639,11778,11902,23680,1353,1478,2831,11180,11449,22629,226,228,454,1718,1650,3368,537,502,1039,135,192,327,281,499,780,3720,4247,7967,1383,1476,2859,3283,3084,6367,728,641,1369,452,442,894,50,39,89,12913,13333,26246,1535,877,2412,Kwinana
50704,47387,50983,98370,2620,2417,5037,5999,5622,11621,3674,3688,7362,3845,3675,7520,5459,5362,10821,6003,6831,12834,6801,7836,14637,6209,6719,12928,3588,3918,7506,2345,3198,5543,844,1717,2561,44750,49069,93819,2636,1915,4551,258,286,544,11,8,19,3,4,7,272,298,570,28974,31353,60327,16180,17509,33689,37164,39808,76972,8229,9416,17645,39218,42697,81915,573,523,1096,5496,5197,10693,2909,3067,5976,1814,1874,3688,1471,2093,3564,24041,25920,49961,3332,3621,6953,6360,7602,13962,1366,1646,3012,1073,1356,2429,90,168,258,44221,48129,92350,1856,2332,4188,Melville
50705,51853,52252,104105,4257,4066,8323,7838,7528,15366,4077,3769,7846,3710,3403,7113,6729,6901,13630,7676,8073,15749,7103,7036,14139,4858,5069,9927,3313,3493,6806,1804,2179,3983,489,735,1224,47990,50074,98064,3864,2178,6042,817,858,1675,22,18,40,8,16,24,847,892,1739,32437,32994,65431,16093,16637,32730,45952,46664,92616,2830,3236,6066,41529,42602,84131,741,754,1495,6946,6690,13636,2328,2362,4690,493,695,1188,837,1811,2648,14867,16791,31658,5749,5686,11435,11625,11224,22849,2343,2195,4538,1313,1306,2619,95,119,214,46507,49051,95558,3277,2532,5809,Rockingham
50801,7919,7689,15608,585,565,1150,1182,1136,2318,536,526,1062,372,380,752,884,890,1774,1156,1082,2238,1200,1144,2344,945,854,1799,678,617,1295,308,364,672,73,131,204,7143,7035,14178,776,654,1430,259,329,588,9,5,14,0,3,3,268,337,605,6289,6137,12426,1035,1079,2114,7114,6996,14110,266,306,572,6806,6698,13504,105,99,204,1055,1008,2063,302,324,626,30,30,60,75,192,267,1915,2311,4226,833,883,1716,1905,1573,3478,453,366,819,371,290,661,22,9,31,6751,6774,13525,1237,742,1979,Esperance
