SA3_MAIN11,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P,SA3_NAME11
31305,211,347,558,5187,6080,11267,0,0,0,652,810,1462,49,66,115,6089,6994,13083,42,59,101,160,197,357,243,285,528,99,118,217,533,613,1146,7,0,7,68,92,160,321,376,697,1007,1194,2201,87,138,225,75,97,172,1405,1884,3289,871,1084,1955,74,75,149,16969,20162,37131,112,102,214,69,59,128,22,16,38,5,5,10,105,154,259,110,159,269,6545,5597,12142,302,213,515,2633,2362,4995,26973,29017,55990,Redcliffe
31401,226,301,527,7480,8222,15702,0,0,0,1307,1368,2675,17,14,31,10310,10872,21182,73,80,153,151,176,327,170,209,379,118,133,251,579,630,1209,8,4,12,104,109,213,684,756,1440,1397,1386,2783,101,122,223,41,57,98,2820,3327,6147,1189,1359,2548,146,134,280,26695,28958,55653,208,184,392,73,69,142,23,18,41,3,4,7,128,169,297,131,173,304,9811,8277,18088,367,193,560,2516,2291,4807,40050,40464,80514,Hills District
31402,189,250,439,4563,5197,9760,6,6,12,759,879,1638,13,14,27,5481,6096,11577,61,62,123,86,110,196,189,212,401,128,124,252,438,526,964,9,6,15,80,85,165,487,530,1017,841,899,1740,101,107,208,183,215,398,1498,1866,3364,848,935,1783,142,172,314,15913,18041,33954,263,260,523,92,78,170,10,16,26,3,8,11,104,136,240,107,144,251,6383,5756,12139,228,138,366,1930,1772,3702,25115,26455,51570,North Lakes
31403,136,163,299,3034,3480,6514,0,0,0,564,547,1111,8,7,15,3831,4204,8035,22,24,46,54,78,132,82,115,197,79,103,182,220,236,456,5,10,15,62,64,126,264,358,622,676,738,1414,85,101,186,68,66,134,1048,1271,2319,601,636,1237,53,57,110,10756,12095,22851,141,144,285,56,44,100,6,11,17,0,0,0,124,122,246,124,122,246,4526,3920,8446,243,126,369,1494,1245,2739,17482,17870,35352,Strathpine
31501,69,81,150,4155,4130,8285,0,0,0,93,94,187,0,0,0,2220,1961,4181,16,5,21,25,20,45,109,142,251,39,63,102,750,715,1465,0,0,0,54,69,123,903,1009,1912,370,340,710,17,16,33,67,88,155,944,992,1936,266,253,519,61,59,120,10089,9956,20045,14,10,24,27,18,45,4,0,4,53,39,92,84,73,157,137,112,249,2637,2108,4745,181,163,344,2805,1469,4274,15963,13917,29880,Far North
31502,77,65,142,2523,2413,4936,0,0,0,405,402,807,299,302,601,4395,4113,8508,33,32,65,64,44,108,79,97,176,41,43,84,265,213,478,3,3,6,43,35,78,208,241,449,537,409,946,47,47,94,49,53,102,1142,1179,2321,342,332,674,26,13,39,10501,9971,20472,83,64,147,56,34,90,6,0,6,83,62,145,34,34,68,117,96,213,3562,2665,6227,177,58,235,3191,2408,5599,17770,15361,33131,Outback - North
31503,43,46,89,2747,2798,5545,0,0,0,129,113,242,0,0,0,3146,3200,6346,4,7,11,14,15,29,49,69,118,18,17,35,85,104,189,4,0,4,10,17,27,62,64,126,363,348,711,27,47,74,9,10,19,718,797,1515,147,169,316,18,17,35,7550,7792,15342,12,8,20,6,6,12,0,0,0,10,12,22,4,13,17,14,25,39,1466,1189,2655,51,17,68,961,725,1686,10103,9808,19911,Outback - South
31601,206,303,509,4534,5618,10152,0,0,0,629,747,1376,23,30,53,4432,5166,9598,40,46,86,61,74,135,117,136,253,102,118,220,461,575,1036,5,0,5,37,43,80,362,425,787,812,970,1782,50,57,107,27,42,69,1174,1666,2840,755,900,1655,26,23,49,13647,16636,30283,38,36,74,39,36,75,28,36,64,0,0,0,65,90,155,65,90,155,5898,5381,11279,240,167,407,1484,1411,2895,21645,24096,45741,Buderim
31602,266,377,643,7245,8535,15780,3,0,3,700,828,1528,3,10,13,7272,8140,15412,127,147,274,121,124,245,202,251,453,67,87,154,587,738,1325,8,7,15,41,49,90,606,660,1266,1272,1472,2744,94,122,216,64,81,145,2109,2863,4972,1006,1167,2173,41,50,91,21568,25331,46899,64,52,116,66,42,108,24,25,49,6,3,9,82,107,189,88,110,198,8637,7472,16109,314,229,543,2715,2661,5376,33742,36299,70041,Caloundra
31603,309,450,759,4519,5317,9836,0,0,0,509,570,1079,4,3,7,5132,5813,10945,31,30,61,92,107,199,190,257,447,94,95,189,370,469,839,0,4,4,34,38,72,281,381,662,858,982,1840,78,96,174,30,37,67,1240,1619,2859,652,760,1412,18,34,52,14132,16612,30744,69,50,119,86,45,131,26,24,50,3,3,6,87,120,207,90,123,213,7180,6603,13783,381,251,632,2473,2181,4654,24746,26339,51085,Maroochy
31604,306,492,798,5037,5588,10625,0,0,0,662,741,1403,88,101,189,4809,5142,9951,64,69,133,76,79,155,252,337,589,82,93,175,459,542,1001,4,0,4,55,70,125,474,508,982,933,980,1913,97,127,224,129,164,293,1745,2089,3834,1146,1310,2456,22,32,54,16134,17972,34106,40,46,86,58,44,102,25,20,45,9,8,17,112,190,302,121,198,319,8762,7785,16547,358,289,647,2727,2482,5209,28531,29328,57859,Nambour - Pomona
31605,200,327,527,3616,4318,7934,0,0,0,188,217,405,0,4,4,3269,3924,7193,8,8,16,88,97,185,54,84,138,10,12,22,275,318,593,0,3,3,24,29,53,151,183,334,602,713,1315,31,35,66,18,21,39,713,933,1646,415,514,929,17,11,28,9479,11424,20903,39,29,68,29,18,47,45,33,78,0,0,0,64,90,154,64,90,154,5548,4993,10541,202,171,373,1636,1570,3206,17242,18655,35897,Noosa
31606,387,563,950,4294,4726,9020,0,0,0,608,628,1236,40,30,70,3387,3807,7194,23,45,68,57,50,107,167,221,388,60,70,130,429,453,882,0,0,0,46,52,98,349,415,764,842,835,1677,45,72,117,120,116,236,1467,1644,3111,799,955,1754,40,57,97,12773,14176,26949,27,30,57,16,6,22,17,21,38,0,12,12,127,198,325,127,210,337,6779,6230,13009,276,247,523,2340,2072,4412,22742,23555,46297,Sunshine Coast Hinterland
31701,486,630,1116,13551,15477,29028,0,0,0,1228,1373,2601,158,148,306,16577,18271,34848,840,1022,1862,137,121,258,375,461,836,201,256,457,3506,3889,7395,6,5,11,157,170,327,1291,1467,2758,2696,2962,5658,234,304,538,334,397,731,3857,4980,8837,2723,3266,5989,284,315,599,48155,54884,103039,360,265,625,677,471,1148,25,23,48,5,7,12,293,369,662,298,376,674,11676,10151,21827,522,371,893,5641,5209,10850,67840,72380,140220,Toowoomba
31801,75,117,192,4014,4186,8200,0,0,0,261,313,574,7,6,13,8099,8008,16107,17,18,35,97,103,200,133,171,304,16,21,37,184,198,382,0,0,0,94,96,190,289,374,663,874,836,1710,84,101,185,84,107,191,1901,2190,4091,345,382,727,7,15,22,16506,17125,33631,18,16,34,43,18,61,5,0,5,3,0,3,33,44,77,36,44,80,3244,2600,5844,112,72,184,1866,1473,3339,21905,21465,43370,Charters Towers - Ayr - Ingham
31802,662,842,1504,15189,16660,31849,0,0,0,1112,1295,2407,39,54,93,23680,25345,49025,68,67,135,581,599,1180,274,371,645,162,203,365,786,865,1651,31,18,49,225,269,494,1193,1460,2653,3122,3206,6328,334,445,779,261,324,585,5047,6237,11284,1886,2192,4078,122,124,246,54112,59734,113846,354,327,681,302,269,571,36,29,65,13,12,25,326,380,706,339,392,731,20687,17543,38230,1045,479,1524,9605,7772,17377,87142,87387,174529,Townsville
31901,265,342,607,8818,9543,18361,3,8,11,880,1007,1887,192,212,404,7903,8626,16529,127,164,291,81,90,171,305,394,699,153,164,317,1286,1444,2730,3,4,7,103,129,232,397,413,810,1562,1634,3196,176,224,400,177,216,393,3641,4443,8084,1294,1462,2756,163,183,346,27264,30360,57624,105,90,195,162,154,316,14,13,27,4,6,10,125,164,289,129,170,299,9297,8048,17345,288,222,510,4074,3743,7817,41598,43142,84740,Bundaberg
31902,118,134,252,4941,5062,10003,0,0,0,724,808,1532,27,26,53,3933,4222,8155,93,118,211,19,26,45,198,244,442,64,72,136,1179,1201,2380,0,0,0,143,163,306,258,340,598,967,975,1942,121,160,281,91,111,202,2055,2337,4392,763,776,1539,95,110,205,15671,16751,32422,22,34,56,36,28,64,6,9,15,7,6,13,86,153,239,93,159,252,5152,4320,9472,194,125,319,2498,2122,4620,23790,23682,47472,Burnett
31903,150,228,378,4170,4425,8595,0,0,0,388,409,797,58,47,105,3834,4152,7986,57,73,130,38,38,76,268,296,564,71,88,159,440,454,894,3,3,6,126,168,294,225,266,491,802,778,1580,120,133,253,82,100,182,2298,2636,4934,773,866,1639,38,35,73,13791,14967,28758,27,19,46,48,30,78,5,8,13,5,4,9,87,135,222,92,139,231,5816,5066,10882,224,168,392,2544,2366,4910,22697,22991,45688,Gympie - Cooloola
31904,147,247,394,5886,6793,12679,0,0,0,644,798,1442,52,52,104,4984,5746,10730,53,43,96,97,64,161,135,190,325,47,64,111,577,637,1214,10,7,17,30,40,70,281,366,647,1153,1220,2373,96,145,241,80,95,175,1706,2111,3817,579,721,1300,36,47,83,16446,19139,35585,70,72,142,65,58,123,5,11,16,5,5,10,87,137,224,92,142,234,6005,5455,11460,258,194,452,2236,2197,4433,25324,27515,52839,Hervey Bay
31102,123,177,300,3374,3775,7149,4,11,15,356,404,760,8,8,16,3581,3908,7489,17,9,26,107,106,213,224,258,482,306,312,618,428,470,898,4,5,9,67,61,128,358,416,774,565,597,1162,57,57,114,76,97,173,959,1158,2117,574,673,1247,54,54,108,11119,12379,23498,60,67,127,189,162,351,18,10,28,4,4,8,85,114,199,89,118,207,4818,4251,9069,180,125,305,2023,1851,3874,18619,19140,37759,Beenleigh
31103,720,774,1494,6087,6563,12650,3,0,3,795,845,1640,30,26,56,7406,8048,15454,59,70,129,407,385,792,246,285,531,526,547,1073,504,532,1036,9,8,17,170,211,381,733,819,1552,1116,1294,2410,88,129,217,291,295,586,1573,1912,3485,1255,1362,2617,125,124,249,21423,23455,44878,232,237,469,571,542,1113,24,22,46,3,0,3,319,349,668,322,349,671,9194,7878,17072,336,218,554,3327,3088,6415,36149,36563,72712,Browns Plains
31104,177,195,372,4281,4406,8687,0,0,0,381,393,774,0,0,0,3735,3908,7643,31,28,59,114,102,216,94,118,212,59,74,133,374,390,764,3,4,7,35,37,72,178,213,391,668,634,1302,81,78,159,77,86,163,1037,1152,2189,567,627,1194,41,39,80,11756,12289,24045,28,24,52,54,53,107,8,12,20,4,0,4,108,133,241,112,133,245,4977,4102,9079,142,103,245,1686,1493,3179,18940,18404,37344,Jimboomba
31905,98,151,249,4494,4873,9367,0,0,0,343,370,713,115,117,232,3487,3800,7287,69,76,145,28,32,60,167,186,353,37,50,87,496,542,1038,5,0,5,157,194,351,229,257,486,855,843,1698,106,142,248,40,54,94,1770,2083,3853,700,758,1458,37,42,79,13135,14419,27554,20,25,45,14,19,33,8,10,18,3,3,6,63,106,169,66,109,175,5130,4273,9403,147,127,274,2753,2019,4772,21371,21152,42523,Maryborough
39797,4,0,4,51,47,98,0,0,0,3,3,6,0,0,0,52,35,87,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,3,3,9,6,15,0,0,0,0,3,3,22,25,47,0,3,3,4,0,4,147,128,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,37,111,3,0,3,49,30,79,277,195,472,Migratory - Offshore - Shipping (Qld)
39999,77,97,174,1138,938,2076,0,0,0,100,91,191,4,3,7,1089,945,2034,14,17,31,26,20,46,20,24,44,36,17,53,81,72,153,3,0,3,33,19,52,78,78,156,220,190,410,28,24,52,15,14,29,280,279,559,202,196,398,8,11,19,3375,2938,6313,25,23,48,51,26,77,8,6,14,0,3,3,47,34,81,47,37,84,1924,1358,3282,123,51,174,1521,858,2379,7151,5394,12545,Special Purpose Codes SA3 (Qld)
40104,462,589,1051,1673,2219,3892,0,0,0,330,399,729,5,7,12,8936,9524,18460,66,93,159,1038,1089,2127,136,169,305,88,86,174,502,621,1123,56,45,101,42,57,99,274,351,625,258,284,542,48,73,121,25,35,60,1288,1823,3111,394,508,902,48,55,103,15207,17438,32645,399,393,792,316,303,619,27,26,53,0,3,3,393,366,759,393,369,762,4841,4356,9197,212,103,315,1521,1547,3068,23378,25124,48502,Campbelltown (SA)
40101,479,618,1097,892,1002,1894,0,0,0,92,98,190,3,3,6,1457,1558,3015,9,5,14,230,246,476,6,11,17,7,7,14,210,215,425,10,10,20,27,24,51,60,76,136,105,107,212,15,11,26,8,4,12,347,454,801,125,160,285,11,18,29,3614,4009,7623,201,173,374,370,259,629,15,17,32,0,4,4,113,86,199,113,90,203,3543,3165,6708,179,72,251,1634,1088,2722,10148,9491,19639,Adelaide City
40102,306,400,706,4249,4967,9216,0,0,0,742,808,1550,52,45,97,4342,4636,8978,110,129,239,212,193,405,161,178,339,75,93,168,2240,2584,4824,4,9,13,42,48,90,383,467,850,324,384,708,80,122,202,53,68,121,3078,3671,6749,932,1058,1990,179,211,390,17258,19671,36929,41,36,77,45,40,85,34,34,68,3,3,6,154,225,379,157,228,385,12408,10905,23313,540,327,867,2868,2758,5626,33657,34399,68056,Adelaide Hills
40105,318,397,715,1761,2195,3956,3,0,3,171,217,388,0,0,0,4333,5063,9396,29,72,101,700,722,1422,48,68,116,31,41,72,370,472,842,10,10,20,22,32,54,158,201,359,148,220,368,38,60,98,7,14,21,842,1283,2125,285,347,632,39,40,79,8995,11057,20052,341,272,613,236,198,434,32,32,64,0,0,0,195,178,373,195,178,373,4931,4606,9537,207,107,314,1465,1321,2786,16720,18168,34888,Norwood - Payneham - St Peters
40106,268,333,601,1600,1874,3474,0,0,0,122,158,280,0,0,0,3284,3667,6951,28,49,77,889,902,1791,16,21,37,5,9,14,383,428,811,5,4,9,21,23,44,65,66,131,77,103,180,14,27,41,16,18,34,667,993,1660,166,188,354,21,21,42,7379,8551,15930,489,399,888,264,170,434,11,11,22,3,0,3,219,152,371,222,152,374,3401,3031,6432,186,100,286,1078,907,1985,13298,13654,26952,Prospect - Walkerville
40201,86,88,174,2420,2893,5313,0,0,0,223,245,468,3,4,7,2588,2802,5390,57,86,143,159,119,278,71,99,170,28,22,50,884,1026,1910,0,0,0,52,39,91,165,191,356,136,178,314,32,60,92,17,22,39,1367,1700,3067,467,513,980,16,18,34,8685,10017,18702,14,14,28,31,29,60,6,4,10,0,0,0,52,72,124,52,72,124,4941,4364,9305,162,115,277,1501,1459,2960,15478,16162,31640,Gawler - Two Wells
40202,619,637,1256,5490,6370,11860,0,0,0,594,633,1227,53,54,107,6398,7011,13409,145,168,313,511,508,1019,174,232,406,102,137,239,978,1140,2118,8,3,11,99,115,214,583,658,1241,475,471,946,129,190,319,76,102,178,2044,2490,4534,1147,1170,2317,118,115,233,19124,21567,40691,82,83,165,501,440,941,12,14,26,3,7,10,181,285,466,184,292,476,14221,12812,27033,468,296,764,4415,4104,8519,39626,40245,79871,Playford
40203,900,1029,1929,2393,2818,5211,0,0,0,588,664,1252,4,10,14,6294,7060,13354,108,146,254,1116,1154,2270,75,117,192,86,115,201,931,1065,1996,37,25,62,77,77,154,388,428,816,289,322,611,102,154,256,70,64,134,1590,2209,3799,617,716,1333,135,149,284,14900,17293,32193,1184,942,2126,1617,1261,2878,12,18,30,10,14,24,635,507,1142,645,521,1166,7705,6648,14353,385,182,567,3203,2491,5694,30551,30385,60936,Port Adelaide - East
40204,2732,2966,5698,6804,7798,14602,0,0,0,1054,1233,2287,28,29,57,13433,14426,27859,145,189,334,1790,1720,3510,261,340,601,159,180,339,1711,1965,3676,32,40,72,160,173,333,883,970,1853,606,716,1322,243,297,540,168,187,355,3487,4396,7883,1418,1673,3091,228,223,451,32610,36555,69165,961,875,1836,1566,1441,3007,15,10,25,5,8,13,414,465,879,419,473,892,18350,15796,34146,677,335,1012,6181,5700,11881,63511,64151,127662,Salisbury
40107,252,366,618,2209,2791,5000,0,0,0,269,308,577,14,22,36,3239,3996,7235,34,46,80,1066,1191,2257,23,35,58,14,16,30,521,679,1200,10,5,15,30,25,55,113,129,242,145,189,334,26,31,57,9,4,13,1102,1607,2709,286,335,621,36,46,82,9146,11455,20601,234,191,425,231,164,395,25,30,55,0,0,0,126,133,259,126,133,259,5552,5389,10941,218,126,344,1548,1654,3202,17332,19508,36840,Unley
40205,346,399,745,5901,6873,12774,0,0,0,1043,1224,2267,26,21,47,9209,9981,19190,101,137,238,759,785,1544,194,253,447,123,178,301,1676,2018,3694,15,18,33,68,79,147,710,822,1532,552,589,1141,213,302,515,114,122,236,3998,5173,9171,1262,1409,2671,250,270,520,26214,30254,56468,260,207,467,430,381,811,20,18,38,5,3,8,284,286,570,289,289,578,13278,11554,24832,443,239,682,3592,3325,6917,44872,46666,91538,Tea Tree Gully
40301,149,205,354,2373,3098,5471,0,0,0,244,299,543,0,4,4,3543,4059,7602,63,98,161,284,315,599,27,24,51,24,31,55,422,501,923,7,8,15,30,37,67,79,121,200,197,189,386,20,26,46,7,5,12,1243,1834,3077,316,339,655,25,32,57,8904,11020,19924,108,114,222,133,95,228,18,23,41,3,0,3,87,83,170,90,83,173,4671,4227,8898,191,112,303,1459,1466,2925,15723,17345,33068,Holdfast Bay
40302,574,702,1276,5012,6148,11160,0,0,0,801,989,1790,18,16,34,8114,9447,17561,189,280,469,1115,1144,2259,88,121,209,91,112,203,1062,1198,2260,82,79,161,85,98,183,451,584,1035,476,566,1042,82,123,205,57,55,112,2966,4051,7017,969,1154,2123,98,98,196,21756,26263,48019,470,431,901,701,637,1338,29,41,70,5,7,12,390,438,828,395,445,840,12703,11384,24087,544,299,843,3482,3470,6952,40654,43672,84326,Marion
40303,370,487,857,3951,4848,8799,0,0,0,817,944,1761,90,105,195,4938,5794,10732,146,198,344,1167,1223,2390,28,47,75,23,20,43,942,1121,2063,12,5,17,49,54,103,295,332,627,302,336,638,41,78,119,26,22,48,2530,3376,5906,697,779,1476,112,163,275,16166,19445,35611,249,239,488,411,386,797,33,49,82,4,0,4,208,235,443,212,235,447,9892,8698,18590,363,212,575,2106,2104,4210,29802,31855,61657,Mitcham
40304,520,698,1218,11143,12972,24115,0,0,0,1605,1797,3402,94,106,200,11652,13236,24888,269,417,686,838,832,1670,360,496,856,214,250,464,2278,2563,4841,40,28,68,165,195,360,1116,1343,2459,899,934,1833,169,240,409,149,153,302,5875,7606,13481,2292,2661,4953,325,347,672,39483,46176,85659,199,199,398,344,322,666,33,43,76,6,8,14,427,518,945,433,526,959,29346,26147,55493,1098,632,1730,7580,7039,14619,79036,81782,160818,Onkaparinga
40401,1371,1662,3033,4454,5470,9924,0,0,0,719,861,1580,4,3,7,14731,16012,30743,112,166,278,4268,4455,8723,145,203,348,84,87,171,996,1091,2087,102,100,202,84,94,178,533,622,1155,379,451,830,71,104,175,53,60,113,2997,3930,6927,712,800,1512,57,67,124,30501,34576,65077,575,410,985,1086,928,2014,31,29,60,5,9,14,632,489,1121,637,498,1135,11452,10076,21528,478,277,755,3889,3753,7642,50020,52209,102229,Charles Sturt
40402,1663,1877,3540,2779,3128,5907,0,0,0,442,485,927,3,6,9,6269,6866,13135,39,56,95,1146,1095,2241,80,111,191,49,49,98,544,677,1221,29,36,65,55,66,121,331,381,712,323,298,621,70,103,173,30,45,75,1516,1988,3504,443,480,923,35,32,67,14183,15902,30085,350,257,607,665,562,1227,9,17,26,7,9,16,265,264,529,272,273,545,7855,6930,14785,316,232,548,2701,2537,5238,28014,28587,56601,Port Adelaide - West
40403,621,694,1315,2342,2895,5237,0,0,0,367,434,801,3,3,6,6601,7570,14171,90,123,213,2869,2992,5861,61,78,139,41,43,84,709,896,1605,77,74,151,44,46,90,214,248,462,192,248,440,24,28,52,29,38,67,1608,2185,3793,448,522,970,50,73,123,15769,18496,34265,635,513,1148,765,666,1431,27,21,48,3,3,6,542,423,965,545,426,971,7299,6491,13790,356,183,539,2251,2065,4316,28268,29555,57823,West Torrens
40501,54,101,155,1889,2044,3933,0,0,0,146,175,321,6,5,11,1846,1951,3797,51,58,109,58,32,90,55,79,134,13,13,26,3862,4200,8062,3,3,6,22,21,43,159,145,304,131,151,282,27,26,53,14,20,34,1506,1717,3223,315,338,653,39,39,78,10142,11017,21159,10,4,14,17,7,24,3,5,8,3,0,3,49,70,119,52,70,122,4776,4027,8803,152,94,246,1415,1254,2669,16621,16579,33200,Barossa
40502,34,43,77,1343,1524,2867,0,0,0,102,106,208,0,0,0,1638,1678,3316,73,81,154,36,25,61,45,57,102,5,10,15,1055,1089,2144,5,3,8,16,18,34,97,112,209,111,113,224,22,29,51,20,27,47,2135,2338,4473,214,212,426,14,15,29,6931,7437,14368,5,3,8,13,8,21,3,3,6,0,0,0,37,57,94,37,57,94,2976,2451,5427,94,53,147,1009,896,1905,11102,10951,22053,Lower North
40103,449,491,940,2975,3925,6900,0,3,3,290,336,626,3,0,3,4271,5067,9338,23,32,55,706,746,1452,34,40,74,19,36,55,393,516,909,20,8,28,32,20,52,120,154,274,262,343,605,10,21,31,8,15,23,1541,2080,3621,322,425,747,64,74,138,11093,13841,24934,291,271,562,190,195,385,89,78,167,3,0,3,143,167,310,146,167,313,5843,5411,11254,169,116,285,1651,1702,3353,19921,22272,42193,Burnside
40503,40,44,84,1327,1507,2834,0,0,0,225,256,481,3,0,3,3022,3296,6318,11,14,25,126,129,255,46,63,109,48,53,101,718,778,1496,3,0,3,14,8,22,94,152,246,122,130,252,76,100,176,17,16,33,2045,2356,4401,222,258,480,12,17,29,8131,9133,17264,13,16,29,34,31,65,3,0,3,8,0,8,31,46,77,39,46,85,3933,3279,7212,94,47,141,1285,1094,2379,13572,13690,27262,Mid North
40504,30,43,73,1629,1850,3479,0,0,0,161,169,330,3,3,6,1394,1510,2904,60,64,124,50,45,95,43,57,100,4,13,17,641,610,1251,0,0,0,17,18,35,145,165,310,123,123,246,63,86,149,23,30,53,2667,3030,5697,234,269,503,8,15,23,7265,8057,15322,8,4,12,13,10,23,3,0,3,0,0,0,17,31,48,17,31,48,3526,2871,6397,85,63,148,1055,917,1972,12002,11996,23998,Yorke Peninsula
40601,100,165,265,3276,3557,6833,0,0,0,301,354,655,15,15,30,4841,5103,9944,101,119,220,234,191,425,91,115,206,34,58,92,2007,2197,4204,4,3,7,55,48,103,326,425,751,383,453,836,122,157,279,34,41,75,3179,3672,6851,530,587,1117,5,13,18,15538,17108,32646,65,57,122,45,40,85,9,12,21,6,7,13,82,82,164,88,89,177,9164,7588,16752,270,118,388,3232,2707,5939,28511,27884,56395,Eyre Peninsula and South West
40602,77,61,138,1646,1599,3245,0,0,0,102,105,207,46,77,123,2346,2180,4526,15,20,35,166,83,249,29,59,88,20,17,37,654,713,1367,3,0,3,24,18,42,107,111,218,237,225,462,84,80,164,30,36,66,1465,1519,2984,264,254,518,11,11,22,7249,7107,14356,44,53,97,47,45,92,8,0,8,443,453,896,49,40,89,492,493,985,4439,3537,7976,144,44,188,2648,1734,4382,15148,13074,28222,Outback - North and East
40701,140,207,347,3451,4020,7471,0,0,0,374,430,804,4,0,4,2304,2702,5006,209,281,490,84,79,163,138,173,311,48,48,96,924,1103,2027,0,0,0,25,33,58,323,393,716,300,301,601,68,65,133,28,39,67,2803,3399,6202,719,762,1481,84,97,181,11886,13925,25811,19,15,34,23,14,37,10,6,16,7,6,13,93,135,228,100,141,241,7578,6861,14439,249,164,413,2537,2475,5012,22542,23808,46350,Fleurieu - Kangaroo Island
40702,153,160,313,3654,3980,7634,0,0,0,407,464,871,76,86,162,5633,6135,11768,120,160,280,100,93,193,102,121,223,40,61,101,1318,1466,2784,9,3,12,38,29,67,370,393,763,1780,1859,3639,145,186,331,33,46,79,3304,3834,7138,605,676,1281,18,20,38,17752,19612,37364,42,36,78,189,59,248,6,5,11,4,7,11,99,115,214,103,122,225,9997,8646,18643,321,161,482,3080,2635,5715,31643,31436,63079,Limestone Coast
40703,170,199,369,3434,3712,7146,0,0,0,327,306,633,4,3,7,4113,4466,8579,174,206,380,743,660,1403,169,211,380,49,61,110,4606,4886,9492,0,3,3,47,39,86,351,395,746,357,326,683,125,127,252,91,94,185,3831,4574,8405,778,809,1587,120,122,242,19319,21000,40319,54,46,100,275,222,497,5,11,16,18,10,28,410,361,771,428,371,799,9564,8110,17674,287,169,456,4180,3288,7468,34282,33416,67698,Murray and Mallee
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,Migratory - Offshore - Shipping (SA)
49999,27,24,51,162,131,293,0,0,0,16,8,24,0,4,4,221,174,395,0,3,3,18,13,31,7,9,16,5,3,8,40,32,72,0,0,0,3,8,11,9,19,28,23,13,36,8,4,12,5,5,10,60,61,121,59,51,110,3,3,6,639,541,1180,10,12,22,29,9,38,3,0,3,3,0,3,18,17,35,21,17,38,587,388,975,43,20,63,420,278,698,1779,1289,3068,Special Purpose Codes SA3 (SA)
