gml_id,sa3_name16,sa3_code16,m_0_299_ds_ds_sept_house,m_0_299_ds_ds_sd_row_tce_hs_t,m_0_299_ds_ds_flat_apart,m_0_299_ds_ds_other_dwg,m_0_299_ds_ns,m_0_299_tot,m_300_449_ds_separate_hse,m_300_449_ds_sd_row_tc_hse_th,m_300_449_ds_flat_apart,m_300_449_ds_other_dwg,m_300_449_ds_ns,m_300_449_tot,m_450_599_ds_separate_hse,m_450_599_ds_sd_row_tce_hs_th,m_450_599_ds_flat_apart,m_450_599_ds_other_dwg,m_450_599_ds_ns,m_450_599_tot,m_600_799_ds_separate_hse,m_600_799_ds_sd_row_tc_hs_th,m_600_799_ds_flat_apart,m_600_799_ds_other_dwg,m_600_799_ds_ns,m_600_799_tot,m_800_999_ds_separate_hse,m_800_999_ds_sd_row_tc_hs_th,m_800_999_ds_flat_apart,m_800_999_ds_other_dwg,m_800_999_ds_ns,m_800_999_tot,m_1000_1399_ds_separate_hse,m_1000_1399_ds_sd_rw_tc_h_th,m_1000_1399_ds_flat_apart,m_1000_1399_ds_other_dwg,m_1000_1399_ds_ns,m_1000_1399_tot,m_1400_1799_ds_separate_hse,m_1400_1799_ds_sd_rw_tc_h_th,m_1400_1799_ds_flat_apart,m_1400_1799_ds_other_dwg,m_1400_1799_ds_ns,m_1400_1799_tot,m_1800_2399_ds_separate_hse,m_1800_2399_ds_sd_rw_tc_h_th,m_1800_2399_ds_flat_apart,m_1800_2399_ds_other_dwg,m_1800_2399_ds_ns,m_1800_2399_tot,m_2400_2999_ds_separate_hse,m_2400_2999_ds_sd_rw_tc_h_th,m_2400_2999_ds_flat_apart,m_2400_2999_ds_other_dwg,m_2400_2999_ds_ns,m_2400_2999_tot,m_3000_3999_ds_separate_hse,m_3000_3999_ds_sd_rw_tc_h_th,m_3000_3999_ds_flt_apart,m_3000_3999_ds_other_dwg,m_3000_3999_ds_ns,m_3000_3999_tot,m_4000_over_ds_separate_hse,m_4000_ov_ds_sd_rw_tce_hs_th,m_4000_over_ds_flat_apart,m_4000_over_ds_other_dwg,m_4000_ds_over_ns,m_4000_over_tot,mort_rpmnt_ns_ds_separat_hs,mrt_rpmt_ns_ds_sd_rw_tc_hs_th,mrt_rpmt_ns_ds_flat_apart,mort_rpmnt_ns_ds_other_dwg,mort_rpmnt_ns_ds_ns,mort_rpmnt_ns_total,tot_ds_separate_hse,tot_ds_sd_row_tce_hse_thse,tot_ds_flat_apartment,tot_ds_other_dwg,tot_ds_ns,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_606e,Hobart - South and West,"60104","246","4","5","0","0","253","141","3","3","0","0","149","103","6","3","0","0","110","217","12","3","0","0","229","255","11","0","0","0","269","823","29","18","0","0","871","978","28","12","3","4","1016","1011","9","4","0","0","1025","303","0","0","0","0","306","231","4","0","0","0","239","98","0","0","0","0","99","136","3","3","0","0","136","4533","106","46","8","6","4702"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_606f,Hobart Inner,"60105","332","26","25","0","0","387","149","11","11","0","0","171","117","11","12","0","0","143","240","22","22","0","0","282","274","27","50","0","0","350","690","72","74","0","0","830","848","75","63","3","3","992","995","60","61","5","0","1120","439","29","23","0","0","492","405","27","12","0","0","443","299","20","6","0","0","327","138","10","13","0","0","169","4930","384","364","15","7","5698"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6070,Sorell - Dodges Ferry,"60106","130","0","0","4","0","135","120","0","0","0","0","121","95","0","0","0","0","95","173","3","0","0","0","179","263","8","0","0","0","268","594","0","0","6","4","609","542","5","0","0","0","545","365","0","0","0","3","369","115","0","0","0","0","115","49","0","0","0","0","53","20","0","0","0","0","24","115","0","0","0","0","111","2592","15","3","15","12","2639"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6071,Launceston,"60201","431","22","14","0","0","467","323","19","13","0","0","355","285","8","12","0","0","306","650","26","21","0","0","696","997","38","37","3","3","1087","2566","83","69","3","5","2726","1981","59","23","3","7","2071","1241","36","15","4","6","1303","370","19","8","0","0","398","274","13","6","5","0","293","147","9","0","0","0","153","315","12","4","0","0","333","9578","337","224","20","22","10192"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6072,Meander Valley - West Tamar,"60202","170","3","0","0","0","172","142","0","0","0","0","143","136","0","0","0","0","138","238","3","3","4","0","248","320","3","3","0","0","331","709","8","0","4","0","722","500","10","0","0","0","515","340","7","0","3","0","347","101","3","0","0","0","104","68","0","0","0","0","68","39","0","0","0","0","39","142","3","0","6","0","149","2902","42","10","12","11","2975"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6073,North East,"60203","295","0","3","3","3","302","236","0","0","3","4","245","213","0","0","0","0","216","406","0","0","3","0","407","482","3","0","3","0","494","1056","0","7","0","0","1070","717","0","4","4","7","731","444","0","4","3","3","453","134","0","0","0","0","131","98","0","0","0","0","96","57","0","0","0","0","62","196","0","0","3","0","202","4329","13","18","29","25","4411"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6074,Central Highlands (Tas.),"60301","110","0","0","0","0","106","101","0","0","0","0","103","95","0","0","0","0","99","171","0","0","0","3","176","176","0","0","4","0","184","370","0","0","3","0","372","277","0","0","3","0","280","169","0","0","3","3","173","43","0","0","0","0","43","32","0","0","0","0","32","23","0","0","0","0","23","68","0","0","0","0","68","1633","0","0","16","12","1657"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6075,Huon - Bruny Island,"60302","194","0","0","3","0","200","146","0","0","0","3","154","125","0","0","0","0","128","202","3","0","6","0","212","236","0","0","0","0","238","583","3","0","3","0","592","516","3","0","0","3","525","338","0","0","0","0","343","104","0","0","0","0","110","65","0","0","3","0","71","39","0","0","0","0","39","121","0","0","3","3","128","2681","10","0","26","9","2723"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6076,South East Coast,"60303","62","0","0","0","0","61","38","0","0","0","0","43","38","0","0","0","0","38","69","3","0","0","0","79","82","0","0","0","0","86","148","0","0","0","0","152","86","0","0","4","0","92","59","0","0","0","0","60","14","0","0","0","0","14","15","0","0","0","0","15","9","0","0","0","0","11","30","0","0","3","0","36","658","7","0","14","13","685"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6077,Holdfast Bay,"40301","197","70","23","0","0","292","70","23","9","0","0","108","50","20","9","0","0","87","99","40","16","0","0","154","96","63","26","0","0","188","335","144","87","0","3","570","332","141","62","0","4","537","588","149","51","0","0","781","351","73","13","0","0","440","342","44","18","0","3","404","259","40","15","0","3","310","86","27","16","0","0","139","2802","840","341","3","15","4007"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6078,Marion,"40302","519","102","26","0","0","650","307","56","14","0","0","375","266","55","10","0","0","339","449","88","21","0","0","564","619","114","43","0","0","781","1588","341","118","0","8","2050","2002","486","98","0","10","2593","2620","501","47","0","16","3182","978","163","5","0","0","1154","549","76","7","0","0","635","245","45","0","0","0","288","330","66","8","0","0","410","10468","2089","403","4","37","13013"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6079,Burnie - Ulverstone,"60401","349","7","0","0","0","358","235","0","0","0","0","243","268","3","0","3","0","276","502","6","4","0","4","519","763","8","0","0","0","780","1716","10","3","5","3","1733","1024","7","0","3","0","1037","595","3","0","0","0","597","173","0","0","0","0","175","108","0","0","0","0","110","68","0","0","0","0","71","210","0","0","0","0","212","6015","51","14","19","13","6110"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_607a,Devonport,"60402","283","5","0","3","0","288","243","5","0","0","0","251","231","9","6","0","0","242","399","10","5","0","4","417","591","18","3","0","3","615","1433","16","8","0","3","1455","1011","8","0","0","0","1029","602","5","0","0","3","611","166","0","0","0","0","169","118","0","0","0","0","122","58","0","0","0","0","58","208","3","3","0","0","214","5342","75","19","12","18","5465"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_607b,West Coast,"60403","165","0","0","3","0","171","134","0","0","0","0","144","152","0","0","0","0","151","210","4","3","0","0","211","256","8","0","0","0","267","459","3","3","0","3","464","297","4","0","0","3","302","172","0","0","0","0","173","44","0","0","0","3","49","28","0","0","3","0","30","34","0","0","3","0","36","100","0","0","0","0","101","2050","20","7","12","14","2102"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_607c,Darwin City,"70101","45","23","36","0","0","102","11","3","11","3","0","26","3","5","8","0","0","23","9","7","8","0","0","27","17","19","25","0","0","58","57","40","85","3","0","188","57","42","104","0","0","203","108","88","239","3","0","433","110","50","152","3","0","317","146","51","136","4","3","331","178","20","72","0","0","271","29","11","29","0","0","72","778","357","893","17","8","2050"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_607d,Darwin Suburbs,"70102","149","14","25","0","3","189","70","3","12","0","0","83","74","3","6","0","0","81","114","10","22","4","3","154","142","12","41","0","0","197","446","68","90","4","0","611","514","88","105","3","0","718","921","107","162","13","0","1207","794","60","72","6","0","936","802","22","42","0","0","875","468","7","21","6","3","504","210","19","25","0","0","251","4698","411","631","48","12","5800"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_607e,Litchfield,"70103","63","0","0","3","0","72","43","0","0","3","0","41","28","0","0","0","0","27","53","0","4","3","0","62","95","0","0","9","0","100","265","0","0","17","3","286","300","0","0","16","5","320","524","3","5","16","6","557","438","0","0","10","5","456","646","0","0","3","4","653","334","0","0","4","0","339","169","0","0","5","0","179","2959","8","13","81","23","3081"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_607f,Daly - Tiwi - West Arnhem,"70203","25","0","0","7","0","31","14","0","0","0","0","18","16","0","0","0","0","15","26","0","0","0","0","26","19","0","0","3","0","18","57","0","0","4","0","63","63","0","0","3","0","66","48","0","0","6","0","61","24","0","0","5","0","33","27","0","0","7","0","26","14","3","0","4","0","20","23","0","0","4","0","28","352","4","3","50","4","408"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6080,East Arnhem,"70204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","0","0","13","3","3","3","0","19"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6081,Katherine,"70205","20","0","0","16","0","37","11","0","0","5","0","17","20","0","0","0","0","20","25","0","3","3","0","34","40","0","0","5","0","44","105","4","0","8","3","120","140","0","0","10","4","156","140","0","0","12","3","158","71","0","0","6","4","86","50","0","0","3","6","57","23","0","0","3","0","26","27","0","0","6","3","38","684","6","7","70","29","795"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6082,Belconnen,"80101","463","80","24","0","0","571","195","19","7","0","0","225","157","17","6","0","0","176","296","49","22","0","0","365","387","81","42","0","0","505","1119","211","110","0","0","1446","1482","375","185","0","0","2040","3157","440","175","3","0","3775","1738","137","43","4","0","1928","1122","105","37","0","0","1265","533","35","9","0","0","577","324","35","11","0","0","372","10971","1589","677","8","3","13246"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6083,Palmerston,"70104","81","7","11","0","0","98","39","3","3","0","0","42","17","5","3","0","0","27","50","6","15","0","0","72","74","3","15","0","0","96","295","35","57","0","0","392","398","52","93","0","0","544","820","79","108","0","0","998","780","35","31","0","0","849","716","17","16","0","0","748","268","3","6","0","0","277","157","12","10","0","0","174","3701","255","361","3","6","4321"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6084,Barkly,"70202","7","0","0","3","0","8","6","0","0","0","0","13","5","0","0","0","0","5","8","0","3","0","0","12","5","0","0","3","0","14","39","0","0","4","0","41","34","0","0","0","0","41","11","0","0","0","0","11","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","8","131","0","8","16","0","162"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6085,Alice Springs,"70201","56","11","0","6","0","72","31","4","0","5","0","37","16","12","0","3","0","39","41","19","4","9","0","72","85","31","0","10","0","123","233","100","14","27","0","370","362","133","12","21","0","530","596","132","6","33","3","766","355","35","3","16","0","407","252","14","0","9","0","280","110","11","0","7","0","131","91","7","0","15","0","110","2227","515","30","157","11","2937"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6086,Canberra East,"80103","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","5","4","0","0","0","0","6","3","0","0","0","0","7","12","0","0","0","0","12","0","0","0","0","0","0","6","0","0","0","0","6","4","0","0","0","0","4","3","0","0","0","0","3","34","0","3","8","0","47"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6087,Gungahlin,"80104","334","79","12","0","0","427","114","28","3","0","0","145","67","19","10","0","0","93","136","62","16","0","0","210","183","78","22","0","0","287","595","307","117","0","0","1022","901","644","219","0","0","1770","2121","902","122","0","5","3152","1625","271","9","0","0","1912","1518","172","23","0","0","1710","692","52","10","0","0","757","272","70","17","0","0","362","8563","2682","580","3","12","11845"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6088,North Canberra,"80105","187","41","41","0","0","275","58","11","8","0","0","85","45","14","10","0","0","67","70","14","21","0","0","107","80","29","42","0","0","153","224","75","138","0","0","441","262","91","268","0","0","621","480","173","371","0","0","1031","419","123","155","0","0","702","524","117","95","0","0","741","386","57","54","0","0","495","95","14","22","0","0","137","2836","767","1241","3","12","4851"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6089,South Canberra,"80106","107","17","30","0","0","162","23","8","11","0","0","47","20","5","13","0","0","36","32","11","24","0","0","73","45","10","27","0","0","90","109","20","88","0","0","218","116","21","192","0","0","324","199","49","312","0","0","560","157","40","143","0","0","343","281","57","107","0","0","455","470","53","77","0","0","603","55","14","32","0","0","106","1622","303","1070","0","0","3003"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_608a,Tuggeranong,"80107","518","53","5","0","0","575","216","18","0","0","0","239","232","21","0","0","0","257","337","43","7","0","0","384","463","51","13","0","0","532","1265","181","28","0","0","1467","1625","304","56","0","3","1983","3388","351","36","0","0","3783","1980","107","12","0","0","2091","1385","58","7","0","0","1450","534","33","3","0","0","568","376","36","4","0","0","418","12317","1257","168","0","9","13747"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_608b,Weston Creek,"80108","136","11","3","0","0","158","63","8","0","0","0","73","38","5","0","0","0","44","68","7","0","0","0","80","106","11","0","0","0","122","241","30","3","0","0","273","317","39","13","0","0","369","644","64","13","3","0","726","474","20","6","0","0","501","441","25","4","0","0","466","246","11","0","0","0","254","94","4","0","0","0","98","2876","231","47","5","0","3166"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_608c,Woden Valley,"80109","190","26","12","0","0","237","62","11","5","0","0","80","52","11","12","0","0","73","67","13","9","0","0","90","83","26","9","0","0","120","252","73","53","0","0","381","250","109","86","0","0","448","509","148","71","0","0","737","377","69","18","0","0","469","567","66","17","0","0","647","430","33","11","0","0","474","102","18","3","0","0","122","2945","612","307","0","0","3874"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_608d,Molonglo,"80110","6","4","5","0","0","16","3","0","3","0","0","7","7","0","0","0","0","5","10","3","3","0","0","19","9","6","7","0","0","24","18","14","71","0","0","110","66","36","163","0","0","269","124","125","98","0","0","346","88","62","13","0","0","165","148","30","5","0","0","183","62","11","8","0","0","78","15","5","11","0","0","27","551","295","394","0","0","1234"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_608e,Urriarra - Namadgi,"80111","3","0","0","0","0","3","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","3","6","0","0","0","0","6","24","0","0","0","0","24","14","0","0","0","0","14","21","0","0","0","0","21","10","0","0","0","0","10","7","0","0","0","0","7","95","0","0","0","0","95"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_608f,Christmas Island,"90101","4","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","4","5","3","3","0","0","11","10","0","3","0","0","13","4","3","0","0","0","8","3","0","0","0","0","3","6","0","0","0","0","8","8","0","0","0","0","8","0","0","0","0","0","0","46","9","11","0","0","64"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6090,Cocos (Keeling) Islands,"90102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6091,Jervis Bay,"90103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6092,Norfolk Island,"90104","15","0","0","0","0","15","9","0","0","0","0","9","9","0","0","0","0","9","14","0","0","0","0","14","17","0","0","0","0","20","53","0","0","0","0","55","49","0","0","0","0","49","34","0","0","0","0","34","12","0","0","0","0","12","3","0","0","0","0","3","3","0","0","0","0","4","14","0","0","0","0","14","231","0","0","0","3","239"
