tpp_australian_labor_party_percentage, tpp_swing, tpp_liberal_national_coalition_percentage, state, polling_place_id
38.94,2.31,61.06,"QLD","5902"
33.11,1.16,66.89,"QLD","46689"
21.93,5.66,78.07,"QLD","5701"
20.97,10.49,79.03,"QLD","5905"
25.5,17.18,74.5,"QLD","5704"
32.44,17.97,67.56,"QLD","65831"
78.48,5.2,21.52,"QLD","6011"
41.22,-6.63,58.78,"QLD","5908"
79.33,-6.66,20.67,"QLD","5922"
67.25,3.38,32.75,"QLD","5927"
42.31,-0.45,57.69,"QLD","46433"
45.21,2.27,54.79,"QLD","94698"
52.36,0.12,47.64,"QLD","5931"
64.29,-6.4,35.71,"QLD","65520"
44.61,1.46,55.39,"QLD","33296"
44.63,-1.31,55.37,"QLD","65163"
50.62,-0.62,49.38,"QLD","5934"
41.89,1.51,58.11,"QLD","32675"
40.85,2.59,59.15,"QLD","97442"
58.62,-1.51,41.38,"QLD","5938"
42.6,1.11,57.4,"QLD","5939"
38.63,0.56,61.37,"QLD","5940"
50.81,-5.12,49.19,"QLD","5942"
46.9,-6.45,53.1,"QLD","5943"
37.07,5.7,62.93,"QLD","46648"
39.39,-5.05,60.61,"QLD","5945"
0.0,0.0,0.0,"QLD","30159"
45.7,-4.83,54.3,"QLD","11640"
42.73,0.25,57.27,"QLD","5948"
53.47,-3.82,46.53,"QLD","5951"
44.98,0.6,55.02,"QLD","5957"
51.96,1.27,48.04,"QLD","5965"
51.93,7.67,48.07,"QLD","5966"
64.54,-12.71,35.46,"QLD","5967"
42.46,-0.59,57.54,"QLD","83243"
44.62,-2.0,55.38,"QLD","74453"
58.55,23.65,41.45,"QLD","5971"
60.61,-4.09,39.39,"QLD","5973"
65.38,-8.97,34.62,"QLD","5976"
62.78,-0.39,37.22,"QLD","5978"
52.09,-2.3,47.91,"QLD","5937"
38.22,-5.25,61.78,"QLD","5981"
48.83,3.42,51.17,"QLD","5926"
46.65,0.21,53.35,"QLD","5985"
65.63,-9.14,34.37,"QLD","6008"
41.43,2.28,58.57,"QLD","83437"
39.67,-0.45,60.33,"QLD","83240"
52.07,1.13,47.93,"QLD","5991"
76.53,-30.2,23.47,"QLD","5953"
43.44,-2.23,56.56,"QLD","5992"
37.82,-0.75,62.18,"QLD","32676"
42.25,-0.42,57.75,"QLD","5993"
54.6,-8.2,45.4,"QLD","46395"
48.3,2.71,51.7,"QLD","6001"
76.84,-21.03,23.16,"QLD","6002"
68.44,-13.1,31.56,"QLD","6003"
60.49,-7.38,39.51,"QLD","46646"
48.3,1.15,51.7,"QLD","6005"
39.04,8.62,60.96,"QLD","83241"
42.21,0.38,57.79,"QLD","6007"
39.36,2.08,60.64,"QLD","46649"
48.44,4.66,51.56,"QLD","6009"
47.77,-0.13,52.23,"QLD","5955"
37.96,3.25,62.04,"QLD","5994"
48.19,2.42,51.81,"QLD","5929"
51.57,-1.75,48.43,"QLD","6013"
35.06,14.22,64.94,"QLD","83425"
51.03,10.04,48.97,"QLD","6397"
49.39,5.37,50.61,"QLD","40374"
40.63,3.19,59.38,"QLD","6400"
56.73,5.75,43.27,"QLD","6019"
50.0,7.14,50.0,"QLD","65599"
56.14,9.72,43.86,"QLD","6020"
55.39,7.99,44.61,"QLD","6026"
57.48,4.3,42.52,"QLD","6027"
51.72,10.39,48.28,"QLD","14225"
55.85,-1.56,44.15,"QLD","58691"
52.89,-3.4,47.11,"QLD","65728"
48.48,6.83,51.52,"QLD","6403"
44.82,2.35,55.18,"QLD","58700"
64.72,-7.51,35.28,"QLD","83412"
55.04,0.59,44.96,"QLD","83413"
50.38,6.74,49.62,"QLD","6406"
58.51,10.56,41.49,"QLD","6031"
40.0,60.0,60.0,"QLD","30160"
42.71,6.75,57.29,"QLD","83423"
52.38,-2.65,47.62,"QLD","32561"
54.51,5.5,45.49,"QLD","6410"
41.95,7.68,58.05,"QLD","55895"
53.92,3.49,46.08,"QLD","6038"
48.04,3.11,51.96,"QLD","5185"
45.43,-3.1,54.57,"QLD","5187"
32.99,10.84,67.01,"QLD","83410"
58.93,2.36,41.07,"QLD","6042"
48.92,2.6,51.08,"QLD","83427"
55.58,6.04,44.42,"QLD","6043"
61.69,3.63,38.31,"QLD","83409"
54.73,3.69,45.27,"QLD","6045"
59.26,-0.9,40.74,"QLD","83408"
54.13,1.33,45.87,"QLD","6046"
53.9,8.67,46.1,"QLD","6049"
49.18,8.0,50.82,"QLD","58692"
54.04,4.92,45.96,"QLD","6051"
51.84,5.38,48.16,"QLD","6419"
58.32,6.6,41.68,"QLD","5196"
38.56,5.69,61.44,"QLD","47703"
47.78,9.22,52.22,"QLD","5197"
50.84,5.1,49.16,"QLD","32584"
54.08,1.07,45.92,"QLD","32531"
58.42,5.84,41.58,"QLD","6058"
50.54,7.67,49.46,"QLD","6052"
56.5,1.38,43.5,"QLD","6422"
57.7,6.15,42.3,"QLD","6424"
66.92,8.97,33.08,"QLD","34192"
38.65,3.98,61.35,"QLD","12009"
46.81,4.09,53.19,"QLD","5456"
51.13,-1.33,48.87,"QLD","5459"
50.0,13.64,50.0,"QLD","65529"
44.33,4.64,55.67,"QLD","5462"
37.13,4.59,62.87,"QLD","32666"
48.08,6.21,51.92,"QLD","5464"
43.0,1.36,57.0,"QLD","55956"
45.29,1.47,54.71,"QLD","47745"
43.83,8.97,56.17,"QLD","65878"
45.43,8.78,54.57,"QLD","32060"
50.71,6.6,49.29,"QLD","32503"
55.95,3.87,44.05,"QLD","5465"
61.8,1.94,38.2,"QLD","5466"
55.74,1.99,44.26,"QLD","83278"
47.81,2.5,52.19,"QLD","34119"
58.46,7.32,41.54,"QLD","58896"
54.26,6.9,45.74,"QLD","5467"
54.43,2.74,45.57,"QLD","31576"
45.28,-0.66,54.72,"QLD","31687"
39.51,2.69,60.49,"QLD","5478"
41.05,8.61,58.95,"QLD","5479"
57.07,3.11,42.93,"QLD","55950"
54.87,2.06,45.13,"QLD","55954"
47.53,3.87,52.47,"QLD","83367"
58.02,1.11,41.98,"QLD","55951"
57.83,2.69,42.17,"QLD","31486"
57.18,8.42,42.82,"QLD","11997"
45.0,6.17,55.0,"QLD","83254"
53.88,6.93,46.12,"QLD","32501"
37.34,-1.95,62.66,"QLD","5499"
49.56,2.81,50.44,"QLD","5502"
47.33,6.56,52.67,"QLD","32502"
45.74,7.77,54.26,"QLD","83267"
48.79,0.1,51.21,"QLD","5503"
46.86,-0.9,53.14,"QLD","64728"
43.83,3.99,56.17,"QLD","58493"
40.24,6.76,59.76,"QLD","5514"
41.65,-2.27,58.35,"QLD","58546"
39.06,2.81,60.94,"QLD","5517"
40.25,6.26,59.75,"QLD","5519"
46.69,2.1,53.31,"QLD","5520"
23.91,3.11,76.09,"QLD","6430"
29.08,-1.36,70.92,"QLD","5805"
29.52,3.0,70.48,"QLD","6106"
30.31,7.54,69.69,"QLD","6108"
24.38,15.77,75.63,"QLD","5806"
24.36,18.13,75.64,"QLD","6109"
28.27,14.88,71.73,"QLD","6110"
43.56,10.82,56.44,"QLD","5809"
15.66,4.28,84.34,"QLD","6112"
28.02,12.49,71.98,"QLD","5811"
27.87,19.97,72.13,"QLD","46697"
40.97,7.3,59.03,"QLD","5461"
63.64,3.03,36.36,"QLD","65633"
22.92,14.84,77.08,"QLD","6116"
11.0,-0.66,89.0,"QLD","6120"
37.12,-4.75,62.88,"QLD","6122"
17.5,11.4,82.5,"QLD","6129"
29.0,14.33,71.0,"QLD","6130"
31.58,16.46,68.42,"QLD","6131"
27.24,20.5,72.76,"QLD","58598"
25.18,6.44,74.82,"QLD","6132"
21.66,5.85,78.34,"QLD","6133"
22.73,8.79,77.27,"QLD","47713"
21.9,7.52,78.1,"QLD","6436"
12.06,1.8,87.94,"QLD","6135"
29.88,1.82,70.12,"QLD","6553"
21.88,2.22,78.13,"QLD","5470"
27.52,6.48,72.48,"QLD","5471"
39.66,1.34,60.34,"QLD","6139"
41.1,19.26,58.9,"QLD","58599"
30.02,8.9,69.98,"QLD","6142"
23.53,1.82,76.47,"QLD","6144"
20.31,6.67,79.69,"QLD","58603"
21.75,9.88,78.25,"QLD","6145"
18.0,12.39,82.0,"QLD","6248"
27.88,-6.17,72.12,"QLD","6440"
31.22,7.59,68.78,"QLD","6147"
21.6,10.08,78.4,"QLD","30161"
4.35,13.37,95.65,"QLD","6148"
12.0,2.74,88.0,"QLD","6150"
44.34,6.88,55.66,"QLD","31634"
28.46,1.4,71.54,"QLD","6158"
13.91,-2.73,86.09,"QLD","6444"
23.99,8.15,76.01,"QLD","6161"
16.07,14.47,83.93,"QLD","32629"
16.74,13.84,83.26,"QLD","6163"
10.48,16.55,89.52,"QLD","6166"
5.56,21.36,94.44,"QLD","5845"
27.2,14.98,72.8,"QLD","6173"
12.17,11.72,87.83,"QLD","6174"
14.58,5.72,85.42,"QLD","6582"
13.53,11.29,86.47,"QLD","6176"
30.16,2.19,69.84,"QLD","5851"
14.44,3.21,85.56,"QLD","6177"
16.56,7.22,83.44,"QLD","6180"
16.54,8.96,83.46,"QLD","6453"
33.51,9.94,66.49,"QLD","6588"
26.87,7.44,73.13,"QLD","38266"
24.17,9.27,75.83,"QLD","46657"
33.59,2.58,66.41,"QLD","6184"
24.75,4.0,75.25,"QLD","6593"
27.53,11.79,72.47,"QLD","6455"
26.32,16.62,73.68,"QLD","5861"
23.92,12.54,76.08,"QLD","32702"
10.0,-0.8,90.0,"QLD","6188"
22.01,9.54,77.99,"QLD","6597"
30.64,6.42,69.36,"QLD","6462"
22.07,1.72,77.93,"QLD","6463"
9.83,6.84,90.17,"QLD","6190"
21.57,8.41,78.43,"QLD","6191"
17.2,4.38,82.8,"QLD","46661"
27.06,3.33,72.94,"QLD","6193"
25.18,10.16,74.82,"QLD","6194"
16.67,15.29,83.33,"QLD","58602"
7.69,2.19,92.31,"QLD","6195"
15.25,10.02,84.75,"QLD","6196"
18.75,12.96,81.25,"QLD","6200"
12.68,7.32,87.32,"QLD","6465"
36.78,7.85,63.22,"QLD","6608"
40.63,7.68,59.38,"QLD","47710"
36.33,8.86,63.67,"QLD","58600"
29.46,5.5,70.54,"QLD","5505"
10.2,7.78,89.8,"QLD","6470"
26.27,9.95,73.73,"QLD","6471"
22.67,5.48,77.33,"QLD","6205"
25.52,8.76,74.48,"QLD","6209"
21.35,9.84,78.65,"QLD","47712"
26.48,8.24,73.52,"QLD","6208"
25.84,13.71,74.16,"QLD","6214"
27.39,9.09,72.61,"QLD","46666"
34.24,6.33,65.76,"QLD","6220"
28.42,6.49,71.58,"QLD","46658"
33.96,4.76,66.04,"QLD","6221"
19.92,10.53,80.08,"QLD","6223"
32.62,5.98,67.38,"QLD","6623"
18.89,9.68,81.11,"QLD","6224"
15.38,9.28,84.62,"QLD","6225"
34.23,7.18,65.77,"QLD","6226"
26.23,10.26,73.77,"QLD","6228"
23.61,13.89,76.39,"QLD","6229"
12.9,19.68,87.1,"QLD","6230"
4.94,6.75,95.06,"QLD","6231"
27.39,6.12,72.61,"QLD","6232"
16.22,4.91,83.78,"QLD","6233"
35.94,23.28,64.06,"QLD","6235"
12.24,9.12,87.76,"QLD","6236"
16.99,11.47,83.01,"QLD","6237"
15.73,0.43,84.27,"QLD","6238"
32.92,8.36,67.08,"QLD","6482"
29.43,6.61,70.57,"QLD","6483"
26.49,5.6,73.51,"QLD","32628"
19.23,11.25,80.77,"QLD","6484"
31.44,7.01,68.56,"QLD","6485"
21.9,16.54,78.1,"QLD","5906"
26.27,5.75,73.73,"QLD","46710"
18.12,5.51,81.88,"QLD","47711"
26.27,-0.87,73.73,"QLD","6488"
30.02,8.18,69.98,"QLD","5521"
19.41,12.63,80.59,"QLD","6246"
14.04,6.26,85.96,"QLD","6247"
23.08,7.69,76.92,"QLD","65487"
29.11,5.02,70.89,"QLD","55961"
41.69,-0.54,58.31,"QLD","6064"
34.17,-0.1,65.83,"QLD","32572"
38.69,2.54,61.31,"QLD","83360"
40.47,0.51,59.53,"QLD","6067"
40.52,-3.85,59.48,"QLD","6072"
45.35,0.97,54.65,"QLD","6073"
44.37,-5.78,55.63,"QLD","6074"
41.96,1.04,58.04,"QLD","31442"
33.47,7.05,66.53,"QLD","30162"
42.1,-0.06,57.9,"QLD","6075"
43.12,0.69,56.88,"QLD","12023"
51.53,-1.49,48.47,"QLD","6081"
40.98,-10.48,59.02,"QLD","6084"
30.62,0.16,69.38,"QLD","58845"
36.73,-1.72,63.27,"QLD","6086"
26.11,-0.49,73.89,"QLD","37744"
43.45,-5.01,56.55,"QLD","37743"
39.45,-6.48,60.55,"QLD","6090"
44.23,-0.62,55.77,"QLD","83375"
41.82,0.51,58.18,"QLD","6095"
47.67,1.29,52.33,"QLD","6096"
33.28,0.28,66.72,"QLD","32522"
31.98,1.54,68.02,"QLD","83403"
33.6,-0.04,66.4,"QLD","6097"
33.19,0.33,66.81,"QLD","58823"
29.98,4.04,70.02,"QLD","83383"
37.59,0.19,62.41,"QLD","33996"
37.79,-0.54,62.21,"QLD","47725"
36.76,4.16,63.24,"QLD","58704"
37.86,3.46,62.14,"QLD","12024"
39.28,-0.74,60.72,"QLD","6100"
36.3,0.32,63.7,"QLD","6079"
43.85,0.48,56.15,"QLD","6101"
39.33,4.3,60.67,"QLD","65238"
44.14,-2.48,55.86,"QLD","58543"
44.54,-4.11,55.46,"QLD","38227"
46.86,0.04,53.14,"QLD","6066"
39.62,1.9,60.38,"QLD","83376"
39.26,0.55,60.74,"QLD","6254"
37.65,4.48,62.35,"QLD","12031"
35.22,-2.94,64.78,"QLD","83214"
30.31,-0.56,69.69,"QLD","6258"
53.33,13.34,46.67,"QLD","65489"
36.89,-0.9,63.11,"QLD","12061"
27.36,-0.92,72.64,"QLD","6089"
29.4,-0.75,70.6,"QLD","6076"
42.36,5.64,57.64,"QLD","37797"
34.4,-2.34,65.6,"QLD","58698"
37.23,6.01,62.77,"QLD","83395"
30.53,-2.06,69.47,"QLD","32500"
32.76,2.05,67.24,"QLD","83238"
0.0,-70.12,0.0,"QLD","30163"
39.99,5.03,60.01,"QLD","34127"
26.22,0.08,73.78,"QLD","6080"
42.39,5.12,57.61,"QLD","6291"
25.13,-0.93,74.87,"QLD","6082"
35.8,-0.08,64.2,"QLD","6083"
35.13,3.38,64.87,"QLD","12060"
27.15,-0.32,72.85,"QLD","32573"
29.51,3.1,70.49,"QLD","12062"
28.53,1.49,71.47,"QLD","6087"
40.6,-0.7,59.4,"QLD","6088"
35.93,-0.06,64.07,"QLD","6085"
49.16,-4.31,50.84,"QLD","37828"
35.69,1.19,64.31,"QLD","31728"
44.12,0.62,55.88,"QLD","6092"
46.08,1.31,53.92,"QLD","32516"
29.66,2.51,70.34,"QLD","58825"
31.0,5.32,69.0,"QLD","83400"
30.42,8.83,69.58,"QLD","65802"
44.69,-1.3,55.31,"QLD","6289"
45.1,-2.47,54.9,"QLD","6292"
32.16,0.13,67.84,"QLD","32562"
52.82,-4.52,47.18,"QLD","6279"
44.92,-3.52,55.08,"QLD","97443"
42.24,2.21,57.76,"QLD","6099"
31.71,0.64,68.29,"QLD","32563"
45.7,2.19,54.3,"QLD","12028"
60.5,12.15,39.5,"QLD","83775"
64.49,8.2,35.51,"QLD","5526"
62.73,-1.75,37.27,"QLD","37838"
67.87,0.49,32.13,"QLD","6304"
50.0,9.37,50.0,"QLD","65516"
62.64,-3.82,37.36,"QLD","14229"
56.89,1.17,43.11,"QLD","58693"
49.06,-0.15,50.94,"QLD","65726"
66.06,1.14,33.94,"QLD","6326"
41.66,1.04,58.34,"QLD","5530"
57.83,8.44,42.17,"QLD","5387"
55.69,-9.38,44.31,"QLD","66003"
43.94,0.9,56.06,"QLD","5532"
53.35,-1.08,46.65,"QLD","8873"
50.0,50.0,50.0,"QLD","30164"
40.63,3.24,59.37,"QLD","31526"
64.19,-3.26,35.81,"QLD","6312"
44.63,-4.16,55.37,"QLD","5535"
30.75,11.11,69.25,"QLD","83776"
49.38,2.29,50.62,"QLD","37844"
68.61,-4.34,31.39,"QLD","6318"
59.57,-3.88,40.43,"QLD","5540"
51.84,2.62,48.16,"QLD","83777"
49.86,1.53,50.14,"QLD","5394"
50.63,3.43,49.37,"QLD","5396"
40.02,14.71,59.98,"QLD","83047"
64.77,0.52,35.23,"QLD","83778"
67.8,-2.53,32.2,"QLD","5397"
62.02,1.09,37.98,"QLD","6321"
58.54,1.07,41.46,"QLD","5543"
59.48,-1.97,40.52,"QLD","5544"
46.18,2.34,53.82,"QLD","5400"
66.42,2.71,33.58,"QLD","5547"
47.58,-0.05,52.42,"QLD","65747"
52.67,4.75,47.33,"QLD","5403"
53.29,7.27,46.71,"QLD","12012"
56.2,6.11,43.8,"QLD","5549"
60.91,5.7,39.09,"QLD","5404"
52.53,-3.95,47.47,"QLD","5550"
48.87,4.0,51.13,"QLD","5409"
45.54,4.19,54.46,"QLD","31801"
58.57,-3.73,41.43,"QLD","6332"
49.02,2.98,50.98,"QLD","6333"
58.74,1.87,41.26,"QLD","37850"
46.0,1.13,54.0,"QLD","5411"
51.57,-4.22,48.43,"QLD","6336"
49.36,1.14,50.64,"QLD","63122"
64.25,-3.73,35.75,"QLD","6337"
45.63,-1.53,54.37,"QLD","6338"
44.91,2.16,55.09,"QLD","47707"
50.85,5.31,49.15,"QLD","83435"
64.33,6.28,35.67,"QLD","6370"
50.0,50.0,50.0,"QLD","65501"
0.0,-39.8,0.0,"QLD","14230"
56.07,-1.62,43.93,"QLD","97487"
57.71,-3.45,42.29,"QLD","97486"
54.27,7.99,45.73,"QLD","6351"
72.81,2.9,27.19,"QLD","6435"
41.66,-0.06,58.34,"QLD","65644"
59.0,4.33,41.0,"QLD","6354"
70.58,3.53,29.42,"QLD","6441"
48.94,10.74,51.06,"QLD","30165"
74.57,5.43,25.43,"QLD","6478"
58.51,1.98,41.49,"QLD","31799"
63.33,5.8,36.67,"QLD","83262"
58.21,1.28,41.79,"QLD","34191"
61.63,-0.04,38.37,"QLD","47734"
60.19,0.96,39.81,"QLD","33102"
64.58,5.92,35.42,"QLD","6363"
68.33,4.06,31.67,"QLD","6365"
75.45,5.81,24.55,"QLD","6449"
78.86,-12.66,21.14,"QLD","83265"
56.43,0.96,43.57,"QLD","58725"
49.75,-3.63,50.25,"QLD","5538"
48.23,-5.4,51.77,"QLD","5539"
44.96,-2.08,55.04,"QLD","31488"
49.81,-2.29,50.19,"QLD","5546"
40.73,6.05,59.27,"QLD","83263"
52.46,-6.33,47.54,"QLD","83260"
55.77,2.01,44.23,"QLD","56063"
63.1,-5.53,36.9,"QLD","94790"
55.07,-4.3,44.93,"QLD","5545"
63.86,5.02,36.14,"QLD","6382"
65.77,4.0,34.23,"QLD","46432"
61.95,6.93,38.05,"QLD","65799"
61.4,1.56,38.6,"QLD","47724"
77.61,2.6,22.39,"QLD","6473"
75.05,4.81,24.95,"QLD","6479"
43.16,0.09,56.84,"QLD","5551"
57.4,6.95,42.6,"QLD","31480"
50.8,5.19,49.2,"QLD","83244"
55.78,0.83,44.22,"QLD","47721"
39.79,5.16,60.21,"QLD","12034"
47.01,-0.03,52.99,"QLD","6398"
42.86,0.89,57.14,"QLD","56096"
45.66,8.02,54.34,"QLD","6401"
48.15,20.27,51.85,"QLD","65595"
43.26,9.62,56.74,"QLD","6022"
46.42,7.96,53.58,"QLD","6023"
46.77,6.09,53.23,"QLD","6024"
27.9,1.29,72.1,"QLD","31527"
55.32,0.39,44.68,"QLD","14231"
49.87,-2.99,50.13,"QLD","97489"
38.65,8.17,61.35,"QLD","97488"
39.38,5.9,60.62,"QLD","31680"
34.78,5.18,65.22,"QLD","46550"
47.59,5.53,52.41,"QLD","6407"
37.22,13.47,62.78,"QLD","6408"
50.11,12.04,49.89,"QLD","31690"
43.06,9.1,56.94,"QLD","65993"
47.77,12.53,52.23,"QLD","12040"
47.75,13.67,52.25,"QLD","83276"
0.0,-48.0,0.0,"QLD","30166"
54.79,7.6,45.21,"QLD","6399"
48.1,6.56,51.9,"QLD","82932"
46.91,8.23,53.09,"QLD","6411"
43.55,0.31,56.45,"QLD","6412"
44.12,13.41,55.88,"QLD","6416"
43.05,7.29,56.95,"QLD","12063"
39.61,6.3,60.39,"QLD","65224"
47.23,6.57,52.77,"QLD","6413"
44.22,11.63,55.78,"QLD","31440"
47.49,10.2,52.51,"QLD","58567"
42.02,4.54,57.98,"QLD","38225"
42.84,2.52,57.16,"QLD","58525"
37.25,2.94,62.75,"QLD","64726"
43.47,7.06,56.53,"QLD","6415"
45.68,6.76,54.32,"QLD","46453"
39.27,4.65,60.73,"QLD","11642"
41.62,4.34,58.38,"QLD","65822"
42.48,4.52,57.52,"QLD","6417"
32.87,4.22,67.13,"QLD","6418"
40.65,7.7,59.35,"QLD","58727"
54.79,0.09,45.21,"QLD","33993"
43.7,3.41,56.3,"QLD","6423"
48.47,3.78,51.53,"QLD","47775"
55.26,1.97,44.74,"QLD","5527"
49.57,5.18,50.43,"QLD","47723"
53.44,4.28,46.56,"QLD","58755"
71.41,7.72,28.59,"QLD","5528"
81.25,9.66,18.75,"QLD","65483"
60.22,7.22,39.78,"QLD","56194"
64.29,0.42,35.71,"QLD","14232"
52.83,3.69,47.17,"QLD","97491"
56.39,0.03,43.61,"QLD","97490"
63.74,7.1,36.26,"QLD","6433"
53.75,3.64,46.25,"QLD","47736"
68.45,7.62,31.55,"QLD","31791"
55.94,-3.12,44.06,"QLD","65788"
57.75,-1.95,42.25,"QLD","38235"
51.15,4.17,48.85,"QLD","5386"
67.67,9.64,32.33,"QLD","6439"
67.29,8.72,32.71,"QLD","47729"
0.0,0.0,0.0,"QLD","30167"
54.05,2.14,45.95,"QLD","12000"
59.36,6.05,40.64,"QLD","47727"
71.55,5.41,28.45,"QLD","31795"
60.33,-3.78,39.67,"QLD","32567"
46.89,1.44,53.11,"QLD","65804"
64.09,7.33,35.91,"QLD","31797"
67.62,8.48,32.38,"QLD","6461"
56.21,4.78,43.79,"QLD","38265"
54.08,11.01,45.92,"QLD","31800"
46.1,11.33,53.9,"QLD","31955"
53.24,1.66,46.76,"QLD","5402"
40.85,8.66,59.15,"QLD","65786"
53.53,-0.05,46.47,"QLD","56144"
47.48,4.47,52.52,"QLD","12014"
51.6,0.18,48.4,"QLD","5407"
47.53,5.03,52.47,"QLD","83387"
45.65,-0.17,54.35,"QLD","65787"
50.96,1.69,49.04,"QLD","5408"
52.0,1.09,48.0,"QLD","47776"
72.33,5.69,27.67,"QLD","5554"
71.66,4.85,28.34,"QLD","5536"
74.57,5.52,25.43,"QLD","5555"
66.38,3.33,33.62,"QLD","34276"
56.32,9.74,43.68,"QLD","6489"
46.93,-5.01,53.07,"QLD","5169"
51.59,-4.77,48.41,"QLD","6496"
50.04,-7.27,49.96,"QLD","6498"
33.56,-0.52,66.44,"QLD","46367"
35.07,-0.89,64.93,"QLD","83402"
62.5,-18.5,37.5,"QLD","65600"
23.74,3.88,76.26,"SA","6740"
66.67,-13.97,33.33,"QLD","14233"
48.65,-1.28,51.35,"QLD","58694"
40.68,-4.65,59.32,"QLD","65727"
28.68,-3.09,71.32,"QLD","6500"
36.55,-2.32,63.45,"QLD","6502"
41.51,-4.9,58.49,"QLD","6494"
40.63,59.38,59.38,"QLD","30168"
43.63,-1.96,56.37,"QLD","5171"
47.83,3.04,52.17,"QLD","94815"
43.5,0.97,56.5,"QLD","83421"
52.85,0.64,47.15,"QLD","32492"
33.26,-5.55,66.74,"QLD","6507"
53.25,1.95,46.75,"QLD","56202"
60.68,0.23,39.32,"QLD","32495"
54.1,-3.43,45.9,"QLD","6508"
42.41,-3.58,57.59,"QLD","6509"
38.83,-6.98,61.17,"QLD","38279"
50.0,-8.82,50.0,"QLD","6510"
47.77,-8.31,52.23,"QLD","6511"
40.5,-3.25,59.5,"QLD","6512"
44.43,-4.16,55.57,"QLD","6513"
50.38,0.14,49.62,"QLD","11996"
45.72,-8.83,54.28,"QLD","38089"
53.01,-4.37,46.99,"QLD","5188"
42.14,-1.65,57.86,"QLD","6515"
56.54,0.81,43.46,"QLD","5193"
33.44,-5.36,66.56,"QLD","6518"
46.56,-6.21,53.44,"QLD","6519"
48.22,-5.44,51.78,"QLD","6521"
49.13,-3.38,50.87,"QLD","6524"
50.53,-6.08,49.47,"QLD","6525"
42.68,1.86,57.32,"QLD","83414"
44.88,-3.51,55.12,"QLD","6528"
54.84,-5.88,45.16,"QLD","31470"
49.4,-4.12,50.6,"QLD","6527"
45.82,-2.84,54.18,"QLD","6501"
38.27,5.84,61.73,"QLD","58544"
32.1,3.1,67.9,"QLD","6537"
39.06,9.24,60.94,"QLD","6538"
33.88,17.86,66.12,"QLD","6539"
42.4,9.39,57.6,"QLD","6560"
37.5,32.5,62.5,"QLD","65423"
33.69,6.05,66.31,"QLD","6541"
55.34,2.65,44.66,"QLD","6543"
33.33,-2.45,66.67,"QLD","6547"
27.63,8.52,72.37,"QLD","6550"
73.64,1.76,26.36,"QLD","6551"
10.47,16.4,89.53,"QLD","6552"
36.82,10.94,63.18,"QLD","47699"
56.1,-0.87,43.9,"QLD","6554"
42.46,2.29,57.54,"QLD","5422"
41.63,10.37,58.37,"QLD","6573"
35.4,14.6,64.6,"QLD","31543"
0.0,-66.67,0.0,"QLD","30169"
34.12,10.08,65.88,"QLD","6561"
44.13,11.99,55.87,"QLD","6564"
34.44,3.87,65.56,"QLD","6566"
20.81,10.34,79.19,"QLD","6567"
47.53,3.51,52.47,"QLD","6568"
35.09,8.45,64.91,"QLD","6569"
40.98,8.52,59.02,"QLD","6572"
34.04,3.03,65.96,"QLD","6557"
37.17,11.19,62.83,"QLD","6578"
30.92,6.51,69.08,"QLD","32767"
34.57,7.17,65.43,"QLD","6575"
42.89,-0.21,57.11,"QLD","6581"
28.99,6.83,71.01,"QLD","6583"
30.67,6.12,69.33,"QLD","6584"
28.93,5.22,71.07,"QLD","6587"
49.69,2.22,50.31,"QLD","6592"
38.33,0.82,61.67,"QLD","6594"
24.78,2.4,75.22,"QLD","6644"
45.79,8.64,54.21,"QLD","6598"
46.35,7.02,53.65,"QLD","6610"
39.02,8.42,60.98,"QLD","65764"
32.62,6.59,67.38,"QLD","58878"
27.08,11.74,72.92,"QLD","6606"
27.62,7.11,72.38,"QLD","6607"
45.72,-2.02,54.28,"QLD","5443"
31.48,-0.19,68.52,"QLD","5444"
35.76,6.17,64.24,"QLD","33132"
50.52,-5.23,49.48,"QLD","5447"
25.81,6.3,74.19,"QLD","6614"
49.02,1.08,50.98,"QLD","6616"
37.37,2.52,62.63,"QLD","6618"
34.49,5.94,65.51,"QLD","6577"
16.67,-0.16,83.33,"QLD","6625"
44.24,2.95,55.76,"QLD","5448"
37.09,7.65,62.91,"QLD","83340"
34.1,0.8,65.9,"QLD","32757"
37.71,1.32,62.29,"QLD","6627"
36.54,5.69,63.46,"QLD","6628"
36.05,1.22,63.95,"QLD","34128"
37.79,1.69,62.21,"QLD","6629"
35.19,2.89,64.81,"QLD","6637"
34.6,-1.44,65.4,"QLD","65121"
27.91,10.0,72.09,"QLD","6639"
34.62,8.32,65.38,"QLD","6641"
26.99,1.35,73.01,"QLD","6431"
34.68,8.07,65.32,"QLD","6255"
37.3,4.22,62.7,"QLD","58586"
30.34,10.06,69.66,"QLD","83230"
48.41,2.13,51.59,"QLD","6062"
35.03,3.07,64.97,"QLD","5602"
0.0,14.29,100.0,"QLD","65495"
28.94,0.59,71.06,"QLD","31682"
30.0,3.28,70.0,"QLD","6432"
35.47,8.6,64.53,"QLD","58884"
34.75,3.28,65.25,"QLD","6262"
32.31,7.16,67.69,"QLD","83323"
36.49,14.94,63.51,"QLD","56441"
46.51,9.67,53.49,"QLD","32547"
16.07,11.06,83.93,"QLD","5607"
38.22,6.03,61.78,"QLD","5608"
35.65,1.97,64.35,"QLD","5609"
