yr,num_bsns_num_non_emply_bsns_num,num_bsns_1_4_emplys_num,num_bsns_5_19_emplys_num,num_bsns_20_pls_emplys_num,num_bsns_tot_num_bsns_num,bsns_entries_num_non_emply_bsns_entries_num,bsns_entries_1_4_emplys_num,bsns_entries_5_19_emplys_num,bsns_entries_20_pls_emplys_num,bsns_entries_tot_num_bsns_entries_num,bsns_exits_num_non_emply_bsns_exits_num,bsns_exits_1_4_emplys_num,bsns_exits_5_19_emplys_num,bsns_exits_20_pls_emplys_num,bsns_exits_tot_num_bsns_exits_num,num_bsns_by_industry_agri_frsty_fish_num,num_bsns_by_industry_mining_num,num_bsns_by_industry_manu_num,num_bsns_by_industry_elec_gas_water_wst_num,num_bsns_by_industry_cons_num,num_bsns_by_industry_whsl_trade_num,num_bsns_by_industry_rtl_trade_num,num_bsns_by_industry_accom_food_num,num_bsns_by_industry_trns_pstl_whse_num,num_bsns_by_industry_info_med_coms_num,num_bsns_by_industry_fin_insur_num,num_bsns_by_industry_rent_hiring_rlst_num,num_bsns_by_industry_pro_sci_tech_num,num_bsns_by_industry_admt_supp_num,num_bsns_by_industry_pub_admt_safety_num,num_bsns_by_industry_edu_training_num,num_bsns_by_industry_hlth_care_soc_asst_num,num_bsns_by_industry_arts_rec_num,num_bsns_by_industry_oth_num,num_bsns_by_industry_currly_unk_num,num_bsns_by_industry_tot_num,bld_approvals_priv_sector_houses_num,bld_approvals_priv_sector_dwl_excluding_houses_num,bld_approvals_tot_priv_sector_dwl_units_num,bld_approvals_tot_dwl_units_num,bld_approvals_value_priv_sector_houses_audm,bld_approvals_value_priv_sector_dwl_excluding_houses_audm,bld_approvals_value_tot_priv_sectors_dwl_units_audm,bld_approvals_value_tot_resial_bld_audm,bld_approvals_value_tot_non_resial_bld_audm,bld_approvals_value_tot_bld_audm,resial_property_prices_houses_num_trfs_num,resial_property_prices_houses_med_sale_price_aud,resial_property_prices_attached_dwl_num_trfs_num,resial_property_prices_attached_dwl_med_sale_price_aud,avg_hsld_net_worth_avg_hsld_net_worth_aud,patents_trademarks_patent_applicants_num,patents_trademarks_trademark_applicants_num,p_inslv_tot_debt_ent_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_non_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_p_inslv_num,slct_caus_p_inslv_bsns_rel_inslv_caus_economic_cond_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_exc_use_credit_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_unemp_loss_inc_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_managers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_pros_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_tech_trades_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_cmty_p_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_clrc_admt_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_sales_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_mach_ops_drivers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_labourers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_debt_oth_unk_occ_num,regd_mtr_vhcls_num_by_type_vehicle_pax_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_campervans_num,regd_mtr_vhcls_num_by_type_vehicle_light_comc_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_light_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_heavy_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_articulated_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_nfc_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_buses_num,regd_mtr_vhcls_num_by_type_vehicle_motorcycles_num,regd_mtr_vhcls_num_by_type_fuel_petrol_num,regd_mtr_vhcls_num_by_type_fuel_diesel_num,regd_mtr_vhcls_num_by_type_fuel_lpg_dual_oth_num,regd_mtr_vhcls_num_by_type_fuel_electric_num,regd_mtr_vhcls_yr_manu_less_5_yrs_num,regd_mtr_vhcls_yr_manu_5_10_yrs_num,regd_mtr_vhcls_yr_manu_ov_10_yrs_num,regd_mtr_vhcls_yr_manu_tot_regd_mtr_vhcls_num,tourist_accom_est_est_15_pls_rooms_num,agri_comm_tot_area_area_holding_ha,agri_comm_tot_area_vegetables_human_consumption_ha,agri_comm_tot_area_fruit_nuts_orchard_trees_nut_trees_ha,agri_comm_tot_num_dairy_cattle_num,agri_comm_tot_num_meat_cattle_num,agri_comm_tot_num_sheep_num,agri_comm_tot_num_pigs_num,agri_comm_tot_num_meat_chickens_num,gross_value_agri_prod_broadacre_crops_tot_area_ha_ha,gross_value_agri_prod_gross_value_agri_prod_audm,gross_value_agri_prod_gross_value_crops_audm,gross_value_agri_prod_gross_value_livestock_slaughtering_audm,empy_by_industry_agri_frsty_fish_pr100,empy_by_industry_mining_pr100,empy_by_industry_manu_pr100,empy_by_industry_elec_gas_water_wst_pr100,empy_by_industry_cons_pr100,empy_by_industry_whsl_trade_pr100,empy_by_industry_rtl_trade_pr100,empy_by_industry_accom_food_pr100,empy_by_industry_trns_pstl_whse_pr100,empy_by_industry_info_med_coms_pr100,empy_by_industry_fin_insur_pr100,empy_by_industry_rent_hiring_rlst_pr100,empy_by_industry_pro_sci_tech_pr100,empy_by_industry_admt_supp_pr100,empy_by_industry_pub_admt_safety_pr100,empy_by_industry_edu_training_pr100,empy_by_industry_hlth_care_soc_asst_pr100,empy_by_industry_arts_rec_pr100,empy_by_industry_oth_pr100,empy_by_industry_tot_empy_num,sa4_code16,sa4_name16,ogc_fid
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.0,1285.0,2660.0,2660.0,448.0,317.0,764.0,792.0,644.0,1436.0,,,,,,298.0,2169.0,509.0,1193.0,1702.0,240.0,318.0,404.0,216.0,198.0,290.0,154.0,191.0,204.0,96.0,178.0,175.0,330904.0,1562.0,62736.0,3130.0,4712.0,895.0,280.0,2330.0,19744.0,362144.0,56567.0,6492.0,3.0,98392.0,136793.0,188415.0,423600.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,Gold Coast,299
2014,37984.0,15510.0,5110.0,1331.0,59942.0,,,,,,,,,,,869.0,142.0,2655.0,137.0,11456.0,2405.0,4005.0,2615.0,2849.0,599.0,5100.0,8856.0,7011.0,2556.0,285.0,793.0,3012.0,928.0,2637.0,1028.0,59942.0,1902.0,2591.0,4493.0,4493.0,616.0,644.0,1260.0,1300.0,1295.0,2595.0,8497.0,500000.0,7652.0,350000.0,645083.0,249.0,2071.0,378.0,979.0,1357.0,182.0,265.0,320.0,167.0,108.0,233.0,157.0,182.0,154.0,72.0,139.0,145.0,337664.0,1579.0,65596.0,3299.0,5021.0,928.0,271.0,2403.0,20729.0,365098.0,64832.0,6159.0,9.0,104024.0,135609.0,195176.0,434809.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,Gold Coast,300
2015,38160.0,15774.0,5137.0,1378.0,60452.0,6472.0,2432.0,279.0,46.0,9235.0,6984.0,1673.0,348.0,81.0,9086.0,854.0,128.0,2653.0,148.0,11406.0,2408.0,3959.0,2663.0,2809.0,600.0,5309.0,9048.0,7176.0,2600.0,271.0,815.0,3172.0,958.0,2702.0,766.0,60452.0,2725.0,2774.0,5499.0,5551.0,849.0,751.0,1600.0,1631.0,717.0,2348.0,8318.0,539000.0,11255.0,370000.0,,223.0,2381.0,296.0,939.0,1235.0,125.0,281.0,279.0,137.0,119.0,220.0,139.0,173.0,127.0,83.0,115.0,122.0,350282.0,1723.0,68502.0,3424.0,5089.0,931.0,264.0,2570.0,22155.0,374415.0,72910.0,5853.0,21.0,109409.0,135293.0,207409.0,452111.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,Gold Coast,301
2016,39662.0,16554.0,5303.0,1393.0,62913.0,7543.0,2882.0,329.0,35.0,10791.0,6607.0,1694.0,393.0,84.0,8773.0,795.0,132.0,2676.0,175.0,11998.0,2448.0,3959.0,2747.0,2994.0,600.0,5576.0,9522.0,7473.0,2724.0,287.0,864.0,3393.0,959.0,2801.0,800.0,62913.0,3796.0,4567.0,8363.0,8419.0,1211.0,1473.0,2684.0,2738.0,1301.0,4039.0,8938.0,573500.0,11818.0,387500.0,807831.0,,,343.0,998.0,1341.0,121.0,305.0,331.0,177.0,128.0,223.0,135.0,133.0,162.0,113.0,154.0,116.0,362686.0,1851.0,71585.0,3630.0,5201.0,965.0,270.0,2592.0,22920.0,382385.0,81871.0,5459.0,45.0,117865.0,134923.0,216061.0,468849.0,155.0,132640.0,28.0,60.0,1060.0,5046.0,513.0,4.0,,6365.0,81.0,71.0,5.0,0.6,0.7,5.4,0.6,11.5,2.4,11.2,9.7,3.8,1.6,2.5,2.9,6.1,4.3,4.3,8.2,12.4,3.0,4.0,266886.0,309,Gold Coast,302
2017,42360.0,16962.0,5497.0,1512.0,66337.0,8013.0,2773.0,319.0,35.0,11139.0,6687.0,1687.0,428.0,67.0,8871.0,810.0,125.0,2730.0,188.0,12601.0,2481.0,3989.0,2819.0,3479.0,627.0,5856.0,10487.0,7713.0,2884.0,279.0,938.0,3608.0,989.0,2981.0,750.0,66337.0,3636.0,3393.0,7029.0,7033.0,1264.0,1631.0,2894.0,2933.0,1496.0,4428.0,,,,,,,,336.0,1017.0,1353.0,105.0,377.0,293.0,187.0,124.0,220.0,149.0,153.0,147.0,96.0,151.0,126.0,373436.0,1940.0,75409.0,3837.0,5386.0,1019.0,273.0,2697.0,24549.0,390814.0,92302.0,5047.0,69.0,123128.0,135735.0,226681.0,485544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,Gold Coast,303
2018,44391.0,17840.0,5273.0,1449.0,68958.0,8772.0,2753.0,243.0,28.0,11807.0,7284.0,1854.0,367.0,59.0,9566.0,792.0,123.0,2771.0,189.0,13018.0,2493.0,4069.0,2926.0,4297.0,675.0,6045.0,10510.0,7959.0,3107.0,281.0,983.0,3915.0,1043.0,3081.0,680.0,68958.0,2784.0,3424.0,6208.0,6208.0,1052.0,1048.0,2100.0,2144.0,1099.0,3243.0,,,,,,,,329.0,976.0,1304.0,92.0,386.0,265.0,164.0,142.0,219.0,146.0,159.0,125.0,129.0,122.0,96.0,377331.0,1997.0,78414.0,4046.0,5626.0,967.0,270.0,2842.0,25250.0,389911.0,101724.0,4471.0,141.0,123109.0,139507.0,230570.0,493193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,Gold Coast,304
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5341.0,4.0,3.0,1481.0,2327.0,,,,,,,,0.3,1.1,8.9,1.5,9.1,3.9,11.0,5.1,6.1,1.4,3.6,1.7,7.1,3.2,8.6,7.7,12.5,1.3,4.1,86690.0,314,Moreton Bay - South,305
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,Moreton Bay - South,306
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.0,857.0,1969.0,1969.0,266.0,145.0,410.0,422.0,130.0,553.0,,,,,,43.0,335.0,78.0,251.0,329.0,38.0,83.0,76.0,24.0,36.0,58.0,39.0,46.0,39.0,18.0,36.0,33.0,99026.0,295.0,20962.0,844.0,1413.0,245.0,82.0,288.0,6753.0,107019.0,20810.0,1803.0,5.0,32456.0,43251.0,53420.0,129127.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,Moreton Bay - South,307
2014,7178.0,3723.0,1106.0,252.0,12250.0,,,,,,,,,,,292.0,29.0,654.0,35.0,2839.0,453.0,771.0,331.0,760.0,97.0,824.0,1103.0,1677.0,511.0,49.0,209.0,612.0,172.0,687.0,141.0,12250.0,1565.0,560.0,2125.0,2125.0,364.0,99.0,462.0,477.0,248.0,725.0,3317.0,440000.0,537.0,336000.0,785106.0,55.0,340.0,74.0,260.0,334.0,25.0,66.0,93.0,39.0,30.0,49.0,28.0,58.0,23.0,39.0,35.0,33.0,102252.0,318.0,21783.0,842.0,1382.0,257.0,85.0,290.0,7125.0,108927.0,23359.0,1733.0,5.0,34360.0,43308.0,55788.0,133456.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,Moreton Bay - South,308
2015,7133.0,3847.0,1156.0,249.0,12380.0,1154.0,536.0,73.0,3.0,1767.0,1300.0,316.0,66.0,5.0,1691.0,271.0,24.0,660.0,42.0,2851.0,467.0,761.0,376.0,767.0,87.0,876.0,1122.0,1681.0,498.0,46.0,227.0,653.0,165.0,689.0,118.0,12380.0,1658.0,932.0,2590.0,2690.0,402.0,158.0,560.0,603.0,236.0,839.0,3412.0,451000.0,966.0,351000.0,,37.0,270.0,50.0,290.0,340.0,15.0,106.0,90.0,27.0,27.0,48.0,36.0,62.0,31.0,29.0,42.0,38.0,106358.0,341.0,23024.0,868.0,1419.0,245.0,82.0,302.0,7465.0,111641.0,26453.0,1620.0,,36256.0,43625.0,59237.0,139118.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,Moreton Bay - South,309
2016,7369.0,3981.0,1176.0,249.0,12765.0,1319.0,636.0,60.0,,2019.0,1216.0,356.0,75.0,13.0,1658.0,251.0,27.0,669.0,49.0,2899.0,480.0,780.0,402.0,826.0,95.0,915.0,1116.0,1743.0,527.0,42.0,264.0,687.0,158.0,704.0,129.0,12765.0,1345.0,954.0,2299.0,2353.0,352.0,164.0,515.0,547.0,340.0,887.0,3674.0,475000.0,1075.0,360000.0,555627.0,,,76.0,348.0,424.0,23.0,129.0,119.0,36.0,41.0,59.0,49.0,80.0,31.0,37.0,53.0,38.0,111073.0,373.0,24456.0,946.0,1444.0,263.0,66.0,300.0,8005.0,115244.0,29631.0,1516.0,5.0,38683.0,44632.0,62595.0,145910.0,1.0,3579.0,4.0,,1261.0,1648.0,,1.0,,2.0,7.0,3.0,2.0,0.4,1.1,6.1,1.2,9.7,2.9,10.6,5.7,5.9,1.3,3.3,1.7,6.7,3.3,8.3,8.8,13.3,1.5,4.2,96668.0,314,Moreton Bay - South,310
2017,7789.0,4040.0,1247.0,260.0,13334.0,1527.0,590.0,57.0,7.0,2179.0,1280.0,355.0,80.0,7.0,1724.0,243.0,36.0,663.0,57.0,3032.0,463.0,795.0,428.0,998.0,97.0,964.0,1146.0,1839.0,543.0,39.0,264.0,715.0,170.0,713.0,132.0,13334.0,1379.0,723.0,2102.0,2136.0,380.0,156.0,536.0,565.0,175.0,739.0,,,,,,,,74.0,337.0,411.0,20.0,124.0,104.0,37.0,36.0,60.0,32.0,79.0,35.0,45.0,52.0,35.0,114689.0,414.0,25593.0,995.0,1478.0,255.0,84.0,309.0,8666.0,118612.0,32724.0,1407.0,9.0,39493.0,45415.0,66543.0,151451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,Moreton Bay - South,311
2018,8164.0,4172.0,1197.0,240.0,13781.0,1609.0,584.0,66.0,8.0,2267.0,1364.0,406.0,86.0,14.0,1875.0,238.0,34.0,659.0,55.0,3036.0,450.0,825.0,445.0,1188.0,123.0,1005.0,1145.0,1889.0,572.0,51.0,262.0,759.0,182.0,722.0,130.0,13781.0,1197.0,784.0,1981.0,2032.0,312.0,203.0,515.0,550.0,160.0,710.0,,,,,,,,60.0,337.0,392.0,19.0,141.0,100.0,57.0,42.0,51.0,52.0,49.0,40.0,32.0,42.0,29.0,117234.0,409.0,26820.0,1088.0,1503.0,292.0,74.0,303.0,8812.0,119975.0,35473.0,1283.0,20.0,39232.0,46761.0,69030.0,155011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,Moreton Bay - South,312
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3423781.0,244.0,394.0,7286.0,65870.0,2333159.0,165914.0,,,,,,14.6,1.8,13.3,1.2,6.8,2.9,10.6,6.4,4.3,0.7,1.3,0.8,2.4,3.0,4.5,7.4,12.0,0.7,3.4,45985.0,405,Barossa - Yorke - Mid North,313
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,Barossa - Yorke - Mid North,314
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.0,21.0,626.0,630.0,142.0,4.0,145.0,153.0,73.0,225.0,,,,,,14.0,222.0,27.0,92.0,119.0,15.0,24.0,37.0,11.0,4.0,20.0,16.0,10.0,7.0,17.0,13.0,21.0,68341.0,473.0,23020.0,555.0,3244.0,1485.0,70.0,369.0,5210.0,79789.0,22019.0,960.0,,16801.0,25943.0,59545.0,102289.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,Barossa - Yorke - Mid North,315
2014,6795.0,3001.0,1160.0,176.0,11137.0,,,,,,,,,,,4426.0,27.0,541.0,54.0,1210.0,254.0,657.0,406.0,543.0,19.0,442.0,981.0,463.0,210.0,14.0,44.0,297.0,63.0,409.0,81.0,11137.0,703.0,22.0,725.0,737.0,158.0,4.0,162.0,172.0,88.0,260.0,1693.0,250000.0,107.0,170500.0,688234.0,20.0,259.0,25.0,102.0,127.0,10.0,33.0,31.0,8.0,9.0,20.0,20.0,15.0,4.0,15.0,15.0,21.0,69560.0,473.0,24064.0,569.0,3241.0,1605.0,77.0,366.0,5486.0,80051.0,24436.0,926.0,7.0,17844.0,25482.0,61723.0,105049.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,Barossa - Yorke - Mid North,316
2015,6743.0,3093.0,1065.0,171.0,11064.0,635.0,203.0,30.0,,868.0,765.0,146.0,49.0,9.0,971.0,4305.0,32.0,541.0,49.0,1201.0,266.0,661.0,406.0,526.0,29.0,448.0,1016.0,488.0,200.0,17.0,40.0,313.0,62.0,411.0,60.0,11064.0,667.0,7.0,674.0,675.0,164.0,1.0,165.0,173.0,90.0,262.0,1817.0,260000.0,91.0,170000.0,,19.0,200.0,33.0,90.0,123.0,11.0,20.0,39.0,12.0,9.0,17.0,11.0,7.0,10.0,12.0,21.0,24.0,70535.0,476.0,25010.0,590.0,3126.0,1631.0,61.0,346.0,5564.0,79691.0,26812.0,900.0,3.0,17821.0,25841.0,63428.0,107090.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,Barossa - Yorke - Mid North,317
2016,6827.0,3055.0,1065.0,162.0,11106.0,684.0,205.0,36.0,3.0,922.0,706.0,175.0,41.0,4.0,930.0,4270.0,27.0,540.0,54.0,1225.0,262.0,657.0,414.0,532.0,24.0,474.0,1036.0,477.0,201.0,17.0,41.0,332.0,65.0,400.0,70.0,11106.0,578.0,3.0,581.0,581.0,147.0,0.0,147.0,156.0,118.0,274.0,1624.0,265000.0,88.0,175750.0,689927.0,,,15.0,91.0,106.0,,18.0,42.0,4.0,8.0,18.0,11.0,7.0,13.0,11.0,18.0,16.0,71127.0,510.0,25785.0,628.0,3128.0,1672.0,78.0,391.0,5683.0,79034.0,29203.0,830.0,,18250.0,25703.0,64734.0,108687.0,25.0,3602943.0,,341.0,6771.0,74685.0,2399720.0,171655.0,6636393.0,1242974.0,1688.0,1049.0,514.0,14.4,1.8,12.0,1.1,6.7,2.5,9.9,6.5,4.2,0.6,1.2,0.8,2.7,3.4,4.6,7.9,12.4,0.8,3.5,45980.0,405,Barossa - Yorke - Mid North,318
2017,6798.0,3057.0,1094.0,160.0,11108.0,629.0,233.0,43.0,,903.0,677.0,163.0,44.0,6.0,886.0,4240.0,29.0,537.0,54.0,1263.0,264.0,642.0,425.0,520.0,21.0,486.0,1070.0,465.0,205.0,17.0,41.0,310.0,61.0,396.0,64.0,11108.0,503.0,10.0,513.0,513.0,130.0,5.0,135.0,139.0,154.0,293.0,,,,,,,,31.0,108.0,139.0,12.0,31.0,41.0,11.0,11.0,23.0,12.0,11.0,9.0,16.0,23.0,23.0,71987.0,502.0,26663.0,611.0,3166.0,1776.0,67.0,393.0,5739.0,113812.0,32842.0,835.0,8.0,18171.0,26061.0,66508.0,110740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,Barossa - Yorke - Mid North,319
2018,6807.0,3081.0,1049.0,167.0,11100.0,625.0,205.0,30.0,,863.0,691.0,170.0,36.0,3.0,905.0,4197.0,31.0,539.0,54.0,1274.0,261.0,629.0,422.0,496.0,23.0,493.0,1103.0,454.0,200.0,21.0,46.0,322.0,63.0,402.0,65.0,11100.0,510.0,9.0,519.0,519.0,143.0,2.0,145.0,153.0,162.0,315.0,,,,,,,,24.0,117.0,143.0,9.0,35.0,37.0,9.0,11.0,23.0,16.0,11.0,11.0,21.0,16.0,19.0,72733.0,507.0,27413.0,638.0,3090.0,1793.0,93.0,415.0,5693.0,110733.0,34960.0,824.0,11.0,18005.0,26241.0,68046.0,112257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,Barossa - Yorke - Mid North,320
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42097384.0,1.0,203.0,12.0,258804.0,2780147.0,2339.0,,,,,,10.3,8.6,8.6,1.6,7.0,2.6,9.9,7.1,4.6,0.6,1.3,0.9,2.3,3.2,5.8,7.7,11.4,0.7,3.6,38034.0,406,South Australia - Outback,321
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,South Australia - Outback,322
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,24.0,414.0,495.0,94.0,3.0,97.0,127.0,166.0,294.0,,,,,,7.0,48.0,17.0,94.0,111.0,8.0,31.0,31.0,10.0,9.0,15.0,11.0,7.0,5.0,8.0,17.0,29.0,46268.0,325.0,17093.0,479.0,1754.0,869.0,73.0,470.0,3595.0,52463.0,17978.0,514.0,,12102.0,18333.0,40360.0,70795.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,South Australia - Outback,323
2014,3811.0,1838.0,881.0,142.0,6676.0,,,,,,,,,,,2213.0,75.0,180.0,30.0,851.0,140.0,472.0,290.0,385.0,10.0,414.0,556.0,249.0,149.0,17.0,27.0,240.0,27.0,301.0,59.0,6676.0,516.0,10.0,526.0,571.0,126.0,2.0,128.0,148.0,60.0,208.0,860.0,263750.0,234.0,175000.0,728526.0,5.0,28.0,17.0,67.0,84.0,11.0,25.0,22.0,3.0,9.0,11.0,6.0,5.0,3.0,10.0,21.0,16.0,46806.0,325.0,17751.0,478.0,1814.0,902.0,55.0,474.0,3598.0,52333.0,19370.0,513.0,,12599.0,17844.0,41532.0,71975.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,South Australia - Outback,324
2015,3741.0,1864.0,778.0,144.0,6526.0,373.0,143.0,19.0,,538.0,511.0,116.0,39.0,9.0,678.0,2147.0,63.0,179.0,25.0,844.0,135.0,471.0,276.0,377.0,10.0,433.0,538.0,245.0,144.0,16.0,35.0,242.0,28.0,297.0,38.0,6526.0,404.0,6.0,410.0,424.0,106.0,2.0,108.0,118.0,55.0,173.0,737.0,258000.0,172.0,197750.0,,4.0,33.0,14.0,82.0,96.0,3.0,23.0,30.0,7.0,11.0,8.0,11.0,10.0,6.0,12.0,15.0,16.0,46701.0,327.0,18008.0,486.0,1725.0,932.0,63.0,438.0,3518.0,51114.0,20540.0,486.0,,12560.0,17350.0,42168.0,72078.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,South Australia - Outback,325
2016,3717.0,1834.0,781.0,132.0,6468.0,399.0,144.0,25.0,3.0,566.0,467.0,117.0,40.0,4.0,624.0,2131.0,64.0,184.0,24.0,834.0,137.0,455.0,282.0,337.0,8.0,442.0,544.0,236.0,135.0,20.0,34.0,223.0,30.0,303.0,41.0,6468.0,227.0,12.0,239.0,258.0,68.0,2.0,70.0,78.0,141.0,219.0,597.0,250000.0,114.0,167000.0,666301.0,,,13.0,101.0,114.0,,29.0,45.0,5.0,7.0,16.0,14.0,10.0,6.0,15.0,25.0,16.0,46060.0,311.0,17959.0,494.0,1614.0,938.0,49.0,437.0,3358.0,49202.0,21507.0,417.0,,12135.0,16489.0,42442.0,71066.0,54.0,39502503.0,,1.0,289.0,184690.0,2677411.0,907.0,,1090726.0,956.0,571.0,274.0,11.2,8.4,6.2,1.1,6.8,2.2,10.0,7.1,4.2,0.5,1.2,1.0,2.3,3.2,6.3,8.8,11.9,0.8,3.6,34650.0,406,South Australia - Outback,326
2017,3761.0,1857.0,741.0,130.0,6488.0,427.0,139.0,21.0,3.0,591.0,437.0,90.0,37.0,3.0,568.0,2126.0,62.0,186.0,27.0,834.0,125.0,439.0,298.0,336.0,13.0,470.0,557.0,239.0,134.0,19.0,40.0,221.0,31.0,294.0,38.0,6488.0,156.0,8.0,164.0,174.0,47.0,1.0,48.0,58.0,157.0,214.0,,,,,,,,16.0,117.0,133.0,7.0,36.0,46.0,10.0,10.0,20.0,14.0,15.0,10.0,14.0,15.0,25.0,45411.0,327.0,18010.0,485.0,1583.0,1051.0,53.0,464.0,3291.0,69154.0,23427.0,406.0,3.0,11275.0,16406.0,42823.0,70504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,South Australia - Outback,327
2018,3749.0,1842.0,698.0,128.0,6421.0,399.0,133.0,20.0,,555.0,475.0,96.0,28.0,3.0,605.0,2064.0,60.0,188.0,30.0,803.0,127.0,436.0,300.0,344.0,15.0,474.0,559.0,242.0,140.0,14.0,35.0,207.0,31.0,318.0,44.0,6421.0,172.0,4.0,176.0,181.0,50.0,1.0,51.0,59.0,119.0,179.0,,,,,,,,6.0,84.0,87.0,,17.0,32.0,10.0,10.0,11.0,10.0,11.0,4.0,4.0,17.0,16.0,45581.0,315.0,18413.0,465.0,1527.0,918.0,45.0,456.0,3283.0,66768.0,24488.0,382.0,6.0,11020.0,16281.0,43733.0,71017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,South Australia - Outback,328
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30407338.0,947.0,281.0,428.0,529402.0,925057.0,2852.0,,,,,,1.8,26.2,3.1,1.1,14.1,1.5,5.5,5.8,5.4,0.5,0.5,1.7,2.7,3.4,5.6,7.0,6.8,0.6,4.1,46772.0,510,Western Australia - Outback (North),329
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,Western Australia - Outback (North),330
