SA4_MAIN11,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW_,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW_,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW_,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW_,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW_,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW_,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW_,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW_,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW_,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW_,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW_,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW_,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW_,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW_,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW_,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW_,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW_,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW_,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW_,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW_,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW_,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW_,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW_,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW_,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW_,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW_,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW_,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW_,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo,SA4_NAME11
299,55,20,3,0,90,65,233,142,50,9,7,206,118,532,293,133,37,21,333,275,1092,147,131,37,26,266,291,898,108,104,24,10,196,188,630,68,68,18,13,146,90,403,44,33,17,13,84,60,251,9,5,3,3,27,24,71,4,0,0,0,8,10,22,870,544,148,93,1356,1121,4132,78,33,8,5,69,66,259,132,97,23,15,142,98,507,273,183,51,69,186,145,907,99,100,69,55,95,102,520,71,83,33,35,78,80,380,65,92,37,29,78,44,345,17,28,14,16,44,24,143,3,5,6,3,17,7,41,4,0,0,0,19,9,32,742,621,241,227,728,575,3134,133,53,11,5,159,131,492,274,147,32,22,348,216,1039,566,316,88,90,519,420,1999,246,231,106,81,361,393,1418,179,187,57,45,274,268,1010,133,160,55,42,224,134,748,61,61,31,29,128,84,394,12,10,9,6,44,31,112,8,0,0,0,Special Purpose Codes SA4 (Vic.)
301,3427,474,60,25,2841,666,7493,2529,867,111,54,2229,369,6159,4378,3426,691,216,2244,657,11612,4828,5271,1169,456,2309,825,14858,4750,5377,1236,438,2463,801,15065,3301,4088,1233,634,2734,770,12760,1183,1974,1166,788,1970,655,7736,428,748,493,481,1286,615,4051,140,193,80,92,634,269,1408,24964,22418,6239,3184,18710,5627,81142,3580,762,95,31,2172,577,7217,2364,1554,377,303,1170,266,6034,2375,4182,1937,2353,1015,496,12358,1662,5648,3782,3555,968,607,16222,1861,6142,3838,2328,1200,641,16010,1302,4150,3085,2512,1552,643,13244,489,1596,1810,1999,1612,676,8182,439,791,663,799,1581,831,5104,247,250,156,119,1399,436,2607,14319,25075,15743,13999,12669,5173,86978,7007,1236,155,56,5013,1243,14710,4893,2421,488,357,3399,635,12193,6753,7608,2628,2569,3259,1153,23970,6490,10919,4951,4011,3277,1432,31080,6611,11519,5074,2766,3663,1442,31075,4603,8238,4318,3146,4286,1413,26004,1672,3570,2976,2787,3582,1331,15918,867,1539,1156,1280,2867,1446,9155,387,443,236,211,Brisbane - East
302,2604,458,48,25,2414,552,6101,2724,1053,131,59,2095,500,6562,5507,4185,749,255,2717,977,14390,4640,4886,1134,436,2199,828,14123,3706,4204,1033,356,2186,708,12193,2623,3267,904,448,2170,614,10026,974,1613,912,607,1475,575,6156,461,848,517,445,1152,693,4116,145,187,99,99,559,382,1471,23384,20701,5527,2730,16967,5829,75138,2786,690,84,46,1623,467,5696,2728,1756,341,238,1226,383,6672,3565,4996,1896,2028,1318,710,14513,1945,4988,3130,2957,1096,685,14801,1788,4772,2810,1760,1133,585,12848,1252,3481,2294,1701,1304,551,10583,504,1549,1562,1669,1373,706,7363,461,911,838,865,1617,1024,5716,307,352,197,178,1274,834,3142,15336,23495,13152,11442,11964,5945,81334,5390,1148,132,71,4037,1019,11797,5452,2809,472,297,3321,883,13234,9072,9181,2645,2283,4035,1687,28903,6585,9874,4264,3393,3295,1513,28924,5494,8976,3843,2116,3319,1293,25041,3875,6748,3198,2149,3474,1165,20609,1478,3162,2474,2276,2848,1281,13519,922,1759,1355,1310,2769,1717,9832,452,539,296,277,Brisbane - North
303,4468,855,86,45,3991,934,10379,5576,2086,240,102,5365,1148,14517,9974,7085,1212,418,6554,1950,27193,7413,7747,1766,686,3905,1368,22885,5886,6499,1619,568,3651,1189,19412,4036,4827,1396,634,3399,1006,15298,1487,2353,1248,890,2248,817,9043,631,999,633,504,1580,764,5111,181,224,123,126,761,354,1769,39652,32675,8323,3973,31454,9530,125607,4794,1263,172,60,3142,782,10213,5397,3173,608,334,3777,786,14075,6639,8474,3241,3305,3702,1408,26769,3048,7514,4957,4963,2135,1134,23751,2604,7218,4583,3015,2132,901,20453,1719,5064,3654,2770,2006,900,16113,701,2001,2105,2184,1854,883,9728,634,1175,1008,1058,2006,1114,6995,324,392,241,179,1737,778,3651,25860,36274,20569,17868,22491,8686,131748,9262,2118,258,105,7133,1716,20592,10973,5259,848,436,9142,1934,28592,16613,15559,4453,3723,10256,3358,53962,10461,15261,6723,5649,6040,2502,46636,8490,13717,6202,3583,5783,2090,39865,5755,9891,5050,3404,5405,1906,31411,2188,4354,3353,3074,4102,1700,18771,1265,2174,1641,1562,3586,1878,12106,505,616,364,305,Brisbane - South
304,3289,491,31,9,2503,467,6790,3651,1414,136,50,2553,470,8274,4428,3198,529,195,2009,605,10964,3918,4539,1063,334,1319,469,11642,3590,4164,978,326,1330,465,10853,2597,3361,933,375,1443,418,9127,1008,1695,924,473,977,305,5382,350,654,424,302,665,311,2706,108,124,77,78,402,204,993,22939,19640,5095,2142,13201,3714,66731,3460,691,56,29,2005,415,6656,3638,1799,289,113,1572,354,7765,2783,3748,1423,1530,1072,446,11002,1328,4166,3090,3121,640,421,12766,1319,4529,3152,1912,641,365,11918,1014,3449,2498,1728,753,356,9798,393,1330,1543,1444,652,354,5716,315,656,613,673,810,535,3602,220,258,160,125,971,568,2302,14470,20626,12824,10675,9116,3814,71525,6749,1182,87,38,4508,882,13446,7289,3213,425,163,4125,824,16039,7211,6946,1952,1725,3081,1051,21966,5246,8705,4153,3455,1959,890,24408,4909,8693,4130,2238,1971,830,22771,3611,6810,3431,2103,2196,774,18925,1401,3025,2467,1917,1629,659,11098,665,1310,1037,975,1475,846,6308,328,382,237,203,Brisbane - West
305,2646,511,30,23,2128,646,5984,5055,2066,216,90,3187,1267,11881,11225,6708,865,255,4869,2602,26524,6533,6095,1192,392,2597,1519,18328,4536,4792,1012,323,2186,1131,13980,3042,3283,819,289,2229,854,10516,1057,1440,604,283,1387,584,5355,367,521,299,202,838,489,2716,96,133,80,57,369,208,943,34557,25549,5117,1914,19790,9300,96227,3174,852,95,32,1665,489,6307,5862,3314,456,153,2219,938,12942,8868,8295,2002,1577,2719,1774,25235,3190,5667,3108,3291,1084,973,17313,2116,5041,2756,1721,989,819,13442,1528,3715,1999,1224,1041,667,10174,431,1337,1206,923,885,503,5285,327,641,534,535,967,548,3552,225,285,139,122,951,473,2195,25721,29147,12295,9578,12520,7184,96445,5820,1363,125,55,3793,1135,12291,10917,5380,672,243,5406,2205,24823,20093,15003,2867,1832,7588,4376,51759,9723,11762,4300,3683,3681,2492,35641,6652,9833,3768,2044,3175,1950,27422,4570,6998,2818,1513,3270,1521,20690,1488,2777,1810,1206,2272,1087,10640,694,1162,833,737,1805,1037,6268,321,418,219,179,Brisbane Inner City
306,2991,687,85,53,2651,1115,7582,2060,1082,188,106,1843,698,5977,4218,3502,811,406,2862,1485,13284,4291,5039,1460,706,2949,1582,16027,4201,5166,1414,751,3427,1595,16554,3122,4090,1411,823,3296,1414,14156,1219,1872,1096,1007,2368,1117,8679,420,642,417,493,1225,781,3978,101,102,70,71,454,269,1067,22623,22182,6952,4416,21075,10056,87304,2989,1035,197,114,1906,928,7169,1801,1703,540,513,1064,673,6294,2535,4417,2126,2680,1698,1278,14734,1792,5257,3661,3726,1482,1280,17198,1905,5836,3554,2464,1733,1211,16703,1275,3925,2779,2544,1789,1056,13368,497,1388,1486,2000,1525,953,7849,299,535,545,721,1195,803,4098,156,164,100,102,820,463,1805,13249,24260,14988,14864,13212,8645,89218,5980,1722,282,167,4557,2043,14751,3861,2785,728,619,2907,1371,12271,6753,7919,2937,3086,4560,2763,28018,6083,10296,5121,4432,4431,2862,33225,6106,11002,4968,3215,5160,2806,33257,4397,8015,4190,3367,5085,2470,27524,1716,3260,2582,3007,3893,2070,16528,719,1177,962,1214,2420,1584,8076,257,266,170,173,Cairns
307,1487,409,61,34,1465,573,4029,1089,604,104,47,1051,306,3201,1960,1661,399,230,1444,570,6264,2250,2359,633,318,1616,714,7890,2184,2435,715,381,2010,749,8474,1862,2140,671,493,2251,752,8169,879,1202,663,655,1667,756,5822,319,493,328,333,1008,521,3002,87,73,39,51,402,167,819,12117,11376,3613,2542,12914,5108,47670,1465,564,123,90,1033,468,3743,642,922,305,351,442,178,2840,767,1851,1163,1996,531,466,6774,479,2208,1894,2332,586,592,8091,669,2584,2042,1721,770,506,8292,483,1835,1841,1954,979,543,7635,278,931,1068,1620,1060,634,5591,189,414,411,594,929,583,3120,109,138,85,109,698,270,1409,5081,11447,8932,10767,7028,4240,47495,2952,973,184,124,2498,1041,7772,1731,1526,409,398,1493,484,6041,2727,3512,1562,2226,1975,1036,13038,2729,4567,2527,2650,2202,1306,15981,2853,5019,2757,2102,2780,1255,16766,2345,3975,2512,2447,3230,1295,15804,1157,2133,1731,2275,2727,1390,11413,508,907,739,927,1937,1104,6122,196,211,124,160,Darling Downs - Maranoa
308,3077,640,65,36,3003,1017,7838,2472,1186,166,91,2168,849,6932,4649,4024,878,366,2889,1605,14411,4220,4575,1143,564,2852,1639,14993,4014,4676,1265,575,3366,1655,15551,2766,3514,1139,680,3212,1328,12639,919,1449,867,887,1986,1070,7178,312,510,400,445,1086,828,3581,82,79,46,67,325,270,869,22511,20653,5969,3711,20887,10261,83992,2943,1024,164,87,2017,817,7052,1718,1912,590,639,993,494,6346,1788,4162,2301,3664,1105,973,13993,1161,4344,3365,3640,1120,1002,14632,1377,4943,3439,2615,1388,1086,14848,864,2784,2478,2642,1378,903,11049,405,1021,1256,1865,1426,914,6887,277,518,450,691,1150,922,4008,108,176,96,86,657,537,1660,10641,20884,14139,15929,11234,7648,80475,6020,1664,229,123,5020,1834,14890,4190,3098,756,730,3161,1343,13278,6437,8186,3179,4030,3994,2578,28404,5381,8919,4508,4204,3972,2641,29625,5391,9619,4704,3190,4754,2741,30399,3630,6298,3617,3322,4590,2231,23688,1324,2470,2123,2752,3412,1984,14065,589,1028,850,1136,2236,1750,7589,190,255,142,153,Fitzroy
309,6652,1180,127,58,6801,1896,16714,6437,2524,368,183,5723,1792,17027,12503,8806,1608,640,7166,3328,34051,11451,11350,2609,1080,6560,2974,36024,9716,10372,2385,987,6705,2646,32811,7464,8476,2426,1189,6854,2519,28928,3271,4873,2501,1641,5544,2302,20132,1148,1867,1119,919,3361,2041,10455,351,403,227,207,1439,919,3546,58993,49851,13370,6904,50153,20417,199688,7186,1841,255,141,4978,1688,16089,6419,4509,1087,761,3525,1572,17873,7496,11168,4874,5620,3553,2634,35345,4261,12170,8315,7887,2954,2429,38016,4535,12834,7753,4988,3407,2352,35869,3399,9656,6591,4867,4266,2225,31004,1411,4233,4260,4226,4411,2476,21017,981,1866,1549,1668,3720,2656,12440,524,590,286,313,2465,1741,5919,36212,58867,34970,30471,33279,19773,213572,13838,3021,382,199,11779,3584,32803,12856,7033,1455,944,9248,3364,34900,19999,19974,6482,6260,10719,5962,69396,15712,23520,10924,8967,9514,5403,74040,14251,23206,10138,5975,10112,4998,68680,10863,18132,9017,6056,11120,4744,59932,4682,9106,6761,5867,9955,4778,41149,2129,3733,2668,2587,7081,4697,22895,875,993,513,520,Gold Coast
310,4059,955,121,50,3977,1399,10561,3333,1676,307,146,3050,1186,9698,6163,5469,1167,567,4143,2085,19594,5438,6220,1633,762,4020,2079,20152,4880,5626,1559,723,4078,1698,18564,3136,3992,1418,847,3793,1261,14447,1184,1869,1179,1062,2553,1004,8851,427,671,476,461,1356,741,4132,98,126,70,79,524,277,1174,28718,26604,7930,4697,27494,11730,107173,4111,1503,289,165,2995,1062,10125,2753,2622,920,802,1723,649,9469,2946,5869,3431,4355,2184,1238,20023,2109,6277,4248,4604,2119,1317,20674,1932,6129,3975,3148,2226,1091,18501,1256,3855,2988,3068,2212,933,14312,503,1530,1669,2251,2025,1028,9006,426,751,620,765,1583,892,5037,197,200,132,121,1026,531,2207,16233,28736,18272,19279,18093,8741,109354,8170,2458,410,215,6972,2461,20686,6086,4298,1227,948,4773,1835,19167,9109,11338,4598,4922,6327,3323,39617,7547,12497,5881,5366,6139,3396,40826,6812,11755,5534,3871,6304,2789,37065,4392,7847,4406,3915,6005,2194,28759,1687,3399,2848,3313,4578,2032,17857,853,1422,1096,1226,2939,1633,9169,295,326,202,200,Ipswich
311,4384,1047,146,64,4466,1531,11638,3599,1555,238,138,3646,936,10112,6582,5380,1189,526,4460,1493,19630,5937,6302,1616,726,4033,1576,20190,5119,5722,1552,623,4153,1394,18563,3748,4516,1396,780,4124,1218,15782,1281,2017,1223,926,2644,1016,9107,366,554,399,365,1247,642,3573,102,102,49,60,426,242,981,31118,27195,7808,4208,29199,10048,109576,4381,1578,300,153,3237,1241,10890,2998,2623,871,830,2001,721,10044,3036,6210,3508,4344,2152,1236,20486,2219,6589,4534,4579,2159,1332,21412,2095,6607,4252,3283,2288,1158,19683,1424,4523,3596,3231,2423,1144,16341,592,1511,1630,1972,1915,1058,8678,347,600,478,537,1434,842,4238,161,181,77,69,881,426,1795,17253,30422,19246,18998,18490,9158,113567,8765,2625,446,217,7703,2772,22528,6597,4178,1109,968,5647,1657,20156,9618,11590,4697,4870,6612,2729,40116,8156,12891,6150,5305,6192,2908,41602,7214,12329,5804,3906,6441,2552,38246,5172,9039,4992,4011,6547,2362,32123,1873,3528,2853,2898,4559,2074,17785,713,1154,877,902,2681,1484,7811,263,283,126,129,Logan - Beaudesert
312,2245,498,50,23,2122,713,5651,1915,913,128,55,1917,830,5758,4122,3248,617,272,2771,1808,12838,3765,3750,927,422,2686,1672,13222,3461,3823,897,407,3007,1698,13293,2125,2617,757,459,2780,1212,9950,716,1033,613,586,1569,714,5231,239,367,214,265,837,477,2399,58,60,26,39,284,137,604,18646,16309,4229,2528,17973,9261,68946,2197,750,119,67,1396,515,5044,1444,1531,475,469,842,410,5171,1649,3375,1919,2929,934,863,11669,988,3590,2610,2974,906,761,11829,1106,3886,2645,2105,1178,787,11707,603,2075,1797,2058,1191,664,8388,237,731,853,1306,976,556,4659,193,375,321,439,893,536,2757,96,115,58,66,573,179,1087,8513,16428,10797,12413,8889,5271,62311,4442,1248,169,90,3518,1228,10695,3359,2444,603,524,2759,1240,10929,5771,6623,2536,3201,3705,2671,24507,4753,7340,3537,3396,3592,2433,25051,4567,7709,3542,2512,4185,2485,25000,2728,4692,2554,2517,3971,1876,18338,953,1764,1466,1892,2545,1270,9890,432,742,535,704,1730,1013,5156,154,175,84,105,Mackay
313,3153,637,83,31,2915,918,7737,2212,987,167,89,1996,697,6148,3904,3158,724,349,2380,1139,11654,4080,4332,1137,545,2631,1236,13961,3846,4328,1111,574,2904,1073,13836,2958,3708,1287,718,3312,1020,13003,1332,2210,1387,1130,2470,1057,9586,518,817,601,520,1669,916,5041,142,168,80,106,627,364,1487,22145,20345,6577,4062,20904,8420,82453,3227,989,179,97,2071,758,7321,1815,1631,559,586,1066,436,6093,1718,3759,2179,2961,1171,822,12610,1514,4794,3313,3469,1173,897,15160,1634,4942,3284,2383,1530,822,14595,1296,3837,3103,2968,1926,841,13971,609,1768,2061,2420,2066,1097,10021,471,828,721,818,1810,1180,5828,218,235,141,120,1223,576,2513,12502,22783,15540,15822,14036,7429,88112,6380,1626,262,128,4986,1676,15058,4027,2618,726,675,3062,1133,12241,5622,6917,2903,3310,3551,1961,24264,5594,9126,4450,4014,3804,2133,29121,5480,9270,4395,2957,4434,1895,28431,4254,7545,4390,3686,5238,1861,26974,1941,3978,3448,3550,4536,2154,19607,989,1645,1322,1338,3479,2096,10869,360,403,221,226,Moreton Bay - North
314,2935,425,32,12,2261,503,6168,2208,757,122,44,1749,265,5145,3863,3389,725,216,1859,522,10574,4362,4913,1183,411,1848,595,13312,3523,4190,1028,349,1684,531,11305,2274,3052,912,468,1729,416,8851,765,1269,780,603,1112,361,4890,197,327,235,205,559,286,1809,60,56,35,38,219,135,543,20187,18378,5052,2346,13020,3614,62597,3098,706,74,38,1731,414,6061,1941,1382,311,317,871,196,5018,2034,3925,1843,2351,813,411,11377,1384,4763,3430,3231,757,453,14018,1314,4609,2926,1822,806,432,11909,816,2921,2247,1870,977,377,9208,315,959,1063,1277,858,332,4804,200,373,323,304,628,448,2276,125,109,48,46,460,322,1110,11227,19747,12265,11256,7901,3385,65781,6033,1131,106,50,3992,917,12229,4149,2139,433,361,2620,461,10163,5897,7314,2568,2567,2672,933,21951,5746,9676,4613,3642,2605,1048,27330,4837,8799,3954,2171,2490,963,23214,3090,5973,3159,2338,2706,793,18059,1080,2228,1843,1880,1970,693,9694,397,700,558,509,1187,734,4085,185,165,83,84,Moreton Bay - South
315,838,332,73,38,1053,515,2849,914,461,105,82,964,591,3117,1750,1503,372,228,1426,1180,6459,1587,1566,447,268,1364,1035,6267,1446,1593,440,276,1512,812,6079,955,1140,351,269,1416,668,4799,409,452,245,222,860,457,2645,125,151,72,100,392,227,1067,24,20,7,15,115,53,234,8048,7218,2112,1498,9102,5538,33516,818,408,97,70,664,342,2399,684,772,288,295,478,300,2817,1015,1715,879,1201,729,547,6086,620,1600,989,1175,662,542,5588,649,1625,988,774,750,488,5274,353,980,672,705,651,393,3754,143,338,293,444,507,290,2015,84,118,101,126,367,213,1009,34,40,15,16,165,44,314,4400,7596,4322,4806,4973,3159,29256,1656,740,170,108,1717,857,5248,1598,1233,393,377,1442,891,5934,2765,3218,1251,1429,2155,1727,12545,2207,3166,1436,1443,2026,1577,11855,2095,3218,1428,1050,2262,1300,11353,1308,2120,1023,974,2067,1061,8553,552,790,538,666,1367,747,4660,209,269,173,226,759,440,2076,58,60,22,31,Queensland - Outback
316,4365,754,71,36,3644,1021,9891,3017,1259,184,104,2358,595,7517,5292,4197,926,385,2807,995,14602,5961,6873,1782,770,3092,1334,19812,6053,7097,1925,877,3681,1371,21004,4666,6324,2311,1141,4112,1282,19836,2146,4052,2310,1772,3446,1384,15110,883,1616,1166,1007,2427,1230,8329,224,348,188,207,1121,572,2660,32607,32520,10863,6299,26688,9784,118761,4558,1223,171,64,2725,858,9599,2674,2122,522,427,1161,375,7281,2814,5077,2674,3399,1159,750,15873,2254,7165,5216,5261,1299,1038,22233,2751,8866,5649,3542,1799,1050,23657,2096,6609,5175,4132,2564,1123,21699,891,3085,3694,3992,2896,1429,15987,679,1352,1330,1660,2786,1567,9374,375,527,272,256,2043,896,4369,19092,36026,24703,22733,18432,9086,130072,8923,1977,242,100,6369,1879,19490,5691,3381,706,531,3519,970,14798,8106,9274,3600,3784,3966,1745,30475,8215,14038,6998,6031,4391,2372,42045,8804,15963,7574,4419,5480,2421,44661,6762,12933,7486,5273,6676,2405,41535,3037,7137,6004,5764,6342,2813,31097,1562,2968,2496,2667,5213,2797,17703,599,875,460,463,Sunshine Coast
317,2254,451,46,37,2011,510,5309,1678,885,120,74,1434,337,4528,2787,2526,557,245,1753,632,8500,2456,2977,780,320,1565,608,8706,2434,3011,781,317,1715,600,8858,1803,2287,734,423,1765,544,7556,694,1242,733,642,1307,596,5214,302,501,343,372,850,548,2916,86,112,60,62,321,280,921,14494,13992,4154,2492,12721,4655,52508,2457,726,134,58,1436,501,5312,1526,1439,394,376,743,261,4739,1301,2538,1489,2097,832,459,8716,812,2922,2316,2300,692,418,9460,952,3475,2322,1531,834,491,9605,686,2331,1882,1767,954,509,8129,310,956,1312,1578,1043,611,5810,310,564,524,683,1093,801,3975,160,218,115,90,695,559,1837,8514,15169,10488,10480,8322,4610,57583,4711,1177,180,95,3447,1011,10621,3204,2324,514,450,2177,598,9267,4088,5064,2046,2342,2585,1091,17216,3268,5899,3096,2620,2257,1026,18166,3386,6486,3103,1848,2549,1091,18463,2489,4618,2616,2190,2719,1053,15685,1004,2198,2045,2220,2350,1207,11024,612,1065,867,1055,1943,1349,6891,246,330,175,152,Toowoomba
318,3407,814,80,46,3186,1023,8556,3117,1530,239,92,2533,898,8409,4779,4282,944,360,2978,1543,14886,4192,4843,1315,592,2757,1478,15177,3808,4651,1264,611,2983,1423,14740,2667,3504,1200,654,3029,1122,12176,974,1551,966,854,1959,885,7189,337,557,398,408,1145,654,3499,85,107,48,67,438,193,938,23366,21839,6454,3684,21008,9219,85570,3536,1164,205,96,2263,775,8039,2673,2517,601,518,1291,588,8188,2493,4837,2519,3060,1298,1042,15249,1497,5064,3475,3341,1132,1058,15567,1464,5144,3429,2427,1359,948,14771,992,3056,2549,2590,1465,831,11483,381,1193,1319,1864,1438,812,7007,322,566,536,704,1306,788,4222,153,197,120,116,923,308,1817,13511,23738,14753,14716,12475,7150,86343,6943,1978,285,142,5449,1798,16595,5790,4047,840,610,3824,1486,16597,7272,9119,3463,3420,4276,2585,30135,5689,9907,4790,3933,3889,2536,30744,5272,9795,4693,3038,4342,2371,29511,3659,6560,3749,3244,4494,1953,23659,1355,2744,2285,2718,3397,1697,14196,659,1123,934,1112,2451,1442,7721,238,304,168,183,Townsville
