objectid_1,objectid,heritage_i,location_i,name,status,status_dat,owner_name,descr,site_name,loc_type,title,block_key,district_n,district_i,division_n,division_i,heritage_r,shape_leng,shape_length,shape_area
2774,2774,1941,5743,Aboriginal Places - Tidbinbilla Nature Reserve and Birrigai,Final Registration,20050309.0,,,,Restricted,,160000000143,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,5031.480610774939,5031.480610774939,1038168.25358868
2775,2775,311,260,Cotter Reserve environs,Nominated for Provisional Registration,,,,,Restricted,,160000000080,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,198.616427509577,198.616427509577,1770.510101314
3052,3052,2023,5579,Crace 6,Final Registration,20050308.0,,,,Restricted,,77120170035,GUNGAHLIN,G,CRACE,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#crace,322.98850236567904,322.98850236567904,1168.9143453583802
2758,2758,2023,1996,GH17,Final Registration,20050308.0,,,,Restricted,,70000000792,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,5598.4520325467,5598.4520325467,1024746.12700302
2776,2776,2001,686,CR 16,Final Registration,20050308.0,,,,Restricted,,100000000426,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,8821.183391678649,8821.183391678649,3891282.74690813
2777,2777,2001,1054,MOL IF22,Final Registration,20050308.0,,,,Restricted,,100000000426,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,8821.183391678649,8821.183391678649,3891282.74690813
3351,3351,1247,4597,Aboriginal Places in Canberra Nature Park Fire Trails,Final Registration,20050309.0,,,,Restricted,,50000001551,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,528.587334253951,528.587334253951,10775.9428727713
2759,2759,2023,1379,SCC PAD 3,Final Registration,20050308.0,,,,Restricted,,70000000792,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,5598.4520325467,5598.4520325467,1024746.12700302
2778,2778,2001,2261,MOL IF23,Final Registration,20050308.0,,,,Restricted,,100000000426,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,8821.183391678649,8821.183391678649,3891282.74690813
2779,2779,2001,685,CR 4,Final Registration,20050308.0,,,,Restricted,,100000000426,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,8821.183391678649,8821.183391678649,3891282.74690813
2760,2760,2023,1373,SCCA6,Final Registration,20050308.0,,,,Restricted,,70000000792,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,5598.4520325467,5598.4520325467,1024746.12700302
2780,2780,1172,1049,IF16,Final Registration,20050309.0,,,,Restricted,,100000000426,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,8821.18324525156,8821.18324525156,3891282.61089943
2781,2781,1824,5173,Aboriginal Places in Stromlo and Kowen Forests,Final Registration,20050309.0,,,,Restricted,,140000000072,KOWEN,K,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/k#kowen,13194.7291498253,13194.7291498253,3905102.17209144
2761,2761,2023,1372,SCCA5,Final Registration,20050308.0,,,,Restricted,,70000000792,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,5598.4520325467,5598.4520325467,1024746.12700302
2790,2790,2023,5576,Crace 1,Final Registration,20050308.0,,,,Restricted,,77120330001,GUNGAHLIN,G,CRACE,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#crace,297.32465424788,297.32465424788,4999.56632374524
2762,2762,2023,1371,SCCA3,Final Registration,20050308.0,,,,Restricted,,70000000792,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,5598.4520325467,5598.4520325467,1024746.12700302
2791,2791,2027,7554,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,70000000597,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,1561.73023490512,1561.73023490512,78636.4289337364
2792,2792,2027,5637,Hall Scarred Tree 1,Final Registration,20050308.0,,,,Restricted,,70000000597,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,1561.73023490512,1561.73023490512,78636.4289337364
2793,2793,2023,2245,HC1,Final Registration,20050308.0,,,,Restricted,,70000000597,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,1561.73023490512,1561.73023490512,78636.4289337364
2763,2763,2027,2906,SCCST1,Final Registration,20050308.0,,,,Restricted,,70000000792,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,5598.4520325467,5598.4520325467,1024746.12700302
2764,2764,1824,5173,Aboriginal Places in Stromlo and Kowen Forests,Final Registration,20050309.0,,,,Restricted,,140000000095,KOWEN,K,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/k#kowen,8921.05543423699,8921.05543423699,2658340.58615086
2765,2765,1162,1586,CLWB21,Final Registration,20050309.0,,,,Restricted,,55691440028,BELCONNEN,B,MACGREGOR,M,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#macgregor,89.8408214955044,89.8408214955044,458.22754466042505
2766,2766,2027,7545,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,77060290004,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,90.39046469406,90.39046469406,465.787945384517
2782,2782,1247,1838,MAFT 10,Final Registration,20050309.0,,,,Restricted,,11041120002,CANBERRA CENTRAL,C,AINSLIE,A,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/a#ainslie,4051.1016209956,4051.1016209956,474583.69262626296
2794,2794,2023,512,HC2,Final Registration,20050308.0,,,,Restricted,,70000000597,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,1561.73023490512,1561.73023490512,78636.4289337364
2795,2795,461,4635,Hall Village Heritage Precinct,Final Registration,20050309.0,,,,Restricted,,70000000597,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,1561.7298597350698,1561.7298597350698,78636.4112474174
2933,2933,191,113,Hazelbrook Industrial Estate,Nominated for Provisional Registration,,,,,Restricted,,88010130006,JERRABOMBERRA,J,OAKS ESTATE,O,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/o#oaks_estate,796.0215530772231,796.0215530772231,15798.9320851311
2783,2783,1247,1840,MAFT 15,Final Registration,20050309.0,,,,Restricted,,11041120002,CANBERRA CENTRAL,C,AINSLIE,A,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/a#ainslie,4051.1016209956,4051.1016209956,474583.69262626296
2796,2796,1247,6645,Aboriginal Places in Canberra Nature Park Fire Trails,Final Registration,20050309.0,,,,Restricted,,11100540017,CANBERRA CENTRAL,C,CAMPBELL,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#campbell,192.49266003155103,192.49266003155103,1966.6896368007601
2797,2797,1243,2950,FA1,Final Registration,20050309.0,,,,Restricted,,11100540017,CANBERRA CENTRAL,C,CAMPBELL,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#campbell,192.49266003155103,192.49266003155103,1966.6896368007601
2951,2951,2121,707,Feary 28,Final Registration,,,,,Restricted,,150000000026,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,29356.0674893983,29356.0674893983,29535448.3676532
2784,2784,1247,2602,MAFT 11,Final Registration,20050309.0,,,,Restricted,,11041120002,CANBERRA CENTRAL,C,AINSLIE,A,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/a#ainslie,4051.1016209956,4051.1016209956,474583.69262626296
2785,2785,2029,5640,CT-1,Final Registration,20050308.0,,,,Restricted,,66106600011,TUGGERANONG,T,THEODORE,T,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#theodore,85.99743116099779,85.99743116099779,371.98182338180396
2786,2786,2029,5640,CT-1,Final Registration,20050308.0,,,,Restricted,,66106600012,TUGGERANONG,T,THEODORE,T,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#theodore,85.99747053583229,85.99747053583229,371.983265819354
2787,2787,1172,1094,HTB17,Final Registration,20050309.0,,,,Restricted,,50000001630,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,7538.81974798259,7538.81974798259,2210805.81592409
2788,2788,1162,2762,CLD12,Final Registration,20050309.0,,,,Restricted,,50000001630,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,7538.819567857209,7538.819567857209,2210805.81571342
2789,2789,1244,2736,HPD PAD (AS-MD),Final Registration,20050309.0,,,,Restricted,,77050970007,GUNGAHLIN,G,CASEY,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#casey,93.00381741214198,93.00381741214198,481.45535708778505
2816,2816,2029,2133,MRC133,Final Registration,20050308.0,,,,Restricted,,110000000066,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,18611.8670466874,18611.8670466874,6891724.25537467
2817,2817,2029,2135,MRC141,Final Registration,20050308.0,,,,Restricted,,110000000066,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,18611.8670466874,18611.8670466874,6891724.25537467
2818,2818,2029,2136,MRC144,Final Registration,20050308.0,,,,Restricted,,110000000066,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,18611.8670466874,18611.8670466874,6891724.25537467
2798,2798,1247,2578,MAFT 06,Final Registration,20050309.0,,,,Restricted,,11100540017,CANBERRA CENTRAL,C,CAMPBELL,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#campbell,192.49266003155103,192.49266003155103,1966.6896368007601
2799,2799,1162,1446,CLC12,Final Registration,20050309.0,,,,Restricted,,77070020022,GUNGAHLIN,G,AMAROO,A,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/a#amaroo,117.84413717294301,117.84413717294301,841.609500739788
2800,2800,2024,7300,Aboriginal Places on Fire Trails and Containment Lines in Namadgi National Park,Final Registration,20050309.0,,,,Restricted,,180000000118,BOOTH,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#booth,6519.89699022967,6519.89699022967,1677863.11480373
2801,2801,2024,3144,NNP LF 02,Final Registration,20050309.0,,,,Restricted,,180000000118,BOOTH,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#booth,6519.89699022967,6519.89699022967,1677863.11480373
2802,2802,2023,1005,PH18,Final Registration,20050308.0,,,,Restricted,,77061770002,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,5660.43352618494,5660.43352618494,444602.959075541
2803,2803,2023,980,Gn9,Final Registration,20050308.0,,,,Restricted,,77061770002,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,5660.43352618494,5660.43352618494,444602.959075541
2804,2804,2023,976,Gn8,Final Registration,20050308.0,,,,Restricted,,77061770002,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,5660.43352618494,5660.43352618494,444602.959075541
2805,2805,2023,2005,PH16,Final Registration,20050308.0,,,,Restricted,,77061770002,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,5660.43352618494,5660.43352618494,444602.959075541
2806,2806,2023,2004,PH47a,Final Registration,20050308.0,,,,Restricted,,77061770002,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,5660.43352618494,5660.43352618494,444602.959075541
2807,2807,2023,2427,Gn7,Final Registration,20050308.0,,,,Restricted,,77061770002,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,5660.43352618494,5660.43352618494,444602.959075541
2808,2808,2027,2394,GD4,Final Registration,20050308.0,,,,Restricted,,77061770002,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,5660.43355266519,5660.43355266519,444602.952556739
2809,2809,2027,7545,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,77060250014,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,93.63256071007841,93.63256071007841,488.548352607282
2810,2810,2027,2469,Scarred Tree (possible),Final Registration,20050308.0,,,,Restricted,,77060250014,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,93.63256071007841,93.63256071007841,488.548352607282
2811,2811,1166,2639,CA 5,Final Registration,20050309.0,,,,Restricted,,88040060015,JERRABOMBERRA,J,BEARD,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#beard,233.55138284707502,233.55138284707502,2711.7100685229
2812,2812,1166,1336,CA 9 (IF2),Final Registration,20050309.0,,,,Restricted,,88040060015,JERRABOMBERRA,J,BEARD,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#beard,233.55138284707502,233.55138284707502,2711.7100685229
2813,2813,2029,2134,MRC136,Final Registration,20050308.0,,,,Restricted,,110000000066,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,18611.8670466874,18611.8670466874,6891724.25537467
2814,2814,2029,534,MRC135,Final Registration,20050308.0,,,,Restricted,,110000000066,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,18611.8670466874,18611.8670466874,6891724.25537467
2815,2815,2029,549,MRC159,Final Registration,20050308.0,,,,Restricted,,110000000066,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,18611.8670466874,18611.8670466874,6891724.25537467
2832,2832,2023,2071,GTR1,Final Registration,20050308.0,,,,Restricted,,77081090008,GUNGAHLIN,G,NICHOLLS,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#nicholls,3463.09161623383,3463.09161623383,312765.241391515
2842,2842,2029,2156,MRC17a,Final Registration,20050308.0,,,,Restricted,,60000001627,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,2278.41860745322,2278.41860745322,239972.436130571
2898,2898,2027,2469,Scarred Tree (possible),Final Registration,20050308.0,,,,Restricted,,77060300001,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,109.29610211034,109.29610211034,810.964296552686
2833,2833,2023,2108,GTR2,Final Registration,20050308.0,,,,Restricted,,77081090008,GUNGAHLIN,G,NICHOLLS,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#nicholls,3463.09161623383,3463.09161623383,312765.241391515
2843,2843,2029,1127,MRC16,Final Registration,20050308.0,,,,Restricted,,60000001627,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,2278.41860745322,2278.41860745322,239972.436130571
2899,2899,1166,2673,HA5,Final Registration,20050309.0,,,,Restricted,,70000000832,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,7561.76664964018,7561.76664964018,1354805.96751267
2834,2834,1942,1382,SR 2,Final Registration,20050309.0,,,,Restricted,,140000000086,KOWEN,K,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/k#kowen,32069.5526882973,32069.5526882973,28644821.6066312
2850,2850,1243,2144,MA-D,Final Registration,20050309.0,,,,Restricted,,20000000619,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,6547.60648806948,6547.60648806948,1070244.45957747
2851,2851,1247,1839,MAFT 13,Final Registration,20050309.0,,,,Restricted,,20000000619,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,6547.60648806948,6547.60648806948,1070244.45957747
