objectid_1,objectid,heritage_i,location_i,name,status,status_dat,owner_name,descr,site_name,loc_type,title,block_key,district_n,district_i,division_n,division_i,heritage_r,shape_leng,shape_length,shape_area
2014,2014,2121,5669,NNP NRV 28,Final Registration,,,,,Restricted,,180000000018,BOOTH,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#booth,18253.810972706,18253.810972706,8419245.79946721
2015,2015,2024,7289,Aboriginal Places on Fire Trails and Containment Lines in Namadgi National Park,Final Registration,20050309.0,,,,Restricted,,180000000018,BOOTH,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#booth,18253.810972706,18253.810972706,8419245.79946721
2024,2024,2029,567,MRC118,Final Registration,20050308.0,,,,Restricted,,110000000088,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,14311.7445886808,14311.7445886808,3118846.8735216
3271,3271,2024,1597,NNP BV 08,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2016,2016,2024,5884,Aboriginal Places on Fire Trails and Containment Lines in Namadgi National Park,Final Registration,20050309.0,,,,Restricted,,180000000018,BOOTH,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#booth,18253.810972706,18253.810972706,8419245.79946721
2017,2017,2024,2599,NNP NRV 27,Final Registration,20050309.0,,,,Restricted,,180000000018,BOOTH,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#booth,18253.810972706,18253.810972706,8419245.79946721
2018,2018,1166,1335,CA 7,Final Registration,20050309.0,,,,Restricted,,88040030008,JERRABOMBERRA,J,BEARD,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#beard,145.406150521772,145.406150521772,1212.18527424459
2019,2019,2029,1441,HA17,Final Registration,20050308.0,,,,Restricted,,60000001676,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,1688.31100655237,1688.31100655237,173932.515985759
2020,2020,1172,1998,12B2,Final Registration,20050309.0,,,,Restricted,,210000000071,MOLONGLO VALLEY,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#molonglo_valley,12386.608741341299,12386.608741341299,3557598.14534504
2021,2021,1172,868,12B4,Final Registration,20050309.0,,,,Restricted,,210000000071,MOLONGLO VALLEY,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#molonglo_valley,12386.608741341299,12386.608741341299,3557598.14534504
2022,2022,1247,2802,ORF2,Final Registration,20050309.0,,,,Restricted,,11030970004,CANBERRA CENTRAL,C,O'CONNOR,O,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/o#oconnor,786.094528870466,786.094528870466,39380.9799962327
2026,2026,2029,2133,MRC133,Final Registration,20050308.0,,,,Restricted,,110000000088,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,14311.7445886808,14311.7445886808,3118846.8735216
2027,2027,2029,2328,MRC126,Final Registration,20050308.0,,,,Restricted,,110000000088,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,14311.7445886808,14311.7445886808,3118846.8735216
2028,2028,2029,529,MRC129,Final Registration,20050308.0,,,,Restricted,,110000000088,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,14311.7445886808,14311.7445886808,3118846.8735216
2029,2029,2029,530,MRC130,Final Registration,20050308.0,,,,Restricted,,110000000088,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,14311.7445886808,14311.7445886808,3118846.8735216
2030,2030,2029,531,MRC131,Final Registration,20050308.0,,,,Restricted,,110000000088,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,14311.7445886808,14311.7445886808,3118846.8735216
3272,3272,2024,1608,NNP BV 10,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
3273,3273,2024,1609,NNP BV 13,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2031,2031,2029,532,MRC132a+b,Final Registration,20050308.0,,,,Restricted,,110000000088,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,14311.7445886808,14311.7445886808,3118846.8735216
2032,2032,2029,571,MRC125,Final Registration,20050308.0,,,,Restricted,,110000000088,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,14311.7445886808,14311.7445886808,3118846.8735216
2033,2033,2029,572,MRC127,Final Registration,20050308.0,,,,Restricted,,110000000088,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,14311.7445886808,14311.7445886808,3118846.8735216
2034,2034,2521,8531,Traditional Nesting Sites of Peregrine Falcons,Nominated for Provisional Registration,,,,,Restricted,,170000000212,TENNENT,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tennent,7945.18950162625,7945.18950162625,2083123.03932473
2035,2035,2121,5647,NNP A6,Final Registration,,,,,Restricted,,150000000012,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,25683.686577704702,25683.686577704702,15693026.0668492
2036,2036,2121,5556,NNP GCT 01,Final Registration,,,,,Restricted,,150000000012,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,25683.686577704702,25683.686577704702,15693026.0668492
2037,2037,2121,5605,NNP RCT 01,Final Registration,,,,,Restricted,,150000000012,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,25683.686577704702,25683.686577704702,15693026.0668492
2038,2038,2121,5604,NNP MC 01,Final Registration,,,,,Restricted,,150000000012,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,25683.686577704702,25683.686577704702,15693026.0668492
2039,2039,2121,5465,NNP Ab,Final Registration,,,,,Restricted,,150000000012,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,25683.686577704702,25683.686577704702,15693026.0668492
2040,2040,2121,5464,NNP Aa,Final Registration,,,,,Restricted,,150000000012,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,25683.686577704702,25683.686577704702,15693026.0668492
2041,2041,2121,5463,NNP A7,Final Registration,,,,,Restricted,,150000000012,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,25683.686577704702,25683.686577704702,15693026.0668492
2042,2042,2121,5462,NNP A5,Final Registration,,,,,Restricted,,150000000012,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,25683.686577704702,25683.686577704702,15693026.0668492
2043,2043,1961,2970,BP7,Final Registration,20050309.0,,,,Restricted,,150000000012,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,25683.686577704702,25683.686577704702,15693026.0668492
2044,2044,1961,1399,BP9,Final Registration,20050309.0,,,,Restricted,,150000000012,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,25683.686577704702,25683.686577704702,15693026.0668492
2045,2045,1961,2972,BP10,Final Registration,20050309.0,,,,Restricted,,150000000012,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,25683.686577704702,25683.686577704702,15693026.0668492
2087,2087,1702,5110,Button Wrinklewort Habitat (Majura Field Firing Range and Stirling Park),Final Registration,20110303.0,,,,Restricted,,12120170013,CANBERRA CENTRAL,C,YARRALUMLA,Y,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/y#yarralumla,875.513647047729,875.513647047729,25936.534033019398
2088,2088,2029,1129,MRC17c,Final Registration,20050308.0,,,,Restricted,,60000001628,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,2296.12229837914,2296.12229837914,137726.314237422
2089,2089,2029,666,MRC73,Final Registration,20050308.0,,,,Restricted,,60000001628,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,2296.12229837914,2296.12229837914,137726.314237422
2090,2090,2029,2157,MRC18,Final Registration,20050308.0,,,,Restricted,,60000001628,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,2296.12229837914,2296.12229837914,137726.314237422
2091,2091,2029,2290,MRC84,Final Registration,20050308.0,,,,Restricted,,60000001628,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,2296.12229837914,2296.12229837914,137726.314237422
2092,2092,1243,767,"OC8, MV58",Final Registration,20050309.0,,,,Restricted,,20000000560,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,2915.41665133885,2915.41665133885,337515.25837885
2093,2093,1243,4584,Aboriginal Places in the District of Majura,Final Registration,20050309.0,,,,Restricted,,20000000560,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,2915.41665133885,2915.41665133885,337515.25837885
2094,2094,1243,1221,MV77,Final Registration,20050309.0,,,,Restricted,,20000000560,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,2915.41665133885,2915.41665133885,337515.25837885
2095,2095,1243,1222,MV78,Final Registration,20050309.0,,,,Restricted,,20000000560,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,2915.41665133885,2915.41665133885,337515.25837885
2096,2096,2024,7282,Aboriginal Places on Fire Trails and Containment Lines in Namadgi National Park,Final Registration,20050309.0,,,,Restricted,,180000000109,BOOTH,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#booth,4460.79885458486,4460.79885458486,51914.0058732792
2097,2097,2024,7283,Aboriginal Places on Fire Trails and Containment Lines in Namadgi National Park,Final Registration,20050309.0,,,,Restricted,,180000000109,BOOTH,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#booth,4460.79885458486,4460.79885458486,51914.0058732792
2098,2098,2024,7285,Aboriginal Places on Fire Trails and Containment Lines in Namadgi National Park,Final Registration,20050309.0,,,,Restricted,,180000000109,BOOTH,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#booth,4460.79885458486,4460.79885458486,51914.0058732792
2224,2224,2023,1978,WB/A56,Final Registration,20050308.0,,,,Restricted,,70000000685,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,4911.57151844372,4911.57151844372,1080196.20513904
3274,3274,2024,1610,NNP BV 15,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2099,2099,2024,2597,NNP NRV 21,Final Registration,20050309.0,,,,Restricted,,180000000109,BOOTH,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#booth,4460.79885458486,4460.79885458486,51914.0058732792
2100,2100,2024,1645,NNP NRV 23,Final Registration,20050309.0,,,,Restricted,,180000000109,BOOTH,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#booth,4460.79885458486,4460.79885458486,51914.0058732792
2116,2116,2001,2420,SUC 46,Final Registration,20050308.0,,,,Restricted,,110000000079,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,8567.62700605221,8567.62700605221,2311244.09151709
2117,2117,2027,7545,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,77060250013,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,92.0960092313105,92.0960092313105,480.75945770153396
2118,2118,2027,2469,Scarred Tree (possible),Final Registration,20050308.0,,,,Restricted,,77060250013,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,92.0960092313105,92.0960092313105,480.75945770153396
2225,2225,2023,1977,WB/A54,Final Registration,20050308.0,,,,Restricted,,70000000685,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,4911.57151844372,4911.57151844372,1080196.20513904
3275,3275,2024,1611,NNP BV 17,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2101,2101,2029,1124,MRC9,Final Registration,20050308.0,,,,Restricted,,66150470001,TUGGERANONG,T,GREENWAY,G,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#greenway,7049.358216227541,7049.358216227541,162073.55760662802
2102,2102,1233,5501,Barton Highway PAD,Final Registration,20050309.0,,,,Restricted,,55530760006,BELCONNEN,B,KALEEN,K,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/k#kaleen,3319.6974845393897,3319.6974845393897,170967.53931737
3276,3276,2024,1612,NNP BV 19,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
3277,3277,2024,1624,NNP OBR 08,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2104,2104,2001,5518,Gordon IF1,Final Registration,20050308.0,,,,Restricted,,66165290001,TUGGERANONG,T,GORDON,G,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gordon,1432.18410689642,1432.18410689642,14984.7201989464
2130,2130,1172,2151,MOL A9,Final Registration,20050309.0,,,,Restricted,,50000001601,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,7243.808643986379,7243.808643986379,3143593.80290142
2131,2131,1172,2115,MOL A8,Final Registration,20050309.0,,,,Restricted,,50000001601,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,7243.808643986379,7243.808643986379,3143593.80290142
2105,2105,2001,5519,Gordon IF2,Final Registration,20050308.0,,,,Restricted,,66165290001,TUGGERANONG,T,GORDON,G,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gordon,1432.18410689642,1432.18410689642,14984.7201989464
2106,2106,2029,2159,MRC37c,Final Registration,20050308.0,,,,Restricted,,66165560005,TUGGERANONG,T,GORDON,G,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gordon,4762.53889694864,4762.53889694864,261447.987465352
2107,2107,1166,2700,HA10,Final Registration,20050309.0,,,,Restricted,,80000002248,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,3603.1054830733,3603.1054830733,642264.496560825
2108,2108,1166,2635,HUME PAD 2,Final Registration,20050309.0,,,,Restricted,,80000002248,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,3603.1054830733,3603.1054830733,642264.496560825
2109,2109,1166,2610,HA13,Final Registration,20050309.0,,,,Restricted,,80000002248,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,3603.1054830733,3603.1054830733,642264.496560825
2119,2119,1172,1971,WB-C-C1/7,Final Registration,20050309.0,,,,Restricted,,55781990001,BELCONNEN,B,DUNLOP,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#dunlop,370.059034031016,370.059034031016,8458.44951787822
2132,2132,1162,1574,CLB18 (B18),Final Registration,20050309.0,,,,Restricted,,50000001601,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,7243.808511262909,7243.808511262909,3143593.83350461
2133,2133,1162,4448,Aboriginal Places along Urban and Rural Bushfire Containment Lines,Final Registration,20050309.0,,,,Restricted,,50000001601,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,7243.808511262909,7243.808511262909,3143593.83350461
2134,2134,1172,817,CR 3a,Final Registration,20050309.0,,,,Restricted,,50000001601,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,7243.808643986379,7243.808643986379,3143593.80290142
2135,2135,1172,4506,Aboriginal Places in the District of Belconnen,Final Registration,20050309.0,,,,Restricted,,50000001601,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,7243.808643986379,7243.808643986379,3143593.80290142
3278,3278,2024,1613,NNP BV 20,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
3279,3279,2024,1614,NNP BV 21,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2120,2120,1162,1530,CLWB3,Final Registration,20050309.0,,,,Restricted,,55781990001,BELCONNEN,B,DUNLOP,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#dunlop,370.061243207603,370.061243207603,8458.48969939774
2121,2121,1244,2736,HPD PAD (AS-MD),Final Registration,20050309.0,,,,Restricted,,77050970014,GUNGAHLIN,G,CASEY,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#casey,86.9972359295092,86.9972359295092,387.47675110007896
2122,2122,1165,3041,Bruce Ridge 4,Final Registration,20050309.0,,,,Restricted,,55550080026,BELCONNEN,B,BRUCE,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#bruce,3251.87552021261,3251.87552021261,386984.101572804
2123,2123,1162,1558,CLSN1,Final Registration,20050309.0,,,,Restricted,,50000001632,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,1354.6666566419199,1354.6666566419199,100829.04665694901
2150,2150,2023,965,PH33,Final Registration,20050308.0,,,,Restricted,,77071050001,GUNGAHLIN,G,AMAROO,A,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/a#amaroo,3135.7224936672997,3135.7224936672997,99274.75154929211
2151,2151,2023,2072,PH34,Final Registration,20050308.0,,,,Restricted,,77071050001,GUNGAHLIN,G,AMAROO,A,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/a#amaroo,3135.7224936672997,3135.7224936672997,99274.75154929211
2152,2152,2001,5659,BIF 2,Final Registration,20050308.0,,,,Restricted,,77190820010,GUNGAHLIN,G,BONNER,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#bonner,88.9984859448254,88.9984859448254,434.985970675111
2153,2153,427,2107,PH13,Final Registration,19941209.0,,,,Restricted,,77060280007,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,106.845533372549,106.845533372549,614.8184344358319
2154,2154,2023,2073,PH36,Final Registration,20050308.0,,,,Restricted,,77102080001,GUNGAHLIN,G,GUNGAHLIN,G,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,3298.29242291258,3298.29242291258,128819.435871159
3280,3280,2024,1621,NNP BV 23,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2124,2124,1172,1412,Bruce 9,Final Registration,20050309.0,,,,Restricted,,55550040019,BELCONNEN,B,BRUCE,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#bruce,5612.058444058679,5612.058444058679,494689.24002996203
2155,2155,2027,975,Gn6,Final Registration,20050308.0,,,,Restricted,,77061590001,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,120.68275863092501,120.68275863092501,879.461448710482
3281,3281,2024,1622,NNP BV 26,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2125,2125,1172,1306,BELC 11,Final Registration,20050309.0,,,,Restricted,,55550040019,BELCONNEN,B,BRUCE,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#bruce,5612.058444058679,5612.058444058679,494689.24002996203
2156,2156,2027,7539,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,77061590001,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,120.68275863092501,120.68275863092501,879.461448710482
3282,3282,2024,1623,NNP OBR 07,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2126,2126,1172,2755,BELC 16,Final Registration,20050309.0,,,,Restricted,,55550040019,BELCONNEN,B,BRUCE,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#bruce,5612.058444058679,5612.058444058679,494689.24002996203
2127,2127,1247,1843,GHIF 1,Final Registration,20050309.0,,,,Restricted,,55550040019,BELCONNEN,B,BRUCE,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#bruce,5612.06266224915,5612.06266224915,494689.665885997
2128,2128,1247,3045,GH Pad 1,Final Registration,20050309.0,,,,Restricted,,55550040019,BELCONNEN,B,BRUCE,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#bruce,5612.06266224915,5612.06266224915,494689.665885997
2129,2129,1162,1562,CLWB5,Final Registration,20050309.0,,,,Restricted,,55781930008,BELCONNEN,B,DUNLOP,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#dunlop,111.601211448538,111.601211448538,727.712539121351
2136,2136,1233,5501,Barton Highway PAD,Final Registration,20050309.0,,,,Restricted,,55531530001,BELCONNEN,B,KALEEN,K,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/k#kaleen,1761.5795174267998,1761.5795174267998,185507.72055315
2137,2137,2027,7539,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,77061590003,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,118.334437588925,118.334437588925,820.465428307571
2138,2138,2027,975,Gn6,Final Registration,20050308.0,,,,Restricted,,77061590003,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,118.334437588925,118.334437588925,820.465428307571
2139,2139,1702,5110,Button Wrinklewort Habitat (Majura Field Firing Range and Stirling Park),Final Registration,20110303.0,,,,Restricted,,12120220004,CANBERRA CENTRAL,C,YARRALUMLA,Y,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/y#yarralumla,2827.61043714837,2827.61043714837,364211.99544978206
2140,2140,428,418,PH12,Final Registration,19941209.0,,,,Restricted,,77080160008,GUNGAHLIN,G,NICHOLLS,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#nicholls,116.147235558923,116.147235558923,801.949933494612
2157,2157,1162,1518,TUG12,Final Registration,20050309.0,,,,Restricted,,66106030023,TUGGERANONG,T,THEODORE,T,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#theodore,120.244820320068,120.244820320068,825.669484750955
2158,2158,1247,2804,BRF1 and PAD,Final Registration,20050309.0,,,,Restricted,,11030900002,CANBERRA CENTRAL,C,O'CONNOR,O,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/o#oconnor,217.384762544491,217.384762544491,972.0822656913381
2170,2170,1166,1322,HUME PAD 4,Final Registration,20050309.0,,,,Restricted,,88020260007,JERRABOMBERRA,J,HUME,H,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/h#hume,1090.33239816435,1090.33239816435,26453.212132372402
3283,3283,2024,2530,NNP BV 14,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2141,2141,2023,5584,Crace PAD 3,Final Registration,20050308.0,,,,Restricted,,77120450002,GUNGAHLIN,G,CRACE,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#crace,1163.04843566872,1163.04843566872,44807.2585277394
2142,2142,1162,2851,CLWB24,Final Registration,20050309.0,,,,Restricted,,50000001622,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,4551.236406220711,4551.236406220711,717686.7203148941
2143,2143,1162,1501,CLWB23,Final Registration,20050309.0,,,,Restricted,,50000001622,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,4551.236406220711,4551.236406220711,717686.7203148941
2144,2144,1162,1467,CLD11,Final Registration,20050309.0,,,,Restricted,,55770640006,BELCONNEN,B,FRASER,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#fraser,6830.37834295614,6830.37834295614,642926.349947992
2145,2145,1162,1462,CLD1,Final Registration,20050309.0,,,,Restricted,,55770640006,BELCONNEN,B,FRASER,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#fraser,6830.37834295614,6830.37834295614,642926.349947992
2146,2146,1162,4454,Aboriginal Places along Urban and Rural Bushfire Containment Lines,Final Registration,20050309.0,,,,Restricted,,55770640006,BELCONNEN,B,FRASER,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#fraser,6830.37834295614,6830.37834295614,642926.349947992
2147,2147,1162,2761,CLD10,Final Registration,20050309.0,,,,Restricted,,55770640006,BELCONNEN,B,FRASER,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#fraser,6830.37834295614,6830.37834295614,642926.349947992
2148,2148,1162,2762,CLD12,Final Registration,20050309.0,,,,Restricted,,55770640006,BELCONNEN,B,FRASER,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#fraser,6830.37834295614,6830.37834295614,642926.349947992
2149,2149,1172,2814,BELC 9,Final Registration,20050309.0,,,,Restricted,,55770640006,BELCONNEN,B,FRASER,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#fraser,6830.35758656698,6830.35758656698,642928.4098906821
2159,2159,1243,1405,57-2-0006,Final Registration,20050309.0,,,,Restricted,,22520010660,MAJURA,M,CANBERRA AIRPORT,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_airport,12266.055478558601,12266.055478558601,2882185.98927746
