cd_code,_urban_index_of_relative_socio_economic_advantage,rural_index_of_relative_socio_economic_advantage,index_of_relative_socio_economic_disadvantage,_index_of_economic_resources,index_of_education_and_occupation_,_seifa96_population,_state_code,_sd_code,_ssd_code,_lga_code,_sla_code,poa
1221606,922.703,,934.8960000000001,957.3860000000001,915.7819999999999,780,1,5,70,3100,3100,2256
1222005,983.5989999999999,,1016.672,1045.766,984.3789999999999,1047,1,5,70,3100,3100,2257
1230611,821.072,,885.801,900.7919999999999,924.27,723,1,5,45,3800,3800,2756
1232004,,1234.36,1095.195,1105.2089999999998,1095.818,740,1,5,45,3800,3800,2758
1240410,1078.764,,1098.442,1111.303,1081.968,540,1,5,65,6370,6370,2107
1240710,1049.476,,1073.661,1151.5410000000002,1028.157,430,1,5,65,6370,6370,2103
1240809,1060.007,,1105.782,1096.124,1083.859,736,1,5,65,6370,6370,2101
1243012,1052.363,,1068.642,1037.572,1133.265,341,1,5,65,5150,5150,2094
1260108,,1167.057,1107.974,1130.673,1068.264,292,1,5,50,500,500,2157
1260304,1093.843,,1098.316,1133.162,1081.085,952,1,5,50,500,500,2155
1260811,1156.475,,1126.26,1246.485,1084.0339999999999,614,1,5,50,500,500,2154
1260908,1320.497,,1173.453,1329.5910000000001,1174.174,560,1,5,50,500,500,2154
1363010,991.0419999999999,,1050.72,1025.657,1026.208,302,1,5,15,6650,6650,2217
1271011,901.5089999999999,,1009.059,1035.515,943.972,977,1,5,50,750,750,2761
1271401,920.5930000000001,,953.0930000000001,975.387,912.65,520,1,5,50,750,750,2148
1280212,,1027.816,1030.452,1114.083,957.7180000000001,573,1,5,45,6350,6350,2747
1280501,917.38,,1009.488,1034.067,945.7260000000001,738,1,5,45,6350,6350,2750
1280801,952.3810000000001,,1044.249,1064.568,980.203,649,1,5,45,6350,6350,2750
1281304,846.5039999999999,,836.11,812.547,907.11,489,1,5,45,6350,6350,2760
1281606,937.195,,1006.534,1032.08,960.373,1077,1,5,45,6350,6350,2759
1321909,1071.4,,1011.909,1089.019,974.35,819,1,5,25,2850,2850,2176
1330609,878.632,,967.88,793.814,1030.947,450,1,5,40,6250,6250,2150
1281710,1014.877,,1089.299,1106.414,1020.5319999999999,1025,1,5,45,6350,6350,2759
1282108,985.416,,1025.512,1051.57,985.1510000000001,612,1,5,45,6350,6350,2750
1291213,962.545,,1060.938,1082.572,1017.5089999999999,1076,1,5,25,4900,4900,2170
1331306,867.198,,956.59,894.27,1003.436,760,1,5,40,6250,6250,2150
1331405,948.204,,908.482,973.645,920.8760000000001,336,1,5,40,6250,6250,2142
1332110,973.238,,987.702,1031.792,965.341,521,1,5,40,3950,3950,2161
1363108,956.8710000000001,,958.2080000000001,993.6610000000001,959.57,434,1,5,15,6650,6650,2217
1290211,,1135.013,1086.075,1203.387,1012.4780000000001,127,1,5,25,4900,4900,2171
1301302,946.237,,962.0,989.3530000000001,926.805,517,1,5,30,1500,1500,2167
1291515,886.503,,984.94,1017.207,951.457,894,1,5,30,1450,1450,2567
1300110,1005.038,,1077.678,1106.721,1009.829,595,1,5,30,1500,1500,2566
1300603,856.765,,942.676,883.7660000000001,953.7460000000001,408,1,5,30,1500,1500,2560
1310110,1136.6960000000001,,1140.617,1234.869,1112.4180000000001,918,1,5,15,7150,7150,2234
1310402,1040.53,,1058.089,1098.476,1030.045,757,1,5,15,7150,7150,2232
1320206,1057.184,,1054.007,1119.818,995.7410000000001,1226,1,5,25,2850,2850,2176
1320310,1042.684,,1020.575,1095.004,992.177,1061,1,5,25,2850,2850,2176
1320809,891.0980000000001,,888.467,960.929,869.77,402,1,5,25,2850,2850,2165
1321502,844.107,,744.297,844.049,830.0139999999999,652,1,5,25,2850,2850,2166
1321504,929.576,,843.1289999999999,937.492,877.67,730,1,5,25,2850,2850,2166
1332303,955.9639999999999,,985.9069999999999,1001.837,980.3739999999999,755,1,5,40,3950,3950,2145
1360202,1027.535,,1061.402,1115.795,1015.438,828,1,5,15,4150,4150,2210
1360204,889.9060000000001,,835.663,867.818,924.044,511,1,5,15,4150,4150,2210
1360502,1069.8239999999998,,1072.089,1118.433,1057.299,517,1,5,15,4150,4150,2209
1360603,980.687,,958.623,1044.846,972.118,517,1,5,15,4150,4150,2208
1360907,930.8839999999999,,1025.4669999999999,928.855,1076.705,600,1,5,15,4150,4150,2222
1361204,1067.888,,1066.8319999999999,1113.1680000000001,1070.849,600,1,5,15,4450,4450,2222
1361310,1182.5739999999998,,1149.5510000000002,1180.11,1139.232,851,1,5,15,4450,4450,2223
1361707,1024.813,,1038.0710000000001,1085.955,1006.972,609,1,5,15,4450,4450,2217
1361904,977.3760000000001,,1037.265,979.7489999999999,1067.985,550,1,5,15,6650,6650,2218
1370113,1287.642,,1189.233,1290.27,1211.609,472,1,5,60,4500,4500,2076
1370402,1348.646,,1184.713,1306.912,1205.085,776,1,5,60,4500,4500,2076
1370607,1227.099,,1174.859,1258.836,1193.756,887,1,5,60,4500,4500,2074
1370701,1240.789,,1160.94,1213.083,1189.809,814,1,5,60,4500,4500,2073
1380707,904.125,,960.199,903.302,1008.546,355,1,5,55,6700,6700,2112
1390108,1162.433,,1126.241,1137.322,1175.795,684,1,5,55,5950,5950,2062
2332105,916.076,,888.0110000000001,907.8919999999999,930.5830000000001,836,2,5,30,1890,1892,3072
1380901,866.562,,997.34,925.11,927.8969999999999,282,1,5,55,6700,6700,2113
1381008,1143.1760000000002,,1107.598,1164.636,1109.9089999999999,892,1,5,55,6700,6700,2113
1381308,993.6089999999999,,1087.608,954.882,1138.546,325,1,5,55,6700,6700,2111
1381509,1047.44,,1087.968,1090.3039999999999,1099.333,338,1,5,55,4100,4100,2111
1381805,1255.806,,1180.308,1248.985,1214.509,424,1,5,55,4700,4700,2065
1382609,1129.828,,1106.336,1166.242,1120.445,492,1,5,55,8250,8250,2068
1390611,1171.434,,1153.6660000000002,1102.9089999999999,1270.355,318,1,5,55,5950,5950,2061
1391008,1106.202,,1113.531,1060.7939999999999,1226.6660000000002,291,1,5,55,5950,5950,2090
1391201,1312.338,,1207.881,1342.247,1198.9660000000001,313,1,5,55,5350,5350,2088
1391508,1185.797,,1189.519,1072.829,1232.94,208,1,5,55,5350,5350,2088
1400508,1039.57,,1047.232,1007.1489999999999,1137.662,596,1,5,5,7070,7070,2015
1401704,1030.85,,1050.344,907.087,1170.5439999999999,258,1,5,5,7070,7070,2011
1401907,1062.971,,1122.351,1005.48,1200.639,258,1,5,5,7070,7070,2011
1402001,1019.278,,1022.135,1003.6139999999999,1132.6680000000001,193,1,5,5,7200,7202,2007
1411413,1062.747,,1052.549,1084.9289999999999,1075.11,524,1,5,35,150,150,2131
1412008,947.346,,906.803,930.4069999999999,1008.1080000000001,522,1,5,35,2550,2550,2046
1412803,1059.8139999999999,,1056.583,1045.914,1127.066,601,1,5,5,4800,4800,2040
1420307,943.865,,971.477,967.053,1028.722,597,1,5,5,5200,5200,2203
1421105,1101.1580000000001,,1088.265,1064.947,1160.4089999999999,432,1,5,5,5200,5200,2042
1431507,1001.568,,1065.519,1102.403,1051.422,475,1,5,10,6550,6550,2035
1431701,1040.473,,1054.278,1119.67,1028.03,732,1,5,10,6550,6550,2036
1440904,1266.83,,1185.761,1221.3319999999999,1216.809,535,1,5,10,8500,8500,2023
1440905,1168.52,,1150.39,1118.857,1217.232,513,1,5,10,8500,8500,2023
7013802,932.576,,1079.823,1006.2819999999999,1088.244,345,7,10,15,2000,2000,886
7030205,,990.528,659.212,684.2589999999999,954.595,276,7,10,40,9399,3009,872
3042902,946.763,,974.472,1017.699,952.9939999999999,765,3,45,5,7000,7023,4814
1331901,998.7739999999999,,978.4830000000001,1024.2160000000001,977.301,423,1,5,40,3950,3950,2160
7031307,,874.2510000000001,738.262,766.385,911.09,128,7,10,40,9399,3209,872
3010110,,824.778,637.3340000000001,719.0110000000001,805.7719999999999,225,3,50,10,6950,6950,4875
3010207,,884.215,789.086,793.19,889.515,283,3,50,10,6950,6950,4875
3011110,943.33,,1007.565,1022.307,973.0,279,3,50,5,2060,2065,4870
3011411,1026.5430000000001,,1066.5339999999999,1060.0739999999998,1060.117,623,3,50,5,2060,2068,4870
3012805,,933.992,813.0089999999999,780.683,939.8480000000001,754,3,50,10,6950,6950,4876
3020814,932.6610000000001,,990.192,1049.7069999999999,941.806,520,3,55,5,5300,5300,4825
3030501,,986.279,1057.711,984.3539999999999,992.8389999999999,587,3,50,10,200,200,4872
3030708,,945.717,979.13,915.203,940.1469999999999,231,3,50,10,2900,2900,4886
3043407,1061.402,,1094.099,1089.156,1086.528,970,3,45,5,7000,7038,4814
3050207,909.929,,934.3710000000001,936.008,879.8989999999999,601,3,45,15,1900,1900,4807
3050210,980.812,,1010.148,1031.867,925.9960000000001,502,3,45,15,1900,1900,4807
3050212,928.883,,942.5360000000001,968.9689999999999,888.025,771,3,45,15,1900,1900,4807
3060903,972.1289999999999,,959.03,967.875,994.382,667,3,30,5,6350,6350,4700
3050604,873.505,,912.5369999999999,879.513,897.8969999999999,423,3,45,15,950,950,4804
3051109,,935.059,980.625,994.409,876.074,445,3,40,10,4760,4765,4740
3060104,,1062.865,996.038,927.3330000000001,1000.252,1023,3,30,15,4550,4550,4703
3060710,918.4839999999999,,950.673,950.079,938.248,596,3,30,5,6350,6350,4701
3061705,,911.3380000000001,839.666,797.428,839.669,144,3,30,15,350,350,4702
3061804,943.133,,935.1030000000001,913.9889999999999,908.6460000000001,738,3,30,15,350,350,4718
3070110,,934.658,953.073,988.443,874.377,282,3,30,15,2100,2104,4680
3070510,937.074,,995.4580000000001,979.52,961.96,1056,3,30,10,3350,3350,4680
3070703,,1085.504,1019.123,828.952,999.763,51,3,15,10,5100,5100,4678
3071006,,949.602,897.43,907.9910000000001,839.565,99,3,15,5,1980,1981,4670
3071202,885.2819999999999,,825.5219999999999,855.868,858.1160000000001,700,3,15,5,1810,1810,4670
3071409,929.529,,903.382,928.413,844.643,605,3,15,5,1810,1810,4670
3071505,937.318,,915.8860000000001,921.1030000000001,916.3539999999999,474,3,15,5,1810,1810,4670
6050213,1094.818,,1097.1019999999999,1035.355,1128.022,362,6,5,5,2810,2812,7008
3080212,1039.616,,1052.367,1021.707,985.2280000000001,257,3,30,15,3000,3000,4720
3091105,,1014.15,835.5830000000001,872.2130000000001,930.665,96,3,25,5,300,300,4497
3100909,937.613,,941.618,963.628,882.9810000000001,361,3,15,10,2530,2535,4570
3101302,,970.429,939.91,950.628,893.675,570,3,15,10,2530,2532,4570
3130203,,951.498,833.975,912.079,808.052,467,3,10,20,3050,3050,4311
3130407,,1027.4589999999998,1006.5089999999999,1058.606,941.301,370,3,10,20,3960,3973,4306
3101702,,902.822,956.123,941.645,940.8560000000001,166,3,15,10,7450,7450,4612
3101707,,913.966,910.37,953.857,867.6519999999999,697,3,15,10,7450,7450,4606
3101907,,911.732,1002.265,1000.1139999999999,949.6080000000001,160,3,15,10,4350,4350,4610
3110502,,1001.1310000000001,954.544,911.334,909.837,285,3,10,20,4900,4918,4574
3141804,,814.8969999999999,1009.841,946.5319999999999,928.385,226,3,20,5,4200,4200,4404
3150803,,984.285,1010.3789999999999,953.472,972.039,475,3,20,5,7260,7263,4370
3151310,,1093.0639999999999,1017.9810000000001,1101.35,935.01,1169,3,5,15,550,554,4124
3112203,952.312,,891.9580000000001,903.5939999999999,910.712,498,3,10,20,5750,5758,4563
3121205,1011.9760000000001,,1000.837,1040.945,973.807,466,3,5,45,6200,6206,4020
3121212,967.992,,1001.115,1028.943,951.446,681,3,5,45,6200,6206,4020
3121308,933.63,,861.2869999999999,924.9839999999999,881.9860000000001,576,3,5,45,6200,6206,4020
3200901,978.915,,950.6360000000001,959.316,951.975,368,3,5,5,1000,1364,4179
3130505,1058.116,,1108.1860000000001,1124.323,1031.944,528,3,5,25,3960,3968,4306
3130904,893.4010000000001,,957.173,963.308,920.302,499,3,5,25,3960,3965,4300
3132208,778.1310000000001,,594.138,744.747,746.3860000000001,587,3,5,25,3960,3962,4305
3140108,,1056.7830000000001,940.89,968.36,915.74,607,3,10,20,4450,4450,4341
3140307,,1078.93,1018.1360000000001,1036.016,972.578,427,3,10,20,3250,3250,4352
3141202,834.075,,730.4010000000001,751.5830000000001,793.947,93,3,20,1,6900,6901,4350
3140104,,1033.927,937.13,980.988,907.1010000000001,624,3,10,20,4450,4450,4341
3141608,867.919,,867.63,947.597,796.459,504,3,20,1,6900,6905,4350
3160412,1000.0169999999999,,1005.13,1020.7230000000001,991.909,762,3,10,5,3460,3567,4211
3170716,970.6560000000001,,887.71,965.127,1031.315,187,3,10,5,3460,3513,4218
3170906,856.951,,823.0260000000001,833.467,858.58,492,3,10,5,3460,3563,4220
3171612,928.653,,899.04,864.36,951.951,582,3,10,5,3460,3527,4225
3190201,1086.83,,1101.8139999999999,1110.126,1133.231,644,3,5,5,1000,1151,4011
3190204,893.2869999999999,,970.711,856.446,1002.304,493,3,5,5,1000,1151,4011
3171905,,1169.587,1075.004,1110.5330000000001,1035.5330000000001,922,3,10,5,3460,3593,4213
3180507,867.659,,872.202,883.1310000000001,870.9119999999999,768,3,5,40,5950,5968,4503
3180806,967.635,,981.655,1021.054,925.456,463,3,5,40,5950,5976,4500
3180807,908.453,,908.128,904.523,897.3,563,3,5,40,5950,5976,4500
3181103,1013.053,,1070.529,1091.806,1018.2260000000001,770,3,5,40,5950,5974,4502
3181107,954.346,,1018.39,1008.298,986.041,776,3,5,40,5950,5974,4502
3182111,1027.802,,1064.546,1069.739,1033.362,817,3,5,5,1000,1064,4034
3203206,925.485,,970.2339999999999,1009.6619999999999,915.9989999999999,561,3,5,50,6250,6257,4157
3211010,1050.005,,1050.733,1035.48,1056.226,296,3,5,5,1000,1157,4151
3211701,953.155,,954.4730000000001,1028.19,953.533,250,3,5,5,1000,1397,4170
3220307,849.305,,830.7710000000001,803.451,894.3330000000001,388,3,5,5,1000,1653,4034
3220602,1116.121,,1091.244,1150.262,1087.424,739,3,5,5,1000,1138,4032
3220814,1003.1410000000001,,1039.383,1019.7539999999999,1012.296,473,3,5,5,1000,1211,4053
3220911,1025.38,,1052.6760000000002,1063.452,1034.007,620,3,5,5,1000,1536,4053
3221606,1066.817,,1050.663,1036.2169999999999,1121.888,459,3,5,5,1000,1618,4051
3221808,966.91,,1025.542,1022.752,1000.155,285,3,5,5,1000,1312,4031
3230802,1152.388,,1137.778,1102.626,1199.12,739,3,5,5,1000,1048,4065
3232209,1178.6789999999999,,1114.891,1119.243,1163.893,541,3,5,5,1000,1318,4069
3241203,1026.473,,1082.933,1019.6089999999999,1089.256,386,3,5,5,1000,1402,4122
3241806,1012.814,,1001.502,1000.687,1036.511,520,3,5,5,1000,1391,4105
3241807,937.355,,957.831,887.919,974.834,249,3,5,5,1000,1391,4105
3242002,1026.734,,1080.359,1077.504,1060.143,661,3,5,5,1000,1626,4122
3242004,1045.7939999999999,,1039.072,1050.882,1016.178,492,3,5,5,1000,1626,4122
3250705,1037.998,,1072.603,1095.04,1008.4810000000001,607,3,5,30,4600,4634,4128
3250711,945.935,,1029.615,985.05,987.117,680,3,5,30,4600,4634,4128
3251206,946.316,,1029.495,1037.006,958.423,876,3,5,30,4600,4637,4127
3251810,871.294,,931.3539999999999,977.877,863.3939999999999,637,3,5,30,4600,4623,4132
3251913,884.082,,903.5189999999999,1001.8760000000001,874.302,613,3,5,30,4600,4623,4132
3252011,922.176,,1024.94,1043.02,954.615,939,3,5,30,4600,4601,4118
3252502,,1028.014,945.798,983.5369999999999,919.59,316,3,5,30,4600,4663,4133
3252605,872.845,,876.329,927.053,848.154,753,3,5,10,3460,3466,4207
3252811,856.6569999999999,,760.061,816.207,807.211,529,3,5,10,3460,3461,4207
3261106,906.048,,849.561,955.5360000000001,866.842,347,3,5,5,1000,1167,4076
3262806,1117.389,,1071.923,1131.5,1050.147,982,3,5,5,1000,1552,4109
4010115,,782.551,580.695,780.211,662.26,158,4,35,25,9399,9589,872
4013006,913.5310000000001,,915.36,838.931,914.1410000000001,659,4,35,25,1330,1330,5723
4040505,941.8,,958.56,949.53,906.7510000000001,565,4,20,5,8120,8120,5330
4042003,,929.972,969.035,965.2130000000001,888.097,220,4,20,10,6730,6730,5238
4050807,979.375,,1017.8510000000001,1007.945,968.163,830,4,25,5,5110,5110,5271
4110908,1009.691,,1005.6669999999999,1019.097,1005.409,627,4,5,5,1820,1821,5087
4111004,940.044,,856.35,896.7710000000001,933.5239999999999,314,4,5,5,1820,1821,5083
4030401,,878.205,1016.39,958.087,930.035,197,4,15,10,510,510,5462
4031103,1051.653,,1047.134,1050.259,1020.985,339,4,10,5,7560,7560,5352
4061103,980.688,,1006.258,962.503,1019.306,366,4,10,15,4550,4550,5251
4111011,979.4860000000001,,1027.994,977.944,1012.235,275,4,5,5,1820,1821,5083
4031304,,1104.404,1060.18,1049.202,997.737,505,4,10,5,3640,3640,5355
4032002,999.1610000000001,,898.477,972.21,900.721,268,4,15,5,8330,8330,5556
4050905,,916.554,1028.348,963.7339999999999,947.8789999999999,251,4,25,10,5670,5670,5277
4051702,,969.035,1021.0980000000001,978.942,964.5939999999999,498,4,25,10,6370,6370,5291
4091812,1025.279,,1090.2939999999999,1064.0339999999999,1061.519,782,4,5,20,4060,4060,5158
4091912,964.079,,1053.356,1087.442,1021.672,112,4,5,20,4060,4060,5158
4060704,937.972,,932.194,946.683,849.7739999999999,315,4,20,10,5040,5040,5253
4060904,,924.242,999.334,938.2860000000001,943.0310000000001,432,4,20,10,5040,5040,5254
4092110,930.472,,939.307,912.097,956.174,483,4,5,10,8470,8470,5033
4111208,967.6439999999999,,1006.1360000000001,952.015,1055.851,598,4,5,15,6510,6510,5082
4062002,984.91,,973.053,915.528,966.437,457,4,10,20,8050,8050,5211
4070205,1021.355,,1022.2719999999999,944.5210000000001,1139.109,272,4,5,15,7980,7980,5034
4070708,1165.931,,1140.5710000000001,1081.843,1193.761,728,4,5,15,7980,7980,5064
4071912,1152.265,,1157.932,1114.0839999999998,1195.253,521,4,5,15,7350,7350,5154
4080604,978.64,,1071.877,1066.306,1025.653,737,4,5,20,5250,5250,5159
4081109,903.783,,911.556,965.905,897.7080000000001,825,4,5,20,5250,5250,5162
4092206,1007.9019999999999,,1038.366,1002.9019999999999,997.9839999999999,612,4,5,10,8470,8470,5038
4092403,938.3860000000001,,930.345,944.943,926.6060000000001,561,4,5,10,8470,8470,5032
4100302,927.3489999999999,,901.336,952.672,905.705,379,4,5,10,6020,6020,5016
4101612,927.953,,981.775,983.2289999999999,952.174,265,4,5,10,2670,2670,5023
4082101,,1148.018,1049.2939999999999,1052.747,1030.157,382,4,5,20,5250,5250,5163
4082209,895.5260000000001,,969.6160000000001,956.054,951.862,744,4,5,20,5250,5250,5162
4090201,1008.9630000000001,,986.318,909.933,1046.277,279,4,5,20,2240,2240,5045
4111514,1038.935,,1003.841,959.0169999999999,1091.468,332,4,5,15,8260,8260,5081
4120412,1217.355,,1152.292,1181.514,1183.764,290,4,5,15,1610,1610,5073
4121206,1061.356,,1072.695,951.258,1180.056,361,4,5,15,3150,3150,5068
4121502,990.8939999999999,,1029.944,971.305,1072.1989999999998,582,4,5,15,700,700,5065
4121708,1279.017,,1153.085,1262.116,1147.856,179,4,5,15,700,700,5066
4130104,1119.862,,1112.155,1151.526,1072.271,659,4,5,5,7700,7700,5091
4130903,906.5210000000001,,900.66,942.9580000000001,892.185,601,4,5,5,7700,7700,5086
4131210,992.695,,1049.991,1027.91,1028.795,721,4,5,15,910,910,5075
4131505,1001.3589999999999,,1003.6619999999999,1000.8960000000001,1005.2460000000001,677,4,5,15,910,910,5073
4132003,966.408,,922.732,959.0060000000001,941.155,427,4,5,15,910,910,5074
4132008,889.9760000000001,,810.041,816.937,914.49,598,4,5,15,910,910,5074
4140613,886.939,,967.8910000000001,1028.9489999999998,868.1389999999999,713,4,5,5,4900,4900,5114
4142001,831.096,,825.25,833.3960000000001,902.492,588,4,5,5,7140,7140,5096
4142701,884.312,,961.755,990.5260000000001,894.548,768,4,5,5,7140,7140,5108
6011112,906.034,,864.565,932.363,864.1060000000001,453,6,20,5,810,811,7316
6020306,877.459,,821.883,887.25,811.112,529,6,15,5,5810,5811,7270
6020405,,1209.692,1066.913,1025.093,1079.055,129,6,15,5,5810,5811,7277
6021405,922.852,,948.596,918.8430000000001,949.38,638,6,15,5,4010,4012,7248
6021409,873.2810000000001,,847.701,819.41,899.487,440,6,15,5,4010,4012,7248
6040704,875.383,,851.44,897.747,876.331,361,6,5,5,2610,2610,7009
6021412,919.278,,980.5010000000001,934.793,977.691,215,6,15,5,4010,4012,7248
6021415,927.841,,889.568,891.248,881.07,180,6,15,5,4010,4012,7248
6022206,930.579,,986.941,993.204,927.387,597,6,15,5,4010,4012,7249
6022210,948.9,,1001.9630000000001,991.4580000000001,951.8389999999999,795,6,15,5,4010,4012,7249
6030109,893.0319999999999,,870.2280000000001,889.8919999999999,847.949,516,6,20,5,3810,3811,7307
6032205,977.298,,1045.381,1057.104,969.2860000000001,677,6,5,5,410,410,7017
6040701,917.825,,941.426,926.3989999999999,939.915,482,6,5,5,2610,2610,7009
6030205,,1089.555,1002.148,1031.024,953.11,188,6,20,5,3810,3811,7307
6030801,,993.09,1031.1889999999999,1026.527,970.047,446,6,15,10,4610,4612,7301
6031601,,964.882,964.538,921.107,918.37,350,6,10,5,2410,2410,7190
1400507,1089.475,,1115.29,1033.825,1211.463,204,1,5,5,7070,7070,2042
6050410,1090.0,,1111.42,1041.028,1141.728,687,6,5,5,2810,2812,7000
6051203,1088.857,,1114.188,1062.059,1122.372,376,6,5,5,1410,1410,7018
6051406,984.171,,1037.736,1023.202,1033.568,597,6,5,5,1410,1410,7015
2010110,,966.803,1006.716,990.918,931.2660000000001,588,2,30,5,4780,4781,3505
2010507,890.465,,879.7289999999999,939.0319999999999,867.538,467,2,30,5,4780,4781,3500
6051701,,1190.761,1129.9080000000001,1088.69,1078.357,670,6,5,5,1410,1410,7170
2010801,,863.768,940.672,848.296,897.4110000000001,224,2,30,15,6610,6616,3549
2011310,,921.2669999999999,1089.36,1019.335,1012.682,284,2,25,10,7630,7631,3396
2020603,,935.811,934.3480000000001,929.564,893.2660000000001,375,2,40,10,1370,1375,3563
2021606,893.2489999999999,,870.435,868.225,913.0139999999999,527,2,40,5,2830,2831,3630
2030410,959.332,,990.9119999999999,997.2669999999999,976.311,464,2,45,5,3350,3351,3683
2030506,935.768,,942.085,927.2080000000001,948.666,553,2,45,5,7170,7170,3690
2032006,900.6619999999999,,894.438,920.553,883.638,650,2,45,15,110,112,3737
2040803,,1039.411,1041.363,971.4739999999999,1001.534,626,2,50,5,2110,2115,3875
2041106,979.29,,1020.135,970.5369999999999,984.133,563,2,50,15,6810,6813,3860
2050201,948.903,,864.4580000000001,884.005,871.818,524,2,40,15,6430,6430,3666
2050409,,1029.5639999999999,1051.442,969.558,1033.35,758,2,40,15,1950,1954,3673
1401407,1126.478,,1137.247,1108.411,1208.921,291,1,5,5,7070,7070,2011
2051204,831.3330000000001,,774.795,838.039,842.3539999999999,808,2,40,20,4850,4851,3660
2060207,,1088.288,1062.86,1078.0810000000001,1013.155,549,2,35,20,4130,4134,3432
2060606,1008.0830000000001,,976.7860000000001,939.557,1045.245,470,2,35,10,5430,5431,3450
2070408,,1024.639,1019.778,934.044,985.1110000000001,369,2,35,10,3940,3943,3537
2071102,1042.556,,1073.317,1032.298,1055.7269999999999,558,2,35,5,2620,2623,3550
2340105,912.928,,1002.53,1055.035,929.408,735,2,5,80,1610,1613,3976
2080202,,1045.308,1073.987,1068.1989999999998,1012.5830000000001,467,2,20,15,260,260,3377
2080909,,1015.515,886.331,906.0319999999999,924.4889999999999,237,2,35,10,1670,1674,3371
2090610,957.97,,975.462,965.81,932.747,312,2,25,5,3190,3191,3400
2090708,,957.278,859.3989999999999,917.2189999999999,873.372,117,2,15,10,6260,6265,3302
2090808,946.747,,993.073,959.283,944.785,435,2,15,10,6260,6261,3300
2350708,1177.5430000000001,,1113.509,1142.976,1140.338,175,2,5,45,1110,1113,3122
2081106,,1023.097,1028.254,1009.704,971.814,214,2,20,10,5150,5155,3352
2081504,1117.758,,1098.3039999999999,1107.077,1111.271,297,2,20,5,570,571,3350
2090201,,1005.4060000000001,999.073,911.2260000000001,976.846,433,2,25,5,6890,6890,3419
2090507,1043.147,,1069.8210000000001,976.684,1091.495,478,2,25,5,3190,3191,3400
2092405,942.638,,1021.7289999999999,964.5139999999999,1002.5169999999999,978,2,15,5,6730,6730,3280
2101106,,1054.766,1044.674,1009.9119999999999,1010.738,1148,2,10,15,1750,1754,3249
2101203,,1147.691,1087.721,1066.442,1037.851,390,2,10,10,6490,6493,3240
2111510,907.548,,932.812,965.326,889.178,894,2,10,5,2750,2751,3219
2111904,940.7819999999999,,895.8810000000001,925.2280000000001,908.83,465,2,10,5,2750,2752,3215
2120407,1015.645,,1058.639,1085.461,1013.8989999999999,434,2,5,20,4650,4654,3338
2130413,930.868,,858.253,949.5169999999999,881.768,431,2,5,10,1180,1181,3021
2131102,973.956,,898.418,1012.123,895.852,325,2,5,10,1180,1182,3022
2160906,954.7769999999999,,938.793,1003.033,900.071,989,2,5,40,7070,7074,3074
2161606,921.795,,1054.238,1042.435,1004.987,698,2,5,40,7070,7074,3076
2291904,1067.562,,1078.912,1012.7260000000001,1165.907,354,2,5,5,7350,7352,3121
2131510,955.4739999999999,,876.7289999999999,958.487,855.055,438,2,5,10,1180,1182,3020
2131602,903.99,,854.4019999999999,902.82,875.9639999999999,738,2,5,10,1180,1182,3021
2141301,,1090.243,1047.88,1062.902,1012.571,466,2,5,35,3270,3275,3428
2150808,1197.017,,1137.623,1191.346,1151.1760000000002,604,2,5,30,660,661,3084
2161906,1082.435,,1150.42,1179.448,1096.068,978,2,5,40,5710,5715,3095
2170510,1118.708,,1123.596,1105.1,1113.721,548,2,5,55,4410,4411,3136
2311012,1071.853,,1089.11,1045.856,1144.587,675,2,5,10,5060,5063,3032
2311015,1076.4260000000002,,1120.077,1084.73,1149.555,163,2,5,10,5060,5063,3032
1410303,1008.852,,1003.9630000000001,1004.625,1045.173,260,1,5,35,1900,1900,2137
2180301,1014.335,,1071.476,1058.884,1047.145,783,2,55,5,3810,3815,3844
2180309,1107.405,,1085.895,1138.736,1068.42,391,2,55,5,3810,3815,3844
2181202,,1097.905,1048.343,1018.908,1033.139,477,2,55,5,3810,3814,3869
2220608,,1130.965,1061.1589999999999,1061.598,1025.9769999999999,980,2,5,85,2170,2171,3910
2191006,1022.815,,1061.558,1071.558,1002.53,712,2,5,60,7450,7455,3116
2191610,1065.086,,1066.39,1043.318,1076.562,564,2,5,60,7450,7455,3767
2200211,980.4889999999999,,932.154,894.533,970.431,222,2,55,20,740,744,3996
2210308,997.475,,985.3430000000001,957.632,1018.39,443,2,5,90,5340,5345,3931
2230211,943.5889999999999,,997.0089999999999,900.403,1012.804,445,2,5,65,3430,3431,3194
2230608,923.081,,967.023,940.336,986.8960000000001,419,2,5,65,3430,3434,3197
2231214,1010.165,,1049.43,1008.5060000000001,1047.7269999999999,788,2,5,65,3430,3431,3192
2231812,870.936,,904.5989999999999,908.459,896.755,360,2,5,65,3430,3431,3169
2210807,864.2719999999999,,1044.163,933.24,1011.3560000000001,1628,2,5,90,5340,5341,3920
2272402,1013.08,,1055.5710000000001,1024.036,1032.237,519,2,5,65,2310,2314,3165
2211110,,1171.802,1100.763,1024.313,1116.392,207,2,5,90,5340,5344,3916
2211710,906.791,,898.92,914.312,869.4169999999999,159,2,5,90,5340,5344,3941
2212405,882.538,,846.212,862.179,855.2189999999999,488,2,5,90,5340,5341,3915
2220403,998.9789999999999,,1045.845,1020.3919999999999,1034.883,624,2,5,85,2170,2174,3199
