cd_code,state_,_seifa86_population_,index_of_relative_socio_economic_disadvantage_,_index_of_economic_resources_,index_of_education_and_occupation_,sla_,sla_name_,postal_areas_,state_name
3111504,3,489,939.6639,951.6534,941.9374,4501,Landsborough (S) - Pt A,4551,Queensland
1111505,1,444,870.6605,900.5296599999999,868.78217,4650,Lake Macquarie (C),2280,New South Wales
2111506,2,795,1024.8704,1045.3473,920.8374,2920,Geelong (C),3219,Victoria
3111507,3,552,998.3867,995.5327,957.8595,4501,Landsborough (S) - Pt A,4551,Queensland
5111507,5,540,1009.9867,948.75635,1101.5801,7840,South Perth (C),6152,Western Australia
1111509,1,359,1012.8932,1013.7495,978.4571,4650,Lake Macquarie (C),2280,New South Wales
4111511,4,0,,,,71,Adelaide (C) - Inner Pt A,5000,South Australia
4111701,4,1054,1038.0219,897.03796,1040.373,73,Adelaide (C) - Remainder,5000,South Australia
4111702,4,61,1016.6588,766.35815,1186.7325,71,Adelaide (C) - Inner Pt A,5000,South Australia
1111705,1,214,889.3867,898.8878,885.8869599999999,4650,Lake Macquarie (C),2281,New South Wales
4111705,4,174,776.3836,808.9994,999.9229,72,Adelaide (C) - Inner Pt B,5000,South Australia
3111706,3,741,875.7203,879.0832,904.6355599999999,4501,Landsborough (S) - Pt A,4551,Queensland
2111708,2,340,976.3813,958.63354,913.1942,801,Bellarine (S) - Pt A,3219,Victoria
3111805,3,375,963.3599,938.2332,930.3973,4501,Landsborough (S) - Pt A,4551,Queensland
5111808,5,578,1079.9225,1140.1434,1039.7117,1330,Canning (C),6107,Western Australia
4111903,4,342,984.01416,955.73505,1041.0383,7070,St Peters (M),5069,South Australia
4111904,4,442,970.6068,954.299,1037.6543,7070,St Peters (M),5069,South Australia
1390211,1,640,913.9898,905.1108,1019.8376,3950,Holroyd (M),2161,New South Wales
3111908,3,194,952.7848,940.2522,913.03656,5754,Noosa (S) - Pt B,4568,Queensland
3120106,3,818,818.4997,788.9377,864.8303,2031,Caboolture (S) - Pt B,4507,Queensland
3120108,3,226,996.65717,1010.3771,973.01807,2031,Caboolture (S) - Pt B,4507,Queensland
4120111,4,701,1100.8944,1126.8726,1039.1509,910,Campbelltown (C),5076,South Australia
2120112,2,184,1137.3652,1193.8358,1072.661,4640,Melton (S),3337,Victoria
4120201,4,862,1045.6577,1003.7035,1021.5741,910,Campbelltown (C),5074,South Australia
1120206,1,858,963.9116,992.7524400000001,879.3921,1720,Cessnock (C),2327,New South Wales
4120210,4,917,988.4422,963.47485,995.06805,910,Campbelltown (C),5074,South Australia
5130206,5,554,1114.1846,1155.673,1121.5939,7912,Stirling (C) - West,6018,Western Australia
2120303,2,916,1091.3049,1115.8253,1019.4159,4640,Melton (S),3338,Victoria
3120309,3,445,965.7854,1003.3721,862.21967,2031,Caboolture (S) - Pt B,4511,Queensland
4120309,4,501,935.58154,938.4728,917.8399699999999,910,Campbelltown (C),5074,South Australia
3120404,3,462,929.7364,935.4588,902.2285,2001,Caboolture (S) - Pt A,4508,Queensland
4120405,4,622,982.5804,983.6647300000001,961.7593400000001,910,Campbelltown (C),5073,South Australia
2120406,2,798,1066.9807,1098.3438,986.0523,7080,Sunshine (C),3023,Victoria
5120412,5,408,1006.6908,979.4049,967.5265,420,Bayswater (S),6053,Western Australia
5120514,5,875,1059.7651,1139.0531,1019.2517,420,Bayswater (S),6062,Western Australia
2120602,2,390,1032.3402,1034.0924,926.6633,7080,Sunshine (C),3022,Victoria
5120608,5,414,990.54834,1000.2471,923.4919,420,Bayswater (S),6062,Western Australia
3120613,3,754,1052.9924,1057.6003,1004.7181,5981,Pine Riv (S) Bal in Brisb SD,4502,Queensland
4120701,4,476,1016.5483,947.66656,1074.5817,700,Burnside (C),5068,South Australia
2120708,2,409,1112.0515,1139.7831,1053.4462,8000,Werribee (S),3030,Victoria
2120711,2,1039,948.6294,1013.0322,899.9792,8000,Werribee (S),3030,Victoria
4120711,4,364,1088.3877,1031.869,1139.4823,700,Burnside (C),5068,South Australia
3121004,3,16,1132.3896,1017.4394,1087.2811,5981,Pine Riv (S) Bal in Brisb SD,4055,Queensland
2120802,2,383,1051.5178,1059.2659,1007.9437,120,Altona (C),3018,Victoria
3120804,3,1157,1078.8245,1114.1619,990.8511,5957,Bray Park,4500,Queensland
5120804,5,470,1014.3734,965.00323,1047.5333,420,Bayswater (S),6052,Western Australia
4120807,4,806,1155.5972,1186.6096,1187.5708,700,Burnside (C),5066,South Australia
5120807,5,801,910.7679,920.53986,918.7381,420,Bayswater (S),6053,Western Australia
2120808,2,803,1002.9144,973.7617,993.5441,120,Altona (C),3018,Victoria
1120901,1,337,1021.0271,1019.2003,970.8748,4650,Lake Macquarie (C),2285,New South Wales
2120901,2,693,967.579,932.67395,979.71985,120,Altona (C),3018,Victoria
3120912,3,772,1080.9459,1106.0109,1005.5742,5976,Strathpine,4500,Queensland
5121001,5,674,1050.8583,1018.7174,1040.8538,7911,Stirling (C) - Central,6062,Western Australia
2121004,2,479,1027.3364,938.1882,1051.1006,8000,Werribee (S),3028,Victoria
1121102,1,553,1111.7731,1115.2028,1081.4844,4650,Lake Macquarie (C),2280,New South Wales
4121103,4,439,968.9309,938.58905,1101.9911,3150,Kensington & Norwood (C),5067,South Australia
4121110,4,328,893.0752,850.8326400000001,1047.1765,3150,Kensington & Norwood (C),5067,South Australia
1121302,1,152,988.9199,1050.1622,952.53394,4650,Lake Macquarie (C),2301,New South Wales
1121307,1,405,934.3761599999999,1007.9909,930.5777,4650,Lake Macquarie (C),2283,New South Wales
1121310,1,592,1034.6655,1047.2893,987.9883,4650,Lake Macquarie (C),2284,New South Wales
5121402,5,410,1012.8909,1010.8635,1132.7793,7913,Stirling (C) - South-Eastern,6050,Western Australia
3121504,3,760,987.8799,969.6564,998.8361,4504,Landsborough (S) - Pt B,4552,Queensland
3121506,3,463,1044.2719,982.7260000000001,973.0338,4504,Landsborough (S) - Pt B,4519,Queensland
4121506,4,241,1039.9523,988.3408,1138.4716,5530,Payneham (C),5070,South Australia
5121601,5,459,959.8677,953.0246599999999,1016.8253,7072,Perth (C) - North,6006,Western Australia
3121608,3,600,941.867,966.2217,853.6344,4904,Maroochy (S) - Pt B,4561,Queensland
5121706,5,517,851.544,861.2504,987.2136,7073,Perth (C) - Outer,6000,Western Australia
4130210,4,521,1017.3068,980.5277,997.58984,7700,Tea Tree Gully (C),5091,South Australia
5130210,5,734,1134.0251,1230.7792,1125.4147,7912,Stirling (C) - West,6018,Western Australia
3121707,3,223,982.85406,977.61975,879.2472,4250,Kilcoy (S),4515,Queensland
5121707,5,296,888.3601699999999,911.53815,1015.7253,7073,Perth (C) - Outer,6000,Western Australia
5121709,5,295,918.24744,911.6404,1011.3438,7072,Perth (C) - North,6050,Western Australia
3121806,3,393,944.9351,975.39,853.20026,3050,Esk (S),4313,Queensland
3121807,3,757,934.0724,929.4477,877.9739400000001,3050,Esk (S),4313,Queensland
5121910,5,209,603.6407,643.1831,1008.502,7073,Perth (C) - Outer,6000,Western Australia
3130301,3,581,987.4214,1025.8259,888.8014,5231,Moreton (S) - Pt B,4305,Queensland
4130301,4,757,1106.2815,1138.6882,1042.9558,7700,Tea Tree Gully (C),5126,South Australia
3121911,3,694,1045.5538,1043.0267,1001.5274,2550,Crows Nest (S),4352,Queensland
5122001,5,473,790.9064,858.798,938.2666,7073,Perth (C) - Outer,6000,Western Australia
5122110,5,358,728.70557,795.915,957.64386,7073,Perth (C) - Outer,6005,Western Australia
5122207,5,483,985.9061,861.207,1128.5203,7071,Perth (C) - Inner,6000,Western Australia
5130108,5,601,1058.704,1031.6708,1075.8983,7912,Stirling (C) - West,6020,Western Australia
2130112,2,667,1140.2288,1169.7014,1088.8867,3680,Keilor (C),3038,Victoria
4130201,4,840,1091.7677,1105.5072,1037.1935,7700,Tea Tree Gully (C),5126,South Australia
4130202,4,822,1130.7389,1159.2551,1088.46,7700,Tea Tree Gully (C),5126,South Australia
5131608,5,362,1055.2401,1002.6494,1099.5397,7912,Stirling (C) - West,6019,Western Australia
3130306,3,530,1041.5879,1085.6718,931.5958,5231,Moreton (S) - Pt B,4340,Queensland
5130307,5,497,1104.3978,1137.2160000000001,1117.4338,7912,Stirling (C) - West,6029,Western Australia
3130315,3,728,1038.6422,1093.8295,937.67444,5231,Moreton (S) - Pt B,4340,Queensland
3130316,3,280,979.081,1065.4077,869.8679,5231,Moreton (S) - Pt B,4340,Queensland
5130404,5,602,1072.5442,1089.9832,1058.4636,7911,Stirling (C) - Central,6021,Western Australia
3130405,3,303,981.31854,1029.5062,869.6474,5231,Moreton (S) - Pt B,4305,Queensland
5130405,5,666,1063.2632,1075.3981,1037.8535,7911,Stirling (C) - Central,6021,Western Australia
3141413,3,555,1070.6975,1049.7983,1092.8732,6900,Toowoomba (C),4350,Queensland
3130406,3,377,1005.4909,1044.1349,903.1437400000001,5231,Moreton (S) - Pt B,4305,Queensland
3130409,3,159,1053.719,1080.468,972.51776,5231,Moreton (S) - Pt B,4300,Queensland
5130410,5,549,1039.2074,1061.348,988.487,7911,Stirling (C) - Central,6021,Western Australia
3141414,3,337,1051.7981,990.1503,1070.9664,6900,Toowoomba (C),4350,Queensland
1130503,1,350,842.04803,905.99585,802.6558,8550,Wyong (S),2262,New South Wales
5130508,5,566,1006.5254,991.5063,1011.2435,7912,Stirling (C) - West,6018,Western Australia
4130509,4,866,1121.1727,1130.5157,1100.478,7700,Tea Tree Gully (C),5089,South Australia
2130510,2,1141,1053.0648,1103.1052,959.7787,7080,Sunshine (C),3021,Victoria
5130601,5,1087,998.1585,1024.3939,922.9096,7911,Stirling (C) - Central,6061,Western Australia
4130607,4,642,1117.451,1120.7039,1088.4457,7700,Tea Tree Gully (C),5075,South Australia
2130611,2,585,1048.7916,1058.5410000000002,932.1958599999999,7080,Sunshine (C),3021,Victoria
3130706,3,929,1064.5275,1085.7234,969.92163,3950,Ipswich (C),4305,Queensland
5130707,5,376,974.8366,1010.2524,949.10913,7911,Stirling (C) - Central,6061,Western Australia
2130708,2,936,1062.2035,1049.0176,993.08594,3680,Keilor (C),3034,Victoria
3141506,3,113,982.8580000000001,1012.4143,868.40875,6900,Toowoomba (C),4350,Queensland
3141509,3,899,996.0212,1003.5603,898.4725,6900,Toowoomba (C),4350,Queensland
3130801,3,860,1006.9927,1030.9666,942.58563,3950,Ipswich (C),4305,Queensland
2130802,2,704,1119.8086,1121.1833,1083.3452,3680,Keilor (C),3033,Victoria
2130806,2,485,1118.5963,1110.3228,1103.7281,3680,Keilor (C),3040,Victoria
3130807,3,44,866.25275,912.6387300000001,910.0379,3950,Ipswich (C),4305,Queensland
1130910,1,845,917.6907,927.5418,877.4914,8550,Wyong (S),2263,New South Wales
5130911,5,379,1066.2188,1028.4567,1078.5747,7911,Stirling (C) - Central,6060,Western Australia
1131002,1,867,990.3122,1007.087,978.8652300000001,8550,Wyong (S),2259,New South Wales
3131003,3,401,980.67865,985.8421,927.1739,3950,Ipswich (C),4305,Queensland
4131007,4,423,1087.7607,1111.1655,1048.6163,7700,Tea Tree Gully (C),5092,South Australia
3131012,3,860,1021.6173,1056.8094,947.197,3950,Ipswich (C),4305,Queensland
5131102,5,395,1031.8578,1027.3472,981.9815699999999,7911,Stirling (C) - Central,6021,Western Australia
5131106,5,501,947.7933,926.2953,964.80664,7911,Stirling (C) - Central,6060,Western Australia
2131109,2,626,958.1707,963.81287,955.2145,7080,Sunshine (C),3020,Victoria
5131109,5,243,953.6018,924.4683,1023.5998,7911,Stirling (C) - Central,6060,Western Australia
2131201,2,684,950.7565300000001,951.50226,915.9760000000001,7080,Sunshine (C),3022,Victoria
3131202,3,706,915.6343,1037.5424,882.05286,3950,Ipswich (C),4305,Queensland
2131204,2,800,991.3876300000001,975.53015,941.2983,7080,Sunshine (C),3020,Victoria
3131210,3,503,982.7361,1024.4584,896.87665,3950,Ipswich (C),4305,Queensland
3131211,3,374,982.3781,996.1462,919.0599,3950,Ipswich (C),4305,Queensland
5131301,5,496,1095.6849,1143.6553,1107.0677,7912,Stirling (C) - West,6018,Western Australia
5131309,5,484,914.28937,900.86554,982.7663,7911,Stirling (C) - Central,6017,Western Australia
1131702,1,439,934.7208,902.9262,945.4452,8550,Wyong (S),2261,New South Wales
1140704,1,272,979.11694,933.6563,884.9434,2700,Dungog (S),2311,New South Wales
1131404,1,397,894.38165,947.57874,914.60266,8550,Wyong (S),2259,New South Wales
4131406,4,729,956.58484,986.212,928.68756,7140,Salisbury (C),5098,South Australia
1131505,1,479,998.6375,994.5459,970.327,8550,Wyong (S),2261,New South Wales
3131507,3,650,1010.3407,1017.9946,932.2845,3950,Ipswich (C),4304,Queensland
3131509,3,547,897.7694,940.9599,851.6166,3950,Ipswich (C),4303,Queensland
4131602,4,739,1050.843,1054.4224,975.73535,7140,Salisbury (C),5095,South Australia
3131704,3,318,1085.4036,1103.5013,1057.378,3950,Ipswich (C),4301,Queensland
5131803,5,821,1123.3998,1136.4875,1159.6062,7912,Stirling (C) - West,6019,Western Australia
5131806,5,736,1108.021,1097.003,1150.6663,7912,Stirling (C) - West,6019,Western Australia
1131808,1,387,893.05396,919.4241,871.99695,8550,Wyong (S),2261,New South Wales
3132001,3,1019,1054.1108,1118.3047,962.5622,5212,Moreton (S) Bal in Brisb SD,4305,Queensland
1132002,1,436,813.7330000000001,844.7981599999999,859.19824,8550,Wyong (S),2261,New South Wales
1141715,1,470,911.6191,890.5216,899.38025,1720,Cessnock (C),2325,New South Wales
3132009,3,863,1093.6996,1144.8728,1046.1703,5202,Bellbird Park,4300,Queensland
5140103,5,858,1054.0923,1093.0636,1035.4764,8750,Wanneroo (C),6025,Western Australia
5140501,5,977,1059.431,1103.8293,1010.7981,8750,Wanneroo (C),6025,Western Australia
1140502,1,345,1033.8138,1000.7966,1028.2557,7000,Singleton (S),2330,New South Wales
2140502,2,1011,983.5161,1001.1260000000001,938.3769,1240,Broadmeadows (C),3047,Victoria
3140502,3,401,1025.7074,1044.2208,992.6636,6900,Toowoomba (C),4350,Queensland
5140502,5,701,1082.3833,1138.3595,1018.1669999999999,8750,Wanneroo (C),6025,Western Australia
1140505,1,714,991.7142,982.8224,937.7351,7000,Singleton (S),2330,New South Wales
1140104,1,250,1049.6713,989.3956,967.8045699999999,5250,Merriwa (S),2329,New South Wales
5140201,5,870,1082.6906,1121.1841,1060.8289,8750,Wanneroo (C),6025,Western Australia
1140302,1,743,1009.7607,983.20325,994.5921,5650,Muswellbrook (S),2333,New South Wales
4140303,4,704,899.3476,907.5692,888.6133,4900,Munno Para (C),5114,South Australia
5140311,5,705,1115.2605,1187.6997,1109.3392,8750,Wanneroo (C),6023,Western Australia
2140312,2,610,1001.8149,1043.2571,913.6594,8040,Whittlesea (S),3074,Victoria
4140406,4,664,810.7915,876.6681,834.4942599999999,4900,Munno Para (C),5113,South Australia
5140413,5,672,1130.4431,1198.2666,1131.7415,8750,Wanneroo (C),6023,Western Australia
3140501,3,769,1024.4309,986.4001,1027.2871,6900,Toowoomba (C),4350,Queensland
1150203,1,461,908.19775,896.5881,965.6821,5400,Mudgee (S),2850,New South Wales
1141107,1,687,831.43896,902.7139,802.96375,5050,Maitland (C),2320,New South Wales
5141113,5,4,1028.1085,1008.0067,936.819,7911,Stirling (C) - Central,6021,Western Australia
2141204,2,732,1031.1649,1003.5266,1029.9373,1240,Broadmeadows (C),3046,Victoria
3141204,3,240,875.3636,899.51776,874.5326,6900,Toowoomba (C),4350,Queensland
1141206,1,829,1019.2552,979.5658,1028.2805,5050,Maitland (C),2323,New South Wales
1141209,1,446,1017.3727,1003.1651,949.9575,5050,Maitland (C),2321,New South Wales
3141302,3,603,1002.1792,988.0706,979.8379,6900,Toowoomba (C),4350,Queensland
3141304,3,361,1049.0304,1032.6703,1018.3776,6900,Toowoomba (C),4350,Queensland
3141307,3,446,953.47595,919.3334,1045.2677,6900,Toowoomba (C),4350,Queensland
3141312,3,730,1054.4197,998.6693,1083.1458,6900,Toowoomba (C),4350,Queensland
4141402,4,232,860.0884,900.2604,890.6829,7140,Salisbury (C),5108,South Australia
1141406,1,729,994.1511,1001.2234,891.8724,5050,Maitland (C),2322,New South Wales
1141411,1,1200,1055.0077,1072.2006,992.07916,5050,Maitland (C),2322,New South Wales
4141514,4,683,1067.8268,1117.4194,991.35004,7140,Salisbury (C),5107,South Australia
3141602,3,956,767.9685,852.63403,773.09045,6900,Toowoomba (C),4350,Queensland
1141603,1,622,972.69556,981.38495,877.8304400000001,1720,Cessnock (C),2334,New South Wales
3141709,3,521,974.0351,953.36224,901.74475,4200,Jondaryan (S),4401,Queensland
3141710,3,1159,1074.1763,1107.4963,987.20276,4200,Jondaryan (S),4350,Queensland
1141711,1,679,980.8704,997.55945,909.74725,1720,Cessnock (C),2325,New South Wales
3141711,3,715,1035.8809,1087.0087,937.2675,4200,Jondaryan (S),4401,Queensland
2150307,2,994,1087.7506,1092.8765,1033.5885,2280,Diamond Valley (S),3083,Victoria
2150501,2,725,1062.7402,1040.2008,1060.4222,3400,Heidelberg (C),3085,Victoria
1150506,1,263,951.0192,949.9916,837.4347,3300,Greater Lithgow (C),2790,New South Wales
1150709,1,834,976.8328,965.1309,978.81036,3300,Greater Lithgow (C),2790,New South Wales
1150905,1,730,959.7346,992.65485,861.05444,3300,Greater Lithgow (C),2847,New South Wales
2150909,2,338,1052.2755,981.078,1132.0071,3400,Heidelberg (C),3081,Victoria
2150910,2,535,1115.4504,1047.0172,1131.6954,3400,Heidelberg (C),3084,Victoria
3151002,3,1226,1132.7618,1206.3287,1082.424,4601,Browns Plains,4118,Queensland
3151004,3,645,1074.8906,1111.8777,987.0769,4601,Browns Plains,4118,Queensland
3210802,3,348,847.7298,831.347,996.75604,1146,City - Remainder,4000,Queensland
3151009,3,1147,1050.8672,1117.5485,978.7588,4601,Browns Plains,4118,Queensland
3151202,3,830,1018.6582,1113.792,928.74585,4661,Logan (C) Bal in Brisb SD,4206,Queensland
1151304,1,387,1014.5231,999.03485,1013.0397,450,Bathurst (C),2795,New South Wales
1151306,1,747,1099.6022,1137.8279,1033.3933,450,Bathurst (C),2795,New South Wales
3151401,3,1107,1043.4202,1101.0522,961.5727,4607,Greenbank - Pt B,4124,Queensland
3151601,3,731,1069.59,1121.7068,992.0652,554,"B""desert (S) Bal in Brisb SD",4206,Queensland
3151603,3,666,1046.0486,1114.3718,989.48193,554,"B""desert (S) Bal in Brisb SD",4124,Queensland
1151604,1,295,1029.4573,1005.7244,1044.2833,450,Bathurst (C),2795,New South Wales
3152005,3,700,876.4177,844.3087,908.84906,7250,Warwick (C),4370,Queensland
3152006,3,559,936.05786,933.1422,923.8874,7250,Warwick (C),4370,Queensland
1152206,1,773,898.63324,948.34015,871.5585,6150,Orange (C),2800,New South Wales
1152307,1,793,1086.9596,1085.5425,1079.4244,6150,Orange (C),2800,New South Wales
1152309,1,952,1103.7566,1086.4979,1079.1661,6150,Orange (C),2800,New South Wales
3152504,3,1190,994.38214,1045.5625,898.7478,4623,Marsden,4203,Queensland
3152510,3,645,1033.8113,1117.8043,934.2563,4623,Marsden,4203,Queensland
2160108,2,443,1071.0933,1073.4299,1074.1493,2640,Eltham (S),3095,Victoria
2160206,2,980,1152.3204,1146.3085,1135.7046,2640,Eltham (S),3094,Victoria
2292309,2,185,945.8648699999999,943.9027,1114.6515,6480,St Kilda (C),3182,Victoria
2160307,2,513,1157.2361,1156.2959,1147.1346,2640,Eltham (S),3094,Victoria
3160311,3,738,1022.1024,1073.2279,969.40936,51,Beenleigh,4207,Queensland
1160403,1,565,915.1524699999999,913.48694,909.9718,8750,Young (S),2594,New South Wales
2160506,2,788,1116.1480000000001,1121.2092,1099.92,2400,Doncaster & Templestowe (C),3106,Victoria
2160509,2,666,1157.3878,1253.8039999999999,1141.1917,2400,Doncaster & Templestowe (C),3106,Victoria
2160514,2,944,1152.82,1230.9277,1140.7786,2400,Doncaster & Templestowe (C),3109,Victoria
2160515,2,1367,1170.496,1326.2483,1174.7711,2400,Doncaster & Templestowe (C),3109,Victoria
2160709,2,937,1142.0981,1165.1741,1126.8625,2400,Doncaster & Templestowe (C),3109,Victoria
2160803,2,622,1074.7179,1065.2318,1072.0685,2400,Doncaster & Templestowe (C),3109,Victoria
2160809,2,959,1111.5276,1151.1698,1092.9879,2400,Doncaster & Templestowe (C),3109,Victoria
3160811,3,814,1034.6041,1074.9514,996.1404,3475,Hollywell,4216,Queensland
3160701,3,36,811.2563,860.6523,984.0689,92,Albert (S) Pt B Bal,4215,Queensland
2160909,2,311,1043.719,1069.8613,1076.3875,2400,Doncaster & Templestowe (C),3108,Victoria
3160915,3,795,1020.9031,1070.665,986.1030000000001,3473,Coombabah,4216,Queensland
3160917,3,156,951.8901,964.4106400000001,896.1498,3495,Runaway Bay,4216,Queensland
2161002,2,1092,1137.3604,1186.9438,1139.2983,2400,Doncaster & Templestowe (C),3108,Victoria
2161003,2,1052,1099.5405,1097.4636,1089.5797,2400,Doncaster & Templestowe (C),3105,Victoria
2161010,2,806,1115.5809,1198.1606,1100.0035,2400,Doncaster & Templestowe (C),3105,Victoria
2161103,2,647,1138.3706,1186.3905,1109.6261,2400,Doncaster & Templestowe (C),3107,Victoria
3171109,3,470,863.4327400000001,885.00085,982.1258,81,Mermaid Waters,4218,Queensland
2171203,2,491,1093.3722,1103.6382,1054.266,2400,Doncaster & Templestowe (C),3132,Victoria
1160703,1,288,1063.5586,969.8919699999999,974.2955300000001,8700,Yass (S),2584,New South Wales
1162604,1,426,1007.3868,956.5557,1014.3543,7750,Wagga Wagga (C),2650,New South Wales
1171101,1,233,1037.6312,926.4042400000001,902.11084,2450,Culcairn (S),2642,New South Wales
3171105,3,524,947.74097,941.7381,966.7339,81,Mermaid Waters,4218,Queensland
1160705,1,212,1098.1183,1036.4506,1010.5437,8700,Yass (S),2582,New South Wales
2160708,2,1047,1095.047,1110.6886,1079.3734,2400,Doncaster & Templestowe (C),3109,Victoria
3170802,3,195,958.0685,893.7528,1015.6625,3462,Broadbeach,4217,Queensland
1161201,1,159,1066.0016,978.0249,915.9909,3500,Gundagai (S),2722,New South Wales
3161202,3,378,789.4843,782.60364,925.3175,3498,Southport,4215,Queensland
3161302,3,392,977.7757,1018.4714,944.91364,3498,Southport,4215,Queensland
3161305,3,1045,964.4785,952.35535,995.06464,3498,Southport,4215,Queensland
3161310,3,531,1021.3898,1057.9797,977.1674,3451,Ashmore,4215,Queensland
1161401,1,659,941.81165,941.99316,953.2385,2200,Cootamundra (S),2590,New South Wales
1161509,1,252,1008.2955,968.8548,901.9277,7350,Temora (S),2666,New South Wales
3170804,3,259,943.7442,969.67926,1026.723,3462,Broadbeach,4217,Queensland
2170805,2,712,1109.3419999999999,1078.787,1094.7816,2120,Croydon (C),3136,Victoria
3161509,3,568,987.0232,1033.9784,906.99457,95,Albert (S) - Pt C,4207,Queensland
1161802,1,185,1034.4357,1004.7313,985.7406599999999,4300,Junee (S),2666,New South Wales
1162006,1,619,1015.8773,1030.5262,1069.2095,7750,Wagga Wagga (C),2650,New South Wales
1162301,1,515,1057.344,973.25464,1011.1092,7750,Wagga Wagga (C),2650,New South Wales
1162303,1,712,1056.4204,1015.8946,1028.3835,7750,Wagga Wagga (C),2650,New South Wales
1162308,1,1279,824.7726,900.4339,880.8754,7750,Wagga Wagga (C),2650,New South Wales
1162401,1,730,1063.9733,1083.3878,1005.1362,7750,Wagga Wagga (C),2650,New South Wales
1162406,1,708,944.319,956.79395,994.471,7750,Wagga Wagga (C),2650,New South Wales
1162513,1,764,1089.6587,1075.5631,1051.3859,7750,Wagga Wagga (C),2650,New South Wales
1162602,1,815,1026.7445,1002.8033,1042.0999,7750,Wagga Wagga (C),2650,New South Wales
1162603,1,720,879.8023699999999,890.4084,955.2655599999999,7750,Wagga Wagga (C),2650,New South Wales
1162809,1,263,997.6632699999999,942.1071,869.91846,7750,Wagga Wagga (C),2652,New South Wales
3170109,3,155,974.3046,948.55225,1041.484,3498,Southport,4215,Queensland
3170202,3,501,1058.3368,1070.1198,1041.4287,3498,Southport,4215,Queensland
2170806,2,579,1085.622,1083.8561,1027.8258,2120,Croydon (C),3136,Victoria
3170812,3,268,917.6981,904.04205,1036.53,3462,Broadbeach,4217,Queensland
2171005,2,530,1131.7045,1157.9532,1107.6837,6160,Ringwood (C),3134,Victoria
3171007,3,666,1007.735,999.3937400000001,977.0483,81,Mermaid Waters,4218,Queensland
2170302,2,570,971.69135,934.5067,946.04785,3361,Healesville (S) - Pt A,3777,Victoria
3170406,3,225,888.5697,923.7488400000001,984.0736,3503,Surfers Paradise,4217,Queensland
3170510,3,244,782.3319,807.7598,936.14185,3503,Surfers Paradise,4217,Queensland
3170511,3,265,769.4986,817.0463,929.3346,3503,Surfers Paradise,4217,Queensland
1170602,1,381,972.1558,917.8155,925.4075300000001,650,Berrigan (S),2714,New South Wales
1170607,1,502,1037.3837,994.5483,992.69116,650,Berrigan (S),2714,New South Wales
2170612,2,652,1121.5472,1131.9395,1069.4993,4240,Lillydale (S),3138,Victoria
2170708,2,516,1040.5314,1037.6191,1020.8041,2120,Croydon (C),3136,Victoria
3170709,3,248,923.684,913.47864,1028.0385,3503,Surfers Paradise,4217,Queensland
2170716,2,807,1163.755,1195.1621,1148.622,2120,Croydon (C),3136,Victoria
2170801,2,960,1123.6836,1095.6649,1113.8043,2120,Croydon (C),3136,Victoria
1171206,1,640,968.8081,932.1714,923.11224,2300,Corowa (S),2647,New South Wales
2171310,2,644,1128.5017,1150.2924,1135.934,2400,Doncaster & Templestowe (C),3113,Victoria
1171401,1,475,1057.6266,998.4119,978.20905,4050,Hume (S),2643,New South Wales
2171409,2,994,1188.2751,1264.1617,1202.938,2640,Eltham (S),3095,Victoria
3171501,3,1018,1019.8424,1062.6145,968.0725,68,Burleigh Waters,4220,Queensland
3171508,3,888,991.3681,1026.3788,976.68713,68,Burleigh Waters,4220,Queensland
1171702,1,723,902.6276,855.6060000000001,981.5397300000001,50,Albury (C),2640,New South Wales
3171702,3,910,981.91925,976.51605,943.6578400000001,84,Nerang,4211,Queensland
1171706,1,929,1080.8682,1054.5898,1099.4924,50,Albury (C),2640,New South Wales
1171905,1,546,979.59485,925.9121,1070.37,50,Albury (C),2640,New South Wales
3172106,3,212,853.1076,896.5721,946.3041400000001,3487,Palm Beach,4221,Queensland
1172108,1,499,995.4526,965.58374,1004.9791,50,Albury (C),2640,New South Wales
1172110,1,390,933.90356,864.2613,967.2533,50,Albury (C),2640,New South Wales
3172206,3,810,1018.393,1038.9603,991.1343,3474,Currumbin,4223,Queensland
3172301,3,523,876.3983,892.9197,887.07153,3506,Tugun,4224,Queensland
3172403,3,481,844.82855,864.6029,884.0738,3472,Coolangatta,4225,Queensland
3172404,3,487,832.26624,896.05255,910.19336,3472,Coolangatta,4225,Queensland
1180108,1,542,1147.7612,1166.5472,1163.0381,8650,Yarrowlumla (S),2620,New South Wales
3180108,3,1166,988.7117,1047.3436,930.8891,6200,Redcliffe (C),4020,Queensland
3180202,3,622,868.5373,879.33905,907.4053,6200,Redcliffe (C),4020,Queensland
3180305,3,519,847.27655,889.0794,920.14984,6200,Redcliffe (C),4020,Queensland
3180306,3,560,919.1105,943.6579,897.053,6200,Redcliffe (C),4020,Queensland
2180405,2,187,1128.4006,1061.7482,1063.1315,5722,Pakenham (S) - Pt B,3810,Victoria
2180407,2,774,1133.351,1073.2035,1093.4167,5722,Pakenham (S) - Pt B,3812,Victoria
1180408,1,235,1137.4385,1143.5833,1063.9253,6450,Queanbeyan (C),2620,New South Wales
1192104,1,420,887.3663300000001,889.28955,879.817,6950,Shoalhaven (C),2540,New South Wales
2180413,2,530,1078.4949,1090.4883,1038.8608,5722,Pakenham (S) - Pt B,3810,Victoria
