cd_code_06,usual_resident_population_,ier_score_2006,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_
2361404,748,1112,33173,9,89,VIC,8329,10,92
2380603,807,1106,32648,9,88,VIC,8216,10,91
2380701,940,1148,35491,10,95,VIC,8824,10,98
2380809,324,1016,20106,6,54,VIC,4896,6,54
2380906,458,1116,33510,9,90,VIC,8396,10,93
3041702,961,1051,25868,7,70,QLD,5097,7,69
3042206,536,935,8588,3,23,QLD,1576,3,22
3043002,538,968,12717,4,34,QLD,2422,4,33
2381305,672,1100,32053,9,86,VIC,8068,9,89
2381308,321,1178,36629,10,98,VIC,9026,10,100
3011711,378,1027,21893,6,59,QLD,4326,6,58
3020908,627,1035,23155,7,62,QLD,4596,7,62
3021010,110,1045,24790,7,67,QLD,4900,7,66
3080703,363,929,7921,3,22,QLD,1426,2,20
3030601,841,933,8328,3,23,QLD,1516,3,21
1413103,273,992,16271,5,44,NSW,5147,5,44
3030703,428,1041,24109,7,65,QLD,4766,7,64
3040107,488,992,16238,5,44,QLD,3118,5,42
3041018,391,1063,27666,8,74,QLD,5444,8,73
3041203,257,932,8312,3,23,QLD,1513,3,21
1420408,286,942,9368,3,26,NSW,3181,3,27
3043411,763,1123,34020,10,91,QLD,6767,10,91
3050208,565,875,3482,1,10,QLD,555,1,8
3050209,708,964,12197,4,33,QLD,2311,4,31
3050705,266,1042,24407,7,66,QLD,4821,7,65
3051401,667,1007,18613,5,50,QLD,3608,5,49
3051817,239,1091,31193,9,84,QLD,6181,9,83
3071206,357,1096,31744,9,85,QLD,6301,9,85
3060208,540,1004,18064,5,49,QLD,3495,5,47
3060606,437,931,8165,3,22,QLD,1484,2,20
3061210,592,1028,22133,6,60,QLD,4371,6,59
3061810,39,1053,26120,7,70,QLD,5148,7,70
3061910,546,850,2400,1,7,QLD,351,1,5
3070611,231,907,5673,2,16,QLD,968,2,13
3071718,146,926,7637,3,21,QLD,1374,2,19
3071905,533,964,12211,4,33,QLD,2317,4,32
3080801,524,1104,32466,9,87,QLD,6437,9,87
3081203,191,1102,32280,9,87,QLD,6397,9,86
3100206,307,916,6555,2,18,QLD,1142,2,16
3102118,1173,922,7208,2,20,QLD,1281,2,18
3110405,1076,936,8722,3,24,QLD,1611,3,22
3111405,667,1028,22009,6,59,QLD,4349,6,59
3111912,789,925,7511,3,21,QLD,1347,2,19
3200305,575,935,8558,3,23,QLD,1568,3,22
1032110,382,873,3388,1,10,NSW,1246,2,11
3112101,166,1069,28541,8,77,QLD,5607,8,76
3112311,331,1140,35086,10,94,QLD,6999,10,94
3112702,367,1087,30788,9,83,QLD,6090,9,82
3120106,673,1049,25565,7,69,QLD,5045,7,68
3242301,115,890,4359,2,12,QLD,718,1,10
3120419,126,1059,26984,8,73,QLD,5317,8,72
3120815,928,1110,32977,9,89,QLD,6542,9,88
3120912,1072,1089,30945,9,83,QLD,6129,9,83
3121412,537,869,3122,1,9,QLD,482,1,7
3121608,802,974,13522,4,37,QLD,2589,4,35
3121806,525,1078,29689,8,80,QLD,5840,8,79
3121807,522,1055,26477,8,71,QLD,5213,7,70
3122201,1318,1045,24894,7,67,QLD,4918,7,66
3122211,616,1129,34432,10,92,QLD,6849,10,92
3122215,1120,1152,35737,10,96,QLD,7134,10,96
3242304,668,1015,19971,6,54,QLD,3902,6,53
3251509,161,701,399,1,2,QLD,38,1,1
3130315,424,1050,25613,7,69,QLD,5051,7,68
3131013,595,1048,25381,7,68,QLD,5014,7,68
3131202,724,795,1082,1,3,QLD,128,1,2
3131210,882,720,478,1,2,QLD,43,1,1
3131704,371,963,12013,4,33,QLD,2280,4,31
3142401,442,943,9499,3,26,QLD,1771,3,24
3131814,542,926,7564,3,21,QLD,1358,2,19
3132101,393,1038,23680,7,64,QLD,4699,7,63
3132304,364,942,9397,3,26,QLD,1748,3,24
3140502,960,947,10003,3,27,QLD,1861,3,25
3140515,707,992,16273,5,44,QLD,3126,5,42
3140612,398,1028,22139,6,60,QLD,4374,6,59
3141302,618,978,14080,4,38,QLD,2687,4,37
3141901,216,1051,25878,7,70,QLD,5099,7,69
3151002,476,887,4193,2,12,QLD,687,1,10
3151603,732,883,3963,2,11,QLD,652,1,9
3151715,688,1104,32426,9,87,QLD,6427,9,87
3160512,706,1207,37213,10,100,QLD,7415,10,100
3161202,166,934,8487,3,23,QLD,1550,3,21
3161305,456,916,6534,2,18,QLD,1136,2,16
3170109,478,1031,22472,6,60,QLD,4451,6,60
3202211,572,961,11725,4,32,QLD,2217,3,30
1032310,309,912,6135,2,17,NSW,2165,2,19
3170202,1104,1126,34228,10,92,QLD,6806,10,92
3170709,193,940,9206,3,25,QLD,1715,3,23
3170804,400,1106,32687,9,88,QLD,6483,9,87
3170812,170,1009,18963,6,51,QLD,3684,5,50
3170912,180,812,1371,1,4,QLD,173,1,3
3171007,225,1020,20734,6,56,QLD,4074,6,55
3171010,174,1021,20853,6,56,QLD,4101,6,55
3171011,205,934,8547,3,23,QLD,1565,3,21
4092003,54,916,6573,2,18,SA ,772,3,25
3172106,642,1081,30046,9,81,QLD,5913,8,80
3181801,642,1004,18135,5,49,QLD,3517,5,48
3190908,83,943,9534,3,26,QLD,1775,3,24
3191206,348,957,11237,3,30,QLD,2126,3,29
3191210,698,1188,36878,10,99,QLD,7358,10,99
1041409,83,1047,25144,7,68,NSW,7505,7,64
3180108,503,1139,35025,10,94,QLD,6986,10,94
1041604,270,1006,18423,5,50,NSW,5732,5,49
1041911,116,1065,27892,8,75,NSW,8360,8,71
1050706,208,991,16010,5,43,NSW,5065,5,43
3202414,547,1100,32129,9,86,QLD,6367,9,86
3210505,185,1041,24156,7,65,QLD,4772,7,64
3210713,336,1034,23020,7,62,QLD,4572,7,62
3211106,651,1020,20677,6,56,QLD,4064,6,55
3220314,493,852,2479,1,7,QLD,364,1,5
3220607,500,1055,26512,8,71,QLD,5221,7,70
3230607,455,1092,31265,9,84,QLD,6192,9,84
3230713,251,888,4235,2,12,QLD,693,1,10
3230813,702,1092,31257,9,84,QLD,6191,9,84
3230911,925,1177,36583,10,98,QLD,7305,10,98
3231004,509,1020,20818,6,56,QLD,4091,6,55
3231909,416,944,9703,3,26,QLD,1807,3,25
3232311,520,1155,35816,10,96,QLD,7147,10,96
3240404,497,931,8151,3,22,QLD,1481,2,20
3240906,741,997,16934,5,46,QLD,3245,5,44
3241006,996,1071,28717,8,77,QLD,5639,8,76
3242203,348,931,8117,3,22,QLD,1471,2,20
3251711,761,921,7041,2,19,QLD,1238,2,17
3252309,879,1112,33177,9,89,QLD,6584,9,89
3252613,655,835,1924,1,6,QLD,267,1,4
3260202,704,1109,32885,9,88,QLD,6529,9,88
3260502,1215,1124,34067,10,91,QLD,6775,10,91
3260605,895,1128,34332,10,92,QLD,6828,10,92
3260809,1255,1038,23772,7,64,QLD,4708,7,64
3262203,421,773,803,1,3,QLD,79,1,2
4011210,530,910,5970,2,16,SA ,710,3,23
4012407,512,790,1008,1,3,SA ,172,1,6
4020106,130,601,169,1,1,SA ,10,1,1
4021106,483,792,1033,1,3,SA ,175,1,6
4040304,183,1023,21288,6,57,SA ,2191,7,69
4051409,435,1030,22446,6,60,SA ,2294,8,73
4051410,274,762,715,1,2,SA ,117,1,4
4060707,377,893,4585,2,13,SA ,568,2,18
4091810,692,1012,19412,6,52,SA ,2042,7,65
4071515,713,1074,29199,8,78,SA ,2829,9,89
4080106,288,1041,24146,7,65,SA ,2444,8,77
4080702,535,997,16992,5,46,SA ,1821,6,58
4080903,488,793,1044,1,3,SA ,177,1,6
4090109,407,931,8178,3,22,SA ,931,3,30
4090411,557,971,13152,4,36,SA ,1430,5,45
4090605,167,1023,21167,6,57,SA ,2184,7,69
4090805,388,1034,23034,7,62,SA ,2348,8,74
4092212,184,865,2965,1,8,SA ,394,2,13
4100806,723,1047,25206,7,68,SA ,2520,8,80
4100903,407,945,9743,3,27,SA ,1084,4,35
4101209,450,917,6651,2,18,SA ,783,3,25
4101511,395,907,5714,2,16,SA ,682,3,22
4102308,372,1016,20124,6,54,SA ,2107,7,67
4102403,164,1012,19518,6,53,SA ,2050,7,65
4102409,296,881,3863,2,11,SA ,490,2,16
4111411,182,1126,34232,10,92,SA ,3110,10,98
4111701,459,1030,22308,6,60,SA ,2289,8,73
4120201,510,928,7832,3,21,SA ,892,3,29
4121506,361,1001,17610,5,48,SA ,1879,6,60
4130202,765,1024,21398,6,58,SA ,2208,7,70
4130509,612,1017,20261,6,55,SA ,2121,7,67
4131007,808,1086,30630,9,82,SA ,2911,10,92
4131406,474,955,10984,3,30,SA ,1204,4,38
4132010,332,914,6317,2,17,SA ,746,3,24
4140406,570,1065,27849,8,75,SA ,2726,9,86
4142109,330,962,11963,4,32,SA ,1300,5,41
5010716,111,634,241,1,1,WA ,58,1,2
5011002,729,1039,23871,7,64,WA ,2215,6,56
5020207,567,804,1205,1,4,WA ,130,1,4
5020801,34,1037,23480,7,63,WA ,2164,6,55
5100307,504,1035,23199,7,62,WA ,2135,6,54
5022002,49,1039,23845,7,64,WA ,2211,6,56
5100701,266,925,7449,2,20,WA ,625,2,16
5022506,654,867,3059,1,9,WA ,255,1,7
5022801,231,1060,27202,8,73,WA ,2591,7,66
5030129,412,1110,33003,9,89,WA ,3348,9,85
5030422,443,1017,20316,6,55,WA ,1817,5,46
5031116,450,1109,32887,9,88,WA ,3328,9,84
5031205,830,1125,34156,10,92,WA ,3511,9,89
5031414,620,1089,31033,9,83,WA ,3071,8,78
5031502,589,1034,22966,7,62,WA ,2107,6,53
5031717,600,1045,24810,7,67,WA ,2317,6,59
5102014,484,1122,33984,10,91,WA ,3486,9,88
5040205,529,980,14355,4,39,WA ,1226,4,31
5041409,289,1027,21976,6,59,WA ,1997,6,51
5041608,520,979,14212,4,38,WA ,1214,4,31
5042204,462,1055,26429,8,71,WA ,2507,7,63
5110204,477,1048,25400,7,68,WA ,2394,7,61
5043606,507,972,13230,4,36,WA ,1114,3,28
5050510,866,1120,33815,10,91,WA ,3456,9,87
5050612,315,1048,25380,7,68,WA ,2391,7,61
5060125,346,1024,21431,6,58,WA ,1931,5,49
5111915,753,999,17397,5,47,WA ,1522,4,39
5051010,701,952,10663,3,29,WA ,899,3,23
5060904,344,1004,18072,5,49,WA ,1587,4,40
5061002,467,831,1801,1,5,WA ,166,1,5
5120804,350,977,14002,4,38,WA ,1202,4,31
5121706,424,960,11651,4,32,WA ,983,3,25
5051611,642,961,11715,4,32,WA ,986,3,25
5051703,331,1084,30456,9,82,WA ,2995,8,76
5051708,223,950,10443,3,28,WA ,881,3,23
5052207,461,982,14748,4,40,WA ,1266,4,32
5061409,112,1027,21934,6,59,WA ,1991,6,51
5061711,761,1026,21729,6,59,WA ,1965,5,50
5080710,451,971,13149,4,36,WA ,1105,3,28
5081010,758,1023,21203,6,57,WA ,1906,5,48
5081717,297,1034,23111,7,62,WA ,2126,6,54
5062007,481,1101,32192,9,86,WA ,3241,9,82
5062151,127,1166,36266,10,97,WA ,3827,10,97
5070713,714,1100,32093,9,86,WA ,3224,9,81
5071308,695,945,9739,3,26,WA ,810,3,21
5081732,120,1134,34727,10,93,WA ,3602,10,91
5090206,418,1086,30700,9,82,WA ,3033,8,77
5091505,184,872,3311,1,9,WA ,269,1,7
5091604,480,993,16447,5,44,WA ,1436,4,37
5091605,580,908,5830,2,16,WA ,494,2,13
5092513,466,991,16138,5,44,WA ,1401,4,36
5092814,248,980,14380,4,39,WA ,1230,4,31
5093014,364,1107,32767,9,88,WA ,3308,9,84
5100302,591,1067,28217,8,76,WA ,2705,7,68
5110211,714,1052,25951,7,70,WA ,2451,7,62
5110508,1034,1111,33122,9,89,WA ,3365,9,85
5110912,593,922,7163,2,20,WA ,607,2,16
5111301,420,1066,28002,8,75,WA ,2674,7,68
5111309,652,1058,26856,8,72,WA ,2553,7,65
5111712,1162,1020,20739,6,56,WA ,1858,5,47
5111909,744,1017,20181,6,54,WA ,1804,5,46
5121910,604,1029,22189,6,60,WA ,2021,6,51
5130601,413,1053,26063,7,70,WA ,2464,7,62
5131109,552,1019,20566,6,55,WA ,1839,5,47
5131806,356,985,15109,5,41,WA ,1298,4,33
6010303,346,974,13562,4,37,TAS,582,6,56
6021308,604,943,9567,3,26,TAS,410,4,40
1421603,928,1056,26634,8,72,NSW,7946,7,68
6020206,207,1007,18587,5,50,TAS,772,8,74
6020607,432,768,763,1,3,TAS,30,1,3
6020909,142,942,9438,3,26,TAS,402,4,39
6020911,269,931,8208,3,22,TAS,355,4,34
1031009,346,1053,26146,7,70,NSW,7793,7,66
1031305,168,1039,23922,7,64,NSW,7138,7,61
6022202,569,929,7914,3,22,TAS,339,4,33
6022307,110,1011,19364,6,52,TAS,796,8,77
6030306,305,963,12042,4,33,TAS,514,5,50
6030414,252,974,13500,4,37,TAS,577,6,56
6040203,156,938,8970,3,24,TAS,385,4,37
6040208,635,989,15813,5,43,TAS,672,7,65
6041005,388,913,6225,2,17,TAS,281,3,27
1251208,479,970,13043,4,35,NSW,4261,4,37
6041109,811,1025,21618,6,58,TAS,860,9,83
6041501,426,958,11374,4,31,TAS,488,5,47
6050503,337,938,8924,3,24,TAS,383,4,37
6050803,558,987,15536,5,42,TAS,659,7,64
1031612,782,919,6863,2,19,NSW,2393,3,21
6051505,531,965,12290,4,33,TAS,524,6,51
6051802,337,1001,17657,5,48,TAS,736,8,71
8010521,1067,1124,34117,10,92,ACT,419,9,81
7011201,857,963,12072,4,33,NT ,171,5,48
7011601,391,1095,31617,9,85,NT ,335,10,94
7012205,378,1006,18456,5,50,NT ,227,7,64
7020204,558,983,14815,4,40,NT ,199,6,56
1021407,421,925,7521,3,21,NSW,2583,3,22
1030303,127,1040,23957,7,64,NSW,7151,7,61
8011501,698,1042,24331,7,65,ACT,216,5,42
8011903,466,860,2754,1,8,ACT,16,1,4
8012601,799,1086,30658,9,82,ACT,337,7,65
8013006,504,870,3185,1,9,ACT,19,1,4
8020306,436,1155,35826,10,96,ACT,467,9,90
8021410,700,1008,18808,6,51,ACT,136,3,27
8022402,822,1036,23305,7,63,ACT,200,4,39
8023201,739,1049,25441,7,68,ACT,235,5,45
1012301,583,900,5158,2,14,NSW,1832,2,16
1020311,563,1014,19799,6,53,NSW,6081,6,52
1020402,556,931,8103,3,22,NSW,2773,3,24
1030908,457,776,831,1,3,NSW,252,1,3
1050910,573,881,3791,2,11,NSW,1378,2,12
1051807,714,1036,23361,7,63,NSW,6985,6,60
1060506,297,904,5467,2,15,NSW,1931,2,17
1060803,543,989,15835,5,43,NSW,5012,5,43
1061704,323,783,916,1,3,NSW,285,1,3
1061710,430,979,14289,4,39,NSW,4601,4,39
1070701,678,1007,18662,5,50,NSW,5791,5,50
1070709,417,1005,18387,5,50,NSW,5717,5,49
1070802,638,952,10693,3,29,NSW,3567,4,31
1071013,190,1057,26685,8,72,NSW,7962,7,68
1071109,729,941,9286,3,25,NSW,3153,3,27
1080108,773,914,6379,2,18,NSW,2245,2,20
8012902,304,933,8401,3,23,ACT,43,1,9
1081107,723,907,5713,2,16,NSW,2014,2,18
1081501,586,944,9684,3,26,NSW,3268,3,28
1090607,638,983,14883,4,40,NSW,4756,5,41
1090711,369,926,7540,3,21,NSW,2592,3,22
1090909,353,1008,18831,6,51,NSW,5834,5,50
1091010,722,988,15662,5,42,NSW,4953,5,42
1091612,247,1046,24994,7,67,NSW,7453,7,64
1092206,640,862,2846,1,8,NSW,1046,1,9
1110505,620,843,2170,1,6,NSW,791,1,7
1110602,322,908,5798,2,16,NSW,2047,2,18
1092610,704,1046,25054,7,67,NSW,7475,7,64
1100806,804,948,10077,3,27,NSW,3389,3,29
1100912,323,872,3291,1,9,NSW,1208,2,11
1101803,275,983,14802,4,40,NSW,4739,5,41
1101806,522,830,1770,1,5,NSW,640,1,6
1102002,419,888,4298,2,12,NSW,1545,2,14
1110306,233,1025,21588,6,58,NSW,6512,6,56
1272308,652,1020,20758,6,56,NSW,6315,6,54
1111109,956,1152,35736,10,96,NSW,10961,10,93
1111409,377,991,16041,5,43,NSW,5083,5,44
1120109,934,1004,18044,5,49,NSW,5635,5,48
1121009,394,1053,26219,7,70,NSW,7818,7,67
1280406,551,1061,27329,8,73,NSW,8177,7,70
1120408,666,799,1138,1,4,NSW,373,1,4
1131812,726,983,14921,4,40,NSW,4768,5,41
1140106,309,1073,29001,8,78,NSW,8688,8,74
1121513,566,1116,33467,9,90,NSW,10157,9,86
1121710,468,1033,22890,7,62,NSW,6864,6,59
1122411,605,1035,23267,7,63,NSW,6959,6,59
1131212,265,1015,19965,6,54,NSW,6126,6,52
1131603,796,979,14184,4,38,NSW,4574,4,39
3200814,537,1077,29546,8,79,QLD,5820,8,79
1140303,360,1070,28548,8,77,NSW,8549,8,73
1140609,145,1030,22342,6,60,NSW,6708,6,57
1140703,351,867,3052,1,9,NSW,1128,1,10
1140811,528,1001,17558,5,47,NSW,5507,5,47
1141304,116,1031,22475,7,61,NSW,6750,6,58
1241109,848,1141,35113,10,94,NSW,10709,10,91
1241906,340,1046,25032,7,67,NSW,7465,7,64
1141706,223,973,13425,4,36,NSW,4376,4,38
1150409,158,1049,25431,7,68,NSW,7580,7,65
1151001,378,843,2172,1,6,NSW,793,1,7
1151907,121,1022,21043,6,57,NSW,6387,6,55
1152401,194,985,15140,5,41,NSW,4823,5,41
1160207,545,962,11969,4,32,NSW,3964,4,34
1243205,521,981,14519,4,39,NSW,4663,4,40
1161405,713,1002,17719,5,48,NSW,5540,5,47
1161811,550,1006,18459,5,50,NSW,5742,5,49
1161909,562,899,5060,2,14,NSW,1796,2,16
1171205,179,969,12918,4,35,NSW,4223,4,36
1171613,942,1071,28733,8,77,NSW,8599,8,73
1180807,260,941,9314,3,25,NSW,3161,3,27
1181502,263,957,11224,3,30,NSW,3731,4,32
1431609,380,1050,25639,7,69,NSW,7641,7,65
1181609,326,947,9970,3,27,NSW,3356,3,29
1182604,572,965,12355,4,33,NSW,4075,4,35
1190107,495,1130,34470,10,93,NSW,10493,9,89
1190811,913,1059,27065,8,73,NSW,8087,7,69
1191010,1004,1010,19193,6,52,NSW,5939,6,51
1191405,1062,1039,23879,7,64,NSW,7125,7,61
1191807,720,913,6296,2,17,NSW,2220,2,19
1243312,255,827,1714,1,5,NSW,617,1,6
1192010,737,955,10974,3,30,NSW,3658,4,31
1200207,737,1097,31801,9,85,NSW,9581,9,82
1210101,774,1004,18146,5,49,NSW,5659,5,48
1210702,499,942,9467,3,26,NSW,3207,3,28
1211210,296,869,3147,1,9,NSW,1160,1,10
1251102,602,1064,27811,8,75,NSW,8326,8,71
1220302,869,932,8302,3,23,NSW,2843,3,25
1220310,554,1050,25624,7,69,NSW,7636,7,65
1220405,389,925,7423,2,20,NSW,2548,3,22
1220407,411,861,2779,1,8,NSW,1018,1,9
1221108,1026,1055,26502,8,71,NSW,7904,7,67
1221110,389,1011,19342,6,52,NSW,5978,6,51
1222201,488,1027,21965,6,59,NSW,6595,6,56
1230209,405,1083,30348,9,82,NSW,9128,8,78
3240903,439,1059,27035,8,73,QLD,5326,8,72
1230311,684,1174,36506,10,98,NSW,11282,10,96
1231306,527,1109,32890,9,88,NSW,9946,9,85
1250511,764,1230,37400,10,100,NSW,11771,10,100
1231308,553,1067,28219,8,76,NSW,8457,8,72
1231802,833,873,3368,1,9,NSW,1240,2,11
1240209,873,1113,33232,9,89,NSW,10071,9,86
1250504,468,1164,36204,10,97,NSW,11149,10,95
1251304,851,1182,36726,10,99,NSW,11393,10,97
1251603,539,1143,35224,10,95,NSW,10750,10,92
2210706,754,951,10515,3,29,VIC,2295,3,26
1251705,682,1232,37406,10,100,NSW,11774,10,100
1251708,1229,913,6221,2,17,NSW,2202,2,19
1260301,1324,1248,37447,10,100,NSW,11807,10,100
1260709,695,1148,35508,10,95,NSW,10854,10,92
1261305,919,1131,34540,10,93,NSW,10517,9,90
1270504,870,827,1699,1,5,NSW,609,1,6
1270904,812,978,14071,4,38,NSW,4540,4,39
1271707,442,949,10227,3,28,NSW,3435,3,30
1272204,513,1018,20481,6,55,NSW,6251,6,53
1280602,780,870,3164,1,9,NSW,1168,1,10
1280603,529,806,1226,1,4,NSW,407,1,4
1290201,823,1045,24924,7,67,NSW,7433,7,63
1290213,320,991,16117,5,44,NSW,5107,5,44
1290911,429,811,1344,1,4,NSW,464,1,4
1290912,1332,1162,36127,10,97,NSW,11116,10,95
1291409,798,1164,36211,10,97,NSW,11155,10,95
1291801,625,1063,27602,8,74,NSW,8263,7,70
1310508,631,1124,34113,10,92,NSW,10368,9,88
3010903,440,876,3549,1,10,QLD,566,1,8
1300611,863,1041,24134,7,65,NSW,7206,7,62
1301003,551,1051,25810,7,69,NSW,7690,7,66
1301304,436,965,12380,4,34,NSW,4083,4,35
1390508,334,1085,30555,9,82,NSW,9182,8,78
1310704,643,1137,34884,10,94,NSW,10636,10,91
1311303,649,1150,35628,10,96,NSW,10909,10,93
1311904,353,949,10194,3,28,NSW,3425,3,29
1312013,356,1074,29212,8,78,NSW,8758,8,75
1312109,469,1038,23606,7,64,NSW,7058,6,60
1320502,917,928,7819,3,21,NSW,2684,3,23
1320702,802,932,8247,3,23,NSW,2818,3,24
1321410,676,807,1254,1,4,NSW,419,1,4
1330102,607,1102,32270,9,87,NSW,9754,9,83
1331004,685,1184,36781,10,99,NSW,11423,10,97
1331810,699,1001,17642,5,48,NSW,5523,5,47
1331901,392,989,15731,5,42,NSW,4977,5,43
1333009,815,945,9760,3,27,NSW,3296,3,28
1340106,364,812,1359,1,4,NSW,469,1,4
1340206,884,957,11272,4,31,NSW,3746,4,32
1350606,273,839,2031,1,6,NSW,739,1,7
1351005,750,966,12444,4,34,NSW,4099,4,35
1362202,796,1061,27310,8,73,NSW,8169,7,70
1370609,447,1209,37226,10,100,NSW,11665,10,99
1380212,365,1068,28335,8,76,NSW,8488,8,72
1380311,323,1076,29482,8,79,NSW,8845,8,75
1380410,511,945,9805,3,27,NSW,3310,3,29
1380608,1010,1046,25060,7,67,NSW,7477,7,64
1381004,663,1090,31071,9,83,NSW,9349,8,80
1381710,661,1233,37409,10,100,NSW,11777,10,100
1382002,194,988,15650,5,42,NSW,4948,5,42
1382308,698,822,1569,1,5,NSW,557,1,5
1390204,355,1084,30440,9,82,NSW,9156,8,78
1390207,739,1063,27607,8,74,NSW,8265,7,70
1390212,345,1105,32561,9,87,NSW,9840,9,84
1391302,512,1220,37341,10,100,NSW,11736,10,100
1391704,211,1013,19539,6,53,NSW,6030,6,52
1401001,486,1107,32752,9,88,NSW,9898,9,84
1401407,305,1098,31871,9,86,NSW,9608,9,82
1402023,989,872,3325,1,9,NSW,1223,2,11
1410303,594,1048,25410,7,68,NSW,7573,7,65
1410504,934,925,7456,2,20,NSW,2556,3,22
1410704,261,841,2092,1,6,NSW,763,1,7
1410812,370,1011,19362,6,52,NSW,5985,6,51
1411206,601,975,13729,4,37,NSW,4452,4,38
1411312,627,929,7916,3,22,NSW,2719,3,24
1411613,417,981,14619,4,40,NSW,4694,4,40
1411810,494,1022,21057,6,57,NSW,6389,6,55
1421903,481,996,16873,5,46,NSW,5314,5,45
1430711,260,1173,36465,10,98,NSW,11268,10,96
1430803,851,1047,25229,7,68,NSW,7527,7,64
1430906,305,1080,29997,9,81,NSW,9006,8,77
1431008,495,1141,35131,10,94,NSW,10717,10,91
1431308,840,929,7893,3,22,NSW,2712,3,23
1440304,498,1087,30816,9,83,NSW,9263,8,79
1441703,377,1057,26734,8,72,NSW,7974,7,68
1442209,404,1029,22162,6,60,NSW,6655,6,57
2011706,596,932,8227,3,22,VIC,1742,2,20
2011805,441,880,3717,1,10,VIC,672,1,8
2020206,780,915,6410,2,18,VIC,1290,2,15
2021113,501,1030,22332,6,60,VIC,5551,7,62
2030408,690,1066,27992,8,75,VIC,7100,8,79
2031515,202,994,16472,5,44,VIC,3880,5,43
2032114,287,1001,17658,5,48,VIC,4209,5,47
2032306,562,926,7554,3,21,VIC,1587,2,18
2040408,545,947,9988,3,27,VIC,2168,3,24
2040501,452,982,14731,4,40,VIC,3413,4,38
2051408,174,981,14484,4,39,VIC,3345,4,37
2060204,182,1087,30743,9,83,VIC,7775,9,86
2070206,444,866,3020,1,9,VIC,536,1,6
2071312,411,885,4095,2,11,VIC,758,1,9
2071507,311,891,4414,2,12,VIC,830,1,10
2070709,205,1048,25296,7,68,VIC,6384,8,71
2071213,466,881,3803,2,11,VIC,688,1,8
2071217,225,1019,20577,6,55,VIC,5030,6,56
2071310,719,945,9811,3,27,VIC,2129,3,24
2080409,442,916,6523,2,18,VIC,1322,2,15
2081007,927,1078,29634,8,80,VIC,7510,9,83
2082006,198,1011,19237,6,52,VIC,4645,6,52
2090306,104,1039,23843,7,64,VIC,5971,7,66
2090401,231,1015,19981,6,54,VIC,4857,6,54
2091603,256,964,12126,4,33,VIC,2730,4,31
2101102,733,1010,19159,6,52,VIC,4623,6,51
2091806,162,1116,33546,9,90,VIC,8402,10,93
2092309,522,955,11046,3,30,VIC,2439,3,27
2092412,791,973,13395,4,36,VIC,3043,4,34
2100204,143,1002,17708,5,48,VIC,4223,5,47
2100303,497,910,5958,2,16,VIC,1186,2,14
2100607,467,967,12592,4,34,VIC,2854,4,32
2130411,767,896,4866,2,13,VIC,938,2,11
2101108,661,1010,19179,6,52,VIC,4630,6,51
2101408,295,1092,31300,9,84,VIC,7907,9,87
2111403,844,963,11996,4,33,VIC,2696,3,30
2112705,342,786,947,1,3,VIC,138,1,2
2120409,833,923,7277,2,20,VIC,1508,2,17
2120504,528,965,12245,4,33,VIC,2764,4,31
2120724,477,1156,35892,10,96,VIC,8899,10,98
2140105,1151,944,9631,3,26,VIC,2080,3,23
2151704,733,1026,21660,6,58,VIC,5364,6,59
2160104,459,1081,30108,9,81,VIC,7626,9,84
2211118,398,967,12551,4,34,VIC,2844,4,32
2160408,539,1115,33441,9,90,VIC,8382,10,93
2161604,1130,1008,18811,6,51,VIC,4523,5,50
2161703,521,974,13570,4,37,VIC,3082,4,34
2170404,472,1007,18693,5,50,VIC,4493,5,50
2170812,119,958,11385,4,31,VIC,2523,3,28
2171004,535,921,7101,2,19,VIC,1459,2,17
2210502,470,988,15649,5,42,VIC,3680,5,41
2190213,278,1071,28777,8,77,VIC,7307,9,81
2192109,539,1104,32492,9,87,VIC,8175,9,90
2200503,172,959,11504,4,31,VIC,2558,3,29
2201003,388,902,5341,2,15,VIC,1039,2,12
2201102,447,1049,25481,7,69,VIC,6437,8,71
2210412,500,1126,34231,10,92,VIC,8567,10,95
2211618,271,1009,19015,6,51,VIC,4584,6,51
2211904,260,962,11849,4,32,VIC,2654,3,30
2212010,143,1047,25216,7,68,VIC,6359,7,70
2212201,615,1174,36507,10,98,VIC,9011,10,100
2212318,603,1077,29568,8,79,VIC,7487,9,83
2272209,581,905,5559,2,15,VIC,1093,2,13
2273304,616,1032,22776,7,61,VIC,5665,7,63
2280114,242,903,5389,2,15,VIC,1054,2,12
2280407,670,1001,17681,5,48,VIC,4216,5,47
2220303,776,1007,18600,5,50,VIC,4464,5,50
2220701,564,876,3560,1,10,VIC,640,1,8
2221209,484,908,5833,2,16,VIC,1157,2,13
2230110,775,1085,30502,9,82,VIC,7718,9,85
2230204,421,1092,31333,9,84,VIC,7916,9,88
2230703,295,910,5966,2,16,VIC,1188,2,14
2231115,914,1030,22357,6,60,VIC,5554,7,62
2231404,576,1040,24085,7,65,VIC,6033,7,67
2280509,174,1029,22287,6,60,VIC,5540,7,61
2280707,416,1009,18972,6,51,VIC,4572,6,51
2240102,984,1119,33740,10,91,VIC,8451,10,93
