cd_code_06,usual_resident_population_,irsd_score_2006,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_
5022315,200,1055,25481,7,69,WA ,2511,7,64
5022905,661,924,6853,2,19,WA ,599,2,16
5023305,547,948,9250,3,25,WA ,806,3,21
5030121,717,1111,34094,10,92,WA ,3586,10,91
2300701,684,1054,25304,7,68,VIC,5863,7,65
5020301,147,914,6120,2,17,WA ,529,2,14
5031704,293,1105,33316,9,89,WA ,3483,9,88
5071403,454,929,7341,2,20,WA ,639,2,17
5030617,80,922,6684,2,18,WA ,575,2,15
5030632,1018,1114,34412,10,92,WA ,3616,10,91
5031606,706,1143,36691,10,98,WA ,3904,10,99
2300802,663,993,15043,5,41,VIC,3169,4,35
5032113,437,1043,23382,7,63,WA ,2275,6,58
5032117,638,1035,21907,6,59,WA ,2125,6,54
5040304,782,1038,22452,6,60,WA ,2188,6,55
5052302,279,1041,23116,7,62,WA ,2251,6,57
5060309,517,915,6169,2,17,WA ,532,2,14
5060313,668,922,6707,2,18,WA ,580,2,15
5060507,1020,1031,21227,6,57,WA ,2047,6,52
2371905,545,808,1406,1,4,VIC,212,1,3
5061407,72,995,15386,5,42,WA ,1448,4,37
5062011,989,909,5669,2,16,WA ,479,2,13
5070303,924,1138,36377,10,98,WA ,3866,10,98
5071505,982,943,8764,3,24,WA ,754,2,19
5071515,483,918,6371,2,18,WA ,549,2,14
5100316,609,986,13982,4,38,WA ,1290,4,33
5070309,228,1165,37353,10,100,WA ,3972,10,100
5070815,492,1095,31928,9,86,WA ,3307,9,84
5071005,585,966,11430,4,31,WA ,1032,3,26
2360611,329,1051,24828,7,67,VIC,5732,7,64
5071607,647,966,11337,4,31,WA ,1023,3,26
5080316,427,1059,26225,8,71,WA ,2579,7,65
5081109,410,1086,30739,9,83,WA ,3143,8,79
5081112,588,1075,28982,8,78,WA ,2928,8,74
5081710,639,1038,22578,7,61,WA ,2201,6,56
5081902,442,875,3562,1,10,WA ,302,1,8
5090107,524,1155,37144,10,100,WA ,3953,10,100
5090501,526,1111,34001,10,91,WA ,3573,9,90
5092313,515,1116,34610,10,93,WA ,3653,10,92
5100410,522,862,2949,1,8,WA ,250,1,7
5100810,688,1059,26206,7,70,WA ,2577,7,65
5101007,501,1061,26582,8,71,WA ,2621,7,66
5101303,347,964,11194,3,30,WA ,1007,3,26
5101608,549,989,14352,4,39,WA ,1328,4,34
5101713,642,1077,29383,8,79,WA ,2981,8,75
5101910,368,1085,30534,9,82,WA ,3123,8,79
5102106,497,1024,20111,6,54,WA ,1915,5,49
5102313,397,1072,28469,8,77,WA ,2861,8,72
5102411,595,1138,36401,10,98,WA ,3869,10,98
5102417,501,1076,29165,8,78,WA ,2956,8,75
2361105,288,1016,18683,5,50,VIC,4106,5,46
1401404,296,1113,34220,10,92,NSW,10449,9,89
5110412,762,1083,30219,9,81,WA ,3078,8,78
5110909,620,888,4254,2,12,WA ,366,1,10
5111406,601,1013,18240,5,49,WA ,1730,5,44
5111603,912,1053,25113,7,68,WA ,2464,7,62
5111616,631,1081,29978,9,81,WA ,3050,8,77
5112003,175,1053,25231,7,68,WA ,2477,7,63
5130713,767,1083,30191,9,81,WA ,3077,8,78
4092712,339,993,14998,5,41,SA ,1572,5,50
5112007,620,1005,16984,5,46,WA ,1613,5,41
5112010,607,935,7881,3,22,WA ,677,2,18
5112113,399,900,5015,2,14,WA ,418,2,11
5131402,310,898,4896,2,14,WA ,408,2,11
6010601,367,994,15116,5,41,TAS,622,6,60
3162106,450,999,15895,5,43,QLD,3254,5,44
5112127,944,1000,16135,5,44,WA ,1519,4,39
5120117,449,1147,36882,10,99,WA ,3925,10,99
5120202,847,1124,35371,10,95,WA ,3748,10,95
5120803,179,1074,28875,8,78,WA ,2917,8,74
5120901,907,1087,30846,9,83,WA ,3160,8,80
5121313,298,998,15814,5,43,WA ,1497,4,38
5130507,472,847,2407,1,7,WA ,199,1,5
6010908,383,933,7731,3,21,TAS,356,4,35
2362105,642,1047,24088,7,65,VIC,5554,7,62
3162307,141,1078,29448,8,79,QLD,6137,9,83
6011401,357,871,3348,1,9,TAS,162,2,16
6011803,530,1038,22457,6,60,TAS,843,9,81
6020303,353,992,14839,4,40,TAS,611,6,59
6020308,328,1015,18533,5,50,TAS,728,7,70
1332206,802,1028,20772,6,56,NSW,6575,6,56
3162416,239,954,9933,3,27,QLD,1933,3,26
6020608,402,832,1952,1,6,TAS,83,1,8
6021401,645,894,4586,2,13,TAS,214,3,21
1350204,851,827,1820,1,5,NSW,650,1,6
6032306,429,673,416,1,2,TAS,17,1,2
6040101,409,906,5459,2,15,TAS,264,3,26
6040602,606,881,3885,2,11,TAS,183,2,18
6040901,501,829,1867,1,5,TAS,79,1,8
1332213,806,1019,19220,6,52,NSW,6147,6,53
6040904,462,954,9926,3,27,TAS,445,5,43
6041003,498,967,11579,4,31,TAS,503,5,49
2370110,845,854,2660,1,8,VIC,486,1,6
6051002,1132,1026,20366,6,55,TAS,787,8,76
6051107,786,1083,30190,9,81,TAS,980,10,94
6052003,313,903,5210,2,14,TAS,248,3,24
7012210,667,1053,25188,7,68,NT ,292,9,82
7013203,713,764,871,1,3,NT ,86,3,25
7014004,849,1038,22542,7,61,NT ,273,8,77
1370109,763,1161,37297,10,100,NSW,11718,10,100
7020401,325,1037,22367,6,60,NT ,271,8,76
8013802,354,920,6600,2,18,ACT,17,1,4
8014301,619,1153,37112,10,100,ACT,502,10,96
8020701,458,972,12217,4,33,ACT,37,1,8
8021601,791,1051,24860,7,67,ACT,173,4,34
1161809,678,1019,19296,6,52,NSW,6176,6,53
1162206,196,1097,32291,9,87,NSW,9824,9,84
2280402,384,1029,20934,6,56,VIC,4711,6,52
8022304,443,956,10208,3,28,ACT,24,1,5
8023005,612,1044,23692,7,64,ACT,151,3,29
8023602,493,1026,20350,6,55,ACT,96,2,19
8024405,433,1051,24864,7,67,ACT,174,4,34
1010501,97,1062,26905,8,72,NSW,8302,8,71
1020411,257,889,4332,2,12,NSW,1535,2,13
1021303,148,1110,33892,10,91,NSW,10337,9,88
1171007,391,1002,16493,5,45,NSW,5386,5,46
1030203,345,905,5360,2,15,NSW,1868,2,16
1030904,388,846,2370,1,7,NSW,870,1,8
1032205,465,969,11799,4,32,NSW,3997,4,34
1040703,157,1066,27423,8,74,NSW,8435,8,72
1041002,440,860,2882,1,8,NSW,1036,1,9
1421202,488,1012,18016,5,49,NSW,5792,5,50
1031101,169,1036,22089,6,59,NSW,6921,6,59
1050503,714,757,786,1,3,NSW,259,1,3
1050903,96,915,6194,2,17,NSW,2147,2,19
1050914,183,1051,24903,7,67,NSW,7730,7,66
1430211,635,1046,23960,7,64,NSW,7459,7,64
1051106,177,972,12222,4,33,NSW,4123,4,35
1060807,277,941,8532,3,23,NSW,2941,3,25
1070416,396,1148,36947,10,99,NSW,11537,10,98
1071106,234,983,13621,4,37,NSW,4536,4,39
1101711,494,1073,28618,8,77,NSW,8772,8,75
1101909,349,1091,31383,9,84,NSW,9561,9,81
1110101,351,1015,18541,5,50,NSW,5941,6,51
1080601,650,997,15615,5,42,NSW,5124,5,44
1080709,585,932,7621,3,21,NSW,2638,3,23
1080710,1279,959,10490,3,29,NSW,3614,4,31
1332407,895,969,11761,4,32,NSW,3979,4,34
5121612,317,970,11978,4,32,WA ,1083,3,28
1081008,685,884,4053,2,11,NSW,1446,2,13
1090203,529,729,616,1,2,NSW,191,1,2
1091108,336,763,853,1,3,NSW,283,1,3
1091401,230,890,4394,2,12,NSW,1561,2,14
1101305,270,877,3647,1,10,NSW,1302,2,12
1332704,908,999,15953,5,43,NSW,5227,5,45
1110108,110,834,1992,1,6,NSW,716,1,7
1111209,416,898,4885,2,14,NSW,1708,2,15
1111506,713,976,12630,4,34,NSW,4235,4,36
1111709,370,918,6410,2,18,NSW,2221,2,19
1332908,863,1032,21440,6,58,NSW,6754,6,58
1333110,983,1046,23908,7,64,NSW,7445,7,64
1340411,1538,905,5362,2,15,NSW,1869,2,16
1121211,674,1043,23403,7,63,NSW,7309,7,62
1121308,767,1022,19756,6,53,NSW,6302,6,54
1121706,299,818,1632,1,5,NSW,582,1,5
1340908,508,919,6466,2,18,NSW,2240,2,19
1430311,573,1002,16423,5,44,NSW,5362,5,46
2300906,860,1028,20700,6,56,VIC,4643,6,52
1122006,1132,1001,16287,5,44,NSW,5320,5,46
1122302,373,918,6385,2,18,NSW,2213,2,19
1122303,220,826,1790,1,5,NSW,640,1,6
1122307,416,897,4797,2,13,NSW,1682,2,15
1130105,123,988,14249,4,39,NSW,4720,4,40
1130603,373,1084,30404,9,82,NSW,9289,8,79
1140603,299,1127,35562,10,95,NSW,10937,10,93
1140606,496,1079,29628,8,80,NSW,9059,8,77
1141104,491,1051,24861,7,67,NSW,7717,7,66
1142106,496,1061,26599,8,72,NSW,8225,7,70
1152709,408,973,12241,4,33,NSW,4125,4,35
1171107,411,1107,33610,9,90,NSW,10232,9,87
1150803,216,1066,27474,8,74,NSW,8445,8,72
1161711,831,978,12946,4,35,NSW,4336,4,37
1171712,288,943,8709,3,24,NSW,3010,3,26
4091606,446,1037,22362,6,60,SA ,2150,7,68
1161208,165,1064,27164,8,73,NSW,8366,8,71
1161704,531,949,9342,3,25,NSW,3231,3,28
1430705,545,1106,33454,9,90,NSW,10176,9,87
1180104,718,1073,28685,8,77,NSW,8790,8,75
1181206,597,845,2320,1,7,NSW,853,1,8
1181901,500,993,15078,5,41,NSW,4963,5,43
1190806,468,1086,30715,9,82,NSW,9389,8,80
1191902,718,886,4130,2,12,NSW,1474,2,13
1431112,472,1010,17736,5,48,NSW,5718,5,49
1182205,702,909,5701,2,16,NSW,1966,2,17
1200813,400,1061,26657,8,72,NSW,8241,7,70
1190311,597,973,12334,4,33,NSW,4151,4,36
3050703,655,1001,16296,5,44,QLD,3365,5,46
3050708,426,983,13561,4,37,QLD,2717,4,37
1192207,663,881,3861,2,11,NSW,1379,2,12
1192510,556,1043,23388,7,63,NSW,7307,7,62
1192808,560,1053,25126,7,68,NSW,7798,7,67
1193009,832,1022,19737,6,53,NSW,6295,6,54
1200205,126,1063,26967,8,72,NSW,8316,8,71
1210314,459,906,5451,2,15,NSW,1892,2,17
1201608,564,1030,21125,6,57,NSW,6667,6,57
1210113,819,944,8770,3,24,NSW,3031,3,26
1210308,264,1002,16497,5,45,NSW,5387,5,46
2361203,426,1029,20862,6,56,VIC,4688,6,52
1210904,570,1035,22036,6,59,NSW,6906,6,59
1211402,246,927,7161,2,20,NSW,2487,3,22
1221105,123,1019,19128,6,52,NSW,6111,6,52
1221803,491,874,3536,1,10,NSW,1262,2,11
1230102,339,983,13622,4,37,NSW,4537,4,39
1230606,760,1056,25646,7,69,NSW,7953,7,68
1250806,555,1117,34672,10,93,NSW,10600,9,90
1240105,564,1144,36714,10,99,NSW,11438,10,97
1260808,491,1109,33798,10,91,NSW,10301,9,88
1270110,471,1020,19461,6,52,NSW,6216,6,53
1240203,979,1101,32792,9,88,NSW,9973,9,85
1240204,786,1129,35751,10,96,NSW,11022,10,94
1240612,468,1025,20298,6,55,NSW,6438,6,55
1270210,1019,998,15880,5,43,NSW,5205,5,45
1341005,584,957,10311,3,28,NSW,3562,4,31
1242403,888,1120,35022,10,94,NSW,10724,10,91
1242701,479,1119,34879,10,94,NSW,10671,10,91
1242709,386,1157,37205,10,100,NSW,11667,10,99
5092612,252,1104,33229,9,89,WA ,3470,9,88
1270406,744,783,1069,1,3,NSW,378,1,4
1270810,864,990,14525,4,39,NSW,4798,5,41
1271704,661,1018,18967,6,51,NSW,6056,6,52
1272101,539,1036,22248,6,60,NSW,6970,6,60
1280803,624,1042,23213,7,62,NSW,7252,7,62
1350208,541,900,5041,2,14,NSW,1759,2,15
1351411,448,888,4242,2,12,NSW,1509,2,13
1281702,756,1034,21764,6,59,NSW,6827,6,58
1281705,802,1060,26506,8,71,NSW,8206,7,70
1281707,567,1048,24376,7,66,NSW,7582,7,65
1301301,912,1153,37102,10,100,NSW,11619,10,99
1351806,625,982,13429,4,36,NSW,4469,4,38
1290803,885,977,12798,4,35,NSW,4292,4,37
1291102,735,1084,30422,9,82,NSW,9294,8,79
1291507,593,975,12594,4,34,NSW,4225,4,36
1300602,972,1106,33434,9,90,NSW,10168,9,87
1312103,380,976,12717,4,34,NSW,4266,4,37
1360205,519,1040,22907,7,62,NSW,7147,7,61
1310210,456,1079,29633,8,80,NSW,9061,8,77
1311406,613,1047,24194,7,65,NSW,7522,7,64
1312608,299,972,12140,4,33,NSW,4099,4,35
1321204,579,630,312,1,1,NSW,65,1,1
1321215,517,846,2365,1,7,NSW,869,1,8
1321503,656,816,1578,1,5,NSW,565,1,5
1361807,483,967,11471,4,31,NSW,3889,4,33
1362109,413,998,15874,5,43,NSW,5203,5,45
3111618,500,1001,16227,5,44,QLD,3340,5,45
1311505,508,1061,26581,8,71,NSW,8223,7,70
1312002,676,1090,31324,9,84,NSW,9541,9,81
1312012,314,996,15543,5,42,NSW,5103,5,44
2321810,256,1006,17053,5,46,VIC,3654,5,41
1321702,530,791,1167,1,4,NSW,412,1,4
1330201,768,1027,20581,6,55,NSW,6523,6,56
1330307,462,1007,17323,5,47,NSW,5607,5,48
1331201,675,889,4347,2,12,NSW,1541,2,14
1331409,467,924,6851,2,19,NSW,2375,3,21
1331912,526,840,2166,1,6,NSW,797,1,7
1332112,474,966,11363,4,31,NSW,3862,4,33
1360208,902,1095,32027,9,86,NSW,9745,9,83
1360501,422,946,9019,3,25,NSW,3114,3,27
1361007,521,1125,35438,10,95,NSW,10891,10,93
1361107,441,1120,34972,10,94,NSW,10705,10,91
1361109,807,1108,33646,9,90,NSW,10246,9,87
1361504,646,1018,19086,6,51,NSW,6100,6,52
1371109,894,1162,37311,10,100,NSW,11726,10,100
1371210,746,1136,36241,10,97,NSW,11236,10,96
1380801,861,1032,21367,6,58,NSW,6734,6,58
1381412,513,979,13075,4,35,NSW,4370,4,37
1381701,348,1101,32775,9,88,NSW,9964,9,85
1382103,316,1060,26351,8,71,NSW,8158,7,70
1382116,254,1105,33362,9,90,NSW,10137,9,86
3162011,703,1020,19314,6,52,QLD,4032,6,55
1382205,315,1128,35684,10,96,NSW,10989,10,94
1400803,519,1065,27379,8,74,NSW,8420,8,72
1411204,547,1011,17907,5,48,NSW,5755,5,49
1411405,541,981,13277,4,36,NSW,4428,4,38
1411505,628,957,10257,3,28,NSW,3549,4,31
1411610,289,1039,22776,7,61,NSW,7109,7,61
1412103,251,1137,36311,10,97,NSW,11266,10,96
1441006,495,1111,34035,10,91,NSW,10384,9,88
1441308,423,1094,31824,9,85,NSW,9695,9,83
2021206,146,764,868,1,3,VIC,114,1,2
3200502,763,962,10928,3,30,QLD,2127,3,29
1412111,645,1118,34801,10,93,NSW,10644,10,91
1412112,511,1138,36382,10,98,NSW,11299,10,96
1413008,707,1106,33474,9,90,NSW,10183,9,87
1413109,542,1105,33285,9,89,NSW,10110,9,86
1420304,769,1079,29611,8,80,NSW,9055,8,77
1420310,375,1051,24801,7,67,NSW,7707,7,66
1420401,565,967,11513,4,31,NSW,3901,4,34
2010510,594,1010,17696,5,48,VIC,3829,5,43
2010903,922,1023,19870,6,54,VIC,4426,5,49
2021115,226,1023,19978,6,54,VIC,4464,5,50
2011204,125,1074,28756,8,77,VIC,6838,8,76
2021414,296,1154,37125,10,100,VIC,9043,10,100
2040605,332,907,5521,2,15,VIC,1107,2,13
2041202,165,977,12785,4,35,VIC,2678,3,30
2041402,794,912,5907,2,16,VIC,1186,2,14
2041703,592,1044,23712,7,64,VIC,5449,6,60
2050207,172,1041,22984,7,62,VIC,5260,6,58
2060214,379,1144,36758,10,99,VIC,8966,10,99
2032311,452,1043,23422,7,63,VIC,5366,6,59
2060312,274,937,8100,3,22,VIC,1653,2,19
4130709,313,993,14981,4,40,SA ,1569,5,50
2061207,315,1107,33504,9,90,VIC,8163,9,90
2071109,748,1094,31855,9,86,VIC,7708,9,85
2071416,364,660,383,1,2,VIC,45,1,1
2071505,607,1030,21166,6,57,VIC,4768,6,53
2071601,263,966,11351,4,31,VIC,2352,3,26
2080106,281,1061,26537,8,71,VIC,6230,7,69
2081103,578,1001,16233,5,44,VIC,3449,4,38
2092501,460,910,5752,2,16,VIC,1153,2,13
2140206,678,866,3122,1,9,VIC,591,1,7
2081312,209,1039,22671,7,61,VIC,5173,6,57
2081606,443,891,4416,2,12,VIC,882,1,10
2081810,560,915,6190,2,17,VIC,1241,2,14
2092107,429,871,3340,1,9,VIC,636,1,7
2092301,451,994,15148,5,41,VIC,3188,4,36
2092605,322,1030,21048,6,57,VIC,4738,6,53
2110208,384,802,1318,1,4,VIC,198,1,3
2111105,650,992,14906,4,40,VIC,3136,4,35
2211407,307,974,12435,4,34,VIC,2611,3,29
2100102,293,1079,29584,8,79,VIC,7063,8,78
2101216,217,1097,32315,9,87,VIC,7829,9,87
2110106,726,1030,21065,6,57,VIC,4746,6,53
2110201,524,954,9964,3,27,VIC,2021,3,23
2230709,685,1027,20614,6,56,VIC,4611,6,51
2111302,343,1076,29127,8,78,VIC,6942,8,77
2111411,840,951,9605,3,26,VIC,1949,3,22
2112511,764,1032,21507,6,58,VIC,4851,6,54
2131107,792,819,1654,1,5,VIC,262,1,3
2231011,507,1042,23219,7,62,VIC,5312,6,59
2112608,620,887,4173,2,12,VIC,833,1,10
2120304,528,903,5243,2,14,VIC,1050,2,12
2120626,960,1084,30379,9,82,VIC,7287,9,81
2131303,666,928,7220,2,20,VIC,1447,2,16
2120731,712,1128,35668,10,96,VIC,8708,10,96
2120733,810,1101,32822,9,88,VIC,7987,9,88
2121308,129,1009,17596,5,47,VIC,3797,5,42
2130122,891,1085,30594,9,82,VIC,7353,9,81
2130801,353,839,2130,1,6,VIC,362,1,4
2130807,770,839,2149,1,6,VIC,368,1,5
2130910,485,894,4617,2,13,VIC,924,2,11
2231408,707,1079,29603,8,80,VIC,7073,8,78
2140503,800,785,1090,1,3,VIC,154,1,2
2140906,482,935,7933,3,22,VIC,1612,2,18
2141001,621,1007,17362,5,47,VIC,3732,5,42
2141107,510,1021,19558,6,53,VIC,4337,5,48
2150305,568,1069,27929,8,75,VIC,6626,8,73
2150311,545,1106,33432,9,90,VIC,8146,9,90
2151404,598,1090,31284,9,84,VIC,7534,9,83
2160213,618,1028,20806,6,56,VIC,4675,6,52
2231604,547,1047,24111,7,65,VIC,5558,7,62
2160322,856,1043,23425,7,63,VIC,5368,6,60
2161912,790,1107,33552,9,90,VIC,8179,9,90
2170911,801,1071,28330,8,76,VIC,6728,8,74
2171207,471,1058,25984,7,70,VIC,6062,7,67
2180310,750,1044,23597,7,63,VIC,5416,6,60
2190407,381,1046,23938,7,64,VIC,5516,7,61
2190805,854,967,11536,4,31,VIC,2400,3,27
2191511,272,998,15769,5,43,VIC,3340,4,37
2292106,719,1112,34176,10,92,VIC,8325,10,92
2180503,345,1026,20454,6,55,VIC,4579,6,51
2180601,131,994,15122,5,41,VIC,3182,4,35
2190111,254,1099,32628,9,88,VIC,7924,9,88
2200216,147,903,5252,2,15,VIC,1053,2,12
2200304,329,1097,32359,9,87,VIC,7841,9,87
2200912,479,862,2938,1,8,VIC,558,1,7
2201015,324,1044,23609,7,64,VIC,5419,6,60
2210709,726,1021,19577,6,53,VIC,4341,5,48
2210715,682,1091,31411,9,84,VIC,7573,9,84
2211011,510,1046,23984,7,65,VIC,5529,7,61
2292110,342,1101,32886,9,88,VIC,8006,9,89
2212317,601,1028,20752,6,56,VIC,4660,6,52
2212409,753,861,2906,1,8,VIC,550,1,7
2220109,862,1025,20206,6,54,VIC,4528,5,50
2220306,624,1146,36834,10,99,VIC,8983,10,99
2230509,570,1054,25433,7,68,VIC,5904,7,65
2231810,911,860,2867,1,8,VIC,544,1,6
2240416,813,1133,36107,10,97,VIC,8804,10,97
2251208,555,1059,26216,7,70,VIC,6138,7,68
2261301,425,1052,24990,7,67,VIC,5777,7,64
2261307,610,1099,32612,9,88,VIC,7920,9,88
2261702,693,1127,35607,10,96,VIC,8694,10,96
2270402,470,1101,32834,9,88,VIC,7990,9,88
2270805,796,1099,32534,9,87,VIC,7897,9,87
2273305,427,845,2345,1,7,VIC,416,1,5
2280106,630,1068,27825,8,75,VIC,6591,8,73
2281706,233,1080,29740,8,80,VIC,7120,8,79
2290608,485,1108,33661,9,90,VIC,8204,10,91
2290804,514,597,254,1,1,VIC,31,1,1
2291106,319,1116,34614,10,93,VIC,8444,10,93
2300809,124,913,6011,2,17,VIC,1202,2,14
2301209,713,1115,34527,10,93,VIC,8426,10,93
2302013,491,726,606,1,2,VIC,71,1,1
2310704,558,1033,21628,6,58,VIC,4895,6,54
2311011,186,997,15656,5,42,VIC,3316,4,37
2320405,484,1003,16611,5,45,VIC,3544,4,39
2321610,448,1028,20807,6,56,VIC,4676,6,52
2331110,744,960,10641,3,29,VIC,2177,3,24
2331213,524,967,11573,4,31,VIC,2412,3,27
2331909,643,1037,22290,6,60,VIC,5066,6,56
2340406,297,835,2023,1,6,VIC,339,1,4
3052505,220,970,11967,4,32,QLD,2343,4,32
2341307,542,1119,34922,10,94,VIC,8525,10,94
2341405,1447,1001,16383,5,44,VIC,3486,4,39
2341603,545,952,9700,3,26,VIC,1966,3,22
2341702,830,1051,24798,7,67,VIC,5724,7,63
2361501,749,1117,34727,10,93,VIC,8478,10,94
2342110,929,1040,22954,7,62,VIC,5253,6,58
2342111,1069,1079,29598,8,80,VIC,7070,8,78
2342318,904,998,15800,5,43,VIC,3347,4,37
2350312,503,1097,32305,9,87,VIC,7826,9,87
2350508,331,1123,35271,10,95,VIC,8609,10,95
2350806,319,1075,28997,8,78,VIC,6905,8,76
2351506,380,1089,31144,9,84,VIC,7492,9,83
2351701,490,1101,32885,9,88,VIC,8005,9,89
2360110,368,1097,32350,9,87,VIC,7838,9,87
2360509,374,1046,24062,7,65,VIC,5543,7,61
2370710,535,958,10455,3,28,VIC,2136,3,24
2370902,922,941,8477,3,23,VIC,1736,2,20
2371305,692,895,4678,2,13,VIC,940,2,11
2371704,230,1055,25527,7,69,VIC,5934,7,66
2371808,442,886,4169,2,12,VIC,831,1,10
2371809,503,887,4228,2,12,VIC,840,1,10
2380206,431,1022,19747,6,53,VIC,4388,5,49
2380310,825,1053,25151,7,68,VIC,5827,7,65
2380813,651,1044,23647,7,64,VIC,5426,6,60
2381015,644,1064,27191,8,73,VIC,6418,8,71
3010106,298,570,223,1,1,QLD,22,1,1
3060309,635,1010,17768,5,48,QLD,3724,5,50
4090612,370,1088,31046,9,83,SA ,2834,9,90
3010210,584,812,1500,1,5,QLD,199,1,3
3010923,176,919,6462,2,18,QLD,1203,2,17
3011114,492,839,2128,1,6,QLD,297,1,4
3011917,338,1111,33989,10,91,QLD,6959,10,94
3011919,1279,1065,27371,8,74,QLD,5715,8,77
3060415,826,983,13611,4,37,QLD,2731,4,37
5101311,419,929,7340,2,20,WA ,638,2,17
3012124,821,1103,33064,9,89,QLD,6814,10,92
3012502,468,1005,16996,5,46,QLD,3534,5,48
3030611,172,1016,18733,6,51,QLD,3917,6,53
3042804,551,913,5974,2,16,QLD,1109,2,15
3070503,617,999,15993,5,43,QLD,3281,5,44
3012503,353,1044,23695,7,64,QLD,4998,7,68
3020709,541,988,14227,4,38,QLD,2875,4,39
3021302,204,757,793,1,3,QLD,86,1,2
3021408,441,915,6152,2,17,QLD,1142,2,16
3043304,280,950,9542,3,26,QLD,1863,3,25
2300214,410,1011,17872,5,48,VIC,3879,5,43
3060602,725,850,2501,1,7,QLD,364,1,5
3061206,608,987,14099,4,38,QLD,2844,4,39
3061609,198,777,988,1,3,QLD,119,1,2
3062017,301,1076,29070,8,78,QLD,6062,9,82
3070218,597,1026,20479,6,55,QLD,4297,6,58
3070606,964,1082,30126,9,81,QLD,6267,9,85
3072302,222,919,6449,2,18,QLD,1201,2,17
3072506,665,914,6119,2,17,QLD,1136,2,16
3111614,914,1050,24648,7,66,QLD,5200,7,70
3081801,119,1033,21599,6,58,QLD,4535,7,61
3081805,223,1014,18420,5,50,QLD,3853,6,52
3090708,502,931,7511,3,21,QLD,1425,2,20
3090802,69,1068,27822,8,75,QLD,5808,8,78
3100706,343,1012,18066,5,49,QLD,3790,6,51
3102104,916,977,12819,4,35,QLD,2552,4,35
3111335,355,1087,30806,9,83,QLD,6389,9,86
3100124,569,869,3277,1,9,QLD,523,1,8
3100518,578,996,15470,5,42,QLD,3153,5,43
3110309,395,993,15046,5,41,QLD,3068,5,42
1360703,469,987,14098,4,38,NSW,4678,4,40
3110115,74,919,6492,2,18,QLD,1209,2,17
3110207,697,989,14356,4,39,QLD,2902,4,39
3110215,708,970,11907,4,32,QLD,2335,4,32
3112418,556,1036,22127,6,60,QLD,4656,7,63
3112603,413,1040,22924,7,62,QLD,4830,7,65
3121214,935,1135,36222,10,97,QLD,7300,10,98
3121305,555,904,5276,2,15,QLD,960,2,13
3122001,673,963,11071,3,30,QLD,2154,3,29
4060205,353,989,14379,4,39,SA ,1513,5,48
3122207,1056,1045,23729,7,64,QLD,5005,7,68
3130804,1121,977,12791,4,35,QLD,2545,4,35
3131002,1128,1037,22308,6,60,QLD,4699,7,63
3131007,763,1020,19431,6,52,QLD,4060,6,55
3162109,532,957,10288,3,28,QLD,1992,3,27
4070613,322,1128,35658,10,96,SA ,3116,10,99
3132113,608,945,8935,3,24,QLD,1720,3,24
3140209,799,1035,21903,6,59,QLD,4606,7,62
3140904,468,835,2012,1,6,QLD,281,1,4
3141209,512,1007,17295,5,47,QLD,3617,5,49
3141408,575,1018,19002,6,51,QLD,3973,6,54
3141908,248,1019,19226,6,52,QLD,4016,6,54
3162404,293,1043,23429,7,63,QLD,4945,7,67
3150101,131,925,6944,2,19,QLD,1304,2,18
3160115,439,1056,25705,7,69,QLD,5399,8,73
3180812,811,1023,19883,6,54,QLD,4160,6,56
4071302,619,1058,26053,7,70,SA ,2453,8,78
3160209,389,1077,29328,8,79,QLD,6115,9,82
3180906,724,1050,24680,7,66,QLD,5208,7,70
3160424,938,1018,19113,6,52,QLD,3999,6,54
3160616,682,1041,23114,7,62,QLD,4871,7,66
3161003,628,1086,30640,9,82,QLD,6356,9,86
3161008,334,1114,34440,10,92,QLD,7038,10,95
3161407,638,961,10772,3,29,QLD,2091,3,29
2371403,326,894,4595,2,13,VIC,920,2,11
3170112,1246,1017,18787,6,51,QLD,3930,6,53
3170422,605,1044,23672,7,64,QLD,4995,7,67
3170506,406,1010,17695,5,48,QLD,3708,5,50
3170513,568,991,14783,4,40,QLD,3011,5,41
3170704,184,1038,22598,7,61,QLD,4762,7,64
3170708,211,1065,27346,8,74,QLD,5707,8,77
3171208,576,1006,17081,5,46,QLD,3563,5,48
3171308,478,1075,29060,8,78,QLD,6059,9,82
3171505,1013,1116,34642,10,93,QLD,7079,10,95
3172107,491,1062,26786,8,72,QLD,5603,8,76
3172113,991,987,14109,4,38,QLD,2846,4,39
3180301,938,1104,33231,9,89,QLD,6848,10,92
3201202,826,1106,33478,9,90,QLD,6884,10,93
3180320,420,1128,35651,10,96,QLD,7224,10,97
3180805,462,985,13857,4,37,QLD,2782,4,38
3210201,214,1023,19866,6,54,QLD,4154,6,56
3181019,524,1123,35283,10,95,QLD,7182,10,97
3181907,636,1017,18872,6,51,QLD,3947,6,53
3182107,1231,1063,27025,8,73,QLD,5655,8,76
3190906,433,1061,26574,8,71,QLD,5561,8,75
3191106,369,1081,29890,8,80,QLD,6208,9,84
3191205,266,1042,23279,7,63,QLD,4910,7,66
3200304,739,1057,25808,7,69,QLD,5420,8,73
3200506,526,994,15128,5,41,QLD,3086,5,42
