sa2_code,sa2_name,period,number_new_houses,number_new_other_residential_building,number_total_dwellings,value_new_houses_aud000,value_new_other_residential_building_aud000,value_alterations_additions_aud000,value_total_residential_building_aud000,value_non_residential_building_aud000,value_total_building_aud000,id
212041317,Springvale,2011-2012,25,42,67,6242.0,7023.5,1727.3,14992.8,13710.7,28703.4,3424
212041318,Springvale South,2014-2015,10,18,28,2412.7,3499.3,315.4,6227.4,7507.1,13734.5,3425
212041318,Springvale South,2013-2014,5,8,13,1494.5,2003.0,400.0,3897.5,21126.0,25023.5,3426
212041318,Springvale South,2012-2013,9,13,24,1919.8,2549.4,871.6,5340.7,5088.8,10429.5,3427
212041318,Springvale South,2011-2012,9,2,12,1931.5,374.3,656.5,2962.2,190.9,3153.2,3428
212051319,Ashwood - Chadstone,2014-2015,111,312,428,37857.5,65563.8,5343.5,108764.8,26782.9,135547.7,3429
212051319,Ashwood - Chadstone,2013-2014,81,83,164,25111.0,23202.2,5032.6,53345.8,7731.5,61077.3,3430
214011376,Skye - Sandhurst,2011-2012,200,0,200,55104.9,0.0,697.4,55802.4,449.3,56251.6,3660
212051319,Ashwood - Chadstone,2012-2013,119,45,166,37009.6,11654.1,3190.7,51854.4,16788.9,68643.4,3431
212051319,Ashwood - Chadstone,2011-2012,70,43,114,24370.1,10456.8,3820.8,38647.6,5656.9,44304.5,3432
215011387,Ararat Region,2012-2013,8,0,8,1582.9,0.0,673.4,2256.3,968.9,3225.2,3703
215011387,Ararat Region,2011-2012,10,0,10,2333.6,0.0,696.1,3029.7,1064.7,4094.4,3704
801011023,Page,2012-2013,1,10,11,271.3,1615.1,628.8,2515.2,104.6,2619.8,8451
212051320,Clayton,2014-2015,43,338,382,12659.7,79388.6,640.9,92689.3,429776.9,522466.2,3433
212051320,Clayton,2013-2014,38,225,263,9944.4,45690.3,827.1,56461.7,98217.8,154679.5,3434
215011391,St Arnaud,2011-2012,5,0,5,1368.5,0.0,938.1,2306.6,972.3,3278.9,3720
215011392,Stawell,2014-2015,32,0,32,7293.7,0.0,2757.4,10051.1,1685.1,11736.3,3721
215011392,Stawell,2013-2014,21,0,21,4826.3,0.0,3029.9,7856.2,4602.3,12458.5,3722
215011392,Stawell,2012-2013,13,0,14,3631.1,0.0,2171.9,5803.1,5484.8,11287.9,3723
215011392,Stawell,2011-2012,24,0,24,6062.9,0.0,1875.6,7938.5,6677.4,14615.9,3724
215011393,West Wimmera,2014-2015,1,0,1,250.0,0.0,472.4,722.4,280.9,1003.2,3725
215011393,West Wimmera,2013-2014,1,0,1,177.6,0.0,268.1,445.7,2255.0,2700.7,3726
215011393,West Wimmera,2012-2013,2,0,2,641.1,0.0,828.1,1469.3,190.0,1659.3,3727
215011393,West Wimmera,2011-2012,2,0,2,390.0,0.0,315.8,705.8,3510.8,4216.6,3728
215011394,Yarriambiack,2014-2015,12,0,12,3087.2,0.0,1308.9,4396.2,11106.2,15502.3,3729
215011394,Yarriambiack,2013-2014,7,0,7,2281.7,0.0,1124.5,3406.3,3845.0,7251.3,3730
215011394,Yarriambiack,2012-2013,14,0,15,3319.6,0.0,2026.6,5346.3,4269.9,9616.1,3731
215011394,Yarriambiack,2011-2012,11,0,11,2850.1,0.0,964.7,3814.8,9178.2,12993.0,3732
215021395,Irymple,2014-2015,27,0,27,10599.7,0.0,3446.1,14045.7,6884.5,20930.2,3733
215021395,Irymple,2013-2014,23,0,23,6912.6,0.0,2524.4,9437.0,10179.8,19616.8,3734
215021395,Irymple,2012-2013,24,0,25,6048.2,0.0,2346.8,8395.0,1960.0,10355.0,3735
215021395,Irymple,2011-2012,43,0,43,12143.7,0.0,1986.4,14130.1,253.5,14383.6,3736
215021396,Merbein,2014-2015,12,0,13,3425.1,0.0,1033.9,4459.0,393.8,4852.8,3737
215021396,Merbein,2013-2014,17,0,17,4335.7,0.0,876.8,5212.5,2310.0,7522.5,3738
215021396,Merbein,2012-2013,10,0,10,2856.0,0.0,1371.1,4227.2,1893.0,6120.1,3739
215021396,Merbein,2011-2012,19,2,21,4797.1,363.9,1018.1,6179.1,1664.2,7843.3,3740
212051320,Clayton,2012-2013,43,41,85,11129.1,9566.7,1852.5,22548.3,250170.2,272718.6,3435
212051320,Clayton,2011-2012,32,151,185,7883.4,33025.5,2859.1,43767.9,65466.2,109234.2,3436
212051321,Glen Waverley - East,2014-2015,77,23,100,46158.5,7245.8,4345.9,57750.2,7391.5,65141.7,3437
212051321,Glen Waverley - East,2013-2014,60,28,88,27957.6,7852.7,4109.7,39920.0,3079.5,42999.5,3438
212051321,Glen Waverley - East,2012-2013,47,9,57,20154.1,3026.9,4114.1,27295.1,9869.4,37164.6,3439
212051321,Glen Waverley - East,2011-2012,41,11,52,19234.1,3633.0,4032.0,26899.1,1209.3,28108.4,3440
215021397,Mildura,2014-2015,211,2,215,51708.6,340.0,5637.9,57686.5,26120.4,83806.9,3741
215021397,Mildura,2013-2014,225,2,227,55142.3,425.0,3803.0,59370.3,43172.8,102543.1,3742
215021397,Mildura,2012-2013,159,4,163,36258.6,745.8,5254.0,42258.4,32490.1,74748.5,3743
215021397,Mildura,2011-2012,259,12,271,59204.1,3179.0,3935.2,66318.3,37465.5,103783.9,3744
215021398,Mildura Region,2014-2015,3,0,4,1058.6,0.0,920.1,1978.6,2529.8,4508.4,3745
215021398,Mildura Region,2013-2014,5,0,5,1661.9,0.0,572.5,2234.4,770.5,3004.9,3746
215021398,Mildura Region,2012-2013,7,0,7,1810.3,0.0,783.2,2593.5,8694.7,11288.1,3747
215021398,Mildura Region,2011-2012,4,0,4,1406.9,0.0,1029.4,2436.3,11640.5,14076.8,3748
215021399,Red Cliffs,2014-2015,25,0,25,6834.5,0.0,1199.5,8033.9,442.8,8476.7,3749
215021399,Red Cliffs,2013-2014,37,0,37,8088.3,0.0,1219.5,9307.8,1112.0,10419.8,3750
215021399,Red Cliffs,2012-2013,32,0,32,7482.7,0.0,1261.8,8744.5,2294.5,11039.0,3751
215021399,Red Cliffs,2011-2012,29,0,29,6006.4,0.0,1134.2,7140.6,719.0,7859.6,3752
215031400,Buloke,2014-2015,7,0,7,2091.4,0.0,1864.5,3956.0,2617.5,6573.5,3753
215031400,Buloke,2013-2014,14,0,15,3162.4,0.0,1273.2,4435.7,5258.9,9694.5,3754
215031400,Buloke,2012-2013,11,0,11,3428.1,0.0,1390.6,4818.7,24140.8,28959.5,3755
215031400,Buloke,2011-2012,5,0,5,1125.1,0.0,1327.4,2452.5,2898.2,5350.8,3756
212051322,Glen Waverley - West,2014-2015,116,36,152,69651.4,11062.3,2320.3,83034.0,19620.5,102654.5,3441
212051322,Glen Waverley - West,2013-2014,76,48,124,37726.8,14828.8,1817.1,54372.8,15072.1,69444.9,3442
215031401,Gannawarra,2014-2015,23,0,23,7306.2,0.0,2525.6,9831.8,1654.8,11486.7,3757
215031401,Gannawarra,2013-2014,12,0,12,3438.8,0.0,3186.0,6624.9,4022.9,10647.7,3758
215031401,Gannawarra,2012-2013,10,0,11,2548.7,0.0,1920.4,4469.1,2249.3,6718.4,3759
215031401,Gannawarra,2011-2012,9,0,9,2471.2,0.0,1853.8,4325.0,3481.9,7806.9,3760
215031402,Kerang,2014-2015,17,0,17,4301.6,0.0,1666.5,5968.1,2138.9,8107.0,3761
215031402,Kerang,2013-2014,8,0,8,2553.1,0.0,1503.2,4056.3,20589.6,24645.8,3762
215031402,Kerang,2012-2013,4,0,4,1343.8,0.0,1128.8,2472.6,1755.3,4227.9,3763
215031402,Kerang,2011-2012,4,0,4,1177.2,0.0,1009.7,2186.9,9805.7,11992.6,3764
215031403,Robinvale,2014-2015,5,0,5,1252.2,0.0,283.9,1536.1,2707.0,4243.1,3765
215031403,Robinvale,2013-2014,4,0,4,1579.8,0.0,165.7,1745.4,1501.9,3247.3,3766
215031403,Robinvale,2012-2013,2,0,2,1402.2,0.0,461.2,1863.4,1874.4,3737.8,3767
215031403,Robinvale,2011-2012,9,2,13,2386.2,100.0,400.8,2887.0,2203.9,5090.9,3768
215031404,Swan Hill,2014-2015,39,0,39,12402.5,0.0,1908.2,14310.7,25894.7,40205.5,3769
215031404,Swan Hill,2013-2014,41,4,45,12199.2,590.0,2446.9,15236.1,8089.1,23325.2,3770
215031404,Swan Hill,2012-2013,37,0,37,10010.0,0.0,2469.7,12479.6,8845.6,21325.2,3771
215031404,Swan Hill,2011-2012,47,0,47,11408.9,0.0,1822.6,13231.6,7783.6,21015.1,3772
215031405,Swan Hill Region,2014-2015,10,0,10,2556.8,0.0,1505.6,4062.4,1393.6,5456.0,3773
215031405,Swan Hill Region,2013-2014,12,0,12,3918.7,0.0,1346.1,5264.8,2616.7,7881.5,3774
215031405,Swan Hill Region,2012-2013,6,0,6,1456.6,0.0,815.7,2272.3,625.2,2897.5,3775
215031405,Swan Hill Region,2011-2012,16,0,16,4013.8,0.0,1667.2,5681.0,2710.1,8391.1,3776
212051322,Glen Waverley - West,2012-2013,57,35,92,29133.7,8926.8,2262.0,40322.5,16574.4,56897.0,3443
212051322,Glen Waverley - West,2011-2012,65,135,200,26040.9,41458.7,3435.2,70934.9,13791.5,84726.4,3444
216011406,Echuca,2014-2015,62,0,62,18266.9,0.0,4472.9,22739.8,18362.0,41101.8,3777
216011406,Echuca,2013-2014,54,5,59,15628.0,1128.6,3733.9,20490.5,13306.0,33796.5,3778
216011406,Echuca,2012-2013,37,7,44,9407.7,1303.7,3571.6,14283.0,69985.7,84268.6,3779
216011406,Echuca,2011-2012,56,0,56,14905.7,0.0,3626.3,18532.0,14509.1,33041.2,3780
216011407,Kyabram,2014-2015,24,0,24,7411.0,0.0,2274.5,9685.5,2859.4,12544.9,3781
216011407,Kyabram,2013-2014,20,4,24,4919.0,850.0,1282.1,7051.1,3141.5,10192.6,3782
216011407,Kyabram,2012-2013,25,0,26,6182.1,0.0,1214.2,7396.3,5761.9,13158.2,3783
216011407,Kyabram,2011-2012,24,0,25,5690.3,0.0,1653.1,7343.4,11525.1,18868.5,3784
216011408,Lockington - Gunbower,2014-2015,8,0,8,2901.2,0.0,1600.5,4501.7,811.6,5313.3,3785
216011408,Lockington - Gunbower,2013-2014,10,0,10,2399.3,0.0,1846.7,4246.0,132.3,4378.3,3786
216011408,Lockington - Gunbower,2012-2013,11,0,11,3313.5,0.0,1499.8,4813.2,100.0,4913.2,3787
216011408,Lockington - Gunbower,2011-2012,13,0,13,3452.3,0.0,539.8,3992.0,687.1,4679.1,3788
212051323,Mount Waverley - North,2014-2015,84,34,120,44687.3,11626.4,2175.3,58489.1,7491.2,65980.3,3445
212051323,Mount Waverley - North,2013-2014,73,44,118,29151.6,12615.7,2539.0,44306.3,8828.2,53134.5,3446
212051323,Mount Waverley - North,2012-2013,67,13,80,30231.0,4077.2,1621.4,35929.6,653.2,36582.8,3447
216021411,Cobram,2014-2015,22,0,22,5143.6,0.0,4813.1,9956.7,22593.6,32550.3,3797
216021411,Cobram,2013-2014,14,0,14,4979.1,0.0,3733.5,8712.6,835.0,9547.6,3798
216021411,Cobram,2012-2013,11,0,11,2339.7,0.0,3036.6,5376.2,5819.4,11195.6,3799
216021411,Cobram,2011-2012,20,0,20,4892.2,0.0,502.5,5394.7,2845.1,8239.8,3800
212051323,Mount Waverley - North,2011-2012,48,12,60,16537.0,3977.0,2618.3,23132.3,2908.0,26040.4,3448
212051324,Mount Waverley - South,2014-2015,108,43,152,45254.2,13483.9,5254.1,63992.2,64447.2,128439.3,3449
213021343,Altona North,2014-2015,65,132,197,15411.1,26888.7,2114.4,44414.2,37471.4,81885.7,3525
212051324,Mount Waverley - South,2013-2014,83,36,119,35336.1,10319.9,4790.4,50446.4,11742.6,62188.9,3450
212051324,Mount Waverley - South,2012-2013,48,89,138,21403.8,20447.1,4577.3,46428.2,2678.0,49106.2,3451
216021412,Moira,2014-2015,9,0,9,2246.3,0.0,2297.2,4543.5,565.2,5108.7,3801
216021412,Moira,2013-2014,17,0,17,4175.8,0.0,3513.6,7689.4,1364.3,9053.7,3802
216021412,Moira,2012-2013,13,0,13,2350.5,0.0,1111.5,3462.0,249.0,3711.0,3803
216021412,Moira,2011-2012,9,0,9,3334.2,0.0,944.9,4279.0,210.0,4489.0,3804
216021413,Numurkah,2014-2015,30,0,30,5996.4,0.0,8099.0,14095.4,9550.3,23645.7,3805
216021413,Numurkah,2013-2014,24,0,24,5561.9,0.0,7893.7,13455.6,21930.7,35386.3,3806
216021413,Numurkah,2012-2013,19,0,19,3864.8,0.0,4975.3,8840.1,5238.7,14078.8,3807
216021413,Numurkah,2011-2012,50,0,51,11044.3,0.0,1851.3,12895.6,9921.0,22816.6,3808
216021414,Yarrawonga,2014-2015,54,0,54,15091.3,0.0,10913.1,26004.5,4931.7,30936.2,3809
216021414,Yarrawonga,2013-2014,42,4,46,11199.3,580.8,14255.1,26035.2,324.0,26359.2,3810
216021414,Yarrawonga,2012-2013,63,0,65,14119.2,0.0,6720.1,20839.3,6165.9,27005.2,3811
216021414,Yarrawonga,2011-2012,69,0,70,17636.0,0.0,993.0,18629.0,4518.4,23147.4,3812
212051324,Mount Waverley - South,2011-2012,81,19,101,31098.1,5737.3,2693.8,39529.2,26627.7,66156.9,3452
212051326,Oakleigh - Huntingdale,2014-2015,79,182,271,25537.7,45968.5,10989.7,82495.9,17964.6,100460.5,3457
212051325,Mulgrave,2014-2015,27,11,38,8477.5,3176.0,2529.0,14182.5,90754.4,104937.0,3453
213011328,Ardeer - Albion,2014-2015,26,23,49,4834.1,3686.9,720.7,9241.8,640.0,9881.8,3465
212051325,Mulgrave,2013-2014,62,17,81,16165.4,3660.0,1749.2,21574.6,54314.0,75888.6,3454
213011328,Ardeer - Albion,2013-2014,41,52,94,6988.5,7896.9,911.6,15797.1,260.0,16057.1,3466
212051325,Mulgrave,2012-2013,129,4,134,32911.5,730.0,1976.5,35618.0,20937.3,56555.3,3455
213011328,Ardeer - Albion,2012-2013,11,23,35,1614.8,3168.7,675.5,5458.9,1606.2,7065.1,3467
212051325,Mulgrave,2011-2012,116,21,137,27829.2,4845.5,3197.2,35871.9,88927.9,124799.8,3456
213011328,Ardeer - Albion,2011-2012,23,15,38,4713.2,2952.2,500.3,8165.7,110.0,8275.7,3468
212051326,Oakleigh - Huntingdale,2013-2014,56,187,245,17501.7,40071.6,6563.2,64136.5,14483.9,78620.4,3458
212051326,Oakleigh - Huntingdale,2012-2013,53,39,92,17489.8,9090.6,6623.8,33204.2,22351.2,55555.5,3459
212051326,Oakleigh - Huntingdale,2011-2012,52,50,111,15028.4,12816.2,7536.7,35381.3,18046.0,53427.2,3460
213011329,Cairnlea,2014-2015,16,0,16,6113.5,0.0,773.9,6887.4,11955.0,18842.4,3469
212051327,Wheelers Hill,2014-2015,48,10,59,26472.3,3753.6,6729.2,36955.0,3307.3,40262.3,3461
212051327,Wheelers Hill,2013-2014,38,4,42,19130.9,885.0,5609.7,25625.6,1791.5,27417.1,3462
212051327,Wheelers Hill,2012-2013,39,229,269,17390.0,35466.7,5456.0,58312.7,19413.9,77726.5,3463
212051327,Wheelers Hill,2011-2012,16,4,20,7357.2,1030.0,5168.1,13555.4,9483.8,23039.2,3464
213011329,Cairnlea,2013-2014,21,0,21,7057.7,0.0,547.8,7605.5,2873.2,10478.7,3470
213011329,Cairnlea,2012-2013,16,0,16,5654.6,0.0,393.2,6047.8,0.0,6047.8,3471
213011329,Cairnlea,2011-2012,21,0,21,6630.8,0.0,488.9,7119.8,0.0,7119.8,3472
213011330,Deer Park - Derrimut,2014-2015,54,18,72,13112.2,2996.3,675.6,16784.1,53385.8,70169.9,3473
213011330,Deer Park - Derrimut,2013-2014,87,26,115,21032.1,4791.1,758.2,26581.4,69994.5,96575.8,3474
213011330,Deer Park - Derrimut,2012-2013,74,18,92,15995.4,2794.5,1858.5,20648.5,109042.1,129690.6,3475
213011330,Deer Park - Derrimut,2011-2012,242,41,284,52628.5,6369.7,1108.8,60107.0,127798.3,187905.3,3476
213011331,Delahey,2014-2015,2,0,4,305.0,0.0,502.5,807.5,0.0,807.5,3477
213011331,Delahey,2013-2014,6,2,8,826.2,480.0,457.5,1763.6,0.0,1763.6,3478
213011331,Delahey,2012-2013,2,3,5,800.0,505.3,483.4,1788.8,0.0,1788.8,3479
213011332,Keilor Downs,2014-2015,11,0,13,2520.6,0.0,1679.9,4200.5,1990.9,6191.4,3481
213011332,Keilor Downs,2013-2014,17,0,17,4040.2,0.0,748.6,4788.8,3246.7,8035.5,3482
303021057,Holland Park West,2011-2012,9,2,11,3641.3,440.0,4865.0,8946.3,536.8,9483.1,4120
213011332,Keilor Downs,2012-2013,13,8,21,2817.2,1374.1,670.7,4861.9,1296.2,6158.1,3483
213011332,Keilor Downs,2011-2012,34,2,36,7567.9,384.7,1283.1,9235.7,3690.3,12926.0,3484
303031061,Macgregor (Qld),2013-2014,7,0,8,1895.1,0.0,575.3,2470.4,4361.4,6831.8,4134
213011333,Kings Park (Vic.),2014-2015,27,8,35,5644.2,1715.7,559.3,7919.2,0.0,7919.2,3485
213011333,Kings Park (Vic.),2013-2014,38,0,38,7434.1,0.0,936.9,8371.0,0.0,8371.0,3486
302041042,Brighton (Qld),2011-2012,22,0,22,6999.0,0.0,4508.9,11507.9,1304.9,12812.8,4060
213011333,Kings Park (Vic.),2012-2013,3,0,3,1234.4,0.0,606.3,1840.7,326.7,2167.4,3487
213011333,Kings Park (Vic.),2011-2012,2,14,16,341.1,2241.5,700.0,3282.6,1259.3,4541.9,3488
213011334,St Albans - North,2014-2015,54,67,123,9141.5,11397.6,1696.0,22235.1,1077.5,23312.6,3489
213011335,St Albans - South,2014-2015,17,14,31,4175.7,2331.9,416.8,6924.4,10973.4,17897.8,3493
213011335,St Albans - South,2013-2014,18,2,20,3602.6,292.0,880.7,4775.3,23326.3,28101.5,3494
213011335,St Albans - South,2012-2013,17,9,28,3303.5,1115.0,917.7,5336.2,7948.1,13284.3,3495
213011335,St Albans - South,2011-2012,18,7,25,3976.9,1175.5,1034.0,6186.4,1584.3,7770.8,3496
213011336,Sunshine,2014-2015,10,17,33,2273.7,3098.3,1797.1,7169.1,51830.9,58999.9,3497
801081093,Fisher,2012-2013,0,0,0,0.0,0.0,413.3,413.3,0.0,413.3,8731
213011336,Sunshine,2013-2014,17,6,24,3295.9,1480.0,1787.8,6563.6,4507.9,11071.6,3498
801081093,Fisher,2011-2012,1,0,1,389.1,0.0,1119.6,1508.7,50.0,1558.7,8732
213011336,Sunshine,2012-2013,10,244,254,3086.1,89439.0,1199.2,93724.3,95961.5,189685.8,3499
213011336,Sunshine,2011-2012,20,24,44,3315.0,3984.4,1057.6,8357.0,7984.9,16341.9,3500
213011337,Sunshine North,2014-2015,26,24,50,7997.1,3531.9,990.3,12519.3,7561.2,20080.5,3501
213011337,Sunshine North,2013-2014,30,17,47,8758.5,2839.2,1245.1,12842.9,9546.0,22388.9,3502
213011337,Sunshine North,2012-2013,23,12,35,6655.1,1939.5,961.6,9556.2,12386.8,21943.0,3503
213011337,Sunshine North,2011-2012,37,14,51,8897.6,2465.8,1251.8,12615.1,3815.9,16431.0,3504
213011338,Sunshine West,2014-2015,39,33,72,9249.5,6008.3,772.2,16030.0,20438.5,36468.5,3505
213011338,Sunshine West,2013-2014,51,122,175,14664.2,22997.8,1206.8,38868.8,53816.7,92685.6,3506
213011338,Sunshine West,2012-2013,85,37,122,20118.1,6502.0,1347.5,27967.5,12865.1,40832.7,3507
213011338,Sunshine West,2011-2012,55,66,121,13753.3,14279.3,787.4,28820.0,17907.4,46727.3,3508
213021343,Altona North,2013-2014,45,109,154,10055.9,20180.3,2954.6,33190.8,57941.8,91132.6,3526
213021343,Altona North,2012-2013,36,98,135,8087.6,16673.2,2344.7,27105.6,18992.1,46097.7,3527
213021343,Altona North,2011-2012,47,53,101,10027.3,10211.8,1047.2,21286.3,32053.7,53340.0,3528
213021344,Newport,2014-2015,60,92,155,17550.6,24786.1,9397.6,51734.3,17975.1,69709.4,3529
213021344,Newport,2013-2014,63,82,145,16231.2,19674.5,9374.5,45280.2,7591.4,52871.6,3530
213021344,Newport,2012-2013,35,84,119,13001.4,19533.6,7662.9,40197.8,6455.4,46653.2,3531
213021344,Newport,2011-2012,68,64,136,18454.3,16962.4,9219.5,44636.2,14067.9,58704.2,3532
213021345,Seabrook,2014-2015,2,2,4,434.0,700.0,374.3,1508.3,0.0,1508.3,3533
213031348,Footscray,2013-2014,30,129,159,7205.2,25821.3,5466.8,38493.3,45474.6,83967.9,3546
213021345,Seabrook,2013-2014,5,0,5,1112.4,0.0,165.4,1277.8,1000.0,2277.8,3534
213031348,Footscray,2012-2013,9,626,870,3228.2,191440.2,61336.9,256005.2,226604.0,482609.2,3547
213021345,Seabrook,2012-2013,4,2,6,723.4,550.0,352.5,1625.9,0.0,1625.9,3535
213031348,Footscray,2011-2012,18,72,90,4074.8,14678.4,4835.6,23588.8,12991.0,36579.8,3548
213021345,Seabrook,2011-2012,2,0,2,640.0,0.0,371.3,1011.3,0.0,1011.3,3536
213021346,Williamstown,2014-2015,22,69,93,10206.0,22169.9,16518.8,48894.7,11284.9,60179.6,3537
213021346,Williamstown,2013-2014,23,75,99,12309.9,21385.4,17946.5,51641.8,9860.1,61501.9,3538
213021346,Williamstown,2012-2013,28,37,66,13601.4,11099.0,12956.4,37656.7,16583.8,54240.5,3539
213021346,Williamstown,2011-2012,31,18,49,15376.0,4042.5,10609.3,30027.8,4791.7,34819.6,3540
213031350,Seddon - Kingsville,2013-2014,13,22,36,3369.0,4095.3,7390.9,14855.2,1026.4,15881.5,3554
213031347,Braybrook,2014-2015,49,241,290,12201.9,48640.7,1399.2,62241.9,7703.7,69945.6,3541
213031350,Seddon - Kingsville,2012-2013,7,16,26,1908.9,2689.4,9572.7,14171.0,70.0,14241.0,3555
213031347,Braybrook,2013-2014,51,98,149,11792.4,17663.8,2462.6,31918.7,26220.2,58139.0,3542
213031350,Seddon - Kingsville,2011-2012,8,18,26,2323.2,3635.1,8288.5,14246.8,0.0,14246.8,3556
213031347,Braybrook,2012-2013,56,280,336,12807.0,42315.6,2083.1,57205.7,31249.5,88455.2,3543
213031351,West Footscray - Tottenham,2014-2015,11,66,77,2360.0,11147.2,3776.9,17284.1,19529.6,36813.6,3557
213031347,Braybrook,2011-2012,56,148,204,15243.0,19194.5,2720.9,37158.4,11078.7,48237.2,3544
213031348,Footscray,2014-2015,19,379,408,8679.5,65434.0,4291.1,78404.6,62438.9,140843.5,3545
213031349,Maribyrnong,2014-2015,32,198,230,10544.0,47748.4,2280.5,60572.9,15912.4,76485.2,3549
213031351,West Footscray - Tottenham,2013-2014,21,58,79,4432.4,9436.3,5138.3,19007.0,13093.7,32100.7,3558
213031349,Maribyrnong,2013-2014,20,123,144,6843.4,26741.9,882.4,34467.8,24804.5,59272.3,3550
213031351,West Footscray - Tottenham,2012-2013,10,163,173,2596.1,31852.0,2178.5,36626.5,49477.4,86103.9,3559
213031349,Maribyrnong,2012-2013,12,264,276,3941.1,62360.0,1989.0,68290.0,37397.4,105687.4,3551
213031351,West Footscray - Tottenham,2011-2012,10,89,100,2273.2,15140.7,2325.7,19739.6,9484.6,29224.2,3560
213031349,Maribyrnong,2011-2012,10,162,172,5717.4,41908.6,4763.2,52389.3,9260.7,61650.0,3552
213031350,Seddon - Kingsville,2014-2015,12,28,41,3790.8,5127.2,9069.8,17987.8,2061.4,20049.2,3553
213041357,Melton South,2014-2015,464,3,468,103375.0,350.0,1432.1,105157.2,6126.8,111284.0,3581
213041357,Melton South,2013-2014,458,7,465,100332.5,957.5,1703.2,102993.2,33555.8,136549.0,3582
213041357,Melton South,2012-2013,355,16,371,82135.2,2105.4,1180.5,85421.0,3005.0,88426.0,3583
213041357,Melton South,2011-2012,503,21,524,109894.9,2766.1,1319.3,113980.4,321.8,114302.2,3584
213041358,Melton West,2014-2015,168,28,196,36693.0,3844.6,1233.5,41771.1,7522.8,49293.9,3585
213041358,Melton West,2013-2014,157,23,180,30143.2,3236.0,1056.4,34435.6,30520.4,64956.0,3586
213041358,Melton West,2012-2013,133,9,142,26269.9,1190.0,1700.7,29160.5,89278.0,118438.6,3587
213041358,Melton West,2011-2012,193,45,239,35889.7,7081.5,1346.2,44317.5,5191.0,49508.5,3588
213031352,Yarraville,2014-2015,24,47,72,6699.2,9265.0,14067.2,30031.4,6942.4,36973.8,3561
213031352,Yarraville,2013-2014,18,64,84,4145.0,17702.3,12629.0,34476.3,12385.4,46861.7,3562
213041359,Rockbank - Mount Cottrell,2014-2015,3,0,3,874.8,0.0,21.1,895.9,715496.9,716392.8,3589
213041359,Rockbank - Mount Cottrell,2013-2014,5,0,5,984.7,0.0,201.5,1186.2,51072.4,52258.5,3590
213041359,Rockbank - Mount Cottrell,2012-2013,7,0,7,1532.2,0.0,10.0,1542.2,64267.0,65809.2,3591
213041359,Rockbank - Mount Cottrell,2011-2012,3,0,3,378.8,0.0,175.3,554.1,40564.0,41118.1,3592
213041360,Taylors Hill,2014-2015,110,0,110,35590.1,0.0,751.8,36341.8,2135.5,38477.3,3593
213031352,Yarraville,2012-2013,22,61,87,7501.9,11454.6,12160.5,31117.0,5621.0,36737.9,3563
213031352,Yarraville,2011-2012,23,37,61,6941.1,8853.1,13244.1,29038.3,5865.6,34903.9,3564
213041353,Bacchus Marsh,2014-2015,234,9,246,58338.4,1606.5,5187.1,65132.0,20401.2,85533.2,3565
213041353,Bacchus Marsh,2013-2014,195,48,243,48853.6,6129.4,3459.6,58442.6,5976.0,64418.6,3566
213041353,Bacchus Marsh,2012-2013,252,22,276,57764.3,5580.0,3729.9,67074.2,1711.4,68785.6,3567
213041353,Bacchus Marsh,2011-2012,302,50,353,69753.3,8010.3,4062.1,81825.7,4607.2,86432.9,3568
213041360,Taylors Hill,2013-2014,162,0,162,48191.2,0.0,1044.1,49235.2,1812.4,51047.6,3594
213041354,Caroline Springs,2014-2015,142,56,198,41839.5,12530.0,905.8,55275.4,8524.9,63800.2,3569
213041354,Caroline Springs,2013-2014,76,22,98,22655.2,4590.0,1172.3,28417.4,19980.9,48398.3,3570
213041354,Caroline Springs,2012-2013,70,150,223,21725.3,40549.0,2191.7,64466.0,5930.7,70396.8,3571
213041354,Caroline Springs,2011-2012,184,55,242,58129.1,12100.0,2082.4,72311.5,4344.9,76656.4,3572
213041355,Hillside,2014-2015,471,19,490,113485.0,3569.1,2721.9,119776.0,1364.0,121140.0,3573
213041355,Hillside,2013-2014,427,0,428,96110.1,0.0,2717.3,98827.5,959.4,99786.8,3574
213041355,Hillside,2012-2013,347,12,359,76244.7,1995.0,1110.9,79350.5,511.9,79862.4,3575
213041355,Hillside,2011-2012,116,0,116,29892.4,0.0,1505.2,31397.5,1781.5,33179.0,3576
213041356,Melton,2014-2015,94,11,105,21874.8,1793.6,2627.4,26295.9,3243.4,29539.2,3577
213041356,Melton,2013-2014,55,2,59,12231.5,365.3,1757.3,14354.1,15201.0,29555.1,3578
213041356,Melton,2012-2013,58,6,64,11828.7,800.0,1944.7,14573.4,6266.2,20839.7,3579
213041356,Melton,2011-2012,134,15,150,27724.8,2108.0,2317.5,32150.2,21267.8,53418.1,3580
213051361,Hoppers Crossing - North,2014-2015,17,26,43,3475.4,3280.0,1776.4,8531.8,12142.4,20674.2,3597
214011370,Carrum Downs,2014-2015,35,18,53,6800.0,2727.6,1651.0,11178.6,68556.7,79735.3,3633
213051361,Hoppers Crossing - North,2013-2014,16,0,16,3816.8,0.0,1474.1,5290.9,14673.0,19963.9,3598
214011370,Carrum Downs,2013-2014,90,60,150,18040.5,8829.2,1092.5,27962.3,32899.4,60861.6,3634
213051361,Hoppers Crossing - North,2012-2013,15,8,23,3525.6,998.0,1940.9,6464.5,21181.4,27645.9,3599
