lga_code16,copsw_2000_2999_h_0,copsw_2000_2999_h_1_15,copsw_2000_2999_h_16_24,copsw_2000_2999_h_25_34,copsw_2000_2999_h_35_39,copsw_2000_2999_h_40,copsw_2000_2999_h_41_48,copsw_2000_2999_h_49mo,copsw_2000_2999_h_ns,copsw_2000_2999_h_tot,copsw_3000mo_h_0,copsw_3000mo_h_1_15,copsw_3000mo_h_16_24,copsw_3000mo_h_25_34,copsw_3000mo_h_35_39,copsw_3000mo_h_40,copsw_3000mo_h_41_48,copsw_3000mo_h_49mo,copsw_3000mo_h_ns,copsw_3000mo_h_tot,copsw_pins_h_0,copsw_pins_h_1_15,copsw_pins_h_16_24,copsw_pins_h_25_34,copsw_pins_h_35_39,copsw_pins_h_40,copsw_pins_h_41_48,copsw_pins_h_49mo,copsw_pins_h_ns,copsw_pins_h_tot,copsw_tot_h_0,copsw_tot_h_1_15,copsw_tot_h_16_24,copsw_tot_h_25_34,copsw_tot_h_35_39,copsw_tot_h_40,copsw_tot_h_41_48,copsw_tot_h_49mo,copsw_tot_h_ns,copsw_tot_h_tot,claw_nni_h_0,claw_nni_h_1_15,claw_nni_h_16_24,claw_nni_h_25_34,claw_nni_h_35_39,claw_nni_h_40,claw_nni_h_41_48,claw_nni_h_49mo,claw_nni_h_ns,claw_nni_h_tot,claw_1_149_h_0,claw_1_149_h_1_15,claw_1_149_h_16_24,claw_1_149_h_25_34,claw_1_149_h_35_39,claw_1_149_h_40,claw_1_149_h_41_48,claw_1_149_h_49mo,claw_1_149_h_ns,claw_1_149_h_tot,claw_150_299_h_0,claw_150_299_h_1_15,claw_150_299_h_16_24,claw_150_299_h_25_34,claw_150_299_h_35_39,claw_150_299_h_40,claw_150_299_h_41_48,claw_150_299_h_49mo,claw_150_299_h_ns,claw_150_299_h_tot,claw_300_399_h_0,claw_300_399_h_1_15,claw_300_399_h_16_24,claw_300_399_h_25_34,claw_300_399_h_35_39,claw_300_399_h_40,claw_300_399_h_41_48,claw_300_399_h_49mo,claw_300_399_h_ns,claw_300_399_h_tot,claw_400_499_h_0,claw_400_499_h_1_15,claw_400_499_h_16_24,claw_400_499_h_25_34,claw_400_499_h_35_39,claw_400_499_h_40,claw_400_499_h_41_48,claw_400_499_h_49mo,claw_400_499_h_ns,claw_400_499_h_tot,claw_500_649_h_0,claw_500_649_h_1_15,claw_500_649_h_16_24,claw_500_649_h_25_34,claw_500_649_h_35_39,claw_500_649_h_40,claw_500_649_h_41_48,claw_500_649_h_49mo,claw_500_649_h_ns,claw_500_649_h_tot,claw_650_799_h_0,claw_650_799_h_1_15,claw_650_799_h_16_24,claw_650_799_h_25_34,claw_650_799_h_35_39,claw_650_799_h_40,claw_650_799_h_41_48,claw_650_799_h_49mo,claw_650_799_h_ns,claw_650_799_h_tot,claw_800_999_h_0,claw_800_999_h_1_15,claw_800_999_h_16_24,claw_800_999_h_25_34,claw_800_999_h_35_39,claw_800_999_h_40,claw_800_999_h_41_48,claw_800_999_h_49mo,claw_800_999_h_ns,claw_800_999_h_tot,claw_1000_1249_h_0,claw_1000_1249_h_1_15,claw_1000_1249_h_16_24,claw_1000_1249_h_25_34,claw_1000_1249_h_35_39,claw_1000_1249_h_40,claw_1000_1249_h_41_48,claw_1000_1249_h_49mo,claw_1000_1249_h_ns,claw_1000_1249_h_tot,claw_1250_1499_h_0,claw_1250_1499_h_1_15,claw_1250_1499_h_16_24,claw_1250_1499_h_25_34,claw_1250_1499_h_35_39,claw_1250_1499_h_40,claw_1250_1499_h_41_48,claw_1250_1499_h_49mo,claw_1250_1499_h_ns,claw_1250_1499_h_tot,claw_1500_1749_h_0,claw_1500_1749_h_1_15,claw_1500_1749_h_16_24,claw_1500_1749_h_25_34,claw_1500_1749_h_35_39,claw_1500_1749_h_40,claw_1500_1749_h_41_48,claw_1500_1749_h_49mo,claw_1500_1749_h_ns,claw_1500_1749_h_tot,claw_1750_1999_h_0,claw_1750_1999_h_1_15,claw_1750_1999_h_16_24,claw_1750_1999_h_25_34,claw_1750_1999_h_35_39,claw_1750_1999_h_40,claw_1750_1999_h_41_48,claw_1750_1999_h_49mo,claw_1750_1999_h_ns,claw_1750_1999_h_tot,claw_2000_2999_h_0,claw_2000_2999_h_1_15,claw_2000_2999_h_16_24,claw_2000_2999_h_25_34,claw_2000_2999_h_35_39,claw_2000_2999_h_40,claw_2000_2999_h_41_48,claw_2000_2999_h_49mo,claw_2000_2999_h_ns,claw_2000_2999_h_tot,claw_3000mo_h_0,claw_3000mo_h_1_15,claw_3000mo_h_16_24,claw_3000mo_h_25_34,claw_3000mo_h_35_39,claw_3000mo_h_40,claw_3000mo_h_41_48,claw_3000mo_h_49mo,claw_3000mo_h_ns,claw_3000mo_h_tot,claw_pins_h_0,claw_pins_h_1_15,claw_pins_h_16_24,claw_pins_h_25_34,claw_pins_h_35_39,claw_pins_h_40,claw_pins_h_41_48,claw_pins_h_49mo,claw_pins_h_ns,claw_pins_h_tot,claw_tot_h_0,claw_tot_h_1_15,claw_tot_h_16_24,claw_tot_h_25_34,claw_tot_h_35_39,claw_tot_h_40,claw_tot_h_41_48,claw_tot_h_49mo,claw_tot_h_ns,claw_tot_h_tot,lga_name16
32330,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,18,21,10,4,7,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,7,0,0,0,0,9,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,20,5,0,3,5,35,Cherbourg (S)
32450,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,4,5,3,12,16,14,23,8,26,3,118,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,4,8,0,0,0,3,0,13,0,0,0,4,3,3,0,0,0,18,0,0,0,8,8,7,3,4,0,27,3,0,0,0,11,6,5,10,0,34,3,0,0,0,3,10,0,7,0,28,0,0,0,0,4,7,4,18,0,37,3,0,0,0,3,4,3,4,0,17,0,0,0,0,3,7,6,18,0,30,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,3,5,16,12,9,25,38,43,22,69,9,245,Cloncurry (S)
32500,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,11,28,24,56,33,41,22,34,12,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,3,0,3,3,0,0,0,0,10,0,3,3,3,3,0,0,0,0,19,0,3,3,4,4,0,0,4,0,20,0,0,3,3,5,4,0,0,0,20,0,0,0,3,13,0,0,4,0,32,0,0,0,4,17,3,6,4,0,35,0,0,0,0,3,8,11,0,0,23,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,15,0,0,16,0,0,0,0,4,3,9,0,0,16,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,8,13,17,29,60,24,47,20,8,218,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,Croydon (S)
37300,0,0,0,0,3,3,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,8,17,21,20,24,12,19,0,137,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,13,0,0,0,3,12,4,3,4,0,31,0,0,0,0,3,3,9,7,0,22,0,0,0,0,0,3,3,4,0,13,0,0,0,0,3,5,0,0,0,16,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,4,5,8,14,12,22,29,20,25,4,139,Weipa (T)
37310,4,0,0,0,3,11,7,10,0,36,0,0,0,0,0,0,0,3,0,4,0,3,0,3,3,3,0,4,4,22,56,183,184,265,182,113,92,135,29,1232,0,11,5,3,0,3,0,0,0,32,8,22,6,3,0,3,0,0,3,37,0,38,13,3,4,0,0,5,0,63,4,37,10,8,4,3,3,0,0,80,4,21,36,26,6,3,0,7,0,104,5,28,36,43,30,13,7,8,0,175,7,13,36,47,53,37,11,16,3,226,3,15,21,34,88,70,24,21,4,281,11,5,8,31,94,69,28,34,0,276,9,8,5,5,51,26,17,39,0,168,3,3,3,3,14,18,18,27,0,89,3,3,0,3,9,14,6,19,0,55,0,0,0,4,7,9,6,28,0,59,6,0,0,4,0,10,0,23,0,47,0,5,0,3,0,0,0,4,0,25,63,216,189,237,370,276,120,236,15,1722,Western Downs (R)
37340,0,0,0,0,3,9,4,9,0,31,0,0,0,0,0,0,6,0,0,7,0,3,0,3,4,0,3,0,6,16,63,184,202,304,303,246,207,220,22,1746,0,11,0,0,0,0,0,3,0,22,3,22,5,0,0,0,3,0,0,37,3,39,9,7,0,7,0,3,0,61,3,24,16,4,3,3,0,0,0,59,4,16,29,19,9,6,0,3,0,90,7,14,60,69,22,18,6,5,3,200,10,6,27,73,69,43,24,17,3,276,15,11,19,43,92,54,33,25,3,295,6,3,10,21,87,56,22,29,0,242,6,3,5,6,29,19,18,5,0,93,3,3,5,6,6,6,15,17,0,63,0,0,0,3,3,11,9,11,0,32,3,0,0,0,4,0,7,12,0,32,0,3,3,0,3,8,0,8,0,25,0,7,0,3,9,0,4,3,0,20,61,153,193,264,337,234,141,148,18,1549,Whitsunday (R)
41140,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,20,86,89,109,50,23,9,19,8,405,0,0,0,0,0,0,0,0,0,6,0,10,0,3,0,0,0,0,0,11,0,13,3,0,0,0,0,0,0,15,3,13,8,0,0,3,0,3,0,24,3,8,15,4,0,0,0,0,3,40,0,9,21,24,5,3,3,3,0,70,3,15,14,22,18,12,0,3,0,84,5,7,4,14,24,19,3,4,0,73,0,3,3,12,23,16,5,9,0,68,3,4,0,9,12,8,0,4,0,34,3,3,0,4,0,0,9,3,0,19,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,8,3,3,0,12,0,3,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,12,25,87,77,89,83,65,25,29,5,478,Clare and Gilbert Valleys (DC)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,7,0,18,Diamantina (S)
32770,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,22,3,7,31,6,0,18,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,9,3,0,3,0,31,Doomadgee (S)
32810,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,3,24,21,83,115,196,154,108,83,105,23,896,0,0,0,0,0,0,0,4,0,11,0,4,0,3,0,0,0,0,0,10,0,13,5,4,0,0,0,0,0,26,0,8,3,4,3,0,0,3,0,22,0,9,14,8,0,0,0,3,0,38,0,7,17,19,8,7,0,3,0,74,0,7,4,29,32,19,11,7,4,109,3,4,9,18,31,22,17,4,0,109,0,0,0,17,30,22,17,15,0,98,0,0,3,4,4,9,4,3,0,32,3,0,3,0,5,5,0,8,0,28,0,0,0,0,0,0,0,4,0,5,0,3,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,8,11,63,57,116,124,92,57,50,5,574,Douglas (S)
33100,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,8,8,0,7,0,39,Etheridge (S)
33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,10,5,3,6,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,3,4,0,4,0,0,0,0,12,0,0,0,4,4,3,0,0,0,10,0,0,0,0,4,3,0,0,0,9,0,0,0,0,5,6,0,0,0,12,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,17,12,3,9,0,77,Flinders (S) (Qld)
33220,4,0,0,0,6,23,6,10,0,56,0,0,0,7,0,0,0,3,0,13,3,7,3,19,4,3,3,8,6,49,185,676,660,1123,850,393,255,317,64,4525,0,8,7,3,3,0,0,0,0,29,0,61,10,0,3,0,0,5,0,77,11,82,22,7,3,0,0,0,3,129,0,66,49,16,15,7,0,11,0,177,16,77,97,49,14,9,3,11,5,276,12,83,108,151,67,35,11,9,0,485,24,29,78,158,184,58,27,27,8,584,19,32,59,117,297,107,44,39,3,708,31,15,22,75,307,111,57,47,5,672,20,6,10,21,125,73,31,24,3,314,4,0,7,11,66,49,17,20,0,182,3,0,3,3,21,14,3,20,0,77,0,3,3,5,10,13,7,16,0,59,0,3,0,3,3,3,0,5,4,22,3,0,0,8,12,5,4,3,3,43,148,472,483,635,1130,495,203,245,35,3845,Fraser Coast (R)
33360,3,0,0,0,8,21,14,20,0,66,4,0,0,3,0,5,0,3,0,19,0,3,7,9,3,4,0,3,5,32,116,442,382,500,389,228,164,182,34,2434,0,13,3,4,0,0,0,0,0,27,0,45,6,0,4,0,0,0,0,55,4,60,8,5,7,3,4,4,0,91,6,58,33,8,8,3,0,5,0,129,12,38,45,21,12,10,0,0,0,139,13,33,84,76,39,15,7,5,5,275,13,19,56,97,122,60,16,17,0,390,13,12,21,66,152,89,37,27,0,415,10,22,14,29,148,103,55,40,3,424,5,13,12,17,95,66,35,36,0,283,9,5,4,7,40,53,24,32,0,189,3,6,0,7,21,31,13,39,0,120,8,0,3,6,20,52,36,76,0,207,0,3,3,4,8,12,11,52,3,95,4,0,0,3,5,4,4,3,3,31,102,320,307,355,675,498,253,347,38,2886,Gladstone (R)
33430,26,4,18,29,50,121,61,107,3,414,7,20,13,24,14,28,12,41,4,163,10,66,56,84,50,41,5,20,50,387,1014,5256,4756,6459,5191,2930,1375,1628,457,29066,15,96,52,32,24,18,6,23,10,271,33,401,50,26,13,18,0,12,9,552,42,687,190,60,19,6,3,14,17,1043,36,684,417,129,50,45,11,34,23,1428,64,456,729,285,101,68,20,32,22,1776,102,472,999,1056,497,227,64,81,36,3520,138,299,693,1234,1718,774,200,161,44,5254,162,208,378,932,2511,1325,505,320,54,6407,147,161,230,535,2112,1473,598,440,28,5714,98,100,117,242,927,760,365,354,30,2995,53,69,96,141,418,442,214,304,8,1748,22,29,40,56,149,176,99,173,0,741,21,35,36,68,125,207,121,238,4,866,8,58,39,60,39,75,24,132,3,436,8,60,41,66,104,69,22,21,36,420,953,3812,4111,4915,8808,5684,2243,2330,318,33170,Gold Coast (C)
33610,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,27,59,79,97,88,35,27,27,5,445,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,12,0,17,3,4,0,0,0,0,0,29,0,6,10,3,0,0,0,0,0,20,3,6,12,7,0,0,3,0,0,35,3,4,20,13,14,3,0,3,0,61,0,3,10,18,25,25,3,3,0,91,0,7,6,23,32,18,9,7,0,114,0,7,3,13,24,20,8,11,0,87,0,0,4,3,7,7,3,6,0,42,0,0,0,5,0,7,3,7,0,22,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,13,64,70,92,106,93,30,59,9,538,Goondiwindi (R)
33620,0,0,0,3,5,9,3,11,0,33,0,0,0,0,0,0,0,0,0,3,0,0,6,7,3,3,0,3,4,30,90,321,324,458,245,152,99,137,28,1863,0,3,0,4,0,3,0,5,0,17,4,28,0,3,3,0,0,0,0,35,0,47,12,4,0,0,0,0,0,74,3,52,33,19,3,6,3,0,4,124,8,28,40,26,10,4,4,3,0,119,12,29,63,76,36,10,8,12,3,247,8,22,40,94,86,26,21,15,3,303,12,18,24,55,115,52,24,16,4,315,3,9,8,33,103,55,31,25,3,278,9,5,6,7,40,33,15,17,0,128,3,0,0,9,17,19,11,20,0,77,0,0,0,3,4,3,3,8,0,22,0,4,0,0,5,4,3,8,0,29,3,3,0,0,3,0,0,3,0,18,3,3,3,3,0,7,3,4,0,23,61,248,238,331,429,214,124,146,14,1812,Gympie (R)
33800,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,26,88,87,103,78,43,19,41,9,494,0,3,3,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,15,0,13,5,3,0,0,0,0,0,19,0,18,10,3,0,0,0,0,0,30,3,13,15,7,0,3,0,0,0,40,5,5,19,22,11,6,0,3,0,70,0,8,8,22,14,8,3,4,4,66,0,0,9,17,31,8,5,0,0,81,0,3,5,3,26,10,4,7,0,72,3,6,4,3,15,4,0,4,0,42,3,0,0,6,3,5,0,5,0,22,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,4,3,5,0,0,0,0,0,13,21,84,79,100,104,58,15,28,12,491,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,22,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,3,0,5,0,27,Hope Vale (S)
33960,3,0,0,7,18,35,25,49,0,144,0,0,0,3,3,5,0,5,0,22,3,13,20,35,17,13,7,6,10,129,379,1302,1263,1695,1510,1012,572,681,126,8546,3,17,7,5,3,3,0,12,0,45,9,80,6,3,5,0,0,0,3,102,9,139,33,6,3,5,4,0,0,201,6,117,77,27,13,11,4,10,3,264,15,106,137,53,23,12,3,3,3,358,24,84,194,201,102,45,6,15,11,686,28,53,139,256,350,122,36,37,10,1033,34,46,73,186,585,261,119,65,15,1392,58,19,50,114,600,336,167,117,7,1469,22,12,22,37,276,186,120,80,4,762,15,17,15,27,138,109,78,81,3,476,3,5,8,9,50,47,27,38,3,191,0,3,3,8,44,47,39,61,0,201,3,3,6,4,6,15,14,23,0,70,3,7,8,16,28,14,6,10,10,101,243,701,771,958,2232,1205,614,550,79,7353,Ipswich (C)
33980,0,0,0,0,3,8,4,23,0,42,0,0,0,0,0,0,3,0,0,6,0,7,3,3,0,0,3,0,6,24,56,125,94,108,85,61,66,153,27,778,4,3,0,3,0,3,3,3,0,18,0,18,4,3,0,0,3,0,0,31,3,19,5,0,0,0,0,0,0,35,0,26,12,3,3,5,0,0,0,41,0,9,22,18,0,0,0,0,0,49,7,10,15,23,11,11,3,10,0,82,0,9,13,22,23,11,9,9,3,98,5,3,3,10,38,29,18,15,0,117,3,3,3,23,23,32,28,33,3,151,3,4,3,8,20,15,26,36,0,113,5,0,3,0,14,11,22,23,0,84,6,0,4,0,6,8,16,36,0,66,0,3,0,0,3,9,24,57,0,109,4,4,0,0,0,0,9,37,0,58,0,0,3,0,0,0,0,4,0,11,47,109,89,110,131,136,158,260,15,1064,Isaac (R)
34420,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,22,8,12,4,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,21,Kowanyama (S)
34530,0,0,0,0,8,3,4,9,0,29,0,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,10,52,236,179,263,271,93,87,108,14,1305,0,5,0,0,3,0,0,3,0,20,0,10,3,4,0,0,0,0,0,23,3,30,7,3,3,0,0,0,3,50,3,36,13,15,4,0,0,3,0,74,3,24,22,15,0,0,0,0,0,68,4,12,44,38,21,13,0,5,0,137,0,7,23,39,49,21,4,5,0,156,6,9,7,37,65,31,14,9,3,184,5,12,6,7,69,27,11,14,0,159,3,6,3,9,38,12,7,8,0,89,3,8,0,4,15,13,0,11,0,45,0,0,3,0,11,0,3,15,0,31,0,3,0,0,0,3,0,5,0,19,0,0,4,0,3,0,0,4,0,18,0,3,3,8,3,7,0,0,4,18,37,170,143,185,287,133,53,79,14,1092,Livingstone (S)
34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,7,3,5,0,9,8,3,0,4,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,Lockhart River (S)
34580,0,0,0,0,4,4,3,8,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,18,56,196,191,279,204,100,54,92,24,1189,0,4,0,5,0,0,0,0,0,15,0,30,5,0,0,3,3,0,0,43,3,38,7,3,9,3,0,3,3,68,0,28,13,7,0,0,0,0,0,47,3,18,25,12,5,3,0,0,4,69,4,23,46,40,27,5,10,10,0,159,6,5,23,34,50,17,10,6,4,162,3,9,10,39,56,44,22,8,0,189,4,4,3,17,64,43,23,23,0,192,7,3,6,7,26,19,18,18,0,96,0,4,0,8,9,11,0,13,0,46,0,0,0,0,6,3,0,0,0,15,0,0,5,0,3,0,3,3,0,14,0,0,0,0,0,3,0,0,0,8,0,4,3,3,0,0,0,0,7,19,33,166,149,184,255,157,92,88,15,1132,Lockyer Valley (R)
34590,10,3,6,5,31,48,28,62,0,187,3,3,0,5,5,5,5,6,3,34,3,12,28,22,17,9,3,13,19,129,404,1670,1697,2296,2044,1121,547,742,167,10682,6,51,9,12,16,7,3,8,0,108,9,141,20,6,3,6,0,6,5,193,14,235,55,28,18,10,0,3,7,371,16,230,149,59,45,15,5,12,4,533,30,175,282,133,53,30,3,8,4,719,40,184,329,336,179,100,23,33,23,1252,47,118,235,474,549,266,91,50,16,1836,75,59,137,330,927,502,200,110,17,2366,71,51,76,190,822,569,269,177,18,2240,54,22,35,86,376,254,148,148,13,1127,17,17,26,40,181,165,79,133,7,665,8,11,10,15,50,58,44,54,3,253,3,12,11,23,40,71,30,112,4,311,4,3,9,13,9,18,9,38,3,104,6,17,14,24,29,37,8,9,10,148,396,1320,1399,1779,3293,2104,915,901,126,12234,Logan (C)
