lga_code16,copsw_2000_2999_h_0,copsw_2000_2999_h_1_15,copsw_2000_2999_h_16_24,copsw_2000_2999_h_25_34,copsw_2000_2999_h_35_39,copsw_2000_2999_h_40,copsw_2000_2999_h_41_48,copsw_2000_2999_h_49mo,copsw_2000_2999_h_ns,copsw_2000_2999_h_tot,copsw_3000mo_h_0,copsw_3000mo_h_1_15,copsw_3000mo_h_16_24,copsw_3000mo_h_25_34,copsw_3000mo_h_35_39,copsw_3000mo_h_40,copsw_3000mo_h_41_48,copsw_3000mo_h_49mo,copsw_3000mo_h_ns,copsw_3000mo_h_tot,copsw_pins_h_0,copsw_pins_h_1_15,copsw_pins_h_16_24,copsw_pins_h_25_34,copsw_pins_h_35_39,copsw_pins_h_40,copsw_pins_h_41_48,copsw_pins_h_49mo,copsw_pins_h_ns,copsw_pins_h_tot,copsw_tot_h_0,copsw_tot_h_1_15,copsw_tot_h_16_24,copsw_tot_h_25_34,copsw_tot_h_35_39,copsw_tot_h_40,copsw_tot_h_41_48,copsw_tot_h_49mo,copsw_tot_h_ns,copsw_tot_h_tot,claw_nni_h_0,claw_nni_h_1_15,claw_nni_h_16_24,claw_nni_h_25_34,claw_nni_h_35_39,claw_nni_h_40,claw_nni_h_41_48,claw_nni_h_49mo,claw_nni_h_ns,claw_nni_h_tot,claw_1_149_h_0,claw_1_149_h_1_15,claw_1_149_h_16_24,claw_1_149_h_25_34,claw_1_149_h_35_39,claw_1_149_h_40,claw_1_149_h_41_48,claw_1_149_h_49mo,claw_1_149_h_ns,claw_1_149_h_tot,claw_150_299_h_0,claw_150_299_h_1_15,claw_150_299_h_16_24,claw_150_299_h_25_34,claw_150_299_h_35_39,claw_150_299_h_40,claw_150_299_h_41_48,claw_150_299_h_49mo,claw_150_299_h_ns,claw_150_299_h_tot,claw_300_399_h_0,claw_300_399_h_1_15,claw_300_399_h_16_24,claw_300_399_h_25_34,claw_300_399_h_35_39,claw_300_399_h_40,claw_300_399_h_41_48,claw_300_399_h_49mo,claw_300_399_h_ns,claw_300_399_h_tot,claw_400_499_h_0,claw_400_499_h_1_15,claw_400_499_h_16_24,claw_400_499_h_25_34,claw_400_499_h_35_39,claw_400_499_h_40,claw_400_499_h_41_48,claw_400_499_h_49mo,claw_400_499_h_ns,claw_400_499_h_tot,claw_500_649_h_0,claw_500_649_h_1_15,claw_500_649_h_16_24,claw_500_649_h_25_34,claw_500_649_h_35_39,claw_500_649_h_40,claw_500_649_h_41_48,claw_500_649_h_49mo,claw_500_649_h_ns,claw_500_649_h_tot,claw_650_799_h_0,claw_650_799_h_1_15,claw_650_799_h_16_24,claw_650_799_h_25_34,claw_650_799_h_35_39,claw_650_799_h_40,claw_650_799_h_41_48,claw_650_799_h_49mo,claw_650_799_h_ns,claw_650_799_h_tot,claw_800_999_h_0,claw_800_999_h_1_15,claw_800_999_h_16_24,claw_800_999_h_25_34,claw_800_999_h_35_39,claw_800_999_h_40,claw_800_999_h_41_48,claw_800_999_h_49mo,claw_800_999_h_ns,claw_800_999_h_tot,claw_1000_1249_h_0,claw_1000_1249_h_1_15,claw_1000_1249_h_16_24,claw_1000_1249_h_25_34,claw_1000_1249_h_35_39,claw_1000_1249_h_40,claw_1000_1249_h_41_48,claw_1000_1249_h_49mo,claw_1000_1249_h_ns,claw_1000_1249_h_tot,claw_1250_1499_h_0,claw_1250_1499_h_1_15,claw_1250_1499_h_16_24,claw_1250_1499_h_25_34,claw_1250_1499_h_35_39,claw_1250_1499_h_40,claw_1250_1499_h_41_48,claw_1250_1499_h_49mo,claw_1250_1499_h_ns,claw_1250_1499_h_tot,claw_1500_1749_h_0,claw_1500_1749_h_1_15,claw_1500_1749_h_16_24,claw_1500_1749_h_25_34,claw_1500_1749_h_35_39,claw_1500_1749_h_40,claw_1500_1749_h_41_48,claw_1500_1749_h_49mo,claw_1500_1749_h_ns,claw_1500_1749_h_tot,claw_1750_1999_h_0,claw_1750_1999_h_1_15,claw_1750_1999_h_16_24,claw_1750_1999_h_25_34,claw_1750_1999_h_35_39,claw_1750_1999_h_40,claw_1750_1999_h_41_48,claw_1750_1999_h_49mo,claw_1750_1999_h_ns,claw_1750_1999_h_tot,claw_2000_2999_h_0,claw_2000_2999_h_1_15,claw_2000_2999_h_16_24,claw_2000_2999_h_25_34,claw_2000_2999_h_35_39,claw_2000_2999_h_40,claw_2000_2999_h_41_48,claw_2000_2999_h_49mo,claw_2000_2999_h_ns,claw_2000_2999_h_tot,claw_3000mo_h_0,claw_3000mo_h_1_15,claw_3000mo_h_16_24,claw_3000mo_h_25_34,claw_3000mo_h_35_39,claw_3000mo_h_40,claw_3000mo_h_41_48,claw_3000mo_h_49mo,claw_3000mo_h_ns,claw_3000mo_h_tot,claw_pins_h_0,claw_pins_h_1_15,claw_pins_h_16_24,claw_pins_h_25_34,claw_pins_h_35_39,claw_pins_h_40,claw_pins_h_41_48,claw_pins_h_49mo,claw_pins_h_ns,claw_pins_h_tot,claw_tot_h_0,claw_tot_h_1_15,claw_tot_h_16_24,claw_tot_h_25_34,claw_tot_h_35_39,claw_tot_h_40,claw_tot_h_41_48,claw_tot_h_49mo,claw_tot_h_ns,claw_tot_h_tot,lga_name16
14100,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,3,0,3,4,0,0,8,0,0,0,5,0,13,25,188,170,100,113,99,39,52,6,791,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,9,0,15,4,3,0,0,0,0,0,21,0,7,11,3,4,0,0,0,0,28,0,11,13,3,0,0,0,0,0,23,3,15,13,15,3,3,0,0,0,54,3,6,16,27,16,9,0,3,0,78,3,3,9,21,18,13,0,3,0,67,0,3,11,12,30,22,10,8,0,101,0,3,3,10,21,14,5,0,0,59,0,5,0,10,9,16,4,4,0,58,0,0,3,3,3,9,3,0,0,19,0,0,4,7,4,13,4,0,0,31,0,0,4,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,20,80,90,112,109,101,29,23,6,570,Hunters Hill (A)
14170,11,13,3,7,64,39,43,36,3,217,3,4,3,3,4,7,3,21,0,49,0,11,19,8,18,14,5,8,24,98,267,1498,1429,1260,1339,840,424,471,124,7656,4,12,4,0,7,8,0,3,0,40,10,83,16,3,0,0,0,0,3,122,16,156,44,10,4,0,0,0,0,234,5,159,120,17,9,3,0,0,8,328,14,113,155,43,25,11,3,4,6,377,13,117,208,152,73,48,7,9,8,633,22,68,153,228,239,157,40,37,15,960,29,48,101,185,410,298,75,53,6,1205,27,55,82,135,449,317,106,72,8,1249,30,29,31,64,291,200,81,68,3,797,21,13,19,48,186,116,55,74,0,523,20,13,14,20,73,74,51,51,0,321,8,10,20,22,95,96,45,77,0,371,4,11,7,8,11,29,16,43,3,128,4,8,9,15,12,12,4,13,16,82,216,892,980,953,1873,1378,479,503,77,7359,Inner West (A)
14200,0,0,0,0,3,3,4,4,0,15,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,12,36,104,108,170,137,78,45,53,17,756,0,0,0,3,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,15,0,13,3,3,0,0,0,0,0,23,3,12,9,3,3,0,0,0,0,34,3,13,15,10,9,5,0,0,0,43,3,12,14,23,19,7,3,0,3,83,3,7,19,34,38,15,0,4,0,114,0,3,3,20,44,20,16,6,3,124,3,0,0,12,36,16,8,4,0,82,0,0,0,6,11,3,9,3,0,37,3,0,0,0,7,3,0,3,0,23,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,20,68,76,114,169,70,42,39,11,608,Inverell (A)
14400,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,33,257,178,165,78,55,24,23,15,831,0,7,0,0,0,0,0,0,0,9,0,14,0,3,0,0,0,3,0,23,4,25,12,0,0,0,0,0,0,40,0,14,14,8,0,3,0,0,0,35,0,18,33,5,6,0,0,0,0,66,3,19,33,23,4,3,3,0,3,97,3,14,24,33,12,9,4,0,0,95,0,10,13,17,29,14,10,3,0,103,0,6,4,10,27,16,9,10,0,85,3,7,0,10,12,6,0,0,0,48,0,4,4,5,4,7,3,0,0,23,0,0,3,3,0,3,0,3,0,10,0,0,0,4,0,0,0,3,0,8,0,6,0,0,3,0,0,3,0,10,0,0,3,0,0,3,0,0,0,6,19,154,153,113,106,65,25,26,5,658,Kiama (A)
14500,3,3,3,0,15,10,8,11,0,61,0,4,5,4,5,0,0,8,0,22,6,12,8,8,7,0,0,4,8,48,140,1273,905,710,568,383,156,211,50,4381,7,23,0,0,0,4,0,0,0,36,5,103,10,6,0,0,0,0,0,125,11,140,27,13,0,0,0,0,0,198,8,106,75,12,4,3,0,0,3,219,11,105,107,22,3,3,0,3,0,259,4,93,147,61,17,28,0,0,0,360,13,59,118,122,53,39,3,12,3,421,11,53,82,106,162,96,30,16,11,572,15,39,50,111,202,153,43,35,3,656,12,31,40,53,97,74,33,39,0,371,3,19,22,35,57,52,19,24,4,238,7,14,18,3,29,19,14,19,0,127,3,18,26,17,21,37,12,25,0,162,3,25,16,12,10,9,8,21,0,105,0,13,3,4,9,8,3,4,10,52,104,844,751,575,677,535,171,197,44,3895,Ku-ring-gai (A)
14550,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,10,56,44,56,24,20,13,17,4,240,0,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,0,7,0,7,0,0,0,0,0,15,0,10,3,5,0,0,0,0,0,21,0,3,12,3,0,3,0,0,0,25,3,8,14,10,0,3,0,0,0,35,0,4,4,16,3,10,0,0,0,44,0,0,4,10,14,10,0,6,0,46,0,3,0,12,13,10,3,5,0,37,0,0,3,4,9,3,4,3,0,19,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,42,49,67,55,40,11,13,5,278,Kyogle (A)
14600,0,0,0,0,3,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,42,36,49,28,35,10,21,7,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,13,0,4,3,0,0,3,0,0,0,12,0,3,9,4,3,0,0,0,5,23,0,7,15,9,11,3,0,0,0,42,0,4,5,11,8,5,3,3,0,35,0,4,0,3,3,7,8,0,4,35,0,0,0,7,5,15,0,3,0,34,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,4,32,32,44,34,37,13,14,12,227,Lachlan (A)
14650,4,0,3,8,49,26,18,24,3,136,3,3,0,4,3,3,0,3,0,23,0,28,24,18,12,5,3,5,16,115,328,1534,1360,1686,1277,770,409,383,126,7876,3,28,14,11,0,8,0,0,0,57,11,105,11,8,3,9,0,0,3,141,14,212,53,12,5,6,0,4,3,319,15,188,128,39,11,14,3,5,3,412,18,150,218,71,22,19,5,9,10,520,34,136,335,231,80,42,17,7,5,887,28,70,206,339,268,115,39,27,10,1104,37,60,134,270,454,261,96,59,9,1369,59,39,75,152,472,359,145,103,6,1400,35,19,30,47,234,187,88,60,3,698,7,21,18,24,106,91,49,53,3,377,10,3,7,4,36,38,20,28,0,159,9,11,7,10,43,55,29,39,0,207,4,8,5,5,11,12,3,27,0,75,8,15,16,17,24,18,5,12,7,110,296,1055,1256,1237,1770,1223,498,423,69,7831,Lake Macquarie (C)
14700,0,0,0,3,3,4,0,9,0,25,0,4,0,0,0,3,0,4,0,12,0,0,3,0,4,0,0,0,0,15,42,337,272,213,195,151,76,90,23,1398,0,3,3,0,0,0,0,0,0,8,4,33,3,0,3,0,0,0,0,44,0,53,14,0,0,0,0,0,0,66,3,40,25,5,3,5,0,0,0,84,3,35,47,8,4,3,0,0,0,101,4,28,60,38,17,10,4,3,3,158,6,25,62,53,51,41,10,5,0,251,6,11,52,67,121,84,27,12,4,384,16,17,29,43,141,140,47,16,4,452,4,9,13,19,82,83,27,27,0,255,6,11,7,15,34,52,15,35,0,176,5,4,3,3,18,24,19,16,0,103,0,3,0,6,31,24,16,31,0,114,0,0,6,0,6,13,11,20,0,63,0,6,3,3,4,3,0,0,3,29,62,275,316,264,507,485,170,176,19,2282,Lane Cove (A)
14750,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,11,59,47,80,58,26,9,21,5,329,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,0,8,0,8,6,3,3,0,0,3,0,29,0,10,13,7,0,0,0,0,0,28,3,13,16,13,8,3,0,5,0,54,3,5,9,23,23,11,8,6,0,90,0,3,13,10,27,12,11,5,0,72,4,7,0,8,31,17,6,9,0,89,0,3,0,7,20,11,8,6,0,55,3,0,0,0,11,3,3,9,0,33,0,0,0,0,3,3,0,3,0,8,0,0,0,0,4,3,0,0,0,7,0,3,0,0,0,0,0,0,0,9,0,4,3,0,0,0,0,0,0,8,17,57,59,82,124,69,44,38,3,494,Leeton (A)
14850,3,0,3,0,32,11,12,6,0,69,0,0,0,0,3,0,0,0,0,4,0,11,3,9,3,3,0,0,7,35,102,436,411,586,463,208,122,122,49,2490,0,5,0,0,0,0,0,0,0,13,0,35,4,0,3,0,0,0,0,42,3,50,13,7,3,4,0,0,6,88,0,43,25,12,4,3,0,4,3,98,8,40,52,19,15,3,0,3,3,143,10,47,84,73,27,23,13,12,3,293,13,24,59,129,138,50,22,12,0,444,16,14,45,111,211,109,28,26,0,546,14,4,21,49,254,82,37,22,3,492,5,3,7,13,127,73,21,24,0,272,0,5,6,9,52,39,11,13,0,137,0,6,3,3,25,13,4,11,0,67,0,3,3,4,15,7,5,19,0,68,0,0,0,0,3,3,0,0,0,16,0,3,0,4,5,4,3,0,3,23,75,285,326,431,894,416,143,142,29,2742,Lismore (C)
14870,0,0,0,0,17,12,7,10,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,7,37,155,142,166,171,120,57,99,25,966,0,0,5,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,14,0,29,3,0,3,0,0,0,0,40,4,24,15,7,3,0,0,0,0,49,4,14,30,12,3,0,3,6,0,80,3,22,36,23,11,10,0,3,0,109,10,10,18,32,43,15,5,3,0,137,8,5,26,42,68,18,10,5,0,183,14,5,12,31,55,28,10,9,0,166,8,3,8,10,58,16,11,6,0,122,0,0,0,3,35,10,3,9,0,63,4,0,0,0,19,5,8,0,0,39,0,0,3,0,7,9,3,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,52,123,158,159,303,116,50,47,10,1026,Lithgow (C)
14900,5,0,5,3,77,65,44,142,0,353,5,6,3,7,9,14,5,11,0,52,3,13,8,5,13,10,10,3,22,93,271,1041,1025,995,1250,977,554,875,162,7148,5,31,7,4,13,8,3,0,0,71,6,106,14,5,0,6,0,0,0,140,11,177,57,13,7,4,0,0,7,279,9,197,137,26,16,14,3,9,7,410,17,117,205,68,36,23,3,4,9,480,25,106,275,243,152,66,19,13,19,908,28,75,198,267,364,229,34,27,13,1232,60,51,102,282,699,424,104,60,12,1787,49,33,82,151,764,547,169,111,11,1915,42,21,34,78,445,292,120,120,9,1155,24,8,23,36,206,191,64,96,3,649,8,3,9,13,74,75,43,52,0,279,9,4,10,12,58,84,40,65,3,285,0,3,10,3,5,20,14,37,0,95,0,18,17,8,31,29,3,6,12,122,290,945,1180,1212,2870,2000,604,594,107,9812,Liverpool (C)
14920,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,20,31,43,60,52,17,10,25,7,257,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,9,0,5,4,0,0,0,0,0,0,14,0,0,4,3,0,3,0,0,0,10,0,3,12,12,4,3,0,0,0,37,0,3,3,12,13,11,3,0,0,42,0,3,0,5,21,8,3,3,0,37,0,0,0,10,14,3,3,0,0,32,0,0,0,0,9,4,3,0,0,20,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,10,31,30,46,60,37,13,13,3,238,Liverpool Plains (A)
14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,11,15,27,14,3,0,11,3,93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,8,0,0,4,6,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,5,0,0,3,9,4,9,0,0,0,16,0,0,0,3,4,3,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,12,14,17,14,12,0,6,0,86,Lockhart (A)
15050,3,0,0,0,25,18,12,17,0,71,0,0,0,0,3,3,0,3,0,18,4,3,3,6,10,3,4,3,7,46,116,585,532,647,577,307,179,167,53,3155,3,11,0,0,3,0,0,3,0,20,4,56,3,4,0,0,0,0,0,68,12,71,13,0,3,3,0,0,0,106,8,75,66,14,10,3,0,4,0,179,10,62,89,35,22,17,4,3,0,228,15,61,152,116,59,23,8,12,3,448,17,34,97,158,169,70,18,12,7,580,26,25,61,157,240,129,56,29,0,718,16,12,20,93,234,111,57,31,3,580,9,12,13,27,154,69,32,33,4,358,8,6,5,14,69,45,13,25,0,182,0,7,3,7,15,14,12,13,0,67,3,3,7,10,30,19,16,23,0,103,0,3,5,0,7,0,3,9,0,32,8,4,4,4,10,6,0,4,0,41,138,448,545,619,1013,514,220,198,21,3724,Maitland (C)
15240,3,0,9,0,25,15,11,18,0,77,0,0,3,3,3,0,0,4,0,12,5,11,5,8,6,7,0,6,8,56,178,637,632,860,563,293,154,185,68,3578,5,9,4,4,3,3,0,3,3,30,0,35,6,11,3,3,0,3,3,64,0,85,20,8,8,8,0,0,3,137,4,102,37,22,10,8,3,4,7,190,14,74,96,36,12,10,6,3,6,249,20,58,123,124,56,25,6,14,4,428,12,40,66,170,145,65,25,20,3,549,21,28,39,133,194,96,38,26,3,570,18,14,24,46,148,93,30,21,3,393,6,10,13,23,82,40,20,26,0,212,3,3,8,4,25,29,4,17,3,93,0,0,0,4,4,4,5,14,0,43,4,3,6,0,5,5,6,10,0,39,0,0,5,3,5,3,0,6,0,29,3,11,7,5,5,0,0,3,4,40,113,473,451,593,707,383,137,164,32,3058,Mid-Coast (A)
15270,0,0,0,0,13,0,5,11,0,26,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,40,161,159,208,155,58,42,65,9,903,0,3,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,14,3,31,4,7,0,3,0,0,0,55,3,25,21,7,0,3,0,3,0,70,0,17,32,13,3,5,0,0,0,72,9,15,31,41,15,9,0,4,0,131,4,6,29,34,46,18,6,10,0,151,8,0,21,32,35,24,11,8,0,137,3,5,3,13,30,32,15,9,0,111,3,0,4,7,15,24,11,11,0,71,3,0,3,5,15,4,9,8,0,43,0,3,0,3,6,0,3,8,0,18,0,0,3,3,5,0,7,7,0,27,0,0,0,3,3,0,0,4,0,14,0,0,0,4,3,0,0,0,0,13,38,120,154,179,170,131,67,76,4,935,Mid-Western Regional (A)
15300,5,0,0,0,8,0,9,6,0,26,0,0,0,0,3,0,0,0,0,4,0,0,3,0,3,0,0,3,3,15,28,48,68,106,130,65,44,45,28,557,0,6,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,8,0,12,6,3,0,0,0,3,0,19,4,11,3,4,0,3,0,3,0,30,0,11,10,8,10,0,0,3,0,44,0,3,18,28,13,4,0,3,0,73,9,3,9,24,39,14,8,9,0,113,3,7,7,23,39,29,6,9,0,136,0,0,7,11,40,22,5,15,0,103,0,0,0,4,15,18,5,5,0,56,3,0,0,3,12,5,7,9,0,45,0,0,0,0,4,4,0,3,0,21,3,0,3,0,0,0,3,3,0,10,0,3,0,3,0,6,0,3,0,15,0,3,0,0,7,0,0,4,3,21,29,62,63,125,186,109,40,63,8,692,Moree Plains (A)
15350,0,0,0,3,6,9,4,3,0,24,0,3,0,3,0,0,0,0,0,5,0,6,4,0,3,3,0,0,0,14,38,332,292,170,165,153,89,89,24,1342,0,3,0,0,0,0,0,0,0,4,3,17,8,0,0,0,0,0,0,32,0,33,4,0,0,0,0,0,0,42,3,24,20,0,0,3,0,0,0,50,0,20,19,6,3,0,0,0,0,46,0,18,26,17,4,0,0,0,0,74,0,7,29,27,9,4,7,0,0,79,5,14,11,27,22,20,11,5,0,111,0,11,13,28,47,30,12,10,0,147,3,4,9,11,25,26,9,7,0,85,3,13,6,7,16,13,9,9,0,75,0,7,3,4,9,3,5,7,0,30,0,8,7,5,0,13,3,3,4,44,3,5,4,3,0,5,0,13,0,36,0,5,0,4,0,0,0,0,0,9,21,182,152,141,135,111,59,63,4,861,Mosman (A)
15520,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,35,128,96,90,66,33,23,20,14,494,0,3,0,0,0,3,0,0,0,5,4,3,0,0,0,0,0,0,0,10,0,9,3,0,0,0,0,0,0,14,0,10,5,0,0,0,0,0,0,17,3,8,10,0,3,0,0,0,0,26,0,12,3,17,4,6,0,0,0,40,8,7,4,20,13,12,0,3,0,59,0,3,3,13,32,9,4,0,0,71,0,0,5,8,13,14,3,4,0,39,0,0,0,3,10,6,4,0,0,26,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,9,16,60,40,63,83,57,11,25,0,355,Murray River (A)
15560,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,24,12,20,17,18,8,10,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,11,0,6,0,0,0,0,0,0,0,6,0,3,3,3,4,0,0,0,0,15,0,3,8,3,0,4,0,4,0,25,0,0,3,3,4,0,0,0,0,8,4,0,0,4,8,3,0,0,0,23,0,3,0,4,3,3,3,0,0,17,0,0,0,0,6,4,0,0,0,13,0,0,0,3,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,26,17,21,27,28,5,9,0,146,Murrumbidgee (A)
15650,3,0,0,0,7,7,0,6,3,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,40,104,117,143,110,78,45,46,13,691,0,3,0,3,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,15,0,13,4,3,0,0,0,0,0,30,0,18,15,5,4,0,0,0,0,43,3,17,19,12,7,4,0,3,0,57,9,8,25,30,12,3,3,0,0,100,0,0,17,30,33,19,6,3,0,105,3,6,13,13,56,35,10,4,0,143,9,3,6,4,49,23,7,4,0,112,4,0,0,0,17,13,6,8,0,50,3,0,0,0,15,10,7,10,0,51,0,0,0,0,3,5,7,6,0,29,0,3,0,0,8,11,11,14,0,46,0,0,0,0,3,4,0,8,0,19,0,0,3,5,3,4,0,0,0,16,35,81,109,115,212,131,70,69,3,830,Muswellbrook (A)
15700,0,0,0,0,6,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,15,29,132,159,213,131,35,35,31,18,781,0,0,0,0,0,0,0,0,0,3,0,11,4,0,0,0,0,0,0,14,0,3,9,4,0,0,0,0,0,20,0,10,6,3,0,0,0,0,0,26,0,17,13,7,0,0,0,3,0,45,5,14,31,19,7,6,0,0,0,83,3,3,26,30,26,13,7,0,0,105,5,4,11,29,38,26,7,0,0,122,8,0,3,12,37,10,12,5,0,80,3,0,3,0,6,7,3,8,0,30,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,3,4,3,0,10,0,0,0,3,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,6,26,72,95,115,125,69,37,23,3,569,Nambucca (A)
15750,0,0,0,0,8,5,6,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,20,65,79,109,92,54,24,40,9,495,0,0,3,0,0,0,0,0,0,7,0,9,3,0,0,0,0,0,0,12,0,3,0,5,3,3,0,3,0,17,0,12,6,3,0,0,0,0,0,21,0,9,14,3,5,0,0,3,0,41,0,10,21,29,7,3,3,3,3,74,3,0,3,21,24,14,5,9,0,84,0,8,7,17,32,21,4,3,0,97,3,5,6,9,34,19,10,8,0,96,4,0,3,3,24,9,5,5,0,46,3,7,0,4,12,10,7,9,0,51,0,0,3,0,3,3,3,0,0,17,0,0,0,0,3,0,0,11,0,18,0,0,3,0,0,0,0,3,3,8,0,0,0,0,3,6,0,0,0,13,23,63,84,97,154,89,40,44,10,608,Narrabri (A)
15800,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,36,40,43,29,8,15,7,219,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,5,3,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,3,0,17,0,5,6,16,3,4,0,8,0,42,0,3,7,17,6,0,0,0,0,30,3,0,0,10,5,4,0,3,0,34,3,0,0,7,10,6,3,3,0,33,0,0,0,0,7,0,0,0,0,14,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,16,28,48,37,32,10,21,0,209,Narrandera (A)
15850,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,32,32,43,35,21,11,26,0,212,0,3,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,14,0,7,4,0,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,9,0,9,3,9,3,4,0,0,0,31,0,0,3,10,7,4,0,0,0,24,0,0,5,13,12,10,0,0,0,42,0,0,0,4,12,5,0,4,0,22,0,3,0,3,6,0,0,0,0,15,0,3,0,0,3,4,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,3,29,30,43,50,30,4,13,3,204,Narromine (A)
