lga_code_2016,p_55_64_ud_wk_l_5_hrs,p_55_64_ud_wk_5_14_hrs,p_55_64_ud_wk_15_29_hrs,p_55_64_ud_wk_30h_more,p_55_64_no_ud_wk,p_55_64_ud_wk_ns,p_55_64_os_v,p_55_64_yr_tot,p_65_74_ud_wk_l_5_hrs,p_65_74_ud_wk_5_14_hrs,p_65_74_ud_wk_15_29_hrs,p_65_74_ud_wk_30h_more,p_65_74_no_ud_wk,p_65_74_ud_wk_ns,p_65_74_os_v,p_65_74_yr_tot,p_75_84_ud_wk_l_5_hrs,p_75_84_ud_wk_5_14_hrs,p_75_84_ud_wk_15_29_hrs,p_75_84_ud_wk_30h_more,p_75_84_no_ud_wk,p_75_84_ud_wk_ns,p_75_84_os_v,p_75_84_yr_tot,p_85ov_ud_wk_l_5_h,p_85ov_ud_wk_5_14_h,p_85ov_ud_wk_15_29_h,p_85ov_ud_wk_30h_more,p_85ov_no_ud_wk,p_85ov_ud_wk_ns,p_85ov_os_v,p_85_yr_over_tot,p_tot_ud_wk_l_5_hrs,p_tot_ud_wk_5_14_hrs,p_tot_ud_wk_15_29_hrs,p_tot_ud_wk_30h_more,p_tot_no_ud_wk,p_tot_ud_wk_ns,p_total_os_v,p_total_total,lga_name16
36960,124,73,15,52,82,15,0,354,62,13,11,16,38,10,0,152,19,3,3,0,21,3,0,49,0,0,0,0,5,0,0,10,952,519,144,311,684,328,14,2953,Torres Strait Island (R)
37010,3584,6635,3159,2200,3753,2053,223,21612,1659,3347,2363,2281,3759,1995,188,15593,767,1226,882,921,2212,1154,74,7235,272,293,174,139,1177,429,12,2499,33553,41859,17551,13727,29463,15473,1755,153376,Townsville (C)
33620,1158,2179,1250,1074,1345,745,30,7779,706,1442,1264,1312,1623,867,22,7237,309,541,399,460,840,598,13,3157,102,130,73,65,360,306,0,1041,7206,10134,5718,5466,7758,4430,504,41216,Gympie (R)
33800,282,474,273,309,316,193,5,1856,183,368,293,300,446,229,3,1815,99,161,135,172,330,189,3,1083,47,64,31,24,181,73,0,422,1594,2271,1315,1315,2098,1148,32,9768,Hinchinbrook (S)
33830,9,13,21,13,15,7,0,75,4,3,9,6,4,3,0,27,0,0,3,0,6,0,0,17,0,0,0,0,3,0,0,3,85,193,168,61,99,54,0,664,Hope Vale (S)
33960,3231,5435,2774,2037,3868,1461,179,18992,1342,2594,1992,1838,3137,1278,143,12321,632,991,772,767,2059,911,40,6176,228,297,163,132,1061,357,4,2242,32444,39028,17071,14139,31148,12198,836,146870,Ipswich (C)
33980,449,710,302,251,687,988,26,3415,157,236,185,158,349,225,18,1325,36,51,25,46,110,71,4,349,9,20,8,3,41,12,0,98,4236,5366,2066,1932,3957,6957,172,24683,Isaac (R)
34420,35,20,21,11,8,3,0,102,7,3,13,3,12,0,0,31,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,7,216,136,134,75,120,36,0,720,Kowanyama (S)
34530,769,1581,915,695,903,475,28,5365,454,886,800,774,954,486,40,4393,203,377,259,296,565,359,12,2076,68,77,51,43,277,211,0,726,5326,7678,4093,3534,5409,3365,217,29638,Livingstone (S)
34570,13,17,3,11,13,5,0,68,3,11,0,11,14,4,3,46,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,131,74,43,109,124,61,5,544,Lockhart River (S)
30900,9,22,12,9,23,26,0,99,6,20,7,10,27,10,0,76,0,3,0,0,11,0,0,14,0,0,0,0,0,0,0,0,80,113,30,29,134,82,6,470,Boulia (S)
31000,22762,38477,17259,9816,17859,7224,3392,116782,10717,21174,14200,10200,16377,6344,1877,80873,4812,8676,6206,5089,12350,5399,485,43022,2391,2795,1499,1103,8962,4362,91,21191,245540,258753,100691,68805,184941,68115,21443,948289,Brisbane (C)
34580,709,1322,682,589,869,499,10,4683,359,766,619,696,896,492,17,3850,180,274,223,244,476,335,5,1731,57,71,34,33,275,121,3,589,5999,7690,3663,3466,6205,3606,432,31062,Lockyer Valley (R)
34590,5602,9388,4848,3320,6783,2320,343,32605,2655,5240,3687,3241,6072,2159,202,23256,1012,1680,1102,1044,3306,1370,80,9582,329,340,142,140,1886,488,13,3345,50609,60049,26615,21677,54220,18541,1654,233354,Logan (C)
31750,14,26,7,9,41,12,0,109,3,6,5,5,20,16,0,55,0,0,3,0,7,3,0,22,0,0,0,3,4,0,0,4,86,90,34,35,164,60,3,469,Bulloo (S)
31820,1979,3838,2110,1779,2610,1191,49,13557,1291,2639,2194,2357,3352,1572,74,13476,585,1130,836,1027,2277,1206,45,7110,214,258,142,140,1118,517,3,2396,13583,19196,10273,9581,17267,7836,1162,78898,Bundaberg (R)
31900,396,727,394,336,515,213,12,2590,227,386,305,402,535,334,9,2205,98,180,133,184,370,233,0,1205,50,53,35,28,177,117,0,462,2763,3484,1804,1693,3087,1496,389,14715,Burdekin (S)
31950,36,44,21,4,57,21,0,187,20,22,21,19,51,36,5,168,3,3,0,5,11,11,0,32,0,0,0,0,0,0,0,0,98,113,78,37,209,132,13,677,Burke (S)
32080,3544,6557,2771,1714,3862,2537,1084,22059,1843,3520,2263,1867,3863,2366,714,16428,698,1093,693,715,2110,1384,281,6968,223,236,139,88,1044,504,37,2278,27720,36058,14723,10995,27468,17066,9189,143215,Cairns (R)
32250,83,148,51,35,144,65,3,531,101,165,81,65,251,99,3,767,17,24,22,25,84,52,0,226,0,0,0,0,4,9,0,17,435,576,246,201,817,429,22,2723,Carpentaria (S)
32260,775,1403,715,602,909,538,82,5017,479,886,728,637,974,602,62,4372,193,335,231,300,618,312,18,2009,66,83,41,46,337,110,0,682,4442,6213,3244,2896,5605,3262,1019,26674,Cassowary Coast (R)
32270,620,961,470,386,726,716,18,3901,291,456,299,299,600,333,21,2296,76,113,81,83,231,171,9,757,21,15,3,8,65,30,3,142,4944,6111,2680,2565,4304,4779,476,25853,Central Highlands (R) (Qld)
32310,253,441,240,221,379,217,7,1765,193,306,211,260,502,285,17,1776,50,105,85,95,291,182,8,804,20,20,13,13,104,37,0,216,1752,2316,1177,1194,2353,1399,63,10249,Charters Towers (R)
64610,307,550,308,218,388,171,4,1944,145,324,250,263,392,202,5,1576,66,113,99,109,258,144,0,784,32,24,17,15,112,44,0,241,1930,2507,1386,1167,2262,1075,19,10354,Northern Midlands (M)
32330,19,31,3,3,24,4,0,82,3,12,0,0,23,0,0,39,0,0,0,0,7,0,0,6,0,0,0,0,5,0,0,5,208,216,38,14,285,51,0,808,Cherbourg (S)
32450,100,151,58,36,176,136,3,663,56,77,63,31,147,148,3,529,10,16,19,12,41,34,0,116,0,3,0,0,10,8,0,25,657,782,307,235,1115,766,37,3900,Cloncurry (S)
32500,176,270,122,85,282,284,29,1244,104,160,115,73,254,220,17,948,18,22,20,27,72,48,13,220,8,3,3,0,13,12,0,44,810,1108,532,465,1252,1179,379,5731,Cook (S)
32600,11,11,8,4,12,17,0,64,3,12,3,4,25,7,0,50,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,37,62,27,13,75,97,4,324,Croydon (S)
64810,350,652,327,231,350,139,0,2041,155,347,281,258,339,138,0,1508,63,116,91,88,219,107,0,675,34,27,15,21,109,46,0,248,2211,3219,1562,1253,2182,856,15,11295,Sorell (M)
37300,87,118,34,29,101,81,7,452,16,29,14,17,46,28,0,150,4,8,0,3,14,3,3,30,0,0,0,0,0,4,0,7,685,934,311,270,682,453,13,3354,Weipa (T)
37310,667,1038,558,469,835,689,24,4279,344,599,450,489,742,561,11,3201,135,246,171,247,463,338,4,1608,55,77,35,30,261,142,0,608,5157,6438,3117,3111,5797,4555,142,28323,Western Downs (R)
37340,911,1558,759,534,1129,831,273,5995,547,1008,715,582,1217,716,118,4906,180,288,178,231,531,328,48,1773,51,57,27,26,197,130,10,502,6375,8007,3567,2882,6767,5493,3050,36142,Whitsunday (R)
40070,580,842,275,126,491,548,259,3120,385,584,298,129,453,450,137,2431,114,188,107,70,308,222,29,1040,42,64,25,23,256,145,0,563,6522,5897,1666,860,6647,4506,2228,28321,Adelaide (C)
40120,919,2211,1114,610,605,279,19,5744,471,1208,909,766,596,245,15,4209,156,349,303,278,385,176,3,1664,72,112,72,46,301,71,0,673,6721,9758,4875,3418,4191,1635,163,30764,Adelaide Hills (DC)
40220,676,1347,674,435,561,260,10,3964,390,1087,843,698,693,301,9,4025,193,379,344,325,576,298,5,2124,53,109,59,59,370,160,0,812,3787,5992,3280,2616,3583,1762,74,21087,Alexandrina (DC)
72200,261,372,115,65,313,467,44,1633,130,188,107,63,303,319,22,1140,35,54,20,17,84,117,3,329,7,0,5,0,23,29,0,61,1861,1976,716,495,1803,2532,330,9705,Katherine (T)
72300,487,981,416,306,929,674,15,3798,236,510,310,246,545,363,16,2219,67,84,60,59,135,95,4,503,13,11,14,6,28,24,3,95,3769,5286,2210,1645,5098,4892,1125,24027,Litchfield (M)
32750,16,19,13,9,23,8,0,91,4,21,9,7,31,11,0,85,0,3,0,0,10,5,0,23,0,0,0,0,0,0,0,0,73,93,43,30,114,70,12,427,Diamantina (S)
41140,254,479,225,184,217,115,3,1485,130,254,225,202,225,107,6,1156,43,103,76,73,150,84,0,529,31,34,28,23,128,27,0,271,1403,2053,1094,918,1235,599,29,7328,Clare and Gilbert Valleys (DC)
40910,1038,1827,834,535,1005,194,142,5581,570,1238,900,710,1094,253,71,4835,411,789,643,428,1126,359,18,3772,178,228,118,87,868,169,7,1646,9487,11350,5327,3784,9417,1923,482,41776,Campbelltown (C) (SA)
41010,78,152,79,57,136,110,0,609,38,107,57,50,120,62,3,438,12,20,19,22,28,33,0,137,4,8,3,5,20,30,0,64,568,800,354,257,605,634,17,3229,Ceduna (DC)
41060,2500,4397,2067,1225,2716,709,160,13779,1268,2453,1829,1344,2619,767,79,10363,816,1344,975,745,2239,741,15,6869,403,443,252,192,1815,478,3,3589,21224,25361,10849,7546,22005,5880,674,93539,Charles Sturt (C)
32770,51,15,0,0,24,6,0,92,9,0,0,0,9,4,0,31,0,3,0,0,0,4,0,10,0,0,0,0,0,0,0,0,526,112,17,6,217,43,5,924,Doomadgee (S)
32810,567,818,380,249,518,564,371,3464,396,588,369,271,617,543,265,3041,124,195,123,95,302,279,99,1219,26,30,9,8,62,92,14,235,3056,3708,1611,1197,2728,2906,2194,17406,Douglas (S)
33100,41,57,33,14,54,32,5,238,37,66,47,21,109,53,8,342,10,12,7,5,24,14,0,67,0,0,0,0,0,0,0,5,153,235,138,96,274,181,33,1118,Etheridge (S)
33200,53,68,40,33,66,26,0,269,32,66,40,30,85,35,3,300,9,15,8,11,35,11,0,88,4,5,0,0,18,3,0,30,261,366,180,137,346,151,10,1444,Flinders (S) (Qld)
33220,2221,4382,2647,2086,3198,1592,167,16282,1608,3574,2869,2800,4527,2106,125,17610,756,1374,1040,1129,2822,1487,41,8654,245,275,165,150,1218,573,9,2641,14356,21040,11831,10608,19494,10083,1238,88648,Fraser Coast (R)
33360,1212,2150,1187,1021,1432,686,61,7746,541,1079,760,799,1163,550,49,4937,179,314,252,259,593,307,19,1928,70,66,24,44,243,90,3,546,9780,13371,6126,5919,9200,4694,500,49590,Gladstone (R)
33430,12953,20484,8950,5352,12345,6077,2022,68185,7290,13857,8804,6468,14255,6405,2015,59083,3313,5432,3551,2916,9596,5131,819,30755,1251,1301,693,536,5472,3149,166,12578,109264,122040,51430,37279,101560,47240,14541,483355,Gold Coast (C)
33610,231,381,205,153,328,185,4,1496,123,221,171,181,301,197,10,1199,65,98,78,74,194,126,3,640,31,21,4,12,101,51,3,214,1626,2038,1025,909,1823,1130,59,8623,Goondiwindi (R)
37400,54,96,37,30,67,48,5,339,42,82,45,32,115,79,3,389,14,15,4,9,47,15,0,107,0,0,0,0,13,13,0,28,244,376,131,135,343,211,21,1466,Winton (S)
41330,53,94,37,28,112,57,12,388,41,79,33,24,127,76,3,387,13,17,12,11,44,33,0,131,0,3,0,0,7,5,0,13,269,418,168,119,493,353,50,1869,Coober Pedy (DC)
41560,351,613,360,263,397,194,0,2174,178,456,398,358,502,252,3,2147,87,191,172,140,389,213,0,1198,33,44,25,29,188,128,0,447,1981,2910,1665,1438,2458,1220,24,11694,Copper Coast (DC)
41750,43,53,52,25,40,10,0,227,17,19,13,25,40,12,0,132,5,7,0,9,29,9,0,57,3,5,0,0,9,0,0,14,157,229,151,137,186,65,0,919,Elliston (DC)
37550,27,7,7,0,17,9,0,71,9,0,3,0,17,0,0,31,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,262,104,27,24,153,66,0,634,Woorabinda (S)
43080,25,46,27,14,24,14,0,157,14,26,20,20,30,19,0,131,4,15,5,4,21,14,0,73,8,3,0,9,16,12,0,49,183,209,120,106,154,88,0,863,Karoonda East Murray (DC)
37570,13,11,4,0,8,0,0,36,4,5,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,50,52,3,29,5,0,218,Wujal Wujal (S)
37600,42,39,16,25,62,0,0,177,17,10,10,5,22,3,3,78,4,4,3,0,12,0,0,27,0,0,0,0,5,0,0,7,484,327,142,197,506,44,3,1701,Yarrabah (S)
40250,36,58,26,15,34,37,4,207,21,10,7,3,25,13,0,84,5,5,4,0,15,3,0,36,3,4,0,0,4,3,0,18,367,475,290,129,272,272,7,1809,Anangu Pitjantjatjara (AC)
40310,603,1093,625,403,411,229,5,3367,268,609,556,495,448,202,4,2576,120,247,233,202,367,171,0,1349,53,77,47,49,306,99,0,634,3907,5380,2934,2226,2959,1353,105,18868,Barossa (DC)
40430,64,127,80,55,77,28,0,426,40,98,100,81,107,44,0,471,14,38,32,32,73,34,0,227,6,9,0,3,52,27,0,102,347,509,337,281,433,202,3,2120,Barunga West (DC)
40520,264,463,235,174,301,148,7,1587,130,253,205,176,325,149,3,1234,54,111,84,106,252,112,5,733,27,41,23,18,161,63,0,343,1551,2236,1133,974,1897,914,104,8809,Berri and Barmera (DC)
45090,205,340,169,116,172,58,3,1061,112,180,141,127,166,68,3,788,49,73,54,56,135,66,0,438,22,21,20,10,83,72,0,224,1395,1784,866,673,1264,493,66,6544,Naracoorte and Lucindale (DC)
45120,142,208,98,103,110,72,0,725,63,131,100,121,136,68,3,628,27,48,39,50,90,39,0,289,15,23,14,15,70,18,0,145,692,940,493,537,692,354,16,3723,Northern Areas (DC)
40700,1132,2084,985,480,639,245,95,5656,721,1470,1076,592,753,270,76,4954,345,684,530,337,644,274,23,2842,198,275,169,100,648,227,4,1617,8856,10382,5139,3130,6532,1813,515,36366,Burnside (C)
41190,70,118,49,41,71,41,0,385,24,48,36,53,54,40,0,252,3,21,18,18,23,22,0,109,9,5,3,3,28,10,0,61,365,478,222,226,303,206,4,1808,Cleve (DC)
45290,853,1495,651,274,623,183,86,4161,478,943,614,346,674,188,46,3293,278,523,328,261,619,211,12,2230,129,187,127,65,621,138,3,1277,7528,8764,3559,2094,6208,1652,378,30179,Norwood Payneham St Peters (C)
45340,3710,7235,3434,1983,3348,1082,81,20870,1797,4290,3196,2434,3594,1165,75,16543,792,1417,1156,980,2409,981,17,7757,309,421,221,196,1619,619,3,3391,29387,38738,17788,12974,25068,8208,593,132753,Onkaparinga (C)
41830,36,78,45,34,71,47,0,317,25,46,41,49,77,26,0,265,8,17,12,7,40,27,0,114,0,5,4,3,13,9,0,44,217,338,187,163,316,177,8,1419,Flinders Ranges (DC)
41960,36,51,35,35,44,46,0,257,31,41,35,37,62,47,0,252,4,15,11,6,27,5,3,67,3,7,0,0,21,18,0,49,213,284,169,139,222,217,3,1250,Franklin Harbour (DC)
42030,489,992,462,287,544,187,10,2974,193,484,405,337,586,227,6,2238,156,261,194,171,543,204,3,1533,76,75,49,57,299,119,3,676,3845,5159,2428,1840,3950,1393,52,18679,Gawler (T)
42110,120,214,108,101,137,55,0,741,53,126,107,111,109,67,0,569,12,39,36,45,92,49,0,276,7,14,8,0,43,17,0,91,614,837,472,484,656,329,11,3403,Goyder (DC)
42250,172,371,194,153,180,128,0,1189,77,174,150,149,160,110,0,821,34,54,37,51,77,57,0,313,11,19,9,9,37,26,0,107,1149,1749,897,781,973,943,17,6515,Grant (DC)
50770,40,74,29,39,48,21,0,259,35,46,41,47,41,36,0,243,7,24,11,15,36,22,0,115,3,3,3,5,17,13,0,38,237,319,183,213,227,142,13,1337,Boyup Brook (S)
42600,1079,1833,771,366,800,340,49,5244,543,1141,761,503,832,295,19,4088,276,485,340,253,736,281,3,2371,165,238,132,83,814,233,0,1672,7308,8958,3690,2204,5921,2133,289,30499,Holdfast Bay (C)
42750,123,284,130,81,112,86,36,851,63,172,123,95,142,78,11,680,24,51,42,38,68,53,0,279,14,13,10,11,55,30,0,123,659,1133,563,436,601,484,240,4126,Kangaroo Island (DC)
43220,34,40,14,14,30,14,0,146,11,25,13,25,24,5,0,96,9,16,16,10,23,12,0,83,0,6,0,0,16,4,0,32,187,216,107,112,150,82,3,860,Kimba (DC)
43360,64,97,60,54,65,20,0,369,43,70,62,52,61,34,0,329,21,33,24,31,56,45,0,212,3,13,0,13,31,14,0,69,353,485,263,266,333,197,9,1898,Kingston (DC) (SA)
43650,343,616,348,258,263,144,4,1972,118,248,214,250,245,131,9,1216,48,92,81,83,144,62,0,513,20,22,19,6,77,26,0,169,2454,3274,1681,1404,1846,797,51,11512,Light (RegC)
43710,124,256,135,96,121,86,3,829,55,118,94,119,126,60,0,576,27,33,31,52,54,37,0,242,10,10,4,10,23,19,0,76,817,1140,631,567,623,589,10,4369,Lower Eyre Peninsula (DC)
43790,274,493,297,178,297,113,4,1655,186,307,245,254,306,162,3,1469,68,131,103,103,235,103,0,744,34,63,30,22,170,70,0,384,1819,2455,1336,1055,1850,834,82,9429,Loxton Waikerie (DC)
43920,181,344,192,144,225,108,0,1206,99,158,122,119,232,76,0,807,31,34,25,39,91,44,0,273,12,12,10,9,34,26,0,92,1322,1960,918,763,1398,601,13,6987,Mallala (DC)
50840,112,246,169,100,97,60,4,794,63,170,151,151,125,70,0,728,25,47,37,40,81,58,0,289,5,17,10,7,29,18,0,91,613,1019,608,538,579,392,19,3772,Bridgetown-Greenbushes (S)
44000,0,0,0,0,3,3,0,10,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,6,31,0,58,Maralinga Tjarutja (AC)
44060,2135,3789,1711,915,1874,527,184,11136,1002,2013,1389,993,1781,487,98,7753,482,885,696,550,1452,524,25,4612,281,382,214,137,1354,315,7,2694,17348,21111,8822,5958,15471,3890,759,73355,Marion (C)
44210,212,414,274,175,299,161,3,1537,123,289,246,247,302,168,3,1381,34,103,79,100,192,103,0,622,21,15,25,14,72,35,0,183,1170,1840,1069,923,1431,989,29,7452,Mid Murray (DC)
44340,1523,3044,1455,663,909,346,107,8047,795,1929,1379,930,1001,409,53,6489,409,865,669,510,930,466,9,3856,239,363,186,125,1044,411,3,2363,12487,16191,7616,4597,9054,2842,546,53329,Mitcham (C)
44550,761,1466,699,453,510,247,10,4138,375,778,641,513,509,220,3,3029,113,277,204,208,349,195,3,1347,42,78,38,51,300,95,0,604,5847,8074,3829,2839,3785,1728,85,26186,Mount Barker (DC)
44620,574,1034,459,290,627,200,14,3198,266,524,425,322,659,239,12,2442,139,239,215,161,481,257,3,1499,67,67,43,32,370,112,0,694,4327,5616,2690,1953,4471,1575,95,20721,Mount Gambier (C)
44830,89,180,118,78,70,34,0,566,42,86,78,91,98,76,0,473,13,33,23,39,76,46,0,226,0,13,8,5,40,21,0,85,378,616,386,354,460,266,4,2466,Mount Remarkable (DC)
45040,404,804,386,261,452,190,13,2505,235,496,393,347,525,241,8,2237,129,238,159,194,370,175,0,1276,65,61,37,35,213,81,0,502,3343,4319,2110,1782,3673,1793,166,17190,Murray Bridge (RC)
45400,37,43,30,26,17,20,0,177,14,31,13,22,34,14,0,135,3,8,14,9,17,17,0,71,3,0,3,4,19,11,0,40,133,169,111,110,124,98,7,756,Orroroo/Carrieton (DC)
45540,44,97,47,49,81,49,5,376,23,48,29,48,79,35,0,259,17,30,13,20,54,22,0,155,6,4,3,0,20,14,0,54,202,331,171,202,372,194,13,1478,Peterborough (DC)
45680,1433,2495,1244,888,2288,758,28,9131,577,1157,931,786,1806,665,25,5939,308,549,385,381,1333,647,13,3613,120,146,60,63,664,288,3,1345,13450,16782,7668,6699,17494,6148,194,68437,Playford (C)
45890,2450,4198,1938,1145,3314,909,323,14279,1121,2134,1507,1177,2767,925,184,9810,594,958,651,614,2092,778,24,5712,332,375,216,145,1587,480,10,3148,21520,25658,10787,7923,26061,7654,1205,100811,Port Adelaide Enfield (C)
46090,249,549,251,183,382,269,11,1892,133,259,196,212,410,223,6,1450,48,100,72,99,225,116,0,668,25,21,20,12,113,44,0,239,1829,2648,1290,1142,2572,1911,101,11487,Port Augusta (C)
46300,314,530,257,157,350,174,7,1790,163,248,235,216,329,143,0,1339,78,126,111,113,239,139,0,808,54,46,36,25,168,41,0,376,2267,2957,1414,1127,2274,1057,55,11153,Port Lincoln (C)
46450,307,631,386,300,521,171,5,2320,173,374,286,354,568,216,7,1970,94,164,148,154,421,185,0,1173,41,51,29,22,270,72,0,490,2372,3394,1869,1710,3693,1232,49,14323,Port Pirie City and Dists (M)
50910,20,27,18,14,36,16,0,129,14,34,15,29,32,18,0,145,10,11,9,10,20,22,0,80,4,3,0,0,7,20,0,41,139,186,97,104,167,121,5,812,Brookton (S)
50980,603,973,423,206,815,506,80,3608,439,671,400,271,865,459,43,3138,104,154,102,49,249,134,14,802,13,5,4,4,52,23,0,106,3801,4775,1940,1208,3997,2847,635,19205,Broome (S)
46510,531,969,393,182,350,114,42,2587,200,430,276,168,292,91,23,1475,119,181,111,69,268,73,7,832,47,66,45,21,222,52,0,459,4208,5045,2011,1160,3294,854,193,16769,Prospect (C)
46670,226,387,198,112,299,128,6,1355,105,240,192,153,270,151,0,1120,53,88,65,77,192,102,4,571,32,27,20,18,124,56,0,273,1497,1968,995,758,1779,871,271,8137,Renmark Paringa (DC)
46860,36,80,34,20,45,33,0,247,20,42,36,43,39,25,6,212,13,17,14,15,19,15,0,97,3,9,4,0,10,8,0,34,233,331,170,138,195,131,35,1224,Robe (DC)
46970,68,120,37,25,81,58,3,397,14,17,6,4,17,6,0,65,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,748,977,375,281,680,555,13,3618,Roxby Downs (M)
47140,2642,4326,2132,1419,3619,888,241,15282,1174,2389,1842,1433,3279,868,121,11111,598,1006,698,657,2193,741,22,5920,183,226,112,107,1244,283,7,2157,23035,27865,12412,9818,29365,6972,943,110415,Salisbury (C)
47290,53,75,48,40,49,24,0,296,24,44,40,33,53,26,0,228,9,28,21,16,37,21,0,135,4,4,0,3,33,10,0,56,313,419,213,184,324,189,59,1697,Southern Mallee (DC)
47490,57,112,73,37,63,49,0,402,36,54,43,47,62,40,0,283,8,18,14,13,29,34,0,108,5,9,4,7,14,16,0,52,314,445,251,206,276,220,11,1728,Streaky Bay (DC)
47630,152,237,150,89,140,76,3,851,78,122,91,118,133,77,4,626,44,70,58,43,75,82,0,357,22,24,17,14,54,75,0,201,1162,1350,690,530,870,627,35,5265,Tatiara (DC)
47700,2261,4235,2062,1226,1950,394,133,12256,1144,2593,2006,1538,2147,485,86,10001,557,975,797,644,1573,554,13,5109,176,244,158,100,1066,319,0,2063,18013,22910,10685,7330,16134,3512,504,79079,Tea Tree Gully (C)
47800,153,251,126,87,147,41,0,808,70,147,102,125,165,86,0,692,29,52,65,41,102,59,0,348,5,15,8,11,45,28,0,112,791,1100,628,531,866,396,31,4332,The Coorong (DC)
47910,85,125,80,55,84,32,0,468,47,82,75,68,97,48,4,412,17,31,36,40,64,20,0,214,3,4,7,6,38,34,0,96,411,575,326,307,439,225,5,2293,Tumby Bay (DC)
51400,306,566,306,240,255,103,9,1784,120,281,248,221,238,105,6,1216,45,85,73,64,111,56,5,435,15,22,11,12,35,20,0,113,2656,3498,1744,1562,2094,819,66,12444,Capel (S)
51470,29,38,13,10,20,12,0,119,12,20,13,7,28,9,0,78,3,5,4,0,10,4,0,26,0,0,0,0,3,3,0,4,107,127,63,52,95,55,16,505,Carnamah (S)
51540,205,356,163,92,338,201,14,1368,173,288,208,128,415,256,14,1483,51,98,58,46,150,105,3,514,8,12,14,8,35,26,0,101,1148,1571,780,528,1625,1200,195,7061,Carnarvon (S)
51610,26,65,27,19,33,24,0,191,13,35,29,34,38,27,0,177,5,13,8,16,14,12,0,71,3,3,0,0,3,0,0,12,177,301,152,165,152,145,0,1091,Chapman Valley (S)
47980,915,1758,785,345,571,201,50,4629,523,1094,681,328,617,205,48,3497,237,423,285,212,623,172,14,1965,119,179,107,69,974,180,0,1622,7913,9373,3896,2191,6119,1589,355,31427,Unley (C)
48050,322,692,408,237,336,123,4,2128,325,676,674,473,574,165,7,2889,151,328,275,259,474,239,4,1726,71,103,67,55,324,148,0,774,2020,3218,2043,1534,2430,972,59,12277,Victor Harbor (C)
48130,153,269,161,127,189,74,0,972,80,162,135,122,187,80,3,764,33,66,56,44,125,58,4,381,12,18,7,18,107,46,0,205,968,1307,716,684,1194,476,24,5375,Wakefield (DC)
51960,69,98,40,54,117,83,0,464,22,47,32,26,62,45,0,228,3,15,5,4,25,15,0,67,0,0,0,0,3,3,0,6,575,686,272,315,776,638,17,3281,Coolgardie (S)
52030,37,55,38,37,45,15,0,233,26,29,39,29,48,11,0,179,3,8,8,15,18,10,0,60,0,0,0,0,4,0,0,9,151,202,135,130,175,80,13,885,Coorow (S)
52660,261,459,268,179,244,132,9,1554,95,244,197,203,246,114,4,1099,64,113,99,97,183,111,7,673,27,37,11,16,131,52,0,272,2193,2807,1445,1340,1918,824,49,10568,Dardanup (S)
52730,143,320,183,92,123,103,10,966,81,232,183,155,142,97,11,899,37,82,56,72,89,56,0,397,17,25,10,7,34,30,0,120,812,1380,768,571,675,537,22,4766,Denmark (S)
52800,253,323,152,94,318,160,20,1323,115,198,95,73,252,118,27,874,20,33,14,4,73,30,7,189,6,7,4,3,26,4,0,55,1488,1661,795,711,1598,1214,171,7635,Derby-West Kimberley (S)
48260,236,358,147,86,151,56,8,1040,103,250,164,116,151,56,12,848,65,140,104,58,154,55,3,573,40,57,22,12,170,27,0,319,1600,1809,822,518,1333,426,88,6608,Walkerville (M)
48340,263,505,295,252,322,106,4,1742,132,262,248,201,303,130,7,1280,74,119,94,94,174,101,0,660,30,32,27,20,116,92,0,317,1670,2380,1318,1216,1753,804,65,9194,Wattle Range (DC)
48410,1199,1999,851,451,1150,324,134,6106,599,1220,753,500,1133,364,61,4619,414,711,511,424,1091,438,10,3593,223,301,147,130,825,486,0,2122,11796,13413,5355,3579,11430,3214,547,49339,West Torrens (C)
48540,390,697,430,296,627,236,9,2689,182,408,280,305,563,244,3,1988,94,169,169,156,443,207,0,1243,51,52,20,22,190,79,0,427,3111,4544,2242,1867,4045,1717,49,17576,Whyalla (C)
52870,135,292,169,154,112,103,3,967,61,169,162,132,128,100,6,753,32,44,34,47,85,68,0,314,10,19,8,4,47,13,0,107,782,1189,716,658,684,545,65,4644,Donnybrook-Balingup (S)
48640,41,39,34,17,37,16,0,188,16,35,23,29,36,22,0,161,6,5,8,6,18,13,3,64,4,4,0,4,21,12,0,43,214,248,138,121,201,126,4,1051,Wudinna (DC)
48750,148,317,200,129,143,79,0,1006,99,219,203,152,168,92,5,924,29,69,61,66,98,48,0,378,13,19,19,8,61,21,0,145,719,1185,748,584,726,385,31,4372,Yankalilla (DC)
48830,337,532,380,266,345,114,3,1981,205,404,386,364,452,175,5,1988,90,176,140,174,288,123,6,995,40,62,31,32,214,72,0,450,1503,2308,1466,1304,1888,718,20,9199,Yorke Peninsula (DC)
