LGA_MAIN11,Indonesia_2006,Indonesia_2007,Indonesia_2008,Indonesia_2009,Indonesia_2010,Indonesia_2011,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iraq_Before_1941,Iraq_1941_1950,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2005,Iraq_2006,Iraq_2007,Iraq_2008,Iraq_2009,Iraq_2010,Iraq_2011,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1941,Ireland_1941_1950,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2005,Ireland_2006,Ireland_2007,Ireland_2008,Ireland_2009,Ireland_2010,Ireland_2011,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1941,Italy_1941_1950,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2005,Italy_2006,Italy_2007,Italy_2008,Italy_2009,Italy_2010,Italy_2011,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1941,Japan_1941_1950,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2005,Japan_2006,Japan_2007,Japan_2008,Japan_2009,Japan_2010,Japan_2011,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1941,Korea_Rep_Sth_1941_1950,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2005,Korea_Republic_South_2006,Korea_Republic_South_2007,Korea_Republic_South_2008,Korea_Republic_South_2009,Korea_Republic_South_2010,Korea_Republic_South_2011,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1941,Lebanon_1941_1950,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2005,Lebanon_2006,Lebanon_2007,Lebanon_2008,Lebanon_2009,Lebanon_2010,Lebanon_2011,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1941,Malaysia_1941_1950,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2005,Malaysia_2006,Malaysia_2007,Malaysia_2008,Malaysia_2009,Malaysia_2010,Malaysia_2011,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1941,Malta_1941_1950,Malta_1951_1960,Malta_1961_1970,Malta_1971_1980,Malta_1981_1990,Malta_1991_2000,Malta_2001_2005,Malta_2006,Malta_2007,Malta_2008,Malta_2009,Malta_2010,Malta_2011,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1941,Netherlands_1941_1950,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2005,Netherlands_2006,Netherlands_2007,Netherlands_2008,Netherlands_2009,Netherlands_2010,Netherlands_2011,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1941,New_Zealand_1941_1950,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2005,New_Zealand_2006,New_Zealand_2007,New_Zealand_2008,New_Zealand_2009,New_Zealand_2010,New_Zealand_2011,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Philippines_Before_1941,Philippines_1941_1950,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2005,Philippines_2006,Philippines_2007,Philippines_2008,Philippines_2009,Philippines_2010,Philippines_2011,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1941,Poland_1941_1950,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2005,Poland_2006,Poland_2007,Poland_2008,Poland_2009,Poland_2010,Poland_2011,Poland_Yr_arrival_NS,Poland_Tot,LGA_NAME11
53220,3,3,3,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,16,4,4,4,3,6,11,10,4,3,76,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,14,3,0,0,0,0,0,0,0,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,4,4,0,4,0,0,0,0,0,0,0,21,0,3,0,14,55,135,114,95,59,63,90,40,74,59,40,841,0,0,0,0,0,11,10,5,6,32,15,14,7,4,7,111,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,9,East Pilbara (S)
53290,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,7,0,0,0,3,0,0,4,26,0,0,11,7,0,3,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3,0,3,3,4,0,0,0,0,0,0,0,38,0,3,0,15,64,92,62,31,10,17,22,5,17,12,27,377,0,0,0,0,0,10,6,10,0,5,0,3,4,0,0,38,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,Esperance (S)
53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,3,0,0,5,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,15,15,5,5,0,0,0,0,0,0,4,51,0,0,0,0,0,5,5,0,0,3,3,4,6,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Exmouth (S)
53430,0,0,4,0,8,7,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,24,32,38,20,17,10,11,18,20,16,15,15,244,20,61,474,254,56,12,10,11,5,3,5,6,5,5,74,1001,0,0,0,0,0,14,24,15,3,3,9,0,3,3,0,74,0,0,0,3,0,3,3,3,0,0,6,3,3,3,3,30,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8,3,0,8,10,21,20,15,12,3,0,6,3,0,3,0,104,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,15,0,5,44,10,3,16,15,10,0,3,0,3,5,0,9,123,3,3,3,27,92,168,88,34,12,31,31,39,63,45,41,680,0,0,0,0,3,13,21,4,0,17,22,11,19,9,16,135,0,7,0,3,6,56,12,5,0,0,0,3,3,0,3,98,Fremantle (C)
54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,9,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,0,3,0,17,0,0,0,3,23,22,17,9,7,4,0,9,3,9,4,110,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Irwin (S)
54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,10,7,13,0,3,5,5,0,8,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerramungup (S)
54170,5,12,9,13,10,14,12,283,0,0,0,0,0,0,8,6,4,0,8,0,0,0,3,29,3,3,29,109,173,556,246,165,62,54,86,134,107,111,48,1886,11,43,319,176,82,41,26,15,3,3,11,12,9,4,55,810,0,0,5,0,13,30,68,25,12,8,7,7,8,9,10,202,0,0,0,0,9,21,12,19,6,3,16,10,0,3,5,104,0,0,0,6,14,20,4,3,0,5,0,0,0,0,3,55,0,5,18,85,160,301,121,93,40,20,43,26,29,13,36,990,0,3,13,14,8,7,4,12,0,3,0,0,0,0,0,64,0,28,295,64,46,85,59,31,15,7,15,13,12,3,24,697,3,7,11,154,553,1185,826,404,109,189,260,148,228,212,247,4536,0,3,0,3,43,182,75,37,13,41,54,34,31,24,13,553,3,21,7,21,52,327,86,18,9,3,14,5,7,0,16,589,Joondalup (C)
54200,8,4,7,7,3,6,10,132,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,6,11,70,50,93,26,30,8,15,11,3,12,14,11,363,12,49,219,142,18,8,7,3,5,0,3,5,0,4,29,504,0,3,0,0,3,0,5,12,3,4,3,0,4,0,0,37,0,0,0,0,0,7,8,4,0,0,0,0,0,0,0,19,0,0,0,4,0,12,0,0,0,0,0,0,0,0,3,19,3,3,11,29,49,65,34,37,0,6,3,3,0,0,6,249,0,0,6,11,0,3,3,3,0,0,0,0,0,0,3,29,0,26,155,23,26,42,21,11,0,0,0,0,0,0,12,316,0,3,12,85,193,387,335,219,81,95,121,78,97,89,115,1910,0,0,0,0,16,61,53,15,16,54,45,41,19,29,13,362,0,10,6,6,13,21,9,7,0,0,0,3,0,0,5,80,Kalamunda (S)
54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,3,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kulin (S)
54280,0,0,8,0,10,3,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,7,11,11,6,0,5,8,11,14,13,3,109,3,0,23,10,3,4,4,0,0,0,0,0,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,4,0,4,3,5,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,8,7,0,12,0,9,4,0,0,3,0,48,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,9,0,4,18,10,0,4,0,0,0,0,0,0,4,0,0,40,0,0,4,31,124,266,374,271,116,205,343,144,228,204,195,2505,0,0,0,0,6,42,42,29,11,81,70,43,58,21,15,418,0,4,0,0,3,7,4,0,0,0,0,0,0,4,0,22,Kalgoorlie/Boulder (C)
53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,3,3,3,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,Goomalling (S)
53780,52,74,63,52,68,11,70,1109,0,0,0,0,0,3,192,72,6,5,8,11,35,4,17,353,0,0,7,85,82,122,41,26,5,10,28,10,20,15,17,468,3,37,243,192,48,14,4,8,0,5,0,0,0,0,29,583,0,0,5,5,5,6,34,38,8,0,3,0,4,3,4,115,0,0,0,3,3,19,37,42,20,3,10,4,11,6,5,163,0,0,6,5,36,38,28,8,6,0,0,5,0,0,3,135,0,0,9,56,178,894,362,448,117,144,209,114,83,52,98,2764,0,0,11,15,5,8,0,0,0,0,0,0,0,0,0,39,0,38,339,53,27,34,20,15,0,6,5,0,0,0,25,562,3,5,10,80,284,668,678,399,161,193,299,164,222,179,264,3609,0,0,0,0,19,207,154,107,77,155,170,151,142,73,46,1301,0,10,4,7,15,82,36,4,0,3,6,6,0,0,5,178,Gosnells (C)
54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,6,4,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kellerberrin (S)
54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kent (S)
54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,5,19,30,4,5,4,6,8,3,0,10,97,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kojonup (S)
54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,9,9,0,5,3,3,0,7,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kondinin (S)
54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,Koorda (S)
54830,7,0,3,8,0,4,11,67,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,12,0,3,3,13,18,13,5,3,0,0,3,7,4,3,3,78,3,5,26,29,0,4,0,3,0,0,0,0,0,3,13,86,0,0,0,0,0,0,3,9,3,3,0,4,3,0,3,28,0,0,0,0,0,10,3,7,0,0,4,0,0,0,3,27,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,8,13,18,15,7,8,4,8,6,5,5,4,101,0,0,0,4,0,0,0,3,0,0,0,0,0,0,6,13,3,3,74,18,3,7,3,6,0,3,0,0,0,0,3,123,0,3,3,20,80,190,228,152,85,107,142,91,97,88,88,1374,0,0,0,0,8,47,30,22,29,59,75,55,25,74,22,446,0,0,0,4,3,26,3,4,0,0,0,0,0,0,0,40,Kwinana (T)
54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,10,9,8,4,0,3,0,4,7,7,57,0,0,0,0,0,0,0,0,0,3,8,15,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake Grace (S)
55320,33,67,61,69,50,22,42,1576,0,0,0,4,0,3,18,0,0,0,6,3,0,0,3,37,3,8,12,78,70,150,54,29,17,9,31,30,29,28,29,577,16,55,417,223,46,31,14,14,3,8,10,10,4,5,53,909,3,3,6,4,11,40,74,49,10,12,5,27,12,8,9,273,0,0,0,0,24,56,72,93,37,34,37,30,26,15,25,449,0,0,0,14,22,6,8,3,4,0,0,0,0,0,3,60,3,7,21,103,302,1033,429,330,115,114,139,132,141,93,86,3048,0,3,8,5,4,4,3,0,0,0,0,0,0,3,5,35,0,27,185,36,16,29,29,23,5,13,5,7,3,5,10,393,3,6,20,150,244,501,271,170,38,49,108,86,89,93,106,1934,0,0,0,7,22,84,45,33,25,30,62,47,57,31,14,457,0,22,7,0,23,111,16,5,5,6,0,0,0,5,4,204,Melville (C)
58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wandering (S)
54340,3,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,38,30,7,10,4,12,9,7,3,9,139,0,0,0,0,3,3,0,3,0,3,0,0,3,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Katanning (S)
56520,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,10,0,0,9,5,3,0,0,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,17,15,23,5,0,0,0,3,3,0,9,78,0,0,0,0,0,3,5,0,0,0,11,3,3,3,0,28,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,16,Narrogin (T)
57910,26,38,40,21,50,17,27,700,0,0,3,4,12,7,258,150,21,28,39,57,53,25,17,674,3,15,55,125,135,346,114,86,41,81,126,152,189,294,76,1838,51,261,1832,1129,266,101,90,56,29,22,26,25,33,17,270,4208,3,3,5,4,14,49,139,127,31,26,34,28,34,16,35,548,0,0,0,0,15,43,24,44,20,35,36,18,36,24,21,316,0,0,3,8,32,27,18,15,9,0,0,3,3,0,3,121,0,10,36,143,260,671,270,268,72,64,74,95,95,55,68,2181,0,7,28,31,10,8,0,0,0,0,0,0,4,0,0,88,5,59,351,67,42,45,35,27,12,4,6,12,9,10,33,717,6,11,28,201,581,966,733,455,171,206,363,264,392,322,306,5005,0,0,0,6,53,192,156,78,52,120,180,162,160,96,87,1342,5,107,38,38,68,343,112,46,5,6,14,13,9,12,29,845,Stirling (C)
57980,13,8,17,11,19,17,3,126,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,9,0,0,4,14,21,31,18,6,0,3,20,20,19,23,10,189,8,5,26,7,0,4,6,6,0,0,0,7,4,5,5,83,0,0,0,0,3,3,6,21,4,4,6,26,24,6,0,103,0,0,0,0,4,3,3,6,3,3,3,3,4,3,4,39,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,4,5,4,22,53,57,27,37,9,32,49,68,65,40,9,481,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,27,3,7,7,3,3,3,3,7,3,10,3,3,85,0,0,0,42,53,66,39,28,5,10,21,20,33,33,22,372,0,0,0,0,8,7,3,9,3,3,13,16,8,4,5,79,5,13,3,4,3,12,6,5,0,3,3,0,3,0,0,60,Subiaco (C)
58050,7,0,14,7,7,3,15,222,0,0,0,0,0,10,199,90,6,10,28,6,16,7,7,379,0,0,10,61,60,104,43,26,10,13,20,10,3,13,13,386,6,42,425,277,62,26,17,5,5,5,6,0,0,0,66,942,0,0,0,0,4,14,24,17,3,6,3,0,8,10,4,93,0,0,0,0,0,17,9,4,8,3,5,5,5,4,0,60,0,0,0,5,5,17,19,6,0,0,8,0,0,0,3,63,0,5,7,55,105,362,151,69,16,33,42,18,16,3,35,917,0,3,21,29,13,10,0,9,0,0,0,0,0,0,0,85,0,16,195,52,33,48,21,16,0,0,0,3,0,0,11,395,3,0,11,96,395,772,686,411,198,228,311,202,209,184,235,3941,0,0,0,3,27,190,211,98,75,93,155,134,86,63,61,1196,0,48,10,23,21,184,63,12,12,0,3,3,5,0,9,393,Swan (C)
58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tammin (S)
58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,0,0,7,0,0,3,25,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three Springs (S)
