lga_name_2016,lga_code_2016,d_18_20_fpulptw_mptlf,d_18_20_fpulptw_mpnlf,d_18_20_fpulptw_mplfsns,d_18_20_fpulptw_t,d_18_20_fput_mpeft,d_18_20_fput_mpept,d_18_20_fput_mpeaw,d_18_20_fput_mpehns,d_18_20_fput_mpet,d_18_20_fput_mpulftw,d_18_20_fput_mpulptw,d_18_20_fput_mput,d_18_20_fput_mptlf,d_18_20_fput_mpnlf,d_18_20_fput_mplfsns,d_18_20_fput_t,d_18_20_fptlf_mpeft,d_18_20_fptlf_mpept,d_18_20_fptlf_mpeaw,d_18_20_fptlf_mpehns,d_18_20_fptlf_mpet,d_18_20_fptlf_mpulftw,d_18_20_fptlf_mpulptw,d_18_20_fptlf_mput,d_18_20_fptlf_mptlf,d_18_20_fptlf_mpnlf,d_18_20_fptlf_mplfsns,d_18_20_fptlf_t,d_18_20_fpnlf_mpeft,d_18_20_fpnlf_mpept,d_18_20_fpnlf_mpeaw,d_18_20_fpnlf_mpehns,d_18_20_fpnlf_mpet,d_18_20_fpnlf_mpulftw,d_18_20_fpnlf_mpulptw,d_18_20_fpnlf_mput,d_18_20_fpnlf_mptlf,d_18_20_fpnlf_mpnlf,d_18_20_fpnlf_mplfsns,d_18_20_fpnlf_t,d_18_20_fplfsns_mpeft,d_18_20_fplfsns_mpept,d_18_20_fplfsns_mpeaw,d_18_20_fplfsns_mpehns,d_18_20_fplfsns_mpet,d_18_20_fplfsns_mpulftw,d_18_20_fplfsns_mpulptw,d_18_20_fplfsns_mput,d_18_20_fplfsns_mptlf,d_18_20_fplfsns_mpnlf,d_18_20_fplfsns_mplfsns,d_18_20_fplfsns_t,d_18_20_fpt_mpeft,d_18_20_fpt_mpept,d_18_20_fpt_mpeaw,d_18_20_fpt_mpehns,d_18_20_fpt_mpet,d_18_20_fpt_mpulftw,d_18_20_fpt_mpulptw,d_18_20_fpt_mput,d_18_20_fpt_mptlf,d_18_20_fpt_mpnlf,d_18_20_fpt_mplfsns,d_18_20_fpt_t,d_21_24_fpeft_mpeft,d_21_24_fpeft_mpept,d_21_24_fpeft_mpeaw,d_21_24_fpeft_mpehns,d_21_24_fpeft_mpet,d_21_24_fpeft_mpulftw,d_21_24_fpeft_mpulptw,d_21_24_fpeft_mput,d_21_24_fpeft_mptlf,d_21_24_fpeft_mpnlf,d_21_24_fpeft_mplfsns,d_21_24_fpeft_t,d_21_24_fpept_mpeft,d_21_24_fpept_mpept,d_21_24_fpept_mpeaw,d_21_24_fpept_mpehns,d_21_24_fpept_mpet,d_21_24_fpept_mpulftw,d_21_24_fpept_mpulptw,d_21_24_fpept_mput,d_21_24_fpept_mptlf,d_21_24_fpept_mpnlf,d_21_24_fpept_mplfsns,d_21_24_fpept_t,d_21_24_fpeaw_mpeft,d_21_24_fpeaw_mpept,d_21_24_fpeaw_mpeaw,d_21_24_fpeaw_mpehns,d_21_24_fpeaw_mpet,d_21_24_fpeaw_mpulftw,d_21_24_fpeaw_mpulptw,d_21_24_fpeaw_mput,d_21_24_fpeaw_mptlf,d_21_24_fpeaw_mpnlf,d_21_24_fpeaw_mplfsns,d_21_24_fpeaw_t,d_21_24_fphns_mpeft,d_21_24_fphns_mpept,d_21_24_fphns_mpeaw,d_21_24_fphns_mpehns,d_21_24_fphns_mpet,d_21_24_fphns_mpulftw,d_21_24_fphns_mpulptw,d_21_24_fphns_mput,d_21_24_fphns_mptlf,d_21_24_fphns_mpnlf,d_21_24_fphns_mplfsns,d_21_24_fphns_t,d_21_24_fpet_mpeft,d_21_24_fpet_mpept,d_21_24_fpet_mpeaw,d_21_24_fpet_mpehns,d_21_24_fpet_mpet,d_21_24_fpet_mpulftw,d_21_24_fpet_mpulptw,d_21_24_fpet_mput,d_21_24_fpet_mptlf,d_21_24_fpet_mpnlf,d_21_24_fpet_mplfsns,d_21_24_fpet_t,d_21_24_fpulftw_mpeft,d_21_24_fpulftw_mpept,d_21_24_fpulftw_mpeaw,d_21_24_fpulftw_mpehns,d_21_24_fpulftw_mpet,d_21_24_fpulftw_mpulftw,d_21_24_fpulftw_mpulptw,d_21_24_fpulftw_mput,d_21_24_fpulftw_mptlf,d_21_24_fpulftw_mpnlf,d_21_24_fpulftw_mplfsns,d_21_24_fpulftw_t,d_21_24_fpulptw_mpeft,d_21_24_fpulptw_mpept,d_21_24_fpulptw_mpeaw,d_21_24_fpulptw_mpehns,d_21_24_fpulptw_mpet,d_21_24_fpulptw_mpulftw,d_21_24_fpulptw_mpulptw,d_21_24_fpulptw_mput,d_21_24_fpulptw_mptlf,d_21_24_fpulptw_mpnlf,d_21_24_fpulptw_mplfsns,d_21_24_fpulptw_t,d_21_24_fput_mpeft,d_21_24_fput_mpept,d_21_24_fput_mpeaw,d_21_24_fput_mpehns,d_21_24_fput_mpet,d_21_24_fput_mpulftw,d_21_24_fput_mpulptw,d_21_24_fput_mput,d_21_24_fput_mptlf,d_21_24_fput_mpnlf,d_21_24_fput_mplfsns,d_21_24_fput_t,d_21_24_fptlf_mpeft,d_21_24_fptlf_mpept,d_21_24_fptlf_mpeaw,d_21_24_fptlf_mpehns,d_21_24_fptlf_mpet,d_21_24_fptlf_mpulftw,d_21_24_fptlf_mpulptw,d_21_24_fptlf_mput,d_21_24_fptlf_mptlf,d_21_24_fptlf_mpnlf,d_21_24_fptlf_mplfsns,d_21_24_fptlf_t,d_21_24_fpnlf_mpeft,d_21_24_fpnlf_mpept,d_21_24_fpnlf_mpeaw,d_21_24_fpnlf_mpehns,d_21_24_fpnlf_mpet,d_21_24_fpnlf_mpulftw,d_21_24_fpnlf_mpulptw,d_21_24_fpnlf_mput,d_21_24_fpnlf_mptlf,d_21_24_fpnlf_mpnlf,d_21_24_fpnlf_mplfsns,d_21_24_fpnlf_t,d_21_24_fplfsns_mpeft,d_21_24_fplfsns_mpept,d_21_24_fplfsns_mpeaw,d_21_24_fplfsns_mpehns,d_21_24_fplfsns_mpet,d_21_24_fplfsns_mpulftw,d_21_24_fplfsns_mpulptw,d_21_24_fplfsns_mput,d_21_24_fplfsns_mptlf,d_21_24_fplfsns_mpnlf,d_21_24_fplfsns_mplfsns,d_21_24_fplfsns_t,d_21_24_fpt_mpeft,d_21_24_fpt_mpept,d_21_24_fpt_mpeaw,d_21_24_fpt_mpehns
Central Goldfields (S),21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,35,0,0,0,35,8,0,43,6,0,0,0,12,0,0,0,12,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,47,0,0,0,47,6,0,59,3,0,0,0,3,0,0,0,3,0,0,6,10,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Colac-Otway (S),21750,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,68,9,0,3,86,0,3,3,84,4,0,90,7,0,0,0,4,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,74,9,0,3,91,0,3,3,96,4,0,98,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,0,16,0,0,18,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0
Corangamite (S),21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,11,0,0,83,0,0,0,83,3,0,85,6,0,0,0,5,0,0,0,5,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,77,10,4,0,95,0,0,0,95,6,0,105,7,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,19,0,0,0,19,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,19,0,0,0,19,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Darebin (C),21890,24,5,0,25,27,7,0,0,38,6,3,15,54,5,0,56,817,141,15,29,1003,29,5,33,1036,81,0,1111,162,49,3,12,226,12,5,14,238,88,0,332,4,0,0,0,3,0,0,0,3,0,3,7,986,194,14,35,1228,33,11,50,1273,166,5,1447,173,34,6,0,210,3,7,11,221,29,0,249,193,33,0,4,235,9,0,9,237,29,0,271,8,0,0,0,11,0,0,0,9,3,0,14,9,0,0,6,15,0,0,0,15,3,0,19,381,63,8,11,465,11,3,21,483,65,0,547,8,0,0,0,8,0,0,0,4,0,0,4,7,0,0,0,11,0,3,3,9,0,0,9,12,0,0,0,12,0,3,3,17,0,0,17,399,64,8,11,483,11,9,24,505,65,0,567,86,24,3,6,126,0,0,8,129,58,0,182,0,0,0,4,3,0,0,0,3,0,0,7,484,95,9,23
East Gippsland (S),22110,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,89,19,3,4,115,0,0,0,115,15,0,129,8,3,0,0,15,0,0,0,13,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,95,23,7,5,132,3,0,3,130,28,0,162,3,0,0,0,5,0,0,0,5,0,0,9,13,3,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,20,0,0,0,20,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,3,22,0,0,0,22,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,3
Frankston (C),22170,17,4,0,16,22,4,0,3,26,0,0,4,26,4,0,30,709,85,19,6,818,15,5,19,835,42,0,880,148,9,3,0,164,0,0,0,167,37,0,207,0,0,0,0,0,0,0,0,0,0,3,4,857,92,23,14,981,15,4,21,998,86,3,1090,138,11,3,0,162,0,0,0,162,15,0,174,162,23,0,0,189,4,3,9,194,9,0,205,10,0,0,0,7,0,0,0,7,4,0,8,0,0,0,0,6,0,0,0,6,0,0,6,310,38,8,7,358,4,3,9,370,27,0,394,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,3,4,0,0,0,4,0,0,11,314,37,8,5,364,4,3,9,373,31,0,402,49,8,0,0,59,0,4,4,66,34,0,103,0,0,0,0,0,0,0,0,0,0,0,0,363,50,10,4
Gannawarra (S),22250,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,41,5,0,0,44,0,0,0,44,0,0,46,0,0,0,0,3,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,44,0,0,0,44,7,0,49,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Greater Shepparton (C),22830,4,0,0,4,6,3,0,0,6,0,0,3,13,0,0,14,250,45,15,3,301,7,3,9,313,15,0,332,38,11,0,0,52,0,3,4,58,53,0,110,0,0,0,0,0,0,0,0,0,0,0,0,290,55,15,3,361,6,6,10,371,68,0,448,26,4,0,0,25,0,3,4,34,3,0,35,18,4,0,0,22,0,0,0,22,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,43,6,4,0,58,0,3,4,61,3,0,63,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,49,6,3,0,56,4,3,4,60,4,0,71,7,5,0,0,9,0,0,0,10,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,56,12,3,0
Hepburn (S),22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,37,0,0,0,38,4,0,43,8,0,0,0,8,0,0,0,8,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,47,0,0,0,48,9,0,54,3,0,0,0,3,0,0,0,3,0,0,7,4,3,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,12,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,9,0,0,0,9,0,0,14,0,3,3,0,5,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0
Hindmarsh (S),22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,17,0,0,0,17,0,0,22,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,23,0,0,0,23,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Hobsons Bay (C),23110,18,4,0,18,19,8,0,0,21,0,5,7,27,3,0,32,620,96,13,12,740,16,9,25,763,61,0,829,133,23,3,4,166,5,0,11,176,49,0,220,3,0,0,0,4,0,0,0,4,0,0,5,753,120,17,19,907,21,11,30,940,111,3,1051,156,19,0,0,176,6,0,9,180,17,0,197,152,40,3,0,190,0,0,0,190,9,0,201,0,0,6,0,10,0,0,0,10,0,0,10,0,0,0,5,5,0,0,0,5,0,0,3,310,51,7,5,377,8,0,10,383,31,3,411,8,0,0,0,8,4,0,4,8,0,0,8,5,0,0,0,4,0,0,4,6,4,0,9,6,0,0,0,11,3,0,8,20,4,0,22,318,57,7,5,386,13,3,15,398,34,3,432,64,16,4,0,81,3,3,4,88,39,0,132,3,3,0,0,5,0,0,0,5,0,0,8,388,71,9,3
Horsham (RC),23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7,3,0,62,0,0,0,62,0,0,60,11,3,0,0,13,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,55,12,3,0,71,0,0,0,71,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,9,0,0,9,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
Hume (C),23270,57,12,0,68,46,19,3,3,72,20,7,30,97,17,3,116,1378,217,23,46,1665,74,15,83,1748,166,4,1926,486,124,5,19,639,42,28,62,705,478,6,1194,6,0,0,3,7,0,0,0,7,0,5,14,1866,342,34,68,2305,112,38,149,2460,649,21,3126,330,37,3,5,377,16,3,16,395,28,0,426,265,57,3,3,332,10,0,14,343,42,0,380,7,0,0,0,10,0,0,0,10,0,0,8,3,0,0,7,10,0,0,0,11,3,0,16,612,95,9,18,727,24,3,32,758,76,0,834,14,3,0,0,19,6,0,6,25,3,0,25,5,7,0,0,14,4,0,4,18,8,0,23,16,10,0,0,25,9,0,15,40,11,0,46,626,99,9,15,755,37,8,47,795,82,0,882,223,63,3,18,310,16,11,24,337,320,3,659,0,0,0,3,3,0,0,0,3,0,3,5,853,166,15,34
Indigo (S),23350,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,57,9,0,0,67,0,0,0,63,3,0,70,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,57,9,0,0,70,0,0,0,73,3,0,74,4,0,0,0,10,0,0,0,10,0,0,10,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Kingston (C) (Vic.),23430,24,4,0,29,30,7,0,0,34,4,0,9,42,4,0,47,1263,170,20,30,1486,46,11,56,1537,89,0,1631,200,33,10,8,255,4,3,9,262,45,0,305,0,0,0,0,0,0,0,0,0,0,3,3,1461,205,34,38,1741,48,12,65,1800,133,4,1933,329,32,3,4,365,14,0,17,381,20,0,405,275,42,9,3,326,9,0,9,333,30,0,365,4,0,5,0,12,0,0,4,14,7,0,19,3,0,0,3,5,0,0,0,5,0,0,10,611,75,15,10,712,27,0,29,739,53,0,791,4,0,0,0,4,0,0,0,9,0,0,5,4,0,0,0,8,0,0,0,7,0,0,9,14,0,0,0,11,0,0,3,16,0,0,19,626,76,15,10,719,27,3,32,754,53,0,806,116,22,3,3,147,3,0,3,150,42,0,191,0,0,0,3,3,0,0,0,3,0,0,3,737,97,19,15
Knox (C),23670,41,3,0,46,40,8,0,3,56,10,0,10,65,7,0,74,1639,182,28,18,1878,38,17,57,1932,118,4,2051,310,56,3,4,370,10,3,16,384,81,0,469,0,0,0,0,0,0,0,0,0,0,5,9,1951,236,31,24,2245,52,19,73,2321,200,10,2528,383,25,9,6,418,5,0,5,426,46,0,473,368,45,3,0,416,9,0,9,426,32,0,451,12,0,5,0,16,0,0,0,16,4,0,16,3,3,0,3,11,0,0,0,13,3,0,18,762,76,12,13,862,19,0,19,879,79,0,960,5,3,0,0,9,0,0,0,9,3,0,16,15,0,0,0,16,0,0,3,20,0,0,22,19,3,0,0,25,0,0,3,30,4,0,35,782,75,13,13,890,19,0,18,902,84,0,991,173,40,4,3,220,5,3,4,228,68,0,299,0,0,0,0,3,0,0,0,3,0,0,3,961,115,20,14
Latrobe (C) (Vic.),23810,9,0,0,9,6,3,0,0,14,0,0,0,12,0,0,12,257,35,9,3,304,9,3,17,319,16,0,339,63,4,0,0,66,4,0,4,73,15,0,89,0,0,0,0,0,0,0,0,0,0,4,4,320,43,5,5,378,13,3,21,392,31,4,427,28,5,0,0,37,0,0,0,40,3,0,41,45,7,0,0,52,0,0,0,57,7,0,61,3,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,4,0,0,4,82,17,0,0,96,3,0,3,100,18,0,114,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,87,17,0,0,104,3,0,3,105,18,0,118,11,0,0,0,16,3,0,3,15,11,3,28,0,0,0,0,0,0,0,0,0,0,0,0,102,15,3,0
Loddon (S),23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,27,0,0,0,27,3,0,29,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,31,0,0,0,31,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Macedon Ranges (S),24130,5,3,0,12,11,0,0,0,10,0,0,0,10,4,0,10,320,44,3,6,376,10,3,10,389,20,0,407,52,8,3,5,64,3,0,3,67,6,0,69,0,0,0,0,3,0,0,0,3,0,0,3,370,47,7,8,441,9,3,12,453,31,0,479,59,3,0,0,61,0,0,3,61,5,0,68,51,7,0,0,58,0,0,0,59,3,0,62,0,0,3,0,4,0,0,0,4,0,0,4,7,0,0,0,5,0,0,0,5,0,0,5,115,12,3,0,128,3,0,3,133,7,0,137,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,121,12,3,0,133,3,0,3,138,7,0,144,20,5,0,0,27,0,0,0,27,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,145,12,4,0
Manningham (C),24210,31,4,0,38,44,3,0,0,43,13,3,10,58,4,0,66,1343,225,18,23,1607,52,11,60,1664,96,4,1763,308,65,3,6,385,5,0,9,396,85,0,485,4,0,0,0,4,0,0,0,4,0,3,13,1655,288,23,27,1995,56,14,70,2071,186,5,2257,306,41,3,3,353,8,0,8,365,27,0,397,374,82,8,4,470,16,0,11,483,39,3,525,3,0,5,0,5,0,0,0,5,3,0,8,5,0,0,11,19,0,0,0,19,4,0,21,693,131,16,16,847,22,0,25,871,76,3,953,8,0,0,0,8,4,0,4,8,0,0,16,9,6,0,0,12,4,3,3,20,3,0,23,16,5,0,0,26,5,3,6,32,3,0,35,707,135,18,16,873,30,3,32,907,79,3,989,200,25,3,3,234,3,3,8,244,86,0,331,0,0,0,0,0,0,0,0,0,0,3,3,913,162,16,18
Mansfield (S),24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,22,0,0,0,22,5,0,21,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,19,0,0,0,19,5,0,28,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maribyrnong (C),24330,19,4,0,21,17,4,0,0,21,4,5,6,33,6,0,34,352,73,9,8,432,24,10,30,462,43,0,499,93,35,3,7,136,3,3,7,141,64,0,204,3,0,0,0,3,0,0,0,3,0,0,5,442,109,13,14,570,28,9,38,610,102,0,711,97,17,0,0,109,3,0,3,112,5,0,121,69,28,0,0,101,4,0,4,104,6,0,117,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,5,4,0,0,0,4,0,0,4,166,45,3,5,226,5,0,5,230,16,0,245,3,6,0,0,7,0,0,0,9,0,0,9,3,3,0,0,11,0,0,3,12,0,0,12,4,6,0,0,12,3,0,7,20,0,0,20,175,51,3,5,237,14,0,11,251,16,0,266,41,17,3,0,61,4,3,3,67,35,0,105,0,0,0,0,3,0,0,0,3,0,0,0,218,76,9,5
Maroondah (C),24410,19,0,0,24,27,4,0,0,29,3,0,3,28,0,0,30,983,112,15,20,1134,21,6,23,1161,65,0,1226,153,29,0,4,187,10,3,18,207,48,0,254,0,0,0,4,8,0,0,0,9,0,0,9,1140,138,17,27,1326,30,13,41,1371,112,3,1481,202,25,3,3,228,6,0,9,240,19,0,259,268,37,3,4,315,3,0,9,320,13,0,335,9,3,0,0,12,0,0,0,12,0,0,14,0,0,0,4,10,0,0,0,10,0,0,10,479,68,5,11,564,13,3,13,576,32,0,609,4,0,0,0,4,0,0,0,6,3,0,9,7,0,0,0,8,0,0,0,5,0,0,5,16,0,0,0,12,0,0,3,14,3,0,22,493,69,5,11,578,12,8,16,597,29,0,627,74,16,0,3,94,4,0,3,98,24,0,124,0,0,0,0,0,0,0,0,0,0,3,3,567,82,5,18
Melbourne (C),24600,5,3,0,6,3,0,0,0,6,3,0,3,12,3,0,12,184,33,3,7,233,3,0,4,234,28,0,265,53,14,3,0,72,3,5,5,82,17,0,101,0,0,0,0,0,0,0,0,0,0,0,6,237,54,3,15,305,10,5,10,316,42,3,367,63,12,0,0,76,3,0,3,79,3,0,80,35,17,0,0,53,0,0,0,53,3,0,54,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103,26,0,0,129,3,0,3,130,13,0,143,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,4,105,26,0,0,130,6,0,7,137,13,0,150,18,5,3,0,34,0,0,0,34,28,0,64,0,0,0,0,0,0,0,0,0,0,0,0,124,30,3,3
Melton (C),24650,36,0,0,37,36,8,0,4,51,7,3,11,62,3,0,64,1018,106,20,36,1175,40,7,48,1224,75,3,1310,215,54,6,11,285,9,10,18,299,106,0,406,0,0,0,3,3,0,0,0,3,0,5,9,1232,158,27,44,1462,53,16,70,1529,186,6,1725,225,27,4,0,255,7,0,7,264,14,0,273,150,21,0,0,170,11,0,13,186,18,0,196,7,0,3,0,6,0,0,0,6,0,0,6,3,0,0,11,10,0,0,0,10,3,0,14,378,48,5,10,447,21,0,23,465,29,0,495,7,4,0,0,13,0,0,0,12,0,0,12,9,3,0,0,10,0,3,3,18,0,0,16,16,8,0,0,26,3,3,3,31,5,0,32,398,56,5,14,468,18,0,22,497,35,0,527,95,13,4,4,111,6,5,11,124,43,0,164,3,0,0,0,8,0,0,0,8,0,4,7,489,68,10,20
Mildura (RC),24780,3,0,0,6,10,0,0,0,10,0,0,0,5,0,0,13,183,23,3,0,219,3,0,7,218,19,0,244,21,11,0,0,34,0,0,3,33,20,0,57,0,0,0,0,3,0,0,0,3,0,0,3,206,34,4,5,247,3,3,4,257,45,0,296,18,0,0,0,23,0,0,0,23,0,0,19,22,3,0,0,27,0,0,0,30,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,46,3,0,0,51,0,0,0,50,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,50,0,0,0,55,3,0,58,0,0,0,0,3,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0,0
