lga_code_2016,pre_school_m,pre_school_f,pre_school_p,infants_primary_government_m,infants_primary_government_f,infants_primary_government_p,infants_primary_catholic_m,infants_primary_catholic_f,infants_primary_catholic_p,infnts_primry_othr_non_govt_m,infnts_primry_othr_non_govt_f,infnts_primry_othr_non_govt_p,infants_primary_tot_m,infants_primary_tot_f,infants_primary_tot_p,secondary_government_m,secondary_government_f,secondary_government_p,secondary_catholic_m,secondary_catholic_f,secondary_catholic_p,secondary_other_non_govt_m,secondary_other_non_govt_f,secondary_other_non_govt_p,secondary_tot_m,secondary_tot_f,secondary_tot_p,tec_furt_educ_inst_ft_15_24_m,tec_furt_educ_inst_ft_15_24_f,tec_furt_educ_inst_ft_15_24_p,tec_furt_educ_inst_ft_25_ov_m,tec_furt_educ_inst_ft_25_ov_f,tec_furt_educ_inst_ft_25_ov_p,tec_furt_educ_inst_pt_15_24_m,tec_furt_educ_inst_pt_15_24_f,tec_furt_educ_inst_pt_15_24_p,tec_furt_educ_inst_pt_25_ov_m,tec_furt_educ_inst_pt_25_ov_f,tec_furt_educ_inst_pt_25_ov_p,tec_furt_educ_inst_f_pt_ns_m,tec_furt_educ_inst_f_pt_ns_f,tec_furt_educ_inst_f_pt_ns_p,tec_furt_educ_inst_tot_m,tec_furt_educ_inst_tot_f,tec_furt_educ_inst_tot_p,uni_othr_tert_inst_ft_15_24_m,uni_othr_tert_inst_ft_15_24_f,uni_othr_tert_inst_ft_15_24_p,uni_othr_tert_inst_ft_25_ov_m,uni_othr_tert_inst_ft_25_ov_f,uni_othr_tert_inst_ft_25_ov_p,uni_othr_tert_inst_pt_15_24_m,uni_othr_tert_inst_pt_15_24_f,uni_othr_tert_inst_pt_15_24_p,uni_othr_tert_inst_pt_25_ov_m,uni_othr_tert_inst_pt_25_ov_f,uni_othr_tert_inst_pt_25_ov_p,uni_othr_tert_inst_f_pt_ns_m,uni_othr_tert_inst_f_pt_ns_f,uni_othr_tert_inst_f_pt_ns_p,uni_other_tert_instit_tot_m,uni_other_tert_instit_tot_f,uni_other_tert_instit_tot_p,othr_typ_educ_inst_ft_stud_m,othr_typ_educ_inst_ft_stud_f,othr_typ_educ_inst_ft_stud_p,othr_typ_educ_inst_pt_stud_m,othr_typ_educ_inst_pt_stud_f,othr_typ_educ_inst_pt_stud_p,oth_typ_ed_instit_f_pt_ns_m,oth_typ_ed_instit_f_pt_ns_f,oth_typ_ed_instit_f_pt_ns_p,other_type_educ_instit_tot_m,other_type_educ_instit_tot_f,other_type_educ_instit_tot_p,type_educanl_institution_ns_m,type_educanl_institution_ns_f,type_educanl_institution_ns_p,os_visitors_m,os_visitors_f,os_visitors_p,tot_m,tot_f,tot_p,lga_name16
18450,2077,1934,4012,5978,5681,11659,1685,1710,3398,666,611,1277,8332,8008,16340,4021,3859,7880,1738,1832,3566,640,593,1233,6393,6282,12679,287,318,611,264,413,676,838,409,1245,586,855,1446,24,23,47,1997,2025,4019,4030,3938,7967,1621,1281,2904,343,431,768,846,1419,2270,11,19,28,6852,7097,13942,172,196,368,268,570,834,3,10,16,440,780,1223,5609,5844,11453,775,918,1699,32487,32881,65371,Wollongong (C)
18500,460,414,870,792,804,1595,157,256,410,887,774,1655,1835,1829,3662,131,127,257,135,234,378,1294,1305,2600,1559,1666,3229,25,36,62,35,66,103,44,38,81,98,154,252,0,7,7,203,299,504,672,819,1493,185,313,494,108,116,223,390,565,953,3,10,15,1356,1826,3178,42,66,109,114,208,320,0,3,3,155,273,432,2121,2660,4783,389,476,868,8079,9451,17528,Woollahra (A)
18710,175,137,314,498,445,940,234,229,466,69,88,156,801,761,1559,335,359,692,153,163,321,98,104,203,584,627,1208,15,12,27,5,12,19,58,38,98,45,102,153,0,0,0,132,173,301,52,104,154,24,48,69,27,27,53,80,161,237,3,0,3,172,342,515,14,11,23,20,42,63,0,0,0,34,52,86,553,611,1165,21,23,38,2460,2726,5191,Yass Valley (A)
19399,8,7,15,44,35,86,0,0,0,0,0,0,44,35,86,4,3,4,4,0,4,0,0,3,8,6,11,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,3,5,15,0,3,4,0,0,0,0,3,3,4,10,11,0,0,0,6,13,19,0,0,0,0,3,8,0,0,0,3,3,9,119,71,186,15,16,29,206,157,367,Unincorporated NSW
20110,103,84,186,430,399,826,102,93,195,29,39,70,557,526,1087,253,252,498,80,94,176,40,57,89,372,399,767,12,15,31,3,9,16,41,26,61,25,49,69,0,0,3,75,100,178,17,37,46,6,23,31,6,10,14,25,57,81,0,0,0,54,121,182,5,9,12,18,44,64,0,0,0,24,52,78,740,774,1511,48,60,115,1975,2124,4098,Alpine (S)
20260,78,70,149,307,332,637,82,72,151,9,5,10,405,405,802,135,129,263,146,172,311,10,6,20,288,303,592,0,0,3,4,11,10,21,9,29,9,18,29,0,3,3,40,40,80,20,31,46,13,15,34,8,13,23,13,49,60,0,3,3,58,109,167,0,6,9,11,20,33,0,0,0,10,29,43,1194,459,1656,18,13,31,2084,1438,3514,Ararat (RC)
20570,882,846,1727,2689,2503,5192,1194,1195,2385,468,490,957,4348,4182,8532,1430,1443,2876,1202,1043,2246,696,738,1435,3331,3227,6560,169,156,327,66,123,186,217,151,365,230,310,540,14,9,21,695,742,1435,1215,1627,2845,391,544,937,118,180,299,402,740,1144,9,11,23,2137,3105,5245,123,112,243,181,304,487,6,3,10,313,429,738,3108,3460,6571,179,230,418,14994,16228,31222,Ballarat (C)
20660,1084,1111,2189,3459,3261,6724,1224,1133,2362,319,335,656,4999,4734,9737,2146,1865,4007,1027,1022,2049,629,706,1339,3804,3587,7394,228,220,451,119,196,310,289,114,400,309,326,631,8,4,16,953,856,1808,1810,2001,3815,631,734,1359,195,204,406,555,845,1402,16,12,28,3207,3800,7004,187,133,328,207,428,631,11,8,19,408,570,975,2862,3288,6149,451,647,1099,17762,18587,36357,Banyule (C)
20740,257,218,472,886,884,1769,140,127,263,156,177,327,1183,1181,2365,577,545,1124,61,93,147,208,259,466,845,890,1734,33,38,70,15,38,54,71,41,106,77,110,186,0,9,7,197,229,430,32,75,114,34,57,93,6,10,17,49,171,218,0,0,0,122,315,434,31,35,70,48,102,148,0,3,6,81,141,220,1246,1360,2601,59,81,139,3977,4414,8397,Bass Coast (S)
20830,380,375,759,1504,1356,2862,391,428,818,262,243,505,2157,2034,4183,899,888,1783,315,340,650,298,334,634,1508,1559,3071,72,90,165,20,80,102,164,92,251,87,199,284,0,0,3,342,467,806,161,299,467,50,175,222,30,56,86,102,266,373,0,6,6,349,803,1155,43,65,107,58,145,200,3,5,5,107,211,315,1622,1820,3446,77,118,193,6545,7379,13927,Baw Baw (S)
20910,950,842,1793,2515,2544,5054,896,947,1837,1019,1016,2033,4424,4500,8929,923,881,1811,666,779,1440,2246,1933,4177,3835,3595,7429,112,88,200,47,101,143,134,49,187,117,210,325,5,6,7,416,449,863,1577,1631,3208,246,324,573,174,164,329,388,645,1029,11,26,36,2390,2785,5178,57,54,113,136,336,475,3,6,6,198,395,592,2162,2689,4850,378,567,943,14756,15816,30573,Bayside (C)
21010,81,83,161,280,248,525,154,134,290,44,51,95,479,425,907,242,209,452,115,136,257,62,67,128,414,414,829,17,19,40,5,17,23,38,27,67,22,57,79,0,0,4,80,122,208,10,28,38,7,20,23,0,12,12,12,48,59,0,0,3,35,99,134,15,16,30,17,25,40,0,0,0,28,38,69,569,624,1189,10,13,18,1700,1818,3517,Benalla (RC)
21110,1430,1328,2755,4509,4082,8588,1385,1275,2658,1167,1440,2612,7067,6795,13863,2146,2196,4342,1526,1233,2762,2918,3128,6040,6587,6557,13148,307,205,519,217,288,504,166,79,244,328,410,742,3,5,14,1033,987,2018,4911,4772,9684,1328,1387,2715,405,426,832,1001,1416,2418,20,27,48,7663,8031,15699,188,239,429,301,579,881,6,16,19,498,830,1334,3631,3947,7575,1346,1648,2994,29254,30128,59382,Boroondara (C)
21180,1338,1243,2577,4671,4251,8916,2116,2139,4259,571,578,1156,7359,6970,14328,4002,3765,7771,1451,1954,3405,682,645,1327,6133,6359,12495,636,534,1171,380,576,959,423,206,629,413,479,897,29,27,59,1881,1834,3720,3115,3272,6391,966,1060,2028,329,301,626,505,611,1111,26,42,64,4939,5286,10228,689,829,1519,610,1107,1724,21,35,55,1320,1972,3295,7178,7109,14290,656,918,1566,30795,31695,62497,Brimbank (C)
21270,38,30,61,191,184,377,67,53,121,0,0,3,265,242,504,222,195,414,4,0,7,3,3,3,228,202,426,7,0,4,3,4,9,12,4,13,7,10,25,0,0,0,30,23,53,0,5,4,3,4,11,3,0,3,10,31,38,0,0,0,13,39,54,3,3,7,0,7,9,0,0,0,4,13,15,311,306,618,22,24,45,904,870,1775,Buloke (S)
21370,258,252,505,988,876,1867,426,437,858,99,101,206,1518,1415,2927,707,594,1298,385,397,788,146,141,287,1241,1135,2373,30,41,77,6,39,46,126,75,199,69,130,196,3,9,11,237,294,526,41,99,138,21,56,78,6,31,33,38,132,171,0,0,3,99,322,421,20,33,49,26,99,125,0,0,3,49,125,177,1510,1610,3117,49,66,115,4951,5210,10166,Campaspe (S)
21450,1059,917,1972,3087,2946,6036,843,834,1674,715,769,1487,4646,4544,9194,1839,1743,3581,618,662,1277,845,832,1676,3298,3232,6531,196,238,432,75,151,226,389,177,566,246,374,621,12,13,26,918,952,1874,564,842,1401,143,310,453,70,158,230,217,478,692,4,3,9,996,1787,2784,101,133,236,152,372,528,4,7,12,259,513,769,2739,2871,5606,183,275,460,14101,15096,29193,Cardinia (S)
21610,2701,2482,5183,10509,9764,20275,2610,2566,5174,1839,1801,3639,14962,14127,29088,7012,6545,13553,2220,2307,4521,2001,2101,4104,11236,10946,22181,827,901,1724,415,690,1101,967,515,1474,810,1203,2012,35,19,51,3041,3319,6367,3104,3582,6687,756,1064,1821,341,497,837,736,1284,2024,16,38,53,4954,6471,11423,539,725,1261,646,1452,2095,23,33,55,1208,2210,3418,8328,8496,16824,1102,1651,2752,47535,49710,97240,Casey (C)
21670,77,82,162,365,317,688,98,107,200,14,8,15,472,431,907,255,230,490,47,42,94,81,69,150,384,348,733,14,18,31,3,14,16,25,12,34,12,24,37,5,0,5,60,69,124,26,35,59,10,17,29,5,17,21,22,35,51,0,0,4,60,100,162,9,21,32,20,27,50,0,0,3,29,49,80,499,535,1039,12,11,28,1597,1632,3231,Central Goldfields (S)
21750,181,162,343,521,457,981,360,317,681,10,7,14,888,784,1674,292,277,574,320,322,641,8,9,22,624,613,1240,15,18,33,4,22,20,54,27,82,43,78,121,3,0,3,121,147,265,21,46,64,17,32,52,6,22,31,32,74,108,0,0,0,83,177,259,14,11,26,25,50,79,0,0,0,41,65,105,822,800,1626,118,170,288,2886,2912,5797,Colac-Otway (S)
21830,121,116,235,487,393,885,199,216,416,13,13,20,694,619,1315,369,278,649,189,193,381,3,15,14,561,486,1042,19,27,43,4,8,14,50,25,72,20,53,76,3,3,8,94,116,211,18,49,68,3,22,28,5,8,15,22,42,66,0,0,0,53,124,171,9,9,25,7,34,47,0,3,4,23,45,68,709,678,1392,112,152,266,2375,2338,4708,Corangamite (S)
21890,1111,1028,2135,3580,3280,6866,1131,1126,2254,302,348,652,5019,4759,9773,2073,1794,3869,939,1043,1977,450,439,888,3465,3278,6735,314,324,638,340,447,789,238,107,348,417,504,923,15,8,20,1322,1398,2717,2915,3590,6501,1695,1755,3447,209,278,486,852,1374,2228,20,17,36,5683,7009,12692,305,324,633,327,604,930,3,7,5,634,935,1571,5035,5466,10496,671,994,1668,22936,24860,47792,Darebin (C)
22110,301,305,601,1141,1106,2254,301,303,607,142,110,254,1592,1525,3112,737,695,1430,386,386,775,89,81,175,1218,1165,2380,37,77,116,21,68,84,91,70,162,74,150,228,3,5,7,230,371,602,26,68,92,20,74,93,15,29,40,63,209,273,0,3,3,127,384,506,24,40,63,47,110,158,3,4,6,77,152,233,2014,2247,4266,71,107,176,5634,6247,11879,East Gippsland (S)
22170,1265,1090,2356,4330,4163,8496,693,651,1348,432,410,840,5454,5225,10678,2936,2800,5740,532,548,1073,531,593,1123,3998,3937,7937,220,318,543,149,261,406,495,261,759,418,598,1016,12,10,20,1295,1455,2747,845,1223,2071,231,461,690,103,193,296,329,776,1107,7,8,15,1513,2661,4181,160,185,343,236,524,763,6,12,23,406,720,1123,4336,4617,8950,247,394,641,18512,20101,38614,Frankston (C)
22250,69,79,141,274,221,494,90,112,200,21,28,54,385,362,744,268,266,536,26,31,61,31,39,68,324,335,663,10,13,17,3,5,7,25,21,47,10,27,35,0,0,0,50,62,107,11,12,22,0,10,6,0,8,11,3,31,41,0,0,0,20,60,79,3,6,9,5,20,21,0,0,0,6,23,30,430,446,878,5,13,16,1293,1375,2662,Gannawarra (S)
22830,496,450,945,2016,1798,3809,685,655,1341,154,137,289,2851,2588,5440,1167,1180,2350,756,734,1491,303,262,563,2231,2175,4401,97,152,249,80,144,223,190,108,300,133,288,422,9,4,13,509,695,1206,151,282,437,67,162,231,21,66,90,129,288,418,3,7,11,369,809,1177,92,96,187,96,195,289,10,0,7,192,292,480,3206,2972,6178,135,224,361,9979,10208,20193,Greater Shepparton (C)
22910,114,108,217,373,385,756,94,111,202,50,53,109,516,550,1063,253,241,491,53,85,135,81,60,141,388,384,766,13,7,20,8,9,13,29,19,45,38,49,85,0,4,4,94,85,174,24,55,81,33,57,88,12,10,20,39,121,159,0,0,0,107,243,351,13,21,35,14,40,55,0,0,0,27,57,88,748,836,1580,18,33,56,2011,2291,4295,Hepburn (S)
22980,23,29,55,153,137,288,5,17,24,35,37,71,187,190,382,181,180,360,4,5,9,9,11,14,188,189,378,3,3,8,3,4,3,10,4,18,6,11,16,0,0,0,24,26,46,5,10,17,3,10,10,0,5,12,5,16,21,0,0,0,13,41,61,3,3,9,6,22,28,0,0,0,15,27,40,190,222,419,9,9,26,654,750,1399,Hindmarsh (S)
23110,771,737,1506,2447,2266,4709,803,860,1664,247,312,555,3494,3436,6931,1354,1228,2588,729,818,1545,379,384,764,2469,2431,4899,150,130,280,95,122,212,173,86,259,210,269,481,9,5,15,636,613,1246,1096,1102,2196,365,452,817,105,142,246,320,677,1001,14,9,25,1892,2393,4291,139,178,314,199,409,605,10,7,12,346,592,933,2495,2673,5166,245,392,641,12347,13266,25606,Hobsons Bay (C)
23190,148,139,288,580,538,1117,135,116,247,169,153,321,878,807,1689,394,375,768,200,168,369,28,46,72,623,591,1210,32,34,67,5,21,29,37,22,56,35,40,75,0,0,0,112,114,229,21,58,84,20,48,67,7,32,38,53,85,139,0,0,0,106,224,328,16,23,35,27,56,82,0,3,4,45,82,126,588,597,1181,14,36,51,2521,2582,5103,Horsham (RC)
23270,1660,1547,3205,5999,5462,11460,2068,2060,4125,1211,1224,2433,9277,8744,18024,4253,4252,8507,1535,1574,3114,1293,1397,2688,7083,7222,14304,673,576,1248,359,584,946,557,285,840,491,634,1131,27,16,48,2118,2097,4214,2308,2833,5142,685,797,1479,257,336,593,491,783,1276,20,31,51,3764,4775,8540,548,697,1250,480,959,1442,23,17,44,1056,1674,2728,6890,6842,13730,633,872,1510,32478,33770,66248,Hume (C)
23350,129,125,253,466,454,918,128,134,263,67,82,153,664,668,1335,336,344,678,132,138,269,68,84,145,533,565,1099,17,17,33,8,25,35,57,37,94,36,77,113,0,0,0,118,157,271,18,48,73,13,30,44,6,14,18,31,94,121,0,0,0,66,193,256,3,5,14,15,38,57,0,0,0,20,45,69,673,528,1202,20,25,43,2215,2307,4524,Indigo (S)
23430,1366,1260,2626,3967,3754,7724,1751,1534,3280,467,495,958,6176,5785,11959,2401,2483,4875,1328,1201,2533,736,824,1557,4458,4507,8967,407,295,703,193,263,459,394,167,556,397,471,871,13,7,21,1405,1206,2613,1875,2106,3983,548,676,1222,191,257,452,516,940,1459,20,17,40,3151,4001,7156,227,210,435,305,553,866,4,20,23,538,785,1322,3696,4159,7854,563,811,1367,21357,22512,43871,Kingston (C) (Vic.)
23670,1256,1183,2431,4616,4223,8840,1029,990,2016,594,495,1083,6237,5700,11935,3114,3274,6391,1371,1192,2562,831,798,1625,5310,5263,10579,319,345,663,160,261,423,524,233,756,421,545,972,16,6,21,1438,1401,2838,2002,2200,4203,429,557,984,221,288,509,477,782,1263,7,9,21,3127,3845,6976,164,235,398,298,648,946,4,7,13,472,891,1364,3030,3264,6300,595,930,1523,21474,22474,43944,Knox (C)
23810,485,469,951,2073,1888,3956,714,713,1428,167,174,344,2952,2777,5727,1351,1411,2758,548,523,1070,251,279,530,2147,2210,4357,116,154,268,60,129,187,231,151,385,156,257,412,11,8,16,568,693,1262,326,533,863,134,222,357,47,99,142,164,324,488,3,4,4,671,1186,1855,88,72,159,100,250,348,8,5,13,199,323,520,3075,3276,6351,61,90,154,10154,11025,21183,Latrobe (C) (Vic.)
23940,50,32,83,205,223,427,25,38,65,20,7,31,254,267,520,161,178,340,22,16,36,23,37,63,206,226,435,3,3,11,0,6,4,4,3,5,0,14,18,0,0,0,14,28,37,12,21,29,3,11,14,3,3,4,4,19,25,0,0,0,26,54,77,3,11,10,5,20,23,0,0,0,7,24,36,454,389,840,7,12,21,1014,1035,2044,Loddon (S)
24130,468,389,859,1513,1380,2890,524,535,1061,166,174,344,2203,2093,4296,726,711,1436,594,554,1152,355,335,696,1674,1603,3281,38,55,102,11,36,49,153,70,225,90,121,209,3,6,8,298,289,590,248,391,640,61,127,183,33,47,87,130,291,418,0,0,3,472,857,1333,28,33,68,61,164,230,0,6,4,94,202,304,1516,1685,3201,67,103,170,6797,7233,14029,Macedon Ranges (S)
24210,921,848,1767,3115,2849,5963,975,889,1865,453,426,883,4549,4159,8707,2268,2065,4336,921,867,1786,1018,1010,2030,4208,3946,8153,233,184,417,137,198,338,246,87,328,227,294,523,7,6,15,848,771,1628,2299,2377,4678,503,574,1076,212,211,421,396,587,987,14,29,42,3425,3779,7206,151,172,325,288,491,780,4,10,14,444,670,1113,2135,2517,4652,864,1132,1996,17395,17825,35220,Manningham (C)
24250,78,68,143,187,192,381,109,121,229,56,52,103,353,362,713,183,168,353,12,6,21,118,161,281,308,341,651,3,10,12,4,10,15,22,11,35,11,24,41,3,0,3,42,52,100,14,28,34,8,14,23,3,7,14,13,39,59,0,0,0,37,89,125,3,3,8,13,29,37,0,0,0,15,30,43,498,454,952,46,44,84,1373,1442,2809,Mansfield (S)
24330,655,578,1233,1788,1688,3471,636,647,1287,143,164,298,2567,2494,5062,1108,1034,2144,467,517,981,199,184,384,1777,1729,3509,245,207,454,249,296,543,113,80,192,271,283,559,11,5,17,891,870,1767,1970,1725,3695,1089,885,1977,123,167,296,576,796,1372,10,13,28,3772,3589,7363,223,335,556,266,452,713,6,7,18,495,799,1291,3156,3082,6233,413,627,1040,13721,13770,27491,Maribyrnong (C)
24410,1005,982,1982,3272,3121,6388,747,735,1477,536,533,1067,4553,4384,8941,2071,1929,3995,752,654,1402,873,844,1717,3689,3431,7123,233,245,478,154,198,347,405,148,550,306,394,706,7,8,15,1112,989,2099,1132,1309,2443,328,446,766,141,201,343,398,718,1116,6,16,24,2006,2688,4691,179,186,362,238,490,725,10,8,19,423,682,1111,2240,2635,4880,352,503,858,15375,16297,31677,Maroondah (C)
24600,411,396,806,1009,930,1936,212,234,446,210,237,445,1429,1403,2834,803,722,1525,174,255,426,436,483,919,1410,1464,2872,707,785,1494,697,922,1617,179,126,305,447,577,1026,8,10,22,2034,2418,4458,10919,14283,25203,3304,3321,6633,290,373,665,1116,1412,2523,42,44,84,15663,19445,35103,729,1082,1814,730,932,1664,5,16,26,1473,2031,3507,13756,13227,26985,7549,8764,16312,43724,49145,92870,Melbourne (C)
24650,1342,1341,2682,4885,4689,9577,1575,1677,3253,825,813,1634,7287,7182,14468,3129,2906,6038,1083,1200,2282,710,704,1411,4924,4808,9728,254,240,487,149,235,382,344,158,502,306,396,704,8,6,9,1056,1034,2088,1159,1525,2680,273,483,757,145,231,375,347,591,936,11,10,20,1931,2834,4766,246,306,554,299,639,935,11,14,21,558,959,1515,5032,4807,9835,394,581,969,22514,23545,46059,Melton (C)
24780,512,431,945,1702,1550,3255,369,358,727,176,174,355,2252,2085,4330,1281,1269,2552,336,387,723,89,89,176,1710,1746,3451,110,103,212,53,79,130,146,116,258,165,222,388,4,9,13,473,524,998,86,225,312,49,132,180,29,54,81,88,228,320,0,7,7,247,650,901,51,58,109,64,141,205,4,7,10,117,200,323,2610,2571,5185,404,411,820,8330,8623,16953,Mildura (RC)
24850,393,329,716,1347,1250,2600,422,388,812,69,93,164,1837,1734,3574,893,862,1752,449,409,856,162,139,303,1505,1406,2909,93,72,164,23,59,81,138,84,222,100,172,272,0,6,6,358,391,745,162,219,377,36,101,141,32,47,73,103,223,328,0,9,8,337,594,924,89,47,135,60,130,189,3,0,3,147,178,331,1787,1837,3625,77,80,164,6439,6558,12996,Mitchell (S)
24900,231,200,427,587,542,1133,477,484,966,71,77,149,1143,1109,2250,489,451,935,313,299,616,93,88,182,898,830,1733,21,37,62,10,40,46,101,71,176,67,134,200,4,5,7,203,290,492,33,70,95,14,36,53,10,40,48,22,92,114,0,0,0,71,239,308,41,27,67,38,81,116,3,0,3,78,104,181,1255,1234,2487,58,74,124,3927,4072,8004,Moira (S)
24970,1425,1321,2741,4771,4472,9241,1339,1287,2631,557,609,1166,6670,6369,13041,3389,2910,6292,1200,1296,2498,1206,1228,2429,5795,5433,11220,586,414,1001,388,482,869,316,118,435,429,621,1043,16,15,26,1731,1639,3374,7390,7566,14956,2094,1925,4024,335,326,658,739,979,1712,41,31,79,10602,10822,21427,380,345,731,413,672,1085,3,8,19,804,1028,1830,4316,4547,8868,1917,2591,4507,33257,33753,67008,Monash (C)
25060,891,817,1706,2015,1792,3813,1932,1794,3728,490,547,1034,4440,4136,8574,1583,1359,2943,1227,1294,2523,644,764,1403,3447,3414,6865,204,188,386,148,223,371,239,89,326,228,289,518,11,0,12,828,801,1625,1987,2193,4176,691,787,1476,201,222,424,554,875,1425,16,12,30,3443,4086,7536,154,252,402,259,464,727,8,13,21,423,734,1149,3343,3797,7139,403,577,978,17209,18361,35571,Moonee Valley (C)
25150,268,227,499,1059,1023,2084,266,265,529,168,171,337,1493,1461,2954,517,518,1034,326,303,635,269,275,541,1108,1092,2203,28,51,75,5,22,34,103,48,148,49,102,153,0,4,8,188,223,412,165,218,388,37,109,145,34,56,84,82,206,286,7,0,4,316,585,902,52,41,90,70,127,191,0,0,0,116,167,281,1028,1092,2123,22,44,65,4545,4896,9441,Moorabool (S)
25250,1313,1179,2490,3355,3044,6395,1489,1504,2988,532,625,1156,5371,5174,10545,2165,1985,4150,950,994,1938,514,572,1089,3634,3547,7179,389,296,687,364,378,744,269,144,414,460,500,964,13,12,29,1503,1331,2837,2936,3252,6187,1872,1965,3838,241,368,611,1006,1631,2635,24,21,46,6077,7235,13313,386,350,738,419,637,1053,15,19,30,813,1010,1825,5035,5224,10263,644,884,1530,24396,25584,49980,Moreland (C)
25340,1243,1182,2424,4747,4526,9270,949,919,1866,738,762,1505,6433,6214,12647,2589,2346,4933,1044,1061,2103,1213,1269,2479,4845,4678,9517,239,246,492,112,198,312,540,219,761,320,521,836,14,19,31,1228,1207,2433,740,1070,1809,143,348,490,104,124,227,337,725,1063,6,9,20,1330,2278,3609,158,132,293,213,502,715,7,10,18,380,645,1022,4267,4909,9173,244,336,583,19965,21443,41404,Mornington Peninsula (S)
17150,2367,2079,4448,6985,6460,13440,2245,2175,4412,536,491,1026,9763,9122,18885,4508,4340,8846,2071,2079,4151,780,891,1672,7361,7308,14668,217,302,515,118,204,321,1104,395,1494,568,838,1404,23,18,37,2024,1751,3777,2243,2836,5077,468,581,1049,371,488,855,896,1543,2439,21,31,48,3986,5475,9466,124,151,277,304,620,923,3,14,17,433,789,1221,4016,4467,8481,489,635,1129,30451,31619,62072,Sutherland Shire (A)
17200,702,656,1361,1589,1587,3175,321,369,690,426,379,803,2336,2331,4663,806,844,1655,343,581,929,593,576,1172,1745,2010,3754,602,668,1272,886,1194,2076,295,283,570,902,1057,1962,19,16,42,2703,3225,5928,7490,10108,17593,3350,3375,6728,394,525,912,2177,2335,4512,36,44,83,13441,16387,29829,1551,2120,3669,1274,1642,2917,19,40,61,2842,3802,6647,21242,15798,37039,11530,12259,23788,56546,56469,113015,Sydney (C)
17310,616,586,1198,1825,1663,3485,609,605,1210,297,285,588,2733,2558,5283,1422,1107,2530,352,441,796,328,463,794,2097,2014,4113,65,83,142,50,78,132,208,181,389,183,340,523,6,6,11,515,686,1202,63,159,226,45,105,154,35,84,121,166,337,503,8,3,6,313,697,1008,14,34,50,78,144,221,7,0,8,99,183,278,2549,2530,5077,145,111,259,9067,9359,18425,Tamworth Regional (A)
17350,75,65,136,225,178,399,71,70,139,0,0,0,293,243,541,164,161,321,26,38,64,0,4,3,195,200,390,3,9,10,0,0,0,26,20,43,17,33,48,0,0,0,46,58,104,3,18,20,4,5,10,0,3,6,12,17,28,0,0,0,20,44,63,8,0,6,4,14,13,0,0,0,11,15,20,198,188,385,3,3,8,834,820,1651,Temora (A)
17400,51,39,90,170,195,364,44,56,106,3,8,11,216,253,470,162,163,325,13,4,16,15,7,18,188,176,360,3,3,9,0,9,13,6,13,18,11,36,47,0,0,0,24,60,82,4,11,8,8,13,19,3,0,10,14,23,33,0,0,0,26,52,70,3,7,16,9,10,16,0,0,0,12,16,24,449,491,937,27,33,58,990,1113,2102,Tenterfield (A)
22410,122,118,238,563,492,1054,113,116,229,61,43,98,737,644,1385,445,437,881,70,94,161,90,73,168,610,603,1210,18,16,35,4,10,20,54,39,95,25,90,111,0,0,4,102,158,262,11,44,54,14,27,40,3,18,22,27,83,108,0,0,0,61,170,227,10,28,36,30,66,101,0,3,8,43,98,142,896,858,1747,24,30,54,2581,2687,5273,Glenelg (S)
22490,219,194,414,913,852,1765,124,133,257,154,118,268,1188,1107,2287,394,375,773,248,259,498,212,174,387,847,804,1656,37,30,63,11,13,20,69,39,106,39,98,134,5,3,9,152,175,329,95,137,235,17,67,85,19,32,49,55,121,176,0,3,3,190,362,552,14,22,38,30,67,99,0,0,4,44,94,137,661,637,1303,12,19,31,3320,3397,6713,Golden Plains (S)
22620,940,820,1752,3090,2847,5935,1266,1178,2443,357,371,728,4714,4390,9107,2175,2119,4292,920,849,1773,483,480,959,3575,3446,7025,219,245,461,117,209,330,290,192,477,228,417,651,10,7,15,869,1069,1933,861,1558,2415,233,406,638,78,136,214,291,561,846,9,10,18,1462,2672,4132,93,118,210,166,305,469,10,5,13,267,428,691,3962,4232,8193,170,216,389,15959,17270,33229,Greater Bendigo (C)
22670,1019,961,1984,3863,3585,7446,1126,1143,2266,492,475,967,5481,5203,10682,3380,3019,6404,857,1023,1881,523,497,1016,4759,4539,9305,750,607,1355,459,534,994,272,158,428,433,483,917,22,11,35,1936,1789,3726,2453,2300,4754,922,856,1779,211,270,483,389,475,865,22,22,48,4005,3926,7929,591,665,1254,599,925,1520,20,21,34,1200,1604,2808,5580,5163,10747,819,1120,1941,24799,24320,49119,Greater Dandenong (C)
17100,284,263,551,776,741,1516,280,287,563,209,203,415,1267,1230,2498,655,684,1339,287,237,531,270,290,560,1212,1215,2430,99,80,178,103,160,267,59,33,95,133,168,305,0,5,5,395,450,839,1111,1029,2146,453,386,836,131,89,220,192,206,394,10,10,20,1898,1721,3619,152,151,306,118,185,300,3,3,3,272,343,612,1433,1263,2699,362,435,794,7120,6925,14038,Strathfield (A)
