lga_code_2016,p_y8b_15_19_yrs,p_y8b_20_24_yrs,p_y8b_25_34_yrs,p_y8b_35_44_yrs,p_y8b_45_54_yrs,p_y8b_55_64_yrs,p_y8b_65_74_yrs,p_y8b_75_84_yrs,p_y8b_85ov,p_y8b_tot,p_dngts_15_19,p_dngts_20_24,p_dngts_25_34,p_dngts_35_44,p_dngts_45_54,p_dngts_55_64,p_dngts_65_74,p_dngts_75_84,p_dngts_85_ov,p_dngts_tot,p_hghst_yr_schl_ns_15_19_yrs,p_hghst_yr_schl_ns_20_24_yrs,p_hghst_yr_schl_ns_25_34_yrs,p_hghst_yr_schl_ns_35_44_yrs,p_hghst_yr_schl_ns_45_54_yrs,p_hghst_yr_schl_ns_55_64_yrs,p_hghst_yr_schl_ns_65_74_yrs,p_hghst_yr_schl_ns_75_84_yrs,p_hghst_yr_schl_ns_85_yrs_ovr,p_hghst_yr_schl_ns_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot,lga_name16
30900,0,0,0,10,13,10,15,4,0,50,0,0,0,0,0,0,0,0,0,0,3,7,17,12,11,20,10,0,0,80,23,44,78,55,72,99,70,14,0,462,Boulia (S)
31000,181,363,1049,1502,2214,3251,8215,8395,5223,30388,54,264,849,778,1062,1106,708,703,376,5897,3134,6560,13741,9849,8764,7310,6552,5598,4971,66479,37853,97312,193133,164153,145307,113297,78910,42492,21086,893544,Brisbane (C)
34580,6,20,103,91,168,319,986,630,243,2572,0,6,38,28,26,14,19,9,3,145,231,266,486,468,526,497,478,296,152,3402,1562,2621,4565,4487,5345,4670,3832,1729,586,29401,Lockyer Valley (R)
34590,81,230,751,867,1152,1736,3403,2107,1028,11350,37,123,393,461,500,407,315,184,82,2504,1259,1432,2902,2629,2739,2428,2102,1312,495,17290,10978,20783,42286,40738,38272,32231,23031,9480,3327,221133,Logan (C)
31750,0,0,0,0,4,9,14,4,3,32,0,0,0,0,0,0,0,0,0,3,3,4,10,10,6,15,14,7,0,62,11,25,69,75,96,109,55,22,4,465,Bulloo (S)
31820,23,40,127,201,416,740,2391,1916,834,6698,9,8,39,28,54,50,64,54,18,321,346,350,703,687,1026,1217,1477,1131,524,7470,2784,4641,9212,9754,12157,13504,13397,7054,2386,74881,Bundaberg (R)
31900,0,3,20,37,63,139,470,414,212,1353,0,0,3,4,11,7,8,14,9,69,52,73,122,134,185,201,279,190,111,1353,483,934,1680,1932,2320,2577,2196,1199,463,13781,Burdekin (S)
31950,0,0,3,6,8,3,17,10,0,50,0,0,0,0,0,0,0,0,0,3,0,15,13,18,12,23,32,7,0,124,13,40,80,66,83,184,165,32,0,663,Burke (S)
32080,48,66,201,280,421,707,1572,1260,607,5154,12,41,156,171,196,139,115,87,42,949,873,1120,2644,2431,2687,2572,2297,1295,494,16412,4865,9406,22053,23280,23663,20962,15706,6683,2239,128848,Cairns (R)
32250,0,0,10,10,20,45,103,42,3,227,0,0,0,0,0,0,15,6,3,23,14,27,39,32,42,77,93,49,7,375,92,154,285,259,359,529,760,226,17,2683,Carpentaria (S)
32260,7,14,58,68,109,269,666,560,293,2044,0,9,11,12,23,29,29,23,22,158,127,183,422,343,460,550,560,299,88,3034,755,1572,3304,3191,4123,4934,4307,1990,682,24857,Cassowary Coast (R)
32270,8,3,37,27,103,199,399,206,48,1026,0,3,3,6,9,11,20,8,5,69,199,301,978,969,934,717,315,138,36,4587,821,1867,5310,4878,4709,3886,2273,747,143,24632,Central Highlands (R) (Qld)
32310,4,5,14,28,69,138,353,239,84,932,0,3,0,0,12,13,8,7,6,39,60,67,137,166,181,183,237,154,34,1213,382,565,1222,1427,1538,1749,1762,797,216,9658,Charters Towers (R)
64610,0,3,15,12,31,58,139,161,94,515,0,3,0,6,10,6,4,0,4,33,44,62,107,110,182,194,202,143,50,1091,349,673,1197,1376,1833,1942,1571,784,241,9965,Northern Midlands (M)
32330,3,0,11,13,12,17,20,4,0,80,0,0,3,0,5,0,4,3,5,26,3,27,6,4,4,0,0,0,0,48,80,124,154,148,124,82,39,6,5,759,Cherbourg (S)
32450,0,4,8,12,26,47,103,33,11,239,0,0,0,3,3,3,3,3,0,18,24,42,119,117,96,132,129,31,8,705,105,255,755,697,675,663,524,116,25,3818,Cloncurry (S)
32500,8,0,8,9,22,53,88,36,11,241,0,0,6,0,0,4,9,3,0,21,35,95,178,128,139,275,212,44,11,1115,134,378,847,722,812,1211,931,211,39,5285,Cook (S)
32600,0,0,0,0,0,5,5,0,3,12,0,0,0,0,0,0,0,0,0,4,3,8,22,19,20,23,10,0,0,100,12,22,48,43,62,64,50,11,4,317,Croydon (S)
64810,0,0,8,11,32,86,117,93,87,444,3,5,0,3,0,8,4,10,0,25,44,58,103,105,110,160,143,120,48,891,422,703,1620,1655,1992,2035,1508,677,248,10862,Sorell (M)
37300,0,0,7,8,14,15,20,3,0,57,0,0,3,0,0,3,0,5,0,17,21,34,83,101,107,69,35,3,0,455,99,234,785,737,742,451,151,28,7,3236,Weipa (T)
37310,8,20,47,78,149,267,717,530,257,2071,0,0,4,6,8,19,28,18,8,92,199,270,764,724,776,670,536,321,145,4407,1047,2029,4769,4706,4949,4256,3190,1599,608,27160,Western Downs (R)
37340,5,16,41,67,117,226,545,394,147,1548,3,12,18,11,9,9,26,9,0,96,248,498,1105,771,779,819,698,303,129,5338,939,2495,5882,4983,5233,5721,4784,1727,488,32256,Whitsunday (R)
40070,3,19,26,19,30,44,71,93,56,364,3,12,13,9,10,9,9,18,5,83,155,545,970,655,756,567,444,225,182,4494,1452,4937,5983,3331,3310,2863,2297,1012,558,25739,Adelaide (C)
40120,11,0,19,16,44,76,208,242,165,766,0,0,3,10,11,4,6,14,7,51,105,93,146,190,248,270,248,158,84,1544,987,1915,2986,4701,6085,5729,4195,1655,672,28919,Adelaide Hills (DC)
40220,3,13,18,21,30,99,291,288,190,945,3,0,3,7,4,7,3,5,3,37,85,61,124,192,208,256,299,279,215,1727,518,1008,1955,2596,3260,3958,4015,2120,814,20235,Alexandrina (DC)
72200,6,15,23,33,48,83,129,50,12,408,3,7,12,10,24,25,14,3,0,102,123,154,484,324,450,457,330,114,27,2459,325,690,1944,1427,1652,1589,1116,322,61,9122,Katherine (T)
72300,3,16,28,54,80,159,201,90,26,649,0,4,8,9,13,25,8,9,3,83,192,336,1093,1021,924,652,366,89,19,4691,705,1605,4166,4450,4741,3784,2204,501,89,22242,Litchfield (M)
32750,0,0,0,0,0,3,11,0,0,22,0,0,0,0,0,0,3,0,0,3,5,6,9,3,7,13,13,10,0,64,24,30,54,35,78,91,85,23,0,418,Diamantina (S)
41140,0,3,8,14,25,44,107,115,93,406,0,0,0,0,0,3,0,0,0,3,26,17,73,57,101,113,116,65,33,607,149,340,916,899,1272,1475,1149,529,266,7009,Clare and Gilbert Valleys (DC)
40910,3,12,35,41,63,233,844,1152,543,2928,0,3,30,31,22,50,122,182,103,551,79,89,200,209,255,221,287,381,187,1910,1170,3150,6245,6354,6882,5433,4764,3747,1638,39377,Campbelltown (C) (SA)
41010,0,3,0,4,13,36,74,38,19,198,0,0,0,4,4,3,3,0,0,12,26,32,92,100,108,106,60,22,30,579,91,210,462,488,603,605,435,137,64,3102,Ceduna (DC)
41060,30,36,146,186,314,664,1652,2101,1361,6488,4,20,57,91,160,188,221,387,200,1327,285,381,769,720,810,778,813,788,469,5808,2722,7422,15356,13957,15379,13599,10270,6843,3580,89136,Charles Sturt (C)
32770,6,5,17,10,13,21,20,4,0,99,0,0,0,0,0,0,0,0,0,7,7,7,11,8,8,9,4,4,0,57,86,131,231,188,120,92,31,10,0,886,Doomadgee (S)
32810,3,0,15,8,37,70,164,122,37,451,0,0,3,0,3,0,10,5,0,21,69,111,393,407,400,574,538,273,84,2859,305,634,2126,2245,2425,3092,2781,1116,218,14947,Douglas (S)
33100,0,0,3,3,4,18,34,19,3,92,0,0,0,0,3,5,0,0,0,8,4,11,29,16,31,25,55,6,0,177,28,41,128,80,167,235,332,66,5,1084,Etheridge (S)
33200,0,3,3,0,9,26,70,30,14,148,0,0,0,0,0,0,7,3,0,21,4,16,23,12,20,18,32,11,6,136,43,96,186,157,241,269,290,88,30,1404,Flinders (S) (Qld)
33220,25,39,108,207,361,787,2545,1947,758,6779,3,11,19,32,56,47,61,58,17,304,395,471,926,1075,1201,1588,1990,1434,568,9647,2704,4367,8842,10766,12967,16113,17484,8608,2635,84476,Fraser Coast (R)
33360,7,15,52,91,195,311,819,568,192,2252,3,5,18,18,18,26,16,5,9,122,278,316,719,709,818,705,516,276,95,4432,1796,3590,8594,8836,9281,7686,4883,1902,541,47107,Gladstone (R)
33430,97,150,471,607,988,1829,4154,3817,2146,14251,21,69,218,202,217,247,229,219,117,1537,2321,3222,6945,6178,6139,6012,6370,4969,3218,45375,17805,37522,77481,77766,75779,66128,57033,29913,12399,451827,Gold Coast (C)
33610,3,3,9,28,37,97,219,175,80,650,0,0,0,0,5,3,14,3,5,30,58,44,153,136,154,183,177,128,50,1085,289,526,1293,1250,1440,1485,1192,638,207,8321,Goondiwindi (R)
37400,0,0,0,0,13,21,39,18,9,104,0,0,3,0,0,0,0,3,4,12,3,6,18,12,28,52,73,16,12,217,29,62,138,128,209,336,390,103,28,1427,Winton (S)
41330,0,0,3,6,6,15,62,31,4,127,0,0,3,0,4,0,7,5,0,23,11,22,43,33,65,65,81,30,4,353,33,94,260,210,292,369,384,131,13,1786,Coober Pedy (DC)
41560,7,6,23,19,43,110,336,234,126,905,0,4,0,0,5,8,4,0,0,27,36,54,94,83,171,197,248,225,142,1254,294,595,1274,1242,1853,2170,2143,1198,447,11220,Copper Coast (DC)
41750,0,0,0,3,4,11,17,16,7,50,0,0,0,0,0,0,0,0,0,0,0,0,11,9,15,14,15,19,6,89,15,40,117,118,183,227,132,57,14,909,Elliston (DC)
37550,3,0,8,10,3,16,17,3,0,64,0,0,0,0,0,0,0,0,0,3,5,21,3,5,6,9,4,0,0,52,44,116,118,109,110,71,31,3,0,606,Woorabinda (S)
43080,3,0,6,0,3,15,33,26,25,104,0,0,0,0,0,0,0,0,0,0,3,5,5,10,8,11,13,7,9,64,22,37,73,125,160,157,131,73,49,819,Karoonda East Murray (DC)
37570,0,0,0,0,3,14,12,0,0,30,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,3,0,0,0,15,15,31,47,40,39,36,13,0,0,214,Wujal Wujal (S)
37600,3,4,7,3,17,11,39,16,3,110,0,0,0,0,0,0,6,0,0,11,8,5,10,6,10,3,0,7,3,47,156,223,370,270,299,177,70,27,7,1597,Yarrabah (S)
40250,14,16,27,33,36,15,22,4,3,174,0,0,8,8,8,6,14,10,0,57,17,42,72,77,62,45,19,11,6,356,119,254,419,336,285,202,84,36,18,1744,Anangu Pitjantjatjara (AC)
40310,12,11,17,18,29,93,319,370,256,1112,0,0,3,0,3,0,5,3,4,24,84,57,100,159,185,239,169,156,119,1265,538,1025,2227,2885,3263,3362,2570,1345,631,17839,Barossa (DC)
40430,0,0,0,3,6,24,67,56,37,192,0,0,0,0,0,0,0,0,0,0,8,0,12,10,35,29,59,35,32,212,45,63,177,218,328,430,468,227,102,2046,Barunga West (DC)
40520,0,9,31,23,41,105,237,214,108,773,0,0,8,8,5,11,13,30,6,78,54,32,76,81,149,153,151,109,91,895,265,526,1062,1142,1451,1572,1233,725,343,8309,Berri and Barmera (DC)
45090,3,9,26,23,25,35,111,88,62,377,0,10,30,57,34,17,6,3,0,160,16,16,64,58,66,67,54,53,67,470,161,408,969,1055,1109,1060,784,435,224,6198,Naracoorte and Lucindale (DC)
45120,0,0,8,3,10,21,89,72,43,253,0,0,0,0,0,0,3,0,0,8,16,18,31,33,45,60,61,32,37,339,80,212,418,463,605,725,626,289,145,3568,Northern Areas (DC)
40700,9,5,8,28,30,58,171,285,210,813,0,0,14,8,5,14,16,36,17,119,74,84,165,198,213,252,281,238,249,1747,1101,2552,3971,5307,5997,5556,4876,2816,1613,33791,Burnside (C)
41190,0,0,3,3,4,9,37,38,37,129,0,0,0,0,0,0,5,0,0,6,11,3,20,24,28,44,33,15,14,198,35,79,231,242,323,385,252,109,61,1727,Cleve (DC)
45290,3,8,25,11,34,78,331,624,427,1529,0,3,17,14,17,29,44,85,66,278,46,115,280,194,213,187,203,243,180,1652,734,2620,5347,4511,4524,4072,3242,2221,1268,28538,Norwood Payneham St Peters (C)
45340,31,47,131,157,254,583,1446,1122,774,4547,11,13,34,42,32,52,43,58,32,314,426,472,990,1031,1087,1155,1255,1056,732,8199,4198,9817,20359,21014,22088,20763,16456,7733,3380,125812,Onkaparinga (C)
41830,0,0,0,0,9,21,46,25,17,118,0,0,0,0,0,3,3,3,0,6,6,13,19,5,18,44,36,21,4,169,22,73,141,148,237,317,265,114,44,1363,Flinders Ranges (DC)
41960,0,0,0,0,4,11,33,18,17,90,0,0,0,0,0,0,0,0,0,0,4,9,19,22,41,45,48,7,18,211,25,62,130,155,234,257,252,68,49,1226,Franklin Harbour (DC)
42030,8,6,13,31,46,113,311,330,203,1066,0,5,8,8,9,6,3,21,8,58,68,59,145,145,206,212,211,193,113,1352,636,1461,2731,2465,3084,2960,2231,1529,673,17762,Gawler (T)
42110,0,0,7,3,10,40,73,74,45,264,0,0,0,3,0,3,3,4,0,13,13,10,29,32,55,58,59,58,10,322,74,164,334,438,573,740,569,276,91,3252,Goyder (DC)
42250,3,3,5,10,17,52,139,106,49,392,0,0,3,3,0,0,0,3,0,6,27,50,168,179,184,133,115,58,21,930,201,349,779,1057,1361,1193,821,309,107,6180,Grant (DC)
50770,0,0,0,0,5,7,16,20,6,64,3,0,0,0,0,0,0,0,0,3,9,6,9,10,30,26,27,21,11,141,24,38,130,207,240,260,243,111,38,1290,Boyup Brook (S)
42600,7,4,21,24,59,88,185,239,275,909,0,3,4,10,38,46,14,15,10,146,58,115,259,254,247,384,319,318,328,2278,738,2077,4024,4166,4796,5185,4071,2366,1669,29089,Holdfast Bay (C)
42750,0,0,9,9,10,16,61,51,42,200,0,0,0,3,0,0,0,0,0,6,25,27,51,47,73,82,72,50,23,448,89,155,441,495,694,812,674,275,125,3760,Kangaroo Island (DC)
43220,0,0,0,0,0,9,22,39,13,85,0,0,0,0,0,0,0,0,0,0,0,7,13,7,20,18,3,9,3,76,11,50,151,118,148,144,96,83,32,831,Kimba (DC)
43360,0,0,3,0,10,17,49,48,19,150,0,0,0,0,0,0,0,0,0,0,5,11,18,14,15,26,28,30,20,161,36,98,230,227,259,369,329,212,69,1823,Kingston (DC) (SA)
43650,0,3,16,22,28,63,166,107,65,467,0,0,0,0,3,3,4,7,0,23,46,41,70,82,124,142,132,76,36,756,402,852,1494,1921,2269,1968,1214,513,169,10801,Light (RegC)
43710,3,0,3,3,9,31,59,59,28,193,0,0,0,0,0,3,5,0,0,10,32,25,94,98,102,91,63,35,23,572,122,192,560,703,864,824,569,238,76,4158,Lower Eyre Peninsula (DC)
43790,8,0,17,18,43,86,263,252,160,836,0,0,3,7,10,5,8,9,0,35,35,26,46,76,143,120,164,102,98,810,247,525,1018,1252,1602,1647,1465,739,384,8889,Loxton Waikerie (DC)
43920,3,6,9,19,37,67,135,63,33,369,0,0,0,0,4,9,10,7,0,30,30,33,62,75,115,98,80,38,25,552,250,500,879,1129,1511,1199,807,275,92,6650,Mallala (DC)
50840,0,0,3,3,13,17,40,40,18,128,0,0,0,0,3,0,0,5,0,6,24,5,34,33,75,56,67,48,13,360,138,122,302,480,688,786,725,289,91,3621,Bridgetown-Greenbushes (S)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,7,5,3,0,0,0,37,7,12,3,15,6,10,4,0,0,54,Maralinga Tjarutja (AC)
44060,17,30,88,96,186,365,710,876,763,3118,8,20,64,58,88,84,68,64,47,488,157,291,559,441,499,569,486,511,377,3886,2160,6261,12792,11536,11024,10923,7644,4580,2679,69587,Marion (C)
44210,3,0,10,12,35,87,206,149,64,564,0,0,0,3,0,0,7,4,3,16,27,43,119,140,164,179,160,113,47,985,177,341,726,860,1345,1528,1376,618,183,7169,Mid Murray (DC)
44340,10,9,32,40,63,127,317,448,427,1487,0,4,17,13,20,36,45,55,21,197,98,124,272,265,312,342,404,454,438,2719,1749,4046,6875,8212,8738,7929,6425,3847,2356,50176,Mitcham (C)
44550,13,5,20,31,37,84,217,208,179,798,0,0,4,10,6,5,7,11,3,46,108,86,208,238,247,253,223,166,91,1616,918,1877,3798,4323,4687,4131,3022,1340,606,24694,Mount Barker (DC)
44620,12,20,64,67,86,162,405,442,271,1528,0,8,18,21,18,28,14,15,5,122,71,84,177,203,209,236,253,240,127,1602,680,1486,3159,3057,3434,3178,2431,1496,694,19613,Mount Gambier (C)
44830,0,0,0,0,11,22,75,58,36,206,0,0,0,0,0,4,0,0,0,5,11,3,15,22,34,40,67,35,18,243,55,92,183,262,429,566,472,226,85,2365,Mount Remarkable (DC)
45040,13,19,41,57,71,168,438,388,224,1419,4,8,23,22,19,8,17,8,0,106,73,148,293,255,268,188,238,154,83,1713,576,1410,2676,2319,2784,2489,2231,1268,502,16255,Murray Bridge (RC)
45400,0,0,0,0,3,8,22,23,20,69,0,0,0,0,0,0,0,0,0,0,3,3,7,5,13,24,17,13,13,94,10,31,87,74,115,177,130,71,40,736,Orroroo/Carrieton (DC)
45540,0,0,4,6,12,23,45,35,21,144,0,0,0,0,0,5,0,6,0,13,9,6,9,15,18,44,31,21,18,169,38,65,140,139,201,375,259,155,54,1415,Peterborough (DC)
45680,61,80,320,339,382,644,1007,613,296,3736,12,41,130,230,200,171,120,86,44,1046,366,487,975,795,864,787,678,729,346,6029,2781,6776,13600,10602,11161,9088,5915,3597,1341,64874,Playford (C)
45890,50,104,320,425,534,897,1493,1600,1099,6515,14,76,278,337,405,351,267,249,133,2115,330,502,1285,1182,1059,962,1015,836,593,7758,3018,7956,19845,16851,15541,13932,9620,5687,3134,95573,Port Adelaide Enfield (C)
46090,13,9,21,22,37,109,225,190,88,716,0,0,4,4,9,9,15,17,4,65,67,178,423,322,290,275,238,145,50,1991,351,909,1958,1616,1923,1883,1438,670,239,10985,Port Augusta (C)
46300,0,5,14,15,27,89,207,215,131,707,0,0,0,0,3,7,0,5,4,21,57,65,129,126,146,173,143,145,66,1057,310,778,1774,1609,1790,1784,1340,807,371,10562,Port Lincoln (C)
46450,4,3,21,43,65,144,418,368,201,1273,0,0,8,0,10,9,7,4,9,45,71,52,106,150,190,176,205,177,88,1207,452,956,1850,1927,2446,2313,1963,1169,486,13574,Port Pirie City and Dists (M)
50910,0,0,0,5,3,3,14,13,3,40,0,0,0,0,0,0,0,0,0,3,0,7,12,11,24,19,25,19,24,134,24,38,89,94,152,130,145,80,41,801,Brookton (S)
50980,12,13,27,39,48,111,214,116,23,608,0,3,0,8,13,9,11,7,3,62,121,165,523,461,441,508,450,130,25,2818,490,1012,3249,2959,2915,3525,3099,786,105,18141,Broome (S)
46510,0,3,19,17,20,69,141,263,183,726,6,11,25,19,25,23,20,38,15,190,34,68,154,99,116,121,98,73,55,821,465,1582,3222,2703,2710,2544,1447,826,457,15953,Prospect (C)
46670,3,10,25,36,38,97,195,159,92,654,0,7,13,21,25,8,24,26,6,124,39,48,78,108,101,113,148,100,82,803,233,524,1110,1076,1287,1348,1117,571,273,7535,Renmark Paringa (DC)
46860,0,0,0,0,3,8,17,18,8,52,0,0,0,0,0,0,0,0,0,0,0,5,10,7,17,25,16,12,6,105,14,79,134,149,201,247,205,97,34,1162,Robe (DC)
46970,0,0,3,9,6,4,5,0,0,37,0,0,0,0,0,0,0,0,0,3,13,35,155,134,112,62,8,0,0,529,80,297,1084,894,696,395,69,10,4,3532,Roxby Downs (M)
47140,64,115,491,514,659,983,1837,1367,644,6678,13,94,282,477,595,533,324,298,104,2716,389,439,1064,933,977,904,926,799,422,6856,3887,9781,20783,18251,17659,15016,10975,5887,2156,104402,Salisbury (C)
47290,0,0,4,4,3,12,33,36,28,121,0,0,0,0,0,0,3,0,0,10,6,8,23,25,28,25,21,19,14,164,48,78,238,229,286,296,225,135,56,1592,Southern Mallee (DC)
47490,0,0,0,0,4,13,37,25,25,105,0,0,0,0,0,0,4,0,0,11,4,4,22,12,36,55,29,19,15,197,30,84,198,235,276,401,283,108,52,1670,Streaky Bay (DC)
47630,4,9,13,20,27,45,89,91,41,343,0,8,8,15,16,3,4,0,0,57,24,37,67,57,111,80,69,60,74,572,163,320,718,802,960,847,625,359,201,5000,Tatiara (DC)
47700,22,14,67,88,115,306,889,897,620,3017,6,7,17,35,35,37,48,42,29,251,165,186,369,422,465,419,504,517,342,3395,2501,5645,11663,12549,13393,12114,9909,5093,2063,74920,Tea Tree Gully (C)
47800,4,3,10,7,22,45,133,103,41,370,0,0,0,0,3,0,3,0,0,11,16,18,46,49,54,53,83,48,17,386,100,233,509,565,745,808,692,345,112,4118,The Coorong (DC)
47910,0,0,0,0,9,12,65,65,39,196,0,0,0,0,0,0,0,0,0,0,11,3,15,16,39,39,40,16,27,216,46,94,229,271,393,471,409,215,96,2223,Tumby Bay (DC)
51400,11,3,3,18,14,25,68,81,24,237,0,0,8,0,3,0,6,6,0,21,54,49,121,130,159,121,107,64,14,822,556,769,1815,2357,2504,1776,1211,428,111,11524,Capel (S)
51470,0,0,0,0,0,6,10,9,3,25,0,0,0,0,0,0,0,0,0,0,0,6,0,4,12,13,5,3,3,52,9,34,65,74,80,119,78,26,4,484,Carnamah (S)
51540,7,5,17,24,36,64,156,109,16,425,0,0,4,4,4,8,3,12,4,35,31,53,172,151,159,194,251,103,31,1141,168,333,948,872,1014,1348,1467,512,101,6774,Carnarvon (S)
51610,0,0,0,0,0,4,12,21,4,34,0,0,0,0,0,0,0,0,0,3,4,3,13,32,32,22,14,8,3,136,28,45,108,185,237,191,177,71,12,1046,Chapman Valley (S)
47980,9,9,12,17,31,65,219,368,304,1022,0,4,6,12,20,15,26,52,26,162,79,102,209,191,205,221,219,192,293,1707,928,2527,5009,4815,4892,4578,3449,1956,1621,29774,Unley (C)
48050,4,5,13,21,20,65,222,207,161,715,0,0,0,3,5,3,7,4,4,28,23,27,36,66,94,136,157,210,178,926,225,455,952,1188,1492,2122,2878,1721,768,11799,Victor Harbor (C)
48130,0,3,9,18,25,40,121,107,88,405,4,0,0,0,3,3,3,0,0,16,19,19,36,48,50,74,70,50,44,417,145,313,668,750,909,968,766,378,205,5099,Wakefield (DC)
51960,5,0,12,4,10,25,28,9,3,97,0,0,0,3,0,0,0,0,0,7,29,42,149,122,138,84,48,24,0,633,119,241,756,602,689,459,225,69,6,3163,Coolgardie (S)
52030,0,0,0,0,0,6,13,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,11,10,10,11,13,5,0,58,14,27,92,98,140,232,177,60,9,860,Coorow (S)
52660,3,0,9,19,23,35,89,120,44,339,0,3,3,3,11,3,6,0,0,23,37,35,98,100,97,115,110,140,124,853,418,767,1775,1707,1776,1545,1092,665,272,10021,Dardanup (S)
52730,0,0,0,5,4,17,25,45,13,109,0,0,4,0,0,0,3,0,0,12,19,11,37,60,95,97,97,55,24,507,147,121,384,617,856,956,887,397,120,4489,Denmark (S)
52800,16,13,30,34,62,75,86,35,7,344,4,5,9,6,12,33,38,36,12,168,89,116,278,221,204,175,120,28,11,1236,354,629,1543,1230,1159,1301,850,181,52,7299,Derby-West Kimberley (S)
48260,4,0,5,4,8,16,35,69,65,201,0,3,0,5,7,0,5,6,4,24,23,23,53,52,59,58,56,46,30,389,195,526,818,853,1040,1030,842,576,319,6185,Walkerville (M)
48340,3,8,16,21,28,108,213,198,113,706,3,0,0,3,3,3,5,4,3,23,26,43,65,87,118,124,127,90,103,778,273,515,1006,1289,1689,1736,1275,654,317,8747,Wattle Range (DC)
48410,6,21,54,64,119,238,662,966,554,2687,4,9,37,38,52,51,66,158,67,490,101,196,483,358,362,330,372,412,493,3113,1426,4641,9881,7603,7208,5969,4553,3578,2120,46963,West Torrens (C)
48540,11,3,38,39,61,143,300,276,123,974,0,0,5,3,13,4,10,15,4,68,95,116,235,190,299,276,259,246,111,1819,530,1314,2779,2569,3180,2672,1982,1239,424,16692,Whyalla (C)
52870,0,0,6,3,9,26,50,52,18,165,0,0,0,3,0,0,4,7,3,19,18,23,45,56,69,96,106,65,50,531,137,192,508,643,794,961,754,311,107,4416,Donnybrook-Balingup (S)
48640,0,0,0,0,3,3,19,24,13,64,0,0,0,0,0,0,0,0,0,0,5,4,7,13,20,23,25,12,14,125,32,60,133,173,183,191,161,65,43,1027,Wudinna (DC)
48750,3,0,8,0,13,11,66,55,42,201,0,0,0,0,0,0,3,0,3,9,12,11,28,22,41,83,95,37,11,343,93,171,379,445,676,1001,922,378,145,4215,Yankalilla (DC)
48830,3,0,19,7,20,78,273,238,163,801,0,0,0,0,0,3,10,0,0,13,20,13,24,46,75,115,157,117,90,664,153,305,783,872,1371,1970,1982,997,450,8886,Yorke Peninsula (DC)
49399,4,8,23,20,46,65,74,30,4,265,0,0,0,5,8,3,3,0,0,21,20,54,204,200,248,264,171,51,7,1219,113,262,950,909,1168,1167,723,170,25,5480,Unincorporated SA
50080,8,12,28,48,60,120,296,362,227,1164,0,0,7,4,18,9,8,18,15,85,136,165,410,345,373,396,377,337,290,2826,1159,1749,3809,4146,4863,4912,3908,2200,1031,27786,Albany (C)
50210,12,27,94,137,175,252,361,346,159,1565,8,14,70,55,56,68,48,40,9,367,241,294,754,653,594,560,590,467,283,4437,2363,5154,13365,11003,9398,7906,5461,2559,951,58149,Armadale (C)
50250,8,3,14,36,56,66,42,18,3,234,0,0,19,20,12,11,5,6,0,77,34,194,1437,1354,1196,708,138,32,0,5098,151,947,6558,6062,5308,3174,692,129,5,23025,Ashburton (S)
50280,0,3,8,3,17,29,42,74,27,204,0,0,7,8,3,4,0,0,3,21,75,54,155,190,204,199,156,79,33,1138,298,450,1749,2232,1954,1904,1313,560,218,10683,Augusta-Margaret River (S)
50350,3,3,9,14,28,63,109,159,108,499,0,0,12,17,19,12,3,8,9,80,33,47,106,101,115,123,128,116,66,849,407,793,2192,2178,2030,1742,1255,748,324,11669,Bassendean (T)
50420,7,13,75,129,176,286,545,647,389,2260,0,20,56,36,94,104,100,114,55,584,155,273,720,538,482,497,534,510,457,4157,1516,4152,11619,9333,7997,7075,5287,3126,1492,51603,Bayswater (C)
50490,7,28,91,96,87,155,266,375,186,1298,0,31,109,66,65,34,36,35,23,389,171,377,999,597,499,466,390,355,200,4053,996,3246,8350,5695,4543,3993,2725,1773,787,32108,Belmont (C)
50560,0,0,0,0,0,10,26,16,7,61,0,0,0,0,0,0,3,3,0,4,7,6,15,29,31,31,31,33,12,200,23,57,132,176,232,309,275,140,41,1376,Beverley (S)
50630,0,0,0,3,6,10,12,16,4,47,0,0,0,0,0,0,0,0,0,6,3,8,40,29,44,27,19,15,3,193,35,104,360,408,422,300,156,73,12,1860,Boddington (S)
51080,0,0,0,11,3,6,12,9,5,44,0,0,0,0,0,0,0,3,0,3,4,6,24,9,16,25,17,16,3,114,30,47,134,134,153,156,92,48,12,800,Broomehill-Tambellup (S)
51120,0,0,0,0,3,5,18,12,10,47,0,0,0,0,0,0,0,0,0,0,0,3,12,8,8,14,17,14,4,73,19,30,102,104,101,148,128,65,20,720,Bruce Rock (S)
51190,12,11,29,46,50,139,281,370,220,1154,0,4,21,6,16,19,17,14,16,109,131,164,443,410,408,340,362,269,159,2685,829,1833,4188,3942,4212,4143,3096,1737,865,24838,Bunbury (C)
