lga_code16,hnfa_15_19_ewft,hnfa_15_19_ewpt,hnfa_15_19_eafw,hnfa_15_19_ehw_ns,hnfa_15_19_tot,hnfa_20_24_ewft,hnfa_20_24_ewpt,hnfa_20_24_eafw,hnfa_20_24_ehw_ns,hnfa_20_24_tot,hnfa_25_29_ewft,hnfa_25_29_ewpt,hnfa_25_29_eafw,hnfa_25_29_ehw_ns,hnfa_25_29_tot,hnfa_30_34_ewft,hnfa_30_34_ewpt,hnfa_30_34_eafw,hnfa_30_34_ehw_ns,hnfa_30_34_tot,hnfa_35_39_ewft,hnfa_35_39_ewpt,hnfa_35_39_eafw,hnfa_35_39_ehw_ns,hnfa_35_39_tot,hnfa_40_44_ewft,hnfa_40_44_ewpt,hnfa_40_44_eafw,hnfa_40_44_ehw_ns,hnfa_40_44_tot,hnfa_45_49_ewft,hnfa_45_49_ewpt,hnfa_45_49_eafw,hnfa_45_49_ehw_ns,hnfa_45_49_tot,hnfa_50_54_ewft,hnfa_50_54_ewpt,hnfa_50_54_eafw,hnfa_50_54_ehw_ns,hnfa_50_54_tot,hnfa_55_59_ewft,hnfa_55_59_ewpt,hnfa_55_59_eafw,hnfa_55_59_ehw_ns,hnfa_55_59_tot,hnfa_60_64_ewft,hnfa_60_64_ewpt,hnfa_60_64_eafw,hnfa_60_64_ehw_ns,hnfa_60_64_tot,hnfa_65_69_ewft,hnfa_65_69_ewpt,hnfa_65_69_eafw,hnfa_65_69_ehw_ns,hnfa_65_69_tot,hnfa_70_74_ewft,hnfa_70_74_ewpt,hnfa_70_74_eafw,hnfa_70_74_ehw_ns,hnfa_70_74_tot,hnfa_75ov_ewft,hnfa_75ov_ewpt,hnfa_75ov_eafw,hnfa_75ov_ehw_ns,hnfa_75ov_tot,hnfa_tot_ewft,hnfa_tot_ewpt,hnfa_tot_eafw,hnfa_tot_ehw_ns,hnfa_tot_tot,dnhnfa_15_19_ewft,dnhnfa_15_19_ewpt,dnhnfa_15_19_eafw,dnhnfa_15_19_ehw_ns,dnhnfa_15_19_tot,dnhnfa_20_24_ewft,dnhnfa_20_24_ewpt,dnhnfa_20_24_eafw,dnhnfa_20_24_ehw_ns,dnhnfa_20_24_tot,dnhnfa_25_29_ewft,dnhnfa_25_29_ewpt,dnhnfa_25_29_eafw,dnhnfa_25_29_ehw_ns,dnhnfa_25_29_tot,dnhnfa_30_34_ewft,dnhnfa_30_34_ewpt,dnhnfa_30_34_eafw,dnhnfa_30_34_ehw_ns,dnhnfa_30_34_tot,dnhnfa_35_39_ewft,dnhnfa_35_39_ewpt,dnhnfa_35_39_eafw,dnhnfa_35_39_ehw_ns,dnhnfa_35_39_tot,dnhnfa_40_44_ewft,dnhnfa_40_44_ewpt,dnhnfa_40_44_eafw,dnhnfa_40_44_ehw_ns,dnhnfa_40_44_tot,dnhnfa_45_49_ewft,dnhnfa_45_49_ewpt,dnhnfa_45_49_eafw,dnhnfa_45_49_ehw_ns,dnhnfa_45_49_tot,dnhnfa_50_54_ewft,dnhnfa_50_54_ewpt,dnhnfa_50_54_eafw,dnhnfa_50_54_ehw_ns,dnhnfa_50_54_tot,dnhnfa_55_59_ewft,dnhnfa_55_59_ewpt,dnhnfa_55_59_eafw,dnhnfa_55_59_ehw_ns,dnhnfa_55_59_tot,dnhnfa_60_64_ewft,dnhnfa_60_64_ewpt,dnhnfa_60_64_eafw,dnhnfa_60_64_ehw_ns,dnhnfa_60_64_tot,dnhnfa_65_69_ewft,dnhnfa_65_69_ewpt,dnhnfa_65_69_eafw,dnhnfa_65_69_ehw_ns,dnhnfa_65_69_tot,dnhnfa_70_74_ewft,dnhnfa_70_74_ewpt,dnhnfa_70_74_eafw,dnhnfa_70_74_ehw_ns,dnhnfa_70_74_tot,dnhnfa_75ov_ewft,dnhnfa_75ov_ewpt,dnhnfa_75ov_eafw,dnhnfa_75ov_ehw_ns,dnhnfa_75ov_tot,dnhnfa_tot_ewft,dnhnfa_tot_ewpt,dnhnfa_tot_eafw,dnhnfa_tot_ehw_ns,dnhnfa_tot_tot,nfans_15_19_ewft,nfans_15_19_ewpt,nfans_15_19_eafw,nfans_15_19_ehw_ns,nfans_15_19_tot,nfans_20_24_ewft,nfans_20_24_ewpt,nfans_20_24_eafw,nfans_20_24_ehw_ns,nfans_20_24_tot,nfans_25_29_ewft,nfans_25_29_ewpt,nfans_25_29_eafw,nfans_25_29_ehw_ns,nfans_25_29_tot,nfans_30_34_ewft,nfans_30_34_ewpt,nfans_30_34_eafw,nfans_30_34_ehw_ns,nfans_30_34_tot,nfans_35_39_ewft,nfans_35_39_ewpt,nfans_35_39_eafw,nfans_35_39_ehw_ns,nfans_35_39_tot,nfans_40_44_ewft,nfans_40_44_ewpt,nfans_40_44_eafw,nfans_40_44_ehw_ns,nfans_40_44_tot,nfans_45_49_ewft,nfans_45_49_ewpt,nfans_45_49_eafw,nfans_45_49_ehw_ns,nfans_45_49_tot,nfans_50_54_ewft,nfans_50_54_ewpt,nfans_50_54_eafw,nfans_50_54_ehw_ns,nfans_50_54_tot,nfans_55_59_ewft,nfans_55_59_ewpt,nfans_55_59_eafw,nfans_55_59_ehw_ns,nfans_55_59_tot,nfans_60_64_ewft,nfans_60_64_ewpt,nfans_60_64_eafw,nfans_60_64_ehw_ns,nfans_60_64_tot,nfans_65_69_ewft,nfans_65_69_ewpt,nfans_65_69_eafw,nfans_65_69_ehw_ns,nfans_65_69_tot,nfans_70_74_ewft,nfans_70_74_ewpt,nfans_70_74_eafw,nfans_70_74_ehw_ns,nfans_70_74_tot,lga_name16
10850,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,0,8,20,37,96,12,7,147,131,44,5,0,180,217,50,17,6,294,203,46,8,3,262,206,58,17,3,281,239,76,10,5,328,268,69,10,4,350,201,82,12,3,305,189,62,12,4,268,144,61,9,6,218,49,33,7,3,98,34,36,5,10,78,24,20,3,6,60,1946,732,128,63,2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,4,3,0,0,0,3,3,0,0,0,6,0,0,0,0,0,3,0,0,0,10,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,Blayney (A)
10900,4,20,3,0,20,3,17,0,0,15,4,14,0,0,13,3,10,0,0,14,7,19,0,0,19,4,14,0,0,21,10,14,0,0,31,4,16,0,0,28,8,17,0,0,29,6,14,3,0,25,3,9,0,0,20,0,10,0,0,10,3,3,0,0,9,58,166,13,11,239,252,1037,51,32,1375,620,923,36,29,1610,734,514,54,28,1337,747,538,45,26,1354,797,625,45,23,1489,1022,793,40,19,1875,1143,866,54,33,2095,1159,821,66,20,2064,1077,823,87,21,2012,661,805,59,20,1541,262,503,36,10,816,58,205,15,3,276,32,101,6,3,138,8564,8558,587,268,17983,3,15,0,0,23,5,5,0,6,11,10,7,3,0,13,11,6,0,0,20,9,8,3,0,22,14,8,0,0,22,11,11,0,0,27,10,10,0,0,25,13,13,3,0,27,3,10,0,0,16,6,12,0,0,14,0,4,0,0,8,Blue Mountains (C)
10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,3,3,16,19,25,3,4,53,80,21,0,0,111,104,20,8,3,138,87,32,0,3,117,68,15,5,3,98,97,32,3,0,137,114,38,3,3,158,117,27,4,0,155,79,20,3,4,106,52,28,0,0,85,29,17,4,4,47,6,10,0,4,19,21,11,4,0,36,879,310,37,34,1257,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,Bogan (A)
11100,5,7,0,0,11,5,24,3,0,36,10,26,0,0,37,11,15,5,0,28,11,16,3,0,32,13,21,0,0,33,19,27,4,0,48,13,17,5,0,37,17,21,3,0,39,15,24,0,3,46,3,4,0,0,12,0,4,0,0,10,3,8,0,0,10,122,214,24,11,372,244,868,83,47,1238,1894,1811,106,106,3921,3898,1327,150,134,5509,4621,1114,244,106,6089,4340,1108,233,97,5772,4351,1193,190,83,5825,4110,1242,175,104,5624,3683,1072,189,105,5044,2938,871,162,63,4029,1484,572,105,40,2198,581,318,32,17,955,125,121,5,10,261,39,62,3,12,113,32291,11686,1681,927,46582,0,16,0,3,15,19,20,5,7,48,29,10,3,0,49,43,14,6,4,59,44,11,0,0,53,46,17,5,6,73,50,16,3,6,79,38,12,5,3,59,33,17,0,5,53,15,7,0,0,31,7,6,0,0,21,0,0,0,0,4,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,11,11,12,0,0,23,55,21,3,0,81,83,30,4,3,116,88,19,3,0,114,76,19,0,0,99,68,21,3,0,91,84,16,3,3,110,94,23,0,0,119,77,19,7,0,105,54,12,0,0,70,27,24,3,0,45,7,8,0,0,17,8,6,0,0,13,725,232,34,18,1003,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,6,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,20,5,3,0,31,39,14,4,7,62,28,3,0,0,34,25,9,0,3,33,27,5,0,3,36,49,19,0,4,70,48,12,6,0,62,49,13,0,3,67,30,5,3,5,44,11,6,0,0,23,7,6,0,0,13,0,4,0,0,4,343,102,18,22,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brewarrina (A)
14300,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,19,28,53,0,7,85,86,47,3,0,134,139,45,7,9,200,134,42,11,9,192,100,41,3,3,142,127,41,9,0,172,160,37,3,0,198,129,47,7,3,181,136,60,12,3,208,84,42,5,0,129,39,31,7,4,82,22,9,0,0,33,12,14,0,3,26,1181,498,66,33,1781,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junee (A)
14350,0,3,0,0,8,3,7,3,0,9,0,3,0,0,5,0,8,0,0,6,0,7,0,0,13,0,5,0,0,10,4,10,0,0,12,4,10,3,0,13,3,12,0,3,17,4,10,4,0,16,4,4,0,0,14,5,0,0,0,6,5,0,0,3,9,29,75,14,7,130,105,416,32,35,588,310,256,28,24,621,409,219,31,26,687,396,237,41,11,689,442,278,22,28,763,616,305,26,23,972,643,331,33,23,1024,677,426,41,21,1167,631,462,64,25,1187,380,333,42,19,777,154,195,18,15,378,50,54,0,7,119,30,39,6,8,77,4845,3546,392,267,9052,0,3,0,0,7,3,5,0,3,13,3,4,0,0,7,11,7,0,0,18,4,11,0,3,21,3,0,0,3,4,9,7,0,0,14,6,7,0,3,21,4,8,0,0,17,3,3,3,0,12,8,9,0,0,18,0,0,0,0,0,Kempsey (A)
11250,0,3,0,0,3,0,3,0,0,4,0,7,0,0,7,0,5,0,0,5,0,0,0,0,0,0,3,0,0,5,0,0,3,0,9,5,3,3,0,10,3,7,3,0,14,4,5,0,0,13,0,3,0,0,4,0,0,0,0,0,0,3,3,0,5,18,47,10,3,82,86,244,24,15,362,343,183,24,14,560,512,181,41,13,751,425,177,30,15,647,381,156,20,7,568,420,177,22,13,636,475,197,15,12,705,539,190,31,13,774,541,228,42,10,828,319,141,30,17,505,89,93,8,3,200,25,32,4,6,69,10,11,0,5,32,4172,2010,295,154,6633,0,4,0,0,7,3,3,0,3,9,3,4,0,0,6,6,4,0,0,12,8,10,0,0,20,18,4,0,3,23,12,3,0,0,14,5,5,0,0,10,6,3,0,0,14,4,0,0,0,5,3,4,0,0,3,0,0,0,0,0,Broken Hill (C)
13910,0,3,0,0,3,0,3,0,0,4,0,3,0,0,3,3,7,0,0,4,0,3,0,0,3,0,3,0,0,9,3,4,0,3,12,0,8,0,0,12,3,9,0,0,12,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,52,3,3,69,162,237,9,15,421,348,144,21,17,527,352,123,13,16,511,322,171,22,15,532,384,205,19,12,619,441,217,16,14,689,487,229,20,14,750,513,256,24,22,816,435,250,30,13,732,334,199,30,3,569,174,144,15,9,340,75,61,11,8,151,53,56,0,10,121,4080,2299,233,165,6778,0,0,0,0,3,3,3,0,0,9,4,0,0,0,4,4,3,0,0,7,3,3,0,0,11,3,9,0,0,16,9,0,0,0,11,10,6,0,0,24,8,8,0,0,11,9,3,0,0,14,3,0,0,0,4,0,0,0,0,0,Hilltops (A)
14000,0,13,0,0,11,6,21,0,0,32,6,21,0,0,29,11,22,3,0,34,4,15,0,0,19,23,29,4,0,51,12,35,0,0,48,8,23,3,0,41,13,18,5,0,42,6,16,0,0,29,3,9,4,0,12,0,8,0,0,8,4,12,0,0,19,109,237,27,3,367,428,2395,143,48,3016,1793,2163,110,89,4151,2530,1036,125,80,3768,2523,1062,163,59,3809,2419,1200,129,65,3819,2710,1546,90,64,4410,2962,1622,79,63,4724,2843,1474,89,56,4456,2567,1402,111,44,4126,1521,1220,89,42,2877,588,790,61,16,1463,186,366,15,8,575,68,182,10,14,280,23141,16459,1219,654,41472,4,18,0,0,20,10,26,0,5,41,15,4,0,0,22,25,13,0,3,40,32,8,0,3,46,30,15,0,0,44,31,24,0,0,54,28,15,0,3,45,44,19,0,3,64,10,10,0,0,24,10,9,0,0,20,4,3,0,0,10,Hornsby (A)
14100,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,4,0,0,4,0,3,0,0,3,3,3,0,0,7,0,0,0,0,0,3,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,15,22,9,3,39,18,123,9,10,151,117,189,3,10,312,290,125,4,5,429,262,130,15,7,414,235,138,28,6,410,259,144,13,3,416,315,195,6,10,527,285,182,11,6,488,272,187,10,9,480,132,172,10,0,315,91,114,9,5,212,30,60,0,0,88,11,33,0,3,46,2309,1795,120,67,4296,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,4,0,0,4,4,0,0,3,6,0,3,0,0,8,4,3,0,0,4,3,4,0,0,11,3,0,0,0,7,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,Hunters Hill (A)
14170,3,11,0,0,13,6,26,0,0,33,13,26,3,0,38,17,29,0,0,47,13,23,3,0,37,18,47,0,0,70,22,28,0,3,48,22,45,0,4,74,29,44,3,0,73,30,30,7,7,70,6,20,3,0,30,3,11,0,3,19,0,15,0,6,24,188,347,27,21,581,316,1706,80,58,2158,2397,3003,119,154,5673,5029,2415,215,153,7816,5220,2037,245,165,7669,4560,1918,211,118,6808,4482,2043,142,87,6750,4403,1837,106,91,6447,4362,1676,145,97,6287,3496,1502,117,71,5184,2034,1341,107,52,3528,863,847,58,32,1804,267,388,19,20,686,93,175,9,13,294,37525,20878,1583,1114,61099,0,8,3,3,16,26,26,0,10,63,36,17,3,10,61,43,24,3,11,77,56,23,0,3,78,46,28,7,4,90,61,10,0,6,83,48,14,3,4,64,58,25,7,5,89,26,28,0,8,55,12,16,0,0,29,3,0,0,0,3,Inner West (A)
14200,0,7,0,0,7,0,3,0,0,3,0,0,0,0,3,0,3,0,0,4,0,4,0,0,3,0,3,0,0,6,4,0,0,0,5,3,3,0,0,6,0,9,0,0,13,5,0,0,0,5,0,3,0,0,0,3,4,0,0,5,0,0,5,3,10,17,40,7,4,71,115,241,27,16,394,297,189,15,17,520,341,138,22,10,510,309,184,28,7,534,329,174,17,14,541,387,199,16,12,619,468,180,16,23,690,461,220,20,10,703,426,231,25,16,705,269,158,18,6,452,121,95,8,4,227,50,56,4,9,116,49,39,3,16,106,3622,2115,217,164,6122,3,4,0,0,9,6,7,0,0,8,3,3,0,0,4,12,0,0,0,15,6,3,0,0,12,8,5,0,0,17,11,3,0,0,13,8,9,0,3,14,4,6,0,0,14,7,3,0,0,15,4,0,0,0,7,0,0,0,0,0,Inverell (A)
14400,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,8,0,3,0,0,3,3,3,3,0,8,0,3,0,0,3,0,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,7,37,3,0,49,79,368,15,11,474,214,305,15,8,547,242,114,22,0,383,229,169,8,4,408,217,210,14,3,437,278,234,11,7,532,251,247,17,9,517,319,228,17,6,575,261,266,19,5,554,182,229,25,11,448,64,126,8,3,210,18,62,12,0,94,16,24,0,6,45,2383,2585,190,78,5231,3,0,0,0,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,6,4,9,0,0,7,14,0,0,0,13,0,3,0,0,5,0,6,0,0,9,3,11,0,0,13,0,3,0,0,7,3,3,0,0,8,0,0,0,0,0,Kiama (A)
14500,0,15,0,0,15,4,12,0,0,14,4,8,0,0,14,0,4,0,0,7,3,3,0,0,5,3,6,0,0,15,7,15,0,0,29,10,12,3,0,30,14,15,0,0,24,10,7,0,0,20,0,12,0,0,13,0,7,0,0,7,0,9,0,3,13,58,129,5,4,202,147,1458,71,26,1697,876,1616,87,58,2631,1649,788,81,52,2570,1639,800,144,46,2626,1486,905,91,43,2517,1733,1171,61,41,2998,2083,1380,51,41,3553,2171,1277,62,46,3555,1739,1146,77,36,2998,992,1056,61,22,2130,466,861,48,24,1397,129,476,26,6,646,58,310,8,10,394,15161,13241,869,451,29725,3,17,0,0,15,13,4,0,0,18,14,4,0,3,21,15,6,0,0,25,15,9,0,0,22,30,9,0,0,39,20,10,0,0,27,21,10,0,0,37,17,12,0,0,30,13,12,0,3,22,11,13,0,0,21,3,7,0,0,3,Ku-ring-gai (A)
14550,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,0,9,0,0,0,0,3,0,3,0,0,4,0,0,0,0,3,0,3,0,3,8,6,21,3,3,34,39,97,3,6,146,83,41,4,8,139,93,42,3,3,139,119,71,10,4,202,116,78,0,5,196,129,90,7,7,232,163,96,13,5,276,222,133,8,6,370,226,134,6,8,385,167,116,14,0,301,78,61,3,3,147,26,38,0,0,63,35,19,4,6,61,1507,1012,73,59,2652,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,3,0,0,0,5,0,0,0,0,0,4,0,0,0,3,3,3,0,0,3,0,0,0,0,3,3,3,0,0,8,3,0,0,0,0,0,0,0,0,0,Kyogle (A)
14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,15,0,0,21,36,46,0,3,82,138,45,6,6,196,132,57,7,7,200,136,68,13,17,229,128,45,6,10,191,142,55,3,10,208,148,59,10,3,225,159,71,5,3,239,177,73,6,3,263,113,61,13,6,196,79,41,3,4,127,29,29,3,0,58,35,24,3,8,67,1453,660,89,75,2278,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,3,0,5,0,3,10,0,3,0,0,0,8,0,0,0,8,3,3,0,0,8,4,0,0,0,4,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,Lachlan (A)
14650,4,43,3,0,53,12,36,4,3,50,9,10,3,0,26,9,23,4,0,37,14,17,5,0,39,23,32,0,0,55,24,31,4,3,68,31,31,6,3,71,29,30,8,0,61,14,26,4,0,49,11,15,4,0,31,0,6,0,3,10,0,15,0,0,14,184,316,52,19,568,863,3321,155,84,4425,2963,2873,247,138,6218,3617,1665,272,109,5658,3428,1870,282,79,5657,3214,1916,176,82,5387,3717,2108,138,89,6054,3895,2061,123,66,6136,3742,1983,157,67,5953,3236,1852,224,56,5370,1733,1613,155,40,3537,484,807,65,21,1382,122,347,18,15,502,55,136,10,16,216,31052,22554,2027,854,56491,12,29,4,3,37,44,24,0,4,72,35,19,0,3,59,34,18,0,10,57,31,27,0,0,59,48,28,3,3,81,42,30,0,3,77,51,27,3,3,88,44,30,4,0,80,18,25,0,3,48,5,11,0,0,24,3,4,0,0,11,Lake Macquarie (C)
14700,0,3,0,0,3,0,3,0,0,5,3,0,0,0,9,3,0,0,0,3,3,3,0,0,5,3,3,3,0,10,0,4,0,0,8,8,3,0,0,6,5,10,0,0,16,3,4,0,0,8,0,3,0,0,3,0,3,0,0,3,0,3,3,0,6,28,45,5,0,78,68,362,17,13,450,645,631,39,29,1346,1404,413,47,30,1903,1702,415,75,31,2216,1399,418,64,42,1919,1330,462,31,24,1843,1232,417,20,14,1685,1078,408,17,25,1529,899,371,20,16,1294,462,311,19,8,801,196,258,12,8,477,58,122,10,3,188,25,62,3,4,100,10497,4629,378,238,15746,0,0,0,0,7,5,3,0,3,8,9,4,3,0,16,22,5,0,0,26,10,4,0,0,18,7,5,0,3,14,14,3,0,0,21,13,0,0,0,14,9,0,0,0,11,4,3,0,0,11,3,4,0,0,8,0,0,0,0,3,Lane Cove (A)
14750,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,3,0,0,4,0,4,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,32,0,0,44,103,120,5,13,242,280,81,8,13,381,312,71,22,15,423,269,97,20,13,397,252,95,4,7,355,335,132,11,3,475,380,118,13,7,522,392,115,18,12,537,373,117,22,9,520,212,95,17,9,329,70,52,10,4,143,25,27,4,0,59,26,20,3,6,52,3032,1138,166,109,4439,0,5,0,0,6,8,0,0,0,10,5,0,0,0,4,8,3,0,0,9,9,3,0,0,7,9,3,0,0,9,4,5,0,0,8,5,7,0,3,11,3,0,0,0,7,3,3,0,0,7,0,4,0,0,4,0,0,0,0,0,Leeton (A)
14850,5,15,0,3,22,6,23,0,0,24,3,20,0,0,20,0,11,0,0,15,5,18,0,0,22,5,12,7,0,27,8,18,0,0,25,7,19,3,3,30,12,14,0,0,25,0,13,0,0,16,6,8,3,3,17,0,0,0,0,4,0,10,3,0,17,58,165,18,12,250,228,884,41,41,1189,687,626,44,42,1398,859,478,65,30,1431,901,580,70,27,1576,1060,647,60,34,1798,1269,750,48,35,2102,1503,756,34,36,2334,1590,756,59,34,2446,1473,853,86,26,2431,902,726,76,25,1729,318,389,39,18,764,94,146,8,5,249,52,56,5,20,142,10937,7650,627,374,19589,4,4,0,3,12,7,4,0,0,14,8,6,0,0,18,7,11,0,0,19,10,8,0,4,25,20,7,3,4,37,11,4,3,0,16,19,10,4,0,35,13,14,0,0,32,4,12,3,0,19,6,3,0,0,9,3,4,0,0,5,Lismore (C)
14870,0,3,0,0,3,0,0,0,0,0,3,3,0,0,8,0,3,0,0,3,0,0,0,0,4,3,10,0,0,14,0,5,0,0,8,0,9,0,0,11,5,8,0,0,15,0,3,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,16,48,3,3,68,139,255,25,10,428,390,160,17,15,582,453,172,39,12,671,399,189,38,18,647,384,192,23,14,608,553,224,22,7,799,538,241,23,14,817,598,246,26,11,882,596,265,36,8,904,266,211,29,4,510,103,103,9,4,217,37,66,6,0,115,20,33,0,4,59,4466,2356,285,134,7240,0,0,0,0,0,3,3,0,3,7,5,6,0,0,9,3,3,0,0,5,9,0,5,7,13,6,3,0,3,13,12,9,0,0,17,8,9,0,0,15,5,4,0,0,13,3,3,0,0,9,0,0,0,0,0,0,0,3,0,6,Lithgow (C)
14900,8,16,0,0,21,18,37,3,0,57,15,41,3,0,59,27,32,4,3,63,24,38,5,0,70,29,43,13,3,89,34,42,4,0,88,41,41,5,8,91,26,55,3,0,82,15,48,10,6,67,13,20,0,0,31,0,8,3,0,18,0,9,3,4,17,245,426,60,32,753,799,2447,136,114,3501,3588,2849,164,214,6815,5573,1622,242,216,7654,5395,1851,385,151,7785,4963,1934,221,162,7287,5334,2150,133,172,7790,5219,1842,110,148,7323,4832,1604,145,144,6727,4124,1439,160,111,5833,2320,1029,85,77,3515,813,521,63,41,1438,165,209,19,13,403,71,101,12,8,194,43199,19612,1861,1584,66260,8,30,0,0,42,41,23,0,14,78,45,17,0,3,70,46,24,4,4,78,67,27,0,4,100,64,32,0,12,111,70,34,0,11,114,72,14,3,8,95,60,27,3,5,98,33,14,3,3,55,9,12,0,3,28,0,3,0,0,7,Liverpool (C)
14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,3,0,20,29,58,6,3,92,91,39,6,9,141,141,45,8,3,197,144,71,11,8,225,147,54,12,8,223,172,72,9,9,256,203,78,7,0,292,218,96,11,3,325,193,96,5,9,300,168,69,8,8,254,76,47,4,5,131,37,29,3,0,71,27,31,4,3,60,1639,777,95,70,2580,7,0,0,0,7,0,0,0,0,3,3,0,0,0,4,3,0,0,0,5,5,0,0,0,5,4,3,0,0,10,8,3,0,0,11,6,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,Liverpool Plains (A)
14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,10,13,0,0,28,34,19,0,0,52,37,17,0,3,59,49,17,7,0,72,37,17,0,3,62,50,38,0,0,91,50,40,4,0,93,69,41,0,0,110,66,39,3,0,111,39,30,6,0,77,30,29,0,0,51,20,12,0,0,34,13,7,0,3,22,512,304,34,11,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Lockhart (A)
