lga_code16,m_ind_15_19_pd_gd_gcl,m_ind_15_19_bdl,m_ind_15_19_adip_dipl,m_ind_15_19_ct_iii_iv,m_ind_15_19_ct_i_ii,m_ind_15_19_cl_nfd,m_ind_15_19_loe_ns,m_ind_15_19_tot,m_ind_20_24_pd_gd_gcl,m_ind_20_24_bdl,m_ind_20_24_adip_dipl,m_ind_20_24_ct_iii_iv,m_ind_20_24_ct_i_ii,m_ind_20_24_cl_nfd,m_ind_20_24_loe_ns,m_ind_20_24_tot,m_ind_25_34_pd_gd_gcl,m_ind_25_34_bdl,m_ind_25_34_adip_dipl,m_ind_25_34_ct_iii_iv,m_ind_25_34_ct_i_ii,m_ind_25_34_cl_nfd,m_ind_25_34_loe_ns,m_ind_25_34_tot,m_ind_35_44_pd_gd_gcl,m_ind_35_44_bdl,m_ind_35_44_adip_dipl,m_ind_35_44_ct_iii_iv,m_ind_35_44_ct_i_ii,m_ind_35_44_cl_nfd,m_ind_35_44_loe_ns,m_ind_35_44_tot,m_ind_45_54_pd_gd_gcl,m_ind_45_54_bdl,m_ind_45_54_adip_dipl,m_ind_45_54_ct_iii_iv,m_ind_45_54_ct_i_ii,m_ind_45_54_cl_nfd,m_ind_45_54_loe_ns,m_ind_45_54_tot,m_ind_55_64_pd_gd_gcl,m_ind_55_64_bdl,m_ind_55_64_adip_dipl,m_ind_55_64_ct_iii_iv,m_ind_55_64_ct_i_ii,m_ind_55_64_cl_nfd,m_ind_55_64_loe_ns,m_ind_55_64_tot,m_ind_65ov_ptgdde_gddp_gdct,m_ind_65ov_bdl,m_ind_65ov_adip_dipl,m_ind_65ov_ct_iii_iv,m_ind_65ov_ct_i_ii,m_ind_65ov_cl_nfd,m_ind_65ov_loe_ns,m_ind_65ov_tot,m_ind_tot_pd_gd_gcl,m_ind_tot_bdl,m_ind_tot_adip_dipl,m_ind_tot_ct_iii_iv,m_ind_tot_ct_i_ii,m_ind_tot_cl_nfd,m_ind_tot_loe_ns,m_ind_tot_tot,m_noni_15_19_pd_gd_gcl,m_noni_15_19_bdl,m_noni_15_19_adip_dipl,m_noni_15_19_ct_iii_iv,m_noni_15_19_ct_i_ii,m_noni_15_19_cl_nfd,m_noni_15_19_loe_ns,m_noni_15_19_tot,m_noni_20_24_pd_gd_gcl,m_noni_20_24_bdl,m_noni_20_24_adip_dipl,m_noni_20_24_ct_iii_iv,m_noni_20_24_ct_i_ii,m_noni_20_24_cl_nfd,m_noni_20_24_loe_ns,m_noni_20_24_tot,m_noni_25_34_pd_gd_gcl,m_noni_25_34_bdl,m_noni_25_34_adip_dipl,m_noni_25_34_ct_iii_iv,m_noni_25_34_ct_i_ii,m_noni_25_34_cl_nfd,m_noni_25_34_loe_ns,m_noni_25_34_tot,m_noni_35_44_pd_gd_gcl,m_noni_35_44_bdl,m_noni_35_44_adip_dipl,m_noni_35_44_ct_iii_iv,m_noni_35_44_ct_i_ii,m_noni_35_44_cl_nfd,m_noni_35_44_loe_ns,m_noni_35_44_tot,m_noni_45_54_pd_gd_gcl,m_noni_45_54_bdl,m_noni_45_54_adip_dipl,m_noni_45_54_ct_iii_iv,m_noni_45_54_ct_i_ii,m_noni_45_54_cl_nfd,m_noni_45_54_loe_ns,m_noni_45_54_tot,m_noni_55_64_pd_gd_gcl,m_noni_55_64_bdl,m_noni_55_64_adip_dipl,m_noni_55_64_ct_iii_iv,m_noni_55_64_ct_i_ii,m_noni_55_64_cl_nfd,m_noni_55_64_loe_ns,m_noni_55_64_tot,m_noni_65ov_ptgdde_gddp_gdct,m_noni_65ov_bdl,m_noni_65ov_adip_dipl,m_noni_65ov_ct_iii_iv,m_noni_65ov_ct_i_ii,m_noni_65ov_cl_nfd,m_noni_65ov_loe_ns,m_noni_65ov_tot,m_noni_totpdde_gddp_gdct,m_noni_tot_bdl,m_noni_tot_adip_dipl,m_noni_tot_ct_iii_iv,m_noni_tot_ct_i_ii,m_noni_tot_cl_nfd,m_noni_tot_loe_ns,m_noni_tot_tot,m_is_ns_15_19_pd_gd_gcll,m_is_ns_15_19_bdl,m_is_ns_15_19_adip_dipl,m_is_ns_15_19_ct_iii_iv_l,m_is_ns_15_19_ct_i_ii,m_is_ns_15_19_cl_nfd,m_is_ns_15_19_loe_ns,m_is_ns_15_19_tot,m_is_ns_20_24_pd_gd_gcll,m_is_ns_20_24_bdl,m_is_ns_20_24_addip_and_dipl,m_is_ns_20_24_ct_iii_iv_l,m_is_ns_20_24_ct_i_ii,m_is_ns_20_24_cl_nfd,m_is_ns_20_24_loe_ns,m_is_ns_20_24_tot,m_is_ns_25_34_pd_gd_gcll,m_is_ns_25_34_bdl,m_is_ns_25_34_addip_and_dipl,m_is_ns_25_34_ct_iii_iv_l,m_is_ns_25_34_ct_i_ii_l,m_is_ns_25_34_cl_nfd,m_is_ns_25_34_loe_ns,m_is_ns_25_34_tot,m_is_ns_35_44_pd_gd_gcll,m_is_ns_35_44_bdl,m_is_ns_35_44_adip_dipl,m_is_ns_35_44_ct_iii_iv_l,m_is_ns_35_44_ct_i_ii_l,m_is_ns_35_44_cl_nfd,m_is_ns_35_44_loe_ns,m_is_ns_35_44_tot,m_is_ns_45_54_pdde_gddp_gdc,m_is_ns_45_54_bdl,m_is_ns_45_54_adip_dipl,m_is_ns_45_54_ct_iii_iv_l,m_is_ns_45_54_ct_i_ii_l,m_is_ns_45_54_cl_nfd,m_is_ns_45_54_loe_ns,m_is_ns_45_54_tot,m_is_ns_55_64_pd_gd_gcl,m_is_ns_55_64_bdl,m_is_ns_55_64_adip_dipl,m_is_ns_55_64_ct_iii_iv_l,m_is_ns_55_64_ct_i_ii_l,m_is_ns_55_64_cl_nfd,m_is_ns_55_64_loe_ns,m_is_ns_55_64_tot,m_is_ns_65ov_pd_gd_gcl,m_is_ns_65ov_bdl,m_is_ns_65ov_adip_dipl,m_is_ns_65ov_ct_iii_iv_l,m_is_ns_65ov_ct_i_ii,m_is_ns_65ov_cl_nfd,m_is_ns_65ov_loe_ns,m_is_ns_65ov_tot,m_is_ns_totpdde_gddp_gdct,m_is_ns_tot_bdl,m_is_ns_tot_adip_dipl,m_is_ns_tot_ct_iii_iv_l,m_is_ns_tot_ct_i_ii,m_is_ns_tot_cl_nfd,m_is_ns_tot_loe_ns,m_is_ns_tot_tot,m_t_15_19_pd_gd_gcl,m_t_15_19_bdl,m_t_15_19_adip_dipl,m_t_15_19_ct_iii_iv,m_t_15_19_ct_i_ii,m_t_15_19_cl_nfd,m_t_15_19_loe_ns,m_t_15_19_tot,lga_name16
51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,3,0,16,0,0,3,24,0,3,3,8,0,0,3,20,0,0,4,12,0,0,0,13,0,5,5,14,0,0,5,28,0,0,4,13,0,3,5,20,0,13,12,67,0,7,16,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,Carnamah (S)
51540,0,0,0,0,3,0,5,5,0,0,0,3,3,0,3,14,0,0,0,7,3,5,9,21,0,0,0,7,0,0,8,14,0,0,0,11,0,0,7,27,0,0,3,4,3,0,4,10,0,0,0,0,0,0,5,9,0,0,8,38,13,5,46,106,0,0,0,9,0,0,4,14,0,3,5,32,5,3,4,50,5,35,18,86,5,3,12,164,8,26,15,87,3,5,15,159,6,26,15,102,4,6,16,190,10,20,21,92,3,5,13,163,0,16,23,65,4,3,37,148,27,124,99,477,24,27,102,885,0,0,0,0,0,0,17,17,0,0,0,0,0,0,21,21,0,0,0,0,0,0,53,56,0,0,0,0,0,0,59,55,0,0,0,0,0,0,54,57,0,0,0,4,0,0,60,61,0,0,0,0,0,0,47,47,0,0,0,3,0,0,307,317,0,0,0,9,3,0,23,34,Carnarvon (S)
51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,8,0,0,0,8,0,0,0,14,0,4,0,30,5,0,0,33,5,6,5,27,3,0,4,52,0,11,10,29,3,0,0,54,4,3,8,21,3,0,3,45,3,9,3,21,0,0,7,45,11,33,22,153,11,4,18,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,16,21,0,0,0,0,0,0,16,16,0,0,0,0,0,0,13,13,0,0,0,0,0,0,13,13,0,0,0,0,0,0,66,65,0,0,0,5,0,0,7,11,Chapman Valley (S)
51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,12,5,0,21,38,0,6,3,33,8,3,3,51,0,4,9,93,3,3,4,123,8,28,27,141,3,8,10,222,8,23,31,165,4,8,19,257,12,19,26,142,0,10,18,228,8,22,28,130,0,11,28,227,32,97,125,719,22,40,104,1141,0,0,0,0,0,0,20,20,0,0,0,0,0,0,3,3,0,0,0,0,0,0,26,23,0,0,0,0,0,0,28,28,0,0,0,0,0,0,47,51,0,0,0,3,0,0,45,48,0,0,0,4,0,0,28,31,0,0,3,5,0,0,187,201,0,0,0,12,5,0,38,53,Chittering (S)
52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,7,0,3,0,9,0,0,0,13,0,9,0,24,0,0,3,39,3,0,0,13,0,0,0,22,0,0,5,18,0,0,0,22,0,4,0,22,0,0,7,34,0,0,0,10,0,0,10,25,3,21,12,100,3,3,27,160,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,13,13,0,0,0,0,0,0,4,3,0,0,0,0,0,0,10,10,0,0,0,0,0,0,9,9,0,0,0,0,0,0,45,48,0,0,0,3,0,0,5,11,Corrigin (S)
52870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,18,0,0,0,7,5,0,18,30,0,3,4,26,6,0,0,37,4,24,14,94,3,8,8,156,9,18,18,123,6,4,13,186,9,20,40,123,0,8,8,206,13,41,41,129,5,13,20,266,23,48,45,118,0,14,38,295,53,151,161,624,27,49,110,1176,0,0,0,0,0,0,8,8,0,0,0,0,0,0,13,13,0,0,0,0,0,0,15,21,0,0,0,0,0,0,30,31,0,0,3,3,0,0,38,41,0,0,0,0,0,0,37,39,0,0,0,3,0,0,65,68,0,3,3,10,0,0,205,222,0,0,0,7,5,0,22,40,Donnybrook-Balingup (S)
52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,4,0,3,3,12,0,0,0,13,0,5,0,11,0,0,3,19,0,3,0,10,0,0,4,19,0,0,3,10,0,0,3,19,0,0,5,10,3,0,6,19,3,8,11,47,3,3,19,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,12,13,0,0,0,0,3,0,0,4,Dowerin (S)
53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,12,20,0,11,0,16,6,0,4,32,7,15,19,64,0,0,14,116,0,19,14,103,4,4,6,151,6,16,24,136,3,7,13,204,3,22,22,168,0,12,17,251,11,26,40,181,6,21,52,331,22,103,116,674,19,52,116,1100,0,0,0,0,0,0,14,10,0,0,0,0,0,0,6,6,0,0,0,0,0,0,21,23,0,0,0,0,0,0,32,34,0,0,0,0,0,0,26,27,0,0,0,0,0,0,46,46,0,0,0,3,0,0,63,59,0,0,0,4,0,0,205,213,0,0,0,5,4,0,19,31,Gingin (S)
51750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,14,0,0,0,9,3,0,8,22,3,89,16,18,3,3,3,141,91,239,25,57,0,0,9,422,124,192,28,34,0,5,22,410,136,223,49,52,0,6,20,494,114,207,46,41,0,4,29,433,159,244,119,57,4,14,64,664,626,1200,294,265,17,37,158,2590,0,0,0,0,0,0,16,16,0,0,0,0,0,0,26,25,0,0,0,0,0,0,57,53,0,0,0,0,0,0,37,37,0,0,0,0,0,0,32,33,0,0,0,0,0,0,36,35,0,3,0,0,0,0,62,73,0,8,0,3,0,0,266,275,0,0,0,9,3,0,31,43,Claremont (T)
51820,0,0,0,10,0,0,11,19,0,0,0,16,4,0,8,33,0,9,3,31,0,3,9,55,0,5,7,23,0,0,6,42,3,9,6,20,0,3,3,37,4,4,0,7,0,0,3,22,0,0,3,4,0,0,3,11,11,22,18,117,3,7,46,222,0,0,25,160,68,15,111,384,20,323,163,778,63,25,70,1450,483,1566,760,2276,92,109,221,5504,645,1452,783,2349,61,133,258,5676,419,852,688,2124,36,140,218,4495,263,483,483,1650,17,106,193,3187,138,272,364,1409,19,123,489,2810,1974,4955,3269,10747,357,646,1554,23504,0,0,0,0,0,0,147,147,0,0,0,0,0,0,178,186,0,4,4,12,0,0,547,567,0,0,3,11,0,0,474,493,0,5,5,10,0,0,416,436,0,3,4,8,0,0,281,296,0,0,0,20,0,0,348,368,4,15,17,63,0,0,2388,2492,0,0,25,164,68,15,276,554,Cockburn (C)
51890,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,11,0,0,0,6,0,0,3,14,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,8,0,0,0,4,0,0,3,8,0,0,0,0,0,0,0,4,0,0,0,21,4,0,15,43,0,0,0,18,11,3,18,43,0,3,4,106,12,3,5,129,0,26,17,210,4,6,16,284,3,13,16,204,7,11,22,268,6,17,28,219,3,6,24,303,3,19,32,194,3,17,26,297,3,13,26,191,3,17,62,318,20,88,115,1135,40,62,174,1636,0,0,0,0,0,0,17,17,0,0,0,3,0,0,23,22,0,0,0,0,0,0,46,49,0,0,0,0,0,0,34,32,0,0,0,3,0,0,37,39,0,0,0,3,0,0,45,49,0,0,0,3,0,0,78,83,0,3,0,14,0,0,280,295,0,0,0,18,12,3,34,62,Collie (S)
52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,4,14,4,62,7,21,0,0,3,103,66,213,28,39,0,3,9,354,98,186,24,34,0,0,8,347,130,214,43,34,0,12,10,436,123,191,60,37,3,5,22,437,94,190,78,57,3,12,28,457,516,1053,234,224,8,38,78,2157,0,0,0,0,0,0,11,11,0,0,0,0,0,0,10,11,0,0,0,0,0,0,39,41,0,0,0,0,0,0,25,28,0,0,0,0,0,0,43,48,0,0,0,0,0,0,37,41,0,0,0,0,0,0,43,41,6,3,3,4,0,0,214,222,0,0,0,4,3,0,12,25,Cottesloe (T)
52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,3,0,8,0,16,0,3,0,31,0,7,8,13,0,3,0,29,0,3,10,12,0,0,3,25,3,0,9,18,0,4,5,45,0,0,8,19,0,7,6,44,5,19,28,78,0,16,23,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,11,11,0,0,0,0,0,0,8,8,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,9,0,0,0,0,0,0,39,40,0,0,0,0,0,0,5,4,Cranbrook (S)
52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,9,10,0,0,0,3,0,0,0,9,0,4,0,14,0,0,0,24,0,0,0,22,0,0,0,22,3,4,3,19,0,0,0,28,0,3,3,20,0,0,0,27,0,0,6,18,0,3,10,44,8,12,19,92,3,4,20,156,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,5,0,0,3,0,0,0,9,9,0,0,0,0,0,0,16,16,0,0,3,0,0,0,52,59,0,0,0,0,0,0,7,8,Cuballing (S)
52800,0,0,0,11,5,0,70,82,0,0,0,15,11,0,49,82,0,0,0,60,24,4,114,206,0,0,8,42,20,8,95,170,0,7,4,28,13,3,48,106,0,8,0,10,5,0,21,46,0,0,5,10,0,0,22,33,3,13,13,184,70,19,424,721,0,0,0,0,0,0,3,3,0,3,3,17,3,0,3,34,3,43,12,62,4,4,9,144,12,33,16,51,3,0,4,126,13,11,15,65,3,4,6,125,13,13,20,80,3,4,25,153,10,6,10,29,0,0,13,75,57,122,74,305,16,15,61,653,0,0,0,0,0,0,12,12,0,0,0,0,0,0,25,25,0,0,0,0,0,0,49,49,0,0,0,3,0,0,27,32,0,0,0,0,0,0,36,36,0,0,0,4,0,0,37,39,0,0,0,3,0,0,25,28,0,0,0,7,0,0,210,218,0,0,0,11,5,0,83,95,Derby-West Kimberley (S)
52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,8,0,3,0,6,0,0,0,9,0,4,3,13,0,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,Cue (S)
52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,12,8,0,5,24,0,0,3,12,0,0,0,17,0,9,6,32,0,3,0,46,0,9,8,23,0,0,0,42,0,8,4,19,0,0,3,37,0,5,6,22,0,3,6,43,0,3,4,21,0,3,7,45,0,22,26,158,7,9,28,254,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,12,0,0,0,0,0,0,9,9,0,0,0,0,0,0,8,8,0,0,0,0,0,0,10,10,0,0,0,0,0,0,16,16,0,0,0,0,0,0,49,53,0,0,0,17,8,0,8,30,Cunderdin (S)
52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,5,0,0,0,3,0,0,0,7,4,0,0,17,0,9,4,45,0,3,6,70,0,15,11,24,0,3,6,64,0,0,5,12,3,4,3,22,0,3,3,27,0,0,0,33,0,0,4,8,0,0,10,24,0,30,27,128,9,12,31,232,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,15,15,0,0,0,0,0,0,12,12,0,0,0,0,0,0,10,10,0,0,0,0,0,0,7,7,0,0,0,3,0,0,10,10,0,0,0,3,0,0,54,56,0,0,0,5,0,0,3,7,Dalwallinu (S)
52590,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,8,0,0,0,6,3,0,3,15,0,3,3,21,0,0,0,29,5,17,4,70,3,5,7,112,3,19,16,64,3,9,7,121,0,5,7,70,0,8,9,105,6,12,18,89,3,9,5,147,4,7,24,83,0,7,33,155,15,64,80,400,13,41,70,684,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,3,0,0,0,0,16,18,0,0,0,0,0,0,16,12,0,0,0,0,0,0,22,22,0,0,0,0,0,0,26,29,0,0,0,0,0,0,34,34,0,3,0,0,0,0,114,121,0,0,0,6,3,0,6,17,Dandaragan (S)
52660,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,6,0,0,3,3,0,0,0,4,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,15,0,0,0,25,0,0,0,40,14,0,22,75,0,6,16,143,17,3,7,186,18,50,44,407,10,9,21,557,17,78,68,329,3,11,18,532,18,63,79,315,3,13,29,518,25,50,67,249,5,12,19,425,15,47,59,235,6,19,124,505,95,293,325,1709,57,71,246,2800,0,0,0,0,0,0,20,20,0,0,0,0,0,0,18,22,0,0,0,3,0,0,40,48,0,0,0,0,0,0,64,66,0,0,0,3,0,0,55,54,0,0,0,0,0,0,57,62,0,0,0,3,0,0,80,84,0,3,0,14,0,0,344,359,0,0,0,38,14,0,44,102,Dardanup (S)
52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,12,4,0,18,34,0,4,0,28,3,0,5,38,10,11,6,61,0,0,5,91,11,39,25,97,3,4,9,187,26,60,32,115,3,17,9,266,31,66,44,119,8,14,20,299,64,89,72,139,3,16,54,431,134,267,180,564,21,59,122,1344,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,17,17,0,0,0,0,0,0,26,26,0,0,0,0,0,0,38,41,0,0,0,0,0,0,44,42,0,0,3,0,0,0,62,62,0,0,3,3,0,0,202,207,0,0,0,12,4,0,26,41,Denmark (S)
53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,10,3,11,0,0,0,28,0,3,3,3,0,0,0,14,0,3,3,5,0,0,0,13,0,4,0,9,0,0,0,14,0,0,3,11,0,0,5,22,0,18,13,45,0,0,9,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,10,0,0,0,0,0,0,7,7,0,0,0,3,0,0,34,34,0,0,0,0,0,0,3,3,Dumbleyung (S)
53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,5,9,0,0,4,22,0,3,3,5,0,0,3,11,0,4,3,14,0,3,3,32,3,4,3,20,0,4,9,40,0,0,3,16,0,0,4,25,3,13,14,70,3,6,24,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,8,8,0,0,0,0,0,0,23,23,0,0,0,0,0,0,14,12,0,0,0,0,0,0,11,8,0,0,0,0,0,0,67,68,0,0,0,0,0,0,3,3,Dundas (S)
53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,3,4,0,5,16,0,37,12,30,3,3,3,90,29,98,30,69,3,4,7,234,66,152,54,68,0,3,17,356,97,200,58,93,7,7,11,478,92,151,53,69,4,3,16,393,67,94,54,70,0,16,59,364,351,730,260,401,22,44,133,1936,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,5,0,0,0,0,0,0,26,26,0,0,0,3,0,0,37,41,0,0,0,4,0,0,35,41,0,0,0,0,0,0,29,26,0,0,0,0,0,0,24,27,0,6,0,3,0,0,169,177,0,0,0,3,4,0,12,23,East Fremantle (T)
53220,0,0,0,7,0,0,17,28,0,0,0,10,8,0,12,26,0,3,3,67,9,0,19,90,0,0,5,29,3,4,16,61,0,0,3,24,0,0,7,31,0,0,3,13,3,3,4,21,0,0,0,0,0,0,6,4,0,4,11,148,15,4,81,266,0,0,0,11,0,0,7,14,0,17,10,100,5,0,8,137,36,158,69,653,24,13,30,981,35,93,76,475,9,14,33,740,18,45,69,364,9,20,32,549,12,23,42,170,0,6,15,269,0,7,9,27,0,0,7,50,102,344,270,1797,48,56,129,2744,0,0,0,0,0,0,15,15,0,0,0,3,0,0,86,88,0,0,0,3,0,0,482,490,0,0,0,5,0,0,355,360,0,0,0,4,0,0,271,277,0,0,3,3,0,0,156,158,0,0,0,0,0,0,21,21,0,4,6,19,0,0,1377,1403,0,0,0,14,0,0,41,57,East Pilbara (S)
