lga_code16,maopd_400_499_h_0,maopd_400_499_h_1_15,maopd_400_499_h_16_24,maopd_400_499_h_25_34,maopd_400_499_h_35_39,maopd_400_499_h_40,maopd_400_499_h_41_48,maopd_400_499_h_49mo,maopd_400_499_h_ns,maopd_400_499_h_tot,maopd_500_649_h_0,maopd_500_649_h_1_15,maopd_500_649_h_16_24,maopd_500_649_h_25_34,maopd_500_649_h_35_39,maopd_500_649_h_40,maopd_500_649_h_41_48,maopd_500_649_h_49mo,maopd_500_649_h_ns,maopd_500_649_h_tot,maopd_650_799_h_0,maopd_650_799_h_1_15,maopd_650_799_h_16_24,maopd_650_799_h_25_34,maopd_650_799_h_35_39,maopd_650_799_h_40,maopd_650_799_h_41_48,maopd_650_799_h_49mo,maopd_650_799_h_ns,maopd_650_799_h_tot,maopd_800_999_h_0,maopd_800_999_h_1_15,maopd_800_999_h_16_24,maopd_800_999_h_25_34,maopd_800_999_h_35_39,maopd_800_999_h_40,maopd_800_999_h_41_48,maopd_800_999_h_49mo,maopd_800_999_h_ns,maopd_800_999_h_tot,maopd_1000_1249_h_0,maopd_1000_1249_h_1_15,maopd_1000_1249_h_16_24,maopd_1000_1249_h_25_34,maopd_1000_1249_h_35_39,maopd_1000_1249_h_40,maopd_1000_1249_h_41_48,maopd_1000_1249_h_49mo,maopd_1000_1249_h_ns,maopd_1000_1249_h_tot,maopd_1250_1499_h_0,maopd_1250_1499_h_1_15,maopd_1250_1499_h_16_24,maopd_1250_1499_h_25_34,maopd_1250_1499_h_35_39,maopd_1250_1499_h_40,maopd_1250_1499_h_41_48,maopd_1250_1499_h_49mo,maopd_1250_1499_h_ns,maopd_1250_1499_h_tot,maopd_1500_1749_h_0,maopd_1500_1749_h_1_15,maopd_1500_1749_h_16_24,maopd_1500_1749_h_25_34,maopd_1500_1749_h_35_39,maopd_1500_1749_h_40,maopd_1500_1749_h_41_48,maopd_1500_1749_h_49mo,maopd_1500_1749_h_ns,maopd_1500_1749_h_tot,maopd_1750_1999_h_0,maopd_1750_1999_h_1_15,maopd_1750_1999_h_16_24,maopd_1750_1999_h_25_34,maopd_1750_1999_h_35_39,maopd_1750_1999_h_40,maopd_1750_1999_h_41_48,maopd_1750_1999_h_49mo,maopd_1750_1999_h_ns,maopd_1750_1999_h_tot,maopd_2000_2999_h_0,maopd_2000_2999_h_1_15,maopd_2000_2999_h_16_24,maopd_2000_2999_h_25_34,maopd_2000_2999_h_35_39,maopd_2000_2999_h_40,maopd_2000_2999_h_41_48,maopd_2000_2999_h_49mo,maopd_2000_2999_h_ns,maopd_2000_2999_h_tot,maopd_3000mo_h_0,maopd_3000mo_h_1_15,maopd_3000mo_h_16_24,maopd_3000mo_h_25_34,maopd_3000mo_h_35_39,maopd_3000mo_h_40,maopd_3000mo_h_41_48,maopd_3000mo_h_49mo,maopd_3000mo_h_ns,maopd_3000mo_h_tot,maopd_pins_h_0,maopd_pins_h_1_15,maopd_pins_h_16_24,maopd_pins_h_25_34,maopd_pins_h_35_39,maopd_pins_h_40,maopd_pins_h_41_48,maopd_pins_h_49mo,maopd_pins_h_ns,maopd_pins_h_tot,maopd_tot_h_0,maopd_tot_h_1_15,maopd_tot_h_16_24,maopd_tot_h_25_34,maopd_tot_h_35_39,maopd_tot_h_40,maopd_tot_h_41_48,maopd_tot_h_49mo,maopd_tot_h_ns,maopd_tot_h_tot,lab_nni_h_0,lab_nni_h_1_15,lab_nni_h_16_24,lab_nni_h_25_34,lab_nni_h_35_39,lab_nni_h_40,lab_nni_h_41_48,lab_nni_h_49mo,lab_nni_h_ns,lab_nni_h_tot,lab_1_149_h_0,lab_1_149_h_1_15,lab_1_149_h_16_24,lab_1_149_h_25_34,lab_1_149_h_35_39,lab_1_149_h_40,lab_1_149_h_41_48,lab_1_149_h_49mo,lab_1_149_h_ns,lab_1_149_h_tot,lab_150_299_h_0,lab_150_299_h_1_15,lab_150_299_h_16_24,lab_150_299_h_25_34,lab_150_299_h_35_39,lab_150_299_h_40,lab_150_299_h_41_48,lab_150_299_h_49mo,lab_150_299_h_ns,lab_150_299_h_tot,lab_300_399_h_0,lab_300_399_h_1_15,lab_300_399_h_16_24,lab_300_399_h_25_34,lab_300_399_h_35_39,lab_300_399_h_40,lab_300_399_h_41_48,lab_300_399_h_49mo,lab_300_399_h_ns,lab_300_399_h_tot,lab_400_499_h_0,lab_400_499_h_1_15,lab_400_499_h_16_24,lab_400_499_h_25_34,lab_400_499_h_35_39,lab_400_499_h_40,lab_400_499_h_41_48,lab_400_499_h_49mo,lab_400_499_h_ns,lab_400_499_h_tot,lab_500_649_h_0,lab_500_649_h_1_15,lab_500_649_h_16_24,lab_500_649_h_25_34,lab_500_649_h_35_39,lab_500_649_h_40,lab_500_649_h_41_48,lab_500_649_h_49mo,lab_500_649_h_ns,lab_500_649_h_tot,lab_650_799_h_0,lab_650_799_h_1_15,lab_650_799_h_16_24,lab_650_799_h_25_34,lab_650_799_h_35_39,lab_650_799_h_40,lab_650_799_h_41_48,lab_650_799_h_49mo,lab_650_799_h_ns,lab_650_799_h_tot,lab_800_999_h_0,lab_800_999_h_1_15,lab_800_999_h_16_24,lab_800_999_h_25_34,lab_800_999_h_35_39,lab_800_999_h_40,lab_800_999_h_41_48,lab_800_999_h_49mo,lab_800_999_h_ns,lab_800_999_h_tot,lga_name16
21180,4,45,120,46,21,25,6,18,10,301,19,56,101,146,189,85,23,39,19,678,31,44,100,190,634,368,110,64,26,1564,38,39,72,127,724,599,242,197,34,2075,39,24,14,71,379,477,282,305,31,1619,16,6,10,22,167,195,148,262,7,833,19,3,7,7,62,107,67,191,8,471,6,7,4,4,8,44,40,101,3,220,0,0,3,3,18,17,16,85,0,141,0,0,0,0,6,9,5,22,0,45,0,3,12,10,41,31,10,10,25,155,194,427,592,696,2281,1980,949,1315,197,8624,3,24,13,3,6,3,0,4,3,61,12,353,39,13,0,3,0,0,10,434,13,317,115,25,5,0,0,3,8,488,14,187,197,65,10,15,4,7,5,508,19,112,227,113,36,26,5,16,18,565,19,100,150,276,240,88,16,20,20,938,26,59,88,209,600,250,55,41,36,1364,19,32,48,98,403,285,87,59,21,1056,Brimbank (C)
21270,0,5,3,3,0,0,0,0,0,17,0,0,6,0,3,0,0,0,0,6,0,0,0,0,6,0,0,4,0,12,0,0,3,4,11,7,9,7,0,42,3,0,0,0,15,8,4,8,0,38,0,0,0,0,0,3,0,3,0,15,4,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,7,12,6,40,23,17,38,3,155,0,3,3,0,0,0,0,0,0,7,0,42,0,0,0,0,0,4,0,48,4,15,3,0,0,0,0,3,0,29,0,7,3,3,0,0,0,0,0,22,3,9,9,11,3,4,3,0,3,45,0,0,8,12,7,3,0,4,0,37,0,0,3,5,10,4,6,10,0,37,0,0,0,0,10,19,6,0,4,44,Buloke (S)
21370,5,8,15,3,0,3,3,8,0,41,4,8,11,11,10,13,0,0,0,62,4,3,11,20,33,23,12,9,0,118,6,0,5,8,49,54,24,27,4,181,6,3,7,12,44,49,43,67,3,225,3,3,0,5,23,16,20,40,0,110,10,0,0,0,14,6,16,38,0,84,5,0,0,3,9,8,14,16,0,57,0,0,0,0,0,3,3,14,0,24,0,0,0,3,0,3,0,3,0,8,0,0,0,5,5,4,6,10,4,34,49,39,66,80,192,182,142,234,19,999,0,9,3,0,0,5,0,6,3,35,5,127,11,7,0,0,0,4,11,166,5,74,21,10,5,3,0,0,0,121,17,75,36,11,14,6,0,9,6,170,3,46,54,39,7,7,0,0,3,165,13,22,46,75,52,25,10,10,4,263,12,23,29,67,95,42,26,17,6,326,13,12,11,48,111,75,42,33,7,355,Campaspe (S)
21450,0,14,17,3,7,12,3,7,3,61,0,15,28,27,16,20,7,4,0,122,5,6,11,26,73,44,20,19,7,217,3,15,4,18,79,87,42,55,9,315,10,8,0,11,34,60,74,101,0,304,5,0,3,11,21,36,36,75,0,182,0,0,0,3,0,11,13,51,3,84,0,0,0,3,3,0,9,25,0,33,0,0,0,0,0,8,3,12,0,29,0,0,0,0,0,3,0,0,0,8,0,3,0,3,8,0,3,3,3,27,35,121,107,105,249,290,223,369,29,1511,5,10,3,0,3,0,3,3,0,26,23,321,14,3,4,0,0,0,3,370,9,154,42,9,7,3,0,0,4,230,3,71,67,19,12,0,3,4,8,186,4,43,80,47,11,21,4,3,8,222,14,54,68,88,65,29,10,9,9,346,11,19,37,76,131,94,36,30,12,445,7,14,39,42,111,98,54,37,3,399,Cardinia (S)
21610,4,29,49,38,15,16,10,10,5,176,4,21,46,82,76,38,27,30,11,343,13,21,33,69,254,154,47,61,24,667,22,21,17,38,255,220,121,112,23,823,18,14,8,24,143,164,96,185,3,664,3,6,8,13,44,65,72,157,3,369,0,0,4,7,7,39,29,101,0,183,0,3,4,7,3,13,15,40,0,80,0,0,0,3,3,10,9,35,0,66,0,0,0,0,0,4,0,10,0,17,0,8,3,0,14,8,3,12,10,70,78,256,260,330,846,755,429,768,93,3813,0,41,9,5,3,4,4,3,0,74,35,683,37,16,3,3,3,0,9,800,17,402,126,34,12,5,0,6,12,609,21,190,195,65,13,17,8,14,10,517,26,135,254,132,57,25,3,14,16,651,24,113,156,245,193,113,31,22,16,903,32,60,70,197,415,189,82,42,20,1100,22,24,42,93,314,214,111,93,15,928,Casey (C)
21670,0,0,3,3,0,0,0,0,0,8,0,0,6,8,3,3,0,7,0,26,3,0,0,6,17,9,0,3,3,37,3,0,0,0,16,18,11,10,0,65,3,0,0,3,14,5,3,17,3,48,0,3,0,0,3,0,0,6,0,10,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,7,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,6,9,26,23,63,46,27,50,8,252,0,0,0,0,0,0,0,0,0,7,3,43,3,0,0,0,0,0,0,49,4,42,7,4,3,0,0,0,0,63,0,35,18,4,6,0,0,0,0,60,10,19,21,8,3,0,0,3,3,62,7,16,17,28,22,9,8,3,3,116,3,9,13,33,41,19,13,4,4,137,3,3,3,12,21,23,11,0,0,74,Central Goldfields (S)
21750,0,3,4,4,0,3,3,3,0,23,0,7,4,7,5,6,0,8,0,37,0,5,5,9,27,15,9,7,0,84,3,3,3,14,45,31,22,20,3,158,3,0,0,4,24,28,16,54,3,132,3,0,0,0,8,13,12,44,0,75,4,0,0,0,0,6,4,19,0,39,0,0,0,0,0,0,3,12,0,18,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,3,0,6,0,12,17,33,25,44,115,112,70,185,13,606,0,5,3,0,0,0,0,0,0,14,7,79,10,3,0,0,0,0,0,101,11,75,14,4,0,0,0,0,3,112,8,68,22,13,3,0,0,3,0,118,3,44,45,31,5,4,0,4,0,144,15,28,44,83,32,8,5,3,3,226,9,17,36,63,87,38,8,13,8,285,9,0,28,49,111,71,33,26,8,346,Colac-Otway (S)
21830,0,0,3,3,0,4,0,0,0,14,0,3,6,6,0,3,0,6,0,30,4,0,0,8,4,10,7,6,0,36,4,0,0,0,13,17,22,17,0,79,3,0,5,9,10,30,30,28,0,115,3,0,0,4,3,12,21,22,0,68,5,0,0,0,3,13,29,17,0,63,3,0,0,0,4,0,10,7,0,27,0,0,0,0,3,0,4,4,0,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,3,18,19,23,21,37,45,97,126,116,8,490,0,3,0,0,0,0,3,0,3,15,7,82,3,0,0,0,0,0,3,100,3,50,14,3,5,0,3,0,3,87,3,45,10,15,0,4,0,6,4,94,5,24,14,18,3,4,0,4,0,73,7,24,26,31,14,16,8,10,0,126,5,9,15,24,16,19,17,20,3,128,7,4,5,12,25,28,26,44,3,151,Corangamite (S)
21890,5,34,61,24,23,11,0,6,0,172,3,10,49,68,82,43,9,16,8,290,12,12,15,49,242,140,44,25,7,544,4,16,11,26,218,193,60,42,10,591,7,10,7,20,139,133,70,63,6,452,7,8,3,3,63,47,51,42,3,218,7,0,5,0,25,58,37,34,3,169,3,0,0,0,15,18,17,28,0,87,0,0,3,3,8,11,13,14,3,54,0,0,0,0,0,0,3,4,0,11,0,3,4,3,13,12,5,9,4,51,67,212,245,220,837,672,316,292,59,2910,3,22,8,0,6,3,0,0,0,42,12,263,18,3,4,0,0,0,8,317,9,194,101,21,6,9,0,3,11,350,0,124,159,43,13,9,0,3,9,351,10,87,156,82,24,8,3,8,11,393,3,69,125,134,93,45,7,14,11,499,13,33,49,120,225,123,31,14,12,628,15,19,21,58,190,122,40,20,11,494,Darebin (C)
22110,0,5,11,6,0,3,0,3,0,38,7,5,20,21,12,9,3,3,3,77,7,9,10,12,40,17,16,8,3,128,9,4,5,10,46,42,38,27,6,186,10,3,6,12,39,39,29,65,0,194,5,3,3,0,12,6,14,39,0,79,3,0,0,3,3,7,13,27,0,57,0,0,0,0,3,5,0,8,0,22,3,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,11,0,4,3,18,46,58,71,68,164,135,111,205,18,877,4,12,8,3,3,0,0,3,0,41,13,134,10,9,0,0,0,4,3,169,10,93,23,9,0,0,0,0,6,145,14,84,57,17,5,11,3,6,8,193,10,60,65,40,14,12,3,4,7,212,15,57,63,91,56,29,4,4,8,335,18,15,32,90,106,38,20,11,8,340,23,17,20,50,88,49,31,21,0,299,East Gippsland (S)
22170,0,20,32,15,4,4,0,0,0,75,3,19,34,47,48,20,3,6,4,191,7,15,18,40,141,79,23,26,5,348,16,9,9,25,174,147,54,42,10,476,4,6,8,14,80,105,44,61,6,333,3,0,0,4,30,33,38,56,0,169,3,0,0,3,8,23,20,55,0,107,0,0,0,0,4,7,4,25,0,45,4,0,0,0,0,13,16,26,0,62,0,0,0,4,0,0,0,13,0,17,0,0,4,0,13,7,0,7,5,44,58,163,152,159,515,448,216,324,42,2068,0,26,0,3,0,3,0,7,3,43,22,438,22,3,4,3,0,0,7,498,9,217,71,23,9,0,0,3,5,346,9,105,106,45,15,5,4,4,8,293,4,77,124,84,22,15,3,3,8,350,14,74,116,172,131,50,11,11,11,588,12,38,61,130,221,125,35,19,11,652,13,17,24,58,151,111,52,38,14,479,Frankston (C)
22250,0,3,6,0,3,3,0,3,0,20,0,3,3,5,3,3,0,3,0,20,0,0,3,3,15,9,3,8,0,41,3,0,0,0,13,14,5,10,3,47,5,0,3,0,16,13,10,7,0,59,0,0,0,0,6,4,0,9,0,20,0,0,0,0,0,3,0,3,0,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,10,20,18,58,58,23,47,6,251,0,3,0,0,0,0,0,0,0,3,3,34,0,0,0,0,0,0,0,44,0,19,3,3,0,0,0,0,0,35,0,21,14,3,5,0,0,3,0,47,0,15,11,5,0,0,0,3,0,39,3,10,14,19,20,19,4,4,0,99,6,8,11,12,21,27,7,6,0,94,6,0,0,6,19,27,10,5,3,82,Gannawarra (S)
22830,9,15,22,9,4,9,0,3,0,68,8,9,26,21,19,20,6,11,0,125,6,11,24,26,105,71,26,21,4,304,19,9,8,29,120,112,60,66,10,434,22,3,5,18,77,97,65,99,0,393,11,4,0,7,33,43,31,66,4,198,10,0,7,3,13,18,17,31,0,103,4,0,0,3,0,4,4,15,0,38,0,0,0,0,4,3,3,15,0,21,0,0,0,0,0,3,0,9,0,11,0,3,3,3,13,12,3,18,7,58,92,107,111,124,395,400,217,354,37,1848,0,11,4,3,0,3,3,5,3,33,11,218,10,5,0,0,0,3,3,252,12,121,43,15,0,3,0,3,5,208,14,84,87,34,17,4,3,3,3,253,8,75,91,65,26,21,3,11,5,313,26,63,48,127,94,68,16,17,19,477,20,30,48,102,215,133,40,19,9,616,19,20,24,43,156,127,61,41,11,502,Greater Shepparton (C)
22910,0,0,0,0,0,3,0,0,0,5,0,0,9,4,0,3,4,0,0,14,3,0,0,3,7,0,4,0,0,26,0,0,0,4,4,10,8,4,0,34,0,0,0,0,9,7,3,13,0,27,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,15,13,18,31,13,33,3,154,0,6,0,3,0,0,0,3,0,9,3,34,0,0,0,3,0,0,0,43,3,48,12,3,0,0,0,3,4,76,0,39,24,9,0,0,0,5,5,85,3,22,28,17,0,6,0,0,0,66,3,12,15,38,0,3,3,6,0,88,5,7,11,23,18,7,4,6,4,78,4,0,5,12,16,15,4,3,0,62,Hepburn (S)
22980,0,0,4,0,0,0,0,0,0,4,0,0,3,5,3,0,0,0,0,17,0,0,0,0,9,3,5,0,0,13,0,0,0,3,4,6,5,0,0,19,0,0,0,0,6,9,0,4,0,22,0,0,0,0,0,3,3,0,0,14,0,0,0,0,3,0,0,3,0,6,0,0,0,3,3,0,3,0,0,7,0,0,0,0,10,11,3,0,0,29,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,5,11,10,16,36,35,19,14,0,147,0,0,0,0,0,0,0,0,0,4,5,17,0,0,0,0,0,0,0,25,0,9,3,0,0,0,0,0,0,14,0,3,3,5,3,0,0,0,0,21,0,7,3,7,0,0,0,0,0,14,0,5,11,10,4,8,0,0,0,47,0,3,6,12,66,8,10,3,3,107,0,3,0,7,35,21,4,4,0,73,Hindmarsh (S)
23110,4,23,39,21,10,12,5,4,0,120,3,15,46,60,85,31,7,15,5,273,19,20,34,79,332,142,43,22,12,707,22,20,19,60,406,295,136,97,22,1067,30,13,14,40,293,263,156,217,20,1038,14,3,8,9,91,154,105,193,3,585,11,3,0,12,63,65,73,153,7,387,8,3,3,8,44,37,35,101,3,240,13,3,5,8,30,46,65,136,4,308,0,0,0,0,11,10,4,10,0,32,3,0,0,5,14,13,8,13,9,65,146,176,224,335,1388,1077,630,973,102,5040,0,11,3,0,0,3,0,3,3,23,13,195,7,0,3,0,0,0,3,229,4,125,44,16,4,3,0,4,14,210,3,74,89,21,5,8,0,0,3,200,0,63,79,34,16,8,3,4,3,211,13,39,73,91,85,26,9,9,9,355,15,22,35,98,247,112,25,16,3,578,14,19,20,56,267,202,73,39,12,698,Hobsons Bay (C)
23190,0,4,9,3,3,0,0,0,0,19,3,7,6,10,9,0,0,0,0,30,3,0,3,7,20,7,12,8,3,55,3,9,0,7,32,20,14,15,3,107,11,0,0,3,24,13,18,20,0,92,3,0,0,0,6,4,8,22,0,42,8,0,0,0,3,7,3,9,0,22,0,0,0,0,0,0,3,5,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,14,31,40,26,27,106,64,51,79,10,431,0,3,0,0,0,0,0,3,0,14,0,105,12,3,0,0,0,0,4,129,5,67,19,3,3,0,0,0,0,94,3,37,20,11,7,3,3,0,0,83,0,34,39,25,3,0,3,3,9,110,5,27,29,32,20,10,3,5,4,142,5,13,9,19,43,30,7,4,3,142,3,4,0,8,45,32,13,9,0,113,Horsham (RC)
23270,12,71,161,99,51,43,8,35,24,496,27,74,187,241,223,131,26,62,26,996,43,61,137,295,770,412,105,102,40,1969,46,48,89,268,958,729,315,243,28,2724,66,39,47,131,673,619,358,453,37,2414,36,24,15,41,292,293,227,372,16,1303,23,6,7,20,138,142,133,284,10,768,5,3,6,6,48,55,64,151,5,346,11,0,4,8,27,27,59,118,7,265,0,7,4,4,6,8,13,33,5,71,4,13,8,16,48,40,11,30,36,212,308,562,841,1205,3266,2539,1334,1896,247,12202,14,25,12,6,7,8,0,7,7,84,21,474,33,13,9,4,0,0,10,560,29,350,138,26,11,9,4,11,14,588,21,222,239,73,16,25,8,4,17,624,18,141,322,129,55,28,10,6,26,740,27,130,249,309,326,116,28,35,29,1253,36,80,127,319,810,322,84,68,37,1894,31,43,63,185,723,508,196,109,27,1884,Hume (C)
23350,3,3,4,0,0,3,0,0,0,13,0,4,3,4,0,4,0,3,0,20,6,0,5,5,9,5,0,9,0,32,0,4,7,7,9,17,3,4,0,50,3,3,0,3,8,15,5,10,3,58,3,0,0,0,3,22,9,9,0,44,3,0,0,0,3,18,4,10,0,39,0,0,0,0,3,0,3,3,0,11,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,27,22,28,42,83,27,45,3,301,3,3,3,0,0,0,0,0,0,9,4,41,6,0,0,0,0,0,0,57,3,34,13,3,0,0,0,0,0,57,4,24,14,7,0,4,0,0,0,43,3,21,21,5,0,0,0,3,0,61,8,11,19,26,9,5,0,3,0,81,9,8,11,15,19,12,3,0,0,85,4,3,7,3,31,31,14,9,0,99,Indigo (S)
23430,7,35,109,61,33,23,11,11,5,282,19,30,85,134,195,75,18,25,18,593,23,57,46,106,650,313,93,52,19,1352,23,28,35,82,640,470,173,126,20,1597,21,31,23,37,316,357,192,172,13,1160,10,3,3,11,117,152,105,134,8,553,4,3,3,8,48,67,55,115,4,308,3,0,4,0,13,32,22,61,6,138,0,0,0,3,17,22,12,33,0,89,0,0,0,0,7,4,4,8,0,18,0,5,8,3,28,17,4,13,12,96,120,382,445,499,2089,1532,701,753,106,6638,8,22,13,11,3,3,3,3,3,64,32,471,47,17,10,0,3,0,5,590,20,314,110,24,7,3,4,4,14,508,11,176,177,40,34,6,3,7,11,460,17,120,214,98,46,23,3,8,10,544,13,124,174,240,267,87,20,24,13,970,27,57,95,222,724,257,75,44,25,1525,17,43,41,95,537,311,126,59,20,1252,Kingston (C) (Vic.)
23670,0,37,61,36,26,11,3,3,0,185,15,33,80,100,143,47,17,14,8,452,32,28,54,113,486,208,51,25,11,1020,27,25,27,90,591,322,157,86,13,1338,24,23,25,38,323,265,180,151,15,1035,24,5,3,16,103,87,83,123,7,443,10,0,0,4,41,40,52,92,0,239,0,0,0,8,23,11,9,50,0,100,3,3,0,0,14,16,18,29,5,81,0,0,0,0,4,3,3,4,0,14,0,3,5,5,27,13,3,6,13,72,156,299,345,444,1796,1033,586,597,68,5324,4,19,0,6,0,0,0,3,5,49,37,513,26,5,0,5,0,3,8,597,10,339,119,14,11,8,0,3,8,516,14,147,168,49,14,15,5,9,12,429,9,125,201,108,32,22,5,5,8,518,30,102,137,204,205,66,20,19,22,811,31,41,69,172,523,201,63,26,17,1141,13,41,28,75,396,236,69,61,15,934,Knox (C)
23810,3,11,14,15,6,0,0,3,3,53,3,7,15,21,19,14,5,8,3,93,10,4,10,22,65,53,14,15,3,203,15,12,16,14,87,86,66,35,3,331,7,3,9,5,54,60,69,89,9,297,12,3,3,7,47,42,55,81,3,247,11,0,4,8,50,23,64,66,0,235,12,4,6,8,54,29,57,54,0,217,40,3,11,4,101,47,118,88,4,413,13,0,0,0,30,7,31,35,0,116,4,3,0,4,16,7,8,3,0,43,129,108,101,112,523,371,478,486,35,2353,8,17,3,3,0,0,0,0,0,41,15,258,11,3,0,4,0,0,9,292,12,166,33,19,3,0,0,7,14,249,10,103,68,20,9,8,0,6,5,242,14,65,101,56,9,3,11,4,6,262,11,57,89,124,59,24,8,12,9,400,9,31,34,86,101,49,17,12,6,357,13,21,16,24,76,59,41,17,3,277,Latrobe (C) (Vic.)
23940,3,6,0,0,0,0,0,0,0,6,0,7,7,3,0,3,0,0,0,21,0,0,0,0,7,9,6,3,0,23,0,0,4,0,4,17,6,6,0,45,0,0,0,3,5,3,11,17,0,41,0,0,0,0,5,4,6,10,0,24,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,12,22,19,9,30,38,30,46,3,205,0,4,0,0,0,0,0,0,0,4,0,26,3,0,0,0,0,0,0,30,0,17,0,3,0,0,0,0,0,22,0,8,5,3,3,0,0,0,0,30,0,9,9,6,3,4,0,0,3,32,4,10,4,17,11,9,3,3,0,63,7,3,4,6,31,23,8,3,0,90,3,4,0,0,19,20,7,13,0,69,Loddon (S)
24130,0,11,7,3,0,0,0,3,0,32,0,3,17,7,7,7,0,8,0,50,3,5,10,6,15,18,8,4,0,68,3,6,3,6,13,32,18,16,3,93,6,3,3,3,10,24,22,25,3,98,0,3,3,4,9,14,11,20,0,67,0,0,0,3,3,6,7,29,0,51,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,3,0,3,0,9,0,0,3,0,3,3,0,0,0,18,16,49,56,41,64,116,69,116,15,538,3,6,3,3,0,0,0,3,0,23,11,174,10,0,3,0,0,3,3,203,9,103,18,7,3,0,0,3,5,141,0,63,34,15,4,3,0,0,0,125,7,27,40,19,5,4,5,3,0,119,15,22,43,55,37,19,9,3,0,197,4,19,32,42,61,36,13,12,3,221,5,6,8,21,49,47,15,21,3,184,Macedon Ranges (S)
24210,0,8,12,8,7,3,0,3,0,44,0,12,7,14,9,7,6,3,0,63,0,4,6,16,23,27,8,6,3,84,4,3,8,10,44,33,22,14,3,138,0,4,8,4,26,72,30,33,3,183,4,0,3,3,9,30,31,23,0,103,0,0,0,3,5,14,11,23,0,58,0,0,0,0,3,0,0,6,0,13,0,3,0,0,0,4,0,5,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,7,4,0,3,20,16,95,65,59,126,197,114,124,17,813,0,10,0,0,0,0,0,0,0,15,5,261,12,0,0,0,0,0,3,293,9,170,63,11,0,0,0,0,4,267,3,103,80,16,3,7,0,3,3,218,9,69,92,40,15,4,3,8,7,241,4,51,75,67,31,11,3,3,3,252,3,15,39,64,70,28,15,9,3,263,6,13,12,28,80,44,12,18,3,221,Manningham (C)
24250,0,0,3,7,0,0,0,3,0,9,0,0,0,0,3,4,0,0,0,9,0,0,0,0,3,4,3,4,0,12,0,0,0,5,3,10,7,7,3,29,0,0,0,0,5,6,7,10,3,29,0,0,0,0,3,0,3,6,0,15,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,14,17,26,20,41,6,146,0,3,0,0,0,0,0,0,0,4,0,37,4,0,0,0,0,0,0,42,4,25,5,0,0,0,0,0,0,37,3,23,6,4,0,0,0,0,0,33,0,11,18,9,0,3,0,0,0,47,7,8,8,14,11,8,3,0,0,63,3,0,5,13,13,11,7,4,0,60,0,3,5,3,14,12,3,3,0,47,Mansfield (S)
24330,3,22,42,36,17,18,0,6,9,151,3,14,34,54,58,23,14,17,4,228,7,8,25,69,200,91,41,21,6,465,19,11,6,39,199,201,73,73,11,634,16,7,9,17,105,183,111,101,11,552,10,3,3,8,58,62,56,86,5,293,3,3,0,0,17,32,23,69,4,158,3,0,3,0,3,12,14,27,3,66,5,0,0,0,10,8,12,23,0,56,0,0,0,0,3,3,5,8,0,17,4,0,0,3,6,8,4,16,8,47,73,161,196,240,693,650,338,453,69,2876,0,9,13,0,0,0,0,3,3,31,10,174,18,8,3,0,0,0,0,216,7,142,65,16,7,6,0,0,8,251,10,96,129,35,7,9,0,3,5,286,3,69,126,71,24,13,4,5,9,324,12,50,88,100,90,45,14,11,11,410,6,25,42,72,207,91,28,11,7,492,12,21,22,53,167,100,37,44,12,460,Maribyrnong (C)
