LGA_MAIN11,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot,LGA_NAME11
22410,9,29,77,0,20,53,188,6,84,37,8,6,3,144,96,59,120,8,17,3,303,234,48,130,9,11,0,432,142,11,80,0,10,3,246,149,3,36,0,3,0,191,69,0,15,0,6,0,90,13,0,0,3,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,4,0,14,14,20,22,0,16,4,76,738,254,524,28,93,66,1703,Glenelg (S)
22490,5,0,36,0,27,27,95,0,3,3,0,0,0,6,5,0,61,3,12,0,81,26,0,40,0,0,0,66,14,0,35,0,4,0,53,59,0,24,0,3,0,86,68,0,16,0,3,0,87,25,0,5,0,0,3,33,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,23,3,6,3,38,205,3,249,6,55,33,551,Golden Plains (S)
22620,8,151,174,16,36,139,524,13,445,52,47,23,3,583,333,390,324,39,91,7,1184,1022,371,599,89,82,8,2171,751,23,425,47,24,8,1278,1615,31,442,15,39,4,2146,1090,8,244,0,28,3,1373,323,3,65,3,6,3,403,39,4,13,0,5,0,61,9,3,3,4,0,0,19,30,9,22,0,5,3,69,85,111,79,21,19,15,330,5318,1549,2442,281,358,193,10141,Greater Bendigo (C)
22670,52,161,228,25,21,107,594,18,536,37,16,13,3,623,127,354,219,52,94,5,851,749,224,395,30,147,25,1570,953,109,298,6,70,3,1439,2517,191,500,13,139,21,3381,3426,37,638,4,169,20,4294,824,14,152,4,31,11,1036,85,0,24,0,4,3,116,27,5,10,0,0,0,42,156,4,43,0,15,3,221,230,125,182,22,59,26,644,9164,1760,2726,172,762,227,14811,Greater Dandenong (C)
22750,35,275,349,61,96,258,1074,28,789,39,56,25,9,946,510,709,496,215,115,19,2064,1456,446,832,175,153,26,3088,1199,203,704,62,61,14,2243,3025,150,900,20,85,26,4206,3180,28,754,31,77,28,4098,1464,9,305,5,27,11,1821,304,3,57,4,10,0,378,57,0,13,0,0,3,73,84,13,56,0,10,4,167,206,163,208,39,77,32,725,11548,2788,4713,668,736,430,20883,Greater Geelong (C)
22830,12,110,118,15,58,97,410,15,246,32,33,35,10,371,271,263,209,41,105,16,905,877,250,322,51,80,14,1594,514,41,220,14,33,10,832,737,10,202,8,34,8,999,461,13,92,5,15,0,586,120,3,40,0,5,4,172,15,3,7,0,3,0,28,3,0,3,0,0,0,6,13,8,12,0,3,3,39,60,76,66,14,40,14,270,3098,1023,1323,181,411,176,6212,Greater Shepparton (C)
22910,0,10,56,9,9,42,126,3,58,9,9,0,0,79,21,25,76,11,16,0,149,75,12,93,0,11,3,194,67,0,67,0,3,0,137,129,0,57,0,3,3,192,87,0,29,0,4,0,120,14,0,6,0,0,0,20,3,0,3,0,0,0,6,3,0,0,0,3,0,6,0,3,3,0,0,0,6,6,4,19,0,6,4,39,408,112,418,29,55,52,1074,Hepburn (S)
22980,4,6,37,0,8,37,92,9,9,11,8,3,6,46,70,9,58,3,15,0,155,58,4,22,3,3,0,90,0,0,8,0,0,0,8,0,0,5,3,0,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,11,0,8,0,19,144,28,155,17,37,43,424,Hindmarsh (S)
23110,15,87,132,7,12,98,351,3,251,13,7,3,3,280,45,202,100,18,14,5,384,239,100,183,25,55,7,609,299,38,166,17,33,6,559,1158,69,307,22,53,3,1612,1985,31,376,3,61,11,2467,1048,4,178,8,13,3,1254,422,3,57,0,3,0,485,127,0,21,0,0,0,148,155,5,31,0,3,3,197,102,80,89,5,19,20,315,5598,870,1653,112,269,159,8661,Hobsons Bay (C)
23190,6,69,85,7,13,50,230,13,81,19,9,5,0,127,155,64,74,7,10,4,314,429,57,92,0,12,7,597,113,6,42,0,0,0,161,208,0,33,4,6,0,251,97,0,24,5,0,0,126,34,4,8,0,0,0,46,6,0,0,0,0,0,6,0,3,0,0,0,0,3,3,3,6,0,0,0,12,25,24,17,6,7,4,83,1089,311,400,38,53,65,1956,Horsham (RC)
23270,27,128,194,4,23,98,474,0,280,10,8,4,0,302,33,355,102,26,17,0,533,163,262,210,24,63,11,733,218,132,241,12,70,3,676,978,224,461,20,84,17,1784,3028,55,789,12,155,37,4076,1112,15,186,4,21,6,1344,86,5,28,3,6,3,131,31,0,8,0,4,0,43,72,3,23,0,6,3,107,127,112,137,17,31,35,459,5875,1571,2389,130,484,213,10662,Hume (C)
23350,3,12,37,4,12,46,114,5,34,4,5,3,3,54,43,19,76,6,8,3,155,111,17,94,10,11,0,243,90,0,54,0,5,0,149,116,0,42,0,3,0,161,66,0,17,0,3,0,86,14,0,3,0,0,0,17,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,12,20,0,6,4,51,457,94,356,25,51,56,1039,Indigo (S)
23430,29,73,219,20,21,159,521,8,350,35,23,7,0,423,71,215,173,55,39,7,560,340,97,248,14,74,8,781,445,38,230,11,52,5,781,1355,51,381,15,39,10,1851,2690,53,540,12,52,14,3361,2174,3,331,0,25,3,2536,754,0,105,0,11,3,873,226,3,35,0,3,0,267,177,4,50,3,5,3,242,148,72,125,12,26,27,410,8417,959,2472,165,354,239,12606,Kingston (C)
23670,12,85,152,17,15,106,387,0,276,24,32,9,5,346,20,210,128,27,16,4,405,112,113,197,24,40,3,489,146,32,175,10,10,3,376,709,115,319,7,18,8,1176,2328,60,511,8,21,18,2946,1819,6,259,0,13,8,2105,260,0,43,3,3,0,309,46,0,19,3,0,0,68,60,3,23,0,3,3,92,138,49,110,19,28,19,363,5650,949,1960,150,176,177,9062,Knox (C)
22310,28,54,299,39,12,185,617,8,132,32,43,4,3,222,58,107,191,64,17,11,448,283,50,264,29,16,3,645,626,14,177,3,18,0,838,1660,25,327,13,17,5,2047,2714,14,576,5,25,16,3350,3182,8,586,0,29,12,3817,1393,0,286,0,8,3,1690,559,0,118,6,4,3,690,614,3,153,0,11,0,781,217,35,169,20,18,25,484,11342,442,3178,222,179,266,15629,Glen Eira (C)
23810,22,161,123,26,25,97,454,106,448,43,7,13,3,620,758,424,319,59,42,13,1615,1277,255,373,85,56,17,2063,442,29,153,6,15,4,649,607,15,123,5,7,4,761,414,18,56,10,6,0,504,123,4,18,0,3,0,148,15,0,0,0,0,0,15,4,0,5,0,0,0,9,22,5,10,0,3,0,40,63,86,53,9,27,19,257,3853,1445,1276,207,197,157,7135,Latrobe (C)
23940,3,16,71,0,41,52,183,3,18,19,3,4,0,47,22,9,83,6,9,0,129,24,0,45,3,7,0,79,0,0,4,0,0,0,4,4,0,9,0,0,0,13,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,3,3,3,18,0,6,4,34,62,49,258,12,67,56,504,Loddon (S)
24130,0,17,71,14,35,73,210,3,43,15,17,4,3,85,25,41,80,9,17,0,172,65,38,111,19,20,0,253,88,20,91,6,5,0,210,242,8,112,3,3,0,368,327,0,109,0,7,0,443,202,0,36,0,5,0,243,58,0,14,0,0,0,72,9,0,0,0,0,0,9,8,0,12,0,0,0,20,12,10,36,0,14,5,77,1039,177,687,68,110,81,2162,Macedon Ranges (S)
24210,8,16,210,10,13,109,366,0,34,13,17,0,3,67,16,48,50,15,5,0,134,50,14,77,4,8,3,156,56,6,77,0,3,3,145,176,9,128,4,10,3,330,1041,5,262,6,15,3,1332,1734,0,239,3,9,6,1991,701,0,114,0,5,3,823,229,0,31,0,3,3,266,161,3,41,0,8,3,216,98,7,112,13,21,5,256,4270,142,1354,72,100,144,6082,Manningham (C)
24250,0,8,35,0,14,38,95,0,13,6,0,0,0,19,26,24,39,0,4,0,93,70,9,34,0,13,0,126,34,3,30,0,3,0,70,66,3,25,0,3,3,100,25,0,15,0,3,0,43,6,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,6,8,5,12,0,29,0,54,239,65,202,0,69,41,616,Mansfield (S)
24330,18,167,128,21,16,82,432,10,498,21,14,10,0,553,90,321,130,36,20,10,607,509,175,223,50,39,5,1001,439,78,175,27,30,9,758,979,114,305,36,61,13,1508,1916,43,434,3,53,8,2457,1692,5,267,3,17,5,1989,431,0,94,3,5,3,536,102,4,21,0,0,3,130,98,11,28,3,6,0,146,96,102,104,16,26,13,357,6380,1518,1930,212,283,151,10474,Maribyrnong (C)
24410,18,67,111,20,7,83,306,0,255,26,15,0,3,299,32,196,95,66,9,3,401,107,113,212,54,12,5,503,193,49,174,15,8,0,439,1073,81,351,14,21,11,1551,2378,32,446,9,28,9,2902,1267,9,203,0,7,0,1486,184,5,37,3,0,0,229,39,3,13,0,0,0,55,61,3,21,3,0,3,91,94,66,75,9,16,24,284,5446,879,1764,208,108,141,8546,Maroondah (C)
24600,86,209,321,36,52,164,868,6,645,9,11,4,3,678,66,418,117,47,6,6,660,171,315,167,76,20,10,759,198,121,142,17,14,7,499,892,166,279,56,41,9,1443,2655,136,610,151,119,10,3681,5450,69,778,90,66,28,6481,4059,26,573,39,43,18,4758,1877,4,297,14,22,7,2221,1898,12,318,3,29,10,2270,331,130,202,25,37,39,764,17689,2251,3813,565,453,311,25082,Melbourne (C)
24650,5,31,102,3,19,68,228,0,72,10,11,10,3,106,23,95,61,18,30,4,231,192,66,207,37,51,3,556,359,38,226,15,20,0,658,1366,19,319,3,21,6,1734,1847,5,308,0,34,15,2209,704,0,102,0,9,3,818,60,3,20,0,3,0,86,21,0,11,0,3,0,35,33,3,16,0,0,3,55,87,19,80,15,15,11,227,4697,351,1462,102,215,116,6943,Melton (S)
24780,9,105,148,52,75,130,519,29,233,29,29,23,0,343,354,297,242,23,95,20,1031,972,114,375,28,64,12,1565,530,16,180,6,31,0,763,646,11,124,4,29,3,817,262,7,52,0,7,0,328,66,0,14,0,3,0,83,7,0,3,0,3,0,13,0,0,0,0,4,0,4,17,3,8,0,3,3,34,47,53,55,9,22,21,207,2939,839,1230,151,359,189,5707,Mildura (RC)
24850,4,39,63,3,17,48,174,6,102,7,4,3,3,125,63,83,92,5,23,3,269,236,76,135,4,59,3,513,111,21,72,0,115,0,319,293,20,84,3,71,5,476,294,3,73,3,28,0,401,119,0,21,0,14,0,154,12,0,4,0,3,0,19,6,0,0,0,3,0,9,3,3,6,0,0,0,12,18,19,36,0,25,3,101,1165,366,593,22,361,65,2572,Mitchell (S)
24900,7,38,122,7,66,98,338,18,94,24,3,16,3,158,127,118,154,15,37,4,455,402,46,185,8,34,4,679,183,0,92,3,17,0,295,191,6,53,3,5,5,263,103,0,36,0,3,3,145,30,0,8,0,0,0,38,0,0,4,0,0,3,7,0,0,0,0,3,0,3,3,0,6,0,0,0,9,18,24,34,0,34,9,119,1082,326,718,39,215,129,2509,Moira (S)
24970,36,96,302,17,17,187,655,23,321,43,24,7,0,418,78,223,243,52,25,6,627,130,135,243,28,18,5,559,143,48,186,11,17,0,405,682,64,325,9,29,5,1114,2928,93,636,13,49,19,3738,3946,13,594,7,28,19,4607,1362,5,244,0,16,10,1637,369,3,81,0,8,0,461,252,11,113,5,9,0,390,216,78,194,13,27,48,576,10165,1090,3204,179,250,299,15187,Monash (C)
25060,20,246,176,11,15,141,609,9,594,13,12,7,0,635,56,421,119,67,13,13,689,285,275,198,18,11,3,790,413,118,142,6,11,3,693,978,122,292,8,19,7,1426,2360,46,505,13,27,5,2956,2175,15,333,4,16,4,2547,649,3,104,4,4,0,764,217,0,37,0,0,3,257,156,16,51,0,0,3,226,138,133,111,12,10,19,423,7456,1989,2081,155,133,201,12015,Moonee Valley (C)
25150,9,17,52,3,21,49,151,0,67,11,3,4,3,88,37,77,66,5,11,4,200,143,33,95,10,18,0,299,96,16,74,3,16,0,205,226,11,65,0,4,0,306,254,7,34,0,11,4,310,58,0,7,0,5,0,70,4,0,3,0,0,0,7,0,0,0,0,0,0,0,4,4,4,0,3,0,15,19,18,34,5,6,7,89,850,250,445,29,99,67,1740,Moorabool (S)
25250,41,167,282,21,24,312,847,11,492,26,24,9,3,565,89,271,176,54,26,10,626,460,171,339,19,37,6,1032,730,62,272,4,23,7,1098,1776,103,508,13,38,11,2449,3879,49,863,4,84,16,4895,3671,9,589,7,37,14,4327,1198,4,233,3,13,3,1454,346,0,78,0,7,3,434,278,7,79,0,7,3,374,245,122,181,23,30,47,648,12724,1457,3626,172,335,435,18749,Moreland (C)
25340,20,100,279,3,47,237,686,12,321,40,6,16,3,398,83,212,218,23,72,4,612,463,129,369,13,79,6,1059,558,82,342,11,94,4,1091,1594,74,426,7,75,16,2192,2162,16,444,0,47,13,2682,1169,6,207,5,8,8,1403,288,3,47,0,6,3,347,98,3,16,0,3,0,120,125,3,38,0,7,3,176,153,74,146,6,30,18,427,6725,1023,2572,74,484,315,11193,Mornington Peninsula (S)
25430,3,17,57,3,11,41,132,0,78,4,4,3,0,89,21,32,91,3,11,0,158,119,20,103,14,5,5,266,99,0,63,0,0,0,162,183,3,69,0,0,0,255,96,0,42,0,3,0,141,18,0,11,0,5,0,34,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,8,19,0,5,5,44,549,158,466,24,43,51,1291,Mount Alexander (S)
25490,0,12,106,4,82,120,324,0,25,19,5,3,3,55,22,10,96,11,17,0,156,79,10,97,0,23,0,209,41,3,68,0,10,0,122,89,0,39,0,3,0,131,52,0,21,0,0,0,73,32,0,6,0,0,3,41,3,0,0,0,0,0,3,4,0,0,0,0,0,4,4,0,5,0,0,0,9,0,4,24,0,27,3,58,326,64,481,20,165,129,1185,Moyne (S)
25620,0,21,47,3,31,37,139,0,32,5,4,6,0,47,26,9,52,3,20,0,110,81,10,82,3,14,0,190,52,0,41,0,6,0,99,79,0,32,0,5,0,116,27,4,20,0,0,0,51,16,0,6,0,3,0,25,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,9,26,0,14,0,57,292,85,311,13,102,37,840,Murrindindi (S)
25710,0,13,73,5,5,55,151,6,38,7,14,0,0,65,10,27,49,25,7,4,122,15,9,62,6,3,0,95,24,6,39,0,0,0,69,80,3,63,0,8,0,154,294,4,109,3,10,5,425,385,0,54,0,4,5,448,145,0,23,0,0,0,168,35,0,10,0,0,0,45,40,0,12,0,0,0,52,24,12,26,5,16,3,86,1058,112,527,58,53,72,1880,Nillumbik (S)
25810,4,7,34,4,21,37,107,18,35,18,9,0,0,80,136,51,107,22,28,9,353,174,27,77,3,12,0,293,55,3,18,0,5,0,81,15,3,11,0,4,0,33,11,3,3,0,0,0,17,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,13,6,16,9,0,9,3,43,422,150,289,38,79,49,1027,Northern Grampians (S)
25900,16,198,216,17,21,162,630,19,825,25,35,5,3,912,76,389,120,56,4,5,650,336,241,234,57,8,11,887,456,48,175,13,4,9,705,1608,60,361,9,17,10,2065,3297,51,581,11,22,18,3980,4727,17,736,4,27,11,5522,2558,7,451,0,7,5,3028,1309,4,227,0,7,4,1551,1689,11,290,0,11,6,2007,254,119,120,12,24,37,566,16345,1970,3536,214,157,281,22503,Port Phillip (C)
25990,0,4,34,0,19,30,87,0,10,16,0,0,0,26,17,0,84,0,18,0,119,21,0,63,0,4,0,88,9,0,14,0,0,0,23,4,0,10,0,0,0,14,0,3,5,0,0,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,15,0,4,5,27,54,17,247,0,45,35,398,Pyrenees (S)
26080,0,5,10,0,8,9,32,0,4,0,10,0,0,14,3,3,15,0,0,0,21,13,0,8,0,0,0,21,21,0,12,0,5,0,38,29,0,5,0,11,3,48,38,0,20,0,8,0,66,10,0,5,0,3,0,18,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,3,3,12,124,12,78,10,38,18,280,Queenscliffe (B)
26170,3,18,120,13,52,114,320,7,54,22,20,4,0,107,56,19,126,4,14,5,224,196,43,135,7,22,4,407,186,12,79,3,14,4,298,221,0,69,0,5,0,295,89,4,37,0,6,0,136,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,16,14,5,54,7,26,3,109,798,158,652,54,143,130,1935,South Gippsland (S)
26260,5,31,72,8,64,69,249,16,58,38,16,0,0,128,89,57,126,18,23,4,317,114,21,139,7,18,0,299,85,11,54,0,7,3,160,94,4,41,0,8,0,147,43,0,21,0,4,0,68,11,3,8,0,0,0,22,0,0,3,0,3,3,9,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,7,15,7,18,3,63,470,195,517,56,145,82,1465,Southern Grampians (S)
26350,29,85,246,18,14,145,537,12,413,21,52,8,3,509,42,214,96,75,13,13,453,188,132,185,9,15,8,537,275,19,122,3,8,4,431,1354,65,280,19,23,9,1750,2774,60,481,6,24,16,3361,3641,11,572,5,12,14,4255,1728,3,313,3,11,3,2061,942,0,162,0,7,7,1118,1217,7,250,7,16,3,1500,199,66,137,21,23,31,477,12401,1075,2865,218,174,256,16989,Stonnington (C)
26430,0,8,34,7,27,51,127,4,17,7,0,0,0,28,45,14,57,4,17,4,141,102,15,60,0,5,6,188,65,3,24,0,6,0,98,52,0,10,3,3,0,68,20,0,5,0,0,0,25,5,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,10,3,18,0,15,0,46,306,60,225,14,73,61,739,Strathbogie (S)
26490,7,6,82,7,15,64,181,4,18,4,0,3,0,29,14,11,56,7,6,0,94,51,12,92,8,8,0,171,57,3,94,3,5,3,165,158,3,99,0,3,3,266,288,0,103,0,7,0,398,355,0,81,0,7,0,443,132,0,22,0,0,0,154,24,0,7,0,0,0,31,8,3,8,0,3,0,22,14,3,25,3,6,0,51,1112,59,673,28,63,70,2005,Surf Coast (S)
26610,6,45,93,14,76,73,307,14,108,24,3,27,3,179,144,120,84,22,43,7,420,295,69,136,24,53,3,580,168,17,83,0,18,4,290,158,4,50,0,9,3,224,55,3,30,3,7,0,98,15,0,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,13,21,21,26,8,24,6,106,876,390,535,74,264,99,2238,Swan Hill (RC)
26670,0,3,50,3,16,36,108,4,7,13,0,4,0,28,33,7,62,0,13,0,115,40,0,52,0,8,0,100,13,3,19,0,0,0,35,21,0,12,0,0,0,33,11,0,0,0,3,0,14,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,8,11,0,6,0,28,131,28,222,3,50,36,470,Towong (S)
26700,6,43,75,12,18,65,219,4,114,21,22,9,3,173,105,92,121,25,30,0,373,360,108,176,4,16,5,669,164,23,94,3,15,0,299,214,7,82,3,4,8,318,111,3,37,0,0,3,154,26,3,3,0,0,0,32,3,0,3,0,0,0,6,0,3,0,0,0,0,3,3,3,6,0,3,0,15,24,30,36,12,15,5,122,1020,429,654,81,110,89,2383,Wangaratta (RC)
26730,4,73,51,4,7,36,175,16,171,11,0,0,3,201,99,169,67,17,9,3,364,308,158,142,21,23,5,657,205,40,121,4,12,3,385,491,15,159,4,8,3,680,498,4,137,7,16,10,672,267,3,49,0,3,3,325,36,0,15,0,0,0,51,8,3,3,0,3,0,17,10,3,13,0,0,0,26,24,41,23,7,13,8,116,1966,680,791,64,94,74,3669,Warrnambool (C)
26810,8,41,131,13,75,128,396,12,135,33,3,11,3,197,246,134,196,22,48,8,654,554,95,209,28,39,4,929,243,17,85,7,49,0,401,315,8,71,3,52,3,452,246,3,33,0,9,0,291,74,0,5,0,3,0,82,9,0,6,0,3,0,18,0,0,3,0,4,0,7,11,4,6,0,3,0,24,26,31,34,4,40,3,138,1744,468,812,80,336,149,3589,Wellington (S)
26890,3,12,49,6,34,51,155,3,0,12,0,4,0,19,17,3,42,4,13,0,79,13,0,15,0,3,0,31,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,11,4,8,4,30,36,18,132,14,69,55,324,West Wimmera (S)
26980,32,123,315,50,34,196,750,12,377,30,22,10,5,456,53,202,256,105,42,15,673,151,122,272,49,34,6,634,215,39,187,13,17,0,471,844,68,347,26,23,8,1316,2613,78,612,26,32,14,3375,2973,17,515,7,32,7,3551,830,0,176,4,20,4,1034,205,3,50,7,6,0,271,204,9,76,4,7,0,300,157,80,196,34,25,45,537,8289,1118,3032,347,282,300,13368,Whitehorse (C)
27070,26,58,207,3,11,124,429,4,99,8,0,0,0,111,29,147,89,14,10,8,297,118,106,182,26,23,3,458,187,41,158,11,44,0,441,927,97,355,27,77,7,1490,3133,65,543,3,83,21,3848,1788,9,175,0,25,7,2004,147,4,41,3,5,3,203,31,3,14,0,0,0,48,103,3,22,4,5,3,140,182,46,117,9,43,23,420,6675,678,1911,100,326,199,9889,Whittlesea (C)
27170,5,103,34,4,6,35,187,3,262,5,10,8,3,291,155,243,87,13,13,3,514,454,241,132,13,44,10,894,362,29,124,0,129,4,648,713,23,152,0,66,3,957,555,13,84,0,22,3,677,182,3,26,0,0,3,214,28,0,4,3,0,0,35,10,0,0,0,0,0,10,10,3,10,0,3,0,26,38,76,23,11,17,12,177,2515,996,681,54,308,76,4630,Wodonga (RC)
27260,27,58,150,11,9,82,337,3,123,17,3,6,0,152,53,140,116,16,22,5,352,312,91,294,36,51,6,790,483,44,290,33,82,11,943,2483,96,512,18,86,12,3207,4537,13,539,3,47,15,5154,1322,3,180,0,19,3,1527,180,3,33,0,3,0,219,61,0,13,0,0,0,74,112,3,32,0,5,0,152,165,49,112,12,30,28,396,9738,623,2288,132,360,162,13303,Wyndham (C)
27350,9,315,155,21,17,119,636,7,919,11,30,15,3,985,33,789,94,72,29,9,1026,138,500,131,42,3,9,823,182,151,117,21,0,3,474,718,278,260,18,13,6,1293,1234,125,449,12,15,3,1838,2458,39,550,0,15,3,3065,2290,9,518,0,10,8,2835,1164,0,232,0,6,3,1405,950,13,214,6,0,3,1186,169,204,94,22,15,24,528,9352,3342,2825,244,138,193,16094,Yarra (C)
27450,14,56,199,38,54,174,535,11,149,30,42,7,3,242,49,81,198,35,25,9,397,268,49,319,16,46,3,701,283,24,280,18,25,4,634,759,40,358,12,29,7,1205,1581,23,425,3,39,13,2084,871,9,169,0,15,0,1064,125,3,37,0,0,0,165,33,0,13,0,0,0,46,34,4,10,0,5,0,53,90,30,120,17,25,13,295,4118,468,2158,181,270,226,7421,Yarra Ranges (S)
27630,3,26,58,0,25,39,151,7,0,26,5,3,0,41,77,12,52,11,14,0,166,56,0,21,0,4,0,81,3,0,0,0,0,0,3,3,0,4,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,19,0,8,6,33,152,38,180,20,54,45,489,Yarriambiack (S)
29399,0,0,0,0,5,3,8,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,3,0,15,0,0,0,0,7,0,7,8,4,10,0,18,3,43,Unincorporated Vic
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30250,0,18,0,24,28,0,70,0,17,0,43,4,0,64,0,18,0,26,5,3,52,0,5,0,10,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,13,0,63,0,107,46,3,219,Aurukun (S)
