lga_code_2016,p55_64_c_own_chld_childr,p55_64_c_oth_ch_chiln,p55_64_ca_ow_ch_ch_oth_ch_ch,p55_64_yr_c_for_t,p55_64_d_not_prov_ch_care,p55_64_u_ch_care_ns,p55_64_os_v,p55_64_yr_t,p65_74_c_own_chld_childr,p65_74_c_oth_ch_chiln,p65_74_ca_ow_ch_ch_oth_ch_ch,p65_74_yr_c_for_t,p65_74_d_not_prov_ch_care,p65_74_u_ch_care_ns,p65_74_os_v,p65_74_yr_t,p75_84_c_own_chld_childr,p75_84_c_oth_ch_chiln,p75_84_ca_ow_ch_ch_oth_ch_ch,p75_84_yr_c_for_t,p75_84_d_not_prov_ch_care,p75_84_u_ch_care_ns,p75_84_os_v,p75_84_yr_t,p85ovr_c_own_chld_childr,p85ovr_c_oth_ch_chiln,p85ov_ca_ow_ch_ch_oth_ch_ch,p85ovr_c_for_t,p85ovr_d_not_prov_ch_care,p85ovr_u_ch_care_ns,p85ovr_os_v,p85ovr_t,pt_c_own_chld_childrn,pt_c_oth_ch_chiln,pt_ca_ow_ch_ch_oth_ch_ch,pt_c_for_t,pt_d_not_prov_ch_care,pt_u_ch_care_ns,pt_os_v,pt_t,lga_name16
33960,688,3352,50,4087,13346,1377,179,18992,140,1847,13,2002,9022,1159,143,12321,24,279,3,304,5039,793,40,6176,5,10,0,17,1890,334,4,2242,34933,11710,1616,48253,86336,11441,836,146870,Ipswich (C)
33980,90,275,6,367,2072,952,26,3415,9,71,0,76,1017,210,18,1325,0,8,0,9,282,59,4,349,3,0,0,3,78,12,0,98,5665,1093,198,6958,10734,6815,172,24683,Isaac (R)
34420,3,20,0,26,70,3,0,102,0,3,0,5,32,0,0,31,0,0,0,0,5,0,0,5,0,0,0,0,7,0,0,7,144,143,3,287,396,39,0,720,Kowanyama (S)
34530,157,794,13,964,3923,450,28,5365,23,432,9,459,3447,450,40,4393,10,90,0,96,1658,313,12,2076,0,4,0,6,519,199,0,726,5396,2254,260,7913,18322,3176,217,29638,Livingstone (S)
34570,4,10,0,12,46,3,0,68,0,3,0,3,40,4,3,46,0,3,0,3,7,0,0,8,0,0,0,0,0,0,0,0,122,71,5,198,269,73,5,544,Lockhart River (S)
30900,3,3,0,5,68,20,0,99,0,0,0,0,61,10,0,76,0,0,0,0,9,0,0,14,0,0,0,0,0,0,0,0,40,18,0,57,328,79,6,470,Boulia (S)
31000,5542,15403,252,21190,85168,7038,3392,116782,1072,16540,109,17723,55231,6042,1877,80873,213,3335,19,3564,34020,4947,485,43022,60,224,4,288,16766,4057,91,21191,184986,59497,6618,251104,609543,66196,21443,948289,Brisbane (C)
34580,138,660,3,805,3390,475,10,4683,31,399,0,430,2970,439,17,3850,5,57,0,64,1372,291,5,1731,3,8,0,11,463,115,3,589,5575,2127,254,7961,19276,3392,432,31062,Lockyer Valley (R)
34590,1215,5368,78,6663,23428,2174,343,32605,220,3486,21,3722,17386,1938,202,23256,38,456,5,499,7817,1185,80,9582,4,34,0,37,2857,436,13,3345,52267,18529,2276,73073,141284,17349,1654,233354,Logan (C)
31750,3,11,0,13,85,15,0,109,0,3,0,3,39,10,0,55,0,0,0,0,14,7,0,22,0,0,0,0,4,0,0,4,71,21,5,97,319,54,3,469,Bulloo (S)
31820,307,1511,19,1835,10584,1082,49,13557,72,1002,3,1073,10919,1417,74,13476,21,174,0,191,5795,1074,45,7110,8,10,0,23,1898,478,3,2396,12805,4848,546,18194,52312,7232,1162,78898,Bundaberg (R)
31900,71,416,0,489,1893,195,12,2590,17,232,0,250,1660,282,9,2205,3,37,0,36,970,197,0,1205,0,4,0,4,350,106,0,462,2458,1074,57,3593,9373,1356,389,14715,Burdekin (S)
31950,0,10,0,10,148,26,0,187,0,0,0,0,129,30,5,168,0,0,0,0,24,11,0,32,0,0,0,0,0,0,0,0,46,27,0,73,463,126,13,677,Burke (S)
32080,838,2474,35,3345,15162,2468,1084,22059,157,1892,11,2060,11386,2273,714,16428,25,317,3,344,5067,1285,281,6968,11,30,0,43,1736,466,37,2278,25762,8530,1247,35542,82039,16443,9189,143215,Cairns (R)
32250,10,23,0,33,427,70,3,531,0,29,0,27,643,98,3,767,0,4,0,4,171,55,0,226,0,0,0,0,11,5,0,17,245,118,6,365,1937,393,22,2723,Carpentaria (S)
32260,139,525,7,663,3789,488,82,5017,28,345,0,373,3371,562,62,4372,12,84,0,95,1616,281,18,2009,0,6,0,9,570,100,0,682,3934,1570,121,5635,17062,2968,1019,26674,Cassowary Coast (R)
32270,101,430,8,541,2658,689,18,3901,13,176,0,190,1778,307,21,2296,7,28,0,38,558,155,9,757,0,3,0,4,110,32,3,142,5813,1488,222,7528,13235,4610,476,25853,Central Highlands (R) (Qld)
32310,50,192,0,242,1322,186,7,1765,12,108,0,127,1383,258,17,1776,3,14,0,17,630,153,8,804,0,0,0,0,177,38,0,216,1722,628,66,2423,6506,1261,63,10249,Charters Towers (R)
64610,73,255,4,336,1456,154,4,1944,11,146,0,160,1238,170,5,1576,5,29,0,29,632,124,0,784,0,3,0,4,190,42,0,241,1872,719,65,2658,6697,973,19,10354,Northern Midlands (M)
32330,3,9,0,13,72,0,0,82,0,3,0,3,32,0,0,39,0,0,0,0,6,0,0,6,0,0,0,0,5,0,0,5,143,61,3,209,552,49,0,808,Cherbourg (S)
32450,11,48,0,58,478,123,3,663,3,22,0,23,361,134,3,529,0,0,0,0,89,28,0,116,0,0,0,0,14,8,0,25,613,174,18,804,2339,719,37,3900,Cloncurry (S)
32500,19,84,0,108,839,263,29,1244,3,62,0,65,656,206,17,948,3,6,0,10,155,51,13,220,0,0,0,0,26,11,0,44,659,311,40,1007,3216,1129,379,5731,Cook (S)
32600,3,4,0,7,41,17,0,64,0,0,0,0,41,7,0,50,0,0,0,0,9,0,0,11,0,0,0,0,3,0,0,4,27,14,0,45,182,94,4,324,Croydon (S)
64810,67,311,3,386,1523,136,0,2041,18,218,4,236,1142,132,0,1508,0,33,0,33,543,96,0,675,0,0,0,3,216,36,0,248,2294,915,104,3318,7144,822,15,11295,Sorell (M)
37300,14,39,0,51,330,67,7,452,3,18,0,29,98,25,0,150,0,3,0,3,22,3,3,30,0,0,0,0,0,4,0,7,833,175,42,1051,1853,439,13,3354,Weipa (T)
37310,135,502,3,644,2980,633,24,4279,24,291,3,323,2363,509,11,3201,4,43,0,49,1248,308,4,1608,4,3,0,7,474,125,0,608,5754,1686,197,7633,16249,4296,142,28323,Western Downs (R)
37340,143,589,7,743,4209,776,273,5995,35,350,0,386,3724,677,118,4906,5,55,0,65,1379,280,48,1773,0,3,0,3,362,128,10,502,5257,1768,228,7252,20564,5269,3050,36142,Whitsunday (R)
40070,87,288,3,375,1955,530,259,3120,20,366,0,396,1484,420,137,2431,4,73,0,80,729,204,29,1040,6,6,0,12,414,138,0,563,2212,1219,84,3512,18188,4388,2228,28321,Adelaide (C)
40120,256,923,13,1190,4278,266,19,5744,40,1051,3,1095,2895,205,15,4209,5,145,0,150,1357,148,3,1664,6,10,0,15,597,65,0,673,6592,2959,350,9911,19174,1526,163,30764,Adelaide Hills (DC)
40220,120,640,8,768,2939,247,10,3964,35,613,0,649,3091,273,9,4025,6,67,0,78,1764,282,5,2124,3,8,0,7,656,149,0,812,3423,1913,159,5502,13832,1681,74,21087,Alexandrina (DC)
72200,47,110,0,151,989,450,44,1633,12,74,0,88,724,302,22,1140,3,10,0,10,210,105,3,329,0,0,0,0,36,25,0,61,1420,448,49,1913,5010,2454,330,9705,Katherine (T)
72300,147,358,4,509,2646,633,15,3798,25,235,0,255,1610,336,16,2219,6,22,0,32,385,86,4,503,0,4,0,4,71,16,3,95,3808,1157,124,5092,13065,4748,1125,24027,Litchfield (M)
32750,0,9,0,9,76,7,0,91,0,10,0,10,61,13,0,85,0,0,0,0,18,5,0,23,0,0,0,0,0,0,0,0,40,32,0,66,288,61,12,427,Diamantina (S)
41140,42,210,0,252,1117,107,3,1485,6,169,0,177,875,104,6,1156,0,30,0,32,439,61,0,529,3,0,0,3,234,32,0,271,1296,622,52,1971,4768,564,29,7328,Clare and Gilbert Valleys (DC)
40910,239,872,14,1128,4143,173,142,5581,51,1068,9,1125,3437,210,71,4835,23,338,0,355,3085,308,18,3772,9,13,0,19,1479,138,7,1646,7950,3188,228,11361,28178,1746,482,41776,Campbelltown (C) (SA)
41010,8,84,0,94,402,106,0,609,0,34,0,39,340,62,3,438,0,10,0,10,98,33,0,137,0,0,0,0,38,27,0,64,527,236,29,793,1801,624,17,3229,Ceduna (DC)
41060,509,2052,29,2593,10354,678,160,13779,95,2095,6,2198,7412,677,79,10363,38,520,0,568,5631,657,15,6869,13,27,0,39,3118,432,3,3589,16122,6893,544,23550,63840,5475,674,93539,Charles Sturt (C)
32770,5,28,0,32,58,6,0,92,0,3,0,3,20,4,0,31,0,0,0,4,3,4,0,10,0,0,0,0,0,0,0,0,287,112,3,401,486,45,5,924,Doomadgee (S)
32810,85,310,0,392,2150,549,371,3464,17,342,0,357,1896,529,265,3041,3,51,0,58,804,262,99,1219,0,3,0,6,129,87,14,235,2046,1017,76,3136,9267,2812,2194,17406,Douglas (S)
33100,6,20,0,20,182,29,5,238,0,15,0,15,269,51,8,342,0,3,0,3,52,15,0,67,0,0,0,0,5,0,0,5,126,52,3,174,739,176,33,1118,Etheridge (S)
33200,5,18,0,22,227,22,0,269,0,11,0,12,251,29,3,300,0,3,0,3,71,11,0,88,0,0,0,0,26,3,0,30,227,71,0,299,999,138,10,1444,Flinders (S) (Qld)
33220,375,1667,27,2067,12567,1484,167,16282,89,1089,3,1181,14379,1932,125,17610,24,160,0,186,7125,1300,41,8654,11,5,0,19,2108,513,9,2641,13335,4971,600,18910,59126,9377,1238,88648,Fraser Coast (R)
33360,219,1017,15,1246,5777,659,61,7746,40,468,3,510,3884,494,49,4937,9,73,0,78,1557,271,19,1928,9,0,0,8,454,76,3,546,11358,3270,524,15153,29506,4439,500,49590,Gladstone (R)
33430,2619,9131,122,11878,48424,5855,2022,68185,601,7915,50,8561,42512,5995,2015,59083,126,1294,15,1431,23791,4719,819,30755,34,75,4,111,9252,3043,166,12578,92912,31018,3493,127422,295843,45550,14541,483355,Gold Coast (C)
33610,37,194,0,233,1085,167,4,1496,6,107,0,112,885,193,10,1199,0,17,0,20,497,122,3,640,0,0,0,0,169,44,3,214,1729,543,45,2318,5173,1070,59,8623,Goondiwindi (R)
37400,8,25,0,36,254,51,5,339,0,13,0,17,299,78,3,389,0,3,0,3,88,16,0,107,0,0,0,0,23,12,0,28,161,81,8,249,992,200,21,1466,Winton (S)
41330,8,23,0,31,284,58,12,388,0,21,0,19,295,74,3,387,0,0,0,0,97,30,0,131,0,0,0,0,8,5,0,13,200,73,6,277,1203,342,50,1869,Coober Pedy (DC)
41560,51,267,3,318,1677,173,0,2174,9,186,0,196,1741,211,3,2147,5,25,0,31,973,190,0,1198,5,0,0,3,326,118,0,447,1734,792,71,2597,7958,1116,24,11694,Copper Coast (DC)
41750,7,25,0,31,183,13,0,227,4,15,0,20,103,13,0,132,3,0,0,5,45,9,0,57,0,0,0,0,18,0,0,14,173,69,7,243,606,70,0,919,Elliston (DC)
37550,4,12,0,16,49,4,0,71,0,3,0,4,28,0,0,31,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,97,56,0,157,426,52,0,634,Woorabinda (S)
43080,8,29,0,37,107,14,0,157,3,14,0,17,100,13,0,131,0,3,0,5,59,12,0,73,0,0,0,0,37,10,0,49,154,76,11,233,543,80,0,863,Karoonda East Murray (DC)
37570,0,11,0,11,23,0,0,36,0,5,0,5,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,45,10,85,124,10,0,218,Wujal Wujal (S)
37600,20,33,3,55,121,0,0,177,3,11,0,15,52,5,3,78,0,3,0,3,23,0,0,27,0,0,0,0,6,0,0,7,336,277,38,647,984,58,3,1701,Yarrabah (S)
40250,5,29,5,42,122,35,4,207,0,12,3,15,53,13,0,84,0,5,3,3,28,0,0,36,0,0,3,7,5,5,0,18,332,280,105,718,818,266,7,1809,Anangu Pitjantjatjara (AC)
40310,95,604,5,705,2434,221,5,3367,11,445,0,460,1926,182,4,2576,0,73,0,70,1126,150,0,1349,6,5,0,11,524,93,0,634,3727,1644,192,5560,11965,1241,105,18868,Barossa (DC)
40430,6,57,0,65,328,26,0,426,3,32,0,31,393,45,0,471,0,4,0,4,187,35,0,227,0,0,0,0,78,27,0,102,278,157,18,454,1459,205,3,2120,Barunga West (DC)
40520,51,187,0,240,1192,137,7,1587,20,124,0,137,958,134,3,1234,3,18,0,18,605,103,5,733,0,3,0,4,286,52,0,343,1472,591,55,2114,5755,833,104,8809,Berri and Barmera (DC)
45090,43,170,0,215,790,53,3,1061,9,97,0,111,620,54,3,788,0,10,0,16,366,59,0,438,4,0,0,4,159,61,0,224,1287,456,77,1823,4212,439,66,6544,Naracoorte and Lucindale (DC)
45120,26,103,0,134,532,61,0,725,3,72,0,77,487,62,3,628,0,12,0,12,243,34,0,289,0,0,0,0,132,18,0,145,639,283,27,953,2442,314,16,3723,Northern Areas (DC)
40700,372,751,11,1129,4185,236,95,5656,70,1311,12,1389,3235,253,76,4954,24,334,0,354,2218,247,23,2842,4,19,4,26,1379,206,4,1617,7329,3114,263,10702,23403,1749,515,36366,Burnside (C)
41190,7,58,0,68,277,39,0,385,0,29,0,31,187,41,0,252,0,4,0,3,86,16,0,109,0,0,0,0,52,10,0,61,361,142,12,512,1087,209,4,1808,Cleve (DC)
45290,225,478,10,710,3182,186,86,4161,36,801,0,836,2240,168,46,3293,6,194,3,204,1822,193,12,2230,0,12,0,16,1134,124,3,1277,5133,2137,156,7427,20794,1582,378,30179,Norwood Payneham St Peters (C)
45340,650,4040,44,4732,15023,1028,81,20870,140,3425,22,3586,11813,1074,75,16543,28,449,3,479,6355,907,17,7757,14,26,0,45,2766,575,3,3391,27394,12385,1409,41185,83201,7771,593,132753,Onkaparinga (C)
41830,7,30,0,40,237,41,0,317,0,15,0,20,229,20,0,265,0,3,0,3,87,26,0,114,0,0,0,0,32,9,0,44,199,78,6,281,967,161,8,1419,Flinders Ranges (DC)
41960,0,34,0,29,178,43,0,257,0,22,0,22,188,48,0,252,0,4,0,3,53,7,3,67,0,0,0,0,33,18,0,49,187,89,9,278,756,206,3,1250,Franklin Harbour (DC)
42030,83,498,4,593,2182,187,10,2974,16,358,0,375,1661,194,6,2238,8,55,0,66,1292,172,3,1533,0,0,0,4,570,105,3,676,3506,1568,138,5218,12095,1313,52,18679,Gawler (T)
42110,22,87,0,113,576,55,0,741,7,46,0,52,459,59,0,569,0,14,0,14,219,46,0,276,0,0,0,0,80,9,0,91,568,229,22,825,2265,309,11,3403,Goyder (DC)
42250,43,237,3,281,794,117,0,1189,8,141,0,153,568,100,0,821,0,21,0,21,242,55,0,313,0,3,0,3,77,31,0,107,1305,653,54,2018,3572,903,17,6515,Grant (DC)
50770,3,31,0,40,205,23,0,259,0,31,0,32,179,28,0,243,0,4,0,4,91,20,0,115,0,0,0,0,23,10,0,38,246,100,6,357,832,132,13,1337,Boyup Brook (S)
42600,176,846,5,1035,3822,334,49,5244,42,1007,3,1054,2742,284,19,4088,15,177,3,192,1920,259,3,2371,3,11,0,16,1449,211,0,1672,4782,2700,184,7661,20520,2031,289,30499,Holdfast Bay (C)
42750,33,96,3,124,599,88,36,851,5,79,3,89,512,73,11,680,3,10,0,16,217,49,0,279,0,0,0,5,94,31,0,123,652,301,46,997,2428,465,240,4126,Kangaroo Island (DC)
43220,0,25,0,29,106,15,0,146,0,10,0,10,81,3,0,96,0,10,0,10,64,12,0,83,0,0,0,0,23,4,0,32,192,68,12,275,508,75,3,860,Kimba (DC)
43360,8,50,0,59,288,26,0,369,4,32,0,37,268,25,0,329,0,3,0,3,160,47,0,212,0,0,0,0,56,12,0,69,323,120,13,457,1248,179,9,1898,Kingston (DC) (SA)
43650,58,358,3,413,1414,138,4,1972,5,167,3,174,919,124,9,1216,0,20,0,20,429,61,0,513,0,0,0,0,147,19,0,169,2584,956,126,3667,7032,766,51,11512,Light (RegC)
43710,21,128,3,152,591,79,3,829,5,89,0,93,417,60,0,576,3,9,0,10,187,39,0,242,0,0,0,0,63,18,0,76,895,392,40,1320,2474,564,10,4369,Lower Eyre Peninsula (DC)
43790,37,244,0,286,1268,99,4,1655,10,176,3,185,1148,127,3,1469,3,21,0,27,626,90,0,744,4,3,0,11,311,58,0,384,1632,733,85,2456,6178,714,82,9429,Loxton Waikerie (DC)
43920,44,203,3,252,859,93,0,1206,10,108,3,123,606,76,0,807,3,8,0,12,226,36,0,273,3,0,0,3,68,24,0,92,1408,623,70,2097,4324,549,13,6987,Mallala (DC)
50840,28,103,0,132,608,51,4,794,7,65,0,66,603,60,0,728,0,12,0,13,237,44,0,289,0,0,0,0,76,16,0,91,645,270,22,944,2462,346,19,3772,Bridgetown-Greenbushes (S)
44000,0,0,0,0,3,3,0,10,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,12,31,0,58,Maralinga Tjarutja (AC)
44060,412,1772,13,2199,8271,484,184,11136,75,1624,5,1704,5493,457,98,7753,17,310,3,329,3788,468,25,4612,4,17,0,24,2385,272,7,2694,13871,5622,502,19992,48908,3699,759,73355,Marion (C)
44210,32,170,3,208,1182,140,3,1537,11,137,0,150,1087,144,3,1381,0,15,0,15,513,89,0,622,0,4,0,4,141,37,0,183,994,519,40,1555,4966,904,29,7452,Mid Murray (DC)
44340,405,1210,12,1627,5965,346,107,8047,69,1805,9,1883,4168,386,53,6489,9,384,0,393,3014,440,9,3856,3,26,5,32,1948,378,3,2363,10830,4681,507,16011,34028,2741,546,53329,Mitcham (C)
44550,183,697,13,889,3014,227,10,4138,25,664,3,696,2144,188,3,3029,4,96,0,98,1073,174,3,1347,9,3,0,11,518,77,0,604,5888,2290,312,8488,16048,1564,85,26186,Mount Barker (DC)
44620,98,588,4,688,2303,197,14,3198,18,336,0,354,1856,223,12,2442,0,69,0,65,1192,238,3,1499,3,7,0,14,589,91,0,694,4274,1764,210,6248,12907,1479,95,20721,Mount Gambier (C)
44830,10,73,0,86,438,39,0,566,0,44,0,46,352,73,0,473,0,11,0,11,183,36,0,226,3,0,0,3,67,18,0,85,343,172,11,524,1683,254,4,2466,Mount Remarkable (DC)
45040,73,394,3,476,1843,171,13,2505,23,289,0,313,1685,236,8,2237,8,44,0,55,1051,171,0,1276,0,3,0,0,427,75,0,502,2845,1312,147,4300,11026,1688,166,17190,Murray Bridge (RC)
45400,6,14,0,23,132,16,0,177,0,8,0,13,106,19,0,135,0,0,0,0,50,13,0,71,0,0,0,0,36,8,0,40,117,42,0,161,492,98,7,756,Orroroo/Carrieton (DC)
45540,11,37,0,49,290,31,5,376,3,9,0,11,210,28,0,259,0,4,0,5,125,27,0,155,0,0,0,0,34,16,0,54,173,84,6,256,1051,161,13,1478,Peterborough (DC)
45680,309,1428,13,1750,6655,698,28,9131,59,770,3,826,4489,603,25,5939,9,104,0,116,2895,597,13,3613,0,10,0,12,1074,261,3,1345,14839,5140,663,20642,41868,5730,194,68437,Playford (C)
45890,586,1894,24,2502,10600,846,323,14279,125,1630,16,1771,7024,832,184,9810,25,293,0,317,4699,675,24,5712,3,35,0,39,2663,437,10,3148,18806,6407,599,25809,66631,7158,1205,100811,Port Adelaide Enfield (C)
46090,43,264,0,308,1337,235,11,1892,9,150,0,165,1078,196,6,1450,0,33,0,31,527,108,0,668,0,0,0,0,203,40,0,239,1832,932,99,2863,6708,1823,101,11487,Port Augusta (C)
46300,47,286,4,337,1271,171,7,1790,9,205,0,220,994,125,0,1339,3,32,0,38,648,120,0,808,3,3,0,6,324,42,0,376,2130,955,141,3219,6882,991,55,11153,Port Lincoln (C)
46450,59,366,5,424,1740,146,5,2320,21,213,0,230,1554,182,7,1970,3,33,0,42,981,152,0,1173,4,0,0,3,416,65,0,490,2417,1089,106,3615,9532,1121,49,14323,Port Pirie City and Dists (M)
50910,3,20,0,23,88,11,0,129,3,15,0,16,106,21,0,145,0,0,0,3,64,19,0,80,0,0,0,0,18,20,0,41,146,53,4,203,497,120,5,812,Brookton (S)
50980,73,312,3,389,2662,477,80,3608,20,223,0,237,2449,410,43,3138,4,43,0,53,626,115,14,802,0,0,0,0,86,19,0,106,2872,1121,195,4184,11710,2677,635,19205,Broome (S)
46510,126,315,0,443,1991,110,42,2587,19,327,0,346,1015,91,23,1475,6,52,0,58,701,65,7,832,3,7,0,10,406,42,0,459,3382,1075,129,4589,11189,804,193,16769,Prospect (C)
46670,35,189,0,217,1021,111,6,1355,3,121,0,134,849,146,0,1120,0,20,0,20,468,80,4,571,3,0,0,3,224,43,0,273,1294,557,64,1919,5179,767,271,8137,Renmark Paringa (DC)
46860,5,28,0,36,179,28,0,247,0,28,0,23,155,27,6,212,0,0,0,0,90,9,0,97,0,0,0,0,26,8,0,34,190,79,3,272,794,119,35,1224,Robe (DC)
46970,15,55,0,64,279,56,3,397,0,10,0,10,51,8,0,65,0,3,0,3,8,3,0,10,0,0,0,0,3,0,0,4,1065,223,52,1345,1749,518,13,3618,Roxby Downs (M)
47140,561,2564,31,3158,11118,757,241,15282,134,1789,17,1932,8316,743,121,11111,22,255,3,277,4969,647,22,5920,7,17,0,21,1865,267,7,2157,22711,8319,780,31805,71325,6333,943,110415,Salisbury (C)
47290,7,43,0,48,223,23,0,296,0,21,3,24,178,19,0,228,0,8,0,12,105,19,0,135,0,0,0,0,49,9,0,56,287,105,8,405,1068,165,59,1697,Southern Mallee (DC)
47490,3,46,0,55,297,55,0,402,3,25,0,24,218,37,0,283,0,5,0,5,78,25,0,108,0,0,0,0,43,11,0,52,321,104,6,430,1075,208,11,1728,Streaky Bay (DC)
47630,36,133,0,168,611,72,3,851,8,82,0,94,457,79,4,626,0,12,0,12,272,71,0,357,3,0,0,3,124,73,0,201,973,376,50,1398,3257,575,35,5265,Tatiara (DC)
47700,371,2506,27,2912,8815,393,133,12256,63,2410,3,2483,6979,458,86,10001,17,315,5,337,4276,486,13,5109,3,16,3,21,1753,281,0,2063,15847,7547,731,24123,51093,3356,504,79079,Tea Tree Gully (C)
47800,19,127,0,146,615,43,0,808,4,73,0,73,551,65,0,692,0,7,0,11,291,46,0,348,3,0,0,3,87,28,0,112,762,338,34,1136,2803,370,31,4332,The Coorong (DC)
47910,11,82,3,89,341,38,0,468,4,44,0,49,330,38,4,412,0,3,0,4,188,19,0,214,0,0,0,0,67,29,0,96,383,207,21,615,1464,205,5,2293,Tumby Bay (DC)
51400,79,277,3,358,1319,103,9,1784,14,195,0,211,904,91,6,1216,3,17,0,21,353,53,5,435,0,0,0,0,85,19,0,113,3221,935,143,4302,7288,785,66,12444,Capel (S)
51470,0,8,0,11,102,14,0,119,0,8,0,8,68,5,0,78,0,0,0,0,20,3,0,26,0,0,0,0,4,0,0,4,78,29,7,107,337,45,16,505,Carnamah (S)
51540,27,95,0,125,1036,194,14,1368,3,81,0,79,1156,233,14,1483,0,10,0,12,402,100,3,514,0,3,0,3,69,26,0,101,822,398,37,1256,4473,1135,195,7061,Carnarvon (S)
51610,7,25,0,29,132,24,0,191,0,11,0,10,139,18,0,177,0,3,0,3,55,14,0,71,0,0,0,0,10,0,0,12,233,69,13,311,648,136,0,1091,Chapman Valley (S)
47980,280,591,8,879,3501,198,50,4629,43,923,3,969,2301,184,48,3497,13,189,0,205,1592,162,14,1965,7,13,0,23,1434,171,0,1622,5802,2364,240,8409,21096,1565,355,31427,Unley (C)
48050,58,325,0,387,1620,114,4,2128,14,339,0,355,2367,159,7,2889,3,50,0,51,1466,203,4,1726,0,0,0,0,622,148,0,774,1601,996,92,2687,8633,902,59,12277,Victor Harbor (C)
48130,24,158,5,183,715,68,0,972,3,105,0,108,583,72,3,764,0,12,0,12,311,55,4,381,0,8,0,5,156,44,0,205,1036,475,57,1569,3344,438,24,5375,Wakefield (DC)
51960,13,48,0,55,330,76,0,464,3,7,0,13,168,45,0,228,0,0,0,0,55,14,0,67,0,0,0,0,5,3,0,6,684,184,24,892,1761,612,17,3281,Coolgardie (S)
52030,0,20,0,18,197,18,0,233,0,20,0,17,160,9,0,179,0,0,0,0,59,8,0,60,0,0,0,0,9,0,0,9,118,53,3,169,638,66,13,885,Coorow (S)
52660,52,291,3,340,1083,118,9,1554,12,134,0,147,848,100,4,1099,4,19,0,20,538,108,7,673,0,0,0,0,224,47,0,272,2486,794,130,3407,6367,749,49,10568,Dardanup (S)
52730,40,86,0,127,735,98,10,966,10,76,0,83,714,95,11,899,0,14,0,13,329,54,0,397,0,0,0,3,94,25,0,120,858,286,49,1191,3035,516,22,4766,Denmark (S)
52800,34,143,4,184,978,141,20,1323,11,64,0,75,659,117,27,874,0,11,0,11,135,33,7,189,3,3,0,4,44,6,0,55,1245,747,130,2121,4180,1161,171,7635,Derby-West Kimberley (S)
48260,60,133,3,196,782,53,8,1040,14,214,0,229,560,56,12,848,0,57,0,55,476,43,3,573,0,3,0,5,288,23,0,319,1073,534,26,1638,4475,401,88,6608,Walkerville (M)
48340,49,259,0,302,1332,102,4,1742,12,136,0,149,1018,105,7,1280,0,19,0,20,545,94,0,660,3,0,0,4,217,95,0,317,1693,700,75,2465,5918,754,65,9194,Wattle Range (DC)
48410,264,787,13,1065,4608,301,134,6106,58,970,7,1033,3191,339,61,4619,13,247,4,263,2942,377,10,3593,3,18,0,24,1633,459,0,2122,8555,3162,284,12005,33776,3007,547,49339,West Torrens (C)
48540,73,420,0,490,1973,215,9,2689,15,203,0,216,1556,215,3,1988,4,42,0,51,997,193,0,1243,0,10,0,10,337,71,0,427,3342,1378,169,4894,11042,1590,49,17576,Whyalla (C)
52870,23,128,5,152,722,93,3,967,8,86,0,93,576,85,6,753,5,4,0,10,244,53,0,314,0,0,0,0,95,16,0,107,809,344,35,1188,2916,484,65,4644,Donnybrook-Balingup (S)
48640,3,26,0,37,139,13,0,188,0,15,0,13,125,24,0,161,0,0,0,0,44,18,3,64,0,0,0,0,32,14,0,43,230,72,9,307,622,114,4,1051,Wudinna (DC)
48750,23,158,0,187,744,71,0,1006,10,117,0,127,704,86,5,924,0,17,0,17,317,38,0,378,0,0,0,0,126,16,0,145,636,400,24,1068,2935,349,31,4372,Yankalilla (DC)
48830,52,252,7,314,1552,106,3,1981,11,156,0,164,1669,140,5,1988,3,22,0,27,852,112,6,995,3,3,0,4,379,67,0,450,1232,625,46,1911,6632,639,20,9199,Yorke Peninsula (DC)
49399,26,85,3,116,794,261,11,1181,8,53,0,59,505,165,8,728,0,7,0,3,116,49,4,175,0,0,0,0,11,12,0,25,777,267,22,1068,3243,1214,131,5660,Unincorporated SA
50080,188,634,11,830,3715,369,55,4968,34,380,3,425,3137,356,27,3937,10,66,0,79,1819,302,8,2210,4,3,0,10,824,197,4,1032,5413,1989,291,7690,18644,2711,300,29352,Albany (C)
50210,307,1379,14,1706,5700,508,262,8176,61,891,5,962,3993,519,114,5581,3,94,0,99,2057,406,33,2590,0,16,0,16,690,247,8,954,14755,4616,578,19947,36207,4366,747,61272,Armadale (C)
50250,95,155,3,250,2208,709,77,3253,3,30,0,39,514,146,16,702,0,12,0,10,84,38,0,134,0,0,0,0,4,0,0,5,3890,642,116,4651,13420,5078,511,23659,Ashburton (S)
50280,81,247,0,333,1391,189,39,1948,18,209,0,222,948,143,26,1345,3,25,0,33,453,78,3,565,3,0,0,5,180,37,0,219,2606,734,143,3475,6458,1142,470,11551,Augusta-Margaret River (S)
50350,64,248,0,316,1321,114,20,1767,10,201,0,213,933,113,12,1273,3,44,0,46,622,87,3,752,0,4,0,4,282,37,0,324,2431,848,122,3396,7934,776,96,12208,Bassendean (T)
