lga_code16,mng_nni_h_0,mng_nni_h_1_15,mng_nni_h_16_24,mng_nni_h_25_34,mng_nni_h_35_39,mng_nni_h_40,mng_nni_h_41_48,mng_nni_h_49mo,mng_nni_h_ns,mng_nni_h_tot,mng_1_149_h_0,mng_1_149_h_1_15,mng_1_149_h_16_24,mng_1_149_h_25_34,mng_1_149_h_35_39,mng_1_149_h_40,mng_1_149_h_41_48,mng_1_149_h_49mo,mng_1_149_h_ns,mng_1_149_h_tot,mng_150_299_h_0,mng_150_299_h_1_15,mng_150_299_h_16_24,mng_150_299_h_25_34,mng_150_299_h_35_39,mng_150_299_h_40,mng_150_299_h_41_48,mng_150_299_h_49mo,mng_150_299_h_ns,mng_150_299_h_tot,mng_300_399_h_0,mng_300_399_h_1_15,mng_300_399_h_16_24,mng_300_399_h_25_34,mng_300_399_h_35_39,mng_300_399_h_40,mng_300_399_h_41_48,mng_300_399_h_49mo,mng_300_399_h_ns,mng_300_399_h_tot,mng_400_499_h_0,mng_400_499_h_1_15,mng_400_499_h_16_24,mng_400_499_h_25_34,mng_400_499_h_35_39,mng_400_499_h_40,mng_400_499_h_41_48,mng_400_499_h_49mo,mng_400_499_h_ns,mng_400_499_h_tot,mng_500_649_h_0,mng_500_649_h_1_15,mng_500_649_h_16_24,mng_500_649_h_25_34,mng_500_649_h_35_39,mng_500_649_h_40,mng_500_649_h_41_48,mng_500_649_h_49mo,mng_500_649_h_ns,mng_500_649_h_tot,mng_650_799_h_0,mng_650_799_h_1_15,mng_650_799_h_16_24,mng_650_799_h_25_34,mng_650_799_h_35_39,mng_650_799_h_40,mng_650_799_h_41_48,mng_650_799_h_49mo,mng_650_799_h_ns,mng_650_799_h_tot,mng_800_999_h_0,mng_800_999_h_1_15,mng_800_999_h_16_24,mng_800_999_h_25_34,mng_800_999_h_35_39,mng_800_999_h_40,mng_800_999_h_41_48,mng_800_999_h_49mo,mng_800_999_h_ns,mng_800_999_h_tot,mng_1000_1249_h_0,mng_1000_1249_h_1_15,mng_1000_1249_h_16_24,mng_1000_1249_h_25_34,mng_1000_1249_h_35_39,mng_1000_1249_h_40,mng_1000_1249_h_41_48,mng_1000_1249_h_49mo,mng_1000_1249_h_ns,mng_1000_1249_h_tot,mng_1250_1499_h_0,mng_1250_1499_h_1_15,mng_1250_1499_h_16_24,mng_1250_1499_h_25_34,mng_1250_1499_h_35_39,mng_1250_1499_h_40,mng_1250_1499_h_41_48,mng_1250_1499_h_49mo,mng_1250_1499_h_ns,mng_1250_1499_h_tot,mng_1500_1749_h_0,mng_1500_1749_h_1_15,mng_1500_1749_h_16_24,mng_1500_1749_h_25_34,mng_1500_1749_h_35_39,mng_1500_1749_h_40,mng_1500_1749_h_41_48,mng_1500_1749_h_49mo,mng_1500_1749_h_ns,mng_1500_1749_h_tot,mng_1750_1999_h_0,mng_1750_1999_h_1_15,mng_1750_1999_h_16_24,mng_1750_1999_h_25_34,mng_1750_1999_h_35_39,mng_1750_1999_h_40,mng_1750_1999_h_41_48,mng_1750_1999_h_49mo,mng_1750_1999_h_ns,mng_1750_1999_h_tot,mng_2000_2999_h_0,mng_2000_2999_h_1_15,mng_2000_2999_h_16_24,mng_2000_2999_h_25_34,mng_2000_2999_h_35_39,mng_2000_2999_h_40,mng_2000_2999_h_41_48,mng_2000_2999_h_49mo,mng_2000_2999_h_ns,mng_2000_2999_h_tot,mng_3000mo_h_0,mng_3000mo_h_1_15,mng_3000mo_h_16_24,mng_3000mo_h_25_34,mng_3000mo_h_35_39,mng_3000mo_h_40,mng_3000mo_h_41_48,mng_3000mo_h_49mo,mng_3000mo_h_ns,mng_3000mo_h_tot,mng_pins_h_0,mng_pins_h_1_15,mng_pins_h_16_24,mng_pins_h_25_34,mng_pins_h_35_39,mng_pins_h_40,mng_pins_h_41_48,mng_pins_h_49mo,mng_pins_h_ns,mng_pins_h_tot,mng_tot_h_0,mng_tot_h_1_15,mng_tot_h_16_24,mng_tot_h_25_34,mng_tot_h_35_39,mng_tot_h_40,mng_tot_h_41_48,mng_tot_h_49mo,mng_tot_h_ns,mng_tot_h_tot,pro_nni_h_0,pro_nni_h_1_15,pro_nni_h_16_24,pro_nni_h_25_34,pro_nni_h_35_39,pro_nni_h_40,pro_nni_h_41_48,pro_nni_h_49mo,pro_nni_h_ns,pro_nni_h_tot,pro_1_149_h_0,pro_1_149_h_1_15,pro_1_149_h_16_24,pro_1_149_h_25_34,pro_1_149_h_35_39,pro_1_149_h_40,pro_1_149_h_41_48,pro_1_149_h_49mo,pro_1_149_h_ns,pro_1_149_h_tot,pro_150_299_h_0,pro_150_299_h_1_15,pro_150_299_h_16_24,pro_150_299_h_25_34,pro_150_299_h_35_39,pro_150_299_h_40,pro_150_299_h_41_48,pro_150_299_h_49mo,pro_150_299_h_ns,pro_150_299_h_tot,pro_300_399_h_0,pro_300_399_h_1_15,pro_300_399_h_16_24,pro_300_399_h_25_34,pro_300_399_h_35_39,pro_300_399_h_40,pro_300_399_h_41_48,pro_300_399_h_49mo,pro_300_399_h_ns,pro_300_399_h_tot,lga_name16
33360,0,3,0,8,0,14,3,38,0,67,0,13,3,3,3,3,0,13,0,35,3,10,7,3,0,3,3,16,0,49,0,6,4,11,3,14,7,27,3,80,0,10,9,11,6,13,4,31,0,85,4,3,8,26,16,16,4,45,3,129,5,7,13,24,43,26,14,43,0,180,7,7,9,20,53,56,44,61,3,249,0,4,7,13,32,61,47,96,0,268,4,0,3,11,32,54,29,69,0,210,3,3,4,0,20,37,25,83,0,180,5,0,3,0,13,27,16,78,0,149,8,3,0,3,23,89,70,233,4,436,12,8,6,7,18,53,64,238,0,408,3,0,7,0,4,3,3,9,5,36,67,89,92,135,280,467,334,1078,27,2564,3,3,0,0,0,0,0,0,0,14,3,25,3,0,0,3,0,0,0,35,8,31,3,4,3,3,0,0,0,56,7,20,15,10,0,0,0,3,0,53,Gladstone (R)
33430,12,25,26,20,18,51,13,119,6,290,9,80,30,19,8,13,12,35,0,210,11,113,57,40,20,30,18,48,0,342,17,117,94,72,29,63,21,119,7,547,9,89,147,129,47,90,34,149,13,715,31,87,220,296,173,195,62,265,16,1356,52,86,132,342,582,441,196,365,19,2203,81,79,98,296,979,941,521,618,37,3649,99,78,101,196,930,1120,738,1037,37,4340,69,64,55,140,535,781,520,995,16,3176,62,43,56,113,428,677,444,1114,22,2958,32,27,23,82,216,483,316,778,14,1973,74,70,37,105,324,724,605,1783,26,3742,45,69,59,82,141,469,268,1425,6,2563,0,11,17,29,43,81,33,108,59,380,617,1030,1143,1981,4473,6158,3796,8968,281,28449,18,60,32,36,21,22,8,40,4,231,19,350,36,21,9,24,6,26,12,505,36,442,108,64,29,31,10,43,10,774,32,405,188,115,39,55,16,51,10,913,Gold Coast (C)
33610,3,3,0,3,0,4,0,48,3,72,0,5,0,0,0,4,0,14,4,23,0,4,7,0,0,8,0,28,0,47,3,5,4,0,0,8,0,30,0,50,3,3,0,0,0,3,8,29,0,47,6,7,3,5,4,11,4,40,0,76,3,7,0,9,19,17,3,39,0,89,0,6,5,3,9,22,10,78,0,126,3,5,4,3,12,26,7,77,0,142,0,3,0,0,3,13,11,43,0,75,0,6,0,7,3,8,0,44,0,70,0,0,0,0,0,12,5,35,0,47,3,0,0,3,3,4,8,53,0,83,5,0,3,6,3,0,3,34,0,58,0,0,0,0,0,4,3,8,3,19,24,45,37,45,58,142,71,586,17,1019,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,12,Goondiwindi (R)
33620,3,7,4,6,3,13,4,66,7,115,0,15,3,6,0,5,0,29,0,58,10,17,9,14,3,7,6,43,0,109,3,23,15,13,4,17,9,53,5,142,3,8,15,18,12,14,5,52,3,136,4,15,21,27,4,27,11,91,0,202,4,12,11,21,37,33,16,64,0,202,0,11,3,32,54,68,25,96,0,296,4,0,3,21,28,37,32,104,3,242,3,0,3,3,24,19,10,78,3,149,3,3,3,3,17,22,14,59,0,128,3,3,4,0,6,16,10,49,0,91,7,4,0,3,10,32,26,103,3,189,0,0,0,8,0,11,7,47,0,76,0,4,3,4,4,8,3,20,17,63,57,135,109,182,214,327,183,957,44,2207,0,0,0,0,0,0,0,3,0,3,6,10,0,0,0,0,0,3,0,30,0,27,5,3,3,0,0,4,0,44,5,20,14,6,4,0,4,0,0,62,Gympie (R)
33800,0,3,0,0,0,3,0,21,0,23,0,3,0,0,0,0,0,10,0,12,0,4,0,3,0,3,0,10,0,21,0,4,3,3,4,0,0,13,0,28,0,0,3,4,0,9,0,16,0,37,0,0,9,0,3,7,8,25,3,55,0,6,3,10,3,14,7,28,7,79,0,5,0,3,3,16,12,47,0,77,3,3,0,4,9,18,6,35,0,84,0,4,0,4,7,11,3,40,0,70,0,3,0,3,13,10,8,29,0,61,0,0,0,3,3,5,4,9,0,31,0,0,0,0,3,9,3,29,0,43,0,0,0,0,3,4,0,36,0,45,0,0,0,5,0,5,0,10,0,22,11,35,21,38,54,110,60,345,15,686,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,9,0,3,3,3,0,0,0,3,0,11,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Hope Vale (S)
33960,0,0,3,6,3,5,3,35,0,67,4,16,7,0,3,6,3,11,0,52,0,31,16,10,0,13,0,20,0,92,3,27,32,11,10,8,8,23,0,131,3,15,27,28,18,20,10,32,0,150,12,13,35,56,31,28,15,62,3,263,11,9,23,58,99,80,25,73,6,378,18,24,33,53,188,147,98,155,8,712,17,4,14,34,188,199,144,214,3,821,26,5,15,21,127,145,106,213,6,667,22,12,7,23,119,172,109,224,8,687,13,3,5,17,95,113,108,189,6,553,20,13,14,27,106,219,202,466,6,1064,13,14,5,7,19,64,70,296,3,491,4,3,0,5,6,11,8,15,10,68,165,186,238,363,1015,1237,920,2021,61,6197,8,9,3,3,3,5,0,14,0,41,3,63,7,3,4,0,3,3,3,86,13,81,23,14,8,9,4,4,0,150,13,81,31,27,8,7,8,14,0,192,Ipswich (C)
33980,3,6,0,0,0,3,3,44,0,66,3,0,3,0,0,0,0,17,0,20,0,9,4,6,0,3,5,20,0,56,0,3,5,9,0,0,0,25,0,39,0,0,10,4,0,0,3,22,0,38,3,3,3,8,4,11,3,42,0,87,3,0,4,9,10,11,3,44,3,85,4,0,5,7,14,20,8,54,0,107,3,4,5,10,7,20,17,83,0,145,0,0,9,7,4,14,11,80,0,127,0,0,3,3,4,17,11,63,0,107,4,0,0,0,3,11,4,46,0,65,8,5,0,9,3,20,29,161,0,236,25,7,3,0,6,32,45,353,4,473,0,4,0,3,0,4,3,21,3,38,52,48,50,78,63,161,148,1069,24,1682,4,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,11,0,11,4,0,0,0,0,0,0,18,0,18,3,0,0,0,0,3,0,23,Isaac (R)
34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kowanyama (S)
34530,0,4,0,3,3,3,0,30,0,46,0,6,4,4,3,7,0,6,0,30,0,3,4,0,3,3,3,22,0,37,0,12,10,6,3,7,3,18,0,53,0,6,4,3,3,6,3,20,0,44,0,6,9,15,10,16,6,39,0,98,3,0,4,15,21,12,5,34,0,95,3,5,7,9,22,25,19,34,0,134,0,0,3,4,22,20,27,62,3,144,3,3,3,5,23,19,16,53,0,123,0,0,4,0,5,15,6,35,4,68,3,0,0,3,12,6,10,36,0,69,0,3,3,3,3,18,15,59,3,106,3,4,3,5,3,5,7,52,0,77,0,0,0,4,0,3,0,9,4,20,22,48,58,73,134,161,118,511,19,1146,0,0,0,4,3,0,0,0,0,9,0,9,0,3,0,0,0,0,0,10,0,9,3,0,0,4,0,0,0,19,0,21,13,0,0,3,0,3,0,42,Livingstone (S)
34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockhart River (S)
34580,0,10,3,3,3,3,3,32,0,52,3,5,0,5,0,0,3,22,7,41,0,28,4,12,0,8,5,26,3,90,3,7,23,5,6,3,3,30,0,89,4,12,16,13,5,8,3,35,3,97,4,3,11,12,6,13,12,38,4,123,4,12,12,31,43,29,29,57,3,222,4,6,3,15,38,37,22,67,5,202,8,3,7,15,37,47,32,89,3,228,3,3,0,5,14,19,28,68,0,136,10,3,0,0,13,15,15,59,0,118,6,0,0,0,9,17,9,35,0,73,3,0,0,3,7,25,22,64,0,133,0,0,3,0,3,3,4,38,5,65,3,0,0,0,0,3,4,14,3,36,51,100,87,126,184,241,194,679,35,1695,0,0,0,0,0,0,0,0,0,5,0,9,3,3,0,0,0,0,0,21,0,23,3,0,0,0,0,0,0,32,0,17,4,0,0,0,0,0,0,32,Lockyer Valley (R)
34590,3,19,3,5,5,14,7,44,0,105,3,14,5,5,4,6,3,7,0,58,6,41,21,16,0,23,3,24,0,134,3,37,33,27,11,30,8,38,3,188,3,29,48,31,22,34,15,44,3,221,8,32,60,90,54,62,38,102,9,450,16,33,38,113,219,125,66,161,7,771,18,12,35,74,335,310,178,232,9,1219,33,30,32,62,303,363,251,418,6,1496,25,20,22,47,196,268,175,389,8,1152,18,14,17,37,146,248,180,400,7,1070,11,8,5,11,77,160,100,294,8,670,37,4,10,42,135,272,222,695,7,1409,19,7,13,21,54,118,79,447,12,774,0,0,3,10,22,25,16,43,19,140,208,294,352,583,1580,2056,1346,3344,95,9861,11,18,5,8,5,13,3,3,0,66,5,111,12,16,8,3,0,9,4,166,11,131,38,23,8,11,4,14,0,242,15,138,57,36,14,22,9,8,8,308,Logan (C)
41010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,6,0,3,3,0,0,0,0,3,0,9,0,0,3,0,0,0,0,4,0,9,0,0,0,4,4,0,4,11,0,30,0,0,0,3,3,3,10,3,0,23,6,0,0,4,3,3,7,5,0,26,0,0,3,3,8,13,7,20,3,54,0,0,0,3,3,8,11,10,0,35,3,0,0,3,4,6,4,14,0,44,0,0,0,0,0,3,3,9,0,20,0,0,0,3,4,4,0,14,0,23,3,0,0,0,0,0,0,3,0,10,0,3,0,0,0,3,0,3,3,15,22,7,15,23,34,44,46,109,7,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,Ceduna (DC)
41060,0,4,3,3,3,9,4,11,0,34,0,10,0,0,0,4,0,3,0,24,3,27,7,6,3,9,0,9,0,70,0,18,11,12,8,6,9,18,0,67,5,17,30,18,8,16,3,16,0,115,4,12,37,51,33,25,17,28,0,210,13,11,20,61,96,57,25,52,0,343,12,11,12,50,174,117,74,112,5,570,16,10,14,32,152,159,136,140,3,669,17,8,3,36,105,116,102,123,6,506,15,7,13,18,79,114,84,164,0,492,5,6,3,12,40,83,59,133,4,347,14,3,8,19,75,149,114,273,3,659,9,8,7,15,26,51,51,219,0,390,0,0,3,3,5,11,5,16,8,57,108,150,178,330,806,923,675,1323,31,4537,3,4,0,3,0,0,4,4,0,25,3,79,3,4,0,4,0,6,0,104,3,90,31,8,3,3,3,0,0,144,9,70,24,23,7,15,0,6,0,152,Charles Sturt (C)
37400,0,0,0,0,0,0,0,21,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,3,0,8,0,0,0,3,3,4,0,4,0,12,3,0,0,0,0,0,0,9,0,17,0,0,3,0,0,3,4,14,0,24,0,0,0,0,3,0,3,10,0,18,0,3,0,0,0,0,0,9,0,19,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,11,3,11,8,5,11,14,12,103,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winton (S)
37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,0,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woorabinda (S)
41190,0,0,0,0,0,4,0,8,0,10,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,4,0,11,0,0,4,0,0,3,0,3,0,18,0,0,0,4,3,3,0,11,0,23,3,3,3,0,0,4,9,13,0,39,0,5,3,4,0,5,0,14,0,34,0,0,3,0,4,3,7,19,0,42,0,0,0,3,0,3,0,16,0,24,0,0,0,3,0,7,3,15,0,26,0,0,0,0,3,4,0,3,0,14,0,0,0,0,0,8,3,11,0,19,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,10,0,16,7,15,13,16,16,54,24,143,3,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Cleve (DC)
41750,0,0,0,0,0,0,3,12,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,3,9,0,18,4,0,0,0,0,3,5,6,0,24,0,0,3,0,0,0,0,12,0,14,0,0,0,3,0,5,0,15,0,29,0,0,0,0,0,3,0,9,0,15,0,0,0,3,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,5,0,3,7,9,10,11,3,28,10,116,0,201,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elliston (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Wujal Wujal (S)
37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,3,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,7,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,10,4,12,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yarrabah (S)
41960,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,11,0,19,0,0,0,0,3,6,3,9,0,19,5,3,0,0,0,4,0,10,0,19,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,5,0,14,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,10,0,10,12,6,3,7,8,19,10,74,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Franklin Harbour (DC)
40070,0,9,7,10,11,16,3,28,0,82,3,25,4,0,10,0,3,0,0,45,3,43,13,15,5,9,9,18,0,106,3,39,34,9,4,13,6,24,4,136,4,30,38,40,22,18,9,36,3,190,10,32,77,65,43,29,17,66,6,332,18,31,71,121,145,93,56,66,11,625,31,27,66,122,342,214,138,148,11,1098,46,22,68,132,443,338,211,203,10,1473,37,12,45,136,361,313,171,249,7,1330,54,13,35,130,431,383,246,271,13,1582,48,20,18,75,418,401,303,254,3,1542,121,30,34,110,601,907,749,945,15,3513,46,33,26,37,123,402,413,1301,4,2394,3,6,4,3,20,21,14,35,13,119,425,378,530,1011,2976,3163,2336,3648,102,14569,20,12,9,10,4,15,3,23,3,94,21,183,18,10,0,8,4,4,4,267,21,265,49,30,15,10,0,9,3,408,25,271,82,33,11,18,10,6,7,466,Adelaide (C)
40120,3,8,10,5,0,3,0,14,0,42,0,16,0,4,0,4,3,7,3,31,0,18,11,6,4,3,0,10,0,56,0,14,12,5,8,8,3,22,3,77,0,17,16,5,3,12,3,21,0,78,3,10,14,24,9,14,8,37,0,119,9,9,10,40,19,30,9,33,0,160,8,5,11,27,24,49,28,36,3,190,5,11,11,18,26,38,30,62,0,204,7,3,5,5,22,17,29,51,3,136,3,0,4,17,9,26,20,48,0,125,4,7,3,0,9,20,12,54,0,109,3,3,7,5,8,22,15,78,0,144,0,0,8,9,3,20,16,45,0,105,0,3,0,0,0,4,4,7,3,19,40,125,108,174,141,264,187,523,22,1591,0,5,0,0,0,3,0,3,0,8,8,26,8,5,3,3,0,0,0,51,3,39,7,12,0,4,0,9,3,73,0,34,15,11,0,4,0,3,0,60,Adelaide Hills (DC)
40220,3,8,0,3,0,3,0,20,0,34,0,8,5,0,0,0,0,9,0,27,0,7,4,7,0,5,0,22,0,52,0,17,7,11,5,11,6,23,0,76,0,10,12,15,0,8,4,23,3,74,4,6,3,15,8,19,6,27,3,92,0,11,9,20,11,13,13,26,0,101,10,12,11,19,22,36,20,28,0,162,6,0,8,10,34,42,20,52,0,169,3,4,12,8,13,25,25,37,0,114,0,3,9,6,8,4,10,22,0,70,0,0,0,3,11,13,7,18,0,52,3,0,0,4,10,13,11,36,0,80,0,8,7,0,3,9,8,14,0,43,0,3,5,0,3,4,0,11,5,23,31,100,83,130,131,185,132,372,16,1179,0,3,0,0,3,0,0,3,0,11,0,9,0,0,0,0,0,0,0,9,0,20,3,0,0,0,0,0,0,29,0,12,10,0,0,3,0,3,0,27,Alexandrina (DC)
41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,3,3,0,15,0,0,0,0,3,3,3,4,0,13,0,0,0,0,3,0,0,15,0,16,0,0,3,0,0,0,0,8,0,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,5,0,10,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,3,3,14,10,17,41,4,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Coober Pedy (DC)
41560,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,8,3,3,4,6,0,3,0,4,0,21,0,0,3,0,0,3,0,0,0,17,0,4,0,3,0,8,3,8,0,21,0,8,3,13,0,13,3,7,0,43,0,4,3,9,11,16,5,9,0,59,6,4,0,3,10,15,12,14,0,63,0,3,4,6,15,10,13,27,3,85,0,3,0,3,8,4,4,10,0,36,4,5,0,0,6,14,7,12,0,47,0,0,0,0,0,3,5,12,0,30,0,3,0,0,7,13,10,18,0,55,3,0,0,0,0,7,4,20,0,32,0,0,0,0,3,3,0,0,3,11,27,40,23,54,71,101,60,141,8,534,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,7,7,0,0,0,0,0,0,14,Copper Coast (DC)
