lga_code_2016,opds_separate_house_dwellings,opds_separate_house_persons,opds_sd_r_t_h_th_1_sty_dwgs,opds_sd_r_t_h_th_1_sty_psns,opds_sd_r_t_h_th_2_m_sty_dwgs,opds_sd_r_t_h_th_2_m_sty_psns,opds_sd_r_t_h_th_tot_dwgs,opds_sd_r_t_h_th_tot_psns,opds_f_ap_i_1or2_sty_blk_ds,opds_f_ap_i_1or2_sty_blk_ps,opds_f_ap_i_3_sty_blk_dwgs,opds_f_ap_i_3_sty_blk_psns,opds_f_ap_i_4_m_sty_blk_ds,opds_f_ap_i_4_m_sty_blk_ps,opds_flt_apt_att_house_ds,opds_flt_apt_att_house_ps,opds_flt_apart_tot_dwgs,opds_flt_apart_tot_psns,opds_oth_dwg_cvn_ds,opds_oth_dw_cvn_ps,opds_oth_dwg_cab_hboat_ds,opds_oth_dwg_cab_hboat_ps,opds_ot_dwg_im_hm_tnt_so_ds,opds_ot_dwg_im_hm_tnt_so_ps,opds_ot_dwg_hs_f_att_sh_of_ds,opds_ot_dwg_hs_f_att_sh_of_ps,opds_other_dwelling_tot_dwgs,opds_other_dwelling_tot_psns,opds_dwlling_structur_ns_dwgs,opds_dwlling_structur_ns_psns,opds_tot_opds_dwellings,opds_tot_opds_persons,unoccupied_pds_dwgs,total_pds_dwellings,total_pds_persons,lga_name16
54410,459,1070,20,34,0,0,20,34,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,7,7,13,10,24,494,1145,59,555,1145,Kellerberrin (S)
54480,209,499,9,9,0,0,9,9,6,10,0,0,0,0,0,0,6,10,3,8,0,0,0,3,0,3,6,14,0,5,228,531,70,295,531,Kent (S)
54550,755,1823,14,20,0,0,14,20,26,38,0,0,0,0,0,0,26,38,3,3,0,0,3,0,0,5,5,11,3,18,808,1907,163,969,1907,Kojonup (S)
54620,311,749,4,11,0,0,4,11,17,27,0,0,0,0,0,4,19,30,6,16,6,5,0,0,0,0,13,21,3,6,346,816,88,440,816,Kondinin (S)
54690,184,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,403,54,242,403,Koorda (S)
54760,301,690,20,22,0,0,20,22,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,4,5,333,726,139,467,726,Kulin (S)
54830,12392,34508,617,1188,131,270,745,1456,375,572,168,303,0,0,0,0,539,877,3,4,0,0,9,17,94,260,105,277,39,112,13822,37228,1475,15300,37228,Kwinana (C)
54900,481,1109,14,19,0,0,14,19,0,0,0,0,0,0,0,0,0,0,12,23,0,0,0,5,0,0,14,25,13,19,527,1179,219,745,1179,Lake Grace (S)
54970,194,513,8,13,0,0,8,13,0,0,0,0,0,0,0,0,0,0,25,42,7,3,3,3,0,7,35,50,4,8,243,588,116,357,588,Laverton (S)
55040,324,813,30,31,0,0,30,31,0,0,0,0,0,0,0,0,0,0,58,98,0,0,13,17,14,25,80,141,16,30,452,1021,216,672,1021,Leonora (S)
55110,26181,66506,3304,5463,1032,1987,4335,7449,941,1382,151,284,282,518,3,4,1377,2188,192,264,85,124,53,66,6,26,340,478,68,131,32297,76751,8465,40766,76751,Mandurah (C)
55180,3498,8410,141,218,3,4,140,224,119,167,0,0,0,0,0,0,119,167,37,71,9,16,11,21,4,8,63,117,29,54,3847,8975,1171,5016,8975,Manjimup (S)
55250,217,596,0,8,0,0,0,8,33,52,0,0,0,3,0,0,34,55,21,71,0,0,3,3,0,3,24,75,33,57,316,796,114,427,796,Meekatharra (S)
55320,28090,77654,6053,11097,1667,4075,7725,15177,881,1276,280,418,285,496,3,4,1455,2194,4,17,0,12,3,0,7,18,17,45,102,248,37377,95322,3876,41252,95322,Melville (C)
55950,204,500,12,11,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,10,13,0,0,222,531,79,305,531,Mukinbudin (S)
55390,78,264,4,8,0,0,4,8,0,0,0,0,0,0,0,0,0,0,22,35,0,0,0,0,0,3,23,40,16,26,119,342,10,130,342,Menzies (S)
55530,179,422,0,0,0,0,0,3,7,10,0,0,0,0,0,0,7,10,56,98,0,0,0,3,0,3,60,103,11,27,254,561,54,309,561,Mingenew (S)
56090,12876,34240,486,793,4,16,493,808,16,24,14,14,0,0,4,5,36,46,21,24,0,7,14,20,12,34,46,86,28,66,13471,35239,1165,14638,35239,Mundaring (S)
55670,284,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,5,0,0,0,0,12,28,3,9,303,713,95,397,713,Morawa (S)
55600,935,2262,19,41,0,0,19,41,0,0,0,0,0,0,0,0,0,0,32,36,0,0,0,0,4,13,35,49,11,22,998,2374,196,1195,2374,Moora (S)
56860,104,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,102,238,24,132,238,Nungarin (S)
56930,419,1235,9,8,57,119,57,122,18,46,46,74,0,0,0,0,66,125,0,0,0,0,0,0,0,3,0,3,0,3,554,1490,62,613,1490,Peppermint Grove (S)
55740,2090,5851,319,519,251,492,568,1011,84,129,398,561,418,685,0,0,901,1373,0,0,0,0,0,0,0,0,3,3,0,5,3566,8246,502,4064,8246,Mosman Park (T)
55810,185,424,9,20,0,0,9,20,0,0,0,0,0,0,0,0,0,0,45,84,4,5,0,0,3,5,53,96,3,8,254,546,110,364,546,Mount Magnet (S)
55880,212,509,8,6,0,0,8,6,3,4,0,0,0,0,0,0,3,4,4,14,4,3,0,0,0,3,10,17,0,0,235,534,115,350,534,Mount Marshall (S)
57420,663,1454,13,19,0,0,13,19,4,4,3,3,0,0,0,0,4,8,24,42,0,0,0,0,3,11,27,52,13,29,723,1559,493,1219,1559,Ravensthorpe (S)
56160,39,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,3,3,0,0,12,11,13,35,59,139,4,70,139,Murchison (S)
56230,5784,14872,389,595,15,19,402,615,19,49,0,3,0,0,0,0,26,55,182,250,98,147,23,48,4,13,312,456,22,31,6552,16035,1279,7831,16035,Murray (S)
56300,551,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,11,15,3,8,12,29,30,67,5,3,590,1306,229,819,1306,Nannup (S)
57490,40733,112205,2458,4174,584,1014,3045,5191,894,1336,20,19,227,362,0,0,1134,1715,182,286,29,64,15,27,31,69,255,441,60,142,45225,119687,5667,50891,119687,Rockingham (C)
65010,2335,5791,8,10,0,0,8,10,4,3,0,0,0,0,0,0,4,3,3,5,3,8,0,0,16,39,28,54,17,34,2387,5900,321,2706,5900,Southern Midlands (M)
65210,1026,2089,3,0,0,0,3,0,5,16,0,0,0,0,0,0,5,16,8,18,3,6,8,9,11,14,26,47,10,29,1076,2185,1168,2242,2185,Tasman (M)
65410,5192,12221,365,484,12,23,382,503,25,34,0,0,0,0,0,0,25,34,47,69,11,20,0,0,17,44,75,135,13,27,5687,12926,911,6599,12926,Waratah/Wynyard (M)
65610,1800,3771,66,125,0,0,66,125,71,111,0,0,0,0,0,0,79,110,10,16,17,41,0,3,3,3,29,61,19,33,1988,4103,942,2924,4103,West Coast (M)
65810,8585,21024,183,267,20,40,201,306,156,223,0,0,0,0,3,0,160,224,24,40,58,85,6,9,15,47,101,177,40,95,9087,21828,1393,10484,21828,West Tamar (M)
56370,325,743,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,758,87,412,758,Narembeen (S)
56460,1796,4402,123,243,0,0,123,243,19,26,0,0,0,0,0,0,19,26,21,24,0,0,0,3,59,71,76,96,6,15,2018,4787,274,2297,4787,Narrogin (S)
56580,5961,17631,457,913,505,1150,962,2064,378,620,28,47,79,156,0,0,493,829,0,0,0,0,0,0,3,3,3,3,10,21,7428,20544,909,8339,20544,Nedlands (C)
56620,404,1563,3,3,0,0,3,3,44,64,0,0,0,0,0,0,44,64,10,28,0,0,9,22,0,0,23,43,4,8,481,1683,92,573,1683,Ngaanyatjarraku (S)
56730,3990,9842,78,132,0,4,80,135,94,161,0,0,0,3,3,3,100,166,33,47,24,37,3,11,5,12,62,106,28,48,4257,10289,727,4978,10289,Northam (S)
56790,1220,2826,62,105,12,22,69,125,73,100,0,0,0,0,0,0,73,100,558,1110,17,46,10,23,3,12,598,1192,18,37,1977,4275,604,2584,4275,Northampton (S)
57630,41,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,4,9,3,3,51,133,24,78,133,Sandstone (S)
57700,8693,25644,90,173,0,3,94,176,11,18,0,0,0,0,0,0,11,18,9,13,0,0,9,23,8,13,23,54,26,73,8849,25971,766,9616,25971,Serpentine-Jarrahdale (S)
57770,333,779,28,49,4,7,33,56,28,44,3,6,0,0,0,0,30,48,416,782,20,39,41,102,12,41,480,967,56,106,933,1960,138,1073,1960,Shark Bay (S)
57840,8535,23177,2730,5060,3653,7318,6379,12384,956,1653,702,1180,939,1574,0,0,2601,4412,12,19,0,6,3,8,8,11,24,46,66,141,17600,40156,2599,20198,40156,South Perth (C)
57910,46812,126813,24422,48768,6821,15280,31246,64043,5093,8605,2125,3668,776,1279,8,18,8003,13570,103,183,3,5,23,29,29,73,156,289,196,452,86417,205164,10123,96536,205164,Stirling (C)
57980,3402,9006,345,693,1473,3119,1818,3812,1043,1868,1134,1850,1080,1761,3,3,3258,5485,0,0,0,0,4,4,7,13,14,17,25,42,8512,18361,1340,9853,18361,Subiaco (C)
58050,40303,116792,4960,10108,800,1679,5759,11786,252,431,297,557,24,35,0,3,580,1033,213,329,84,141,65,135,36,89,395,692,107,248,47146,130550,4214,51362,130550,Swan (C)
58190,145,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,12,0,3,5,23,3,4,153,370,45,203,370,Tammin (S)
58260,220,539,3,3,0,0,3,3,5,13,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,5,14,236,569,79,311,569,Three Springs (S)
57000,178,411,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,23,35,0,0,5,6,0,3,25,44,0,0,206,457,54,254,457,Perenjori (S)
57080,110,250,28,54,505,1190,535,1248,408,744,1382,2600,8122,14857,4,6,9913,18204,10,11,0,3,232,237,16,27,259,281,68,111,10884,20092,2431,13315,20092,Perth (C)
57140,473,1050,3,5,0,0,3,5,23,24,0,0,0,0,0,0,23,24,0,0,0,0,0,0,0,0,0,0,4,11,499,1092,111,605,1092,Pingelly (S)
57210,1985,4665,5,9,0,0,5,9,13,18,0,0,0,0,0,0,13,18,16,24,0,3,7,16,5,24,33,66,28,56,2057,4814,384,2439,4814,Plantagenet (S)
57280,3844,11078,255,549,169,457,422,1010,615,1068,69,105,70,120,3,3,755,1296,319,559,12,21,57,110,4,15,402,700,60,87,5481,14160,2148,7633,14160,Port Hedland (T)
57350,429,944,0,0,0,0,0,0,9,11,0,0,0,0,0,0,9,11,0,3,0,0,0,0,0,0,5,3,10,23,457,982,74,536,982,Quairading (S)
58330,1832,4155,21,26,3,4,23,35,0,3,0,0,0,0,0,0,0,3,18,29,18,27,18,25,0,0,50,85,10,22,1920,4298,438,2365,4298,Toodyay (S)
59030,96,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,3,8,17,0,5,106,249,25,132,249,Westonia (S)
58400,160,321,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,10,0,0,166,331,49,215,331,Trayning (S)
72800,8722,26957,959,2178,305,647,1263,2825,1385,2819,137,287,252,606,4,6,1773,3723,8,23,0,3,32,79,3,15,46,112,26,43,11835,33663,1280,13112,33663,Palmerston (C)
73600,931,4922,112,562,0,0,112,562,45,163,0,0,0,0,0,0,42,169,614,1279,107,205,166,320,12,13,888,1824,55,107,2031,7580,179,2207,7580,Roper Gulf (R)
58470,77,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,72,0,0,3,4,0,0,49,79,0,6,123,323,16,140,323,Upper Gascoyne (S)
58510,7807,19398,2590,5364,1345,2864,3937,8226,911,1614,703,1249,1288,2272,0,0,2899,5128,0,0,0,3,7,9,19,38,28,46,64,118,14734,32925,2177,16913,32925,Victoria Park (T)
70200,5607,16210,1706,3352,783,1669,2492,5017,379,603,29,43,0,0,8,6,408,650,677,1319,86,138,98,172,352,871,1216,2501,107,184,9830,24555,1331,11162,24555,Alice Springs (T)
74050,572,2256,7,18,0,0,7,18,28,66,0,0,0,0,0,0,28,66,0,0,0,0,0,0,5,9,5,9,7,17,616,2366,99,716,2366,Tiwi Islands (R)
74550,594,2286,51,134,0,0,51,134,10,12,0,0,0,0,3,0,13,14,206,396,8,14,56,93,3,12,274,512,21,42,951,2989,218,1170,2989,Victoria Daly (R)
58540,353,830,7,16,0,0,7,16,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,3,7,6,3,7,372,860,99,473,860,Victoria Plains (S)
74680,411,2501,107,503,0,0,107,503,13,21,0,0,0,9,0,0,10,32,0,0,0,0,14,32,3,12,16,40,0,0,546,3080,75,617,3080,West Daly (R)
79399,1567,4291,228,404,0,6,225,409,519,837,125,190,170,284,0,0,809,1315,421,891,70,133,123,256,12,26,630,1305,50,105,3279,7426,859,4141,7426,Unincorporated NT
58570,7232,18596,1290,2629,1813,3906,3101,6536,1115,1889,1487,2460,1526,2551,3,3,4137,6909,5,13,0,0,43,45,64,127,115,184,60,123,14645,32353,2154,16794,32353,Vincent (C)
58610,736,1656,46,61,0,0,46,61,0,0,0,0,0,0,0,0,0,0,9,14,0,0,3,3,0,0,13,19,9,7,806,1744,140,943,1744,Wagin (S)
58680,167,403,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,4,7,12,22,192,435,38,221,435,Wandering (S)
58760,57582,169597,5929,12310,714,1649,6644,13953,111,184,45,75,12,15,3,3,159,285,114,156,91,146,10,36,15,42,234,386,76,183,64697,184395,5624,70324,184395,Wanneroo (C)
58820,1441,3590,41,87,0,3,44,90,67,103,3,9,0,0,0,0,69,111,25,52,0,0,5,19,5,10,41,74,15,27,1604,3892,450,2056,3892,Waroona (S)
58890,351,764,3,17,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,6,12,3,5,370,790,102,469,790,West Arthur (S)
62210,2584,6124,106,146,8,22,117,163,117,156,0,0,0,0,0,0,117,156,6,16,7,12,3,9,0,0,14,35,8,19,2842,6505,734,3575,6505,George Town (M)
62410,1876,3831,40,53,0,0,40,59,24,33,0,0,0,0,0,3,27,40,17,30,17,39,0,0,6,6,41,76,27,39,2010,4045,1996,4007,4045,Glamorgan/Spring Bay (M)
62610,15778,38845,931,1423,348,619,1280,2041,2286,3646,77,120,3,6,8,9,2369,3776,17,35,22,37,3,3,54,142,97,213,31,47,19559,44932,1471,21032,44932,Glenorchy (C)
62810,14303,35351,990,1818,1314,2594,2306,4414,2695,4496,883,1454,719,1100,72,114,4371,7173,3,6,22,30,56,53,78,178,156,265,102,213,21235,47417,2440,23681,47417,Hobart (C)
59100,284,661,3,6,0,0,3,6,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,4,3,11,0,0,297,688,90,392,688,Wickepin (S)
74560,194,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,4,0,0,4,16,3,7,201,450,83,288,450,Wagait (S)
74660,1007,5057,157,556,21,43,179,598,76,119,3,10,0,0,4,15,80,141,285,634,3,7,80,273,3,3,370,920,17,33,1656,6748,342,2002,6748,West Arnhem (R)
59170,366,919,14,13,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,381,934,76,455,934,Williams (S)
59250,118,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,62,0,0,3,3,0,0,41,67,6,14,171,419,50,222,419,Wiluna (S)
89399,99109,279171,14701,29288,12215,28127,26915,57410,5122,8903,8158,14640,10577,18151,214,356,24069,42061,56,73,132,216,63,69,48,152,300,500,302,564,150693,379709,12593,163286,379709,Unincorporated ACT
99399,1241,3154,64,157,42,84,102,243,71,119,74,233,8,15,3,3,159,371,3,0,8,7,10,13,13,16,29,44,20,38,1556,3837,371,1933,3837,Unincorp. Other Territories
63010,6323,15159,81,119,7,17,93,141,94,139,0,0,0,0,0,0,97,141,40,56,31,46,23,48,24,67,116,215,18,47,6644,15698,1357,7997,15698,Huon Valley (M)
63210,2325,5598,51,128,4,13,55,139,3,4,0,0,0,0,0,0,3,4,4,5,3,3,0,13,4,16,16,33,12,19,2405,5792,294,2703,5792,Kentish (M)
63410,630,1315,35,40,0,0,35,40,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,6,3,14,59,688,1431,154,842,1431,King Island (M)
63610,12861,32891,422,656,233,468,653,1119,270,420,9,13,9,8,0,7,289,452,28,47,28,39,13,13,19,44,81,142,31,57,13914,34663,1937,15850,34663,Kingborough (M)
63810,4009,9540,160,246,20,35,181,280,112,182,0,0,0,0,0,0,113,180,23,33,4,8,3,6,15,30,47,78,13,29,4356,10110,750,5110,10110,Latrobe (M) (Tas.)
64010,21534,52926,2002,3161,765,1571,2764,4736,2258,3431,134,197,147,172,85,132,2622,3937,9,30,24,71,12,32,96,169,145,298,106,184,27173,62075,2754,29922,62075,Launceston (C)
64210,7072,17241,185,245,83,215,270,467,355,538,0,0,0,0,13,23,366,559,22,34,26,44,0,3,16,31,67,112,24,54,7807,18436,839,8645,18436,Meander Valley (M)
64610,4941,11789,124,169,5,3,125,169,142,223,0,0,0,0,0,0,142,223,10,14,11,9,3,16,28,60,51,96,27,47,5282,12332,635,5915,12332,Northern Midlands (M)
64810,5720,13618,62,102,8,26,74,129,9,12,0,0,0,0,0,0,9,12,3,8,4,11,15,28,4,11,28,54,17,38,5850,13852,1270,7120,13852,Sorell (M)
59310,552,1241,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,17,32,0,0,0,0,0,4,19,36,0,4,586,1297,171,755,1297,Wongan-Ballidu (S)
59320,163,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,0,0,164,390,36,204,390,Woodanilling (S)
59330,251,491,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,495,61,314,495,Wyalkatchem (S)
59340,1756,5278,236,509,39,77,269,586,116,201,0,0,0,0,0,0,117,204,897,1848,88,209,226,447,100,225,1308,2727,68,135,3520,8924,567,4084,8924,Wyndham-East Kimberley (S)
59350,61,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,8,10,0,0,16,25,5,3,84,190,14,97,190,Yalgoo (S)
72300,6293,18602,68,191,7,7,76,205,52,94,111,216,0,0,0,0,162,311,934,2068,151,307,98,252,22,46,1200,2678,91,218,7826,22014,604,8427,22014,Litchfield (M)
59360,430,912,18,24,0,0,18,24,0,3,0,0,0,0,0,0,0,3,16,35,0,0,4,7,5,12,29,52,9,12,485,1006,199,684,1006,Yilgarn (S)
59370,1434,3251,40,62,5,4,44,65,31,46,0,0,0,0,0,0,31,46,15,32,0,0,0,0,0,0,17,33,26,72,1553,3474,358,1911,3474,York (S)
60210,2634,5498,59,78,0,3,62,77,27,38,3,3,0,3,0,0,33,37,37,63,14,25,6,4,5,6,57,99,27,57,2816,5768,1695,4510,5768,Break O'Day (M)
60410,5493,14982,92,163,18,28,111,192,546,986,0,0,0,0,0,0,546,986,6,5,0,0,7,14,5,3,18,22,16,32,6187,16220,362,6554,16220,Brighton (M)
60610,7138,16992,457,607,108,165,562,769,98,144,38,38,69,96,0,3,204,286,4,14,0,0,6,4,10,22,26,39,30,51,7952,18134,916,8864,18134,Burnie (C)
60810,7932,18989,639,863,30,41,670,901,92,114,0,0,0,0,5,4,89,121,59,84,45,74,3,3,26,55,129,212,29,67,8859,20291,989,9849,20291,Central Coast (M) (Tas.)
61010,971,2049,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,4,7,0,0,3,6,0,4,5,15,15,25,1000,2094,1561,2563,2094,Central Highlands (M) (Tas.)
61210,3017,7360,3,3,0,0,3,3,75,90,0,0,0,0,0,0,76,90,7,9,9,10,4,14,11,20,30,55,26,47,3147,7550,665,3818,7550,Circular Head (M)
61410,20333,49674,697,1010,278,435,970,1446,342,501,82,118,0,0,0,0,427,621,44,69,58,114,9,11,25,65,136,259,50,114,21914,52121,1934,23850,52121,Clarence (C)
61510,3784,9274,106,161,22,40,132,198,87,145,0,0,0,0,0,0,87,145,14,23,6,6,3,3,11,37,33,67,7,19,4051,9700,386,4432,9700,Derwent Valley (M)
61610,8959,21492,964,1373,146,187,1111,1559,195,279,0,0,10,12,0,0,204,292,28,51,67,99,15,10,13,35,116,192,23,63,10411,23606,1130,11547,23606,Devonport (C)
61810,2653,5978,58,78,0,4,60,81,35,50,0,0,0,0,0,0,35,50,6,13,8,15,10,5,12,31,36,64,40,87,2834,6261,935,3767,6261,Dorset (M)
62010,422,825,0,0,0,0,0,0,9,14,0,0,0,0,0,0,9,14,0,3,7,5,0,0,0,0,4,6,3,10,446,860,191,636,860,Flinders (M) (Tas.)
70420,1418,5552,60,132,4,14,67,139,172,279,23,34,0,0,4,10,191,324,384,791,12,19,43,131,12,35,453,969,13,23,2146,7013,702,2849,7013,Barkly (R)
70540,32,142,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,150,3,44,150,Belyuen (S)
70620,685,3193,47,138,0,0,48,136,24,85,0,0,0,0,0,0,24,85,55,111,3,9,19,29,0,0,85,157,11,16,854,3584,270,1124,3584,Central Desert (R)
70700,449,1070,15,19,0,0,15,19,22,27,0,0,0,0,0,0,23,28,182,391,38,76,13,21,0,5,229,493,27,60,739,1668,147,880,1668,Coomalie (S)
71000,14857,46097,1904,3854,1960,4575,3865,8426,2909,6270,1825,3824,4852,10290,10,34,9592,20425,675,1226,216,319,298,465,149,372,1334,2383,224,411,29877,77741,3576,33449,77741,Darwin (C)
71300,1228,8017,181,832,0,6,183,836,3,7,0,9,0,0,0,0,3,18,4,8,12,30,10,61,3,3,34,101,0,0,1447,8981,329,1780,8981,East Arnhem (R)
72200,2441,7265,221,450,35,51,256,503,163,298,16,36,87,126,0,3,271,473,572,1128,3,11,46,98,11,22,640,1255,179,510,3783,10007,248,4038,10007,Katherine (T)
72330,1138,4655,85,183,0,0,82,189,47,99,6,13,0,0,0,0,46,109,126,271,9,22,157,288,3,12,305,585,16,29,1593,5572,367,1954,5572,MacDonnell (R)
