lga_code16,tot_1750_1999_a_55_64,tot_1750_1999_a_65_74,tot_1750_1999_a_75ov,tot_1750_1999_tot,tot_2000_2999_a_15_19,tot_2000_2999_a_20_24,tot_2000_2999_a_25_34,tot_2000_2999_a_35_44,tot_2000_2999_a_45_54,tot_2000_2999_a_55_64,tot_2000_2999_a_65_74,tot_2000_2999_a_75ov,tot_2000_2999_tot,tot_3000mo_a_15_19,tot_3000mo_a_20_24,tot_3000mo_a_25_34,tot_3000mo_a_35_44,tot_3000mo_a_45_54,tot_3000mo_a_55_64,tot_3000mo_a_65_74,tot_3000mo_a_75ov,tot_3000mo_tot,tot_pins_a_15_19,tot_pins_a_20_24,tot_pins_a_25_34,tot_pins_a_35_44,tot_pins_a_45_54,tot_pins_a_55_64,tot_pins_a_65_74,tot_pins_a_75ov,tot_pins_tot,tot_tot_a_15_19,tot_tot_a_20_24,tot_tot_a_25_34,tot_tot_a_35_44,tot_tot_a_45_54,tot_tot_a_55_64,tot_tot_a_65_74,tot_tot_a_75ov,tot_tot_tot,lga_name16
32260,81,20,3,350,0,5,43,93,141,103,22,7,411,0,0,18,37,46,53,17,3,172,23,19,38,44,58,50,19,8,245,710,962,2035,2014,2636,2381,650,133,11512,Cassowary Coast (R)
32270,173,27,3,1327,4,70,728,835,697,364,39,8,2745,0,12,305,476,381,220,54,5,1453,21,26,61,74,78,64,23,3,357,765,1329,3824,3825,3583,2205,478,90,16101,Central Highlands (R) (Qld)
32310,35,8,3,222,0,4,71,95,77,53,13,0,307,0,0,10,30,31,28,3,0,114,9,6,7,14,23,22,5,3,92,324,358,731,904,955,751,217,44,4273,Charters Towers (R)
64610,30,6,3,149,0,3,16,44,50,40,6,3,170,0,0,4,17,26,28,6,7,92,6,7,17,17,23,26,3,0,96,225,437,836,918,1115,919,253,62,4765,Northern Midlands (M)
32330,4,0,0,15,0,0,0,3,3,5,0,0,10,0,0,3,0,0,4,0,0,3,0,0,0,4,0,0,0,0,3,7,21,51,70,72,73,8,3,291,Cherbourg (S)
32450,51,11,0,326,0,25,254,257,220,106,12,0,867,0,0,46,90,76,42,11,0,274,3,5,12,14,15,16,5,0,61,85,185,807,716,687,442,95,8,3022,Cloncurry (S)
32500,39,0,0,275,0,16,122,107,114,79,3,0,447,0,0,22,46,27,17,3,0,118,3,9,9,16,9,15,7,3,75,96,229,676,636,627,487,103,19,2868,Cook (S)
32600,6,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,9,14,20,30,28,3,0,112,Croydon (S)
64810,24,0,0,75,0,0,8,20,17,27,0,0,74,0,0,3,9,9,5,3,0,26,7,3,7,4,12,4,0,0,35,213,183,432,466,567,512,141,24,2521,Sorell (M)
37300,7,4,0,96,0,9,52,33,27,14,3,0,137,0,0,6,20,18,8,0,0,56,8,3,0,0,5,6,0,0,18,68,95,309,249,275,136,24,3,1157,Weipa (T)
37310,144,30,8,925,3,51,464,438,405,206,45,0,1614,0,5,162,275,255,130,35,6,872,22,13,55,52,60,58,32,6,309,945,1315,3294,3449,3540,2598,880,213,16242,Western Downs (R)
37340,106,15,0,523,0,15,220,266,238,131,29,5,910,7,3,47,136,128,93,22,3,446,21,25,51,49,54,66,14,10,296,824,1510,3420,3068,3137,2445,597,108,15102,Whitsunday (R)
40070,1440,212,26,8473,4,26,1862,4104,3963,2332,311,15,12616,5,8,446,2057,2447,1648,379,48,7030,56,152,321,262,268,200,62,17,1328,2839,10528,30158,28154,25326,17025,3254,320,117609,Adelaide (C)
40120,114,37,0,424,0,3,34,105,136,76,21,3,379,0,4,9,60,79,57,28,3,254,13,9,19,18,26,30,12,0,130,663,980,1493,1792,2200,1878,724,106,9836,Adelaide Hills (DC)
40220,38,16,0,202,0,0,21,53,70,50,21,0,211,0,0,11,14,19,30,12,8,99,16,6,13,27,26,17,6,10,124,385,480,956,1235,1509,1400,470,101,6542,Alexandrina (DC)
72200,63,11,0,341,0,7,107,107,98,63,20,3,404,0,3,20,28,35,30,7,0,124,3,8,19,13,10,20,9,0,87,204,398,1184,844,890,629,196,22,4368,Katherine (T)
72300,156,19,3,1242,8,86,970,927,718,352,44,3,3111,0,63,863,967,782,422,44,3,3142,18,26,48,56,57,36,10,0,248,476,1549,4509,3631,3170,1874,360,41,15611,Litchfield (M)
32750,3,0,0,8,0,0,3,7,6,7,0,0,22,0,0,0,3,3,0,0,0,10,0,0,3,0,0,0,0,0,7,11,15,40,36,38,29,12,0,184,Diamantina (S)
41140,36,9,0,141,0,4,19,39,51,45,10,3,169,0,0,8,19,26,31,3,3,88,8,6,11,9,13,19,3,0,69,210,307,706,700,956,877,288,61,4114,Clare and Gilbert Valleys (DC)
40910,117,19,0,422,0,7,47,83,122,103,20,3,378,0,0,13,44,50,25,11,3,159,15,6,21,28,29,32,3,0,121,579,864,1850,1889,2171,1629,438,58,9483,Campbelltown (C) (SA)
41010,15,0,0,72,0,0,15,20,21,17,0,0,70,0,0,6,8,6,6,0,0,32,3,4,8,10,4,7,3,0,42,81,143,293,295,350,304,97,9,1575,Ceduna (DC)
41060,355,54,11,1678,0,19,279,538,515,381,69,3,1801,3,17,91,256,324,225,85,16,1011,45,61,89,89,130,77,34,7,521,2190,4028,8415,7962,8983,6600,1522,183,39879,Charles Sturt (C)
32770,3,3,0,17,0,0,3,3,3,3,0,0,15,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,10,10,26,79,99,65,38,3,0,332,Doomadgee (S)
32810,34,0,0,165,0,0,21,40,54,40,4,0,163,0,0,10,20,34,30,6,3,97,9,5,11,18,33,27,12,3,118,261,389,1103,1108,1318,1037,303,60,5585,Douglas (S)
33100,6,0,0,7,0,0,0,7,8,3,3,0,22,0,0,3,4,12,0,3,5,24,0,0,0,0,4,3,0,0,8,13,26,69,61,97,69,30,8,379,Etheridge (S)
33200,9,3,0,33,0,0,11,9,17,15,0,0,48,0,0,0,3,8,5,3,0,24,0,0,3,3,10,8,11,0,29,43,69,134,119,179,153,74,27,802,Flinders (S) (Qld)
33220,230,31,3,1097,0,12,149,276,329,226,34,4,1028,5,12,57,122,123,106,33,14,477,35,34,58,68,99,104,32,8,428,2041,2180,4732,6126,7153,5599,1141,181,29137,Fraser Coast (R)
33360,331,31,3,1869,0,68,851,1158,1206,589,50,4,3922,3,29,388,665,660,369,38,5,2165,41,28,64,69,120,58,26,8,412,1647,2274,5637,6132,6335,3807,679,83,26594,Gladstone (R)
33430,1631,344,20,10168,5,110,2203,3996,3681,2026,484,57,12554,16,82,741,2131,2293,1417,462,102,7241,319,425,686,785,796,561,208,41,3817,14679,23559,51107,51530,49907,34108,9568,1065,235525,Gold Coast (C)
33610,27,9,0,158,0,0,28,60,58,33,8,3,190,0,0,14,29,34,31,11,5,122,7,3,11,19,14,26,19,0,100,263,377,913,910,1069,887,272,79,4761,Goondiwindi (R)
37400,4,0,0,15,0,0,9,9,5,4,0,0,23,0,0,0,0,6,3,3,0,15,0,0,0,3,5,3,3,0,16,28,47,101,92,137,125,39,9,581,Winton (S)
41330,9,4,0,36,0,0,11,19,7,0,0,0,40,0,0,0,3,7,0,0,0,11,0,0,3,0,3,4,4,0,18,9,39,162,142,142,125,51,12,677,Coober Pedy (DC)
41560,37,3,0,158,0,0,25,31,55,36,13,3,167,0,3,0,24,22,15,7,0,68,5,10,13,14,8,17,3,9,69,341,364,721,766,1056,873,191,56,4365,Copper Coast (DC)
41750,7,0,0,11,0,0,0,0,4,14,0,0,20,0,0,0,3,7,6,0,0,21,0,0,0,0,4,3,3,0,10,13,25,59,80,117,145,33,3,460,Elliston (DC)
37550,0,0,0,10,0,0,0,0,3,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,11,28,49,52,64,48,9,0,264,Woorabinda (S)
43080,5,4,0,12,0,0,0,4,6,3,3,0,14,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,11,23,54,89,131,97,47,10,468,Karoonda East Murray (DC)
37570,0,0,0,9,0,0,0,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,12,18,29,23,3,0,104,Wujal Wujal (S)
37600,6,0,0,23,0,0,3,5,10,7,0,0,30,0,0,0,5,3,3,0,0,11,0,5,0,0,0,0,0,0,6,6,48,105,99,117,64,4,0,446,Yarrabah (S)
40250,14,3,0,46,0,3,12,6,13,21,7,0,60,0,0,0,0,3,3,0,0,8,0,14,3,4,9,4,0,0,31,11,68,137,117,129,124,27,9,624,Anangu Pitjantjatjara (AC)
40310,102,27,0,425,0,6,56,152,162,90,20,0,490,0,3,17,49,73,49,17,3,209,15,10,22,17,35,36,6,7,145,603,813,1686,2053,2459,1896,504,82,10098,Barossa (DC)
40430,4,3,0,35,0,0,3,12,10,12,6,0,46,0,0,0,3,3,3,4,3,18,0,0,4,0,4,5,0,0,21,27,27,94,132,196,173,57,15,720,Barunga West (DC)
40520,46,3,0,166,0,3,27,47,51,52,6,0,183,0,0,3,20,16,24,6,0,63,4,6,18,14,12,27,4,0,86,218,341,761,900,1073,965,240,35,4530,Berri and Barmera (DC)
45090,13,7,0,101,0,0,15,29,32,34,10,3,126,3,0,12,21,25,19,15,6,93,3,3,3,8,20,16,6,0,62,246,313,698,801,887,760,283,72,4057,Naracoorte and Lucindale (DC)
45120,19,3,0,61,0,0,6,21,22,14,7,4,75,0,0,3,6,9,14,0,0,35,5,0,4,0,12,3,3,3,28,68,125,249,314,375,398,159,37,1728,Northern Areas (DC)
40700,216,64,9,945,0,8,169,389,428,292,80,12,1380,0,7,65,231,341,235,96,14,1002,15,23,33,31,42,31,12,3,196,806,1442,3430,3493,3646,2852,943,139,16760,Burnside (C)
41190,7,0,0,32,0,0,9,3,15,10,3,0,36,0,0,0,0,8,8,0,0,21,0,0,0,3,5,8,0,0,20,29,53,138,157,195,194,50,12,827,Cleve (DC)
45290,217,53,3,1163,0,0,183,415,430,302,71,9,1407,3,3,60,213,309,238,70,9,904,17,31,58,42,51,55,16,3,278,1257,2498,5089,4716,4877,3561,921,136,23048,Norwood Payneham St Peters (C)
45340,361,60,0,1498,0,7,181,376,434,299,51,7,1362,4,8,49,161,205,118,48,7,605,64,56,88,113,107,78,26,6,532,3018,3659,7107,7624,8305,6301,1552,157,37728,Onkaparinga (C)
41830,7,0,0,20,0,0,4,8,0,3,0,0,15,0,0,0,0,6,8,0,3,15,0,0,0,0,0,3,0,0,8,27,31,71,77,114,127,41,5,505,Flinders Ranges (DC)
41960,3,3,0,20,0,0,0,3,7,0,0,0,17,0,0,0,0,7,3,0,0,8,0,0,0,0,4,4,0,0,18,19,29,72,87,116,88,39,8,454,Franklin Harbour (DC)
42030,55,9,0,258,0,0,16,57,70,67,12,0,219,0,0,20,24,35,25,9,4,121,16,16,16,28,18,12,4,0,104,614,680,1219,1202,1433,1092,225,27,6484,Gawler (T)
42110,11,3,0,52,0,0,7,7,14,15,0,0,43,0,0,3,0,8,6,3,0,25,0,3,0,3,7,5,0,4,21,49,78,194,246,311,325,93,40,1339,Goyder (DC)
42250,17,10,0,72,0,0,13,19,26,14,15,6,100,0,0,8,8,17,15,15,0,73,0,0,8,5,12,9,7,5,44,88,134,364,435,577,416,182,62,2263,Grant (DC)
50770,4,0,0,26,0,0,0,11,11,15,4,3,43,0,0,0,4,9,3,4,0,23,0,0,0,4,0,10,0,0,10,23,15,65,151,148,146,83,24,654,Boyup Brook (S)
42600,121,24,8,452,0,3,42,118,121,115,24,3,430,0,0,17,66,71,87,41,8,284,11,12,31,28,38,31,11,4,176,1054,1509,2440,2153,2399,2096,595,94,12348,Holdfast Bay (C)
42750,21,3,0,60,0,0,3,18,24,17,3,0,70,0,0,0,3,7,7,3,0,25,3,0,8,0,9,3,3,0,36,100,116,319,347,483,467,192,35,2048,Kangaroo Island (DC)
43220,3,4,0,20,0,0,5,3,10,3,0,0,22,0,0,0,4,3,7,0,3,24,0,0,0,5,0,3,0,0,16,24,34,118,95,125,93,36,9,535,Kimba (DC)
43360,10,5,0,40,0,3,6,13,13,14,13,3,56,0,0,3,3,9,11,4,0,35,0,0,0,0,3,8,0,0,13,45,54,155,151,170,222,89,22,916,Kingston (DC) (SA)
43650,50,14,0,244,0,3,38,95,75,44,6,0,261,0,0,16,17,45,25,19,0,120,3,8,11,13,15,20,9,0,83,203,359,930,1027,1092,893,276,56,4843,Light (RegC)
43710,11,3,0,61,0,0,7,22,22,11,4,6,78,0,0,4,7,10,11,0,0,40,0,3,5,0,6,9,0,3,28,77,71,236,328,356,299,103,25,1494,Lower Eyre Peninsula (DC)
43790,30,5,0,131,0,7,15,27,29,28,8,3,116,0,0,10,14,23,22,12,10,85,6,0,11,15,15,19,11,3,94,278,335,726,817,1055,928,275,66,4486,Loxton Waikerie (DC)
43920,6,3,3,43,0,0,9,11,7,18,0,0,46,0,0,0,10,7,13,3,3,34,0,5,4,10,11,6,0,0,35,59,195,401,444,441,276,121,21,1961,Mallala (DC)
50840,15,3,3,98,0,3,17,26,43,31,4,0,121,0,0,0,10,13,11,3,0,45,7,3,3,7,9,9,3,0,35,110,73,189,318,404,423,142,24,1674,Bridgetown-Greenbushes (S)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,Maralinga Tjarutja (AC)
44060,211,36,0,911,0,8,120,291,320,208,42,3,993,0,5,34,97,109,95,31,3,375,12,35,60,56,58,38,10,5,285,1353,2280,4476,4332,4621,3622,922,99,21697,Marion (C)
44210,20,3,0,67,0,0,12,12,13,12,0,0,54,4,0,7,4,13,6,8,0,38,9,3,3,10,12,11,3,3,58,125,158,297,380,612,562,172,45,2351,Mid Murray (DC)
44340,394,62,6,1714,0,3,292,510,572,376,76,10,1838,4,0,48,267,309,234,74,11,951,22,25,50,61,76,54,22,9,318,1279,2412,5529,5755,6272,4892,1167,165,27474,Mitcham (C)
44550,64,16,3,408,0,0,70,120,142,89,13,3,442,0,0,25,38,75,46,22,8,209,19,15,21,19,36,29,10,0,158,916,1052,1823,2003,2402,1710,490,84,10480,Mount Barker (DC)
44620,103,8,0,475,0,0,66,129,153,101,19,0,467,0,0,15,43,46,59,11,4,178,26,15,30,37,49,36,10,8,201,970,1142,2323,2488,2952,2255,443,60,12634,Mount Gambier (C)
44830,10,3,0,29,0,0,3,0,13,4,0,0,20,0,0,4,0,8,4,4,0,22,0,0,4,0,3,4,3,3,23,38,49,91,114,216,225,83,25,839,Mount Remarkable (DC)
45040,78,3,0,304,0,0,40,68,83,69,11,3,270,0,0,10,20,23,35,9,0,93,10,9,22,20,32,24,3,5,124,533,918,1836,1720,2056,1518,347,71,8994,Murray Bridge (RC)
45400,3,3,0,11,0,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,5,10,14,54,64,70,109,36,13,377,Orroroo/Carrieton (DC)
45540,6,3,0,18,0,0,0,3,4,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,14,23,36,66,62,92,147,29,5,474,Peterborough (DC)
45680,216,24,0,1052,0,5,177,287,296,171,19,0,956,3,6,38,131,162,76,24,6,448,40,41,65,80,68,48,13,4,350,1526,2389,5534,5044,5422,3652,623,63,24249,Playford (C)
45890,720,90,3,3588,0,33,547,1194,1388,852,118,7,4143,0,17,101,367,517,321,80,9,1425,34,67,171,168,198,129,36,10,823,2578,5418,13732,13900,14821,10500,1997,219,63157,Port Adelaide Enfield (C)
46090,65,14,0,288,0,0,45,87,106,75,12,0,332,0,0,5,12,21,22,10,0,75,9,7,13,19,16,25,5,0,102,321,544,1030,963,1277,1008,241,9,5389,Port Augusta (C)
46300,55,11,0,282,0,0,34,67,90,67,7,0,266,0,4,19,34,40,35,3,3,134,12,16,22,28,30,12,4,0,116,486,563,1357,1343,1492,1132,219,33,6625,Port Lincoln (C)
46450,78,9,0,358,0,3,72,76,118,88,8,0,365,0,0,25,39,43,48,7,0,162,14,9,17,12,27,22,10,3,115,434,589,1235,1280,1613,1251,232,24,6652,Port Pirie City and Dists (M)
50910,3,3,0,22,0,0,3,7,8,3,0,0,21,0,0,0,3,5,3,3,0,10,0,0,3,0,8,4,3,0,20,11,36,50,60,111,78,63,8,427,Brookton (S)
50980,98,6,0,605,0,4,182,252,235,170,22,0,861,3,0,63,94,103,58,19,0,348,14,10,34,29,26,18,5,0,137,291,516,1913,1739,1555,1149,218,20,7401,Broome (S)
46510,68,10,0,267,0,3,29,94,94,50,12,4,285,0,0,13,30,35,39,7,0,132,4,5,12,18,29,16,0,0,83,375,647,1273,1130,1156,908,224,27,5735,Prospect (C)
46670,25,3,0,106,0,0,10,26,33,22,6,0,96,0,3,3,20,22,22,14,0,77,0,10,19,6,12,23,0,3,65,247,360,710,691,865,727,170,47,3825,Renmark Paringa (DC)
46860,8,0,0,28,0,0,3,3,5,6,0,0,15,0,0,0,0,0,0,4,0,9,0,0,0,3,0,0,0,0,9,30,50,101,108,146,119,59,21,632,Robe (DC)
46970,36,4,0,280,0,23,205,179,138,65,6,0,615,0,0,46,73,75,13,0,0,210,0,5,7,6,6,3,0,0,20,73,196,664,556,480,239,22,3,2233,Roxby Downs (M)
47140,438,62,6,2488,0,17,408,989,1136,623,87,13,3268,0,6,72,258,403,241,44,7,1029,36,60,119,103,143,78,23,8,571,2022,4054,10343,10157,10532,6787,1285,135,45320,Salisbury (C)
47290,8,3,0,29,0,0,0,6,12,6,3,0,34,0,0,3,5,6,0,3,0,14,0,3,4,0,3,0,0,0,12,55,53,180,184,209,218,77,19,989,Southern Mallee (DC)
47490,7,3,0,31,0,0,7,4,9,9,3,0,28,0,0,0,5,3,9,0,0,20,0,0,0,0,0,7,3,0,11,35,48,125,168,200,204,52,17,856,Streaky Bay (DC)
47630,21,13,3,99,0,0,9,19,29,20,4,0,86,0,0,3,11,18,10,6,0,48,10,3,12,12,13,15,3,0,57,218,247,590,675,781,637,232,44,3426,Tatiara (DC)
47700,217,36,0,892,0,13,112,208,244,163,24,3,771,0,6,26,102,104,94,23,0,358,38,24,53,48,62,45,12,7,287,2086,2465,4087,3940,4414,3373,842,80,21274,Tea Tree Gully (C)
47800,14,6,0,47,0,0,5,9,30,17,5,0,65,0,0,3,3,4,9,0,0,26,3,0,8,11,7,7,3,3,45,96,144,299,363,469,443,195,32,2034,The Coorong (DC)
47910,3,0,3,25,0,0,7,8,12,9,3,0,32,0,0,3,6,6,12,5,0,29,0,0,0,3,3,10,3,3,17,35,64,121,144,215,219,64,21,885,Tumby Bay (DC)
51400,34,3,0,194,0,0,34,78,98,63,11,0,282,0,0,6,28,40,31,5,0,104,10,6,3,8,16,12,0,0,61,249,231,581,784,876,667,157,24,3567,Capel (S)
51470,3,0,0,20,0,0,0,8,5,6,0,0,22,0,0,0,0,3,3,0,0,6,0,0,3,0,0,7,3,0,10,12,28,53,52,66,80,16,0,311,Carnamah (S)
51540,25,5,0,153,0,5,93,105,84,53,7,0,351,0,5,31,61,59,30,5,0,191,3,3,13,26,37,11,6,0,101,93,191,601,587,636,469,142,27,2741,Carnarvon (S)
51610,0,0,0,13,0,0,4,9,3,3,0,0,17,0,0,0,3,3,4,3,0,11,0,0,4,3,0,3,0,0,16,11,17,51,72,76,61,44,9,337,Chapman Valley (S)
47980,182,43,0,935,0,3,233,478,446,277,67,11,1515,0,6,74,262,337,222,62,5,977,15,29,47,53,36,38,16,0,242,778,1820,4357,4176,4075,3175,901,105,19383,Unley (C)
48050,42,12,0,147,0,0,17,45,48,40,4,0,148,0,0,3,25,11,10,14,3,61,3,3,11,17,9,4,6,4,62,319,334,666,816,977,974,267,44,4396,Victor Harbor (C)
48130,25,11,3,100,0,0,10,20,33,32,8,0,105,0,0,3,11,3,6,8,0,40,0,12,13,6,12,7,8,3,58,124,222,479,488,604,550,190,34,2689,Wakefield (DC)
51960,41,0,0,251,0,21,182,181,159,69,6,0,619,0,0,50,78,74,45,5,0,258,0,3,8,6,9,3,0,0,31,39,127,542,499,497,286,39,5,2043,Coolgardie (S)
52030,4,4,0,19,0,0,0,10,8,8,0,0,19,0,0,0,5,5,6,3,0,13,0,0,0,0,0,3,0,0,4,9,8,57,66,90,95,36,9,373,Coorow (S)
52660,39,11,3,194,0,0,29,51,68,41,9,7,211,0,0,4,23,18,24,5,0,73,6,3,4,8,17,5,3,0,49,348,248,618,677,766,559,146,44,3403,Dardanup (S)
52730,18,3,0,69,0,0,11,22,25,28,8,3,93,0,0,4,12,12,7,7,0,49,8,0,3,3,4,8,9,0,29,150,73,213,330,481,416,200,31,1901,Denmark (S)
52800,48,6,0,191,0,3,50,70,84,51,6,0,268,0,0,19,23,16,14,3,3,86,3,11,18,12,12,6,3,0,69,86,224,649,512,520,477,119,13,2592,Derby-West Kimberley (S)
48260,25,7,3,119,0,0,14,44,39,35,9,0,141,0,0,3,15,30,28,12,3,84,0,0,8,5,7,8,4,0,33,106,229,511,430,484,424,146,21,2350,Walkerville (M)
48340,52,13,0,233,0,3,29,69,101,69,19,10,290,0,0,7,14,41,35,23,4,122,8,3,10,19,15,19,9,0,92,218,308,625,913,1180,929,343,70,4587,Wattle Range (DC)
48410,456,55,3,2434,0,10,452,915,1034,644,101,8,3166,0,3,94,367,508,301,83,15,1371,34,42,126,93,138,79,17,4,536,1487,3543,9396,9657,10232,7027,1404,165,42916,West Torrens (C)
48540,91,8,0,479,0,7,102,154,150,78,3,3,500,0,6,21,57,42,35,10,0,167,7,13,14,25,25,23,0,0,119,394,675,1486,1402,1783,1187,182,22,7135,Whyalla (C)
52870,12,3,0,47,0,0,9,13,17,17,5,0,67,0,0,4,8,6,5,12,3,38,4,0,3,0,9,4,8,0,29,100,77,215,289,352,410,172,27,1640,Donnybrook-Balingup (S)
48640,12,0,0,27,0,0,0,17,8,3,0,0,27,0,0,3,5,6,6,3,0,26,0,0,3,0,0,0,3,0,11,22,50,106,129,137,135,52,7,637,Wudinna (DC)
48750,6,6,0,28,0,0,3,10,23,11,7,0,47,0,0,0,3,8,11,4,0,26,0,0,5,4,3,5,3,0,22,84,107,174,229,315,350,134,33,1409,Yankalilla (DC)
48830,45,16,0,148,0,0,11,36,47,22,17,4,133,0,0,3,15,17,22,8,4,75,5,4,9,8,8,17,3,3,64,154,226,532,624,876,927,299,80,3714,Yorke Peninsula (DC)
49399,113,7,4,806,3,44,447,465,411,201,12,4,1589,0,6,105,192,171,102,10,7,591,3,9,13,14,29,14,0,0,84,97,377,1463,1389,1488,863,126,21,5831,Unincorporated SA
50080,210,26,3,821,0,4,87,213,288,230,42,6,876,0,3,32,87,121,99,30,3,373,28,23,26,33,66,38,18,10,244,1024,1105,2387,2842,3541,2964,811,129,14818,Albany (C)
50210,156,40,0,926,0,15,205,291,293,190,32,4,1029,0,6,56,115,120,82,18,13,392,43,36,52,49,53,35,17,8,294,1571,1881,3935,3566,3351,2573,654,78,17605,Armadale (C)
50250,297,22,0,1952,8,240,2391,2072,1823,904,73,0,7509,3,196,2468,2616,2296,1059,87,0,8727,7,17,99,93,99,53,5,0,370,166,965,6915,6396,5779,2951,265,9,23446,Ashburton (S)
50280,35,11,3,199,0,0,34,63,68,44,8,0,225,0,0,5,29,42,40,17,0,134,7,10,12,30,10,12,7,6,91,347,336,1078,1328,1265,1110,313,69,5849,Augusta-Margaret River (S)
50350,70,8,0,345,0,3,58,105,143,83,16,3,421,0,3,13,39,52,29,5,3,150,5,8,23,20,24,10,0,0,94,224,481,1317,1292,1400,977,228,24,5942,Bassendean (T)
50420,162,30,0,921,0,9,203,325,320,208,50,0,1114,0,0,50,121,148,108,30,4,457,22,52,61,55,78,50,21,5,340,1449,2255,4550,3857,4036,3089,888,95,20215,Bayswater (C)
50490,384,65,3,2627,0,48,1069,1441,1254,670,121,3,4609,0,18,234,775,833,417,64,8,2355,26,43,107,133,131,72,29,0,533,1055,3468,10114,9076,8213,5277,1096,100,38400,Belmont (C)
50560,3,0,0,21,0,0,0,3,8,12,4,0,26,0,0,0,7,8,0,3,0,23,0,0,0,0,4,3,0,0,9,15,26,64,85,108,117,55,17,486,Beverley (S)
50630,45,5,0,305,0,23,216,222,197,91,4,3,755,0,0,40,78,56,24,0,0,196,0,3,8,10,14,6,0,3,37,38,120,498,560,526,307,58,18,2125,Boddington (S)
51080,5,0,0,15,0,0,3,5,11,8,0,0,28,0,0,0,7,4,11,3,0,23,0,0,0,3,0,0,3,0,13,5,16,63,76,97,74,24,3,357,Broomehill-Tambellup (S)
51120,8,0,0,35,0,0,6,7,8,8,0,0,34,0,0,5,3,6,14,3,0,28,0,0,0,0,0,0,3,0,7,10,23,76,65,85,88,36,14,409,Bruce Rock (S)
51190,306,25,0,1297,0,19,253,459,582,380,50,0,1743,5,7,78,149,199,130,30,4,605,34,27,50,58,89,48,21,3,334,1470,2000,4300,4609,5178,3724,763,62,22094,Bunbury (C)
51260,97,22,3,581,0,0,66,214,217,134,34,8,666,0,3,33,89,135,80,26,7,372,15,15,35,32,42,37,16,3,195,928,931,2296,3159,3243,2331,647,95,13639,Busselton (C)
51310,117,28,4,709,0,10,198,382,328,216,41,17,1192,3,3,62,254,373,217,68,14,991,19,16,40,24,36,28,13,0,179,618,1218,3046,2718,2792,2010,606,109,13119,Cambridge (T)
51330,663,104,9,3350,0,63,934,1406,1408,883,134,5,4839,3,16,224,589,699,430,81,16,2060,45,92,176,142,185,89,29,3,759,2865,5470,12995,11641,11629,8226,1893,163,54889,Canning (C)
51680,13,0,0,69,0,4,30,43,35,18,3,0,127,0,0,5,16,21,14,3,0,55,3,0,3,7,10,3,0,0,22,74,79,204,286,328,245,116,24,1361,Chittering (S)
54830,224,33,0,1154,0,36,426,585,665,397,49,0,2154,0,3,129,296,377,211,17,3,1044,7,13,33,37,48,32,12,0,180,510,882,2712,3087,3097,1999,341,30,12657,Kwinana (C)
54900,11,3,0,39,0,0,10,13,19,12,3,0,59,0,0,0,4,11,13,3,3,45,0,3,0,6,0,7,4,0,18,21,43,123,143,184,164,61,17,760,Lake Grace (S)
51750,69,13,3,335,0,3,105,165,164,123,33,3,592,0,3,24,91,113,88,21,5,345,3,22,16,17,20,15,7,5,107,443,956,1498,1184,1229,964,337,59,6685,Claremont (T)
51820,415,65,5,2852,0,59,996,1312,1215,576,87,4,4241,0,10,282,647,607,337,67,3,1959,37,54,138,134,148,72,17,6,603,2289,4078,10147,9636,8873,5388,1135,128,41679,Cockburn (C)
51890,57,3,0,377,0,37,251,347,347,190,10,0,1188,0,4,53,113,140,89,8,0,412,3,4,7,12,8,6,0,3,44,204,312,904,1052,1126,758,127,14,4493,Collie (S)
55460,11,5,0,82,0,0,22,33,46,34,9,0,140,0,0,3,14,13,8,0,3,48,0,0,3,3,3,5,3,0,15,95,140,278,259,324,271,89,23,1475,Merredin (S)
52100,9,3,0,30,0,0,9,13,7,10,0,0,36,0,0,3,6,9,3,3,0,21,0,0,0,0,0,3,0,0,11,16,32,93,95,110,125,47,8,528,Corrigin (S)
52170,29,8,0,114,0,3,37,37,43,32,22,4,179,0,0,17,55,94,58,23,3,247,5,3,5,6,4,10,3,0,38,166,343,640,447,504,394,151,33,2679,Cottesloe (T)
52240,3,0,0,7,0,0,4,7,5,6,0,0,25,0,0,0,5,3,3,5,0,22,3,0,3,3,3,3,0,4,14,15,23,84,104,109,99,53,17,504,Cranbrook (S)
52310,0,0,0,3,0,0,0,7,9,0,0,0,14,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,6,3,8,28,40,43,42,24,4,194,Cuballing (S)
52380,0,0,0,3,0,0,7,3,9,4,0,0,29,0,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,4,8,25,17,29,26,3,0,121,Cue (S)
