LGA_MAIN11,Bosnia_Herzegovina_Befre_1941,Bosnia_Herzegovina_1941_1950,Bosnia_Herzegovina_1951_1960,Bosnia_Herzegovina_1961_1970,Bosnia_Herzegovina_1971_1980,Bosnia_Herzegovina_1981_1990,Bosnia_Herzegovina_1991_2000,Bosnia_Herzegovina_2001_2005,Bosnia_Herzegovina_2006,Bosnia_Herzegovina_2007,Bosnia_Herzegovina_2008,Bosnia_Herzegovina_2009,Bosnia_Herzegovina_2010,Bosnia_Herzegovina_2011,Bosnia_Herzegovina_arrival_ns,Bosnia_Herzegovina_Tot,Cambodia_Before_1941,Cambodia_1941_1950,Cambodia_1951_1960,Cambodia_1961_1970,Cambodia_1971_1980,Cambodia_1981_1990,Cambodia_1991_2000,Cambodia_2001_2005,Cambodia_2006,Cambodia_2007,Cambodia_2008,Cambodia_2009,Cambodia_2010,Cambodia_2011,Cambodia_Yr_arrival_ns,Cambodia_Tot,Canada_Before_1941,Canada_1941_1950,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2005,Canada_2006,Canada_2007,Canada_2008,Canada_2009,Canada_2010,Canada_2011,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1941,China_exc_SARs_Taiwan_41_50,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_05,China_exc_SARs_Taiwan_2006,China_exc_SARs_Taiwan_2007,China_exc_SARs_Taiwan_2008,China_exc_SARs_Taiwan_2009,China_exc_SARs_Taiwan_2010,China_exc_SARs_Taiwan_2011,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1941,Croatia_1941_1950,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2005,Croatia_2006,Croatia_2007,Croatia_2008,Croatia_2009,Croatia_2010,Croatia_2011,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1941,Egypt_1941_1950,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2005,Egypt_2006,Egypt_2007,Egypt_2008,Egypt_2009,Egypt_2010,Egypt_2011,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1941,Fiji_1941_1950,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2005,Fiji_2006,Fiji_2007,Fiji_2008,Fiji_2009,Fiji_2010,Fiji_2011,Fiji_Yr_arrival_NS,Fiji_Tot,Frmr_Y_R_M_FYROM_Bef_1941,Frmr_Y_R_M_FYROM_1941_1950,Frmr_Y_R_M_FYROM_1951_1960,Frmr_Y_R_M_FYROM_1961_1970,Frmr_Y_R_M_FYROM_1971_1980,Frmr_Y_R_M_FYROM_1981_1990,Frmr_Y_R_M_FYROM_1991_2000,Frmr_Y_R_M_FYROM_2001_2005,Frmr_Yug_Rep_Mac_FYROM_2006,Frmr_Yug_Rep_Mac_FYROM_2007,Frmr_Yug_Rep_Mac_FYROM_2008,Frmr_Yug_Rep_Mac_FYROM_2009,Frmr_Yug_Rep_Mac_FYROM_2010,Frmr_Yug_Rep_Mac_FYROM_2011,Frmr_Y_R_M_FYROM_arrival_ns,Frmr_Yug_Rep_Mac_FYROM_Tot,Germany_Before_1941,Germany_1941_1950,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2005,Germany_2006,Germany_2007,Germany_2008,Germany_2009,Germany_2010,Germany_2011,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1941,Greece_1941_1950,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2005,Greece_2006,Greece_2007,Greece_2008,Greece_2009,Greece_2010,Greece_2011,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1941,Hng_Kng_SAR_China_1941_1950,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2005,Hong_Kong_SAR_China_2006,Hong_Kong_SAR_China_2007,Hong_Kong_SAR_China_2008,Hong_Kong_SAR_China_2009,Hong_Kong_SAR_China_2010,Hong_Kong_SAR_China_2011,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1941,India_1941_1950,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2005,India_2006,India_2007,India_2008,India_2009,India_2010,India_2011,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1941,Indonesia_1941_1950,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2005,LGA_NAME11
36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pormpuraaw (S)
36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quilpie (S)
36250,0,0,0,4,3,0,30,0,6,0,0,0,0,0,3,46,0,0,0,0,0,8,13,0,0,0,3,0,0,0,3,27,5,4,4,38,36,57,67,41,13,3,3,6,13,3,10,303,7,4,25,19,3,34,60,46,9,12,16,24,22,0,15,296,0,5,18,64,24,8,22,5,0,0,0,0,0,0,3,149,0,4,19,14,5,12,0,12,0,3,0,3,0,0,4,76,0,0,3,19,29,63,56,37,10,0,10,7,7,5,14,260,0,0,0,5,6,0,9,0,0,0,0,0,0,0,0,20,0,103,192,100,64,129,68,39,25,9,9,3,11,3,29,784,0,0,20,27,5,5,8,8,0,0,0,0,0,0,4,77,0,5,3,9,13,26,18,15,11,0,3,3,3,5,0,114,0,14,15,51,33,36,52,61,25,44,48,45,17,7,22,470,0,7,46,18,16,12,31,26,Redland (C)
36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richmond (S)
36360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,12,21,4,18,4,7,4,3,7,5,4,105,4,6,0,0,12,8,20,30,10,9,10,17,15,9,11,161,0,0,3,9,4,3,3,0,0,0,0,0,0,0,0,22,0,3,3,0,0,0,0,4,0,3,0,5,4,4,0,26,0,0,3,3,15,27,22,10,7,8,3,14,0,3,12,127,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,22,65,54,18,29,22,23,8,4,8,4,3,3,7,270,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,11,0,3,3,5,4,6,6,3,3,3,3,3,0,0,3,45,0,3,0,5,3,16,18,63,33,53,69,46,34,11,17,371,0,0,5,0,3,5,3,11,Rockhampton (R)
36510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,7,11,15,5,0,3,0,0,0,5,70,0,0,0,6,0,6,0,7,0,0,0,0,0,0,8,27,0,4,3,0,0,3,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,5,3,0,0,0,0,3,5,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,23,63,42,25,36,31,16,3,0,6,0,3,3,4,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,3,13,0,5,3,10,4,4,0,4,0,4,4,3,0,3,7,51,0,3,6,3,4,3,4,5,Scenic Rim (R)
36580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,3,5,3,3,4,0,0,0,0,0,3,0,24,0,0,0,0,0,4,0,3,11,19,7,7,3,3,6,63,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,4,3,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,25,13,28,3,6,0,0,0,0,0,0,5,124,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,6,0,Somerset (R)
34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mapoon (S)
35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palm Island (S)
36630,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,3,4,4,5,0,5,0,0,3,0,3,0,0,30,0,0,4,0,0,0,9,3,0,0,3,0,0,0,6,25,0,0,3,3,3,0,3,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,12,49,26,19,19,6,7,3,0,0,0,0,0,7,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,3,0,0,6,3,8,0,0,4,5,3,0,0,0,0,32,0,0,4,0,0,0,0,3,South Burnett (R)
36660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,9,8,7,8,0,0,0,0,0,4,3,0,42,0,0,0,3,0,9,3,14,3,3,3,3,3,0,0,44,0,0,3,25,4,0,5,0,0,0,0,0,0,0,0,37,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,3,7,6,3,0,0,0,0,5,0,0,27,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,16,24,29,13,28,10,5,0,0,0,0,0,0,6,131,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,9,0,0,4,0,0,0,0,0,0,4,7,6,0,4,9,34,0,0,4,0,0,0,0,0,Southern Downs (R)
36710,0,0,3,6,5,6,11,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,3,6,3,3,3,0,3,3,0,27,3,7,14,77,138,153,121,98,23,37,48,38,53,35,28,873,8,13,19,20,17,36,38,59,16,21,9,21,21,11,26,335,3,4,40,77,21,15,7,8,0,0,0,0,0,0,6,181,0,16,26,30,12,3,7,5,4,3,0,3,0,0,7,116,4,7,15,20,43,44,48,43,8,8,14,6,4,6,10,280,0,0,4,7,13,3,3,0,0,0,0,0,0,0,0,30,3,186,557,312,172,319,201,157,31,40,36,34,28,31,90,2197,0,5,36,32,14,5,11,0,0,0,0,0,0,0,6,109,3,0,3,21,17,26,42,32,6,4,3,14,7,8,11,197,3,30,27,73,48,30,40,80,27,60,71,94,44,17,27,671,3,17,54,22,23,31,51,39,Sunshine Coast (R)
36810,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,13,10,3,0,0,0,3,3,0,6,75,0,5,0,3,3,4,0,4,0,3,5,3,4,0,3,37,0,0,30,32,7,0,0,0,0,3,0,0,0,0,4,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,3,3,0,0,3,0,3,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,80,62,47,70,30,23,9,0,4,12,0,3,10,376,0,3,9,3,0,0,0,3,0,0,0,0,0,0,3,21,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,3,4,6,4,11,4,8,7,4,11,10,3,3,4,82,0,0,13,24,6,7,3,3,Tablelands (R)
36910,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,3,3,3,22,28,20,27,27,3,9,18,5,12,7,10,197,0,4,0,0,0,21,44,81,40,41,48,31,43,31,22,406,0,0,5,15,9,0,6,0,0,0,0,0,0,0,0,35,0,0,3,0,0,3,5,12,0,6,0,0,3,0,4,36,3,0,3,0,3,28,36,44,31,6,7,10,4,3,14,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,115,65,36,61,21,27,20,5,7,6,9,0,12,421,0,3,3,7,0,3,3,0,0,0,0,0,0,0,3,22,3,0,0,17,8,18,21,14,0,0,3,6,3,3,7,103,3,3,8,26,7,16,31,76,43,61,102,121,43,18,18,576,0,3,7,5,5,11,11,9,Toowoomba (R)
36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Torres (S)
36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Torres Strait Island (R)
37010,0,0,3,3,0,0,8,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,9,0,0,5,31,44,38,59,70,13,18,18,16,30,17,10,369,4,6,11,16,14,40,19,33,36,48,28,21,26,16,23,341,0,0,6,16,0,3,4,3,0,0,0,0,3,0,0,35,0,0,9,3,0,3,12,4,4,0,4,0,0,3,0,42,0,4,5,14,24,55,73,44,8,6,12,3,8,3,7,266,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,3,47,141,94,66,89,58,48,19,28,39,15,21,12,27,707,3,10,40,31,12,3,5,4,0,0,0,0,0,0,3,111,0,0,0,7,11,26,13,8,4,4,7,3,9,10,9,111,3,4,3,22,26,21,72,122,64,90,111,200,84,47,37,906,0,4,14,18,3,11,22,22,Townsville (C)
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,3,7,5,3,3,0,3,19,22,5,78,0,0,0,0,0,0,4,5,0,3,7,21,6,6,11,63,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,6,4,9,3,0,0,0,0,5,13,25,15,120,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,7,3,4,17,0,3,0,5,0,0,5,9,4,0,8,7,0,8,7,56,0,0,3,0,4,0,5,0,
41010,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Ceduna (DC)
37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weipa (T)
37310,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,3,7,6,0,28,0,0,0,0,3,5,0,5,0,3,3,4,0,0,0,23,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,3,0,0,12,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,15,10,10,5,0,0,0,0,0,0,0,0,68,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,14,6,3,5,7,3,0,3,44,0,3,0,3,0,3,3,0,Western Downs (R)
37340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,13,8,7,0,4,0,0,8,3,65,0,0,0,0,0,4,5,6,0,3,3,0,3,0,3,27,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,10,0,0,0,0,0,3,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,11,43,16,8,16,13,16,0,4,4,3,3,12,14,163,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,3,0,0,0,0,0,0,0,3,5,3,17,0,0,0,3,0,5,0,0,0,0,6,0,0,0,5,19,0,0,3,0,3,3,0,3,Whitsunday (R)
40310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,76,23,15,11,14,11,0,0,0,0,0,0,3,177,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,3,0,3,0,3,7,0,0,3,0,0,3,3,25,0,0,3,0,3,0,0,0,Barossa (DC)
40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Barunga West (DC)
40520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,24,17,0,0,0,0,0,0,0,0,0,0,0,44,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,20,4,0,4,3,0,0,0,0,0,3,0,8,58,0,5,78,89,17,7,0,0,0,0,0,0,0,0,4,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,10,13,27,15,3,6,21,17,0,0,8,120,0,0,0,0,0,0,3,0,Berri and Barmera (DC)
40070,0,0,0,5,4,3,11,0,0,0,0,0,0,0,5,28,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,3,3,9,6,13,5,3,0,3,3,9,0,57,3,0,0,0,4,17,41,179,94,159,236,382,340,106,91,1652,0,0,7,5,5,0,0,0,0,0,0,0,0,0,0,17,0,0,7,3,0,0,4,0,3,0,0,0,0,0,4,21,0,0,0,3,0,4,0,3,0,0,0,0,0,0,3,13,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,7,0,18,33,9,7,11,8,7,0,4,6,0,9,5,9,126,0,3,60,19,7,0,3,0,0,0,0,0,0,0,3,95,0,0,0,0,5,20,19,34,13,33,47,36,36,13,15,271,3,0,4,0,4,4,20,36,27,49,85,68,45,52,17,414,0,0,0,0,0,5,7,14,Adelaide (C)
40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anangu Pitjantjatjara (AC)
