lga_code16,ci_ii_2000_2999_mng,ci_ii_2000_2999_pro,ci_ii_2000_2999_tectw,ci_ii_2000_2999_copsw,ci_ii_2000_2999_claw,ci_ii_2000_2999_swks,ci_ii_2000_2999_maopdv,ci_ii_2000_2999_lab,ci_ii_2000_2999_idns,ci_ii_2000_2999_tot,ci_ii_3000mo_mng,ci_ii_3000mo_pro,ci_ii_3000mo_tectw,ci_ii_3000mo_copsw,ci_ii_3000mo_claw,ci_ii_3000mo_swks,ci_ii_3000mo_maopdv,ci_ii_3000mo_lab,ci_ii_3000mo_idns,ci_ii_3000mo_tot,ci_ii_pins_mng,ci_ii_pins_pro,ci_ii_pins_tectw,ci_ii_pins_copsw,ci_ii_pins_claw,ci_ii_pins_swks,ci_ii_pins_maopdv,ci_ii_pins_lab,ci_ii_pins_idns,ci_ii_pins_tot,ci_ii_tot_mng,ci_ii_tot_pro,ci_ii_tot_tectw,ci_ii_tot_copsw,ci_ii_tot_claw,ci_ii_tot_swks,ci_ii_tot_maopdv,ci_ii_tot_lab,ci_ii_tot_idns,ci_ii_tot_tot,le_idns_nni_mng,le_idns_nni_pro,le_idns_nni_tectw,le_idns_nni_copsw,le_idns_nni_claw,le_idns_nni_swks,le_idns_nni_maopdv,le_idns_nni_lab,le_idns_nni_idns,le_idns_nni_tot,le_idns_1_149_mng,le_idns_1_149_pro,le_idns_1_149_tectw,le_idns_1_149_copsw,le_idns_1_149_claw,le_idns_1_149_swks,le_idns_1_149_maopdv,le_idns_1_149_lab,le_idns_1_149_idns,le_idns_1_149_tot,le_idns_150_299_mng,le_idns_150_299_pro,le_idns_150_299_tectw,le_idns_150_299_copsw,le_idns_150_299_claw,le_idns_150_299_swks,le_idns_150_299_maopdv,le_idns_150_299_lab,le_idns_150_299_idns,le_idns_150_299_tot,le_idns_300_399_mng,le_idns_300_399_pro,le_idns_300_399_tectw,le_idns_300_399_copsw,le_idns_300_399_claw,le_idns_300_399_swks,le_idns_300_399_maopdv,le_idns_300_399_lab,le_idns_300_399_idns,le_idns_300_399_tot,le_idns_400_499_mng,le_idns_400_499_pro,le_idns_400_499_tectw,le_idns_400_499_copsw,le_idns_400_499_claw,le_idns_400_499_swks,le_idns_400_499_maopdv,le_idns_400_499_lab,le_idns_400_499_idns,le_idns_400_499_tot,le_idns_500_649_mng,le_idns_500_649_pro,le_idns_500_649_tectw,le_idns_500_649_copsw,le_idns_500_649_claw,le_idns_500_649_swks,le_idns_500_649_maopdv,le_idns_500_649_lab,le_idns_500_649_idns,le_idns_500_649_tot,le_idns_650_799_mng,le_idns_650_799_pro,le_idns_650_799_tectw,le_idns_650_799_copsw,le_idns_650_799_claw,le_idns_650_799_swks,le_idns_650_799_maopdv,le_idns_650_799_lab,le_idns_650_799_idns,le_idns_650_799_tot,le_idns_800_999_mng,le_idns_800_999_pro,le_idns_800_999_tectw,le_idns_800_999_copsw,le_idns_800_999_claw,le_idns_800_999_swks,le_idns_800_999_maopdv,le_idns_800_999_lab,le_idns_800_999_idns,le_idns_800_999_tot,le_idns_1000_1249_mng,le_idns_1000_1249_pro,le_idns_1000_1249_tectw,le_idns_1000_1249_copsw,le_idns_1000_1249_claw,le_idns_1000_1249_swks,le_idns_1000_1249_maopdv,le_idns_1000_1249_lab,le_idns_1000_1249_idns,le_idns_1000_1249_tot,le_idns_1250_1499_mng,le_idns_1250_1499_pro,le_idns_1250_1499_tectw,le_idns_1250_1499_copsw,le_idns_1250_1499_claw,le_idns_1250_1499_swks,le_idns_1250_1499_maopdv,le_idns_1250_1499_lab,le_idns_1250_1499_idns,le_idns_1250_1499_tot,le_idns_1500_1749_mng,le_idns_1500_1749_pro,le_idns_1500_1749_tectw,le_idns_1500_1749_copsw,le_idns_1500_1749_claw,le_idns_1500_1749_swks,le_idns_1500_1749_maopdv,le_idns_1500_1749_lab,le_idns_1500_1749_idns,le_idns_1500_1749_tot,le_idns_1750_1999_mng,le_idns_1750_1999_pro,le_idns_1750_1999_tectw,le_idns_1750_1999_copsw,le_idns_1750_1999_claw,le_idns_1750_1999_swks,le_idns_1750_1999_maopdv,le_idns_1750_1999_lab,le_idns_1750_1999_idns,le_idns_1750_1999_tot,le_idns_2000_2999_mng,le_idns_2000_2999_pro,le_idns_2000_2999_tectw,le_idns_2000_2999_copsw,le_idns_2000_2999_claw,le_idns_2000_2999_swks,le_idns_2000_2999_maopdv,le_idns_2000_2999_lab,le_idns_2000_2999_idns,le_idns_2000_2999_tot,le_idns_3000mo_mng,le_idns_3000mo_pro,le_idns_3000mo_tectw,le_idns_3000mo_copsw,le_idns_3000mo_claw,le_idns_3000mo_swks,le_idns_3000mo_maopdv,le_idns_3000mo_lab,le_idns_3000mo_idns,le_idns_3000mo_tot,le_idns_pins_mng,le_idns_pins_pro,le_idns_pins_tectw,le_idns_pins_copsw,le_idns_pins_claw,le_idns_pins_swks,le_idns_pins_maopdv,le_idns_pins_lab,le_idns_pins_idns,le_idns_pins_tot,le_idns_tot_mng,le_idns_tot_pro,le_idns_tot_tectw,le_idns_tot_copsw,le_idns_tot_claw,le_idns_tot_swks,le_idns_tot_maopdv,le_idns_tot_lab,le_idns_tot_idns,le_idns_tot_tot,lga_name16
14100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,0,13,9,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,6,0,0,0,12,0,0,0,4,0,3,0,0,3,16,0,0,0,3,3,0,3,0,0,17,0,3,0,0,3,3,0,3,0,17,0,0,3,0,5,0,0,5,0,13,4,5,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,8,17,21,10,18,20,10,4,17,13,121,Hunters Hill (A)
14170,6,10,0,0,3,0,0,0,0,22,3,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,6,80,55,41,77,126,72,32,44,10,542,10,3,0,10,3,3,0,0,3,31,0,7,0,4,0,10,0,3,3,25,3,6,4,24,3,8,0,8,7,60,0,11,14,14,11,11,6,16,10,98,6,6,15,22,17,12,8,15,9,109,12,18,24,27,20,23,10,32,11,181,17,24,27,33,38,24,20,37,9,217,29,31,33,27,41,15,25,18,7,233,23,43,44,17,34,14,14,20,10,225,19,48,15,8,23,10,13,8,10,170,21,30,10,4,13,14,4,5,8,111,13,25,3,3,12,5,3,3,7,75,38,31,9,7,15,3,8,3,6,111,22,23,5,0,3,4,5,0,3,61,8,18,12,10,5,9,4,5,43,122,231,324,215,208,251,166,125,165,147,1840,Inner West (A)
14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,5,13,15,19,7,18,0,105,3,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,5,0,10,4,0,0,3,0,3,0,6,3,18,3,0,0,0,0,7,0,4,3,18,0,0,0,0,4,4,0,3,0,18,9,0,9,5,0,0,3,8,4,38,3,6,11,9,8,3,0,16,3,58,4,3,3,9,8,8,5,12,0,46,0,3,0,3,0,0,4,3,0,21,3,3,3,0,0,3,0,0,0,15,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,4,0,5,0,0,4,0,8,16,35,44,27,39,27,28,27,17,61,43,302,Inverell (A)
14400,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,25,17,13,0,12,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,9,0,0,0,4,0,3,0,3,0,5,0,3,0,0,0,0,0,4,0,10,3,0,0,3,3,0,0,0,0,11,4,0,0,3,8,3,0,3,0,18,5,0,4,0,10,0,0,0,0,15,3,0,6,0,4,0,0,0,0,13,3,3,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,18,19,16,19,26,12,10,16,4,139,Kiama (A)
14500,3,0,0,0,3,0,0,0,0,10,5,0,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,5,26,15,25,49,53,24,7,13,0,217,3,0,0,5,0,0,0,0,6,14,0,8,0,7,3,0,0,6,0,26,0,0,0,8,7,3,0,3,0,21,4,5,0,13,16,0,3,4,0,47,3,8,0,9,5,8,4,5,5,38,4,12,8,14,13,13,0,5,3,76,4,28,10,16,21,10,0,9,11,102,9,28,5,25,21,8,4,11,0,109,14,34,12,14,24,0,0,6,4,108,11,17,8,3,23,10,0,4,0,79,5,12,10,4,6,3,3,0,7,45,5,16,3,8,0,3,0,0,0,37,12,13,3,0,10,0,0,0,6,39,18,22,0,0,5,0,0,0,6,50,0,11,3,8,9,4,0,0,18,53,99,219,68,115,156,65,15,50,60,845,Ku-ring-gai (A)
14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,5,5,3,11,0,37,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,4,0,10,3,0,0,0,0,3,0,0,3,13,7,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,3,4,0,13,4,3,0,0,0,0,0,3,0,19,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,4,11,35,12,7,9,8,12,5,17,5,106,Kyogle (A)
14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,5,8,7,5,0,0,45,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,3,0,0,3,0,0,0,0,0,10,4,0,0,0,0,0,0,3,0,10,4,0,3,0,0,0,0,3,0,9,0,0,4,0,0,4,0,4,0,13,4,0,4,0,3,0,4,0,0,14,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,3,3,0,0,3,0,0,0,0,10,0,0,0,0,5,0,0,3,0,7,37,11,12,5,12,7,15,11,3,108,Lachlan (A)
14650,3,4,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,10,3,0,0,0,4,0,4,0,0,10,66,41,45,150,245,190,50,136,4,937,0,3,0,0,5,4,3,3,0,15,0,10,0,15,0,17,0,11,5,61,3,0,5,7,9,8,3,13,3,61,8,10,6,18,17,18,4,15,4,89,5,7,11,34,12,16,3,14,12,116,3,14,19,39,37,16,13,20,12,176,4,28,21,35,41,18,16,28,5,192,13,27,25,22,38,25,10,25,3,188,11,23,25,10,24,23,9,23,4,154,11,19,9,9,21,11,11,4,3,95,8,28,6,9,6,4,3,0,3,73,14,14,5,0,8,4,3,0,0,44,9,12,6,3,9,4,3,0,3,41,5,15,0,0,0,3,3,0,7,44,0,8,14,15,11,10,0,9,30,100,102,211,153,226,239,173,79,183,99,1463,Lake Macquarie (C)
14700,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,9,9,31,12,3,14,0,130,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,3,0,4,3,0,0,0,0,8,0,0,0,3,5,0,0,4,0,12,0,6,0,3,3,0,0,3,3,24,3,3,3,0,13,6,0,5,0,32,3,5,4,5,12,7,5,3,0,37,3,12,6,12,14,3,3,10,3,59,7,7,11,3,14,3,3,5,3,57,7,5,3,3,7,0,0,3,0,38,6,9,4,0,0,3,0,4,3,33,12,12,3,0,3,0,0,0,0,26,17,23,3,0,3,3,0,0,3,49,18,5,0,0,3,0,0,0,0,23,0,10,3,3,3,5,0,0,10,31,68,99,37,41,88,35,6,35,38,440,Lane Cove (A)
14750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,9,14,9,7,27,0,92,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,6,0,0,0,4,0,4,0,0,0,12,3,0,3,0,5,3,0,0,0,15,4,0,0,3,0,0,3,3,0,13,0,0,0,4,0,0,0,3,0,13,5,3,7,4,12,4,6,3,0,38,3,4,0,0,5,0,11,14,0,35,3,0,3,5,0,0,0,6,0,25,3,3,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,9,32,16,21,15,21,15,29,42,11,200,Leeton (A)
14850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,16,17,51,85,75,19,70,5,372,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,4,0,4,0,15,3,0,4,0,4,4,0,7,5,22,8,5,0,4,7,9,0,6,0,40,7,6,5,6,6,8,3,13,3,55,9,4,0,8,12,14,0,19,0,64,10,4,10,8,12,7,11,15,0,76,10,8,9,11,23,10,7,11,4,96,6,15,4,5,4,0,11,3,0,53,5,7,3,3,8,4,3,0,0,34,6,14,0,3,4,0,0,0,0,23,7,11,6,3,0,0,0,0,0,20,6,7,0,0,3,0,0,0,0,21,3,12,0,0,0,0,0,0,0,16,0,5,7,7,0,3,0,3,16,42,74,99,40,59,89,65,36,81,42,586,Lismore (C)
14870,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,10,28,38,19,8,18,3,141,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,7,0,4,0,21,3,0,0,3,3,0,0,3,0,19,3,0,0,0,4,4,3,0,0,19,3,0,4,3,4,4,4,3,0,32,0,0,3,4,4,0,3,0,0,18,3,3,0,0,12,0,3,7,0,31,0,3,3,0,0,0,8,0,0,19,3,4,0,0,0,0,3,4,0,17,0,3,0,3,0,0,0,0,3,13,0,4,0,0,0,0,3,0,0,7,0,0,3,0,0,0,3,0,0,9,0,0,3,0,0,0,3,0,4,5,0,0,0,4,0,0,3,8,9,24,20,21,22,22,40,23,39,36,14,232,Lithgow (C)
14900,7,0,0,0,3,3,0,0,0,16,3,0,0,0,4,0,0,0,0,9,0,0,0,0,3,3,0,0,0,11,91,49,56,117,233,115,87,107,15,858,3,0,3,0,0,0,0,3,14,18,0,0,4,4,3,15,5,12,4,42,4,8,4,9,8,32,3,19,6,100,5,12,14,10,15,17,6,13,5,87,4,8,19,18,18,7,11,23,7,119,9,12,13,29,32,25,16,37,15,190,9,25,39,42,56,31,48,39,19,318,28,23,35,28,71,20,46,47,20,309,34,54,48,16,63,19,38,26,14,303,15,37,22,12,31,4,16,9,3,156,16,33,14,8,18,5,12,7,6,118,10,26,9,7,6,5,7,3,0,77,19,18,10,3,3,3,11,3,3,69,16,34,0,4,4,3,4,3,0,71,16,13,16,23,10,9,11,11,62,161,187,301,244,215,341,182,240,242,176,2134,Liverpool (C)
14920,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,7,14,0,11,5,0,58,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,6,4,0,0,3,0,0,3,0,0,14,0,0,0,3,0,3,0,0,0,12,3,3,0,0,5,0,0,0,0,16,0,0,0,3,0,0,3,4,0,18,3,3,0,0,4,0,0,0,0,9,3,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,13,24,16,6,17,13,5,16,17,3,117,Liverpool Plains (A)
14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,0,4,0,3,0,0,3,0,24,Lockhart (A)
15050,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,4,0,0,0,8,0,3,0,0,4,0,0,0,0,4,39,12,41,61,149,114,32,66,0,515,3,0,0,0,0,0,0,3,3,8,0,0,0,0,0,13,0,8,0,29,0,0,0,16,3,3,0,4,3,27,4,7,4,3,6,4,5,7,3,35,0,3,3,10,6,11,4,12,6,54,3,11,9,20,9,11,8,12,0,81,0,8,11,7,11,14,13,20,0,84,8,17,11,13,15,8,8,9,3,95,11,13,12,9,22,6,9,8,4,86,8,5,5,0,19,3,9,3,0,58,9,3,4,3,3,3,4,5,0,33,4,3,0,0,3,0,0,4,0,14,3,9,0,3,3,0,6,0,0,23,3,3,0,0,0,0,0,0,3,24,0,11,3,7,3,9,3,9,11,49,63,91,62,96,96,78,66,94,45,692,Maitland (C)
15240,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,3,0,14,64,30,46,60,120,127,28,89,3,560,8,0,0,0,3,3,0,0,0,14,3,0,0,4,3,30,0,11,4,53,12,0,3,7,7,16,0,15,4,63,7,8,4,11,13,6,4,19,4,80,7,5,7,4,4,11,7,16,4,75,3,13,14,30,27,25,8,20,8,143,12,21,9,43,19,16,10,29,3,154,22,7,17,18,21,11,14,20,9,145,12,16,10,12,21,6,21,8,3,109,10,7,5,3,4,0,3,7,0,49,10,9,0,0,0,0,3,0,4,28,4,4,0,0,0,0,8,4,0,20,6,7,3,3,0,3,10,0,0,24,6,12,0,0,0,0,0,3,0,24,6,3,3,8,3,11,3,13,16,61,126,116,76,146,136,140,89,167,65,1059,Mid-Coast (A)
15270,3,0,0,0,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,30,13,7,20,39,29,22,28,0,176,3,0,0,0,0,0,0,0,3,12,0,0,0,0,0,3,0,3,0,7,4,3,0,0,4,4,0,7,0,25,3,0,0,0,5,3,0,0,5,22,6,0,6,7,7,3,0,4,3,41,6,3,3,10,6,8,4,5,0,41,6,0,6,4,3,4,3,4,3,37,11,3,3,4,3,3,5,3,0,37,8,3,4,5,8,4,5,3,0,35,8,0,3,3,3,0,7,3,0,24,0,0,0,0,3,0,4,0,0,11,4,3,0,0,0,0,3,0,0,12,3,4,4,0,0,0,13,0,0,21,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,4,3,7,29,60,31,32,32,48,35,51,39,27,360,Mid-Western Regional (A)
15300,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,4,10,10,22,7,5,12,0,95,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,7,0,3,0,0,0,5,0,0,0,14,0,0,3,3,0,0,0,4,0,9,0,0,3,8,5,0,6,0,3,29,3,0,3,0,5,3,3,0,0,26,7,0,4,5,3,0,3,0,0,21,0,4,0,0,5,3,4,3,0,23,3,0,0,0,3,5,0,3,0,14,6,3,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,10,5,0,0,0,6,0,0,0,0,10,4,4,0,3,3,0,5,9,9,36,44,23,14,28,37,24,23,25,20,233,Moree Plains (A)
15350,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,8,7,17,16,9,0,3,0,78,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,10,0,4,0,0,3,0,0,0,0,11,0,0,3,0,0,0,0,6,0,14,3,4,0,7,3,0,0,5,0,28,3,3,12,3,4,6,4,4,3,37,0,5,0,3,6,3,0,0,0,23,10,6,6,5,4,6,0,3,0,33,6,6,3,0,3,4,0,0,0,15,0,4,3,0,5,3,3,0,0,17,3,3,3,0,3,0,0,0,0,14,9,3,0,0,0,0,0,0,0,22,4,5,3,0,0,0,0,0,3,12,3,3,0,0,3,0,0,0,3,15,35,59,36,18,30,32,8,20,15,258,Mosman (A)
15520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,13,13,3,4,19,0,70,3,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,6,0,9,4,0,0,4,0,0,0,0,0,13,0,0,0,10,3,0,3,4,0,24,3,0,4,3,0,0,0,5,0,25,7,3,3,0,0,0,10,4,3,27,5,0,4,0,0,0,3,4,0,12,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,3,3,16,42,13,17,20,3,5,18,30,15,162,Murray River (A)
15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,3,0,3,0,0,0,0,11,5,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,3,3,3,3,3,9,12,3,59,Murrumbidgee (A)
15650,0,0,4,0,0,0,10,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,11,4,16,19,26,23,30,34,3,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,3,0,3,0,9,3,0,0,3,6,0,0,4,0,15,3,0,0,4,10,0,5,5,0,24,0,0,9,4,0,3,0,7,0,29,0,0,5,5,5,0,7,3,0,29,0,0,3,3,3,0,8,3,0,33,0,0,5,0,3,0,3,3,0,18,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,9,5,0,5,0,0,0,21,3,0,37,0,4,3,0,0,0,7,0,0,16,4,3,0,0,3,3,8,0,4,24,25,14,38,28,29,14,62,42,18,263,Muswellbrook (A)
15700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,4,9,13,23,12,9,19,3,106,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,13,0,0,3,0,0,0,0,7,0,15,0,0,0,0,0,4,0,6,0,17,0,0,3,4,0,0,0,6,0,25,6,0,3,8,3,0,0,4,0,30,5,6,5,5,11,0,0,9,0,34,3,0,4,0,0,3,0,3,0,18,0,4,3,3,5,0,4,0,3,28,0,0,3,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,4,0,6,19,29,24,23,39,22,14,13,49,13,226,Nambucca (A)
15750,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,10,3,5,24,9,17,17,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,16,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,3,3,0,12,3,3,3,0,3,3,0,0,0,18,3,0,3,0,5,0,4,9,3,30,0,0,3,3,3,4,3,7,0,28,3,0,6,3,3,0,6,8,0,29,5,0,0,3,0,0,4,6,3,27,3,3,0,0,0,0,3,0,0,16,3,5,0,0,0,0,4,0,3,20,0,0,0,0,0,0,8,0,0,7,3,0,0,0,0,0,4,0,0,7,4,3,4,0,3,0,3,0,0,17,7,0,0,0,4,0,0,8,8,25,33,22,19,20,27,21,48,46,23,258,Narrabri (A)
15800,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,3,6,9,6,4,8,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,4,0,10,3,0,0,0,0,0,0,7,0,13,3,0,0,0,0,0,0,3,0,13,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,31,9,0,9,10,5,4,23,6,93,Narrandera (A)
15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,6,4,3,5,0,0,43,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,0,3,3,0,0,3,0,17,0,0,3,3,3,0,3,0,0,10,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,25,4,4,9,7,3,3,10,7,80,Narromine (A)
