lga_code16,ci_ii_2000_2999_mng,ci_ii_2000_2999_pro,ci_ii_2000_2999_tectw,ci_ii_2000_2999_copsw,ci_ii_2000_2999_claw,ci_ii_2000_2999_swks,ci_ii_2000_2999_maopdv,ci_ii_2000_2999_lab,ci_ii_2000_2999_idns,ci_ii_2000_2999_tot,ci_ii_3000mo_mng,ci_ii_3000mo_pro,ci_ii_3000mo_tectw,ci_ii_3000mo_copsw,ci_ii_3000mo_claw,ci_ii_3000mo_swks,ci_ii_3000mo_maopdv,ci_ii_3000mo_lab,ci_ii_3000mo_idns,ci_ii_3000mo_tot,ci_ii_pins_mng,ci_ii_pins_pro,ci_ii_pins_tectw,ci_ii_pins_copsw,ci_ii_pins_claw,ci_ii_pins_swks,ci_ii_pins_maopdv,ci_ii_pins_lab,ci_ii_pins_idns,ci_ii_pins_tot,ci_ii_tot_mng,ci_ii_tot_pro,ci_ii_tot_tectw,ci_ii_tot_copsw,ci_ii_tot_claw,ci_ii_tot_swks,ci_ii_tot_maopdv,ci_ii_tot_lab,ci_ii_tot_idns,ci_ii_tot_tot,le_idns_nni_mng,le_idns_nni_pro,le_idns_nni_tectw,le_idns_nni_copsw,le_idns_nni_claw,le_idns_nni_swks,le_idns_nni_maopdv,le_idns_nni_lab,le_idns_nni_idns,le_idns_nni_tot,le_idns_1_149_mng,le_idns_1_149_pro,le_idns_1_149_tectw,le_idns_1_149_copsw,le_idns_1_149_claw,le_idns_1_149_swks,le_idns_1_149_maopdv,le_idns_1_149_lab,le_idns_1_149_idns,le_idns_1_149_tot,le_idns_150_299_mng,le_idns_150_299_pro,le_idns_150_299_tectw,le_idns_150_299_copsw,le_idns_150_299_claw,le_idns_150_299_swks,le_idns_150_299_maopdv,le_idns_150_299_lab,le_idns_150_299_idns,le_idns_150_299_tot,le_idns_300_399_mng,le_idns_300_399_pro,le_idns_300_399_tectw,le_idns_300_399_copsw,le_idns_300_399_claw,le_idns_300_399_swks,le_idns_300_399_maopdv,le_idns_300_399_lab,le_idns_300_399_idns,le_idns_300_399_tot,le_idns_400_499_mng,le_idns_400_499_pro,le_idns_400_499_tectw,le_idns_400_499_copsw,le_idns_400_499_claw,le_idns_400_499_swks,le_idns_400_499_maopdv,le_idns_400_499_lab,le_idns_400_499_idns,le_idns_400_499_tot,le_idns_500_649_mng,le_idns_500_649_pro,le_idns_500_649_tectw,le_idns_500_649_copsw,le_idns_500_649_claw,le_idns_500_649_swks,le_idns_500_649_maopdv,le_idns_500_649_lab,le_idns_500_649_idns,le_idns_500_649_tot,le_idns_650_799_mng,le_idns_650_799_pro,le_idns_650_799_tectw,le_idns_650_799_copsw,le_idns_650_799_claw,le_idns_650_799_swks,le_idns_650_799_maopdv,le_idns_650_799_lab,le_idns_650_799_idns,le_idns_650_799_tot,le_idns_800_999_mng,le_idns_800_999_pro,le_idns_800_999_tectw,le_idns_800_999_copsw,le_idns_800_999_claw,le_idns_800_999_swks,le_idns_800_999_maopdv,le_idns_800_999_lab,le_idns_800_999_idns,le_idns_800_999_tot,le_idns_1000_1249_mng,le_idns_1000_1249_pro,le_idns_1000_1249_tectw,le_idns_1000_1249_copsw,le_idns_1000_1249_claw,le_idns_1000_1249_swks,le_idns_1000_1249_maopdv,le_idns_1000_1249_lab,le_idns_1000_1249_idns,le_idns_1000_1249_tot,le_idns_1250_1499_mng,le_idns_1250_1499_pro,le_idns_1250_1499_tectw,le_idns_1250_1499_copsw,le_idns_1250_1499_claw,le_idns_1250_1499_swks,le_idns_1250_1499_maopdv,le_idns_1250_1499_lab,le_idns_1250_1499_idns,le_idns_1250_1499_tot,le_idns_1500_1749_mng,le_idns_1500_1749_pro,le_idns_1500_1749_tectw,le_idns_1500_1749_copsw,le_idns_1500_1749_claw,le_idns_1500_1749_swks,le_idns_1500_1749_maopdv,le_idns_1500_1749_lab,le_idns_1500_1749_idns,le_idns_1500_1749_tot,le_idns_1750_1999_mng,le_idns_1750_1999_pro,le_idns_1750_1999_tectw,le_idns_1750_1999_copsw,le_idns_1750_1999_claw,le_idns_1750_1999_swks,le_idns_1750_1999_maopdv,le_idns_1750_1999_lab,le_idns_1750_1999_idns,le_idns_1750_1999_tot,le_idns_2000_2999_mng,le_idns_2000_2999_pro,le_idns_2000_2999_tectw,le_idns_2000_2999_copsw,le_idns_2000_2999_claw,le_idns_2000_2999_swks,le_idns_2000_2999_maopdv,le_idns_2000_2999_lab,le_idns_2000_2999_idns,le_idns_2000_2999_tot,le_idns_3000mo_mng,le_idns_3000mo_pro,le_idns_3000mo_tectw,le_idns_3000mo_copsw,le_idns_3000mo_claw,le_idns_3000mo_swks,le_idns_3000mo_maopdv,le_idns_3000mo_lab,le_idns_3000mo_idns,le_idns_3000mo_tot,le_idns_pins_mng,le_idns_pins_pro,le_idns_pins_tectw,le_idns_pins_copsw,le_idns_pins_claw,le_idns_pins_swks,le_idns_pins_maopdv,le_idns_pins_lab,le_idns_pins_idns,le_idns_pins_tot,le_idns_tot_mng,le_idns_tot_pro,le_idns_tot_tectw,le_idns_tot_copsw,le_idns_tot_claw,le_idns_tot_swks,le_idns_tot_maopdv,le_idns_tot_lab,le_idns_tot_idns,le_idns_tot_tot,lga_name16
33430,11,8,3,5,6,14,0,3,0,50,9,3,3,0,6,3,0,4,0,26,3,4,6,5,4,9,3,3,3,32,232,154,252,447,555,558,154,435,37,2826,7,7,13,5,8,12,5,5,15,77,3,10,7,32,11,68,3,35,12,180,5,26,23,68,27,41,11,43,13,265,27,40,46,70,48,52,21,74,24,390,23,35,50,74,57,64,28,85,30,461,37,62,84,128,107,110,43,131,35,738,76,86,131,135,170,120,74,142,54,978,89,123,134,116,160,111,75,113,28,942,109,132,146,72,144,73,71,57,44,858,68,102,75,43,78,36,26,32,18,481,58,93,45,13,42,25,24,26,13,343,30,48,27,17,21,16,6,8,10,179,69,82,23,12,19,25,20,6,9,253,54,102,15,10,6,16,0,6,13,231,35,39,34,43,33,51,30,64,211,553,698,998,847,829,935,819,431,834,536,6919,Gold Coast (C)
33610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,11,13,13,8,15,0,68,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,4,0,6,0,0,0,3,0,3,0,3,0,13,0,0,0,0,0,4,0,9,0,21,0,3,0,7,0,0,3,7,0,24,5,0,0,0,0,3,5,5,0,26,3,3,0,4,3,0,5,3,3,15,4,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,9,0,0,4,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,4,5,17,24,14,14,15,11,16,17,43,10,158,Goondiwindi (R)
33620,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,30,7,18,36,62,68,26,78,4,332,4,0,0,0,0,0,0,0,3,7,4,0,0,4,0,4,0,4,0,17,4,3,0,0,0,3,0,9,0,22,3,0,6,7,0,4,0,8,3,35,3,3,3,3,4,9,0,7,0,36,10,5,4,17,3,8,4,21,7,73,4,3,10,8,6,6,4,5,4,62,11,4,8,0,3,5,5,3,0,46,16,3,4,8,5,0,9,14,3,58,3,8,3,0,0,0,3,3,0,30,0,6,0,0,0,0,0,4,3,20,3,3,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,3,6,7,6,3,3,9,12,52,73,50,55,54,38,51,32,81,34,474,Gympie (R)
33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,11,7,8,4,10,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,3,0,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,5,0,6,0,0,5,3,3,0,0,3,0,17,3,0,0,3,3,0,0,3,0,20,3,3,0,3,0,0,4,6,0,19,7,3,4,3,4,0,3,3,0,28,0,0,0,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,9,23,17,15,24,18,7,11,30,6,154,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,4,3,3,20,Hope Vale (S)
33960,8,0,0,0,3,0,0,0,0,14,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,4,0,10,73,40,68,160,160,193,72,184,9,959,0,0,5,0,0,3,0,5,0,20,0,0,3,3,0,16,0,7,0,38,3,5,4,9,3,17,3,9,3,52,3,5,12,14,6,15,3,18,16,82,3,4,17,15,8,7,5,12,6,80,4,15,20,31,12,24,19,34,10,162,11,14,33,41,10,26,38,38,15,218,17,15,34,29,29,11,40,62,18,267,21,21,30,38,20,9,34,34,17,223,11,20,17,17,18,3,16,3,11,110,14,19,21,12,10,3,9,5,10,98,9,17,5,8,3,0,5,3,3,51,16,26,11,4,3,3,4,3,7,68,11,21,0,0,0,0,0,0,6,45,4,3,15,7,10,12,8,21,60,132,130,176,209,223,143,151,183,263,167,1647,Ipswich (C)
33980,0,0,13,0,3,0,28,5,0,43,0,0,0,0,0,0,13,0,0,17,0,0,0,0,0,0,3,0,0,5,19,3,26,17,29,11,91,61,4,256,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,0,0,0,14,0,0,0,7,0,0,3,3,0,20,0,0,0,0,3,0,0,9,0,15,0,0,0,7,3,0,0,0,0,10,3,0,0,9,3,0,3,7,0,24,3,0,0,0,8,3,0,7,3,25,6,0,10,0,0,3,10,13,0,43,10,0,12,4,3,0,14,7,3,48,0,0,13,0,0,0,23,7,0,37,5,0,6,0,0,0,36,4,3,50,0,4,10,0,0,0,34,3,0,56,7,3,23,0,3,0,59,4,0,98,3,6,20,0,0,0,30,0,0,67,0,0,5,0,0,3,16,3,7,44,41,21,100,31,28,16,228,69,22,564,Isaac (R)
34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,Kowanyama (S)
34530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,17,32,29,36,6,26,0,164,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,7,0,14,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,3,0,4,3,18,0,0,0,3,0,0,0,3,0,17,7,0,3,4,3,0,0,0,0,21,9,7,7,8,3,3,3,10,3,43,3,4,4,8,9,5,3,13,4,39,0,3,3,0,3,0,3,4,3,18,0,0,6,0,0,0,0,3,3,17,0,3,0,0,0,0,0,0,0,11,0,3,0,0,4,0,3,0,0,12,0,4,0,3,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,7,3,0,3,0,0,3,4,8,8,27,28,30,28,36,25,24,19,47,17,251,Livingstone (S)
34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,0,3,0,8,4,0,3,8,0,28,Lockhart River (S)
34580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,21,6,13,25,27,42,11,58,3,203,0,0,0,0,0,0,0,0,0,4,8,0,0,3,3,8,0,3,0,27,4,0,0,0,0,3,0,5,0,20,6,0,3,3,3,3,0,3,5,24,5,0,0,3,3,3,0,13,0,27,6,0,8,6,6,5,4,23,0,60,12,3,9,3,3,4,13,25,6,73,13,3,6,6,8,3,6,36,3,85,6,7,11,3,3,3,3,3,0,37,3,8,0,0,0,0,7,3,0,18,0,3,0,0,0,0,3,0,0,7,3,3,0,0,0,0,4,0,0,9,0,3,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,8,0,0,3,4,0,0,3,6,17,36,63,31,40,34,26,34,45,124,35,444,Lockyer Valley (R)
34590,4,0,0,0,7,3,5,0,0,14,0,0,0,0,0,3,0,3,0,10,0,0,0,0,3,4,0,8,0,11,82,46,104,198,243,283,87,230,15,1293,3,7,0,4,0,9,0,4,12,35,4,7,0,10,0,20,3,10,7,64,0,6,11,19,8,19,9,16,5,82,8,8,18,27,13,12,10,21,3,117,9,6,15,26,29,19,9,23,10,145,15,21,27,47,34,36,31,47,20,275,18,27,34,53,50,35,37,54,22,340,35,31,49,34,59,30,61,44,22,364,39,51,49,35,49,17,34,31,12,325,28,29,26,19,29,11,12,24,10,189,6,30,9,12,12,8,12,8,7,110,6,20,8,3,3,7,4,0,3,58,15,13,3,8,7,5,8,4,3,66,15,31,0,0,0,4,3,8,6,62,17,10,20,15,12,12,13,18,77,187,231,291,277,311,316,249,236,311,220,2439,Logan (C)
41010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,8,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,0,3,3,0,3,0,0,0,0,14,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,6,15,8,10,8,3,0,7,11,3,74,Ceduna (DC)
41060,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,29,27,44,65,106,106,41,78,8,497,3,0,0,0,0,0,0,5,0,13,0,0,3,9,0,6,0,7,0,26,0,0,3,5,0,11,0,7,3,40,0,10,8,12,4,12,3,9,0,61,4,5,15,17,11,14,3,13,0,72,0,6,10,22,16,17,10,29,4,123,11,9,13,39,27,11,14,21,0,137,11,20,28,25,17,4,26,17,3,150,17,29,21,15,16,13,9,9,8,147,15,15,6,3,15,0,0,8,0,67,10,20,8,0,6,3,3,3,0,59,5,12,3,0,3,3,0,3,0,37,10,13,0,0,0,5,0,0,0,36,7,14,0,0,0,0,0,3,0,27,8,6,3,8,3,6,4,13,17,70,97,166,136,155,120,116,73,133,60,1062,Charles Sturt (C)
37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,0,0,3,3,0,18,Winton (S)
37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,3,0,0,3,6,0,25,Woorabinda (S)
41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,3,0,0,0,0,3,0,29,Cleve (DC)
41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,3,3,14,Elliston (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,Wujal Wujal (S)
37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,0,0,6,4,30,Yarrabah (S)
41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,Franklin Harbour (DC)
40070,12,10,0,8,11,4,0,0,0,47,9,0,0,0,0,3,0,0,0,13,0,0,0,5,0,3,0,0,0,12,125,131,66,239,512,154,15,113,19,1375,3,4,0,3,0,0,0,0,10,27,0,4,0,13,0,23,0,13,6,58,0,8,3,21,4,10,0,14,6,74,7,15,9,23,13,13,0,21,13,109,3,13,7,14,23,20,3,21,9,120,9,22,14,35,36,20,4,23,12,174,10,23,21,32,73,28,10,23,11,224,20,57,23,43,104,17,7,19,16,314,27,77,39,27,116,14,3,9,18,327,15,96,26,8,64,8,3,0,8,236,26,76,9,16,34,3,5,4,8,181,25,63,8,10,19,5,3,0,4,141,43,85,8,15,19,3,7,0,9,194,27,63,3,3,7,7,0,3,9,122,12,18,12,23,21,9,3,6,84,187,234,626,187,295,537,176,47,164,212,2475,Adelaide (C)
40120,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,4,12,20,22,25,4,28,0,138,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,16,0,0,0,3,0,3,0,0,0,7,0,0,4,3,3,3,0,4,0,14,0,0,3,3,3,3,0,6,0,15,4,0,5,6,0,6,0,4,4,36,6,3,3,0,3,5,0,9,0,30,7,7,5,3,3,3,0,5,0,32,0,3,5,0,9,3,3,3,0,23,3,3,0,3,0,0,3,0,0,16,0,4,3,0,3,0,0,4,0,15,3,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,0,0,3,9,14,35,23,29,27,30,28,18,45,14,249,Adelaide Hills (DC)
40220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,14,19,19,19,9,25,0,127,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,11,3,0,0,0,0,0,0,4,0,11,5,0,0,0,0,3,0,0,0,9,0,3,0,3,3,3,0,3,0,24,3,0,5,9,3,0,0,6,0,26,5,3,0,5,3,0,0,7,0,31,4,3,0,3,4,0,3,0,0,22,3,0,0,0,4,0,3,3,0,18,0,0,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,3,8,15,47,16,19,24,22,18,12,27,17,204,Alexandrina (DC)
41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,9,0,3,0,4,7,28,Coober Pedy (DC)
41560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,6,9,17,15,9,17,3,95,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,3,0,15,0,0,0,3,0,3,0,3,0,10,0,0,4,4,0,0,0,0,3,14,0,0,3,0,0,3,3,3,0,17,0,0,0,7,0,4,0,4,0,12,0,0,6,4,4,0,0,0,4,23,0,4,11,0,5,0,3,0,0,23,0,0,0,0,0,3,0,0,0,10,3,0,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,3,4,0,3,0,16,19,9,25,18,20,27,6,21,14,163,Copper Coast (DC)
40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,12,0,11,0,15,0,5,0,3,7,39,Anangu Pitjantjatjara (AC)
