lga_code16,seo_agff_bf_91,seo_agff_91_95,seo_agff_96_00,seo_agff_01_05,seo_agff_06_10,seo_agff_11_15,seo_agff_2016,seo_agff_ns,seo_agff_tot,seo_min_bf_91,seo_min_91_95,seo_min_96_00,seo_min_01_05,seo_min_06_10,seo_min_11_15,seo_min_2016,seo_min_ns,seo_min_tot,seo_mnf_bf_91,seo_mnf_91_95,seo_mnf_96_00,seo_mnf_01_05,seo_mnf_06_10,seo_mnf_11_15,seo_mnf_2016,seo_mnf_ns,seo_mnf_tot,seo_egwws_bf_91,seo_egwws_91_95,seo_egwws_96_00,seo_egwws_01_05,seo_egwws_06_10,seo_egwws_11_15,seo_egwws_2016,seo_egwws_ns,seo_egwws_tot,seo_const_bf_91,seo_const_91_95,seo_const_96_00,seo_const_01_05,seo_const_06_10,seo_const_11_15,seo_const_2016,seo_const_ns,seo_const_tot,seo_wst_bf_91,seo_wst_91_95,seo_wst_96_00,seo_wst_01_05,seo_wst_06_10,seo_wst_11_15,seo_wst_2016,seo_wst_ns,seo_wst_tot,seo_rett_bf_91,seo_rett_91_95,seo_rett_96_00,seo_rett_01_05,seo_rett_06_10,seo_rett_11_15,seo_rett_2016,seo_rett_ns,seo_rett_tot,seo_acfd_bf_91,seo_acfd_91_95,seo_acfd_96_00,seo_acfd_01_05,seo_acfd_06_10,seo_acfd_11_15,seo_acfd_2016,seo_acfd_ns,seo_acfd_tot,seo_tpw_bf_91,seo_tpw_91_95,seo_tpw_96_00,seo_tpw_01_05,seo_tpw_06_10,seo_tpw_11_15,seo_tpw_2016,seo_tpw_ns,seo_tpw_tot,seo_imt_bf_91,seo_imt_91_95,seo_imt_96_00,seo_imt_01_05,seo_imt_06_10,seo_imt_11_15,seo_imt_2016,seo_imt_ns,seo_imt_tot,seo_finins_bf_91,seo_finins_91_95,seo_finins_96_00,seo_finins_01_05,seo_finins_06_10,seo_finins_11_15,seo_finins_2016,seo_finins_ns,seo_finins_tot,seo_rhre_bf_91,seo_rhre_91_95,seo_rhre_96_00,seo_rhre_01_05,seo_rhre_06_10,seo_rhre_11_15,seo_rhre_2016,seo_rhre_ns,seo_rhre_tot,seo_prosts_bf_91,seo_prosts_91_95,seo_prosts_96_00,seo_prosts_01_05,seo_prosts_06_10,seo_prosts_11_15,seo_prosts_2016,seo_prosts_ns,seo_prosts_tot,seo_adsup_bf_91,seo_adsup_91_95,seo_adsup_96_00,seo_adsup_01_05,seo_adsup_06_10,seo_adsup_11_15,seo_adsup_2016,seo_adsup_ns,seo_adsup_tot,seo_pubas_bf_91,seo_pubas_91_95,seo_pubas_96_00,seo_pubas_01_05,seo_pubas_06_10,seo_pubas_11_15,seo_pubas_2016,seo_pubas_ns,seo_pubas_tot,seo_edtrn_bf_91,seo_edtrn_91_95,seo_edtrn_96_00,seo_edtrn_01_05,seo_edtrn_06_10,seo_edtrn_11_15,seo_edtrn_2016,seo_edtrn_ns,seo_edtrn_tot,seo_hc_sa_bf_91,seo_hc_sa_91_95,seo_hc_sa_96_00,seo_hc_sa_01_05,seo_hc_sa_06_10,seo_hc_sa_11_15,seo_hc_sa_2016,seo_hc_sa_ns,seo_hc_sa_tot,seo_artsr_bf_91,seo_artsr_91_95,seo_artsr_96_00,seo_artsr_01_05,seo_artsr_06_10,seo_artsr_11_15,seo_artsr_2016,seo_artsr_ns,seo_artsr_tot,seo_othsvs_bf_91,seo_othsvs_91_95,seo_othsvs_96_00,seo_othsvs_01_05,seo_othsvs_06_10,seo_othsvs_11_15,seo_othsvs_2016,seo_othsvs_ns,seo_othsvs_tot,seo_idns_bf_91,seo_idns_91_95,seo_idns_96_00,seo_idns_01_05,seo_idns_06_10,seo_idns_11_15,seo_idns_2016,seo_idns_ns,seo_idns_tot,seo_tot_bf_91,seo_tot_91_95,seo_tot_96_00,seo_tot_01_05,seo_tot_06_10,seo_tot_11_15,seo_tot_2016,seo_tot_ns,seo_tot_tot,solsewvw_agff_bf_91,solsewvw_agff_91_95,solsewvw_agff_96_00,solsewvw_agff_01_05,solsewvw_agff_06_10,solsewvw_agff_11_15,solsewvw_agff_2016,solsewvw_agff_ns,solsewvw_agff_tot,solsewvw_min_bf_91,solsewvw_min_91_95,lga_name16
36510,51,5,14,3,7,12,3,3,86,4,0,0,3,0,0,0,0,8,45,3,9,6,3,8,0,0,82,6,0,3,6,0,0,0,0,16,61,3,3,9,14,10,0,0,102,14,0,0,3,0,0,0,0,24,77,3,14,18,14,5,0,0,136,64,10,17,28,17,17,0,8,166,31,5,10,0,3,3,0,0,54,10,0,3,0,3,0,0,0,21,9,5,3,6,3,3,0,0,23,20,0,3,3,3,3,0,0,33,57,0,15,4,9,3,0,0,88,35,3,3,3,3,3,0,3,55,58,3,12,4,9,6,0,0,95,112,8,7,17,17,7,0,10,184,124,15,15,23,16,10,0,4,215,21,3,7,8,9,3,0,0,46,44,3,6,4,11,3,0,4,79,49,3,5,4,10,0,0,3,86,900,85,148,153,154,98,10,40,1591,10,3,3,3,9,23,3,0,47,0,0,Scenic Rim (R)
36580,30,0,3,10,3,3,0,3,47,5,0,0,0,0,0,0,0,6,36,8,12,10,19,22,5,5,114,5,0,0,0,0,0,0,0,4,15,0,3,3,0,0,0,0,25,3,0,0,0,0,0,0,0,7,28,0,4,3,3,0,0,3,41,12,0,0,4,0,0,0,0,21,13,3,0,3,0,3,0,4,19,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,5,13,0,3,0,0,0,0,3,23,5,0,3,0,0,0,0,0,7,31,3,0,0,4,0,0,0,45,37,3,3,3,8,3,0,0,51,37,0,10,6,12,3,0,0,65,3,0,3,0,0,0,0,0,7,13,0,0,4,0,0,0,3,18,15,4,3,5,4,4,0,4,36,306,23,55,54,56,37,9,26,562,11,8,4,0,3,11,0,0,45,0,0,Somerset (R)
36630,36,3,8,3,0,5,0,6,58,15,0,0,8,7,0,0,0,31,34,5,11,3,4,3,0,4,60,13,0,4,3,3,0,0,0,23,15,0,0,3,3,0,0,5,26,9,0,4,0,0,0,0,3,18,37,3,5,0,6,0,0,6,60,24,3,6,5,11,9,0,0,61,33,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,9,0,6,0,0,0,0,0,20,7,0,0,0,0,3,0,0,14,27,0,3,0,3,0,0,3,41,58,10,3,11,10,0,0,5,88,100,12,17,4,18,12,0,3,159,3,0,0,0,0,0,0,0,4,20,3,4,0,0,4,0,0,33,16,0,3,0,3,3,0,0,25,462,44,77,49,62,38,0,28,760,4,0,0,3,0,5,0,0,20,0,0,South Burnett (R)
36660,70,0,6,15,15,5,0,9,118,3,0,0,0,0,0,0,0,10,41,7,11,4,8,10,0,4,88,0,0,0,0,0,0,0,0,0,26,0,3,4,4,0,0,0,39,7,0,0,0,0,0,0,0,7,43,0,4,11,8,9,0,8,75,36,0,9,4,5,3,0,0,67,39,3,6,0,4,0,0,0,51,4,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,12,22,0,9,7,0,0,0,0,37,15,0,0,0,0,3,0,0,20,24,0,4,7,0,0,0,0,44,61,6,7,8,8,4,0,3,97,100,4,10,11,18,12,0,0,156,3,0,0,0,7,0,0,0,12,16,0,3,0,0,3,0,7,31,12,3,3,3,3,6,0,3,31,544,31,77,78,73,61,5,45,912,10,9,4,6,16,31,0,3,81,0,0,Southern Downs (R)
36720,136,19,21,35,25,36,16,5,298,19,5,0,3,9,4,0,0,41,408,55,100,150,201,118,6,20,1062,69,12,15,23,24,7,0,0,154,670,86,143,248,317,164,16,33,1669,188,30,37,52,66,35,0,10,416,777,104,186,285,384,193,9,36,1980,413,79,147,282,396,263,22,44,1643,311,35,44,54,113,54,4,13,632,90,12,24,32,42,14,4,3,219,216,34,60,91,149,81,6,6,645,234,40,53,65,83,55,0,8,538,562,75,83,167,200,134,7,24,1247,293,36,73,92,122,62,8,14,707,330,40,64,76,87,42,3,11,648,793,88,156,185,285,153,9,43,1710,1603,232,343,520,687,434,11,76,3909,140,20,32,53,61,64,0,8,373,301,48,68,115,193,143,3,33,897,330,44,93,132,149,96,3,30,886,7871,1090,1743,2669,3602,2148,133,416,19679,20,10,9,9,22,58,18,10,163,0,0,Sunshine Coast (R)
36820,67,3,6,10,11,27,18,3,149,5,0,0,0,0,0,0,0,7,18,0,3,3,0,3,0,3,33,7,0,0,0,0,0,0,0,7,21,4,3,0,0,4,0,0,32,12,0,0,0,0,0,3,0,17,57,11,8,4,10,4,3,3,93,28,3,11,13,5,3,0,4,66,11,0,0,0,0,0,0,0,15,4,0,0,3,0,0,0,0,8,5,0,0,3,0,0,0,0,14,14,0,0,0,0,0,0,0,20,19,0,8,4,0,0,0,0,34,15,0,3,4,3,3,0,0,26,28,3,7,10,0,0,0,0,46,75,4,5,5,9,3,0,0,106,101,8,20,15,23,6,0,3,176,10,0,0,0,0,0,0,0,16,21,0,5,5,3,0,0,5,37,16,0,0,0,0,0,0,3,29,547,47,75,76,74,62,29,29,941,23,4,5,11,21,48,15,7,122,0,0,Tablelands (R)
36910,109,14,16,25,29,18,8,8,218,35,3,12,7,15,20,0,3,101,139,19,40,50,65,41,3,9,362,26,6,3,10,5,3,0,4,54,153,17,36,30,38,39,0,8,313,78,3,12,18,17,26,0,3,158,197,24,35,44,60,59,0,7,427,87,18,30,47,57,40,0,8,282,111,9,9,20,18,17,3,6,182,19,0,3,6,5,0,0,0,35,67,11,17,18,13,15,0,7,143,37,8,9,7,4,11,0,0,71,126,15,26,39,40,25,0,12,286,78,8,12,8,17,10,0,0,133,206,32,34,34,44,23,3,8,378,385,34,64,62,64,37,4,8,669,537,59,70,116,144,98,6,19,1051,19,0,3,8,7,8,0,3,43,83,8,19,35,30,15,0,4,200,77,12,14,15,15,18,3,5,166,2578,291,465,595,685,513,31,112,5270,19,3,0,6,88,111,9,15,259,3,0,Toowoomba (R)
36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,13,4,0,0,0,3,3,0,0,12,8,0,0,0,6,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,11,0,0,5,0,0,0,0,19,10,0,0,0,0,0,0,3,17,8,3,0,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,69,7,3,9,16,12,6,7,130,3,0,0,0,0,0,0,0,3,0,0,Torres (S)
36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,Torres Strait Island (R)
37010,21,0,3,5,4,6,0,4,35,30,7,3,3,16,10,0,0,71,173,22,28,37,63,45,0,12,382,54,3,7,15,12,4,0,0,94,250,30,45,43,74,48,0,14,503,102,4,16,18,22,8,3,6,186,272,45,58,70,97,74,0,21,644,163,35,63,76,139,139,11,15,646,239,21,26,42,59,32,0,12,432,43,10,3,20,21,3,0,0,103,68,6,8,10,14,7,0,0,124,75,10,5,12,16,9,0,6,126,172,30,37,43,75,32,3,5,405,115,15,28,29,32,38,5,12,263,480,85,131,112,152,86,4,19,1073,441,46,91,109,155,122,7,24,998,771,96,171,187,279,198,21,37,1759,46,11,5,10,21,19,0,8,122,148,18,28,37,52,35,0,9,321,129,21,28,24,42,43,3,19,303,3790,533,787,903,1340,957,66,218,8594,8,4,6,3,12,12,0,4,45,3,0,Townsville (C)
31000,107,25,24,39,49,25,5,4,285,550,103,172,227,380,319,6,34,1790,3390,533,934,1112,1447,969,49,144,8572,569,85,166,226,273,138,3,23,1487,2997,529,840,1004,1473,1057,65,198,8157,1674,273,468,496,755,496,32,69,4255,2863,541,1115,1197,1482,1131,65,185,8583,1160,320,735,942,1167,1280,145,155,5905,3617,567,946,1037,1511,1048,38,186,8940,771,156,233,274,339,290,20,46,2141,1985,377,603,730,910,679,27,100,5409,1035,186,267,317,361,282,18,43,2508,4362,867,1403,1753,2221,1548,111,195,12464,1389,221,392,502,690,718,55,100,4068,4425,654,879,970,1040,519,26,142,8651,4387,660,1007,1118,1353,1147,62,170,9908,6710,1149,1646,1966,2660,1807,99,314,16358,649,126,206,249,269,218,17,42,1770,1654,263,415,523,699,625,38,95,4307,1703,285,474,585,790,681,51,301,4864,45997,7905,12928,15265,19856,14990,947,2535,120430,67,21,24,28,64,54,11,8,277,152,73,Brisbane (C)
31900,38,6,6,3,3,34,15,11,109,0,0,0,0,0,0,0,0,0,25,0,3,0,4,0,0,0,37,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,12,3,0,0,0,0,0,0,0,4,9,0,0,0,3,0,0,0,18,3,0,3,3,0,3,0,0,11,5,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,5,0,0,3,0,3,0,0,6,3,0,0,0,3,0,0,0,13,5,0,0,0,3,0,0,0,12,21,0,0,0,3,4,0,0,36,24,0,3,0,4,3,0,3,38,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,13,3,0,3,0,0,0,0,0,11,164,18,27,20,29,59,18,15,344,28,3,0,5,3,33,13,23,107,0,0,Burdekin (S)
31950,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,Burke (S)
32080,63,13,9,10,5,10,4,3,120,16,0,0,3,6,3,0,3,36,200,27,33,32,46,23,5,9,378,42,3,4,11,12,6,0,0,76,315,45,48,70,78,32,0,16,610,127,6,25,27,24,26,0,4,241,437,86,96,126,133,100,12,18,1007,376,70,127,157,189,210,32,41,1207,379,42,52,73,73,68,3,23,720,38,3,15,13,17,12,0,3,90,89,14,5,23,21,15,0,3,168,138,19,29,29,23,24,0,3,270,245,44,46,49,73,46,3,16,509,228,33,39,55,60,65,3,5,493,387,62,69,98,80,40,0,24,758,474,87,97,116,122,72,8,23,1004,803,146,173,243,319,191,10,49,1935,77,17,17,18,32,27,5,4,192,174,41,44,40,63,44,3,10,416,161,25,23,42,57,30,3,31,369,4760,786,958,1231,1427,1050,105,290,10609,17,0,3,7,35,20,0,4,91,4,0,Cairns (R)
32250,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,35,0,5,3,5,6,3,4,54,0,0,0,0,0,0,0,0,3,0,0,Carpentaria (S)
32260,76,6,14,12,24,53,37,13,241,3,0,0,0,0,0,0,0,4,32,4,3,3,3,4,0,0,53,7,0,0,0,0,0,0,0,8,15,4,0,4,0,0,0,0,26,10,0,4,0,0,0,0,0,17,57,3,7,0,12,11,0,0,88,49,3,6,13,15,21,4,3,108,23,4,3,5,3,6,0,3,49,3,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,11,5,0,0,0,0,0,0,0,11,12,4,0,3,3,3,0,0,25,22,0,0,3,0,8,0,0,38,46,0,3,0,3,0,0,0,59,42,8,13,8,4,3,0,0,86,80,12,8,9,15,15,0,3,142,10,0,0,3,3,0,0,0,18,9,5,3,0,6,3,0,0,26,31,3,3,3,7,4,3,5,64,549,61,71,73,109,136,42,40,1078,57,22,17,14,153,140,33,23,458,0,0,Cassowary Coast (R)
30900,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,Boulia (S)
31750,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,Bulloo (S)
31820,110,5,22,22,19,43,30,20,270,4,0,0,0,0,0,0,0,10,93,10,7,13,18,15,8,11,181,11,0,3,3,4,0,0,0,16,75,3,16,15,14,8,0,0,133,22,8,3,6,4,8,0,0,51,149,11,28,27,34,19,0,10,269,65,10,23,16,26,23,0,5,171,71,6,7,5,18,4,0,3,117,15,4,5,0,3,0,0,0,29,21,0,3,3,3,4,0,0,41,29,3,0,6,0,0,0,0,37,57,3,9,10,5,3,0,4,93,38,3,7,4,0,12,0,5,65,78,8,7,14,19,8,0,3,135,151,19,17,23,17,18,0,13,250,295,38,67,58,97,76,3,10,638,12,0,5,5,0,3,0,0,23,50,8,11,4,10,4,0,0,99,46,6,7,3,7,4,3,4,81,1410,145,245,236,301,260,46,87,2720,45,13,16,19,46,94,57,42,317,0,0,Bundaberg (R)
32270,37,0,6,0,11,9,3,7,73,224,27,47,61,109,51,0,11,527,17,0,3,3,4,0,0,0,30,5,0,0,0,3,0,0,0,12,34,3,8,7,15,3,0,0,71,14,0,0,5,5,3,0,0,22,37,6,8,17,25,24,4,3,122,31,4,12,8,28,43,0,8,131,22,7,8,12,11,4,0,4,63,0,0,0,0,0,0,0,0,7,5,0,3,0,3,4,0,0,16,8,0,3,0,0,6,0,3,22,10,0,0,7,3,5,0,0,33,16,3,0,9,8,7,0,0,40,23,0,9,4,14,3,0,0,58,31,10,11,9,17,14,0,3,86,32,3,4,4,26,12,0,3,90,5,0,0,0,0,0,0,0,6,10,3,3,7,9,10,0,3,44,20,3,6,5,12,3,0,5,46,580,81,130,165,290,200,8,47,1512,0,0,3,4,10,25,4,0,55,9,4,Central Highlands (R) (Qld)
32310,4,0,0,0,0,0,3,0,15,5,3,7,6,7,3,0,0,32,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,4,16,0,0,3,0,3,0,0,23,6,3,0,0,0,5,0,0,21,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,7,22,7,3,3,11,7,0,3,52,22,4,3,3,5,4,0,0,41,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,9,0,0,3,0,3,0,0,17,135,20,20,22,29,28,3,10,260,0,0,0,0,0,0,0,0,0,0,0,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,3,0,0,0,0,0,0,3,12,73,10,13,19,15,19,0,3,155,13,0,3,0,7,0,0,0,26,0,0,0,0,0,0,0,0,0,10,3,3,0,3,11,0,0,22,0,0,3,0,0,0,0,0,6,4,0,0,0,0,0,0,0,10,3,0,4,0,3,7,0,0,19,9,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,3,0,3,0,4,3,0,0,17,5,0,3,0,5,0,0,0,14,5,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,130,18,40,38,42,48,3,10,329,0,0,0,0,0,4,0,0,8,4,7,Cloncurry (S)
32500,0,0,3,3,3,3,0,4,12,41,5,6,4,6,15,0,0,82,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,16,3,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,12,0,3,0,4,0,0,0,21,20,0,0,0,4,12,4,3,48,8,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,3,0,0,3,0,0,15,4,0,0,0,0,0,0,0,5,20,3,4,5,4,0,0,0,39,14,3,0,6,0,0,0,0,19,11,0,3,0,3,0,0,0,19,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,165,23,38,23,30,37,4,14,331,3,0,3,0,7,13,4,8,41,5,3,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Croydon (S)
37300,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,8,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,10,0,0,0,0,9,0,3,17,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,6,4,0,0,0,0,0,0,3,11,3,0,3,4,0,0,0,3,17,4,0,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,5,52,3,17,11,8,25,0,13,126,0,0,0,0,0,0,0,0,0,0,0,Weipa (T)
37310,38,0,5,10,5,17,0,4,76,59,11,9,13,31,28,0,7,158,12,4,0,6,5,11,0,3,39,23,5,3,13,15,6,0,0,61,68,5,13,26,54,24,0,5,205,12,0,3,0,4,3,0,0,21,31,4,0,9,7,9,0,3,68,20,3,4,9,23,24,0,5,86,14,3,0,0,4,3,0,3,26,3,3,0,0,0,0,0,0,10,0,3,0,3,3,0,0,0,13,5,0,3,0,0,0,0,0,10,11,0,3,3,10,4,0,0,27,6,0,0,3,10,5,0,0,37,25,0,7,3,8,10,0,0,52,24,4,4,7,8,3,0,0,54,42,0,8,7,9,9,0,4,79,3,0,0,0,3,0,0,0,6,21,0,9,3,3,6,0,0,44,14,0,9,7,9,10,0,3,52,435,54,95,121,215,171,7,41,1137,4,0,0,3,16,65,8,0,101,3,0,Western Downs (R)
37340,44,7,14,7,8,33,19,10,150,39,3,3,6,14,3,0,7,71,28,0,5,16,11,8,0,3,68,8,0,0,0,0,3,0,0,16,51,10,3,7,15,9,0,0,104,12,3,0,0,0,3,0,0,28,71,4,14,16,21,19,0,5,156,128,13,24,40,50,164,24,26,474,80,5,19,21,23,33,3,7,194,3,0,0,0,0,0,0,0,7,6,0,3,0,3,0,0,0,14,22,0,3,6,6,4,0,3,51,40,5,10,15,15,7,0,0,81,35,3,10,12,12,32,7,5,116,20,3,5,7,13,10,0,3,58,43,6,14,6,11,16,0,3,105,67,10,14,11,30,16,0,3,148,8,3,0,0,8,13,0,3,35,27,0,5,14,10,20,0,0,73,23,3,6,9,10,8,3,7,76,758,84,169,196,267,404,58,81,2015,15,9,4,11,11,66,22,28,170,0,0,Whitsunday (R)
