lga_code16,seo_agff_bf_91,seo_agff_91_95,seo_agff_96_00,seo_agff_01_05,seo_agff_06_10,seo_agff_11_15,seo_agff_2016,seo_agff_ns,seo_agff_tot,seo_min_bf_91,seo_min_91_95,seo_min_96_00,seo_min_01_05,seo_min_06_10,seo_min_11_15,seo_min_2016,seo_min_ns,seo_min_tot,seo_mnf_bf_91,seo_mnf_91_95,seo_mnf_96_00,seo_mnf_01_05,seo_mnf_06_10,seo_mnf_11_15,seo_mnf_2016,seo_mnf_ns,seo_mnf_tot,seo_egwws_bf_91,seo_egwws_91_95,seo_egwws_96_00,seo_egwws_01_05,seo_egwws_06_10,seo_egwws_11_15,seo_egwws_2016,seo_egwws_ns,seo_egwws_tot,seo_const_bf_91,seo_const_91_95,seo_const_96_00,seo_const_01_05,seo_const_06_10,seo_const_11_15,seo_const_2016,seo_const_ns,seo_const_tot,seo_wst_bf_91,seo_wst_91_95,seo_wst_96_00,seo_wst_01_05,seo_wst_06_10,seo_wst_11_15,seo_wst_2016,seo_wst_ns,seo_wst_tot,seo_rett_bf_91,seo_rett_91_95,seo_rett_96_00,seo_rett_01_05,seo_rett_06_10,seo_rett_11_15,seo_rett_2016,seo_rett_ns,seo_rett_tot,seo_acfd_bf_91,seo_acfd_91_95,seo_acfd_96_00,seo_acfd_01_05,seo_acfd_06_10,seo_acfd_11_15,seo_acfd_2016,seo_acfd_ns,seo_acfd_tot,seo_tpw_bf_91,seo_tpw_91_95,seo_tpw_96_00,seo_tpw_01_05,seo_tpw_06_10,seo_tpw_11_15,seo_tpw_2016,seo_tpw_ns,seo_tpw_tot,seo_imt_bf_91,seo_imt_91_95,seo_imt_96_00,seo_imt_01_05,seo_imt_06_10,seo_imt_11_15,seo_imt_2016,seo_imt_ns,seo_imt_tot,seo_finins_bf_91,seo_finins_91_95,seo_finins_96_00,seo_finins_01_05,seo_finins_06_10,seo_finins_11_15,seo_finins_2016,seo_finins_ns,seo_finins_tot,seo_rhre_bf_91,seo_rhre_91_95,seo_rhre_96_00,seo_rhre_01_05,seo_rhre_06_10,seo_rhre_11_15,seo_rhre_2016,seo_rhre_ns,seo_rhre_tot,seo_prosts_bf_91,seo_prosts_91_95,seo_prosts_96_00,seo_prosts_01_05,seo_prosts_06_10,seo_prosts_11_15,seo_prosts_2016,seo_prosts_ns,seo_prosts_tot,seo_adsup_bf_91,seo_adsup_91_95,seo_adsup_96_00,seo_adsup_01_05,seo_adsup_06_10,seo_adsup_11_15,seo_adsup_2016,seo_adsup_ns,seo_adsup_tot,seo_pubas_bf_91,seo_pubas_91_95,seo_pubas_96_00,seo_pubas_01_05,seo_pubas_06_10,seo_pubas_11_15,seo_pubas_2016,seo_pubas_ns,seo_pubas_tot,seo_edtrn_bf_91,seo_edtrn_91_95,seo_edtrn_96_00,seo_edtrn_01_05,seo_edtrn_06_10,seo_edtrn_11_15,seo_edtrn_2016,seo_edtrn_ns,seo_edtrn_tot,seo_hc_sa_bf_91,seo_hc_sa_91_95,seo_hc_sa_96_00,seo_hc_sa_01_05,seo_hc_sa_06_10,seo_hc_sa_11_15,seo_hc_sa_2016,seo_hc_sa_ns,seo_hc_sa_tot,seo_artsr_bf_91,seo_artsr_91_95,seo_artsr_96_00,seo_artsr_01_05,seo_artsr_06_10,seo_artsr_11_15,seo_artsr_2016,seo_artsr_ns,seo_artsr_tot,seo_othsvs_bf_91,seo_othsvs_91_95,seo_othsvs_96_00,seo_othsvs_01_05,seo_othsvs_06_10,seo_othsvs_11_15,seo_othsvs_2016,seo_othsvs_ns,seo_othsvs_tot,seo_idns_bf_91,seo_idns_91_95,seo_idns_96_00,seo_idns_01_05,seo_idns_06_10,seo_idns_11_15,seo_idns_2016,seo_idns_ns,seo_idns_tot,seo_tot_bf_91,seo_tot_91_95,seo_tot_96_00,seo_tot_01_05,seo_tot_06_10,seo_tot_11_15,seo_tot_2016,seo_tot_ns,seo_tot_tot,solsewvw_agff_bf_91,solsewvw_agff_91_95,solsewvw_agff_96_00,solsewvw_agff_01_05,solsewvw_agff_06_10,solsewvw_agff_11_15,solsewvw_agff_2016,solsewvw_agff_ns,solsewvw_agff_tot,solsewvw_min_bf_91,solsewvw_min_91_95,lga_name16
14200,13,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,4,3,3,14,0,3,33,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,17,9,0,3,0,0,0,0,0,11,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,10,9,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,3,9,15,0,0,0,0,0,0,0,19,28,3,3,3,0,0,0,3,42,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,9,0,0,3,0,0,0,0,8,134,12,16,15,6,19,0,9,214,0,0,0,3,4,0,0,0,12,0,0,Inverell (A)
14400,9,0,3,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,3,27,0,5,0,3,0,0,0,38,3,0,0,0,0,0,0,0,11,33,0,3,11,5,0,0,0,49,40,3,10,11,19,7,0,6,90,12,0,3,0,3,3,0,0,25,7,0,0,0,0,0,0,0,6,5,0,3,0,0,0,0,0,14,12,0,0,0,0,0,0,0,13,26,0,3,4,4,0,0,0,41,8,7,0,3,3,0,0,0,20,20,0,0,3,4,0,0,0,30,28,0,7,7,0,3,0,0,45,52,0,4,4,7,7,0,0,75,8,0,4,0,3,3,0,0,27,12,0,0,0,3,3,0,0,20,11,3,0,0,0,3,0,0,20,335,23,38,47,56,34,0,12,548,0,0,0,0,0,0,0,0,3,0,0,Kiama (A)
14500,3,0,0,4,0,0,0,0,9,3,0,0,0,0,0,0,0,5,72,14,16,17,16,6,0,0,141,3,0,0,0,3,0,0,0,10,142,17,32,31,33,34,0,3,302,73,11,17,22,18,12,0,5,155,119,26,55,52,50,37,0,3,341,57,11,40,51,54,41,0,4,255,42,0,15,4,8,3,0,0,76,48,10,11,14,11,7,0,0,105,121,18,24,18,13,13,0,3,210,72,11,19,13,9,7,0,3,137,401,73,99,77,68,61,7,13,793,57,9,22,12,16,6,0,0,125,69,12,8,7,14,3,0,0,115,434,74,148,102,94,65,0,13,924,603,100,166,147,106,83,10,15,1227,25,3,17,10,4,13,0,4,74,97,15,29,23,23,16,0,9,206,103,22,34,29,22,20,3,12,248,2538,440,749,624,570,427,28,81,5448,5,0,0,0,3,0,0,0,10,3,0,Ku-ring-gai (A)
14550,23,0,3,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,0,0,0,3,3,0,0,19,0,0,0,0,3,0,0,0,4,13,0,0,0,3,3,0,0,21,9,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,26,0,0,3,0,3,0,0,30,15,0,3,3,0,4,0,0,28,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,11,0,0,0,4,0,0,0,21,150,10,16,17,16,17,0,5,234,4,0,3,4,0,6,0,0,14,0,0,Kyogle (A)
14600,5,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,3,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,30,7,12,7,5,8,0,0,78,0,0,0,0,0,0,0,0,0,0,0,Lachlan (A)
14650,8,0,3,0,0,0,0,0,9,33,3,5,9,3,3,0,0,57,138,14,13,19,23,28,0,6,243,21,0,3,3,3,3,0,0,35,179,32,22,21,39,29,3,6,326,40,5,9,3,15,8,0,3,82,221,19,48,39,40,34,0,8,407,64,16,24,24,36,27,3,3,198,105,8,9,8,12,7,0,0,137,19,0,5,0,0,10,0,0,36,72,13,6,9,12,6,0,3,124,40,3,0,6,0,5,0,0,54,139,15,16,19,26,24,0,4,243,69,11,12,11,17,9,0,3,140,78,8,11,12,4,7,0,4,123,223,28,33,38,34,15,0,10,371,521,70,70,64,93,98,3,24,937,34,3,11,4,10,3,0,0,62,96,15,16,11,16,8,0,5,172,110,12,10,13,23,15,0,16,193,2201,269,324,328,404,338,17,96,3966,6,0,0,0,0,0,0,0,14,6,0,Lake Macquarie (C)
14700,7,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,11,80,16,21,18,21,24,0,0,185,8,3,0,0,0,0,0,0,11,78,10,19,14,22,28,3,6,187,57,10,19,16,20,14,0,0,137,57,15,21,27,20,24,3,4,166,25,3,6,16,16,16,3,3,96,20,3,10,0,4,6,0,0,43,38,5,7,20,9,16,5,0,105,33,3,4,0,5,7,4,0,66,23,0,8,3,0,9,0,0,45,231,45,84,53,83,101,16,7,636,37,7,8,7,8,10,0,4,90,38,4,6,4,3,0,5,3,67,86,10,25,23,10,24,0,3,192,197,37,38,41,47,38,4,14,410,18,4,11,7,10,8,0,0,65,34,4,9,4,9,14,0,3,85,67,14,14,11,14,16,3,4,148,1154,202,327,281,316,372,48,49,2742,0,0,0,0,0,0,0,0,0,0,0,Lane Cove (A)
14750,14,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,22,3,3,6,9,13,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,3,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,9,9,0,3,3,0,0,0,0,12,6,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,88,10,23,15,16,23,0,3,175,19,6,5,3,8,12,0,3,51,0,0,Leeton (A)
14850,46,4,7,3,4,4,0,0,67,0,0,0,0,0,0,0,0,0,48,10,7,6,8,3,0,3,83,7,0,0,0,0,0,0,0,9,35,3,6,5,7,7,0,3,62,10,3,4,0,7,0,0,0,24,82,15,18,12,6,10,0,5,142,29,8,3,9,7,7,0,3,73,22,0,0,3,0,0,0,0,33,13,0,0,0,0,0,0,0,14,20,4,0,5,3,3,0,0,37,15,0,0,3,0,0,0,0,24,55,4,4,3,12,3,0,3,82,29,3,3,3,3,4,0,4,44,56,5,7,4,3,3,0,0,85,160,15,17,13,17,9,3,6,236,301,29,43,49,60,27,0,15,518,3,0,0,3,0,0,0,0,14,31,0,3,3,3,4,0,0,47,21,3,5,0,9,0,0,3,47,985,110,137,122,146,86,7,49,1645,7,0,0,6,7,16,0,3,31,0,0,Lismore (C)
14870,12,0,0,0,0,0,0,0,13,24,3,0,4,0,4,0,0,31,12,0,3,0,4,0,0,0,23,11,0,0,0,0,0,0,0,15,17,0,0,0,3,3,0,4,22,11,0,3,0,0,3,0,0,13,16,8,4,0,0,0,0,0,31,15,0,3,3,8,3,0,3,44,19,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,17,34,6,3,3,3,0,0,3,55,22,0,0,3,0,0,0,0,30,44,4,0,7,0,8,0,0,56,4,0,0,0,0,0,0,0,5,12,0,0,0,3,0,0,0,16,13,0,3,0,4,3,0,0,20,299,21,22,30,33,26,0,18,458,0,0,0,0,0,0,0,0,0,4,0,Lithgow (C)
14900,19,0,4,0,8,0,0,3,36,7,0,0,0,3,0,0,0,10,411,50,59,50,56,52,0,11,695,36,6,4,6,8,4,0,3,61,246,33,37,25,32,47,6,17,437,140,23,36,29,16,24,0,11,272,312,51,75,74,50,31,6,21,615,59,17,22,21,18,28,3,5,172,198,43,53,39,38,46,0,14,432,17,10,3,0,4,4,0,0,38,61,4,10,4,4,3,0,3,93,53,3,14,3,11,3,0,5,94,124,14,25,22,17,21,0,0,224,89,12,17,6,24,16,0,3,165,291,45,53,39,50,27,3,13,517,326,40,52,32,30,20,0,9,516,653,100,124,111,83,95,8,24,1187,28,5,3,11,14,16,0,0,79,108,13,15,11,11,7,0,10,174,187,26,40,31,35,27,4,22,380,3364,499,645,512,510,454,27,170,6187,101,31,18,11,17,15,0,8,210,3,0,Liverpool (C)
14920,19,3,5,0,0,3,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,3,0,4,0,3,3,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,3,74,8,11,3,9,14,0,8,120,3,0,0,0,0,0,0,0,3,0,0,Liverpool Plains (A)
14950,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,Lockhart (A)
15050,3,0,3,0,0,0,0,0,11,22,3,0,7,8,0,0,0,36,60,4,7,15,15,16,0,0,115,15,0,4,3,0,0,0,0,22,83,4,22,18,27,21,0,3,172,17,0,5,3,3,0,0,0,27,75,11,14,21,21,7,0,5,162,34,4,10,9,19,7,0,3,84,44,3,6,5,3,7,0,0,66,5,0,0,3,0,0,0,0,8,12,4,3,4,3,3,0,0,34,15,4,3,0,0,8,0,0,27,52,0,3,7,7,3,0,0,80,28,5,3,7,8,4,0,0,58,68,3,13,12,10,3,0,3,101,89,10,3,10,13,3,0,0,130,175,21,19,38,35,32,0,8,334,11,0,0,0,0,0,0,0,9,46,9,3,10,8,3,0,0,78,36,0,3,5,6,3,0,0,56,880,96,121,174,186,123,0,27,1611,3,0,0,0,0,0,0,0,3,6,0,Maitland (C)
15240,57,3,4,0,4,3,0,0,74,3,0,0,0,0,0,0,0,10,60,9,6,18,7,3,0,3,116,20,0,0,0,3,0,0,0,22,88,9,5,6,7,7,0,3,130,26,3,0,4,3,0,0,4,37,117,9,16,13,10,6,0,3,175,95,5,20,11,12,12,3,3,162,21,3,0,3,3,5,0,3,37,12,0,5,3,0,0,0,0,25,17,0,3,4,0,0,0,0,23,28,0,0,0,5,0,0,0,36,78,9,8,8,7,3,0,7,109,55,0,4,4,4,3,0,4,77,57,3,3,4,4,0,0,7,80,82,10,11,7,4,6,0,4,130,265,19,36,31,42,13,0,24,429,13,0,0,4,5,3,0,0,27,49,4,10,5,0,4,0,3,67,49,0,4,0,5,3,0,3,70,1195,89,137,136,119,77,6,72,1833,12,0,4,0,0,10,0,3,24,0,0,Mid-Coast (A)
15270,33,0,4,0,0,0,0,0,38,45,3,7,8,13,3,0,3,92,20,3,0,3,3,0,0,0,28,4,0,0,0,0,0,0,0,4,15,4,3,3,3,0,0,0,32,5,0,0,0,0,3,0,0,12,47,0,3,4,0,0,0,3,57,32,3,0,5,9,5,0,0,57,9,0,0,0,3,0,0,0,13,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,8,14,0,3,3,5,0,0,3,30,8,0,0,6,0,0,0,0,13,10,0,0,3,0,0,0,0,19,19,0,0,0,7,0,0,0,31,48,3,8,3,5,0,0,3,66,4,0,0,0,0,0,0,0,3,11,3,4,3,3,0,0,0,26,15,0,0,0,3,0,0,3,19,350,26,38,50,57,22,0,19,560,0,0,3,0,0,3,0,0,14,7,3,Mid-Western Regional (A)
15300,29,3,3,4,6,13,0,4,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,6,15,0,3,5,0,5,0,0,25,3,0,3,0,6,6,0,0,20,6,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,6,3,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,15,8,4,4,0,3,0,0,0,15,10,3,3,4,3,3,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,3,0,0,0,0,3,0,0,6,105,13,18,18,31,33,0,6,224,0,0,0,0,5,9,0,0,18,0,0,Moree Plains (A)
15350,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,5,4,0,4,6,8,4,0,0,24,0,0,0,0,0,0,0,0,5,56,3,13,16,16,18,8,7,136,11,3,9,4,4,3,0,0,32,70,9,18,21,20,16,0,0,158,22,8,28,21,11,32,3,0,127,8,0,3,3,3,0,0,0,15,8,0,0,0,0,0,0,0,18,35,9,4,6,8,6,0,0,62,37,6,10,7,3,7,0,0,68,113,14,25,32,13,33,3,5,237,24,3,3,8,5,10,0,0,47,37,0,14,5,6,6,0,0,72,71,12,29,33,28,20,0,0,191,109,17,25,16,30,26,3,0,223,57,7,5,16,18,24,0,5,132,34,8,4,9,12,16,0,3,84,37,3,7,14,12,10,0,6,96,736,103,205,215,195,238,21,38,1743,0,0,0,0,0,0,0,0,0,0,0,Mosman (A)
15520,15,7,0,0,3,3,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,4,18,4,0,3,3,3,0,0,32,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,10,9,0,0,3,0,6,0,0,17,10,0,3,5,0,0,0,3,11,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,0,3,6,89,9,4,17,14,18,0,9,164,7,0,0,0,12,12,0,0,31,0,0,Murray River (A)
15560,21,0,4,3,6,9,0,0,48,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,8,5,12,14,0,4,86,7,0,0,3,4,12,4,3,41,0,0,Murrumbidgee (A)
15650,21,8,12,0,11,22,7,0,72,94,16,14,23,25,21,0,0,190,4,0,3,0,0,7,0,0,20,21,0,3,0,8,3,0,0,38,15,0,3,0,7,0,0,0,18,6,0,0,0,4,4,0,0,17,6,0,5,3,3,4,0,0,27,11,0,0,0,7,3,0,0,28,5,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,0,14,6,0,0,0,7,0,0,0,15,19,3,6,0,0,3,0,0,29,12,5,0,0,3,0,0,0,15,29,4,4,3,3,3,0,0,49,0,0,0,0,0,3,0,0,4,12,0,3,4,3,4,0,3,26,3,0,4,0,3,0,0,3,17,271,39,58,44,86,85,7,11,593,0,3,0,0,0,5,0,0,10,8,0,Muswellbrook (A)
15700,17,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,3,36,0,7,4,17,5,0,8,72,7,0,0,0,0,0,0,0,7,19,4,7,3,0,0,0,3,39,12,3,4,4,0,0,0,5,35,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,7,18,0,0,0,0,3,0,0,26,14,0,0,0,3,0,0,0,19,13,0,0,0,0,0,0,0,16,29,0,4,3,0,0,0,0,33,72,3,3,6,4,3,0,0,98,4,0,0,0,0,0,0,0,3,11,0,0,0,3,0,0,0,20,12,0,0,3,0,0,0,0,16,294,18,29,26,29,21,0,25,448,3,0,0,0,0,0,0,0,8,0,0,Nambucca (A)
15750,23,0,4,0,4,7,0,0,43,27,0,4,4,17,12,0,4,64,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,6,6,0,4,0,4,3,0,0,18,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,5,4,0,0,0,0,23,3,0,0,0,0,0,0,0,6,10,0,3,0,0,0,0,0,12,11,3,0,0,0,4,0,0,19,9,0,0,4,0,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,128,10,25,19,35,34,0,3,255,0,0,0,0,3,0,0,0,12,4,0,Narrabri (A)
15800,9,3,0,0,0,3,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,15,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,4,4,4,8,4,11,71,0,0,0,0,0,8,3,0,19,0,0,Narrandera (A)
15850,12,0,0,0,0,3,0,0,13,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,55,3,0,8,3,10,0,3,83,0,0,0,0,3,0,0,0,7,0,0,Narromine (A)
15900,23,0,4,4,3,4,0,6,45,31,8,4,4,9,6,0,0,62,202,26,35,38,41,47,0,12,397,56,9,15,10,9,3,0,0,107,223,36,33,30,54,41,0,15,443,70,14,15,13,29,15,0,3,157,241,22,43,32,36,41,4,15,441,121,38,53,67,49,77,7,17,433,184,15,20,37,29,10,0,14,301,50,6,9,4,7,3,4,0,78,145,12,27,27,28,30,3,3,276,52,9,9,3,10,9,0,0,88,318,43,47,76,87,64,0,12,647,89,12,12,19,23,17,0,4,179,287,25,20,33,22,30,5,8,437,410,60,63,66,80,99,4,6,790,954,112,118,141,178,161,6,43,1717,29,3,9,16,12,13,3,3,90,116,16,16,18,30,22,0,4,226,117,17,15,13,16,20,0,16,225,3730,480,555,672,743,714,44,180,7123,3,4,3,9,13,11,0,3,47,3,0,Newcastle (C)
15950,11,0,0,3,0,0,0,0,15,11,3,6,9,6,3,0,3,43,133,29,42,50,53,53,7,4,373,50,4,9,21,21,20,0,4,136,266,54,60,57,115,141,7,11,714,125,33,43,58,49,62,6,10,383,188,40,64,55,73,94,3,10,530,112,34,62,48,76,92,12,15,454,116,19,28,41,53,48,0,6,309,343,96,127,137,183,199,19,23,1126,557,113,203,191,179,191,11,24,1475,129,25,36,26,36,38,4,14,302,1343,324,524,524,697,843,106,66,4434,227,32,70,65,94,149,7,16,661,238,35,42,42,50,38,0,4,454,321,50,106,88,97,87,11,12,777,410,64,94,102,109,131,14,10,924,66,18,28,28,32,28,3,7,203,132,23,32,46,43,66,10,3,351,212,42,61,70,94,118,16,37,655,4990,1039,1644,1656,2068,2407,234,269,14309,0,0,0,6,8,3,0,0,25,5,5,North Sydney (A)
15990,27,3,8,4,3,3,0,4,53,13,0,0,0,0,0,0,0,11,432,65,122,122,120,121,8,27,1019,39,9,11,7,7,0,0,0,81,543,108,141,138,184,228,20,24,1388,412,63,130,99,116,113,3,13,958,671,128,252,235,271,191,14,40,1804,225,63,133,136,162,202,17,39,978,205,28,41,33,37,23,5,12,393,138,26,40,49,47,31,0,8,339,201,31,51,44,36,41,3,7,416,182,21,34,29,28,29,4,5,338,935,160,268,251,254,189,22,33,2112,239,34,83,69,46,65,6,17,546,270,29,52,49,31,38,0,4,475,658,107,151,187,163,136,11,26,1441,1011,175,234,233,288,265,19,45,2276,107,22,36,50,36,41,0,7,302,281,54,79,89,96,111,4,19,736,384,73,122,126,141,104,9,45,1000,6974,1201,1993,1967,2068,1926,153,386,16670,12,3,0,3,6,9,0,0,34,7,6,Northern Beaches (A)
