LGA_MAIN11,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot,LGA_NAME11
37310,267,3,6,0,0,276,109,0,0,0,0,109,99,3,0,5,0,107,224,0,0,3,3,230,230,0,0,0,0,230,591,3,0,0,0,594,472,0,0,3,0,475,489,5,0,0,0,494,203,0,0,0,0,203,150,0,0,0,0,150,92,3,0,3,0,98,208,0,0,0,0,208,3134,17,6,14,3,3174,Western Downs (R)
37340,114,4,9,3,3,133,59,3,0,3,0,65,60,7,4,3,0,74,131,5,9,0,0,145,178,9,12,3,0,202,401,19,32,7,3,462,407,13,40,6,0,466,585,21,45,8,3,662,385,7,13,0,0,405,281,9,11,0,0,301,119,3,13,6,0,141,197,8,14,6,0,225,2917,108,202,45,9,3281,Whitsunday (R)
40910,291,22,6,0,0,319,162,8,9,0,0,179,136,15,13,0,0,164,275,31,22,0,0,328,308,36,26,0,0,370,769,68,59,3,0,899,698,82,45,0,0,825,988,98,36,0,0,1122,524,53,7,0,0,584,371,31,6,0,0,408,164,17,0,0,0,181,247,25,4,0,0,276,4933,486,233,3,0,5655,Campbelltown (C)
34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mapoon (S)
34860,120,6,0,0,0,126,33,0,0,0,0,33,34,3,0,0,0,37,77,0,0,0,0,77,90,3,0,3,0,96,203,4,4,3,3,217,216,3,5,0,0,224,189,3,0,0,0,192,60,3,0,0,0,63,63,3,3,0,0,69,53,0,0,3,0,56,85,3,0,0,0,88,1223,31,12,9,3,1278,Maranoa (R)
35010,1846,63,47,8,0,1964,1073,48,29,0,0,1150,914,29,33,5,0,981,1787,69,32,3,0,1891,2308,66,47,3,0,2424,6223,232,132,12,3,6602,7333,355,170,3,4,7865,12192,323,177,11,0,12703,7290,80,83,3,0,7456,4953,51,39,8,0,5051,1990,12,35,3,0,2040,2530,58,37,3,0,2628,50439,1386,861,62,7,52755,Moreton Bay (R)
35250,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,Mornington (S)
35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palm Island (S)
35800,29,0,0,0,0,29,18,0,0,0,0,18,17,0,0,0,0,17,9,0,0,0,0,9,13,0,0,0,0,13,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,0,0,9,118,0,0,0,0,118,Paroo (S)
41010,12,0,0,0,0,12,12,0,0,0,0,12,11,0,0,0,0,11,32,0,0,0,0,32,31,0,0,0,0,31,74,0,0,0,0,74,54,0,0,0,0,54,37,0,0,3,0,40,12,0,0,0,0,12,7,0,0,0,0,7,6,0,0,0,0,6,24,0,0,0,0,24,312,0,0,3,0,315,Ceduna (DC)
41060,482,36,33,4,0,555,317,36,27,0,0,380,285,30,28,0,0,343,524,80,46,0,0,650,664,74,46,3,3,790,1567,212,169,3,0,1951,1472,242,170,0,0,1884,2109,297,110,3,0,2519,1075,174,28,0,0,1277,838,119,25,0,0,982,385,74,13,0,0,472,465,56,23,0,0,544,10183,1430,718,13,3,12347,Charles Sturt (C)
41140,74,0,0,3,0,77,54,0,0,0,0,54,54,0,0,0,0,54,105,0,0,0,0,105,113,0,0,0,0,113,243,0,0,0,0,243,193,0,0,0,0,193,131,0,0,0,0,131,50,0,0,4,0,54,40,0,0,0,0,40,19,3,0,3,0,25,42,0,0,3,0,45,1118,3,0,13,0,1134,Clare and Gilbert Valleys (DC)
64010,328,13,10,3,0,354,308,11,10,0,0,329,285,5,14,0,0,304,622,12,19,3,0,656,766,25,26,0,0,817,1816,33,62,5,0,1916,1549,43,45,5,0,1642,1083,23,16,0,0,1122,324,9,4,3,0,340,204,4,5,0,0,213,125,4,3,0,0,132,334,6,6,3,0,349,7744,188,220,22,0,8174,Launceston (C)
50770,20,0,0,0,0,20,4,0,0,0,0,4,7,0,0,0,0,7,16,0,0,0,0,16,23,0,0,0,0,23,29,0,0,0,0,29,17,0,0,0,0,17,14,0,0,0,0,14,10,0,0,0,0,10,9,0,0,0,0,9,9,0,0,0,0,9,12,0,0,0,0,12,170,0,0,0,0,170,Boyup Brook (S)
51080,18,0,0,0,0,18,4,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,14,5,0,0,0,0,5,19,0,0,0,0,19,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,84,0,0,0,0,84,Broomehill-Tambellup (S)
51610,15,0,0,0,0,15,0,3,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,3,0,0,0,0,3,16,3,0,0,0,19,23,0,0,0,0,23,24,0,0,0,0,24,22,0,0,0,0,22,12,0,0,0,0,12,3,0,0,3,0,6,10,0,0,0,0,10,141,6,0,3,0,150,Chapman Valley (S)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wujal Wujal (S)
37400,17,0,0,0,0,17,9,0,0,0,0,9,6,0,0,0,0,6,6,0,0,0,0,6,13,0,0,0,0,13,18,0,0,0,0,18,7,0,0,0,0,7,9,0,0,0,0,9,3,0,0,3,0,6,0,0,0,0,0,0,5,0,0,0,0,5,14,0,0,0,3,17,107,0,0,3,3,113,Winton (S)
41330,23,0,0,0,0,23,19,0,0,0,0,19,20,0,0,0,0,20,12,0,0,0,0,12,18,0,0,0,0,18,12,0,0,0,0,12,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,0,0,0,8,125,4,0,0,0,129,Coober Pedy (DC)
41560,79,0,0,0,0,79,104,0,0,0,0,104,85,0,0,0,0,85,143,0,0,0,0,143,172,3,0,0,0,175,300,4,0,0,0,304,210,4,0,0,0,214,180,6,0,3,0,189,37,3,0,0,0,40,30,0,0,0,0,30,9,0,0,0,0,9,70,3,0,0,3,76,1419,23,0,3,3,1448,Copper Coast (DC)
37550,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,Woorabinda (S)
41750,12,0,0,0,0,12,7,0,0,0,0,7,4,0,0,0,0,4,13,0,0,0,0,13,6,0,0,0,0,6,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,3,3,6,0,0,0,0,6,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,85,0,0,0,3,88,Elliston (DC)
44620,106,3,4,0,0,113,97,5,11,0,0,113,129,4,11,0,0,144,273,14,15,0,0,302,383,15,24,0,0,422,956,29,36,3,0,1024,691,10,4,0,0,705,358,5,5,0,0,368,88,0,0,0,0,88,59,0,0,0,0,59,40,0,6,0,0,46,132,4,3,0,0,139,3312,89,119,3,0,3523,Mount Gambier (C)
37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yarrabah (S)
39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42750,41,0,0,0,0,41,32,0,0,0,0,32,29,0,0,0,0,29,60,0,0,0,0,60,46,0,3,0,0,49,99,0,0,3,0,102,79,0,0,0,0,79,67,0,0,0,0,67,19,0,0,0,0,19,20,0,0,0,0,20,13,0,0,0,0,13,27,0,0,0,0,27,532,0,3,3,0,538,Kangaroo Island (DC)
43080,15,0,0,0,0,15,7,0,0,0,0,7,8,0,0,0,0,8,18,0,0,0,0,18,20,0,0,0,0,20,10,0,0,0,0,10,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,100,0,0,4,0,104,Karoonda East Murray (DC)
44830,26,0,0,0,0,26,23,0,0,0,0,23,24,0,0,0,0,24,40,0,0,0,0,40,39,0,0,0,0,39,57,0,0,0,0,57,32,0,0,0,0,32,14,0,0,0,0,14,13,0,0,0,0,13,4,0,0,0,0,4,6,0,0,0,0,6,15,0,0,0,0,15,293,0,0,0,0,293,Mount Remarkable (DC)
45040,128,3,0,0,0,131,108,3,4,0,0,115,99,6,0,0,0,105,204,4,4,0,0,212,227,9,0,3,0,239,504,7,0,0,0,511,414,3,0,3,0,420,255,0,0,0,0,255,66,0,0,0,0,66,30,0,0,0,0,30,26,0,0,0,0,26,122,3,0,0,0,125,2183,38,8,6,0,2235,Murray Bridge (RC)
40070,24,28,30,0,0,82,8,15,10,0,0,33,3,4,12,0,0,19,7,20,19,0,3,49,11,27,29,0,0,67,25,62,83,0,0,170,23,86,105,0,0,214,45,98,127,0,0,270,19,77,62,0,0,158,33,55,47,0,0,135,65,47,36,0,0,148,9,28,14,0,0,51,272,547,574,0,3,1396,Adelaide (C)
40120,306,3,0,0,0,309,172,3,0,0,0,175,166,0,0,0,0,166,299,6,0,0,0,305,379,6,3,0,0,388,944,16,0,0,0,960,870,17,4,0,0,891,1149,9,0,0,0,1158,680,6,0,0,0,686,574,0,0,5,0,579,402,4,0,0,0,406,275,0,0,0,0,275,6216,70,7,5,0,6298,Adelaide Hills (DC)
40220,188,3,3,3,0,197,147,4,0,0,0,151,134,3,0,0,0,137,206,0,0,3,0,209,240,0,0,3,0,243,595,8,9,0,0,612,554,7,3,4,0,568,559,0,3,0,0,562,182,3,0,0,0,185,138,0,0,3,0,141,80,0,0,0,0,80,163,3,3,0,0,169,3186,31,21,16,0,3254,Alexandrina (DC)
50350,91,5,10,0,0,106,38,6,3,0,0,47,45,3,3,0,0,51,93,8,9,0,0,110,94,3,4,0,0,101,264,21,16,0,0,301,250,19,17,0,0,286,388,35,24,0,0,447,255,31,15,0,0,301,208,12,7,0,0,227,80,5,7,0,0,92,92,3,3,0,0,98,1898,151,118,0,0,2167,Bassendean (T)
65610,40,0,0,3,0,43,48,0,0,0,0,48,45,0,0,0,0,45,90,0,0,3,0,93,64,0,0,0,0,64,79,0,0,0,0,79,39,0,0,0,0,39,17,0,0,0,0,17,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,3,24,0,0,0,0,24,466,0,0,6,0,472,West Coast (M)
54480,13,0,0,0,0,13,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,Kent (S)
40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anangu Pitjantjatjara (AC)
40310,171,6,0,0,0,177,126,3,0,0,0,129,86,4,0,0,0,90,194,3,5,3,0,205,259,5,3,0,0,267,644,12,9,0,0,665,678,6,6,7,0,697,637,5,0,3,0,645,228,0,0,0,0,228,124,0,0,0,0,124,58,0,0,0,0,58,135,0,0,0,3,138,3340,44,23,13,3,3423,Barossa (DC)
40430,28,0,0,0,0,28,16,0,0,0,0,16,25,0,0,0,0,25,19,0,0,0,0,19,24,0,0,0,0,24,30,0,0,0,0,30,24,0,0,0,0,24,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,12,0,0,0,0,12,207,0,0,0,0,207,Barunga West (DC)
40520,77,3,0,0,0,80,57,3,0,0,0,60,78,0,0,0,0,78,127,3,0,0,3,133,155,3,5,0,0,163,320,0,0,0,0,320,177,0,4,0,0,181,124,0,0,0,0,124,29,3,0,0,0,32,25,0,0,0,0,25,21,0,0,0,0,21,68,0,0,0,0,68,1258,15,9,0,3,1285,Berri and Barmera (DC)
45400,12,0,0,0,0,12,3,0,0,0,0,3,10,0,0,0,0,10,12,0,0,0,0,12,12,0,0,0,0,12,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,3,0,74,Orroroo/Carrieton (DC)
54130,28,0,0,0,0,28,6,0,0,0,0,6,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,23,0,0,0,0,23,4,0,0,0,0,4,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,6,0,9,96,0,0,6,0,102,Jerramungup (S)
54170,1006,36,15,0,0,1057,490,22,6,0,0,518,460,12,4,0,0,476,957,24,12,0,0,993,1108,48,12,0,0,1168,2828,73,29,0,0,2930,2964,93,39,0,4,3100,4244,164,45,3,0,4456,3097,91,29,3,0,3220,3262,69,13,0,0,3344,1958,21,16,0,0,1995,1169,38,8,0,0,1215,23543,691,228,6,4,24472,Joondalup (C)
54200,309,7,4,0,0,320,169,7,0,0,0,176,133,4,0,0,0,137,305,0,0,0,0,305,398,4,3,0,0,405,1108,7,0,0,0,1115,1186,14,5,0,0,1205,1673,20,3,0,0,1696,1237,8,3,0,0,1248,992,12,0,0,0,1004,482,9,0,0,0,491,407,5,3,0,0,415,8399,97,21,0,0,8517,Kalamunda (S)
40700,244,32,19,0,0,295,88,12,7,0,0,107,67,18,13,0,0,98,133,16,38,0,0,187,150,22,30,0,0,202,437,75,84,0,0,596,399,60,96,0,0,555,639,108,86,0,0,833,417,49,30,0,0,496,604,52,22,0,0,678,710,25,9,0,0,744,204,24,20,0,0,248,4092,493,454,0,0,5039,Burnside (C)
41190,34,0,0,0,3,37,14,0,0,0,0,14,20,0,0,0,0,20,25,0,0,0,0,25,22,0,0,0,0,22,31,0,0,0,0,31,15,0,0,0,0,15,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,11,0,0,0,0,11,191,0,0,0,3,194,Cleve (DC)
41830,15,0,0,0,0,15,13,0,0,0,0,13,25,0,0,0,0,25,33,0,0,0,0,33,16,0,0,3,0,19,44,0,0,0,0,44,33,0,0,0,0,33,26,0,0,0,0,26,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,16,233,0,0,3,0,236,Flinders Ranges (DC)
41960,9,0,0,0,0,9,10,0,0,0,0,10,3,0,0,0,0,3,15,0,0,0,0,15,9,0,0,0,0,9,26,0,0,0,0,26,28,0,0,0,0,28,4,0,0,3,0,7,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,117,0,0,3,0,120,Franklin Harbour (DC)
43790,85,3,0,0,3,91,80,3,0,0,0,83,95,4,0,3,0,102,135,3,0,3,0,141,183,3,0,0,0,186,301,3,0,3,0,307,189,0,0,0,0,189,133,3,0,0,0,136,29,0,0,0,0,29,28,0,0,0,0,28,7,0,0,0,0,7,67,0,0,0,0,67,1332,22,0,9,3,1366,Loxton Waikerie (DC)
43920,45,0,0,0,0,45,70,0,0,0,0,70,64,0,0,0,0,64,107,3,0,0,0,110,136,0,0,0,0,136,324,3,0,3,0,330,282,0,0,4,0,286,272,0,0,3,0,275,113,3,0,0,0,116,55,0,0,0,0,55,20,0,0,0,0,20,82,0,0,0,0,82,1570,9,0,10,0,1589,Mallala (DC)
46450,104,4,0,0,0,108,161,19,0,0,0,180,163,10,0,0,0,173,242,12,0,0,0,254,275,10,0,0,0,285,508,7,0,3,0,518,275,0,0,8,0,283,217,0,0,0,0,217,50,0,0,0,0,50,34,0,0,0,0,34,17,0,0,0,0,17,83,0,0,0,0,83,2129,62,0,11,0,2202,Port Pirie City and Dists (M)
42030,122,3,0,0,0,125,109,5,10,0,0,124,93,5,0,0,0,98,181,16,0,0,0,197,242,16,4,3,0,265,591,32,12,0,3,638,618,11,9,0,0,638,572,4,0,0,3,579,174,3,0,0,0,177,84,3,0,0,0,87,36,0,0,0,0,36,134,5,0,0,0,139,2956,103,35,3,6,3103,Gawler (T)
42110,58,0,0,0,0,58,47,0,0,0,0,47,44,3,0,0,0,47,60,0,0,0,0,60,51,0,3,0,0,54,98,0,0,3,0,101,50,4,0,0,0,54,39,0,0,0,0,39,4,0,0,0,0,4,7,0,0,0,0,7,9,0,0,0,0,9,30,0,0,3,0,33,497,7,3,6,0,513,Goyder (DC)
42250,61,0,0,0,0,61,40,0,0,0,0,40,50,0,0,0,0,50,85,0,0,0,0,85,122,3,0,0,0,125,233,0,0,0,0,233,185,4,0,0,4,193,156,0,0,0,0,156,55,0,0,0,0,55,34,0,0,0,0,34,25,0,0,0,0,25,86,0,0,0,0,86,1132,7,0,0,4,1143,Grant (DC)
50420,290,47,18,0,0,355,133,23,14,0,4,174,128,20,14,0,0,162,266,50,22,0,0,338,272,62,33,0,0,367,766,164,101,0,0,1031,743,177,137,3,0,1060,1249,273,143,0,0,1665,817,185,48,0,0,1050,866,139,45,0,0,1050,433,64,16,0,0,513,297,39,27,0,0,363,6260,1243,618,3,4,8128,Bayswater (C)
50490,148,19,13,0,0,180,61,13,4,0,0,78,59,10,6,0,0,75,119,19,10,0,0,148,178,21,8,0,0,207,441,41,41,0,3,526,406,69,50,0,0,525,694,97,77,0,0,868,551,72,50,0,0,673,419,63,28,0,0,510,209,29,15,0,0,253,175,22,10,0,0,207,3460,475,312,0,3,4250,Belmont (C)
50560,18,0,0,0,0,18,14,0,0,0,0,14,10,0,0,0,0,10,22,0,0,0,0,22,16,0,0,0,0,16,29,0,0,0,0,29,20,0,0,3,0,23,19,0,0,0,0,19,10,0,0,0,0,10,6,0,0,0,0,6,4,0,0,0,0,4,10,0,0,0,0,10,178,0,0,3,0,181,Beverley (S)
50630,8,0,0,0,0,8,4,0,0,3,0,7,4,0,0,0,0,4,12,0,0,0,0,12,7,0,0,0,0,7,26,0,0,3,0,29,33,0,0,0,0,33,31,0,3,0,0,34,24,0,0,0,0,24,20,0,0,3,0,23,11,0,0,0,0,11,5,0,0,0,0,5,185,0,3,9,0,197,Boddington (S)
42600,162,37,28,0,0,227,89,22,17,0,0,128,60,18,24,0,0,102,140,21,29,0,0,190,151,38,38,3,0,230,378,72,84,3,0,537,300,73,115,3,0,491,512,145,105,0,0,762,358,51,34,0,0,443,329,55,34,0,0,418,251,47,30,0,0,328,135,25,15,0,0,175,2865,604,553,9,0,4031,Holdfast Bay (C)
43220,24,0,0,0,0,24,7,0,0,0,0,7,6,0,0,0,0,6,12,0,0,0,0,12,7,0,0,0,3,10,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,79,0,0,0,3,82,Kimba (DC)
43360,20,0,0,0,0,20,13,0,0,0,0,13,14,0,0,0,0,14,20,0,0,0,0,20,16,0,0,0,0,16,49,0,0,0,0,49,29,0,0,0,0,29,22,0,0,3,0,25,3,0,0,0,0,3,9,0,0,0,0,9,5,0,0,0,0,5,14,0,0,3,0,17,214,0,0,6,0,220,Kingston (DC)
43650,93,0,3,0,0,96,77,0,0,3,0,80,91,0,0,0,0,91,155,0,0,0,0,155,186,0,0,0,3,189,466,3,3,0,0,472,446,3,3,3,0,455,417,7,0,0,0,424,201,0,0,0,0,201,90,0,0,0,0,90,55,0,0,0,0,55,126,0,0,0,0,126,2403,13,9,6,3,2434,Light (RegC)
43710,49,0,0,0,0,49,39,0,0,0,0,39,23,0,0,0,0,23,58,0,0,4,0,62,57,0,3,3,0,63,122,0,0,5,0,127,95,0,0,0,0,95,78,0,0,0,0,78,35,0,0,0,0,35,26,0,0,0,0,26,10,4,0,0,0,14,38,0,0,0,0,38,630,4,3,12,0,649,Lower Eyre Peninsula (DC)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maralinga Tjarutja (AC)
44060,458,51,16,0,0,525,324,39,16,0,0,379,337,48,27,0,0,412,567,57,43,0,0,667,680,89,39,0,0,808,1643,196,114,0,0,1953,1659,239,117,0,0,2015,2307,300,97,0,0,2704,1067,183,27,0,0,1277,579,93,11,0,0,683,250,30,4,0,0,284,417,67,19,0,0,503,10288,1392,530,0,0,12210,Marion (C)
44210,67,3,0,0,0,70,71,0,0,0,0,71,81,3,0,0,0,84,101,3,0,3,0,107,105,8,0,3,0,116,219,4,0,0,0,223,130,3,0,0,0,133,84,0,0,0,0,84,35,0,0,0,0,35,20,0,0,0,0,20,12,0,0,3,0,15,57,0,0,3,0,60,982,24,0,12,0,1018,Mid Murray (DC)
44340,392,22,16,0,0,430,235,10,5,0,0,250,194,14,19,0,0,227,372,26,20,0,0,418,473,21,29,0,0,523,1145,62,81,0,0,1288,1102,52,99,0,0,1253,1682,72,64,0,0,1818,998,26,16,0,0,1040,871,17,8,0,0,896,532,14,3,0,0,549,327,11,10,0,0,348,8323,347,370,0,0,9040,Mitcham (C)
44550,194,0,4,0,0,198,130,3,0,0,3,136,149,0,0,3,0,152,256,3,10,3,0,272,332,4,4,0,0,340,792,13,10,3,0,818,869,11,13,0,0,893,1052,8,15,0,3,1078,466,0,0,0,0,466,280,4,0,0,0,284,165,3,0,0,0,168,187,0,0,0,0,187,4872,49,56,9,6,4992,Mount Barker (DC)
50840,46,0,0,3,0,49,14,0,0,0,0,14,25,0,0,3,0,28,44,0,0,0,0,44,45,0,0,0,0,45,98,0,0,0,0,98,87,0,0,0,0,87,91,0,0,0,0,91,53,0,0,3,0,56,36,0,0,0,0,36,17,0,0,0,0,17,32,0,0,3,0,35,588,0,0,12,0,600,Bridgetown-Greenbushes (S)
50910,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,7,0,0,0,0,7,11,0,0,0,0,11,10,0,0,0,0,10,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,71,0,0,0,0,71,Brookton (S)
50980,18,3,0,0,0,21,7,0,3,0,0,10,11,0,0,0,0,11,17,0,3,0,0,20,16,3,0,4,0,23,59,7,3,6,3,78,65,7,0,3,0,75,139,8,3,13,0,163,101,11,9,4,0,125,190,8,10,3,0,211,167,3,0,3,0,173,68,3,4,0,0,75,858,53,35,36,3,985,Broome (S)
45090,77,0,0,0,0,77,42,0,0,0,0,42,57,0,0,0,0,57,104,0,0,0,0,104,115,0,0,0,0,115,269,3,0,0,0,272,151,0,0,0,0,151,78,0,0,0,0,78,21,0,0,0,0,21,10,0,0,0,0,10,18,0,0,0,0,18,69,0,3,0,0,72,1011,3,3,0,0,1017,Naracoorte and Lucindale (DC)
45120,61,0,0,0,0,61,62,0,0,0,0,62,48,0,0,0,0,48,74,0,0,0,0,74,65,3,0,0,0,68,126,0,0,0,0,126,55,0,0,0,0,55,36,0,0,3,0,39,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,34,0,0,0,0,34,572,3,0,3,0,578,Northern Areas (DC)
