lga_code16,p_aged_15_yr_over_m,p_aged_15_yr_over_f,p_aged_15_yr_over_p,lab_for_st_empl_worked_ft_m,lab_for_st_empl_worked_ft_f,lab_for_st_empl_worked_ft_p,lab_for_st_empl_worked_pt_m,lab_for_st_empl_worked_pt_f,lab_for_st_empl_worked_pt_p,lab_for_st_empl_awy_frm_wrk_m,lab_for_st_empl_awy_frm_wrk_f,lab_for_st_empl_awy_frm_wrk_p,lab_for_st_unemp_lkg_fr_wrk_m,lab_for_st_unemp_lkg_fr_wrk_f,lab_for_st_unemp_lkg_fr_wrk_p,lab_for_st_tot_labour_force_m,lab_for_st_tot_labour_force_f,lab_for_st_tot_labour_force_p,lab_for_st_n_the_lbour_frce_m,lab_for_st_n_the_lbour_frce_f,lab_for_st_n_the_lbour_frce_p,percent_unemployment_m,percent_unemployment_f,percent_unemployment_p,pcent_lab_force_particip_m,pcent_lab_force_particip_f,pcent_lab_force_particip_p,pcent_employmnt_to_pop_m,pcent_employmnt_to_pop_f,pcent_employmnt_to_pop_p,non_sc_quals_postgrad_deg_m,non_sc_quals_postgrad_deg_f,non_sc_quals_postgrad_deg_p,non_sc_qua_gra_dip_gra_cer_m,non_sc_qua_gra_dip_gra_cer_f,non_sc_qua_gra_dip_gra_cer_p,non_sc_quals_bachelor_deg_m,non_sc_quals_bachelor_deg_f,non_sc_quals_bachelor_deg_p,non_sc_quals_adv_dip_dip_m,non_sc_quals_adv_dip_dip_f,non_sc_quals_adv_dip_dip_p,non_sc_quals_cert3a4_level_m,non_sc_quals_cert3a4_level_f,non_sc_quals_cert3a4_level_p,non_sc_quals_cert1a2_level_m,non_sc_quals_cert1a2_level_f,non_sc_quals_cert1a2_level_p,non_sc_quals_certnfd_level_m,non_sc_quals_certnfd_level_f,non_sc_quals_certnfd_level_p,non_sc_quals_certtot_level_m,non_sc_quals_certtot_level_f,non_sc_quals_certtot_level_p,mig_lvd_same_add_1_yr_ago_m,mig_lvd_same_add_1_yr_ago_f,mig_lvd_same_add_1_yr_ago_p,mig_lvd_diff_add_1_yr_ago_m,mig_lvd_diff_add_1_yr_ago_f,mig_lvd_diff_add_1_yr_ago_p,mig_lvd_same_add_5_yr_ago_m,mig_lvd_same_add_5_yr_ago_f,mig_lvd_same_add_5_yr_ago_p,mig_lvd_diff_add_5_yr_ago_m,mig_lvd_diff_add_5_yr_ago_f,mig_lvd_diff_add_5_yr_ago_p,lga_name16
43710,2328,2035,4362,984,440,1430,264,659,925,80,69,150,67,54,124,1391,1230,2627,784,666,1452,4.8,4.4,4.7,59.8,60.4,60.2,57.0,57.4,57.4,16,28,43,11,42,56,118,249,362,110,225,337,573,249,821,23,32,54,63,58,121,659,338,998,2183,2028,4215,291,284,577,1522,1405,2922,823,801,1621,Lower Eyre Peninsula (DC)
44000,26,29,54,3,8,12,0,0,0,0,0,0,0,0,0,3,8,12,3,0,6,0.0,0.0,0.0,11.5,27.6,22.2,11.5,27.6,22.2,0,0,0,0,0,0,0,3,3,0,4,5,0,0,0,0,0,0,0,0,0,6,0,7,6,6,16,0,3,8,5,0,11,3,8,13,Maralinga Tjarutja (AC)
44060,34346,38254,72601,14671,8998,23666,5031,10382,15416,867,1255,2122,1816,1348,3163,22385,21986,44369,10699,14805,25508,8.1,6.1,7.1,65.2,57.5,61.1,59.9,53.9,56.8,1478,1671,3145,517,943,1461,4721,6801,11521,3130,3826,6953,8042,3937,11974,395,536,928,555,862,1412,8987,5328,14316,32664,35584,68244,6015,6365,12385,22235,24086,46323,15026,16667,31695,Marion (C)
44210,3965,3458,7419,1269,544,1813,403,834,1240,110,92,201,142,90,232,1931,1554,3486,1734,1635,3372,7.4,5.8,6.7,48.7,44.9,47.0,44.9,42.5,43.9,29,33,59,24,36,66,122,263,384,156,262,422,1036,421,1460,39,78,111,72,77,151,1142,574,1720,3466,3108,6571,473,483,959,2602,2302,4907,1204,1159,2366,Mid Murray (DC)
44340,24949,27831,52788,10617,6229,16841,3910,8135,12040,606,918,1526,1117,852,1966,16248,16128,32378,7727,10557,18290,6.9,5.3,6.1,65.1,57.9,61.3,60.7,54.9,57.6,2152,1998,4149,693,1241,1935,5353,6880,12230,2328,2894,5216,4196,1975,6167,180,277,457,406,555,959,4790,2797,7586,24913,27071,51987,3655,4029,7688,17920,19350,37271,9756,10972,20727,Mitcham (C)
44550,12454,13641,26100,5961,3112,9073,1878,4289,6167,398,505,905,481,423,907,8723,8331,17053,3182,4692,7871,5.5,5.1,5.3,70.0,61.1,65.3,66.1,58.0,61.9,360,412,765,187,371,558,1278,2118,3397,1116,1561,2680,3324,1818,5139,148,283,434,247,403,648,3725,2509,6232,12505,13285,25783,2285,2454,4732,8338,8693,17027,5689,6304,12001,Mount Barker (DC)
46450,7032,7240,14272,2659,1165,3822,685,1755,2444,172,224,400,480,311,790,4000,3455,7454,2629,3366,5991,12.0,9.0,10.6,56.9,47.7,52.2,50.0,43.4,46.7,73,53,125,34,85,120,271,542,815,298,465,765,1926,918,2837,106,155,259,89,145,231,2117,1214,3336,6911,6906,13814,930,1046,1975,5079,5102,10181,2434,2559,4992,Port Pirie City and Dists (M)
51310,9860,11021,20883,4836,2549,7387,1532,3245,4783,208,341,542,396,323,723,6977,6458,13432,2400,3972,6366,5.7,5.0,5.4,70.8,58.6,64.3,66.7,55.7,60.9,1260,998,2256,315,564,871,3104,3481,6583,840,1135,1971,1012,409,1424,38,67,102,81,196,274,1127,680,1810,9898,10556,20453,1927,2054,3984,6512,7103,13608,4925,5139,10067,Cambridge (T)
51330,36148,36672,72821,15236,8681,23916,6009,9490,15494,985,996,1972,2622,2137,4759,24844,21301,46148,9643,13785,23429,10.6,10.0,10.3,68.7,58.1,63.4,61.5,52.3,56.8,2645,2221,4869,573,984,1557,7024,7986,15003,3395,3662,7055,6199,2723,8923,308,404,715,454,795,1245,6966,3923,10891,32773,33487,66252,8253,7718,15969,20504,21673,42174,19121,18166,37286,Canning (C)
51400,5863,6511,12378,3012,1528,4546,708,2012,2723,225,189,415,293,280,578,4249,4015,8263,1332,2146,3476,6.9,7.0,7.0,72.5,61.7,66.8,67.3,57.3,62.1,134,121,257,77,146,221,493,953,1444,444,658,1101,1786,922,2707,85,168,249,102,206,305,1965,1292,3259,6228,6582,12813,1094,1272,2370,3701,3940,7645,3196,3546,6743,Capel (S)
51470,278,214,490,161,63,220,7,37,51,3,3,9,11,7,13,183,108,289,68,90,155,6.0,6.5,4.5,65.8,50.5,59.0,61.5,48.1,57.1,0,0,3,0,7,5,15,21,30,20,19,39,79,11,91,3,9,10,5,3,6,85,19,108,245,190,441,47,31,85,179,133,306,106,86,191,Carnamah (S)
44620,9918,10709,20628,4546,2285,6835,1144,2950,4097,260,318,576,479,352,834,6428,5908,12340,2955,4225,7183,7.5,6.0,6.8,64.8,55.2,59.8,60.0,51.9,55.8,133,148,278,80,146,226,515,972,1481,452,788,1239,2711,1552,4265,138,296,440,155,256,412,3007,2106,5109,9711,10148,19856,1787,1936,3718,6604,6824,13426,4352,4794,9144,Mount Gambier (C)
44830,1240,1220,2459,478,260,735,141,279,413,38,40,79,47,28,73,704,601,1304,449,531,976,6.7,4.7,5.6,56.8,49.3,53.0,53.0,47.5,49.9,3,12,17,16,26,39,43,136,171,59,138,192,329,117,446,15,17,32,20,26,40,363,157,520,1206,1161,2367,123,116,241,986,901,1890,286,335,620,Mount Remarkable (DC)
45040,8523,8500,17017,3220,1759,4977,992,1973,2964,244,236,478,468,375,840,4918,4339,9260,3110,3652,6758,9.5,8.6,9.1,57.7,51.0,54.4,52.3,46.7,49.5,65,80,142,45,102,144,339,582,921,374,647,1016,1935,1208,3136,138,218,350,148,206,362,2224,1628,3855,7590,7817,15411,1517,1577,3095,5077,5139,10209,3641,3862,7505,Murray Bridge (RC)
45090,3347,3134,6477,1821,726,2544,402,970,1367,138,107,242,98,74,173,2455,1866,4322,718,1099,1819,4.0,4.0,4.0,73.3,59.5,66.7,70.5,57.5,64.1,26,40,65,22,54,72,181,355,541,185,278,462,751,392,1144,58,60,118,73,88,159,885,543,1422,3286,3031,6320,636,571,1209,2304,2104,4406,1403,1292,2696,Naracoorte and Lucindale (DC)
45120,1904,1804,3713,845,338,1181,191,508,697,44,69,115,59,35,92,1136,949,2082,628,752,1380,5.2,3.7,4.4,59.7,52.6,56.1,56.7,50.7,53.7,19,21,38,12,34,43,89,222,314,82,183,269,494,203,694,27,32,64,31,32,66,549,272,823,1888,1826,3716,204,201,404,1437,1346,2788,558,577,1134,Northern Areas (DC)
45290,14056,15749,29803,5879,3914,9789,2205,4049,6248,303,428,725,651,569,1213,9031,8955,17986,4419,6109,10532,7.2,6.4,6.7,64.3,56.9,60.3,59.7,53.3,56.2,1344,1336,2679,378,653,1031,3230,3974,7200,1147,1454,2606,1923,949,2866,102,138,236,183,292,478,2204,1378,3581,12563,13829,26392,2818,3026,5842,8181,9156,17336,6843,7345,14191,Norwood Payneham St Peters (C)
45400,377,379,755,166,83,247,31,99,133,12,10,17,12,3,13,220,188,409,118,144,266,5.5,1.6,3.2,58.4,49.6,54.2,55.4,50.7,52.6,5,3,6,4,10,11,15,43,60,9,43,52,89,43,130,3,4,7,4,6,8,93,58,147,373,345,725,31,44,77,285,267,552,103,113,211,Orroroo/Carrieton (DC)
45540,722,743,1471,151,84,233,67,147,214,27,29,56,42,38,76,282,290,573,387,399,780,14.9,13.1,13.3,39.1,39.0,39.0,33.9,35.0,34.2,7,12,17,5,9,10,27,36,64,20,43,64,136,78,208,16,21,31,8,19,30,159,118,274,674,663,1341,95,104,193,517,511,1028,220,240,459,Peterborough (DC)
45680,33353,34885,68238,12725,6373,19095,3735,7545,11279,937,977,1911,2697,2071,4766,20087,16961,37049,11042,15629,26670,13.4,12.2,12.9,60.2,48.6,54.3,52.2,42.7,47.3,265,295,557,134,273,405,1215,2133,3344,1632,2633,4265,8055,5242,13291,677,1015,1697,447,812,1257,9185,7067,16249,33248,33653,66897,6126,6678,12803,21419,21220,42637,15284,16610,31896,Playford (C)
45890,48982,50617,99601,19211,11723,30935,6517,11571,18086,1235,1441,2676,3117,2271,5383,30078,26998,57081,16565,21142,37705,10.4,8.4,9.4,61.4,53.3,57.3,55.0,48.9,51.9,2099,2193,4291,566,1066,1632,5939,7907,13846,3514,4442,7953,9564,5065,14630,570,745,1309,729,949,1681,10858,6761,17616,45164,46701,91869,8749,8747,17494,29249,30710,59961,22219,22444,44663,Port Adelaide Enfield (C)
46090,5809,5580,11392,1967,1251,3217,521,1199,1720,173,194,364,376,201,578,3037,2839,5873,2213,2218,4436,12.4,7.1,9.8,52.3,50.9,51.6,45.8,47.4,46.5,54,80,134,39,83,121,224,475,697,242,355,599,1505,589,2095,71,124,198,92,88,177,1669,806,2470,4974,5176,10151,804,890,1691,3653,3714,7374,1816,2014,3834,Port Augusta (C)
46300,5428,5666,11097,2257,1140,3396,725,1631,2359,164,176,345,243,171,413,3392,3119,6509,1619,2163,3778,7.2,5.5,6.3,62.5,55.0,58.7,58.0,52.0,55.0,60,72,131,50,101,151,315,595,908,280,418,696,1445,776,2219,84,116,203,113,116,232,1646,1008,2654,5160,5236,10396,901,958,1856,3462,3502,6967,2326,2468,4792,Port Lincoln (C)
46510,8190,8381,16574,3898,2367,6265,1289,2390,3671,197,242,439,414,308,722,5791,5300,11097,2068,2758,4828,7.1,5.8,6.5,70.7,63.2,67.0,65.7,59.6,62.6,623,610,1236,205,341,546,1770,2026,3796,714,809,1520,1310,639,1955,63,78,141,112,153,261,1486,866,2352,7830,7880,15713,1459,1405,2866,5323,5557,10879,3636,3465,7108,Prospect (C)
46670,3968,3902,7865,1627,810,2438,477,943,1422,143,107,252,175,130,305,2429,1987,4417,1219,1659,2879,7.2,6.5,6.9,61.2,50.9,56.2,56.6,47.7,52.3,39,42,76,20,48,70,172,301,472,199,313,513,881,451,1339,43,63,99,69,98,165,996,609,1603,3712,3647,7360,614,619,1233,2691,2644,5337,1421,1441,2868,Renmark Paringa (DC)
46860,612,581,1188,248,117,367,93,169,264,32,27,54,20,7,31,390,322,713,170,208,377,5.1,2.2,4.3,63.7,55.4,60.0,60.9,53.9,57.7,8,9,12,4,15,20,37,60,102,31,61,95,181,71,254,5,11,22,13,21,32,205,105,306,562,519,1078,96,85,184,381,366,746,244,222,465,Robe (DC)
46970,2448,1163,3607,1621,440,2061,172,306,478,116,50,168,37,55,93,1943,854,2802,91,235,325,1.9,6.4,3.3,79.4,73.4,77.7,78.0,68.4,75.0,42,23,61,16,23,38,203,154,355,104,112,214,879,192,1070,42,22,67,27,32,56,939,249,1192,1746,995,2742,696,511,1205,944,463,1414,1352,885,2233,Roxby Downs (M)
47140,53988,55476,109473,22458,11951,34402,6674,12891,19563,1418,1610,3024,3706,2740,6444,34249,29192,63437,17353,23874,41227,10.8,9.4,10.2,63.4,52.6,57.9,56.6,47.7,52.1,1367,1202,2572,349,622,971,3821,5455,9280,3267,4439,7704,12775,7184,19962,722,1126,1850,836,1199,2036,14334,9510,23842,53701,54405,108105,8872,8993,17867,37400,37755,75156,22102,22711,44809,Salisbury (C)
47290,850,788,1637,426,184,611,83,223,311,29,26,55,18,15,32,560,452,1006,216,268,488,3.2,3.3,3.2,65.9,57.4,61.5,63.3,54.9,59.7,4,12,11,9,6,15,40,88,131,41,68,107,170,100,262,11,11,24,10,15,20,186,123,307,821,745,1564,117,116,229,618,549,1171,263,271,535,Southern Mallee (DC)
47490,924,786,1714,376,154,527,129,221,355,48,46,96,31,9,38,583,438,1014,256,282,532,5.3,2.1,3.7,63.1,55.7,59.2,59.8,53.6,57.1,5,5,13,6,10,20,41,98,141,32,67,95,235,107,341,12,15,22,16,21,38,262,138,395,908,795,1706,93,96,187,672,557,1224,289,289,578,Streaky Bay (DC)
47630,2778,2447,5229,1539,580,2120,248,773,1023,117,92,211,47,42,83,1950,1481,3433,560,753,1305,2.4,2.8,2.4,70.2,60.5,65.7,68.5,59.1,64.1,17,11,29,9,35,47,116,254,365,131,252,388,644,283,926,24,56,81,64,53,112,727,394,1116,2647,2415,5061,371,333,706,1912,1719,3636,956,865,1816,Tatiara (DC)
47700,37898,40681,78578,17907,9942,27848,4942,11674,16617,901,1165,2064,1855,1429,3288,25601,24218,49816,11195,15166,26364,7.2,5.9,6.6,67.6,59.5,63.4,62.7,56.0,59.2,1171,1085,2248,523,939,1463,4017,5719,9735,3476,4314,7792,10596,5124,15721,397,690,1087,686,976,1663,11682,6786,18470,38890,40687,79579,4809,5115,9924,28990,30026,59010,13277,14295,27573,Tea Tree Gully (C)
47800,2234,2068,4307,1000,393,1390,228,566,791,66,44,107,64,54,114,1350,1045,2400,740,898,1636,4.7,5.2,4.8,60.4,50.5,55.7,57.9,48.5,53.1,12,19,31,12,20,30,77,153,226,90,189,279,488,264,750,38,47,90,43,43,88,574,349,923,2221,2061,4279,282,272,551,1664,1509,3178,719,684,1397,The Coorong (DC)
47910,1170,1115,2288,527,184,710,99,282,384,37,39,72,23,22,40,681,527,1208,399,525,923,3.4,4.2,3.3,58.2,47.3,52.8,56.7,45.3,51.0,4,18,24,6,24,30,69,112,177,54,99,151,268,113,382,12,21,32,22,34,54,301,167,461,1112,1122,2230,139,138,276,820,823,1644,380,380,764,Tumby Bay (DC)
50350,5813,6293,12108,2727,1711,4440,738,1567,2304,175,193,370,356,247,608,3997,3725,7723,1533,2250,3778,8.9,6.6,7.9,68.8,59.2,63.8,62.6,55.2,58.8,212,256,466,114,201,318,773,1131,1902,496,640,1134,1415,645,2064,59,94,151,84,135,219,1557,869,2428,5680,5918,11598,948,979,1923,3808,3958,7762,2552,2708,5267,Bassendean (T)
50420,26119,27160,53280,12267,7525,19797,3651,6695,10342,718,821,1537,1501,1226,2732,18136,16268,34402,6340,9105,15442,8.3,7.5,7.9,69.4,59.9,64.6,63.7,55.4,59.5,1235,1350,2588,483,779,1263,4409,5444,9853,2371,2695,5069,5435,2373,7804,214,312,526,371,620,990,6022,3301,9319,23240,24017,47252,5240,5197,10438,14887,15506,30390,12626,12741,25364,Bayswater (C)
50490,16704,16252,32954,7387,4451,11842,2168,3346,5516,524,459,984,1026,781,1808,11110,9042,20156,3771,5547,9315,9.2,8.6,9.0,66.5,55.6,61.2,60.3,50.8,55.7,709,665,1374,210,325,527,2205,2848,5050,1436,1463,2901,3481,1478,4960,127,179,304,229,351,582,3840,2006,5841,13301,13112,26411,3924,3644,7569,7778,7997,15772,8661,8008,16673,Belmont (C)
47980,14344,16729,31068,6426,4224,10655,2265,4490,6759,291,509,803,613,537,1146,9598,9766,19363,4166,6308,10476,6.4,5.5,5.9,66.9,58.4,62.3,62.6,55.1,58.6,1617,1512,3129,447,810,1259,3781,4472,8255,1210,1605,2817,1631,958,2589,78,126,206,206,297,508,1911,1385,3300,13376,15168,28541,2722,3106,5822,9018,10270,19287,6642,7653,14289,Unley (C)
48050,5637,6583,12219,1305,709,2021,821,1395,2214,126,174,297,223,132,357,2477,2419,4890,2881,3836,6719,9.0,5.5,7.3,43.9,36.7,40.0,40.0,34.6,37.1,89,113,204,67,107,174,434,631,1068,451,664,1110,1530,788,2320,72,124,201,129,202,328,1730,1118,2842,5189,5890,11077,875,1012,1890,3447,3867,7315,2466,2864,5333,Victor Harbor (C)
48130,2709,2643,5351,1137,441,1578,280,698,980,96,68,163,109,75,190,1622,1288,2909,932,1187,2117,6.7,5.8,6.5,59.9,48.7,54.4,55.9,45.7,50.9,15,21,32,12,36,49,109,242,348,114,207,318,624,323,953,37,61,92,51,58,111,713,440,1157,2728,2653,5382,381,366,750,2011,1896,3904,934,955,1884,Wakefield (DC)
51960,1978,1279,3260,977,339,1320,85,224,316,84,44,130,95,55,153,1241,672,1912,337,458,794,7.7,8.2,8.0,62.7,52.5,58.7,57.9,47.5,54.2,24,14,35,14,16,29,97,82,176,82,95,175,539,149,695,11,28,41,28,30,55,578,210,786,1543,1138,2681,347,316,662,955,666,1616,824,684,1509,Coolgardie (S)
52030,477,395,869,193,80,273,46,73,116,19,19,35,27,17,43,288,186,471,168,191,356,9.4,9.1,9.1,60.4,47.1,54.2,54.1,43.5,48.8,3,0,4,0,8,5,11,41,53,27,35,63,126,34,166,0,13,9,19,9,30,145,57,204,442,360,803,69,68,139,334,267,605,161,149,309,Coorow (S)
48260,3147,3370,6516,1265,751,2014,468,798,1272,62,86,144,121,90,218,1919,1730,3642,1076,1490,2566,6.3,5.2,6.0,61.0,51.3,55.9,57.0,48.5,52.6,341,282,619,101,117,215,767,865,1631,263,349,612,386,175,566,17,29,48,53,71,118,452,279,732,2837,3003,5839,590,646,1236,1949,2087,4029,1388,1514,2900,Walkerville (M)
48340,4561,4571,9136,1974,822,2794,462,1302,1763,176,159,331,193,139,340,2802,2421,5225,1472,1863,3334,6.9,5.7,6.5,61.4,53.0,57.2,57.3,49.9,53.5,22,45,70,21,61,84,193,397,592,172,339,514,1163,601,1770,51,114,166,81,135,213,1301,849,2154,4656,4593,9248,591,603,1194,3545,3396,6938,1446,1519,2970,Wattle Range (DC)
48410,23558,25233,48788,9715,6134,15846,3766,6491,10261,566,787,1358,1253,972,2228,15300,14384,29692,7136,9543,16683,8.2,6.8,7.5,64.9,57.0,60.9,59.6,53.2,56.3,1334,1399,2735,361,672,1034,3808,4916,8730,2060,2280,4339,4515,2179,6696,225,302,528,353,493,846,5088,2975,8066,21268,22481,43750,4448,4661,9109,14114,15157,29269,10818,11242,22059,West Torrens (C)
48540,8795,8726,17525,3398,1624,5018,790,1989,2773,264,241,511,737,435,1167,5190,4281,9475,2953,3849,6803,14.2,10.2,12.3,59.0,49.1,54.1,50.6,44.2,47.4,96,116,213,41,91,128,464,752,1218,379,598,981,2825,1082,3903,142,215,362,133,178,306,3102,1474,4574,8520,8321,16846,1271,1365,2630,6369,6141,12513,2946,3121,6067,Whyalla (C)
48640,570,473,1047,314,108,420,49,149,202,29,25,57,13,6,21,404,296,695,119,133,254,3.2,2.0,3.0,70.9,62.6,66.4,68.8,59.6,64.9,3,3,4,0,8,9,29,52,81,10,41,53,133,41,179,8,10,11,3,13,14,144,60,208,561,506,1070,64,59,123,436,374,812,164,151,317,Wudinna (DC)
48750,2149,2197,4347,652,301,954,311,596,901,59,67,132,82,62,136,1099,1025,2128,898,1049,1945,7.5,6.0,6.4,51.1,46.7,49.0,47.6,43.9,45.7,40,51,97,19,54,72,153,234,386,175,248,424,588,248,832,24,50,72,33,58,89,643,357,998,1929,2004,3931,356,372,730,1342,1356,2697,884,946,1834,Yankalilla (DC)
48830,4697,4484,9182,1540,621,2158,494,1043,1538,131,138,276,154,93,241,2317,1900,4216,2158,2398,4560,6.6,4.9,5.7,49.3,42.4,45.9,46.1,40.2,43.3,25,33,59,26,62,88,178,389,567,229,369,596,1268,499,1760,35,77,116,88,85,176,1394,665,2057,4665,4449,9115,459,459,917,3572,3277,6845,1367,1426,2790,Yorke Peninsula (DC)
49399,3696,1828,5527,1748,503,2250,229,231,460,278,100,380,71,43,115,2320,877,3197,628,566,1190,3.1,4.9,3.6,62.8,48.0,57.8,61.0,45.6,55.9,63,31,93,32,36,71,238,204,448,209,154,363,1035,177,1217,43,33,75,57,44,99,1141,253,1391,2661,1379,4040,503,263,760,1901,1012,2916,1195,568,1768,Unincorporated SA
50080,14074,14971,29049,5658,3120,8775,1928,4108,6044,462,467,934,517,342,865,8568,8041,16609,4633,6020,10656,6.0,4.3,5.2,60.9,53.7,57.2,57.2,51.4,54.2,232,276,514,175,335,510,1030,1836,2863,990,1582,2569,3756,1935,5693,199,328,526,243,415,654,4199,2676,6877,13092,13814,26906,2560,2811,5367,8639,8993,17637,6451,7133,13579,Albany (C)
50210,29415,31107,60527,14537,7752,22286,3463,7723,11185,933,1012,1943,1911,1727,3634,20843,18216,39053,6824,11074,17899,9.2,9.5,9.3,70.9,58.6,64.5,64.4,53.0,58.5,888,941,1829,287,532,823,2867,4217,7085,2328,3209,5542,7906,4036,11943,346,582,925,511,815,1330,8759,5436,14196,28876,29527,58400,5985,6535,12519,16427,16701,33128,16256,17357,33606,Armadale (C)
50250,18642,4507,23147,12044,2030,14083,683,452,1132,1126,317,1440,111,89,200,13965,2894,16858,590,829,1417,0.8,3.1,1.2,74.9,64.2,72.8,74.3,62.1,72.0,304,84,386,94,95,190,1262,566,1826,1148,408,1553,7165,652,7815,128,87,213,220,98,315,7514,834,8348,11341,3183,14517,3854,1199,5052,5523,1443,6971,9376,2726,12097,Ashburton (S)
50280,5371,5707,11078,2209,1198,3405,976,1914,2898,266,232,496,197,152,349,3649,3501,7145,1241,1748,2983,5.4,4.3,4.9,67.9,61.3,64.5,64.3,58.6,61.4,126,141,267,64,165,237,700,1072,1779,406,680,1083,1471,676,2150,55,100,155,76,164,237,1603,937,2539,4999,5159,10159,1182,1290,2477,2997,3029,6030,2791,3058,5854,Augusta-Margaret River (S)
51080,420,391,812,193,91,283,34,84,120,20,16,37,19,13,38,268,210,477,102,134,238,7.1,6.2,8.0,63.8,53.7,58.7,58.8,48.8,54.2,0,4,4,3,12,8,19,37,60,22,27,46,79,51,129,3,13,18,7,5,8,95,67,159,423,407,829,44,42,89,306,283,596,124,129,250,Broomehill-Tambellup (S)
51120,379,352,729,173,91,271,36,86,120,14,8,21,13,3,17,237,191,422,114,136,253,5.5,1.6,4.0,62.5,54.3,57.9,58.8,52.6,56.5,0,3,3,0,10,10,18,46,67,20,33,56,83,36,119,3,7,15,3,3,11,93,44,134,368,346,720,51,56,107,278,248,523,129,136,268,Bruce Rock (S)
51190,12439,13323,25767,5193,2767,7962,1384,3373,4758,400,379,776,742,573,1313,7713,7089,14804,3785,5283,9065,9.6,8.1,8.9,62.0,53.2,57.5,56.1,48.9,52.4,252,254,501,135,267,402,1068,1535,2603,783,1164,1945,3314,1752,5064,136,307,444,209,374,580,3656,2430,6089,11027,11819,22851,2256,2575,4836,7204,7568,14775,5529,6329,11861,Bunbury (C)
51260,13264,14940,28207,5477,2807,8286,1885,4376,6262,537,488,1029,554,433,982,8451,8113,16561,3828,5705,9538,6.6,5.3,5.9,63.7,54.3,58.7,59.6,51.3,55.2,232,252,492,145,333,479,1212,2027,3243,967,1571,2539,3842,1910,5754,136,298,436,249,429,674,4228,2645,6867,12626,13660,26288,2761,3091,5853,7370,7795,15162,7313,8267,15578,Busselton (C)
51610,543,549,1095,250,129,383,47,141,187,24,28,50,19,15,26,339,310,649,141,178,317,5.6,4.8,4.0,62.4,56.5,59.3,59.1,54.3,56.6,9,5,10,3,6,12,31,74,107,18,56,78,146,65,208,9,9,22,4,14,19,157,90,248,522,517,1036,94,106,196,342,327,664,231,270,503,Chapman Valley (S)
51680,2098,2133,4225,960,505,1465,237,545,784,96,80,176,85,73,159,1382,1199,2585,557,768,1326,6.2,6.1,6.2,65.9,56.2,61.2,61.6,53.0,57.4,27,19,45,11,32,42,94,174,265,113,242,362,694,273,959,19,42,60,39,58,94,748,370,1118,2077,2101,4177,317,336,651,1366,1342,2707,926,974,1904,Chittering (S)
51750,3906,4400,8301,1569,948,2522,622,1056,1674,72,83,153,123,141,261,2379,2234,4613,1220,1817,3038,5.2,6.3,5.7,60.9,50.8,55.6,57.9,47.4,52.4,519,444,964,104,205,306,1170,1397,2565,277,440,723,260,124,385,11,27,41,41,91,130,311,245,556,3503,3688,7198,839,898,1740,2025,2334,4353,2254,2223,4477,Claremont (T)
51820,39505,42079,81579,20103,11266,31376,4781,11652,16436,1249,1442,2687,2358,1883,4243,28488,26247,54738,8692,13335,22030,8.3,7.2,7.8,72.1,62.4,67.1,66.2,57.9,61.9,1416,1495,2912,519,1080,1602,4869,7157,12030,3232,4344,7579,10410,4518,14930,359,706,1068,632,1073,1706,11407,6294,17702,37973,39758,77733,7603,8111,15717,24108,25117,49228,19331,20517,39846,Cockburn (C)
51890,3432,3461,6895,1343,521,1866,248,864,1116,126,115,238,256,156,412,1980,1650,3631,1163,1520,2680,12.9,9.5,11.3,57.7,47.7,52.7,50.0,43.3,46.7,15,21,34,8,27,35,90,214,306,110,232,342,1116,498,1607,44,105,145,62,85,143,1218,680,1898,3345,3298,6648,484,530,1017,2442,2353,4794,1167,1279,2443,Collie (S)
52450,667,520,1187,298,104,398,44,125,166,21,20,46,22,16,41,390,263,652,212,200,411,5.6,6.1,6.3,58.5,50.6,54.9,54.4,47.9,51.4,0,3,8,0,0,4,26,48,78,26,20,52,166,55,224,7,12,21,10,13,28,184,86,264,603,486,1089,130,102,228,376,316,689,322,236,559,Cunderdin (S)
52520,597,525,1125,363,146,515,33,127,160,24,11,30,14,12,28,436,291,728,102,188,286,3.2,4.1,3.8,73.0,55.4,64.7,70.4,54.1,62.7,0,9,9,0,7,11,28,58,90,26,47,73,138,43,179,9,9,14,12,12,22,156,66,227,572,485,1065,99,94,195,369,302,668,260,251,514,Dalwallinu (S)
52590,1558,1341,2895,669,299,965,165,321,481,61,49,113,55,29,80,945,693,1638,468,524,990,5.8,4.2,4.9,60.7,51.7,56.6,57.4,49.9,53.9,18,18,33,6,17,21,87,154,238,87,123,208,464,127,591,17,23,45,43,34,80,515,194,707,1355,1161,2513,273,233,509,872,716,1591,677,606,1283,Dandaragan (S)
52660,5055,5461,10521,2508,1092,3606,522,1687,2210,205,161,364,264,219,482,3502,3160,6669,1251,1980,3225,7.5,6.9,7.2,69.3,57.9,63.4,64.0,53.8,58.7,43,52,99,50,77,124,287,549,836,307,485,791,1639,901,2541,58,133,191,71,171,241,1764,1210,2973,5095,5386,10477,899,980,1876,3312,3371,6683,2328,2663,4984,Dardanup (S)
